econ_tradebal_reference_month,econ_tradebal_reporting_country_iso2,econ_tradebal_partner_area_code,econ_tradebal_flow_direction,econ_tradebal_hs2_code,econ_tradebal_product_group,econ_tradebal_trade_value_eur,econ_tradebal_trade_quantity_kg,econ_tradebal_trade_value_index,econ_tradebal_unit_value_index,econ_tradebal_intra_eu_flag,econ_tradebal_extra_eu_flag,econ_tradebal_mode_of_transport_code,econ_tradebal_incoterms_code,econ_tradebal_customs_procedure_code,econ_tradebal_sanctions_regime_flag,econ_tradebal_current_account_balance_eur,econ_tradebal_financial_account_balance_eur,econ_tradebal_eurostat_table_code,econ_tradebal_data_extract_date
2025-03,RO,EFTA,IMPORT,39,ELECTRONICS,14687554.89,24208.07,133.992,133.99,1,0,ROAD,CFR,7100,0,6143238607.05,1922822336.84,bop_q_g,2025-08-03
2026-08,BG,EA20,EXPORT,56,METALS,14794326.07,24289.69,133.921,135.637,1,0,AIR,FOB,A123,0,-1786651446.58,-4086284714.45,ext_lt_extratrd,2024-09-16
2018-01,FR,EU27_2020,IMPORT,73,TEXTILES,14900246.76,24430.99,134.967,135.291,1,1,SEA,DDP,4000,0,-3721934878.78,387438959.05,bop_q_f,2024-11-02
2019-06,LT,APAC,EXPORT,90,PHARMA,14961232.29,24560.52,135.972,136.378,0,1,POST,DPU,4200,0,9747865.82,-5129629598.01,ext_lt_intratrd,2024-06-13
2020-11,SK,LATAM,IMPORT,08,VEHICLES,15042089.75,24710.87,135.475,136.358,0,1,PIPE,DAP,5100,0,-912183341.61,-6560912103.82,bop_q_c,2024-10-11
2021-04,HR,AFR,EXPORT,25,MACHINERY,15196188.2,24884.61,136.286,136.759,0,1,RAIL,CIP,6100,0,-2388903232.48,4158363617.48,bop_q_g,2024-06-19
2022-09,DE,MEA,IMPORT,42,CHEMICALS,15272836.48,25005.64,137.162,136.63,0,1,ROAD,CPT,7100,0,-232787773.03,2594251808.3,ext_lt_extratrd,2025-07-26
2023-02,LU,TUR,EXPORT,59,ENERGY,15396784.85,25065.53,137.671,137.66,0,1,AIR,FCA,A123,0,7168981500.62,-4675308203.67,bop_q_f,2025-05-13
2024-07,SI,RUS,IMPORT,76,AGRI_FOOD,15423647.58,25238.8,136.888,138.409,0,1,SEA,EXW,4000,0,3295960226.57,-1959414398.95,ext_lt_intratrd,2025-04-02
2025-12,CY,CHN,EXPORT,93,SERVICES_EST,15499212.21,25409.99,138.379,138.99,0,1,POST,CIF,4200,0,6464271375.88,-4382792154.06,bop_q_c,2024-06-03
2026-05,GR,USA,IMPORT,11,ELECTRONICS,15673619.97,25478.76,137.842,139.485,0,1,PIPE,CFR,5100,0,-3614640405.43,636456178.86,bop_q_g,2024-01-17
2018-10,MT,UK,EXPORT,28,METALS,15688650.41,25670.82,139.534,138.979,0,1,RAIL,FOB,6100,0,86950407.54,-5874203022.13,ext_lt_extratrd,2025-06-27
2019-03,ES,EFTA,IMPORT,45,TEXTILES,15821621.35,25829.64,139.701,139.91,1,0,ROAD,DDP,7100,0,-1356856729.29,273663471.84,bop_q_f,2025-10-25
2020-08,CZ,EA20,EXPORT,62,PHARMA,15969190.27,25922.72,139.883,140.273,1,0,AIR,DPU,A123,0,6284858211.57,-4504919671.13,ext_lt_intratrd,2025-04-18
2021-01,HU,EU27_2020,IMPORT,79,VEHICLES,16007936.95,26066.88,139.894,140.181,1,0,SEA,DAP,4000,0,-374453774.89,-4857329458.66,bop_q_c,2025-03-09
2022-06,NL,APAC,EXPORT,96,MACHINERY,16106393.02,26186.21,141.426,140.817,0,1,POST,CIP,4200,0,3548499187.17,5859557274.35,bop_q_g,2024-04-27
2023-11,SE,LATAM,IMPORT,14,CHEMICALS,16212723.12,26283.91,140.401,141.06,0,1,PIPE,CPT,5100,0,-4451005357.75,6825171733.57,ext_lt_extratrd,2024-10-30
2024-04,DK,AFR,EXPORT,31,ENERGY,16256654.76,26471.37,141.184,142.005,0,1,RAIL,FCA,6100,0,3794007714.44,1334332807.21,bop_q_f,2025-07-01
2025-09,IE,MEA,IMPORT,48,AGRI_FOOD,16423495.65,26552.56,141.621,141.968,0,1,ROAD,EXW,7100,0,-1734991331.57,-2905439279.21,ext_lt_intratrd,2024-11-23
2026-02,PL,TUR,EXPORT,65,SERVICES_EST,16530648.47,26742.29,142.567,143.362,0,1,AIR,CIF,A123,0,8060164846.39,367203296.77,bop_q_c,2025-05-17
2018-07,AT,RUS,IMPORT,82,ELECTRONICS,16608572.57,26918.42,142.153,143.382,0,1,SEA,CFR,4000,1,-1059114394.01,-1527891976.22,bop_q_g,2025-06-17
2019-12,EE,CHN,EXPORT,99,METALS,16663201.25,26977.78,143.789,143.86,0,1,POST,FOB,4200,0,-1058727692.17,5999346194.21,ext_lt_extratrd,2025-10-12
2020-05,IT,USA,IMPORT,17,TEXTILES,16794195.14,27116.83,143.03,143.861,0,1,PIPE,DDP,5100,0,115579759.48,-4981923242.23,bop_q_f,2024-09-06
2021-10,PT,UK,EXPORT,34,PHARMA,16896996.8,27275.45,143.587,144.097,0,1,RAIL,DPU,6100,0,4403185347.99,36292605.94,ext_lt_intratrd,2024-03-13
2022-03,BE,EFTA,IMPORT,51,VEHICLES,16942472.55,27405.39,144.226,144.334,1,0,ROAD,DAP,7100,0,2915336723.0,2948066554.32,bop_q_c,2025-12-10
2023-08,FI,EA20,EXPORT,68,MACHINERY,17026907.62,27533.12,145.518,144.591,1,0,AIR,CIP,A123,0,-1738807011.67,-6686142496.38,bop_q_g,2025-08-08
2024-01,LV,EU27_2020,IMPORT,85,CHEMICALS,17137823.95,27675.88,146.138,145.56,1,0,SEA,CPT,4000,0,4897003479.31,4095933554.46,ext_lt_extratrd,2025-07-11
2025-06,RO,APAC,EXPORT,03,ENERGY,17292140.35,27860.52,145.42,146.693,0,1,POST,FCA,4200,0,-772424798.71,-748005144.17,bop_q_f,2024-01-09
2026-11,BG,LATAM,IMPORT,20,AGRI_FOOD,17342136.1,27964.52,145.95,147.024,0,1,PIPE,EXW,5100,0,3322304433.77,1714450499.76,ext_lt_intratrd,2025-05-28
2018-04,FR,AFR,EXPORT,37,SERVICES_EST,17418908.64,28087.2,146.99,147.491,0,1,RAIL,CIF,6100,0,-2079386350.18,3136455803.35,bop_q_c,2024-08-27
2019-09,LT,MEA,IMPORT,54,ELECTRONICS,17562935.68,28195.25,146.996,147.381,0,1,ROAD,CFR,7100,0,-2214470573.43,4228058066.78,bop_q_g,2024-03-17
2020-02,SK,TUR,EXPORT,71,METALS,17632554.64,28338.13,147.656,147.356,0,1,AIR,FOB,A123,0,-2120306664.42,2455361223.43,ext_lt_extratrd,2025-12-19
2021-07,HR,RUS,IMPORT,88,TEXTILES,17740794.53,28480.64,147.586,147.945,0,1,SEA,DDP,4000,0,1351532459.46,-3783676711.8,bop_q_f,2025-01-14
2022-12,DE,CHN,EXPORT,06,PHARMA,17794349.27,28606.54,148.978,148.727,0,1,POST,DPU,4200,0,1600882778.44,5034899475.32,ext_lt_intratrd,2025-11-27
2023-05,LU,USA,IMPORT,23,VEHICLES,17960851.6,28730.16,148.98,149.049,0,1,PIPE,DAP,5100,0,5474420622.11,-4597857266.91,bop_q_c,2025-03-30
2024-10,SI,UK,EXPORT,40,MACHINERY,17978392.67,28871.9,149.496,149.387,0,1,RAIL,CIP,6100,0,6827863078.18,1862688051.36,bop_q_g,2024-10-19
2025-03,CY,EFTA,IMPORT,57,CHEMICALS,18067865.01,29045.6,149.892,149.273,1,0,ROAD,CPT,7100,0,-2822829339.81,-3414930229.56,ext_lt_extratrd,2025-01-05
2026-08,GR,EA20,EXPORT,74,ENERGY,18239287.4,29194.32,150.345,149.835,0,1,AIR,FCA,A123,0,5852590201.06,712875619.28,bop_q_f,2025-05-01
2018-01,MT,EU27_2020,IMPORT,91,AGRI_FOOD,18260021.57,29309.05,150.434,150.621,0,1,SEA,EXW,4000,0,-562787491.61,2068459613.93,ext_lt_intratrd,2024-06-05
2019-06,ES,APAC,EXPORT,09,SERVICES_EST,18429831.29,29455.19,152.022,151.804,0,1,POST,CIF,4200,0,6395272836.38,-3656230499.39,bop_q_c,2025-06-03
2020-11,CZ,LATAM,IMPORT,26,ELECTRONICS,18531086.1,29578.02,152.442,151.663,0,1,PIPE,CFR,5100,0,6539939908.33,-637483178.29,bop_q_g,2025-09-30
2021-04,HU,AFR,EXPORT,43,METALS,18538750.03,29712.14,152.996,152.395,0,1,RAIL,FOB,6100,0,7267561555.34,145412988.7,ext_lt_extratrd,2024-10-14
2022-09,NL,MEA,IMPORT,60,TEXTILES,18682258.29,29802.92,152.018,151.542,0,1,ROAD,DDP,7100,0,7963836233.21,-1235450770.58,bop_q_f,2025-12-19
2023-02,SE,TUR,EXPORT,77,PHARMA,18757295.58,29968.81,152.692,152.821,0,1,AIR,DPU,A123,0,2814510155.44,-3260450549.2,ext_lt_intratrd,2024-07-01
2024-07,DK,RUS,IMPORT,94,VEHICLES,18916394.82,30073.96,153.152,153.59,0,1,SEA,DAP,4000,1,1508188738.05,-760202563.05,bop_q_c,2025-06-13
2025-12,IE,CHN,EXPORT,12,MACHINERY,18988150.79,30254.93,153.686,154.047,0,1,POST,CIP,4200,0,3189453759.44,3435559920.45,bop_q_g,2025-02-23
2026-05,PL,USA,IMPORT,29,CHEMICALS,19012879.29,30429.02,155.192,153.495,0,1,PIPE,CPT,5100,0,8234596873.75,-1629924424.49,ext_lt_extratrd,2024-12-09
2018-10,AT,UK,EXPORT,46,ENERGY,19158668.07,30512.23,154.944,154.42,0,1,RAIL,FCA,6100,0,-736679015.41,-2146461999.94,bop_q_f,2024-10-21
2019-03,EE,EFTA,IMPORT,63,AGRI_FOOD,19214499.03,30625.1,154.71,154.49,0,1,ROAD,EXW,7100,0,-3039479983.17,-2362779838.53,ext_lt_intratrd,2024-06-17
2020-08,IT,EA20,EXPORT,80,SERVICES_EST,19351700.22,30771.82,156.656,154.639,0,1,AIR,CIF,A123,0,7180089523.84,6148295524.9,bop_q_c,2024-07-12
2021-01,PT,EU27_2020,IMPORT,97,ELECTRONICS,19454233.63,30882.49,156.584,156.053,1,0,SEA,CFR,4000,0,-1013923071.53,-1050972092.24,bop_q_g,2025-05-25
2022-06,BE,APAC,EXPORT,15,METALS,19507142.05,31023.07,156.513,155.372,0,1,POST,FOB,4200,0,6434590157.83,1645799446.47,ext_lt_extratrd,2025-09-03
2023-11,FI,LATAM,IMPORT,32,TEXTILES,19640471.37,31196.56,157.039,156.694,0,1,PIPE,DDP,5100,0,233547087.18,-2505988606.16,bop_q_f,2025-01-07
2024-04,LV,AFR,EXPORT,49,PHARMA,19731064.5,31353.57,157.619,157.478,0,1,RAIL,DPU,6100,0,2783716234.53,-3261405253.7,ext_lt_intratrd,2025-08-02
2025-09,RO,MEA,IMPORT,66,VEHICLES,19855965.46,31436.37,158.013,157.938,0,1,ROAD,DAP,7100,0,683611186.68,1952734621.67,bop_q_c,2024-10-29
2026-02,BG,TUR,EXPORT,83,MACHINERY,19920126.49,31609.74,158.968,158.043,0,1,AIR,CIP,A123,0,1860513416.5,-5115141831.98,bop_q_g,2025-06-01
2018-07,FR,RUS,IMPORT,01,CHEMICALS,20019876.78,31695.51,159.361,158.609,0,1,SEA,CPT,4000,1,-2355886784.48,5845900631.34,ext_lt_extratrd,2024-04-28
2019-12,LT,CHN,EXPORT,18,ENERGY,20122794.73,31849.55,158.946,159.373,0,1,POST,FCA,4200,0,6389396161.65,-1414268215.23,bop_q_f,2024-07-27
2020-05,SK,USA,IMPORT,35,AGRI_FOOD,20238090.06,32009.39,160.64,158.516,0,1,PIPE,EXW,5100,0,2924998680.21,-958687656.16,ext_lt_intratrd,2024-06-16
2021-10,HR,UK,EXPORT,52,SERVICES_EST,20294349.43,32103.09,160.392,159.404,0,1,RAIL,CIF,6100,0,5303053966.15,5353326361.51,bop_q_c,2024-05-27
2022-03,DE,EFTA,IMPORT,69,ELECTRONICS,20418493.85,32276.08,161.208,159.515,1,0,ROAD,CFR,7100,0,-3365385151.31,4964967079.46,bop_q_g,2025-11-17
2023-08,LU,EA20,EXPORT,86,METALS,20443124.17,32423.0,161.771,159.716,1,0,AIR,FOB,A123,0,8676766524.32,7027942184.92,ext_lt_extratrd,2026-02-06
2024-01,SI,EU27_2020,IMPORT,04,TEXTILES,20612147.14,32502.86,161.216,160.219,0,1,SEA,DDP,4000,0,5784855034.6,4203157194.38,bop_q_f,2024-01-12
2025-06,CY,APAC,EXPORT,21,PHARMA,20683958.09,32675.79,161.584,160.43,0,1,POST,DPU,4200,0,234760865.09,907989146.41,ext_lt_intratrd,2024-05-03
2026-11,GR,LATAM,IMPORT,38,VEHICLES,20790710.16,32763.99,161.916,161.299,0,1,PIPE,DAP,5100,0,8455374815.89,-5174615591.28,bop_q_c,2026-02-20
2018-04,MT,AFR,EXPORT,55,MACHINERY,20872166.71,32902.83,163.317,162.605,0,1,RAIL,CIP,6100,0,7951448718.39,5500738290.82,bop_q_g,2024-10-16
2019-09,ES,MEA,IMPORT,72,CHEMICALS,20974037.21,33055.89,163.179,162.153,0,1,ROAD,CPT,7100,0,1322747437.95,603118212.06,ext_lt_extratrd,2025-12-07
2020-02,CZ,TUR,EXPORT,89,ENERGY,21032905.7,33220.13,164.504,162.708,0,1,AIR,FCA,A123,0,8078280047.43,-3159640482.77,bop_q_f,2025-12-21
2021-07,HU,RUS,IMPORT,07,AGRI_FOOD,21138996.14,33322.32,163.819,163.149,0,1,SEA,EXW,4000,1,-1877577849.14,-3134500282.58,ext_lt_intratrd,2024-12-12
2022-12,NL,CHN,EXPORT,24,SERVICES_EST,21277378.84,33531.76,165.041,163.08,0,1,POST,CIF,4200,0,2989169971.3,-3324722957.05,bop_q_c,2024-07-10
2023-05,SE,USA,IMPORT,41,ELECTRONICS,21379104.81,33622.42,165.759,163.93,0,1,PIPE,CFR,5100,0,427466283.44,7102007984.3,bop_q_g,2024-06-21
2024-10,DK,UK,EXPORT,58,METALS,21444963.92,33803.72,165.141,164.088,0,1,RAIL,FOB,6100,0,-462281781.76,-1162222925.15,ext_lt_extratrd,2024-07-02
2025-03,IE,EFTA,IMPORT,75,TEXTILES,21494417.72,33871.98,166.559,165.614,1,0,ROAD,DDP,7100,0,-2668691071.63,-5284732625.29,bop_q_f,2025-08-06
2026-08,PL,EA20,EXPORT,92,PHARMA,21612548.89,33982.56,167.272,165.671,1,0,AIR,DPU,A123,0,7890651659.07,-2464424852.79,ext_lt_intratrd,2024-12-19
2018-01,AT,EU27_2020,IMPORT,10,VEHICLES,21731868.54,34180.6,166.421,165.804,0,1,SEA,DAP,4000,0,7755902581.33,-2914757384.65,bop_q_c,2024-06-24
2019-06,EE,APAC,EXPORT,27,MACHINERY,21863876.78,34328.46,168.341,166.181,0,1,POST,CIP,4200,0,2209135651.39,1008147559.35,bop_q_g,2025-03-05
2020-11,IT,LATAM,IMPORT,44,CHEMICALS,21923647.19,34421.28,167.924,167.154,0,1,PIPE,CPT,5100,0,2300002786.55,-257010716.56,ext_lt_extratrd,2025-04-19
2021-04,PT,AFR,EXPORT,61,ENERGY,22026468.91,34581.67,168.322,166.906,0,1,RAIL,FCA,6100,0,2156713313.49,-3949542954.24,bop_q_f,2024-12-16
2022-09,BE,MEA,IMPORT,78,AGRI_FOOD,22133739.22,34689.61,169.245,167.173,0,1,ROAD,EXW,7100,0,8187027563.09,5959902137.3,ext_lt_intratrd,2025-01-12
2023-02,FI,TUR,EXPORT,95,SERVICES_EST,22162917.89,34791.22,168.878,167.715,0,1,AIR,CIF,A123,0,-3222298298.52,-4491577757.32,bop_q_c,2024-08-08
2024-07,LV,RUS,IMPORT,13,ELECTRONICS,22337995.28,34971.6,170.146,167.516,0,1,SEA,CFR,4000,1,2094504159.71,2226777584.99,bop_q_g,2024-06-12
2025-12,RO,CHN,EXPORT,30,METALS,22342986.96,35112.49,170.205,168.083,0,1,POST,FOB,4200,0,4126875936.67,-884281663.68,ext_lt_extratrd,2024-06-12
2026-05,BG,USA,IMPORT,47,TEXTILES,22525827.66,35261.15,170.318,169.026,0,1,PIPE,DDP,5100,0,3642419211.36,1322420057.85,bop_q_f,2026-01-18
2018-10,FR,UK,EXPORT,64,PHARMA,22556385.45,35378.29,170.758,169.77,0,1,RAIL,DPU,6100,0,6206203657.39,-2675003694.78,ext_lt_intratrd,2025-01-01
2019-03,LT,EFTA,IMPORT,81,VEHICLES,22658953.77,35460.62,171.134,169.8,0,1,ROAD,DAP,7100,0,4801132579.17,4222077885.87,bop_q_c,2025-01-22
2020-08,SK,EA20,EXPORT,98,MACHINERY,22732378.04,35670.99,171.58,171.104,1,1,AIR,CIP,A123,0,8430374929.42,2382557327.87,bop_q_g,2025-05-08
2021-01,HR,EU27_2020,IMPORT,16,CHEMICALS,22899098.85,35783.09,172.622,170.23,1,0,SEA,CPT,4000,0,4863379037.67,6644682973.44,ext_lt_extratrd,2024-02-01
2022-06,DE,APAC,EXPORT,33,ENERGY,22974781.97,35919.37,173.283,171.047,0,1,POST,FCA,4200,0,7325926601.38,-307830030.21,bop_q_f,2026-01-22
2023-11,LU,LATAM,IMPORT,50,AGRI_FOOD,23025730.55,36008.54,174.263,171.039,0,1,PIPE,EXW,5100,0,-1853656904.82,2101048354.54,ext_lt_intratrd,2026-02-01
2024-04,SI,AFR,EXPORT,67,SERVICES_EST,23122613.22,36174.9,173.673,172.735,0,1,RAIL,CIF,6100,0,1525303864.59,2569323495.02,bop_q_c,2025-11-04
2025-09,CY,MEA,IMPORT,84,ELECTRONICS,23252991.71,36333.44,174.821,172.531,0,1,ROAD,CFR,7100,0,-2625391263.79,-2490282622.04,bop_q_g,2024-01-18
2026-02,GR,TUR,EXPORT,02,METALS,23364919.93,36452.31,175.564,173.486,0,1,AIR,FOB,A123,0,6587032.34,7604422981.4,ext_lt_extratrd,2024-07-29
2018-07,MT,RUS,IMPORT,19,TEXTILES,23423178.38,36637.21,174.748,173.926,0,1,SEA,DDP,4000,0,-2302967645.54,4261754096.86,bop_q_f,2026-01-16
2019-12,ES,CHN,EXPORT,36,PHARMA,23570793.62,36700.55,176.463,174.349,0,1,POST,DPU,4200,0,-1624221191.99,-1224703836.56,ext_lt_intratrd,2024-01-16
2020-05,CZ,USA,IMPORT,53,VEHICLES,23640822.4,36892.24,176.148,174.011,0,1,PIPE,DAP,5100,0,2156602439.04,-1307612918.72,bop_q_c,2025-12-11
2021-10,HU,UK,EXPORT,70,MACHINERY,23720046.58,36945.58,176.277,174.432,0,1,RAIL,CIP,6100,0,2485439985.57,4306674079.35,bop_q_g,2024-01-05
2022-03,NL,EFTA,IMPORT,87,CHEMICALS,23849003.92,37104.84,177.286,175.633,1,1,ROAD,CPT,7100,0,3946244313.61,-856823093.6,ext_lt_extratrd,2024-09-16
2023-08,SE,EA20,EXPORT,05,ENERGY,23904990.39,37259.7,178.289,175.022,1,0,AIR,FCA,A123,0,4151186494.73,-580353539.51,bop_q_f,2025-11-30
2024-01,DK,EU27_2020,IMPORT,22,AGRI_FOOD,24045740.09,37389.32,178.792,75.763,0,1,SEA,EXW,4000,0,3433689751.62,7747903143.21,ext_lt_intratrd,2025-10-22
2025-06,IE,APAC,EXPORT,39,SERVICES_EST,24084658.03,37574.12,178.07,76.185,0,1,POST,CIF,4200,0,5839233899.93,5866896756.1,bop_q_c,2025-05-30
2026-11,PL,LATAM,IMPORT,56,ELECTRONICS,24163901.96,37710.88,179.665,75.473,0,1,PIPE,CFR,5100,0,-4354225829.78,1765661948.21,bop_q_g,2025-08-19
2018-04,AT,AFR,EXPORT,73,METALS,24249659.87,37762.2,179.945,76.009,0,1,RAIL,FOB,6100,0,-2904268830.2,-2557074923.99,ext_lt_extratrd,2025-03-15
2019-09,EE,MEA,IMPORT,90,TEXTILES,24353255.45,37924.28,180.563,77.351,0,1,ROAD,DDP,7100,0,4397944284.46,5299968323.35,bop_q_f,2025-06-08
2020-02,IT,TUR,EXPORT,08,PHARMA,24481025.53,38061.09,180.058,76.64,0,1,AIR,DPU,A123,0,7778258540.81,3297282458.73,ext_lt_intratrd,2025-04-15
2021-07,PT,RUS,IMPORT,25,VEHICLES,24545121.19,38181.56,180.07,77.415,0,1,SEA,DAP,4000,1,-1936655391.21,7758728770.37,bop_q_c,2024-03-25
2022-12,BE,CHN,EXPORT,42,MACHINERY,24698785.54,38363.5,180.624,77.67,0,1,POST,CIP,4200,0,-2010266296.14,4308879475.5,bop_q_g,2025-05-24
2023-05,FI,USA,IMPORT,59,CHEMICALS,24804827.3,38479.43,181.644,77.58,0,1,PIPE,CPT,5100,0,4069239771.25,7486754421.49,ext_lt_extratrd,2025-05-18
2024-10,LV,UK,EXPORT,76,ENERGY,24844264.49,38621.41,181.972,79.049,0,1,RAIL,FCA,6100,0,-2493772335.64,-4599802193.62,bop_q_f,2025-07-26
2025-03,RO,EFTA,IMPORT,93,AGRI_FOOD,24939004.03,38762.23,182.777,79.708,0,1,ROAD,EXW,7100,0,-4432526872.09,4405593649.58,ext_lt_intratrd,2024-11-22
2026-08,BG,EA20,EXPORT,11,SERVICES_EST,25032306.8,38869.3,183.166,79.65,1,0,AIR,CIF,A123,0,-3346751342.18,1006907922.19,bop_q_c,2024-09-11
2018-01,FR,EU27_2020,IMPORT,28,ELECTRONICS,25131201.06,38974.18,183.847,79.717,1,0,SEA,CFR,4000,0,7427235851.51,6842530148.71,bop_q_g,2025-12-03
2019-06,LT,APAC,EXPORT,45,METALS,25228481.04,39160.47,183.116,80.643,0,1,POST,FOB,4200,0,6667994287.53,-3765203632.05,ext_lt_extratrd,2025-08-03
2020-11,SK,LATAM,IMPORT,62,TEXTILES,25288712.18,39315.02,184.654,80.369,0,1,PIPE,DDP,5100,0,5288386220.52,1629315530.8,bop_q_f,2025-01-04
2021-04,HR,AFR,EXPORT,79,PHARMA,25382120.63,39442.03,184.895,81.813,0,1,RAIL,DPU,6100,0,-1665137934.98,3569490843.31,ext_lt_intratrd,2026-02-19
2022-09,DE,MEA,IMPORT,96,VEHICLES,25527040.47,39511.53,184.657,80.987,0,1,ROAD,DAP,7100,0,7980791478.2,-3687660151.41,bop_q_c,2024-02-01
2023-02,LU,TUR,EXPORT,14,MACHINERY,25582151.41,39697.83,185.093,82.816,0,1,AIR,CIP,A123,0,-2816702960.54,-2141760741.19,bop_q_g,2024-09-02
2024-07,SI,RUS,IMPORT,31,CHEMICALS,25758626.19,39788.49,186.209,83.238,0,1,SEA,CPT,4000,1,4615664295.92,4015942337.99,ext_lt_extratrd,2024-03-02
2025-12,CY,CHN,EXPORT,48,ENERGY,25835883.5,39973.57,186.97,83.293,0,1,POST,FCA,4200,0,-1792025370.24,-3916710841.71,bop_q_f,2026-02-17
2026-05,GR,USA,IMPORT,65,AGRI_FOOD,25910084.1,40143.1,70.69,82.742,0,1,PIPE,EXW,5100,0,4631413724.68,7422408976.61,ext_lt_intratrd,2026-01-13
2018-10,MT,UK,EXPORT,82,SERVICES_EST,25988453.11,40272.67,70.759,84.304,0,1,RAIL,CIF,6100,0,6162255296.06,5768763208.52,bop_q_c,2024-03-18
2019-03,ES,EFTA,IMPORT,99,ELECTRONICS,26135900.03,40333.07,70.881,83.928,1,0,ROAD,CFR,7100,0,-4104616184.83,-1575046193.96,bop_q_g,2024-11-22
2020-08,CZ,EA20,EXPORT,17,METALS,26178156.33,40486.3,71.04,84.598,1,0,AIR,FOB,A123,0,6321488293.36,6390663882.32,ext_lt_extratrd,2024-09-16
2021-01,HU,EU27_2020,IMPORT,34,TEXTILES,26243882.28,40653.73,71.112,85.803,1,0,SEA,DDP,4000,0,3766791297.9,-1413889342.14,bop_q_f,2025-11-02
2022-06,NL,APAC,EXPORT,51,PHARMA,26392211.97,40764.1,71.57,85.411,0,1,POST,DPU,4200,0,7630416331.25,-1232630074.1,ext_lt_intratrd,2024-12-02
2023-11,SE,LATAM,IMPORT,68,VEHICLES,26450019.38,40934.71,72.038,86.674,0,1,PIPE,DAP,5100,0,-1873153362.36,3465222181.42,bop_q_c,2026-01-21
2024-04,DK,AFR,EXPORT,85,MACHINERY,26598719.68,41015.45,73.775,86.734,0,1,RAIL,CIP,6100,0,5926377097.19,1456466520.65,bop_q_g,2024-07-14
2025-09,IE,MEA,IMPORT,03,CHEMICALS,26705679.92,41155.38,73.051,87.021,0,1,ROAD,CPT,7100,0,3811113197.14,-4796236106.32,ext_lt_extratrd,2025-11-18
2026-02,PL,TUR,EXPORT,20,ENERGY,26733451.59,41302.1,73.826,87.05,0,1,AIR,FCA,A123,0,-2773195933.1,2002401095.07,bop_q_f,2025-07-26
2018-07,AT,RUS,IMPORT,37,AGRI_FOOD,26876335.46,41424.76,74.418,88.239,0,1,SEA,EXW,4000,1,-97672365.96,-1990923463.18,ext_lt_intratrd,2025-03-24
2019-12,EE,CHN,EXPORT,54,SERVICES_EST,26960152.94,41602.36,74.338,87.738,0,1,POST,CIF,4200,0,4944808953.77,3558905313.77,bop_q_c,2026-01-12
2020-05,IT,USA,IMPORT,71,ELECTRONICS,27026774.69,41749.65,74.906,88.253,0,1,PIPE,CFR,5100,0,630368764.84,-1532771573.59,bop_q_g,2025-03-30
2021-10,PT,UK,EXPORT,88,METALS,27174218.61,41901.11,75.892,88.852,0,1,RAIL,FOB,6100,0,5525107765.95,2363758978.85,ext_lt_extratrd,2024-10-02
2022-03,BE,EFTA,IMPORT,06,TEXTILES,27263110.42,42018.68,76.198,88.935,0,1,ROAD,DDP,7100,0,-3019509561.05,23135556.31,bop_q_f,2024-01-20
2023-08,FI,EA20,EXPORT,23,PHARMA,27373225.94,42161.66,76.274,90.265,0,1,AIR,DPU,A123,0,-837385331.5,-547351045.33,ext_lt_intratrd,2025-06-11
2024-01,LV,EU27_2020,IMPORT,40,VEHICLES,27396687.06,42228.66,77.189,89.702,0,1,SEA,DAP,4000,0,31422830.68,-4853587007.69,bop_q_c,2026-01-28
2025-06,RO,APAC,EXPORT,57,MACHINERY,27474758.2,42413.08,76.88,89.795,0,1,POST,CIP,4200,0,-3914203981.43,-1517018302.09,bop_q_g,2026-01-19
2026-11,BG,LATAM,IMPORT,74,CHEMICALS,27624041.49,42579.65,77.583,90.331,0,1,PIPE,CPT,5100,0,-2576936016.91,4743245072.02,ext_lt_extratrd,2025-02-10
2018-04,FR,AFR,EXPORT,91,ENERGY,27714853.2,42690.95,79.224,91.934,0,1,RAIL,FCA,6100,0,45790783.45,6278863361.43,bop_q_f,2025-06-29
2019-09,LT,MEA,IMPORT,09,AGRI_FOOD,27796432.25,42761.71,79.46,92.003,0,1,ROAD,EXW,7100,0,-4015395226.05,-3406123465.77,ext_lt_intratrd,2025-12-31
2020-02,SK,TUR,EXPORT,26,SERVICES_EST,27902612.63,42954.06,80.136,92.378,0,1,AIR,CIF,A123,0,2200539765.95,-6971650545.75,bop_q_c,2024-09-07
2021-07,HR,RUS,IMPORT,43,ELECTRONICS,27951691.15,43090.44,79.71,92.256,0,1,SEA,CFR,4000,0,-4019921267.23,-3306879605.77,bop_q_g,2025-06-01
2022-12,DE,CHN,EXPORT,60,METALS,28060054.04,43177.55,81.046,92.398,0,1,POST,FOB,4200,0,4150635946.15,-3331482006.95,ext_lt_extratrd,2026-02-10
2023-05,LU,USA,IMPORT,77,TEXTILES,28174746.13,43359.23,81.506,92.909,0,1,PIPE,DDP,5100,0,5397646887.09,3646894383.44,bop_q_f,2024-11-28
2024-10,SI,UK,EXPORT,94,PHARMA,28281328.83,43469.99,81.287,94.512,0,1,RAIL,DPU,6100,0,572240266.5,-6877402893.4,ext_lt_intratrd,2024-11-09
2025-03,CY,EFTA,IMPORT,12,VEHICLES,28356157.58,43630.9,81.938,94.796,1,0,ROAD,DAP,7100,0,2789093488.58,-308352502.37,bop_q_c,2025-08-22
