tax_customs_reference_month,tax_customs_country_iso2,tax_customs_customs_office_code,tax_customs_partner_country_iso2,tax_customs_hs2_code,tax_customs_tariff_rate_pct,tax_customs_customs_value_eur,tax_customs_duty_collected_eur,tax_customs_antidumping_duty_flag,tax_customs_sanctions_goods_flag,tax_customs_risk_channel_code,tax_customs_phytosanitary_control_flag,tax_customs_security_safety_declaration_flag,tax_customs_clearance_time_hours_median,tax_customs_post_clearance_audit_flag,tax_customs_infringement_case_count,tax_customs_aep_authorised_economic_operator_flag,tax_customs_import_one_stop_shop_ioss_flag,tax_customs_data_source,tax_customs_data_extract_date
2022-07,AT,ATCUST043,US,01,11.525,9108412.97,875794.58,0,0,GREEN,0,1,39.72,1,20,0,0,TARIC_ANALYTICS,2024-04-01
2022-08,HR,HRCUST044,CA,12,4.996,9155526.24,390112.89,1,0,YELLOW,0,1,43.66,0,18,0,1,FRAUD_RISK_SYSTEM,2025-02-26
2022-09,DK,DKCUST045,AU,23,4.179,9241294.34,216279.63,0,0,RED,0,1,77.53,0,32,0,0,NATIONAL_CUSTOMS_ADMIN,2026-02-09
2022-10,FR,FRCUST046,DK,34,0.378,9252370.28,38441.0,1,0,GREEN,0,1,41.52,0,27,0,0,ICS2_AGGREGATE,2025-05-08
2022-11,HU,HUCUST047,IE,45,12.624,9346369.64,1246484.41,0,0,YELLOW,0,0,2.64,0,13,0,1,TARIC_ANALYTICS,2024-02-19
2022-12,LV,LVCUST048,PL,56,2.552,9366914.36,225359.55,0,0,RED,0,1,119.78,0,7,1,0,FRAUD_RISK_SYSTEM,2025-11-21
2023-01,MT,MTCUST049,US,67,5.028,9457036.6,439603.93,1,0,GREEN,0,1,40.27,1,38,1,0,NATIONAL_CUSTOMS_ADMIN,2024-03-27
2023-02,PT,PTCUST050,CA,78,14.484,9500805.71,950840.02,0,0,YELLOW,0,0,20.25,1,14,0,1,ICS2_AGGREGATE,2025-01-01
2023-03,SI,SICUST051,AU,89,12.745,9550879.7,1226492.37,0,1,RED,0,1,117.53,0,6,0,0,TARIC_ANALYTICS,2025-02-23
2023-04,AT,ATCUST052,DK,01,9.989,9623591.67,957714.33,0,0,GREEN,1,1,66.92,1,37,0,1,FRAUD_RISK_SYSTEM,2024-10-08
2023-05,HR,HRCUST053,IE,12,7.652,9646192.14,466540.78,0,0,YELLOW,0,0,7.05,0,36,1,0,NATIONAL_CUSTOMS_ADMIN,2024-05-11
2023-06,DK,DKCUST054,PL,23,15.63,9695222.61,1139132.44,1,0,RED,0,1,121.53,1,19,0,0,ICS2_AGGREGATE,2025-04-19
2023-07,FR,FRCUST055,US,34,10.735,9756807.17,737654.2,0,0,GREEN,0,1,26.24,0,1,0,0,TARIC_ANALYTICS,2026-02-22
2023-08,HU,HUCUST056,CA,45,8.847,9825673.67,706004.01,1,0,YELLOW,0,1,31.66,0,30,0,1,FRAUD_RISK_SYSTEM,2024-03-20
2023-09,LV,LVCUST057,AU,56,4.647,9879039.37,281661.9,0,0,RED,0,1,92.94,1,5,0,1,NATIONAL_CUSTOMS_ADMIN,2025-05-14
2023-10,MT,MTCUST058,DK,67,7.286,9937894.67,436961.25,0,0,GREEN,1,0,67.04,1,42,1,0,ICS2_AGGREGATE,2025-05-30
2023-11,PT,PTCUST059,IE,78,14.514,9988690.53,1337322.69,0,0,YELLOW,0,1,67.16,0,37,0,1,TARIC_ANALYTICS,2025-11-29
2023-12,SI,SICUST060,PL,89,2.663,10032891.82,228507.84,0,1,RED,0,0,40.04,0,1,1,0,FRAUD_RISK_SYSTEM,2025-07-31
2024-01,AT,ATCUST061,US,01,14.887,10113963.58,904385.08,0,0,GREEN,1,1,2.48,0,32,0,1,NATIONAL_CUSTOMS_ADMIN,2024-09-24
2024-02,HR,HRCUST062,CA,12,13.453,10160222.17,1396738.05,0,0,YELLOW,0,1,23.6,1,14,0,1,ICS2_AGGREGATE,2025-10-18
2024-03,DK,DKCUST063,AU,23,5.803,10220609.66,409682.21,0,0,RED,0,1,1.59,0,28,1,1,TARIC_ANALYTICS,2025-06-23
2024-04,FR,FRCUST064,DK,34,2.232,10267828.65,249246.1,0,0,GREEN,0,1,71.65,1,3,0,1,FRAUD_RISK_SYSTEM,2024-01-02
2024-05,HU,HUCUST065,IE,45,2.538,10311095.47,160974.52,0,0,YELLOW,0,1,55.72,0,44,0,0,NATIONAL_CUSTOMS_ADMIN,2024-06-11
2024-06,LV,LVCUST066,PL,56,9.286,10361960.97,651487.18,1,0,RED,0,1,28.84,0,25,0,1,ICS2_AGGREGATE,2024-11-08
2024-07,MT,MTCUST067,US,67,16.803,10418046.59,1386445.78,0,0,GREEN,0,0,57.57,0,40,0,1,TARIC_ANALYTICS,2024-08-19
2024-08,PT,PTCUST068,CA,78,1.92,10472929.69,120807.41,0,0,YELLOW,0,1,31.18,1,12,0,1,FRAUD_RISK_SYSTEM,2024-01-18
2024-09,SI,SICUST069,AU,89,9.593,10519778.72,987230.98,0,0,RED,0,1,33.63,0,40,0,0,NATIONAL_CUSTOMS_ADMIN,2024-05-28
2024-10,AT,ATCUST070,DK,01,2.729,10610794.69,286995.25,0,0,GREEN,0,1,41.66,0,23,0,0,ICS2_AGGREGATE,2025-10-12
2024-11,HR,HRCUST071,IE,12,2.794,10639762.04,323507.94,0,0,YELLOW,0,0,70.62,0,45,0,1,TARIC_ANALYTICS,2024-08-29
2024-12,DK,DKCUST072,PL,23,1.063,10718192.64,100892.02,0,0,RED,1,0,57.37,0,42,1,0,FRAUD_RISK_SYSTEM,2024-09-02
2025-01,FR,FRCUST073,US,34,8.832,10737614.1,650208.25,0,0,GREEN,0,0,6.38,1,20,0,0,NATIONAL_CUSTOMS_ADMIN,2024-08-09
2025-02,HU,HUCUST074,CA,45,10.564,10817517.98,945455.08,0,0,YELLOW,0,1,62.09,0,28,0,1,ICS2_AGGREGATE,2025-05-28
2025-03,LV,LVCUST075,AU,56,2.05,10875038.76,231784.54,1,0,RED,0,1,42.23,0,34,0,0,TARIC_ANALYTICS,2025-02-07
2025-04,MT,MTCUST076,DK,67,2.767,10930582.33,272954.6,0,0,GREEN,0,1,64.96,1,17,1,0,FRAUD_RISK_SYSTEM,2024-08-05
2025-05,PT,PTCUST077,IE,78,12.64,10992472.24,869732.22,0,0,YELLOW,0,0,45.19,0,38,0,0,NATIONAL_CUSTOMS_ADMIN,2025-07-08
2025-06,SI,SICUST078,PL,89,1.465,11031472.37,125448.18,1,0,RED,0,1,129.08,1,39,0,1,ICS2_AGGREGATE,2025-12-30
2025-07,AT,ATCUST079,US,01,5.224,11085457.47,405394.07,0,0,GREEN,1,1,7.7,0,11,0,0,TARIC_ANALYTICS,2025-01-27
2025-08,HR,HRCUST080,CA,12,6.713,11168168.08,375344.0,0,1,YELLOW,1,1,8.23,0,33,0,0,FRAUD_RISK_SYSTEM,2025-04-25
2025-09,DK,DKCUST081,AU,23,2.229,11190666.01,271378.26,0,0,RED,1,0,71.08,0,35,0,1,NATIONAL_CUSTOMS_ADMIN,2024-01-25
2025-10,FR,FRCUST082,DK,34,5.571,11251867.72,570508.3,0,0,GREEN,0,1,70.69,0,17,1,1,ICS2_AGGREGATE,2024-12-31
2025-11,HU,HUCUST083,IE,45,5.658,11329122.7,450798.02,1,0,YELLOW,0,1,28.44,0,30,0,0,TARIC_ANALYTICS,2025-03-18
2025-12,LV,LVCUST084,PL,56,9.611,11346636.65,812952.07,0,0,RED,0,1,65.13,0,45,1,1,FRAUD_RISK_SYSTEM,2024-08-26
2026-01,MT,MTCUST085,US,67,1.453,11433456.08,90800.0,0,0,GREEN,0,0,2.85,1,39,0,0,NATIONAL_CUSTOMS_ADMIN,2026-01-14
2026-02,PT,PTCUST086,CA,78,7.657,11451559.35,630731.95,1,0,YELLOW,0,1,45.9,1,44,0,1,ICS2_AGGREGATE,2025-11-01
2026-03,SI,SICUST087,AU,89,9.465,11527729.5,1177769.5,0,0,RED,1,1,27.38,0,21,0,1,TARIC_ANALYTICS,2025-07-29
2026-04,AT,ATCUST088,DK,01,9.669,11602840.09,981393.27,0,0,GREEN,1,0,51.47,1,9,1,0,FRAUD_RISK_SYSTEM,2026-01-10
2026-05,HR,HRCUST089,IE,12,1.015,11633325.85,91261.47,0,1,YELLOW,0,1,54.09,0,23,1,0,NATIONAL_CUSTOMS_ADMIN,2024-05-23
2026-06,DK,DKCUST090,PL,23,14.024,11676226.82,807397.1,0,0,RED,1,0,11.35,0,37,0,0,ICS2_AGGREGATE,2024-03-13
2026-07,FR,FRCUST091,US,34,10.228,11761234.74,738125.62,0,0,GREEN,0,1,37.97,0,24,1,0,TARIC_ANALYTICS,2026-02-22
2026-08,HU,HUCUST092,CA,45,13.685,11818119.33,1502954.83,1,0,YELLOW,0,1,36.1,0,18,1,0,FRAUD_RISK_SYSTEM,2024-07-19
2026-09,LV,LVCUST093,AU,56,14.665,11850447.12,1374818.15,0,0,RED,0,0,52.72,0,35,0,1,NATIONAL_CUSTOMS_ADMIN,2024-07-15
2026-10,MT,MTCUST094,DK,67,0.29,11894867.32,24603.65,0,0,GREEN,0,1,30.66,1,40,0,0,ICS2_AGGREGATE,2024-06-27
2026-11,PT,PTCUST095,IE,78,4.712,11992407.96,571646.94,0,0,YELLOW,0,1,32.93,1,16,0,0,TARIC_ANALYTICS,2025-08-31
2026-12,SI,SICUST096,PL,89,4.307,12039439.02,511308.87,0,0,RED,0,1,43.73,0,19,0,1,FRAUD_RISK_SYSTEM,2024-01-31
2018-01,AT,ATCUST097,US,01,9.877,12058658.01,929308.1,0,0,GREEN,1,1,7.99,1,2,0,0,NATIONAL_CUSTOMS_ADMIN,2024-08-06
2018-02,HR,HRCUST098,CA,12,5.881,12136232.04,592636.92,0,0,YELLOW,1,1,67.83,1,17,1,0,ICS2_AGGREGATE,2024-09-07
2018-03,DK,DKCUST099,AU,23,14.725,12197693.32,1775957.07,1,0,RED,0,0,56.57,0,45,0,0,TARIC_ANALYTICS,2024-04-28
2018-04,FR,FRCUST100,DK,34,5.164,12244807.6,395865.64,0,0,GREEN,0,1,15.23,0,28,0,0,FRAUD_RISK_SYSTEM,2025-11-08
2018-05,HU,HUCUST101,IE,45,12.829,12297507.23,1282579.32,0,0,YELLOW,0,1,22.4,0,41,1,1,NATIONAL_CUSTOMS_ADMIN,2025-03-07
2018-06,LV,LVCUST102,PL,56,11.867,12344465.91,842678.47,0,0,RED,0,1,26.05,1,26,1,0,ICS2_AGGREGATE,2024-01-22
2018-07,MT,MTCUST103,US,67,4.567,12416252.78,340859.96,0,0,GREEN,1,1,35.8,1,19,0,0,TARIC_ANALYTICS,2025-08-30
2018-08,PT,PTCUST104,CA,78,16.883,12463129.31,2070358.26,0,0,YELLOW,0,1,73.26,1,45,0,0,FRAUD_RISK_SYSTEM,2024-06-03
2018-09,SI,SICUST105,AU,89,14.265,12540621.64,1410278.2,0,0,RED,0,1,9.72,0,8,0,0,NATIONAL_CUSTOMS_ADMIN,2025-12-27
2018-10,AT,ATCUST106,DK,01,15.237,12572521.86,1384980.01,0,0,GREEN,0,1,25.51,0,24,0,0,ICS2_AGGREGATE,2024-08-14
2018-11,HR,HRCUST107,IE,12,7.393,12619124.8,798971.04,0,0,YELLOW,1,1,59.22,0,19,1,0,TARIC_ANALYTICS,2025-06-25
2018-12,DK,DKCUST108,PL,23,1.126,12707330.81,85746.48,0,0,RED,0,1,14.39,0,19,0,0,FRAUD_RISK_SYSTEM,2025-11-28
2019-01,FR,FRCUST109,US,34,8.508,12753126.79,733630.65,0,0,GREEN,0,0,32.26,0,2,0,1,NATIONAL_CUSTOMS_ADMIN,2024-03-24
2019-02,HU,HUCUST110,CA,45,0.853,12791758.41,117077.66,0,1,YELLOW,0,1,30.95,0,0,0,0,ICS2_AGGREGATE,2024-09-09
2019-03,LV,LVCUST111,AU,56,6.461,12871286.25,858357.61,0,0,RED,0,1,77.51,1,34,1,1,TARIC_ANALYTICS,2024-12-10
2019-04,MT,MTCUST112,DK,67,8.05,12919936.23,771428.21,0,0,GREEN,0,0,26.43,1,19,0,0,FRAUD_RISK_SYSTEM,2026-01-16
2019-05,PT,PTCUST113,IE,78,16.285,12961281.51,2303371.33,1,0,YELLOW,0,1,10.1,1,16,1,0,NATIONAL_CUSTOMS_ADMIN,2024-09-29
2019-06,SI,SICUST114,PL,89,5.231,13012667.96,500266.23,0,0,RED,0,1,30.6,0,28,0,0,ICS2_AGGREGATE,2025-02-22
2019-07,AT,ATCUST115,US,01,1.534,13077817.58,126499.06,0,0,GREEN,0,1,63.67,0,1,0,1,TARIC_ANALYTICS,2025-05-13
2019-08,HR,HRCUST116,CA,12,16.467,13102117.05,1688291.7,0,0,YELLOW,0,1,29.83,1,18,0,1,FRAUD_RISK_SYSTEM,2024-05-06
2019-09,DK,DKCUST117,AU,23,8.645,13181998.93,524287.84,0,0,RED,0,1,68.7,0,3,0,1,NATIONAL_CUSTOMS_ADMIN,2024-08-12
2019-10,FR,FRCUST118,DK,34,7.824,13222501.94,949111.44,0,0,GREEN,0,0,71.86,1,38,1,1,ICS2_AGGREGATE,2024-08-31
2019-11,HU,HUCUST119,IE,45,15.225,13299921.23,1418149.63,1,0,YELLOW,0,1,24.07,0,33,1,1,TARIC_ANALYTICS,2024-04-20
2019-12,LV,LVCUST120,PL,56,10.27,13347443.6,1395341.99,0,0,RED,0,0,47.76,0,17,1,0,FRAUD_RISK_SYSTEM,2024-11-19
2020-01,MT,MTCUST001,US,67,12.897,13376759.73,1155045.72,0,0,GREEN,0,1,55.26,0,8,0,0,NATIONAL_CUSTOMS_ADMIN,2024-12-21
2020-02,PT,PTCUST002,CA,78,7.858,13437085.38,490601.75,0,0,YELLOW,0,0,2.67,1,40,0,0,ICS2_AGGREGATE,2024-12-21
2020-03,SI,SICUST003,AU,89,12.321,13529107.45,1221897.4,0,0,RED,0,1,108.6,0,17,0,0,TARIC_ANALYTICS,2026-02-07
2020-04,AT,ATCUST004,DK,01,4.093,13558608.16,314611.11,0,0,GREEN,1,1,69.19,0,42,0,1,FRAUD_RISK_SYSTEM,2025-07-06
2020-05,HR,HRCUST005,IE,12,2.59,13612402.87,340830.04,0,0,YELLOW,0,1,17.09,0,14,0,1,NATIONAL_CUSTOMS_ADMIN,2024-11-24
2020-06,DK,DKCUST006,PL,23,8.067,13694422.97,1152248.69,0,0,RED,0,1,10.01,0,44,0,1,ICS2_AGGREGATE,2024-07-19
2020-07,FR,FRCUST007,US,34,11.971,13738486.38,1409571.68,0,0,GREEN,0,1,12.64,1,32,1,1,TARIC_ANALYTICS,2024-05-03
2020-08,HU,HUCUST008,CA,45,12.031,13765593.81,1759106.38,0,0,YELLOW,0,1,35.36,0,9,1,1,FRAUD_RISK_SYSTEM,2025-06-12
2020-09,LV,LVCUST009,AU,56,15.502,13836642.64,1076256.86,0,0,RED,0,1,60.92,0,2,1,0,NATIONAL_CUSTOMS_ADMIN,2025-06-04
2020-10,MT,MTCUST010,DK,67,15.479,13882601.46,977838.33,0,0,GREEN,0,1,56.15,0,28,0,1,ICS2_AGGREGATE,2025-06-03
2020-11,PT,PTCUST011,IE,78,3.572,13966941.12,315371.19,0,0,YELLOW,0,1,21.62,1,44,0,0,TARIC_ANALYTICS,2025-01-01
2020-12,SI,SICUST012,PL,89,14.16,13991428.58,1550326.66,0,1,RED,0,1,81.76,0,12,0,0,FRAUD_RISK_SYSTEM,2024-08-07
2021-01,AT,ATCUST013,US,01,10.992,14050120.6,1170218.1,0,0,GREEN,0,0,60.1,0,18,0,1,NATIONAL_CUSTOMS_ADMIN,2024-04-18
2021-02,HR,HRCUST014,CA,12,14.908,14115090.16,2049274.18,0,0,YELLOW,0,1,82.06,1,33,0,1,ICS2_AGGREGATE,2024-12-29
2021-03,DK,DKCUST015,AU,23,0.649,14167269.31,58931.79,0,0,RED,1,1,87.95,0,33,0,1,TARIC_ANALYTICS,2025-09-13
2021-04,FR,FRCUST016,DK,34,16.053,14216436.89,1660820.64,0,0,GREEN,0,0,16.26,0,38,0,0,FRAUD_RISK_SYSTEM,2024-08-21
2021-05,HU,HUCUST017,IE,45,1.908,14264850.22,147114.66,0,0,YELLOW,1,1,55.17,0,0,1,1,NATIONAL_CUSTOMS_ADMIN,2025-06-21
2021-06,LV,LVCUST018,PL,56,12.495,14351437.5,1115184.94,0,0,RED,0,0,104.12,0,37,0,0,ICS2_AGGREGATE,2025-11-23
2021-07,MT,MTCUST019,US,67,1.707,14392293.25,112799.36,0,0,GREEN,0,1,18.44,0,11,0,0,TARIC_ANALYTICS,2024-05-23
2021-08,PT,PTCUST020,CA,78,2.957,14452419.23,254141.53,0,0,YELLOW,0,1,81.93,1,38,1,0,FRAUD_RISK_SYSTEM,2025-09-04
2021-09,SI,SICUST021,AU,89,16.119,14478827.26,1661881.09,0,0,RED,0,0,8.92,0,35,0,0,NATIONAL_CUSTOMS_ADMIN,2025-11-07
2021-10,AT,ATCUST022,DK,01,14.928,14578182.98,2015251.15,0,0,GREEN,0,1,29.44,0,21,0,1,ICS2_AGGREGATE,2025-02-13
2021-11,HR,HRCUST023,IE,12,14.312,14625498.48,1358089.35,0,0,YELLOW,0,1,2.31,0,30,0,1,TARIC_ANALYTICS,2025-07-14
2021-12,DK,DKCUST024,PL,23,16.978,14656469.92,2668405.07,0,0,RED,1,1,88.24,0,2,0,1,FRAUD_RISK_SYSTEM,2025-11-18
2022-01,FR,FRCUST025,US,34,3.489,14697482.95,401421.27,0,0,GREEN,0,1,45.24,1,21,1,1,NATIONAL_CUSTOMS_ADMIN,2025-03-02
2022-02,HU,HUCUST026,CA,45,15.953,14791351.47,2100941.37,0,0,YELLOW,0,1,14.43,1,31,0,0,ICS2_AGGREGATE,2025-03-24
2022-03,LV,LVCUST027,AU,56,13.75,14832184.09,1989599.99,0,0,RED,0,1,46.93,1,15,1,0,TARIC_ANALYTICS,2025-04-12
2022-04,MT,MTCUST028,DK,67,0.102,14896764.51,10260.72,0,1,GREEN,0,1,4.86,0,0,0,0,FRAUD_RISK_SYSTEM,2025-05-09
2022-05,PT,PTCUST029,IE,78,2.345,14916215.55,179078.88,0,1,YELLOW,0,1,9.73,1,45,0,1,NATIONAL_CUSTOMS_ADMIN,2025-11-26
2022-06,SI,SICUST030,PL,89,2.072,15016300.34,175740.42,0,1,RED,0,1,12.72,0,24,1,0,ICS2_AGGREGATE,2024-04-13
2022-07,AT,ATCUST031,US,01,16.954,15054753.55,1516836.98,0,0,GREEN,1,1,55.48,1,22,0,0,TARIC_ANALYTICS,2025-01-27
2022-08,HR,HRCUST032,CA,12,16.41,15088569.07,2620603.48,0,0,YELLOW,0,1,70.49,0,5,0,1,FRAUD_RISK_SYSTEM,2026-02-04
2022-09,DK,DKCUST033,AU,23,7.37,15144318.84,903978.37,0,0,RED,1,1,14.71,0,32,0,0,NATIONAL_CUSTOMS_ADMIN,2025-01-07
2022-10,FR,FRCUST034,DK,34,7.604,15193330.59,1256774.7,0,0,GREEN,0,1,45.79,1,32,0,1,ICS2_AGGREGATE,2026-01-14
2022-11,HU,HUCUST035,IE,45,15.421,15253145.22,2430267.94,1,0,YELLOW,0,1,77.83,1,42,0,1,TARIC_ANALYTICS,2025-04-30
2022-12,LV,LVCUST036,PL,56,3.967,15319268.48,398638.92,0,0,RED,0,1,57.53,1,28,0,1,FRAUD_RISK_SYSTEM,2025-12-13
2023-01,MT,MTCUST037,US,67,10.572,15398425.84,1363559.02,0,0,GREEN,0,1,3.22,1,29,0,0,NATIONAL_CUSTOMS_ADMIN,2025-04-13
2023-02,PT,PTCUST038,CA,78,11.173,15414062.32,1149565.35,1,0,YELLOW,0,1,85.21,0,34,0,1,ICS2_AGGREGATE,2024-06-14
2023-03,SI,SICUST039,AU,89,16.907,15468530.76,1545925.14,0,0,RED,1,1,22.02,0,31,0,1,TARIC_ANALYTICS,2024-12-14
2023-04,AT,ATCUST040,DK,01,14.652,15521698.95,1248952.03,0,0,GREEN,1,0,65.86,0,9,1,0,FRAUD_RISK_SYSTEM,2024-02-09
2023-05,HR,HRCUST041,IE,12,12.245,15593649.05,1931604.62,0,1,YELLOW,1,1,49.05,0,41,0,0,NATIONAL_CUSTOMS_ADMIN,2026-02-06
2023-06,DK,DKCUST042,PL,23,2.296,15677527.08,291563.65,0,0,RED,0,1,23.19,0,16,0,1,ICS2_AGGREGATE,2024-07-08
2023-07,FR,FRCUST043,US,34,10.953,15732381.24,1109876.93,1,0,GREEN,0,1,63.64,0,24,0,1,TARIC_ANALYTICS,2025-02-25
2023-08,HU,HUCUST044,CA,45,15.136,15762875.83,1151302.37,0,0,YELLOW,1,1,56.49,1,6,1,0,FRAUD_RISK_SYSTEM,2025-07-14
2023-09,LV,LVCUST045,AU,56,7.043,15835292.78,715557.36,0,1,RED,0,1,41.41,0,28,0,0,NATIONAL_CUSTOMS_ADMIN,2025-01-04
2023-10,MT,MTCUST046,DK,67,11.2,15877104.57,1021912.19,0,0,GREEN,0,1,8.85,0,19,0,1,ICS2_AGGREGATE,2025-12-27
2023-11,PT,PTCUST047,IE,78,1.101,15952914.09,101492.32,0,0,YELLOW,0,1,42.36,0,40,1,1,TARIC_ANALYTICS,2025-12-05
2023-12,SI,SICUST048,PL,89,10.351,15967079.59,1422211.01,0,0,RED,1,1,16.58,1,4,0,1,FRAUD_RISK_SYSTEM,2025-03-26
2024-01,AT,ATCUST049,US,01,8.318,16049902.91,1263878.08,0,1,GREEN,0,1,33.04,0,2,0,1,NATIONAL_CUSTOMS_ADMIN,2024-08-24
2024-02,HR,HRCUST050,CA,12,0.201,16083011.14,18803.38,0,0,YELLOW,1,1,25.67,0,22,0,0,ICS2_AGGREGATE,2024-02-14
2024-03,DK,DKCUST051,AU,23,0.533,16144021.31,69548.4,0,0,RED,0,1,84.24,1,28,1,1,TARIC_ANALYTICS,2024-04-06
2024-04,FR,FRCUST052,DK,34,9.481,16186642.22,707570.62,0,0,GREEN,0,1,65.67,0,17,1,1,FRAUD_RISK_SYSTEM,2025-10-08
2024-05,HU,HUCUST053,IE,45,9.063,16268857.33,922360.38,0,0,YELLOW,0,0,31.76,0,31,0,0,NATIONAL_CUSTOMS_ADMIN,2025-10-14
2024-06,LV,LVCUST054,PL,56,9.374,16331279.49,739603.82,0,0,RED,0,1,128.41,0,17,1,1,ICS2_AGGREGATE,2024-09-13
2024-07,MT,MTCUST055,US,67,6.585,16349180.52,602902.27,0,0,GREEN,0,0,14.34,0,23,1,0,TARIC_ANALYTICS,2024-10-13
2024-08,PT,PTCUST056,CA,78,8.08,16433687.53,913739.13,0,0,YELLOW,0,0,11.4,1,13,0,0,FRAUD_RISK_SYSTEM,2024-02-26
2024-09,SI,SICUST057,AU,89,5.737,16480235.59,1007127.19,0,0,RED,0,1,64.51,1,42,0,0,NATIONAL_CUSTOMS_ADMIN,2025-08-27
2024-10,AT,ATCUST058,DK,01,13.574,16523725.73,1233181.39,0,0,GREEN,1,0,27.4,1,17,1,1,ICS2_AGGREGATE,2025-04-28
2024-11,HR,HRCUST059,IE,12,8.123,16582666.97,808602.5,0,0,YELLOW,0,1,66.69,1,24,0,0,TARIC_ANALYTICS,2024-05-25
2024-12,DK,DKCUST060,PL,23,5.683,16646641.63,979587.42,0,0,RED,0,1,51.11,0,0,0,0,FRAUD_RISK_SYSTEM,2024-10-15
2025-01,FR,FRCUST061,US,34,0.008,16696735.3,756.77,0,0,GREEN,1,0,5.23,0,7,1,0,NATIONAL_CUSTOMS_ADMIN,2024-09-27
2025-02,HU,HUCUST062,CA,45,3.292,16752703.56,410950.77,0,0,YELLOW,0,1,81.5,0,29,0,1,ICS2_AGGREGATE,2026-01-20
2025-03,LV,LVCUST063,AU,56,10.352,16791013.35,786995.51,0,0,RED,0,1,60.47,0,57,0,0,TARIC_ANALYTICS,2025-02-20
2025-04,MT,MTCUST064,DK,67,0.329,16855647.65,30502.87,1,0,GREEN,0,0,43.1,0,44,0,1,FRAUD_RISK_SYSTEM,2024-03-23
2025-05,PT,PTCUST065,IE,78,6.805,16910254.78,1237239.77,0,0,YELLOW,0,1,13.71,0,36,0,1,NATIONAL_CUSTOMS_ADMIN,2024-12-19
2025-06,SI,SICUST066,PL,89,2.217,16961085.57,195435.66,0,0,RED,0,1,8.4,0,40,0,0,ICS2_AGGREGATE,2024-08-03
2025-07,AT,ATCUST067,US,01,3.583,17026681.38,362202.22,0,0,GREEN,0,1,55.57,0,7,0,0,TARIC_ANALYTICS,2025-06-29
2025-08,HR,HRCUST068,CA,12,0.736,17073907.12,83419.6,0,0,YELLOW,0,1,52.11,1,26,0,1,FRAUD_RISK_SYSTEM,2024-08-26
2025-09,DK,DKCUST069,AU,23,4.735,17118935.25,722113.87,0,0,RED,1,1,45.24,0,16,0,0,NATIONAL_CUSTOMS_ADMIN,2025-09-17
2025-10,FR,FRCUST070,DK,34,3.088,17194810.71,540666.2,0,0,GREEN,0,1,41.96,0,42,1,0,ICS2_AGGREGATE,2024-08-25
2025-11,HU,HUCUST071,IE,45,14.736,17264307.47,2706035.86,0,0,YELLOW,0,1,53.62,1,23,1,1,TARIC_ANALYTICS,2025-04-11
2025-12,LV,LVCUST072,PL,56,16.047,17281907.9,2811399.5,0,0,RED,0,1,91.13,0,37,0,1,FRAUD_RISK_SYSTEM,2025-07-01
2026-01,MT,MTCUST073,US,67,10.275,17367362.54,1509326.71,0,0,GREEN,0,0,2.61,0,6,1,0,NATIONAL_CUSTOMS_ADMIN,2025-02-04
2026-02,PT,PTCUST074,CA,78,3.713,17411195.33,401599.94,0,0,YELLOW,1,1,43.1,0,9,1,0,ICS2_AGGREGATE,2024-10-09
2026-03,SI,SICUST075,AU,89,4.514,17491784.06,388951.14,0,0,RED,0,1,22.43,0,31,0,1,TARIC_ANALYTICS,2025-10-14
2026-04,AT,ATCUST076,DK,01,5.506,17526633.71,585158.27,0,0,GREEN,1,1,47.25,1,20,0,1,FRAUD_RISK_SYSTEM,2025-09-17
2026-05,HR,HRCUST077,IE,12,9.13,17564344.01,1489491.72,0,0,YELLOW,0,1,29.85,0,10,0,1,NATIONAL_CUSTOMS_ADMIN,2024-01-06
2026-06,DK,DKCUST078,PL,23,14.859,17623112.89,2599482.18,0,0,RED,1,1,119.45,0,39,0,0,ICS2_AGGREGATE,2025-08-07
2026-07,FR,FRCUST079,US,34,6.846,17677445.19,622424.24,0,0,GREEN,0,1,31.1,0,43,0,0,TARIC_ANALYTICS,2024-06-26
2026-08,HU,HUCUST080,CA,45,3.864,17759788.29,350071.63,0,0,YELLOW,0,1,5.04,0,19,1,0,FRAUD_RISK_SYSTEM,2025-11-16
2026-09,LV,LVCUST081,AU,56,7.719,17805585.37,1294939.17,0,0,RED,0,0,128.42,1,23,0,1,NATIONAL_CUSTOMS_ADMIN,2024-02-13
2026-10,MT,MTCUST082,DK,67,2.312,17876639.93,248478.15,0,0,GREEN,0,1,22.1,0,16,1,1,ICS2_AGGREGATE,2025-12-17
2026-11,PT,PTCUST083,IE,78,15.327,17908608.85,1990333.63,0,0,YELLOW,0,1,44.37,1,17,0,1,TARIC_ANALYTICS,2024-08-10
2026-12,SI,SICUST084,PL,89,15.573,17975147.41,1626241.92,0,0,RED,0,1,56.36,1,38,0,1,FRAUD_RISK_SYSTEM,2024-02-25
2018-01,AT,ATCUST085,US,01,4.136,18036493.41,618426.73,0,0,GREEN,0,1,25.36,0,44,1,1,NATIONAL_CUSTOMS_ADMIN,2026-01-06
2018-02,HR,HRCUST086,CA,12,16.238,18052561.68,2671452.11,0,0,YELLOW,0,1,14.07,1,32,1,1,ICS2_AGGREGATE,2024-10-20
2018-03,DK,DKCUST087,AU,23,6.293,18127280.4,687500.97,1,0,RED,1,1,12.08,1,42,1,1,TARIC_ANALYTICS,2024-07-16
