tech_infra_project_start_date,tech_infra_project_id,tech_infra_project_type_code,tech_infra_funding_source_code,tech_infra_total_budget_inr,tech_infra_matching_funds_inr,tech_infra_km_fiber_planned,tech_infra_km_fiber_completed,tech_infra_locations_planned,tech_infra_locations_connected,tech_infra_construction_status_code,tech_infra_permits_issued_count,tech_infra_right_of_way_delay_days,tech_infra_contractor_id,tech_infra_workforce_local_hire_pct,tech_infra_equipment_supply_risk_score,tech_infra_open_access_policy_flag,tech_infra_community_anchor_sites_connected,tech_infra_performance_milestone_met_flag,tech_infra_project_closeout_date
2022-09-09,INF2CZ8X8CSUF,SAT_GATEWAY,PPP,147727737,66330621,257.8,93.3,26770,4465,IN_PROGRESS,924,156,CON7788495,87.2,0.453,0,2750,0,
2022-11-10,INFTGTM5PBNPK,TOWER_UPGRADE,MDB_LOAN,139089506,30781846,691.8,376.7,233398,13518,ON_HOLD,1308,219,CON6162300,94.6,0.071,0,2882,0,
2025-10-15,INFUFAGXKBLRE,FIBER_BACKBONE,STATE_GRANT,29916158,8384641,72.0,52.2,108600,70751,IN_PROGRESS,850,47,CON3846934,35.3,0.468,0,550,0,
2021-11-16,INF7H9UESV3KF,LAST_MILE,PPP,1516224,457525,1377.6,80.3,40290,35159,COMPLETED,402,6,CON3793097,30.8,0.57,0,1318,1,2024-05-14
2020-11-30,INFU3UUVCWSFP,COMMUNITY_WIFI,MDB_LOAN,104626786,15110685,930.5,231.6,197610,14886,COMPLETED,69,297,CON4502536,11.7,0.975,0,1207,0,2023-12-03
2026-02-02,INFZM4MOBZ6UO,SAT_GATEWAY,STATE_GRANT,139354182,13639235,1194.5,818.7,66167,62922,CANCELLED,979,191,CON7777293,56.1,0.055,0,2832,0,2023-04-07
2023-08-13,INFE950G7FV7N,LAST_MILE,PPP,95125669,43571384,1309.1,749.0,168504,80356,PLANNED,594,309,CON1309227,43.0,0.787,0,168,1,
2021-11-12,INFOM2AZAHCRB,SAT_GATEWAY,STATE_GRANT,63270696,43337169,756.8,722.2,189088,19070,CANCELLED,118,223,CON1078046,98.1,0.108,0,2565,0,2025-06-19
2024-08-10,INFO1GK0KUO3Q,FIBER_BACKBONE,USOF,55734346,18536246,1033.0,472.9,91292,15183,PLANNED,1129,267,CON1772335,28.0,0.27,0,2569,0,
2025-08-19,INFGJS37TMIRD,TOWER_UPGRADE,MDB_LOAN,174817469,31899711,534.6,248.6,63551,57878,PLANNED,633,131,CON2437303,11.4,0.805,1,1729,0,
2022-02-26,INF8Q8P60RW0Z,SAT_GATEWAY,PPP,54303983,10103771,994.2,176.0,88962,43475,PLANNED,1338,328,CON0477160,29.9,0.186,1,444,0,
2021-09-20,INFN5QQ0MAYQ5,SAT_GATEWAY,PRIVATE_CAPEX,172414845,117811549,1447.7,1139.0,248654,76574,COMPLETED,340,131,CON0523297,8.2,0.062,1,1932,1,2020-01-18
2021-05-28,INFO9SMH4EEKU,FIBER_BACKBONE,PPP,6769252,1981874,880.2,549.5,37340,35394,PLANNED,764,111,CON5496906,44.1,0.109,0,959,1,
2021-12-29,INFGFKCOV06R8,TOWER_UPGRADE,STATE_GRANT,103355743,6028797,114.5,40.6,121243,40126,CANCELLED,480,15,CON0072441,46.8,0.779,1,665,0,2024-04-13
2019-02-23,INFTK50GPHP05,TOWER_UPGRADE,PPP,14398022,6192030,1232.4,1059.5,193086,160955,COMPLETED,879,39,CON5568693,70.6,0.554,0,2247,0,2020-08-12
2024-01-15,INFR2RCVAER4E,SAT_GATEWAY,PRIVATE_CAPEX,136839163,68968951,1260.6,1018.6,170228,37802,ON_HOLD,880,285,CON0900673,63.9,0.464,0,2683,0,
2025-01-26,INFXC32L7IE5L,TOWER_UPGRADE,STATE_GRANT,248315119,141310590,351.7,235.9,98400,42051,PLANNED,857,68,CON8763949,70.3,0.892,0,1725,0,
2022-05-23,INF2F7S1CS90I,LAST_MILE,MDB_LOAN,224938334,119113608,849.5,151.1,143761,49962,ON_HOLD,1321,132,CON5806893,15.9,0.126,0,503,0,
2024-06-03,INFVP9UTLONJZ,TOWER_UPGRADE,USOF,232256431,70149831,1244.2,925.5,110367,14279,COMPLETED,1299,46,CON7215025,12.9,0.652,0,2441,0,2022-02-10
2020-05-07,INFKZL5AJRX17,TOWER_UPGRADE,PRIVATE_CAPEX,81005872,46536634,1492.5,1425.0,173867,16534,IN_PROGRESS,204,161,CON1534275,93.9,0.632,0,1003,1,
2023-09-30,INFXUGJRC98VS,FIBER_BACKBONE,USOF,234287732,139173894,1090.1,691.9,134641,74368,ON_HOLD,515,169,CON6851362,99.3,0.306,0,75,0,
2019-12-06,INF6FZJLX6UD9,SAT_GATEWAY,STATE_GRANT,14034385,6670197,248.3,85.1,262,184,ON_HOLD,44,34,CON2471591,48.5,0.903,0,797,1,
2021-09-13,INF1EWLFP8LRJ,LAST_MILE,PRIVATE_CAPEX,195031586,5582819,1003.1,233.5,38489,7244,COMPLETED,676,164,CON9174677,2.2,0.79,1,1406,0,2020-12-19
2021-11-30,INFNT7WX25LXD,SAT_GATEWAY,PRIVATE_CAPEX,144768750,89498738,430.1,9.8,116562,51171,ON_HOLD,1086,107,CON6770278,76.6,0.567,1,548,0,
2021-07-08,INF4X5242LA9X,TOWER_UPGRADE,MDB_LOAN,208000345,68958656,371.2,342.1,198731,189544,ON_HOLD,328,358,CON6584985,18.8,0.934,0,1579,0,
2019-01-07,INFCTVSRR775T,FIBER_BACKBONE,STATE_GRANT,101694628,46560994,1107.9,521.7,120684,104830,ON_HOLD,1153,144,CON1609459,49.5,0.703,0,2706,0,
2020-02-28,INFZBBIBJVUWL,COMMUNITY_WIFI,MDB_LOAN,249302566,3255703,196.7,151.5,18897,5017,CANCELLED,1052,91,CON1451159,83.8,0.969,0,240,0,2021-01-10
2021-09-03,INFUDSHS36FM3,TOWER_UPGRADE,STATE_GRANT,100578789,43758978,1057.3,321.6,97320,91570,ON_HOLD,117,129,CON9400699,96.2,0.082,0,1303,0,
2020-10-05,INFUT04JGGMW7,TOWER_UPGRADE,STATE_GRANT,244299022,110360632,858.4,49.9,246896,51841,COMPLETED,263,107,CON9573798,95.6,0.62,0,2889,0,2025-11-16
2021-06-25,INFHSTL323H1Z,SAT_GATEWAY,MDB_LOAN,27927025,4337751,108.4,73.4,49480,7649,COMPLETED,1307,248,CON0553473,38.8,0.177,0,2253,1,2024-01-07
2024-05-02,INFK9K6AC01KG,TOWER_UPGRADE,USOF,52634673,5198857,1451.2,408.5,79139,54056,CANCELLED,781,325,CON6279205,86.2,0.217,0,1384,0,2020-04-11
2020-06-25,INFHVY1WKNXUZ,LAST_MILE,MDB_LOAN,120525159,25962647,95.6,57.6,248471,10076,ON_HOLD,892,163,CON2465729,96.4,0.927,0,2923,0,
2021-04-29,INFOKCXKAB3AX,TOWER_UPGRADE,STATE_GRANT,71821212,12405169,1466.4,803.5,62363,55570,IN_PROGRESS,970,40,CON6759087,35.5,0.302,0,1555,1,
2024-07-23,INFV5V4Z6FZVB,FIBER_BACKBONE,MDB_LOAN,185045094,87381089,537.4,162.3,47989,7189,PLANNED,119,229,CON6248558,86.7,0.067,1,396,0,
2020-06-09,INFMWS0QTRBFP,TOWER_UPGRADE,PPP,162519972,15327106,851.1,307.0,86946,84258,PLANNED,434,82,CON3418178,38.4,0.002,0,2013,0,
2024-11-03,INFC8E3OF8FLO,COMMUNITY_WIFI,USOF,170842100,106681461,126.8,119.3,100036,5491,IN_PROGRESS,559,66,CON5609806,1.5,0.787,0,2840,1,
2019-11-25,INFJ9MKZ6VB8X,SAT_GATEWAY,PPP,121181826,79748465,1315.9,812.8,79644,11095,PLANNED,710,248,CON9981071,47.8,0.838,0,162,0,
2025-11-14,INFNOZZPI6IJ7,TOWER_UPGRADE,USOF,52087847,21286616,1101.2,133.1,39406,14558,PLANNED,330,326,CON6319370,71.2,0.473,0,135,0,
2020-08-29,INFESPLQL6E8Y,FIBER_BACKBONE,MDB_LOAN,121689118,1728865,431.0,205.4,44655,4104,ON_HOLD,781,165,CON4156491,7.8,0.136,0,908,0,
2020-10-01,INF7XJCKAW4KP,COMMUNITY_WIFI,STATE_GRANT,153864261,17996673,1358.5,1026.2,126743,54423,PLANNED,756,99,CON1815858,45.8,0.77,0,1743,0,
2022-03-15,INF7QWYDE4E2R,SAT_GATEWAY,PRIVATE_CAPEX,69207885,18631613,472.6,18.0,149705,59143,ON_HOLD,277,95,CON2737454,84.6,0.378,0,1800,0,
2024-10-05,INFVI9970D278,FIBER_BACKBONE,PPP,91951049,50670479,219.1,175.3,80262,60788,CANCELLED,674,196,CON1161459,18.5,0.682,0,2966,1,2023-01-26
2019-03-18,INFYV579N2Q0W,COMMUNITY_WIFI,STATE_GRANT,45586112,11567998,5.0,4.6,28337,1146,IN_PROGRESS,256,110,CON1101735,77.1,0.128,0,207,1,
2020-01-08,INFAVE848PZVP,SAT_GATEWAY,PRIVATE_CAPEX,204783087,119332543,202.8,57.5,181263,71215,PLANNED,693,199,CON9726705,47.3,0.141,0,663,0,
2021-02-26,INFR3PKKFTRV8,TOWER_UPGRADE,PRIVATE_CAPEX,228432645,126137142,627.3,526.8,51530,42886,IN_PROGRESS,1119,76,CON3314081,76.7,0.99,0,1097,0,
2020-04-03,INFK0XS0PMDN9,LAST_MILE,PPP,44430488,16173063,831.6,27.9,181137,131267,COMPLETED,620,195,CON2090901,38.4,0.244,0,177,0,2020-12-06
2020-01-07,INFU1HVDVNNMX,LAST_MILE,STATE_GRANT,120362208,68814790,435.6,353.0,122027,100994,CANCELLED,1118,165,CON3584385,0.6,0.62,0,388,0,2021-03-11
2025-12-21,INFWWQGH8P8Z7,TOWER_UPGRADE,MDB_LOAN,30990331,16562140,1397.9,739.1,107148,77267,IN_PROGRESS,477,207,CON6931500,75.4,0.58,1,2078,1,
2022-07-23,INFI09HE9YB5Y,COMMUNITY_WIFI,MDB_LOAN,151449428,68821438,743.1,241.8,97888,37351,IN_PROGRESS,661,171,CON7527550,78.7,0.362,1,2698,0,
2023-12-25,INFPJ83UBZ5QJ,FIBER_BACKBONE,PRIVATE_CAPEX,98719824,43432741,529.2,483.2,79227,58109,COMPLETED,294,84,CON3634611,27.9,0.462,0,70,1,2024-01-25
2022-08-14,INFALVJN7AJ9F,LAST_MILE,PRIVATE_CAPEX,101397422,21418400,732.0,688.0,13733,11856,CANCELLED,202,363,CON6818364,49.8,0.704,1,851,0,2022-08-27
2022-03-16,INF3UYM51N5HQ,LAST_MILE,USOF,25867849,704617,682.9,428.5,224901,211883,COMPLETED,223,315,CON2065351,21.3,0.045,0,1203,1,2024-04-12
2022-10-17,INFIC29I5DSOY,SAT_GATEWAY,PRIVATE_CAPEX,90697662,26493376,135.2,106.6,11743,4254,ON_HOLD,1484,283,CON3525328,52.9,0.196,0,1946,1,
2019-11-28,INFE7SDMQ642U,LAST_MILE,USOF,195881766,46468240,251.3,215.9,99669,23341,CANCELLED,924,291,CON7816144,30.6,0.741,1,507,0,2022-06-17
2025-04-26,INFEKOGD4H64O,SAT_GATEWAY,MDB_LOAN,119123367,67015559,1431.4,161.7,178893,83980,COMPLETED,314,145,CON1870332,93.7,0.381,0,1434,1,2023-05-26
2023-04-14,INFSV2UL1TS0I,FIBER_BACKBONE,PRIVATE_CAPEX,2621238,1109200,657.6,187.8,128571,62694,IN_PROGRESS,1492,298,CON6600842,13.0,0.584,0,2301,0,
2022-11-20,INFWWTZQRGZ74,SAT_GATEWAY,STATE_GRANT,77371159,11788015,508.6,308.5,6450,3559,IN_PROGRESS,797,201,CON5386408,79.2,0.737,0,575,1,
2024-12-30,INFWXCC9W9YEV,COMMUNITY_WIFI,PPP,220064823,13150450,1433.6,1020.8,245903,210541,CANCELLED,98,207,CON6552231,36.9,0.129,0,975,0,2024-10-19
2023-06-01,INFNA4KY75ZQ2,TOWER_UPGRADE,USOF,187102854,8674902,315.9,155.9,165500,19715,ON_HOLD,206,227,CON2336564,89.2,0.714,0,1233,0,
2020-03-20,INF0LKB15SZ1A,COMMUNITY_WIFI,PRIVATE_CAPEX,209262820,78540953,1431.9,1163.0,139016,16795,IN_PROGRESS,438,143,CON4059652,42.0,0.993,1,2865,1,
2022-01-02,INFX0I74I6EO7,FIBER_BACKBONE,STATE_GRANT,16824839,4203151,19.2,11.1,159480,126805,COMPLETED,1091,311,CON0782821,12.6,0.243,0,2540,0,2021-07-26
2025-02-12,INFH1ISDWOC9D,TOWER_UPGRADE,STATE_GRANT,69541987,3776566,820.1,238.1,118437,112893,CANCELLED,1467,123,CON4974737,73.9,0.268,0,2606,1,2026-02-23
2025-10-11,INFVGW0LRG7Q4,LAST_MILE,MDB_LOAN,213371601,129013638,76.4,29.9,100919,98166,IN_PROGRESS,461,23,CON2904172,78.5,0.347,1,238,0,
2019-03-13,INFKAM1E51LEW,FIBER_BACKBONE,PRIVATE_CAPEX,18123338,5405452,89.4,74.8,158222,156204,ON_HOLD,807,228,CON7610939,10.0,0.378,0,51,0,
2025-03-06,INFLGACMYHJ12,SAT_GATEWAY,MDB_LOAN,79066855,2682032,1263.1,362.7,20903,455,IN_PROGRESS,437,164,CON3016624,22.8,0.215,1,2133,0,
2025-08-31,INFDDMC6P3U1X,SAT_GATEWAY,PRIVATE_CAPEX,89466233,47752386,1232.0,722.6,84106,11107,COMPLETED,574,289,CON1253623,71.0,0.725,0,340,1,2021-11-10
2019-05-06,INFTQ3K576P18,TOWER_UPGRADE,PPP,150877257,96644691,734.9,37.6,128885,102404,ON_HOLD,262,114,CON0694943,38.9,0.52,1,911,0,
2026-01-27,INFN92FYIQCW7,TOWER_UPGRADE,PPP,121098677,30639226,265.2,48.6,167219,83219,PLANNED,1367,6,CON0696539,75.1,0.887,0,2002,0,
2019-11-04,INFPKTQ522XYR,SAT_GATEWAY,USOF,50183328,5399672,147.1,144.1,114808,12817,IN_PROGRESS,755,44,CON7088578,35.1,0.966,0,1744,1,
2021-03-30,INFYHBI2LXCHL,FIBER_BACKBONE,USOF,116838189,79924180,85.4,38.4,76553,30875,ON_HOLD,31,255,CON5583967,92.9,0.281,0,136,0,
2022-02-07,INFWTPPC5B36Z,FIBER_BACKBONE,STATE_GRANT,147331460,96651822,815.8,516.3,166788,157839,COMPLETED,1016,188,CON7692625,72.2,0.72,0,627,1,2026-02-19
2025-07-23,INF588Y86UJEO,FIBER_BACKBONE,PPP,63042968,22777545,405.8,173.7,144474,10727,COMPLETED,395,35,CON9241004,85.2,0.76,1,2558,0,2023-02-06
2021-07-24,INFRPUY7PG2CH,LAST_MILE,USOF,90629088,28590240,295.2,144.9,145311,11442,COMPLETED,618,105,CON4505769,94.2,0.094,1,469,0,2025-08-25
2021-10-03,INFLKDLW5H1XT,LAST_MILE,PPP,167988503,106395677,1137.1,7.7,193220,114205,COMPLETED,1403,284,CON6790080,75.8,0.421,0,395,0,2022-11-15
2024-02-10,INF5ZDGE4K5MI,COMMUNITY_WIFI,PPP,81875576,42025408,490.7,346.2,31953,1224,COMPLETED,531,274,CON3358460,31.0,0.96,0,1468,1,2020-04-29
2020-11-27,INF1RRWBLRGX6,LAST_MILE,MDB_LOAN,95908453,2360369,908.2,869.5,82965,62948,CANCELLED,401,116,CON4578730,76.4,0.447,1,477,0,2021-08-12
2023-01-27,INFPELAWTI5CY,TOWER_UPGRADE,PPP,101652030,43161998,351.3,303.3,143589,21691,IN_PROGRESS,1096,121,CON2107941,51.6,0.845,0,2480,1,
2020-12-27,INFY4CHJHW659,TOWER_UPGRADE,MDB_LOAN,148188115,100142439,365.8,238.4,212074,162702,ON_HOLD,827,289,CON4185220,90.1,0.237,0,304,0,
2025-11-30,INFQWDUKCFQAX,COMMUNITY_WIFI,PRIVATE_CAPEX,90521922,13321718,969.6,900.0,149728,107483,PLANNED,1486,346,CON3505064,51.5,0.719,0,2385,0,
2019-01-21,INFXPIR3UE97Q,LAST_MILE,MDB_LOAN,93143196,37368487,869.9,117.6,61398,20838,PLANNED,695,309,CON3442724,39.4,0.809,0,322,0,
2025-07-28,INF9TF4FSB9IZ,SAT_GATEWAY,PRIVATE_CAPEX,179860400,73485344,788.8,245.1,171048,160546,CANCELLED,792,313,CON0798423,96.6,0.924,0,1237,0,2023-10-01
2019-02-24,INFGVY8VQA7P0,SAT_GATEWAY,USOF,184752066,63026536,425.8,110.3,95757,68625,CANCELLED,412,142,CON1637746,81.4,0.748,0,1076,1,2022-05-08
2021-02-20,INFPPKEU62KIL,SAT_GATEWAY,PPP,198814530,136890238,112.4,109.2,212924,5121,PLANNED,269,200,CON3838667,37.5,0.768,0,426,0,
2022-09-09,INFNHBTDQHOWW,SAT_GATEWAY,USOF,39838273,15920752,514.0,165.0,240651,140029,PLANNED,202,260,CON9962428,73.5,0.928,0,1148,1,
2025-08-14,INFV54J5H9ECI,SAT_GATEWAY,PPP,908770,541044,662.4,101.7,107862,38714,CANCELLED,1230,276,CON3314092,32.2,0.316,0,1296,0,2023-04-17
2022-04-29,INFG3E1KMERJW,COMMUNITY_WIFI,MDB_LOAN,119250850,80856100,1298.0,1091.7,142398,8103,ON_HOLD,401,172,CON7423618,55.1,0.297,0,2209,1,
2019-10-21,INFPUNTOQOJGN,LAST_MILE,STATE_GRANT,203895328,47998094,127.1,52.3,126123,47223,COMPLETED,582,114,CON8082201,29.4,0.899,1,2948,1,2023-04-17
2024-06-29,INFB7RNG527N6,LAST_MILE,USOF,214845707,109417137,917.9,602.1,225671,43205,CANCELLED,749,131,CON3920135,55.9,0.026,0,960,0,2023-03-16
2020-04-11,INFIG4OVD3432,TOWER_UPGRADE,PRIVATE_CAPEX,165848654,43147352,178.9,50.4,137052,98119,ON_HOLD,1,281,CON8124914,27.7,0.31,1,1440,0,
2023-03-25,INF92HRLDD50B,LAST_MILE,PRIVATE_CAPEX,142235325,50530574,998.3,816.7,69195,36946,PLANNED,953,278,CON8337790,49.2,0.73,1,317,0,
2020-12-21,INF0TR3FDE1WH,FIBER_BACKBONE,PPP,168495232,75891947,1391.7,1037.2,96770,38299,IN_PROGRESS,1184,133,CON4877619,31.6,0.705,0,282,0,
2023-03-06,INFGQIBC3UDVA,COMMUNITY_WIFI,MDB_LOAN,78838714,13402512,578.8,554.2,215277,201824,COMPLETED,1214,364,CON1904940,39.7,0.625,0,587,0,2022-09-01
2024-07-06,INFB3CRS2FVSS,SAT_GATEWAY,USOF,32841890,18772383,1257.4,96.7,60303,9703,PLANNED,841,270,CON8544036,8.4,0.923,0,1951,0,
2019-11-08,INF6X4JXTXPL0,LAST_MILE,PRIVATE_CAPEX,51761086,19575211,978.5,125.3,86552,85565,COMPLETED,296,107,CON5498281,51.0,0.489,1,1508,0,2024-03-14
2022-12-01,INFDOVOIFZP0Y,COMMUNITY_WIFI,USOF,84727794,451028,1038.0,557.3,45392,41773,IN_PROGRESS,989,130,CON6325600,10.6,0.686,0,1484,0,
2025-08-18,INFAFCV8LIOBN,LAST_MILE,STATE_GRANT,162158168,22058993,189.6,9.2,220209,52478,ON_HOLD,449,206,CON9964897,75.4,0.972,0,857,0,
2020-04-26,INFM8R1A5E4J5,TOWER_UPGRADE,STATE_GRANT,77093762,6902869,414.6,187.3,2470,1298,PLANNED,1370,127,CON9297114,56.4,0.389,1,863,0,
2023-02-05,INFA01WSBU7F4,TOWER_UPGRADE,MDB_LOAN,184383743,90681755,525.6,283.1,204989,132022,COMPLETED,441,58,CON0069501,5.7,0.46,0,906,1,2023-03-28
2024-06-05,INF1PU19OFP3X,LAST_MILE,USOF,214779605,11357473,492.2,210.9,4128,1690,ON_HOLD,152,231,CON0523294,49.2,0.597,0,2443,0,
2023-04-03,INFG93KRVVA1A,LAST_MILE,PPP,221295567,5700582,624.2,290.9,242314,46697,PLANNED,682,125,CON9023230,72.0,0.535,0,1292,0,
2019-07-31,INFDDJC58Q6C5,TOWER_UPGRADE,PPP,41147576,15899005,60.9,29.7,219972,29304,PLANNED,1420,24,CON1551952,18.8,0.174,0,1478,1,
2024-08-08,INF2POFOL3HL0,COMMUNITY_WIFI,STATE_GRANT,38304267,14064064,531.4,183.3,157633,24428,ON_HOLD,739,222,CON8371977,95.2,0.629,0,2360,1,
2022-05-22,INF816F3HAU8G,SAT_GATEWAY,PRIVATE_CAPEX,187312534,42619171,233.4,164.7,37248,22158,COMPLETED,141,14,CON9301576,46.9,0.802,0,1851,0,2020-10-21
2020-10-21,INFY0LWZ68KG9,COMMUNITY_WIFI,MDB_LOAN,61083553,39430313,1106.1,1055.9,203087,180592,CANCELLED,698,179,CON4841651,1.3,0.457,1,1559,0,2024-12-28
2022-12-22,INFXOT9ZVWH32,LAST_MILE,PRIVATE_CAPEX,69358105,34590575,511.7,510.7,235703,164295,CANCELLED,633,220,CON2557111,92.6,0.918,1,1200,0,2025-09-19
2020-06-07,INFPRIH96X1FN,LAST_MILE,PPP,172721266,108754218,847.6,619.0,44777,23727,COMPLETED,103,72,CON6738700,10.4,0.212,1,688,0,2022-03-28
2019-07-28,INF53HI2IKN7D,COMMUNITY_WIFI,PRIVATE_CAPEX,136371378,18749940,715.9,658.9,21394,1735,PLANNED,331,77,CON8930703,98.6,0.007,0,2785,0,
2023-02-10,INFLSUI2D9TL5,TOWER_UPGRADE,USOF,240086832,60360071,353.5,100.0,112015,31783,ON_HOLD,1242,30,CON0251971,67.1,0.779,1,1999,0,
2026-01-14,INFBAP2ALKFUZ,LAST_MILE,PPP,148527546,44136887,958.2,632.5,50608,11518,IN_PROGRESS,175,362,CON7118163,41.5,0.243,1,2173,0,
2024-03-23,INF3O7FYW06Q7,LAST_MILE,PPP,186279561,40131080,1324.6,1188.6,193072,186816,CANCELLED,1265,154,CON8753940,34.9,0.064,0,1825,0,2025-05-04
2019-08-09,INF53L8A5SN4G,COMMUNITY_WIFI,PRIVATE_CAPEX,158595870,80751307,1338.6,1131.3,104183,58128,IN_PROGRESS,237,208,CON3401460,76.1,0.697,0,1971,0,
2020-02-26,INF9ZV70AK447,SAT_GATEWAY,USOF,27199550,16952689,787.5,201.0,224493,144848,CANCELLED,321,148,CON0247126,59.5,0.915,1,2459,0,2021-12-19
2024-03-13,INFWIUZWDE7CT,TOWER_UPGRADE,PRIVATE_CAPEX,5326146,176341,1006.9,735.9,116038,12240,ON_HOLD,478,244,CON8611950,21.8,0.997,0,1711,0,
2024-09-17,INFHUR30NDTJB,FIBER_BACKBONE,MDB_LOAN,83435957,36280854,480.2,342.5,163218,134900,IN_PROGRESS,1333,98,CON3404516,13.3,0.947,1,2211,0,
2023-01-13,INFN3VA2SEHJE,LAST_MILE,PRIVATE_CAPEX,98979212,25412462,606.3,176.0,53301,19621,PLANNED,764,60,CON3578324,31.0,0.482,1,1275,0,
2023-01-30,INFFIAP7IBTDD,COMMUNITY_WIFI,USOF,81311003,50767321,654.7,343.3,194883,86589,COMPLETED,958,207,CON0415377,85.0,0.404,0,1458,0,2023-07-30
2020-04-09,INFJR2MTO01IR,FIBER_BACKBONE,PRIVATE_CAPEX,207468834,143054634,45.8,26.6,86439,57695,IN_PROGRESS,446,153,CON7608126,89.7,0.588,0,2524,0,
2019-12-15,INFNF20CP6DTM,TOWER_UPGRADE,MDB_LOAN,95734816,34455500,299.0,231.5,19096,7986,PLANNED,352,32,CON0976217,96.5,0.672,0,396,0,
2019-03-16,INF7UI64SGJTW,SAT_GATEWAY,STATE_GRANT,159973765,3729181,340.9,314.9,139134,137245,COMPLETED,79,190,CON3312890,12.2,0.823,1,2953,0,2022-07-01
2020-07-09,INF11FDVGMVLC,SAT_GATEWAY,USOF,15090416,10417614,1230.4,834.5,149454,74919,ON_HOLD,743,98,CON3078859,74.9,0.818,0,1554,0,
2020-08-08,INFF8H15C2JPR,SAT_GATEWAY,MDB_LOAN,144904148,8743893,1326.9,193.9,98969,55862,ON_HOLD,1434,26,CON2720569,39.0,0.174,0,1582,0,
2022-10-23,INF75HGFEEUNG,FIBER_BACKBONE,USOF,118735972,20099032,393.0,378.8,15489,12468,ON_HOLD,191,60,CON8183330,80.3,0.98,0,2035,0,
2023-03-30,INFE6AJDH9TGR,TOWER_UPGRADE,PRIVATE_CAPEX,37487363,5470190,959.5,18.7,202534,126083,PLANNED,1120,321,CON9515960,47.8,0.005,0,2063,1,
2025-03-18,INFC8QTFXOUIB,LAST_MILE,MDB_LOAN,155806503,42020376,1319.8,569.7,242920,219939,COMPLETED,168,256,CON6464850,65.2,0.191,0,2843,0,2024-01-26
2022-02-19,INFT9IK44VZYF,TOWER_UPGRADE,USOF,75282888,9944825,768.0,328.2,21893,184,COMPLETED,580,318,CON4541428,86.7,0.082,0,67,1,2023-07-05
2024-07-07,INFLX1VEC0GAC,COMMUNITY_WIFI,PPP,142610075,23167068,467.7,461.8,110316,59357,ON_HOLD,1407,82,CON5022329,10.4,0.799,1,487,1,
2021-02-28,INFD4BLJRQCN7,SAT_GATEWAY,PPP,107225834,16097078,281.6,12.0,161505,89997,IN_PROGRESS,267,302,CON4292667,77.7,0.054,1,2130,1,
2022-08-17,INF6KQGTWV3RB,LAST_MILE,PPP,98898445,11939791,1404.2,625.6,3311,1436,COMPLETED,1013,320,CON8819436,10.1,0.623,1,968,0,2021-02-05
2024-09-10,INFCF81Q8O06H,TOWER_UPGRADE,USOF,209454348,118599984,1325.9,868.4,2346,753,IN_PROGRESS,982,201,CON6959554,78.4,0.431,1,431,0,
2024-05-29,INF54777XN4GR,COMMUNITY_WIFI,PPP,212703323,118563787,400.7,20.6,113829,90825,IN_PROGRESS,1179,23,CON6246256,99.2,0.147,1,2475,1,
2023-08-28,INFUVU4TJI53Y,FIBER_BACKBONE,STATE_GRANT,87817970,21669356,1224.8,668.9,144383,91465,IN_PROGRESS,619,192,CON4948048,65.4,0.835,1,828,1,
2020-09-23,INF8AZHFVVIWF,TOWER_UPGRADE,PRIVATE_CAPEX,141958052,71861056,1167.1,571.4,157564,119425,COMPLETED,828,77,CON9928145,24.6,0.244,0,2258,1,2020-10-10
2023-01-13,INFMF5Y4T8V4F,COMMUNITY_WIFI,MDB_LOAN,13727013,1977922,1271.2,845.9,31584,9908,IN_PROGRESS,549,8,CON2659904,23.3,0.349,0,941,1,
2024-03-13,INFIIC7HQLGJG,COMMUNITY_WIFI,USOF,165808079,67877226,540.3,161.1,199176,54304,ON_HOLD,140,289,CON4990632,59.5,0.765,1,1445,0,
2020-09-22,INFXLEPLP3FXF,LAST_MILE,MDB_LOAN,123305331,11982154,498.5,425.8,101106,68441,ON_HOLD,959,354,CON7965342,65.8,0.921,1,2716,0,
2025-04-25,INF3A5ZRSB2W2,SAT_GATEWAY,PPP,246140970,95089821,869.0,191.8,141098,69155,ON_HOLD,1317,131,CON4960698,13.4,0.982,0,2582,0,
2020-05-24,INF023MO6T7NB,LAST_MILE,PRIVATE_CAPEX,151876035,94702653,1118.9,573.9,37472,25871,COMPLETED,177,344,CON4130568,61.6,0.842,0,371,1,2020-04-15
2019-11-10,INFEEWBE06L3U,SAT_GATEWAY,PPP,243796030,17774849,469.1,262.8,174458,32202,COMPLETED,206,123,CON0980925,48.7,0.78,1,1543,1,2023-12-25
2022-06-11,INF6LNU8DOO2E,FIBER_BACKBONE,STATE_GRANT,16438971,8016532,409.3,225.9,242421,145858,PLANNED,452,267,CON1695818,93.3,0.402,1,2549,0,
2024-05-14,INFMNTBTDRVDX,COMMUNITY_WIFI,PRIVATE_CAPEX,118829942,35953763,893.4,182.3,94160,15606,PLANNED,482,355,CON6778342,96.0,0.344,1,1591,0,
2024-08-27,INF2KLTA0D875,COMMUNITY_WIFI,PPP,105500814,31650303,1296.4,786.7,244957,70116,COMPLETED,1305,317,CON6667872,75.2,0.719,0,1204,1,2025-03-09
