civic_district_plan_id,civic_district_plan_effective_year,civic_district_district_number,civic_district_district_type_code,civic_district_population_total_ideal,civic_district_population_deviation_pct,civic_district_voting_age_population,civic_district_citizen_vap,civic_district_minority_vap_share_pct,civic_district_compactness_polsby_popper,civic_district_compactness_reock,civic_district_contiguity_flag,civic_district_split_count_county,civic_district_split_count_tract,civic_district_incumbent_residence_flag,civic_district_communities_of_interest_index,civic_district_partisan_lean_metric,civic_district_election_competitiveness_score,civic_district_public_comment_count,civic_district_litigation_risk_flag
PLAN2010-U5E51H,2010,57,PANCHAYAT_WARD,1169208,-3.99,754040,706587,18.11,0.4,0.187,1,2,5,0,17.7,-9.31,21.6,21,0
PLAN2016-9JOJWL,2016,83,PANCHAYAT_WARD,1170587,1.47,890181,850300,3.32,0.089,0.29,1,1,2,1,83.4,7.34,34.3,9,0
PLAN2016-S8K5IJ,2016,286,MUNICIPAL_WARD,752380,2.31,532481,523483,36.48,0.141,0.527,1,2,4,1,53.5,-1.07,35.1,20,0
PLAN2009-WE1GA6,2009,278,PANCHAYAT_WARD,440884,1.1,301027,279408,9.77,0.444,0.668,1,1,2,1,22.1,5.24,34.4,19,0
PLAN2012-RG1YD5,2012,292,MUNICIPAL_WARD,2129255,0.61,1395078,1298816,39.85,0.648,0.78,1,2,1,0,79.9,13.24,35.2,17,0
PLAN2019-WTG21H,2019,541,MUNICIPAL_WARD,1246277,6.2,958959,926907,30.22,0.124,0.297,1,1,3,1,15.4,8.7,55.2,19,0
PLAN2009-LTDKVU,2009,65,VIDHANSABHA,132888,-3.35,95260,91564,28.6,0.389,0.17,1,1,4,0,54.3,6.33,19.7,10,0
PLAN2025-LGOGFX,2025,480,MUNICIPAL_WARD,2167979,-2.3,1418514,1370145,43.82,0.382,0.306,1,1,5,0,30.8,-5.07,28.9,10,0
PLAN2017-89X22J,2017,131,MUNICIPAL_WARD,1679818,-5.47,1291855,1211935,33.44,0.201,0.432,1,5,3,1,20.5,3.35,9.8,18,0
PLAN2012-Q4KFMM,2012,122,MUNICIPAL_WARD,278643,1.28,181532,167718,41.61,0.341,0.456,1,1,3,1,58.5,7.98,72.8,22,0
PLAN2016-QPOP1O,2016,359,PANCHAYAT_WARD,329965,5.5,239645,232920,6.94,0.297,0.144,1,1,3,1,63.6,-14.2,78.7,13,0
PLAN2010-M291AZ,2010,134,VIDHANSABHA,2061757,-2.34,1424654,1354488,33.98,0.612,0.372,1,0,0,1,94.6,-13.46,35.8,20,0
PLAN2019-XJ3APN,2019,126,VIDHANSABHA,1151267,6.08,749292,713157,17.04,0.173,0.326,1,1,5,1,93.4,-12.67,78.9,12,0
PLAN2014-2WPJCF,2014,47,PANCHAYAT_WARD,745797,-1.08,488540,467613,4.01,0.495,0.466,1,0,3,0,46.6,-14.37,84.7,24,0
PLAN2025-7V882O,2025,532,PANCHAYAT_WARD,428245,1.76,298084,290364,4.9,0.257,0.492,1,0,1,1,38.1,2.03,45.0,17,0
PLAN2023-I9VCCM,2023,165,MUNICIPAL_WARD,626514,3.6,403684,382749,4.98,0.119,0.157,1,1,0,1,27.6,6.68,0.7,15,0
PLAN2024-PKQ5C9,2024,527,PANCHAYAT_WARD,1965583,-1.41,1375712,1355044,44.72,0.062,0.446,1,0,5,0,32.4,11.39,89.8,12,0
PLAN2010-35VUUP,2010,513,MUNICIPAL_WARD,490191,-3.74,348860,325923,26.1,0.269,0.354,1,0,4,1,78.7,10.82,56.4,18,0
PLAN2010-U1JTKA,2010,475,LOKSABHA,2162318,-1.83,1574518,1539924,9.04,0.641,0.72,1,3,2,1,15.7,-13.62,79.2,17,0
PLAN2008-5Z08N1,2008,383,VIDHANSABHA,1945938,-3.18,1384655,1341045,20.88,0.52,0.748,1,0,5,1,64.6,-4.72,96.9,16,0
PLAN2017-GQQLYZ,2017,389,MUNICIPAL_WARD,728233,-0.75,520089,512844,9.17,0.567,0.365,1,2,1,1,63.6,1.68,93.8,26,0
PLAN2017-V7FXP3,2017,234,LOKSABHA,1801272,-2.39,1169756,1115884,11.55,0.373,0.562,1,1,2,1,46.9,-4.98,62.4,24,0
PLAN2012-3C9NU9,2012,352,MUNICIPAL_WARD,985569,-3.96,665756,614827,32.48,0.496,0.42,1,1,3,0,54.1,-12.82,67.7,18,0
PLAN2008-2RUW0U,2008,144,LOKSABHA,2385885,5.75,1562386,1445868,35.38,0.495,0.373,1,1,2,1,17.3,14.88,31.4,27,1
PLAN2012-T24D7V,2012,404,VIDHANSABHA,1351808,-3.55,955328,888657,17.06,0.524,0.11,1,3,3,1,83.7,-1.89,70.4,25,0
PLAN2010-11PJQ5,2010,102,VIDHANSABHA,424735,-6.07,331220,307679,35.56,0.571,0.315,1,3,0,0,22.1,5.15,80.2,21,1
PLAN2011-XCXMSY,2011,139,PANCHAYAT_WARD,2281707,0.34,1555882,1521754,40.57,0.63,0.673,1,1,3,0,68.5,-4.94,68.3,29,0
PLAN2015-6OKWOA,2015,27,MUNICIPAL_WARD,1729934,-2.99,1246948,1195035,24.36,0.53,0.203,1,1,2,0,32.5,6.69,32.7,11,0
PLAN2021-PJIYLQ,2021,182,VIDHANSABHA,116920,5.33,72766,67491,30.1,0.113,0.414,1,3,3,0,63.2,-4.76,39.8,14,0
PLAN2012-1UM55F,2012,511,VIDHANSABHA,1542046,-3.8,1098511,1021008,41.67,0.189,0.556,1,1,3,1,10.5,-14.22,79.4,14,0
PLAN2012-HGAV42,2012,399,MUNICIPAL_WARD,1583093,1.06,1216621,1175890,17.82,0.264,0.156,1,1,2,1,72.1,0.17,96.8,18,0
PLAN2013-8LLIHK,2013,474,PANCHAYAT_WARD,340757,3.67,253461,233957,37.51,0.223,0.689,1,1,7,1,84.6,3.63,98.9,15,0
PLAN2012-9I71A5,2012,106,PANCHAYAT_WARD,573938,-0.03,364789,336533,23.15,0.582,0.386,1,1,0,0,49.3,5.3,61.4,20,0
PLAN2008-E8A54H,2008,307,LOKSABHA,727632,-0.55,527670,519772,8.3,0.319,0.477,1,6,3,0,58.9,10.54,43.1,21,0
PLAN2012-QOHN3D,2012,302,VIDHANSABHA,1195202,-5.29,852829,791457,26.64,0.628,0.14,1,1,1,0,68.3,9.86,64.6,23,0
PLAN2023-SUSFH7,2023,379,MUNICIPAL_WARD,1197216,-4.03,831391,793954,29.12,0.314,0.327,0,0,2,0,79.9,5.5,34.3,14,1
PLAN2018-0LG92M,2018,216,MUNICIPAL_WARD,813279,3.22,510488,473863,17.53,0.384,0.527,1,2,3,1,39.8,9.24,54.5,12,0
PLAN2012-S8ANP8,2012,39,LOKSABHA,371826,6.21,272301,254188,5.44,0.377,0.365,0,1,1,0,22.3,11.58,53.3,18,0
PLAN2008-M84P4K,2008,301,LOKSABHA,1813830,3.93,1140840,1062098,40.49,0.115,0.272,0,1,1,0,41.6,1.1,29.5,21,0
PLAN2009-X35A80,2009,388,MUNICIPAL_WARD,197652,-3.6,148539,139237,25.79,0.126,0.502,1,0,1,0,61.1,6.55,54.7,21,0
PLAN2025-B4GASF,2025,388,PANCHAYAT_WARD,503435,6.31,342823,331031,32.23,0.317,0.257,1,2,3,1,45.8,-12.01,9.6,14,0
PLAN2009-1C25XN,2009,399,PANCHAYAT_WARD,1343553,1.89,945668,884234,40.09,0.215,0.277,1,0,3,1,35.3,9.45,53.4,12,0
PLAN2016-3PGSF3,2016,455,VIDHANSABHA,1889093,0.33,1465130,1410560,15.45,0.325,0.573,1,2,3,0,19.8,13.83,39.1,16,0
PLAN2025-N72BHO,2025,275,MUNICIPAL_WARD,2392380,-4.1,1586225,1488279,33.54,0.325,0.531,1,0,3,1,29.4,13.91,40.0,21,0
PLAN2023-6JL2L5,2023,260,LOKSABHA,143856,-4.17,101147,93486,5.47,0.418,0.436,1,1,4,0,70.8,7.22,48.3,14,0
PLAN2023-0FOT10,2023,405,VIDHANSABHA,2336749,-1.5,1497686,1464170,43.47,0.445,0.666,1,0,5,1,69.3,-9.42,27.9,13,0
PLAN2014-FA6D9E,2014,47,PANCHAYAT_WARD,1874452,-3.04,1404798,1384682,44.83,0.074,0.498,1,3,2,1,69.5,-9.48,81.8,18,0
PLAN2023-QO6P43,2023,342,LOKSABHA,639566,-4.07,461968,445838,11.58,0.092,0.217,1,0,4,1,75.7,8.64,14.1,15,0
PLAN2018-LQ6EXN,2018,66,LOKSABHA,1102639,-0.67,701710,647652,5.63,0.313,0.264,1,1,3,0,16.0,-5.35,20.0,15,1
PLAN2020-R04HHE,2020,335,VIDHANSABHA,2146159,3.28,1492338,1435771,15.84,0.052,0.348,1,3,2,1,41.1,-13.98,53.2,19,1
PLAN2022-ICDO5D,2022,255,VIDHANSABHA,1276903,-0.01,888364,869191,8.8,0.345,0.647,1,0,5,0,72.5,13.26,88.5,13,1
PLAN2016-J0KZQV,2016,364,MUNICIPAL_WARD,1715578,1.85,1226240,1213000,31.76,0.502,0.157,1,1,3,1,29.2,10.08,7.8,19,0
PLAN2020-1EPXU7,2020,222,LOKSABHA,2180509,-6.23,1368109,1348983,25.34,0.29,0.388,1,1,3,1,41.0,-0.86,4.5,13,0
PLAN2013-02W29A,2013,197,LOKSABHA,1146785,0.68,803490,775802,33.95,0.528,0.204,0,3,2,0,87.0,-8.63,23.3,18,0
PLAN2016-4IOAR4,2016,380,VIDHANSABHA,1762796,-2.13,1158654,1104123,36.62,0.543,0.225,1,1,4,1,74.6,9.87,75.3,19,0
PLAN2016-W3UQHW,2016,147,PANCHAYAT_WARD,1903871,0.75,1372885,1286083,5.42,0.504,0.147,1,2,2,1,43.1,-11.13,38.7,17,0
PLAN2009-EK17M6,2009,388,MUNICIPAL_WARD,1269518,-5.96,799264,786638,16.9,0.166,0.186,1,2,3,1,60.8,3.97,52.0,15,0
PLAN2017-M51QD4,2017,401,MUNICIPAL_WARD,550274,2.19,402828,379577,40.49,0.068,0.232,1,1,2,1,57.4,14.76,86.0,14,0
PLAN2023-CNX8EI,2023,421,PANCHAYAT_WARD,1459866,0.58,1038566,979927,42.07,0.478,0.749,1,2,3,0,66.5,4.79,34.7,17,0
PLAN2009-3EZEMQ,2009,518,LOKSABHA,274397,4.24,203303,190208,8.72,0.158,0.165,1,1,2,0,47.4,-14.4,32.4,21,0
PLAN2017-88G35S,2017,421,VIDHANSABHA,1299803,3.71,885715,848409,12.7,0.397,0.611,1,1,2,0,35.7,3.32,47.7,20,1
PLAN2021-4HA0MV,2021,38,VIDHANSABHA,1599265,-3.91,1062331,1022168,8.85,0.16,0.738,1,0,5,1,35.2,4.23,32.3,18,0
PLAN2008-UTBTTY,2008,157,VIDHANSABHA,193834,3.48,134036,127631,14.92,0.221,0.126,1,1,1,1,53.9,1.71,5.4,18,0
PLAN2014-NDFWW4,2014,429,VIDHANSABHA,433949,-1.16,286658,273377,22.78,0.644,0.348,1,3,3,1,64.1,-5.98,64.6,20,0
PLAN2008-T8PHB8,2008,430,PANCHAYAT_WARD,783961,2.57,543081,513112,44.4,0.351,0.386,1,0,4,0,46.8,0.34,43.7,32,0
PLAN2010-K686QE,2010,340,MUNICIPAL_WARD,1020320,5.99,758039,715950,44.06,0.231,0.504,1,0,3,1,28.8,-13.96,3.9,17,0
PLAN2009-AJUL7W,2009,276,LOKSABHA,2397212,1.5,1821018,1722206,36.62,0.419,0.531,0,2,3,1,29.8,-1.46,52.6,16,0
PLAN2018-COF313,2018,223,VIDHANSABHA,516877,2.73,335033,324285,3.65,0.429,0.683,1,0,3,0,33.0,8.98,69.2,19,1
PLAN2012-OFPVIM,2012,111,VIDHANSABHA,476405,1.88,296392,286279,33.22,0.642,0.511,1,1,2,1,29.9,1.14,28.1,12,0
PLAN2017-8J6E07,2017,109,VIDHANSABHA,647162,-2.33,490227,482249,25.48,0.344,0.507,1,2,2,0,76.4,-6.99,70.5,26,0
PLAN2014-HFJLWS,2014,455,LOKSABHA,1586860,-3.4,1009440,950155,31.4,0.127,0.325,1,1,4,1,52.4,-12.59,34.5,14,0
PLAN2009-1VIP3T,2009,459,PANCHAYAT_WARD,442508,-4.64,319186,295063,4.55,0.43,0.501,1,2,1,1,66.9,10.42,57.7,21,0
PLAN2015-F51Z58,2015,423,LOKSABHA,1408636,-2.42,922693,863472,23.3,0.565,0.251,1,2,6,0,12.5,-4.12,48.2,22,0
PLAN2010-N6EQV5,2010,357,PANCHAYAT_WARD,827061,5.1,592636,566089,40.12,0.229,0.256,1,0,1,0,56.9,6.24,53.7,10,0
PLAN2023-1ID9VV,2023,281,MUNICIPAL_WARD,2186804,-5.63,1497856,1409847,13.95,0.177,0.322,1,3,1,1,85.1,-8.07,13.9,23,0
PLAN2011-I4RZPC,2011,89,LOKSABHA,1742098,-1.02,1118071,1030862,40.47,0.33,0.494,1,1,4,1,57.0,-6.12,74.6,19,0
PLAN2025-5K0JJS,2025,343,PANCHAYAT_WARD,944763,5.76,643855,618348,22.0,0.634,0.615,0,0,3,1,47.0,2.47,91.6,14,0
PLAN2019-YJMAZR,2019,140,PANCHAYAT_WARD,1637938,1.73,1103067,1029055,18.96,0.409,0.544,1,1,5,1,76.6,4.13,18.6,17,0
PLAN2015-HPJ93R,2015,25,PANCHAYAT_WARD,1845639,2.25,1282490,1220410,36.67,0.504,0.396,1,0,1,1,74.2,5.51,21.4,21,0
PLAN2023-V5YBD4,2023,454,LOKSABHA,525202,4.05,398003,366934,31.95,0.296,0.446,1,0,3,1,73.1,-7.3,96.7,20,0
PLAN2021-UE1MY6,2021,10,PANCHAYAT_WARD,770918,4.19,598512,559879,12.85,0.48,0.765,1,1,2,1,52.6,-13.34,8.2,12,1
PLAN2022-3ZBXPQ,2022,3,LOKSABHA,782390,-0.24,492938,465443,9.61,0.182,0.237,1,0,5,0,45.3,5.62,53.0,20,0
PLAN2015-73W1YA,2015,274,VIDHANSABHA,1700113,-5.65,1320467,1279868,32.12,0.064,0.436,1,0,1,1,13.7,0.58,10.8,17,1
PLAN2013-A8D720,2013,197,MUNICIPAL_WARD,1669806,-2.35,1084412,1073199,4.36,0.375,0.526,1,1,5,1,33.8,-11.76,47.4,8,0
PLAN2017-MYM8J2,2017,249,MUNICIPAL_WARD,2275985,0.54,1495801,1430471,30.26,0.053,0.792,1,2,1,1,48.2,-0.87,36.0,17,0
PLAN2018-Q9J2H1,2018,262,MUNICIPAL_WARD,1783214,-0.08,1149642,1118673,27.41,0.177,0.705,1,0,4,0,60.5,-11.93,80.8,20,0
PLAN2025-012GRD,2025,98,MUNICIPAL_WARD,2180141,-0.88,1558718,1454310,13.27,0.379,0.588,1,1,1,1,10.3,2.8,3.1,26,0
PLAN2011-W04I3D,2011,245,LOKSABHA,832978,-0.79,629113,581491,24.24,0.288,0.282,1,1,2,1,40.9,-14.55,85.1,15,0
PLAN2018-XLRGNJ,2018,195,PANCHAYAT_WARD,1059478,3.63,690037,680985,42.86,0.269,0.203,1,3,3,1,22.0,3.26,69.4,17,0
PLAN2023-M3618L,2023,371,LOKSABHA,2165450,4.91,1469496,1423492,40.82,0.152,0.527,1,0,4,1,51.6,4.31,3.5,16,0
PLAN2011-GLSXKU,2011,511,VIDHANSABHA,2127018,-4.3,1630942,1608558,26.91,0.337,0.631,1,0,3,1,39.8,11.57,34.0,34,0
PLAN2023-OZHDV5,2023,380,PANCHAYAT_WARD,2108050,-4.44,1545523,1477869,15.15,0.461,0.413,1,2,0,0,13.8,-13.1,6.7,18,0
PLAN2017-4FMMEN,2017,405,MUNICIPAL_WARD,1170024,-4.72,842995,776056,36.25,0.075,0.775,1,1,4,1,49.6,10.36,95.2,22,0
PLAN2019-W8LI3I,2019,91,VIDHANSABHA,2392758,0.33,1745566,1721353,40.37,0.396,0.248,1,1,5,1,75.4,1.83,44.3,11,1
PLAN2016-YJR39I,2016,403,VIDHANSABHA,117649,-1.59,77201,73609,9.45,0.278,0.613,1,0,4,1,16.3,8.99,85.7,19,0
PLAN2014-P3FK84,2014,533,PANCHAYAT_WARD,931334,0.08,701768,670643,12.13,0.462,0.709,1,0,4,1,13.6,-4.76,78.5,19,0
PLAN2022-4OTUO4,2022,17,PANCHAYAT_WARD,1215787,2.69,762701,731971,30.09,0.554,0.327,1,0,3,0,27.9,0.58,15.4,13,0
PLAN2012-W590Z9,2012,169,MUNICIPAL_WARD,1904871,-1.77,1453733,1405670,21.37,0.574,0.573,1,2,4,1,53.2,4.08,40.5,20,0
PLAN2021-PN7ITC,2021,188,VIDHANSABHA,1242929,3.65,922723,906451,37.94,0.481,0.624,1,1,3,0,28.4,12.59,12.7,24,0
PLAN2008-L3Z2UD,2008,4,PANCHAYAT_WARD,1214730,-0.52,857514,845506,10.5,0.552,0.77,1,0,2,1,26.1,12.12,59.0,25,0
PLAN2014-TD3IMZ,2014,102,VIDHANSABHA,629799,5.62,449469,432835,39.56,0.458,0.797,1,2,2,1,27.3,-8.84,4.2,25,0
PLAN2025-QUBWRP,2025,90,VIDHANSABHA,184109,0.17,132725,126111,43.86,0.289,0.25,1,0,2,0,55.2,-1.32,7.3,17,0
PLAN2016-AQX6RZ,2016,88,LOKSABHA,1286637,-0.51,815647,757572,7.81,0.275,0.211,1,3,2,1,57.1,1.48,15.9,22,0
PLAN2009-YCZU80,2009,133,PANCHAYAT_WARD,1778599,-2.92,1237062,1211272,36.56,0.141,0.424,1,1,2,0,81.5,-14.4,20.2,28,0
PLAN2018-P1EOXL,2018,421,MUNICIPAL_WARD,1686418,0.85,1136937,1062613,44.94,0.255,0.549,1,3,4,0,75.3,-7.47,79.7,13,0
PLAN2017-LU58FT,2017,174,MUNICIPAL_WARD,2138839,-1.88,1667798,1620771,42.67,0.199,0.628,1,1,2,1,68.0,4.57,70.0,19,0
PLAN2018-58B1V1,2018,63,LOKSABHA,597618,4.44,386264,369802,32.09,0.433,0.533,1,2,6,1,59.5,-5.32,72.3,21,0
PLAN2013-WT00IV,2013,235,VIDHANSABHA,321308,-6.09,223267,209377,39.75,0.298,0.589,1,1,4,1,56.0,-1.5,49.9,24,0
PLAN2023-4B70LD,2023,508,PANCHAYAT_WARD,1777144,-3.72,1281441,1196581,19.4,0.47,0.367,1,1,1,1,46.3,-9.47,5.2,23,1
PLAN2022-U8NOZE,2022,180,MUNICIPAL_WARD,289448,-4.08,197025,192095,43.46,0.41,0.532,1,0,3,0,15.4,-0.42,30.0,17,0
PLAN2016-GLGPJD,2016,255,MUNICIPAL_WARD,823208,3.66,614158,602244,13.75,0.306,0.713,1,0,7,1,78.0,-14.19,94.3,24,0
PLAN2014-OI9WM1,2014,187,MUNICIPAL_WARD,514636,2.23,385295,377157,13.68,0.393,0.118,1,0,2,1,27.0,-3.17,56.7,16,0
PLAN2018-AV9CNG,2018,55,LOKSABHA,1851448,-3.01,1340921,1239139,4.32,0.295,0.439,0,2,2,1,68.0,8.39,72.1,12,1
PLAN2024-ANA6U4,2024,445,VIDHANSABHA,629784,-5.92,440511,421347,36.96,0.627,0.303,1,1,2,0,31.3,-5.4,91.1,11,0
PLAN2018-GWGHM5,2018,158,VIDHANSABHA,271280,1.99,181212,167761,8.34,0.55,0.185,1,0,0,1,77.9,14.77,93.6,8,0
PLAN2010-VU6Z5G,2010,4,VIDHANSABHA,1033067,2.07,689751,662669,5.14,0.338,0.365,1,0,5,1,38.1,-6.7,37.1,19,1
PLAN2010-3QW752,2010,290,LOKSABHA,742056,0.82,495435,488400,7.56,0.55,0.398,1,2,1,1,86.1,10.31,91.5,17,0
PLAN2017-3LKMGS,2017,230,LOKSABHA,1409724,1.87,940747,909725,26.91,0.483,0.519,1,2,2,0,44.0,-12.56,49.7,15,0
PLAN2019-RV9777,2019,513,PANCHAYAT_WARD,2201649,-5.73,1613690,1504402,22.45,0.135,0.523,1,3,1,1,31.2,-6.48,22.6,21,0
PLAN2020-27YCIF,2020,206,PANCHAYAT_WARD,1254586,-5.7,915802,864018,23.53,0.519,0.504,1,1,1,0,14.5,-6.87,27.8,16,0
PLAN2010-GOM673,2010,116,LOKSABHA,1474318,1.77,1021900,995128,13.43,0.459,0.191,0,0,3,1,19.6,13.96,35.3,18,0
PLAN2017-4DX6UZ,2017,250,PANCHAYAT_WARD,1847186,-2.01,1395969,1375559,37.75,0.109,0.303,1,1,4,1,67.1,4.62,90.6,23,0
PLAN2016-1XKE1K,2016,107,PANCHAYAT_WARD,428991,5.08,272899,252222,15.25,0.066,0.579,1,0,5,1,26.0,-0.35,36.1,14,0
PLAN2014-ONRRLR,2014,281,PANCHAYAT_WARD,374754,-5.23,260219,249525,33.38,0.264,0.116,0,1,3,1,84.4,14.52,76.7,14,0
PLAN2009-L911ZS,2009,336,LOKSABHA,535589,1.95,380898,352273,26.62,0.284,0.11,1,0,3,1,34.7,-1.99,8.3,13,0
PLAN2016-GD60UG,2016,111,MUNICIPAL_WARD,1658610,-2.05,1258336,1242734,37.86,0.127,0.699,1,0,1,0,12.2,14.63,83.2,21,0
PLAN2022-0TBKG8,2022,539,LOKSABHA,1748522,3.38,1135755,1062524,5.02,0.448,0.75,1,3,4,0,72.2,-11.46,78.7,21,0
PLAN2015-3YPS4S,2015,304,LOKSABHA,318156,-2.73,197349,191025,30.32,0.64,0.603,1,2,1,1,39.8,-4.83,71.6,16,0
PLAN2009-6D86ZC,2009,372,VIDHANSABHA,1491577,0.72,1149755,1133429,10.31,0.358,0.105,1,2,4,0,87.9,11.85,95.0,17,0
PLAN2014-RUWBN6,2014,328,LOKSABHA,1634649,1.41,1146731,1067422,7.55,0.615,0.457,1,1,2,0,19.5,-0.7,16.3,24,0
PLAN2016-7AI339,2016,199,PANCHAYAT_WARD,190600,5.35,133578,124525,25.4,0.061,0.127,1,1,4,0,82.8,-12.67,81.8,17,0
PLAN2025-3N4BFI,2025,456,MUNICIPAL_WARD,966168,0.22,722707,673708,16.48,0.363,0.637,1,0,7,1,55.7,-14.38,57.3,10,0
PLAN2012-5PU5WH,2012,194,MUNICIPAL_WARD,1855704,6.39,1289445,1256247,9.64,0.416,0.367,1,2,1,1,52.6,-2.48,33.7,19,0
PLAN2015-OA3N4G,2015,238,PANCHAYAT_WARD,1982899,-5.89,1481765,1405817,44.01,0.548,0.111,1,0,2,0,46.0,4.28,26.4,18,0
PLAN2016-JAYB1E,2016,147,VIDHANSABHA,413227,3.39,310033,296247,20.2,0.24,0.123,1,1,3,0,48.3,1.0,81.1,17,0
PLAN2023-CEF2CT,2023,258,VIDHANSABHA,2367875,0.54,1796290,1678045,22.68,0.349,0.752,1,1,5,1,70.5,8.53,94.5,14,0
PLAN2016-7JY7OT,2016,157,MUNICIPAL_WARD,910455,2.59,573989,529341,38.28,0.137,0.277,1,1,0,1,70.6,1.95,80.9,22,0
PLAN2014-4J1O5H,2014,247,LOKSABHA,1870993,2.09,1185568,1158711,29.76,0.246,0.258,1,2,6,1,93.0,13.33,96.6,15,0
PLAN2018-TRE9QD,2018,284,VIDHANSABHA,331164,4.73,217084,206514,18.9,0.509,0.323,1,1,5,1,84.5,-0.14,84.7,23,0
PLAN2020-BNDYCP,2020,323,MUNICIPAL_WARD,1609124,4.85,1070766,1053959,28.84,0.437,0.721,1,1,1,1,39.3,-3.3,23.5,21,1
PLAN2015-PFVB71,2015,494,VIDHANSABHA,1858838,-4.35,1334397,1236515,43.66,0.596,0.59,1,1,2,1,85.2,-1.51,95.7,11,0
PLAN2014-10BAF4,2014,353,MUNICIPAL_WARD,462269,3.56,307499,292249,37.33,0.151,0.763,1,1,4,0,29.4,-13.83,44.6,12,0
PLAN2008-7MHXOF,2008,7,MUNICIPAL_WARD,2214532,6.01,1634105,1607337,7.73,0.123,0.208,1,1,3,0,38.8,-6.6,53.2,21,0
PLAN2018-SIWMZA,2018,358,PANCHAYAT_WARD,1239689,2.07,886755,826908,32.16,0.533,0.227,1,1,2,1,53.3,-0.12,31.2,15,0
PLAN2014-CITUF8,2014,502,LOKSABHA,2261089,2.05,1448598,1359419,4.9,0.566,0.68,1,2,3,0,87.0,12.19,22.7,28,0
PLAN2016-ECSAZ0,2016,287,MUNICIPAL_WARD,454896,1.31,329976,320047,14.81,0.342,0.36,0,3,3,1,34.0,1.48,52.4,22,0
PLAN2017-NFDINU,2017,427,PANCHAYAT_WARD,498467,6.0,336177,323587,42.54,0.178,0.7,1,2,2,1,27.9,1.94,10.5,13,0
PLAN2019-1EIWUC,2019,338,PANCHAYAT_WARD,582839,-3.88,425852,403287,42.61,0.1,0.128,1,4,3,1,25.2,11.79,65.6,18,0
PLAN2009-7XKWQ0,2009,467,PANCHAYAT_WARD,1280191,-4.09,810338,774319,31.44,0.61,0.626,1,3,3,1,79.2,4.6,1.8,21,0
PLAN2012-WM9Q7F,2012,29,MUNICIPAL_WARD,994167,5.9,696717,687498,25.47,0.15,0.268,1,1,9,1,44.7,-3.05,78.2,14,0
PLAN2013-IK08NJ,2013,117,VIDHANSABHA,1415350,-4.84,965208,950786,38.46,0.079,0.459,1,0,3,1,87.0,12.42,91.7,14,0
PLAN2023-NA2FQZ,2023,356,VIDHANSABHA,1591307,1.38,1194571,1132186,34.23,0.526,0.144,1,2,1,0,30.8,-3.88,17.7,13,0
PLAN2016-9EWHO5,2016,415,PANCHAYAT_WARD,435437,-2.9,276018,272913,22.23,0.286,0.239,1,1,2,1,15.1,0.54,39.9,15,0
PLAN2008-0PNNLO,2008,404,VIDHANSABHA,1035424,3.71,746984,714745,35.64,0.36,0.782,1,1,2,1,86.2,-7.33,36.2,21,0
PLAN2010-IZU802,2010,43,MUNICIPAL_WARD,343050,-3.49,254488,250758,33.99,0.367,0.765,1,1,2,0,89.8,7.26,69.2,17,0
PLAN2008-6T1OXH,2008,362,VIDHANSABHA,1765314,-6.31,1282915,1226095,19.05,0.259,0.423,1,0,1,1,70.7,-14.72,28.9,13,0
PLAN2013-QTQ685,2013,319,PANCHAYAT_WARD,2383952,5.1,1534360,1424024,44.99,0.546,0.588,1,3,1,0,76.6,-14.12,4.9,18,0
PLAN2015-BHTFNS,2015,42,VIDHANSABHA,435423,4.77,289564,278751,26.93,0.17,0.121,1,1,1,1,44.8,1.55,75.2,19,0
PLAN2024-7AHUG9,2024,340,VIDHANSABHA,1231482,-3.22,890443,874183,30.55,0.513,0.686,1,1,1,1,17.5,9.2,96.3,15,0
PLAN2023-XU2FLI,2023,411,VIDHANSABHA,475255,3.11,347762,333815,42.67,0.623,0.703,1,0,5,1,63.8,8.74,37.1,19,0
PLAN2018-1RV1TW,2018,196,LOKSABHA,1932521,4.72,1466143,1377733,39.95,0.497,0.438,1,1,2,1,61.8,14.76,14.1,12,0
PLAN2018-Y2DA5B,2018,540,LOKSABHA,2274363,-0.22,1632560,1554300,16.44,0.519,0.698,1,2,2,1,94.1,7.6,89.5,17,0
PLAN2019-L6HFH4,2019,443,MUNICIPAL_WARD,640466,1.95,440588,422711,16.47,0.102,0.402,1,2,5,1,77.1,-6.6,11.7,18,0
PLAN2019-WL6QMG,2019,232,MUNICIPAL_WARD,1604429,4.84,1083793,1038609,5.8,0.218,0.256,1,0,2,0,34.8,-12.89,36.2,9,0
PLAN2011-DU6FOT,2011,55,PANCHAYAT_WARD,1214928,2.16,791028,756763,35.25,0.283,0.78,1,2,5,0,33.6,10.41,31.8,13,0
PLAN2020-FTQ9Y6,2020,185,LOKSABHA,1099228,5.2,830766,789693,32.67,0.175,0.195,0,0,4,0,93.7,9.53,52.4,14,0
PLAN2017-XFQ1EN,2017,366,PANCHAYAT_WARD,1314115,4.98,921122,880778,33.26,0.577,0.522,1,0,5,1,16.9,-13.96,84.2,22,0
PLAN2024-R1V9NP,2024,172,VIDHANSABHA,2002090,6.1,1441261,1418762,41.07,0.442,0.54,1,0,3,0,18.7,4.73,56.5,18,0
PLAN2015-QARYMM,2015,382,LOKSABHA,2136967,-1.42,1349594,1265901,43.53,0.164,0.173,1,1,5,0,41.8,5.38,28.6,14,0
