safe_emergency_reference_month,safe_emergency_country_iso2,safe_emergency_region_nuts_code,safe_emergency_call_type_code,safe_emergency_calls_received_count,safe_emergency_calls_answered_within_10s_pct,safe_emergency_dispatch_time_seconds_median,safe_emergency_response_time_minutes_median,safe_emergency_incident_location_type_code,safe_emergency_ambulance_dispatch_count,safe_emergency_fire_dispatch_count,safe_emergency_police_dispatch_count,safe_emergency_cross_border_assistance_flag,safe_emergency_major_incident_flag,safe_emergency_critical_care_transfers_count,safe_emergency_air_ambulance_missions_count,safe_emergency_emergency_alert_system_used_flag,safe_emergency_data_source,safe_emergency_data_quality_flag,safe_emergency_data_extract_date
2017-03,SK,PL69,TRAFFIC_ACCIDENT,443385,70.72,225.71,22.9,SUBURBAN,160414,49976,155169,0,0,1016,3,0,FIRE_SERVICE_REPORT,1,2026-02-08
2017-04,HR,NL950,MEDICAL,1064996,96.84,270.74,20.06,URBAN,327995,125431,63152,0,0,1493,148,0,POLICE_DISPATCH_SYSTEM,1,2025-04-30
2017-05,DE,EE101,RESCUE,787830,82.04,85.7,11.69,INDUSTRIAL_ZONE,247834,134659,94479,0,0,829,209,0,112_PUBLIC_SAFETY_ANSWERING_POINT,0,2025-01-02
2017-06,LU,LU20,FIRE,510094,89.08,201.55,39.86,MOUNTAIN,105752,147353,74486,0,0,3000,464,0,NATIONAL_EMS_ADMIN,1,2025-02-26
2017-07,SI,BE850,PUBLIC_ORDER,702294,66.37,462.19,22.32,COASTAL,108707,74402,258514,0,0,1321,131,0,FIRE_SERVICE_REPORT,1,2024-03-12
2017-08,CY,SE76,POLICE,708957,69.09,225.09,28.64,MOTORWAY,50055,37892,214878,0,0,1985,232,0,POLICE_DISPATCH_SYSTEM,1,2025-07-31
2017-09,GR,LT431,OTHER,299068,60.27,248.11,11.87,RURAL,18462,9566,24324,1,0,1795,273,0,112_PUBLIC_SAFETY_ANSWERING_POINT,0,2025-05-11
2017-10,MT,EE64,TRAFFIC_ACCIDENT,979241,75.87,61.01,16.78,SUBURBAN,360935,365182,129805,0,0,1386,125,0,NATIONAL_EMS_ADMIN,1,2026-02-24
2017-11,ES,SI44,MEDICAL,753444,78.09,272.32,21.59,URBAN,224165,48811,113774,0,0,7085,59,0,FIRE_SERVICE_REPORT,1,2025-12-17
2017-12,CZ,DK198,RESCUE,384483,71.58,148.63,33.02,INDUSTRIAL_ZONE,182896,146585,21199,0,0,2674,197,0,POLICE_DISPATCH_SYSTEM,1,2024-09-05
2018-01,HU,LU529,FIRE,767747,69.46,174.78,9.71,MOUNTAIN,134510,182082,85835,0,0,729,485,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-04-17
2018-02,NL,MT196,PUBLIC_ORDER,568784,90.41,324.29,23.3,COASTAL,86642,65601,197189,1,0,1386,64,0,NATIONAL_EMS_ADMIN,1,2026-01-09
2018-03,SE,GR30,POLICE,964629,67.34,207.13,26.64,MOTORWAY,170490,111607,373809,0,0,2502,111,0,FIRE_SERVICE_REPORT,1,2024-10-04
2018-04,DK,CZ17,OTHER,645545,68.48,278.54,30.09,RURAL,138526,74491,48839,0,0,327,85,0,POLICE_DISPATCH_SYSTEM,1,2026-01-18
2018-05,IE,EE55,TRAFFIC_ACCIDENT,445029,76.86,229.43,8.05,SUBURBAN,218181,66180,120775,0,0,2964,172,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-08-03
2018-06,PL,AT236,MEDICAL,508758,79.68,52.34,10.02,URBAN,126147,36350,89473,0,0,2020,88,0,NATIONAL_EMS_ADMIN,1,2026-01-16
2018-07,AT,CY16,RESCUE,231167,74.4,60.97,41.86,INDUSTRIAL_ZONE,81253,38427,11102,0,0,118,110,0,FIRE_SERVICE_REPORT,1,2025-08-19
2018-08,EE,LU4,FIRE,536610,60.86,387.46,12.26,MOUNTAIN,34588,203071,26835,0,0,474,202,0,POLICE_DISPATCH_SYSTEM,1,2024-01-01
2018-09,IT,EE91,PUBLIC_ORDER,1132261,90.22,163.36,22.29,COASTAL,80104,108042,198882,0,1,380,368,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-12-31
2018-10,PT,DK1,POLICE,529784,87.58,56.02,20.9,MOTORWAY,33733,16596,225233,0,0,3013,90,0,NATIONAL_EMS_ADMIN,1,2025-03-04
2018-11,BE,SI45,OTHER,985158,83.28,322.52,6.55,RURAL,65470,29709,168145,0,0,117,113,0,FIRE_SERVICE_REPORT,1,2025-11-26
2018-12,FI,AT239,TRAFFIC_ACCIDENT,647678,60.7,435.81,32.22,SUBURBAN,182503,60181,134700,0,0,3272,206,0,POLICE_DISPATCH_SYSTEM,1,2025-03-31
2019-01,LV,DK28,MEDICAL,478811,66.07,116.14,32.84,URBAN,229039,28751,58969,1,0,6065,105,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2026-02-23
2019-02,RO,BE857,RESCUE,351831,97.07,327.53,32.54,INDUSTRIAL_ZONE,169145,86660,58407,1,0,1812,134,0,NATIONAL_EMS_ADMIN,1,2024-10-22
2019-03,BG,EE45,FIRE,221326,83.98,80.4,31.03,MOUNTAIN,28956,65937,35084,0,0,2632,64,0,FIRE_SERVICE_REPORT,1,2025-08-12
2019-04,FR,FR854,PUBLIC_ORDER,948501,82.3,53.79,10.39,COASTAL,176638,102017,153371,0,0,2243,376,0,POLICE_DISPATCH_SYSTEM,1,2024-06-02
2019-05,LT,BG530,POLICE,642990,86.27,353.03,17.53,MOTORWAY,77326,74675,240855,0,0,1915,220,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-05-22
2019-06,SK,LV7,OTHER,771152,80.9,86.82,19.68,RURAL,127325,85272,53703,1,0,570,213,0,NATIONAL_EMS_ADMIN,1,2025-06-05
2019-07,HR,PT213,TRAFFIC_ACCIDENT,299532,90.54,78.25,42.96,SUBURBAN,148515,93547,37836,0,0,1573,179,0,FIRE_SERVICE_REPORT,1,2025-02-26
2019-08,DE,NL50,MEDICAL,610035,65.82,367.15,9.48,URBAN,294310,18613,53856,0,0,6794,54,0,POLICE_DISPATCH_SYSTEM,1,2024-11-12
2019-09,LU,LV333,RESCUE,243896,94.71,338.35,28.89,INDUSTRIAL_ZONE,64200,73892,20555,0,0,1053,50,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-11-09
2019-10,SI,IT599,FIRE,366376,57.15,261.64,23.79,MOUNTAIN,77744,125128,47150,0,0,939,207,0,NATIONAL_EMS_ADMIN,1,2024-05-23
2019-11,CY,LU31,PUBLIC_ORDER,205491,61.67,198.2,16.28,COASTAL,19927,23696,110323,0,0,1493,284,0,FIRE_SERVICE_REPORT,1,2025-06-11
2019-12,GR,GR27,POLICE,665297,56.92,483.81,20.31,MOTORWAY,54008,39831,258774,0,0,2230,249,0,POLICE_DISPATCH_SYSTEM,1,2024-04-02
2020-01,MT,NL59,OTHER,112960,84.08,301.31,13.0,RURAL,19691,9498,16606,0,0,1880,57,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-08-26
2020-02,ES,BG3,TRAFFIC_ACCIDENT,800142,81.71,34.7,44.48,SUBURBAN,391665,178258,363571,1,0,1743,166,0,NATIONAL_EMS_ADMIN,1,2024-10-04
2020-03,CZ,ES18,MEDICAL,127330,56.9,110.34,6.61,URBAN,48305,9371,15147,0,0,6805,63,0,FIRE_SERVICE_REPORT,1,2024-06-21
2020-04,HU,BG28,RESCUE,941574,97.03,232.28,19.05,INDUSTRIAL_ZONE,436626,186835,50273,0,0,2199,178,0,POLICE_DISPATCH_SYSTEM,1,2024-01-02
2020-05,NL,SE4,FIRE,830097,74.89,237.77,23.28,MOUNTAIN,66456,314432,108809,0,0,731,306,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-06-07
2020-06,SE,IE56,PUBLIC_ORDER,309639,77.04,106.4,32.97,COASTAL,52988,27214,72358,0,1,1181,194,0,NATIONAL_EMS_ADMIN,1,2024-06-22
2020-07,DK,LU484,POLICE,1153514,96.94,274.62,25.32,MOTORWAY,88510,109371,557364,0,0,1345,73,0,FIRE_SERVICE_REPORT,1,2025-01-28
2020-08,IE,BE41,OTHER,676353,55.98,508.95,20.09,RURAL,70573,62974,64756,0,0,1560,390,0,POLICE_DISPATCH_SYSTEM,1,2025-05-19
2020-09,PL,CY91,TRAFFIC_ACCIDENT,62095,85.14,42.11,13.81,SUBURBAN,27655,10116,30528,0,0,3189,42,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-01-01
2020-10,AT,PL969,MEDICAL,48209,72.43,150.84,27.43,URBAN,22220,5771,6548,0,0,5659,236,0,NATIONAL_EMS_ADMIN,1,2025-02-19
2020-11,EE,LT58,RESCUE,48229,69.27,194.56,35.79,INDUSTRIAL_ZONE,20956,6827,7294,0,0,2151,150,0,FIRE_SERVICE_REPORT,1,2025-03-28
2020-12,IT,ES7,FIRE,671893,60.77,515.84,32.76,MOUNTAIN,109799,87555,106750,0,0,2092,180,0,POLICE_DISPATCH_SYSTEM,0,2025-11-15
2021-01,PT,SI985,PUBLIC_ORDER,879071,64.73,441.13,30.45,COASTAL,90609,82011,264175,0,0,1848,186,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-02-25
2021-02,BE,FR7,POLICE,688792,56.19,206.26,21.43,MOTORWAY,107923,70432,126754,0,1,2115,143,1,NATIONAL_EMS_ADMIN,1,2024-08-11
2021-03,FI,HR780,OTHER,475820,87.24,248.77,32.26,RURAL,75744,34226,83879,0,0,763,463,0,FIRE_SERVICE_REPORT,1,2024-12-11
2021-04,LV,PL8,TRAFFIC_ACCIDENT,582819,56.95,352.36,15.18,SUBURBAN,188009,177139,317422,0,0,2486,27,1,POLICE_DISPATCH_SYSTEM,1,2025-03-19
2021-05,RO,LU5,MEDICAL,102549,73.9,119.29,7.88,URBAN,32485,11341,16925,0,0,627,98,0,112_PUBLIC_SAFETY_ANSWERING_POINT,0,2024-03-02
2021-06,BG,AT625,RESCUE,610796,61.73,490.64,9.31,INDUSTRIAL_ZONE,271523,148226,72390,0,0,689,16,0,NATIONAL_EMS_ADMIN,1,2024-06-11
2021-07,FR,DK472,FIRE,520008,96.39,87.67,32.11,MOUNTAIN,60603,114132,33453,0,0,2584,466,0,FIRE_SERVICE_REPORT,1,2024-04-26
2021-08,LT,PT7,PUBLIC_ORDER,873383,59.55,147.44,35.42,COASTAL,172253,71471,90905,0,0,1930,269,0,POLICE_DISPATCH_SYSTEM,1,2024-03-17
2021-09,SK,LT8,POLICE,652473,63.03,312.09,28.04,MOTORWAY,140847,62256,303568,0,0,1412,81,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-02-28
2021-10,HR,RO8,OTHER,121096,60.88,234.6,26.71,RURAL,18808,5570,8817,0,0,3127,15,0,NATIONAL_EMS_ADMIN,1,2026-01-25
2021-11,DE,CY8,TRAFFIC_ACCIDENT,125417,60.83,316.2,23.01,SUBURBAN,47777,32011,22122,0,0,2941,82,0,FIRE_SERVICE_REPORT,1,2024-05-26
2021-12,LU,FI6,MEDICAL,434289,89.25,197.49,17.35,URBAN,185195,25396,69322,0,0,2549,40,0,POLICE_DISPATCH_SYSTEM,1,2024-03-27
2022-01,SI,FI8,RESCUE,106870,96.13,217.53,24.27,INDUSTRIAL_ZONE,21078,25208,14136,0,0,2883,4,1,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-08-28
2022-02,CY,EE277,FIRE,48046,98.34,95.23,17.77,MOUNTAIN,10253,17351,4355,0,0,2134,337,0,NATIONAL_EMS_ADMIN,1,2025-08-19
2022-03,GR,SK58,PUBLIC_ORDER,1077886,68.36,306.26,14.77,COASTAL,176965,95966,592436,0,0,2512,404,0,FIRE_SERVICE_REPORT,1,2026-01-22
2022-04,MT,DE8,POLICE,393740,94.93,48.2,21.42,MOTORWAY,71902,20597,72165,1,0,648,125,0,POLICE_DISPATCH_SYSTEM,1,2024-05-28
2022-05,ES,NL72,OTHER,479190,61.55,213.09,6.42,RURAL,42879,26544,36085,0,0,431,353,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2026-02-10
2022-06,CZ,LV518,TRAFFIC_ACCIDENT,469877,89.35,306.13,26.93,SUBURBAN,141700,118505,163252,0,1,3066,179,1,NATIONAL_EMS_ADMIN,1,2026-01-05
2022-07,HU,GR92,MEDICAL,45349,56.24,49.56,34.55,URBAN,14034,4656,3280,0,0,1271,135,0,FIRE_SERVICE_REPORT,1,2025-10-02
2022-08,NL,FI93,RESCUE,464476,84.99,135.52,9.57,INDUSTRIAL_ZONE,139878,100519,18638,0,0,3203,1,0,POLICE_DISPATCH_SYSTEM,1,2024-02-01
2022-09,SE,HU1,FIRE,946296,76.66,65.57,27.32,MOUNTAIN,159993,253024,151342,0,0,133,492,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-10-07
2022-10,DK,MT10,PUBLIC_ORDER,38526,63.61,481.61,31.95,COASTAL,2384,4619,8902,0,0,636,445,0,NATIONAL_EMS_ADMIN,1,2024-08-25
2022-11,IE,SI388,POLICE,222050,73.07,120.43,13.92,MOTORWAY,23796,17746,107877,0,0,226,11,1,FIRE_SERVICE_REPORT,1,2024-11-13
2022-12,PL,FI1,OTHER,526248,62.99,177.85,13.94,RURAL,104362,48763,35394,0,0,299,237,1,POLICE_DISPATCH_SYSTEM,1,2024-12-23
2023-01,AT,HR7,TRAFFIC_ACCIDENT,194121,86.84,39.09,10.38,SUBURBAN,39198,24929,30756,0,0,387,60,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-02-16
2023-02,EE,GR82,MEDICAL,499007,58.13,197.18,23.97,URBAN,167479,18469,84185,0,0,3520,174,0,NATIONAL_EMS_ADMIN,1,2024-03-13
2023-03,IT,LT193,RESCUE,20054,97.77,169.42,23.9,INDUSTRIAL_ZONE,8733,2533,3437,0,0,2260,142,0,FIRE_SERVICE_REPORT,1,2025-01-27
2023-04,PT,LT48,FIRE,673713,79.54,314.64,46.3,MOUNTAIN,92397,261320,81657,1,0,616,334,0,POLICE_DISPATCH_SYSTEM,1,2025-01-16
2023-05,BE,DE2,PUBLIC_ORDER,244968,86.15,241.22,13.41,COASTAL,37171,20251,47747,0,0,3112,443,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-08-05
2023-06,FI,DE919,POLICE,403531,93.36,286.72,24.83,MOTORWAY,73521,31607,163862,0,0,2555,167,0,NATIONAL_EMS_ADMIN,1,2024-01-30
2023-07,LV,SK56,OTHER,353227,58.06,238.62,23.68,RURAL,33369,31039,40826,1,0,2759,500,0,FIRE_SERVICE_REPORT,1,2024-11-03
2023-08,RO,LU81,TRAFFIC_ACCIDENT,691132,58.08,242.59,16.46,SUBURBAN,342898,228704,341324,0,0,2639,193,0,POLICE_DISPATCH_SYSTEM,1,2024-02-25
2023-09,BG,NL6,MEDICAL,631239,76.01,198.02,14.7,URBAN,124167,73551,73582,0,0,5993,218,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-05-07
2023-10,FR,AT339,RESCUE,270743,61.74,177.42,13.52,INDUSTRIAL_ZONE,57941,49213,46417,0,0,1245,158,0,NATIONAL_EMS_ADMIN,1,2025-07-31
2023-11,LT,IT17,FIRE,262471,98.32,150.79,11.5,MOUNTAIN,33489,27517,14630,0,0,3112,1,0,FIRE_SERVICE_REPORT,1,2025-03-30
2023-12,SK,DK34,PUBLIC_ORDER,607543,93.63,116.2,23.64,COASTAL,53157,45807,257732,0,0,2306,229,0,POLICE_DISPATCH_SYSTEM,1,2025-05-15
2024-01,HR,PL2,POLICE,860865,75.18,107.19,30.04,MOTORWAY,83948,97000,291235,0,0,380,57,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-09-10
2024-02,DE,DE786,OTHER,14262,77.3,285.04,24.03,RURAL,962,471,967,0,0,922,377,0,NATIONAL_EMS_ADMIN,1,2024-07-10
2024-03,LU,CZ3,TRAFFIC_ACCIDENT,63548,89.46,115.15,37.18,SUBURBAN,26074,8516,8676,0,0,2544,134,1,FIRE_SERVICE_REPORT,1,2025-10-31
2024-04,SI,SI7,MEDICAL,700378,96.52,107.83,26.68,URBAN,222408,44640,46674,0,0,3609,218,0,POLICE_DISPATCH_SYSTEM,1,2025-11-11
2024-05,CY,PL7,RESCUE,188519,55.56,257.13,20.91,INDUSTRIAL_ZONE,51350,24034,10860,0,0,198,19,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-12-18
2024-06,GR,RO466,FIRE,991577,84.96,220.44,45.09,MOUNTAIN,208662,187655,155622,0,1,3039,15,0,NATIONAL_EMS_ADMIN,1,2025-05-12
2024-07,MT,LU61,PUBLIC_ORDER,605351,88.02,51.06,20.49,COASTAL,73967,50599,102299,0,0,1364,452,0,FIRE_SERVICE_REPORT,1,2024-06-01
2024-08,ES,MT59,POLICE,124966,90.08,126.86,9.47,MOTORWAY,15030,11907,40983,0,0,231,97,0,POLICE_DISPATCH_SYSTEM,0,2025-10-23
2024-09,CZ,PL4,OTHER,666208,59.97,394.24,10.12,RURAL,80790,40556,79213,0,0,1351,163,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-07-20
2024-10,HU,LT5,TRAFFIC_ACCIDENT,507938,78.18,284.42,25.24,SUBURBAN,235018,47080,122522,1,0,1889,247,0,NATIONAL_EMS_ADMIN,1,2024-09-26
2024-11,NL,HR5,MEDICAL,601890,63.27,444.45,35.51,URBAN,149339,65535,63990,0,0,5382,237,0,FIRE_SERVICE_REPORT,1,2025-03-19
2024-12,SE,SI371,RESCUE,1004276,86.59,257.52,46.3,INDUSTRIAL_ZONE,294735,209817,170881,0,0,54,249,0,POLICE_DISPATCH_SYSTEM,1,2025-04-26
2025-01,DK,GR864,FIRE,356470,63.05,343.79,9.2,MOUNTAIN,47276,120710,14644,0,0,368,300,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-08-28
2025-02,IE,HU863,PUBLIC_ORDER,245076,92.67,47.68,19.97,COASTAL,31772,17330,27412,0,0,3118,90,1,NATIONAL_EMS_ADMIN,0,2024-04-27
2025-03,PL,SI700,POLICE,629721,63.34,453.72,6.97,MOTORWAY,81644,34399,301737,0,1,685,218,1,FIRE_SERVICE_REPORT,1,2025-06-16
2025-04,AT,ES82,OTHER,754053,88.95,219.5,15.32,RURAL,139952,50815,105628,0,0,1387,24,0,POLICE_DISPATCH_SYSTEM,1,2026-02-20
2025-05,EE,SE964,TRAFFIC_ACCIDENT,618525,56.22,127.03,26.43,SUBURBAN,183025,154804,242302,0,0,800,136,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-10-01
2025-06,IT,SE18,MEDICAL,797805,59.96,488.92,30.74,URBAN,412119,54576,135168,0,0,3456,88,0,NATIONAL_EMS_ADMIN,1,2024-06-21
2025-07,PT,AT6,RESCUE,576480,91.4,341.79,25.16,INDUSTRIAL_ZONE,107693,101266,93333,0,0,1095,40,0,FIRE_SERVICE_REPORT,1,2026-02-25
2025-08,BE,ES385,FIRE,137330,92.74,193.47,29.15,MOUNTAIN,7087,22065,19903,0,0,2952,95,0,POLICE_DISPATCH_SYSTEM,1,2025-05-30
2025-09,FI,PT809,PUBLIC_ORDER,764822,59.22,394.61,18.33,COASTAL,141095,46375,320231,0,0,3082,347,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-09-09
2025-10,LV,AT719,POLICE,228206,83.47,136.62,15.44,MOTORWAY,48449,19845,119006,0,0,364,5,0,NATIONAL_EMS_ADMIN,1,2024-05-20
2025-11,RO,IT81,OTHER,391361,98.23,293.49,8.26,RURAL,63120,36631,17042,0,0,552,150,1,FIRE_SERVICE_REPORT,1,2024-05-01
2025-12,BG,MT588,TRAFFIC_ACCIDENT,397132,58.7,202.11,45.57,SUBURBAN,165386,61005,61085,0,0,118,44,0,POLICE_DISPATCH_SYSTEM,1,2024-01-19
2026-01,FR,ES88,MEDICAL,910087,93.14,159.81,18.35,URBAN,236247,95425,131930,0,0,4795,111,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-03-31
2026-02,LT,IT11,RESCUE,523710,73.42,306.11,23.93,INDUSTRIAL_ZONE,181272,103829,51634,1,0,3168,16,0,NATIONAL_EMS_ADMIN,1,2024-04-23
2026-03,SK,IT74,FIRE,726457,72.22,47.18,39.15,MOUNTAIN,71880,224629,68032,0,0,1889,65,0,FIRE_SERVICE_REPORT,1,2025-11-08
2026-04,HR,PT734,PUBLIC_ORDER,26810,95.95,273.23,13.17,COASTAL,5752,996,9965,0,0,1269,480,0,POLICE_DISPATCH_SYSTEM,1,2024-11-06
2026-05,DE,DE42,POLICE,952691,85.36,302.85,10.07,MOTORWAY,126332,50433,221041,0,0,2518,132,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-10-15
2026-06,LU,EE7,OTHER,400984,65.88,300.31,19.13,RURAL,21363,21088,45808,0,0,1198,233,0,NATIONAL_EMS_ADMIN,1,2024-08-03
2026-07,SI,DE24,TRAFFIC_ACCIDENT,797691,71.58,295.29,40.64,SUBURBAN,175913,315742,220841,0,0,2154,122,0,FIRE_SERVICE_REPORT,1,2025-02-13
2026-08,CY,IE428,MEDICAL,1002820,73.8,223.16,19.01,URBAN,540574,106958,96830,0,0,3245,3,0,POLICE_DISPATCH_SYSTEM,1,2024-05-14
2026-09,GR,IT4,RESCUE,835542,71.7,345.38,41.13,INDUSTRIAL_ZONE,325534,165507,100409,0,0,624,208,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-09-29
2026-10,MT,CY225,FIRE,545089,84.58,241.87,11.33,MOUNTAIN,72309,165875,36119,0,0,3207,278,0,NATIONAL_EMS_ADMIN,1,2024-10-21
2026-11,ES,LT329,PUBLIC_ORDER,261332,76.96,272.47,25.68,COASTAL,41196,31093,34773,0,0,1461,160,0,FIRE_SERVICE_REPORT,1,2025-09-04
2026-12,CZ,DK712,POLICE,409903,90.31,183.79,28.8,MOTORWAY,60447,33242,128493,0,0,110,203,0,POLICE_DISPATCH_SYSTEM,1,2024-03-29
2016-01,HU,PL442,OTHER,190123,95.33,242.11,15.96,RURAL,29951,6881,31608,0,0,195,268,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-12-22
2016-02,NL,CZ38,TRAFFIC_ACCIDENT,406125,87.58,168.92,45.04,SUBURBAN,119888,65507,112473,0,0,1337,46,0,NATIONAL_EMS_ADMIN,1,2026-02-05
2016-03,SE,GR9,MEDICAL,505169,58.39,129.66,12.37,URBAN,201590,46713,81987,0,0,4638,125,0,FIRE_SERVICE_REPORT,1,2024-06-17
2016-04,DK,PL87,RESCUE,496640,59.02,200.77,8.57,INDUSTRIAL_ZONE,219940,132531,22220,0,0,684,67,0,POLICE_DISPATCH_SYSTEM,1,2025-05-08
2016-05,IE,ES901,FIRE,900158,56.76,154.39,40.87,MOUNTAIN,68443,75202,143595,0,0,2010,182,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-12-03
2016-06,PL,SE8,PUBLIC_ORDER,680435,73.61,340.27,9.98,COASTAL,139359,77885,90734,1,0,111,311,0,NATIONAL_EMS_ADMIN,1,2025-11-16
2016-07,AT,LV782,POLICE,18804,80.04,118.38,13.56,MOTORWAY,1151,1829,3545,0,0,1668,74,0,FIRE_SERVICE_REPORT,1,2024-07-12
2016-08,EE,LV95,OTHER,68410,80.39,308.53,35.36,RURAL,8208,3613,8668,0,0,2931,62,0,POLICE_DISPATCH_SYSTEM,1,2025-07-12
2016-09,IT,AT35,TRAFFIC_ACCIDENT,709406,80.25,159.39,37.58,SUBURBAN,270369,249487,185363,0,0,1852,47,0,112_PUBLIC_SAFETY_ANSWERING_POINT,0,2025-05-07
2016-10,PT,IE537,MEDICAL,679468,75.39,246.44,31.96,URBAN,284838,42811,70400,0,0,526,230,0,NATIONAL_EMS_ADMIN,1,2025-07-27
2016-11,BE,CZ5,RESCUE,290659,79.45,102.16,8.6,INDUSTRIAL_ZONE,57556,100384,18581,0,0,18,28,0,FIRE_SERVICE_REPORT,1,2026-01-25
2016-12,FI,FR24,FIRE,615115,63.03,197.95,32.03,MOUNTAIN,47952,208537,105423,0,0,2979,449,1,POLICE_DISPATCH_SYSTEM,1,2024-06-25
2017-01,LV,LU10,PUBLIC_ORDER,224411,70.43,212.1,23.49,COASTAL,21742,15964,56562,0,0,660,210,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-02-18
2017-02,RO,LT9,POLICE,539494,83.54,163.07,34.72,MOTORWAY,37354,38219,232106,0,0,528,96,0,NATIONAL_EMS_ADMIN,1,2024-03-21
2017-03,BG,BE93,OTHER,613179,93.13,278.87,15.95,RURAL,31976,41936,47600,0,0,1399,360,0,FIRE_SERVICE_REPORT,1,2024-07-20
2017-04,FR,BE8,TRAFFIC_ACCIDENT,449013,87.7,353.71,8.95,SUBURBAN,201939,98036,192180,0,0,2876,172,0,POLICE_DISPATCH_SYSTEM,1,2024-09-29
2017-05,LT,PL71,MEDICAL,670219,74.8,62.0,23.34,URBAN,155945,33716,57502,0,0,5538,51,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-08-12
2017-06,SK,CZ1,RESCUE,707906,55.25,144.48,40.39,INDUSTRIAL_ZONE,315137,123961,48082,0,0,2417,186,0,NATIONAL_EMS_ADMIN,0,2024-11-14
2017-07,HR,ES946,FIRE,1072280,70.87,136.97,28.59,MOUNTAIN,127246,120467,183304,1,0,659,164,0,FIRE_SERVICE_REPORT,1,2024-04-03
2017-08,DE,PT16,PUBLIC_ORDER,471890,72.93,293.75,21.12,COASTAL,66040,36189,149886,0,0,444,486,0,POLICE_DISPATCH_SYSTEM,1,2024-05-14
2017-09,LU,MT993,POLICE,79629,98.06,323.89,23.34,MOTORWAY,4772,4983,25436,0,0,2671,51,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2025-02-15
2017-10,SI,IE749,OTHER,505826,91.2,275.36,14.79,RURAL,42127,35242,30088,0,0,549,59,0,NATIONAL_EMS_ADMIN,1,2025-03-28
2017-11,CY,HU719,TRAFFIC_ACCIDENT,218607,82.52,103.93,39.03,SUBURBAN,76726,22554,57931,1,0,563,83,0,FIRE_SERVICE_REPORT,1,2026-01-03
2017-12,GR,EE69,MEDICAL,514867,56.05,217.27,14.89,URBAN,249942,20393,36650,0,0,145,242,0,POLICE_DISPATCH_SYSTEM,1,2026-01-19
2018-01,MT,LV4,RESCUE,603050,96.73,83.37,40.56,INDUSTRIAL_ZONE,160087,203873,80810,0,0,1383,74,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-06-06
2018-02,ES,PL704,FIRE,687651,82.14,287.33,35.43,MOUNTAIN,126485,193785,77507,0,0,1880,307,0,NATIONAL_EMS_ADMIN,1,2024-08-01
2018-03,CZ,ES28,PUBLIC_ORDER,387283,68.02,376.57,20.28,COASTAL,27077,16266,163373,0,0,3177,246,0,FIRE_SERVICE_REPORT,1,2025-09-26
2018-04,HU,EE236,POLICE,25960,80.33,66.83,7.06,MOTORWAY,3151,1075,11702,0,0,2692,112,0,POLICE_DISPATCH_SYSTEM,1,2025-05-18
2018-05,NL,HR323,OTHER,249061,81.62,334.88,22.33,RURAL,26152,14269,15957,0,1,1227,233,0,112_PUBLIC_SAFETY_ANSWERING_POINT,1,2024-05-13
2018-06,SE,DK732,TRAFFIC_ACCIDENT,320638,76.0,180.3,14.09,SUBURBAN,151110,96440,50190,0,0,1418,68,0,NATIONAL_EMS_ADMIN,1,2025-07-26
2018-07,DK,FR939,MEDICAL,294456,55.17,483.57,14.39,URBAN,85820,16977,16066,1,0,4884,215,1,FIRE_SERVICE_REPORT,1,2025-04-03
