travel_intl_arrival_year,travel_intl_arrival_month,travel_intl_port_of_entry_air_sea,travel_intl_visitor_country_code,travel_intl_visitor_region_code,travel_intl_purpose_of_trip_code,travel_intl_length_of_stay_days_median,travel_intl_visitor_spend_inr_total,travel_intl_visitor_spend_retail_inr,travel_intl_visitor_spend_lodging_inr,travel_intl_visitor_spend_food_inr,travel_intl_visitor_spend_entertainment_inr,travel_intl_payment_method_share_cash,travel_intl_payment_method_share_card,travel_intl_group_tour_flag,travel_intl_business_travel_flag,travel_intl_visa_waiver_eligible_flag,travel_intl_repeat_visitor_flag,travel_intl_satisfaction_score,travel_intl_exchange_rate_index
2022,4,CCU_AIR,SGP,S_AMERICA,MEDICAL,5,546361,263959,71556,98953,160770,0.54,0.34,0,1,0,1,1.5,107.35
2021,2,CCU_AIR,VNM,OCEANIA,VFR,40,905861,67811,145699,43337,3859,0.51,0.36,0,0,0,1,3.8,128.82
2017,11,CCU_AIR,ARE,N_AMERICA,EDUCATION,35,626637,203234,99574,108408,41407,0.16,0.28,1,1,0,1,5.2,77.13
2018,9,AMD_AIR,BTN,EUROPE,BUSINESS,17,648979,371698,459752,34914,188913,0.61,0.19,0,0,0,0,9.7,124.82
2020,3,COK_AIR,LKA,OCEANIA,CONFERENCE,8,507814,82708,460633,220888,172898,0.12,0.2,0,1,1,1,1.6,89.48
2021,1,DEL_AIR,FRA,ASIA,PILGRIMAGE,39,362093,76676,412939,112241,139172,0.74,0.15,1,0,1,1,4.6,76.5
2019,9,BLR_AIR,BTN,ASIA,VFR,33,1137554,51419,157711,209382,167229,0.18,0.08,0,0,1,1,8.0,65.74
2020,2,HYD_AIR,FRA,MIDDLE_EAST,CONFERENCE,38,365360,146257,229671,34532,94221,0.41,0.5,0,1,0,1,9.4,102.08
2022,8,KOCHI_SEA,JPN,N_AMERICA,PILGRIMAGE,31,750391,94141,596487,7119,162041,0.77,0.22,0,1,1,1,8.3,108.68
2015,4,BOM_AIR,BTN,S_AMERICA,EDUCATION,17,674673,388386,335435,193451,5503,0.11,0.17,1,0,1,1,9.8,105.18
2015,8,BLR_AIR,VNM,N_AMERICA,VFR,14,1012395,243264,23264,39591,181416,0.73,0.16,0,1,0,0,5.7,102.36
2016,9,BOM_SEA,ARE,S_AMERICA,EDUCATION,25,608910,8310,367865,114302,177012,0.69,0.16,0,1,1,0,7.6,103.48
2024,3,MUM_SEA,AUS,AFRICA,LEISURE,20,975752,60318,409413,249406,163265,0.3,0.53,1,0,0,0,8.9,95.91
2020,5,BLR_AIR,KEN,AFRICA,LEISURE,10,666856,62887,565048,140080,75002,0.81,0.12,1,1,0,1,4.7,74.98
2015,8,BOM_AIR,ITA,AFRICA,CONFERENCE,17,341264,129195,410143,157141,167030,0.83,0.1,0,0,0,0,1.7,102.39
2018,8,DEL_AIR,FRA,EUROPE,MEDICAL,28,868679,92749,573816,196975,48380,0.67,0.09,1,1,1,1,1.5,122.13
2021,4,CCU_AIR,BGD,OCEANIA,LEISURE,27,1050178,255691,448272,195221,194185,0.75,0.11,0,1,0,1,9.3,61.19
2016,2,MAA_AIR,VNM,S_AMERICA,PILGRIMAGE,15,206451,19972,525891,56462,89926,0.17,0.51,1,1,0,0,1.0,128.77
2019,6,MUM_SEA,BTN,S_AMERICA,LEISURE,18,722287,25189,395670,167289,18970,0.43,0.07,0,0,1,0,3.9,128.09
2019,6,COK_AIR,CAN,EUROPE,VFR,16,746548,283600,20078,235204,116641,0.87,0.08,1,0,1,1,8.7,78.67
2018,7,KOCHI_SEA,VNM,AFRICA,BUSINESS,32,485809,263856,380115,62123,151620,0.13,0.17,1,0,1,0,4.6,89.69
2023,5,HYD_AIR,LKA,EUROPE,CONFERENCE,33,399026,303452,101521,5368,32167,0.4,0.09,1,1,1,1,2.8,99.56
2024,1,COK_AIR,ITA,N_AMERICA,EDUCATION,7,307804,57263,318334,126253,160477,0.87,0.08,0,0,1,0,2.2,119.19
2020,1,MUM_SEA,ESP,AFRICA,PILGRIMAGE,33,179629,361364,234742,99557,12776,0.55,0.17,0,0,1,0,1.3,64.27
2022,1,CCU_AIR,NPL,OCEANIA,EDUCATION,2,518358,139694,230663,87486,107033,0.07,0.55,1,0,0,1,6.8,75.87
2021,4,AMD_AIR,KOR,S_AMERICA,MEDICAL,27,357245,270325,219451,35183,138440,0.77,0.09,1,1,0,1,3.9,106.21
2024,7,GOI_AIR,BTN,N_AMERICA,LEISURE,30,316727,148332,144522,50847,82866,0.32,0.08,1,1,1,1,1.1,64.31
2023,8,MUM_SEA,ITA,N_AMERICA,MEDICAL,24,381152,48445,307103,51747,33724,0.08,0.08,1,1,1,1,1.7,122.49
2015,1,CCU_AIR,MMR,AFRICA,VFR,21,70860,82958,249454,208026,68568,0.76,0.13,0,1,0,1,8.7,122.04
2022,5,MUM_SEA,KEN,EUROPE,MEDICAL,36,134302,106197,150203,138611,193521,0.68,0.05,1,1,1,1,2.1,66.9
2023,5,GOI_AIR,ESP,S_AMERICA,BUSINESS,14,246050,87499,42994,66616,11242,0.5,0.08,1,1,1,1,5.5,89.08
2025,7,AMD_AIR,CHN,AFRICA,LEISURE,3,453605,242905,134658,149972,105835,0.36,0.25,1,0,1,0,4.1,95.72
2018,1,BOM_SEA,DEU,MIDDLE_EAST,EDUCATION,43,177080,227768,528112,120822,14524,0.69,0.29,1,0,1,1,2.8,105.42
2021,8,AMD_AIR,USA,N_AMERICA,EDUCATION,33,223756,109380,66953,117355,64251,0.56,0.33,1,1,1,0,2.1,97.95
2015,4,HYD_AIR,PAK,N_AMERICA,EDUCATION,4,1183729,192220,69657,128915,120210,0.25,0.57,1,0,1,0,6.8,60.09
2018,11,MUM_SEA,ETH,N_AMERICA,MEDICAL,29,425494,257536,393444,18424,76834,0.8,0.08,0,0,1,0,8.9,69.06
2022,8,BOM_SEA,AFG,N_AMERICA,EDUCATION,4,561310,300255,293035,97282,125081,0.5,0.31,0,0,0,0,6.4,118.27
2024,8,KOCHI_SEA,NPL,OCEANIA,CONFERENCE,19,718362,255626,381125,127318,95212,0.78,0.09,0,0,1,0,4.4,115.18
2016,2,DEL_AIR,THA,EUROPE,LEISURE,43,753584,239393,412819,31638,105659,0.12,0.48,0,1,0,1,3.8,61.2
2018,4,GOI_AIR,BTN,MIDDLE_EAST,VFR,38,152844,245776,531799,23483,22002,0.24,0.63,1,1,1,0,4.3,61.04
2015,3,HYD_AIR,CAN,S_AMERICA,PILGRIMAGE,36,1051805,134362,365495,50186,164484,0.32,0.32,0,0,0,0,4.3,119.58
2022,2,MAA_AIR,JPN,EUROPE,MEDICAL,42,435143,174271,521603,95108,119468,0.77,0.09,0,0,1,0,5.6,85.29
2020,12,CCU_AIR,KOR,AFRICA,PILGRIMAGE,33,746045,30138,286332,97140,131016,0.79,0.1,0,0,0,0,4.3,88.47
2025,4,COK_AIR,FRA,EUROPE,MEDICAL,28,635801,380797,30391,196863,135739,0.71,0.17,0,1,0,0,6.3,126.09
2021,4,AMD_AIR,NGA,AFRICA,LEISURE,26,897800,120782,331066,227065,133563,0.55,0.37,0,0,1,1,1.9,122.79
2018,12,GOI_AIR,AUS,ASIA,BUSINESS,28,404445,348108,334831,188618,73500,0.44,0.37,0,0,1,1,3.5,87.34
2020,5,MUM_SEA,ARE,ASIA,CONFERENCE,34,603754,89769,59442,189634,78836,0.13,0.83,1,0,1,0,7.5,115.9
2020,4,BLR_AIR,USA,AFRICA,BUSINESS,45,412166,148597,327886,44371,136946,0.61,0.38,1,1,1,0,7.8,91.75
2022,7,CCU_AIR,FRA,EUROPE,VFR,9,411137,396650,6388,233893,114859,0.76,0.11,0,0,0,1,7.1,90.08
2020,1,COK_AIR,FRA,AFRICA,PILGRIMAGE,21,228628,147243,468751,150485,101625,0.78,0.16,0,0,0,0,4.1,61.36
2020,1,HYD_AIR,ESP,N_AMERICA,LEISURE,34,846545,238993,334666,210037,198881,0.25,0.55,0,0,1,0,5.0,115.55
2015,11,CCU_AIR,CAN,EUROPE,VFR,10,1078310,123360,76615,235237,55059,0.55,0.27,1,0,0,1,2.6,116.54
2015,3,COK_AIR,FRA,ASIA,PILGRIMAGE,42,1071233,67876,477723,74742,25167,0.85,0.13,0,0,0,0,9.7,113.5
2015,6,CCU_AIR,MDV,S_AMERICA,PILGRIMAGE,7,81720,318517,512125,10023,17589,0.78,0.1,0,1,1,1,8.8,127.55
2025,6,MAA_AIR,SGP,MIDDLE_EAST,BUSINESS,1,156091,370332,209872,125440,26080,0.18,0.64,0,0,0,1,9.5,63.35
2017,5,MUM_SEA,BGD,OCEANIA,EDUCATION,4,825538,219550,250110,129264,82359,0.38,0.19,1,0,1,1,6.1,127.68
2025,6,AMD_AIR,NPL,OCEANIA,MEDICAL,25,804334,361523,503370,18948,191415,0.13,0.5,0,1,0,0,5.2,120.09
2016,6,KOCHI_SEA,JPN,MIDDLE_EAST,EDUCATION,18,600925,62137,258320,135373,38567,0.76,0.07,1,0,1,1,8.8,68.23
2022,9,KOCHI_SEA,DEU,ASIA,BUSINESS,8,431226,304457,481371,107450,2965,0.57,0.31,0,0,1,0,4.7,62.95
2015,11,CCU_AIR,BGD,S_AMERICA,VFR,40,186640,288223,115626,164596,112206,0.65,0.31,0,1,0,0,3.4,61.44
2023,12,BOM_SEA,FRA,MIDDLE_EAST,BUSINESS,8,614653,295568,342355,49970,106171,0.19,0.61,1,1,0,0,5.5,68.17
2018,1,MUM_SEA,LKA,AFRICA,EDUCATION,27,875088,62336,60789,47666,23971,0.67,0.32,1,1,1,1,2.5,117.37
2022,8,BOM_SEA,RUS,AFRICA,PILGRIMAGE,3,810720,67908,256972,73015,37105,0.24,0.75,0,1,1,1,7.9,85.92
2018,6,COK_AIR,CHN,N_AMERICA,CONFERENCE,4,1086078,200386,129911,24284,95265,0.88,0.08,1,0,1,0,5.0,103.51
2020,6,MAA_AIR,FRA,ASIA,LEISURE,30,516079,344284,196115,24951,99576,0.79,0.07,0,0,1,1,6.9,87.57
2021,10,BOM_SEA,JPN,ASIA,LEISURE,31,868733,193402,551171,210690,151640,0.06,0.68,0,1,0,0,6.3,100.02
2023,6,BLR_AIR,SGP,OCEANIA,CONFERENCE,3,144290,246956,339657,109523,8737,0.62,0.19,0,1,1,0,6.3,79.47
2019,7,BLR_AIR,FRA,AFRICA,VFR,23,329286,120421,456581,19053,31060,0.34,0.28,1,1,1,0,9.4,122.89
2017,11,BOM_AIR,USA,AFRICA,VFR,10,1003442,198813,265857,77362,6810,0.63,0.11,0,1,1,0,1.5,103.29
2023,7,COK_AIR,NPL,N_AMERICA,CONFERENCE,23,829990,272967,63635,70257,185664,0.2,0.08,1,0,1,0,6.5,92.57
2024,5,BLR_AIR,AFG,EUROPE,PILGRIMAGE,10,950774,262001,555933,105738,164124,0.28,0.56,1,1,1,1,3.4,79.4
2020,7,MAA_AIR,ESP,AFRICA,MEDICAL,9,714788,302434,379732,227928,96247,0.09,0.46,1,0,0,0,2.1,80.76
2018,11,HYD_AIR,JPN,N_AMERICA,EDUCATION,37,1064933,98434,378929,156033,189983,0.36,0.28,0,0,0,0,1.5,108.72
2024,2,BOM_SEA,MYS,AFRICA,PILGRIMAGE,41,1042564,53064,176733,109183,161336,0.56,0.19,1,0,1,1,8.5,88.7
2020,3,DEL_AIR,MYS,EUROPE,VFR,41,505396,257088,317087,151395,58764,0.79,0.13,0,1,1,1,4.6,99.53
2020,10,GOI_AIR,MMR,MIDDLE_EAST,VFR,21,1112934,186976,179030,71326,26828,0.23,0.58,0,1,1,1,7.3,129.12
2020,2,MUM_SEA,DEU,OCEANIA,EDUCATION,32,105101,72285,5878,19994,101132,0.8,0.12,1,0,1,1,9.4,82.12
2025,9,DEL_AIR,AFG,S_AMERICA,MEDICAL,8,702940,382558,157115,241572,150573,0.73,0.07,0,0,1,0,8.7,88.67
2017,1,CCU_AIR,NGA,S_AMERICA,MEDICAL,34,963830,83342,306322,175044,55940,0.6,0.14,0,0,0,0,3.2,82.51
2023,5,BOM_AIR,AUS,AFRICA,BUSINESS,38,564238,17733,190175,187505,177017,0.78,0.07,0,1,1,0,6.7,66.29
2019,5,BOM_AIR,FRA,EUROPE,PILGRIMAGE,18,1188731,220393,294925,76183,180788,0.33,0.17,1,1,0,1,3.7,125.82
2016,1,AMD_AIR,USA,OCEANIA,EDUCATION,31,397371,8226,314565,29438,66889,0.85,0.14,1,1,0,0,1.4,112.52
2018,1,KOCHI_SEA,BGD,N_AMERICA,LEISURE,1,974849,105697,116346,177475,161134,0.2,0.18,0,0,1,0,9.2,102.94
2020,6,BLR_AIR,CHN,ASIA,LEISURE,20,247461,102938,277746,174354,163789,0.54,0.35,1,0,0,0,7.3,61.68
2021,11,MUM_SEA,NPL,MIDDLE_EAST,LEISURE,16,406569,368617,443952,85195,158224,0.45,0.2,1,0,1,1,8.5,118.33
2016,3,BOM_AIR,SGP,MIDDLE_EAST,EDUCATION,2,416773,193356,536169,106382,481,0.69,0.28,1,0,1,0,3.5,65.03
2023,11,DEL_AIR,KOR,AFRICA,EDUCATION,25,442773,121512,415457,118256,38735,0.35,0.42,0,1,0,1,3.5,69.01
2016,8,BLR_AIR,CAN,ASIA,MEDICAL,42,875403,366229,260274,30393,163224,0.83,0.13,0,0,0,1,2.8,66.11
2019,1,CCU_AIR,USA,S_AMERICA,BUSINESS,20,45189,366759,195191,210232,62982,0.13,0.48,1,0,0,1,3.6,70.25
2022,3,COK_AIR,LKA,OCEANIA,BUSINESS,36,1094349,283996,475464,151297,170401,0.57,0.4,1,1,0,1,2.0,104.63
2021,9,AMD_AIR,AFG,AFRICA,MEDICAL,44,716566,394041,222456,219204,48981,0.11,0.18,0,1,1,1,7.6,65.69
2016,8,BOM_AIR,ETH,EUROPE,EDUCATION,15,111890,125988,440801,200189,156825,0.88,0.07,1,0,1,0,9.7,104.44
2023,1,BOM_AIR,CAN,AFRICA,PILGRIMAGE,12,691396,221625,375561,111467,136505,0.22,0.71,1,0,1,0,9.2,114.36
2020,1,DEL_AIR,NPL,OCEANIA,EDUCATION,16,961119,161194,269554,200659,85564,0.71,0.29,1,0,1,1,2.3,92.07
2015,7,COK_AIR,THA,S_AMERICA,EDUCATION,3,405145,114827,130447,121491,117619,0.67,0.27,1,0,1,0,2.9,104.69
2025,4,BOM_SEA,ESP,OCEANIA,LEISURE,39,1080368,388968,510850,39446,118163,0.88,0.06,1,1,1,0,4.2,84.77
2025,1,BLR_AIR,THA,EUROPE,MEDICAL,5,531175,214724,332151,53624,165353,0.84,0.15,0,0,1,1,2.8,112.32
2016,10,GOI_AIR,ITA,AFRICA,EDUCATION,42,1007262,59450,453507,93690,40512,0.79,0.08,0,0,1,0,7.2,129.08
2016,3,BOM_SEA,DEU,EUROPE,PILGRIMAGE,17,319699,87857,537042,159104,35912,0.6,0.36,0,1,1,0,7.7,83.82
2020,9,MAA_AIR,IND,N_AMERICA,MEDICAL,21,1194604,97177,122984,19884,127858,0.49,0.23,0,1,0,0,7.8,102.65
2024,7,MAA_AIR,FRA,MIDDLE_EAST,BUSINESS,5,1056817,253321,402776,17445,140437,0.22,0.09,1,1,0,1,6.3,128.01
2020,7,GOI_AIR,NPL,MIDDLE_EAST,LEISURE,17,891949,93616,313816,97450,17786,0.59,0.27,0,1,1,1,3.3,62.23
2020,4,KOCHI_SEA,FRA,EUROPE,CONFERENCE,12,365236,10498,518622,10516,140382,0.66,0.16,0,1,1,0,2.1,79.56
2025,2,BLR_AIR,USA,ASIA,CONFERENCE,15,1153217,372088,137581,182520,76176,0.85,0.05,0,0,1,0,5.4,71.25
2015,4,BOM_SEA,PAK,EUROPE,BUSINESS,25,205559,88127,306564,13331,160702,0.29,0.15,0,1,0,1,9.0,102.6
2020,9,BLR_AIR,SGP,OCEANIA,MEDICAL,36,848335,46918,43571,12227,63604,0.35,0.32,0,0,1,1,3.5,72.42
2022,8,KOCHI_SEA,CHN,ASIA,BUSINESS,2,58220,271030,252450,147511,159937,0.43,0.39,1,0,0,0,3.9,81.97
2018,6,CCU_AIR,PAK,EUROPE,VFR,24,288494,329921,28126,111554,107151,0.64,0.06,1,0,1,1,7.5,90.36
2022,5,HYD_AIR,NPL,OCEANIA,CONFERENCE,18,587883,38585,233198,54312,35254,0.77,0.14,0,1,1,1,4.1,63.77
2017,2,KOCHI_SEA,MMR,N_AMERICA,MEDICAL,19,1146502,366134,573276,92624,93623,0.27,0.08,1,1,0,1,8.8,80.77
2025,9,DEL_AIR,DEU,N_AMERICA,MEDICAL,31,97785,365262,33876,210479,74666,0.51,0.45,1,0,1,0,8.8,75.8
2020,11,HYD_AIR,SGP,ASIA,MEDICAL,35,113654,366175,97896,178641,51657,0.26,0.54,1,1,0,1,9.1,90.09
2023,11,MAA_AIR,SAU,EUROPE,EDUCATION,37,879890,281217,318921,52855,127113,0.44,0.09,1,1,0,0,7.9,129.86
2015,2,BOM_SEA,ESP,MIDDLE_EAST,LEISURE,14,1166130,21278,97519,146813,132020,0.84,0.11,0,1,1,1,1.5,129.85
2018,8,MUM_SEA,VNM,N_AMERICA,CONFERENCE,19,353586,106666,300330,199655,41787,0.8,0.16,1,0,1,0,5.8,72.83
2016,5,HYD_AIR,SGP,S_AMERICA,LEISURE,1,638027,252224,23867,14567,47192,0.44,0.2,0,1,0,1,5.3,110.13
2025,3,BOM_AIR,CAN,N_AMERICA,EDUCATION,24,226638,82506,369408,140754,31093,0.36,0.16,0,0,1,1,5.2,122.41
2024,6,BLR_AIR,DEU,AFRICA,BUSINESS,37,656567,336465,492582,51843,63074,0.51,0.35,0,1,1,1,6.9,96.42
2022,12,KOCHI_SEA,MDV,N_AMERICA,CONFERENCE,24,806276,272998,122835,168386,185102,0.67,0.27,0,1,1,0,7.8,111.79
2019,3,BOM_AIR,RUS,S_AMERICA,PILGRIMAGE,17,701968,273846,155872,217004,72914,0.15,0.37,1,1,0,0,5.9,89.04
2019,5,HYD_AIR,CHN,OCEANIA,EDUCATION,17,1110745,313664,146578,190855,110467,0.24,0.22,1,0,0,1,7.8,101.93
2018,3,COK_AIR,GBR,OCEANIA,CONFERENCE,45,1021495,322529,99667,231072,133550,0.15,0.8,1,0,0,1,3.2,92.29
2025,12,DEL_AIR,GBR,OCEANIA,PILGRIMAGE,44,1195456,256962,284288,9075,104694,0.07,0.52,0,1,0,0,6.8,81.16
2020,7,HYD_AIR,ARE,N_AMERICA,VFR,16,942300,117030,383759,54530,158485,0.72,0.16,1,1,1,0,6.5,70.29
2022,11,MUM_SEA,MMR,AFRICA,MEDICAL,1,640011,2142,136862,172055,71715,0.37,0.47,1,1,0,0,4.0,80.42
2024,4,GOI_AIR,BGD,EUROPE,PILGRIMAGE,5,749262,383350,450118,200186,14357,0.7,0.27,0,0,0,1,5.5,121.66
2017,8,KOCHI_SEA,VNM,AFRICA,EDUCATION,45,1090157,206001,333258,218005,38546,0.47,0.2,1,1,0,1,9.9,123.11
2019,8,HYD_AIR,RUS,MIDDLE_EAST,LEISURE,3,911606,212925,425402,190268,47102,0.63,0.31,1,0,0,1,7.3,120.29
2024,11,BOM_AIR,ESP,ASIA,BUSINESS,28,605815,109181,37695,63124,39946,0.47,0.5,0,1,1,0,5.0,80.45
2023,1,MAA_AIR,MYS,N_AMERICA,CONFERENCE,23,1137545,32353,323272,203839,65479,0.46,0.52,0,0,1,0,7.4,122.56
2020,3,BOM_SEA,SGP,AFRICA,CONFERENCE,2,243262,353071,113843,22035,114624,0.8,0.15,1,0,0,1,4.4,71.17
2018,1,GOI_AIR,KEN,ASIA,LEISURE,29,1070513,204253,431484,135275,11007,0.59,0.33,0,0,0,0,3.9,120.07
2023,6,DEL_AIR,SGP,MIDDLE_EAST,CONFERENCE,12,1154328,380187,497927,206441,124245,0.14,0.73,0,0,1,1,5.5,79.23
2017,8,HYD_AIR,SGP,AFRICA,EDUCATION,9,669432,113705,223515,174272,128449,0.53,0.38,1,0,0,0,5.0,105.74
2025,12,GOI_AIR,ARE,OCEANIA,EDUCATION,38,729480,150179,393217,82937,104974,0.17,0.2,1,1,1,1,9.6,112.64
2015,7,GOI_AIR,SGP,AFRICA,EDUCATION,32,653890,250503,30641,226561,96540,0.54,0.05,0,1,1,1,9.8,65.42
2023,1,BOM_SEA,AFG,MIDDLE_EAST,EDUCATION,10,755957,396928,576487,104010,99982,0.61,0.25,1,1,0,1,3.9,80.24
2018,12,BOM_SEA,ARE,ASIA,VFR,16,153079,378786,392683,131922,71761,0.21,0.51,1,0,0,0,1.6,103.99
2017,2,BOM_SEA,ETH,OCEANIA,EDUCATION,45,1158143,280267,483632,125867,168265,0.19,0.22,0,0,1,1,2.8,102.03
2019,10,AMD_AIR,ARE,S_AMERICA,CONFERENCE,18,374154,57053,233647,126746,97974,0.21,0.19,0,0,1,1,9.3,122.08
2016,4,COK_AIR,DEU,S_AMERICA,VFR,14,563078,41992,345347,42858,103024,0.75,0.16,0,1,1,1,2.4,105.45
2018,8,DEL_AIR,MMR,AFRICA,PILGRIMAGE,17,1157959,332242,490603,124357,148412,0.18,0.74,0,1,0,0,6.6,74.3
2025,3,CCU_AIR,FRA,ASIA,CONFERENCE,28,265398,206940,484763,144366,165193,0.71,0.1,0,0,1,1,1.4,114.73
2015,1,COK_AIR,VNM,AFRICA,CONFERENCE,45,586868,98437,554159,100120,58296,0.07,0.82,0,1,0,0,5.6,127.08
2016,7,HYD_AIR,BTN,N_AMERICA,LEISURE,20,155434,52392,109030,62226,162709,0.75,0.22,0,1,1,0,4.7,105.54
2022,5,BOM_AIR,AFG,N_AMERICA,MEDICAL,21,33712,179579,425687,45236,183709,0.26,0.22,0,1,0,1,7.4,92.61
2022,3,KOCHI_SEA,MMR,N_AMERICA,LEISURE,41,92144,268906,68170,182207,145944,0.21,0.64,0,0,1,0,5.6,116.62
2023,1,MAA_AIR,MYS,S_AMERICA,CONFERENCE,9,395149,91246,156918,149483,194184,0.59,0.4,0,0,0,0,5.4,91.97
2017,12,HYD_AIR,CAN,MIDDLE_EAST,MEDICAL,34,1088103,63803,578717,125360,78753,0.79,0.08,0,0,1,1,6.6,70.6
2017,12,MAA_AIR,RUS,EUROPE,CONFERENCE,7,581859,391647,169143,239069,37344,0.66,0.21,0,0,0,1,7.3,65.73
2021,8,HYD_AIR,MMR,AFRICA,EDUCATION,6,1081313,379907,364101,183801,64575,0.53,0.39,0,0,1,0,6.8,87.82
2017,12,BLR_AIR,ARE,EUROPE,EDUCATION,5,792713,157127,592443,246654,117398,0.25,0.28,0,1,0,0,9.0,109.72
2022,11,COK_AIR,THA,N_AMERICA,CONFERENCE,14,689316,293901,563799,53830,106633,0.4,0.09,1,0,0,1,2.0,108.67
2016,3,AMD_AIR,FRA,OCEANIA,CONFERENCE,29,277557,58956,30584,39556,115580,0.78,0.07,0,1,1,0,9.6,97.23
2019,9,BLR_AIR,VNM,N_AMERICA,MEDICAL,4,1196711,60966,239261,124990,166881,0.73,0.12,0,0,0,0,7.1,90.64
2018,6,BOM_SEA,IND,AFRICA,EDUCATION,12,577665,98066,452512,44772,58029,0.24,0.08,0,1,1,0,2.8,106.3
2018,8,GOI_AIR,THA,N_AMERICA,CONFERENCE,10,401833,52504,273947,157353,144957,0.8,0.06,1,0,1,1,4.7,127.2
2016,2,MAA_AIR,USA,EUROPE,BUSINESS,4,1058933,61595,107237,164364,96806,0.25,0.73,0,1,1,0,3.8,80.23
2025,7,HYD_AIR,BTN,N_AMERICA,LEISURE,1,682556,129471,576409,248890,65856,0.89,0.06,0,1,0,0,7.5,99.25
2015,12,CCU_AIR,DEU,EUROPE,VFR,38,930820,133708,550930,23932,38727,0.68,0.09,0,1,0,0,10.0,119.15
2019,7,HYD_AIR,AFG,N_AMERICA,CONFERENCE,9,253241,104939,321390,146361,195942,0.65,0.23,0,1,1,0,8.8,78.18
2017,7,COK_AIR,BGD,N_AMERICA,LEISURE,21,494695,184855,156763,93912,41037,0.55,0.38,0,0,0,0,8.8,78.15
2017,7,BOM_AIR,AFG,EUROPE,EDUCATION,25,563855,22055,498321,104518,122306,0.78,0.08,0,0,1,0,4.7,121.75
2018,3,COK_AIR,ARE,MIDDLE_EAST,EDUCATION,40,202495,242669,447096,61517,198477,0.8,0.06,1,1,0,0,4.9,127.32
2019,10,HYD_AIR,GBR,MIDDLE_EAST,BUSINESS,13,1003977,177083,372255,179917,89652,0.27,0.2,1,1,1,1,2.8,107.93
2022,1,AMD_AIR,CHN,EUROPE,EDUCATION,22,657229,382292,404091,109610,78250,0.72,0.17,1,0,1,1,4.3,105.12
2019,6,KOCHI_SEA,SGP,OCEANIA,MEDICAL,43,745330,344629,401177,1686,106621,0.19,0.8,0,0,1,0,6.7,96.86
2022,8,COK_AIR,AUS,MIDDLE_EAST,BUSINESS,24,557760,307799,396806,11130,124795,0.39,0.4,0,0,0,1,8.6,114.69
2016,4,COK_AIR,ARE,EUROPE,EDUCATION,36,922553,226745,205206,245786,127761,0.83,0.08,1,0,1,0,1.5,127.58
2025,10,BLR_AIR,ITA,OCEANIA,VFR,39,141601,377894,183369,109940,21768,0.31,0.06,1,1,0,0,9.5,86.82
2018,5,CCU_AIR,DEU,EUROPE,VFR,27,590179,318654,293826,158129,116601,0.42,0.14,1,1,1,0,3.2,80.45
2022,3,MUM_SEA,MDV,S_AMERICA,CONFERENCE,36,10285,15559,473000,68928,134017,0.41,0.4,1,0,1,0,2.8,128.13
2016,2,BOM_SEA,KOR,S_AMERICA,MEDICAL,42,503124,302157,312045,167288,46478,0.54,0.18,0,0,1,0,4.6,95.44
2024,6,CCU_AIR,CHN,S_AMERICA,BUSINESS,11,549148,278912,180219,153762,75144,0.76,0.16,1,1,0,1,6.7,72.19
2015,6,BLR_AIR,USA,N_AMERICA,MEDICAL,29,884339,268667,27725,90610,188731,0.52,0.3,0,0,1,1,6.1,121.68
2021,3,BOM_SEA,NGA,OCEANIA,EDUCATION,10,87706,127635,40337,149740,93834,0.85,0.07,0,1,1,0,3.3,67.33
2015,3,MUM_SEA,VNM,MIDDLE_EAST,CONFERENCE,38,943047,267716,489165,227968,52925,0.79,0.12,1,0,0,0,9.6,96.27
2025,6,DEL_AIR,USA,AFRICA,LEISURE,17,470909,256091,450572,211894,41108,0.57,0.26,0,0,1,1,6.4,113.11
2022,3,BOM_SEA,GBR,S_AMERICA,EDUCATION,45,781234,146608,119364,123799,84032,0.42,0.51,0,0,1,0,8.4,121.55
2021,6,MUM_SEA,GBR,N_AMERICA,PILGRIMAGE,36,913127,342105,128935,30691,26515,0.33,0.55,0,1,1,1,9.2,65.74
2024,3,MAA_AIR,SGP,AFRICA,PILGRIMAGE,12,1036303,316433,546162,77937,187737,0.57,0.31,1,0,0,0,4.6,107.48
2018,5,AMD_AIR,DEU,ASIA,LEISURE,20,845666,340502,226243,249024,98803,0.74,0.21,0,1,0,0,3.1,116.55
2024,11,AMD_AIR,AUS,AFRICA,CONFERENCE,34,932629,256401,53378,177649,186568,0.48,0.5,1,0,0,1,6.8,103.65
2018,4,BOM_SEA,MYS,MIDDLE_EAST,MEDICAL,36,592148,104379,189568,31093,137039,0.8,0.16,1,1,1,0,4.0,77.92
2022,5,BLR_AIR,AUS,ASIA,EDUCATION,26,983855,208306,395414,16565,160306,0.29,0.18,0,0,1,0,4.5,107.64
2024,7,KOCHI_SEA,AFG,AFRICA,BUSINESS,44,1067655,183411,372433,72323,186841,0.78,0.11,1,1,0,0,2.2,123.39
2025,1,GOI_AIR,ITA,N_AMERICA,MEDICAL,20,51773,139093,408512,64777,30332,0.61,0.18,0,0,0,1,8.4,125.03
2018,11,BLR_AIR,BTN,OCEANIA,LEISURE,31,134167,45105,484601,213402,1927,0.3,0.33,1,1,0,1,8.0,109.82
