health_chronic_surveillance_year,health_chronic_small_area_id,health_chronic_condition_code,health_chronic_prevalence_rate_pct,health_chronic_incidence_rate_per_100k,health_chronic_hospitalization_rate_per_100k,health_chronic_mortality_rate_per_100k,health_chronic_comorbidity_index,health_chronic_risk_factor_smoking_rate,health_chronic_risk_factor_obesity_rate,health_chronic_risk_factor_diabetes_rate,health_chronic_physical_activity_rate,health_chronic_diet_quality_score,health_chronic_medication_adherence_rate,health_chronic_preventive_screening_rate,health_chronic_avoidable_ed_visit_rate,health_chronic_healthcare_access_barrier_index,health_chronic_ncoioeconomic_deprivation_index,health_chronic_age_adjustment_standard,health_chronic_confidence_interval_width
2024,LGD-SA-3982563,NCD_MULTI,14.8,3452.7,1640.92,898.71,10.7,39.91,35.46,1.07,29.93,78.64,81.04,58.2,122.42,42.6,79.53,Census2011,12.519
2025,LGD-SA-8601585,NCD_MULTI,26.27,2219.71,940.1,1404.29,14.97,43.04,6.29,10.12,36.46,93.23,41.06,0.67,59.67,63.48,17.98,India2011,0.328
2017,LGD-SA-6612663,STROKE,12.61,191.36,1368.47,971.63,7.21,13.63,53.61,28.24,39.45,11.57,52.47,12.82,152.79,62.64,82.39,GBDStd,10.627
2017,LGD-SA-8637532,CKD,32.87,2977.03,1942.74,1709.56,11.05,27.36,26.4,20.6,24.3,54.02,46.66,3.85,64.31,43.62,55.58,India2011,10.018
2022,LGD-SA-6535382,CANC,7.39,392.87,1314.37,781.73,8.64,41.96,26.73,17.88,25.17,63.47,74.05,49.97,164.91,97.05,85.12,Census2011,6.162
2020,LGD-SA-5806492,CKD,38.97,255.64,1864.06,556.22,2.19,26.51,19.11,10.27,29.85,48.38,75.2,38.66,7.3,60.49,79.74,WHO2000,7.908
2018,LGD-SA-1554726,CVD,38.41,1640.23,1034.14,1374.88,7.51,22.74,40.97,15.72,45.15,4.51,49.03,83.07,83.27,29.41,59.81,WHO2000,4.06
2016,LGD-SA-2572451,DM2,5.81,2303.78,825.74,976.34,12.98,39.1,37.37,12.38,75.09,12.72,23.11,68.96,40.7,91.69,45.61,India2011,13.497
2021,LGD-SA-5360886,DM2,4.27,1124.0,1757.14,1622.16,10.34,44.22,25.65,2.81,58.52,98.54,46.04,40.67,128.52,98.04,27.58,India2011,13.702
2023,LGD-SA-6809780,DM2,15.64,3425.02,845.44,1387.79,10.37,14.89,23.61,7.11,75.98,91.53,32.88,51.7,110.41,79.27,98.11,WHO2000,10.311
2016,LGD-SA-4170440,OBES,39.02,323.1,1843.63,328.76,14.13,32.68,2.07,21.7,30.21,80.64,75.82,37.96,149.68,28.7,63.77,WHO2000,4.569
2022,LGD-SA-9084336,OBES,40.54,3113.63,1077.17,655.71,8.87,39.5,15.91,27.73,70.93,4.7,81.4,83.9,64.91,44.84,27.2,GBDStd,3.023
2021,LGD-SA-4553828,NCD_MULTI,19.77,1582.38,1084.58,947.65,3.9,37.96,30.92,29.44,53.44,1.12,88.88,48.18,168.01,45.61,60.01,India2011,9.813
2015,LGD-SA-5287565,CKD,43.78,1255.78,385.97,126.44,0.49,22.73,33.51,18.2,48.38,37.86,33.79,74.19,126.52,39.34,31.41,WHO2000,10.272
2023,LGD-SA-1245304,CVD,31.7,2371.7,1843.37,387.42,3.44,19.12,12.55,7.71,50.62,95.2,84.55,11.34,136.21,81.82,14.82,India2011,12.468
2022,LGD-SA-4847835,COPD,2.04,242.77,823.0,1421.94,4.03,2.73,48.55,21.46,31.52,36.99,39.23,40.17,83.45,25.87,40.01,India2011,0.566
2023,LGD-SA-7596036,CANC,8.32,1566.56,659.45,580.39,11.84,12.28,16.36,15.6,74.63,38.01,22.95,59.11,52.34,44.77,93.8,WHO2000,1.47
2022,LGD-SA-3145638,CANC,12.44,3114.96,1508.84,846.36,12.99,11.9,38.17,22.83,53.56,67.93,85.17,58.69,101.45,7.89,66.78,WHO2000,13.407
2017,LGD-SA-4623798,HTN,9.26,2437.96,55.11,1462.63,1.2,23.71,39.02,31.45,78.03,64.9,33.95,31.35,0.71,18.35,18.43,Census2011,12.018
2016,LGD-SA-8933255,OBES,42.73,1864.09,507.02,667.46,14.22,30.95,39.98,28.86,55.68,59.83,53.08,64.36,7.88,13.15,20.39,GBDStd,4.338
2024,LGD-SA-2245993,STROKE,19.95,1721.68,1534.7,609.35,4.22,31.7,32.34,11.73,54.66,98.2,57.62,57.95,37.54,54.17,64.39,India2011,9.305
2025,LGD-SA-2026338,CKD,41.86,383.82,691.46,283.81,4.89,11.01,41.21,5.03,59.69,16.72,61.74,1.8,75.79,25.32,68.54,India2011,0.475
2021,LGD-SA-7392867,STROKE,24.92,1682.05,1599.4,117.77,5.42,7.63,1.24,19.54,26.11,28.36,43.47,3.81,72.82,74.5,37.21,GBDStd,12.261
2024,LGD-SA-8218185,CKD,24.86,685.54,1652.4,1113.34,8.71,15.9,34.36,26.16,51.09,62.8,41.9,16.87,86.06,43.03,99.92,WHO2000,12.022
2025,LGD-SA-9995545,DM2,8.43,1131.8,84.19,348.69,7.83,42.23,43.6,23.93,60.76,76.48,61.63,75.13,31.32,38.82,12.94,WHO2000,11.035
2016,LGD-SA-9732402,HTN,29.21,335.41,784.81,701.68,6.15,4.31,13.04,19.1,54.36,51.62,46.63,16.15,140.22,29.69,61.35,India2011,1.853
2015,LGD-SA-5466502,CVD,38.4,2727.11,939.32,1542.11,0.46,5.24,38.33,4.23,60.23,32.52,52.59,72.24,0.01,85.07,66.02,India2011,7.019
2017,LGD-SA-1313891,DM2,39.73,994.28,777.67,895.99,12.49,8.53,39.56,26.86,12.55,21.83,20.35,9.81,151.53,32.95,36.11,Census2011,7.853
2025,LGD-SA-7939284,STROKE,41.05,3120.08,952.59,713.14,4.79,25.99,39.64,21.05,44.86,74.28,33.54,31.5,89.45,99.85,46.22,India2011,9.335
2025,LGD-SA-3225510,NCD_MULTI,4.85,3012.14,1095.4,1143.91,11.96,21.0,30.99,27.19,38.98,35.12,24.27,37.94,166.4,38.74,51.8,GBDStd,2.588
2018,LGD-SA-1043256,TB_SEQ,38.4,2869.79,1048.9,1178.05,7.39,17.68,5.11,2.91,16.66,61.49,66.51,79.06,33.96,99.55,28.64,GBDStd,2.249
2015,LGD-SA-8028140,NCD_MULTI,5.35,2298.79,902.45,1271.71,11.63,4.45,5.58,28.89,75.48,45.23,42.22,87.52,122.07,54.12,97.16,India2011,6.575
2017,LGD-SA-1791123,HTN,24.96,3386.37,378.47,935.18,2.41,33.13,4.95,24.47,71.35,87.14,52.5,92.28,43.31,67.21,78.45,GBDStd,7.261
2015,LGD-SA-9873986,OBES,28.91,2711.58,661.71,1014.13,6.41,30.5,25.07,3.11,81.92,35.21,89.46,10.46,106.28,96.98,84.65,India2011,7.279
2022,LGD-SA-7741175,COPD,27.35,1611.23,1501.59,1638.25,8.34,28.75,15.4,25.86,31.22,67.24,57.14,38.24,31.42,26.96,17.68,GBDStd,3.844
2025,LGD-SA-7239191,CANC,23.82,2229.38,1449.58,826.9,2.25,31.02,41.27,27.63,51.19,22.55,65.68,45.85,76.55,75.47,79.71,India2011,5.115
2019,LGD-SA-8310507,ASTH,41.22,789.6,1114.32,1450.82,14.94,4.53,19.96,13.44,84.81,18.09,27.72,85.34,41.28,57.07,81.3,WHO2000,6.781
2018,LGD-SA-6466782,CANC,35.63,1531.63,1286.01,1365.9,10.5,28.27,23.3,33.46,44.28,25.57,67.35,76.12,90.76,20.57,41.53,Census2011,5.073
2015,LGD-SA-5956768,CKD,29.98,557.83,1631.31,1605.58,11.1,24.03,50.47,18.85,14.82,32.69,46.34,12.83,168.51,72.76,3.28,GBDStd,7.768
2016,LGD-SA-2706385,CVD,22.31,1920.6,1006.33,1713.87,8.68,41.5,44.43,11.52,60.07,51.25,51.77,8.64,64.49,77.03,48.82,GBDStd,14.558
2025,LGD-SA-7421139,STROKE,12.67,2567.39,679.16,825.64,8.1,33.13,22.84,1.1,12.41,49.84,39.3,5.3,178.55,84.71,41.98,India2011,11.835
2016,LGD-SA-9606095,STROKE,31.68,1959.69,1326.68,828.84,4.26,37.21,21.36,1.54,43.49,51.98,32.79,5.98,76.29,6.5,38.57,India2011,12.532
2019,LGD-SA-5115956,OBES,11.28,2244.47,1622.45,572.84,4.5,12.17,40.11,9.68,33.46,48.28,38.78,68.26,47.53,96.5,84.96,GBDStd,8.245
2016,LGD-SA-2265913,HTN,30.06,1112.99,1989.8,165.34,9.68,20.49,12.33,27.03,44.58,42.53,49.33,10.96,117.75,89.15,39.45,India2011,7.257
2025,LGD-SA-4516032,ASTH,41.56,3408.45,1914.74,132.29,8.95,6.65,38.83,30.14,36.38,33.52,84.43,62.11,80.85,31.29,92.93,WHO2000,5.134
2016,LGD-SA-5053849,TB_SEQ,38.48,1571.7,148.9,178.78,1.04,18.24,7.75,34.16,29.15,48.8,30.13,14.54,1.57,4.23,43.1,Census2011,8.062
2022,LGD-SA-7133060,CANC,37.75,1932.31,795.49,1565.66,10.88,14.91,33.99,14.03,40.64,78.98,91.59,69.72,178.89,92.54,52.9,Census2011,4.841
2019,LGD-SA-8632357,HTN,32.97,2679.93,285.42,1344.03,6.83,17.05,39.66,27.75,68.08,8.2,86.9,60.42,66.36,59.7,97.07,WHO2000,12.838
2015,LGD-SA-6121680,HTN,37.06,70.8,1752.64,1758.77,0.46,15.9,13.01,12.53,35.44,29.42,85.87,89.91,145.72,18.64,90.08,WHO2000,8.41
2022,LGD-SA-4695807,TB_SEQ,43.6,2235.0,294.3,288.57,9.75,42.6,54.79,15.95,66.08,47.74,54.11,26.51,124.67,68.18,49.36,GBDStd,11.809
2020,LGD-SA-6147044,HTN,32.64,2080.52,721.38,948.6,14.58,26.46,24.52,34.32,48.69,30.57,25.6,94.46,138.99,73.58,30.33,India2011,3.785
2017,LGD-SA-1306480,CANC,24.62,400.73,2115.43,112.92,10.8,8.49,11.94,11.35,81.25,30.47,82.48,2.87,62.97,76.31,59.15,Census2011,1.696
2025,LGD-SA-1008946,CKD,15.14,2525.6,433.65,751.18,2.26,31.71,10.63,17.77,60.3,83.63,66.4,78.04,33.73,80.06,49.91,India2011,9.9
2022,LGD-SA-2673248,NCD_MULTI,18.42,2859.24,430.94,99.74,3.24,18.13,1.11,33.64,47.15,44.81,76.24,34.89,125.02,43.71,99.51,India2011,11.526
2015,LGD-SA-6805944,OBES,0.46,745.25,237.57,313.43,1.53,9.43,12.47,31.56,38.62,56.7,21.2,10.4,137.51,8.88,78.98,Census2011,0.202
2021,LGD-SA-3930469,CVD,0.53,1140.58,1336.61,1030.29,10.2,41.12,46.41,15.77,55.47,58.98,31.92,80.01,132.88,27.46,4.32,India2011,9.468
2023,LGD-SA-8005753,NCD_MULTI,34.06,687.56,1222.29,1252.52,2.58,34.16,27.6,13.21,48.37,12.78,22.76,65.59,178.91,0.29,15.07,WHO2000,2.257
2023,LGD-SA-2431917,COPD,28.98,3252.6,1440.51,1543.96,2.59,36.17,2.22,18.42,57.38,24.93,59.86,12.34,152.02,72.84,85.23,India2011,11.268
2016,LGD-SA-5732984,NCD_MULTI,1.43,910.3,1309.86,729.2,7.15,8.58,19.41,33.68,11.15,80.05,59.85,79.06,84.0,18.65,77.78,WHO2000,9.696
2017,LGD-SA-6542910,DM2,29.58,3030.86,1562.03,1431.68,5.68,12.91,24.4,11.1,28.93,89.83,90.81,33.65,137.67,30.08,85.23,Census2011,7.15
2018,LGD-SA-1350007,ASTH,21.35,355.57,622.67,1566.18,9.38,33.7,29.34,32.59,27.66,36.59,49.87,53.45,5.54,88.51,52.76,WHO2000,3.05
2016,LGD-SA-6657567,DM2,34.44,1954.87,1776.08,1513.5,14.25,39.97,2.78,8.91,36.73,19.57,33.26,30.18,28.6,49.3,39.23,India2011,1.805
2021,LGD-SA-5229710,ASTH,33.29,631.3,616.61,919.62,5.21,5.66,3.51,23.88,20.58,54.93,35.21,10.25,115.95,14.26,39.68,Census2011,13.289
2023,LGD-SA-9750037,COPD,31.6,2008.5,1322.77,174.78,10.54,42.67,17.49,2.46,31.62,17.13,74.93,51.18,80.08,60.86,82.91,GBDStd,1.338
2024,LGD-SA-8556038,CVD,34.8,1152.55,1435.03,1047.1,14.38,36.84,11.01,4.84,46.06,0.45,67.11,5.71,29.77,12.01,49.48,GBDStd,10.818
2025,LGD-SA-9397423,CANC,8.46,3083.27,2004.94,81.49,7.91,37.13,28.39,5.22,66.85,12.47,85.71,25.22,137.58,79.11,28.92,WHO2000,1.445
2021,LGD-SA-7345024,COPD,1.36,3384.79,859.99,1448.14,13.15,41.56,13.01,17.02,39.3,50.62,91.4,23.88,74.58,13.35,8.27,GBDStd,9.688
2015,LGD-SA-4907341,STROKE,13.52,2282.87,1674.02,281.68,0.29,33.39,24.98,9.36,28.48,70.53,89.61,44.48,169.33,74.79,9.33,India2011,4.643
2023,LGD-SA-1282584,HTN,31.32,5.66,943.94,1639.11,2.96,9.43,43.93,7.14,41.22,83.6,54.07,66.66,16.38,59.98,31.01,GBDStd,7.389
2022,LGD-SA-3887676,HTN,43.39,1277.73,1520.75,652.78,6.13,37.47,26.77,6.25,22.47,91.7,60.42,33.66,35.28,74.09,8.05,India2011,11.701
2017,LGD-SA-1801659,CKD,19.5,2391.98,629.19,450.86,5.14,3.63,54.0,8.38,20.16,82.32,31.25,41.37,171.01,32.28,36.17,Census2011,10.568
2016,LGD-SA-8906641,COPD,34.25,2092.52,1340.24,1688.58,14.42,41.59,36.3,10.38,81.21,10.89,42.97,25.24,18.58,2.86,15.36,WHO2000,2.798
2020,LGD-SA-1234080,CANC,7.07,2862.31,453.58,1444.79,12.45,35.44,35.58,21.53,14.98,79.25,52.28,23.45,135.29,17.24,29.43,Census2011,10.099
2020,LGD-SA-6937213,HTN,17.47,869.53,198.68,246.42,0.26,35.76,48.9,25.53,46.55,31.7,66.81,69.26,36.77,37.12,68.44,India2011,1.999
2015,LGD-SA-3626087,NCD_MULTI,34.07,440.43,1333.28,140.26,13.83,39.8,32.26,22.96,50.27,40.52,33.86,35.2,104.86,15.04,6.42,GBDStd,0.103
2015,LGD-SA-9405340,HTN,13.31,1289.99,682.83,1386.17,11.5,41.14,54.96,22.62,81.02,29.66,78.71,17.48,173.91,3.85,66.1,GBDStd,3.464
2023,LGD-SA-4248992,CKD,40.11,2858.86,192.42,110.74,13.66,32.77,28.94,5.3,34.43,42.42,60.45,72.54,43.01,40.52,40.87,WHO2000,7.302
2015,LGD-SA-8892863,NCD_MULTI,15.87,1917.46,2057.79,522.12,4.68,8.99,48.64,24.73,38.24,5.99,50.83,50.5,137.81,95.3,41.14,WHO2000,9.041
2022,LGD-SA-1489928,TB_SEQ,19.06,206.65,1175.64,1657.37,5.96,34.16,47.33,31.64,21.96,66.66,37.98,31.85,120.91,31.62,70.04,GBDStd,1.119
2016,LGD-SA-6959895,CVD,34.16,2102.01,775.58,1722.04,1.45,17.45,39.56,7.02,35.33,94.71,32.5,44.28,75.19,71.99,12.09,WHO2000,13.569
2018,LGD-SA-8162536,COPD,3.08,3340.42,838.95,1310.86,0.57,33.6,7.16,31.66,28.7,59.58,56.2,13.2,76.63,66.94,54.0,WHO2000,6.916
2016,LGD-SA-3629487,CKD,34.77,2148.81,814.84,1673.98,2.89,43.16,10.7,16.71,24.84,11.98,66.05,24.23,72.44,27.21,86.05,GBDStd,10.671
2024,LGD-SA-7240017,DM2,6.25,2195.67,1331.31,1262.71,12.17,16.17,30.83,9.3,43.0,68.05,95.84,32.59,50.99,16.11,5.6,India2011,8.7
2024,LGD-SA-6974054,ASTH,6.86,1098.67,117.13,456.9,14.93,23.67,33.07,28.56,66.41,78.9,47.04,7.48,143.52,25.61,8.1,India2011,7.677
2016,LGD-SA-1200355,COPD,28.91,3175.31,1319.43,1193.16,1.41,41.41,39.38,12.77,51.54,80.24,81.09,3.91,75.96,21.49,99.27,Census2011,6.142
2022,LGD-SA-2963784,NCD_MULTI,30.17,3045.2,517.89,1790.62,4.62,39.74,6.63,10.11,27.77,87.13,48.52,16.57,154.54,46.42,28.55,India2011,0.512
2024,LGD-SA-3392709,TB_SEQ,39.89,2437.56,2053.16,1761.69,7.93,17.91,21.22,7.45,37.77,89.92,78.23,16.47,169.95,58.0,70.22,India2011,0.141
2022,LGD-SA-7957796,CKD,3.02,1443.52,1519.81,1758.06,3.6,43.11,17.87,27.08,77.0,15.18,68.16,66.98,61.96,77.49,13.88,India2011,4.303
2016,LGD-SA-4340894,NCD_MULTI,40.76,2034.97,393.48,693.2,1.39,44.91,13.43,12.33,51.83,80.72,56.04,21.49,113.42,39.09,64.29,India2011,5.991
2018,LGD-SA-6563828,OBES,6.53,3252.94,21.67,1446.38,4.15,22.5,50.29,27.37,68.03,24.9,20.78,12.44,109.66,23.65,87.89,India2011,1.104
2021,LGD-SA-5917173,CKD,7.69,95.17,1333.0,600.54,1.34,5.82,45.86,31.03,65.02,72.15,53.1,88.96,148.81,17.89,57.03,GBDStd,14.018
2015,LGD-SA-3707839,COPD,40.26,3462.42,1711.38,69.71,6.96,14.38,49.12,20.91,44.42,78.58,64.04,16.04,138.42,16.91,53.57,GBDStd,4.911
2015,LGD-SA-4770623,DM2,27.18,2652.98,1231.49,1052.45,6.57,41.24,39.48,15.13,46.44,98.62,26.52,41.56,127.91,61.92,88.42,Census2011,4.004
2018,LGD-SA-6350522,NCD_MULTI,11.36,3178.33,100.25,264.46,9.47,22.65,43.8,19.26,71.59,43.63,52.31,21.06,44.65,69.48,78.62,India2011,8.322
2025,LGD-SA-7597556,DM2,12.13,455.16,890.87,1228.36,12.7,25.79,40.28,30.14,19.81,0.83,84.57,34.38,121.15,44.64,5.87,Census2011,7.739
2017,LGD-SA-3050061,COPD,14.98,2686.83,1788.74,722.64,12.76,17.24,40.05,15.1,27.1,87.61,34.72,34.23,32.59,39.68,17.62,India2011,7.799
2015,LGD-SA-5363867,CKD,22.81,2019.35,1394.1,361.17,13.09,5.07,10.38,23.63,40.62,27.84,42.52,11.15,154.04,12.22,13.05,WHO2000,9.981
2016,LGD-SA-5596739,OBES,16.93,421.53,295.7,1489.74,4.11,9.53,31.09,29.68,66.04,57.06,64.76,8.69,162.73,95.93,49.61,GBDStd,5.717
2019,LGD-SA-4791754,STROKE,36.31,2289.99,261.95,1353.21,4.49,39.98,2.53,8.35,70.46,54.1,96.47,5.95,77.53,14.68,20.9,GBDStd,3.07
2015,LGD-SA-1282024,COPD,34.07,2974.27,433.05,693.78,13.99,12.66,23.89,26.69,22.61,73.66,24.12,51.06,122.96,33.47,65.5,India2011,13.365
2016,LGD-SA-6574637,CKD,9.4,3220.55,1871.58,411.59,3.65,2.12,47.03,15.99,72.52,48.61,50.48,89.21,51.79,79.9,33.54,India2011,10.055
2019,LGD-SA-4403799,DM2,44.96,970.55,548.24,1446.66,7.5,12.96,44.49,17.03,13.44,61.07,95.25,41.08,134.99,74.91,93.66,WHO2000,4.207
2021,LGD-SA-8070446,CVD,40.24,1195.83,912.23,347.33,4.29,23.06,22.85,4.24,24.8,44.27,61.53,88.48,67.78,22.37,42.96,India2011,0.659
2020,LGD-SA-1902966,CVD,40.24,2249.01,1454.21,180.81,8.5,27.85,8.79,20.35,18.63,95.31,85.21,9.89,147.14,41.85,27.05,GBDStd,2.88
2021,LGD-SA-9034487,CVD,14.29,3410.56,948.66,697.53,14.02,29.16,6.36,13.58,78.0,26.53,47.04,43.47,123.69,72.87,7.55,GBDStd,6.031
2023,LGD-SA-7953392,CVD,22.07,293.24,139.81,1463.01,3.66,10.08,32.64,9.47,49.21,24.67,89.05,44.56,125.3,71.83,87.2,Census2011,1.046
2017,LGD-SA-8223313,CVD,19.89,1840.61,1360.07,1174.07,9.69,16.81,36.63,8.06,52.44,94.42,66.36,94.39,135.29,71.95,86.66,GBDStd,0.222
2016,LGD-SA-6510410,OBES,6.81,2616.69,1360.81,781.7,0.78,12.63,52.42,18.22,37.08,2.68,26.24,74.68,41.37,85.53,98.62,India2011,3.495
2021,LGD-SA-5756479,OBES,7.81,2693.08,376.61,1736.59,8.16,23.69,2.81,27.25,84.57,70.11,67.12,10.91,17.53,77.27,43.61,WHO2000,11.777
2019,LGD-SA-1217998,CKD,36.1,1606.25,1278.33,298.08,1.65,14.08,15.98,20.49,85.38,2.67,57.52,63.97,105.12,10.79,81.23,India2011,7.125
2017,LGD-SA-2941535,CVD,24.35,3161.46,677.67,1759.73,7.64,30.37,5.77,29.1,55.73,17.39,40.58,87.95,5.07,54.52,18.45,Census2011,1.227
2019,LGD-SA-5480054,CKD,4.34,2332.73,79.16,421.75,1.39,14.51,32.67,28.65,55.16,31.47,27.25,44.06,4.95,7.55,88.11,GBDStd,11.042
2015,LGD-SA-6554487,ASTH,27.51,2339.32,680.81,586.46,12.39,38.74,43.02,27.57,73.84,63.06,73.76,79.42,147.04,94.46,66.62,India2011,4.465
2021,LGD-SA-4388644,HTN,20.43,912.39,938.61,1542.0,9.6,13.78,7.47,13.69,44.05,18.11,86.88,44.36,37.95,92.98,18.67,GBDStd,14.875
2024,LGD-SA-4365735,CKD,10.16,2286.83,725.91,1309.74,1.69,41.91,43.59,19.84,53.65,58.29,39.22,50.08,123.38,93.64,39.06,Census2011,3.937
2022,LGD-SA-1047144,CVD,11.8,1598.5,1778.02,933.51,11.64,12.8,32.68,34.35,46.34,46.43,53.36,56.92,48.26,35.4,33.78,WHO2000,12.554
2017,LGD-SA-3572357,CVD,32.79,2996.5,1663.8,136.05,11.08,7.13,22.37,30.64,47.63,69.14,83.54,30.1,119.73,63.94,55.26,Census2011,6.531
2021,LGD-SA-9674837,DM2,29.32,993.79,503.51,562.62,13.0,35.61,10.77,2.94,31.77,95.89,53.86,92.49,121.01,37.31,58.49,WHO2000,3.094
2021,LGD-SA-9426845,CKD,35.49,3150.4,461.07,1657.12,1.44,18.1,44.0,28.63,84.19,10.73,72.12,3.41,74.44,54.83,95.66,WHO2000,13.969
2019,LGD-SA-3445413,STROKE,39.23,1848.94,1343.63,411.07,5.79,44.58,13.76,8.24,69.68,46.16,91.54,22.39,45.75,32.55,60.92,Census2011,14.617
2020,LGD-SA-4358384,CVD,16.99,3483.13,1247.57,1238.11,12.9,29.12,26.61,19.42,70.08,77.32,71.28,9.85,72.35,38.64,92.12,WHO2000,0.414
2017,LGD-SA-1256566,DM2,39.27,2234.82,1293.95,598.84,7.87,39.11,32.88,28.09,69.45,53.87,54.57,24.61,8.02,40.67,5.69,Census2011,9.606
2019,LGD-SA-7759171,TB_SEQ,32.84,321.38,55.9,1795.91,11.51,8.41,52.39,17.75,52.1,53.67,52.89,16.14,51.38,3.89,67.51,WHO2000,12.182
2021,LGD-SA-4056702,NCD_MULTI,18.25,1180.0,176.59,388.21,11.9,2.77,51.49,2.68,80.78,98.08,51.05,39.03,159.08,56.15,31.02,GBDStd,10.374
2021,LGD-SA-7483735,HTN,5.84,1397.02,901.55,710.61,4.18,35.43,25.29,9.36,48.6,73.55,94.0,8.86,35.07,16.41,44.8,WHO2000,0.599
2023,LGD-SA-3083440,COPD,21.71,1379.66,705.98,802.53,11.89,17.59,2.42,18.28,51.37,48.18,89.99,0.89,73.07,49.42,77.95,WHO2000,5.413
2022,LGD-SA-1109727,ASTH,36.4,1750.78,1681.05,529.66,13.61,11.12,48.04,23.04,39.27,99.32,96.25,67.16,170.49,18.87,42.87,GBDStd,9.56
2024,LGD-SA-3491358,HTN,16.75,686.1,1400.97,467.34,11.43,10.02,27.68,24.17,73.38,39.33,97.52,10.72,14.44,61.91,69.02,Census2011,8.494
2017,LGD-SA-3089135,STROKE,22.24,2225.8,393.53,1705.69,12.05,30.96,44.21,32.34,77.05,75.9,71.27,63.26,66.85,84.86,20.89,WHO2000,6.904
2015,LGD-SA-2426751,CVD,7.09,3419.86,1496.12,1093.75,8.55,36.04,22.5,23.14,14.13,78.91,86.7,17.22,111.15,11.08,80.2,GBDStd,2.635
2021,LGD-SA-1906340,NCD_MULTI,3.54,61.53,384.82,1760.8,10.98,19.57,41.1,23.75,79.25,44.61,70.82,25.02,117.08,33.7,70.46,Census2011,5.962
2017,LGD-SA-7498981,OBES,30.09,1138.93,1537.11,1193.28,0.5,15.58,7.98,2.13,69.52,15.01,92.75,54.07,178.66,22.67,49.18,WHO2000,10.646
2025,LGD-SA-1434336,ASTH,17.81,962.69,532.49,1.34,6.55,21.05,43.54,8.09,27.01,41.19,58.68,63.89,17.51,53.65,43.23,WHO2000,4.039
2018,LGD-SA-2878274,STROKE,44.7,2327.36,1419.9,1392.96,4.38,13.48,45.56,11.65,28.5,19.55,72.92,16.87,145.07,13.78,86.39,Census2011,11.808
2022,LGD-SA-6252933,ASTH,40.21,3356.89,1740.42,115.7,2.85,27.45,34.24,18.0,79.11,16.91,68.85,16.36,36.27,76.73,88.28,Census2011,8.692
2020,LGD-SA-1281994,DM2,12.63,919.0,1180.05,662.13,14.61,34.14,22.33,1.18,44.39,2.28,41.37,71.3,91.8,91.31,39.73,Census2011,13.973
2020,LGD-SA-6852830,STROKE,38.24,2190.3,705.71,163.99,1.69,34.5,37.73,5.98,82.46,9.67,39.18,6.15,102.64,17.75,18.82,GBDStd,12.916
2023,LGD-SA-6954950,STROKE,11.56,78.33,2040.02,1687.29,12.73,17.47,46.19,22.56,69.33,77.59,24.96,35.93,93.88,12.25,45.05,India2011,9.403
2024,LGD-SA-2151087,CVD,43.23,2345.33,2093.48,1264.62,14.57,18.2,15.75,16.4,30.12,23.69,75.94,78.83,53.82,65.32,59.21,India2011,13.919
2015,LGD-SA-6874816,ASTH,19.49,2083.21,1167.4,889.38,10.38,28.14,24.83,30.75,28.47,17.76,57.78,22.16,56.56,45.77,14.93,Census2011,13.032
2025,LGD-SA-9318361,DM2,34.18,3148.6,665.15,812.66,10.97,13.56,50.4,17.67,62.47,52.83,27.4,41.65,156.81,98.7,97.37,GBDStd,13.27
2023,LGD-SA-2540469,DM2,19.13,3434.49,1434.13,1782.07,3.14,14.79,6.47,3.36,39.56,15.28,66.69,80.1,101.87,81.98,45.4,India2011,10.133
2015,LGD-SA-3424995,ASTH,31.68,2679.47,1655.63,1720.5,12.86,40.95,40.35,34.76,31.87,93.99,36.75,44.01,134.84,31.36,12.12,GBDStd,13.094
2025,LGD-SA-2861645,HTN,23.39,1880.25,1435.59,892.73,12.01,26.45,24.44,8.56,62.49,47.72,49.51,54.44,29.09,97.51,15.56,India2011,6.001
2024,LGD-SA-6460180,ASTH,39.8,2372.54,283.49,1360.78,0.86,16.8,45.61,5.25,42.25,5.93,80.2,41.12,145.53,83.73,77.37,India2011,3.621
2016,LGD-SA-5427563,CKD,30.55,2320.6,1474.58,740.4,4.48,34.53,43.37,6.51,36.08,29.65,21.03,34.21,134.37,17.11,60.1,WHO2000,5.397
2015,LGD-SA-9161505,STROKE,29.88,2438.14,1831.49,1343.7,13.52,33.33,41.21,19.44,68.47,12.27,79.78,88.91,98.5,75.32,29.05,India2011,6.522
2025,LGD-SA-7121508,TB_SEQ,29.36,2072.14,1124.26,536.31,5.25,27.06,2.59,18.78,41.62,98.48,36.69,32.56,84.43,63.26,52.65,India2011,1.309
2023,LGD-SA-1114813,DM2,15.01,49.74,1355.15,354.27,11.05,12.61,31.45,26.42,35.92,41.62,82.52,76.27,151.43,5.94,55.31,India2011,12.795
2024,LGD-SA-5420058,CKD,8.83,2768.98,1331.2,777.15,3.73,1.93,20.71,5.24,21.71,71.36,82.43,82.99,114.8,19.78,73.2,India2011,2.287
2022,LGD-SA-3587855,CANC,24.21,2638.34,1361.12,1236.42,5.62,39.47,48.31,1.52,67.15,4.37,87.59,2.23,149.31,5.82,86.64,GBDStd,13.119
2020,LGD-SA-2673311,COPD,24.07,2886.5,717.06,806.27,8.25,33.26,46.35,20.47,37.1,92.7,90.12,27.1,86.48,5.49,41.99,GBDStd,5.848
