env_ghg_reference_year,env_ghg_country_iso2,env_ghg_sector_ipcc_code,env_ghg_subsector_code,env_ghg_emissions_co2e_tonnes,env_ghg_emissions_ch4_tonnes,env_ghg_emissions_n2o_tonnes,env_ghg_lulucf_net_sink_co2e_tonnes,env_ghg_per_capita_co2e_tonnes,env_ghg_emissions_intensity_per_gdp,env_ghg_national_target_2030_pct,env_ghg_fit55_alignment_flag,env_ghg_policy_measure_count,env_ghg_energy_efficiency_contribution_pct,env_ghg_renewables_contribution_pct,env_ghg_transport_contribution_pct,env_ghg_agriculture_contribution_pct,env_ghg_data_source_eea_inventory,env_ghg_methodology_version,env_ghg_data_extract_date
2009,PL,1_ENERGY,1A3_TRANSPORT,25698202.0,8885.207,167.40014,-304299.63,4.113,0.3501,-53.18,0,145,38.01,9.35,33.28,9.4,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-02-20
2010,AT,1_ENERGY,1A4_BUILDINGS,140037873.41,49355.3468,2773.05197,-777474.57,17.156,0.1081,-59.79,1,132,40.37,42.91,21.57,17.13,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-08-09
2011,EE,1_ENERGY,1B_FUGITIVE,258737445.12,95494.0239,12813.017,-117140.6,4.952,0.1209,-34.0,1,117,42.99,25.03,26.69,21.0,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-08-18
2012,IT,1_ENERGY,1A1_ENERGY_INDUSTRIES,438156711.88,75694.995,34398.91201,-909443.18,15.187,0.1726,-51.07,1,141,9.98,51.93,25.23,12.6,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-03-31
2013,PT,1_ENERGY,1A2_MANUFACTURING,179630155.66,31189.2744,3688.74502,-829315.24,8.367,0.0821,-51.07,0,140,36.12,43.99,38.93,24.12,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-02-19
2014,BE,1_ENERGY,1A3_TRANSPORT,189499069.29,38503.0674,7670.28989,-537601.24,12.103,0.2063,-31.81,1,166,29.71,6.74,14.88,19.96,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-07-20
2015,FI,1_ENERGY,1A4_BUILDINGS,425764166.29,199062.2103,1280.24408,-879656.07,15.796,0.6427,-34.4,1,168,22.16,30.99,20.74,23.29,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-02-02
2016,LV,1_ENERGY,1B_FUGITIVE,163626216.49,62017.7991,7346.89047,-797809.37,12.54,0.2495,-37.89,1,132,13.17,39.62,28.73,19.63,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-11-14
2017,RO,1_ENERGY,1A1_ENERGY_INDUSTRIES,500089447.98,124618.1066,4931.21873,-109608.33,2.143,0.3426,-41.09,0,122,6.53,19.87,15.96,4.13,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-05-21
2018,BG,1_ENERGY,1A2_MANUFACTURING,172451569.73,10397.7934,9287.03567,-967679.3,13.628,0.3382,-60.37,0,130,8.1,47.46,28.51,5.48,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2026-01-04
2019,FR,1_ENERGY,1A3_TRANSPORT,240713918.12,107576.377,11315.24059,-349348.77,12.73,0.2092,-62.3,1,148,19.08,42.36,28.61,3.35,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-10-25
2020,LT,1_ENERGY,1A4_BUILDINGS,6680358.86,3185.0575,370.06847,-524339.25,10.849,0.0795,-35.44,1,142,16.44,47.13,31.59,11.64,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-11-10
2021,SK,1_ENERGY,1B_FUGITIVE,121382049.96,81586.8876,4945.27484,-345838.7,7.651,0.5174,-30.93,1,157,40.35,20.63,36.08,17.32,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-11-11
2022,HR,1_ENERGY,1A1_ENERGY_INDUSTRIES,296038597.35,171629.2302,2679.07275,-992796.8,7.719,0.522,-51.76,1,21,40.6,34.46,5.4,3.8,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-10-21
2023,DE,1_ENERGY,1A2_MANUFACTURING,432059659.18,93879.9893,17303.74846,-333839.4,14.885,0.4673,-32.74,1,21,23.25,32.03,33.81,21.63,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-01-21
2024,LU,1_ENERGY,1A3_TRANSPORT,63877221.29,13210.043,3798.63738,-974494.34,10.364,0.0734,-59.23,0,9,7.08,27.3,10.99,10.41,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2026-02-09
2025,SI,1_ENERGY,1A4_BUILDINGS,18990949.73,7881.6067,350.56575,-500585.09,14.489,0.6368,-57.63,0,43,20.47,34.08,36.61,8.91,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-09-16
1995,CY,1_ENERGY,1B_FUGITIVE,34005183.34,13758.1144,1125.47832,-399519.49,16.734,0.1937,-36.03,0,24,24.7,25.78,31.23,18.24,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-03-04
1996,GR,1_ENERGY,1A1_ENERGY_INDUSTRIES,74720306.21,9176.8661,1508.38637,-667315.43,2.257,0.0843,-44.85,0,27,9.73,26.37,35.99,16.61,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-07-06
1997,MT,1_ENERGY,1A2_MANUFACTURING,362338927.07,21354.2427,17483.78144,-600120.6,11.423,0.503,-38.84,0,44,28.92,30.31,34.23,6.98,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-12-20
1998,ES,1_ENERGY,1A3_TRANSPORT,29685341.49,17294.8593,2372.96414,-800260.16,10.479,0.4,-59.65,1,33,41.61,47.8,35.73,2.97,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-11-14
1999,CZ,1_ENERGY,1A4_BUILDINGS,403430718.96,56460.8081,9043.21795,-660730.12,11.744,0.2663,-56.95,0,29,13.64,14.04,6.71,3.9,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-09-16
2000,HU,1_ENERGY,1B_FUGITIVE,255573665.48,74907.3283,5107.30745,-794715.76,6.6,0.2527,-61.87,1,17,28.64,27.63,20.59,2.29,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-10-17
2001,NL,1_ENERGY,1A1_ENERGY_INDUSTRIES,61809685.47,30709.9788,4385.46064,-841687.66,4.647,0.3863,-30.23,1,59,5.59,26.04,11.98,22.3,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-08-29
2002,SE,1_ENERGY,1A2_MANUFACTURING,183344646.74,41189.3939,2409.36591,-829657.09,10.705,0.4977,-46.22,1,34,26.91,32.97,36.47,19.16,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-06-01
2003,DK,1_ENERGY,1A3_TRANSPORT,170290046.4,105571.6858,3108.11115,-517389.47,9.278,0.1281,-53.81,1,66,16.04,34.52,5.16,11.62,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-07-18
2004,IE,1_ENERGY,1A4_BUILDINGS,265602684.12,136376.2369,13398.5175,-599511.03,9.07,0.3555,-41.03,1,62,30.48,23.23,18.59,22.25,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-03-25
2005,PL,1_ENERGY,1B_FUGITIVE,246677366.29,9440.457,11778.43037,-556405.84,7.808,0.1087,-55.85,1,63,41.55,29.56,27.28,17.01,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-02-12
2006,AT,1_ENERGY,1A1_ENERGY_INDUSTRIES,390317067.76,136356.6034,3156.47801,-371667.99,13.854,0.5722,-39.76,1,39,33.07,24.23,30.8,14.03,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-09-30
2007,EE,1_ENERGY,1A2_MANUFACTURING,239354578.65,39695.6164,2928.3821,-300690.73,9.789,0.2671,-33.96,0,54,43.76,29.3,31.7,13.0,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-02-28
2008,IT,1_ENERGY,1A3_TRANSPORT,249335972.49,155425.0955,17196.19878,-863632.23,2.05,0.5292,-30.74,1,72,7.86,39.27,9.09,23.42,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-06-23
2009,PT,1_ENERGY,1A4_BUILDINGS,455859220.42,23371.8249,27765.79876,-766619.17,3.925,0.3551,-36.65,0,59,14.55,47.41,12.42,23.61,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-08-08
2010,BE,1_ENERGY,1B_FUGITIVE,470148738.9,167750.1104,25621.25813,-263477.11,8.533,0.0591,-33.74,1,50,23.43,27.97,37.72,19.47,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-06-29
2011,FI,1_ENERGY,1A1_ENERGY_INDUSTRIES,534308953.7,333024.3814,23433.44095,-78972.94,2.86,0.3327,-47.15,1,51,40.23,17.05,10.17,11.16,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-03-09
2012,LV,1_ENERGY,1A2_MANUFACTURING,176940806.35,21274.6292,11812.37137,-643127.63,4.683,0.3574,-31.52,1,48,15.37,41.08,16.91,2.19,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-08-18
2013,RO,1_ENERGY,1A3_TRANSPORT,399469763.6,179260.3154,16415.37525,-904562.7,17.209,0.3835,-38.23,1,30,22.16,44.96,27.12,24.33,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-04-02
2014,BG,1_ENERGY,1A4_BUILDINGS,15094054.35,5795.4579,878.58441,-191200.52,16.144,0.2403,-57.17,1,43,17.32,33.67,18.32,18.5,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-01-13
2015,FR,1_ENERGY,1B_FUGITIVE,166202388.14,19305.0175,10608.12732,-938364.53,13.565,0.3398,-62.75,1,49,12.45,21.34,10.6,3.81,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-10-19
2016,LT,1_ENERGY,1A1_ENERGY_INDUSTRIES,387807084.0,103760.847,16828.81206,-961394.42,3.009,0.2513,-59.14,1,39,44.53,28.97,26.58,6.5,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-10-09
2017,SK,1_ENERGY,1A2_MANUFACTURING,307731888.74,79162.7299,19928.40636,-942947.89,12.732,0.1328,-41.11,0,45,40.19,26.98,20.97,9.83,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-11-09
2018,HR,1_ENERGY,1A3_TRANSPORT,28553958.58,16516.6401,2030.63505,-988208.44,17.131,0.4196,-54.17,0,50,27.66,43.85,33.0,19.04,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-07-17
2019,DE,1_ENERGY,1A4_BUILDINGS,281381122.49,126672.4204,4197.8946,-321024.75,12.212,0.4337,-53.24,1,57,33.61,20.1,21.82,15.93,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-08-21
2020,LU,1_ENERGY,1B_FUGITIVE,74406115.98,10143.5641,5114.79525,-272808.99,15.127,0.273,-42.15,1,36,8.29,37.98,6.26,16.61,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-08-25
2021,SI,1_ENERGY,1A1_ENERGY_INDUSTRIES,356519365.56,190938.2919,4644.21315,-839610.87,11.177,0.1582,-42.48,1,85,14.01,45.5,15.1,2.06,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-12-21
2022,CY,1_ENERGY,1A2_MANUFACTURING,420181545.14,141901.4688,17717.02347,-54220.71,11.24,0.3578,-48.64,1,67,32.81,46.16,15.04,3.91,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-09-05
2023,GR,1_ENERGY,1A3_TRANSPORT,215507105.01,123041.7739,3834.77514,-613034.84,9.363,0.355,-56.75,1,78,44.0,11.0,29.62,15.63,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-09-05
2024,MT,1_ENERGY,1A4_BUILDINGS,375317238.63,202937.5974,7107.19258,-279858.24,13.065,0.3111,-44.69,1,60,31.62,38.86,22.6,6.8,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-05-13
2025,ES,1_ENERGY,1B_FUGITIVE,8025425.17,3319.2493,330.64013,-808026.4,6.12,0.6368,-52.6,0,82,29.67,19.75,6.26,14.8,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-09-12
1995,CZ,1_ENERGY,1A1_ENERGY_INDUSTRIES,295598863.73,162917.0139,13404.17256,-584984.33,3.774,0.0578,-53.12,1,85,41.46,48.56,11.14,23.63,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2026-01-07
1996,HU,1_ENERGY,1A2_MANUFACTURING,551845499.35,43223.9744,11912.70186,-553203.36,15.709,0.0662,-61.03,0,74,21.6,48.18,26.53,20.65,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-01-20
1997,NL,1_ENERGY,1A3_TRANSPORT,151642939.85,63316.4393,11029.68385,-112013.94,13.047,0.0583,-52.63,1,57,28.22,26.6,25.24,20.29,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-12-17
1998,SE,1_ENERGY,1A4_BUILDINGS,130497373.57,32768.941,3648.82142,-776968.97,12.579,0.3485,-51.81,1,93,15.02,18.83,27.96,21.5,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-04-18
1999,DK,1_ENERGY,1B_FUGITIVE,87375434.66,38310.1615,4384.07272,-839783.26,2.935,0.2317,-36.97,1,50,15.6,8.61,17.4,7.49,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-08-20
2000,IE,1_ENERGY,1A1_ENERGY_INDUSTRIES,434442174.07,167465.7512,21080.05653,-950288.56,15.088,0.6165,-64.42,0,92,22.84,48.07,23.66,9.44,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-04-24
2001,PL,1_ENERGY,1A2_MANUFACTURING,68985994.05,33610.3916,384.36313,-694999.83,12.244,0.2561,-36.93,0,91,36.5,37.06,13.02,22.67,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-03-27
2002,AT,1_ENERGY,1A3_TRANSPORT,623368862.72,327621.7648,48142.51145,-287851.09,3.444,0.3549,-39.95,1,62,21.89,7.61,36.34,7.18,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-12-07
2003,EE,1_ENERGY,1A4_BUILDINGS,89678194.27,25015.4602,4753.07565,-723567.62,5.903,0.1441,-44.78,0,62,22.31,13.17,5.66,24.68,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-07-11
2004,IT,1_ENERGY,1B_FUGITIVE,324155664.99,40968.3442,18846.94652,-842342.31,4.591,0.3085,-44.02,1,92,18.27,19.79,21.64,7.52,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-02-26
2005,PT,1_ENERGY,1A1_ENERGY_INDUSTRIES,171577469.36,70898.1089,5897.33211,-526436.0,10.575,0.1012,-57.15,0,97,25.55,39.54,25.71,8.89,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-09-12
2006,BE,1_ENERGY,1A2_MANUFACTURING,124419725.23,85147.4155,3538.00434,-345151.26,6.66,0.3576,-55.56,1,68,16.59,17.1,36.7,20.95,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-08-23
2007,FI,1_ENERGY,1A3_TRANSPORT,278021118.4,121094.6031,21598.68071,-258083.48,17.369,0.142,-43.07,0,102,25.71,41.3,38.44,2.08,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-03-08
2008,LV,1_ENERGY,1A4_BUILDINGS,543458535.58,379187.7938,15442.70245,-994459.2,8.04,0.5384,-39.95,1,64,38.64,39.66,34.18,3.43,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-02-24
2009,RO,1_ENERGY,1B_FUGITIVE,27676619.66,5480.3784,1468.12207,-643556.8,8.485,0.1261,-39.63,1,81,39.21,42.36,18.36,23.02,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-08-26
2010,BG,1_ENERGY,1A1_ENERGY_INDUSTRIES,227316010.11,91500.2939,13252.69632,-675764.7,7.45,0.3751,-58.28,0,61,38.11,46.77,33.99,13.34,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-04-21
2011,FR,1_ENERGY,1A2_MANUFACTURING,230114883.65,49063.3206,12072.815,-143958.56,4.142,0.3487,-37.51,1,71,15.88,37.86,38.74,7.61,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-09-25
2012,LT,1_ENERGY,1A3_TRANSPORT,540254944.12,126999.9251,38825.51575,-439736.28,14.06,0.1672,-33.25,1,96,7.63,37.72,29.53,11.68,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-09-16
2013,SK,1_ENERGY,1A4_BUILDINGS,435886933.72,257167.539,8758.71243,-841180.98,9.916,0.2427,-57.86,0,83,7.73,26.51,7.3,19.23,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-05-20
2014,HR,1_ENERGY,1B_FUGITIVE,559142380.57,223438.3302,41244.9035,-421076.31,6.984,0.4865,-38.33,1,81,42.28,53.1,10.53,17.85,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-12-17
2015,DE,1_ENERGY,1A1_ENERGY_INDUSTRIES,269468898.06,74767.0567,1096.60431,-102320.31,8.697,0.2206,-57.3,0,97,16.2,12.79,30.94,11.73,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2026-02-17
2016,LU,1_ENERGY,1A2_MANUFACTURING,263936779.83,43680.0925,15406.30986,-393981.44,8.567,0.5439,-35.02,1,108,26.8,27.81,16.01,14.91,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-06-05
2017,SI,1_ENERGY,1A3_TRANSPORT,4115108.12,610.8692,179.96687,-47460.98,17.849,0.1779,-45.72,1,83,10.89,52.01,21.82,15.53,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-06-06
2018,CY,1_ENERGY,1A4_BUILDINGS,159904732.07,29366.7899,4236.92578,-242664.12,2.271,0.218,-56.79,1,101,15.28,25.27,36.05,6.99,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-12-18
2019,GR,1_ENERGY,1B_FUGITIVE,130933391.23,58196.1814,7272.29591,-335525.96,4.131,0.1262,-51.59,0,74,15.0,38.64,34.35,18.79,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-06-04
2020,MT,1_ENERGY,1A1_ENERGY_INDUSTRIES,275031487.7,35138.3411,6449.64155,-540275.5,4.354,0.6451,-57.13,1,73,6.55,18.54,26.24,10.4,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-05-26
2021,ES,1_ENERGY,1A2_MANUFACTURING,118483570.69,28682.6376,8975.20237,-621259.32,4.019,0.2514,-57.99,1,72,39.46,25.14,29.25,5.99,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-09-07
2022,CZ,1_ENERGY,1A3_TRANSPORT,411632808.21,194413.6932,30899.98737,-33712.95,9.776,0.6335,-32.3,1,89,19.89,40.88,35.58,9.33,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-12-31
2023,HU,1_ENERGY,1A4_BUILDINGS,300046002.2,20468.7159,18286.29171,-738755.67,3.789,0.4698,-60.78,1,88,31.29,36.5,29.43,17.19,EEA_GHG_INVENTORY,IPCC_2006_GPG,2026-01-30
2024,NL,1_ENERGY,1B_FUGITIVE,510311849.66,259663.7283,14485.52075,-197432.39,17.527,0.5266,-53.74,0,116,34.62,10.95,10.0,24.11,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-04-08
2025,SE,1_ENERGY,1A1_ENERGY_INDUSTRIES,391329052.26,209028.5308,24209.67408,-892157.0,8.447,0.356,-45.64,1,119,15.29,51.09,34.69,11.05,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-08-29
1995,DK,1_ENERGY,1A2_MANUFACTURING,108605179.38,28343.4944,5711.62271,-50915.2,11.552,0.4141,-30.54,0,79,40.54,48.4,20.94,21.05,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-04-22
1996,IE,1_ENERGY,1A3_TRANSPORT,404164173.46,176131.7385,30266.72984,-402554.68,16.824,0.4439,-63.07,1,101,33.57,23.68,29.94,8.13,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-01-04
1997,PL,1_ENERGY,1A4_BUILDINGS,50231028.73,31351.7564,2745.62719,-464402.92,5.237,0.1071,-41.93,1,73,23.72,42.95,28.52,6.32,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-04-29
1998,AT,1_ENERGY,1B_FUGITIVE,330815804.28,156839.6284,7303.76744,-341686.46,8.637,0.5421,-62.15,0,79,31.09,45.96,21.33,20.1,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-10-11
1999,EE,1_ENERGY,1A1_ENERGY_INDUSTRIES,98184641.84,22533.866,5067.81775,-228847.53,6.046,0.3626,-56.0,1,98,29.61,35.42,5.81,20.27,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-12-20
2000,IT,1_ENERGY,1A2_MANUFACTURING,317448589.29,88318.8163,17027.88683,-550286.25,9.384,0.0642,-33.97,1,107,6.42,34.41,36.72,17.94,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-06-18
2001,PT,1_ENERGY,1A3_TRANSPORT,185694772.87,40148.5195,7843.94888,-689894.86,3.439,0.095,-54.14,0,87,41.93,46.75,24.18,21.33,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-07-22
2002,BE,1_ENERGY,1A4_BUILDINGS,396419321.87,47796.0574,23621.8101,-938828.46,16.752,0.4661,-48.84,0,95,12.98,41.6,34.32,17.12,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-01-17
2003,FI,1_ENERGY,1B_FUGITIVE,177730597.66,8762.4045,717.21342,-69875.75,14.59,0.3287,-55.59,0,81,44.38,18.17,35.39,15.85,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-07-25
2004,LV,1_ENERGY,1A1_ENERGY_INDUSTRIES,16760746.61,6061.2582,220.69335,-403510.87,5.658,0.6434,-53.32,1,116,31.24,53.78,36.21,16.55,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-04-03
2005,RO,1_ENERGY,1A2_MANUFACTURING,155349021.88,85609.3408,848.37066,-274400.15,6.583,0.1391,-50.31,0,122,33.01,10.45,13.64,17.1,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-05-29
2006,BG,1_ENERGY,1A3_TRANSPORT,57246497.38,24478.6181,1557.84501,-112892.7,8.696,0.1705,-36.93,0,129,21.45,23.79,11.52,21.84,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-06-06
2007,FR,1_ENERGY,1A4_BUILDINGS,230886300.61,44879.522,3765.90479,-898340.02,6.637,0.0741,-50.52,1,95,38.86,22.04,28.15,5.13,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-01-18
2008,LT,1_ENERGY,1B_FUGITIVE,473624131.03,188615.2813,15971.15027,-872380.8,3.297,0.2042,-33.57,1,133,31.74,29.82,31.55,3.31,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-07-16
2009,SK,1_ENERGY,1A1_ENERGY_INDUSTRIES,74912176.64,44415.8762,843.55853,-876054.15,7.155,0.6386,-63.95,1,120,40.68,14.82,27.53,16.22,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-04-09
2010,HR,1_ENERGY,1A2_MANUFACTURING,38364216.54,23225.5209,654.76522,-587710.22,11.441,0.0556,-40.88,1,86,19.51,34.9,19.61,20.32,EEA_GHG_INVENTORY,IPCC_2006_GPG,2026-02-09
2011,DE,1_ENERGY,1A3_TRANSPORT,372911292.02,117592.4986,24761.7099,-825043.18,16.673,0.2489,-46.86,1,100,23.32,27.18,35.09,16.02,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2024-10-14
2012,LU,1_ENERGY,1A4_BUILDINGS,32744077.11,12262.2464,294.55204,-893336.82,13.694,0.1966,-54.49,1,107,42.94,17.5,28.53,13.06,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-11-30
2013,SI,1_ENERGY,1B_FUGITIVE,446866401.39,75561.3158,11755.78811,-523290.62,17.648,0.4603,-34.38,1,124,31.91,53.88,34.49,12.73,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-02-19
2014,CY,1_ENERGY,1A1_ENERGY_INDUSTRIES,194922422.71,6261.1202,3905.27554,-321563.45,3.175,0.5095,-62.2,1,96,20.11,32.52,31.97,2.96,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-12-07
2015,GR,1_ENERGY,1A2_MANUFACTURING,240160234.31,23071.4209,5523.0134,-300703.48,2.945,0.367,-30.08,0,95,14.61,54.1,20.86,14.28,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2025-09-01
2016,MT,1_ENERGY,1A3_TRANSPORT,101253705.29,58661.0233,3842.58352,-64589.33,6.044,0.5891,-60.79,1,112,7.48,49.59,28.64,24.7,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-04-23
2017,ES,1_ENERGY,1A4_BUILDINGS,377425453.76,94560.9993,6692.48492,-784152.13,17.641,0.316,-33.74,0,123,30.71,23.54,22.8,21.25,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-06-07
2018,CZ,1_ENERGY,1B_FUGITIVE,148423730.86,35165.9634,11229.34126,-90218.24,13.626,0.3286,-60.96,1,124,28.22,25.94,38.58,6.18,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-09-13
2019,HU,1_ENERGY,1A1_ENERGY_INDUSTRIES,165530555.61,57514.0937,10501.66521,-443870.5,13.697,0.0554,-49.45,1,99,33.23,5.06,21.58,16.55,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-12-18
2020,NL,1_ENERGY,1A2_MANUFACTURING,110227704.64,58757.5153,2706.93494,-411761.27,15.211,0.2887,-34.78,0,137,44.46,28.09,15.36,14.71,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-03-05
2021,SE,1_ENERGY,1A3_TRANSPORT,228960287.97,132629.2648,5970.84524,-217998.86,13.598,0.395,-38.48,0,105,39.82,7.2,36.34,7.44,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-08-27
2022,DK,1_ENERGY,1A4_BUILDINGS,3625216.09,1903.1173,103.47122,-334598.16,4.324,0.4097,-47.61,0,131,9.13,28.96,32.15,15.49,EEA_GHG_INVENTORY,IPCC_2006_GPG,2024-09-14
2023,IE,1_ENERGY,1B_FUGITIVE,293124643.42,191211.5385,9118.3938,-316313.15,3.802,0.5787,-31.48,1,134,23.6,22.97,39.83,22.51,UNFCCC_SUBMISSION,NATIONAL_METHOD_UPDATE,2025-04-23
2024,PL,1_ENERGY,1A1_ENERGY_INDUSTRIES,208851372.17,124478.0608,12625.03373,-470262.25,7.641,0.5419,-56.76,1,136,19.12,48.06,37.28,2.13,NATIONAL_INVENTORY_REPORT,IPCC_2019_REFINEMENT,2024-08-15
2025,AT,1_ENERGY,1A2_MANUFACTURING,571949545.14,161726.6793,45173.75309,-620507.19,3.865,0.5939,-55.25,0,146,33.01,5.23,14.4,5.93,EEA_GHG_INVENTORY,IPCC_2006_GPG,2025-08-30
