demo_popproj_projection_year,demo_popproj_geography_geoid,demo_popproj_age_cohort_5yr,demo_popproj_sex_at_birth,demo_popproj_race_ethnicity_group,demo_popproj_population_base_estimate,demo_popproj_population_projected_mid,demo_popproj_population_projected_low,demo_popproj_population_projected_high,demo_popproj_net_births_assumption,demo_popproj_net_deaths_assumption,demo_popproj_domestic_migration_assumption,demo_popproj_international_migration_assumption,demo_popproj_housing_units_baseline,demo_popproj_group_quarters_population,demo_popproj_cohort_survival_rate,demo_popproj_fertility_rate_assumption,demo_popproj_migration_rate_assumption,demo_popproj_release_vintage,demo_popproj_methodology_code
2031,01162,0-4,M,NH_NHPI,1217093,1255499,1229911,1309143,15.89,14.94,19.3,-4.52,534600,202,0.8553,1.838,0.0293,2024,HYBRID_SCEN
2021,01163,50-54,M,NH_Black,2014517,2597643,2471039,2771695,6.72,13.09,-6.76,7.82,987971,33169,0.9952,2.096,-0.0138,2021,COHORT_COMP
2020,01164,75-79,F,NH_Multiracial,445472,486324,473715,496423,2.41,15.34,7.39,7.46,718172,2027,0.9466,1.695,0.0098,2021,MICROSIM
2035,01165,10-14,F,Hispanic,443399,503287,479471,509087,17.11,20.6,-13.43,5.84,470313,46723,0.9144,2.004,-0.0229,2020,COHORT_COMP
2042,01166,40-44,M,NH_Multiracial,481715,485868,478184,491875,9.05,15.75,2.92,4.42,507807,14807,0.9436,1.788,0.0061,2025,COHORT_COMP
2042,01167,50-54,F,Hispanic,701136,725900,702724,758747,9.3,8.41,14.34,-7.32,571297,28426,0.8683,1.725,0.0291,2024,HYBRID_SCEN
2049,01168,80-84,M,NH_AI_AN,1999982,2393459,2272102,2426245,11.37,5.97,18.35,-6.94,260662,41849,0.9266,1.548,-0.0125,2020,COHORT_COMP
2043,01169,0-4,M,NH_White,420662,485366,461689,518134,0.56,19.09,-19.74,17.07,32405,178,0.9968,1.659,0.0209,2020,TREND_EXTRAP
2024,01170,40-44,F,Hispanic,1653062,1814165,1750111,1847756,16.79,5.89,-7.18,8.91,483521,5817,0.8851,1.62,0.0299,2019,COHORT_COMP
2022,01171,10-14,M,NH_White,1988915,2082604,2057779,2141507,6.83,5.23,6.98,-2.13,924261,34747,0.9576,1.975,0.0053,2021,MICROSIM
2031,01172,45-49,M,NH_Asian,45595,48146,47109,51003,7.45,6.13,-23.26,-1.62,956494,7185,0.9148,1.339,-0.0114,2021,COHORT_COMP
2027,01173,20-24,F,NH_White,1522222,1567026,1511264,1603262,3.55,12.18,9.53,8.31,111147,59854,0.9472,1.311,0.0104,2022,TREND_EXTRAP
2041,01174,50-54,M,NH_Asian,2489770,2491236,2383828,2552465,7.12,4.48,1.4,2.21,821458,3984,0.8805,1.992,0.0207,2021,HYBRID_SCEN
2046,01175,20-24,M,NH_Black,1862705,2096345,2028137,2198098,14.57,20.76,-10.57,3.24,650689,22049,0.9201,1.856,-0.0197,2022,COHORT_COMP
2022,01176,55-59,M,NH_Black,1963127,2164013,2115145,2221500,14.5,21.33,15.73,-8.18,874323,21405,0.996,1.716,-0.0028,2024,TREND_EXTRAP
2020,01177,65-69,M,NH_NHPI,1595374,1777509,1740530,1818474,16.88,21.48,-10.5,-5.84,641046,54674,0.8791,1.383,-0.0108,2019,MICROSIM
2022,01178,55-59,F,NH_NHPI,1466415,1539422,1472042,1578293,7.56,2.78,24.57,1.8,763201,10236,0.9448,1.693,-0.013,2020,MICROSIM
2024,01179,40-44,F,NH_AI_AN,350567,380483,371373,395488,12.9,20.92,15.82,10.99,96520,21896,0.9358,2.148,0.0216,2020,HYBRID_SCEN
2034,01180,30-34,F,Hispanic,1707326,1782580,1734253,1903734,9.38,21.95,10.4,-8.56,819033,35751,0.9342,2.268,-0.0047,2024,MICROSIM
2033,01181,75-79,M,NH_AI_AN,2059885,2114186,2088721,2240898,14.57,20.85,-21.93,0.04,404981,14635,0.9417,2.043,-0.0097,2022,TREND_EXTRAP
2022,01182,30-34,M,NH_Asian,1441746,1686877,1664196,1732551,12.97,15.42,20.22,10.85,762367,8542,0.9248,1.272,0.0062,2023,COHORT_COMP
2020,01183,65-69,F,NH_AI_AN,2480723,2672459,2617590,2757449,6.94,16.02,14.5,13.76,64902,37050,0.8525,2.004,-0.0168,2024,TREND_EXTRAP
2024,01184,35-39,M,NH_White,2367822,2605663,2543569,2704341,6.39,4.45,-13.55,-4.29,967630,44378,0.9841,1.489,-0.0162,2022,HYBRID_SCEN
2045,01185,85+,M,NH_Asian,1376145,1541482,1470114,1647436,4.92,19.49,-5.39,11.94,212145,31342,0.9732,1.578,0.0012,2024,COHORT_COMP
2042,01186,10-14,M,NH_NHPI,1344885,1449843,1424178,1479337,10.59,3.19,-11.57,18.66,142384,54680,0.876,1.435,-0.0054,2019,TREND_EXTRAP
2050,01187,5-9,M,NH_Black,2369073,2569112,2469880,2649907,17.37,8.35,24.22,17.2,1128073,44790,0.9116,2.131,-0.0123,2024,HYBRID_SCEN
2033,01188,20-24,F,NH_NHPI,2270963,2281869,2176017,2404554,4.0,21.82,17.71,13.68,402301,7988,0.9648,1.978,-0.0268,2024,HYBRID_SCEN
2026,01189,35-39,F,Hispanic,834940,848493,813881,906051,2.17,10.45,21.51,11.37,1037670,59311,0.996,1.934,0.0012,2021,COHORT_COMP
2046,01190,40-44,F,NH_Asian,1850191,1874486,1840364,1910739,2.59,4.62,14.44,-2.95,919080,32070,0.9917,2.002,0.019,2022,COHORT_COMP
2028,01191,5-9,M,NH_Asian,656530,726337,688154,743509,14.2,21.39,-2.18,9.02,1185787,31955,0.984,1.484,0.0211,2019,MICROSIM
2034,01192,70-74,F,NH_White,1497904,1609128,1549281,1647009,6.63,21.68,-14.73,9.3,173221,12596,0.8736,1.734,-0.0159,2025,MICROSIM
2034,01193,35-39,F,Hispanic,700395,711768,686584,719779,4.43,5.74,-14.6,2.2,72553,23659,0.9863,1.96,0.006,2020,COHORT_COMP
2045,01194,45-49,M,NH_Black,2438338,2693890,2537190,2818474,6.67,19.3,-17.42,4.79,7630,10416,0.9809,1.964,0.0214,2023,MICROSIM
2029,01195,30-34,M,NH_Multiracial,245644,270848,257247,284455,11.79,9.81,2.33,10.82,1190999,19171,0.9062,2.15,-0.0055,2023,COHORT_COMP
2047,01196,0-4,F,NH_Asian,1244860,1280092,1256201,1339170,10.07,9.63,21.0,18.56,158891,53778,0.9088,1.545,0.0259,2022,MICROSIM
2032,01197,5-9,F,NH_Asian,777005,830098,814773,841951,13.51,7.25,24.59,-1.14,821116,32577,0.9185,2.124,0.0242,2024,TREND_EXTRAP
2038,01198,10-14,F,NH_White,2428771,2678517,2556967,2716428,6.43,2.89,-10.64,-2.61,158936,55713,0.9478,1.728,-0.0175,2021,HYBRID_SCEN
2050,01199,65-69,F,NH_AI_AN,1150234,1171511,1152467,1198014,8.41,7.36,9.87,8.05,138052,45303,0.8889,2.004,-0.0145,2024,COHORT_COMP
2026,01200,70-74,M,NH_Black,1847085,2039133,1995473,2095041,2.28,3.08,4.85,-6.08,28804,22736,0.8534,1.747,-0.0192,2022,COHORT_COMP
2036,02001,65-69,F,NH_NHPI,1113048,1211064,1163705,1280327,1.78,20.49,-0.55,7.48,542250,45271,0.871,2.338,-0.0182,2023,COHORT_COMP
2039,02002,35-39,F,Hispanic,906950,916063,895378,933984,8.59,15.23,8.29,-7.33,381616,4808,0.9156,1.415,0.0245,2023,TREND_EXTRAP
2048,02003,85+,M,NH_Asian,1532083,1659533,1639729,1680518,5.78,19.73,-6.43,4.72,194998,57781,0.892,2.01,0.0259,2024,HYBRID_SCEN
2023,02004,80-84,F,NH_Asian,1483295,1619667,1559655,1674151,11.22,16.35,22.22,8.61,743018,38656,0.9639,1.892,-0.0269,2024,MICROSIM
2049,02005,30-34,M,NH_NHPI,282640,291808,277778,302016,1.25,4.63,10.27,-7.9,976755,5737,0.8659,1.407,0.0056,2024,MICROSIM
2024,02006,0-4,M,NH_Black,1609295,1669101,1647554,1730948,2.63,20.81,12.71,-3.79,666116,35126,0.9867,1.279,0.0039,2020,HYBRID_SCEN
2042,02007,40-44,M,NH_AI_AN,1215858,1227402,1190809,1300572,15.64,20.0,-12.88,0.06,865723,57726,0.9834,2.159,-0.0066,2021,MICROSIM
2026,02008,40-44,F,NH_Asian,559481,583572,551629,592839,10.41,8.96,-16.57,1.06,115119,29652,0.9854,1.389,0.0079,2021,COHORT_COMP
2032,02009,50-54,F,NH_Black,2043821,2185406,2116858,2299564,12.96,4.23,-5.28,10.28,130931,5390,0.9602,1.424,0.0268,2025,HYBRID_SCEN
2034,02010,25-29,M,NH_NHPI,109444,113529,109558,116966,15.23,16.08,13.33,5.87,534492,20600,0.8659,2.374,-0.0198,2025,TREND_EXTRAP
2030,02011,30-34,F,NH_White,1798019,1763688,1733316,1814127,8.62,16.57,21.94,1.46,152082,406,0.9153,2.061,-0.0228,2023,HYBRID_SCEN
2048,02012,70-74,F,NH_AI_AN,2043254,2101864,2031524,2240487,13.82,19.94,-3.63,3.52,732284,53492,0.8696,1.501,-0.028,2023,COHORT_COMP
2023,02013,25-29,M,Hispanic,2345224,2450671,2334905,2511712,9.68,3.05,13.71,-9.61,524735,32764,0.9972,1.909,-0.0082,2022,HYBRID_SCEN
2032,02014,40-44,M,NH_Asian,1959191,2192354,2134875,2298796,4.4,4.83,-1.48,13.12,291396,49217,0.8996,1.841,-0.0097,2022,TREND_EXTRAP
2026,02015,70-74,F,NH_Black,197597,218480,211298,224271,6.41,13.96,-10.24,-8.77,165591,32995,0.9372,2.213,-0.0042,2025,TREND_EXTRAP
2046,02016,25-29,M,NH_White,2385865,2672582,2543368,2780630,9.08,14.38,11.96,14.88,465258,45937,0.9661,2.075,0.0002,2020,HYBRID_SCEN
2038,02017,30-34,F,Hispanic,1953841,2003974,1941212,2118556,6.05,2.67,14.91,6.23,1117634,18568,0.9872,2.198,0.0155,2023,HYBRID_SCEN
2041,02018,80-84,F,NH_Multiracial,974237,1050707,1030824,1116799,6.37,9.94,-14.86,5.83,1089541,10433,0.9626,1.454,-0.0065,2022,MICROSIM
2047,02019,25-29,F,NH_Black,1133887,1048411,987004,1111653,6.4,13.68,-9.74,11.14,418286,29377,0.9505,1.968,-0.0102,2020,MICROSIM
2021,02020,40-44,F,NH_Black,1239197,1357831,1319190,1418839,2.65,16.76,-0.26,15.79,668026,23184,0.9194,1.248,0.0196,2021,COHORT_COMP
2029,02021,10-14,M,Hispanic,2477824,2742093,2625497,2810450,1.98,8.32,-15.67,18.28,192083,58856,0.9402,1.283,0.021,2023,MICROSIM
2032,02022,65-69,M,NH_White,1868329,1959694,1870789,2057039,1.31,11.68,21.44,6.3,53765,56903,0.864,2.056,-0.016,2019,COHORT_COMP
2049,02023,25-29,M,NH_Multiracial,2018307,2195364,2106735,2310827,2.44,18.28,4.57,-5.48,847946,48481,0.9817,1.229,-0.0111,2023,COHORT_COMP
2044,02024,15-19,M,NH_NHPI,454651,445150,426053,449887,6.51,21.08,-18.94,16.36,709186,9121,0.931,1.896,0.0195,2022,HYBRID_SCEN
2040,02025,75-79,F,NH_White,1504814,1537823,1509545,1593726,10.89,6.61,-15.8,-8.78,838561,28612,0.856,2.208,-0.0252,2023,MICROSIM
2025,02026,75-79,F,NH_AI_AN,1244699,1388993,1324738,1473160,3.79,7.06,22.72,14.22,460353,22207,0.9871,1.656,-0.0104,2025,TREND_EXTRAP
2047,02027,40-44,M,NH_Asian,696032,766105,748222,796270,16.04,20.8,11.91,10.41,532574,10795,0.9229,1.254,-0.0031,2019,TREND_EXTRAP
2047,02028,15-19,F,Hispanic,296366,309788,292657,318673,14.65,9.92,11.72,17.14,980286,17564,0.9794,2.057,-0.0188,2025,HYBRID_SCEN
2031,02029,35-39,F,NH_NHPI,797557,892212,881121,947803,9.61,16.37,-21.38,16.92,885841,48603,0.9777,2.316,-0.0192,2023,TREND_EXTRAP
2031,02030,35-39,F,NH_Multiracial,198737,214297,208107,218444,13.17,14.25,19.76,-8.41,1167185,41999,0.9715,2.061,-0.0045,2025,TREND_EXTRAP
2039,02031,25-29,M,Hispanic,2043089,2124295,2071901,2171850,6.91,7.71,-2.81,8.28,711438,1101,0.8591,1.894,0.0153,2022,HYBRID_SCEN
2049,02032,35-39,M,Hispanic,961311,1018057,972144,1070224,1.14,15.07,7.99,-6.26,344907,34867,0.8868,1.476,0.0204,2021,TREND_EXTRAP
2049,02033,25-29,M,NH_White,1806018,1883089,1808904,1941739,16.33,15.11,22.98,-7.65,479407,513,0.9805,1.218,0.0288,2022,HYBRID_SCEN
2030,02034,65-69,F,NH_Asian,1333059,1331690,1266688,1401977,2.74,13.85,-20.0,3.45,1154093,11324,0.9839,2.034,-0.0256,2020,COHORT_COMP
2045,02035,65-69,M,NH_AI_AN,2147174,2459375,2426485,2507239,17.09,3.99,-0.89,-7.07,962259,15491,0.9183,1.477,-0.017,2025,MICROSIM
2042,02036,85+,M,NH_Black,2327885,2411499,2325662,2472114,10.51,21.9,-22.52,11.84,148210,13693,0.9156,2.23,0.0154,2022,TREND_EXTRAP
2047,02037,60-64,M,NH_Black,2495754,2545814,2473315,2595199,5.85,10.01,-0.02,19.07,636843,15923,0.8761,1.76,0.0024,2020,HYBRID_SCEN
2044,02038,70-74,M,Hispanic,1422469,1391514,1359110,1484988,9.17,14.77,-12.39,7.09,452918,34600,0.9943,1.837,-0.0103,2023,TREND_EXTRAP
2026,02039,10-14,M,NH_Asian,2105137,1919552,1839996,1985439,9.28,19.72,20.55,-2.94,839177,59801,0.8818,2.105,-0.0177,2020,MICROSIM
2049,02040,25-29,M,NH_Multiracial,1473747,1638939,1599612,1688489,0.91,10.47,-5.08,15.3,895352,59546,0.8784,2.135,-0.0132,2025,TREND_EXTRAP
2020,02041,80-84,F,NH_Multiracial,1816420,2030061,1976872,2052091,6.72,17.48,6.69,15.59,15209,10872,0.9484,1.971,-0.0042,2024,COHORT_COMP
2020,02042,75-79,F,NH_NHPI,1983347,2264153,2208189,2307636,13.45,21.44,18.01,11.98,816878,43058,0.8862,2.326,-0.0194,2023,HYBRID_SCEN
2044,02043,25-29,M,NH_White,2210353,2345311,2261962,2428025,9.43,9.18,24.18,8.45,911500,7137,0.9899,2.379,0.0279,2020,MICROSIM
2046,02044,35-39,M,NH_Asian,207852,218386,209464,221467,4.77,10.11,0.19,16.03,348832,11358,0.8516,2.336,-0.0235,2025,COHORT_COMP
2049,02045,60-64,F,NH_Asian,1676002,1742265,1657075,1813078,6.36,20.11,-2.21,-5.1,46842,5807,0.8509,2.189,0.0291,2025,TREND_EXTRAP
2044,02046,60-64,F,NH_White,185014,193340,189711,200551,15.6,5.19,-21.21,17.95,413259,48650,0.9252,2.047,0.0205,2022,TREND_EXTRAP
2039,02047,80-84,M,NH_Multiracial,799158,908792,881907,959711,9.7,2.57,-24.36,18.42,804137,26503,0.9227,1.996,-0.0046,2019,TREND_EXTRAP
2032,02048,10-14,M,NH_Multiracial,1858096,1985206,1910200,2083648,9.75,20.18,5.44,16.16,1037922,14859,0.8743,1.325,0.0144,2023,MICROSIM
2028,02049,60-64,M,NH_Multiracial,1259124,1375824,1358213,1426394,17.33,18.43,-21.73,-2.48,814654,52268,0.9237,1.526,0.0103,2020,HYBRID_SCEN
2022,02050,30-34,M,Hispanic,1736145,1811631,1707266,1854167,6.12,21.45,-5.98,15.75,979313,47905,0.9113,1.207,-0.0172,2019,MICROSIM
2026,02051,20-24,F,NH_Asian,2134671,2453272,2410360,2584796,8.89,3.16,-24.82,4.93,185533,22234,0.9827,1.365,-0.0097,2025,COHORT_COMP
2025,02052,50-54,M,NH_Black,962952,920308,910993,968598,14.7,5.12,5.76,7.85,1196287,11079,0.8514,1.727,0.0008,2020,HYBRID_SCEN
2027,02053,85+,M,NH_White,1310573,1306337,1285889,1331415,13.78,4.11,-3.73,15.22,598873,56750,0.9955,1.376,0.0083,2020,MICROSIM
2046,02054,15-19,M,NH_Multiracial,589921,644655,632098,686483,5.15,15.67,-18.65,-9.11,221643,30975,0.943,2.282,0.0026,2020,TREND_EXTRAP
2028,02055,30-34,M,NH_NHPI,1770894,2080865,1994957,2109714,3.14,14.12,-10.18,0.89,70472,4343,0.8726,2.167,-0.0016,2022,COHORT_COMP
2049,02056,15-19,F,NH_Multiracial,2477399,2617357,2490587,2652173,12.76,9.19,3.48,14.47,166649,4628,0.857,1.286,-0.0034,2020,TREND_EXTRAP
2024,02057,45-49,F,NH_Multiracial,2256250,2300151,2246655,2349008,5.01,3.15,7.84,14.42,1030683,22568,0.9302,1.499,-0.0001,2019,MICROSIM
2020,02058,0-4,F,NH_AI_AN,1818536,2055017,1963011,2187704,16.65,14.79,-1.88,15.46,1032795,28106,0.885,2.183,-0.0039,2024,COHORT_COMP
2038,02059,80-84,M,Hispanic,2090434,2277364,2160767,2371191,2.76,13.4,15.2,-4.92,1194715,8981,0.8949,2.164,0.0025,2020,HYBRID_SCEN
2029,02060,20-24,M,NH_White,1541826,1769110,1732535,1870438,6.07,4.26,-19.38,11.18,720245,34068,0.8865,2.335,0.0233,2024,HYBRID_SCEN
2031,02061,80-84,F,NH_AI_AN,469258,465775,445107,476800,1.46,20.18,-20.77,-5.6,58727,34715,0.9469,2.397,0.008,2021,MICROSIM
2043,02062,10-14,M,NH_AI_AN,955705,1092084,1076491,1135126,12.81,5.98,-22.79,13.55,1059632,2242,0.9325,2.372,0.0134,2025,MICROSIM
2034,02063,40-44,M,NH_NHPI,2472395,2415758,2372350,2491848,16.1,16.87,1.79,-2.65,1186643,58438,0.8616,1.692,0.0058,2023,HYBRID_SCEN
2046,02064,10-14,F,NH_Asian,2123591,2235524,2196138,2368917,11.63,19.7,10.31,12.13,226193,48397,0.9285,1.5,0.0086,2022,HYBRID_SCEN
2041,02065,10-14,F,NH_NHPI,967149,1058802,1036120,1070826,16.91,13.59,-18.47,3.65,686623,50510,0.9679,2.11,0.0047,2021,MICROSIM
2043,02066,40-44,F,NH_Asian,787135,851019,837440,871980,2.75,6.94,6.95,19.59,192223,36424,0.8621,1.559,-0.0284,2021,HYBRID_SCEN
2028,02067,20-24,F,NH_Asian,934548,1059436,1038551,1079728,2.04,8.18,-1.15,7.4,403565,49459,0.9826,2.168,0.03,2019,COHORT_COMP
2039,02068,45-49,M,NH_White,1864571,1790734,1737236,1900956,15.17,19.71,24.37,8.98,354549,34218,0.9362,1.841,-0.028,2019,MICROSIM
2036,02069,70-74,M,NH_Multiracial,528536,570005,544235,591695,15.47,7.97,10.87,1.04,681888,40134,0.9916,2.153,-0.0063,2024,COHORT_COMP
2049,02070,55-59,F,NH_White,1428489,1631303,1605871,1687180,15.04,16.92,7.87,12.04,252158,51275,0.8721,1.531,-0.0237,2024,TREND_EXTRAP
2036,02071,25-29,M,Hispanic,2033209,2182767,2143543,2263461,14.48,21.8,3.52,4.85,69298,54034,0.998,1.81,-0.0242,2022,COHORT_COMP
2045,02072,30-34,F,NH_Asian,867696,868962,837369,928325,6.84,22.0,24.87,-9.46,951327,2842,0.946,1.877,0.0176,2022,MICROSIM
2039,02073,30-34,F,NH_AI_AN,1201032,1357707,1278897,1440548,4.31,12.67,24.02,8.26,959959,16017,0.9346,2.332,-0.0044,2023,TREND_EXTRAP
2031,02074,15-19,M,NH_Multiracial,999574,1030662,1001728,1084650,16.75,18.53,1.91,14.91,906075,13836,0.9268,1.52,0.0181,2020,HYBRID_SCEN
2049,02075,60-64,F,NH_Black,464962,474512,447241,487527,5.87,21.8,-2.24,-2.9,954093,14186,0.8535,2.324,-0.0136,2022,COHORT_COMP
2026,02076,70-74,M,Hispanic,675119,683890,674530,697506,7.47,9.49,-1.89,-3.37,921910,34432,0.99,2.166,-0.0146,2022,COHORT_COMP
2021,02077,85+,M,NH_White,2445475,2587505,2556665,2756432,12.74,7.05,-3.58,8.27,719125,22757,0.946,2.077,-0.0149,2024,MICROSIM
2022,02078,85+,M,NH_NHPI,1177292,1272633,1208332,1317664,5.63,4.28,1.57,14.54,889532,47188,0.8637,2.144,0.007,2020,HYBRID_SCEN
2036,02079,30-34,M,Hispanic,1968683,1956583,1905358,2008873,14.83,4.82,-11.32,-2.51,391955,31116,0.8531,1.927,0.0189,2023,MICROSIM
2024,02080,45-49,F,Hispanic,1816750,1827979,1726733,1897908,1.73,19.07,21.34,17.97,807529,36716,0.8576,1.493,-0.0029,2025,HYBRID_SCEN
2036,02081,75-79,M,NH_Multiracial,2273259,2337662,2282670,2489775,14.35,13.77,-0.49,17.82,1184218,58738,0.9408,1.427,-0.0072,2025,MICROSIM
2043,02082,35-39,F,Hispanic,409819,415023,397328,428811,11.03,19.47,17.1,-3.98,679605,20456,0.9415,2.24,0.0284,2019,HYBRID_SCEN
2036,02083,50-54,F,Hispanic,2449808,2626697,2558540,2741637,10.53,17.79,-1.23,-2.09,364095,3634,0.9245,2.07,-0.023,2023,TREND_EXTRAP
2046,02084,25-29,F,NH_Black,275035,300248,287830,317715,8.52,15.47,10.91,11.02,1005474,49366,0.8957,1.456,-0.0008,2020,MICROSIM
2036,02085,45-49,F,NH_NHPI,946905,1025907,971819,1062457,5.35,14.19,-8.16,18.55,384262,35840,0.9292,1.938,-0.0055,2019,TREND_EXTRAP
2021,02086,65-69,M,NH_NHPI,2480517,2687689,2581002,2752227,8.62,2.97,6.24,11.3,446000,20856,0.9269,1.737,-0.0241,2019,MICROSIM
2021,02087,25-29,M,NH_NHPI,622325,728281,688687,779021,8.38,19.45,-0.08,3.35,573159,2459,0.8529,1.39,-0.0139,2019,MICROSIM
2047,02088,15-19,F,NH_Asian,917972,1005565,974235,1073334,10.72,10.36,-6.64,-4.93,1044332,36474,0.8921,1.838,-0.0283,2023,MICROSIM
2041,02089,70-74,F,NH_AI_AN,2279081,2545819,2398282,2700117,5.43,13.2,19.08,3.83,723337,31519,0.8579,1.538,0.0226,2024,COHORT_COMP
2042,02090,20-24,M,NH_NHPI,2005017,2095489,2025009,2202992,1.86,2.44,-19.36,8.2,1046222,17590,0.9841,1.315,0.0065,2020,MICROSIM
2024,02091,75-79,F,Hispanic,822435,926588,912057,952247,3.04,20.72,-0.65,-0.07,161911,8601,0.9581,1.76,0.0189,2023,HYBRID_SCEN
2020,02092,30-34,M,Hispanic,2062862,2150036,2111106,2289368,12.74,20.05,-15.28,5.31,465396,3469,0.9984,1.908,0.0013,2023,COHORT_COMP
2020,02093,5-9,F,NH_NHPI,2007838,2197953,2163091,2256272,0.89,12.87,18.05,-6.09,473855,24791,0.895,1.256,0.006,2021,HYBRID_SCEN
2038,02094,60-64,M,NH_Multiracial,589074,581838,573751,615612,15.49,13.55,-12.33,3.57,880311,37615,0.9809,1.683,0.0121,2022,HYBRID_SCEN
2049,02095,5-9,F,NH_NHPI,2434638,2629345,2485326,2800503,12.65,16.1,6.67,-7.28,1046876,348,0.9399,1.509,0.0245,2025,HYBRID_SCEN
2021,02096,40-44,F,Hispanic,105427,106637,100925,111561,13.94,7.29,-16.72,-8.53,913382,36419,0.9175,1.237,-0.0245,2023,HYBRID_SCEN
2040,02097,20-24,M,NH_Asian,1850416,2083868,2016872,2205114,15.13,6.44,-4.75,15.72,70600,2878,0.8832,1.351,-0.0101,2021,HYBRID_SCEN
2031,02098,10-14,F,NH_White,2397024,2690785,2649612,2845509,2.65,15.48,19.97,-3.85,414756,11857,0.96,1.367,0.0125,2025,TREND_EXTRAP
2045,02099,5-9,F,NH_White,23886,24889,24608,25426,14.89,4.09,-16.7,7.25,636939,37517,0.9847,1.419,0.0275,2024,COHORT_COMP
2025,02100,65-69,M,NH_NHPI,1226902,1463662,1379227,1536955,9.33,11.08,8.16,-5.53,139798,44029,0.8851,2.164,0.0288,2024,HYBRID_SCEN
2042,02101,35-39,F,NH_Black,1339522,1410312,1350780,1432324,16.0,11.86,-14.77,-2.12,465794,20378,0.8761,1.727,0.0083,2020,TREND_EXTRAP
2023,02102,55-59,M,NH_NHPI,1372035,1335372,1269464,1389415,16.02,9.63,-4.21,0.84,1049983,44072,0.9537,1.377,-0.0184,2021,TREND_EXTRAP
2042,02103,80-84,M,NH_Multiracial,252656,258530,252790,263631,0.92,5.71,2.03,-5.69,915962,2,0.9956,1.32,-0.0228,2023,HYBRID_SCEN
2030,02104,75-79,F,NH_NHPI,850276,856526,832551,886488,7.2,9.11,3.87,-8.62,1131620,50269,0.9617,1.558,0.0268,2020,MICROSIM
2043,02105,25-29,F,NH_White,953622,1042095,985816,1104598,9.71,8.75,5.13,16.31,455836,25658,0.8924,2.158,-0.004,2021,HYBRID_SCEN
2046,02106,25-29,F,Hispanic,469950,468012,451245,500412,12.37,11.99,7.01,-9.65,1100873,23267,0.9126,1.637,-0.0183,2023,TREND_EXTRAP
2036,02107,85+,F,NH_NHPI,323758,335946,327302,345714,5.51,15.49,-11.41,-8.16,120269,45462,0.9073,1.392,0.026,2020,HYBRID_SCEN
2050,02108,5-9,F,Hispanic,2346376,2554905,2501124,2661999,4.91,21.36,-4.93,14.15,982118,14353,0.977,1.685,-0.0237,2025,TREND_EXTRAP
2025,02109,35-39,F,Hispanic,2298854,2478897,2332648,2579733,7.17,4.88,-23.13,-1.54,840223,1517,0.9649,1.866,0.0138,2020,HYBRID_SCEN
2043,02110,65-69,F,NH_Black,115089,123057,121152,131334,9.27,19.46,13.44,11.68,925295,53998,0.9378,1.236,0.0075,2025,TREND_EXTRAP
2024,02111,5-9,M,Hispanic,1194482,1287126,1246535,1336957,17.15,7.68,16.85,-5.61,956364,42855,0.891,1.953,-0.0247,2022,HYBRID_SCEN
2039,02112,80-84,F,NH_White,619503,649096,636500,682814,13.84,13.83,-15.04,-2.88,366593,19963,0.9898,1.674,-0.0097,2024,MICROSIM
2021,02113,75-79,M,NH_Asian,194339,189242,185532,201600,8.01,12.93,-14.93,7.18,1089235,59977,0.9473,1.212,-0.021,2025,MICROSIM
2025,02114,85+,F,NH_Asian,2460950,2574620,2444582,2658044,1.45,13.14,-22.9,19.66,471500,13175,0.9946,2.009,0.0063,2023,TREND_EXTRAP
2041,02115,25-29,F,NH_AI_AN,506953,556697,526361,592396,3.45,16.47,23.52,-7.8,505393,51531,0.9364,2.055,-0.0014,2022,MICROSIM
2030,02116,80-84,M,NH_Multiracial,2355090,2500596,2440742,2663253,8.48,9.63,15.36,2.02,364675,58356,0.9724,1.955,-0.0297,2020,MICROSIM
2050,02117,85+,F,NH_NHPI,446372,488103,462634,520239,14.74,8.38,-6.96,-8.71,242032,53416,0.9712,1.61,0.0285,2020,COHORT_COMP
2035,02118,65-69,F,NH_Multiracial,1556311,1610459,1582270,1652696,7.16,19.06,-0.9,-4.02,193371,51975,0.9003,1.836,-0.009,2021,HYBRID_SCEN
2035,02119,45-49,M,NH_White,883394,997935,974293,1031886,9.92,6.4,-10.4,17.22,102799,30367,0.9936,1.665,-0.0145,2022,HYBRID_SCEN
2020,02120,15-19,F,Hispanic,1656542,1518421,1491228,1612902,16.11,5.6,4.86,-7.11,281126,17232,0.8533,2.041,-0.0167,2019,MICROSIM
2028,02121,85+,F,NH_Asian,1990573,2146805,2050092,2214536,16.49,2.31,10.87,15.71,897078,59048,0.9645,1.9,-0.0205,2023,MICROSIM
2047,02122,50-54,F,NH_Multiracial,753992,867794,829463,907725,4.28,6.21,-2.63,-4.67,1181746,37804,0.9939,1.298,0.0299,2024,TREND_EXTRAP
2046,02123,75-79,M,NH_White,96893,112382,109410,114301,1.26,12.37,18.68,15.85,862935,49357,0.9005,1.972,-0.0123,2025,HYBRID_SCEN
2025,02124,15-19,F,NH_Asian,1910832,2018011,1900103,2045004,5.84,12.77,0.85,6.14,84156,26468,0.9466,2.025,-0.0057,2022,COHORT_COMP
2035,02125,25-29,F,Hispanic,2499078,2475157,2416557,2561093,12.68,7.09,-17.79,16.35,714214,520,0.9338,1.645,0.0223,2020,COHORT_COMP
