health_mch_birth_cohort_year,health_mch_prenatal_visit_adequacy_index,health_mch_maternal_mortality_ratio,health_mch_severe_maternal_morbidity_rate,health_mch_preterm_birth_rate,health_mch_low_birthweight_rate,health_mch_breastfeeding_initiation_rate,health_mch_breastfeeding_6mo_rate,health_mch_postpartum_care_rate,health_mch_infant_sleep_safe_rate,health_mch_immunization_series_completion,health_mch_well_child_visit_rate,health_mch_teen_birth_rate,health_mch_fertility_rate_age_specific,health_mch_nicu_admission_rate,health_mch_postnatal_depression_screen_rate,health_mch_substance_exposure_flag_rate,health_mch_doula_support_rate,health_mch_pmjay_eligibility_category,health_mch_home_visiting_program_uptake
2020,2.88,88.84,2.35,16.97,16.18,43.59,45.9,91.21,87.26,49.29,69.05,1.12,145.1,9.33,57.18,1.74,19.59,PMJAY_OtherEligible,26.27
2017,5.88,167.83,3.984,15.86,13.53,23.79,33.76,22.19,70.95,36.87,42.52,24.39,40.2,0.78,79.15,5.61,16.81,SECC_Eligible,2.07
2015,8.21,123.24,4.383,13.92,8.29,37.2,83.02,86.34,83.13,64.5,60.61,21.23,218.88,13.38,19.79,0.77,16.07,PMJAY_OtherEligible,45.49
2025,7.24,312.46,5.094,4.54,20.5,27.05,70.34,26.35,10.35,25.4,38.95,29.51,59.6,24.99,7.82,3.02,0.24,PMJAY_OtherEligible,51.94
2022,7.29,145.67,1.137,6.91,17.46,94.14,51.7,67.88,30.6,65.35,90.57,3.21,90.48,18.79,40.53,11.86,5.09,SECC_Eligible,17.1
2015,5.48,271.96,3.242,9.36,10.06,34.75,43.44,85.64,97.51,29.39,37.12,9.01,91.38,21.69,22.07,7.08,27.81,PMJAY_OtherEligible,23.17
2018,8.37,193.93,5.774,13.68,24.45,31.78,62.4,63.96,97.78,66.83,57.45,25.55,193.5,5.47,9.41,4.95,26.4,Unknown,7.34
2022,2.09,103.35,5.505,2.52,12.73,34.01,69.07,52.29,28.93,55.33,68.6,24.53,115.24,1.36,11.08,6.92,26.97,NotEligible,67.03
2018,8.11,304.6,1.69,6.98,16.75,74.13,13.95,12.72,23.05,78.8,41.18,18.72,170.28,20.73,36.56,1.64,18.41,NotEligible,5.39
2021,6.86,153.93,0.539,5.16,6.09,84.31,9.67,94.87,51.65,72.01,33.81,17.47,34.63,12.13,20.04,1.22,18.34,Unknown,73.09
2016,6.05,281.55,5.562,14.11,18.58,40.15,21.48,51.34,69.68,59.96,61.6,22.87,20.55,11.94,19.93,0.73,25.78,PMJAY_OtherEligible,38.31
2018,0.64,40.61,4.46,3.87,9.5,44.99,78.36,74.07,37.27,20.32,32.59,16.31,176.65,6.82,83.78,0.61,23.41,PMJAY_OtherEligible,22.63
2023,4.89,49.1,0.381,13.06,4.61,61.06,22.99,13.23,81.64,42.93,17.03,6.02,19.8,24.47,25.63,10.83,29.81,NotEligible,63.56
2020,6.66,293.75,4.003,12.06,9.49,95.2,82.19,39.94,55.94,68.09,52.3,0.87,5.68,4.83,33.32,6.94,28.17,PMJAY_OtherEligible,33.34
2014,2.34,326.84,5.686,7.61,28.73,88.79,47.66,71.19,47.24,31.3,44.56,26.55,228.64,24.16,74.64,3.25,21.25,SECC_Eligible,32.11
2025,1.61,274.92,3.557,12.87,29.7,53.01,75.6,14.19,22.55,46.34,27.67,11.39,96.49,22.05,67.75,10.8,21.43,PMJAY_OtherEligible,11.52
2014,1.91,296.29,0.862,16.58,4.21,33.35,69.98,34.89,29.42,91.07,55.55,19.34,10.28,23.95,38.73,2.66,3.11,SECC_Eligible,68.54
2014,6.47,274.34,5.121,15.51,28.88,30.4,15.33,41.52,33.05,23.94,7.28,1.8,239.39,17.99,42.92,11.99,26.49,Unknown,23.99
2019,1.67,269.17,2.273,11.09,24.5,67.21,19.53,31.15,96.68,21.74,50.39,19.75,162.15,8.82,23.02,1.04,27.42,PMJAY_OtherEligible,70.2
2017,3.69,320.65,2.957,10.44,15.81,73.21,50.0,54.36,51.73,70.36,21.94,35.0,175.38,24.45,65.55,11.24,25.17,SECC_Eligible,12.78
2016,7.61,25.18,4.402,5.29,29.81,40.26,59.0,69.16,52.91,80.65,19.65,4.28,105.92,21.19,34.19,3.04,19.96,PMJAY_OtherEligible,46.08
2024,9.9,288.86,5.256,3.79,16.7,33.02,61.39,28.18,93.95,89.81,16.13,0.8,213.88,6.69,25.35,0.15,5.6,NotEligible,10.51
2023,2.05,62.19,3.943,4.01,13.04,29.37,51.76,70.18,10.73,68.42,64.02,14.84,125.56,6.76,67.86,9.39,5.95,NotEligible,40.71
2019,6.93,176.53,5.926,8.07,23.94,37.17,47.56,57.31,43.66,27.94,44.87,21.22,233.93,24.87,83.85,7.89,28.36,NotEligible,21.95
2014,9.73,185.75,1.586,2.48,5.47,94.97,49.23,54.69,71.86,62.12,76.85,24.12,9.41,24.75,11.83,6.37,17.01,PMJAY_OtherEligible,23.41
2018,2.65,287.63,0.391,6.7,26.73,41.29,40.89,36.49,71.25,59.06,83.62,9.71,113.67,3.88,19.78,7.26,19.72,SECC_Eligible,70.83
2024,6.8,221.85,4.722,17.07,27.1,36.12,55.11,49.0,69.58,11.53,86.49,16.78,31.22,5.55,2.7,6.28,23.0,SECC_Eligible,61.39
2021,2.73,272.2,1.523,8.79,9.82,63.57,36.3,56.29,76.13,72.98,38.3,4.86,214.62,23.38,4.57,8.29,11.92,Unknown,29.95
2019,0.78,270.02,2.219,7.44,7.3,36.08,12.04,46.46,90.75,31.66,85.82,30.82,152.29,4.53,46.19,7.32,17.8,SECC_Eligible,49.06
2017,5.65,251.28,3.611,5.74,14.4,70.62,15.39,19.6,53.29,60.08,94.05,1.98,103.01,16.38,2.5,11.62,25.77,PMJAY_OtherEligible,20.48
2014,3.51,119.85,2.912,4.76,13.73,89.63,57.29,74.04,93.65,79.22,90.99,8.53,242.98,12.42,81.61,3.47,11.89,SECC_Eligible,30.48
2020,4.79,92.68,1.157,5.92,21.02,45.58,42.56,12.53,44.15,20.4,12.51,16.91,185.49,12.91,74.85,8.98,0.42,Unknown,75.91
2020,4.77,29.57,5.607,11.31,27.43,47.82,64.81,25.77,76.29,85.86,25.39,16.48,162.73,5.32,13.99,6.13,0.22,PMJAY_OtherEligible,76.65
2016,1.38,262.99,5.428,9.11,6.02,77.88,80.77,75.28,19.11,86.55,23.52,29.27,48.6,2.01,4.86,9.67,26.44,SECC_Eligible,59.46
2021,4.13,213.95,3.121,5.36,8.46,60.73,80.45,21.13,75.32,56.05,38.11,31.97,146.22,0.18,8.37,10.57,23.47,SECC_Eligible,27.12
2020,9.38,98.42,0.794,16.96,23.32,83.78,42.81,23.39,44.49,14.13,92.17,11.41,2.96,24.22,2.85,0.71,13.28,NotEligible,68.2
2016,6.09,155.64,2.71,6.13,21.43,26.98,80.8,36.33,27.23,36.45,60.34,10.69,51.82,22.09,88.92,0.68,5.52,SECC_Eligible,46.45
2015,7.02,110.04,3.88,12.16,19.5,31.15,52.53,70.9,13.92,73.99,9.24,29.49,92.49,18.87,69.53,3.16,3.23,PMJAY_OtherEligible,4.61
2021,5.34,260.89,2.445,4.22,12.22,30.64,24.66,58.42,13.59,48.91,23.58,12.97,65.54,11.1,9.57,7.65,28.84,Unknown,26.79
2019,3.22,339.09,0.632,9.4,8.13,89.08,46.41,45.44,84.56,24.82,51.3,3.19,39.07,3.88,78.94,7.73,26.74,SECC_Eligible,62.16
2024,3.83,186.97,0.766,4.71,28.53,83.02,70.7,35.8,85.54,33.06,45.08,1.12,66.87,24.02,53.79,1.46,28.97,SECC_Eligible,32.34
2019,4.03,340.66,3.03,13.68,23.22,86.9,78.0,34.27,20.12,38.86,90.71,16.79,239.77,4.35,6.26,7.28,15.74,Unknown,75.76
2024,1.83,333.21,1.369,11.47,15.16,90.76,43.28,56.99,25.8,59.77,87.08,24.23,116.62,21.88,0.11,3.33,15.13,PMJAY_OtherEligible,20.45
2022,3.29,254.99,2.588,16.64,9.85,78.78,33.67,52.39,55.44,69.16,68.16,5.89,101.9,17.29,59.56,10.68,22.85,NotEligible,73.82
2018,0.68,172.88,5.192,10.83,7.78,77.27,77.23,26.11,37.12,36.2,39.98,22.97,133.07,8.5,82.42,2.7,21.13,Unknown,71.92
2015,0.51,33.17,4.91,4.19,21.01,83.49,21.42,15.2,48.16,12.62,35.1,9.71,190.37,19.91,80.47,2.42,10.56,PMJAY_OtherEligible,79.14
2019,0.53,251.14,4.517,14.63,12.9,76.9,61.06,81.04,94.64,32.32,62.22,23.8,119.9,6.57,57.96,10.11,11.21,PMJAY_OtherEligible,57.31
2020,9.91,54.22,4.848,13.95,10.45,31.45,10.19,44.89,19.75,87.63,83.13,33.94,169.35,5.49,83.13,10.12,0.19,PMJAY_OtherEligible,23.67
2022,1.53,318.55,5.611,12.24,12.34,87.29,38.2,29.52,23.13,27.9,28.32,25.82,162.4,13.57,77.89,7.1,17.62,NotEligible,50.68
2020,6.84,309.85,4.689,4.45,23.97,82.87,60.49,84.56,71.53,31.39,93.92,27.02,57.47,11.53,14.48,6.51,20.42,NotEligible,64.55
2023,5.62,281.24,5.387,2.25,8.12,51.15,10.25,84.26,36.96,78.87,86.58,2.34,32.31,11.39,71.41,3.98,26.72,SECC_Eligible,72.13
2023,9.95,281.67,0.829,13.17,5.43,86.32,36.95,58.59,93.49,98.57,24.96,5.67,74.48,5.95,56.54,11.84,7.02,SECC_Eligible,51.23
2016,9.86,89.4,1.434,15.37,26.44,34.24,82.98,75.03,37.45,82.29,60.02,33.3,219.52,11.24,72.11,7.43,29.67,NotEligible,16.2
2014,4.51,319.1,5.706,14.97,7.12,72.92,51.22,58.28,18.79,20.28,10.69,15.81,214.29,8.61,12.47,11.72,3.68,PMJAY_OtherEligible,43.91
2022,6.32,23.41,1.127,12.48,6.47,46.53,75.73,30.66,95.16,15.82,87.18,2.62,39.84,19.95,66.36,8.44,5.34,PMJAY_OtherEligible,6.5
2025,2.31,32.1,5.292,15.27,14.52,97.16,23.32,82.0,25.04,56.78,48.18,13.33,17.21,22.78,15.99,10.37,22.28,PMJAY_OtherEligible,62.37
2020,4.35,249.7,4.467,16.21,17.25,48.49,34.71,32.71,21.05,95.44,65.92,11.68,125.33,24.2,1.75,2.07,16.63,NotEligible,64.18
2015,3.66,22.41,4.135,12.88,24.63,96.49,7.2,50.96,34.5,87.69,87.72,34.52,202.33,18.33,32.95,8.75,19.68,PMJAY_OtherEligible,32.9
2019,7.67,298.77,3.397,6.74,12.54,39.97,56.63,58.22,47.98,14.79,28.54,13.42,136.79,24.3,72.64,7.56,17.79,SECC_Eligible,62.23
2024,1.26,319.46,4.224,6.12,8.01,81.37,18.72,41.46,85.89,33.94,15.85,28.42,184.26,10.23,54.4,5.94,14.03,NotEligible,11.68
2016,9.22,225.25,5.513,10.76,18.48,75.68,44.51,20.98,60.62,37.36,65.33,14.94,69.49,12.96,58.15,1.87,2.66,PMJAY_OtherEligible,64.46
2021,2.8,46.82,2.34,4.91,7.96,38.93,43.24,81.45,49.37,65.66,8.74,21.51,55.94,8.12,69.79,10.17,9.27,SECC_Eligible,71.86
2022,7.61,272.2,4.026,5.81,25.35,42.71,19.61,35.33,91.13,14.19,75.62,22.03,79.93,17.72,23.72,7.57,8.74,PMJAY_OtherEligible,56.55
2023,3.69,335.93,3.003,11.88,17.8,77.65,51.56,80.32,85.12,91.97,28.51,6.3,149.5,14.71,87.63,4.38,24.79,NotEligible,78.19
2022,4.44,43.6,5.177,8.9,25.8,38.7,19.7,59.03,83.86,50.97,67.5,4.7,11.07,12.72,50.39,8.73,0.36,PMJAY_OtherEligible,38.1
2016,8.11,216.33,4.61,8.99,28.45,22.31,6.34,90.98,16.86,20.62,87.1,13.98,94.28,24.12,11.6,0.65,16.08,Unknown,55.17
2014,0.42,60.49,4.297,9.45,6.45,52.28,50.5,38.29,56.15,40.03,64.18,7.13,125.48,2.25,10.76,10.93,25.72,Unknown,45.8
2023,4.61,94.39,5.027,12.98,18.98,60.52,19.56,65.43,77.78,37.37,40.16,34.15,237.18,7.72,4.99,4.19,10.17,Unknown,22.97
2024,9.24,326.85,4.107,9.11,25.42,88.81,9.7,28.46,42.74,26.73,73.21,10.16,85.33,12.66,56.67,6.32,16.75,NotEligible,42.17
2020,8.43,64.23,2.434,8.51,29.1,31.29,64.49,84.23,75.19,65.68,6.97,22.66,71.62,10.92,61.02,0.06,22.05,SECC_Eligible,71.19
2015,5.88,294.25,1.375,4.46,20.33,28.7,24.01,71.81,72.99,66.03,78.37,19.91,7.74,22.52,57.62,11.66,6.73,SECC_Eligible,11.23
2014,9.36,100.83,0.46,6.19,14.57,23.47,44.09,94.05,78.02,66.01,88.65,29.81,115.87,3.41,81.53,5.37,13.6,NotEligible,14.5
2020,1.93,190.54,5.994,16.38,26.97,38.81,36.36,89.9,37.17,55.4,25.63,15.87,108.85,24.53,32.16,6.8,17.22,PMJAY_OtherEligible,52.43
2023,3.77,164.92,5.233,6.59,21.69,79.14,48.11,94.0,74.81,12.52,91.1,17.64,241.8,14.66,3.85,9.06,6.54,Unknown,57.66
2024,4.41,196.09,1.878,16.25,24.07,68.5,37.68,38.73,10.52,65.77,43.08,20.01,213.17,24.16,18.35,1.67,2.57,SECC_Eligible,70.08
2016,9.89,299.19,4.827,7.06,25.46,89.65,41.07,18.06,33.06,39.36,57.4,12.79,10.37,3.07,43.29,10.97,14.48,SECC_Eligible,3.75
2015,6.1,148.88,5.533,4.55,4.77,39.2,40.69,20.11,10.87,56.61,34.26,16.75,2.68,21.12,66.09,9.37,23.49,Unknown,3.6
2023,5.4,320.59,1.225,6.26,22.66,74.79,58.67,41.9,95.66,54.11,34.82,7.86,82.0,13.35,33.46,3.82,21.78,PMJAY_OtherEligible,54.56
2020,8.03,143.81,2.26,9.1,8.77,55.27,72.16,20.68,66.29,30.62,31.58,24.23,204.07,16.71,41.38,8.43,11.07,NotEligible,36.39
2018,1.62,157.9,2.078,4.45,20.71,67.03,14.58,53.94,97.74,43.56,36.28,17.74,137.14,15.28,73.59,1.71,27.15,Unknown,36.14
2018,1.34,75.1,1.687,12.87,5.53,82.14,74.34,68.6,83.01,94.29,45.66,15.77,50.39,24.71,69.32,5.65,24.95,NotEligible,10.74
2022,1.81,257.6,5.412,7.97,10.35,60.53,7.29,67.81,70.44,27.02,18.47,4.36,1.47,10.01,50.92,0.76,8.73,PMJAY_OtherEligible,4.79
2018,1.19,202.65,4.734,4.16,29.48,95.89,71.9,69.14,76.98,24.09,77.97,31.8,12.65,10.86,59.57,3.41,21.84,NotEligible,57.05
2016,9.93,204.51,1.191,10.65,23.91,81.59,58.81,20.03,74.7,37.81,69.4,25.55,181.7,12.82,47.46,7.57,2.17,NotEligible,57.61
2014,7.82,201.04,3.337,5.79,18.0,44.68,10.17,26.38,19.46,58.09,42.8,23.02,40.13,17.54,67.72,8.47,15.05,Unknown,73.93
2022,3.37,33.85,2.361,5.79,4.59,60.88,77.02,85.44,22.38,66.38,52.17,33.0,120.07,0.8,85.08,10.8,8.62,SECC_Eligible,42.39
2019,8.63,295.43,5.821,9.1,22.3,63.67,37.11,38.78,94.73,28.58,31.15,6.42,196.71,9.69,86.42,2.6,5.14,NotEligible,42.99
2023,0.26,258.22,3.421,3.67,23.71,46.51,21.14,79.12,30.71,70.06,7.69,11.8,166.24,23.12,83.14,4.29,7.76,SECC_Eligible,35.07
2014,7.1,123.07,3.459,17.95,5.89,20.37,27.63,35.39,35.96,57.65,71.56,0.9,128.35,0.82,46.06,3.09,12.27,Unknown,16.29
2016,6.67,128.5,5.689,10.43,27.96,88.69,83.19,92.47,41.54,29.0,61.03,15.38,152.16,24.28,74.57,2.02,22.61,NotEligible,25.92
2015,7.04,190.61,5.94,4.96,26.13,64.44,45.6,85.18,14.2,27.46,45.07,26.4,63.69,3.37,10.2,4.14,22.06,Unknown,39.74
2017,9.4,50.28,5.767,15.17,24.03,39.08,25.37,73.38,41.12,35.8,49.22,29.67,185.58,12.28,27.45,2.24,22.53,Unknown,39.24
2017,4.23,219.79,1.535,10.51,21.08,91.15,26.08,90.87,10.62,17.18,89.46,33.7,119.88,21.88,55.47,7.05,24.32,PMJAY_OtherEligible,59.71
2022,9.42,183.21,5.035,8.49,26.1,52.8,50.46,82.45,19.81,29.0,56.51,16.89,47.9,21.24,37.97,2.79,23.16,NotEligible,56.49
2017,4.34,329.85,4.198,9.89,9.74,81.43,19.41,69.37,39.11,79.66,28.28,24.27,168.85,17.75,11.31,5.7,8.33,Unknown,68.72
2020,6.38,343.66,5.277,8.49,13.71,88.87,44.37,44.01,67.61,26.89,23.08,24.27,83.28,10.47,66.64,3.07,11.54,Unknown,22.58
2020,1.72,211.59,5.669,2.01,25.97,60.16,70.96,29.25,97.51,62.31,85.58,28.29,158.83,14.58,65.53,6.75,1.01,PMJAY_OtherEligible,14.87
2022,2.15,94.55,3.664,6.09,16.33,63.94,82.04,19.08,17.38,35.38,80.43,26.95,153.61,18.98,29.03,7.59,2.93,PMJAY_OtherEligible,65.31
2020,1.67,282.88,0.728,9.16,22.56,72.42,56.16,35.64,96.8,77.68,48.22,15.24,184.18,18.02,52.27,7.86,26.35,PMJAY_OtherEligible,7.53
2014,0.48,238.19,2.777,12.84,9.83,52.86,20.2,80.5,28.88,15.57,56.44,7.66,23.34,2.13,23.2,2.38,27.92,PMJAY_OtherEligible,44.37
2024,6.73,311.49,1.882,15.62,10.82,85.87,54.76,23.24,81.14,30.43,57.51,2.85,218.42,16.24,23.71,11.23,2.42,SECC_Eligible,66.58
2020,9.75,305.35,4.766,13.0,9.95,76.21,39.66,18.15,55.12,58.04,19.28,27.28,198.19,1.85,75.23,3.66,22.04,NotEligible,29.85
2019,7.62,129.79,0.49,14.65,17.32,47.51,71.43,26.83,80.25,88.94,11.05,4.47,132.56,6.37,4.39,6.14,11.0,Unknown,42.21
2016,5.38,142.41,0.535,8.44,18.36,82.46,9.42,35.49,43.39,97.76,79.97,25.16,153.41,1.38,72.8,3.4,25.67,SECC_Eligible,44.62
2016,7.94,165.76,1.155,13.06,15.67,30.69,5.15,88.45,15.41,40.98,24.34,5.73,61.78,5.15,72.9,2.89,20.9,SECC_Eligible,47.09
2022,1.26,343.48,4.151,7.56,25.1,32.78,30.98,89.94,33.71,13.29,60.72,33.85,109.26,23.21,51.22,2.29,2.03,SECC_Eligible,78.64
2021,8.66,179.05,1.974,8.02,16.75,66.87,8.78,33.5,56.61,86.53,36.02,7.88,43.92,14.86,71.07,1.78,5.4,PMJAY_OtherEligible,76.03
2025,5.94,39.01,2.676,11.47,20.27,68.06,7.54,69.78,60.81,62.8,11.14,0.36,108.96,13.37,27.93,5.84,28.91,PMJAY_OtherEligible,17.37
2025,1.56,64.07,1.697,4.4,24.49,44.55,43.97,52.95,27.91,98.94,77.66,11.95,81.44,10.67,56.6,3.39,3.86,SECC_Eligible,58.08
2018,2.27,49.05,3.508,2.21,15.87,54.58,65.54,75.63,54.95,60.7,63.17,18.07,105.22,2.34,9.54,8.02,21.05,NotEligible,75.39
2024,4.94,117.28,2.95,10.29,19.35,83.29,24.44,34.08,58.39,66.52,7.15,20.98,90.53,19.16,35.22,3.06,7.77,PMJAY_OtherEligible,6.82
2016,5.71,297.48,3.207,15.92,26.85,35.22,39.45,26.35,87.18,92.5,21.97,32.31,65.97,1.17,36.96,7.67,19.66,PMJAY_OtherEligible,15.33
2023,8.47,281.56,2.095,9.71,12.52,53.36,37.93,20.78,42.36,88.12,40.47,20.58,236.49,8.0,22.23,1.33,24.6,NotEligible,38.03
2016,6.64,134.62,4.284,2.64,20.36,58.87,81.29,56.32,71.97,98.14,10.48,5.46,180.26,20.9,86.58,10.46,4.67,SECC_Eligible,11.62
2017,4.8,28.11,0.336,8.13,6.23,78.44,16.89,30.82,85.64,74.97,32.45,29.45,81.16,7.94,70.84,5.69,27.92,PMJAY_OtherEligible,0.37
2015,1.8,179.04,2.704,9.54,28.77,73.45,83.72,49.2,24.61,43.96,76.02,7.31,178.56,0.49,65.46,9.64,5.27,PMJAY_OtherEligible,74.24
2020,0.61,97.57,4.383,13.14,7.16,84.57,21.16,16.65,72.76,20.08,11.31,24.89,94.99,21.38,0.15,1.21,18.82,NotEligible,40.98
2025,9.9,76.5,1.331,11.42,17.1,95.6,7.2,83.21,11.28,64.38,73.69,21.54,198.2,21.79,70.87,0.17,27.5,Unknown,52.19
2024,3.04,181.07,5.171,13.79,29.65,62.08,24.05,40.44,92.17,77.33,41.56,22.57,40.39,14.47,88.44,4.92,20.81,PMJAY_OtherEligible,15.38
2022,9.5,28.93,3.413,14.23,25.47,39.84,82.78,32.8,55.98,35.4,60.26,6.51,102.43,1.55,43.72,7.62,17.6,SECC_Eligible,52.76
2015,1.42,346.06,3.818,4.43,16.59,25.87,12.37,19.19,22.09,44.6,8.02,20.96,246.25,21.9,15.92,8.17,6.03,PMJAY_OtherEligible,33.9
2019,6.26,43.22,0.197,10.72,16.46,51.65,57.77,27.37,66.91,57.02,15.27,30.05,33.92,5.68,68.09,2.95,24.92,SECC_Eligible,76.19
2016,8.8,224.63,0.91,6.87,27.71,69.41,43.09,32.58,71.88,45.2,16.73,13.19,36.36,8.74,56.62,11.0,3.81,Unknown,17.95
2017,0.21,150.89,1.305,5.94,5.25,74.65,11.34,71.38,87.14,29.4,24.9,32.34,188.52,1.85,77.17,0.82,25.38,NotEligible,56.16
2025,2.37,271.4,5.805,12.47,5.71,64.15,16.81,49.75,33.95,36.11,65.19,32.06,209.75,20.68,51.44,5.94,8.04,Unknown,11.61
2025,4.81,294.34,1.07,8.1,9.73,87.07,75.34,69.0,22.18,24.42,73.39,13.57,224.45,11.3,27.06,2.09,9.98,PMJAY_OtherEligible,28.31
2021,4.14,283.05,1.395,17.91,12.64,56.89,18.91,11.27,35.63,58.04,44.89,7.43,2.27,19.09,76.44,3.92,22.94,Unknown,65.16
2018,4.49,134.44,5.595,3.29,15.6,37.17,51.61,76.68,61.45,10.86,45.39,23.37,179.56,22.64,12.64,3.63,10.09,NotEligible,72.18
2018,7.76,212.92,2.98,5.57,10.79,90.9,22.42,81.83,89.74,23.68,9.49,17.75,19.58,13.06,50.14,1.56,20.75,PMJAY_OtherEligible,56.35
2023,3.35,112.67,2.623,13.52,7.19,57.61,72.48,32.72,92.07,19.87,37.93,8.52,20.77,12.9,9.0,8.01,4.94,Unknown,18.85
2020,4.02,337.4,0.866,2.28,17.23,40.94,12.21,79.8,56.87,92.72,37.35,4.98,195.99,17.23,60.05,11.94,20.17,SECC_Eligible,78.14
2024,0.18,141.11,5.159,17.18,25.87,51.03,81.38,48.34,76.74,60.39,61.95,3.9,173.42,0.15,3.02,6.51,2.87,Unknown,54.58
2025,0.85,205.52,0.472,14.47,17.04,46.24,54.16,15.82,75.87,79.29,36.54,8.76,15.51,13.81,84.77,10.76,4.28,PMJAY_OtherEligible,55.69
2017,4.17,107.33,2.104,17.52,27.31,24.43,40.17,21.21,89.96,17.92,84.97,12.39,201.96,0.06,11.87,11.39,1.34,Unknown,71.47
2020,4.3,327.08,5.333,17.06,24.95,24.46,24.81,23.39,14.31,35.33,71.84,24.49,25.27,21.66,5.11,6.11,20.34,SECC_Eligible,1.28
2017,9.46,150.85,1.97,10.54,20.7,84.29,28.14,82.03,26.33,69.92,10.13,31.99,183.67,9.92,53.6,8.78,23.43,PMJAY_OtherEligible,23.22
2017,8.05,215.17,5.783,4.27,5.39,95.65,13.13,25.01,41.54,71.71,70.17,20.21,37.14,12.48,7.24,7.4,14.6,Unknown,64.63
2025,7.61,67.53,5.863,8.01,23.72,43.56,77.7,56.84,11.48,21.87,83.9,2.48,171.39,1.83,63.89,5.96,25.12,NotEligible,29.08
2019,5.03,183.79,2.268,3.32,27.99,63.17,10.7,70.99,75.07,69.03,51.75,0.13,236.12,12.59,78.44,9.26,14.77,PMJAY_OtherEligible,55.74
2022,3.68,281.39,0.665,3.47,15.32,52.19,62.29,24.19,21.89,42.99,24.1,5.46,76.64,22.62,73.93,7.03,4.19,NotEligible,0.01
2017,2.74,159.26,5.255,13.52,7.6,44.26,59.08,94.88,76.36,58.46,65.25,9.73,208.34,12.14,60.69,5.53,4.33,NotEligible,8.46
2022,7.83,73.55,4.206,8.87,5.96,91.96,79.93,42.62,54.96,46.05,77.37,23.97,187.89,3.29,85.35,10.16,27.18,NotEligible,8.94
2025,9.02,80.36,0.666,15.44,14.3,30.89,37.64,86.02,92.54,16.82,34.45,15.27,155.24,11.95,24.04,2.44,14.42,Unknown,57.99
2016,4.4,171.92,5.323,7.69,6.47,91.4,73.23,83.73,47.0,96.31,71.69,9.3,74.05,12.21,84.05,11.29,0.43,Unknown,22.53
2019,1.08,25.45,5.188,7.56,29.56,55.02,16.68,77.29,70.97,82.7,82.19,23.46,30.6,22.08,70.51,2.15,2.29,PMJAY_OtherEligible,43.23
2025,5.54,317.63,3.771,3.16,11.24,60.63,72.19,70.49,23.29,25.59,12.6,17.86,55.85,1.0,33.95,3.53,18.81,Unknown,71.51
2016,0.49,173.14,1.535,2.25,17.36,52.3,38.93,70.35,40.89,10.76,84.07,23.83,141.89,2.47,82.89,1.13,21.66,NotEligible,39.01
2022,3.6,227.47,5.978,6.77,28.12,62.49,15.25,58.56,94.06,57.25,94.41,32.63,37.49,22.1,24.77,7.32,24.56,SECC_Eligible,8.42
2024,4.04,65.9,4.445,2.41,10.53,43.86,27.72,60.65,17.03,30.55,85.99,4.84,16.09,10.38,43.01,10.64,4.07,SECC_Eligible,13.84
2015,7.3,326.85,2.013,11.29,15.68,26.35,42.71,81.72,17.0,88.53,34.59,2.05,10.13,19.14,52.65,10.47,1.58,Unknown,45.29
2021,9.63,70.24,2.207,3.27,12.25,69.84,59.41,19.09,80.12,10.48,75.02,4.4,65.4,19.23,39.26,6.67,1.73,Unknown,26.86
2014,1.46,315.43,4.94,11.12,15.02,51.63,28.11,46.2,94.78,17.74,45.78,1.69,71.62,1.32,85.08,5.21,24.19,NotEligible,4.3
2017,9.68,226.18,5.11,4.26,13.56,86.32,53.72,21.57,67.73,69.03,61.42,18.32,144.33,13.88,70.86,9.52,10.74,NotEligible,20.3
2016,0.33,295.85,3.657,11.36,16.79,25.67,42.22,17.6,37.97,96.8,63.56,18.28,43.95,16.88,17.08,3.66,2.06,Unknown,35.6
2015,4.03,314.81,1.816,2.22,24.34,29.86,25.95,58.54,11.91,42.89,40.66,34.63,119.37,13.1,62.73,9.85,28.67,SECC_Eligible,49.39
2022,6.92,213.4,0.607,10.63,13.91,90.02,28.95,46.09,94.31,19.38,59.33,10.66,46.6,24.87,30.52,1.26,20.48,NotEligible,42.8
2017,2.29,50.88,3.863,3.47,5.23,82.26,8.08,83.97,11.22,32.3,62.14,18.59,96.18,24.08,36.01,4.57,8.53,SECC_Eligible,16.42
2025,3.93,67.29,5.506,2.38,16.21,52.7,69.15,37.25,48.6,49.05,28.66,4.03,138.57,0.25,67.99,5.0,24.71,SECC_Eligible,24.4
2025,6.78,237.1,3.515,8.61,10.69,40.76,45.64,81.85,31.19,52.53,64.96,27.93,31.47,23.62,23.07,5.91,3.66,PMJAY_OtherEligible,3.4
2023,7.02,205.32,4.774,5.31,23.82,76.83,78.49,41.46,26.78,38.16,52.93,21.87,120.3,6.5,85.52,3.97,6.31,NotEligible,33.52
2024,0.97,23.75,4.335,10.99,20.62,93.46,31.01,13.67,75.23,90.24,72.53,25.88,119.37,2.07,30.93,11.53,14.4,PMJAY_OtherEligible,67.89
2019,1.25,135.8,4.076,3.7,21.84,68.38,84.25,79.92,78.72,13.4,37.69,31.94,155.64,12.42,63.96,2.95,17.43,PMJAY_OtherEligible,57.86
2014,2.68,311.17,1.312,5.13,11.92,57.71,42.1,78.13,13.7,92.95,61.9,31.85,96.86,6.82,81.66,2.2,11.94,SECC_Eligible,60.66
