soc_policy_policy_effective_date,soc_policy_policy_change_id,soc_policy_eligibility_rule_area,soc_policy_income_threshold_pct_fpl,soc_policy_asset_limit_inr,soc_policy_work_requirement_flag,soc_policy_time_limit_months,soc_policy_sanction_rate_pct,soc_policy_exemption_category_code,soc_policy_expected_caseload_change_pct,soc_policy_observed_caseload_change_pct,soc_policy_expected_spending_change_inr,soc_policy_observed_spending_change_inr,soc_policy_application_volume_change_pct,soc_policy_approval_rate_change_pct,soc_policy_benefit_level_change_inr,soc_policy_disparity_impact_score,soc_policy_administrative_cost_change_inr,soc_policy_stakeholder_comment_count,soc_policy_implementation_status_code
2023-08-22,POL213950,Assets,227.2,317188,0,38,14.66,Migrant,-11.16,-12.62,421458837,748226346,-15.6,22.13,4220,0.196,62124439,1115,Piloting
2017-12-21,POL622679,Occupation,111.5,291439,0,0,17.82,EWS,-12.04,18.46,126109048,1539275766,-34.32,-13.02,2496,-0.221,-6396247,31,Draft
2020-06-01,POL182720,HouseholdSize,210.7,342495,1,24,5.47,Tribal,0.91,41.85,879922703,597287,17.99,22.65,4180,-0.085,3032611,525,Paused
2024-09-21,POL516626,Assets,70.5,38751,1,5,0.93,PwD,7.15,35.08,281826000,68858533,51.91,-11.19,4275,0.978,24898465,374,Paused
2022-12-01,POL268198,CasteCategory,245.2,201503,0,30,12.99,OBC,23.88,43.6,1077640660,873283472,45.5,-7.85,2402,0.65,73431190,626,Retired
2020-03-26,POL394286,Age,165.0,330175,1,28,8.65,Migrant,34.61,-5.85,941891527,352436822,-27.66,8.71,199,-0.135,69772212,839,Draft
2020-10-24,POL886921,Disability,185.8,43722,0,32,7.81,SingleParent,23.78,-0.92,-476058779,245921667,-5.47,-19.71,1612,0.497,69795514,970,Paused
2020-09-08,POL908574,Income,104.3,62078,0,56,6.32,SingleParent,-7.55,26.02,-106396256,948285240,10.4,11.91,3925,-0.742,10260085,583,Revised
2020-11-27,POL938494,Landholding,46.7,160644,0,13,8.47,OBC,22.17,-11.23,1260877130,195484409,11.4,20.66,-738,-0.355,64218491,654,Paused
2019-02-04,POL963721,Occupation,74.2,225623,0,52,2.45,Senior,12.85,-4.72,2437638434,2988055930,-17.41,-3.99,2955,0.866,-9590177,42,Retired
2024-03-02,POL569447,CasteCategory,69.8,289563,0,46,11.02,Migrant,4.46,-8.51,1228057427,1618544756,29.83,7.24,4177,0.958,84326201,65,Retired
2017-10-27,POL875779,Disability,132.9,224331,0,26,16.74,ST,13.08,0.6,2290066683,-434081908,11.03,-3.92,2806,0.721,34583453,434,Draft
2024-03-09,POL912044,Occupation,101.4,86652,0,28,16.55,SC,1.39,27.9,2476130711,236941075,46.66,11.14,4189,0.289,58864607,451,Draft
2022-01-03,POL348845,Disability,238.3,339159,0,23,13.29,None,12.93,-29.33,1553325865,1105103749,-11.17,3.71,2834,0.623,87108090,535,Notified
2020-08-21,POL218260,Assets,216.7,105993,0,38,7.01,SingleParent,19.21,-28.05,1268753067,1034842788,51.4,2.62,4418,-0.716,25635360,26,Retired
2024-03-21,POL456474,HouseholdSize,153.4,343209,1,46,16.58,OBC,-24.18,-29.72,1239015791,2011803966,43.39,-17.65,4266,-0.194,13390158,290,Notified
2025-07-07,POL691508,Age,219.0,198029,1,1,11.88,Senior,11.97,17.96,104394558,2335907324,4.37,9.77,2265,0.194,14698348,1103,Notified
2020-11-10,POL206714,Residence,162.9,16191,1,59,9.07,ST,-15.82,-2.51,-1205622,1567305676,41.91,2.77,2100,0.19,-9809455,52,RolledOut
2021-12-02,POL683881,HouseholdSize,233.2,191820,0,6,5.11,OBC,-4.8,5.33,395465947,754331003,25.3,-5.56,3881,-0.455,54427857,1175,Draft
2021-01-08,POL393076,Assets,196.5,261623,1,9,13.59,ST,1.62,4.97,492045664,112925814,8.07,1.59,3122,0.263,89567201,853,Revised
2021-06-05,POL504395,Landholding,194.4,351984,0,35,14.35,Tribal,33.33,-14.76,332997516,-459091040,13.58,-5.13,2087,-0.432,76032247,268,RolledOut
2020-03-22,POL443358,Income,97.7,232852,0,6,10.06,EWS,-5.47,29.29,76977981,-371014120,17.12,-7.8,2784,0.505,86357388,968,Retired
2021-07-23,POL764012,CasteCategory,206.8,396575,0,44,5.15,PwD,24.16,-16.0,1761565575,959707959,-13.38,-14.55,-1077,-0.042,3193049,653,Retired
2017-03-20,POL396881,Assets,202.2,152296,0,13,7.0,OBC,-4.78,21.32,618828978,-594804415,-20.44,-10.11,4231,0.081,-12360073,613,RolledOut
2024-01-30,POL527492,Age,57.0,98281,0,19,11.22,Senior,-11.24,25.45,1245475797,686469320,39.74,-14.16,1050,0.888,10357569,91,Piloting
2017-11-01,POL668728,Disability,52.2,177344,1,35,4.01,Senior,1.04,-10.84,693446930,-571131264,-26.75,-19.54,-962,0.953,47022050,720,Draft
2025-10-16,POL870821,Income,225.1,263371,1,56,8.48,SC,-19.61,23.19,818214185,2672198270,30.45,13.2,773,0.612,60541767,265,Draft
2020-07-21,POL512093,Assets,245.6,37993,0,11,0.76,None,24.16,-13.73,777733471,202373284,48.52,-15.75,1584,-0.131,66075168,394,Draft
2023-04-09,POL222265,CasteCategory,167.0,36003,0,50,14.49,PwD,4.9,9.44,1226852996,1921733868,6.46,-2.23,4480,-0.098,-14873213,105,Draft
2017-04-13,POL603965,Assets,75.9,249719,0,39,6.87,PwD,16.25,23.77,194863734,2789998668,38.61,9.14,2100,0.033,46770924,918,RolledOut
2020-02-07,POL115585,Age,128.4,153531,1,31,8.01,ST,22.86,-19.08,2449716327,2780356346,47.1,11.85,-1228,0.538,9156841,4,Piloting
2025-08-17,POL697192,Occupation,44.4,313289,1,52,15.94,SC,-0.47,20.79,1303189729,2526431375,-8.1,-16.55,-1067,0.461,8885085,732,Draft
2021-09-11,POL440307,HouseholdSize,212.6,105478,0,38,7.13,Senior,2.04,-20.0,1584623765,1806796140,-11.21,19.67,947,-0.444,66205084,783,Retired
2021-02-06,POL681630,Landholding,61.7,173377,1,48,8.55,SC,-9.79,-24.66,537490831,244312515,15.49,-15.97,3686,-0.091,78369590,567,Retired
2019-10-17,POL215749,Residence,110.4,206007,0,35,5.32,Senior,17.86,-3.81,2081025935,1013251102,51.26,3.1,661,0.354,45768475,523,Paused
2023-04-05,POL548505,Income,158.2,376940,1,28,14.53,None,24.94,-13.63,601205327,954841018,30.99,17.0,4407,-0.85,-17929744,420,Retired
2022-12-09,POL261216,CasteCategory,186.6,2937,1,18,7.85,OBC,9.45,-18.81,2000898005,1642825877,-17.56,0.6,-1414,-0.786,16037310,834,RolledOut
2021-10-06,POL597929,CasteCategory,230.5,86798,1,16,8.67,OBC,-22.68,-10.62,180639822,877005530,3.01,24.98,1784,0.648,83403547,869,Piloting
2026-01-29,POL142978,Age,128.6,36812,1,3,8.86,Tribal,17.7,27.15,2008762242,-247123609,20.06,11.76,4360,0.859,48333797,1163,Notified
2022-01-08,POL569968,CasteCategory,80.1,396527,0,17,12.18,PwD,15.01,34.54,2352949655,-435203633,0.32,-4.75,1400,-0.642,71765647,39,Paused
2024-11-09,POL487542,Disability,62.9,52884,1,48,9.75,EWS,-4.45,40.28,108757728,946382536,-16.72,-16.57,1547,0.833,32552484,1074,Retired
2021-04-16,POL213627,Age,178.3,329279,0,17,7.83,Migrant,-0.45,41.34,-399818402,2708591807,42.1,17.13,417,0.711,29141969,565,Retired
2021-04-18,POL763510,Residence,67.0,208025,0,27,11.79,SingleParent,4.71,17.15,1970899409,2080007947,30.49,19.17,3302,-0.706,40936525,43,Draft
2022-05-06,POL853268,Occupation,178.2,312974,1,22,11.47,Senior,22.45,22.01,1250885140,561736605,39.65,8.38,4082,-0.707,72783699,1113,Draft
2020-02-10,POL601003,Income,135.8,120684,1,50,12.79,Tribal,15.84,-7.11,233838230,2952937081,-19.6,-5.12,1063,-0.018,84202113,490,Draft
2024-03-04,POL568407,Assets,127.5,190186,1,34,8.45,SingleParent,6.02,37.13,1106549216,1894018041,-20.45,5.46,3977,0.574,38782845,758,Notified
2021-02-11,POL421015,CasteCategory,94.8,391153,1,22,17.65,Migrant,23.33,-3.86,2451988057,2587838233,-25.91,-19.88,-662,-0.017,85315439,1122,Piloting
2019-06-07,POL348051,Disability,229.4,38080,1,55,10.36,None,26.55,25.11,2325592106,2531757319,27.26,-1.22,2549,0.644,66206191,799,RolledOut
2019-11-16,POL110537,Landholding,190.4,248262,0,0,14.36,None,-21.89,28.86,422481714,1764171672,50.76,24.38,345,-0.734,65384539,1154,RolledOut
2019-12-29,POL531255,Age,150.2,383331,1,7,8.38,SingleParent,-20.81,43.34,1566509831,2970522508,46.09,-10.41,-864,-0.505,83912031,353,Paused
2026-01-04,POL558156,HouseholdSize,129.0,50670,0,7,6.07,SC,3.54,-27.6,1031763319,1109674702,-10.38,10.73,2202,0.457,-4555960,868,Retired
2019-11-27,POL128068,Occupation,115.7,336015,1,5,9.44,ST,21.9,-11.17,359556537,2384920792,-3.03,-15.28,1760,0.018,-14629763,124,Draft
2018-11-01,POL394935,Occupation,123.8,110448,1,9,10.39,Senior,-18.41,5.36,-70891140,174256018,10.6,12.85,1904,-0.181,-6858606,303,Paused
2023-03-23,POL605085,Income,219.3,80265,0,41,5.56,None,26.8,29.81,-118879972,2980539398,-33.16,-0.2,2925,0.671,42302802,263,Paused
2024-05-10,POL314986,Occupation,128.5,66597,0,43,13.58,None,-16.77,24.42,-427391193,2175062871,28.9,-4.67,1354,-0.72,74489644,516,Piloting
2020-11-01,POL633329,Disability,40.9,294250,1,4,7.7,Migrant,16.73,-24.34,1415758900,430796741,-14.34,2.75,786,-0.184,-14293647,103,Paused
2020-10-06,POL506390,HouseholdSize,233.9,14321,0,1,11.89,SingleParent,23.2,34.28,312618608,1631618976,42.35,16.84,2947,0.807,36003054,338,Paused
2022-07-06,POL936920,Assets,164.5,168206,1,54,5.19,SC,-22.27,0.93,1256331656,-516123271,14.02,17.73,2841,0.821,48910409,56,Notified
2022-12-03,POL253060,Income,74.8,278775,0,49,8.72,Senior,25.92,34.14,1768490250,1401186994,-20.27,-4.12,1662,-0.266,47021645,304,Revised
2017-12-27,POL133293,Income,66.6,55852,0,47,6.34,None,25.49,36.29,-485497352,2293011702,36.21,8.48,2219,-0.147,11990172,64,Piloting
2025-05-20,POL389454,Residence,119.1,89632,0,41,7.54,Tribal,-16.24,38.85,829964630,786541402,41.8,-5.47,1552,-0.848,6585266,310,Notified
2020-05-24,POL820294,Landholding,168.6,60991,0,25,12.17,SingleParent,-12.46,28.93,315259597,2209967971,46.24,0.33,2256,-0.572,-17512289,1027,Retired
2022-05-19,POL933557,Landholding,237.2,10443,0,19,2.82,Senior,26.62,26.5,1341012584,2173880981,-24.95,9.53,897,-0.965,-2467343,826,Piloting
2017-06-23,POL666609,CasteCategory,51.4,182603,1,19,4.42,ST,32.94,8.29,-69779901,2950809513,9.67,-8.49,3383,0.067,-18576861,58,RolledOut
2022-08-09,POL649767,HouseholdSize,114.1,198703,0,31,6.48,Migrant,4.06,11.72,1211384327,3049319441,-30.08,-5.38,2741,0.977,33688965,845,Notified
2017-12-15,POL751744,Occupation,94.0,378280,0,2,4.92,PwD,-17.46,8.74,1258267223,191373907,56.05,-12.53,2778,-0.707,52920341,1121,RolledOut
2017-04-30,POL990776,Landholding,128.4,291230,0,55,3.14,Migrant,-8.23,8.68,1418458440,630331281,9.37,7.07,4386,0.9,47200392,683,Revised
2025-09-08,POL948055,Disability,206.3,388062,1,58,14.71,ST,-4.7,-14.2,-196636474,254527641,37.5,18.05,1527,-0.186,58989958,356,Piloting
2018-03-04,POL665091,Assets,73.3,302763,0,4,2.92,None,12.87,-5.4,2437668701,878980242,-11.25,21.31,4203,-0.899,-10920175,1128,Retired
2023-10-15,POL416533,Occupation,236.3,391505,1,31,11.55,OBC,18.3,-16.7,809425212,-450145710,-15.04,22.42,878,-0.679,42291967,1126,RolledOut
2021-11-29,POL187278,Disability,93.9,99282,1,21,8.12,ST,11.41,23.83,876556379,1228708085,10.75,15.08,3959,-0.094,2410955,913,Retired
2019-03-16,POL249773,CasteCategory,198.1,67039,1,22,2.94,Tribal,28.42,1.53,1654124106,2767098785,22.76,1.29,1896,-0.59,51003629,497,Draft
2020-05-14,POL699234,Occupation,174.3,156522,1,23,5.34,None,-24.36,-11.76,2273005477,2157607099,-9.1,16.56,1921,0.337,68851747,504,Paused
2018-04-15,POL163802,Assets,155.0,196711,1,31,1.97,Migrant,-1.6,29.95,1552808163,1547369730,-1.9,-8.49,3747,-0.527,50153921,316,Revised
2022-07-15,POL879283,HouseholdSize,217.2,329864,1,57,1.73,None,-7.49,37.16,1500115426,349313945,4.46,2.99,4227,0.55,23474410,987,Piloting
2024-07-25,POL530110,Assets,167.5,216579,1,44,6.46,Senior,20.1,-29.65,1584030448,337856642,-34.05,21.33,-303,-0.581,22510439,1029,Paused
2020-06-28,POL921435,Residence,204.3,380989,0,58,13.59,SingleParent,15.85,35.86,1536504366,-286727643,-12.17,6.01,-721,0.175,41453784,290,RolledOut
2025-06-22,POL875119,Assets,163.7,115410,0,16,7.16,SC,28.45,-28.0,1121165175,-285607565,38.46,7.5,3163,0.045,78153429,505,Piloting
2018-08-04,POL599071,Assets,191.3,231566,0,50,10.24,EWS,-6.2,23.24,1045689611,2304067697,42.23,7.96,649,0.607,52207718,498,Retired
2025-07-19,POL485097,HouseholdSize,50.0,260661,0,24,2.31,EWS,26.33,35.77,928880212,2979274077,34.96,16.17,-671,0.216,-9202401,938,Notified
2024-03-28,POL208115,Disability,175.5,62347,1,22,15.86,OBC,7.3,-12.32,1787847946,2617443097,-21.75,-16.21,-115,0.03,66329227,63,Paused
2017-08-08,POL967442,Residence,226.7,314205,1,3,5.95,EWS,-15.8,40.76,902251706,2960845493,-21.52,-3.18,591,0.811,-14168957,486,Draft
2024-09-05,POL678759,Landholding,176.6,255760,1,53,3.41,SingleParent,24.74,24.01,-87488037,-284183474,-5.49,22.14,3138,0.763,21061953,1098,Revised
2017-08-01,POL474459,Age,211.8,76764,0,6,6.36,SingleParent,-10.99,43.78,966094137,751640257,-14.66,23.43,-1058,0.765,21533905,659,RolledOut
2025-10-17,POL228677,HouseholdSize,248.1,165406,1,29,17.45,None,20.62,-15.03,1410092510,302729410,-32.85,5.15,1540,-0.526,48634773,331,Draft
2023-03-02,POL869499,Age,72.8,256301,1,58,11.34,PwD,7.21,-20.38,1194852722,-229156664,-13.97,-6.5,-1395,0.437,71969958,1138,Notified
2018-10-29,POL150432,Residence,184.7,293358,1,38,2.18,Tribal,5.89,19.62,1353051814,297957645,11.11,18.32,2692,0.28,10389423,123,RolledOut
2025-04-14,POL701639,Income,228.4,166948,1,7,2.91,Senior,7.1,8.62,645644124,1836513203,22.75,20.09,4280,0.698,49817277,540,Paused
2019-10-31,POL290551,Landholding,46.0,288995,0,55,13.73,EWS,33.53,31.11,24499815,1237207418,-26.49,-6.62,641,0.264,43626000,927,Revised
2018-01-30,POL668890,CasteCategory,76.5,104270,1,35,15.22,Migrant,10.08,2.18,1662301261,2854575368,0.69,13.04,4038,-0.616,47097931,464,Retired
2019-07-21,POL187329,Occupation,92.4,122001,0,14,1.48,OBC,-22.35,-29.85,-387209086,-96209968,0.78,22.8,3808,-0.426,-17918935,1133,RolledOut
2024-11-03,POL823317,Income,224.9,4708,0,15,5.29,Migrant,32.35,6.38,264127651,1996122662,-22.36,-0.55,590,-0.03,36308191,978,Notified
2025-06-14,POL500861,Landholding,245.2,195023,0,51,0.85,None,-8.1,19.94,2296998963,1633631298,55.04,-16.33,-250,0.107,82968313,1006,Piloting
2025-05-29,POL490330,Landholding,231.8,75334,1,35,2.24,Tribal,3.21,-6.58,604607463,2214304243,59.4,17.51,481,-0.146,7120600,577,Paused
2022-06-06,POL949521,Landholding,139.5,240820,0,23,2.48,Tribal,24.39,7.66,502107429,1179576764,-24.25,10.31,3993,0.724,66393384,387,Piloting
2018-09-02,POL266394,CasteCategory,180.2,386263,0,17,7.87,ST,-19.92,15.26,-125773757,-466328784,-9.05,14.12,1054,0.704,59326712,870,RolledOut
2025-05-19,POL694355,Assets,61.8,399860,1,52,0.23,OBC,-11.05,23.86,252297328,889300427,-33.89,9.7,1490,0.498,88453771,1197,Draft
2021-09-23,POL612511,CasteCategory,245.6,149762,0,21,12.84,PwD,27.61,-12.33,518679196,203441353,40.0,-1.11,-622,-0.109,14958921,697,Paused
2025-02-02,POL725027,Age,238.2,293450,0,32,7.26,OBC,-17.97,-9.84,338862245,572399427,4.81,23.4,-131,0.525,73742049,331,Retired
2017-11-21,POL689513,CasteCategory,165.2,384283,1,4,7.22,ST,6.0,21.51,247079485,253061516,58.26,8.01,4057,0.718,10372329,1137,Retired
2019-03-25,POL823243,Disability,70.1,209369,1,14,17.31,Migrant,-13.85,-3.42,2290336989,1809658671,12.06,3.64,3986,0.212,30415457,276,Paused
2019-01-29,POL417608,Disability,239.0,133572,0,47,5.96,SC,-3.76,26.28,1181571092,2906782830,-28.51,5.04,278,0.212,33034851,157,Draft
2020-11-20,POL315309,Residence,228.1,62315,1,45,0.74,OBC,22.43,-9.93,-351681233,-40483309,42.95,14.36,2701,-0.531,57243498,240,Retired
2024-09-22,POL710550,Age,248.0,70425,1,59,7.29,Migrant,32.54,26.62,2293327806,875958942,39.45,7.41,2620,-0.29,7243962,239,RolledOut
2020-10-04,POL615173,Residence,146.6,341636,1,6,8.41,PwD,9.43,-18.18,1927213746,486608206,-15.87,-16.69,1031,0.37,17029685,17,Notified
2022-07-12,POL921356,Income,113.1,103598,1,31,8.47,OBC,-3.28,3.92,-198864106,-161864297,-17.74,-7.51,2783,0.804,87320607,345,Draft
2021-06-04,POL741641,HouseholdSize,119.2,108266,1,8,8.35,Tribal,-20.19,-15.64,205767571,917383440,53.67,3.1,3871,0.375,51852909,697,Notified
2025-09-06,POL313250,Occupation,144.4,298664,1,44,6.02,SingleParent,-0.91,8.69,77071841,2424639968,59.57,-12.57,3147,-0.316,40519493,1083,Draft
2026-01-24,POL373651,Occupation,231.6,334723,0,8,9.83,Migrant,23.83,22.51,1571333427,445060804,33.05,18.51,1804,0.573,-13903873,882,RolledOut
2024-11-22,POL722413,Residence,67.0,83377,1,7,15.67,EWS,20.4,9.56,1304221011,388075354,-18.76,14.95,2312,-0.038,89754970,875,Paused
2018-07-31,POL448810,Disability,176.2,275451,0,50,6.45,OBC,-3.62,-18.0,1798371694,2926394613,-16.21,14.04,3527,-0.28,64211656,730,Draft
2024-10-02,POL932225,Disability,232.2,178638,0,7,9.63,PwD,-14.8,39.1,1022716296,1856434725,28.29,1.04,2998,-0.296,87485367,991,Paused
2024-01-07,POL731204,Age,97.5,110697,1,52,15.26,Tribal,7.62,-29.64,406714557,476815600,-26.86,-6.95,4134,0.599,16983939,639,Paused
2020-03-18,POL433935,Residence,150.3,208094,1,44,7.17,Senior,24.93,24.79,227768959,-479609218,-16.07,17.71,3538,0.711,-6082719,938,Revised
2019-01-26,POL827615,Disability,206.8,310996,0,34,2.45,Migrant,8.74,24.19,1491273886,3165743951,-34.18,-4.12,-1156,-0.346,62057605,769,Piloting
2025-12-25,POL724946,Landholding,148.1,39797,1,8,7.78,Tribal,7.5,37.2,621528044,3108866916,16.4,5.13,2799,-0.589,61092339,177,Draft
2023-09-20,POL425469,Disability,150.8,28450,1,16,9.08,Tribal,17.4,34.59,702020587,1941938073,23.55,-6.82,-697,0.073,75739914,1045,Notified
2019-05-07,POL481836,HouseholdSize,201.0,364693,0,12,15.63,Tribal,-17.24,-18.73,131090814,-125054092,57.05,24.22,3502,0.687,-19207808,793,Notified
2018-11-04,POL663119,Residence,74.6,385362,0,23,15.35,PwD,12.12,40.96,1859704658,2150228505,-25.9,11.84,-900,-0.788,44582467,370,Piloting
2022-05-24,POL322154,Occupation,190.1,211425,0,12,13.83,Tribal,-20.32,-18.68,1326775012,1120925687,52.06,23.41,226,-0.025,-4331434,956,RolledOut
2021-10-15,POL697876,CasteCategory,231.9,57446,1,11,6.89,SingleParent,-15.42,12.29,163856950,-421990837,-6.02,23.23,388,-0.999,32681599,571,Retired
2024-07-15,POL399041,Landholding,61.4,31423,0,19,4.98,Tribal,-21.91,-18.27,750704897,-100326488,48.73,-10.58,4097,0.185,89920432,8,Paused
2023-01-25,POL935986,Occupation,52.6,62399,0,0,7.95,EWS,11.85,-1.57,1616612817,-442299976,29.4,12.89,4429,-0.482,61987626,1083,Paused
2024-05-12,POL616239,Assets,58.4,113051,0,54,5.75,SC,32.85,29.45,1573333013,-163081364,-3.64,0.96,1733,-0.255,9074812,574,Revised
2020-12-03,POL808715,Occupation,194.4,273543,1,50,17.64,PwD,-16.1,40.21,850669573,1507588499,49.02,8.36,1632,-0.358,48739904,325,Paused
2025-10-23,POL595306,Occupation,122.2,44098,0,16,1.52,OBC,3.23,-5.93,1464592053,2196017674,21.63,0.96,1742,-0.017,32954755,573,Draft
2025-10-11,POL275073,Occupation,137.5,54775,1,11,9.1,SingleParent,28.63,2.7,1366365870,3117682649,27.12,-17.43,2341,0.361,29859683,56,Revised
2025-08-01,POL704386,CasteCategory,193.0,285213,0,52,6.91,SingleParent,26.0,30.18,-243561666,3140321262,49.7,10.64,-1087,-0.8,-12812759,1081,Paused
2023-05-31,POL663082,Residence,149.8,102962,0,4,13.9,PwD,0.39,14.71,1249838117,2487601110,8.17,1.94,279,0.309,50945584,399,Revised
2020-05-31,POL233513,Residence,166.0,86422,0,45,10.73,SingleParent,19.68,37.31,-352524496,-414072380,-24.3,-13.99,2171,-0.443,47383661,476,Paused
2018-06-07,POL961959,Landholding,218.6,233059,1,7,1.08,PwD,-22.41,-5.34,1896948214,1118828944,-27.32,9.48,-92,0.5,-10036579,796,Paused
2022-02-01,POL178368,HouseholdSize,134.8,31515,1,4,12.12,None,20.39,-15.93,1981131542,-413460426,-4.29,-12.83,2156,-0.787,-5804547,599,Draft
2020-05-19,POL440439,Assets,223.7,251643,1,55,8.87,Senior,18.54,11.12,-342924433,1820218081,46.47,19.45,3904,0.593,30675150,75,RolledOut
2018-07-15,POL211671,Residence,149.9,7690,0,32,11.09,OBC,9.97,5.0,492974358,-5682424,55.25,-19.05,3111,0.382,39213171,518,Notified
2019-11-08,POL788758,Age,124.4,93211,0,21,1.65,ST,-18.14,36.08,1847146417,1896475667,18.55,-1.06,1702,-0.804,1040956,235,Draft
2024-04-13,POL486916,Landholding,94.8,180199,0,2,9.18,ST,-7.23,-23.33,1489815718,361661692,19.19,-4.57,173,0.775,71495241,364,Paused
2019-09-08,POL585287,Income,193.4,252377,1,38,9.51,Tribal,-14.7,-26.59,657764150,1877934644,-11.51,19.75,970,-0.85,57962159,517,Revised
2017-11-24,POL909983,Income,170.6,81539,0,33,2.63,None,-21.46,-16.95,284215925,2177937122,48.88,13.47,-984,-0.726,4784178,112,Draft
2018-12-04,POL494027,CasteCategory,209.7,351679,1,1,11.06,Migrant,28.95,20.39,385331157,495933620,2.11,-8.1,-630,-0.625,68450925,450,Notified
2018-08-16,POL544773,Age,154.8,367610,0,42,16.36,SingleParent,-14.1,-5.59,-133733001,3168278917,10.82,-4.75,4491,-0.618,44424683,239,Revised
2018-09-09,POL613237,Occupation,222.0,192290,0,31,0.46,PwD,-12.6,-22.69,2493441298,275098553,56.21,8.64,4001,0.831,14881106,1106,Notified
2020-11-27,POL933833,Residence,100.4,108965,1,51,4.55,Migrant,17.05,36.48,1530922115,-229549274,40.68,23.56,2205,-0.181,71127268,521,Paused
2024-11-27,POL482615,Residence,193.4,44194,0,44,5.92,None,-5.68,27.17,1148025760,1619262106,37.57,-1.71,2275,-0.677,36338161,635,Retired
2020-05-23,POL324522,Disability,122.6,375478,1,35,9.8,OBC,-0.7,36.33,2454879123,962102792,7.87,17.56,184,0.096,28097417,86,Retired
2025-12-27,POL386225,Age,63.9,53429,1,3,13.32,Tribal,-21.61,-21.61,612627779,2555053351,-21.28,12.3,849,0.487,-18249675,1066,Paused
2024-11-16,POL592916,Assets,150.9,119476,0,12,11.9,ST,30.61,-6.36,2111899324,1360695197,-1.87,11.78,-270,0.957,70338129,142,Retired
2018-06-15,POL785005,Residence,88.6,131583,1,17,8.31,Senior,34.79,16.88,2173569615,369715220,6.13,-9.25,4202,0.196,10381519,480,Paused
2022-06-27,POL872322,Assets,53.0,107343,0,56,17.28,ST,-2.9,-24.08,-136619529,1392345047,40.77,-18.66,3391,-0.763,11947143,793,Retired
2024-03-10,POL579414,Assets,116.3,823,0,19,6.15,None,-12.06,44.37,2472706175,2681286915,38.08,1.13,262,-0.747,71904482,699,Paused
2023-06-18,POL530383,Assets,245.3,82840,0,31,14.11,EWS,17.35,44.46,1748303457,299881069,52.42,7.4,675,0.852,-10508990,678,Piloting
2019-01-26,POL941381,Landholding,227.8,299404,0,53,14.87,SC,20.46,8.9,533573500,-139794230,-28.17,1.49,-1434,0.532,84997675,677,Piloting
2023-06-17,POL704470,Assets,245.8,82161,0,1,1.82,Migrant,-15.78,44.53,709535811,2717621019,6.93,-2.71,107,-0.704,16434168,442,Revised
2021-09-27,POL107866,Assets,46.0,305630,1,39,0.79,Tribal,4.21,40.27,-287275514,2674468991,43.89,-7.02,92,0.584,16686085,192,Retired
2019-02-15,POL688168,Landholding,72.1,166356,1,53,17.75,EWS,-13.27,15.68,1852456495,2631649036,9.41,18.67,-578,-0.805,56903206,1190,Piloting
2018-10-17,POL792414,Assets,89.4,32408,0,51,6.45,ST,-10.98,-23.65,414485550,441643677,-13.0,-12.36,3992,-0.251,19703306,17,RolledOut
2020-05-23,POL794907,CasteCategory,194.7,330792,1,30,12.03,EWS,4.63,-20.52,525887976,2425169514,40.79,-19.76,-1361,-0.958,9795678,245,Notified
2019-06-19,POL241603,Assets,245.4,254061,0,22,0.53,Migrant,-1.02,-7.69,1050341420,376597928,-30.2,-15.13,1864,0.95,-2471624,322,RolledOut
2021-12-04,POL558496,CasteCategory,125.3,244850,0,11,13.75,Migrant,3.5,31.78,1017159835,1758928546,-0.62,-0.07,1004,-0.32,16512712,341,Notified
2020-09-24,POL785091,Landholding,162.6,60089,0,35,6.34,PwD,-1.94,10.47,119713758,-139296829,30.22,5.21,902,-0.751,86975547,61,Piloting
