soc_access_service_date,soc_access_state_ut_code,soc_access_district_lgd_code,soc_access_benefit_delivery_method,soc_access_dbt_transaction_id_hash,soc_access_bank_ifsc_code,soc_access_upi_success_rate_pct,soc_access_aeps_transactions_count,soc_access_eload_card_spend_inr,soc_access_authorized_retailer_density,soc_access_caseworker_caseload_avg,soc_access_appointment_no_show_rate,soc_access_document_verification_time_days,soc_access_language_service_request_count,soc_access_disability_accommodation_count,soc_access_office_distance_km_avg,soc_access_mobile_office_visits_count,soc_access_website_uptime_pct,soc_access_client_satisfaction_score,soc_access_service_gap_index
2020-02-05,GA,168963,Voucher,acf9611b78204ff89b689dbf,BKID0491631,87.21,4559,239302.6,4.182,371.7,15.86,9,158,57,9.04,45,92.64,3.21,0.886
2021-02-11,LD,989275,Mixed,df51c34ae5424327bb367c4c,BARB0301906,86.87,4599,245252.56,1.591,319.2,7.21,3,161,7,22.19,21,96.79,4.72,0.338
2019-01-10,PY,228905,Cash,3870190b4f994dd695c077ba,BKID0951796,84.34,1013,186197.13,1.687,256.8,6.12,32,245,12,25.91,21,93.87,4.14,0.673
2023-04-04,KA,718887,InKind,2eea1a0f443943a1ba42fce1,YESB0467127,90.61,1413,433990.47,0.353,274.8,21.19,27,14,36,14.38,42,98.71,3.66,0.907
2022-01-23,HP,415040,Mixed,1db1d47307a14bba81aae537,SBIN0890050,87.16,4842,22168.81,5.617,76.9,4.54,39,229,44,33.07,15,95.04,2.45,0.686
2022-04-28,PB,550059,Voucher,48f9df88051947bab3f623ce,BARB0800046,94.3,28,186717.62,1.024,304.2,20.12,10,209,49,5.83,17,95.32,4.59,0.997
2024-02-19,TS,203202,Voucher,9271658215e944cfb2569b72,UTIB0875376,84.42,2590,385868.99,4.408,270.6,18.12,32,52,21,18.55,32,98.36,2.4,0.866
2024-09-28,TS,340132,Voucher,10bcfcbb3e044e47b5f2a05b,YESB0115229,86.43,1914,92821.4,1.121,67.5,19.33,1,204,62,21.68,19,92.7,4.74,0.071
2019-07-06,AR,782456,Mixed,514ffab02b114eb9b707188c,BARB0529651,83.11,3723,420748.87,0.592,82.9,12.89,6,210,66,21.68,23,96.81,4.73,0.502
2025-06-02,UP,582073,Voucher,05df7ef7706b4bd2b6ef314d,CBIN0333490,82.74,4791,191470.87,4.049,408.8,12.86,26,28,16,23.06,20,99.7,4.83,0.276
2021-08-13,AS,553661,Mixed,0ab85c0d2a764fadae36d0cc,SBIN0346618,96.57,1591,70469.54,6.561,103.6,8.86,24,5,62,22.26,37,97.2,2.68,0.875
2024-04-06,MP,950368,DBT,e9d901985c5f44d89503493f,BARB0342856,98.22,1102,41894.81,2.735,379.9,8.82,26,165,12,27.75,20,92.65,2.23,0.937
2023-01-26,UP,469687,Voucher,4efdb3488cdc41a582e514da,PUNB0450381,95.67,1647,147181.31,6.902,141.2,18.71,37,147,39,28.53,36,99.27,3.75,0.567
2022-02-08,DL,823300,InKind,b6ce428af17f4aef879814e0,CBIN0469633,97.49,3578,413875.77,0.176,187.5,8.53,37,215,70,34.22,14,93.03,3.11,0.058
2020-06-27,TN,752452,DBT,1d7c286af92a409f841a1643,HDFC0670635,83.55,1797,422593.03,3.546,248.9,10.71,8,232,24,32.9,53,94.95,3.0,0.347
2020-04-29,GA,514668,InKind,ce38646e35284c11b523eb77,ICIC0370327,98.08,3211,253469.02,1.186,276.0,21.92,9,26,54,18.29,57,93.45,3.52,0.189
2024-02-13,TR,363605,Mixed,1a7fd8494c714d96b54d54ba,BKID0345499,90.34,1740,53185.64,2.437,226.6,7.79,24,239,68,24.77,0,97.77,3.94,0.529
2021-04-01,AR,418660,Mixed,435d29d6358d482ea8668a67,SBIN0424547,95.76,3702,205466.61,0.276,169.1,18.1,43,213,39,14.2,6,94.12,2.83,0.985
2020-08-09,HP,884377,InKind,6bebe831236242208cd5b7f6,UTIB0717862,93.02,312,187991.86,0.362,227.0,6.1,30,150,68,22.84,6,94.09,2.84,0.343
2019-01-15,CG,375264,DBT,7c3825fcaf1e4da79708470a,BKID0100154,88.26,1713,103980.59,5.375,304.8,0.55,6,90,51,0.46,10,95.31,3.69,0.734
2024-11-19,PY,688569,Cash,54f3a0df17ac409185b7cefb,BKID0772234,86.74,1547,34214.55,4.944,187.6,13.06,28,157,40,12.99,47,94.29,2.02,0.831
2021-10-08,MH,212065,InKind,e71188bb056049979d6bf694,HDFC0405071,84.11,2989,171708.21,1.642,244.9,10.55,15,141,9,32.03,14,98.28,3.97,0.83
2021-06-09,RJ,411854,Cash,c4ab0da16e6946a58a264671,BKID0618615,89.39,3236,167334.8,6.769,181.0,17.31,4,97,57,23.69,35,96.21,4.28,0.15
2021-08-08,AN,941055,Voucher,f668fbba9417459ea0120fc2,UTIB0785369,90.84,3635,316790.86,5.191,162.0,0.09,32,19,24,0.8,15,96.45,4.53,0.237
2023-03-11,LD,585884,InKind,3ba50388fa064a34b666063d,CBIN0559751,99.6,4509,177401.9,2.588,150.0,1.55,12,180,22,18.39,3,93.29,4.14,0.223
2022-05-17,PY,840204,DBT,b965784c66c9431c947fb737,SBIN0682435,82.67,3981,5910.19,3.117,121.2,18.91,34,76,73,12.93,5,99.31,3.37,0.297
2022-10-23,GA,333503,DBT,c6314de97a464b46ac6722ee,HDFC0927945,92.56,208,9008.41,2.265,327.9,10.58,24,61,27,28.35,56,94.79,4.51,0.047
2020-12-11,MN,785096,Voucher,c39d7bd62c5a49c7a8e114eb,HDFC0126879,91.4,3388,309381.96,6.246,413.8,11.14,20,93,28,4.2,33,95.02,3.32,0.539
2021-01-28,MN,986481,DBT,c7b03044649746668f4fa21d,UTIB0414575,82.41,83,297353.6,3.755,46.2,4.95,9,8,75,21.22,39,93.94,4.24,0.741
2025-01-15,AN,932604,InKind,cb6719f4d11c44e680583ef1,UTIB0934167,87.9,2067,72158.57,1.101,110.5,20.37,13,97,23,24.98,11,99.68,2.0,0.261
2022-01-27,MP,492043,Mixed,7f35a55c66c14e748dbc623c,ICIC0853686,89.57,2961,389801.28,1.593,406.2,20.12,15,208,58,20.92,29,96.86,4.0,0.64
2025-10-23,HP,713619,DBT,58e8133c22544b57b85a86a0,HDFC0655144,90.85,1595,298180.23,2.295,166.6,11.37,31,182,41,9.75,39,92.49,2.06,0.546
2024-12-03,WB,907095,Voucher,16379f3c536b4a9ebb199c18,HDFC0306372,86.18,3498,69324.76,3.083,184.8,4.79,18,15,5,27.8,46,93.54,1.89,0.099
2023-12-25,NL,832317,DBT,5a21b847520841ee829ff9b2,HDFC0397479,82.61,3980,129425.81,4.486,290.2,21.62,1,82,46,27.82,39,95.84,3.36,0.24
2022-11-03,UK,980217,Mixed,59ecca17e60c42359b589f1d,PUNB0872159,87.26,3041,438148.28,7.235,170.8,19.63,0,166,36,12.76,35,93.5,2.17,0.241
2024-11-11,MH,128159,Voucher,b1bd4d9a700f46158cc89cf0,BKID0728443,96.97,2624,183485.89,2.038,224.7,11.47,12,232,58,9.48,37,96.84,2.81,0.489
2019-05-23,NL,582212,Mixed,56e516c82c5a4401bad09cb4,PUNB0357084,96.46,4865,106547.46,2.53,381.8,13.78,22,109,31,23.3,22,94.46,4.2,0.628
2022-06-30,AP,812400,Voucher,aed9dd7ae3af4e00bcc57797,ICIC0219020,85.24,3261,235858.66,0.277,252.4,9.67,14,247,19,13.0,41,94.8,3.51,0.301
2023-12-29,AP,756995,Cash,21d6953c1ae24c30a11ce75b,CBIN0802692,93.57,1144,92498.28,2.857,291.7,4.53,44,10,18,12.22,17,98.29,4.07,0.127
2019-10-04,AP,238212,Mixed,37963ff6f9ca457da2b91c36,BARB0618601,98.53,3282,356272.6,5.096,118.6,14.99,10,227,42,15.88,43,96.19,4.23,0.269
2020-04-11,GJ,615021,Voucher,e1dd0a66b69847cbab92f601,UTIB0967093,85.08,2406,357436.03,7.227,135.7,14.72,18,39,79,16.14,27,92.9,3.29,0.04
2019-06-16,MP,248803,DBT,791faf02f75d403eb92ca647,YESB0465841,84.3,118,360379.43,5.577,378.2,12.04,17,182,36,29.07,34,94.98,4.86,0.749
2022-05-27,AR,182410,Cash,8e4f26f977a344088c98386a,BKID0414123,82.4,4579,277771.22,0.973,388.3,17.92,12,25,10,33.36,28,99.17,2.43,0.699
2022-10-16,GA,200389,Cash,e7528ca7b4834276bf768fb2,HDFC0361680,85.09,3978,312320.2,6.686,345.7,9.94,39,247,65,25.03,34,98.77,2.06,0.671
2022-04-13,DN,957175,InKind,04502dae6cd04651b33e4419,YESB0533691,96.57,3087,144631.5,6.306,82.0,18.94,11,53,25,3.27,42,98.08,2.79,0.618
2019-05-21,DN,344860,Cash,a9d60559abe9420d840ccd03,YESB0390456,96.57,3364,395499.57,1.499,350.1,4.77,0,92,33,11.95,16,98.75,4.16,0.298
2022-05-28,KA,510972,Mixed,727b4fd849964743a77ed3ca,PUNB0165871,91.67,2885,64872.77,7.014,42.4,21.16,23,158,67,6.8,28,92.73,2.1,0.115
2025-03-20,LD,330738,DBT,72726e83f69e42f0b7b899a4,BKID0380915,87.97,1715,114519.21,5.384,264.7,4.51,28,12,8,23.28,24,92.98,3.25,0.599
2019-03-21,CG,904655,Mixed,055e6cf76f0f41b1a6f9cd8c,SBIN0296997,96.44,4664,446709.13,5.893,295.0,3.52,20,142,10,21.02,1,92.15,3.57,0.733
2024-06-07,AR,899999,Voucher,b72a268240f140df97374768,CBIN0833845,85.49,2765,432178.52,3.498,199.2,13.27,18,73,16,34.39,51,93.0,4.3,0.811
2020-11-27,MP,690044,DBT,00cfd445b5f448c092e6702b,IDIB0312033,84.5,1694,228429.29,1.585,219.5,2.05,38,108,30,15.78,41,98.59,4.42,0.727
2019-07-11,JH,845775,InKind,0f024408524744dd9d621a5f,BARB0512983,83.6,3423,224598.48,6.013,320.6,3.69,16,83,68,3.87,2,92.3,2.54,0.659
2019-05-10,AS,194671,Mixed,5c37adfe7ce042d29876d765,BKID0705463,97.24,785,52569.17,3.633,379.5,16.04,28,210,50,21.02,4,95.72,2.65,0.824
2019-02-02,DN,999956,Voucher,5a1a142c13ed43718ebf4028,SBIN0234304,94.8,1597,296842.5,7.259,107.9,6.78,37,114,62,12.97,55,93.98,3.92,0.762
2021-11-27,PY,475347,DBT,faa6d5b80fba4e7ab7c5e03a,BARB0578153,93.18,646,13964.61,1.235,88.3,17.6,17,188,26,6.39,50,98.66,4.47,0.945
2022-06-27,JH,460444,DBT,6c8a253d81ed4cf8868223e2,YESB0862467,95.02,425,141455.91,2.73,277.5,3.42,24,10,33,13.11,43,98.42,2.32,0.006
2023-05-08,KL,276263,Mixed,b46d0fa1300243e49e381dfd,SBIN0625672,84.57,4109,188275.75,5.543,123.8,8.48,17,170,32,8.49,42,98.13,4.04,0.147
2019-07-27,UP,889354,DBT,e23efebdcc4546f1a7db9e67,PUNB0534147,88.89,2185,402293.37,4.335,109.8,8.5,27,95,9,7.06,50,95.03,2.54,0.58
2023-07-31,LA,252873,Voucher,aa00accde06a4aa7a6c32ee2,SBIN0854990,96.57,4284,435803.7,3.306,113.3,10.57,24,149,44,17.03,35,99.4,2.36,0.401
2024-03-06,KA,872113,Mixed,ee4ee5ac10b94993a1d2b889,HDFC0952525,98.41,3187,438299.12,5.292,110.8,9.03,38,211,26,28.39,0,99.17,2.85,0.341
2019-06-15,TR,743579,DBT,3ff8ac7b27834a129872ebef,IDIB0838886,91.18,1169,359476.65,5.527,218.7,8.51,11,174,76,31.02,27,97.21,4.26,0.746
2023-09-23,AP,794810,DBT,51f9289846154230a3f16550,HDFC0467568,84.18,1056,130498.71,4.372,406.3,7.23,7,88,55,9.26,19,96.9,4.1,0.536
2019-10-31,RJ,127017,Mixed,97fdf4ad35a64aadabb70c17,SBIN0650523,99.52,2285,20407.83,2.461,353.8,0.33,19,56,69,15.8,10,94.7,3.28,0.526
2022-01-28,PY,764627,Mixed,5f626eabd14241779c4ef96f,YESB0573976,89.07,473,191527.95,4.679,244.2,13.56,27,221,15,29.53,51,97.89,4.01,0.05
2023-08-19,NL,969525,Cash,8c0f6d6d2fe049c0a791e684,SBIN0372977,87.71,2924,133828.32,4.135,66.2,10.42,12,64,8,34.61,39,99.51,3.06,0.461
2025-02-05,TS,454910,InKind,155e5ca7196f4bd9b32376cd,HDFC0491787,84.15,2296,294835.52,6.003,294.1,8.21,44,8,34,29.78,54,94.53,2.45,0.608
2022-09-20,TR,504930,DBT,9adae9f3400c4a2390f9f698,UTIB0846339,82.23,695,166976.26,4.936,208.7,4.65,23,74,45,17.39,6,94.29,4.41,0.28
2022-01-18,TN,200846,Mixed,a7cd010319e642c0b2bd5c45,ICIC0370431,92.81,2623,400840.18,3.776,334.7,19.61,36,2,44,30.48,58,94.11,1.97,0.239
2024-11-01,TR,540781,Voucher,fdb7065f11ca4727900af61c,ICIC0900600,92.96,4244,168314.85,0.238,225.2,5.23,24,185,52,24.79,36,99.87,4.59,0.551
2020-07-06,DL,706145,Mixed,e00afcf76de84caeba8dfa47,ICIC0992285,86.19,4543,170098.28,1.335,292.3,20.26,17,222,66,4.15,34,96.32,4.25,0.912
2020-06-08,AP,369485,Voucher,86567c1b781647de807d774c,CBIN0376090,84.9,2094,341603.42,2.591,112.0,4.78,38,108,26,3.13,11,99.74,4.04,0.116
2022-04-07,DL,767199,Cash,c87f53c0649d40f0bb67b3c7,BARB0210464,91.45,365,265512.11,4.55,355.8,21.37,7,153,23,32.78,37,96.94,3.56,0.309
2019-11-04,JK,177054,Cash,97b6d43ae11a4ec3805e5eb6,IDIB0961455,89.79,4317,114879.79,5.963,335.1,9.24,11,239,21,32.37,35,94.35,4.31,0.058
2019-02-26,JK,706698,InKind,87296e6e00ab4853ae867d74,ICIC0253958,87.44,2755,304510.3,7.204,179.0,11.72,34,231,29,16.15,42,96.69,1.89,0.325
2021-07-14,MH,629417,Voucher,0bc06e0e543247c68db9532f,PUNB0794316,85.91,3800,253347.17,4.539,406.0,6.57,40,10,47,23.23,9,93.24,3.63,0.695
2020-01-25,RJ,306724,DBT,b4aab973c688429f8ed91163,CBIN0135202,97.38,226,46826.74,5.493,96.8,20.66,13,17,64,10.81,38,95.58,2.61,0.319
2023-06-17,MP,410278,DBT,024977f6e6114243be300fd9,SBIN0312008,99.61,1474,210268.73,4.699,42.7,6.22,24,95,33,24.61,5,95.54,3.78,0.399
2022-11-03,DN,315941,Mixed,7c8a94fa1be4458281967a4c,BKID0334139,88.36,1428,413416.83,3.284,328.8,16.06,21,69,33,15.73,4,96.61,3.89,0.935
2022-05-27,MN,661664,InKind,0c52416c8c4f4bd895d9ff9f,YESB0367511,94.5,3582,95307.09,4.612,266.2,0.45,32,38,72,12.33,28,95.1,2.47,0.347
2022-06-23,KL,673110,DBT,3f5b5a8f829448ab850ed699,YESB0927372,97.49,3405,186577.75,3.065,77.7,12.29,22,37,27,15.53,7,95.64,2.28,0.54
2019-09-10,TR,600192,Voucher,233c2450bd9347eea2dbf13b,BKID0257778,82.48,3703,124177.4,3.457,96.4,16.31,27,204,13,16.05,42,99.01,3.62,0.934
2021-10-26,AR,274614,InKind,ec76e1199d5e48e09a366431,SBIN0256274,98.25,1985,241614.14,6.841,85.4,10.36,30,48,27,33.01,28,93.44,4.72,0.509
2019-07-02,MH,295219,InKind,7bb25ecd82b24bcba5214794,CBIN0722506,90.93,1556,438800.83,4.273,99.2,14.15,37,119,3,31.0,14,99.38,3.86,0.17
2021-06-26,HR,829796,Cash,dc1e1785c7f54dd688ef0498,IDIB0957084,91.97,946,139434.41,0.843,212.6,16.9,6,11,29,6.97,16,96.31,3.3,0.143
2023-09-29,MH,515488,Cash,f949057409aa49adbec4a33f,UTIB0450355,91.66,1268,374775.85,3.976,54.6,11.01,29,155,71,9.89,29,97.03,4.7,0.899
2025-11-27,MZ,492048,Voucher,be4886465cc94ea6b21cab01,BKID0795815,86.35,821,377233.14,7.154,235.0,4.8,8,185,64,10.62,35,92.83,4.34,0.886
2021-01-29,AS,377256,Mixed,7c74be78d4144e1680c7fe6a,UTIB0127932,96.0,4117,116737.04,0.84,268.1,8.73,0,149,71,0.6,47,93.16,4.07,0.251
2020-11-06,DL,937021,Mixed,7e3a649a0e1e407d89943df0,SBIN0841656,95.11,3388,347672.99,7.287,315.0,16.08,32,71,24,18.66,34,97.86,3.16,0.623
2023-09-08,MN,315751,Mixed,e3fdcdaa21d043f498636795,UTIB0751056,83.71,3389,444654.88,7.409,399.2,5.96,17,19,33,17.0,32,99.21,3.32,0.167
2025-06-05,MP,791945,Cash,e08b720916f44368941b87e1,YESB0906953,92.07,4429,429309.48,4.249,66.8,13.9,32,100,67,4.54,36,96.15,2.62,0.231
2021-01-24,GA,792733,Cash,a5117024ddd64d2c8922276a,PUNB0673708,99.13,3697,272583.19,2.56,48.5,3.26,42,195,60,34.66,35,93.34,4.33,0.921
2024-11-13,PY,319073,DBT,c1fcef5848fd474cb47597ca,HDFC0947202,97.59,1602,68282.63,0.164,88.6,20.47,5,29,14,26.69,20,98.38,2.68,0.402
2021-03-15,DN,110715,Cash,e9ccec15c8aa44fc90e8361b,YESB0450871,93.2,1565,53703.85,0.215,164.9,13.27,20,205,67,6.57,13,99.34,3.98,0.209
2023-06-23,NL,324912,Voucher,905bba9a2752473b8f1aa1df,UTIB0759277,85.56,636,120069.46,2.972,237.3,10.3,4,228,8,24.75,31,97.36,4.51,0.524
2020-06-20,MP,341994,Mixed,3a333b8b5e5646a48ab2eb21,PUNB0753007,88.22,3610,270590.84,5.895,36.7,17.85,37,151,20,12.05,7,93.46,3.51,0.851
2020-11-01,MZ,770489,DBT,5db751a3d51b4b8a939535b7,SBIN0341746,84.69,4371,173801.51,7.074,301.6,17.54,44,211,42,22.22,14,95.3,2.29,0.833
2025-11-20,LD,577976,Mixed,0fc44eeafd724f95aa227194,BKID0928520,96.71,3571,314559.42,1.245,403.4,2.14,39,70,52,16.57,8,99.52,1.88,0.662
2021-09-21,HR,487369,Cash,f1bb46f769e841eb85755f61,SBIN0801258,95.94,2353,354500.28,3.709,131.2,6.76,44,155,63,5.03,29,93.53,3.89,0.813
2019-02-11,TR,528530,DBT,a4c7823e019d44f6804c5a3c,SBIN0879715,98.3,1666,81189.74,3.813,38.4,10.09,14,181,58,16.21,58,93.37,2.5,0.78
2024-05-28,JK,957398,Mixed,fe7abd688c844ad49fd7fd1d,ICIC0426331,83.13,2191,407382.35,2.914,325.0,7.49,12,178,22,33.67,52,97.61,1.92,0.964
2019-11-22,WB,946147,Cash,852f6ed5768f4f5fb3233582,BKID0857128,99.27,1352,27257.87,4.096,331.5,6.98,38,175,28,26.23,5,96.34,2.86,0.656
2019-10-11,DL,123036,Cash,0e90a6acc1bf4689b6d506a9,PUNB0383478,99.3,827,119217.68,6.945,51.8,7.75,29,48,57,22.01,49,93.64,3.6,0.598
2024-11-08,LD,859290,DBT,95410d29093b4a9c942d88c9,IDIB0967959,94.07,2156,366660.03,3.345,272.7,3.13,16,228,75,29.55,9,96.93,3.51,0.906
2021-06-10,AS,425122,DBT,dba1584f54fa43c2aafecda8,BARB0121552,97.78,1183,82679.5,1.12,128.5,2.63,9,170,69,29.04,54,99.49,2.32,0.362
2019-12-20,HP,776441,DBT,1363d83001594577aba3a16e,IDIB0657268,89.85,3695,99061.93,5.024,278.7,5.73,1,29,77,31.11,12,98.84,3.67,0.493
2025-10-31,GA,986430,InKind,1c7c633bf3a14841b2c98086,BARB0201015,87.61,4532,439045.36,0.332,314.7,1.54,1,159,54,3.99,7,92.05,3.07,0.859
2020-12-18,RJ,562669,InKind,063dc6222216403b81b9edb7,IDIB0746859,84.76,967,410563.95,7.057,120.8,11.22,31,227,38,4.7,47,99.01,3.28,0.979
2023-06-07,MN,661664,Cash,4c4c0bccf0e74c0386941c0c,ICIC0427319,82.57,30,365741.7,7.055,135.4,3.37,11,5,61,28.0,49,97.02,4.51,0.421
2020-11-02,AR,486015,Voucher,d882df4cb5eb4bb9b79c724d,UTIB0883575,82.75,4371,78210.49,0.782,270.5,1.49,36,221,6,34.84,23,94.14,2.04,0.59
2023-01-25,RJ,167280,Mixed,08fb1bfe935e446c90c8e1be,PUNB0885431,94.38,1469,114812.22,4.177,259.2,18.42,38,82,74,19.78,32,92.75,3.44,0.838
2023-11-18,BR,132912,Voucher,2e6f963ec8214340a0e5b2cb,CBIN0431280,88.02,1276,105825.47,6.001,376.2,12.93,20,74,73,33.76,47,99.77,2.34,0.519
2024-04-21,MN,424261,Cash,2c90e02e9f214d1d9d0992af,PUNB0828982,82.97,4276,85105.95,3.538,231.5,19.76,13,121,40,23.27,51,92.23,2.37,0.405
2021-11-17,MH,839500,Mixed,c68ada4ed7654d248e2101e3,PUNB0713022,84.01,4198,436700.93,3.643,342.9,21.63,7,179,41,3.17,25,93.48,3.69,0.065
2023-04-24,JK,407307,Cash,71fb4d55d64f419589350eee,HDFC0483909,93.91,2903,74712.68,7.279,316.8,13.06,11,25,42,32.43,47,97.37,3.88,0.212
2024-11-19,TR,487641,Cash,a677ae9d87ef48e7bd282f5f,BARB0408912,98.8,779,336020.93,1.806,291.3,17.51,27,65,11,29.4,47,98.06,3.68,0.331
2024-11-18,TN,578105,InKind,934c68fba62d4ce4b8cf5e86,YESB0289274,89.3,3527,22956.64,3.995,108.8,3.51,34,201,16,18.85,47,94.13,4.66,0.402
2024-03-26,CH,388870,Cash,af8df989f72e4617b44f58e6,YESB0156887,95.92,3697,244712.87,0.951,141.4,15.36,33,58,58,26.09,53,97.9,4.26,0.776
2021-10-18,GJ,540934,DBT,589f3dfb1d604b919e67b04d,PUNB0565622,99.43,2216,31882.47,2.338,253.2,12.09,43,87,2,12.43,50,98.12,2.42,0.167
2022-09-20,JH,645970,DBT,6058ebadbd5e4f1abce9f19d,ICIC0586035,94.68,2806,27789.09,6.397,60.4,14.88,29,160,54,21.63,26,98.42,3.77,0.072
2025-10-10,WB,866048,Mixed,ea5d09cfea2c40c3b60e9322,IDIB0499616,94.94,2682,103604.62,5.402,52.3,2.3,22,62,24,14.58,18,98.03,3.72,0.588
2020-09-28,UK,778723,DBT,071d8bbb44614cdcb9c7f0a4,BARB0955536,93.02,3307,416521.53,4.629,54.2,20.59,16,12,11,18.54,59,92.26,3.8,0.008
2023-11-06,AP,835941,Cash,28c2c0494071490e9d1a41ae,IDIB0112321,99.5,2578,287473.58,0.943,389.7,9.18,15,131,47,22.35,26,99.14,3.13,0.931
2024-07-19,HP,570745,DBT,d8642673ff4043b0b1aed41b,BKID0865273,87.37,4870,293130.68,6.395,300.2,17.07,16,24,21,2.07,55,96.5,4.74,0.256
2022-05-14,HP,728772,Voucher,4b11abda097544d18872bf1b,IDIB0820738,96.02,175,133945.06,2.306,357.2,21.79,39,96,35,3.54,59,95.45,3.24,0.834
2025-01-23,AP,234624,Mixed,55b0bed362ad47718401b6cf,SBIN0782876,89.43,262,325627.41,4.059,405.9,19.21,24,165,69,3.07,0,92.2,4.25,0.38
2021-12-30,TS,232925,Cash,4f0652001c5248ac91a0d587,YESB0572423,84.78,755,306698.62,1.828,304.9,6.86,9,184,55,20.9,8,96.73,3.29,0.999
2024-11-08,AR,929480,DBT,831a9b17999345419a1b3504,SBIN0271319,95.23,745,207758.45,3.953,233.4,8.84,8,237,77,14.57,33,93.3,4.24,0.501
2023-07-06,DN,643673,DBT,d643783fd891438db6369004,ICIC0876590,96.85,2493,307172.43,4.26,219.4,14.27,1,217,31,17.6,5,96.38,3.03,0.963
2019-05-13,SK,201564,Voucher,4ad8e9b2f525436d8fbd2200,HDFC0770134,97.46,395,390210.95,2.619,322.2,11.84,38,8,32,17.61,39,93.51,1.8,0.469
2024-10-06,WB,467089,DBT,1893946aea3249d88c99e81d,HDFC0849538,98.5,956,432171.31,3.844,369.1,9.03,9,121,54,1.61,0,97.5,3.35,0.714
2023-11-20,NL,972613,InKind,73c83b6a062d41209fa87edf,SBIN0312208,95.33,2598,448467.26,3.105,354.4,14.37,4,5,10,27.9,50,92.71,3.5,0.064
2020-07-22,LD,118955,Mixed,adfd82aa69c143e385bc719d,HDFC0598936,91.44,4498,219740.47,5.261,224.8,20.01,13,200,68,24.58,25,96.8,2.16,0.445
2023-12-05,JH,498228,Cash,7d848df2cfd04373847a140d,BKID0474362,98.8,4014,14738.92,4.125,332.8,6.81,21,18,28,24.14,40,97.15,3.86,0.271
2022-08-01,RJ,853214,Mixed,18441d1cdf25444fba34c850,BARB0675703,85.75,1083,103130.17,6.598,218.5,2.82,43,194,37,1.39,27,95.16,4.45,0.793
2025-08-08,AP,951959,Mixed,a76365ea11544009896bc3af,PUNB0777346,83.38,274,88582.02,0.467,183.0,14.87,38,0,40,22.88,41,99.34,4.49,0.532
2021-02-18,CH,431784,Voucher,81dcdf0bd89d4f2abd90dd34,ICIC0256343,89.73,3694,135242.44,0.297,149.6,12.97,7,27,5,17.62,40,96.21,2.97,0.64
2020-11-04,RJ,923183,Mixed,641808122cef4374b563f15b,HDFC0256634,92.42,3897,162225.97,1.495,56.0,19.92,23,232,24,26.67,17,98.0,3.07,0.254
2019-05-30,GJ,744427,DBT,349f5b208912406580c0b603,SBIN0139246,94.17,4645,300904.77,0.977,112.4,16.34,37,46,11,3.57,48,95.56,4.46,0.117
2024-07-03,CH,465640,InKind,a188705103b94479a335a2fb,SBIN0241466,96.6,2165,236560.03,3.992,316.1,8.74,34,118,48,26.19,49,98.33,4.89,0.681
2025-11-24,PY,801543,InKind,43da2e9f7c904746a6677cd1,CBIN0316155,82.48,292,292385.06,1.581,101.1,13.93,21,130,56,33.67,19,99.18,1.96,0.442
2023-10-29,AS,820021,Mixed,9eeffffd34ac49019af8f4f5,BARB0165266,96.36,4707,437327.8,0.219,382.0,18.97,10,173,0,29.81,3,95.3,1.99,0.417
2021-08-02,DN,347569,Voucher,ecf2809f0a1043ce8830295f,YESB0420121,92.74,1436,22082.38,2.191,65.3,7.64,35,233,0,31.32,26,99.74,1.97,0.964
2025-02-24,UK,180795,InKind,a47e570b9e4c4e86945f6276,PUNB0707648,99.06,1913,6479.41,3.868,54.7,0.3,20,104,65,2.84,39,93.23,3.23,0.118
2020-10-09,MP,802754,InKind,f7a5bc6d1af848ec924f6e52,IDIB0813765,88.23,2071,299477.45,5.385,220.2,13.78,10,150,26,18.63,46,98.77,4.23,0.644
2023-11-08,TN,174460,Mixed,441d8eab95ad446fbfe57d65,PUNB0411234,93.04,4922,245814.19,3.344,120.7,0.57,32,249,67,8.78,12,96.21,2.09,0.06
2023-03-07,AN,800610,Mixed,6290556260dc49bc81aafe14,UTIB0175442,95.72,1805,217237.12,7.224,74.6,20.62,39,27,52,19.16,28,93.11,3.94,0.685
2024-12-19,NL,420360,DBT,096a173f1b2248eab7d05e9a,UTIB0783434,91.24,2782,383997.38,1.576,58.0,3.7,39,119,62,24.79,45,97.0,2.33,0.56
2025-10-20,TS,732693,InKind,754c161670d24769bd49a268,ICIC0452064,84.79,2521,71494.09,3.904,238.0,8.23,42,75,30,26.19,31,93.05,1.9,0.727
2021-07-08,AR,648805,Cash,7a1304f6efa64703879d36f9,SBIN0326284,82.89,4949,258128.72,1.974,134.9,20.82,28,234,24,34.71,47,99.1,3.65,0.751
2019-09-01,LA,134578,InKind,eb6066a1664b426a83a0e8d5,SBIN0523621,83.99,4761,419367.22,6.069,249.0,1.76,34,153,57,33.53,40,98.53,3.64,0.132
2020-02-08,LA,108388,Voucher,b0810efde07149f68fdc0907,ICIC0972876,90.86,3159,200634.09,1.489,92.1,0.1,10,162,50,8.8,10,97.23,2.68,0.275
2024-03-05,HR,666633,Voucher,ff1c7467bbdb4fa9ad056c7a,BARB0435375,93.45,529,260962.07,7.216,44.4,2.28,14,46,45,32.06,12,93.86,2.8,0.252
