trans_mar_reference_month,trans_mar_port_code,trans_mar_country_iso2,trans_mar_ship_type_code,trans_mar_gross_tonnage_total,trans_mar_cargo_tonnes_total,trans_mar_container_teu_total,trans_mar_passengers_count,trans_mar_vessel_calls_count,trans_mar_port_dwell_time_hours_median,trans_mar_congestion_index,trans_mar_fuel_type_code,trans_mar_sulphur_cap_compliance_flag,trans_mar_ghg_intensity_index,trans_mar_shore_power_available_flag,trans_mar_eu_mrv_reporting_flag,trans_mar_accident_incidents_count,trans_mar_customs_clearance_time_hours_median,trans_mar_data_source,trans_mar_data_extract_date
2016-02,LUPORT134,LU,RORO,35501372.89,72725643.68,2928955,831410,195,28.74,0.2983,HFO_SCRUBBER,1,2.1978,1,1,1,44.64,PORT_AUTHORITY_REPORT,2025-02-02
2016-03,ROPORT135,RO,TANKER,75050237.43,206589965.75,419873,349868,3204,56.05,2.545,AMMONIA_PILOT,0,1.8259,0,1,16,0.82,EU_MRV_DATABASE,2025-04-06
2016-04,ATPORT136,AT,BULK_CARRIER,63853139.55,275670731.57,2467698,1853534,8499,56.91,0.1379,METHANOL,0,1.5204,0,0,26,26.45,CUSTOMS_ADMIN_DATA,2025-05-17
2016-05,CZPORT137,CZ,CONTAINER,76794241.9,11293008.63,11209518,1860906,18612,49.21,0.6892,LNG,1,0.8694,1,1,4,10.44,EMSA_PORT_STAT,2024-12-30
2016-06,DEPORT138,DE,OFFSHORE_SUPPORT,67622268.08,76787954.75,1173235,1716937,18269,46.12,2.0643,MGO,1,0.5774,0,1,1,39.62,PORT_AUTHORITY_REPORT,2024-12-07
2016-07,LVPORT139,LV,FERRY,100007043.36,246376509.89,3475013,1302440,19924,46.08,2.4957,VLSFO,1,2.0777,1,1,20,53.65,EU_MRV_DATABASE,2025-11-02
2016-08,PLPORT140,PL,GENERAL_CARGO,15603198.55,237523293.19,3514406,995723,2121,48.84,0.2907,HFO_SCRUBBER,1,0.4511,0,0,13,1.62,CUSTOMS_ADMIN_DATA,2025-09-12
2016-09,ESPORT141,ES,CRUISE,23689318.33,82711673.93,755010,6515221,20922,49.87,0.7381,AMMONIA_PILOT,1,0.4179,0,0,20,2.69,EMSA_PORT_STAT,2026-02-01
2016-10,HRPORT142,HR,RORO,73594383.79,232685533.39,1798479,9259814,20038,66.0,1.3276,METHANOL,1,1.6878,0,0,3,10.85,PORT_AUTHORITY_REPORT,2025-07-17
2016-11,FIPORT143,FI,TANKER,29801998.93,123435646.11,2770240,1596533,17728,92.74,2.5561,LNG,1,1.3444,0,1,6,33.88,EU_MRV_DATABASE,2024-11-08
2016-12,IEPORT144,IE,BULK_CARRIER,41399144.31,61559477.42,1517069,2221618,8661,92.46,0.3411,MGO,1,2.4013,0,1,40,36.66,CUSTOMS_ADMIN_DATA,2026-02-17
2017-01,MTPORT145,MT,CONTAINER,27661246.41,18662419.93,7654561,1353644,54,22.36,0.375,VLSFO,1,2.0003,0,1,16,16.8,EMSA_PORT_STAT,2025-04-06
2017-02,SKPORT146,SK,OFFSHORE_SUPPORT,45223475.02,114495871.08,3709891,147823,2670,62.57,1.182,HFO_SCRUBBER,1,1.2711,0,1,49,15.23,PORT_AUTHORITY_REPORT,2025-05-10
2017-03,BEPORT147,BE,FERRY,39286268.85,318509228.08,3720809,1490324,4307,45.27,0.3156,AMMONIA_PILOT,1,1.8939,1,1,39,22.14,EU_MRV_DATABASE,2026-02-22
2017-04,DKPORT148,DK,GENERAL_CARGO,74853136.84,297223446.12,307820,56336,17829,79.52,1.8384,METHANOL,1,0.3131,0,1,38,56.25,CUSTOMS_ADMIN_DATA,2024-06-01
2017-05,GRPORT149,GR,CRUISE,53505744.86,136238815.71,1354367,680374,2612,14.61,1.4793,LNG,1,1.1549,0,1,26,23.39,EMSA_PORT_STAT,2024-12-29
2017-06,LTPORT150,LT,RORO,55124414.68,128384955.09,276002,12781333,10303,42.7,1.4941,MGO,0,2.4434,1,1,26,46.13,PORT_AUTHORITY_REPORT,2025-03-31
2017-07,PTPORT151,PT,TANKER,68117110.9,342339113.48,2331329,2167557,5381,35.94,1.1805,VLSFO,1,2.1934,0,1,13,9.37,EU_MRV_DATABASE,2025-10-26
2017-08,SEPORT152,SE,BULK_CARRIER,5288059.47,18480386.33,110259,2274208,24748,35.27,2.251,HFO_SCRUBBER,1,1.9307,0,1,35,36.8,CUSTOMS_ADMIN_DATA,2025-07-28
2017-09,CYPORT153,CY,CONTAINER,36020242.13,293851396.71,10561919,1663094,27489,41.79,1.3665,AMMONIA_PILOT,1,1.8753,1,1,39,11.38,EMSA_PORT_STAT,2024-08-12
2017-10,FRPORT154,FR,OFFSHORE_SUPPORT,85971253.52,169425009.2,443351,718170,11355,67.11,1.258,METHANOL,1,0.8656,0,1,48,50.38,PORT_AUTHORITY_REPORT,2024-09-14
2017-11,ITPORT155,IT,FERRY,65332051.92,290470167.93,959024,11533926,23147,43.51,1.8755,LNG,1,1.2015,0,1,16,58.48,EU_MRV_DATABASE,2024-09-14
2017-12,NLPORT156,NL,GENERAL_CARGO,73350563.25,109237153.88,472114,2142519,26494,77.53,1.1196,MGO,1,1.3457,0,1,5,10.75,CUSTOMS_ADMIN_DATA,2024-12-25
2018-01,SIPORT157,SI,CRUISE,29012330.57,56957961.78,968581,8490075,10366,12.66,1.9555,VLSFO,0,1.6083,0,1,14,36.52,EMSA_PORT_STAT,2025-03-22
2018-02,BGPORT158,BG,RORO,48383977.71,182389607.6,1497366,5764070,9739,77.61,1.6183,HFO_SCRUBBER,1,2.2122,0,1,8,47.9,PORT_AUTHORITY_REPORT,2025-06-29
2018-03,EEPORT159,EE,TANKER,46767521.78,135940502.23,452244,132605,8837,88.09,1.3022,AMMONIA_PILOT,1,1.3338,0,1,14,11.2,EU_MRV_DATABASE,2024-04-27
2018-04,HUPORT160,HU,BULK_CARRIER,66485313.74,107455157.21,3093792,54410,22417,8.59,0.2815,METHANOL,1,1.8196,1,1,18,20.55,CUSTOMS_ADMIN_DATA,2025-10-04
2018-05,LUPORT161,LU,CONTAINER,84730901.75,166288212.17,7923204,839633,1803,8.49,1.2808,LNG,1,0.3032,0,1,12,25.78,EMSA_PORT_STAT,2024-10-12
2018-06,ROPORT162,RO,OFFSHORE_SUPPORT,28844570.0,135174158.51,586150,1873447,13888,11.76,0.2461,MGO,0,0.401,0,1,16,60.32,PORT_AUTHORITY_REPORT,2024-01-08
2018-07,ATPORT163,AT,FERRY,46588000.98,38709435.19,3737080,4244183,7228,40.5,0.8692,VLSFO,1,1.5003,1,1,28,34.95,EU_MRV_DATABASE,2024-08-28
2018-08,CZPORT164,CZ,GENERAL_CARGO,16662974.15,125825525.97,134827,1119358,10264,67.1,1.6738,HFO_SCRUBBER,1,1.716,0,1,0,75.44,CUSTOMS_ADMIN_DATA,2024-09-07
2018-09,DEPORT165,DE,CRUISE,9024990.58,6172729.68,1990689,6056166,5707,61.28,2.7547,AMMONIA_PILOT,1,1.6958,0,1,19,85.0,EMSA_PORT_STAT,2024-12-29
2018-10,LVPORT166,LV,RORO,48924340.72,40998037.35,2581861,11822453,14386,91.45,2.396,METHANOL,1,1.3235,0,1,25,23.66,PORT_AUTHORITY_REPORT,2026-02-10
2018-11,PLPORT167,PL,TANKER,82428903.26,229351910.12,1492298,278829,809,40.32,1.6177,LNG,1,0.9917,0,1,40,29.18,EU_MRV_DATABASE,2025-03-15
2018-12,ESPORT168,ES,BULK_CARRIER,78456065.55,322580704.02,1966749,295390,1202,38.79,0.291,MGO,1,1.9134,1,1,5,37.33,CUSTOMS_ADMIN_DATA,2024-07-07
2019-01,HRPORT169,HR,CONTAINER,62946952.42,22123298.5,7103067,744912,388,51.39,0.6825,VLSFO,1,1.2696,0,0,32,25.07,EMSA_PORT_STAT,2025-03-08
2019-02,FIPORT170,FI,OFFSHORE_SUPPORT,58401251.13,197863589.0,75203,2070013,28359,91.6,2.0339,HFO_SCRUBBER,1,1.6113,1,1,4,21.4,PORT_AUTHORITY_REPORT,2024-07-24
2019-03,IEPORT171,IE,FERRY,15610401.61,295637450.67,101315,59093,3195,46.78,0.9741,AMMONIA_PILOT,1,0.6019,1,1,6,23.41,EU_MRV_DATABASE,2025-11-12
2019-04,MTPORT172,MT,GENERAL_CARGO,99811774.88,32384690.94,2347643,2160967,7273,52.8,2.2026,METHANOL,1,0.5324,1,1,24,38.43,CUSTOMS_ADMIN_DATA,2024-05-08
2019-05,SKPORT173,SK,CRUISE,123460528.62,89523955.49,3400128,11672714,2869,60.07,0.7805,LNG,1,1.9203,0,1,27,6.13,EMSA_PORT_STAT,2024-03-21
2019-06,BEPORT174,BE,RORO,47959534.28,205684054.16,456681,13036363,7818,8.01,1.7322,MGO,0,1.0509,0,1,9,72.01,PORT_AUTHORITY_REPORT,2024-01-05
2019-07,DKPORT175,DK,TANKER,43139944.32,23885890.64,2238753,38819,5470,5.13,2.7528,VLSFO,1,0.8736,0,1,64,21.2,EU_MRV_DATABASE,2025-06-11
2019-08,GRPORT176,GR,BULK_CARRIER,809116.06,127497420.23,2932483,627461,20509,47.37,2.1137,HFO_SCRUBBER,1,2.5011,1,1,18,57.71,CUSTOMS_ADMIN_DATA,2025-04-10
2019-09,LTPORT177,LT,CONTAINER,14645069.05,33182570.71,4812468,1683717,11071,48.76,0.1069,AMMONIA_PILOT,1,1.6529,0,1,4,53.28,EMSA_PORT_STAT,2025-04-16
2019-10,PTPORT178,PT,OFFSHORE_SUPPORT,11896336.34,30349963.89,1601998,366640,10836,62.46,2.4142,METHANOL,1,1.0711,1,1,33,77.05,PORT_AUTHORITY_REPORT,2025-11-28
2019-11,SEPORT179,SE,FERRY,63789595.85,67526603.46,274466,10259958,15984,6.42,1.4785,LNG,1,1.2685,0,1,36,10.11,EU_MRV_DATABASE,2025-02-09
2019-12,CYPORT180,CY,GENERAL_CARGO,68672710.32,172095468.27,2210755,152909,9735,38.61,1.7352,MGO,0,0.8057,0,1,8,78.69,CUSTOMS_ADMIN_DATA,2024-06-28
2020-01,FRPORT181,FR,CRUISE,54515883.73,124198732.47,603369,863229,20249,67.92,1.6522,VLSFO,1,1.7204,1,1,24,33.84,EMSA_PORT_STAT,2025-04-20
2020-02,ITPORT182,IT,RORO,25192149.23,4005328.52,1936649,4612252,21451,19.72,2.0115,HFO_SCRUBBER,1,1.2242,1,1,2,36.36,PORT_AUTHORITY_REPORT,2025-04-12
2020-03,NLPORT183,NL,TANKER,8114215.97,231725425.21,2896687,2070925,18440,50.61,1.5843,AMMONIA_PILOT,1,1.0802,1,1,28,19.46,EU_MRV_DATABASE,2024-04-08
2020-04,SIPORT184,SI,BULK_CARRIER,30407447.92,130640870.78,784402,1801354,2021,3.88,2.2153,METHANOL,1,1.6707,0,1,43,78.86,CUSTOMS_ADMIN_DATA,2025-05-05
2020-05,BGPORT185,BG,CONTAINER,51290738.38,242453951.14,10538539,2222841,10095,69.12,0.2713,LNG,1,0.8147,0,1,30,5.03,EMSA_PORT_STAT,2026-02-04
2020-06,EEPORT186,EE,OFFSHORE_SUPPORT,55384745.85,80451001.13,3626534,983727,23633,68.35,2.575,MGO,0,1.0613,1,1,58,80.1,PORT_AUTHORITY_REPORT,2025-01-25
2020-07,HUPORT187,HU,FERRY,29759800.78,161926512.27,713924,13105613,6381,39.31,0.957,VLSFO,1,2.4821,0,0,29,2.95,EU_MRV_DATABASE,2025-07-18
2020-08,LUPORT188,LU,GENERAL_CARGO,40775764.94,112810111.73,216756,1780516,23374,89.53,1.149,HFO_SCRUBBER,1,1.5731,1,1,7,26.04,CUSTOMS_ADMIN_DATA,2025-02-10
2020-09,ROPORT189,RO,CRUISE,41193128.33,229138232.88,673671,7311087,5719,26.48,1.213,AMMONIA_PILOT,1,0.7212,0,1,27,45.25,EMSA_PORT_STAT,2024-04-10
2020-10,ATPORT190,AT,RORO,75594897.81,33161166.04,1713185,14685830,16437,5.8,0.403,METHANOL,1,1.2777,0,1,23,23.6,PORT_AUTHORITY_REPORT,2025-05-09
2020-11,CZPORT191,CZ,TANKER,13409389.39,35882006.17,830443,122714,8323,22.86,1.2695,LNG,1,0.6793,1,1,41,34.73,EU_MRV_DATABASE,2024-09-14
2020-12,DEPORT192,DE,BULK_CARRIER,38618141.13,112407027.4,3050514,1093256,27356,32.2,0.8367,MGO,1,2.393,0,1,35,38.93,CUSTOMS_ADMIN_DATA,2025-01-14
2021-01,LVPORT193,LV,CONTAINER,50501768.38,115636363.49,13429166,777347,18755,60.6,0.861,VLSFO,1,1.8206,0,1,9,9.96,EMSA_PORT_STAT,2024-02-22
2021-02,PLPORT194,PL,OFFSHORE_SUPPORT,52433314.4,211753906.43,2928647,1061153,6508,5.77,0.7994,HFO_SCRUBBER,1,1.7625,0,1,33,56.52,PORT_AUTHORITY_REPORT,2025-10-08
2021-03,ESPORT195,ES,FERRY,30733638.06,204787848.54,3535493,5240854,4227,40.63,2.0161,AMMONIA_PILOT,1,0.5419,1,0,40,10.27,EU_MRV_DATABASE,2025-12-24
2021-04,HRPORT196,HR,GENERAL_CARGO,8431905.88,105665960.6,1343535,2313721,5749,36.33,1.4408,METHANOL,1,0.3001,0,1,39,40.7,CUSTOMS_ADMIN_DATA,2024-05-31
2021-05,FIPORT197,FI,CRUISE,40597488.19,306500624.44,1471471,10914151,424,27.13,1.2803,LNG,1,1.2018,1,1,25,30.58,EMSA_PORT_STAT,2025-12-28
2021-06,IEPORT198,IE,RORO,50652269.67,4048807.32,3282958,3778966,2751,52.96,0.6739,MGO,1,1.758,0,1,7,55.43,PORT_AUTHORITY_REPORT,2024-12-14
2021-07,MTPORT199,MT,TANKER,70390016.4,73955680.18,2495611,1343844,13592,10.51,0.3848,VLSFO,1,2.0083,0,1,63,43.76,EU_MRV_DATABASE,2026-01-31
2021-08,SKPORT200,SK,BULK_CARRIER,10946407.69,216252407.69,763166,1429104,4302,57.75,1.309,HFO_SCRUBBER,1,2.3299,1,0,13,15.78,CUSTOMS_ADMIN_DATA,2025-08-14
2021-09,BEPORT201,BE,CONTAINER,35931652.7,263166978.29,13563553,709590,19234,40.96,1.816,AMMONIA_PILOT,1,0.7006,0,1,36,12.64,EMSA_PORT_STAT,2025-01-13
2021-10,DKPORT202,DK,OFFSHORE_SUPPORT,20666820.36,19884321.08,1631301,706448,19629,26.34,1.0253,METHANOL,1,0.7018,1,1,64,32.61,PORT_AUTHORITY_REPORT,2024-03-30
2021-11,GRPORT203,GR,FERRY,47116159.38,315037653.7,2457674,14878694,8470,39.02,2.0722,LNG,1,1.3188,0,0,39,26.68,EU_MRV_DATABASE,2025-03-22
2021-12,LTPORT204,LT,GENERAL_CARGO,90434779.84,267638054.89,3662829,46178,4822,13.69,2.4544,MGO,1,2.4228,0,1,22,18.31,CUSTOMS_ADMIN_DATA,2024-12-11
2022-01,PTPORT205,PT,CRUISE,85564220.53,227623158.72,3319503,14878504,19102,28.63,2.7993,VLSFO,0,2.4825,0,1,30,54.74,EMSA_PORT_STAT,2025-02-21
2022-02,SEPORT206,SE,RORO,115593143.33,293342897.55,2774248,13675522,20724,77.96,0.4198,HFO_SCRUBBER,0,2.0595,0,1,37,52.58,PORT_AUTHORITY_REPORT,2025-06-27
2022-03,CYPORT207,CY,TANKER,67552095.19,41376742.14,105714,2240123,511,7.35,1.5084,AMMONIA_PILOT,1,1.0629,0,0,15,11.98,EU_MRV_DATABASE,2025-12-11
2022-04,FRPORT208,FR,BULK_CARRIER,69149270.66,276037789.7,534508,1352453,713,8.33,0.5427,METHANOL,1,1.9919,0,1,20,27.25,CUSTOMS_ADMIN_DATA,2024-06-24
2022-05,ITPORT209,IT,CONTAINER,20828123.92,304857881.93,13731271,2207452,17714,38.98,0.5949,LNG,1,1.3659,0,1,36,15.74,EMSA_PORT_STAT,2024-03-31
2022-06,NLPORT210,NL,OFFSHORE_SUPPORT,91015938.07,243603608.85,843223,1952277,2386,61.36,1.5974,MGO,1,1.9479,1,1,64,11.03,PORT_AUTHORITY_REPORT,2025-03-09
2022-07,SIPORT211,SI,FERRY,59811785.93,195826261.63,2163569,1225537,21397,9.39,0.8551,VLSFO,1,0.6791,1,1,20,7.78,EU_MRV_DATABASE,2024-10-06
2022-08,BGPORT212,BG,GENERAL_CARGO,17634569.03,17322463.41,870868,989924,9596,31.96,1.7039,HFO_SCRUBBER,1,1.3729,1,0,40,33.52,CUSTOMS_ADMIN_DATA,2025-04-19
2022-09,EEPORT213,EE,CRUISE,11620788.0,49024437.25,984065,7313703,1058,31.28,1.2597,AMMONIA_PILOT,1,1.4107,1,1,20,53.19,EMSA_PORT_STAT,2025-02-06
2022-10,HUPORT214,HU,RORO,84817546.81,115258822.08,3829474,3291785,13898,56.03,0.4417,METHANOL,0,1.3577,0,0,12,29.76,PORT_AUTHORITY_REPORT,2025-06-09
2022-11,LUPORT215,LU,TANKER,14185014.49,245735706.52,2703244,616573,30062,64.26,0.7953,LNG,1,1.772,0,1,61,58.79,EU_MRV_DATABASE,2024-05-12
2022-12,ROPORT216,RO,BULK_CARRIER,28389521.5,54731361.02,786174,2044645,22342,26.05,2.3068,MGO,1,0.7992,1,1,17,68.68,CUSTOMS_ADMIN_DATA,2024-09-06
2023-01,ATPORT217,AT,CONTAINER,68289279.98,147278260.51,12526311,546909,5955,53.13,1.3578,VLSFO,1,2.0191,1,1,28,25.38,EMSA_PORT_STAT,2025-06-24
2023-02,CZPORT218,CZ,OFFSHORE_SUPPORT,29924741.02,207913793.58,1958817,1647693,17248,22.52,2.1002,HFO_SCRUBBER,0,0.4874,1,0,63,79.95,PORT_AUTHORITY_REPORT,2025-01-31
2023-03,DEPORT219,DE,FERRY,37340457.58,81438837.72,3130197,11413517,16937,92.15,0.4893,AMMONIA_PILOT,0,1.955,0,1,10,30.11,EU_MRV_DATABASE,2025-06-30
2023-04,LVPORT220,LV,GENERAL_CARGO,37361821.66,186905906.09,3730511,1431474,19208,16.14,2.2432,METHANOL,1,0.8026,1,1,24,44.63,CUSTOMS_ADMIN_DATA,2024-04-15
2023-05,PLPORT221,PL,CRUISE,121501215.66,49933256.61,2884479,661161,19661,72.3,0.724,LNG,1,1.5554,0,1,39,19.96,EMSA_PORT_STAT,2025-06-22
2023-06,ESPORT222,ES,RORO,63294741.23,332366663.01,2079964,13550755,7292,34.74,0.7144,MGO,1,2.0868,0,1,16,16.93,PORT_AUTHORITY_REPORT,2025-05-21
2023-07,HRPORT223,HR,TANKER,27986707.14,377335289.3,2176466,856193,16214,17.76,1.602,VLSFO,1,1.9502,0,1,23,11.1,EU_MRV_DATABASE,2025-07-25
2023-08,FIPORT224,FI,BULK_CARRIER,36289094.14,71236347.1,3398060,1277799,2126,34.65,2.7924,HFO_SCRUBBER,1,2.2936,0,1,41,37.68,CUSTOMS_ADMIN_DATA,2025-10-28
2023-09,IEPORT225,IE,CONTAINER,9329011.65,2353031.68,9905052,2050245,11027,65.38,0.2049,AMMONIA_PILOT,1,1.0542,0,0,13,34.6,EMSA_PORT_STAT,2024-07-19
2023-10,MTPORT226,MT,OFFSHORE_SUPPORT,53568407.05,17256961.82,2929568,485272,4967,11.05,0.6212,METHANOL,1,1.3966,1,0,10,54.76,PORT_AUTHORITY_REPORT,2025-02-13
2023-11,SKPORT227,SK,FERRY,19746772.82,150423816.28,2302863,2889095,25146,92.03,1.9777,LNG,1,0.5434,0,1,4,84.73,EU_MRV_DATABASE,2025-02-06
2023-12,BEPORT228,BE,GENERAL_CARGO,60529312.7,83559144.26,276347,405609,13538,65.9,2.0324,MGO,1,0.47,0,1,9,15.73,CUSTOMS_ADMIN_DATA,2025-06-26
2024-01,DKPORT229,DK,CRUISE,75276974.34,235707898.78,34060,2308111,17276,33.03,0.6348,VLSFO,0,0.8849,1,0,30,35.23,EMSA_PORT_STAT,2024-06-30
2024-02,GRPORT230,GR,RORO,18740761.57,159047995.23,591714,4571987,20071,74.55,0.5441,HFO_SCRUBBER,1,1.6204,1,1,22,10.8,PORT_AUTHORITY_REPORT,2025-10-21
2024-03,LTPORT231,LT,TANKER,15445179.56,275646375.09,2586691,1230254,4989,63.2,2.6614,AMMONIA_PILOT,1,0.8181,1,1,48,40.64,EU_MRV_DATABASE,2025-09-28
2024-04,PTPORT232,PT,BULK_CARRIER,57797157.08,189305700.35,304556,690897,19287,39.58,0.4169,METHANOL,1,1.6504,0,1,6,35.61,CUSTOMS_ADMIN_DATA,2025-12-29
2024-05,SEPORT233,SE,CONTAINER,23434260.6,193498423.41,3532244,1993788,6342,40.05,2.6647,LNG,1,0.5128,1,0,36,14.3,EMSA_PORT_STAT,2024-06-08
2024-06,CYPORT234,CY,OFFSHORE_SUPPORT,13857142.52,271553739.6,2070819,1137075,6622,60.18,1.9603,MGO,1,0.8543,0,0,55,34.63,PORT_AUTHORITY_REPORT,2025-11-06
2024-07,FRPORT235,FR,FERRY,51117292.61,131626939.75,1126912,6477319,8645,50.3,0.186,VLSFO,1,1.7417,1,1,0,51.9,EU_MRV_DATABASE,2025-10-26
2024-08,ITPORT236,IT,GENERAL_CARGO,64137438.72,198009917.84,438654,2313285,19307,20.59,2.5414,HFO_SCRUBBER,1,0.9731,0,0,10,81.61,CUSTOMS_ADMIN_DATA,2024-03-28
2024-09,NLPORT237,NL,CRUISE,73182002.11,216913744.79,2630501,9878284,21564,53.48,2.2514,AMMONIA_PILOT,1,1.7248,1,1,36,17.77,EMSA_PORT_STAT,2025-10-23
2024-10,SIPORT238,SI,RORO,52128596.61,60811803.18,2739816,4767854,27294,84.53,1.4581,METHANOL,1,0.9893,1,1,2,60.36,PORT_AUTHORITY_REPORT,2025-10-24
2024-11,BGPORT239,BG,TANKER,12115810.99,114905767.19,2558096,334019,17808,87.95,1.2008,LNG,1,0.3927,1,1,9,40.82,EU_MRV_DATABASE,2024-12-18
2024-12,EEPORT240,EE,BULK_CARRIER,112481218.98,291556637.2,1395750,90077,17690,65.57,0.4501,MGO,1,1.4632,0,1,30,57.86,CUSTOMS_ADMIN_DATA,2026-01-13
2025-01,HUPORT241,HU,CONTAINER,53366107.43,354875837.81,10863988,1193822,5916,45.39,1.9584,VLSFO,1,1.1991,0,1,40,32.89,EMSA_PORT_STAT,2024-09-08
2025-02,LUPORT242,LU,OFFSHORE_SUPPORT,22591884.98,112266384.98,2592263,555536,21602,76.03,1.3534,HFO_SCRUBBER,0,1.9709,0,1,5,39.43,PORT_AUTHORITY_REPORT,2025-03-17
2025-03,ROPORT243,RO,FERRY,24904736.73,162207544.26,1659501,13637288,26202,30.05,1.9401,AMMONIA_PILOT,0,1.0866,1,1,7,3.91,EU_MRV_DATABASE,2025-11-22
2025-04,ATPORT244,AT,GENERAL_CARGO,8756879.2,279628741.41,3194964,291377,26494,67.91,2.0668,METHANOL,1,1.4534,0,1,4,16.9,CUSTOMS_ADMIN_DATA,2025-08-10
2025-05,CZPORT245,CZ,CRUISE,69750931.13,85255117.07,3156634,5037588,20014,6.46,2.3974,LNG,1,1.3651,1,1,7,15.17,EMSA_PORT_STAT,2024-07-14
2025-06,DEPORT246,DE,RORO,18889200.79,43831624.43,2775554,3088732,23284,25.41,1.223,MGO,1,0.6792,0,1,11,30.57,PORT_AUTHORITY_REPORT,2025-09-17
2025-07,LVPORT247,LV,TANKER,8211725.29,152240936.35,1204305,1347724,6406,50.27,2.6431,VLSFO,0,0.6197,0,1,12,59.6,EU_MRV_DATABASE,2024-03-03
2025-08,PLPORT248,PL,BULK_CARRIER,59861158.15,22167953.15,2348846,1753014,20182,33.36,1.418,HFO_SCRUBBER,1,1.0161,0,0,26,23.25,CUSTOMS_ADMIN_DATA,2026-02-01
2025-09,ESPORT249,ES,CONTAINER,63452232.01,110900507.18,12072545,589617,17914,92.1,0.5613,AMMONIA_PILOT,1,1.7967,0,1,1,26.84,EMSA_PORT_STAT,2025-07-07
2025-10,HRPORT250,HR,OFFSHORE_SUPPORT,58856384.16,157402134.23,1234624,500532,26712,19.35,1.541,METHANOL,0,0.6834,1,1,31,35.72,PORT_AUTHORITY_REPORT,2025-01-16
2025-11,FIPORT251,FI,FERRY,38625776.19,4106049.66,1538757,11353836,16594,60.43,2.674,LNG,1,0.3329,0,0,0,16.42,EU_MRV_DATABASE,2025-05-14
2025-12,IEPORT252,IE,GENERAL_CARGO,1986808.49,168996015.6,880584,798144,17021,68.71,0.1824,MGO,1,2.2478,0,1,7,38.2,CUSTOMS_ADMIN_DATA,2024-04-28
2026-01,MTPORT253,MT,CRUISE,24444667.15,152790292.25,3507313,1927538,20810,19.83,0.3525,VLSFO,1,1.7283,1,1,10,56.52,EMSA_PORT_STAT,2025-10-25
2026-02,SKPORT254,SK,RORO,11286513.71,132694094.11,839167,10485570,12260,37.66,1.878,HFO_SCRUBBER,1,1.715,0,1,2,82.11,PORT_AUTHORITY_REPORT,2024-05-26
2026-03,BEPORT255,BE,TANKER,47083212.03,143377993.04,1415783,113412,20962,85.19,0.8879,AMMONIA_PILOT,1,1.0931,1,1,13,21.56,EU_MRV_DATABASE,2026-01-20
2026-04,DKPORT256,DK,BULK_CARRIER,34533177.9,109999595.29,607442,506223,21805,31.64,1.7382,METHANOL,0,1.6715,0,1,10,3.17,CUSTOMS_ADMIN_DATA,2026-02-23
2026-05,GRPORT257,GR,CONTAINER,42501947.81,272180658.47,4536396,1624857,8572,40.34,0.7528,LNG,1,1.7147,0,1,37,27.37,EMSA_PORT_STAT,2025-03-03
2026-06,LTPORT258,LT,OFFSHORE_SUPPORT,30336450.31,87287652.75,147876,872839,5858,32.85,0.1048,MGO,1,0.5807,1,1,25,43.66,PORT_AUTHORITY_REPORT,2024-04-01
2026-07,PTPORT259,PT,FERRY,78394418.5,48968998.98,2310509,414398,17517,84.11,2.4719,VLSFO,1,0.7886,1,1,34,18.52,EU_MRV_DATABASE,2024-11-17
2026-08,SEPORT260,SE,GENERAL_CARGO,110636173.23,59230112.58,618094,1018082,16553,9.88,2.7051,HFO_SCRUBBER,1,2.2838,1,0,38,14.46,CUSTOMS_ADMIN_DATA,2026-02-17
2026-09,CYPORT261,CY,CRUISE,51485425.93,96758254.79,143797,2513472,8109,79.51,1.5859,AMMONIA_PILOT,1,0.6037,1,0,32,17.22,EMSA_PORT_STAT,2024-03-10
2026-10,FRPORT262,FR,RORO,56515075.52,146374600.97,44274,12342863,15196,82.65,1.0707,METHANOL,0,1.6503,1,1,10,11.67,PORT_AUTHORITY_REPORT,2024-05-20
2026-11,ITPORT263,IT,TANKER,31470785.05,211542011.45,855590,1842220,7039,11.16,1.1745,LNG,0,1.3192,0,1,50,39.58,EU_MRV_DATABASE,2025-08-20
2026-12,NLPORT264,NL,BULK_CARRIER,299714.85,267522100.99,693783,636618,15976,65.89,0.2659,MGO,1,2.2604,0,1,1,5.51,CUSTOMS_ADMIN_DATA,2024-07-29
2016-01,SIPORT265,SI,CONTAINER,69465293.96,253582026.79,3414010,923495,30151,62.28,1.3029,VLSFO,1,2.4914,0,1,23,30.58,EMSA_PORT_STAT,2025-04-26
2016-02,BGPORT266,BG,OFFSHORE_SUPPORT,85524350.14,38300153.95,155537,1662934,9858,18.19,0.2304,HFO_SCRUBBER,1,1.9192,0,1,2,2.37,PORT_AUTHORITY_REPORT,2025-12-07
2016-03,EEPORT267,EE,FERRY,14501934.6,173777120.14,1008840,2635832,2328,23.87,2.451,AMMONIA_PILOT,1,0.7902,0,1,34,4.77,EU_MRV_DATABASE,2025-09-13
2016-04,HUPORT268,HU,GENERAL_CARGO,980744.77,181687640.11,2954839,1885281,3869,33.95,0.5064,METHANOL,1,1.4615,1,1,43,0.74,CUSTOMS_ADMIN_DATA,2025-08-23
2016-05,LUPORT269,LU,CRUISE,15310274.19,247116003.46,2207901,11158876,5407,7.87,1.5218,LNG,1,1.6543,0,1,30,12.04,EMSA_PORT_STAT,2024-03-19
