qol_cost_index_month,qol_cost_city_geo_id,qol_cost_cost_of_living_index,qol_cost_housing_cost_index,qol_cost_grocery_cost_index,qol_cost_utilities_cost_index,qol_cost_transport_cost_index,qol_cost_healthcare_cost_index,qol_cost_childcare_cost_index,qol_cost_tax_burden_estimate,qol_cost_median_wage_local,qol_cost_purchasing_power_index,qol_cost_inflation_local_estimate,qol_cost_rent_to_income_ratio_local,qol_cost_commute_cost_share_pct,qol_cost_essential_basket_usd,qol_cost_price_dispersion_score,qol_cost_low_income_adjusted_index,qol_cost_seniors_adjusted_index,qol_cost_methodology_release_tag
2031-03,CITY00000147,130.33,150.28,123.26,133.62,97.09,145.51,174.49,13.206,72862.42,492.255,4.904,16.65,11.63,296.48,0.4369,126.58,152.13,REL_2022Q2
2031-04,CITY00000148,165.98,160.45,180.64,146.41,125.07,175.17,198.16,8.076,137962.6,602.094,11.192,46.43,16.56,888.88,0.0974,186.77,169.11,REL_2019Q1
2031-05,CITY00000149,92.45,80.12,96.72,66.76,72.3,106.44,103.76,24.764,138701.29,2124.578,15.661,32.81,7.79,886.62,0.1405,100.03,83.1,REL_2024Q4
2031-06,CITY00000150,138.94,142.33,142.27,138.54,103.4,119.08,206.14,15.99,93358.92,857.811,1.033,47.6,3.92,796.36,0.5335,119.96,164.13,REL_2022Q2
2031-07,CITY00000151,102.06,90.74,106.74,103.16,108.19,77.49,90.01,18.992,139871.09,845.169,13.894,64.2,15.07,1002.57,0.3261,100.2,98.48,REL_2019Q4
2031-08,CITY00000152,183.93,205.13,127.92,154.44,186.62,187.89,153.92,24.469,92233.24,630.81,6.497,49.55,5.67,414.27,0.8258,168.84,190.42,REL_2019Q3
2031-09,CITY00000153,76.96,74.63,55.39,56.93,80.19,80.53,101.52,4.372,114521.95,977.774,17.65,55.82,8.99,223.1,0.3368,83.79,70.56,REL_2022Q2
2031-10,CITY00000154,119.27,127.18,120.01,85.15,114.96,91.23,166.14,0.487,119241.95,968.786,5.782,64.38,1.7,513.54,0.1823,131.1,114.94,REL_2020Q4
2031-11,CITY00000155,132.73,134.26,96.99,130.87,148.17,116.91,115.77,16.305,133795.5,804.701,16.548,12.17,8.25,690.19,0.5652,126.42,137.17,REL_2022Q4
2031-12,CITY00000156,143.54,147.8,129.12,123.8,124.66,142.23,121.4,12.4,83626.47,770.81,-1.552,28.24,17.05,362.57,0.9557,128.7,133.83,REL_2020Q2
2032-01,CITY00000157,141.07,151.47,106.05,143.5,93.58,166.74,166.54,16.191,81740.72,648.815,12.982,48.36,20.02,1463.7,0.0736,152.58,138.57,REL_2020Q1
2032-02,CITY00000158,99.15,93.03,89.16,99.95,78.72,94.87,102.98,20.994,74072.6,857.563,14.492,55.92,10.28,1313.14,0.329,101.4,112.35,REL_2022Q1
2032-03,CITY00000159,165.98,182.67,133.64,158.35,160.94,134.03,144.75,16.027,28028.93,211.312,14.905,28.08,13.45,382.43,0.5915,184.59,161.79,REL_2021Q3
2032-04,CITY00000160,89.57,84.6,90.55,73.62,98.14,95.46,109.08,17.916,126949.5,1343.493,10.506,14.98,17.68,622.81,0.3046,89.05,87.61,REL_2023Q2
2032-05,CITY00000161,184.63,192.83,135.3,164.53,134.92,144.88,226.45,2.597,36513.45,171.701,4.794,64.35,3.15,1160.54,0.2241,165.83,174.46,REL_2022Q3
2032-06,CITY00000162,158.48,157.83,135.82,114.31,126.23,156.87,228.03,17.614,60893.55,344.888,-1.473,45.52,14.71,1242.13,0.6923,165.46,187.25,REL_2024Q3
2032-07,CITY00000163,94.9,100.39,100.52,77.59,84.04,71.29,133.43,9.22,137591.8,1712.033,3.342,50.33,0.84,1000.24,0.111,97.55,99.21,REL_2023Q1
2032-08,CITY00000164,62.32,53.2,53.52,68.33,42.54,62.26,84.96,18.866,80972.89,1481.828,4.794,46.15,0.43,641.98,0.9306,63.31,57.54,REL_2025Q4
2032-09,CITY00000165,151.87,144.4,161.16,147.12,126.7,155.11,184.24,5.3,81653.87,595.48,16.132,47.49,13.16,436.79,0.4073,172.25,171.19,REL_2020Q4
2032-10,CITY00000166,154.92,173.49,143.94,98.74,136.56,172.16,165.88,21.097,91980.11,789.841,2.812,38.51,13.44,177.42,0.0323,172.97,162.72,REL_2025Q2
2032-11,CITY00000167,61.84,60.91,50.5,67.58,66.83,63.58,58.56,5.857,91928.84,1949.917,11.82,63.14,8.74,639.99,0.8605,60.96,66.36,REL_2019Q2
2032-12,CITY00000168,80.02,86.0,59.97,52.87,61.56,61.68,104.38,12.894,28489.35,397.486,1.829,50.31,10.18,601.91,0.9273,85.53,93.35,REL_2019Q2
2033-01,CITY00000169,169.93,145.72,134.25,193.27,189.46,150.56,179.65,19.165,109790.82,605.057,10.929,14.97,10.02,1246.83,0.0655,144.25,196.21,REL_2020Q3
2033-02,CITY00000170,157.95,185.83,136.35,174.38,114.2,177.25,224.76,24.541,71399.84,286.014,17.906,39.92,25.0,410.83,0.7596,151.96,158.34,REL_2020Q1
2033-03,CITY00000171,185.01,157.22,163.39,127.92,180.72,197.39,199.87,15.686,41811.32,174.226,7.616,26.55,21.06,258.55,0.168,166.49,166.8,REL_2024Q3
2033-04,CITY00000172,169.33,152.71,134.05,190.91,135.52,196.74,183.61,0.798,105810.38,789.462,5.081,59.85,19.53,306.29,0.8264,183.54,191.62,REL_2021Q3
2033-05,CITY00000173,109.49,96.53,99.88,65.14,85.1,116.26,105.66,7.649,92698.62,543.532,7.7,17.99,10.3,1275.61,0.2634,97.82,101.46,REL_2023Q2
2033-06,CITY00000174,167.96,142.17,155.46,152.16,137.29,133.03,190.27,12.405,115014.98,921.817,16.229,43.33,15.58,991.29,0.7258,180.46,151.03,REL_2021Q2
2033-07,CITY00000175,76.31,73.93,70.24,45.67,84.38,59.08,88.97,10.745,126459.35,2135.212,13.224,49.15,14.89,1350.0,0.188,69.49,71.79,REL_2025Q4
2033-08,CITY00000176,75.5,74.04,66.7,65.27,49.63,65.81,109.82,6.554,138708.57,1227.148,12.372,31.23,5.39,1136.51,0.4909,64.38,85.08,REL_2023Q3
2033-09,CITY00000177,119.05,111.59,115.44,73.03,89.55,118.73,111.98,21.873,38427.65,332.115,17.616,32.66,23.06,788.64,0.6615,129.56,135.04,REL_2019Q1
2033-10,CITY00000178,92.53,100.86,90.52,99.75,64.61,81.04,85.71,18.956,86038.56,665.583,6.546,62.24,10.15,1461.63,0.6455,95.02,92.83,REL_2020Q1
2033-11,CITY00000179,129.92,152.63,131.85,77.71,102.98,110.82,183.13,13.148,30293.94,320.036,11.412,61.7,2.6,1160.8,0.6937,119.3,139.41,REL_2021Q1
2033-12,CITY00000180,117.78,116.77,111.93,106.23,87.81,104.94,150.0,12.135,40805.99,320.008,-1.689,17.3,4.79,204.58,0.8669,126.44,130.31,REL_2023Q2
2034-01,CITY00000181,147.4,131.58,143.02,94.4,138.55,110.91,213.14,11.462,110424.49,663.084,13.125,29.38,1.43,1328.09,0.0353,162.4,133.49,REL_2019Q3
2034-02,CITY00000182,199.11,243.73,159.22,184.47,195.81,158.05,208.37,2.791,130159.11,757.813,3.786,57.03,9.71,1007.35,0.7665,168.44,188.61,REL_2024Q2
2034-03,CITY00000183,182.88,165.38,140.63,150.41,170.13,205.78,254.16,8.76,81444.76,291.733,-1.589,38.77,7.64,901.61,0.9713,155.64,173.93,REL_2019Q1
2034-04,CITY00000184,116.42,113.07,121.73,109.28,78.53,86.38,136.3,18.333,81195.68,639.179,16.922,23.88,20.17,741.72,0.0462,117.68,129.43,REL_2020Q3
2034-05,CITY00000185,109.08,131.48,87.88,120.57,118.33,98.66,121.14,4.57,92279.52,649.657,3.371,18.26,23.48,1195.59,0.1968,97.46,106.52,REL_2020Q2
2034-06,CITY00000186,63.6,56.88,44.55,55.97,56.4,49.63,71.2,16.881,30858.91,618.265,4.097,34.15,21.6,1481.74,0.3087,65.08,70.23,REL_2025Q3
2034-07,CITY00000187,82.82,91.57,62.62,77.18,83.36,83.51,120.99,17.161,41101.27,477.682,6.557,19.3,6.69,1029.68,0.153,70.95,83.84,REL_2022Q4
2034-08,CITY00000188,153.16,169.12,116.7,163.91,124.49,180.45,179.05,18.355,43740.36,308.698,9.111,52.68,8.67,1079.24,0.7179,169.48,169.38,REL_2021Q3
2034-09,CITY00000189,96.79,106.26,80.78,70.59,95.59,107.69,94.51,0.039,72530.36,781.538,15.149,34.57,19.44,1310.06,0.6739,88.97,107.35,REL_2023Q1
2034-10,CITY00000190,122.9,132.16,95.81,91.22,118.6,98.61,157.32,10.417,106621.87,1150.466,15.05,44.55,3.77,1159.93,0.7169,112.17,140.15,REL_2025Q4
2034-11,CITY00000191,165.54,196.65,147.29,183.14,190.22,171.44,227.11,19.943,88416.51,426.799,4.873,26.37,23.43,466.45,0.0552,171.13,179.29,REL_2020Q4
2034-12,CITY00000192,96.26,107.06,88.61,90.5,107.27,105.01,125.38,23.136,70280.12,684.367,12.048,45.71,10.33,364.05,0.5736,106.63,96.6,REL_2019Q1
2035-01,CITY00000193,89.04,85.27,73.79,52.92,98.85,80.64,81.09,23.531,96568.7,1250.905,8.577,57.44,3.89,1038.01,0.1462,75.36,95.0,REL_2019Q2
2035-02,CITY00000194,65.95,65.48,51.53,46.18,61.3,74.4,55.95,13.931,86556.68,1086.273,10.521,26.6,24.15,1345.74,0.5236,68.09,70.56,REL_2022Q1
2035-03,CITY00000195,189.42,188.69,152.68,186.39,205.25,147.0,172.53,9.501,79659.93,550.24,7.577,32.57,13.84,1472.83,0.3023,170.26,190.92,REL_2025Q3
2035-04,CITY00000196,91.03,79.21,87.0,63.61,98.08,79.77,108.73,23.581,83762.85,680.414,17.977,45.11,22.53,1177.48,0.1812,99.4,96.45,REL_2025Q1
2035-05,CITY00000197,144.26,127.93,145.44,134.86,155.53,117.39,161.7,11.574,36455.44,172.439,8.651,22.09,5.11,745.91,0.3564,126.39,156.82,REL_2020Q2
2035-06,CITY00000198,176.65,149.47,125.04,129.01,177.03,164.5,180.34,17.698,138169.29,565.317,17.84,44.65,21.17,1187.2,0.4663,190.36,171.45,REL_2020Q3
2035-07,CITY00000199,115.73,111.68,96.7,131.54,98.16,112.99,99.46,2.76,68131.86,812.646,8.009,34.23,13.92,386.93,0.2396,121.57,131.47,REL_2022Q4
2035-08,CITY00000200,160.82,198.42,134.71,118.21,124.18,159.48,158.15,23.129,42730.31,254.259,16.527,14.78,17.36,712.8,0.0305,178.24,173.57,REL_2023Q3
2035-09,CITY00000201,106.09,95.88,89.08,103.68,95.62,122.8,118.87,2.545,63186.74,695.1,1.965,11.28,1.12,804.78,0.6736,112.66,103.87,REL_2022Q3
2035-10,CITY00000202,67.12,55.44,67.47,49.68,45.39,61.27,94.3,19.207,59331.41,935.078,8.697,29.7,10.71,953.14,0.986,67.92,72.0,REL_2025Q1
2035-11,CITY00000203,90.52,110.27,65.63,72.73,96.76,101.6,105.48,3.279,102972.28,949.915,8.478,18.78,6.63,781.59,0.6129,86.17,97.34,REL_2022Q3
2035-12,CITY00000204,129.35,129.62,122.51,97.98,143.95,135.61,179.04,23.763,46701.75,249.094,8.274,46.9,13.0,688.48,0.8843,123.33,139.64,REL_2025Q4
2036-01,CITY00000205,166.99,202.48,121.47,152.05,140.94,148.93,143.51,5.328,94183.59,427.319,4.602,47.1,3.73,1320.4,0.2155,184.59,159.85,REL_2019Q2
2036-02,CITY00000206,165.93,147.0,166.4,148.82,115.69,163.77,195.79,7.366,86013.79,699.792,0.308,13.97,20.14,400.81,0.4197,181.58,147.4,REL_2022Q4
2036-03,CITY00000207,141.27,139.44,134.21,129.11,113.49,111.66,158.94,19.758,110170.91,687.309,14.746,15.27,23.12,191.17,0.664,119.73,134.21,REL_2024Q3
2036-04,CITY00000208,103.99,106.29,103.49,87.19,68.24,108.16,123.24,1.999,115285.82,1532.711,15.575,36.22,11.22,430.59,0.4778,108.37,111.06,REL_2019Q4
2036-05,CITY00000209,153.08,144.34,108.42,134.03,148.04,116.94,199.45,13.012,90003.98,561.522,11.462,57.07,15.58,1217.26,0.503,133.6,148.71,REL_2019Q1
2036-06,CITY00000210,180.16,217.06,166.92,174.73,125.81,211.69,254.12,4.214,136567.66,529.476,9.026,55.83,12.15,905.67,0.8161,177.62,204.17,REL_2020Q1
2036-07,CITY00000211,188.98,210.41,192.48,161.99,149.6,219.92,242.69,0.795,134554.7,890.16,13.214,27.54,24.05,818.76,0.8573,210.48,201.5,REL_2024Q2
2036-08,CITY00000212,103.39,90.1,111.05,74.38,68.7,96.02,116.1,24.177,99866.96,861.898,1.056,32.45,0.99,599.37,0.3152,100.11,118.49,REL_2024Q4
2036-09,CITY00000213,162.2,196.92,127.49,145.38,161.06,145.28,180.1,12.424,118632.42,956.321,6.027,42.76,5.02,267.65,0.8497,163.95,159.98,REL_2019Q4
2036-10,CITY00000214,122.6,134.96,113.98,110.08,115.38,106.29,138.38,18.353,120642.61,934.519,9.362,36.75,24.23,1339.03,0.8818,104.31,107.27,REL_2025Q3
2036-11,CITY00000215,66.08,54.46,61.89,49.64,76.52,73.34,87.48,3.428,47478.63,483.133,3.729,59.92,1.08,1161.58,0.8803,65.3,74.9,REL_2025Q1
2036-12,CITY00000216,184.12,226.76,169.64,153.32,130.48,169.03,173.66,5.078,39912.27,169.769,7.543,47.87,13.06,558.81,0.1027,159.14,217.8,REL_2023Q2
2037-01,CITY00000217,72.5,85.11,53.2,76.61,79.06,62.64,69.82,15.204,70225.89,1229.115,9.498,44.58,2.64,374.95,0.8019,64.2,74.94,REL_2021Q3
2037-02,CITY00000218,85.18,99.17,82.59,99.06,56.27,90.32,98.71,17.751,90065.86,1197.784,15.773,49.72,8.15,1194.47,0.9376,75.71,80.48,REL_2025Q4
2037-03,CITY00000219,97.65,99.18,84.77,113.01,67.72,90.79,76.85,15.655,35071.37,356.643,13.212,50.13,23.46,1326.19,0.9766,95.55,90.99,REL_2025Q4
2037-04,CITY00000220,94.56,83.66,93.49,85.37,96.04,90.86,131.74,20.324,51132.81,771.759,15.372,58.42,5.14,933.16,0.4333,88.45,86.71,REL_2024Q4
2037-05,CITY00000221,97.17,93.82,94.88,102.43,100.44,102.36,109.51,23.188,37885.59,279.466,0.947,30.88,7.86,880.37,0.1335,103.9,100.56,REL_2022Q4
2037-06,CITY00000222,102.87,118.86,89.01,88.0,68.35,107.86,143.59,18.01,124445.89,1240.344,4.455,13.1,7.72,1180.76,0.3923,112.87,113.87,REL_2023Q1
2037-07,CITY00000223,171.65,207.82,160.63,150.46,140.5,146.89,138.38,4.592,75928.98,468.456,1.951,38.62,8.87,642.54,0.2088,147.02,177.79,REL_2021Q3
2037-08,CITY00000224,147.18,138.0,130.37,131.9,138.73,144.28,207.7,10.354,97422.52,673.746,17.581,53.82,7.31,256.67,0.7701,129.36,130.55,REL_2024Q3
2037-09,CITY00000225,133.08,160.0,140.85,150.51,108.54,146.43,121.46,9.437,44042.65,363.379,1.765,60.98,18.15,212.53,0.7627,148.37,150.34,REL_2023Q1
2037-10,CITY00000226,114.68,97.38,87.68,87.15,81.27,131.17,146.95,18.803,32035.88,247.593,6.597,30.79,0.79,1371.71,0.8335,112.06,117.59,REL_2022Q4
2037-11,CITY00000227,71.5,62.34,50.35,80.65,47.33,62.88,70.98,2.258,107352.78,1591.515,1.759,47.12,17.13,524.78,0.9816,59.49,68.88,REL_2020Q1
2037-12,CITY00000228,178.14,188.11,187.1,118.73,147.69,210.12,220.86,6.552,68464.99,271.961,7.701,18.71,9.96,1458.13,0.0643,158.76,158.03,REL_2020Q3
2038-01,CITY00000229,198.77,186.88,194.19,134.41,163.92,183.04,168.77,19.141,76241.34,503.687,4.202,53.13,5.85,600.12,0.4473,178.49,185.74,REL_2021Q1
2038-02,CITY00000230,190.25,163.31,132.33,173.75,174.2,205.44,247.68,23.687,111073.39,754.982,7.309,39.74,5.69,882.01,0.38,173.35,175.59,REL_2024Q1
2038-03,CITY00000231,118.34,144.15,121.18,112.64,117.5,137.03,126.32,9.17,92611.64,1078.822,15.527,14.52,24.58,451.82,0.4678,123.25,103.61,REL_2025Q3
2038-04,CITY00000232,147.45,141.61,124.06,163.58,128.94,148.0,128.28,15.156,93631.41,745.8,1.522,57.35,10.85,251.19,0.6401,147.88,168.41,REL_2023Q1
2038-05,CITY00000233,97.94,83.72,74.48,76.35,100.59,94.95,99.5,17.062,79260.36,899.551,17.248,52.52,24.03,950.09,0.3499,96.38,114.48,REL_2022Q3
2038-06,CITY00000234,95.25,98.21,76.99,78.65,66.66,106.51,133.4,6.011,54870.56,749.203,14.437,33.88,16.2,1433.59,0.3512,105.13,88.67,REL_2021Q3
2038-07,CITY00000235,140.08,134.95,101.02,164.12,163.53,120.32,117.7,10.508,23771.34,215.787,0.305,64.26,12.96,659.57,0.0882,149.58,132.57,REL_2023Q1
2038-08,CITY00000236,174.41,155.02,148.15,125.68,187.99,199.67,203.36,20.364,53448.49,376.635,17.644,28.35,12.91,674.93,0.9887,157.21,161.18,REL_2022Q1
2038-09,CITY00000237,188.59,210.29,159.99,186.32,172.15,144.51,177.88,16.257,112199.25,539.318,10.922,27.44,7.05,1330.28,0.9033,158.76,219.5,REL_2023Q1
2038-10,CITY00000238,133.55,121.14,133.59,95.56,87.76,111.57,189.72,5.3,42538.52,348.688,16.224,40.21,2.91,862.64,0.1249,131.91,119.86,REL_2022Q1
2038-11,CITY00000239,137.86,162.26,100.67,90.04,152.76,151.1,187.52,22.638,52458.64,449.857,-0.859,14.45,21.5,576.84,0.034,148.94,129.59,REL_2022Q1
2038-12,CITY00000240,145.0,159.5,127.53,106.34,147.13,125.44,162.81,19.15,132876.8,744.032,0.558,64.61,2.8,969.23,0.4042,133.12,170.86,REL_2025Q4
2039-01,CITY00000241,134.48,122.88,115.4,81.82,115.39,103.79,128.81,8.044,98081.44,653.257,17.019,12.95,21.21,1269.3,0.2002,115.49,129.64,REL_2020Q4
2039-02,CITY00000242,109.42,125.87,115.35,79.31,73.63,107.6,144.57,15.936,131147.48,1714.657,8.658,42.12,9.31,616.09,0.2792,100.02,94.75,REL_2024Q2
2039-03,CITY00000243,122.72,143.29,104.23,130.15,119.19,118.22,170.32,17.853,96984.05,586.189,16.912,41.66,5.16,1040.09,0.1015,103.15,143.3,REL_2022Q3
2039-04,CITY00000244,173.17,184.52,169.25,165.9,173.59,187.98,199.17,19.487,107013.97,665.189,-1.468,10.44,24.41,701.44,0.0334,185.32,174.19,REL_2024Q1
2039-05,CITY00000245,122.74,145.97,121.11,116.23,83.05,123.76,169.05,4.373,122521.33,702.832,3.888,59.25,9.69,979.71,0.1312,135.57,120.38,REL_2022Q3
2039-06,CITY00000246,184.88,184.81,157.81,124.66,171.25,179.0,171.72,9.369,114168.16,397.107,6.341,26.43,23.82,1315.1,0.0855,180.7,215.83,REL_2024Q2
2039-07,CITY00000247,102.83,102.13,96.95,114.37,99.05,98.99,146.47,16.515,138800.57,1200.751,1.241,44.77,6.41,289.3,0.5596,100.63,99.92,REL_2019Q4
2039-08,CITY00000248,142.15,144.27,115.42,131.83,164.58,135.69,112.67,2.608,130684.2,964.969,17.929,32.23,24.85,289.2,0.1841,152.23,126.42,REL_2020Q1
2039-09,CITY00000249,74.62,81.25,66.89,45.46,85.54,68.92,86.0,16.213,25256.26,347.381,15.713,36.11,13.59,599.31,0.1924,72.4,85.21,REL_2023Q3
2039-10,CITY00000250,162.15,164.42,134.58,169.23,116.94,140.05,150.22,4.755,91912.58,658.431,3.619,52.5,7.93,873.32,0.1176,155.35,148.63,REL_2023Q4
2039-11,CITY00000251,133.09,121.1,103.01,97.54,95.42,119.54,185.37,16.904,72393.74,566.253,13.994,34.18,15.77,175.46,0.8679,134.61,154.15,REL_2019Q3
2039-12,CITY00000252,160.89,156.31,164.21,136.34,128.81,186.34,193.18,6.55,119262.95,476.883,3.191,37.25,11.38,794.5,0.4404,137.58,165.55,REL_2020Q3
2040-01,CITY00000253,73.32,81.28,51.49,73.46,74.69,66.24,74.46,0.223,68829.01,836.734,10.676,26.41,12.51,1327.24,0.4268,75.49,80.08,REL_2022Q4
2040-02,CITY00000254,201.71,193.03,184.08,168.0,196.22,159.53,251.13,21.038,63538.37,213.838,4.418,44.99,9.9,451.75,0.9051,194.77,214.84,REL_2023Q4
2040-03,CITY00000255,168.02,186.22,130.74,143.85,164.77,174.92,141.28,7.322,98356.32,621.936,10.701,58.67,19.91,819.36,0.6291,164.97,159.57,REL_2022Q1
2040-04,CITY00000256,181.39,168.35,189.59,209.17,155.24,151.51,155.58,1.315,105005.68,768.13,8.207,47.82,22.98,1125.41,0.1087,178.47,194.23,REL_2022Q1
2040-05,CITY00000257,96.61,110.48,73.52,80.73,93.84,107.44,107.48,0.158,106989.71,1156.299,13.342,47.75,22.64,532.11,0.2615,90.58,111.09,REL_2023Q2
2040-06,CITY00000258,67.6,73.39,65.47,50.51,77.36,58.77,92.08,19.99,28342.44,421.667,6.902,47.01,2.39,185.58,0.3799,56.51,57.81,REL_2019Q3
2040-07,CITY00000259,141.04,139.83,102.09,111.38,129.86,136.9,145.77,16.67,129613.79,1081.54,2.372,15.51,2.32,1456.15,0.2261,157.2,134.45,REL_2019Q1
2040-08,CITY00000260,140.23,167.69,98.07,144.92,155.04,128.36,131.42,4.029,103553.41,472.479,9.001,37.55,6.01,493.12,0.0944,118.85,126.21,REL_2025Q4
2040-09,CITY00000261,132.05,110.51,113.33,154.65,102.69,112.35,151.47,23.375,34218.47,303.397,4.747,50.78,20.74,1498.05,0.9064,116.75,131.37,REL_2022Q1
2040-10,CITY00000262,86.14,101.63,60.07,90.6,91.78,97.49,121.25,22.018,61018.99,741.066,5.227,64.96,7.62,942.25,0.5691,73.95,93.37,REL_2020Q3
2040-11,CITY00000263,110.46,95.45,86.35,92.74,98.62,121.24,106.54,5.714,139841.67,1269.399,-0.023,18.85,17.41,1443.22,0.7879,93.85,101.86,REL_2020Q1
2040-12,CITY00000264,131.46,151.54,109.42,87.67,124.63,153.06,118.79,1.236,54300.24,582.127,11.321,32.43,3.13,1214.06,0.9134,125.53,139.38,REL_2021Q2
2041-01,CITY00000265,73.1,80.59,63.56,59.28,68.35,73.52,88.55,22.982,134427.35,2109.624,13.91,42.13,23.13,775.92,0.2279,74.55,79.95,REL_2025Q3
2041-02,CITY00000266,184.86,197.7,139.13,165.57,120.15,164.22,211.71,6.315,40809.2,207.687,16.863,47.93,20.6,535.54,0.8026,166.28,191.02,REL_2024Q1
2041-03,CITY00000267,68.1,62.42,48.15,62.52,66.97,71.33,92.43,24.575,95593.69,1872.906,11.012,56.82,9.15,1398.96,0.5171,62.54,61.65,REL_2019Q1
2041-04,CITY00000268,127.3,144.36,125.89,117.67,130.38,97.31,105.67,19.855,63189.24,552.209,5.631,12.22,21.65,291.39,0.7841,117.36,143.55,REL_2022Q1
2041-05,CITY00000269,193.98,188.77,198.78,166.21,163.72,157.88,265.5,13.909,100465.62,563.128,13.221,35.07,12.25,557.55,0.8619,200.14,227.48,REL_2019Q2
2041-06,CITY00000270,156.91,153.24,117.11,128.76,143.97,125.7,194.62,20.82,49733.94,206.442,8.627,63.18,23.04,643.86,0.6331,139.56,138.01,REL_2023Q1
2041-07,CITY00000271,109.42,119.51,77.84,84.21,73.45,111.95,85.65,11.231,131382.75,1234.043,-0.686,34.7,5.55,632.2,0.4902,99.62,103.9,REL_2020Q2
2041-08,CITY00000272,202.29,196.84,168.56,153.58,138.87,231.86,292.66,21.069,133371.18,807.477,17.613,22.67,23.61,1398.51,0.946,222.72,231.65,REL_2024Q3
2041-09,CITY00000273,202.53,200.01,206.82,208.11,172.91,234.36,218.33,21.022,39000.0,192.332,8.955,51.85,17.17,1446.56,0.0515,204.04,205.99,REL_2019Q4
2041-10,CITY00000274,158.75,166.02,115.58,99.53,133.96,171.79,228.84,4.431,126365.4,732.026,0.506,38.82,14.78,811.64,0.6587,167.48,174.32,REL_2023Q4
2041-11,CITY00000275,201.87,169.81,164.33,215.65,228.75,230.88,205.9,22.255,139691.02,962.651,3.521,24.73,1.43,1196.52,0.7833,173.85,199.32,REL_2021Q2
2041-12,CITY00000276,112.54,123.32,103.48,101.81,110.25,112.36,130.65,15.939,36563.58,404.8,-1.168,37.56,22.69,1335.48,0.3304,122.3,129.71,REL_2021Q1
2042-01,CITY00000277,177.34,205.5,140.29,147.64,197.66,173.88,190.19,20.457,44694.18,301.453,15.657,61.27,10.59,417.67,0.191,163.56,203.16,REL_2024Q1
2042-02,CITY00000278,102.66,112.54,92.3,65.18,74.98,82.14,93.14,7.505,96634.77,1130.083,12.948,27.73,18.15,853.93,0.6647,112.95,93.2,REL_2024Q1
2042-03,CITY00000279,136.07,120.84,112.79,96.4,143.13,105.9,178.8,20.829,132235.32,697.797,10.346,10.09,15.05,771.68,0.5027,134.08,134.99,REL_2025Q4
2042-04,CITY00000280,157.35,192.41,143.51,126.45,153.04,119.07,208.41,19.384,128421.14,739.771,13.553,47.59,4.5,324.5,0.7753,173.39,160.53,REL_2021Q1
2042-05,CITY00000281,107.72,121.96,112.53,119.9,114.97,107.0,144.83,10.364,122002.42,1362.027,2.037,14.84,15.56,248.11,0.8567,98.84,95.8,REL_2019Q3
2042-06,CITY00000282,178.6,213.33,169.0,206.47,137.49,157.87,223.09,22.711,111633.67,577.986,3.589,30.15,16.85,389.74,0.1209,173.75,190.55,REL_2019Q3
2042-07,CITY00000283,113.56,112.79,102.28,96.07,88.68,104.97,121.36,11.477,116958.47,701.027,5.266,57.33,10.71,1053.44,0.6903,96.89,106.0,REL_2020Q4
2042-08,CITY00000284,101.87,118.99,79.09,98.78,103.8,98.54,144.79,24.545,123905.61,1299.127,11.278,25.97,19.21,950.25,0.6851,93.89,92.72,REL_2021Q2
2042-09,CITY00000285,91.3,101.98,83.09,96.82,73.96,94.38,105.54,2.925,121080.33,1512.641,1.115,29.12,14.23,1066.03,0.6792,80.53,82.05,REL_2019Q1
2042-10,CITY00000286,97.85,113.87,71.64,96.47,69.89,110.08,136.93,23.459,38165.75,450.547,17.402,47.6,15.06,851.55,0.2378,83.39,106.8,REL_2021Q4
2042-11,CITY00000287,127.69,143.16,136.61,135.06,118.58,94.03,107.08,9.694,100492.33,802.111,-1.931,13.69,1.06,952.45,0.8482,116.97,117.22,REL_2019Q4
2042-12,CITY00000288,63.96,74.83,63.53,57.24,40.26,55.11,70.33,19.335,30749.06,454.362,2.94,47.28,17.28,493.46,0.1829,59.24,57.97,REL_2023Q3
2043-01,CITY00000289,182.28,176.16,133.57,170.58,152.17,169.86,165.09,7.962,24827.69,112.944,0.853,60.24,7.64,595.55,0.4754,190.87,203.27,REL_2021Q2
2043-02,CITY00000290,83.97,73.7,83.26,89.33,78.53,83.66,83.77,5.654,36657.0,326.895,10.659,31.32,23.08,1052.65,0.0314,74.45,93.86,REL_2023Q1
2043-03,CITY00000291,181.77,183.43,176.96,189.38,200.16,154.91,161.51,19.418,101513.33,584.882,12.848,61.37,15.62,941.61,0.5805,155.86,189.32,REL_2021Q4
2043-04,CITY00000292,113.62,135.52,78.56,67.16,78.37,88.85,135.7,5.352,78309.07,828.698,12.764,20.72,19.93,1114.69,0.2166,98.37,119.85,REL_2023Q3
2043-05,CITY00000293,148.48,154.42,119.75,114.22,124.91,166.49,177.74,24.87,102838.95,942.294,2.552,16.27,6.02,190.6,0.7455,150.76,142.12,REL_2022Q3
2043-06,CITY00000294,202.67,187.72,204.91,151.3,219.61,209.03,187.17,4.839,50223.09,295.581,16.464,27.64,10.45,857.01,0.0676,185.01,194.35,REL_2023Q1
2043-07,CITY00000295,150.09,129.07,120.89,145.77,139.3,149.09,124.93,16.236,59716.75,475.743,5.929,12.44,2.59,556.59,0.8664,140.66,158.92,REL_2019Q1
