tech_broadband_reference_year,tech_broadband_country_iso2,tech_broadband_region_nuts_code,tech_broadband_technology_type_code,tech_broadband_households_covered_pct,tech_broadband_households_subscribed_pct,tech_broadband_download_speed_mbps_median,tech_broadband_upload_speed_mbps_median,tech_broadband_latency_ms_median,tech_broadband_5g_coverage_pct,tech_broadband_fiber_coverage_pct,tech_broadband_rural_coverage_gap_pp,tech_broadband_affordability_index,tech_broadband_price_eur_per_month_median,tech_broadband_outage_minutes_avg,tech_broadband_net_neutrality_complaints_count,tech_broadband_public_subsidy_program_code,tech_broadband_infrastructure_investment_eur,tech_broadband_desi_component_score,tech_broadband_data_extract_date
2022,SE,HR819,DSL,61.74,26.93,24.63,6.19,18.19,47.92,22.05,53.38,96.86,20.24,155.29,36,NONE,119465359.09,36.0,2025-12-20
2023,CY,LU7,DSL,44.2,34.27,40.17,7.43,18.96,89.56,64.01,51.37,69.02,84.97,70.89,39,STATE_AID_GBER,111057453.43,37.23,2024-08-03
2024,FR,PT862,DSL,60.33,27.31,42.16,4.31,33.24,25.3,36.53,41.88,53.47,49.15,332.77,39,NATIONAL_RURAL_FIBER,77282225.74,62.93,2025-12-02
2025,IT,RO60,DSL,74.73,38.87,54.07,10.38,36.61,46.19,25.54,29.95,95.45,74.92,313.36,46,ERDF_CONNECT,160899435.93,46.93,2024-06-20
2026,NL,SE65,DSL,59.45,52.44,30.62,12.61,49.57,64.83,74.53,21.67,61.32,74.94,223.27,82,RRF_BROADBAND,192975043.6,71.36,2024-06-24
2014,SI,SE79,DSL,71.28,41.95,48.56,10.06,28.53,74.32,72.93,22.79,85.87,36.27,276.26,47,CEF2_DIGITAL,226236518.23,72.92,2024-01-05
2015,BG,CY956,DSL,46.89,20.8,47.07,6.96,18.24,71.1,44.96,41.26,97.21,66.45,133.93,42,NONE,260138099.43,36.44,2025-11-11
2016,EE,IT49,DSL,36.64,15.18,51.13,6.96,34.94,56.61,40.21,50.56,46.28,83.72,127.71,45,STATE_AID_GBER,320189339.21,23.84,2025-02-26
2017,HU,FI1,DSL,54.77,49.77,15.02,7.5,30.18,46.08,44.09,53.88,70.19,81.0,158.11,95,NATIONAL_RURAL_FIBER,70077902.41,80.71,2025-05-29
2018,LU,PL51,DSL,77.66,67.21,14.93,7.31,42.12,69.54,63.79,36.39,74.54,61.33,77.82,12,ERDF_CONNECT,269887054.83,79.11,2024-09-02
2019,RO,RO797,DSL,69.74,41.52,48.75,13.38,29.21,36.97,55.21,50.23,66.06,34.87,70.5,4,RRF_BROADBAND,321043335.45,66.33,2025-01-15
2020,AT,FR9,DSL,52.9,47.44,40.42,12.4,20.72,57.49,72.25,44.05,66.3,52.49,103.23,19,CEF2_DIGITAL,222575993.18,66.56,2024-07-10
2021,CZ,SE2,DSL,45.28,17.06,20.47,12.37,48.55,27.65,62.33,35.7,74.5,30.48,153.55,29,NONE,178086671.27,20.73,2025-10-29
2022,DE,NL97,DSL,73.3,64.9,49.81,4.9,32.0,48.65,22.24,48.26,44.86,37.92,219.51,7,STATE_AID_GBER,267468381.16,75.26,2026-01-31
2023,LV,HR304,DSL,64.48,59.16,49.85,8.43,42.23,50.4,73.94,52.83,89.07,59.66,412.68,10,NATIONAL_RURAL_FIBER,80790715.78,70.87,2024-08-04
2024,PL,EE994,DSL,46.59,42.41,27.9,9.7,54.13,71.51,32.78,32.23,71.89,45.23,56.34,14,ERDF_CONNECT,33827887.87,21.19,2025-03-13
2025,ES,PL23,DSL,79.79,31.18,29.08,9.4,51.56,19.82,59.06,6.9,58.01,43.98,84.81,12,RRF_BROADBAND,291443347.27,48.78,2025-10-09
2026,HR,PT518,DSL,72.04,26.93,44.8,4.29,29.76,61.17,17.32,19.58,85.27,60.79,289.43,18,CEF2_DIGITAL,116009698.62,52.6,2024-04-27
2014,FI,LT499,DSL,49.26,33.96,34.09,7.74,54.45,51.24,32.18,44.17,73.11,30.32,230.24,9,NONE,29614323.51,57.01,2024-07-21
2015,IE,RO147,DSL,48.26,23.2,14.15,14.5,30.31,73.79,60.09,18.16,62.47,32.87,350.49,41,STATE_AID_GBER,329105877.49,58.34,2026-01-15
2016,MT,FI2,DSL,67.48,52.69,40.05,9.12,33.96,57.28,54.09,54.47,42.68,34.33,149.85,14,NATIONAL_RURAL_FIBER,178911108.42,56.89,2024-07-13
2017,SK,DE72,DSL,69.06,44.72,37.62,8.78,26.82,55.46,60.03,44.91,61.05,29.14,266.02,32,ERDF_CONNECT,190831527.88,58.19,2024-04-20
2018,BE,EE20,DSL,52.06,18.51,54.68,2.51,40.0,80.01,51.34,11.62,57.09,79.57,147.23,34,RRF_BROADBAND,142131107.68,33.31,2024-03-20
2019,DK,SK814,DSL,80.35,45.92,35.22,6.67,46.02,39.81,34.56,43.37,88.96,70.34,247.18,14,CEF2_DIGITAL,181972209.47,81.39,2024-01-03
2020,GR,LT66,DSL,71.43,28.37,29.35,5.78,38.04,86.14,56.22,20.33,78.5,80.96,28.58,25,NONE,261014448.36,45.39,2024-02-11
2021,LT,SI449,DSL,61.78,51.76,45.45,6.13,34.07,21.71,55.96,24.34,83.07,60.89,24.02,56,STATE_AID_GBER,271850993.51,66.79,2024-12-01
2022,PT,PL7,DSL,45.57,23.59,45.88,8.88,37.92,58.42,64.8,52.9,47.38,23.02,336.0,52,NATIONAL_RURAL_FIBER,151429809.04,56.52,2025-11-30
2023,SE,CY372,DSL,77.69,64.14,35.99,5.15,41.59,75.39,40.27,23.97,65.07,49.41,182.37,19,ERDF_CONNECT,168791500.76,22.6,2025-09-02
2024,CY,BG539,DSL,55.92,36.21,30.97,13.84,22.08,53.29,37.81,43.93,92.85,41.78,306.93,19,RRF_BROADBAND,285081371.49,57.15,2025-03-18
2025,FR,NL3,DSL,42.57,21.18,50.17,12.06,46.23,39.61,67.41,27.51,51.6,84.13,151.78,29,CEF2_DIGITAL,168326677.89,22.53,2024-02-17
2026,IT,PT669,DSL,48.16,32.91,43.45,13.14,51.07,51.86,47.8,45.93,73.53,74.5,322.09,31,NONE,89360745.77,48.91,2024-03-17
2014,NL,DK160,DSL,49.28,30.37,38.73,4.39,42.27,90.21,68.02,28.54,60.87,58.1,185.29,23,STATE_AID_GBER,273735202.33,65.0,2024-05-04
2015,SI,FR434,DSL,72.21,46.24,33.62,5.35,29.34,71.15,62.68,7.98,44.59,82.6,417.24,33,NATIONAL_RURAL_FIBER,146057983.02,38.89,2025-11-13
2016,BG,ES35,DSL,58.86,30.33,42.23,13.74,50.64,64.98,8.16,7.09,84.66,55.85,123.95,29,ERDF_CONNECT,216865473.17,76.13,2025-09-24
2017,EE,BE959,DSL,80.98,32.74,41.73,4.72,40.54,20.95,54.08,38.85,58.0,69.55,414.86,29,RRF_BROADBAND,55743707.72,40.7,2026-01-22
2018,HU,FI514,DSL,41.66,22.85,35.28,7.86,38.8,56.29,48.66,20.82,59.32,74.03,258.42,32,CEF2_DIGITAL,119546740.59,24.29,2025-11-26
2019,LU,SE257,DSL,45.1,40.35,50.35,1.57,24.28,72.19,63.25,34.47,54.56,42.27,327.16,33,NONE,333724534.05,41.29,2025-07-24
2020,RO,SE9,DSL,78.61,30.23,37.72,9.22,42.06,35.59,62.8,15.97,89.99,68.02,274.8,68,STATE_AID_GBER,184304055.75,53.4,2025-12-31
2021,AT,RO6,DSL,45.61,28.56,41.6,13.33,46.66,88.35,54.22,41.82,59.13,64.15,121.35,40,NATIONAL_RURAL_FIBER,134362011.99,42.3,2024-05-03
2022,CZ,EE43,DSL,50.07,42.32,28.91,10.38,29.06,52.79,54.95,36.52,93.53,60.0,319.58,52,ERDF_CONNECT,116114146.98,66.06,2025-02-11
2023,DE,SE940,DSL,78.06,57.16,53.74,7.64,32.74,35.91,55.32,16.29,79.89,27.11,387.37,35,RRF_BROADBAND,399369575.31,42.57,2024-10-18
2024,LV,NL72,DSL,75.52,56.62,13.91,3.68,19.61,21.62,73.78,51.04,41.11,22.25,403.64,43,CEF2_DIGITAL,213495379.03,54.08,2024-10-26
2025,PL,BE16,DSL,67.14,33.5,25.69,3.25,39.0,25.5,60.26,29.82,65.93,42.47,227.28,45,NONE,275497251.02,36.65,2025-03-10
2026,ES,BE90,DSL,53.92,49.02,13.2,8.96,48.45,75.87,5.56,15.63,92.38,28.31,161.07,35,STATE_AID_GBER,24013396.74,42.85,2025-04-08
2014,HR,LU661,DSL,47.92,31.1,49.39,11.85,30.02,35.6,6.95,29.86,87.34,76.59,295.66,36,NATIONAL_RURAL_FIBER,145477614.3,28.29,2025-06-21
2015,FI,PT49,DSL,83.96,74.06,50.82,5.31,49.03,23.68,33.6,51.6,83.74,23.07,382.24,72,ERDF_CONNECT,258624697.35,55.92,2026-01-27
2016,IE,LV442,DSL,80.02,58.33,30.97,8.91,36.7,35.18,11.26,6.1,89.8,84.92,218.42,40,RRF_BROADBAND,112520930.56,59.85,2024-08-09
2017,MT,AT613,DSL,53.46,49.05,30.76,13.34,35.95,39.61,68.19,8.72,69.58,76.91,359.95,45,CEF2_DIGITAL,51654989.55,39.44,2025-12-10
2018,SK,ES15,DSL,69.54,39.98,27.28,6.16,50.53,61.13,40.27,19.52,94.97,62.43,227.6,44,NONE,71229049.39,58.02,2024-07-17
2019,BE,MT13,DSL,82.02,72.25,13.43,1.93,47.99,36.03,31.31,31.25,95.61,39.64,28.21,8,STATE_AID_GBER,112309528.59,64.33,2025-08-28
2020,DK,SE14,DSL,51.45,43.11,27.28,8.06,26.15,93.37,35.42,53.65,68.52,74.02,126.53,27,NATIONAL_RURAL_FIBER,8689794.27,47.74,2025-06-27
2021,GR,CY5,DSL,81.19,61.0,25.99,3.58,54.06,90.61,39.84,15.9,87.39,35.85,212.48,13,ERDF_CONNECT,210305142.06,27.27,2025-11-14
2022,LT,AT3,DSL,43.92,33.16,46.48,3.47,36.32,89.05,67.24,30.02,46.92,56.01,362.17,15,RRF_BROADBAND,52555403.4,70.66,2024-12-23
2023,PT,AT943,DSL,37.22,24.28,32.53,11.72,33.6,23.3,25.55,13.73,60.41,61.85,384.81,11,CEF2_DIGITAL,94403353.14,32.54,2024-12-18
2024,SE,DK56,DSL,37.7,30.92,45.2,12.99,41.07,63.79,57.45,53.91,89.12,20.57,187.74,10,NONE,248161383.97,37.6,2024-02-11
2025,CY,BG48,DSL,46.33,29.59,26.04,2.16,24.19,92.04,13.46,44.11,92.17,81.15,159.27,59,STATE_AID_GBER,178174939.27,47.54,2024-03-04
2026,FR,HR320,DSL,69.1,40.34,17.52,6.08,35.6,50.71,40.77,44.68,91.89,76.32,391.91,11,NATIONAL_RURAL_FIBER,63125006.1,63.84,2024-04-15
2014,IT,HR12,DSL,79.54,59.67,20.34,3.17,34.05,53.25,66.36,16.48,75.13,53.11,303.65,19,ERDF_CONNECT,236449163.96,21.31,2024-02-10
2015,NL,BE181,DSL,72.56,41.59,31.74,6.22,48.02,39.59,66.47,19.23,75.01,48.66,305.9,15,RRF_BROADBAND,65025885.49,40.9,2024-07-18
2016,SI,SK205,DSL,83.58,54.82,35.8,12.21,45.81,18.16,9.22,20.06,87.69,39.57,401.35,17,CEF2_DIGITAL,109031451.1,73.45,2025-04-15
2017,BG,SK13,DSL,70.21,49.26,31.72,2.08,40.36,70.99,10.53,29.83,67.77,48.49,266.34,21,NONE,142697300.3,82.37,2025-01-06
2018,EE,PT36,DSL,65.17,43.89,51.56,12.52,54.27,78.6,48.29,35.79,45.55,33.34,239.48,12,STATE_AID_GBER,70327892.28,50.24,2025-02-11
2019,HU,AT16,DSL,78.9,58.48,24.82,6.52,26.43,30.76,25.0,10.41,91.32,60.41,327.63,33,NATIONAL_RURAL_FIBER,207901931.66,60.08,2025-06-19
2020,LU,FI62,DSL,65.79,43.42,37.07,14.9,37.45,60.24,58.72,19.98,74.47,75.47,128.77,19,ERDF_CONNECT,60774585.02,62.92,2025-08-29
2021,RO,RO8,DSL,42.85,30.1,47.75,13.5,42.74,88.08,51.25,46.91,61.39,52.11,265.71,15,RRF_BROADBAND,71127634.83,26.72,2025-10-29
2022,AT,CZ39,DSL,57.12,23.95,46.33,11.66,46.44,31.87,36.79,36.72,59.75,79.91,332.42,27,CEF2_DIGITAL,313006309.69,26.25,2025-07-13
2023,CZ,HR889,DSL,59.47,54.61,46.63,14.28,36.41,57.09,63.33,49.19,67.25,69.3,400.24,17,NONE,246483735.52,84.83,2025-03-19
2024,DE,AT79,DSL,84.03,40.82,12.63,1.83,35.74,27.31,26.01,51.35,89.8,73.38,357.95,26,STATE_AID_GBER,136053375.97,73.62,2025-09-17
2025,LV,FR63,DSL,59.98,37.01,43.92,6.41,38.63,10.61,30.89,32.68,61.02,69.73,46.13,30,NATIONAL_RURAL_FIBER,85436472.25,63.45,2025-02-13
2026,PL,CZ8,DSL,68.11,59.72,11.89,7.74,36.73,84.37,67.87,54.71,51.75,30.71,193.89,66,ERDF_CONNECT,244893840.57,27.3,2024-10-07
2014,ES,IT417,DSL,61.04,24.46,35.36,12.47,37.74,10.89,47.36,41.67,46.19,66.67,196.62,27,RRF_BROADBAND,117588355.21,71.55,2025-04-18
2015,HR,IT39,DSL,38.71,15.42,22.21,7.84,38.96,76.29,25.99,22.39,57.23,51.0,289.7,30,CEF2_DIGITAL,57608170.75,62.13,2024-04-11
2016,FI,IT125,DSL,80.63,58.92,11.59,5.96,38.44,78.98,27.85,31.87,89.79,36.13,97.37,33,NONE,267840966.4,83.47,2024-01-20
2017,IE,FI75,DSL,38.2,17.97,51.64,3.93,37.32,79.38,46.64,21.2,97.4,25.1,77.26,62,STATE_AID_GBER,153893930.2,83.95,2025-11-14
2018,MT,SI8,DSL,63.35,27.02,33.54,5.79,40.8,42.79,62.37,44.02,92.65,84.78,217.97,30,NATIONAL_RURAL_FIBER,254210481.39,79.92,2025-03-11
2019,SK,SK41,DSL,84.27,41.14,19.43,2.99,48.1,53.1,49.65,6.23,50.29,46.79,237.62,26,ERDF_CONNECT,176372884.61,72.69,2024-12-30
2020,BE,AT24,DSL,76.01,57.42,32.52,9.65,43.29,74.67,33.05,19.04,57.4,66.99,170.67,35,RRF_BROADBAND,113666062.75,77.13,2025-03-31
2021,DK,ES82,DSL,69.42,41.75,23.77,8.86,27.25,73.03,49.11,21.39,49.97,72.97,283.07,32,CEF2_DIGITAL,94864638.99,53.09,2026-01-15
2022,GR,CY558,DSL,40.47,24.77,30.73,5.09,36.87,30.28,6.55,39.64,40.64,25.38,277.39,41,NONE,268614606.38,53.12,2026-02-08
2023,LT,FI808,DSL,59.73,44.99,13.18,3.13,30.29,91.68,24.7,26.59,90.17,30.28,167.49,40,STATE_AID_GBER,270926820.77,56.9,2024-01-25
2024,PT,AT270,DSL,75.83,67.11,51.56,2.59,35.68,77.36,35.61,30.13,46.06,62.98,395.25,35,NATIONAL_RURAL_FIBER,408635920.85,71.96,2024-01-03
2025,SE,SE8,DSL,49.19,39.31,51.56,7.06,23.0,64.49,38.29,6.34,60.32,31.44,372.52,33,ERDF_CONNECT,12589762.28,24.62,2024-07-19
2026,CY,FR90,DSL,66.96,43.47,43.81,8.27,19.81,18.49,67.68,7.67,64.97,35.51,349.02,38,RRF_BROADBAND,4536275.94,31.68,2025-10-23
2014,FR,EE6,DSL,76.69,68.32,53.03,2.87,26.69,75.42,65.3,22.74,66.94,26.41,64.45,37,CEF2_DIGITAL,148680877.78,58.8,2025-02-16
2015,IT,AT88,DSL,52.02,44.49,14.15,12.86,20.6,58.81,63.86,45.24,76.45,31.91,319.14,44,NONE,125458482.66,57.87,2024-01-21
2016,NL,BG811,DSL,64.23,32.93,52.4,7.05,36.84,96.49,25.36,23.36,77.33,44.62,326.17,37,STATE_AID_GBER,119120498.95,61.67,2024-07-01
2017,SI,CZ4,DSL,80.87,55.42,40.01,7.7,31.43,12.93,50.17,26.34,49.55,56.3,203.4,92,NATIONAL_RURAL_FIBER,48911848.89,66.84,2024-02-16
2018,BG,PL932,DSL,84.36,45.9,30.25,4.48,24.44,76.05,68.67,39.42,67.81,40.99,406.25,78,ERDF_CONNECT,201025727.73,43.88,2024-02-28
2019,EE,LU6,DSL,45.55,30.35,16.58,6.51,36.85,64.58,24.77,24.27,75.74,69.7,88.59,80,RRF_BROADBAND,260182797.25,81.32,2025-01-18
2020,HU,FR85,DSL,57.88,23.98,33.92,3.95,39.85,16.27,58.24,7.11,59.68,68.1,187.19,2,CEF2_DIGITAL,14134065.53,32.17,2025-02-19
2021,LU,BE86,DSL,54.85,37.13,33.91,12.02,30.61,80.52,6.87,24.33,73.36,46.01,323.42,9,NONE,56293473.21,50.3,2025-03-22
2022,RO,AT40,DSL,53.63,19.4,26.87,12.9,19.64,81.33,9.43,36.83,44.88,74.22,50.91,5,STATE_AID_GBER,34319240.19,51.44,2025-06-18
2023,AT,SK7,DSL,60.6,48.97,11.46,3.84,21.86,56.25,48.61,41.24,49.91,50.65,186.34,20,NATIONAL_RURAL_FIBER,37141867.28,48.95,2024-10-11
2024,CZ,NL9,DSL,58.95,28.43,32.04,9.52,28.2,67.42,34.96,9.81,93.47,72.68,328.43,36,ERDF_CONNECT,339782513.7,38.46,2025-06-08
2025,DE,FI90,DSL,49.11,34.0,43.76,11.11,49.05,67.42,66.49,50.82,92.6,72.8,104.75,12,RRF_BROADBAND,117288449.3,51.92,2025-12-03
2026,LV,SI6,DSL,47.14,32.38,18.47,8.76,51.48,58.05,56.12,21.63,43.72,63.24,386.27,49,CEF2_DIGITAL,169164153.24,81.39,2025-09-08
2014,PL,ES186,DSL,42.42,30.57,16.66,13.07,22.83,43.5,60.77,25.98,49.32,62.41,66.01,11,NONE,71538510.85,73.58,2025-02-22
2015,ES,GR55,DSL,79.63,36.36,30.44,3.39,46.84,68.95,18.88,15.12,40.27,43.13,260.19,9,STATE_AID_GBER,161079863.29,23.61,2025-10-26
2016,HR,AT521,DSL,76.04,45.5,19.46,10.16,21.86,59.67,13.19,53.94,83.43,39.02,157.59,29,NATIONAL_RURAL_FIBER,231342138.32,23.13,2025-12-28
2017,FI,SK34,DSL,66.37,53.04,29.77,7.25,37.68,24.62,18.61,13.37,79.94,75.08,127.47,36,ERDF_CONNECT,14438227.62,61.92,2024-02-09
2018,IE,NL390,DSL,80.96,39.81,15.58,3.6,27.03,16.13,6.99,25.69,44.56,78.2,111.72,70,RRF_BROADBAND,73117927.17,48.87,2024-06-08
2019,MT,LV200,DSL,61.3,24.78,20.55,6.23,33.79,49.19,9.23,32.72,90.27,44.48,333.98,22,CEF2_DIGITAL,164136514.31,50.51,2024-11-05
2020,SK,SI3,DSL,49.69,28.94,48.36,10.25,25.77,50.52,62.6,29.6,48.47,40.72,90.84,25,NONE,153580638.74,35.76,2024-03-21
2021,BE,HR54,DSL,53.05,37.29,21.04,13.59,19.59,24.29,74.36,48.78,52.2,63.33,215.48,17,STATE_AID_GBER,52415882.25,42.28,2026-02-16
2022,DK,ES39,DSL,58.7,34.56,46.33,11.16,20.4,76.35,29.79,17.71,89.99,54.35,293.38,56,NATIONAL_RURAL_FIBER,112378729.95,46.22,2024-05-01
2023,GR,HU77,DSL,54.83,42.02,22.84,2.99,27.84,67.47,14.61,35.27,78.26,36.57,353.55,27,ERDF_CONNECT,26643934.47,39.1,2025-03-10
2024,LT,LT92,DSL,44.72,24.1,27.36,5.85,49.99,62.98,30.59,36.76,63.9,81.97,228.79,17,RRF_BROADBAND,222951797.47,50.41,2025-07-02
2025,PT,PL790,DSL,61.6,50.2,53.41,10.5,28.07,87.37,40.09,21.91,56.56,50.41,46.59,33,CEF2_DIGITAL,53680281.34,61.38,2025-09-13
2026,SE,IT7,DSL,63.12,24.96,21.87,6.92,39.71,26.64,48.92,48.03,61.12,80.07,240.23,65,NONE,66362476.23,82.21,2024-11-25
2014,CY,BG788,DSL,61.98,43.43,27.12,8.17,22.89,91.42,56.48,35.68,81.32,66.47,274.07,60,STATE_AID_GBER,245977144.77,42.22,2025-12-30
2015,FR,NL96,DSL,84.04,53.18,10.11,9.84,18.65,76.05,11.91,50.65,86.63,47.55,419.35,47,NATIONAL_RURAL_FIBER,281889678.43,50.34,2026-01-20
2016,IT,DK7,DSL,74.99,55.44,39.49,10.39,43.48,14.27,64.91,39.05,68.95,46.95,302.8,28,ERDF_CONNECT,265050768.34,68.05,2025-06-09
2017,NL,BG67,DSL,73.48,58.93,27.4,5.93,29.18,59.69,26.4,44.61,96.0,35.96,373.91,31,RRF_BROADBAND,226184017.18,72.52,2025-09-05
2018,SI,EE226,DSL,71.08,52.97,47.26,10.0,54.57,89.88,35.81,32.33,90.02,44.47,402.57,55,CEF2_DIGITAL,124861607.32,50.6,2026-01-15
2019,BG,CZ721,DSL,41.23,19.2,45.67,8.19,18.74,33.14,37.88,52.99,97.28,61.56,236.54,63,NONE,113070047.97,67.19,2024-03-24
2020,EE,DE24,DSL,44.94,30.43,32.46,10.85,20.53,67.22,34.79,39.57,83.74,49.88,13.25,31,STATE_AID_GBER,301199489.1,51.5,2024-02-24
2021,HU,CY593,DSL,62.01,40.62,42.32,9.72,27.67,32.25,64.76,37.64,67.01,52.8,37.2,30,NATIONAL_RURAL_FIBER,233256561.72,30.37,2024-10-19
2022,LU,BG132,DSL,80.4,55.33,50.46,14.74,49.79,79.23,71.92,11.9,62.25,51.64,230.56,33,ERDF_CONNECT,103852420.31,71.98,2025-09-07
2023,RO,IE433,DSL,71.37,56.44,28.42,5.26,25.72,12.68,19.06,27.59,44.43,84.36,274.75,40,RRF_BROADBAND,108210147.76,80.0,2025-06-20
2024,AT,NL23,DSL,71.93,33.85,45.69,7.79,27.13,30.97,7.68,21.64,83.21,35.79,313.39,39,CEF2_DIGITAL,311978769.5,63.92,2025-08-21
2025,CZ,BE911,DSL,49.16,37.31,53.86,4.99,50.18,69.43,49.1,47.55,80.34,64.74,369.32,80,NONE,98671900.84,42.28,2024-10-06
2026,DE,FI390,DSL,83.36,34.15,28.65,10.62,29.18,88.47,40.87,23.31,41.91,57.47,143.45,37,STATE_AID_GBER,87793481.69,61.11,2025-04-16
2014,LV,SI33,DSL,46.07,22.0,38.78,7.85,54.49,17.87,54.31,35.96,61.52,80.6,113.11,36,NATIONAL_RURAL_FIBER,22272785.26,80.06,2025-03-08
2015,PL,DK45,DSL,50.37,22.42,44.96,12.43,18.95,77.0,63.07,35.38,74.2,33.98,151.75,41,ERDF_CONNECT,22393798.87,38.55,2025-01-14
2016,ES,LU3,DSL,64.63,50.83,52.21,3.5,21.17,17.12,7.86,50.15,53.57,32.67,81.3,43,RRF_BROADBAND,235525663.7,48.75,2024-07-04
2017,HR,GR19,DSL,79.16,28.97,40.21,6.39,27.24,52.93,12.42,44.41,93.31,76.78,32.06,39,CEF2_DIGITAL,186848871.45,35.71,2025-05-13
2018,FI,PL90,DSL,59.57,39.53,45.16,2.91,47.59,45.76,60.29,50.43,70.28,55.06,349.84,43,NONE,129484818.38,57.85,2024-08-08
2019,IE,BG51,DSL,41.74,18.65,15.02,2.69,22.98,90.7,65.05,47.78,58.62,71.52,26.72,42,STATE_AID_GBER,39541359.76,70.75,2025-05-22
2020,MT,PL93,DSL,36.4,23.24,35.38,5.08,27.12,90.35,14.48,22.78,68.51,25.32,254.8,49,NATIONAL_RURAL_FIBER,92894734.66,22.22,2024-11-01
2021,SK,EE95,DSL,80.36,64.25,44.66,13.21,42.86,88.74,11.26,12.45,72.34,69.98,241.94,8,ERDF_CONNECT,296157666.74,24.24,2024-07-12
2022,BE,RO473,DSL,70.71,60.28,20.92,12.63,34.17,63.15,7.72,42.15,60.76,27.45,284.89,3,RRF_BROADBAND,32027075.94,56.4,2025-07-17
2023,DK,LV390,DSL,57.91,43.92,54.1,11.64,50.85,73.36,45.31,8.74,89.04,32.44,112.17,28,CEF2_DIGITAL,326177699.51,76.92,2024-02-08
2024,GR,PT431,DSL,76.44,34.07,52.69,9.3,36.53,10.87,20.94,27.2,76.33,57.59,399.02,34,NONE,44680113.35,64.69,2025-12-20
2025,LT,PT123,DSL,55.8,36.03,42.75,8.64,53.78,21.72,65.43,19.28,69.79,42.5,199.15,8,STATE_AID_GBER,92630540.05,80.69,2026-02-15
2026,PT,SE761,DSL,51.69,44.2,29.36,5.85,41.67,93.06,36.29,34.42,96.53,48.67,55.41,15,NATIONAL_RURAL_FIBER,107900951.25,70.53,2025-05-06
2014,SE,BG4,DSL,37.34,14.51,42.52,10.99,23.27,55.81,34.22,52.38,67.07,27.23,143.54,17,ERDF_CONNECT,418712079.54,78.19,2025-01-18
2015,CY,LU93,DSL,49.92,44.8,53.93,8.71,27.67,54.5,41.57,14.61,77.3,41.15,266.1,18,RRF_BROADBAND,228749018.87,70.38,2025-02-06
2016,FR,DK3,DSL,79.97,68.57,53.6,14.35,54.77,25.49,45.05,17.04,94.55,83.54,70.45,18,CEF2_DIGITAL,163421851.66,42.43,2025-07-12
2017,IT,DE54,DSL,72.06,39.03,42.49,7.95,49.66,72.85,54.41,51.02,53.62,24.25,203.26,21,NONE,86374523.08,40.57,2024-01-19
2018,NL,SK6,DSL,66.24,27.8,30.69,11.76,34.31,11.14,69.86,23.4,95.85,81.01,309.87,13,STATE_AID_GBER,141285686.57,34.64,2024-11-19
2019,SI,IT70,DSL,42.04,37.33,19.54,7.17,45.51,35.76,14.99,34.02,73.74,23.32,250.57,12,NATIONAL_RURAL_FIBER,24105122.23,51.22,2024-05-29
2020,BG,LT87,DSL,62.13,46.44,18.5,14.37,45.89,79.71,63.52,24.91,90.48,76.76,75.09,20,ERDF_CONNECT,110022877.52,79.38,2025-01-09
2021,EE,FR6,DSL,75.09,42.56,24.27,14.68,25.58,22.44,57.32,33.2,64.49,45.11,155.73,21,RRF_BROADBAND,8131104.3,84.01,2025-02-02
2022,HU,DE28,DSL,57.01,36.01,12.97,13.03,19.13,94.02,14.92,22.95,95.54,74.13,19.06,36,CEF2_DIGITAL,188454004.9,71.91,2025-08-04
2023,LU,RO39,DSL,68.94,34.62,28.91,3.65,37.68,43.26,10.44,20.09,89.28,32.96,325.2,67,NONE,232497835.96,34.93,2024-11-04
2024,RO,DE52,DSL,63.16,49.19,47.04,14.8,41.93,56.69,40.4,16.37,92.29,31.3,62.75,27,STATE_AID_GBER,362318636.78,59.9,2025-09-06
2025,AT,MT23,DSL,55.92,39.69,30.08,4.08,28.63,23.17,19.06,38.32,68.07,61.2,103.74,25,NATIONAL_RURAL_FIBER,233446999.7,25.11,2025-11-11
2026,CZ,SE548,DSL,56.6,25.85,51.8,11.98,33.31,47.78,9.3,13.7,83.42,77.05,350.7,33,ERDF_CONNECT,61842550.08,60.02,2025-01-14
2014,DE,CZ7,DSL,55.47,20.55,17.03,6.3,37.79,96.33,35.3,8.39,72.01,34.91,415.04,31,RRF_BROADBAND,97093974.31,21.08,2025-05-14
2015,LV,ES50,DSL,74.21,48.78,30.32,8.9,49.02,28.99,29.3,33.75,41.75,71.47,110.98,23,CEF2_DIGITAL,12173004.84,35.1,2024-12-25
2016,PL,CZ504,DSL,54.87,31.08,24.35,12.12,37.54,78.77,50.22,43.16,45.27,25.67,372.78,29,NONE,129228545.71,56.38,2024-09-27
2017,ES,FI79,DSL,80.27,49.82,28.84,2.06,22.12,28.53,54.21,27.12,65.59,45.29,153.05,34,STATE_AID_GBER,157589900.34,71.19,2025-09-21
2018,HR,FR77,DSL,72.01,26.47,11.98,10.48,38.5,89.74,55.72,46.89,61.81,58.47,76.01,35,NATIONAL_RURAL_FIBER,10730292.69,75.04,2025-05-08
2019,FI,EE407,DSL,39.97,23.1,45.64,6.15,52.0,26.27,73.32,28.68,77.25,31.23,297.9,33,ERDF_CONNECT,137666954.05,68.15,2025-11-29
2020,IE,LT608,DSL,80.75,69.29,16.76,6.46,37.22,21.15,31.97,32.83,93.55,81.67,62.92,25,RRF_BROADBAND,176245619.31,76.36,2025-10-17
