tax_vat_reference_year,tax_vat_country_iso2,tax_vat_region_nuts_code,tax_vat_vat_rate_standard_pct,tax_vat_vat_rate_reduced_pct,tax_vat_tax_base_eur,tax_vat_net_vat_revenue_eur,tax_vat_gross_vat_revenue_eur,tax_vat_refunds_eur,tax_vat_vies_transactions_count,tax_vat_one_stop_shop_oss_flag,tax_vat_e_invoicing_mandate_flag,tax_vat_vat_gap_eur,tax_vat_vat_gap_pct,tax_vat_compliance_rate_pct,tax_vat_audit_yield_eur,tax_vat_late_payment_interest_eur,tax_vat_carousel_fraud_cases_count,tax_vat_data_source,tax_vat_data_extract_date
2021,BG,BE727,18.93,5.29,28365181673.57,3975490225.63,4615555730.14,640065504.51,375932,1,1,833376625.26,17.33,82.67,272570445.46,31512287.41,163,EU_COMMISSION_VAT_GAP_STUDY,2026-02-07
2022,EE,ES624,25.13,15.53,28600196374.89,5422763193.45,6570974045.65,1148210852.2,389779,1,0,1253872109.99,18.78,81.22,273715665.88,11048013.03,61,NATIONAL_TAX_AUTHORITY,2024-03-26
2023,HU,CY29,16.96,4.58,28795677694.02,3710650107.48,4105855979.23,395205871.75,393272,0,0,671834960.99,15.33,84.67,260665074.97,22800403.63,104,EUROFISC,2025-08-20
2024,LU,LV99,25.85,19.76,28932548908.06,5112371883.39,5960768252.35,848396368.96,396424,1,0,1251048434.5,19.66,80.34,203794972.62,34298032.9,35,VIES_AGGREGATE,2024-03-10
2025,RO,PT102,17.98,7.66,29139921141.12,4453499463.23,5775987228.93,1322487765.7,390830,1,0,97854101.64,2.15,97.85,49892934.59,24390135.12,132,EU_COMMISSION_VAT_GAP_STUDY,2024-12-13
2026,AT,CZ507,17.12,4.1,29268879080.84,3722443847.39,4885459643.77,1163015796.38,403662,0,0,626713586.18,14.41,85.59,218892647.01,26789512.59,158,NATIONAL_TAX_AUTHORITY,2025-06-22
2010,CZ,SI70,22.13,10.13,29529348772.33,5166833657.79,5776017188.59,609183530.8,402041,0,1,931164286.02,15.27,84.73,236319158.49,42919233.97,14,EUROFISC,2024-01-22
2011,DE,HU72,20.2,7.21,29712314902.71,4720022871.49,5708457828.26,988434956.77,392691,1,1,684170936.03,12.66,87.34,80235448.64,7041201.2,62,VIES_AGGREGATE,2026-02-03
2012,LV,LU88,21.86,13.43,29850407956.57,5501979785.63,6603834011.12,1101854225.49,400058,1,1,289577883.45,5.0,95.0,44915609.02,19187689.8,7,EU_COMMISSION_VAT_GAP_STUDY,2026-01-07
2013,PL,DE4,23.14,15.55,30076739127.21,5870645322.89,6705400018.95,834754696.06,409916,1,0,430358565.58,6.83,93.17,51249976.97,18720024.12,3,NATIONAL_TAX_AUTHORITY,2024-09-06
2014,ES,CZ62,19.8,10.52,30191336943.02,5044091731.18,5934502157.31,890410426.13,412435,0,0,142101700.02,2.74,97.26,37231021.28,3327774.05,14,EUROFISC,2025-03-20
2015,HR,SE9,20.03,9.7,30431489061.11,4654953240.42,5519703350.33,864750109.91,412245,1,0,854519171.01,15.51,84.49,271053173.28,40676390.29,19,VIES_AGGREGATE,2024-03-10
2016,FI,NL878,18.22,10.5,30614156598.64,4460170535.02,5573977038.88,1113806503.86,419980,1,0,856518623.42,16.11,83.89,255389845.55,993274.11,90,EU_COMMISSION_VAT_GAP_STUDY,2025-11-28
2017,IE,DE15,21.19,10.15,30787144539.79,5046276748.58,6631080784.74,1584804036.16,412807,0,0,1133342096.12,18.34,81.66,219804322.19,4566900.19,41,NATIONAL_TAX_AUTHORITY,2024-08-26
2018,MT,MT76,23.15,9.5,30913337833.67,5827269486.86,6512037685.15,684768198.29,410054,1,0,888495739.44,13.23,86.77,246898611.17,43841046.9,88,EUROFISC,2024-08-07
2019,SK,AT203,19.08,9.81,31094603773.63,5002406519.66,6130039146.96,1127632627.3,425312,1,1,164835004.62,3.19,96.81,19927313.21,21741060.57,71,VIES_AGGREGATE,2024-04-24
2020,BE,NL807,18.76,8.47,31280249942.68,4568466565.09,5512795542.08,944328976.99,427325,1,0,541103466.32,10.59,89.41,52966933.19,22206252.34,94,EU_COMMISSION_VAT_GAP_STUDY,2024-09-28
2021,DK,ES532,20.85,14.18,31485129110.43,4917371167.61,6085769699.3,1168398531.69,430249,0,0,1083081751.99,18.05,81.95,282222419.25,22382508.01,160,NATIONAL_TAX_AUTHORITY,2025-01-02
2022,GR,LU6,17.15,9.56,31649705166.3,4524237850.1,5957713761.31,1433475911.21,427246,0,0,161663600.03,3.45,96.55,50228229.04,26110995.49,20,EUROFISC,2024-07-08
2023,LT,CY816,24.89,16.35,31812014355.99,5217733755.69,5730541479.2,512807723.51,439630,0,1,1469096637.36,21.97,78.03,46051664.78,39881478.21,80,VIES_AGGREGATE,2026-02-18
2024,PT,LU535,23.97,11.18,31963204508.92,5577743060.56,6606993810.31,1029250749.75,433048,0,1,924638684.09,14.22,85.78,23436401.13,29988726.65,105,EU_COMMISSION_VAT_GAP_STUDY,2025-05-09
2025,SE,BE676,26.18,16.86,32203347527.7,6172220500.03,7875307515.79,1703087015.76,442396,1,1,992283852.88,13.85,86.15,67646580.27,43765010.93,26,NATIONAL_TAX_AUTHORITY,2025-03-16
2026,CY,BE5,22.79,9.64,32324357462.58,6617146119.23,8239377411.7,1622231292.47,449519,0,1,230066338.58,3.36,96.64,60619346.82,23661895.96,129,EUROFISC,2024-11-29
2010,FR,EE3,26.16,16.6,32480522991.37,7000765010.89,7968901893.03,968136882.14,447750,0,1,394930119.99,5.34,94.66,23261495.61,15868770.94,122,VIES_AGGREGATE,2025-07-12
2011,IT,FR560,23.82,16.41,32690981421.15,6461909971.41,7264112655.36,802202683.95,447278,1,0,360207819.35,5.28,94.72,80538311.36,24429033.12,141,EU_COMMISSION_VAT_GAP_STUDY,2024-02-03
2012,NL,HU539,23.16,13.55,32875606931.79,6294685040.19,7341592944.81,1046907904.62,455925,1,0,287647951.75,4.37,95.63,114507705.96,17865849.87,68,NATIONAL_TAX_AUTHORITY,2025-08-27
2013,SI,PT9,20.89,9.32,33082085923.27,5894264635.28,6414715341.71,520450706.43,443488,1,0,738938870.55,11.14,88.86,255813925.19,22946822.04,136,EUROFISC,2024-10-05
2014,BG,MT40,21.09,10.3,33306605968.93,6155592072.07,6823873871.66,668281799.59,458626,1,1,494788299.66,7.44,92.56,20681442.32,4188420.95,58,VIES_AGGREGATE,2025-08-23
2015,EE,AT7,21.83,12.94,33418494106.75,6268945930.73,7167838755.24,898892824.51,445897,1,0,183906288.24,2.85,97.15,77564137.16,17627732.13,75,EU_COMMISSION_VAT_GAP_STUDY,2024-07-25
2016,HU,EE459,19.2,8.7,33667365070.45,4414971293.35,5516295808.75,1101324515.4,457752,1,1,1114109850.48,20.15,79.85,116745301.72,11308668.73,67,NATIONAL_TAX_AUTHORITY,2025-12-30
2017,LU,IE82,25.17,11.9,33835322087.43,6915523561.17,8579669034.69,1664145473.52,456158,1,1,1186073862.88,14.64,85.36,83279828.49,35466315.44,55,EUROFISC,2024-09-06
2018,RO,LV77,18.81,9.58,33965232034.62,4779174302.14,5798319076.1,1019144773.96,455568,0,0,1303521767.78,21.43,78.57,15352418.42,9928354.65,136,VIES_AGGREGATE,2024-04-28
2019,AT,DK802,22.81,11.13,34112811888.3,5942319676.41,6719761734.79,777442058.38,459936,1,0,1526659303.49,20.44,79.56,150074735.61,22264923.61,66,EU_COMMISSION_VAT_GAP_STUDY,2025-12-25
2020,CZ,LV815,22.09,10.38,34359016793.53,6086671543.41,8028799795.25,1942128251.84,457805,1,1,803380011.27,11.66,88.34,187983851.28,6802374.93,84,NATIONAL_TAX_AUTHORITY,2025-01-25
2021,DE,BG447,25.16,18.87,34484561443.02,5915934552.8,6786952597.71,871018044.91,471255,0,1,1351798313.05,18.6,81.4,296073408.46,22571363.32,50,EUROFISC,2025-06-05
2022,LV,DE8,26.82,15.69,34739228736.3,7451674930.24,9290391531.47,1838716601.23,465703,1,1,1465011596.31,16.43,83.57,174194711.24,38136789.36,127,VIES_AGGREGATE,2025-11-18
2023,PL,FI58,19.05,12.21,34873581081.14,5698359520.03,7162543855.41,1464184335.38,472330,1,1,310666653.15,5.17,94.83,144494453.8,22493612.44,2,EU_COMMISSION_VAT_GAP_STUDY,2024-08-26
2024,ES,PT67,26.19,13.83,35082749621.66,7305262334.12,8452998520.08,1147736185.96,475663,1,0,1209029430.59,14.2,85.8,294343952.0,17283668.15,129,NATIONAL_TAX_AUTHORITY,2025-08-31
2025,HR,DE88,22.9,15.49,35193544329.8,6502116805.5,7088462536.31,586345730.81,475517,1,0,625834088.49,8.78,91.22,87307543.42,4758542.66,67,EUROFISC,2024-12-29
2026,FI,LU2,20.25,6.47,35377842364.94,4880915009.52,5788830210.78,907915201.26,473955,1,0,1174059571.21,19.39,80.61,248617384.99,8844978.17,4,VIES_AGGREGATE,2025-01-10
2010,IE,ES627,17.9,10.06,35541533567.64,4845784112.63,5475325737.62,629541624.99,477322,1,1,961027286.57,16.55,83.45,150968435.47,29822969.79,107,EU_COMMISSION_VAT_GAP_STUDY,2024-08-21
2011,MT,CZ41,21.87,10.11,35778650598.22,6334044189.11,7676536367.39,1342492178.28,482757,1,0,1136228471.71,15.21,84.79,243952748.72,13516877.71,47,NATIONAL_TAX_AUTHORITY,2024-08-20
2012,SK,IT8,19.94,10.05,36015186138.49,5684705836.07,6385502629.68,700796793.61,497261,0,1,406267951.64,6.67,93.33,58375519.95,5812369.52,71,EUROFISC,2025-10-18
2013,BE,FR504,20.21,13.85,36111111094.67,6551019594.72,8454738126.79,1903718532.07,499644,1,1,421117053.56,6.04,93.96,143506937.35,13043084.69,123,VIES_AGGREGATE,2024-09-28
2014,DK,NL89,20.93,13.51,36316713500.77,5737207382.23,7113404556.89,1376197174.66,494661,0,0,1223733387.28,17.58,82.42,265313957.41,23116001.06,4,EU_COMMISSION_VAT_GAP_STUDY,2024-09-16
2015,GR,ES46,21.19,9.33,36447932951.32,6859156819.89,8805033891.3,1945877071.41,500797,1,1,173711856.31,2.47,97.53,31760213.17,16928636.39,0,NATIONAL_TAX_AUTHORITY,2024-02-24
2016,LT,DE1,21.98,10.26,36644282718.65,6447922861.39,8268472350.74,1820549489.35,501262,0,1,1243742248.22,16.17,83.83,285246696.83,40469009.67,124,EUROFISC,2025-11-16
2017,PT,DE751,27.09,13.51,36884293601.1,7800443022.0,9060151279.24,1259708257.24,494768,1,1,684755522.55,8.07,91.93,120174464.24,11073572.71,140,VIES_AGGREGATE,2024-11-02
2018,SE,PT5,19.24,9.51,36983601621.47,5835730679.95,6528448941.7,692718261.75,511510,1,1,501943820.43,7.92,92.08,135041528.92,4585359.39,145,EU_COMMISSION_VAT_GAP_STUDY,2026-02-16
2019,CY,IT712,17.05,5.37,37162919982.31,5136700518.71,6653934411.19,1517233892.48,503149,0,0,102157735.96,1.95,98.05,137239461.1,20161199.77,132,NATIONAL_TAX_AUTHORITY,2025-11-20
2020,FR,LV8,16.96,5.77,37394665300.17,5374043620.51,5840180479.27,466136858.76,518318,1,1,291193171.08,5.14,94.86,101338748.5,6984638.15,120,EUROFISC,2024-11-24
2021,IT,CY332,23.76,14.13,37568659396.24,6462728922.52,8005694968.72,1542966046.2,508420,1,1,1220020628.74,15.88,84.12,51297913.28,9626924.61,71,VIES_AGGREGATE,2024-04-02
2022,NL,HR65,24.85,18.49,37786566336.45,6816961003.77,8607966980.28,1791005976.51,505187,1,0,1443018402.23,17.47,82.53,193493064.81,40936076.41,69,EU_COMMISSION_VAT_GAP_STUDY,2025-02-21
2023,SI,HU6,22.11,11.86,37966810935.0,7823669208.09,10275252906.37,2451583698.28,525130,0,1,216274485.36,2.69,97.31,100504231.7,22418122.42,83,NATIONAL_TAX_AUTHORITY,2024-01-21
2024,BG,BG620,17.25,8.64,38067462983.57,5763470093.52,7067433728.46,1303963634.94,510005,1,0,306535270.9,5.05,94.95,132174567.49,14715918.62,50,EUROFISC,2024-08-11
2025,EE,GR3,24.94,11.75,38242408288.49,7901712010.61,9987257086.91,2085545076.3,514848,1,0,738760390.28,8.55,91.45,44909832.35,5655223.28,31,VIES_AGGREGATE,2025-03-23
2026,HU,LV822,24.1,11.53,38495762491.68,7290909568.76,8659606076.33,1368696507.57,525530,1,1,862646200.38,10.58,89.42,228474887.79,14577192.88,12,EU_COMMISSION_VAT_GAP_STUDY,2025-08-30
2010,LU,FI502,20.18,13.48,38637040210.89,6012103544.13,7443837958.91,1431734414.78,530740,0,1,1378312613.37,18.65,81.35,76673752.43,1147959.75,159,NATIONAL_TAX_AUTHORITY,2024-05-09
2011,RO,FR70,24.0,11.82,38872231111.29,8215449840.92,10303406291.31,2087956450.39,530785,1,1,224502738.62,2.66,97.34,88768484.48,13289547.87,88,EUROFISC,2025-09-06
2012,AT,IT377,25.76,18.51,39034204044.42,8759312575.15,11277642517.82,2518329942.67,525436,1,0,761679354.36,8.0,92.0,81222454.55,3698699.97,38,VIES_AGGREGATE,2024-04-16
2013,CZ,FI37,25.99,16.56,39208451020.24,6686164465.63,8290318851.25,1604154385.62,537794,0,0,1811756817.58,21.32,78.68,31735155.56,18666781.33,42,EU_COMMISSION_VAT_GAP_STUDY,2024-05-07
2014,DE,MT72,19.08,12.41,39382832685.01,6172504004.61,7588720509.51,1416216504.9,527994,1,1,729546766.5,10.57,89.43,241241539.12,22468034.62,112,NATIONAL_TAX_AUTHORITY,2025-11-22
2015,LV,CY985,23.16,12.33,39593994381.47,7124924091.03,9382222508.49,2257298417.46,536404,0,1,1224922494.02,14.67,85.33,120777940.32,17300404.55,33,EUROFISC,2026-01-31
2016,PL,CY18,23.09,11.73,39706281737.84,7496849174.56,9838522574.0,2341673399.44,546389,0,1,631578858.14,7.77,92.23,45897577.59,17234941.35,37,VIES_AGGREGATE,2024-06-07
2017,ES,FR430,20.91,9.21,39911267962.29,6402146034.76,7540668471.85,1138522437.09,542312,1,0,1519341263.87,19.18,80.82,834608.35,3435525.65,134,EU_COMMISSION_VAT_GAP_STUDY,2024-11-19
2018,HR,IT53,19.12,6.81,40072428065.23,7008800859.18,7632367463.59,623566604.41,546371,0,1,242933087.2,3.35,96.65,145087095.85,2556411.13,101,NATIONAL_TAX_AUTHORITY,2025-07-01
2019,FI,IE356,22.01,15.31,40287379648.33,6915360655.71,7690056280.21,774695624.5,556177,1,0,1501582693.5,17.84,82.16,26664931.28,24123098.82,23,EUROFISC,2024-11-13
2020,IE,ES547,22.84,16.52,40427001849.56,7118304074.19,8020031669.73,901727595.54,544452,0,0,1371026962.41,16.15,83.85,78898813.15,20919297.23,87,VIES_AGGREGATE,2024-01-15
2021,MT,BE9,25.1,11.86,40590774026.44,7118166669.18,7743918401.63,625751732.45,556715,0,1,1691445545.15,19.2,80.8,144503666.66,4179543.25,29,EU_COMMISSION_VAT_GAP_STUDY,2024-08-15
2022,SK,DK343,20.04,12.37,40784966883.19,6449632358.96,7103126066.23,653493707.27,560036,0,1,593757789.52,8.43,91.57,34206168.64,26527678.39,101,NATIONAL_TAX_AUTHORITY,2026-01-12
2023,BE,AT607,19.75,7.75,41006348809.4,5840803938.89,7092451094.42,1251647155.53,560934,0,0,1052626887.13,15.27,84.73,234615775.22,6787255.78,126,EUROFISC,2024-12-28
2024,DK,LU746,27.13,17.13,41192616743.83,9404167107.26,11056720618.34,1652553511.08,562087,1,0,188006604.76,1.96,98.04,75216631.01,6334005.54,62,VIES_AGGREGATE,2025-11-27
2025,GR,LU45,26.2,17.76,41419796736.38,10136793886.72,11913525829.38,1776731942.66,559875,1,0,258851571.92,2.49,97.51,118842356.85,5523342.67,156,EU_COMMISSION_VAT_GAP_STUDY,2026-01-08
2026,LT,GR79,19.07,10.9,41508644229.09,6106728267.35,7748133542.84,1641405275.49,567162,1,0,960426306.6,13.59,86.41,258473685.77,40069891.79,75,NATIONAL_TAX_AUTHORITY,2025-10-11
2010,PT,CZ845,19.76,11.64,41773589775.76,6349939808.14,7116294091.76,766354283.62,567276,0,1,626482745.3,8.98,91.02,52394399.97,26338773.8,99,EUROFISC,2026-01-11
2011,SE,SE195,20.18,9.87,41916558786.6,6164977528.65,7624480287.64,1459502758.99,581093,0,1,1662571390.41,21.24,78.76,56952564.6,26328836.51,142,VIES_AGGREGATE,2024-12-23
2012,CY,LV349,18.17,4.25,42125693933.9,6282973271.44,7540231738.57,1257258467.13,566036,0,0,513103820.44,7.55,92.45,53704955.26,4847490.1,157,EU_COMMISSION_VAT_GAP_STUDY,2025-05-09
2013,FR,SI441,23.96,10.5,42273929411.54,7633142960.81,9456216262.84,1823073302.03,570675,0,1,1414081124.54,15.63,84.37,206695786.12,26683481.59,103,NATIONAL_TAX_AUTHORITY,2025-02-19
2014,IT,NL29,21.04,7.24,42385228797.61,6224632423.65,7032112563.14,807480139.49,578537,1,0,1284877075.26,17.11,82.89,243545509.01,9887933.69,153,EUROFISC,2025-04-08
2015,NL,SI91,20.83,11.53,42651803015.9,8197289102.77,9971511546.75,1774222443.98,589553,0,0,330006333.38,3.87,96.13,148569951.02,9360684.42,84,VIES_AGGREGATE,2025-09-19
2016,SI,DE625,22.98,9.55,42833653855.05,6703595037.84,8521002225.84,1817407188.0,580442,0,0,1381792777.67,17.09,82.91,169091995.68,43449353.73,71,EU_COMMISSION_VAT_GAP_STUDY,2024-05-18
2017,BG,LT629,17.23,5.35,42960424301.69,6113296658.37,6847795472.98,734498814.61,585819,1,1,543892341.28,8.17,91.83,116535634.92,6106371.36,56,NATIONAL_TAX_AUTHORITY,2024-06-02
2018,EE,CZ258,23.18,16.56,43132560804.5,7561173040.48,8881126524.87,1319953484.39,590950,1,1,1585038451.57,17.33,82.67,264904647.02,28817849.27,46,EUROFISC,2024-05-16
2019,HU,LT91,17.75,8.1,43357920806.25,5348787221.3,6053317286.11,704530064.81,593167,1,0,1428692785.42,21.08,78.92,172433652.09,29196636.55,50,VIES_AGGREGATE,2024-05-19
2020,LU,IE98,19.06,12.48,43471024598.53,6752799858.93,8442463237.97,1689663379.04,604091,1,1,1137828627.78,14.42,85.58,179714203.77,19059862.02,110,EU_COMMISSION_VAT_GAP_STUDY,2025-07-26
2021,RO,ES39,21.13,8.33,43675739038.18,7596257384.59,9349192089.33,1752934704.74,588994,1,0,1103075396.66,12.68,87.32,141779019.12,29640460.2,111,NATIONAL_TAX_AUTHORITY,2025-01-05
2022,AT,LT370,17.82,6.54,43860300089.07,5625493543.69,6551562605.65,926069061.96,601474,0,1,959422227.92,14.57,85.43,168011179.74,36249194.04,139,EUROFISC,2025-12-10
2023,CZ,IE472,20.08,7.06,44067497206.06,6550604726.67,8095641476.75,1545036750.08,604188,0,0,781614577.87,10.66,89.34,150409203.21,13634279.61,117,VIES_AGGREGATE,2024-07-16
2024,DE,RO5,20.99,8.39,44191093249.1,7375163051.65,9184996295.79,1809833244.14,605383,1,0,281775332.53,3.68,96.32,116251670.18,7074783.05,28,EU_COMMISSION_VAT_GAP_STUDY,2024-04-06
2025,LV,LT56,24.86,17.18,44426676909.57,8745464050.94,9504517726.24,759053675.3,602266,1,0,948023037.23,9.78,90.22,28982345.92,4703888.13,81,NATIONAL_TAX_AUTHORITY,2025-09-05
2026,PL,SK663,22.91,15.03,44551249862.8,6956480073.07,7908228096.92,951748023.85,614147,1,1,1805933421.17,20.61,79.39,201700895.83,31957498.8,104,EUROFISC,2024-10-25
2010,ES,NL5,22.82,9.79,44734370831.55,7533387408.86,9493314114.97,1959926706.11,604191,1,1,1782041562.16,19.13,80.87,216904180.26,4024034.98,138,VIES_AGGREGATE,2024-02-01
2011,HR,DE158,26.77,15.96,45000938958.33,9493950846.3,10373574217.91,879623371.61,607401,0,0,1762808516.16,15.66,84.34,261135303.16,10124489.65,143,EU_COMMISSION_VAT_GAP_STUDY,2024-10-29
2012,FI,EE5,26.88,15.74,45158854912.0,9265250639.22,11590109011.16,2324858371.94,608282,1,1,2338068883.9,20.15,79.85,305454308.0,42921011.65,70,NATIONAL_TAX_AUTHORITY,2025-06-21
2013,IE,DK47,19.81,8.84,45330355129.08,6382666342.64,7115616418.88,732950076.24,616510,0,1,1458447100.4,18.6,81.4,289169409.32,19549318.19,4,EUROFISC,2025-01-29
2014,MT,FR4,26.81,17.25,45533790750.72,10315967182.96,11143536878.4,827569695.44,618819,1,1,691253456.14,6.28,93.72,38529617.11,16476947.39,47,VIES_AGGREGATE,2025-01-24
2015,SK,FR869,22.22,11.6,45714250270.73,7859645050.41,9196800883.53,1337155833.12,634054,1,0,1484838424.1,15.89,84.11,10344128.87,20828311.98,58,EU_COMMISSION_VAT_GAP_STUDY,2025-06-16
2016,BE,PL78,22.76,14.9,45826877741.54,8187241650.77,9542085052.48,1354843401.71,627287,1,0,1169605950.11,12.5,87.5,178573964.03,22745561.23,75,NATIONAL_TAX_AUTHORITY,2025-01-16
2017,DK,HU821,24.24,17.46,46064253869.84,8612729239.51,9647207857.55,1034478618.04,636029,0,0,1961523970.45,18.55,81.45,108065772.14,26711571.17,17,EUROFISC,2026-02-03
2018,GR,ES2,24.83,16.02,46200279700.29,9699400487.15,10502665458.11,803264970.96,640845,1,0,803469558.49,7.65,92.35,72989961.11,11599016.0,26,VIES_AGGREGATE,2024-12-19
2019,LT,MT500,21.03,12.72,46376906652.94,7024639282.73,7888806953.48,864167670.75,637237,0,1,1288543300.38,15.5,84.5,52647997.44,29359583.62,76,EU_COMMISSION_VAT_GAP_STUDY,2025-05-25
2020,PT,CZ9,22.11,11.9,46619228597.83,7301957951.95,9438062588.44,2136104636.49,640529,1,0,1980978676.52,21.34,78.66,205214086.61,8249402.33,143,NATIONAL_TAX_AUTHORITY,2024-07-01
2021,SE,NL817,25.14,14.63,46807694492.34,9540841551.27,12172290183.41,2631448632.14,641787,0,1,241626972.54,2.47,97.53,71044405.33,11031215.49,118,EUROFISC,2024-05-11
2022,CY,MT314,22.1,10.56,46930922245.27,7409353296.46,9043300948.38,1633947651.92,635646,1,1,1854654326.01,20.02,79.98,148937724.19,28136635.83,122,VIES_AGGREGATE,2025-01-08
2023,FR,LU13,20.82,10.2,47099439771.24,7379295463.99,8980644182.08,1601348718.09,654751,1,1,1299165625.03,14.97,85.03,217940683.68,34144836.29,55,EU_COMMISSION_VAT_GAP_STUDY,2025-06-24
2024,IT,DE24,17.24,7.74,47261904509.39,6671334804.8,7372354231.07,701019426.27,645373,0,0,528465329.89,7.34,92.66,131839414.59,10138909.55,135,NATIONAL_TAX_AUTHORITY,2025-02-04
2025,NL,FI198,20.82,11.35,47521048391.6,8341320512.53,10156947726.03,1815627213.5,653820,1,1,1114886847.78,11.79,88.21,161838385.7,13822920.03,12,EUROFISC,2025-06-21
2026,SI,GR983,16.93,6.52,47655155769.25,6030747171.73,6961146867.03,930399695.3,644822,1,0,1585755949.93,20.82,79.18,221105923.54,3079764.35,165,VIES_AGGREGATE,2024-08-19
2010,BG,IE4,20.21,12.03,47810352017.01,6380475277.11,8293889335.87,1913414058.76,646299,1,0,1765158933.42,21.67,78.33,194243854.04,21632161.92,48,EU_COMMISSION_VAT_GAP_STUDY,2024-06-14
2011,EE,HU38,17.91,4.87,48075366708.18,6685386058.95,7942922639.37,1257536580.42,652153,1,1,621845396.89,8.51,91.49,134197984.83,7328331.36,130,NATIONAL_TAX_AUTHORITY,2024-10-04
2012,HU,IT255,16.75,6.04,48231917298.38,6101538958.73,7304782415.79,1203243457.06,657100,1,0,1326679885.6,17.86,82.14,289265332.48,25936790.92,86,EUROFISC,2025-03-09
2013,LU,HR837,17.98,7.22,48353722645.31,6740143155.92,7829168785.88,1089025629.96,652564,0,0,615682617.21,8.37,91.63,56176246.63,17436659.81,23,VIES_AGGREGATE,2026-01-10
2014,RO,CZ81,25.84,14.71,48509058936.58,10515603188.43,11705007022.48,1189403834.05,670743,1,1,1294373438.28,10.96,89.04,163819546.61,27449794.11,106,EU_COMMISSION_VAT_GAP_STUDY,2024-01-10
2015,AT,DE86,26.85,17.08,48719581803.4,9837814591.12,12624140803.77,2786326212.65,662896,1,1,2430316835.65,19.81,80.19,29663856.62,25931689.66,76,NATIONAL_TAX_AUTHORITY,2024-08-21
2016,CZ,SE726,20.23,7.3,48961872285.81,8006251313.01,9061219069.49,1054967756.48,671602,1,1,1461879378.82,15.44,84.56,99533331.53,4082989.58,126,EUROFISC,2025-06-05
2017,DE,MT52,19.85,10.21,49058184113.76,7288949562.93,8866059453.14,1577109890.21,681641,0,0,1618479940.83,18.17,81.83,16120955.83,40114545.08,151,VIES_AGGREGATE,2025-10-27
2018,LV,NL304,18.09,4.64,49269094802.43,6713589197.18,7619557765.55,905968568.37,667040,1,0,1659557718.73,19.82,80.18,252125426.47,4876276.54,120,EU_COMMISSION_VAT_GAP_STUDY,2025-06-05
2019,PL,FR51,18.03,6.64,49419299641.97,7173091359.05,8339759398.01,1166668038.96,677811,0,0,252469054.04,3.4,96.6,114910106.67,10653480.49,15,NATIONAL_TAX_AUTHORITY,2024-05-17
2020,ES,SI797,20.81,14.52,49612590832.02,8010507715.39,9058348837.17,1047841121.78,671738,0,1,597387959.86,6.94,93.06,71323204.96,23748079.62,78,EUROFISC,2025-12-31
2021,HR,AT74,26.76,13.76,49839665589.32,10405169125.97,12479835236.18,2074666110.21,688722,1,0,1927614003.07,15.63,84.37,35027368.96,1647847.36,39,VIES_AGGREGATE,2026-02-20
2022,FI,EE663,18.13,10.16,50005839355.57,6680369422.8,7325489993.44,645120570.64,675837,1,1,1221652605.59,15.46,84.54,231139727.22,17556443.89,142,EU_COMMISSION_VAT_GAP_STUDY,2025-08-14
2023,IE,FR474,17.11,9.37,50221460726.09,7197070359.1,8077816737.96,880746378.86,689611,1,1,729218582.65,9.2,90.8,136975217.5,26932913.27,29,NATIONAL_TAX_AUTHORITY,2025-01-31
2024,MT,DE422,24.77,12.56,50402758883.8,9912072788.12,11590472262.73,1678399474.61,694534,1,0,1203854976.96,10.83,89.17,235888518.87,25889375.95,156,EUROFISC,2025-11-25
2025,SK,ES57,19.03,12.17,50500955773.78,7246883448.13,8828336371.08,1581452922.95,698176,0,0,1102060616.53,13.2,86.8,61918097.05,29194045.36,38,VIES_AGGREGATE,2025-12-14
2026,BE,MT10,23.84,15.46,50666423845.62,9628536908.36,11680663179.23,2052126270.87,700419,1,1,1583080358.02,14.12,85.88,281209376.69,8920879.5,128,EU_COMMISSION_VAT_GAP_STUDY,2024-05-24
2010,DK,BG59,27.07,14.23,50913970892.4,10363215430.8,13269183952.92,2905968522.12,693934,1,0,1971009076.23,15.98,84.02,221955165.56,40971173.55,87,NATIONAL_TAX_AUTHORITY,2024-08-03
2011,GR,CY397,26.83,19.08,51053298574.49,11588592318.58,13513791291.01,1925198972.43,697024,0,0,865563854.0,6.95,93.05,136032476.92,6452556.73,9,EUROFISC,2025-02-18
