biz_innov_reference_year,biz_innov_country_iso2,biz_innov_region_nuts_code,biz_innov_patent_office_code,biz_innov_patent_family_id_hash,biz_innov_technology_field_code,biz_innov_patent_applications_count,biz_innov_patent_grants_count,biz_innov_r_and_d_expenditure_eur,biz_innov_r_and_d_expenditure_pct_gdp,biz_innov_researchers_fte_count,biz_innov_horizon_programme_code,biz_innov_horizon_grants_awarded_eur,biz_innov_horizon_participants_count,biz_innov_startup_creation_rate_per_1k,biz_innov_spinout_count,biz_innov_tech_transfer_office_count,biz_innov_trl_level,biz_innov_open_science_policy_flag,biz_innov_data_extract_date
2025,HR,ES151,PRV,e34bd6da488140cd7167,BIOTECH,146,89,6022093500.84,1.363,2193,HORIZON_DIGITAL,51214931.25,60,4.693,20,2,7,1,2025-05-20
2026,FI,NL186,UKIPO,95957f06d90386ec5129,MEDTECH,147,89,5521837408.74,1.013,1934,EIC_ACCELERATOR,91314990.32,64,1.02,53,3,8,0,2024-05-14
2014,IE,LV957,DPMA,76742d894a6c437c456d,CLEAN_ENERGY,147,66,15591283841.92,3.23,2063,HORIZON_INDUSTRY,31013697.87,76,4.202,31,4,9,0,2024-02-24
2015,MT,PT6,EPO,f6c02dc43b58ef15dc04,ADV_MATERIALS,146,103,14718019571.1,2.868,2546,HORIZON_HEALTH,114611199.77,64,2.377,60,5,1,1,2025-08-31
2016,SK,ES412,UPV,bc1fbe066080d60853f0,AEROSPACE,153,86,7013179729.23,1.769,2178,HORIZON_WIDENING,192831227.06,57,1.108,24,6,2,0,2025-07-19
2017,BE,GR437,OEPM,2a3ffbd7f099f3813989,MOBILITY,152,93,13485963000.62,2.76,2387,HORIZON_CLIMATE,82093424.47,78,4.824,41,7,3,1,2024-08-07
2018,DK,DE813,INPI,ba1190b5886feec8a516,FINTECH,172,134,12155399728.52,2.578,2186,EIC_PATHFINDER,143043424.94,74,2.089,54,8,4,0,2025-03-20
2019,GR,EE246,EUIPO,74ecbd7cb27ea74b27f5,AGRI_TECH,162,123,14477398956.71,2.889,1989,HORIZON_SPACE,243807816.97,73,2.431,70,9,5,0,2024-03-03
2020,LT,BE7,BOIP,08e574822f3564269517,SECURITY,156,67,6905673366.08,1.296,2529,HORIZON_DIGITAL,13483644.07,61,4.266,36,10,6,0,2025-04-05
2021,PT,FI1,PRV,1e7fefd7e6517a7aac64,ICT,162,98,10501616551.04,2.246,2287,EIC_ACCELERATOR,17349751.29,76,3.496,70,11,7,1,2024-06-25
2022,SE,GR112,UKIPO,a6e30bd90c0ce25daa57,BIOTECH,160,86,8873377481.09,2.024,2400,HORIZON_INDUSTRY,8703347.81,77,1.449,51,12,8,1,2024-12-17
2023,CY,BG4,DPMA,33ddc9227fbdeb50c517,MEDTECH,154,140,5599834461.06,1.011,2414,HORIZON_HEALTH,144325193.19,72,6.442,59,13,9,1,2024-09-08
2024,FR,PT12,EPO,013cc8f2b9bb47ecc496,CLEAN_ENERGY,163,158,19913482942.42,3.771,2105,HORIZON_WIDENING,79977892.24,69,5.381,42,14,1,0,2025-06-04
2025,IT,SI856,UPV,8ce57787eb27be6a5611,ADV_MATERIALS,177,171,3736349226.42,0.711,2405,HORIZON_CLIMATE,194361917.36,82,2.136,29,15,2,1,2024-04-22
2026,NL,LV532,OEPM,179174a520ca4f7fa6e1,AEROSPACE,166,165,18065073538.53,4.003,1822,EIC_PATHFINDER,130270391.32,78,3.946,51,16,3,0,2025-10-03
2014,SI,PT37,INPI,11eb211d6923fc6887b1,MOBILITY,157,130,5114024655.08,0.939,2025,HORIZON_SPACE,93755949.45,83,6.393,36,17,4,1,2024-10-20
2015,BG,SE91,EUIPO,f54466e9174d9e6d6c14,FINTECH,162,70,7760526943.04,1.383,2075,HORIZON_DIGITAL,173202976.79,90,1.64,30,18,5,1,2025-10-20
2016,EE,LT70,BOIP,9e3d2e60b8a81f6873da,AGRI_TECH,166,149,20469677603.97,3.6,2201,EIC_ACCELERATOR,51054447.13,76,5.483,54,19,6,1,2024-11-28
2017,HU,IT91,PRV,b3d9826649e7df2aec27,SECURITY,180,120,13627397068.57,2.909,2556,HORIZON_INDUSTRY,13123251.81,85,6.086,59,20,7,0,2024-07-20
2018,LU,LT16,UKIPO,c4606e769c4839e346bd,ICT,170,159,2326251135.34,0.433,2481,HORIZON_HEALTH,270400169.47,86,4.431,18,21,8,0,2024-09-08
2019,RO,SE12,DPMA,6c6a97c4da8b0bc014d2,BIOTECH,171,158,5033102598.63,0.83,2207,HORIZON_WIDENING,73886582.61,81,0.818,44,22,9,0,2025-11-18
2020,AT,SI2,EPO,f815ccbcb1337fb53458,MEDTECH,172,102,8393520499.04,1.45,2031,HORIZON_CLIMATE,172532687.75,84,3.885,25,23,1,0,2025-09-19
2021,CZ,LU23,UPV,ab72da1e267b7b14e6dd,CLEAN_ENERGY,177,71,9861356728.72,1.645,2328,EIC_PATHFINDER,110673529.48,86,2.132,23,24,2,1,2025-04-12
2022,DE,CZ5,OEPM,74760cecefe76bf7668e,ADV_MATERIALS,177,103,17823667862.59,3.345,2314,HORIZON_SPACE,221432889.84,97,4.662,66,25,3,1,2025-04-04
2023,LV,LV6,INPI,5c7c2d6ea6cff35a97b5,AEROSPACE,166,164,14725144944.68,2.645,2531,HORIZON_DIGITAL,133093119.35,95,2.522,18,26,4,1,2024-03-10
2024,PL,FR728,EUIPO,48af7b83b3ea246e9c82,MOBILITY,182,81,18899437972.33,3.319,2566,EIC_ACCELERATOR,64335011.06,93,0.923,48,27,5,1,2025-12-11
2025,ES,GR87,BOIP,5ec8e392aa1b88bbcef3,FINTECH,175,147,3272227165.75,0.571,2266,HORIZON_INDUSTRY,50415731.35,100,5.755,39,28,6,0,2026-01-22
2026,HR,DE751,PRV,26922a843d93d497c5f0,AGRI_TECH,187,91,16847313784.94,2.728,2292,HORIZON_HEALTH,170401521.12,85,1.36,64,29,7,1,2024-04-21
2014,FI,LT8,UKIPO,74f2282a00b052071f60,SECURITY,172,108,4974250186.33,1.073,2234,HORIZON_WIDENING,217494695.64,95,6.24,53,30,8,1,2024-11-22
2015,IE,FI46,DPMA,eff0831a6d56c278be4e,ICT,174,112,7822616602.23,1.568,2327,HORIZON_CLIMATE,67086669.79,95,0.828,43,31,9,1,2025-10-18
2016,MT,RO920,EPO,3d1c5f2dfca522b9b5ce,BIOTECH,195,148,15574930967.42,3.173,1992,EIC_PATHFINDER,10959406.56,83,4.987,52,32,1,0,2024-03-27
2017,SK,CZ211,UPV,e077f18b111fc2a3f077,MEDTECH,180,145,24569930079.45,3.988,2203,HORIZON_SPACE,128362151.42,105,3.813,18,33,2,0,2025-04-02
2018,BE,FI538,OEPM,31cddb56a8aeaea86a30,CLEAN_ENERGY,189,87,4875229113.95,0.887,2499,HORIZON_DIGITAL,193946004.22,107,6.461,50,34,3,1,2025-10-01
2019,DK,BE510,INPI,3ffab77d97d7a1c75a90,ADV_MATERIALS,176,151,14318431169.35,2.219,2546,EIC_ACCELERATOR,12945119.72,92,2.355,56,35,4,1,2024-05-26
2020,GR,LU89,EUIPO,b4b44e5a51c39b3ab34b,AEROSPACE,190,101,2704217924.54,0.476,2031,HORIZON_INDUSTRY,108048421.26,105,3.121,46,1,5,1,2024-03-09
2021,LT,CZ527,BOIP,e9603d07c9ae92d82801,MOBILITY,186,120,13528556707.89,2.487,2189,HORIZON_HEALTH,106367365.13,97,1.892,20,2,6,1,2024-03-18
2022,PT,LV682,PRV,6ca81df5527bfff79bcd,FINTECH,191,154,5358204989.14,0.952,1986,HORIZON_WIDENING,267644957.56,88,5.539,38,3,7,0,2025-07-20
2023,SE,HR983,UKIPO,e878ee14ae183d3fe32a,AGRI_TECH,196,162,10193165696.89,1.804,2341,HORIZON_CLIMATE,65884388.12,106,5.381,49,4,8,0,2024-04-20
2024,CY,SI789,DPMA,dd7ab9eb8f61b56afbdd,SECURITY,192,148,9135425832.52,1.538,1869,EIC_PATHFINDER,133008130.56,104,0.776,39,5,9,0,2024-11-17
2025,FR,IT270,EPO,5ba2b87df1fad6c42f2c,ICT,24,14,6127447169.45,1.002,1867,HORIZON_SPACE,27674292.12,21,3.564,26,6,1,1,2026-01-14
2026,IT,IT33,UPV,63b9483e0b6719b31a9b,BIOTECH,17,13,5170469178.74,1.048,1967,HORIZON_DIGITAL,202935833.33,8,4.034,13,7,2,0,2025-09-08
2014,NL,CZ68,OEPM,d25e43d604e64ae41050,MEDTECH,17,7,9972511090.69,1.688,2100,EIC_ACCELERATOR,193198337.87,9,0.241,7,8,3,1,2025-03-21
2015,SI,SE3,INPI,d6d948d206b11747053f,CLEAN_ENERGY,21,13,14822339989.71,2.363,2380,HORIZON_INDUSTRY,109909043.42,5,3.272,8,9,4,0,2025-08-22
2016,BG,HR67,EUIPO,194a7d6d5e6d64e5959c,ADV_MATERIALS,9,9,9229683712.89,1.684,1949,HORIZON_HEALTH,178179571.96,24,1.713,41,10,5,1,2024-02-14
2017,EE,NL4,BOIP,d6d96732939d8e8001a2,AEROSPACE,13,11,8886894389.82,1.521,2542,HORIZON_WIDENING,52881451.95,26,2.294,3,11,6,1,2025-08-29
2018,HU,NL7,PRV,c723c76692f639381925,MOBILITY,21,10,18827079742.63,3.639,2087,HORIZON_CLIMATE,252319712.93,31,5.225,3,12,7,1,2026-02-03
2019,LU,IT309,UKIPO,04516454667c3a04ed93,FINTECH,14,10,10309183439.29,1.758,2435,EIC_PATHFINDER,13571760.59,26,1.229,49,13,8,0,2025-09-02
2020,RO,IT2,DPMA,124a7093831b57300c78,AGRI_TECH,19,9,10027514616.83,1.968,2398,HORIZON_SPACE,178605094.61,26,0.636,34,14,9,1,2024-02-02
2021,AT,SE72,EPO,e9456c1fb6499435d8b5,SECURITY,33,28,23682160736.92,4.128,2265,HORIZON_DIGITAL,94789561.84,15,4.766,24,15,1,1,2024-08-25
2022,CZ,PT666,UPV,6a00ce8b7de54335c6d6,ICT,15,14,11033331108.5,2.166,2620,EIC_ACCELERATOR,225782800.08,26,5.945,39,16,2,0,2026-01-29
2023,DE,CY439,OEPM,e441acd6509c14b09ab2,BIOTECH,22,18,25970492267.63,3.856,2614,HORIZON_INDUSTRY,2090864.5,25,2.882,4,17,3,0,2026-02-08
2024,LV,LU231,INPI,85dadf42c2d3baa0e292,MEDTECH,20,8,17519125293.49,2.605,2613,HORIZON_HEALTH,222922325.21,35,3.15,29,18,4,1,2025-03-04
2025,PL,FR21,EUIPO,35698d4aa5067d65f1ce,CLEAN_ENERGY,35,33,21752247355.75,3.861,2408,HORIZON_WIDENING,59756342.8,31,3.728,13,19,5,1,2025-05-16
2026,ES,LT6,BOIP,bf0de400ffd6a008a5a0,ADV_MATERIALS,40,38,15622322850.16,3.014,2203,HORIZON_CLIMATE,86016449.94,16,1.541,9,20,6,1,2025-03-23
2014,HR,SE749,PRV,292461708f127721b87c,AEROSPACE,39,30,14655106401.36,2.324,2409,EIC_PATHFINDER,97450262.0,16,2.287,33,21,7,1,2024-05-16
2015,FI,CZ72,UKIPO,cdfff5867fd602682995,MOBILITY,33,26,6853065600.57,1.111,2427,HORIZON_SPACE,99649407.89,21,2.112,29,22,8,1,2025-01-09
2016,IE,LU69,DPMA,287567a54a44b1a0cd8e,FINTECH,24,15,18250684003.91,3.333,2296,HORIZON_DIGITAL,3650788.65,43,4.985,14,23,9,1,2024-04-29
2017,MT,DK908,EPO,610f530e0cb55c059d53,AGRI_TECH,27,15,19577109865.55,3.042,1987,EIC_ACCELERATOR,144804198.54,40,1.239,20,24,1,1,2025-10-03
2018,SK,HR70,UPV,8a166bd6020bce0887b8,SECURITY,20,14,10279209972.38,1.821,2097,HORIZON_INDUSTRY,13636461.84,24,4.823,31,25,2,1,2025-07-19
2019,BE,DK423,OEPM,da15a062c1c57dbddb00,ICT,41,22,26048434912.63,3.671,2318,HORIZON_HEALTH,8801625.95,35,3.937,37,26,3,1,2025-10-24
2020,DK,DK32,INPI,97c2ecbe778f36c80720,BIOTECH,42,42,28842642740.87,4.175,2559,HORIZON_WIDENING,140586276.02,30,1.369,44,27,4,1,2024-01-06
2021,GR,FI919,EUIPO,278d07f73d3364643134,MEDTECH,44,19,13888831596.53,1.992,2300,HORIZON_CLIMATE,258785973.67,36,0.468,35,28,5,0,2024-12-11
2022,LT,CY6,BOIP,e5760fb35a447bba0126,CLEAN_ENERGY,37,17,18569285646.48,2.685,2432,EIC_PATHFINDER,217123432.0,38,2.391,42,29,6,1,2024-04-11
2023,PT,LT969,PRV,17c966ca369871cf2863,ADV_MATERIALS,43,40,18324646287.75,2.751,2663,HORIZON_SPACE,22798495.43,34,0.343,9,30,7,1,2025-11-04
2024,SE,BG90,UKIPO,c9daaf2f9d6f1f50f455,AEROSPACE,35,27,23899020383.89,4.157,2393,HORIZON_DIGITAL,54258008.6,49,4.687,57,31,8,1,2024-06-03
2025,CY,BG10,DPMA,9f2f183ada14c502835d,MOBILITY,30,14,13980989248.12,2.158,2517,EIC_ACCELERATOR,123988470.03,40,2.589,13,32,9,0,2026-01-26
2026,FR,NL3,EPO,ce497d223c8b6423835b,FINTECH,35,23,4219239643.29,0.57,2695,HORIZON_INDUSTRY,130138325.51,30,4.395,25,33,1,0,2024-12-13
2014,IT,BE193,UPV,d74e2a8dff1b384705ef,AGRI_TECH,29,13,11440630636.5,1.659,2529,HORIZON_HEALTH,150415826.66,38,0.517,2,34,2,0,2025-07-01
2015,NL,ES280,OEPM,0b4a8676139c961e75e4,SECURITY,43,29,3679563158.07,0.647,2673,HORIZON_WIDENING,176915204.63,35,0.777,11,35,3,0,2025-06-26
2016,SI,BG459,INPI,d6dcb527d09e6889d3cd,ICT,49,29,2547019050.51,0.445,2623,HORIZON_CLIMATE,203683242.17,39,1.842,52,1,4,1,2025-01-31
2017,BG,PL700,EUIPO,44c8b7d408c3aefc9e57,BIOTECH,32,29,15517045761.32,2.224,1945,EIC_PATHFINDER,187731112.11,53,3.572,6,2,5,0,2025-03-12
2018,EE,RO41,BOIP,28f961c61bdf17813827,MEDTECH,34,21,18190420224.18,2.53,2038,HORIZON_SPACE,192199136.97,44,0.799,6,3,6,0,2024-08-23
2019,HU,AT54,PRV,f4cc3c3bb9bb4b45b319,CLEAN_ENERGY,34,21,3728221811.26,0.616,1952,HORIZON_DIGITAL,171667544.92,57,1.141,35,4,7,1,2025-03-02
2020,LU,CY27,UKIPO,3ab2383d0f073ec82112,ADV_MATERIALS,48,25,24148619339.93,3.592,2259,EIC_ACCELERATOR,51161937.45,58,3.644,4,5,8,1,2024-08-28
2021,RO,MT54,DPMA,ec483dcc6817b994d9c7,AEROSPACE,58,43,29366161940.35,3.81,2308,HORIZON_INDUSTRY,289389333.16,44,5.065,22,6,9,0,2024-04-25
2022,AT,AT9,EPO,ab0ad0dc479432d66525,MOBILITY,50,27,8530978188.38,1.349,1989,HORIZON_HEALTH,134388764.68,40,2.068,22,7,1,1,2024-10-23
2023,CZ,SK551,UPV,c51fbab1c921fda515a7,FINTECH,53,35,18768982075.86,3.121,2601,HORIZON_WIDENING,178163790.25,52,5.192,50,8,2,0,2024-08-13
2024,DE,MT25,OEPM,a3aabcacc4ac7931f4a9,AGRI_TECH,63,48,13450942871.62,2.183,2128,HORIZON_CLIMATE,192397282.96,52,1.221,34,9,3,1,2026-02-01
2025,LV,PL5,INPI,2071f8f95bfd84c71889,SECURITY,52,25,6150601649.79,0.772,2053,EIC_PATHFINDER,61151633.14,64,2.525,52,10,4,1,2025-05-28
2026,PL,FR3,EUIPO,7a69d37a16e36048a62b,ICT,51,46,20801756483.54,2.811,2469,HORIZON_SPACE,198472728.07,60,6.214,40,11,5,0,2025-01-30
2014,ES,FI49,BOIP,37a9976427c327623b6a,BIOTECH,53,53,14049580544.23,2.209,2218,HORIZON_DIGITAL,188074037.55,52,3.296,35,12,6,1,2025-03-28
2015,HR,HU83,PRV,7e4be6a9f6ee90e23ccc,MEDTECH,58,51,14873439904.69,2.181,2571,EIC_ACCELERATOR,193355283.01,43,4.909,32,13,7,0,2024-06-15
2016,FI,NL2,UKIPO,d05f3a4057e0a461d3c7,CLEAN_ENERGY,57,38,14929289570.45,2.245,2438,HORIZON_INDUSTRY,289108699.48,56,5.497,52,14,8,1,2025-01-18
2017,IE,EE11,DPMA,d246dce455bcce12a912,ADV_MATERIALS,65,58,18005386378.14,2.318,2086,HORIZON_HEALTH,143939939.9,47,4.795,20,15,9,1,2024-11-05
2018,MT,CZ86,EPO,58dfaaec87f2db39736c,AEROSPACE,46,31,2820596015.37,0.41,2146,HORIZON_WIDENING,7417372.91,55,4.07,44,16,1,1,2024-08-08
2019,SK,EE29,UPV,ed03c1842e89bc6771a6,MOBILITY,58,43,7576131273.15,1.002,2221,HORIZON_CLIMATE,32831454.35,60,3.591,55,17,2,0,2025-04-19
2020,BE,LV75,OEPM,3f280f586a7a94e4dd5f,FINTECH,73,53,11716612513.43,1.7,2041,EIC_PATHFINDER,200970654.01,72,4.114,31,18,3,0,2025-06-26
2021,DK,BE8,INPI,8ef2da997678d3f8268d,AGRI_TECH,72,66,21193395917.85,3.325,2459,HORIZON_SPACE,81121572.47,64,0.399,46,19,4,1,2024-06-07
2022,GR,SK91,EUIPO,97803e951513a94b9aa1,SECURITY,57,48,15050010839.82,2.381,2583,HORIZON_DIGITAL,11152124.98,70,4.329,9,20,5,0,2025-05-24
2023,LT,FI78,BOIP,1989bf9cdf44098eb87b,ICT,55,42,24835681786.63,3.064,2084,EIC_ACCELERATOR,268660554.06,60,0.896,40,21,6,0,2024-12-20
2024,PT,FR74,PRV,8fc998327865acdf5b16,BIOTECH,61,25,18314003212.95,2.621,2331,HORIZON_INDUSTRY,276008.32,67,5.062,36,22,7,1,2025-10-16
2025,SE,FI737,UKIPO,e9e61309924544c62928,MEDTECH,58,32,5050555928.69,0.751,2421,HORIZON_HEALTH,149348849.16,73,5.053,43,23,8,1,2025-06-24
2026,CY,CY68,DPMA,31d0682fa2ee9864c21f,CLEAN_ENERGY,75,35,29392624837.98,3.865,2070,HORIZON_WIDENING,167005593.48,72,4.762,23,24,9,0,2025-10-16
2014,FR,DE9,EPO,56b830867a7f0d8c2cfa,ADV_MATERIALS,79,53,27341487092.57,3.717,2584,HORIZON_CLIMATE,5238933.58,76,5.48,13,25,1,1,2025-08-07
2015,IT,EE19,UPV,9bb70d700c25f3011399,AEROSPACE,81,46,16623521202.25,2.507,2256,EIC_PATHFINDER,343189526.11,79,2.564,49,26,2,0,2024-03-31
2016,NL,IE341,OEPM,1314fbf29a10dc7a22e1,MOBILITY,68,36,4486988641.87,0.656,2678,HORIZON_SPACE,76913173.39,69,4.648,52,27,3,0,2025-04-23
2017,SI,LV27,INPI,2ecbcc929c9a3e2fb758,FINTECH,71,49,5564428278.2,0.779,2264,HORIZON_DIGITAL,267864684.06,65,4.802,19,28,4,1,2024-04-23
2018,BG,IE6,EUIPO,dc81c61dcfaf96b6469f,AGRI_TECH,70,30,9093464478.02,1.239,2058,EIC_ACCELERATOR,283594528.39,79,3.686,9,29,5,1,2024-04-08
2019,EE,DK36,BOIP,ef9fd624f564fe80b858,SECURITY,82,42,18011614651.6,2.825,2065,HORIZON_INDUSTRY,8103049.51,73,5.342,31,30,6,1,2024-05-14
2020,HU,NL81,PRV,ae931fa24e1b5679ce18,ICT,78,33,19034285058.64,3.005,2082,HORIZON_HEALTH,258404942.89,67,3.007,40,31,7,0,2026-02-06
2021,LU,BG12,UKIPO,79acd9e0fa566a23a8b7,BIOTECH,74,30,22705065693.3,3.419,2329,HORIZON_WIDENING,72656241.92,77,4.753,21,32,8,1,2024-10-06
2022,RO,GR481,DPMA,119bc7b51cfcb2cb08d2,MEDTECH,75,42,8673155533.62,1.002,2054,HORIZON_CLIMATE,112695689.96,87,6.222,50,33,9,1,2025-09-21
2023,AT,DK29,EPO,b0036b5398cc05f71fe2,CLEAN_ENERGY,71,48,3538958224.83,0.445,2442,EIC_PATHFINDER,197477469.7,89,3.682,9,34,1,1,2025-12-05
2024,CZ,PL474,UPV,d481eb16a259ec152cf0,ADV_MATERIALS,72,31,8778434854.29,1.119,2291,HORIZON_SPACE,312215774.19,81,1.219,49,35,2,1,2025-11-23
2025,DE,LU97,OEPM,f448f3eba0ac492d5595,AEROSPACE,87,62,13177556203.46,1.624,2416,HORIZON_DIGITAL,176908969.19,87,2.279,59,1,3,0,2025-07-27
2026,LV,RO8,INPI,a0bcb30370d4aa944237,MOBILITY,78,75,23084559298.65,3.109,2315,EIC_ACCELERATOR,178205344.6,73,1.079,62,2,4,1,2025-06-22
2014,PL,NL868,EUIPO,b1486d4b6ffe781f2fd5,FINTECH,77,70,6100607395.32,0.907,2483,HORIZON_INDUSTRY,175683505.32,86,5.88,12,3,5,1,2025-06-06
2015,ES,HU30,BOIP,44c2e7bf4ca6635d64d4,AGRI_TECH,71,68,20048964699.62,2.437,2125,HORIZON_HEALTH,94262958.74,70,0.246,62,4,6,0,2026-02-12
2016,HR,IT3,PRV,1474d0fb49b7c1f73ad5,SECURITY,79,38,20455643605.16,2.624,2712,HORIZON_WIDENING,24475311.27,86,5.003,24,5,7,1,2025-06-06
2017,FI,RO214,UKIPO,0691e48e58ed7ff859fe,ICT,88,65,32563445481.75,4.032,2725,HORIZON_CLIMATE,127247596.35,96,2.154,41,6,8,1,2024-02-04
2018,IE,IE807,DPMA,f179a43eaa8488121b7d,BIOTECH,93,56,9319041233.83,1.221,2751,EIC_PATHFINDER,259087421.98,97,6.386,54,7,9,1,2024-02-29
2019,MT,SK31,EPO,99d08a63c773f7370804,MEDTECH,85,67,31573534375.42,3.853,2631,HORIZON_SPACE,53818853.19,89,0.781,61,8,1,1,2025-01-15
2020,SK,IT747,UPV,c836c5b2eb30393ff06a,CLEAN_ENERGY,89,51,22692525948.64,2.76,2514,HORIZON_DIGITAL,41209226.64,82,5.612,24,9,2,1,2024-05-07
2021,BE,CY85,OEPM,c1d3f5d356531d9fe84d,ADV_MATERIALS,93,60,11619282428.37,1.331,2243,EIC_ACCELERATOR,12703820.75,86,0.707,49,10,3,1,2025-07-01
2022,DK,RO86,INPI,c1edbf3d099f733b47b5,AEROSPACE,93,74,28902537996.47,3.302,2259,HORIZON_INDUSTRY,32612957.05,79,6.056,36,11,4,1,2025-09-05
2023,GR,CZ512,EUIPO,98e1e3be0a2999d9bacc,MOBILITY,94,50,3174409769.44,0.425,2436,HORIZON_HEALTH,186361724.43,99,4.122,56,12,5,0,2025-06-11
2024,LT,DK752,BOIP,17779be0565b9adb9639,FINTECH,100,40,11486734208.62,1.409,2710,HORIZON_WIDENING,4485918.38,93,0.211,60,13,6,1,2024-03-28
2025,PT,CY15,PRV,0562511cac54f46e5257,AGRI_TECH,96,80,27763313558.79,3.527,2453,HORIZON_CLIMATE,178535676.59,96,2.86,20,14,7,0,2024-01-14
2026,SE,IT108,UKIPO,cfa68c7aca101c943958,SECURITY,87,38,4954274583.96,0.613,2482,EIC_PATHFINDER,54200946.7,85,3.446,29,15,8,0,2024-10-07
2014,CY,DE1,DPMA,d3b4b450ae4a826a279d,ICT,95,53,12485116996.56,1.76,2791,HORIZON_SPACE,104240621.98,88,4.023,63,16,9,0,2025-08-13
2015,FR,LT4,EPO,7cca9bf9cafe952b8ba6,BIOTECH,97,86,10920016590.92,1.438,2703,HORIZON_DIGITAL,147890724.73,101,0.559,62,17,1,0,2026-01-14
2016,IT,BE4,UPV,fed788be50920f1f543e,MEDTECH,93,57,31984187974.03,4.003,2181,EIC_ACCELERATOR,200328232.89,92,6.106,42,18,2,0,2025-10-15
2017,NL,CY4,OEPM,ef7c315bb311407c779a,CLEAN_ENERGY,94,48,6397880456.58,0.89,2759,HORIZON_INDUSTRY,279022248.01,94,1.447,55,19,3,0,2024-07-08
2018,SI,SE584,INPI,ef1ae09349b1b88f615b,ADV_MATERIALS,85,50,5058373883.31,0.539,2095,HORIZON_HEALTH,177553433.11,102,6.448,58,20,4,0,2025-07-27
2019,BG,SI3,EUIPO,80da295d14886eae3a18,AEROSPACE,92,85,35955936204.41,3.954,2183,HORIZON_WIDENING,55974282.66,102,2.317,43,21,5,1,2024-10-30
2020,EE,LV274,BOIP,2015c5bcec2e04be0916,MOBILITY,87,54,14588276548.18,2.051,2291,HORIZON_CLIMATE,132886258.14,102,2.872,38,22,6,0,2025-04-28
2021,HU,EE74,PRV,6a27e31522ad3e08ae8c,FINTECH,104,42,27644721681.85,3.45,2721,EIC_PATHFINDER,184026682.49,90,5.434,30,23,7,0,2025-03-28
2022,LU,EE874,UKIPO,28dc362f5036d9c6de40,AGRI_TECH,113,71,10141181421.19,1.134,2142,HORIZON_SPACE,161547643.05,92,3.524,14,24,8,0,2025-07-23
2023,RO,FI159,DPMA,78b91ebef3bb93e27b83,SECURITY,97,75,32063455258.23,4.035,2050,HORIZON_DIGITAL,192791223.29,115,2.047,35,25,9,1,2025-02-26
2024,AT,LV39,EPO,e1da59b3602e0f0b7654,ICT,111,109,7094564959.18,0.832,2221,EIC_ACCELERATOR,208109788.14,6,4.903,25,26,1,0,2025-10-19
2025,CZ,HU7,UPV,a52b973decf18b4887d9,BIOTECH,106,85,25281594422.84,2.71,2592,HORIZON_INDUSTRY,23421503.71,3,0.379,21,27,2,1,2025-12-01
2026,DE,HR54,OEPM,bb10d6591e5a9ab13fce,MEDTECH,99,96,14702448465.75,1.577,2110,HORIZON_HEALTH,42452561.67,21,3.408,24,28,3,1,2025-12-28
2014,LV,DE27,INPI,a43d327d18dd3ff0e609,CLEAN_ENERGY,109,99,25474257092.26,3.287,2208,HORIZON_WIDENING,94018726.24,4,1.769,16,29,4,1,2024-07-14
2015,PL,HR870,EUIPO,f12919927574e1e7defb,ADV_MATERIALS,118,117,31878533050.59,3.338,2389,HORIZON_CLIMATE,133390981.85,14,1.689,25,30,5,1,2026-02-05
2016,ES,IE11,BOIP,13dda3fe589c92a0bd51,AEROSPACE,99,59,9960853809.88,1.093,2192,EIC_PATHFINDER,260178943.01,27,0.979,37,31,6,0,2025-06-25
2017,HR,RO84,PRV,31107d8b08e877abd2f4,MOBILITY,122,116,9185275582.04,0.938,2286,HORIZON_SPACE,195123843.24,20,3.781,60,32,7,1,2025-10-10
2018,FI,MT74,UKIPO,202c3d63426d019ff1a8,FINTECH,123,87,33889675500.07,4.114,2141,HORIZON_DIGITAL,157877374.08,17,0.5,15,33,8,1,2025-06-29
2019,IE,FI35,DPMA,64b3e0796491e2446dac,AGRI_TECH,108,45,13536086405.03,1.412,2066,EIC_ACCELERATOR,21755539.8,19,3.416,19,34,9,1,2025-03-08
2020,MT,FR66,EPO,ee36b0d2b6f16a76fa11,SECURITY,109,48,29876556089.84,4.055,2293,HORIZON_INDUSTRY,194377744.32,29,0.833,50,35,1,1,2024-02-01
2021,SK,SI833,UPV,31b78c2849d0f4e22b2f,ICT,114,106,17367279536.21,1.871,2790,HORIZON_HEALTH,174763709.61,15,1.204,41,1,2,1,2024-04-26
2022,BE,DE6,OEPM,ef5b623656298d3460cd,BIOTECH,103,96,33113384227.07,3.509,2135,HORIZON_WIDENING,66090840.13,34,4.08,20,2,3,0,2025-11-01
2023,DK,PL89,INPI,20d06a52a6ceb8f47c9a,MEDTECH,115,105,21742833391.74,2.332,2511,HORIZON_CLIMATE,206246803.39,36,3.955,52,3,4,0,2024-08-25
2024,GR,BG455,EUIPO,5406e35c7c11fe2ca349,CLEAN_ENERGY,111,45,10324006360.04,1.236,2506,EIC_PATHFINDER,106253911.3,16,4.019,30,4,5,0,2025-07-23
2025,LT,CZ29,BOIP,a64df3fe35b6b6ac6dd4,ADV_MATERIALS,114,86,13321192361.12,1.511,2522,HORIZON_SPACE,79852981.03,19,2.587,62,5,6,0,2025-01-24
