care_costs_billing_year,care_costs_drg_code,care_costs_allowed_amount_avg,care_costs_paid_amount_avg,care_costs_patient_responsibility_avg,care_costs_charge_amount_avg,care_costs_cost_to_charge_ratio,care_costs_denial_rate_pct,care_costs_prior_auth_required_flag,care_costs_appeal_overturn_rate,care_costs_collection_rate_pct,care_costs_charity_care_share_pct,care_costs_bad_debt_share_pct,care_costs_price_transparency_file_flag,care_costs_shoppable_service_code,care_costs_site_of_care_shift_index,care_costs_contracted_rate_index,care_costs_out_of_network_rate_index,care_costs_surprise_bill_incidence_rate,care_costs_inflation_adjustment_base
2025,DRG061,131590.47,123464.97,8125.5,303977.9,0.561,8.3,N,69.36,94.94,9.06,17.39,Y,SHOP-140,0.69,1.154,1.88,0.832,WPI
2020,DRG251,173118.8,130688.9,42429.9,473514.83,0.905,21.71,Y,88.32,67.44,10.64,12.51,Y,SHOP-889,14.17,1.129,0.848,4.242,WPI
2020,DRG576,25520.62,23347.05,2173.57,42606.19,0.786,32.32,N,38.4,98.42,4.17,7.39,Y,SHOP-178,63.75,1.031,1.117,7.666,GDP_Deflator
2020,DRG334,69207.62,52465.97,16741.65,148095.02,0.933,22.52,Y,72.41,71.79,7.61,5.55,Y,SHOP-794,19.47,0.97,1.89,3.633,CPI_Urban
2024,DRG899,224152.76,139121.96,85030.8,472198.78,0.836,23.12,Y,39.26,88.26,3.2,3.13,Y,SHOP-910,60.17,1.235,1.223,1.408,CPI_Urban
2020,DRG416,26413.68,24365.8,2047.88,38593.79,0.341,23.89,N,89.46,89.64,8.64,5.64,Y,SHOP-674,32.0,0.525,1.354,4.828,CPI_Urban
2021,DRG811,204497.73,175076.08,29421.65,485765.4,1.089,33.24,N,19.69,91.22,9.32,1.05,N,SHOP-358,82.77,0.978,1.744,2.807,CPI_Urban
2017,DRG546,160497.89,140092.05,20405.84,405257.25,0.371,6.25,N,64.72,65.17,10.55,12.49,Y,SHOP-113,42.51,1.179,1.361,3.641,GDP_Deflator
2017,DRG950,37942.06,22953.5,14988.56,66391.7,0.48,32.2,Y,45.04,81.56,0.27,23.9,N,SHOP-790,54.1,1.156,0.807,6.275,CPI_Rural
2019,DRG901,217365.63,147465.48,69900.15,305003.65,0.923,27.03,Y,48.11,56.24,12.81,13.05,N,SHOP-824,96.5,0.652,1.891,3.139,CPI_Rural
2021,DRG633,44475.88,40020.84,4455.04,61098.78,0.209,7.91,Y,61.82,80.08,16.76,1.26,N,SHOP-514,7.72,1.49,1.651,3.545,GDP_Deflator
2018,DRG476,15769.52,10477.56,5291.96,22058.6,1.136,21.06,Y,84.51,93.62,13.82,12.75,Y,SHOP-371,96.4,1.372,2.045,6.101,CPI_Urban
2017,DRG472,217147.41,176173.86,40973.55,230282.37,1.161,8.28,N,9.95,98.99,5.73,4.29,Y,SHOP-139,45.91,1.179,1.504,1.531,CPI_Urban
2017,DRG267,239562.68,198759.98,40802.7,451146.83,0.584,34.36,N,88.41,43.63,16.08,2.15,N,SHOP-788,52.68,1.482,2.152,0.988,CPI_Rural
2021,DRG447,214842.42,205439.47,9402.95,237728.72,0.882,19.64,Y,54.69,36.66,10.52,24.75,Y,SHOP-924,49.94,1.14,1.02,3.87,CPI_Urban
2022,DRG135,93007.31,56499.87,36507.44,192990.44,0.661,2.25,N,30.79,92.41,2.2,19.13,N,SHOP-477,92.34,0.703,1.734,4.686,WPI
2022,DRG260,48285.53,44399.29,3886.24,125439.18,0.201,31.59,N,65.37,35.33,2.55,9.83,Y,SHOP-155,75.15,0.807,1.186,5.895,GDP_Deflator
2019,DRG910,144821.11,113353.72,31467.39,375281.89,0.502,17.11,N,72.85,72.51,15.74,14.56,Y,SHOP-183,75.53,0.722,1.036,2.672,GDP_Deflator
2022,DRG110,247218.18,151464.45,95753.73,424878.02,0.335,13.25,N,68.75,71.91,8.45,23.15,N,SHOP-943,95.96,0.654,1.107,3.954,GDP_Deflator
2018,DRG294,96463.04,59980.53,36482.51,269974.45,0.258,18.19,N,71.56,44.65,17.88,11.83,N,SHOP-185,31.0,0.922,2.047,1.09,GDP_Deflator
2022,DRG049,42793.4,30205.79,12587.61,89391.55,0.277,27.23,Y,26.41,75.28,4.59,17.34,N,SHOP-433,0.28,1.42,0.863,6.94,GDP_Deflator
2018,DRG108,41813.82,36756.34,5057.48,57528.46,0.212,24.7,Y,38.65,40.62,0.13,16.27,N,SHOP-413,68.19,0.57,1.667,1.782,CPI_Rural
2016,DRG423,29714.83,21380.46,8334.37,81003.39,0.439,21.44,N,44.01,74.2,18.26,9.13,Y,SHOP-915,20.51,0.833,1.661,7.804,CPI_Urban
2020,DRG365,26003.55,17974.87,8028.68,31088.39,1.194,28.31,N,9.71,72.71,6.57,5.5,N,SHOP-802,42.87,0.966,1.387,0.748,CPI_Rural
2025,DRG104,40369.84,35676.46,4693.38,69438.97,0.557,20.5,N,81.35,43.65,1.07,14.43,Y,SHOP-462,9.95,0.746,1.611,4.074,GDP_Deflator
2018,DRG687,177110.78,147566.96,29543.82,208686.01,0.588,1.33,N,85.91,37.7,11.97,19.07,Y,SHOP-544,69.24,1.354,1.739,0.329,WPI
2020,DRG460,170324.17,126232.38,44091.79,399711.85,0.477,27.4,Y,15.6,83.81,12.89,23.65,Y,SHOP-320,36.37,0.718,2.094,4.964,CPI_Rural
2020,DRG260,37046.02,31657.25,5388.77,68781.84,0.555,0.25,N,3.51,63.96,8.28,17.02,Y,SHOP-615,66.5,0.788,1.329,4.31,WPI
2023,DRG724,55364.56,34992.72,20371.84,148116.05,0.17,9.58,Y,17.53,94.45,2.6,1.28,Y,SHOP-466,54.03,1.447,1.178,7.937,GDP_Deflator
2018,DRG127,169482.76,115979.3,53503.46,342226.45,0.71,13.0,N,85.46,52.46,3.6,0.53,N,SHOP-198,75.16,1.401,1.523,5.397,CPI_Urban
2017,DRG769,142822.12,129722.55,13099.57,355108.95,0.829,0.18,Y,27.24,97.55,7.15,1.5,N,SHOP-365,5.92,0.578,1.611,2.998,WPI
2022,DRG507,62383.14,45463.87,16919.27,88872.17,0.654,26.61,N,34.71,90.16,6.61,2.22,Y,SHOP-107,52.62,1.045,2.162,4.227,CPI_Rural
2019,DRG315,2347.25,1540.18,807.07,3603.52,0.284,2.04,Y,12.07,94.42,5.06,19.77,Y,SHOP-434,55.8,0.578,1.3,5.568,CPI_Urban
2017,DRG237,110610.64,89918.16,20692.48,276539.13,0.686,12.82,Y,20.22,73.42,5.51,18.13,N,SHOP-882,80.6,1.133,2.103,0.486,CPI_Rural
2025,DRG145,149630.35,99229.32,50401.03,241780.79,0.62,9.87,N,64.96,79.71,15.8,4.86,Y,SHOP-496,40.9,1.0,1.853,4.441,CPI_Urban
2019,DRG778,73080.13,63072.87,10007.26,103260.51,1.175,21.44,Y,61.41,65.14,19.31,22.24,N,SHOP-234,20.69,0.708,1.776,5.409,CPI_Rural
2021,DRG835,72688.6,58971.47,13717.13,178629.97,0.553,8.01,N,32.28,97.02,19.28,12.34,Y,SHOP-230,3.3,0.714,1.199,2.57,GDP_Deflator
2025,DRG354,120031.8,98176.42,21855.38,197065.27,0.224,14.92,Y,58.46,73.52,8.68,1.54,N,SHOP-293,33.94,1.424,0.846,2.041,CPI_Rural
2016,DRG503,233120.58,130764.62,102355.96,623487.68,1.046,22.66,N,14.66,93.05,2.92,11.02,Y,SHOP-385,53.72,1.48,1.443,7.871,CPI_Rural
2019,DRG896,96468.68,64905.3,31563.38,131486.34,0.393,27.75,N,7.39,56.47,2.82,7.41,N,SHOP-324,47.99,0.884,1.857,7.072,GDP_Deflator
2025,DRG653,78225.95,74859.79,3366.16,203514.81,0.283,29.04,Y,40.6,38.34,2.9,13.61,N,SHOP-620,54.07,1.291,1.086,4.934,CPI_Rural
2025,DRG391,100722.54,84150.74,16571.8,179183.37,0.161,2.65,Y,27.63,75.08,0.05,12.96,Y,SHOP-346,9.06,0.645,2.023,2.27,CPI_Urban
2018,DRG392,10072.91,6200.63,3872.28,11012.52,0.82,20.88,Y,87.36,53.26,12.13,16.9,Y,SHOP-947,10.25,0.897,1.583,4.285,GDP_Deflator
2019,DRG832,192896.75,187002.39,5894.36,308683.15,0.174,13.82,Y,3.02,64.9,11.04,17.33,N,SHOP-183,35.58,1.415,1.81,6.346,CPI_Urban
2021,DRG898,60149.56,43450.75,16698.81,129485.06,0.897,9.91,N,34.96,72.43,3.18,2.86,N,SHOP-208,80.89,0.94,0.892,4.764,WPI
2016,DRG110,118951.42,66158.21,52793.21,295018.21,1.036,10.15,Y,88.62,67.48,18.74,21.78,N,SHOP-652,31.27,0.616,2.182,7.688,GDP_Deflator
2020,DRG452,194644.51,121443.07,73201.44,232873.99,0.337,15.23,N,23.11,70.76,17.02,18.82,N,SHOP-635,99.26,1.061,1.324,1.749,CPI_Urban
2020,DRG336,102819.98,80830.32,21989.66,121854.15,0.398,32.63,N,65.96,74.6,3.26,21.42,N,SHOP-853,37.99,1.378,1.141,5.554,WPI
2023,DRG058,141504.75,131726.77,9777.98,325494.55,0.612,6.18,N,30.09,72.35,1.8,18.1,N,SHOP-989,37.75,0.809,0.854,1.079,CPI_Rural
2023,DRG733,229252.19,137785.42,91466.77,409373.42,1.108,0.61,N,65.07,52.42,5.46,6.15,Y,SHOP-735,9.42,1.026,1.708,1.58,CPI_Rural
2024,DRG290,17930.96,15982.58,1948.38,39312.6,0.578,4.04,Y,13.55,74.36,19.61,20.58,N,SHOP-163,30.57,0.929,1.276,0.096,CPI_Rural
2016,DRG409,110327.54,75308.74,35018.8,161886.02,0.792,34.37,N,6.48,40.37,6.54,0.7,Y,SHOP-253,82.06,1.304,1.494,5.298,CPI_Urban
2020,DRG142,43704.52,28513.1,15191.42,113251.49,1.154,25.81,N,62.14,51.21,0.62,22.37,N,SHOP-225,59.04,1.408,1.593,1.805,GDP_Deflator
2025,DRG804,113029.68,103313.83,9715.85,281321.7,0.828,18.37,N,68.4,35.32,18.39,13.35,N,SHOP-108,80.11,0.562,2.152,1.174,CPI_Rural
2023,DRG042,81077.86,63643.75,17434.11,98165.64,1.099,10.54,Y,27.97,97.17,4.84,0.54,N,SHOP-547,64.05,1.045,1.798,4.312,GDP_Deflator
2023,DRG008,233755.86,182321.06,51434.8,511716.45,0.92,20.22,Y,80.97,83.62,6.37,4.28,Y,SHOP-100,26.35,0.619,1.87,2.829,WPI
2017,DRG115,12431.84,12036.62,395.22,23263.5,0.334,3.5,Y,66.88,72.17,18.61,24.73,Y,SHOP-929,28.93,1.447,2.16,2.884,WPI
2024,DRG909,164848.76,126439.83,38408.93,210711.47,1.098,11.71,Y,53.6,50.0,3.82,0.08,Y,SHOP-433,58.87,1.321,2.033,4.846,GDP_Deflator
2021,DRG257,219261.74,175311.75,43949.99,375257.15,1.038,33.29,Y,65.56,41.15,9.58,9.58,N,SHOP-930,97.34,1.286,1.514,4.588,WPI
2020,DRG308,215391.32,156226.98,59164.34,583759.63,0.976,23.06,N,64.01,76.53,15.32,18.32,N,SHOP-498,21.38,0.523,1.777,2.379,WPI
2018,DRG242,109817.73,104212.47,5605.26,212964.24,1.187,6.38,N,71.18,47.25,15.71,6.42,Y,SHOP-501,80.76,0.951,2.142,2.828,CPI_Urban
2025,DRG724,214170.34,124068.28,90102.06,427379.12,0.606,14.37,Y,13.02,84.06,13.62,13.34,Y,SHOP-529,57.38,1.465,1.123,0.999,CPI_Rural
2020,DRG163,170792.36,111836.13,58956.23,181030.2,1.111,34.86,N,27.78,82.38,6.32,1.58,N,SHOP-253,81.86,0.56,1.439,3.632,CPI_Rural
2023,DRG876,25483.02,15096.47,10386.55,51518.32,0.815,28.26,N,30.79,72.96,3.51,20.65,Y,SHOP-863,89.02,1.354,0.839,7.298,GDP_Deflator
2025,DRG776,117029.39,111411.86,5617.53,211948.33,0.28,10.05,Y,80.5,66.96,12.47,17.46,N,SHOP-544,92.9,1.43,1.216,7.052,CPI_Rural
2016,DRG859,246454.5,215759.43,30695.07,296722.89,0.331,12.96,N,73.73,64.86,6.72,24.2,N,SHOP-415,23.33,0.832,1.893,6.748,CPI_Rural
2020,DRG506,9021.14,7031.85,1989.29,13925.0,0.444,6.13,N,62.52,86.81,4.0,10.19,Y,SHOP-670,51.71,0.539,1.76,7.986,GDP_Deflator
2025,DRG940,26208.03,16143.75,10064.28,28410.61,1.115,11.49,N,11.83,71.85,19.83,23.43,N,SHOP-294,67.46,0.568,1.83,6.432,GDP_Deflator
2023,DRG825,148825.45,88913.31,59912.14,255575.93,0.445,14.37,N,65.81,56.58,16.19,12.1,N,SHOP-228,48.35,1.067,1.793,3.184,GDP_Deflator
2019,DRG053,154206.03,136688.62,17517.41,246597.19,0.396,1.02,N,85.78,42.43,6.62,3.04,Y,SHOP-701,19.28,1.032,1.784,0.104,CPI_Urban
2024,DRG320,233072.91,208286.98,24785.93,465632.61,0.974,3.15,N,22.8,36.5,11.24,7.83,N,SHOP-278,41.85,1.494,1.389,3.272,CPI_Rural
2020,DRG721,226685.71,154534.27,72151.44,291948.07,1.091,30.01,N,18.05,47.63,16.5,3.91,Y,SHOP-541,36.59,0.77,1.364,7.039,CPI_Urban
2022,DRG235,155676.87,152560.28,3116.59,322592.84,0.648,30.06,Y,41.79,48.21,16.31,18.12,Y,SHOP-202,29.18,0.645,1.147,4.88,GDP_Deflator
2016,DRG717,123103.31,86388.48,36714.83,174066.08,0.672,21.14,Y,59.18,87.08,4.41,4.82,Y,SHOP-116,93.59,0.987,2.019,5.882,CPI_Urban
2022,DRG462,192551.75,185360.87,7190.88,436210.71,0.777,12.42,Y,33.09,78.82,9.82,20.76,N,SHOP-692,65.19,0.509,1.108,6.322,GDP_Deflator
2023,DRG219,207057.09,116014.11,91042.98,559442.38,0.305,20.81,N,57.83,47.12,10.2,19.15,Y,SHOP-648,92.41,1.293,1.006,1.123,WPI
2025,DRG182,208302.32,194932.72,13369.6,267566.68,1.012,15.88,Y,5.17,59.28,19.71,16.67,Y,SHOP-457,57.81,0.585,1.062,7.035,GDP_Deflator
2022,DRG068,226211.72,215808.97,10402.75,627856.42,0.216,16.54,Y,15.18,41.65,1.85,17.98,Y,SHOP-267,74.33,0.987,1.122,2.807,WPI
2025,DRG320,168734.81,124782.3,43952.51,383275.46,0.436,30.27,Y,39.02,85.86,15.99,0.7,Y,SHOP-163,11.43,1.362,1.744,4.564,CPI_Urban
2020,DRG008,21436.21,19183.78,2252.43,36310.77,0.437,5.69,Y,5.01,93.44,6.93,8.61,Y,SHOP-587,51.38,1.424,1.275,0.388,CPI_Rural
2018,DRG395,140508.46,82231.85,58276.61,199993.77,1.118,34.23,Y,57.75,81.62,8.26,23.65,Y,SHOP-466,80.8,0.956,1.529,3.137,GDP_Deflator
2021,DRG007,125468.43,114568.9,10899.53,283045.41,0.669,17.51,N,13.41,40.37,18.74,19.93,N,SHOP-618,3.5,0.57,1.506,7.372,GDP_Deflator
2025,DRG612,24613.86,22627.24,1986.62,66942.14,1.159,6.27,N,37.98,61.04,19.12,3.7,Y,SHOP-855,59.41,0.522,1.592,1.359,WPI
2023,DRG956,64947.79,41265.2,23682.59,127171.06,0.735,4.98,N,73.26,73.04,8.97,18.67,N,SHOP-164,11.94,1.428,1.706,0.778,CPI_Rural
2024,DRG040,51025.34,49602.95,1422.39,137254.98,0.805,34.55,Y,14.95,64.25,7.46,12.81,N,SHOP-294,91.95,1.219,0.853,7.49,GDP_Deflator
2020,DRG168,206696.91,199261.24,7435.67,362733.72,0.476,2.32,N,0.98,84.8,17.15,20.06,Y,SHOP-379,7.48,1.247,1.308,4.736,GDP_Deflator
2024,DRG845,245963.91,198436.73,47527.18,313364.94,0.897,10.71,N,24.79,43.91,13.8,18.7,Y,SHOP-389,48.73,1.01,1.741,7.824,WPI
2024,DRG411,109238.61,69716.42,39522.19,238357.18,0.284,2.01,Y,46.25,50.2,14.91,8.65,N,SHOP-187,51.92,0.728,0.869,4.749,CPI_Urban
2018,DRG044,57085.67,47436.02,9649.65,89003.07,0.508,12.74,N,36.78,97.67,17.8,7.07,Y,SHOP-560,94.43,1.174,1.13,7.559,CPI_Rural
2024,DRG997,237038.09,226813.52,10224.57,581619.85,0.281,29.91,Y,26.1,75.94,9.77,22.64,Y,SHOP-361,85.86,0.861,1.277,3.47,CPI_Urban
2024,DRG066,108710.21,88001.95,20708.26,292557.74,0.267,28.97,Y,78.47,51.54,17.54,14.91,N,SHOP-467,50.61,1.339,0.921,4.188,CPI_Rural
2023,DRG987,248561.65,225277.67,23283.98,580809.56,1.088,5.52,Y,34.33,64.85,4.75,10.9,N,SHOP-427,32.65,0.901,1.702,0.997,WPI
2017,DRG637,50467.15,45400.47,5066.68,74034.74,0.795,31.22,Y,24.73,69.95,12.93,3.84,Y,SHOP-523,67.36,1.049,1.458,4.368,CPI_Rural
2016,DRG979,152134.58,138099.1,14035.48,303042.67,0.224,23.36,N,67.2,89.44,14.87,13.84,Y,SHOP-967,19.02,1.438,1.518,3.027,CPI_Rural
2024,DRG530,156184.53,102420.88,53763.65,360394.23,0.976,10.98,Y,20.53,97.75,6.37,16.81,N,SHOP-143,88.67,1.057,1.497,2.688,GDP_Deflator
2019,DRG513,210763.24,184421.81,26341.43,336408.9,0.538,26.31,N,77.29,52.63,4.39,2.76,Y,SHOP-728,71.8,1.026,1.477,1.611,CPI_Rural
2022,DRG283,112288.64,78267.73,34020.91,188463.43,0.896,24.37,Y,26.46,40.45,8.12,6.86,N,SHOP-346,63.07,1.295,1.06,2.948,CPI_Rural
2022,DRG440,183205.56,114213.7,68991.86,212570.94,1.187,11.18,N,50.08,79.58,13.18,18.42,Y,SHOP-338,57.4,0.533,1.888,6.732,WPI
2017,DRG654,169097.9,103394.82,65703.08,366436.41,0.326,30.78,N,53.7,95.21,3.4,14.59,N,SHOP-280,79.17,1.262,1.575,7.007,GDP_Deflator
2019,DRG535,200904.57,174526.03,26378.54,237489.65,0.493,3.59,Y,45.97,41.41,19.87,10.16,N,SHOP-687,44.29,1.478,1.905,6.007,CPI_Rural
2019,DRG090,54847.52,48890.41,5957.11,130903.75,1.146,29.67,N,0.89,90.82,18.81,19.35,N,SHOP-304,13.22,0.597,1.921,6.245,CPI_Rural
2017,DRG620,228459.77,149040.49,79419.28,515763.69,0.263,17.45,N,10.23,38.82,17.31,6.23,Y,SHOP-550,90.27,0.553,1.752,4.278,WPI
2016,DRG796,11177.74,7806.76,3370.98,21170.99,0.369,28.15,N,80.06,85.52,9.44,16.1,N,SHOP-581,43.61,0.623,1.318,0.653,GDP_Deflator
2021,DRG945,151571.28,92655.59,58915.69,358985.44,0.345,24.04,N,83.18,56.31,10.22,16.77,N,SHOP-459,32.31,0.527,2.133,5.795,CPI_Rural
2022,DRG961,95262.32,76632.3,18630.02,190076.53,1.145,14.36,Y,68.77,64.07,8.75,23.66,Y,SHOP-342,77.88,0.67,1.601,6.202,CPI_Rural
2020,DRG546,59906.76,54034.46,5872.3,132142.06,0.913,0.0,Y,47.49,83.04,5.36,0.71,Y,SHOP-211,56.91,0.562,1.863,2.042,CPI_Rural
2024,DRG712,171686.51,158222.04,13464.47,437014.05,0.271,3.78,N,14.68,80.61,17.45,20.92,N,SHOP-556,35.1,0.57,1.189,1.992,CPI_Rural
2018,DRG219,159816.74,128465.21,31351.53,279992.96,1.155,22.64,Y,50.97,76.51,1.96,16.46,N,SHOP-989,1.54,1.326,2.124,4.859,CPI_Urban
2019,DRG900,85807.53,68781.21,17026.32,150959.01,0.464,22.13,N,68.42,58.91,5.74,13.89,Y,SHOP-679,11.75,0.779,0.939,4.721,GDP_Deflator
2025,DRG117,224039.94,183319.7,40720.24,438138.02,0.385,12.19,Y,0.17,72.76,6.23,7.54,Y,SHOP-952,42.09,1.387,2.157,2.942,CPI_Urban
2016,DRG485,29127.34,16304.04,12823.3,47173.62,0.716,10.18,N,34.54,93.98,8.14,15.36,N,SHOP-146,47.33,0.876,1.563,7.352,CPI_Rural
2023,DRG564,86028.72,75481.81,10546.91,210001.02,0.318,29.95,Y,79.15,56.13,2.13,3.65,N,SHOP-119,1.33,0.527,1.649,6.554,CPI_Urban
2018,DRG848,234675.35,146052.6,88622.75,316548.99,0.99,12.51,Y,8.56,71.35,0.83,23.27,N,SHOP-731,94.36,0.553,2.193,6.491,CPI_Urban
2016,DRG508,154418.04,121528.33,32889.71,392114.79,0.287,2.0,N,12.86,50.38,14.88,2.85,Y,SHOP-995,72.82,1.492,1.601,0.141,WPI
2017,DRG157,62554.77,57306.36,5248.41,71680.24,0.709,3.07,Y,84.11,69.06,2.42,19.4,N,SHOP-735,76.91,0.869,1.207,7.811,WPI
2023,DRG063,139449.76,80954.79,58494.97,266348.54,0.555,30.54,N,15.12,65.13,4.84,10.56,Y,SHOP-103,42.99,0.777,1.574,5.708,CPI_Urban
2021,DRG514,149082.97,120117.26,28965.71,326237.33,0.65,18.58,Y,44.41,71.7,0.35,11.15,N,SHOP-674,80.9,0.705,1.379,2.402,GDP_Deflator
2022,DRG289,134733.32,76129.34,58603.98,216926.24,0.654,11.65,N,66.69,50.54,18.95,9.35,N,SHOP-537,78.44,0.894,2.004,1.991,CPI_Urban
2019,DRG159,12335.42,9828.35,2507.07,19471.01,1.198,3.25,Y,63.33,54.13,9.91,0.07,Y,SHOP-949,75.55,0.635,1.785,0.959,CPI_Urban
2025,DRG391,217830.35,121376.63,96453.72,579875.22,0.481,0.09,N,57.88,45.82,17.45,23.08,N,SHOP-421,2.65,0.851,1.711,1.751,CPI_Rural
2019,DRG726,32387.22,22828.69,9558.53,75980.43,0.895,30.51,Y,56.48,90.05,1.25,19.72,N,SHOP-815,36.45,1.458,1.735,1.393,WPI
2020,DRG202,229335.07,219061.04,10274.03,467022.72,0.313,20.97,N,33.37,78.66,1.8,1.24,N,SHOP-568,47.9,1.307,0.89,1.494,CPI_Rural
2023,DRG788,238004.85,219574.95,18429.9,565846.66,0.834,11.52,Y,0.96,47.78,8.14,15.62,N,SHOP-470,68.03,0.925,2.074,7.028,GDP_Deflator
2016,DRG444,18728.97,17651.62,1077.35,35754.65,0.345,8.59,N,74.76,81.59,10.9,15.5,Y,SHOP-670,36.06,0.662,1.235,3.054,CPI_Urban
2023,DRG683,9138.8,6582.89,2555.91,24201.99,0.272,15.81,N,48.92,64.07,2.48,16.14,N,SHOP-450,1.51,1.256,1.69,4.23,CPI_Urban
2024,DRG049,44819.25,38127.2,6692.05,122263.9,0.589,25.58,Y,88.4,91.28,10.31,21.0,N,SHOP-245,20.78,1.095,1.499,5.56,WPI
2017,DRG298,150519.98,138476.78,12043.2,309738.05,0.714,2.56,Y,1.73,68.09,17.28,4.63,N,SHOP-126,30.98,0.788,1.838,1.226,CPI_Rural
2022,DRG968,29946.01,21620.77,8325.24,34957.85,1.085,22.38,N,87.12,67.06,6.68,4.63,N,SHOP-615,78.98,0.558,0.816,0.273,CPI_Rural
2025,DRG382,51855.49,37077.08,14778.41,60300.43,0.646,13.9,Y,61.48,63.34,13.7,14.13,N,SHOP-577,91.55,0.746,2.006,7.389,CPI_Urban
2020,DRG106,248616.85,178900.76,69716.09,321859.42,0.459,15.35,Y,47.48,40.45,16.24,20.82,Y,SHOP-880,42.58,1.104,2.136,1.81,GDP_Deflator
2020,DRG593,194871.27,119356.12,75515.15,221213.65,0.259,9.97,Y,4.29,87.31,4.99,3.66,Y,SHOP-445,19.05,0.935,0.991,3.818,CPI_Rural
2017,DRG325,131377.6,89714.26,41663.34,332174.53,0.904,24.11,N,3.67,77.62,1.56,4.01,N,SHOP-850,92.04,1.24,0.877,7.825,WPI
2020,DRG207,233758.86,129646.02,104112.84,290121.13,0.821,5.39,Y,20.61,97.14,13.47,11.02,Y,SHOP-918,14.19,0.828,1.587,4.287,GDP_Deflator
2016,DRG440,108615.89,65524.05,43091.84,226130.47,0.465,16.35,N,89.03,90.52,16.25,3.89,Y,SHOP-576,2.76,1.454,2.101,3.704,GDP_Deflator
2025,DRG656,15695.18,11496.16,4199.02,21492.72,0.955,11.8,Y,53.54,92.17,11.09,1.76,Y,SHOP-748,0.48,0.791,2.107,0.08,CPI_Urban
2023,DRG971,6131.86,4537.48,1594.38,9777.89,0.362,30.11,N,1.53,65.1,10.97,5.73,Y,SHOP-797,85.99,0.68,2.103,3.169,WPI
2016,DRG107,2976.76,2787.51,189.25,4559.72,0.558,5.58,Y,6.56,59.67,18.45,18.06,N,SHOP-836,63.31,1.301,1.226,3.959,CPI_Urban
2016,DRG567,225801.46,151066.19,74735.27,452684.66,0.162,22.66,N,63.04,87.45,17.44,16.99,N,SHOP-311,3.1,1.348,0.891,0.693,WPI
2022,DRG056,155216.07,94875.96,60340.11,229972.8,1.191,3.62,N,48.58,71.54,14.25,6.04,Y,SHOP-201,45.63,1.433,1.114,2.683,GDP_Deflator
2018,DRG223,244587.1,169230.6,75356.5,431596.84,0.542,30.05,N,32.48,72.39,2.53,15.15,N,SHOP-614,48.04,0.53,2.102,2.977,WPI
2022,DRG867,178414.7,101702.48,76712.22,300051.9,0.564,6.05,N,16.3,61.74,1.66,8.53,Y,SHOP-801,92.7,1.451,1.039,6.642,GDP_Deflator
2025,DRG817,101516.88,58207.45,43309.43,128891.45,0.909,1.9,N,79.21,44.26,11.88,11.17,N,SHOP-873,33.14,1.186,1.656,6.142,WPI
2023,DRG203,31598.34,22523.3,9075.04,77636.03,0.369,23.18,Y,36.32,91.76,8.88,9.59,N,SHOP-229,12.19,0.679,1.972,5.17,CPI_Urban
2020,DRG389,66408.91,39470.01,26938.9,157362.47,1.12,20.65,Y,63.99,42.2,3.55,23.61,N,SHOP-574,26.59,0.645,1.711,6.302,GDP_Deflator
2017,DRG670,80081.44,64025.38,16056.06,135946.38,1.057,30.45,N,26.26,85.19,11.53,8.38,N,SHOP-551,55.5,1.176,1.099,7.427,CPI_Rural
2025,DRG800,173124.49,157074.91,16049.58,271220.55,0.326,30.41,Y,89.44,95.4,5.75,0.61,N,SHOP-381,22.45,0.906,1.297,3.63,CPI_Urban
2016,DRG167,75135.11,44831.75,30303.36,138118.53,0.447,11.22,N,68.53,51.48,12.37,9.03,Y,SHOP-956,29.0,0.582,1.872,5.537,CPI_Rural
2023,DRG442,242019.25,135399.41,106619.84,417683.43,0.602,23.28,N,16.06,75.35,12.73,19.74,N,SHOP-426,34.66,0.739,2.03,4.433,GDP_Deflator
2016,DRG584,53594.34,39071.95,14522.39,76434.99,1.047,34.37,Y,78.47,82.28,19.41,17.98,N,SHOP-570,19.44,1.198,1.484,6.638,WPI
2022,DRG686,47968.05,41089.46,6878.59,58034.25,1.183,29.15,Y,47.79,73.13,10.01,17.28,Y,SHOP-968,65.77,1.424,0.917,0.765,CPI_Rural
2024,DRG414,214256.56,186856.28,27400.28,375814.52,0.901,14.43,Y,0.48,36.88,19.76,1.6,Y,SHOP-236,91.17,0.698,1.317,7.576,GDP_Deflator
2020,DRG177,110007.34,104974.58,5032.76,244708.56,0.61,17.72,Y,27.91,52.72,6.88,1.47,Y,SHOP-135,95.25,1.41,2.177,2.124,CPI_Rural
2016,DRG781,206981.19,178750.2,28230.99,511717.47,0.16,18.64,N,7.26,74.49,14.79,15.64,Y,SHOP-647,36.6,0.759,1.562,2.318,CPI_Urban
2017,DRG047,101155.01,61853.92,39301.09,281094.19,0.869,22.84,N,61.57,40.93,11.49,12.28,N,SHOP-325,80.53,0.796,0.904,3.557,CPI_Rural
2019,DRG778,39850.4,36905.91,2944.49,105434.95,1.093,28.92,N,82.32,51.7,11.06,6.98,Y,SHOP-288,97.73,1.123,2.117,7.736,GDP_Deflator
2025,DRG444,27641.16,22872.49,4768.67,63050.5,1.096,2.11,Y,3.61,84.59,0.05,9.95,N,SHOP-130,84.92,0.601,1.608,3.786,WPI
