econ_leading_indicator_date,econ_leading_indicator_name_code,econ_leading_composite_index_value,econ_leading_diffusion_index_value,econ_leading_yield_curve_spread_bps,econ_leading_initial_claims_level,econ_leading_new_orders_index,econ_leading_consumer_expectations_index,econ_leading_building_permits_level,econ_leading_stock_market_index_level,econ_leading_credit_spread_bps,econ_leading_money_supply_growth_pct,econ_leading_manufacturing_hours_index,econ_leading_vendor_delivery_times_index,econ_leading_inventory_to_sales_ratio,econ_leading_recession_signal_flag,econ_leading_signal_threshold_used,econ_leading_lag_months_assumed,econ_leading_nowcast_gdp_growth_pct,econ_leading_model_version_tag
2019-06-18,YIELD_CURVE,89.781,36.501,-28,480467,58.04,95.4,1195413,4869.97,362,1.74,92.8,46.76,1.298,1,96.12,6,4.3,v1_2
2019-06-19,EQUITIES,115.18,45.832,305,202269,60.13,66.87,1319872,2442.99,324,6.37,109.14,44.12,1.178,0,95.07,9,0.39,v1_0
2019-06-20,CLAIMS,129.496,45.079,-123,523240,44.75,76.62,722241,2703.13,252,0.34,100.79,41.42,1.696,0,96.12,6,5.41,v1_1
2019-06-21,CREDIT,87.968,50.996,-170,498355,44.18,76.34,1079798,3012.36,338,8.71,88.53,40.08,1.141,1,96.48,11,2.41,v1_1
2019-06-22,ECI,124.609,54.396,70,183877,50.35,109.74,1421846,4667.07,372,4.88,108.79,44.22,1.667,0,92.54,4,2.73,v1_2
2019-06-23,PMI_NEW_ORDERS,115.117,56.526,-212,442695,64.43,81.7,1009054,2807.29,310,6.83,91.59,55.15,1.506,0,97.4,1,0.46,v1_0
2019-06-24,LEI,116.545,49.293,304,180841,61.18,61.82,1800947,5602.51,178,6.54,81.68,48.08,1.19,0,97.26,11,3.67,v2_1
2019-06-25,LEI,87.117,42.998,217,267419,39.91,97.23,1482416,2367.63,92,6.85,113.46,39.91,1.251,1,95.17,9,2.37,v1_0
2019-06-26,PMI_NEW_ORDERS,119.217,47.243,181,227926,45.15,102.73,1183273,1893.12,327,1.8,98.05,56.56,1.7,0,93.8,6,1.91,v1_2
2019-06-27,ECI,104.397,61.488,326,192587,47.05,91.73,1313845,5878.44,289,4.48,95.1,45.07,1.437,0,97.84,8,2.68,v1_1
2019-06-28,PERMITS,114.363,60.24,-136,431280,38.19,93.99,812763,5037.48,292,5.43,90.23,35.38,1.245,0,97.34,12,0.56,v1_0
2019-06-29,YIELD_CURVE,116.264,52.219,278,420565,44.3,106.11,724279,3336.95,346,5.98,85.96,37.43,1.31,0,97.26,10,0.18,v1_0
2019-06-30,PERMITS,106.863,37.155,82,294579,57.39,88.43,1783677,4666.08,364,6.58,78.82,47.64,1.458,0,94.69,10,2.37,v1_2
2019-07-01,LEI,121.989,36.427,-18,410437,49.57,75.79,1490654,5942.23,128,3.23,79.22,37.4,1.687,0,93.65,10,-1.29,v1_2
2019-07-02,M2,95.941,38.767,-126,449255,42.0,65.75,955027,5712.42,261,3.34,106.73,61.65,1.372,0,97.58,5,2.99,v1_1
2019-07-03,LEI,99.464,60.876,5,520140,63.39,90.71,1240380,5932.27,146,-4.81,99.94,39.33,1.124,0,96.56,10,3.71,v1_2
2019-07-04,M2,103.275,43.619,278,249321,40.17,95.48,1038463,4263.17,354,8.97,100.49,48.25,1.692,0,92.38,3,2.93,v1_0
2019-07-05,PERMITS,117.117,57.991,188,446134,63.12,92.36,1830755,4481.26,257,2.2,84.27,60.18,1.449,0,96.1,4,4.27,v2_1
2019-07-06,M2,85.115,43.981,32,460617,64.62,74.13,815339,2943.21,53,5.87,113.08,35.86,1.406,1,93.48,11,4.96,v1_2
2019-07-07,PMI_NEW_ORDERS,106.999,37.565,-146,450602,62.66,87.23,1009926,4106.78,182,1.65,104.78,52.01,1.358,0,94.03,8,3.98,v2_0
2019-07-08,PERMITS,114.131,47.38,-58,200144,37.72,70.39,796353,4881.75,325,5.02,114.74,43.93,1.344,0,97.23,9,1.9,v2_0
2019-07-09,LEI,114.933,40.467,193,536143,50.54,72.69,1126282,4597.26,289,2.09,98.39,64.45,1.447,0,93.31,7,3.42,v1_1
2019-07-10,CREDIT,97.096,46.386,-15,478073,55.02,55.17,1368971,3858.8,250,16.18,94.87,54.29,1.632,0,95.45,1,-0.19,v2_0
2019-07-11,EQUITIES,110.131,54.894,173,158231,49.95,63.48,960036,3521.79,135,-3.9,79.65,51.88,1.279,0,92.53,3,0.45,v1_2
2019-07-12,PMI_NEW_ORDERS,105.977,63.974,14,321475,37.1,66.15,1341970,2360.3,180,-7.6,92.07,55.5,1.304,0,98.31,12,4.06,v2_0
2019-07-13,LEI,120.593,63.918,154,486543,64.23,92.23,1258964,5692.52,113,2.12,108.29,36.14,1.648,0,98.73,7,1.88,v2_0
2019-07-14,M2,112.977,64.651,331,250674,36.17,86.64,1213613,3879.42,206,4.42,96.68,48.51,1.242,0,94.68,8,1.02,v1_0
2019-07-15,CLAIMS,99.205,46.978,318,264099,45.55,93.47,1195075,4167.42,383,5.62,93.07,59.94,1.197,0,95.1,3,2.93,v2_1
2019-07-16,ECI,121.609,37.531,111,450202,40.79,96.13,1511776,4437.98,198,8.38,92.87,43.8,1.372,0,93.18,11,0.57,v1_0
2019-07-17,CLAIMS,85.711,58.291,185,159437,39.07,101.73,897156,2520.48,66,9.28,109.42,60.98,1.503,1,95.22,3,2.97,v1_2
2019-07-18,PERMITS,87.107,49.596,30,365119,59.26,95.65,854089,5673.31,239,-3.87,83.89,63.95,1.115,1,93.65,5,2.48,v2_1
2019-07-19,M2,124.881,58.379,-217,514817,40.74,88.88,1402667,2741.94,403,8.34,103.95,61.88,1.243,0,96.3,5,4.62,v2_1
2019-07-20,PERMITS,104.684,40.087,-27,151489,53.05,86.51,1220563,5593.05,377,0.53,103.38,60.87,1.492,0,97.96,8,-1.52,v2_1
2019-07-21,EQUITIES,126.38,64.356,-99,530899,64.16,64.19,765280,5662.38,173,5.2,86.6,54.21,1.35,0,96.87,12,1.14,v2_0
2019-07-22,CLAIMS,129.523,62.393,-52,190966,51.18,63.44,1887500,2901.96,348,2.34,82.27,49.31,1.35,0,96.22,1,0.56,v1_1
2019-07-23,CREDIT,117.542,55.829,-211,194591,47.0,96.68,913088,4099.3,362,4.74,99.79,45.37,1.531,0,94.07,8,4.92,v2_0
2019-07-24,EQUITIES,92.757,53.11,100,433072,49.66,64.88,873059,5658.75,209,9.69,99.14,52.85,1.505,1,93.5,6,4.56,v2_1
2019-07-25,LEI,107.314,58.843,178,360008,35.21,67.58,1020652,2145.59,245,2.7,82.95,52.43,1.136,0,95.76,3,3.81,v2_1
2019-07-26,PMI_NEW_ORDERS,106.513,51.532,-246,460251,45.65,66.51,1791633,5640.5,323,7.51,83.05,38.26,1.256,0,98.2,10,2.11,v2_0
2019-07-27,PMI_NEW_ORDERS,95.699,41.252,-151,231833,63.1,106.05,865152,3429.45,248,6.0,94.66,53.1,1.587,0,97.58,12,1.39,v1_1
2019-07-28,CREDIT,119.753,42.444,-178,336593,40.43,72.66,1635841,1844.02,119,-1.87,102.5,50.02,1.605,0,97.37,8,3.54,v1_0
2019-07-29,PERMITS,96.812,38.82,109,375494,54.65,83.65,1735854,3147.11,165,6.73,90.54,55.12,1.492,0,92.77,7,-0.62,v1_2
2019-07-30,YIELD_CURVE,110.709,56.483,309,410917,39.97,62.18,1076044,5325.17,292,8.91,84.48,43.43,1.276,0,93.21,11,0.67,v2_0
2019-07-31,M2,97.719,44.587,-206,236726,43.33,72.85,1168858,4830.78,397,0.78,87.45,55.16,1.652,0,94.35,5,2.85,v1_0
2019-08-01,CLAIMS,126.315,49.686,80,292665,53.06,98.83,923819,5491.73,153,-2.2,102.73,48.37,1.415,0,96.14,4,1.63,v1_0
2019-08-02,EQUITIES,93.967,47.325,179,178460,61.48,55.34,1616823,3183.63,254,7.67,89.91,64.7,1.16,1,92.18,11,4.84,v1_1
2019-08-03,CLAIMS,90.621,51.453,-136,518838,58.19,103.92,1721789,3685.74,90,7.22,102.8,41.22,1.561,1,98.35,11,-0.99,v1_1
2019-08-04,CLAIMS,100.796,52.192,67,220757,57.27,72.99,826163,1866.32,380,5.71,106.57,58.1,1.138,0,96.62,5,-0.81,v1_1
2019-08-05,EQUITIES,112.261,42.846,-158,371584,38.41,85.47,1249726,4623.67,98,1.88,86.31,63.72,1.486,0,97.32,4,4.7,v1_2
2019-08-06,PMI_NEW_ORDERS,95.369,63.513,78,480185,64.92,109.31,1382703,2083.48,145,1.06,100.4,63.1,1.436,0,97.75,6,0.94,v2_1
2019-08-07,LEI,94.137,59.621,11,513700,36.07,83.05,1457193,2787.3,66,5.3,86.65,35.42,1.332,1,97.92,3,3.62,v2_1
2019-08-08,EQUITIES,129.289,44.508,-48,251433,63.77,101.95,1669903,5887.77,347,-11.16,112.58,60.17,1.261,0,98.34,12,8.0,v1_2
2019-08-09,PMI_NEW_ORDERS,117.397,50.849,-118,351393,47.46,73.95,927401,4831.38,289,6.56,107.13,45.99,1.482,0,97.1,4,-0.95,v2_0
2019-08-10,LEI,110.286,59.851,-188,276385,40.71,65.41,931661,2359.82,278,-0.72,80.14,37.24,1.197,0,93.44,11,4.77,v1_2
2019-08-11,ECI,106.579,52.403,-202,163809,56.57,55.21,1573432,2519.65,344,7.83,113.49,52.95,1.528,0,95.51,10,1.1,v2_0
2019-08-12,LEI,89.361,39.949,105,362406,39.41,83.5,888580,2251.44,134,7.1,104.68,56.99,1.349,1,98.16,8,3.13,v1_2
2019-08-13,CLAIMS,104.691,47.211,-121,400947,61.75,92.51,946229,5418.27,117,0.86,85.59,44.31,1.628,0,92.96,6,0.99,v2_1
2019-08-14,CLAIMS,99.129,39.611,-31,464757,38.85,77.33,1419337,2338.53,371,-1.76,98.54,47.27,1.182,0,95.71,1,4.92,v2_1
2019-08-15,YIELD_CURVE,87.237,50.527,277,393401,43.79,109.43,1566155,2754.04,148,-3.3,113.53,55.97,1.429,1,97.82,1,-1.63,v1_2
2019-08-16,M2,101.381,41.885,344,308346,35.75,70.96,1265838,2898.92,97,13.43,110.09,36.25,1.457,0,93.02,5,5.71,v1_2
2019-08-17,CREDIT,111.803,61.759,-131,536743,51.57,56.39,1612342,3989.56,115,0.64,80.32,61.04,1.622,0,94.9,12,1.26,v2_0
2019-08-18,EQUITIES,106.4,58.64,325,492924,57.47,60.35,915170,2981.16,174,2.88,82.67,39.07,1.516,0,94.64,11,-0.91,v1_1
2019-08-19,M2,125.084,57.418,1,490361,41.59,85.91,1867774,3697.57,69,2.41,87.17,38.46,1.212,0,97.43,12,2.64,v2_0
2019-08-20,M2,105.973,42.38,-34,384545,41.59,108.31,916513,2364.72,410,3.23,86.29,48.1,1.548,0,95.77,5,2.31,v2_1
2019-08-21,M2,124.69,61.292,-47,290102,37.66,67.49,1071230,2584.16,343,-2.51,98.39,47.85,1.304,0,92.74,4,-0.72,v1_0
2019-08-22,EQUITIES,118.368,60.908,-3,173859,63.0,72.47,1119337,5270.13,89,-0.61,86.8,64.93,1.469,0,93.33,3,3.38,v1_1
2019-08-23,LEI,102.987,59.428,256,213110,37.28,98.76,1422597,4321.47,115,1.45,93.73,38.04,1.592,0,97.73,2,5.19,v1_0
2019-08-24,YIELD_CURVE,107.533,51.227,216,210978,35.75,71.72,1113514,5819.77,407,4.93,94.81,42.93,1.319,0,97.24,10,5.57,v1_0
2019-08-25,M2,93.073,62.069,264,226313,42.86,75.42,1344080,4504.5,158,3.54,108.65,54.46,1.386,1,92.96,6,2.74,v1_2
2019-08-26,ECI,126.048,44.31,85,424161,64.06,89.67,1826713,2905.85,312,-2.24,96.26,53.15,1.394,0,96.17,12,0.29,v1_1
2019-08-27,ECI,116.995,60.734,236,316243,45.03,59.87,1048565,4368.88,183,6.5,86.7,61.8,1.406,0,97.72,2,-0.86,v1_2
2019-08-28,ECI,108.802,36.239,11,444855,58.1,85.94,886486,5083.55,148,2.85,84.28,53.72,1.589,0,94.65,2,-1.42,v1_2
2019-08-29,LEI,96.166,60.193,222,386437,49.58,87.96,1117558,5603.5,93,1.44,85.34,48.13,1.271,0,95.9,11,1.41,v2_0
2019-08-30,LEI,120.207,60.835,-14,414929,39.07,78.99,851275,4812.77,319,1.23,86.78,56.4,1.258,0,98.85,6,3.69,v1_1
2019-08-31,M2,104.785,54.676,228,520054,56.39,104.38,1693370,2516.47,218,-2.07,81.61,43.26,1.251,0,93.92,4,3.04,v1_0
2019-09-01,LEI,128.996,62.157,143,354685,56.68,83.19,1409113,4315.67,345,2.28,111.81,58.59,1.295,0,95.62,8,-0.58,v2_0
2019-09-02,CLAIMS,123.545,53.626,-86,516213,44.27,65.77,1182032,2700.74,86,3.52,114.45,41.24,1.682,0,98.07,8,4.19,v2_0
2019-09-03,CLAIMS,125.291,64.56,106,274533,49.01,99.13,736348,4149.59,172,8.67,91.5,49.03,1.618,0,97.15,8,-1.68,v1_0
2019-09-04,PERMITS,95.004,59.175,-141,447012,41.08,65.67,1510207,4817.08,51,10.13,98.01,51.25,1.351,0,93.64,8,2.98,v1_2
2019-09-05,CLAIMS,117.942,44.94,-147,172640,37.36,94.47,1873411,4016.97,316,-2.66,101.88,49.7,1.344,0,93.8,7,1.67,v1_0
2019-09-06,M2,122.237,54.119,164,413520,43.16,70.88,1212639,2357.31,75,-0.95,93.33,58.72,1.393,0,96.83,7,1.92,v1_1
2019-09-07,PERMITS,102.279,48.717,-238,452043,58.98,87.61,1898816,5765.34,219,2.58,87.81,47.12,1.271,0,94.95,10,3.73,v1_2
2019-09-08,LEI,125.506,52.291,13,197860,51.36,70.39,1557754,3931.96,146,-1.86,81.74,49.95,1.41,0,95.01,3,3.86,v2_1
2019-09-09,CREDIT,112.086,53.445,45,416877,58.49,70.21,1702368,3408.36,368,9.72,95.41,36.52,1.431,0,95.35,1,2.46,v2_0
2019-09-10,YIELD_CURVE,114.048,59.117,91,325763,51.36,87.73,1577563,5978.04,130,0.16,112.29,58.84,1.666,0,93.66,12,0.03,v2_0
2019-09-11,PMI_NEW_ORDERS,117.947,56.029,120,310172,40.26,60.69,769277,3713.53,389,7.96,113.9,51.88,1.26,0,95.25,11,1.61,v1_1
2019-09-12,PERMITS,112.03,45.671,-171,456240,46.92,66.96,893874,5844.89,117,-0.31,98.28,40.09,1.533,0,96.45,9,-3.17,v2_0
2019-09-13,PERMITS,95.976,42.379,-43,264436,39.84,103.83,1873295,5446.08,101,8.66,108.24,64.6,1.56,0,98.12,1,2.17,v2_1
2019-09-14,PMI_NEW_ORDERS,91.77,35.469,312,364453,36.39,102.34,1582730,5032.48,210,6.53,93.33,41.66,1.437,1,92.33,1,-1.15,v1_0
2019-09-15,EQUITIES,90.77,53.909,-199,430576,52.41,69.81,1747410,5335.35,230,9.09,112.92,53.67,1.495,1,94.06,3,-1.99,v2_0
2019-09-16,CLAIMS,100.93,64.624,-7,375514,56.52,57.46,1429819,4417.04,290,-3.25,101.65,51.77,1.123,0,92.55,8,2.64,v1_1
2019-09-17,LEI,103.085,39.218,-41,321965,44.29,60.88,935489,3204.64,59,2.75,104.52,55.5,1.523,0,97.36,6,-2.26,v1_2
2019-09-18,M2,129.342,50.767,-238,472410,46.77,70.79,1338354,3494.65,143,6.14,103.38,61.19,1.582,0,96.11,3,4.72,v2_0
2019-09-19,CLAIMS,94.104,62.021,-217,534653,35.02,65.82,875610,5404.06,226,2.67,101.97,49.72,1.699,1,95.61,1,4.32,v2_1
2019-09-20,PERMITS,116.329,48.511,-74,240457,51.71,92.51,768078,2184.54,152,1.48,84.58,56.43,1.484,0,93.5,1,6.37,v1_2
2019-09-21,PERMITS,103.618,53.45,198,541584,62.5,65.3,1557820,3360.64,236,5.36,78.83,39.41,1.448,0,93.7,4,-0.65,v2_0
2019-09-22,CLAIMS,92.079,59.903,-117,201036,47.02,71.09,863017,4018.44,362,-1.44,91.2,36.51,1.39,1,96.37,3,2.6,v2_0
2019-09-23,EQUITIES,124.44,46.769,195,292495,58.72,77.61,1078717,2559.72,345,0.01,83.62,50.41,1.49,0,92.06,7,3.86,v1_1
2019-09-24,LEI,119.245,61.635,-36,323112,46.75,109.64,1628776,2659.75,55,0.02,87.34,41.76,1.547,0,94.1,12,-0.72,v2_1
2019-09-25,CREDIT,114.833,43.64,180,358840,58.47,58.05,867805,5583.57,164,8.9,105.82,40.75,1.378,0,92.02,5,4.35,v2_0
2019-09-26,YIELD_CURVE,99.275,35.948,109,199132,51.63,79.91,1171272,2749.13,289,2.35,104.66,35.38,1.314,0,95.11,3,1.14,v1_2
2019-09-27,EQUITIES,85.883,55.376,128,206008,62.93,89.16,1475865,3743.58,109,2.04,79.55,45.48,1.222,1,97.2,10,0.0,v2_1
2019-09-28,PMI_NEW_ORDERS,101.029,45.487,-101,308941,45.73,78.34,1668343,3984.76,385,1.14,97.34,43.38,1.298,0,93.35,10,5.19,v1_0
2019-09-29,CREDIT,110.451,43.72,-222,288948,59.16,77.53,1853069,2486.06,106,6.49,79.7,61.9,1.463,0,97.01,8,2.14,v2_0
2019-09-30,PERMITS,128.048,64.224,-151,416531,51.09,57.31,1355028,5057.72,201,2.98,110.04,35.6,1.225,0,96.34,4,0.05,v2_0
2019-10-01,ECI,117.162,64.025,230,480002,41.09,108.51,1355901,2219.54,404,-6.06,108.35,59.24,1.482,0,94.75,3,-2.38,v2_0
2019-10-02,CREDIT,100.384,39.657,46,525543,48.29,91.1,1538402,2472.45,167,8.99,80.82,36.03,1.471,0,94.42,2,4.46,v1_2
2019-10-03,PERMITS,86.174,45.793,347,391793,56.0,76.99,1049647,2951.7,307,-7.77,80.6,63.64,1.481,1,94.39,2,2.53,v2_1
2019-10-04,M2,116.934,37.952,46,316577,37.08,56.2,1095039,5657.97,257,3.7,111.3,56.99,1.567,0,97.43,12,-0.72,v2_1
2019-10-05,YIELD_CURVE,110.227,55.163,-204,416071,59.5,88.97,1861185,2170.42,367,4.0,81.03,46.16,1.248,0,92.8,10,-0.63,v2_1
2019-10-06,PMI_NEW_ORDERS,123.636,57.387,-81,213473,42.84,70.93,1547035,2971.68,102,10.69,108.6,52.35,1.118,0,98.79,9,8.4,v2_0
2019-10-07,EQUITIES,86.327,54.015,339,439179,43.98,90.45,990739,3766.37,340,4.34,91.8,63.31,1.246,1,93.69,12,1.47,v1_1
2019-10-08,M2,88.596,49.784,86,499070,60.54,109.94,1027078,2319.67,76,1.84,103.93,45.14,1.186,1,95.19,4,3.1,v1_2
2019-10-09,CLAIMS,120.709,61.423,-2,306483,53.92,80.19,1497096,5768.57,272,4.74,81.79,62.85,1.194,0,97.97,3,1.55,v1_1
2019-10-10,LEI,92.078,51.064,31,506073,48.71,58.9,1117525,3129.8,376,6.32,87.27,57.12,1.338,1,96.63,7,2.49,v1_2
2019-10-11,LEI,101.406,64.264,-154,308312,56.1,102.51,1706256,5034.34,295,-0.55,104.69,43.05,1.294,0,93.51,4,1.21,v2_1
2019-10-12,PERMITS,112.088,61.759,245,430680,52.83,55.52,919943,2303.13,270,12.64,80.55,39.44,1.657,0,98.1,1,3.03,v2_1
2019-10-13,M2,101.074,48.886,140,323298,51.38,85.31,778418,2009.44,116,4.19,80.04,44.61,1.684,0,95.02,9,2.19,v1_0
2019-10-14,M2,129.058,61.676,29,482027,44.14,84.6,1108922,2778.29,205,-2.3,113.6,52.7,1.388,0,92.68,9,2.84,v2_0
2019-10-15,LEI,123.367,60.16,25,460035,40.19,63.26,1447904,3321.05,123,7.21,103.47,43.21,1.431,0,95.64,3,0.66,v2_1
2019-10-16,YIELD_CURVE,111.25,54.586,35,472729,56.57,92.51,1730183,3883.15,350,-2.6,104.52,60.77,1.467,0,97.63,3,1.76,v2_1
2019-10-17,M2,94.931,59.543,235,449891,48.38,84.58,893683,1943.08,266,7.27,75.16,56.61,1.535,1,94.81,8,3.97,v1_1
2019-10-18,CLAIMS,108.514,35.823,162,313388,58.17,100.69,1275401,5558.35,149,6.42,81.21,37.85,1.633,0,97.58,11,0.51,v1_1
2019-10-19,YIELD_CURVE,122.87,36.826,-232,406876,60.35,73.81,1787574,2833.82,342,5.4,88.24,43.82,1.685,0,92.74,9,7.15,v2_1
2019-10-20,PERMITS,107.199,44.556,292,256977,58.45,84.44,1702640,3037.47,378,6.94,87.5,50.36,1.241,0,96.61,7,3.89,v2_1
2019-10-21,CLAIMS,126.799,59.348,153,187226,38.34,99.49,1655029,5796.94,316,1.33,88.0,58.83,1.12,0,92.59,8,2.69,v1_0
2019-10-22,PERMITS,102.384,49.133,-108,541941,45.68,77.44,1816843,5672.38,179,1.03,110.97,37.37,1.108,0,98.97,5,0.85,v1_1
2019-10-23,PMI_NEW_ORDERS,120.505,36.308,141,438842,62.77,55.25,1604761,3413.53,243,-3.83,89.23,59.55,1.66,0,94.44,11,3.81,v1_2
2019-10-24,EQUITIES,108.042,54.3,8,151139,49.48,72.84,1810783,5194.73,370,1.57,79.52,63.53,1.605,0,93.46,11,-0.64,v1_0
2019-10-25,PERMITS,89.928,39.896,42,362819,45.12,107.92,798324,3356.75,289,0.74,80.46,40.89,1.526,1,94.37,3,5.11,v1_2
2019-10-26,PMI_NEW_ORDERS,120.381,53.464,79,403807,45.64,100.56,981282,5708.22,55,3.01,111.46,59.57,1.281,0,97.28,7,3.56,v1_0
2019-10-27,PMI_NEW_ORDERS,116.353,52.701,-109,356024,50.73,67.45,1573661,4536.44,352,-1.04,99.77,47.24,1.558,0,92.9,11,2.2,v1_1
2019-10-28,CLAIMS,117.071,43.298,0,507110,64.99,105.62,1595309,3998.36,383,-1.0,87.99,39.45,1.528,0,94.28,6,5.49,v2_0
2019-10-29,CREDIT,103.873,38.097,284,224703,37.07,102.71,1873613,4154.18,147,-2.53,104.15,59.58,1.521,0,93.4,6,-2.3,v2_0
2019-10-30,CLAIMS,117.079,41.15,-28,231408,42.67,72.2,811382,4539.66,232,3.22,87.0,41.23,1.496,0,96.39,3,1.61,v1_2
2019-10-31,CREDIT,119.085,44.655,-217,515612,41.84,88.41,961574,3894.58,125,10.29,92.72,50.16,1.435,0,92.51,1,2.0,v2_1
2019-11-01,YIELD_CURVE,108.892,57.68,175,523748,47.96,82.38,1778837,3248.41,374,5.54,91.32,57.22,1.387,0,93.88,3,1.31,v2_0
2019-11-02,EQUITIES,115.429,56.834,-148,214739,55.33,107.79,1275484,3330.69,53,3.35,99.3,64.38,1.484,0,98.35,6,2.28,v2_0
2019-11-03,M2,118.1,48.852,6,318831,47.34,70.91,1811387,4156.06,372,3.1,82.82,57.11,1.655,0,97.83,6,0.53,v1_0
2019-11-04,LEI,98.652,61.753,203,305368,44.62,105.7,1191073,3515.58,266,1.66,94.92,57.85,1.646,0,97.96,8,2.25,v1_0
2019-11-05,EQUITIES,85.71,61.668,210,227230,59.64,79.61,997240,3301.17,331,3.17,87.42,46.56,1.509,1,97.29,1,1.97,v2_1
2019-11-06,CREDIT,86.928,53.961,331,316959,52.06,103.63,1237300,1891.71,145,2.15,96.62,48.82,1.125,1,95.3,5,-1.57,v1_1
2019-11-07,CREDIT,129.045,51.057,337,208522,46.36,68.25,1862328,3121.94,293,3.59,112.25,41.35,1.248,0,93.47,4,0.89,v1_2
2019-11-08,M2,122.734,51.571,289,245193,41.08,106.22,949300,4969.05,300,8.03,79.23,54.23,1.182,0,93.79,3,0.08,v2_0
2019-11-09,CREDIT,87.587,61.353,-145,262378,48.79,73.43,1796684,3535.45,77,4.28,84.24,54.59,1.503,1,95.01,11,1.02,v1_2
2019-11-10,CREDIT,96.351,49.521,-218,520683,60.01,90.15,1320215,2811.16,128,2.19,111.32,62.15,1.199,0,98.32,4,4.65,v1_0
2019-11-11,PMI_NEW_ORDERS,92.603,35.052,-10,328561,57.57,88.97,1545673,3197.93,117,3.45,81.65,46.47,1.445,1,95.34,4,-0.66,v2_1
2019-11-12,CLAIMS,90.206,54.197,56,152552,37.85,109.16,1762651,2816.04,416,3.34,109.98,38.25,1.237,1,97.33,3,3.99,v1_1
2019-11-13,LEI,93.636,36.754,153,185253,60.8,94.33,964433,3536.8,63,-6.24,114.51,58.88,1.155,1,93.65,5,0.86,v2_1
2019-11-14,ECI,85.278,44.662,-73,465272,60.98,69.6,1584079,3191.98,254,1.04,88.34,38.2,1.33,1,96.22,12,2.3,v1_0
2019-11-15,PERMITS,106.923,50.78,296,230147,61.31,63.55,1740113,4065.33,293,6.63,76.24,55.5,1.517,0,93.1,12,2.6,v1_0
2019-11-16,PMI_NEW_ORDERS,123.645,38.434,-69,446549,51.28,108.11,752358,3262.52,125,-0.75,101.88,52.72,1.467,0,93.57,10,-1.39,v1_2
2019-11-17,M2,93.999,62.627,115,391430,50.69,109.32,1693103,4173.8,231,11.26,106.24,58.53,1.479,1,94.04,2,1.79,v2_1
2019-11-18,CLAIMS,128.824,50.822,-189,472732,37.97,64.99,1269866,3925.77,249,3.0,88.89,50.32,1.683,0,94.44,12,5.74,v2_0
2019-11-19,CLAIMS,97.562,49.246,67,296937,60.69,79.74,1448671,5207.67,304,1.6,75.53,62.97,1.268,0,93.04,9,1.08,v1_1
2019-11-20,ECI,120.056,50.854,284,218374,54.31,64.83,1163843,5262.39,284,0.49,91.7,37.59,1.628,0,92.93,6,2.67,v1_1
2019-11-21,CLAIMS,124.719,55.938,56,459386,53.46,96.35,992039,3307.61,226,8.63,105.94,39.88,1.65,0,98.88,9,5.82,v1_0
2019-11-22,M2,122.925,53.793,117,536075,43.17,55.03,1339012,3129.93,285,4.78,106.73,39.96,1.356,0,97.53,4,-1.31,v1_2
2019-11-23,M2,109.243,40.262,284,222696,38.41,92.52,1817838,2519.68,265,9.6,84.31,42.13,1.38,0,95.94,2,-0.19,v2_1
2019-11-24,LEI,118.825,35.819,148,387738,55.71,61.05,1641852,2835.55,203,-6.5,102.44,56.99,1.658,0,98.7,5,0.43,v1_0
2019-11-25,CREDIT,101.068,44.079,-176,430062,60.22,68.12,855258,2955.59,238,5.25,98.77,43.56,1.174,0,93.37,3,0.56,v1_1
2019-11-26,ECI,88.353,61.153,-85,238228,52.93,91.03,1520183,5345.72,390,2.41,107.81,47.0,1.614,1,93.0,4,2.66,v2_0
2019-11-27,PERMITS,88.462,56.219,-224,529484,47.05,73.44,1594935,3595.14,306,4.91,80.52,55.05,1.12,1,94.33,11,1.97,v2_0
2019-11-28,CREDIT,115.974,45.959,-74,273040,57.51,91.1,715906,4990.34,346,1.87,97.27,53.97,1.447,0,95.98,3,5.75,v2_1
2019-11-29,PERMITS,112.543,57.145,264,368593,40.68,90.45,1496477,5840.12,314,4.7,114.31,54.84,1.6,0,94.33,12,1.3,v2_0
2019-11-30,PMI_NEW_ORDERS,92.19,55.341,36,237657,58.03,61.93,1370598,1863.27,311,3.29,105.32,64.14,1.391,1,96.03,3,3.62,v2_0
2019-12-01,YIELD_CURVE,103.528,38.063,53,395052,37.07,108.16,1112008,3490.31,51,7.77,89.31,46.07,1.599,0,98.77,8,0.65,v1_0
2019-12-02,PMI_NEW_ORDERS,90.632,47.131,-158,281951,35.96,73.17,1678985,4267.39,262,7.72,87.84,45.31,1.686,1,98.71,10,5.67,v1_1
2019-12-03,EQUITIES,125.651,35.641,-234,159387,63.3,67.89,1368718,5823.79,231,7.84,96.98,47.57,1.649,0,95.76,2,1.98,v1_1
2019-12-04,CREDIT,86.515,53.029,330,161660,47.51,72.13,1093275,4507.28,174,1.37,97.37,55.23,1.321,1,97.23,5,4.34,v1_1
2019-12-05,LEI,108.769,35.059,315,256342,36.34,71.82,1666822,5817.33,167,-1.45,110.36,64.54,1.285,0,92.89,10,2.84,v2_1
2019-12-06,M2,112.91,53.89,204,365753,55.98,83.12,1099778,5976.53,77,1.45,92.0,44.22,1.161,0,96.1,4,3.07,v2_1
2019-12-07,CLAIMS,119.756,46.299,-52,151299,38.49,83.57,1406639,5425.91,172,2.34,103.77,62.55,1.314,0,95.43,4,2.43,v1_2
