ph_vax_reference_year,ph_vax_country_iso2,ph_vax_region_nuts_code,ph_vax_vaccine_code,ph_vax_dose_number,ph_vax_target_age_group,ph_vax_coverage_pct,ph_vax_uptake_rate_pct,ph_vax_mandatory_policy_flag,ph_vax_certificate_policy_flag,ph_vax_supply_deliveries_doses,ph_vax_wastage_rate_pct,ph_vax_adverse_events_reports_count,ph_vax_seroprevalence_estimate_pct,ph_vax_misinformation_incident_index,ph_vax_campaign_spend_eur,ph_vax_joint_procurement_flag,ph_vax_data_source,ph_vax_methodology_version,ph_vax_data_extract_date
2007,HR,EE969,DTP,2,65_PLUS,81.98,82.54,1,0,1336916,7.57,4515,32.87,7.76,80546803.27,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-05-29
2008,FI,MT825,POLIO,3,25_64,74.0,72.09,1,0,18201429,1.81,5200,19.02,15.11,53013094.74,0,HOUSEHOLD_SURVEY,VAX_V2,2024-08-29
2009,IE,DK4,HPV,4,16_24,50.82,44.62,0,0,4201704,2.77,9294,13.07,16.96,77855033.6,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2026-02-04
2010,MT,HR18,FLU_SEASONAL,1,12_15,23.77,30.64,0,0,16795394,7.02,420,11.65,55.61,232565086.18,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-10-07
2011,SK,CZ64,COVID_19,2,6_11,45.45,41.9,0,0,21291427,1.07,34462,11.88,89.51,183125054.35,1,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-01-31
2012,BE,MT163,PNEUMOCOCCAL,3,2_5,28.74,26.67,0,0,18181036,5.57,13002,73.84,48.47,84929951.8,0,HOUSEHOLD_SURVEY,VAX_V3,2025-11-28
2013,DK,LU752,MENINGO,4,0_1,22.6,29.53,0,0,15570190,4.78,11564,73.34,73.84,28144985.57,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-06-02
2014,GR,DK170,HEP_B,1,65_PLUS,62.08,59.56,0,0,824549,0.75,3834,48.42,25.6,20912251.47,0,ECDC_VACCINE_TRACKER,VAX_V2,2026-01-22
2015,LT,PL311,VARICELLA,2,25_64,59.43,62.22,1,0,13265024,3.58,661,12.1,28.16,29416350.69,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-03-09
2016,PT,IE107,MMR,3,16_24,73.1,68.17,1,0,20212439,10.01,13881,99.05,59.91,14346684.64,1,HOUSEHOLD_SURVEY,VAX_V1,2024-05-08
2017,SE,AT2,DTP,4,12_15,74.18,80.25,0,0,2330636,7.38,2273,68.76,58.98,32513437.82,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-06-03
2018,CY,LT243,POLIO,1,6_11,89.61,96.06,0,0,4385283,0.19,11918,70.67,69.73,38517143.25,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-09-18
2019,FR,BE2,HPV,2,2_5,64.24,66.74,0,0,20243501,10.41,12676,17.41,80.36,21512259.9,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-03-02
2020,IT,BG153,FLU_SEASONAL,3,0_1,60.98,67.69,0,0,5636334,0.46,2453,63.95,73.17,275621590.46,1,HOUSEHOLD_SURVEY,VAX_V2,2025-05-07
2021,NL,PT9,COVID_19,4,65_PLUS,34.01,36.17,0,1,27312489,5.69,44497,99.9,59.67,261655305.67,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-01-09
2022,SI,IE617,PNEUMOCOCCAL,1,25_64,25.37,29.92,0,0,13601765,1.55,9090,48.19,54.18,39043242.59,1,ECDC_VACCINE_TRACKER,VAX_V1,2025-09-21
2023,BG,IE56,MENINGO,2,16_24,58.39,61.07,0,0,4620922,1.41,13394,73.72,61.84,99174679.31,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-09-14
2024,EE,EE6,HEP_B,3,12_15,59.17,54.72,1,0,19705600,4.95,3524,19.2,41.68,7468670.11,0,HOUSEHOLD_SURVEY,VAX_V3,2025-01-23
2025,HU,SK118,VARICELLA,4,6_11,62.71,61.87,0,0,8680127,6.6,10069,38.39,44.08,12820749.18,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-07-25
2006,LU,FI91,MMR,1,2_5,72.99,65.75,0,0,942056,5.9,9868,79.61,55.81,46028246.64,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-08-18
2007,RO,DK6,DTP,2,0_1,92.65,93.02,1,0,14068048,3.74,7894,69.44,38.9,6582261.38,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-06-02
2008,AT,IE21,POLIO,3,65_PLUS,76.76,80.33,1,0,18390692,10.5,7163,58.22,12.87,49075230.26,0,HOUSEHOLD_SURVEY,VAX_V1,2025-12-09
2009,CZ,FI41,HPV,4,25_64,52.52,58.55,1,0,20230653,2.64,1680,20.7,12.19,44906800.18,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-12-25
2010,DE,BE92,FLU_SEASONAL,1,16_24,22.66,28.54,0,0,24151712,7.02,892,62.92,30.95,95639263.86,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-12-04
2011,LV,RO701,COVID_19,2,12_15,58.26,49.79,0,0,10593686,2.67,45722,91.83,70.62,184998132.34,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-04-03
2012,PL,SI402,PNEUMOCOCCAL,3,6_11,48.36,45.85,0,0,10979254,6.91,858,63.7,24.91,978869.1,0,HOUSEHOLD_SURVEY,VAX_V2,2026-02-14
2013,ES,LV12,MENINGO,4,2_5,56.33,55.52,0,0,1214440,6.59,14291,13.86,45.47,8448674.24,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-01-25
2014,HR,DK14,HEP_B,1,0_1,84.97,86.32,1,0,11083382,10.76,5943,99.9,13.25,47849009.24,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-11-28
2015,FI,NL69,VARICELLA,2,65_PLUS,34.79,34.6,0,0,7871769,0.82,32,48.28,72.23,103527696.16,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-05-18
2016,IE,IE9,MMR,3,25_64,67.46,74.95,0,0,2367724,1.07,9680,67.89,11.88,61110772.59,0,HOUSEHOLD_SURVEY,VAX_V3,2024-09-08
2017,MT,ES1,DTP,4,16_24,53.23,45.76,0,0,11011833,9.81,12419,10.72,39.03,20578114.71,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-03-31
2018,SK,CY8,POLIO,1,12_15,89.88,82.58,1,0,17621753,2.66,2,16.15,67.01,10454205.14,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-03-19
2019,BE,SI34,HPV,2,6_11,63.04,69.29,0,0,17710488,6.71,6016,55.13,54.59,49007348.21,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-06-26
2020,DK,HR33,FLU_SEASONAL,3,2_5,60.26,57.3,0,0,7512836,2.28,12725,39.21,45.18,249947867.43,1,HOUSEHOLD_SURVEY,VAX_V1,2024-02-13
2021,GR,HU580,COVID_19,4,0_1,70.56,70.86,0,1,25643766,9.47,52619,24.52,35.23,38986461.32,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-07-18
2022,LT,RO357,PNEUMOCOCCAL,1,65_PLUS,72.14,70.42,0,0,16000213,9.29,7851,63.59,52.05,51714075.87,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-10-29
2023,PT,GR25,MENINGO,2,25_64,48.67,47.28,0,0,6718875,3.46,1594,56.64,47.24,106265045.52,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-09-08
2024,SE,HU84,HEP_B,3,16_24,61.45,69.01,1,0,8262924,8.7,6065,16.27,15.96,76913940.34,1,HOUSEHOLD_SURVEY,VAX_V2,2025-09-17
2025,CY,BE32,VARICELLA,4,12_15,60.82,51.26,0,0,15394507,8.84,656,75.02,25.22,11479296.43,1,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-10-11
2006,FR,ES27,MMR,1,6_11,84.42,80.61,0,0,4944391,5.99,5053,70.21,43.85,88984931.55,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-01-24
2007,IT,ES764,DTP,2,2_5,77.94,83.15,0,0,11727013,1.77,15050,21.23,48.55,46155229.73,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-03-21
2008,NL,DE17,POLIO,3,0_1,77.2,72.89,1,0,14112293,3.56,13013,49.46,59.81,56273101.72,0,HOUSEHOLD_SURVEY,VAX_V3,2025-09-29
2009,SI,LT99,HPV,4,65_PLUS,41.93,32.67,0,0,19389771,0.39,3875,50.99,91.12,107253852.34,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-08-15
2010,BG,CY10,FLU_SEASONAL,1,25_64,52.51,53.53,0,0,4285019,5.36,4295,44.84,12.58,58457452.59,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-12-17
2011,EE,ES39,COVID_19,2,16_24,53.05,60.02,0,0,14883139,0.29,34458,81.6,79.27,96610480.15,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-06-20
2012,HU,LU16,PNEUMOCOCCAL,3,12_15,25.0,27.88,0,0,8348344,1.89,6007,56.44,25.16,95445877.19,0,HOUSEHOLD_SURVEY,VAX_V1,2024-05-12
2013,LU,IE3,MENINGO,4,6_11,27.23,21.32,0,0,8547038,5.88,1900,48.22,18.82,67479717.34,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-09-20
2014,RO,ES3,HEP_B,1,2_5,84.35,91.62,1,0,9398922,0.67,10481,44.35,62.9,12108577.79,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-04-01
2015,AT,LT751,VARICELLA,2,0_1,50.95,52.46,0,1,9265837,2.81,695,36.21,29.59,83914280.6,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-11-26
2016,CZ,HU34,MMR,3,65_PLUS,63.58,69.08,0,0,11622589,6.42,12208,99.9,33.58,31712141.95,0,HOUSEHOLD_SURVEY,VAX_V2,2025-03-21
2017,DE,MT830,DTP,4,25_64,53.03,52.37,0,0,18192560,10.68,4754,23.74,11.42,78810545.71,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-09-13
2018,LV,ES99,POLIO,1,16_24,72.06,65.02,1,1,15280667,4.3,2489,58.43,26.94,63050609.12,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-08-06
2019,PL,PT32,HPV,2,12_15,49.03,40.06,0,0,11473581,5.74,15250,48.73,19.76,75899360.54,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-10-30
2020,ES,CZ62,FLU_SEASONAL,3,6_11,55.07,62.45,0,0,26401285,2.44,1502,75.12,64.71,77504161.86,1,HOUSEHOLD_SURVEY,VAX_V3,2025-04-03
2021,HR,FI92,COVID_19,4,2_5,61.2,62.72,0,1,1475424,2.9,21407,67.8,48.94,182336644.83,1,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-10-19
2022,FI,IE787,PNEUMOCOCCAL,1,0_1,68.23,67.71,0,0,6905940,1.86,689,7.88,71.77,103942236.28,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-05-21
2023,IE,PL81,MENINGO,2,65_PLUS,32.49,31.7,0,0,19370434,8.72,1127,66.4,29.66,29956063.68,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-01-05
2024,MT,BE207,HEP_B,3,25_64,37.92,33.73,1,0,1861348,3.84,4387,33.54,32.92,83069326.83,0,HOUSEHOLD_SURVEY,VAX_V1,2024-01-01
2025,SK,LV536,VARICELLA,4,16_24,68.29,72.46,0,0,17547996,7.25,4803,59.75,57.37,1458490.1,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-09-22
2006,BE,PL15,MMR,1,12_15,80.76,87.89,1,0,14850203,0.41,2820,7.45,23.62,33407920.37,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-08-12
2007,DK,SK42,DTP,2,6_11,84.06,88.55,0,0,579487,6.94,2464,37.95,64.93,43189330.37,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-02-12
2008,GR,ES2,POLIO,3,2_5,80.89,76.29,1,0,6792241,1.2,13903,11.23,12.19,62042776.04,0,HOUSEHOLD_SURVEY,VAX_V2,2024-12-13
2009,LT,AT5,HPV,4,0_1,33.97,36.91,0,0,10639557,8.68,10228,69.02,44.62,93041964.49,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-08-16
2010,PT,NL85,FLU_SEASONAL,1,65_PLUS,25.33,30.18,0,0,13426062,1.9,12022,27.63,24.61,182189931.67,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-04-04
2011,SE,HU677,COVID_19,2,25_64,42.73,36.45,0,1,13311079,3.69,16611,25.62,75.41,154343098.27,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-07-08
2012,CY,DK191,PNEUMOCOCCAL,3,16_24,35.21,32.7,0,0,16623733,4.43,3616,28.39,48.05,91438572.32,0,HOUSEHOLD_SURVEY,VAX_V3,2024-07-11
2013,FR,FR997,MENINGO,4,12_15,59.17,56.46,0,0,7240961,7.17,9777,8.05,4.63,77148982.01,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-03-03
2014,IT,SK56,HEP_B,1,6_11,88.77,96.39,0,0,9193500,3.7,8770,22.98,5.25,36252315.25,0,ECDC_VACCINE_TRACKER,VAX_V2,2025-02-26
2015,NL,SI606,VARICELLA,2,2_5,46.27,45.6,0,0,5429916,5.04,1637,37.06,46.76,88233450.91,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-10-03
2016,SI,CZ46,MMR,3,0_1,73.86,77.78,0,0,8729557,3.06,7981,99.9,34.08,20283420.44,1,HOUSEHOLD_SURVEY,VAX_V1,2025-08-14
2017,BG,BE625,DTP,4,65_PLUS,63.14,67.0,1,0,4663326,4.69,7652,56.39,36.16,98457510.97,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-12-24
2018,EE,CY17,POLIO,1,25_64,56.57,64.52,0,0,13556502,10.48,12214,60.28,51.58,69271.91,0,ECDC_VACCINE_TRACKER,VAX_V3,2024-12-20
2019,HU,SE995,HPV,2,16_24,28.26,23.39,0,0,15786583,8.43,8198,39.61,96.89,22765135.3,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-02-01
2020,LU,PL406,FLU_SEASONAL,3,12_15,47.65,37.66,0,0,18145430,1.27,1770,41.23,68.63,118351745.91,0,HOUSEHOLD_SURVEY,VAX_V2,2025-05-30
2021,RO,BE28,COVID_19,4,6_11,56.45,59.83,0,1,29043223,2.57,67768,81.42,25.3,67847818.99,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-10-09
2022,AT,HR694,PNEUMOCOCCAL,1,2_5,53.86,59.02,1,0,8799557,1.57,5337,72.59,8.23,95672057.99,1,ECDC_VACCINE_TRACKER,VAX_V1,2025-12-24
2023,CZ,AT6,MENINGO,2,0_1,50.99,41.08,0,0,4261714,0.39,7355,26.63,19.08,90197721.04,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-07-30
2024,DE,GR564,HEP_B,3,65_PLUS,77.42,76.39,1,0,15192908,8.98,1123,99.9,9.9,10616910.87,0,HOUSEHOLD_SURVEY,VAX_V3,2026-01-03
2025,LV,LU4,VARICELLA,4,25_64,33.78,31.18,0,0,4952594,6.7,3981,18.15,23.18,31987264.0,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-12-12
2006,PL,DK413,MMR,1,16_24,69.15,67.28,0,0,5665055,7.65,11541,71.04,38.5,79903992.58,0,ECDC_VACCINE_TRACKER,VAX_V2,2026-01-13
2007,ES,RO97,DTP,2,12_15,86.88,83.07,1,0,13788520,5.9,12432,43.76,59.18,96487651.32,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-06-22
2008,HR,SI1,POLIO,3,6_11,83.19,82.2,0,0,18297790,6.94,2143,33.16,63.21,13283725.65,0,HOUSEHOLD_SURVEY,VAX_V1,2025-03-09
2009,FI,FR865,HPV,4,2_5,46.13,41.15,0,0,15686915,5.8,6776,46.21,44.72,108322251.82,1,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-06-13
2010,IE,BG10,FLU_SEASONAL,1,0_1,49.43,56.12,0,0,16864809,8.61,3830,15.39,56.75,141599920.73,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-09-13
2011,MT,LT85,COVID_19,2,65_PLUS,42.18,49.0,0,0,964423,4.93,5048,13.19,69.25,221864354.92,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-06-29
2012,SK,NL669,PNEUMOCOCCAL,3,25_64,20.93,26.43,1,0,6814241,1.39,15359,53.72,43.49,4654758.64,0,HOUSEHOLD_SURVEY,VAX_V2,2026-01-21
2013,BE,PL38,MENINGO,4,16_24,45.91,46.64,0,0,13961238,5.68,3050,30.56,75.45,42374446.36,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2026-01-02
2014,DK,ES8,HEP_B,1,12_15,74.65,81.23,1,0,18060476,10.48,13384,34.6,28.77,67136989.89,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-04-01
2015,GR,SE6,VARICELLA,2,6_11,87.37,90.58,0,0,11064169,9.76,13077,11.55,25.76,95513087.57,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-11-15
2016,LT,ES674,MMR,3,2_5,75.23,69.7,1,0,18115996,2.69,663,60.68,42.34,28091165.28,0,HOUSEHOLD_SURVEY,VAX_V3,2024-08-20
2017,PT,GR777,DTP,4,0_1,86.31,87.71,1,0,10630609,1.43,2942,71.06,29.87,95107280.36,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-12-28
2018,SE,HU574,POLIO,1,65_PLUS,80.62,85.49,0,0,9321784,2.14,5339,22.94,20.18,42372846.7,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-12-04
2019,CY,PL60,HPV,2,25_64,63.78,65.79,0,0,2844428,8.11,1988,44.24,50.09,21967764.96,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-05-15
2020,FR,RO647,FLU_SEASONAL,3,16_24,52.5,45.66,0,0,29814797,7.06,12245,13.65,9.93,195477390.1,1,HOUSEHOLD_SURVEY,VAX_V1,2025-11-20
2021,IT,BE659,COVID_19,4,12_15,43.44,37.75,0,1,22984357,9.26,54923,99.9,76.51,234890861.51,1,HEALTH_INSURANCE_ADMIN,VAX_V2,2026-01-16
2022,NL,BE157,PNEUMOCOCCAL,1,6_11,70.07,66.53,0,0,8759643,9.98,2172,10.17,70.99,94109620.61,0,ECDC_VACCINE_TRACKER,VAX_V3,2024-04-22
2023,SI,FR256,MENINGO,2,2_5,42.21,40.94,0,0,9780028,10.5,10720,55.15,56.54,96510940.36,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-12-01
2024,BG,IT254,HEP_B,3,0_1,84.83,88.01,0,0,14391182,5.28,5081,99.9,48.18,61248453.01,0,HOUSEHOLD_SURVEY,VAX_V2,2025-04-06
2025,EE,CY944,VARICELLA,4,65_PLUS,62.98,67.54,0,0,15264511,7.57,10387,50.66,44.38,73434226.63,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2026-01-22
2006,HU,BE1,MMR,1,25_64,65.8,70.91,0,0,11673819,4.33,3256,94.26,16.38,73525388.23,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-12-31
2007,LU,GR3,DTP,2,16_24,68.38,64.99,1,0,4510026,0.78,6675,15.68,20.74,33322874.4,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2025-03-01
2008,RO,DK1,POLIO,3,12_15,66.52,72.38,1,0,21107735,3.12,7105,46.98,29.59,107115530.05,0,HOUSEHOLD_SURVEY,VAX_V3,2024-02-16
2009,AT,FR3,HPV,4,6_11,66.66,72.08,0,0,20010774,4.32,9574,58.03,55.04,3971810.71,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-12-03
2010,CZ,LV8,FLU_SEASONAL,1,2_5,39.17,32.97,0,0,14226246,6.66,15209,19.57,70.08,78111332.5,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-02-01
2011,DE,NL438,COVID_19,2,0_1,32.51,29.11,0,0,14560030,1.44,41264,21.64,21.85,226103658.5,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-10-14
2012,LV,LV4,PNEUMOCOCCAL,3,65_PLUS,32.79,23.27,0,0,5865986,4.54,10792,4.89,24.89,59100485.01,0,HOUSEHOLD_SURVEY,VAX_V1,2025-01-30
2013,PL,IT67,MENINGO,4,25_64,28.31,28.95,0,0,14844907,4.34,12780,30.66,57.71,50003156.37,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-06-27
2014,ES,IE93,HEP_B,1,16_24,69.08,64.55,1,0,8012377,6.17,12317,52.75,53.98,69545648.24,1,ECDC_VACCINE_TRACKER,VAX_V3,2024-06-11
2015,HR,EE28,VARICELLA,2,12_15,43.76,42.28,0,0,18222863,6.11,8559,69.87,50.54,1625320.68,1,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-06-08
2016,FI,PL9,MMR,3,6_11,70.3,61.89,1,0,10168344,2.84,2834,72.97,54.41,104873733.55,0,HOUSEHOLD_SURVEY,VAX_V2,2024-03-30
2017,IE,AT89,DTP,4,2_5,61.99,69.19,1,0,16211597,2.11,8697,23.68,36.88,89776523.04,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-06-10
2018,MT,PT78,POLIO,1,0_1,94.42,97.91,0,0,10277764,4.66,7153,26.6,13.96,23860957.95,0,ECDC_VACCINE_TRACKER,VAX_V1,2024-08-04
2019,SK,LV1,HPV,2,65_PLUS,51.82,47.19,0,0,2038056,2.81,9440,53.78,22.22,35855342.59,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-03-20
2020,BE,PT690,FLU_SEASONAL,3,25_64,45.05,39.78,0,0,26566558,6.83,14899,75.54,21.76,58833490.04,1,HOUSEHOLD_SURVEY,VAX_V3,2025-11-15
2021,DK,ES713,COVID_19,4,16_24,23.4,24.83,0,1,24252666,2.09,56269,7.18,69.11,105857290.87,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-10-15
2022,GR,HR36,PNEUMOCOCCAL,1,12_15,58.15,57.85,0,0,4085200,3.08,490,46.42,30.57,66168341.94,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-03-23
2023,LT,BG12,MENINGO,2,6_11,32.6,24.34,1,0,15322301,7.13,13876,27.68,35.55,97931379.03,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-09-10
2024,PT,NL57,HEP_B,3,2_5,55.42,58.47,0,0,11764613,0.97,1637,72.04,13.0,2655356.76,0,HOUSEHOLD_SURVEY,VAX_V1,2024-06-13
2025,SE,AT446,VARICELLA,4,0_1,57.54,53.32,0,0,7477939,2.67,4755,38.44,34.56,44129645.05,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-11-01
2006,CY,LV298,MMR,1,65_PLUS,83.21,74.81,1,0,14482545,2.24,15030,99.9,34.64,54475511.97,0,ECDC_VACCINE_TRACKER,VAX_V3,2024-01-17
2007,FR,PL915,DTP,2,25_64,66.66,57.29,1,1,13805986,4.17,9252,12.97,36.18,66890900.44,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2025-05-23
2008,IT,CZ49,POLIO,3,16_24,69.16,61.02,0,0,12448421,2.38,5544,32.2,30.38,107871333.41,0,HOUSEHOLD_SURVEY,VAX_V2,2025-04-15
2009,NL,HR853,HPV,4,12_15,29.91,37.1,0,1,17870422,1.69,14828,18.08,9.23,61189624.37,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2024-09-02
2010,SI,DK54,FLU_SEASONAL,1,6_11,48.87,46.37,0,0,3596650,3.2,11200,45.09,35.12,174603066.31,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-02-14
2011,BG,FR998,COVID_19,2,2_5,35.93,39.17,0,0,966351,6.19,17833,52.24,12.22,80981179.16,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2024-09-26
2012,EE,FI27,PNEUMOCOCCAL,3,0_1,44.35,42.25,0,0,7835520,0.51,7119,8.39,19.47,84676971.76,0,HOUSEHOLD_SURVEY,VAX_V3,2025-03-06
2013,HU,CZ871,MENINGO,4,65_PLUS,38.25,39.8,0,0,19457962,1.35,6626,29.55,65.22,27155592.87,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2024-08-05
2014,LU,BE250,HEP_B,1,25_64,72.15,63.94,1,0,2302355,6.88,1664,68.89,16.93,100885730.56,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-09-26
2015,RO,SE27,VARICELLA,2,16_24,41.15,31.88,0,0,13702139,6.24,12292,69.09,7.04,76885484.58,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2024-12-16
2016,AT,GR36,MMR,3,12_15,66.16,70.5,1,0,9578954,10.33,12369,59.78,22.68,6990294.69,0,HOUSEHOLD_SURVEY,VAX_V1,2024-07-20
2017,CZ,FI98,DTP,4,6_11,68.69,63.83,0,0,20274297,8.18,7673,75.28,73.93,33023598.01,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2024-11-07
2018,DE,RO212,POLIO,1,2_5,85.75,83.4,0,0,7843255,2.65,1697,34.47,37.41,96693192.3,0,ECDC_VACCINE_TRACKER,VAX_V3,2025-06-06
2019,LV,EE392,HPV,2,0_1,61.25,64.39,0,0,852127,8.44,1498,50.46,93.68,42987066.98,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V1,2024-09-06
2020,PL,PL42,FLU_SEASONAL,3,65_PLUS,31.04,31.0,0,0,10632578,6.92,9009,11.13,13.18,116340525.98,1,HOUSEHOLD_SURVEY,VAX_V2,2024-01-16
2021,ES,CZ1,COVID_19,4,25_64,43.31,45.55,0,1,26598585,5.81,61396,19.14,92.39,85122979.84,0,HEALTH_INSURANCE_ADMIN,VAX_V3,2025-01-15
2022,HR,CZ3,PNEUMOCOCCAL,1,16_24,57.52,64.98,0,0,2286929,1.35,18235,71.81,10.14,95336631.62,0,ECDC_VACCINE_TRACKER,VAX_V1,2025-09-24
2023,FI,IT649,MENINGO,2,12_15,66.43,67.27,0,0,5069859,5.43,12190,37.38,15.56,104741547.77,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V2,2026-02-07
2024,IE,PL617,HEP_B,3,6_11,57.43,53.36,0,0,1741290,6.52,12095,92.44,62.01,83676886.95,0,HOUSEHOLD_SURVEY,VAX_V3,2025-09-30
2025,MT,MT745,VARICELLA,4,2_5,31.36,22.5,0,0,1127696,2.87,1045,4.22,47.31,23827143.15,0,HEALTH_INSURANCE_ADMIN,VAX_V1,2025-04-10
2006,SK,RO77,MMR,1,0_1,95.77,99.8,1,0,18709116,1.88,5254,86.88,41.69,47444625.85,0,ECDC_VACCINE_TRACKER,VAX_V2,2024-08-26
2007,BE,CZ17,DTP,2,65_PLUS,75.71,79.4,1,0,6064747,6.82,562,65.99,52.49,82950904.16,0,NATIONAL_IMMUNISATION_REGISTRY,VAX_V3,2025-02-07
2008,DK,GR201,POLIO,3,25_64,54.72,51.49,0,0,2176789,2.13,3482,38.78,23.74,91417168.54,0,HOUSEHOLD_SURVEY,VAX_V1,2025-01-03
2009,GR,PL7,HPV,4,16_24,61.88,66.42,0,0,6173275,4.23,11081,60.31,81.84,42249083.86,0,HEALTH_INSURANCE_ADMIN,VAX_V2,2025-11-22
2010,LT,AT92,FLU_SEASONAL,1,12_15,57.19,57.01,0,0,24609588,5.04,9406,4.88,70.23,230848326.91,0,ECDC_VACCINE_TRACKER,VAX_V3,2024-12-10
