tax_compliance_case_open_date,tax_compliance_case_type_code,tax_compliance_taxpayer_segment,tax_compliance_notice_type_code,tax_compliance_assessment_amount_usd,tax_compliance_collection_amount_usd,tax_compliance_payment_plan_flag,tax_compliance_lien_filed_flag,tax_compliance_levy_action_flag,tax_compliance_appeal_requested_flag,tax_compliance_appeal_decision_code,tax_compliance_time_to_resolution_days,tax_compliance_writeoff_amount_usd,tax_compliance_bankruptcy_related_flag,tax_compliance_fraud_referral_flag,tax_compliance_identity_theft_flag,tax_compliance_audit_method_code,tax_compliance_third_party_match_flag,tax_compliance_contact_attempts_count,tax_compliance_case_closure_reason
2018-05-25,COLLECTION,INDIVIDUAL,OTHER,34887886.48,11510747.84,1,1,0,1,PARTIAL_RELIEF,586,8335822.17,0,0,0,FIELD,1,39,PAID_IN_FULL
2018-05-26,FRAUD,NONPROFIT,CP2000,33017058.89,6308816.41,0,0,0,0,UPHELD,607,3258866.4,0,0,0,CORRESPONDENCE,0,33,INSTALLMENT
2018-05-27,IDENTITY_THEFT,INDIVIDUAL,NO_NOTICE,34500865.05,10078023.01,0,0,0,0,UPHELD,719,7240564.16,0,0,0,CORRESPONDENCE,1,0,DISMISSED
2018-05-28,IDENTITY_THEFT,INDIVIDUAL,LTR3172,4485153.57,1190702.51,0,0,0,0,NONE,1063,1159507.69,0,0,0,NONE,0,9,OPEN
2018-05-29,AUDIT,SMALL_BIZ,NO_NOTICE,9871180.75,6226562.86,1,0,0,0,UPHELD,650,3188899.83,0,1,0,AUTOMATED,1,37,PAID_IN_FULL
2018-05-30,UNDERREPORTING,SMALL_BIZ,NO_NOTICE,6572590.05,1583216.83,0,0,0,1,PENDING,238,2181856.12,0,0,1,OFFICE,0,1,PAID_IN_FULL
2018-05-31,COLLECTION,INDIVIDUAL,LTR3172,23623881.94,2571560.12,0,0,0,0,NONE,569,2256732.71,1,0,0,OFFICE,0,15,PAID_IN_FULL
2018-06-01,COLLECTION,INDIVIDUAL,CP2000,4999108.04,4566632.61,0,0,0,0,FULL_RELIEF,344,908613.83,0,0,0,CORRESPONDENCE,1,5,UNABLE_TO_COLLECT
2018-06-02,PAYMENT_PLAN,SMALL_BIZ,LTR1058,24769245.91,7678805.69,0,0,0,0,PENDING,476,1964113.8,0,0,0,CORRESPONDENCE,1,16,OPEN
2018-06-03,COLLECTION,SMALL_BIZ,OTHER,29678821.08,30983254.66,1,0,0,1,NONE,95,1156066.52,0,0,0,OFFICE,0,37,PAID_IN_FULL
2018-06-04,AUDIT,INDIVIDUAL,OTHER,18681659.71,18874155.93,1,0,0,0,NONE,416,1860729.3,0,0,0,NONE,0,17,DISMISSED
2018-06-05,IDENTITY_THEFT,SMALL_BIZ,OTHER,10172674.06,3464074.52,0,0,0,0,NONE,105,678681.71,0,0,0,FIELD,1,39,DISMISSED
2018-06-06,AUDIT,INDIVIDUAL,OTHER,20902200.83,15472719.29,1,0,0,0,PARTIAL_RELIEF,369,2977859.49,0,0,0,AUTOMATED,1,19,DISMISSED
2018-06-07,COLLECTION,INDIVIDUAL,CP2000,32665042.74,16137709.87,0,0,0,1,NONE,56,2922212.43,0,0,0,CORRESPONDENCE,0,13,OPEN
2018-06-08,AUDIT,MID_MARKET,NO_NOTICE,14614916.65,7752423.41,0,0,0,0,NONE,934,2626685.57,0,0,0,AUTOMATED,0,27,PAID_IN_FULL
2018-06-09,AUDIT,INDIVIDUAL,CP2000,15791774.27,7887101.29,0,0,0,0,UPHELD,1085,4871695.58,0,0,0,AUTOMATED,0,21,OPEN
2018-06-10,FRAUD,LARGE_BIZ,CP2000,11496986.73,7836072.05,0,0,0,0,PENDING,1031,2020603.25,0,0,0,NONE,0,37,TRANSFERRED
2018-06-11,AUDIT,INDIVIDUAL,NO_NOTICE,7037021.13,6802243.91,0,0,0,0,NONE,585,1618714.14,0,0,0,OFFICE,0,30,PAID_IN_FULL
2018-06-12,AUDIT,SMALL_BIZ,NO_NOTICE,2750294.42,623073.66,0,0,0,0,NONE,927,292215.17,0,0,0,OFFICE,1,5,UNABLE_TO_COLLECT
2018-06-13,FRAUD,SMALL_BIZ,CP2000,8818110.21,5628661.02,0,0,0,1,UPHELD,448,1210658.74,0,0,0,FIELD,0,12,INSTALLMENT
2018-06-14,AUDIT,INDIVIDUAL,CP2000,10399016.43,225557.08,1,0,0,0,PENDING,339,33413.27,0,0,1,OFFICE,1,7,OPEN
2018-06-15,IDENTITY_THEFT,INDIVIDUAL,CP2000,31129371.18,31165547.73,0,0,0,0,PARTIAL_RELIEF,713,5061640.86,0,0,0,CORRESPONDENCE,1,20,OPEN
2018-06-16,COLLECTION,INDIVIDUAL,NO_NOTICE,18628334.03,8008551.54,0,0,0,0,UPHELD,902,1963215.1,0,0,0,FIELD,0,18,DISMISSED
2018-06-17,COLLECTION,SMALL_BIZ,CP2000,20533549.53,3068297.45,0,0,0,1,NONE,387,1014128.58,0,0,0,CORRESPONDENCE,0,3,INSTALLMENT
2018-06-18,IDENTITY_THEFT,SMALL_BIZ,NO_NOTICE,28921919.28,13771545.88,1,0,0,0,PARTIAL_RELIEF,537,1341136.68,0,0,0,CORRESPONDENCE,1,30,INSTALLMENT
2018-06-19,COLLECTION,MID_MARKET,CP2000,17206261.08,11879984.67,0,0,0,0,NONE,1113,1697806.88,0,0,0,OFFICE,0,12,DISMISSED
2018-06-20,AUDIT,INDIVIDUAL,CP2000,17813370.25,3832758.35,0,0,0,0,NONE,815,1127895.29,0,0,0,NONE,0,32,OPEN
2018-06-21,COLLECTION,SMALL_BIZ,CP2000,14042971.1,572855.21,0,0,0,0,FULL_RELIEF,450,2777860.49,0,0,0,CORRESPONDENCE,0,27,TRANSFERRED
2018-06-22,COLLECTION,SMALL_BIZ,LTR001,33550213.13,29357779.54,1,0,0,0,PENDING,315,8663828.75,0,0,1,NONE,0,9,OPEN
2018-06-23,UNDERREPORTING,MID_MARKET,CP2000,9693922.45,4323588.54,1,0,0,0,UPHELD,577,849732.31,0,0,0,CORRESPONDENCE,1,34,PAID_IN_FULL
2018-06-24,COLLECTION,INDIVIDUAL,NO_NOTICE,22546926.54,22867709.17,0,0,0,0,PENDING,749,3029852.53,0,0,1,AUTOMATED,1,20,COMPROMISE
2018-06-25,AUDIT,INDIVIDUAL,LTR3172,32626986.84,9098343.91,0,0,0,0,PENDING,507,11250247.37,0,0,1,OFFICE,0,34,UNABLE_TO_COLLECT
2018-06-26,LIEN_RELEASE,INDIVIDUAL,LTR3172,26733802.9,19414094.78,0,0,0,0,UPHELD,954,5014790.82,0,0,0,NONE,1,0,PAID_IN_FULL
2018-06-27,IDENTITY_THEFT,INDIVIDUAL,NO_NOTICE,22068018.75,21994820.85,1,1,0,0,PARTIAL_RELIEF,951,6298314.58,0,0,0,CORRESPONDENCE,1,27,PAID_IN_FULL
2018-06-28,LIEN_RELEASE,MID_MARKET,NO_NOTICE,7956918.42,556517.01,0,0,0,0,PENDING,808,1590070.47,0,0,0,NONE,0,4,UNABLE_TO_COLLECT
2018-06-29,FRAUD,INDIVIDUAL,NO_NOTICE,19325323.58,2579467.19,0,0,0,0,NONE,1097,605859.95,0,0,0,CORRESPONDENCE,0,22,TRANSFERRED
2018-06-30,COLLECTION,INDIVIDUAL,OTHER,32806358.44,1394889.66,0,0,0,0,UPHELD,194,9671820.53,1,0,0,CORRESPONDENCE,0,22,COMPROMISE
2018-07-01,COLLECTION,SMALL_BIZ,LTR1058,11670862.94,10864618.3,1,0,0,0,UPHELD,964,2650177.76,0,0,0,AUTOMATED,0,13,OPEN
2018-07-02,UNDERREPORTING,INDIVIDUAL,CP2000,8796631.43,5537098.62,1,0,0,0,NONE,316,2610810.62,0,0,0,CORRESPONDENCE,1,2,OPEN
2018-07-03,IDENTITY_THEFT,SMALL_BIZ,NO_NOTICE,15735960.39,1878161.89,0,0,0,0,UPHELD,1062,5373186.47,0,0,0,OFFICE,0,9,OPEN
2018-07-04,PAYMENT_PLAN,MID_MARKET,CP2000,8403793.25,4918422.17,0,1,0,1,NONE,69,1032973.05,0,0,0,CORRESPONDENCE,1,11,PAID_IN_FULL
2018-07-05,UNDERREPORTING,LARGE_BIZ,LTR001,24417921.86,23087633.72,0,0,0,0,PENDING,715,1314554.0,0,0,1,NONE,1,11,COMPROMISE
2018-07-06,AUDIT,MID_MARKET,CP2000,23648949.15,6851879.6,1,1,0,0,FULL_RELIEF,529,902482.7,0,0,0,CORRESPONDENCE,0,9,PAID_IN_FULL
2018-07-07,COLLECTION,INDIVIDUAL,CP2000,9129117.15,15919.9,0,0,0,0,NONE,669,604388.58,0,0,0,OFFICE,0,4,INSTALLMENT
2018-07-08,COLLECTION,INDIVIDUAL,LTR4800,22432348.86,512113.25,1,0,0,0,NONE,965,3457847.51,0,0,0,CORRESPONDENCE,1,35,COMPROMISE
2018-07-09,UNDERREPORTING,INDIVIDUAL,LTR1058,25258777.62,26093294.49,0,0,0,0,NONE,323,5512315.13,0,0,0,CORRESPONDENCE,1,4,UNABLE_TO_COLLECT
2018-07-10,LIEN_RELEASE,INDIVIDUAL,LTR3172,8397413.38,6336996.99,1,0,0,0,DISMISSED,1067,1200697.62,0,0,0,CORRESPONDENCE,0,9,PAID_IN_FULL
2018-07-11,COLLECTION,MID_MARKET,NO_NOTICE,10647962.73,10813428.21,1,0,0,0,NONE,1024,112821.53,0,0,0,FIELD,1,30,OPEN
2018-07-12,COLLECTION,SMALL_BIZ,LTR3172,29898568.41,7146419.01,0,0,0,1,FULL_RELIEF,31,9867351.09,0,0,0,FIELD,1,34,PAID_IN_FULL
2018-07-13,UNDERREPORTING,SMALL_BIZ,NO_NOTICE,24386640.93,16670355.02,0,0,0,0,NONE,990,975141.32,0,0,0,CORRESPONDENCE,1,3,OPEN
2018-07-14,COLLECTION,INDIVIDUAL,CP2000,21800796.89,21581050.96,0,0,0,0,PENDING,589,5994950.07,0,0,1,CORRESPONDENCE,1,27,PAID_IN_FULL
2018-07-15,AUDIT,INDIVIDUAL,CP2000,3612080.65,2718563.36,0,0,0,0,UPHELD,998,1190737.07,0,0,0,AUTOMATED,0,32,PAID_IN_FULL
2018-07-16,PAYMENT_PLAN,INDIVIDUAL,NO_NOTICE,696484.56,588785.43,0,0,1,1,FULL_RELIEF,588,147047.89,0,0,0,AUTOMATED,0,19,INSTALLMENT
2018-07-17,COLLECTION,INDIVIDUAL,LTR3172,34280019.65,23942420.2,1,0,1,0,NONE,206,4843281.99,0,0,0,CORRESPONDENCE,1,19,TRANSFERRED
2018-07-18,FRAUD,INDIVIDUAL,CP2000,12028539.31,9028527.27,0,0,0,1,DISMISSED,428,1293940.03,0,0,0,CORRESPONDENCE,1,6,PAID_IN_FULL
2018-07-19,COLLECTION,NONPROFIT,LTR001,16952381.96,8408000.02,0,0,0,0,PARTIAL_RELIEF,1188,1854333.05,0,0,0,AUTOMATED,0,12,PAID_IN_FULL
2018-07-20,PAYMENT_PLAN,INDIVIDUAL,LTR001,19886145.37,1366672.74,0,0,0,0,NONE,257,3044195.78,0,0,0,CORRESPONDENCE,0,27,PAID_IN_FULL
2018-07-21,COLLECTION,MID_MARKET,LTR1058,32443924.03,6778432.99,0,0,0,0,UPHELD,436,3043836.63,0,0,0,AUTOMATED,0,34,TRANSFERRED
2018-07-22,PAYMENT_PLAN,INDIVIDUAL,LTR001,4916295.79,3022830.46,0,0,0,0,UPHELD,813,1536879.49,0,0,0,CORRESPONDENCE,1,28,COMPROMISE
2018-07-23,AUDIT,INDIVIDUAL,NO_NOTICE,27789282.32,8016816.14,0,0,0,0,NONE,820,8633493.97,0,0,0,CORRESPONDENCE,0,8,PAID_IN_FULL
2018-07-24,AUDIT,INDIVIDUAL,NO_NOTICE,24358576.62,5965282.75,0,0,0,0,NONE,1195,7423953.91,0,0,0,NONE,1,3,INSTALLMENT
2018-07-25,LIEN_RELEASE,SMALL_BIZ,NO_NOTICE,428475.54,193421.58,0,0,0,0,NONE,1087,91081.95,0,0,0,NONE,1,24,PAID_IN_FULL
2018-07-26,LIEN_RELEASE,MID_MARKET,CP2000,19040794.24,6785630.29,0,0,0,0,NONE,532,2901797.33,0,0,0,CORRESPONDENCE,0,26,PAID_IN_FULL
2018-07-27,UNDERREPORTING,INDIVIDUAL,CP2000,25447589.87,11631001.81,0,0,0,0,UPHELD,268,707437.22,0,0,0,NONE,0,16,INSTALLMENT
2018-07-28,AUDIT,INDIVIDUAL,CP2000,34943440.33,8180382.87,0,0,0,0,UPHELD,1020,8686431.07,0,0,0,NONE,0,8,TRANSFERRED
2018-07-29,COLLECTION,LARGE_BIZ,CP2000,6227726.16,510536.0,0,0,0,0,NONE,456,1360576.76,0,0,0,FIELD,0,17,PAID_IN_FULL
2018-07-30,COLLECTION,INDIVIDUAL,OTHER,26258138.39,20553411.74,1,0,0,0,NONE,1089,2437243.67,0,0,0,NONE,0,13,OPEN
2018-07-31,COLLECTION,INDIVIDUAL,NO_NOTICE,14268820.94,14326355.93,0,0,0,0,DISMISSED,436,2032024.64,0,0,0,OFFICE,0,33,INSTALLMENT
2018-08-01,COLLECTION,MID_MARKET,NO_NOTICE,19859674.66,15226116.35,0,0,0,0,UPHELD,536,3735641.85,0,0,0,CORRESPONDENCE,1,5,UNABLE_TO_COLLECT
2018-08-02,COLLECTION,SMALL_BIZ,LTR001,20277559.48,19700563.64,0,0,0,0,DISMISSED,1132,5965096.57,1,0,0,CORRESPONDENCE,1,40,TRANSFERRED
2018-08-03,IDENTITY_THEFT,GOV_ENTITY,NO_NOTICE,10255962.21,1474362.95,1,0,0,0,NONE,510,3098471.26,0,0,0,OFFICE,1,5,UNABLE_TO_COLLECT
2018-08-04,FRAUD,INDIVIDUAL,LTR4800,15194737.66,9580360.08,0,0,0,0,PENDING,149,3896418.76,1,0,0,CORRESPONDENCE,1,35,UNABLE_TO_COLLECT
2018-08-05,UNDERREPORTING,INDIVIDUAL,NO_NOTICE,7240616.28,5408035.81,0,0,0,0,NONE,234,2315064.89,0,0,0,OFFICE,1,9,UNABLE_TO_COLLECT
2018-08-06,PAYMENT_PLAN,INDIVIDUAL,CP2000,22677026.86,22893647.47,0,0,0,0,NONE,897,3911660.87,0,0,0,OFFICE,0,29,OPEN
2018-08-07,AUDIT,MID_MARKET,NO_NOTICE,14296088.1,1718916.69,0,1,0,0,NONE,792,718872.42,0,0,1,NONE,1,17,TRANSFERRED
2018-08-08,IDENTITY_THEFT,INDIVIDUAL,LTR3172,6646522.9,5312184.2,0,0,0,0,NONE,1108,1271108.41,0,0,0,AUTOMATED,0,12,OPEN
2018-08-09,COLLECTION,INDIVIDUAL,NO_NOTICE,19189953.54,832386.68,0,0,0,1,PENDING,846,5680298.59,0,0,0,NONE,0,37,COMPROMISE
2018-08-10,UNDERREPORTING,INDIVIDUAL,LTR3172,15923731.99,218159.59,0,0,1,0,DISMISSED,975,2071014.62,0,0,0,CORRESPONDENCE,0,12,OPEN
2018-08-11,FRAUD,INDIVIDUAL,LTR1058,26646290.51,10880697.97,1,0,0,0,PARTIAL_RELIEF,428,2489816.11,0,0,0,CORRESPONDENCE,0,34,INSTALLMENT
2018-08-12,IDENTITY_THEFT,SMALL_BIZ,NO_NOTICE,23501874.63,16990121.95,0,1,0,1,NONE,595,1262591.61,1,0,0,OFFICE,0,6,OPEN
2018-08-13,IDENTITY_THEFT,MID_MARKET,CP2000,33430835.37,11474937.14,1,0,0,0,NONE,560,6377237.41,0,0,0,CORRESPONDENCE,0,18,PAID_IN_FULL
2018-08-14,COLLECTION,INDIVIDUAL,CP2000,5301603.6,4264357.41,0,0,1,0,DISMISSED,1141,776435.68,0,0,0,AUTOMATED,0,20,COMPROMISE
2018-08-15,PAYMENT_PLAN,INDIVIDUAL,LTR1058,22035395.94,20678955.11,0,0,1,0,NONE,219,6763938.19,0,0,0,CORRESPONDENCE,1,2,OPEN
2018-08-16,COLLECTION,SMALL_BIZ,NO_NOTICE,17830616.92,5870658.84,0,0,0,0,NONE,891,1151451.89,0,0,0,CORRESPONDENCE,0,31,TRANSFERRED
2018-08-17,LIEN_RELEASE,INDIVIDUAL,CP2000,6009762.72,5520139.96,0,0,0,1,NONE,977,1944950.02,0,0,0,CORRESPONDENCE,1,18,INSTALLMENT
2018-08-18,PAYMENT_PLAN,INDIVIDUAL,NO_NOTICE,21105412.13,142826.22,1,0,0,1,NONE,555,1400970.79,0,0,0,OFFICE,0,20,INSTALLMENT
2018-08-19,COLLECTION,INDIVIDUAL,LTR1058,31315796.48,9203855.44,0,0,0,0,NONE,432,10773901.49,0,0,0,OFFICE,1,24,INSTALLMENT
2018-08-20,IDENTITY_THEFT,MID_MARKET,LTR3172,29773149.91,1567923.0,1,0,0,0,PENDING,1081,3276245.96,0,0,0,CORRESPONDENCE,1,19,UNABLE_TO_COLLECT
2018-08-21,PAYMENT_PLAN,GOV_ENTITY,LTR1058,12214650.53,6484181.51,0,0,0,0,NONE,923,3347802.93,0,0,0,CORRESPONDENCE,0,19,DISMISSED
2018-08-22,PAYMENT_PLAN,INDIVIDUAL,NO_NOTICE,11051276.48,6435887.89,0,0,0,1,PENDING,897,665761.01,0,0,0,OFFICE,1,30,OPEN
2018-08-23,IDENTITY_THEFT,INDIVIDUAL,OTHER,29938998.36,14053519.48,1,0,0,0,UPHELD,18,3942125.8,0,0,0,AUTOMATED,1,31,INSTALLMENT
2018-08-24,UNDERREPORTING,SMALL_BIZ,LTR3172,27081847.74,28185905.08,0,0,0,0,PENDING,1169,3831821.67,0,1,0,NONE,0,14,COMPROMISE
2018-08-25,UNDERREPORTING,INDIVIDUAL,LTR3172,34674743.03,27411766.92,0,0,0,0,NONE,957,7687809.82,0,0,0,OFFICE,0,9,INSTALLMENT
2018-08-26,AUDIT,INDIVIDUAL,LTR4800,28160431.4,9376662.0,0,1,0,0,NONE,593,1347913.67,0,0,0,CORRESPONDENCE,1,0,DISMISSED
2018-08-27,FRAUD,INDIVIDUAL,NO_NOTICE,12939047.89,3199212.39,0,0,0,1,DISMISSED,188,2651608.86,0,0,0,CORRESPONDENCE,0,15,PAID_IN_FULL
2018-08-28,UNDERREPORTING,MID_MARKET,OTHER,3447641.96,1629412.12,0,1,0,0,UPHELD,381,1124528.07,0,0,0,NONE,0,25,UNABLE_TO_COLLECT
2018-08-29,IDENTITY_THEFT,GOV_ENTITY,NO_NOTICE,6676767.01,3564731.4,1,0,1,1,NONE,320,1259539.86,0,0,0,AUTOMATED,0,5,INSTALLMENT
2018-08-30,LIEN_RELEASE,INDIVIDUAL,LTR4800,34339123.18,12446288.66,1,0,0,0,NONE,167,2849859.55,0,0,0,FIELD,0,7,PAID_IN_FULL
2018-08-31,COLLECTION,INDIVIDUAL,LTR001,3669711.84,3004150.27,0,0,0,0,NONE,482,723554.24,0,0,0,NONE,0,22,INSTALLMENT
2018-09-01,UNDERREPORTING,INDIVIDUAL,NO_NOTICE,14562224.37,13525099.62,0,0,0,0,NONE,780,3124635.1,0,0,0,FIELD,0,0,PAID_IN_FULL
2018-09-02,FRAUD,LARGE_BIZ,LTR001,21763090.38,19180859.85,1,0,0,0,PENDING,227,3451713.33,0,0,0,CORRESPONDENCE,0,31,TRANSFERRED
2018-09-03,AUDIT,MID_MARKET,NO_NOTICE,11479993.77,7343902.16,0,0,0,0,PENDING,52,1166066.5,0,0,0,FIELD,0,23,TRANSFERRED
2018-09-04,COLLECTION,INDIVIDUAL,NO_NOTICE,31050562.36,25829778.06,0,0,0,0,NONE,781,2747427.28,0,1,1,OFFICE,1,28,OPEN
2018-09-05,AUDIT,INDIVIDUAL,CP2000,29179849.7,23488550.74,0,0,0,0,NONE,669,1511175.29,0,0,0,CORRESPONDENCE,1,26,INSTALLMENT
2018-09-06,AUDIT,INDIVIDUAL,OTHER,4727986.68,594928.08,1,0,0,0,NONE,143,1267369.2,0,0,0,AUTOMATED,1,4,PAID_IN_FULL
2018-09-07,FRAUD,SMALL_BIZ,NO_NOTICE,21638251.24,22513376.3,0,0,0,0,PARTIAL_RELIEF,156,3820048.88,1,0,0,NONE,1,20,OPEN
2018-09-08,IDENTITY_THEFT,LARGE_BIZ,LTR4800,31015171.94,6255028.89,0,0,0,0,NONE,886,6623900.59,0,0,0,OFFICE,1,11,INSTALLMENT
2018-09-09,IDENTITY_THEFT,INDIVIDUAL,NO_NOTICE,27531464.89,17531098.85,1,0,1,0,UPHELD,1197,6012658.01,0,0,0,OFFICE,1,9,OPEN
2018-09-10,PAYMENT_PLAN,GOV_ENTITY,LTR3172,20786234.78,10199335.54,0,0,0,1,PENDING,887,5217073.51,1,0,0,OFFICE,1,35,INSTALLMENT
2018-09-11,PAYMENT_PLAN,INDIVIDUAL,LTR001,26517646.03,11375231.18,0,0,0,0,DISMISSED,994,2979363.04,0,0,0,AUTOMATED,0,39,PAID_IN_FULL
2018-09-12,COLLECTION,INDIVIDUAL,NO_NOTICE,9807191.77,4899354.15,0,0,0,0,PENDING,1065,337968.93,0,0,0,OFFICE,0,36,COMPROMISE
2018-09-13,IDENTITY_THEFT,INDIVIDUAL,CP2000,30380118.91,22512181.79,1,0,0,0,PENDING,264,2784829.73,0,0,0,FIELD,0,17,COMPROMISE
2018-09-14,COLLECTION,GOV_ENTITY,CP2000,7019120.04,3378539.92,0,1,0,0,NONE,929,236636.09,0,0,0,NONE,1,31,OPEN
2018-09-15,PAYMENT_PLAN,GOV_ENTITY,NO_NOTICE,31633826.72,4586202.89,0,0,0,0,DISMISSED,1129,3804658.69,0,0,0,CORRESPONDENCE,0,38,OPEN
2018-09-16,COLLECTION,INDIVIDUAL,NO_NOTICE,20011453.98,18561660.67,1,0,0,0,FULL_RELIEF,977,1521938.52,0,0,0,CORRESPONDENCE,1,25,OPEN
2018-09-17,COLLECTION,INDIVIDUAL,LTR4800,28364714.21,9497417.23,0,0,0,0,UPHELD,568,7895713.74,0,0,0,FIELD,1,39,TRANSFERRED
2018-09-18,COLLECTION,SMALL_BIZ,OTHER,19247762.11,13902611.59,0,0,0,0,DISMISSED,867,4835215.93,0,0,0,CORRESPONDENCE,0,31,OPEN
2018-09-19,IDENTITY_THEFT,INDIVIDUAL,NO_NOTICE,5219900.77,3774170.65,0,0,0,0,PARTIAL_RELIEF,748,1404630.24,0,0,0,NONE,0,3,DISMISSED
2018-09-20,PAYMENT_PLAN,MID_MARKET,CP2000,33479214.51,25305831.3,1,0,0,0,NONE,710,6451577.19,0,1,0,AUTOMATED,1,36,PAID_IN_FULL
2018-09-21,IDENTITY_THEFT,INDIVIDUAL,OTHER,1492577.41,378869.84,0,0,0,0,PARTIAL_RELIEF,920,19235.12,0,0,0,AUTOMATED,1,0,PAID_IN_FULL
2018-09-22,COLLECTION,INDIVIDUAL,NO_NOTICE,11686157.89,393325.54,0,0,0,0,NONE,415,2837268.73,0,0,0,CORRESPONDENCE,1,3,UNABLE_TO_COLLECT
2018-09-23,COLLECTION,SMALL_BIZ,LTR4800,1165115.33,734822.45,1,0,0,0,UPHELD,634,370338.18,0,0,1,CORRESPONDENCE,1,29,PAID_IN_FULL
2018-09-24,COLLECTION,INDIVIDUAL,LTR3172,4533399.48,4272103.5,0,0,0,0,FULL_RELIEF,457,1171080.39,0,0,0,OFFICE,0,16,COMPROMISE
2018-09-25,PAYMENT_PLAN,SMALL_BIZ,NO_NOTICE,18874864.48,14336471.67,1,0,0,0,UPHELD,863,4483254.09,0,0,1,CORRESPONDENCE,0,35,PAID_IN_FULL
2018-09-26,AUDIT,MID_MARKET,LTR1058,5228182.16,4005720.46,1,0,0,0,FULL_RELIEF,933,860405.77,0,0,1,CORRESPONDENCE,1,4,UNABLE_TO_COLLECT
2018-09-27,AUDIT,INDIVIDUAL,LTR4800,7723196.98,3243634.25,0,0,0,1,UPHELD,827,1092367.86,0,0,0,AUTOMATED,0,33,PAID_IN_FULL
2018-09-28,COLLECTION,SMALL_BIZ,LTR3172,666370.65,299035.38,0,0,0,0,NONE,637,42469.01,0,0,0,CORRESPONDENCE,1,14,PAID_IN_FULL
2018-09-29,AUDIT,MID_MARKET,LTR3172,13608859.03,13536902.71,1,0,0,0,UPHELD,292,4717890.2,0,0,0,NONE,0,27,PAID_IN_FULL
2018-09-30,COLLECTION,SMALL_BIZ,NO_NOTICE,16405744.11,8684130.55,0,0,0,0,NONE,588,5234433.5,0,0,0,CORRESPONDENCE,1,28,UNABLE_TO_COLLECT
2018-10-01,UNDERREPORTING,LARGE_BIZ,LTR1058,8442543.78,5080961.53,1,0,0,0,PARTIAL_RELIEF,503,1314795.48,1,0,0,CORRESPONDENCE,0,23,DISMISSED
2018-10-02,UNDERREPORTING,MID_MARKET,NO_NOTICE,3352848.72,1976907.48,1,0,0,1,FULL_RELIEF,240,430621.3,0,0,0,NONE,0,40,INSTALLMENT
2018-10-03,IDENTITY_THEFT,INDIVIDUAL,LTR3172,2836586.52,160218.88,0,0,0,0,UPHELD,295,406299.41,0,0,0,CORRESPONDENCE,0,22,INSTALLMENT
2018-10-04,COLLECTION,INDIVIDUAL,LTR001,1629657.71,695216.0,0,0,0,0,NONE,96,189368.96,0,0,0,FIELD,0,14,COMPROMISE
2018-10-05,AUDIT,SMALL_BIZ,NO_NOTICE,20998829.31,15060767.68,1,0,0,0,NONE,989,5473845.71,0,0,0,CORRESPONDENCE,1,7,DISMISSED
2018-10-06,IDENTITY_THEFT,MID_MARKET,NO_NOTICE,19187775.81,17770168.59,1,0,0,0,UPHELD,313,1456879.28,0,0,0,OFFICE,0,16,COMPROMISE
2018-10-07,PAYMENT_PLAN,INDIVIDUAL,OTHER,12660783.44,10305459.57,1,0,0,0,UPHELD,1101,3461787.46,0,0,0,NONE,1,5,INSTALLMENT
2018-10-08,UNDERREPORTING,INDIVIDUAL,CP2000,14887817.45,4617639.6,1,0,0,0,PARTIAL_RELIEF,264,961617.05,0,0,0,CORRESPONDENCE,0,39,OPEN
2018-10-09,AUDIT,INDIVIDUAL,LTR001,12846894.4,6406932.76,0,0,0,0,NONE,568,1768809.32,0,0,1,CORRESPONDENCE,1,0,DISMISSED
2018-10-10,PAYMENT_PLAN,INDIVIDUAL,LTR001,4635413.25,3344680.84,0,0,0,0,NONE,567,858078.55,0,0,0,AUTOMATED,1,33,COMPROMISE
2018-10-11,PAYMENT_PLAN,LARGE_BIZ,LTR1058,26154819.28,16449515.09,0,0,0,1,PENDING,1014,67621.99,0,0,0,OFFICE,1,25,INSTALLMENT
2018-10-12,FRAUD,INDIVIDUAL,CP2000,4795727.23,600151.16,0,0,0,0,NONE,628,278841.59,0,0,0,AUTOMATED,0,30,OPEN
2018-10-13,UNDERREPORTING,INDIVIDUAL,LTR001,22878185.26,22938292.74,1,0,0,1,NONE,1118,2108899.06,0,0,1,AUTOMATED,1,35,PAID_IN_FULL
2018-10-14,FRAUD,SMALL_BIZ,NO_NOTICE,17493900.67,9510350.54,0,0,0,0,DISMISSED,471,5968462.08,1,0,0,OFFICE,0,22,OPEN
2018-10-15,COLLECTION,INDIVIDUAL,LTR4800,30420615.2,6233689.57,0,0,0,0,UPHELD,354,4225405.21,0,0,0,CORRESPONDENCE,0,6,DISMISSED
2018-10-16,PAYMENT_PLAN,INDIVIDUAL,OTHER,25878670.8,22015754.52,1,0,1,0,NONE,1157,6917547.6,0,0,1,AUTOMATED,1,1,OPEN
2018-10-17,PAYMENT_PLAN,INDIVIDUAL,OTHER,14859995.19,6542838.57,0,0,0,1,FULL_RELIEF,487,2041127.22,0,0,0,CORRESPONDENCE,0,7,DISMISSED
2018-10-18,COLLECTION,INDIVIDUAL,LTR001,12575561.07,1477797.9,0,0,0,1,NONE,857,3921195.2,0,0,0,CORRESPONDENCE,1,7,COMPROMISE
2018-10-19,FRAUD,INDIVIDUAL,CP2000,26188859.4,23731898.45,1,0,1,0,NONE,142,5080950.8,0,0,0,CORRESPONDENCE,0,40,INSTALLMENT
