care_coverage_coverage_year,care_coverage_marketplace_rating_area,care_coverage_plan_metal_level,care_coverage_premium_second_lowest_silver,care_coverage_premium_benchmark_adjusted,care_coverage_deductible_individual,care_coverage_oop_max_individual,care_coverage_network_tier_type,care_coverage_covered_lives_count,care_coverage_uninsured_rate_estimate,care_coverage_medicaid_enrollment,care_coverage_chip_enrollment,care_coverage_medicare_enrollment,care_coverage_employer_covered_share_pct,care_coverage_self_insured_share_pct,care_coverage_subsidy_eligible_share_pct,care_coverage_csr_variant_code,care_coverage_plan_switch_rate_pct,care_coverage_special_enrollment_count,care_coverage_rate_review_status
2020,RA000171,GOLD,912.05,776.23,5906,2131,NARROW,173392,15.41,265538,219730,358809,70.65,64.95,55.28,NONE,9.38,27989,MODIFIED
2014,RA000172,GOLD,513.28,506.53,4439,8748,TIERED,275883,6.9,677991,140751,877770,69.87,6.69,9.41,NONE,32.56,81168,APPROVED
2023,RA000173,GOLD,844.04,747.91,5393,6948,BROAD,29944,6.58,461651,1077,1611426,64.04,30.37,0.76,NONE,33.01,14297,PENDING
2020,RA000174,BRONZE,590.15,534.5,4563,3487,HMO,208505,15.54,709190,35612,1261337,62.34,52.0,30.53,CSR73,6.73,31219,MODIFIED
2019,RA000175,SILVER,580.86,548.69,2991,8214,HMO,26081,15.53,846482,196615,1331589,36.02,45.83,52.17,NONE,25.82,57329,NOT_REQUIRED
2014,RA000176,BRONZE,365.97,358.18,4855,8798,EPO,255635,4.58,285308,182895,1023030,56.96,26.92,68.32,CSR73,19.85,73983,MODIFIED
2014,RA000177,SILVER,503.72,485.79,3736,6466,TIERED,194021,5.34,656949,217463,1547087,54.4,44.1,77.02,CSR94,0.65,875,NOT_REQUIRED
2020,RA000178,SILVER,539.47,514.81,6123,3720,TIERED,150951,22.99,411007,182187,1607036,64.21,30.04,69.11,NONE,36.1,49999,APPROVED
2015,RA000179,GOLD,582.92,579.77,5311,5073,HMO,152933,5.92,655208,3611,821380,59.37,51.82,23.69,CSR73,20.33,83710,APPROVED
2020,RA000180,GOLD,967.31,827.48,7527,1577,TIERED,264068,8.79,258570,28036,695111,32.77,39.03,60.58,NONE,17.68,10417,NOT_REQUIRED
2021,RA000181,PLATINUM,604.24,560.83,7979,2173,NARROW,15443,10.63,979318,68208,1218681,61.77,28.47,10.94,CSR87,4.56,15622,DENIED
2021,RA000182,BRONZE,784.17,697.41,2864,5468,HMO,18379,11.37,134377,110325,466119,56.47,56.2,4.35,CSR73,2.13,67275,MODIFIED
2022,RA000183,SILVER,326.0,333.09,3841,8668,BROAD,90139,9.12,596628,72636,635729,40.81,18.85,55.33,NONE,7.03,33354,NOT_REQUIRED
2021,RA000184,SILVER,787.85,704.66,2390,7632,BROAD,233404,13.53,671273,131183,1643012,52.33,52.28,39.22,CSR87,4.99,61786,APPROVED
2019,RA000185,SILVER,736.84,701.61,6171,7422,HMO,126062,8.74,412108,238452,1026460,70.58,26.0,12.14,NONE,39.55,9959,APPROVED
2023,RA000186,GOLD,600.32,601.98,1084,3047,PPO,189433,18.73,1140719,104270,834389,65.22,35.04,51.77,NONE,11.47,57700,MODIFIED
2022,RA000187,SILVER,848.27,777.54,1119,9042,PPO,181023,13.63,178398,188116,1340684,74.9,24.95,84.54,NONE,27.99,27362,DENIED
2021,RA000188,BRONZE,694.79,672.76,9154,5598,PPO,175122,17.06,686802,48428,1472532,33.17,34.23,50.1,NONE,15.5,61209,APPROVED
2022,RA000189,BRONZE,293.78,311.47,1363,8153,EPO,180475,16.69,1005088,86978,520207,56.18,41.0,79.98,CSR87,7.34,37255,APPROVED
2020,RA000190,SILVER,610.49,540.85,8758,6307,NARROW,184111,20.4,78897,88246,815086,22.2,23.51,37.72,NONE,10.67,42054,PENDING
2025,RA000191,SILVER,770.97,701.07,5408,1817,EPO,263519,12.48,796456,237892,341389,40.92,42.29,82.36,CSR94,14.38,55083,APPROVED
2019,RA000192,GOLD,883.54,878.16,5557,6258,BROAD,184999,5.85,387308,7973,1316557,43.17,46.4,31.69,NONE,13.88,22921,PENDING
2018,RA000193,GOLD,495.46,502.98,5388,6235,NARROW,110051,19.85,150681,6992,625994,73.0,31.66,70.07,NONE,8.31,16639,MODIFIED
2022,RA000194,BRONZE,900.64,941.2,3628,3840,NARROW,239029,19.65,783664,17713,839575,41.48,45.75,25.72,CSR87,21.12,70270,APPROVED
2021,RA000195,BRONZE,632.55,587.75,7516,8865,TIERED,69787,15.11,46285,148144,1228968,31.63,55.44,60.7,NONE,0.85,29807,PENDING
2018,RA000196,SILVER,846.11,801.76,6784,5608,BROAD,245879,14.71,634991,99244,170483,59.38,28.51,22.22,NONE,25.34,43278,NOT_REQUIRED
2019,RA000197,SILVER,563.51,563.56,5728,9107,HMO,145810,12.85,809336,80586,810056,67.19,56.46,13.0,NONE,9.64,25411,NOT_REQUIRED
2017,RA000198,GOLD,457.64,450.0,4319,5811,PPO,203745,23.91,441293,212520,196741,46.57,21.62,58.94,NONE,13.0,9342,MODIFIED
2023,RA000199,SILVER,459.25,390.67,8201,2330,BROAD,87128,14.15,1103200,226560,183592,38.38,58.71,46.34,NONE,2.58,83090,NOT_REQUIRED
2014,RA000200,SILVER,578.95,502.23,8411,4108,TIERED,237199,10.0,188842,29966,76221,65.19,16.57,2.2,NONE,6.39,52445,APPROVED
2017,RA000201,GOLD,635.32,556.24,3870,6271,NARROW,246361,8.57,373679,12586,244763,52.12,35.93,44.25,NONE,32.8,78071,APPROVED
2018,RA000202,BRONZE,462.66,491.26,4125,8530,BROAD,157958,21.05,983828,100909,591773,29.48,15.34,69.94,NONE,34.43,64737,MODIFIED
2023,RA000203,SILVER,362.55,369.27,7401,7883,HMO,186540,6.12,220009,221316,734844,72.77,23.47,24.97,NONE,15.9,25180,NOT_REQUIRED
2014,RA000204,SILVER,376.43,380.12,1527,9035,PPO,186865,10.02,758403,216706,284240,27.72,34.95,42.14,NONE,3.82,42846,PENDING
2017,RA000205,GOLD,752.77,648.7,2932,4647,HMO,75964,17.86,978996,177004,1628005,74.49,10.3,62.8,NONE,12.24,17805,PENDING
2020,RA000206,SILVER,626.02,567.43,1892,4252,HMO,73630,2.28,1010324,155949,250480,52.24,22.17,28.66,NONE,15.72,47132,MODIFIED
2024,RA000207,BRONZE,427.58,394.24,5482,6800,EPO,242354,16.09,195208,25831,373682,58.01,49.49,23.72,NONE,7.11,77207,MODIFIED
2021,RA000208,BRONZE,424.82,427.52,4581,8507,NARROW,169782,2.79,353486,221108,1341095,73.61,28.52,6.04,NONE,16.9,2635,MODIFIED
2020,RA000209,SILVER,515.78,522.08,7929,4032,BROAD,161316,15.27,1151316,238081,705789,55.49,28.61,15.69,CSR73,0.86,69128,MODIFIED
2014,RA000210,SILVER,221.28,238.51,3261,8410,PPO,186039,4.21,743880,18511,475107,48.66,10.46,68.9,CSR73,4.46,63428,APPROVED
2022,RA000211,BRONZE,381.69,390.34,4390,7813,NARROW,231433,14.16,435207,66604,1634657,55.91,28.44,2.53,CSR87,15.99,74210,PENDING
2014,RA000212,SILVER,526.73,459.44,3309,2973,BROAD,190814,16.85,146008,57739,659698,52.65,59.31,54.98,NONE,7.49,27771,APPROVED
2025,RA000213,SILVER,485.57,464.53,5520,4861,PPO,257413,22.91,952246,124119,1007514,58.32,44.87,59.25,NONE,29.03,39064,APPROVED
2021,RA000214,BRONZE,650.43,576.03,7064,1751,EPO,28767,5.39,163540,182305,652187,25.62,39.61,74.45,NONE,21.7,32805,APPROVED
2020,RA000215,GOLD,249.67,236.58,3978,6660,BROAD,171612,14.82,778540,111570,1112099,27.23,54.75,80.64,NONE,13.21,53497,APPROVED
2021,RA000216,GOLD,428.47,389.93,2043,3190,BROAD,177270,10.55,956996,73341,309918,67.64,44.3,21.61,CSR73,2.08,31546,NOT_REQUIRED
2017,RA000217,BRONZE,859.47,786.83,7635,7137,EPO,29867,4.32,799594,204806,733191,55.91,12.76,54.99,CSR94,21.78,41536,DENIED
2017,RA000218,SILVER,809.16,823.49,6229,2855,HMO,64051,20.89,847274,17250,956476,48.66,8.68,65.18,CSR73,19.05,18864,MODIFIED
2018,RA000219,GOLD,251.97,215.1,2904,3819,HMO,68597,17.48,755810,236764,696692,47.6,39.88,41.8,NONE,3.11,49839,APPROVED
2022,RA000220,SILVER,767.8,776.98,5579,8232,BROAD,109036,13.16,74649,116293,1486155,73.75,7.65,58.78,CSR87,36.18,65912,APPROVED
2017,RA000221,GOLD,878.13,791.28,1460,2114,HMO,135939,19.36,391046,39007,374669,22.77,39.62,17.78,CSR73,3.99,63215,APPROVED
2023,RA000222,BRONZE,698.84,693.01,1944,5156,EPO,77046,11.03,729047,154258,710961,52.46,52.7,40.61,NONE,7.26,49786,APPROVED
2017,RA000223,SILVER,220.22,233.21,3412,5399,NARROW,173428,16.18,997126,179376,69440,69.17,22.75,70.96,CSR94,5.7,77447,NOT_REQUIRED
2023,RA000224,SILVER,232.72,222.82,854,6731,NARROW,129107,17.89,1150721,170925,402303,49.16,6.25,47.88,CSR73,5.07,52142,MODIFIED
2023,RA000225,BRONZE,695.25,614.19,2839,3738,NARROW,65076,3.84,792630,32907,140961,62.77,22.49,0.08,CSR94,0.75,68164,NOT_REQUIRED
2015,RA000226,GOLD,791.51,848.88,2775,2156,TIERED,71660,19.12,891950,176270,1206220,66.77,45.38,44.77,NONE,6.21,15579,MODIFIED
2022,RA000227,GOLD,916.18,801.46,2852,2941,BROAD,110853,7.48,982684,214350,884245,20.36,44.14,62.67,NONE,25.29,58202,APPROVED
2016,RA000228,GOLD,394.3,348.03,5616,2387,EPO,57627,21.52,1098925,22312,606783,70.68,35.16,1.52,CSR73,9.7,5971,PENDING
2018,RA000229,BRONZE,743.37,775.76,481,6818,TIERED,116455,4.44,672606,26208,492176,26.73,36.35,30.34,NONE,36.78,26007,MODIFIED
2020,RA000230,SILVER,757.33,813.28,1999,8010,PPO,187210,11.81,300717,219924,102029,54.19,33.19,17.61,NONE,31.8,45197,PENDING
2014,RA000231,SILVER,472.83,438.27,6434,2918,BROAD,105211,4.11,1174488,49072,1191608,56.56,52.19,17.86,NONE,39.18,65674,PENDING
2017,RA000232,BRONZE,937.18,960.95,4710,8877,NARROW,177446,23.04,948303,178736,381633,69.37,31.25,84.13,CSR94,37.11,50583,PENDING
2024,RA000233,BRONZE,539.07,509.91,2347,8698,PPO,188846,18.49,502326,122432,382897,74.43,48.37,64.36,CSR73,16.05,17626,APPROVED
2025,RA000234,GOLD,621.22,585.26,7605,2360,HMO,94678,10.22,903824,198534,699615,43.28,57.21,30.14,CSR87,34.45,21472,PENDING
2017,RA000235,SILVER,406.97,425.46,7296,6202,HMO,88945,8.93,284469,89680,675409,69.03,61.53,55.31,CSR94,31.03,17252,DENIED
2025,RA000236,SILVER,703.45,742.82,6253,3991,EPO,93318,11.87,326722,235852,620620,39.91,12.98,65.19,NONE,20.52,67405,DENIED
2017,RA000237,GOLD,646.16,665.88,5703,1912,HMO,45482,19.47,144785,135455,1581768,42.28,60.72,31.64,NONE,22.32,72278,NOT_REQUIRED
2024,RA000238,BRONZE,286.74,293.25,1035,6518,PPO,145947,17.79,179876,77847,1048417,45.27,61.97,52.61,NONE,0.24,7437,APPROVED
2019,RA000239,CATASTROPHIC,923.64,975.6,7508,2045,PPO,4758,13.63,773407,38896,785732,53.74,47.43,58.03,NONE,19.0,26225,APPROVED
2024,RA000240,SILVER,650.98,630.6,8448,8520,EPO,97861,20.98,473222,187976,321326,62.97,39.59,68.04,NONE,32.09,37754,NOT_REQUIRED
2024,RA000241,SILVER,589.25,630.12,6677,3624,EPO,216735,12.51,1197915,295,947198,57.85,23.02,80.89,NONE,3.81,76563,PENDING
2019,RA000242,SILVER,671.51,601.63,2203,4713,TIERED,19311,9.01,808162,119919,545645,71.03,49.75,71.02,NONE,27.8,35615,MODIFIED
2021,RA000243,SILVER,789.81,755.11,2458,3293,NARROW,138506,8.08,1034848,11101,1376963,47.71,62.98,34.94,NONE,39.93,66990,MODIFIED
2018,RA000244,SILVER,744.28,669.16,9121,4656,BROAD,249331,6.24,369089,193440,779834,60.49,24.2,13.71,CSR94,17.53,22105,APPROVED
2020,RA000245,SILVER,610.61,531.84,1188,8760,PPO,15078,17.06,930633,229764,1187607,63.1,18.43,23.85,CSR73,25.88,33681,PENDING
2015,RA000246,GOLD,915.89,857.97,1645,3238,HMO,24543,7.59,284946,102165,320636,28.62,21.71,67.43,NONE,14.72,28968,NOT_REQUIRED
2023,RA000247,GOLD,596.06,525.6,2159,1575,EPO,209208,3.9,782182,173511,1488871,37.93,10.28,1.63,NONE,31.74,57468,MODIFIED
2021,RA000248,SILVER,477.37,469.55,7028,5528,TIERED,84927,13.22,501459,88217,571816,30.73,43.02,24.15,NONE,11.68,65947,PENDING
2018,RA000249,GOLD,880.2,865.57,8195,3110,EPO,51153,11.23,764709,214610,603011,60.51,7.72,71.61,CSR87,4.16,57595,APPROVED
2025,RA000250,SILVER,894.38,800.85,9077,2395,TIERED,227356,3.1,244487,191795,526477,50.62,50.01,56.33,NONE,5.31,82203,APPROVED
2016,RA000251,SILVER,648.01,653.29,922,1798,EPO,78861,3.89,427725,95952,935598,53.5,19.89,75.43,NONE,17.89,29917,APPROVED
2025,RA000252,GOLD,954.31,871.48,3828,7308,EPO,21199,6.98,384901,223214,1327762,62.07,39.04,62.58,NONE,18.23,46250,APPROVED
2015,RA000253,SILVER,585.77,505.22,1745,8144,TIERED,104066,13.0,173009,228726,1460078,73.26,8.51,1.64,NONE,32.08,46845,PENDING
2018,RA000254,BRONZE,883.16,880.42,4191,7828,HMO,104475,2.45,1014674,54154,796060,40.24,21.27,10.85,NONE,2.85,6860,DENIED
2016,RA000255,PLATINUM,328.42,325.76,8140,3729,TIERED,12302,18.07,1055578,40139,390704,66.58,46.33,19.88,CSR94,18.58,79870,MODIFIED
2017,RA000256,GOLD,223.22,236.94,1064,3580,HMO,53980,3.27,725278,205381,328238,64.8,19.38,75.87,NONE,27.27,73895,NOT_REQUIRED
2023,RA000257,SILVER,222.33,238.3,2158,8337,HMO,1558,5.25,1081341,215452,432143,53.02,56.63,61.88,CSR94,13.1,42519,DENIED
2018,RA000258,SILVER,391.6,397.61,3430,1727,NARROW,144330,10.5,1144980,235706,550211,25.52,64.91,19.34,CSR73,24.27,30710,MODIFIED
2021,RA000259,SILVER,752.94,790.94,4932,5534,NARROW,237475,16.19,114986,192988,997737,43.12,64.56,61.39,CSR87,33.67,42034,MODIFIED
2019,RA000260,BRONZE,686.27,690.8,8771,2030,TIERED,116961,7.82,466743,88596,453262,59.04,35.31,33.61,NONE,27.19,31487,APPROVED
2017,RA000261,BRONZE,291.49,294.19,7505,5828,EPO,11498,4.83,842216,157880,41280,58.81,13.9,51.55,NONE,26.68,43889,NOT_REQUIRED
2014,RA000262,BRONZE,307.52,272.38,559,9171,PPO,232494,14.46,1093597,18069,1347732,73.35,36.08,6.45,CSR94,24.15,37722,APPROVED
2020,RA000263,GOLD,861.07,804.19,1286,5533,HMO,187705,8.09,139890,19166,1504684,34.13,47.68,21.51,CSR94,32.49,71344,PENDING
2024,RA000264,BRONZE,910.34,850.25,4871,7583,HMO,271854,5.95,147679,131192,645570,71.32,12.96,16.69,CSR73,37.04,76241,PENDING
2016,RA000265,BRONZE,384.08,383.1,4983,2715,HMO,39931,5.93,402072,173841,1043364,55.07,21.37,49.95,NONE,33.65,10923,NOT_REQUIRED
2014,RA000266,PLATINUM,622.01,605.58,2553,6007,PPO,274036,12.89,229396,233468,1025111,42.5,56.93,72.21,CSR87,1.25,10400,APPROVED
2016,RA000267,SILVER,930.31,811.85,1658,9137,PPO,275457,3.74,1003920,166562,1643872,46.43,42.15,76.29,NONE,37.45,10532,APPROVED
2019,RA000268,BRONZE,598.29,519.45,1119,4351,NARROW,109153,19.03,159166,224206,769827,41.09,56.51,52.75,NONE,23.3,31502,APPROVED
2025,RA000269,BRONZE,828.31,850.67,7452,5378,PPO,114394,2.32,296497,185118,982559,62.93,39.89,56.88,NONE,35.26,1025,DENIED
2025,RA000270,BRONZE,259.54,257.37,3814,7619,NARROW,27308,19.3,520616,87334,524250,32.25,27.39,69.49,NONE,25.1,30591,PENDING
2020,RA000271,GOLD,269.51,236.11,1154,5915,NARROW,62270,16.74,1024830,97781,1370014,65.68,54.85,71.79,NONE,36.69,69598,PENDING
2018,RA000272,SILVER,309.25,306.38,7121,6358,PPO,5783,10.17,608471,54833,296467,60.3,54.01,47.19,CSR73,5.84,36218,PENDING
2023,RA000273,GOLD,353.75,324.16,516,9012,TIERED,105930,13.87,1045936,42088,269298,39.22,53.87,11.9,NONE,8.01,84368,APPROVED
2018,RA000274,SILVER,669.44,719.3,6768,3687,PPO,169746,12.76,730451,214059,413188,39.92,13.56,11.61,NONE,36.09,64838,APPROVED
2024,RA000275,BRONZE,417.37,405.58,2590,5356,NARROW,183142,17.71,341571,156595,92575,50.3,9.9,65.45,CSR87,39.78,13061,NOT_REQUIRED
2017,RA000276,GOLD,281.69,243.22,1716,8196,PPO,208040,5.35,597586,148928,1392939,57.66,35.24,22.55,NONE,41.01,26690,APPROVED
2016,RA000277,GOLD,806.78,723.37,7994,7361,NARROW,87233,16.15,156192,44792,453538,58.2,49.9,49.78,NONE,21.18,5156,MODIFIED
2020,RA000278,BRONZE,336.04,345.57,1478,5964,HMO,224457,10.11,292689,188293,1140076,33.76,58.78,0.03,CSR87,21.57,39557,APPROVED
2014,RA000279,SILVER,572.95,582.31,8499,4263,TIERED,31915,20.13,782224,217499,646859,29.4,39.5,61.98,NONE,17.61,30046,NOT_REQUIRED
2018,RA000280,BRONZE,815.89,773.87,5705,4612,NARROW,28840,5.99,155620,22528,874829,72.51,19.28,56.43,CSR94,7.5,5266,APPROVED
2015,RA000281,SILVER,943.39,916.43,637,2740,HMO,29999,2.36,273430,62628,958506,74.11,27.0,43.11,NONE,5.67,58556,APPROVED
2017,RA000282,BRONZE,632.96,667.79,7183,2706,EPO,196124,13.68,927069,205026,1525599,57.88,7.85,17.34,CSR87,2.7,33601,APPROVED
2025,RA000283,PLATINUM,900.27,813.6,7559,1834,HMO,268416,6.12,489561,112606,418855,42.93,55.45,38.97,CSR87,9.94,56787,APPROVED
2014,RA000284,CATASTROPHIC,470.1,486.5,6954,8687,PPO,272273,5.03,309740,90674,775587,50.35,63.41,70.59,NONE,17.1,25329,PENDING
2021,RA000285,SILVER,397.99,382.1,5835,7656,PPO,132135,13.7,1018428,75799,1497337,31.59,38.42,29.63,NONE,5.96,20667,APPROVED
2019,RA000286,GOLD,231.38,238.32,7176,1830,PPO,227925,21.31,464903,115181,1398883,31.16,63.09,60.93,NONE,17.65,5108,PENDING
2024,RA000287,BRONZE,575.99,544.98,4209,2076,TIERED,261139,12.86,1010615,69190,1014235,22.12,56.44,43.93,NONE,35.42,39878,PENDING
2022,RA000288,SILVER,600.65,534.11,4618,5222,NARROW,254131,10.2,178593,156688,164204,41.07,14.23,60.12,NONE,39.56,5301,APPROVED
2017,RA000289,PLATINUM,937.92,899.32,8603,7315,HMO,48139,20.04,1105659,204020,523643,44.05,12.85,41.47,NONE,12.94,2552,PENDING
2018,RA000290,SILVER,635.33,607.79,3400,5374,BROAD,4908,15.91,394359,203446,628250,32.2,20.1,9.2,CSR94,34.97,10354,APPROVED
2025,RA000291,BRONZE,415.86,404.65,2711,5230,TIERED,41747,21.1,734750,239405,452228,38.84,39.91,22.0,NONE,6.56,74599,DENIED
2022,RA000292,BRONZE,790.47,737.18,429,4068,EPO,195378,12.17,1144593,55251,1206808,56.63,60.69,36.76,CSR87,12.44,21072,APPROVED
2021,RA000293,BRONZE,936.17,803.84,1934,4027,HMO,188022,11.51,567751,8552,173877,50.61,45.09,67.87,CSR73,35.58,83503,NOT_REQUIRED
2021,RA000294,SILVER,926.78,919.02,933,5211,NARROW,178477,2.18,101602,40354,484635,63.43,17.17,59.71,CSR73,16.58,38015,MODIFIED
2017,RA000295,SILVER,359.96,352.13,661,4136,HMO,109206,11.36,457983,121065,1484402,37.35,32.46,59.9,NONE,34.6,14435,APPROVED
2018,RA000296,GOLD,431.87,403.56,860,8428,BROAD,22489,12.33,703065,2081,1327497,44.73,49.98,2.9,CSR73,23.93,52721,PENDING
2014,RA000297,SILVER,902.22,946.67,1765,8194,BROAD,2009,21.2,358887,63346,1327698,37.55,45.25,72.63,CSR73,28.39,81917,MODIFIED
2024,RA000298,GOLD,677.45,584.3,1557,2237,PPO,67901,19.68,890007,150966,923867,60.74,13.79,75.84,NONE,36.58,49158,PENDING
2025,RA000299,SILVER,298.05,309.64,3586,4603,PPO,124366,2.92,852858,32726,1523825,50.59,13.15,64.8,CSR73,13.95,24189,APPROVED
2025,RA000300,BRONZE,278.8,296.64,5841,5530,BROAD,111463,12.63,355376,32880,579614,33.62,34.6,42.03,NONE,11.48,36242,NOT_REQUIRED
2014,RA000301,GOLD,672.74,699.66,7594,3442,BROAD,245237,22.0,521700,239369,180191,48.02,30.64,29.26,NONE,18.34,44215,APPROVED
2017,RA000302,BRONZE,770.23,830.12,3337,6137,PPO,234465,13.84,7304,216483,1077252,57.76,18.19,44.59,CSR73,40.4,59080,NOT_REQUIRED
2023,RA000303,SILVER,762.2,667.94,9158,6860,TIERED,52104,11.47,1092459,36053,844350,55.71,44.97,53.2,CSR87,10.22,16805,APPROVED
2025,RA000304,GOLD,754.2,655.9,862,2459,PPO,239169,2.48,93800,201953,834521,46.1,5.32,12.49,NONE,28.42,2688,APPROVED
2017,RA000305,BRONZE,299.23,287.26,8342,7031,EPO,18416,19.41,612223,13106,324339,46.78,57.6,43.65,NONE,24.41,612,NOT_REQUIRED
2022,RA000306,SILVER,717.71,670.79,5673,2106,BROAD,22045,7.83,282073,47162,1220633,28.67,20.12,14.66,CSR73,11.07,17226,MODIFIED
2023,RA000307,BRONZE,684.98,623.76,6462,4146,NARROW,68574,13.19,1092916,146413,1013067,71.28,46.6,40.73,NONE,32.43,59180,NOT_REQUIRED
2020,RA000308,CATASTROPHIC,481.43,499.28,8958,7772,TIERED,182405,14.11,505797,131382,1642509,22.43,51.35,67.34,CSR87,14.67,16004,APPROVED
2022,RA000309,SILVER,237.75,255.49,2394,4810,BROAD,21152,7.83,576594,161545,780905,21.57,10.97,1.94,CSR87,13.23,5589,DENIED
2020,RA000310,SILVER,952.84,1022.89,377,8282,TIERED,25009,11.58,309457,215065,1005861,56.37,38.59,71.36,CSR73,15.82,41160,PENDING
2015,RA000311,SILVER,443.99,402.17,8168,5843,EPO,180637,6.07,722231,44665,108377,38.91,53.32,61.67,CSR87,31.74,60825,NOT_REQUIRED
2016,RA000312,GOLD,490.78,498.72,2397,3403,PPO,81787,15.03,95756,204815,881768,61.88,61.79,44.45,NONE,18.89,2971,APPROVED
2020,RA000313,BRONZE,423.89,397.03,7045,3483,EPO,276633,18.76,1187126,36489,381970,28.3,17.5,35.17,NONE,29.63,84821,NOT_REQUIRED
2022,RA000314,SILVER,827.91,708.45,1947,3482,TIERED,230384,9.24,1077082,200876,1510153,39.13,7.45,77.86,NONE,33.92,55679,APPROVED
2020,RA000315,BRONZE,585.58,616.96,7418,3856,NARROW,165124,16.83,1047461,216683,1094217,20.29,23.51,48.72,NONE,35.59,11451,APPROVED
2020,RA000316,SILVER,408.51,369.67,7594,4628,BROAD,229160,14.06,510857,24160,1000756,45.13,9.55,51.23,NONE,35.54,9745,MODIFIED
2014,RA000317,GOLD,662.96,702.71,2171,7858,TIERED,93814,10.8,210744,90069,594931,47.92,31.41,34.44,NONE,37.35,32220,APPROVED
2018,RA000318,GOLD,972.16,918.93,5072,4129,HMO,194870,11.51,594284,18509,1493072,61.8,33.11,74.92,CSR73,12.82,55393,APPROVED
2019,RA000319,SILVER,957.81,939.03,3624,2697,EPO,203553,22.6,846588,233833,280789,70.06,30.28,41.98,CSR94,14.36,1071,APPROVED
2020,RA000320,GOLD,957.26,943.3,8074,5544,EPO,144620,16.33,663014,112842,477274,70.9,57.31,51.78,CSR87,9.78,46769,NOT_REQUIRED
2020,RA000321,BRONZE,806.0,697.03,7920,2811,TIERED,2939,14.2,176628,226271,622767,54.33,50.95,2.23,NONE,22.4,33639,APPROVED
2022,RA000322,SILVER,512.55,498.38,7036,3523,HMO,175465,9.91,946576,119858,1171491,42.09,33.66,24.5,NONE,31.49,53221,APPROVED
2020,RA000323,BRONZE,595.82,593.06,569,8375,HMO,137921,9.99,1138360,77392,742695,70.99,14.09,48.19,CSR73,38.14,52217,MODIFIED
2020,RA000324,CATASTROPHIC,491.54,457.93,5298,3401,PPO,11316,17.0,1132008,129143,223308,43.01,52.09,38.21,NONE,21.35,12094,MODIFIED
2018,RA000325,BRONZE,437.52,399.42,1153,4977,TIERED,52106,2.6,1069895,195356,106212,50.76,47.4,11.61,NONE,19.0,66538,PENDING
2022,RA000326,SILVER,260.45,255.0,2937,2534,HMO,105158,14.01,993289,169954,1207944,39.17,15.96,49.49,NONE,32.12,63669,APPROVED
2022,RA000327,GOLD,848.77,787.15,4859,8443,TIERED,252944,13.58,573554,214746,185751,63.9,27.16,40.36,NONE,34.3,75040,DENIED
2022,RA000328,SILVER,877.97,783.49,314,4872,EPO,181204,4.58,1004392,134228,982991,31.47,37.74,48.23,NONE,41.3,69820,NOT_REQUIRED
2019,RA000329,SILVER,611.78,653.35,6118,6806,PPO,156538,18.19,920664,145324,587675,49.44,34.65,27.7,NONE,13.32,50574,MODIFIED
2018,RA000330,SILVER,693.88,624.43,3570,5212,TIERED,68812,7.4,743092,151984,1359050,36.58,32.74,31.21,NONE,10.68,81648,APPROVED
2018,RA000331,SILVER,936.65,906.07,3608,4981,BROAD,189734,18.5,1013098,91882,1621614,39.58,16.95,37.86,NONE,4.11,76096,APPROVED
2018,RA000332,BRONZE,354.34,364.58,7343,2686,NARROW,104067,13.81,291339,48948,12382,70.68,60.86,67.92,NONE,13.75,17711,APPROVED
2020,RA000333,GOLD,726.85,756.67,5602,5141,TIERED,214342,6.61,781775,86338,1618054,63.26,38.45,32.88,NONE,39.25,24649,DENIED
2020,RA000334,SILVER,406.71,434.48,8052,3265,HMO,81326,4.25,205805,167077,109400,38.01,45.26,79.11,NONE,17.85,73517,PENDING
2020,RA000335,GOLD,846.24,752.94,4636,5549,NARROW,192892,14.35,832479,36555,1274777,21.64,27.58,65.14,NONE,7.39,44195,NOT_REQUIRED
2015,RA000336,SILVER,381.71,335.55,1180,7126,TIERED,75515,12.21,1147477,115731,142678,65.48,42.44,70.27,CSR73,29.82,32527,DENIED
2015,RA000337,SILVER,780.14,736.88,2912,6558,TIERED,241301,6.62,867025,213003,638362,56.19,5.43,36.96,NONE,24.9,80120,APPROVED
2020,RA000338,PLATINUM,723.44,699.7,3637,7310,BROAD,197001,22.6,179412,24281,976357,37.03,53.88,24.59,NONE,16.95,69185,PENDING
2017,RA000339,GOLD,302.06,283.26,6595,2692,BROAD,264063,17.13,1108469,191716,520124,73.94,49.75,21.92,NONE,20.37,33513,APPROVED
2024,RA000340,SILVER,889.3,819.2,7727,2609,HMO,67777,23.43,605411,37739,1215359,50.77,64.61,47.89,NONE,38.64,22309,APPROVED
2020,RA000341,SILVER,441.16,393.62,8369,4936,TIERED,4888,15.42,602707,96532,611734,48.15,51.64,68.9,NONE,33.36,57956,NOT_REQUIRED
2017,RA000342,SILVER,603.58,520.18,2525,9161,EPO,27221,9.6,118686,105512,1645801,39.64,62.53,20.93,CSR87,22.65,9609,PENDING
2015,RA000343,SILVER,668.55,623.55,1333,4414,NARROW,275398,19.85,891168,166650,992553,21.54,62.02,64.9,CSR87,8.03,38749,MODIFIED
2021,RA000344,SILVER,339.69,330.54,4559,7729,BROAD,254187,5.99,924648,220383,1059437,31.6,44.14,14.86,NONE,39.7,66551,NOT_REQUIRED
