care_capacity_snapshot_date,care_capacity_facility_npi,care_capacity_facility_type_code,care_capacity_service_line_code,care_capacity_licensed_beds_count,care_capacity_staffed_beds_count,care_capacity_icu_beds_count,care_capacity_ed_bays_count,care_capacity_operating_rooms_count,care_capacity_imaging_units_mri,care_capacity_imaging_units_ct,care_capacity_primary_care_fte,care_capacity_nurse_fte,care_capacity_specialist_fte,care_capacity_patient_to_nurse_ratio,care_capacity_avg_wait_time_minutes,care_capacity_appointment_availability_days,care_capacity_closure_risk_score,care_capacity_rural_critical_access_flag,care_capacity_licensure_state_code
2021-05-14,FAC-85364938191,PrivateHospital,Oncology,1218,1152,121,2,24,0,4,64.8,534.55,56.83,2.54,102,87,21.06,Y,IN-LA
2023-09-02,FAC-11339875425,Clinic,Medicine,1769,1717,50,10,21,0,8,149.04,1957.7,211.59,12.63,45,58,81.84,Y,IN-DL
2023-03-09,FAC-20123480413,PHC,Dialysis,1795,1744,279,67,22,4,8,105.61,30.79,98.05,12.82,44,79,41.81,Y,IN-TS
2022-01-22,FAC-78024730832,MedicalCollege,Orthopedics,147,120,13,39,5,6,8,147.69,2054.38,148.12,11.11,53,41,10.98,N,IN-MH
2021-11-21,FAC-37929270055,MedicalCollege,ObGyn,1286,1263,159,35,4,0,5,171.62,2424.81,18.6,14.35,160,25,77.39,N,IN-TN
2024-07-24,FAC-21852494852,PrivateHospital,Cardiology,941,836,81,60,9,1,5,156.76,688.16,22.3,4.0,30,73,31.13,N,IN-NL
2024-12-18,FAC-82821025401,DiagnosticCenter,Dialysis,846,846,130,68,7,1,2,49.93,1611.02,127.91,3.24,152,56,10.67,Y,IN-GJ
2021-05-18,FAC-46910571985,PrivateHospital,Trauma,795,569,69,33,22,0,4,197.59,1687.55,346.35,8.63,230,21,5.51,N,IN-ML
2021-01-14,FAC-44042538315,MedicalCollege,Cardiology,1681,1440,121,36,23,0,4,59.73,279.15,416.48,1.68,129,76,26.03,N,IN-PY
2024-08-28,FAC-92720126642,DiagnosticCenter,Dialysis,1507,1348,167,36,6,0,0,9.14,448.42,299.77,4.26,205,44,23.68,Y,IN-MN
2021-08-16,FAC-41899387372,MedicalCollege,Orthopedics,733,731,111,61,21,1,5,203.42,2259.37,312.59,13.23,148,73,70.14,N,IN-CH
2025-03-16,FAC-40985337785,MedicalCollege,ObGyn,1497,1364,155,68,5,7,9,182.29,1224.06,113.82,12.56,112,62,15.45,N,IN-RJ
2023-07-26,FAC-89357813896,DiagnosticCenter,Medicine,1441,1421,250,22,19,5,2,207.37,1538.26,355.44,5.82,207,35,60.71,Y,IN-GJ
2025-03-06,FAC-53227870592,MedicalCollege,Medicine,399,171,30,62,27,2,0,130.06,2011.51,290.25,5.16,145,4,76.67,N,IN-JK
2022-05-19,FAC-58561822538,PrivateHospital,Pediatrics,624,555,58,16,21,7,2,70.89,1301.68,140.85,7.14,228,15,93.64,Y,IN-MZ
2021-02-26,FAC-99236338565,DistrictHospital,Surgery,597,406,38,72,21,7,7,100.64,341.28,139.9,11.21,176,9,64.8,Y,IN-KL
2025-08-15,FAC-76759775440,DiagnosticCenter,Dialysis,1166,1002,51,17,9,1,1,211.39,384.97,152.31,7.57,213,29,87.49,Y,IN-MP
2023-07-02,FAC-62500495724,PrivateHospital,Pediatrics,469,397,13,18,8,5,8,93.53,1266.06,272.21,7.22,23,82,51.85,Y,IN-DH
2023-01-19,FAC-77285575748,CHC,Oncology,210,74,17,31,12,3,4,105.55,781.23,105.84,12.04,111,6,15.99,N,IN-HR
2025-01-25,FAC-64800623841,Clinic,Oncology,600,535,107,79,17,6,4,94.73,1997.11,116.48,4.72,155,2,75.14,Y,IN-MN
2021-03-10,FAC-87851887221,DistrictHospital,ObGyn,738,707,44,5,21,5,10,60.6,701.61,350.31,13.94,97,67,82.27,N,IN-UP
2025-09-17,FAC-32797637447,PrivateHospital,Orthopedics,1344,1264,191,25,7,5,5,145.87,1074.67,177.96,5.73,80,11,50.69,N,IN-AN
2024-09-30,FAC-69373676261,DiagnosticCenter,Cardiology,1364,1334,105,24,27,2,11,187.04,718.91,224.16,3.56,34,29,35.8,N,IN-GJ
2022-12-19,FAC-19492995226,DistrictHospital,Trauma,401,256,69,15,25,5,0,99.2,1584.02,216.31,2.08,70,11,73.86,N,IN-TS
2022-07-04,FAC-37710719907,Clinic,Oncology,1272,1142,194,73,29,6,5,68.64,1990.96,197.99,14.94,63,25,78.5,N,IN-PB
2025-06-04,FAC-95718280943,Clinic,Cardiology,1066,1029,32,43,10,4,4,20.76,1284.19,172.97,12.36,111,45,36.15,N,IN-MH
2024-01-25,FAC-95718945004,Clinic,Trauma,1092,1027,68,12,15,7,3,123.61,299.08,356.4,10.05,108,27,79.15,N,IN-CG
2025-12-11,FAC-47627745229,CHC,Cardiology,1469,1340,195,7,22,5,0,19.99,946.82,386.18,9.3,76,74,41.8,N,IN-HR
2022-11-28,FAC-77723044114,PHC,Surgery,1575,1364,239,45,6,1,7,122.52,1041.6,13.6,12.84,92,29,83.72,Y,IN-OD
2025-02-03,FAC-47844410123,Clinic,ObGyn,1029,971,134,9,19,1,10,63.8,566.12,97.13,6.23,10,27,88.06,N,IN-NL
2023-12-01,FAC-17431245474,CHC,Pediatrics,931,900,81,15,6,6,9,131.68,2036.54,44.27,5.16,75,10,98.26,N,IN-RJ
2022-07-24,FAC-91637326476,MedicalCollege,Pediatrics,383,173,13,73,28,4,9,113.67,713.11,201.87,9.01,34,51,16.71,Y,IN-JK
2024-06-17,FAC-62654528709,MedicalCollege,ObGyn,80,-28,10,23,8,7,2,175.16,2280.51,37.41,10.71,76,5,96.45,Y,IN-JK
2021-05-19,FAC-19789240095,Clinic,ObGyn,1605,1604,91,39,1,6,8,130.55,2144.44,196.17,12.34,212,71,98.22,Y,IN-RJ
2021-05-21,FAC-71176629047,PHC,Dialysis,834,823,141,7,15,0,7,196.61,329.01,32.17,7.29,118,37,30.47,N,IN-BR
2023-11-07,FAC-77659420601,Clinic,Cardiology,714,488,37,45,16,5,7,36.03,2068.69,294.86,12.33,64,83,4.08,Y,IN-HR
2021-01-12,FAC-92792245371,Clinic,ObGyn,1158,918,84,12,17,6,10,185.94,1153.82,123.97,5.41,168,77,63.54,N,IN-HP
2025-09-14,FAC-62251429643,DistrictHospital,Medicine,1773,1764,184,21,24,5,4,72.13,2412.66,401.28,11.97,158,19,50.99,Y,IN-JK
2025-07-02,FAC-96740084062,MedicalCollege,Pediatrics,1161,968,110,76,29,2,5,17.67,1759.07,222.99,5.18,141,28,41.46,N,IN-JK
2025-09-26,FAC-83643277146,Clinic,Pediatrics,290,91,42,32,20,5,8,64.03,1431.22,264.83,6.07,217,3,89.54,N,IN-NL
2024-01-15,FAC-49444510946,MedicalCollege,Dialysis,163,27,12,0,24,6,0,165.5,1635.48,129.69,10.71,167,23,82.09,Y,IN-LA
2023-10-09,FAC-90442032857,PHC,Cardiology,1019,831,133,78,30,3,2,109.67,1580.37,319.2,2.75,40,69,79.18,Y,IN-SK
2022-10-10,FAC-68119489337,CHC,Dialysis,1115,1113,143,79,9,1,8,125.58,1565.84,240.2,8.61,99,79,64.13,N,IN-SK
2024-04-05,FAC-50661058391,DiagnosticCenter,Dialysis,1050,951,97,18,6,3,5,176.66,610.31,78.71,3.34,5,76,43.53,N,IN-GJ
2023-05-15,FAC-74876150379,CHC,Trauma,1630,1449,226,69,20,3,8,179.83,874.57,99.6,9.38,129,52,1.63,N,IN-LA
2021-06-28,FAC-68963075543,Clinic,Dialysis,714,541,103,13,8,7,1,44.83,2371.92,300.74,14.37,8,79,33.25,Y,IN-TR
2021-02-23,FAC-56650537467,DiagnosticCenter,Pediatrics,786,704,36,27,30,7,4,185.7,2058.12,180.95,10.3,112,31,55.08,Y,IN-LD
2021-03-06,FAC-83671344267,DiagnosticCenter,Medicine,1004,923,90,55,31,4,1,84.58,1245.71,91.86,2.05,119,41,12.7,N,IN-TS
2025-11-12,FAC-98571736261,PrivateHospital,Pediatrics,622,553,75,35,1,7,5,96.46,1537.01,188.82,1.33,131,64,58.83,Y,IN-WB
2024-02-29,FAC-62524543765,CHC,Pediatrics,1568,1467,136,62,4,2,5,1.25,2064.56,169.64,2.64,128,3,4.81,Y,IN-WB
2024-11-02,FAC-16117238506,MedicalCollege,Dialysis,716,509,64,61,24,3,9,111.57,141.62,83.44,9.98,205,76,42.45,Y,IN-JH
2022-09-10,FAC-51281193135,PrivateHospital,Dialysis,64,-155,7,38,3,5,11,207.5,1457.3,268.64,13.32,212,33,75.0,Y,IN-CG
2021-05-28,FAC-53723239618,PHC,Medicine,118,52,3,26,21,0,3,86.82,2135.78,57.44,12.57,85,63,90.75,N,IN-DH
2021-05-11,FAC-22263108163,CHC,ObGyn,1082,955,63,28,17,1,9,177.75,1118.21,100.3,2.86,52,22,17.89,N,IN-MZ
2023-12-12,FAC-74921041306,PrivateHospital,Orthopedics,664,591,79,78,29,2,5,66.77,856.58,356.11,7.79,139,1,83.64,Y,IN-AN
2022-12-11,FAC-16609685064,CHC,Trauma,661,439,42,69,10,4,9,40.44,786.25,368.12,9.62,224,72,63.14,Y,IN-SK
2021-02-10,FAC-68378214776,MedicalCollege,Surgery,1515,1333,57,0,32,5,2,80.33,2334.43,124.32,5.02,15,56,43.41,N,IN-DL
2021-04-28,FAC-29872469539,DiagnosticCenter,Dialysis,47,-146,4,73,9,3,5,212.22,2010.77,71.62,11.1,102,10,5.08,Y,IN-RJ
2021-03-18,FAC-87056860680,DiagnosticCenter,Oncology,279,168,23,41,16,6,1,190.01,1641.97,328.92,1.38,107,55,90.75,Y,IN-CG
2024-04-12,FAC-72209270411,MedicalCollege,Cardiology,815,622,107,50,14,2,8,143.76,370.45,154.26,12.67,79,88,60.29,Y,IN-UP
2024-11-29,FAC-71899566759,PrivateHospital,Dialysis,1435,1297,58,47,21,2,10,115.55,793.83,247.04,13.17,173,36,9.89,Y,IN-UK
2022-06-09,FAC-71360231733,CHC,Orthopedics,1580,1381,222,52,19,7,1,192.59,863.8,263.82,2.07,22,39,38.53,Y,IN-UK
2021-05-22,FAC-49913105849,DiagnosticCenter,Medicine,138,-84,10,52,2,6,7,151.37,692.75,159.52,3.35,229,59,10.36,N,IN-HR
2022-08-30,FAC-75038746650,PHC,ObGyn,968,834,56,23,5,5,3,108.77,2250.95,233.99,11.4,238,75,54.94,N,IN-CG
2021-08-21,FAC-27053434876,Clinic,Pediatrics,1148,1001,182,66,20,5,11,50.64,195.11,201.19,10.08,140,19,64.51,Y,IN-AS
2021-09-15,FAC-68512088080,PHC,Surgery,210,-16,35,15,15,5,0,144.16,1299.64,199.36,7.25,61,53,75.99,N,IN-UP
2024-12-25,FAC-37130377641,CHC,Medicine,1137,1105,199,16,13,0,5,8.31,1556.09,246.94,4.72,129,71,88.42,Y,IN-MZ
2024-08-26,FAC-99364272900,DistrictHospital,Trauma,1002,781,93,37,25,1,2,4.45,729.17,219.57,4.68,195,42,70.95,Y,IN-AP
2023-06-23,FAC-95258017696,MedicalCollege,Trauma,1585,1507,90,28,27,0,5,218.55,2301.75,162.44,14.97,206,15,31.58,Y,IN-MN
2025-08-26,FAC-62918043311,CHC,Oncology,104,27,17,57,7,3,10,192.68,1672.8,156.3,5.0,20,19,52.91,N,IN-NL
2023-02-09,FAC-80421587293,CHC,Dialysis,908,803,111,35,31,4,8,194.73,261.95,202.92,11.97,49,18,44.81,N,IN-AS
2024-07-07,FAC-34579545243,Clinic,Oncology,529,285,36,63,32,3,6,92.4,1011.26,315.5,13.85,45,21,49.87,Y,IN-TN
2023-06-07,FAC-78722491492,PrivateHospital,Orthopedics,745,675,35,68,20,2,10,103.9,1836.82,257.76,8.34,10,8,27.03,N,IN-GA
2022-05-26,FAC-33910105987,Clinic,Pediatrics,741,618,69,29,26,6,5,104.99,2192.44,398.45,8.3,55,47,23.82,N,IN-AP
2024-04-24,FAC-20978327548,DiagnosticCenter,Dialysis,1264,1253,193,77,12,7,2,56.53,2001.7,250.48,2.67,151,51,12.17,Y,IN-ML
2021-06-05,FAC-40002674779,PHC,ObGyn,1021,881,22,25,26,1,5,134.18,2315.96,145.12,9.03,59,83,45.24,N,IN-AS
2025-08-19,FAC-71727892845,PrivateHospital,ObGyn,787,611,113,55,5,6,7,195.62,1676.49,265.32,8.3,108,9,73.87,Y,IN-LA
2025-02-08,FAC-67306712397,PrivateHospital,Orthopedics,231,122,26,71,13,3,0,77.4,2239.52,378.21,1.4,149,4,34.1,N,IN-AR
2022-06-16,FAC-37208471952,MedicalCollege,Orthopedics,10,-91,1,71,29,6,10,64.01,425.29,70.81,6.52,7,1,5.8,Y,IN-LD
2022-01-08,FAC-92391682001,CHC,Cardiology,1427,1349,86,68,5,2,1,69.1,2319.82,88.44,11.36,59,8,71.09,N,IN-HP
2023-03-10,FAC-79900343722,Clinic,Dialysis,1716,1587,122,14,33,0,0,95.92,1944.0,355.34,14.7,184,45,33.67,Y,IN-GA
2023-02-12,FAC-95643100337,DistrictHospital,ObGyn,1787,1600,80,25,16,2,10,87.22,1381.86,81.13,13.75,234,87,75.54,N,IN-RJ
2021-10-06,FAC-12089181033,DistrictHospital,Surgery,1747,1514,76,59,17,3,5,146.8,1161.33,201.7,0.89,76,83,0.81,N,IN-LD
2023-10-06,FAC-62961371347,DistrictHospital,Medicine,739,633,25,14,22,3,9,94.56,938.48,7.19,12.8,42,50,25.17,Y,IN-AN
2025-02-16,FAC-42148158681,Clinic,Trauma,1778,1547,167,5,33,5,9,206.66,2275.97,212.7,10.63,76,61,99.42,Y,IN-AN
2025-12-06,FAC-52044437279,PrivateHospital,Cardiology,695,622,100,35,7,2,1,113.52,1087.72,228.17,11.72,58,7,48.89,N,IN-OD
2021-10-15,FAC-93979063539,Clinic,Orthopedics,36,-192,3,50,26,2,0,30.93,488.84,185.62,13.68,90,89,22.3,Y,IN-NL
2025-03-31,FAC-89222550796,CHC,Orthopedics,604,453,44,40,27,0,8,22.15,781.9,258.26,6.04,6,80,91.13,N,IN-JH
2023-04-12,FAC-22523906021,DiagnosticCenter,Pediatrics,188,5,23,27,12,5,0,134.08,747.51,300.41,0.81,218,31,92.82,N,IN-PY
2024-09-21,FAC-48748971211,DistrictHospital,Pediatrics,603,359,34,19,32,6,11,174.9,1749.42,269.22,9.44,135,15,56.74,N,IN-AP
2025-05-31,FAC-85029176393,CHC,Medicine,1197,1149,33,57,11,0,9,24.22,1355.19,326.03,9.64,99,42,11.34,Y,IN-DL
2024-02-23,FAC-80267162978,CHC,Cardiology,126,-37,21,59,26,6,3,187.99,727.87,40.2,5.51,230,12,26.8,N,IN-OD
2023-04-12,FAC-76193411506,Clinic,Oncology,1624,1575,282,8,2,4,11,157.38,2153.08,242.26,4.44,231,28,69.57,Y,IN-PB
2021-06-24,FAC-74446421485,Clinic,Medicine,1332,1133,91,19,5,6,7,149.65,975.99,175.86,14.17,174,58,78.3,Y,IN-AS
2024-03-02,FAC-63765391406,Clinic,ObGyn,402,157,54,5,25,2,5,45.64,739.51,148.81,6.94,147,49,19.77,Y,IN-AP
2024-03-06,FAC-92817620609,PrivateHospital,Pediatrics,1430,1338,172,43,17,3,11,187.88,1792.31,15.41,11.68,18,31,98.96,Y,IN-SK
2024-10-12,FAC-37176284790,MedicalCollege,Oncology,999,945,179,19,30,3,11,24.95,1722.85,52.12,10.75,186,13,74.33,Y,IN-PY
2025-11-29,FAC-99180583784,PrivateHospital,Pediatrics,1097,859,39,2,5,2,11,44.43,839.04,81.42,14.5,178,76,57.16,Y,IN-NL
2023-12-04,FAC-59598962362,PHC,Surgery,1657,1612,38,56,31,0,5,148.25,407.43,95.03,13.98,11,74,47.71,Y,IN-OD
2023-08-29,FAC-20754513755,CHC,Dialysis,684,643,58,1,14,7,3,186.65,66.49,415.78,5.68,76,53,70.28,Y,IN-DL
2025-08-25,FAC-11033024906,DistrictHospital,Oncology,346,201,8,42,21,5,9,49.15,1578.59,244.33,6.74,94,6,41.73,Y,IN-LD
2021-10-16,FAC-70305937022,MedicalCollege,Medicine,129,71,8,14,28,7,3,106.47,1998.47,271.01,12.65,81,19,9.83,N,IN-NL
2025-06-11,FAC-20944564397,PHC,Trauma,1384,1171,144,75,10,1,3,112.25,196.33,211.91,4.48,117,60,91.45,N,IN-MP
2025-09-17,FAC-77085927958,PHC,Cardiology,398,326,62,30,31,2,1,209.12,1669.21,19.13,10.73,176,37,52.77,Y,IN-GA
2021-03-20,FAC-36738860824,PrivateHospital,Dialysis,517,506,45,59,14,4,2,149.38,369.62,297.16,2.12,77,66,68.04,Y,IN-UP
2021-07-17,FAC-11666446915,MedicalCollege,Cardiology,917,802,58,70,7,3,7,148.28,2489.66,253.13,13.24,196,43,25.27,N,IN-OD
2024-11-18,FAC-41184476351,DiagnosticCenter,Orthopedics,308,295,17,49,24,6,0,178.72,2438.63,55.57,7.41,199,17,17.78,Y,IN-GA
2022-05-25,FAC-58045863551,DiagnosticCenter,Orthopedics,1348,1327,74,71,12,5,7,130.17,2488.12,291.17,7.47,106,7,28.14,Y,IN-DH
2023-09-18,FAC-12733803618,PrivateHospital,Cardiology,1077,1027,51,36,22,1,7,206.61,1754.7,240.04,13.95,173,59,32.31,N,IN-MN
2021-05-03,FAC-83690338010,DiagnosticCenter,Orthopedics,422,305,62,77,31,4,8,37.7,746.1,119.07,7.94,100,60,83.13,N,IN-PY
2021-06-26,FAC-97697261042,MedicalCollege,Cardiology,1152,1065,35,28,12,7,5,133.08,1697.87,338.04,12.78,149,33,89.66,Y,IN-AR
2021-05-16,FAC-65662158154,DiagnosticCenter,Surgery,1760,1673,140,29,8,2,8,117.81,2498.79,114.75,14.97,164,40,56.62,Y,IN-LD
2023-06-18,FAC-37506183588,PrivateHospital,Pediatrics,190,148,5,5,6,3,10,14.33,1351.82,64.83,0.6,126,1,77.21,Y,IN-SK
2025-11-15,FAC-32573103203,PHC,Orthopedics,672,423,72,53,8,6,6,143.58,586.04,363.75,4.97,139,57,58.12,N,IN-BR
2024-05-22,FAC-88475324898,CHC,Trauma,1794,1690,201,50,34,6,8,76.75,866.77,309.59,3.4,27,84,18.98,N,IN-TN
2021-06-08,FAC-58227018754,CHC,Surgery,1188,1076,98,33,11,1,8,11.72,507.45,237.28,1.85,106,62,51.16,N,IN-AR
2021-06-27,FAC-81239509901,PHC,Dialysis,314,212,36,20,1,7,11,60.32,2122.39,63.19,8.4,115,0,74.09,Y,IN-AN
2022-05-06,FAC-11646403399,DiagnosticCenter,Medicine,515,433,10,72,18,0,4,150.02,1899.25,380.37,4.49,202,4,4.79,N,IN-PY
2024-08-24,FAC-37433613144,Clinic,Medicine,430,235,24,55,30,0,9,132.42,1748.11,182.92,0.62,73,33,84.1,N,IN-LD
2025-01-16,FAC-56329472237,CHC,Orthopedics,1781,1649,177,74,11,7,4,156.43,2188.93,289.83,9.85,9,65,71.04,N,IN-TN
2021-01-22,FAC-35584966057,MedicalCollege,Orthopedics,270,81,26,11,17,7,10,197.65,1869.15,210.28,14.94,62,23,35.58,N,IN-HR
2021-11-23,FAC-75173542299,MedicalCollege,Cardiology,52,-14,7,19,13,0,4,215.13,579.66,117.94,5.96,35,14,35.35,Y,IN-AR
2022-03-25,FAC-49764435236,DiagnosticCenter,Dialysis,1228,1043,144,41,29,1,9,40.81,368.1,131.61,12.19,135,55,0.75,Y,IN-LD
2023-09-05,FAC-61534324198,MedicalCollege,Cardiology,468,239,45,47,23,4,8,106.33,1910.94,75.33,3.35,105,73,75.33,N,IN-KA
2021-03-12,FAC-60080069634,DistrictHospital,Pediatrics,435,268,63,43,23,0,0,93.76,332.99,66.27,5.9,99,36,57.5,Y,IN-JK
2025-01-28,FAC-63044657082,CHC,Oncology,186,166,16,75,20,7,1,162.58,1036.48,58.59,1.61,64,33,17.43,Y,IN-HR
2024-03-10,FAC-30843566934,PHC,Cardiology,1655,1459,47,25,22,2,1,191.98,240.59,239.31,10.94,135,7,58.39,Y,IN-GA
2023-10-02,FAC-78127210343,PrivateHospital,Medicine,493,328,71,61,3,1,4,138.86,898.79,270.91,11.27,137,33,44.6,N,IN-AN
2021-10-12,FAC-84547198733,PrivateHospital,Trauma,1237,1211,55,24,20,0,5,110.73,1985.25,287.22,1.17,213,35,80.35,N,IN-DL
2024-04-19,FAC-63442592762,PrivateHospital,Dialysis,1496,1409,96,53,33,4,10,175.83,410.45,389.15,14.0,226,29,19.91,N,IN-KA
2025-03-15,FAC-88695405208,MedicalCollege,ObGyn,1720,1495,234,51,25,1,2,145.91,2451.69,113.07,2.28,157,84,81.51,Y,IN-GJ
2022-05-24,FAC-54691450991,PHC,Surgery,1414,1318,223,68,7,3,9,141.25,951.01,385.27,9.09,233,48,97.01,Y,IN-HP
2024-06-26,FAC-18207138659,DistrictHospital,ObGyn,1319,1271,65,4,9,5,10,78.02,232.28,121.63,13.59,198,58,53.18,N,IN-BR
2023-08-05,FAC-40140368808,MedicalCollege,Orthopedics,22,-89,2,5,16,7,6,93.79,1541.77,386.0,9.05,178,53,7.43,N,IN-TS
2021-01-02,FAC-68663146945,PHC,Surgery,991,922,67,60,2,1,10,191.85,1464.61,308.19,8.97,54,44,41.92,N,IN-MH
2024-07-06,FAC-81214196218,PHC,ObGyn,196,45,10,79,29,6,0,32.16,820.36,110.16,5.27,159,22,29.18,Y,IN-MZ
2021-06-04,FAC-83103503055,PHC,ObGyn,1525,1356,231,39,32,6,0,96.26,17.44,182.68,0.96,111,37,52.19,N,IN-BR
2025-11-30,FAC-26103602447,DistrictHospital,Trauma,974,847,133,71,34,2,1,29.9,1931.64,229.63,13.21,218,26,80.35,N,IN-DH
2022-05-09,FAC-26316592099,DiagnosticCenter,Pediatrics,361,227,20,73,0,7,10,72.39,2269.23,68.34,3.17,188,15,42.08,N,IN-UK
2024-04-08,FAC-72167588610,PHC,Dialysis,1507,1507,186,64,27,5,5,96.51,1492.7,82.41,14.09,26,47,42.7,Y,IN-GA
2025-09-15,FAC-20267260850,CHC,Surgery,885,883,79,3,13,1,9,67.91,2448.49,182.38,1.82,224,32,25.58,Y,IN-DH
2023-02-13,FAC-41887481583,CHC,Medicine,1343,1106,214,1,15,2,5,128.59,2351.5,217.89,3.77,135,82,66.89,Y,IN-SK
2021-02-12,FAC-61924297961,PHC,Surgery,1655,1568,138,61,6,1,5,26.3,1981.68,124.48,9.19,83,7,94.41,N,IN-GA
2022-04-23,FAC-91969387535,PrivateHospital,Orthopedics,888,811,48,30,8,7,11,192.51,1996.94,16.8,4.79,3,5,49.45,Y,IN-NL
2025-02-20,FAC-42144537556,DistrictHospital,Dialysis,389,154,58,53,29,2,1,61.38,157.84,322.45,1.77,175,58,12.2,Y,IN-AR
2024-11-19,FAC-48118219905,Clinic,Medicine,328,146,22,7,24,4,9,53.35,494.42,26.87,11.41,4,37,51.89,N,IN-DH
2025-04-20,FAC-72759886864,MedicalCollege,Pediatrics,1317,1117,60,22,20,4,4,29.28,706.89,177.24,4.68,76,34,48.65,Y,IN-TR
2021-07-03,FAC-49291681911,PrivateHospital,Orthopedics,1055,869,127,44,29,3,3,193.87,2224.22,51.53,10.29,186,0,13.63,N,IN-WB
2022-07-04,FAC-36118218717,DiagnosticCenter,Cardiology,521,351,39,48,17,6,4,15.05,696.02,376.42,13.48,149,15,75.24,N,IN-AP
2023-03-29,FAC-75961739727,Clinic,Orthopedics,832,709,26,76,34,2,3,59.63,1764.54,180.13,0.75,203,51,58.6,Y,IN-WB
2024-11-17,FAC-31764724732,PHC,Cardiology,164,-60,16,18,34,3,8,201.66,812.86,375.42,2.89,131,46,47.91,Y,IN-GJ
2021-10-19,FAC-53459294231,MedicalCollege,Trauma,273,209,12,52,29,5,4,72.92,907.18,363.51,6.13,57,35,55.7,N,IN-WB
2021-05-25,FAC-73869376750,PrivateHospital,Trauma,83,-49,2,2,3,7,9,153.16,21.62,22.05,8.84,150,24,34.84,Y,IN-PB
2025-02-03,FAC-78263425767,CHC,Oncology,1066,943,117,23,6,5,3,189.96,1413.71,41.47,5.77,125,53,11.35,N,IN-AR
2024-08-02,FAC-68406892779,DistrictHospital,Oncology,480,395,28,50,18,7,0,43.29,1143.71,98.37,9.3,151,31,7.34,N,IN-SK
2025-02-12,FAC-64668999944,CHC,Dialysis,672,474,27,42,8,6,11,43.32,2164.27,185.97,12.5,99,87,7.1,N,IN-ML
2025-10-18,FAC-34823169583,Clinic,Pediatrics,723,610,45,49,18,7,2,192.48,2474.73,395.44,7.36,122,31,84.02,N,IN-UK
2021-09-28,FAC-45941546040,Clinic,Dialysis,357,306,28,55,21,5,0,152.91,1130.95,232.24,6.26,56,19,1.17,N,IN-MH
2021-10-28,FAC-15905876908,DiagnosticCenter,Pediatrics,50,-21,7,74,21,0,0,28.03,1535.15,279.34,11.72,220,52,43.88,Y,IN-LA
2023-04-24,FAC-99955732301,DiagnosticCenter,Surgery,1067,838,110,24,30,5,7,183.26,2289.76,48.03,1.23,126,19,51.56,N,IN-UK
2021-06-02,FAC-61333758929,Clinic,Oncology,560,394,67,58,26,2,2,109.0,1885.69,29.65,14.62,224,4,15.2,N,IN-LA
2022-02-10,FAC-32487061460,MedicalCollege,Dialysis,269,165,23,4,5,5,2,159.62,2214.21,325.98,9.14,125,54,79.66,N,IN-JK
2021-04-23,FAC-35863823010,PrivateHospital,Surgery,1618,1504,60,52,11,5,6,50.03,1857.69,266.93,6.92,93,25,65.27,N,IN-MH
2022-09-16,FAC-69605674277,PrivateHospital,Dialysis,36,17,3,29,29,1,0,83.64,707.29,169.24,11.39,128,6,43.36,Y,IN-LD
2021-09-18,FAC-78207559667,MedicalCollege,Pediatrics,1205,989,96,11,9,7,5,52.36,1293.46,91.97,6.85,60,31,80.74,Y,IN-MP
2021-07-15,FAC-26116562341,DiagnosticCenter,Cardiology,1794,1635,220,50,6,1,3,76.67,1153.18,294.7,2.42,153,43,72.99,Y,IN-AN
2024-03-25,FAC-40991908503,DistrictHospital,Cardiology,267,43,30,32,28,5,10,111.8,110.82,392.79,5.18,66,8,34.45,Y,IN-SK
2025-10-17,FAC-64916155107,DistrictHospital,Surgery,1560,1519,112,70,33,4,7,176.72,2418.23,248.58,9.53,182,46,41.52,Y,IN-LD
2024-11-15,FAC-76661705521,PrivateHospital,Pediatrics,34,-56,3,40,21,4,7,194.85,943.41,355.53,1.87,164,17,68.85,Y,IN-JK
2022-09-29,FAC-46678878052,Clinic,Cardiology,934,689,140,19,33,6,0,149.92,1024.24,126.02,14.46,120,43,78.99,Y,IN-BR
2021-10-03,FAC-84531951995,PrivateHospital,Cardiology,539,416,55,23,20,0,0,133.08,2168.62,210.85,8.09,219,37,52.62,N,IN-LD
2024-05-15,FAC-25723434831,PrivateHospital,Orthopedics,944,870,120,69,7,0,1,60.08,473.69,136.83,2.31,80,62,18.37,Y,IN-SK
2023-02-11,FAC-51875965597,DistrictHospital,Pediatrics,575,567,20,43,33,0,4,167.39,1186.38,121.82,9.5,151,63,89.84,N,IN-HR
2024-04-15,FAC-53376163830,DistrictHospital,Oncology,1163,1018,63,44,3,1,0,174.62,2255.26,124.15,2.84,95,63,7.34,Y,IN-MH
2022-10-29,FAC-73240623184,DistrictHospital,Orthopedics,872,755,25,48,33,5,8,212.44,743.03,374.97,3.49,129,87,33.86,Y,IN-TR
2023-02-07,FAC-20420116997,CHC,Dialysis,177,4,10,76,1,6,5,58.96,1262.08,170.19,2.21,208,74,29.21,N,IN-LD
2022-03-27,FAC-92219549502,Clinic,ObGyn,316,241,51,26,5,0,0,84.71,834.82,163.38,8.63,176,6,27.56,N,IN-MN
2023-07-26,FAC-27877747823,PrivateHospital,Cardiology,1421,1210,154,24,19,1,7,91.84,1431.42,333.89,6.86,49,65,62.72,Y,IN-MN
