qol_social_survey_cycle_id,qol_social_neighborhood_cluster_id,qol_social_neighborliness_score,qol_social_belonging_score,qol_social_participation_local_events_rate,qol_social_mutual_aid_participation_rate,qol_social_intergroup_contact_score,qol_social_civic_pride_score,qol_social_shared_norms_score,qol_social_conflict_resolution_score,qol_social_online_community_engagement_rate,qol_social_hate_incident_awareness_score,qol_social_trust_local_institutions_score,qol_social_youth_engagement_score,qol_social_senior_engagement_score,qol_social_newcomer_integration_score,qol_social_language_inclusion_score,qol_social_public_space_comfort_score,qol_social_community_problem_solving_score,qol_social_survey_sampling_weight
CYC000000150,NBH000166,5.1809,2.589,0.5178,0.6027,4.322,1.902,2.389,3.978,0.1118,0.767,8.93,1.817,8.504,6.899,4.229,8.139,7.146,1.5635
CYC000000151,NBH000014,5.117,3.438,0.5364,0.2491,4.362,8.284,6.259,9.44,0.6145,8.963,1.835,6.229,2.322,1.746,0.93,5.272,6.49,2.9989
CYC000000152,NBH000153,9.2261,1.852,0.3315,0.4441,2.077,1.026,1.599,3.156,0.453,1.215,3.596,3.721,3.681,4.159,8.814,6.542,7.682,2.9297
CYC000000153,NBH000007,8.1122,5.04,0.3499,0.515,5.884,1.542,8.941,4.916,0.4988,9.621,2.57,3.022,2.272,5.229,2.877,2.681,6.095,3.3252
CYC000000154,NBH000189,7.5563,0.38,0.1527,0.4958,7.954,6.736,1.145,9.678,0.2861,9.842,3.076,3.209,4.513,4.285,9.48,9.175,4.0,2.8494
CYC000000155,NBH000175,5.2364,4.332,0.313,0.3826,6.109,1.711,8.041,7.257,0.5302,9.143,7.045,1.838,1.845,7.254,7.687,6.424,8.979,3.0243
CYC000000156,NBH000100,5.0865,6.765,0.8661,0.1481,8.749,8.993,3.632,7.04,0.0387,4.428,7.947,1.481,0.428,5.834,3.186,2.866,9.598,4.8057
CYC000000157,NBH000192,1.2586,2.748,0.6468,0.8711,9.189,4.129,8.597,6.305,0.3427,6.056,7.202,7.848,5.948,4.484,6.566,8.125,9.742,4.8855
CYC000000158,NBH000019,2.1437,3.901,0.7452,0.1229,4.447,4.99,2.848,0.098,0.1024,1.187,2.443,3.65,1.093,5.409,3.834,4.546,4.911,1.2664
CYC000000159,NBH000130,2.5628,4.637,0.5978,0.2514,4.814,1.799,2.236,9.885,0.8524,6.777,6.18,8.231,1.827,7.465,9.098,0.216,3.214,3.7418
CYC000000160,NBH000163,9.1479,4.016,0.6501,0.6304,8.626,7.711,0.693,9.704,0.052,2.999,2.346,9.521,0.813,6.192,3.438,1.424,2.363,4.5894
CYC000000161,NBH000159,0.955,6.216,0.8366,0.191,3.891,8.238,1.926,8.223,0.6844,1.117,8.802,4.445,4.715,0.907,8.897,7.015,6.105,4.4653
CYC000000162,NBH000119,5.3921,9.877,0.5202,0.8745,3.241,6.525,6.026,9.671,0.6999,7.162,1.167,1.511,9.294,5.403,6.412,9.101,5.561,1.2957
CYC000000163,NBH000062,2.7752,7.422,0.5731,0.7589,2.342,9.514,6.225,1.489,0.3599,7.893,9.765,7.186,0.286,6.56,5.061,0.916,2.269,2.2119
CYC000000164,NBH000091,6.1553,3.577,0.4657,0.1453,7.883,0.252,7.607,2.113,0.282,9.991,4.075,9.929,4.578,8.894,0.181,4.566,4.931,3.0051
CYC000000165,NBH000123,0.7344,7.47,0.652,0.4221,3.128,7.024,4.252,3.07,0.9761,1.628,6.429,9.823,5.67,5.325,1.763,4.43,9.947,1.2094
CYC000000166,NBH000061,4.2475,0.835,0.5567,0.3345,8.301,6.514,4.575,2.039,0.1216,0.494,5.405,5.106,1.843,4.585,8.228,7.119,3.246,2.4759
CYC000000167,NBH000053,1.7556,2.711,0.4409,0.1942,1.378,9.498,1.088,0.665,0.7288,6.134,7.568,2.695,6.109,6.283,0.112,2.609,5.742,4.9184
CYC000000168,NBH000149,3.4447,1.322,0.7882,0.3124,7.496,3.106,3.973,3.395,0.2698,7.245,1.661,3.083,6.416,6.888,6.646,0.627,0.194,3.5978
CYC000000169,NBH000033,5.1458,8.548,0.8162,0.0169,4.405,8.041,1.154,6.738,0.6544,9.316,9.338,9.927,2.024,4.896,0.293,3.515,7.167,2.5471
CYC000000170,NBH000143,7.0249,1.533,0.0506,0.3736,8.224,3.489,9.776,1.227,0.2043,4.445,2.332,6.389,9.627,0.044,5.611,1.545,1.854,0.2697
CYC000000171,NBH000049,7.882,7.475,0.2236,0.0712,4.091,2.184,7.059,8.139,0.1239,3.025,1.677,5.967,9.068,6.907,1.538,6.015,3.554,1.8389
CYC000000172,NBH000182,9.2911,8.096,0.6109,0.5073,1.198,7.423,3.529,0.429,0.2489,6.682,6.49,9.389,0.228,2.761,4.65,6.925,2.8,3.7447
CYC000000173,NBH000103,5.0782,5.279,0.6523,0.7394,1.829,6.115,2.999,9.831,0.0831,6.28,6.407,0.778,0.191,3.129,1.862,6.106,6.508,2.2183
CYC000000174,NBH000101,8.2773,3.023,0.7483,0.4714,4.161,9.937,6.21,0.258,0.5757,1.518,9.606,5.003,2.223,0.045,2.237,6.857,6.198,2.9439
CYC000000175,NBH000197,5.7334,1.86,0.0746,0.1036,4.411,1.514,6.407,8.816,0.3318,5.642,9.388,6.203,7.161,1.713,7.562,3.025,3.635,3.1032
CYC000000176,NBH000039,0.8905,9.181,0.0838,0.9142,6.95,5.757,7.196,5.509,0.859,1.451,6.712,7.735,7.07,8.54,4.195,5.415,5.843,2.6034
CYC000000177,NBH000123,2.9716,7.87,0.7908,0.421,9.319,2.747,9.593,1.743,0.3711,5.324,6.347,2.207,6.458,6.192,3.611,0.968,0.963,1.2387
CYC000000178,NBH000139,5.2587,4.879,0.9877,0.0189,3.576,3.402,5.644,4.723,0.0879,8.693,0.776,4.424,7.6,0.88,5.425,8.983,1.436,4.8053
CYC000000179,NBH000116,8.8298,7.597,0.5345,0.473,5.839,1.463,8.289,6.534,0.4338,3.221,1.856,1.938,7.441,0.551,5.059,0.694,0.293,1.7913
CYC000000180,NBH000167,1.4739,3.928,0.4286,0.7324,2.996,9.56,4.253,4.639,0.91,2.524,8.498,2.09,6.804,8.797,0.147,2.577,8.944,3.2943
CYC000000181,NBH000201,1.915,1.913,0.2162,0.054,9.285,4.789,6.942,1.055,0.8169,2.56,0.376,3.804,7.27,7.898,5.495,7.409,9.051,2.4469
CYC000000182,NBH000201,1.5221,9.971,0.0805,0.9315,6.43,4.575,7.15,5.633,0.404,4.201,2.153,5.085,1.432,0.795,2.109,6.235,7.794,0.9384
CYC000000183,NBH000189,1.1202,2.815,0.8102,0.4496,7.96,9.688,3.66,8.945,0.5499,6.754,3.158,0.286,6.882,9.421,3.828,0.528,7.426,3.5507
CYC000000184,NBH000004,4.2843,9.514,0.0397,0.9784,0.656,3.4,2.482,6.727,0.9163,9.402,2.343,0.485,6.373,6.73,2.893,5.184,3.494,1.611
CYC000000185,NBH000033,1.5794,2.4,0.2173,0.7057,0.312,4.2,2.674,0.928,0.6371,5.439,6.391,5.818,7.57,7.941,0.19,1.299,3.174,4.9384
CYC000000186,NBH000090,0.0905,2.611,0.2549,0.5651,8.819,8.169,8.809,3.465,0.239,7.026,1.224,9.76,7.217,1.822,3.811,0.266,6.678,2.5352
CYC000000187,NBH000135,8.8256,5.897,0.3639,0.7742,5.45,5.922,9.728,5.522,0.7939,8.303,6.269,0.9,5.872,8.192,5.348,1.048,2.0,1.2184
CYC000000188,NBH000010,6.1517,7.055,0.6563,0.6547,0.304,8.982,8.408,2.194,0.651,6.109,2.984,6.763,2.986,2.076,4.25,2.508,6.733,0.5369
CYC000000189,NBH000203,8.3318,5.645,0.7281,0.8284,8.612,5.793,7.357,1.563,0.8073,5.789,2.97,2.557,8.699,6.294,5.636,5.556,9.753,3.1551
CYC000000190,NBH000123,8.7869,7.552,0.4063,0.7964,2.054,4.655,4.963,2.432,0.7928,0.778,2.791,1.982,8.62,4.043,3.033,5.174,6.553,3.0169
CYC000000191,NBH000142,3.301,9.339,0.1888,0.1518,8.632,0.584,0.386,9.914,0.0979,5.573,0.27,1.66,7.864,3.189,0.237,3.226,5.039,0.6381
CYC000000192,NBH000245,6.0561,3.578,0.8621,0.9904,4.291,9.28,4.085,7.762,0.8532,1.26,2.705,3.051,4.526,5.159,3.62,0.693,2.777,2.541
CYC000000193,NBH000077,5.4992,5.816,0.5543,0.3744,2.364,0.894,5.393,7.162,0.4801,6.494,1.622,5.805,5.411,9.356,4.565,3.852,2.419,2.4274
CYC000000194,NBH000169,4.1523,0.303,0.8839,0.7901,9.001,9.616,9.514,9.914,0.618,9.684,7.789,7.322,9.575,4.318,7.643,4.328,1.416,1.3276
CYC000000195,NBH000013,4.5534,5.682,0.7939,0.2657,4.094,9.691,9.791,6.827,0.5674,7.011,5.796,6.706,0.14,9.628,5.751,9.376,4.779,0.542
CYC000000196,NBH000238,4.3505,2.992,0.2902,0.8898,3.455,4.013,8.035,9.48,0.9754,7.117,3.519,0.591,6.654,3.169,5.539,2.655,7.076,3.0296
CYC000000197,NBH000234,1.0466,3.26,0.2998,0.109,6.633,7.858,0.35,7.283,0.463,7.218,9.818,4.421,7.036,5.689,3.311,1.891,4.383,3.8569
CYC000000198,NBH000145,2.5527,2.789,0.4447,0.7594,4.61,5.486,6.895,7.195,0.01,0.318,7.992,8.375,2.515,5.558,7.946,6.122,3.467,0.3784
CYC000000199,NBH000104,0.6448,4.675,0.005,0.7315,7.508,5.13,3.338,6.582,0.9054,5.939,8.036,4.899,3.166,2.556,9.969,4.972,8.27,4.0838
CYC000000200,NBH000015,5.1819,4.78,0.3406,0.0435,7.101,6.609,4.038,5.343,0.7482,2.475,5.126,9.432,9.246,6.272,5.684,1.665,3.353,1.1025
CYC000000201,NBH000227,5.128,0.734,0.1622,0.2412,4.798,6.861,4.681,4.661,0.4445,6.208,1.173,6.482,9.5,5.951,7.448,1.457,7.778,1.1196
CYC000000202,NBH000188,4.7261,7.625,0.276,0.119,8.541,1.728,8.029,4.613,0.0591,7.825,7.01,5.092,0.288,5.688,4.043,0.721,9.799,2.7979
CYC000000203,NBH000172,1.4242,2.947,0.3367,0.0971,6.24,8.44,7.166,2.593,0.2641,8.524,9.839,1.621,1.606,9.165,5.946,8.238,9.682,0.3942
CYC000000204,NBH000009,9.5173,8.366,0.4424,0.2895,0.433,1.381,4.611,7.91,0.8037,2.819,9.893,1.081,7.324,9.614,4.604,7.929,9.82,1.5838
CYC000000205,NBH000025,8.1494,6.412,0.0053,0.9946,5.146,5.912,1.049,6.729,0.0001,6.166,6.864,3.185,9.193,0.586,0.993,0.093,0.994,2.0417
CYC000000206,NBH000048,7.3975,5.292,0.2952,0.8153,5.374,9.155,9.895,2.05,0.2784,8.265,3.241,8.994,3.756,6.643,8.232,6.861,1.669,0.5575
CYC000000207,NBH000100,4.3496,8.637,0.6254,0.7024,5.82,6.941,1.278,1.1,0.1085,2.387,9.348,7.984,2.274,1.8,9.813,2.442,1.886,4.9338
CYC000000208,NBH000237,4.8177,5.466,0.7609,0.5674,4.567,6.666,7.59,7.198,0.4625,6.835,8.532,8.13,5.22,5.819,4.564,4.754,3.299,2.968
CYC000000209,NBH000145,7.7238,3.283,0.9357,0.1389,5.008,1.103,1.041,3.128,0.787,4.32,9.69,1.69,2.059,8.362,3.993,3.427,8.281,4.2464
CYC000000210,NBH000041,9.4619,6.258,0.1748,0.9436,9.798,5.714,7.277,7.507,0.6204,1.533,8.182,8.115,6.003,8.288,6.538,8.121,2.589,2.1669
CYC000000211,NBH000244,0.7,8.015,0.4654,0.5576,0.041,8.254,2.491,6.97,0.7291,5.422,0.488,5.234,2.771,7.065,4.506,1.853,7.485,3.566
CYC000000212,NBH000001,6.5071,0.574,0.6907,0.6916,3.996,5.346,9.85,3.958,0.8584,2.571,0.242,8.859,6.916,1.258,6.202,7.293,0.432,1.1439
CYC000000213,NBH000002,3.8612,0.735,0.3678,0.7277,2.851,4.062,5.334,7.825,0.0577,4.703,9.144,1.246,9.055,6.735,8.402,8.108,0.9,2.9628
CYC000000214,NBH000025,9.6943,4.155,0.8974,0.2481,4.965,0.98,5.568,4.089,0.3673,8.531,6.579,7.29,6.44,0.59,4.768,7.331,2.075,3.3029
CYC000000215,NBH000014,7.4144,6.753,0.4701,0.6469,5.605,8.457,8.742,1.621,0.7679,3.576,3.629,0.109,5.467,5.183,8.408,5.632,1.947,1.8254
CYC000000216,NBH000120,4.9055,6.225,0.0985,0.6234,2.421,8.971,7.494,5.963,0.521,4.779,4.303,1.27,8.807,8.058,7.136,7.971,2.133,1.1726
CYC000000217,NBH000163,1.6156,2.421,0.424,0.0735,9.247,6.938,1.591,2.596,0.395,3.805,8.847,3.493,8.764,5.577,3.166,4.147,1.225,2.1555
CYC000000218,NBH000208,8.0857,0.418,0.344,0.9273,3.835,3.442,5.088,6.49,0.3448,9.967,6.202,2.716,9.818,5.579,2.557,2.544,3.674,2.9392
CYC000000219,NBH000152,7.5318,8.901,0.2476,0.9994,1.162,0.292,7.515,1.874,0.1618,0.606,7.05,8.563,4.201,9.632,6.598,7.908,2.131,0.2924
CYC000000220,NBH000005,2.7889,5.444,0.7033,0.5919,9.29,2.131,1.848,8.873,0.5552,9.592,7.296,2.871,9.705,6.104,9.035,3.235,4.014,1.6225
CYC000000221,NBH000147,6.217,8.891,0.1315,0.5849,6.755,5.126,2.205,3.24,0.558,8.068,4.5,7.853,7.999,0.628,6.258,0.291,1.416,1.1253
CYC000000222,NBH000083,2.0431,2.575,0.335,0.218,9.951,4.662,3.231,5.089,0.5332,7.437,2.959,6.388,2.184,3.404,2.746,1.768,1.743,4.1033
CYC000000223,NBH000147,7.9152,2.219,0.3474,0.662,3.858,0.471,9.193,2.843,0.5806,4.301,8.002,6.859,2.068,5.427,8.931,6.144,2.989,4.7836
CYC000000224,NBH000173,2.4893,2.195,0.3273,0.9393,4.945,6.523,1.166,3.811,0.1968,9.354,4.583,7.38,1.46,2.529,1.141,9.422,6.524,1.8081
CYC000000225,NBH000205,2.7934,4.432,0.026,0.5246,8.504,3.319,4.058,3.574,0.043,7.249,1.683,1.781,3.034,0.963,2.243,0.042,2.648,1.8791
CYC000000226,NBH000038,7.3715,7.846,0.8579,0.9892,1.315,9.976,4.608,3.157,0.1468,8.625,6.503,9.45,9.871,8.039,8.421,9.152,1.026,3.7286
CYC000000227,NBH000245,5.9326,7.815,0.6082,0.9053,7.228,0.534,6.14,1.068,0.4141,1.389,3.484,2.144,8.629,2.406,8.616,4.606,3.418,3.2256
CYC000000228,NBH000168,1.2427,0.711,0.8227,0.342,7.253,1.877,2.597,4.987,0.2932,3.584,8.615,5.509,1.289,6.56,8.068,5.917,4.15,3.1885
CYC000000229,NBH000246,6.9708,7.228,0.8823,0.2562,6.356,1.263,1.317,5.223,0.4381,0.096,1.638,5.262,3.796,4.643,8.275,0.298,7.998,1.3038
CYC000000230,NBH000025,2.8029,9.127,0.2923,0.5719,9.018,4.441,8.669,4.943,0.2436,5.707,0.56,2.03,6.293,5.679,8.753,2.394,8.103,1.1597
CYC000000231,NBH000057,3.474,1.767,0.9841,0.1608,0.145,6.523,5.307,3.565,0.2573,0.296,2.272,8.992,0.552,5.07,1.764,8.506,5.856,1.4822
CYC000000232,NBH000237,0.3331,6.496,0.7951,0.7236,0.389,1.51,0.495,7.084,0.0181,7.175,7.928,7.561,2.226,3.598,2.578,8.246,1.278,1.0747
CYC000000233,NBH000152,2.6012,7.495,0.8394,0.1887,6.095,4.019,0.928,4.608,0.6424,2.479,6.477,8.744,6.291,2.477,9.335,7.722,8.659,2.5949
CYC000000234,NBH000079,8.5103,3.976,0.3632,0.2474,5.407,9.751,7.276,3.98,0.5681,9.818,8.674,9.149,0.273,6.518,7.732,8.081,4.652,3.7785
CYC000000235,NBH000126,2.9894,9.059,0.9374,0.3535,7.198,9.575,2.732,7.0,0.7314,8.256,9.703,6.396,6.158,0.01,2.584,5.741,6.629,4.1733
CYC000000236,NBH000198,9.4615,1.507,0.9838,0.9598,0.601,8.14,7.668,7.564,0.4524,4.661,2.762,2.455,6.391,5.357,2.339,2.159,7.061,4.3156
CYC000000237,NBH000046,1.5146,3.75,0.9299,0.5986,2.799,7.889,2.875,4.737,0.6028,6.746,6.511,0.259,7.499,1.824,0.585,6.358,2.345,3.5699
CYC000000238,NBH000115,5.6977,2.941,0.1701,0.1472,8.755,2.085,4.696,2.607,0.6394,2.095,0.554,8.796,6.645,7.365,0.277,3.672,0.435,3.4376
CYC000000239,NBH000211,5.9698,5.488,0.8837,0.0866,1.117,7.06,8.705,4.09,0.2203,4.393,6.055,7.79,0.341,7.353,2.803,2.514,9.204,4.9264
CYC000000240,NBH000190,9.2489,7.63,0.9432,0.569,2.198,1.616,5.649,5.761,0.8182,9.253,5.173,1.981,6.49,4.352,8.859,7.637,8.804,3.2163
CYC000000241,NBH000240,4.36,5.375,0.8013,0.4431,8.477,5.876,7.272,4.396,0.2348,3.069,7.105,7.188,6.245,5.819,8.547,0.157,3.699,4.5079
CYC000000242,NBH000151,6.2021,5.408,0.5088,0.2206,8.838,3.979,2.345,7.683,0.9546,5.194,8.714,3.368,2.483,7.009,3.0,9.246,8.982,3.1868
CYC000000243,NBH000219,1.9352,5.712,0.6867,0.1744,4.431,1.917,3.528,7.526,0.5567,2.221,7.799,6.526,0.631,2.799,7.728,5.825,4.008,4.4824
CYC000000244,NBH000107,4.6013,1.549,0.4142,0.1149,6.478,3.206,6.073,1.51,0.8426,4.632,8.838,0.271,8.823,7.906,4.41,0.315,6.199,2.3508
CYC000000245,NBH000105,8.1224,7.34,0.3179,0.0046,9.845,2.516,9.179,9.467,0.7891,3.651,3.112,7.359,9.052,3.761,7.143,3.555,0.968,0.4371
CYC000000246,NBH000061,3.2925,3.33,0.7488,0.4041,6.987,1.815,4.033,3.167,0.3654,4.257,5.95,7.002,8.376,5.795,3.331,6.203,6.921,1.8833
CYC000000247,NBH000179,1.1736,2.979,0.6862,0.0218,0.049,8.6,9.918,8.774,0.6945,3.363,0.073,0.225,6.809,3.438,4.033,6.234,9.179,4.6513
CYC000000248,NBH000084,7.6527,5.713,0.695,0.772,0.181,6.488,1.124,5.279,0.3049,1.843,1.391,0.967,5.283,5.784,9.794,2.654,0.428,4.3815
CYC000000249,NBH000086,8.4408,8.934,0.6763,0.3413,3.873,6.695,5.137,6.625,0.18,9.516,4.465,6.634,3.402,3.201,5.732,0.983,5.781,1.3753
CYC000000250,NBH000020,8.5579,5.621,0.7938,0.0776,4.571,1.914,8.835,8.763,0.1091,0.342,8.508,2.351,4.736,0.76,4.85,4.264,5.095,0.3985
CYC000000251,NBH000112,8.402,1.856,0.6796,0.6324,0.996,7.283,7.159,8.477,0.707,8.955,1.82,0.776,2.616,8.757,6.061,7.644,7.225,1.0745
CYC000000252,NBH000111,9.1481,3.845,0.9711,0.2878,6.257,8.034,0.418,7.309,0.7586,0.713,2.809,3.519,9.969,8.25,9.859,4.351,2.185,2.7896
CYC000000253,NBH000205,3.8512,2.678,0.0864,0.451,6.454,1.366,3.097,8.251,0.3433,0.7,7.101,5.345,4.796,5.503,5.322,3.095,8.184,0.9559
CYC000000254,NBH000229,7.1913,0.993,0.3443,0.5328,2.784,5.23,8.142,5.899,0.9732,0.194,5.431,2.504,9.047,0.469,1.236,8.568,3.782,4.8599
CYC000000255,NBH000169,3.6604,5.367,0.8264,0.1374,9.439,9.393,6.311,7.979,0.5756,7.601,7.741,5.48,8.038,9.789,2.4,6.792,9.339,0.1657
CYC000000256,NBH000093,9.5855,7.503,0.4678,0.704,5.068,2.648,5.899,9.135,0.97,3.266,1.484,1.298,6.093,1.506,4.199,5.513,0.761,2.961
CYC000000257,NBH000061,1.2056,4.045,0.1575,0.0094,4.687,4.808,4.714,8.807,0.356,9.497,7.77,4.871,5.853,8.227,7.986,3.551,9.757,2.5769
CYC000000258,NBH000200,8.0547,1.889,0.13,0.6439,4.031,4.802,1.458,3.544,0.2286,2.97,3.043,1.922,2.6,3.149,3.542,8.659,0.421,0.144
CYC000000259,NBH000176,4.0358,0.976,0.2653,0.1201,6.757,1.15,5.532,0.501,0.3889,6.751,2.961,7.155,1.669,8.836,9.046,0.372,4.646,4.5797
CYC000000260,NBH000204,4.4169,5.513,0.5585,0.5482,3.591,9.121,6.419,1.429,0.0001,6.904,8.362,8.987,2.475,3.744,3.301,5.03,9.238,4.1927
CYC000000261,NBH000148,1.302,6.857,0.8135,0.4685,5.45,5.894,3.104,5.398,0.8666,6.769,0.543,3.912,9.016,7.787,2.787,8.166,2.713,3.2309
CYC000000262,NBH000033,5.6191,3.87,0.0709,0.0735,8.2,2.335,9.832,0.417,0.543,9.706,4.919,1.343,9.866,9.578,0.55,6.218,2.029,4.4194
CYC000000263,NBH000156,5.4722,9.913,0.3799,0.3984,8.45,2.961,3.428,1.909,0.7951,8.199,7.401,3.495,3.781,5.199,6.012,7.293,3.481,0.1697
CYC000000264,NBH000024,1.5073,7.076,0.2626,0.8462,1.836,7.516,8.931,4.884,0.7718,8.208,0.876,3.921,1.37,6.217,9.559,3.156,9.899,2.2305
CYC000000265,NBH000043,8.3304,9.804,0.0403,0.6455,2.079,5.034,2.666,3.986,0.7222,2.058,5.116,4.233,8.264,1.86,0.714,0.701,5.813,0.8032
CYC000000266,NBH000016,9.9985,0.532,0.3713,0.3142,2.645,0.283,0.984,2.699,0.5206,5.45,2.644,2.787,7.578,2.026,3.663,7.461,7.205,0.7024
CYC000000267,NBH000103,4.8736,3.29,0.0013,0.4256,7.612,2.593,2.775,4.351,0.9277,0.487,9.538,9.898,3.886,8.503,2.166,6.7,4.108,2.0498
CYC000000268,NBH000079,8.3087,2.7,0.0668,0.0016,6.116,8.609,9.999,5.883,0.378,5.213,3.845,5.877,9.649,4.664,3.42,3.473,4.808,0.3976
CYC000000269,NBH000187,5.8148,8.596,0.1662,0.1191,8.908,8.694,1.779,8.317,0.5365,6.487,3.676,5.641,2.662,3.881,4.22,4.455,9.229,2.4375
CYC000000270,NBH000039,6.3539,1.405,0.9582,0.0646,7.407,7.897,8.859,5.253,0.0092,3.733,5.433,2.95,6.398,5.11,9.975,2.355,9.09,3.4716
CYC000000271,NBH000237,2.01,7.105,0.4075,0.2624,5.732,3.529,7.13,0.547,0.6364,1.503,6.748,1.732,1.433,4.581,2.123,6.124,0.39,2.7603
CYC000000272,NBH000150,6.2121,0.71,0.1044,0.7089,7.495,4.972,1.805,9.311,0.3525,2.355,1.896,4.234,7.424,3.071,1.121,4.002,6.996,3.7257
CYC000000273,NBH000099,3.7442,3.392,0.0784,0.008,8.853,8.896,4.134,8.391,0.454,0.545,6.607,6.928,8.815,7.27,8.751,0.64,2.543,0.6207
CYC000000274,NBH000246,0.7493,1.929,0.4043,0.5823,8.063,9.485,5.312,0.304,0.015,0.055,8.341,1.66,0.309,7.924,9.664,8.819,5.578,1.8932
CYC000000275,NBH000061,4.0604,8.613,0.5657,0.836,7.959,2.873,6.096,6.18,0.9974,9.102,1.496,4.138,6.49,0.465,0.652,5.34,2.783,2.7997
CYC000000276,NBH000211,0.4135,0.166,0.5177,0.0493,2.234,7.087,2.275,2.521,0.8753,6.997,1.453,4.422,7.74,4.848,7.209,4.642,6.365,4.1696
CYC000000277,NBH000130,6.4486,7.017,0.5796,0.0414,3.529,4.03,5.113,6.298,0.6413,4.957,1.866,4.558,8.397,5.822,7.987,7.6,5.645,3.9414
CYC000000278,NBH000145,0.5987,6.686,0.0124,0.9633,3.586,3.966,8.124,1.406,0.5349,3.336,9.54,8.5,3.892,2.909,1.1,1.606,9.557,2.3185
CYC000000279,NBH000089,5.3058,0.696,0.2103,0.0041,8.002,4.992,8.33,7.211,0.5613,4.05,1.891,6.259,2.063,8.064,4.169,2.917,0.064,1.6582
CYC000000280,NBH000002,9.6179,5.623,0.4482,0.8718,1.425,5.387,4.105,0.281,0.2911,5.859,2.102,7.32,6.413,7.494,6.39,8.681,3.93,0.2297
CYC000000281,NBH000071,2.413,3.862,0.6029,0.4454,2.937,9.362,6.397,9.222,0.8237,5.399,4.501,6.838,0.867,7.596,0.74,4.187,9.993,1.7724
CYC000000282,NBH000121,5.6881,2.727,0.6243,0.9186,0.067,2.134,3.721,8.16,0.0499,7.151,0.859,2.067,0.345,0.908,2.34,3.404,2.635,0.8183
CYC000000283,NBH000086,8.9632,0.751,0.1932,0.561,5.703,6.392,5.109,0.519,0.729,5.616,4.03,2.744,7.497,3.621,3.609,2.916,7.259,4.5472
CYC000000284,NBH000105,3.0433,9.314,0.3652,0.7995,0.297,5.713,0.534,2.175,0.1379,0.414,4.103,2.249,9.502,5.066,7.053,1.756,2.775,4.1287
CYC000000285,NBH000034,6.8234,0.509,0.3695,0.5168,1.946,1.248,4.712,3.001,0.2515,2.302,1.118,9.932,2.909,8.969,2.232,2.101,9.499,2.1806
CYC000000286,NBH000173,9.6585,6.093,0.0219,0.4093,1.053,5.135,9.322,2.246,0.3606,4.333,8.246,5.587,3.716,1.018,3.081,7.354,3.397,0.679
CYC000000287,NBH000041,6.1516,1.931,0.2957,0.8177,7.928,4.617,6.121,7.923,0.7574,7.314,0.959,7.728,3.564,5.038,4.782,7.527,7.424,3.553
CYC000000288,NBH000173,1.3687,5.846,0.703,0.9868,1.076,0.898,4.876,3.507,0.2941,9.488,4.182,2.488,9.764,0.931,5.729,9.127,1.864,2.0808
CYC000000289,NBH000071,1.1088,7.838,0.0372,0.8487,2.738,6.458,2.715,0.064,0.0063,0.786,4.724,4.692,5.233,9.273,2.477,3.608,3.247,3.7521
CYC000000290,NBH000115,5.3659,5.218,0.7769,0.6595,3.309,0.857,4.889,9.311,0.3692,7.816,5.896,6.754,5.484,9.048,1.835,8.521,4.131,4.2931
CYC000000291,NBH000039,9.627,1.744,0.6188,0.5811,3.243,6.401,6.752,1.943,0.5356,2.19,0.916,8.08,9.627,6.754,6.082,4.834,4.578,1.9348
CYC000000292,NBH000120,4.5521,4.108,0.389,0.6232,7.389,2.196,5.624,7.283,0.7283,1.871,4.09,9.627,3.232,0.614,0.398,3.673,8.162,1.5561
CYC000000293,NBH000135,4.6392,6.365,0.5357,0.8895,7.233,0.615,6.409,2.815,0.4239,2.826,6.395,0.848,1.126,4.772,9.081,3.23,2.957,4.1079
CYC000000294,NBH000202,5.1143,2.244,0.285,0.1692,8.366,3.338,2.824,7.557,0.327,3.65,6.696,9.641,1.141,8.019,5.621,6.931,1.753,3.6052
CYC000000295,NBH000074,1.0464,6.148,0.2588,0.9248,0.819,1.338,3.178,9.373,0.329,9.286,6.671,8.41,2.169,4.892,6.392,9.195,3.201,4.7681
CYC000000296,NBH000195,7.1595,3.354,0.9043,0.1353,1.643,2.675,4.643,9.819,0.8291,5.356,6.815,2.957,4.929,6.455,0.821,9.147,3.321,1.4936
CYC000000297,NBH000236,4.0826,0.488,0.7727,0.7296,2.997,9.984,6.548,9.295,0.7049,2.835,9.062,4.812,5.463,1.844,5.451,0.555,7.106,4.651
CYC000000298,NBH000236,2.2007,0.739,0.1937,0.4791,6.966,0.28,2.098,0.213,0.3761,3.168,9.171,2.716,8.546,2.587,2.282,3.71,1.674,0.6477
CYC000000299,NBH000246,5.4548,2.837,0.3659,0.6696,5.118,8.313,9.165,0.356,0.7351,7.656,8.854,4.296,6.427,8.871,5.134,7.979,0.136,3.085
CYC000000300,NBH000031,4.9049,7.902,0.238,0.5165,9.544,0.555,0.373,4.176,0.9989,4.402,9.878,3.946,7.241,2.078,7.732,2.417,7.452,3.805
CYC000000301,NBH000222,3.79,5.034,0.5369,0.9522,1.36,9.003,3.507,9.048,0.4627,0.115,6.622,6.124,6.18,5.782,8.206,1.219,4.453,3.9162
CYC000000302,NBH000190,0.2511,1.368,0.4081,0.7956,1.61,4.921,3.143,4.233,0.2749,0.714,3.953,0.042,1.062,1.956,4.98,6.313,8.898,0.2141
