demo_household_survey_year,demo_household_household_id_sample,demo_household_relationship_to_householder,demo_household_family_type_code,demo_household_marital_status,demo_household_number_of_children_u18,demo_household_multigenerational_flag,demo_household_single_parent_flag,demo_household_cohabiting_partner_flag,demo_household_household_income_ratio_poverty,demo_household_housing_cost_burden_pct,demo_household_crowding_persons_per_room,demo_household_vehicle_count_household,demo_household_internet_access_type,demo_household_language_spoken_at_home,demo_household_disability_status_household,demo_household_caregiving_hours_week,demo_household_childcare_cost_monthly,demo_household_eldercare_responsibility_flag,demo_household_sampling_stratum
2018,cef14b2b9476,Other,Nuclear,Widowed,6,N,N,Y,3.91,55.9,2.69,4,Fixed_broadband,Tamil,Any,74,13998,Y,Metro
2018,f64855f60802,Spouse,Nuclear,Married,1,N,Y,N,2.33,76.8,0.27,3,Fixed_broadband,Urdu,Any,40,6114,N,Rural
2021,16667c20e176,Head,Nuclear,Widowed,4,N,N,N,0.28,53.7,2.4,2,None,Marathi,None,64,9795,Y,Urban
2019,23263fffd97b,Other,Nuclear,Married,4,Y,N,N,4.03,71.7,4.24,1,Fixed_broadband,Malayalam,None,6,6075,N,Rural
2022,8d380d694011,Child,Nuclear,Separated,6,N,Y,Y,3.47,54.4,4.86,2,Fixed_broadband,Bengali,Any,48,20508,Y,Urban
2025,919ac0ec9203,Spouse,Single_person,Divorced,3,Y,Y,Y,1.55,60.8,2.75,0,Both,Gujarati,None,48,18623,Y,Metro
2022,8328200ed275,Head,Nuclear,Widowed,2,Y,Y,N,1.52,52.3,2.48,2,None,Bengali,Any,22,25978,N,Town
2024,cde09e82e511,Other,Extended,Widowed,5,N,N,Y,1.79,39.4,2.53,2,Mobile_broadband,Tamil,None,0,26893,N,Town
2018,1124f56e54d3,Other,Single_person,Never_married,3,Y,N,Y,3.82,65.4,2.65,1,Fixed_broadband,Malayalam,Any,66,21121,Y,Urban
2024,3b5f52480663,Child,Nuclear,Widowed,3,N,N,Y,3.25,27.8,1.49,4,Both,Punjabi,Any,35,3993,Y,Rural
2021,fc725aea9726,Child,Joint,Separated,6,Y,N,Y,3.58,75.4,4.05,4,Both,Hindi,None,61,4574,N,Rural
2023,19d1a3415064,Spouse,Single_person,Married,1,N,N,N,3.5,67.6,0.23,2,Both,Assamese,Any,27,14103,N,Town
2020,3efd125e9278,Sibling,Single_person,Never_married,4,Y,N,Y,0.94,18.1,3.81,0,Mobile_broadband,Tamil,None,46,19760,Y,Rural
2024,547beec40a7b,Sibling,Single_person,Separated,3,Y,N,Y,0.39,33.6,3.49,3,Both,Malayalam,Any,27,892,Y,Town
2019,cfae15e8e516,Head,Nuclear,Divorced,5,N,Y,N,3.23,55.6,0.68,2,None,Punjabi,Any,63,17595,Y,Urban
2024,30b9d77c26f1,Sibling,Nuclear,Separated,5,N,Y,N,3.79,42.7,0.55,2,Both,Kannada,Any,31,12661,N,Rural
2021,45c9d78e31d6,Parent,Extended,Widowed,0,Y,Y,N,2.1,7.6,2.62,2,None,Hindi,Any,27,8975,N,Rural
2018,9f38c39a6887,Spouse,Extended,Separated,5,N,N,Y,4.86,76.2,3.04,1,Fixed_broadband,Hindi,Any,43,18504,Y,Urban
2021,eba240e3fa50,Head,Joint,Separated,3,N,N,N,4.52,34.8,2.01,1,None,Marathi,Any,59,20675,Y,Metro
2019,11b38fc5b58b,Child,Nuclear,Never_married,5,N,Y,N,1.84,70.2,0.33,0,Mobile_broadband,Odia,None,10,2059,Y,Town
2021,bb64442b1305,Other,Extended,Separated,5,N,Y,Y,4.83,72.9,1.71,1,Mobile_broadband,Bengali,None,45,8147,Y,Urban
2025,96fa6530a6c0,Head,Single_person,Never_married,6,N,Y,N,4.08,33.1,4.96,3,None,Telugu,None,22,18980,N,Town
2025,4a21f671c0f3,Child,Single_person,Divorced,0,Y,Y,Y,0.25,33.8,2.63,0,None,Assamese,None,39,845,Y,Rural
2020,2ea2dab8ae8b,Child,Single_person,Never_married,1,N,N,N,2.76,29.4,1.03,3,None,Odia,None,59,5290,N,Town
2018,67c5650c8f74,Child,Nuclear,Divorced,4,Y,N,N,0.33,26.5,3.65,2,None,Other,Any,48,23371,N,Town
2024,e0bc3ae8b9e1,Spouse,Nuclear,Married,3,Y,Y,Y,3.3,72.0,1.33,3,Mobile_broadband,Malayalam,Any,13,29830,N,Town
2019,7c88ce03a6c2,Spouse,Nuclear,Married,0,Y,N,N,2.09,65.0,1.26,0,None,Assamese,None,10,2951,Y,Rural
2023,bf2273996364,Other,Single_person,Separated,6,Y,Y,N,4.6,33.0,0.48,0,Mobile_broadband,Assamese,None,49,14699,N,Town
2024,40059d8c3bb9,Parent,Joint,Never_married,4,N,Y,N,1.85,23.0,1.45,1,Mobile_broadband,Gujarati,None,17,3176,Y,Town
2023,84cbde760901,Parent,Nuclear,Never_married,1,Y,N,Y,1.29,72.5,1.47,3,Mobile_broadband,Hindi,None,22,3921,N,Urban
2024,2fe722b3ddba,Child,Single_person,Separated,4,N,Y,N,1.5,15.2,3.99,3,None,Punjabi,Any,76,21064,Y,Metro
2019,b785815b710a,Parent,Single_person,Widowed,6,N,Y,N,0.28,54.6,4.65,2,Fixed_broadband,Urdu,Any,24,13215,Y,Town
2020,1fc43da8aaf7,Head,Extended,Divorced,3,N,Y,N,2.9,23.4,3.29,0,Fixed_broadband,Assamese,None,35,26158,N,Metro
2021,28a7f40ff67f,Other,Nuclear,Divorced,0,Y,N,Y,3.2,29.4,1.68,3,Mobile_broadband,Assamese,None,10,13995,N,Urban
2024,8723777ca2b9,Child,Joint,Divorced,5,N,N,Y,0.72,68.2,2.28,1,Mobile_broadband,Other,Any,17,15685,N,Metro
2019,d873fdb0c247,Sibling,Single_person,Never_married,4,N,N,Y,2.53,33.9,4.3,1,Both,Tamil,None,56,20570,Y,Rural
2021,b7bee542a1fc,Other,Nuclear,Divorced,5,Y,Y,N,0.67,5.3,1.48,2,Mobile_broadband,Other,None,42,20990,Y,Rural
2021,93745591ff6b,Other,Extended,Married,3,N,N,N,1.5,26.0,3.55,4,None,Kannada,Any,23,21893,Y,Urban
2021,b80757a39c29,Other,Nuclear,Never_married,5,N,Y,N,2.88,10.6,3.49,4,Mobile_broadband,Hindi,Any,8,25636,Y,Town
2025,d285333b30df,Child,Joint,Never_married,5,N,Y,Y,4.8,35.5,0.84,1,Fixed_broadband,Urdu,None,57,803,Y,Town
2018,b2de19dc23b3,Spouse,Single_person,Widowed,5,Y,Y,Y,2.25,8.9,3.92,3,None,Odia,Any,34,15356,N,Urban
2019,a67bcca62979,Other,Nuclear,Separated,3,Y,N,Y,2.28,64.7,3.31,3,Mobile_broadband,Assamese,None,74,14172,N,Town
2020,370e9620024b,Parent,Joint,Married,6,Y,Y,Y,4.79,14.3,2.12,1,Both,Telugu,Any,22,29317,Y,Rural
2019,50335fd5c2e0,Parent,Single_person,Married,1,N,N,Y,0.87,67.1,0.8,2,None,Assamese,None,73,17006,Y,Metro
2021,c02816e720cc,Parent,Nuclear,Never_married,6,Y,Y,N,1.92,61.2,1.83,1,Mobile_broadband,Telugu,Any,27,20848,N,Metro
2023,f66d7052ed75,Other,Nuclear,Never_married,4,N,N,Y,4.08,74.6,2.66,1,Fixed_broadband,Malayalam,Any,29,5306,Y,Metro
2019,fa3ee9f37652,Other,Extended,Widowed,1,N,N,Y,4.9,22.0,1.52,3,Fixed_broadband,Other,None,28,25783,N,Urban
2023,67a6ea3b192c,Parent,Nuclear,Never_married,3,N,Y,Y,4.44,71.4,4.74,2,None,Urdu,None,39,28522,Y,Rural
2019,e400b5df5a84,Other,Nuclear,Never_married,0,Y,N,Y,3.32,16.5,0.91,4,Mobile_broadband,Kannada,Any,35,23966,N,Rural
2021,5daa1b2b9fea,Head,Joint,Widowed,6,N,N,Y,3.0,56.9,1.71,4,Fixed_broadband,Assamese,None,39,5381,Y,Urban
2023,433ce2486cdc,Parent,Nuclear,Widowed,5,N,N,N,2.82,4.5,0.5,2,Mobile_broadband,Gujarati,None,69,13395,Y,Town
2020,53bc51b4f658,Parent,Joint,Widowed,0,Y,Y,Y,4.31,39.6,1.74,2,Fixed_broadband,Kannada,None,11,9501,N,Urban
2025,2eb349149bbd,Spouse,Joint,Married,4,N,Y,N,3.72,1.1,2.3,0,Both,Bengali,Any,24,26316,Y,Rural
2024,63498c001568,Spouse,Single_person,Widowed,5,N,N,Y,3.2,35.1,2.53,2,Both,Gujarati,None,6,141,N,Metro
2018,193a99371cfe,Head,Joint,Widowed,0,Y,N,Y,2.26,30.6,3.54,3,Mobile_broadband,Kannada,None,35,4721,Y,Rural
2024,c6baa1171d01,Spouse,Extended,Never_married,0,Y,Y,Y,1.99,71.5,4.89,1,Mobile_broadband,Urdu,None,57,18565,N,Town
2024,0da612dcab6a,Head,Joint,Separated,0,Y,N,N,0.43,23.7,1.79,0,None,Malayalam,None,11,2039,Y,Metro
2025,5253b7c93e69,Parent,Single_person,Widowed,2,Y,N,Y,0.21,70.1,3.75,3,Mobile_broadband,Punjabi,Any,57,24134,N,Metro
2018,50a0944ac8e1,Head,Joint,Widowed,6,Y,Y,N,0.23,42.8,3.53,4,Fixed_broadband,Marathi,Any,9,3021,Y,Metro
2022,1ad16a695647,Other,Nuclear,Separated,2,Y,N,N,2.71,59.9,2.0,0,Fixed_broadband,Gujarati,Any,73,19142,Y,Metro
2018,3b54a339d072,Parent,Extended,Separated,6,N,Y,Y,4.01,71.1,4.85,4,Fixed_broadband,Kannada,Any,52,8491,N,Metro
2019,a9497785b88e,Sibling,Single_person,Never_married,1,Y,Y,N,3.03,37.6,0.23,4,Mobile_broadband,Telugu,None,61,3551,Y,Rural
2024,a00d28cf381a,Parent,Single_person,Never_married,5,N,Y,N,2.45,68.3,4.52,2,Mobile_broadband,Tamil,None,57,265,Y,Urban
2019,46afeaafd466,Parent,Joint,Divorced,5,Y,N,Y,4.81,13.8,2.62,2,None,Punjabi,None,44,11974,Y,Urban
2023,06289d01f84c,Other,Joint,Never_married,3,Y,N,Y,4.14,3.3,2.63,2,Both,Telugu,Any,27,24161,N,Rural
2022,8eb27f1c9d99,Parent,Joint,Separated,0,Y,Y,Y,4.69,38.5,4.73,4,None,Marathi,Any,30,7478,Y,Town
2021,48b1c5cb4b37,Child,Extended,Never_married,4,N,Y,Y,1.64,40.1,2.1,4,Both,Gujarati,None,54,29025,Y,Rural
2018,fd33be5ee2b2,Sibling,Single_person,Separated,2,Y,N,Y,0.23,79.4,2.99,2,None,Urdu,None,66,4710,Y,Metro
2024,2430ddb5aab9,Head,Joint,Divorced,5,Y,N,N,1.79,61.9,1.3,0,Fixed_broadband,Other,None,55,29313,Y,Rural
2023,874b1557da29,Spouse,Single_person,Married,6,N,Y,Y,4.99,60.7,2.48,4,Mobile_broadband,Malayalam,None,78,10065,N,Town
2021,1e8cfbdd8b0d,Child,Joint,Separated,2,Y,N,Y,3.72,58.1,2.12,2,Fixed_broadband,Odia,None,55,906,Y,Rural
2019,16d62a9a0e62,Sibling,Nuclear,Separated,3,N,Y,N,0.53,58.8,3.51,4,Fixed_broadband,Bengali,None,36,3347,N,Rural
2022,8ee458b89f40,Sibling,Joint,Separated,5,N,N,Y,3.77,58.8,4.76,0,None,Bengali,None,12,19658,Y,Town
2022,33c20d1f962e,Child,Joint,Never_married,0,N,N,N,0.26,19.6,4.27,3,Fixed_broadband,Urdu,Any,7,24558,Y,Urban
2019,61e5ab30f517,Head,Single_person,Widowed,0,N,N,Y,2.69,50.3,4.9,4,Both,Bengali,Any,35,4820,Y,Urban
2025,6e1f7f5ea952,Spouse,Joint,Never_married,0,N,Y,Y,2.85,12.8,1.06,1,Mobile_broadband,Telugu,Any,68,27334,Y,Town
2021,df8905a47ebd,Child,Single_person,Separated,6,Y,N,N,3.46,36.3,0.42,2,None,Malayalam,None,28,24451,Y,Town
2019,4085fd4527e6,Other,Single_person,Widowed,5,N,N,Y,2.69,17.2,4.43,4,Fixed_broadband,Urdu,Any,60,2883,N,Town
2019,4f8fa8e456d7,Head,Single_person,Widowed,6,Y,Y,Y,3.4,69.1,2.94,2,None,Bengali,None,31,23235,N,Urban
2022,06bbde303732,Other,Extended,Separated,4,N,Y,Y,2.43,45.6,0.69,2,None,Tamil,Any,9,12309,Y,Rural
2025,844ee77103af,Spouse,Nuclear,Widowed,4,Y,Y,N,2.05,68.1,4.53,0,Mobile_broadband,Telugu,Any,74,22581,N,Urban
2024,a9ebb36d0833,Sibling,Joint,Widowed,4,Y,N,Y,4.99,47.9,0.89,1,Fixed_broadband,Gujarati,Any,2,18368,N,Urban
2018,a2b31042decd,Other,Nuclear,Never_married,3,N,Y,Y,0.5,63.2,4.2,1,None,Urdu,Any,61,7852,N,Rural
2022,1bfd734042e7,Parent,Nuclear,Married,3,Y,N,N,3.81,16.6,4.29,3,Fixed_broadband,Assamese,None,64,19019,N,Urban
2021,a572f3e7ef04,Other,Joint,Widowed,4,N,Y,Y,0.53,76.8,3.06,2,Mobile_broadband,Kannada,None,28,20951,N,Rural
2022,67ef9b32faa3,Other,Nuclear,Widowed,0,N,N,Y,4.48,56.2,2.57,2,Fixed_broadband,Gujarati,Any,19,23336,N,Town
2020,fcdb1bf56528,Spouse,Joint,Married,2,Y,Y,Y,4.14,27.5,4.36,0,None,Gujarati,Any,7,15157,Y,Town
2021,e546a4a9183e,Spouse,Joint,Married,4,N,Y,N,4.8,14.1,1.29,3,Both,Kannada,None,36,16186,N,Town
2021,8be8717b42de,Head,Single_person,Married,6,Y,Y,N,3.83,74.0,2.4,0,None,Punjabi,None,52,11205,Y,Rural
2020,fe2b42473853,Parent,Single_person,Never_married,1,N,N,Y,4.49,75.9,3.33,2,Mobile_broadband,Kannada,None,59,24331,Y,Town
2025,227294cc6ca7,Sibling,Single_person,Married,5,Y,Y,N,4.27,36.8,3.92,2,Mobile_broadband,Gujarati,None,77,22099,Y,Town
2020,9052e5b33d08,Child,Nuclear,Never_married,5,N,N,N,3.5,18.5,2.59,4,Fixed_broadband,Gujarati,None,45,20444,N,Rural
2022,4042174197dc,Sibling,Joint,Married,0,Y,Y,Y,1.19,41.8,2.18,3,None,Bengali,None,27,21138,Y,Metro
2024,5e90c6370713,Parent,Single_person,Married,1,Y,Y,N,2.14,62.1,3.55,4,Mobile_broadband,Odia,Any,56,16318,N,Rural
2018,1b95f9c63f5e,Sibling,Single_person,Divorced,1,N,N,Y,0.65,46.5,3.58,1,Mobile_broadband,Bengali,None,23,26999,N,Urban
2021,8de3065f79ed,Child,Joint,Divorced,6,N,N,Y,2.18,7.8,3.89,1,Fixed_broadband,Bengali,Any,29,12854,Y,Town
2021,e84c9c99feae,Child,Joint,Married,6,N,N,Y,0.83,29.0,2.67,1,Mobile_broadband,Odia,Any,33,28568,Y,Rural
2025,e809a7cbd18c,Head,Single_person,Married,2,N,Y,N,3.93,47.4,1.87,4,Both,Odia,Any,1,21441,Y,Urban
2021,7a0107c5a1b7,Spouse,Nuclear,Widowed,2,N,Y,N,3.05,31.1,0.47,4,Mobile_broadband,Assamese,None,49,12716,Y,Rural
2021,e72af9de7a72,Spouse,Joint,Widowed,2,N,N,N,2.36,32.2,4.15,4,Both,Tamil,Any,9,4662,Y,Urban
2018,5137f0f68a45,Sibling,Extended,Widowed,1,Y,Y,N,4.33,62.9,3.29,1,Mobile_broadband,Bengali,None,19,8333,Y,Town
2024,a6220cb5ebd2,Parent,Extended,Married,3,Y,N,N,4.04,63.9,0.87,4,Both,Urdu,Any,11,9366,Y,Urban
2019,c7df4418ff28,Other,Nuclear,Married,3,N,N,N,3.94,5.0,4.51,2,Both,Other,Any,61,14876,N,Urban
2022,339fbdef423f,Child,Nuclear,Separated,4,Y,N,Y,3.31,29.6,2.72,3,None,Other,Any,41,15478,Y,Town
2025,dbeb2873090d,Parent,Extended,Separated,3,N,Y,N,2.24,75.1,3.17,1,Fixed_broadband,Assamese,None,12,5454,Y,Rural
2022,7a26ca6b9bc7,Parent,Joint,Widowed,1,Y,Y,N,2.54,53.1,3.97,0,Mobile_broadband,Assamese,None,74,8069,N,Metro
2020,254e6907af45,Other,Extended,Separated,1,N,N,Y,4.79,6.7,4.37,4,Fixed_broadband,Tamil,Any,68,20578,Y,Rural
2025,262ca49f3e0e,Spouse,Single_person,Married,1,N,N,N,2.06,78.0,4.14,2,Both,Kannada,Any,10,1337,Y,Metro
2025,4c8a4b86da70,Other,Extended,Married,0,N,N,N,3.72,56.2,3.12,2,Mobile_broadband,Bengali,None,59,26341,Y,Town
2020,42fa348b7978,Parent,Nuclear,Married,2,N,N,N,0.34,51.9,3.73,4,Mobile_broadband,Urdu,Any,21,16630,Y,Metro
2021,dacd22e18065,Child,Nuclear,Divorced,2,N,N,Y,2.16,5.1,0.47,0,None,Tamil,Any,64,26273,N,Metro
2025,0d5cab3dc77d,Parent,Single_person,Widowed,0,Y,N,N,4.66,69.0,0.89,2,Both,Odia,Any,73,23657,Y,Rural
2020,4ca1e1999b59,Sibling,Nuclear,Divorced,5,N,Y,N,2.92,61.6,0.86,4,Both,Odia,Any,63,6019,Y,Town
2025,2d4ca854a02d,Head,Single_person,Widowed,0,Y,N,Y,4.94,29.8,3.04,2,Both,Tamil,Any,79,2739,N,Rural
2024,2c090e2a826a,Other,Single_person,Widowed,6,Y,N,Y,3.25,74.9,1.1,1,Both,Other,Any,1,12523,Y,Metro
2021,a62fe1cf60e9,Sibling,Single_person,Widowed,0,Y,N,N,4.88,15.5,4.36,2,None,Hindi,None,73,29429,Y,Town
2024,49901862eb52,Other,Single_person,Widowed,4,N,N,N,3.05,31.5,4.91,1,Mobile_broadband,Telugu,Any,19,12626,Y,Metro
2020,dbe186da6ecc,Sibling,Nuclear,Separated,5,Y,Y,Y,1.15,9.5,1.82,3,Both,Hindi,Any,54,24070,N,Rural
2018,092da0090e84,Parent,Single_person,Never_married,5,Y,Y,Y,3.64,27.0,0.45,1,None,Malayalam,Any,71,14332,N,Town
2024,70c31f6375cc,Parent,Joint,Married,2,N,Y,N,2.53,61.6,1.28,0,Fixed_broadband,Gujarati,Any,8,21309,N,Urban
2025,edb6f7402b19,Child,Extended,Divorced,0,Y,N,N,2.74,62.7,1.91,4,Fixed_broadband,Malayalam,Any,15,25391,Y,Rural
2018,7cabddd03a46,Parent,Joint,Never_married,0,Y,N,Y,1.05,53.5,4.68,1,Mobile_broadband,Marathi,Any,9,18801,N,Rural
2021,81b4313df50e,Parent,Single_person,Widowed,4,Y,Y,N,0.69,14.9,4.83,3,Mobile_broadband,Marathi,Any,3,14629,N,Metro
2019,f5977b4de4da,Spouse,Extended,Separated,4,N,N,Y,3.1,60.9,4.22,2,Mobile_broadband,Assamese,None,77,9075,Y,Rural
2019,d1cfc40d3f6b,Spouse,Extended,Separated,6,Y,Y,Y,1.71,42.3,4.67,2,None,Punjabi,None,40,7118,N,Metro
2020,e85d4e8c180a,Child,Nuclear,Never_married,6,Y,N,Y,2.8,30.5,4.38,0,Fixed_broadband,Kannada,None,80,26352,Y,Urban
2019,fe9a6fc2d602,Other,Joint,Married,3,N,Y,Y,1.99,73.1,4.51,3,None,Assamese,Any,24,25275,N,Town
2020,d1bbad9da76f,Spouse,Extended,Separated,2,N,N,N,4.81,65.6,4.44,2,Both,Assamese,Any,37,2744,Y,Urban
2020,65d16286d945,Child,Joint,Separated,1,Y,Y,N,3.13,61.4,4.14,0,Both,Marathi,Any,22,10310,Y,Metro
2023,3aa4f627d705,Parent,Extended,Married,2,N,Y,N,3.3,14.1,3.62,0,Both,Assamese,Any,24,19667,N,Urban
2019,1ecb642ece2e,Parent,Nuclear,Widowed,0,Y,Y,N,4.47,75.8,1.26,2,Fixed_broadband,Assamese,Any,34,8365,Y,Metro
2020,55fe61a26332,Parent,Extended,Never_married,4,Y,N,Y,2.85,67.8,0.55,3,Fixed_broadband,Marathi,None,70,736,Y,Urban
2021,df0d96061606,Sibling,Nuclear,Separated,3,N,N,Y,1.2,49.2,2.02,0,Fixed_broadband,Telugu,Any,61,17734,Y,Urban
2020,3e1733e6a91d,Other,Single_person,Married,6,Y,Y,Y,4.64,46.9,2.22,2,Both,Other,None,69,6775,N,Metro
2025,8f6862a84bed,Other,Joint,Widowed,4,N,Y,N,0.7,22.1,4.08,0,Mobile_broadband,Assamese,None,24,12799,N,Town
2020,465a2564a5b4,Child,Joint,Widowed,2,N,N,Y,1.1,30.1,3.58,4,Mobile_broadband,Kannada,Any,15,3979,N,Urban
2025,895bd1e41891,Head,Nuclear,Divorced,6,Y,N,Y,2.31,26.7,4.9,4,Fixed_broadband,Tamil,Any,58,11160,Y,Urban
2024,b9b886996507,Child,Single_person,Never_married,6,Y,Y,N,0.51,10.3,2.54,0,Mobile_broadband,Bengali,None,55,13302,N,Town
2022,918c075aa813,Parent,Joint,Never_married,2,N,N,Y,1.57,13.5,4.9,0,Fixed_broadband,Kannada,Any,2,20511,N,Town
2021,3b50257e4300,Head,Single_person,Married,0,N,Y,Y,1.45,42.8,0.5,2,None,Marathi,Any,66,22466,N,Metro
2022,51fa0fa98b3f,Child,Single_person,Divorced,5,N,Y,Y,4.92,58.7,2.97,1,Both,Urdu,None,8,16610,Y,Rural
2020,84134d0f3061,Head,Single_person,Married,0,N,N,N,0.94,19.9,0.7,1,Mobile_broadband,Urdu,Any,65,16948,Y,Metro
2019,140576127b6d,Sibling,Single_person,Separated,1,Y,N,Y,0.97,61.4,2.27,0,None,Tamil,Any,69,7553,N,Urban
2020,14ecaa54d03d,Head,Single_person,Separated,4,N,N,Y,3.34,21.3,0.91,3,None,Gujarati,None,57,12935,Y,Town
2018,d3bbb42d1136,Head,Single_person,Widowed,4,Y,Y,N,4.52,59.8,4.99,2,Fixed_broadband,Kannada,None,39,2718,Y,Metro
2018,e3b47ef5f440,Other,Joint,Divorced,4,N,N,Y,4.17,68.9,4.01,4,None,Malayalam,None,61,26132,Y,Town
2023,a452693d320f,Child,Single_person,Divorced,1,Y,Y,N,0.94,37.5,4.36,3,Both,Telugu,None,21,14728,Y,Metro
2023,996ccf530fc2,Parent,Extended,Divorced,0,N,N,Y,2.37,47.0,1.65,3,Fixed_broadband,Urdu,None,15,8986,N,Rural
2020,b4fe25477ffe,Child,Joint,Divorced,1,N,N,Y,1.96,3.5,1.81,1,Fixed_broadband,Tamil,None,34,15023,N,Metro
2019,933f2032de71,Other,Single_person,Separated,6,N,Y,Y,4.8,51.4,3.25,2,Mobile_broadband,Tamil,None,35,16614,Y,Rural
2023,299ed00a9c36,Sibling,Joint,Divorced,1,N,N,N,4.6,67.9,3.91,1,Fixed_broadband,Hindi,None,34,18143,Y,Urban
2023,f30dbecc86b5,Head,Joint,Never_married,5,N,N,Y,4.31,26.8,4.09,0,Fixed_broadband,Other,None,11,144,Y,Town
2024,e1d3315d212e,Spouse,Joint,Never_married,1,Y,N,N,1.42,7.9,1.53,4,None,Odia,None,51,27503,Y,Urban
2023,7d0f19e28154,Spouse,Single_person,Divorced,4,N,N,Y,4.43,76.2,1.72,0,None,Hindi,None,70,18446,N,Metro
2019,65b8908c6b8b,Parent,Single_person,Divorced,2,N,Y,Y,2.31,13.3,4.32,3,Both,Bengali,Any,72,11766,N,Rural
2019,07c2c0570b8e,Parent,Extended,Never_married,2,Y,Y,Y,4.4,11.5,1.68,2,None,Telugu,Any,58,16627,N,Rural
2022,ef6feb338142,Other,Joint,Separated,2,N,N,N,4.84,52.4,3.12,0,Mobile_broadband,Odia,None,74,11074,Y,Metro
2025,4a6bb5424967,Spouse,Nuclear,Separated,6,N,N,N,3.62,16.6,2.05,2,Mobile_broadband,Hindi,None,11,21506,Y,Metro
2023,522fcdfd623f,Other,Joint,Separated,5,N,Y,Y,4.01,58.5,0.6,3,None,Hindi,None,15,7614,N,Town
2019,5a26da4cddc0,Head,Single_person,Divorced,1,Y,Y,Y,2.04,15.7,3.44,3,None,Marathi,Any,75,3840,N,Urban
2021,ac633632fb9c,Parent,Single_person,Married,1,N,N,Y,0.93,23.4,2.24,3,Mobile_broadband,Punjabi,Any,18,11383,Y,Rural
2020,dbe78f32489b,Sibling,Extended,Widowed,0,Y,N,Y,0.94,0.6,4.57,3,Both,Odia,Any,41,28195,N,Urban
2019,52809b6f9c7a,Parent,Nuclear,Married,0,N,N,N,2.72,74.4,3.12,2,Both,Marathi,None,32,13119,N,Urban
2024,f3c7f4a09cff,Spouse,Joint,Never_married,2,N,Y,Y,2.64,48.1,0.27,3,Fixed_broadband,Odia,Any,68,9572,Y,Urban
2019,9b2d6985ac25,Parent,Nuclear,Never_married,1,Y,Y,Y,3.54,39.7,2.85,3,Mobile_broadband,Marathi,Any,33,12990,N,Urban
2018,00ab0ed71cae,Other,Joint,Divorced,5,Y,N,Y,2.87,53.7,4.69,4,None,Assamese,None,1,692,Y,Urban
2024,d8494ae505b0,Parent,Extended,Married,2,N,N,Y,1.3,32.1,1.8,1,Fixed_broadband,Punjabi,None,50,9272,N,Urban
2023,b03f3e876f1b,Head,Single_person,Never_married,4,Y,Y,Y,3.55,51.1,4.13,1,None,Hindi,Any,55,28023,Y,Metro
2018,175d1f6b7c3f,Other,Single_person,Divorced,1,N,N,Y,4.9,35.9,4.66,4,Both,Other,None,31,11644,N,Urban
2019,2c14bfae2ccf,Sibling,Nuclear,Divorced,2,Y,N,N,4.25,58.7,2.48,2,None,Marathi,None,63,10481,Y,Rural
2021,14ce9cbe8ff6,Child,Joint,Divorced,3,Y,Y,Y,1.43,24.9,3.73,2,None,Assamese,Any,15,20143,Y,Urban
2021,ff9a3b0f926e,Sibling,Joint,Divorced,3,N,N,Y,1.41,22.4,1.54,4,Mobile_broadband,Hindi,Any,29,16275,N,Metro
2019,3c3d5331cad8,Sibling,Joint,Married,2,Y,Y,Y,4.94,0.1,3.2,2,None,Telugu,None,53,27857,N,Town
2023,192e24b9f505,Parent,Extended,Never_married,6,N,N,Y,2.82,19.5,1.81,0,Fixed_broadband,Tamil,None,38,21574,N,Metro
2019,e1256a6d12d9,Other,Joint,Never_married,3,N,N,Y,0.37,61.5,0.82,2,None,Bengali,Any,71,27377,N,Metro
2025,1cf886fee9b7,Parent,Single_person,Separated,1,N,Y,N,1.11,32.6,0.36,1,Fixed_broadband,Urdu,None,61,47,Y,Urban
2025,606fffa00361,Parent,Joint,Separated,4,Y,N,Y,0.24,16.7,3.01,0,Fixed_broadband,Punjabi,Any,49,8442,Y,Metro
2020,23599c04d0ad,Head,Nuclear,Widowed,6,N,Y,N,0.86,60.0,4.91,4,Mobile_broadband,Gujarati,Any,48,14574,Y,Urban
2025,38f08f812f30,Child,Joint,Separated,2,Y,N,Y,2.17,6.5,0.22,3,Both,Urdu,None,37,18322,Y,Urban
2021,12824a69f7aa,Sibling,Extended,Separated,3,Y,Y,Y,4.71,74.9,0.21,0,Fixed_broadband,Kannada,None,64,19581,N,Metro
2022,8090059d0aeb,Other,Nuclear,Widowed,2,Y,Y,N,3.07,70.3,2.63,1,None,Hindi,Any,45,18481,Y,Urban
2020,41f866978120,Other,Nuclear,Married,6,N,Y,Y,4.83,1.0,0.45,2,Fixed_broadband,Assamese,None,29,14379,Y,Metro
2024,e2b9e68130e6,Spouse,Joint,Separated,0,Y,Y,Y,1.33,0.0,3.5,4,Fixed_broadband,Urdu,None,77,14929,Y,Urban
2022,4c48a7843b2a,Parent,Nuclear,Widowed,6,N,Y,Y,3.77,70.2,4.88,4,None,Hindi,None,21,14387,N,Town
2025,4a492f0ef8ce,Child,Single_person,Separated,4,N,N,Y,4.3,46.5,3.17,4,Both,Malayalam,None,77,27231,N,Town
2021,6fac695b7501,Child,Nuclear,Never_married,5,Y,N,N,0.26,38.1,2.07,3,Fixed_broadband,Punjabi,Any,10,26671,Y,Metro
2025,46a7ce3abe0f,Child,Nuclear,Married,2,Y,N,Y,4.72,59.3,3.11,2,None,Gujarati,Any,2,19556,Y,Metro
