tech_opendata_reference_year,tech_opendata_country_iso2,tech_opendata_open_data_maturity_score,tech_opendata_open_by_default_policy_flag,tech_opendata_public_sector_info_directive_compliance_flag,tech_opendata_high_value_datasets_published_count,tech_opendata_api_endpoints_count,tech_opendata_machine_readable_share_pct,tech_opendata_metadata_dc_at_ap_compliance_pct,tech_opendata_licensing_standard_code,tech_opendata_reuse_cases_count,tech_opendata_digital_identity_eidas_level,tech_opendata_eudi_wallet_ready_flag,tech_opendata_cross_border_service_usage_count,tech_opendata_interoperability_framework_adoption_pct,tech_opendata_data_spaces_participation_flag,tech_opendata_gaia_x_alignment_flag,tech_opendata_data_governance_act_compliance_flag,tech_opendata_data_act_compliance_flag,tech_opendata_data_extract_date
2016,IE,79.58,0,0,229,403,44.76,68.9,OTHER,616,SUBSTANTIAL,1,2145,45.36,0,1,0,1,2026-02-16
2017,MT,29.96,1,1,270,217,85.82,41.39,CC0_1_0,329,LOW,0,1959,63.41,0,1,1,0,2026-01-19
2018,SK,59.22,1,1,227,406,50.38,70.83,EU_PSI_STANDARD,542,HIGH,0,3828,92.75,0,0,0,0,2025-03-09
2019,BE,52.23,1,0,239,276,43.2,54.83,CC_BY_4_0,256,SUBSTANTIAL,1,3315,44.48,1,0,0,0,2024-05-06
2020,DK,94.36,0,1,266,412,85.97,77.14,ODC_BY,388,LOW,0,2127,24.52,1,1,0,0,2026-01-29
2021,GR,64.24,1,0,262,339,81.19,88.96,OTHER,658,HIGH,1,419,54.09,0,0,1,1,2024-12-10
2022,LT,56.99,1,1,280,359,79.66,93.71,CC0_1_0,579,SUBSTANTIAL,0,897,62.05,1,1,0,1,2024-11-09
2023,PT,73.12,0,1,218,423,88.54,88.28,EU_PSI_STANDARD,506,LOW,0,2430,73.61,1,0,1,0,2024-09-22
2024,SE,83.72,1,1,223,347,82.42,67.07,CC_BY_4_0,414,HIGH,1,3043,66.86,1,0,1,1,2025-04-29
2025,CY,27.65,1,1,281,449,58.12,59.62,ODC_BY,448,SUBSTANTIAL,0,3853,24.79,1,0,0,0,2025-04-05
2026,FR,38.03,0,1,235,333,35.95,97.95,OTHER,218,LOW,1,3361,41.7,0,0,1,1,2025-07-22
2014,IT,83.07,0,1,247,373,47.19,95.87,CC0_1_0,689,HIGH,1,2600,91.04,1,1,1,1,2025-09-06
2015,NL,80.65,1,0,272,364,36.22,67.1,EU_PSI_STANDARD,372,SUBSTANTIAL,1,4052,72.2,1,0,0,1,2025-08-10
2016,SI,89.16,0,1,248,342,65.91,40.9,CC_BY_4_0,234,LOW,0,1883,26.92,0,0,0,1,2025-07-11
2017,BG,68.43,1,1,263,404,51.98,41.22,ODC_BY,341,HIGH,1,3907,27.75,0,0,1,1,2024-04-30
2018,EE,66.92,0,1,289,437,37.7,86.52,OTHER,526,SUBSTANTIAL,1,1571,94.81,1,1,1,1,2024-05-01
2019,HU,76.82,0,1,301,337,93.63,40.01,CC0_1_0,712,LOW,0,3342,83.51,0,0,1,1,2024-09-18
2020,LU,75.61,1,1,273,386,69.84,84.98,EU_PSI_STANDARD,468,HIGH,0,3893,50.99,0,0,0,1,2025-09-26
2021,RO,34.87,0,1,246,459,47.15,59.81,CC_BY_4_0,662,SUBSTANTIAL,1,2059,61.35,0,0,0,1,2024-10-15
2022,AT,58.53,1,1,293,332,43.49,69.09,ODC_BY,310,LOW,0,2989,39.2,0,0,1,0,2025-05-10
2023,CZ,81.81,1,1,283,283,67.62,57.31,OTHER,545,HIGH,0,363,93.04,0,1,1,0,2024-07-24
2024,DE,69.3,1,0,272,334,63.44,79.76,CC0_1_0,378,SUBSTANTIAL,1,2287,63.55,1,1,0,0,2024-09-28
2025,LV,36.47,1,1,300,235,46.8,74.16,EU_PSI_STANDARD,426,LOW,0,3407,92.57,1,0,1,1,2025-07-14
2026,PL,38.41,1,0,271,301,72.34,72.03,CC_BY_4_0,596,HIGH,1,2178,36.49,0,0,1,0,2025-12-07
2014,ES,20.5,1,1,308,434,77.62,92.32,ODC_BY,613,SUBSTANTIAL,0,2415,88.9,1,0,1,1,2025-07-29
2015,HR,41.45,0,1,253,239,68.94,66.05,OTHER,320,LOW,1,243,35.36,1,0,0,1,2024-12-29
2016,FI,85.53,1,1,289,252,67.16,43.97,CC0_1_0,492,HIGH,0,3009,35.67,1,0,1,0,2024-08-29
2017,IE,85.11,0,1,282,387,49.29,95.74,EU_PSI_STANDARD,503,SUBSTANTIAL,1,2299,44.68,1,1,0,0,2025-08-18
2018,MT,57.12,1,0,308,429,42.6,97.05,CC_BY_4_0,250,LOW,1,3105,61.55,0,1,0,0,2025-04-02
2019,SK,87.72,0,1,315,364,72.79,75.65,ODC_BY,265,HIGH,1,3431,47.31,0,1,0,1,2025-09-14
2020,BE,81.81,0,1,291,421,46.76,48.66,OTHER,585,SUBSTANTIAL,0,1757,29.66,0,0,0,1,2024-07-06
2021,DK,50.08,0,1,274,456,67.06,77.81,CC0_1_0,684,LOW,0,1062,29.64,1,0,1,1,2025-12-15
2022,GR,38.17,1,1,316,281,93.43,88.71,EU_PSI_STANDARD,256,HIGH,1,1131,91.96,0,0,0,0,2025-07-25
2023,LT,33.59,0,1,310,389,53.11,98.4,CC_BY_4_0,383,SUBSTANTIAL,0,3885,37.44,0,0,1,0,2024-11-30
2024,PT,44.42,1,1,283,297,52.93,47.97,ODC_BY,495,LOW,0,3919,91.91,0,1,1,0,2024-08-10
2025,SE,42.66,1,0,316,449,35.96,95.65,OTHER,256,HIGH,0,3941,93.35,1,1,1,0,2025-08-28
2026,CY,80.25,0,1,278,495,85.47,98.32,CC0_1_0,638,SUBSTANTIAL,0,2093,87.08,0,0,0,0,2024-10-22
2014,FR,31.28,0,0,267,259,57.76,91.05,EU_PSI_STANDARD,412,LOW,0,3605,21.36,0,1,1,1,2026-01-14
2015,IT,80.31,0,1,304,269,51.13,96.91,CC_BY_4_0,706,HIGH,1,2156,79.7,0,0,1,0,2025-10-18
2016,NL,93.1,1,0,275,347,48.05,83.86,ODC_BY,315,SUBSTANTIAL,0,596,92.09,1,0,1,1,2025-09-16
2017,SI,25.68,0,0,324,317,82.78,66.68,OTHER,722,LOW,0,1781,65.6,0,0,0,0,2024-04-02
2018,BG,92.21,1,1,325,340,73.77,53.38,CC0_1_0,624,HIGH,1,2991,68.86,1,0,1,0,2024-02-26
2019,EE,57.42,1,1,308,455,63.01,84.89,EU_PSI_STANDARD,726,SUBSTANTIAL,1,2390,65.33,1,1,1,1,2024-05-16
2020,HU,51.11,1,0,53,411,49.46,87.29,CC_BY_4_0,460,LOW,0,682,94.65,0,1,1,1,2024-11-27
2021,LU,54.64,1,1,21,499,69.89,47.68,ODC_BY,410,HIGH,1,1238,57.49,1,0,1,1,2024-10-01
2022,RO,41.38,0,1,75,306,75.93,56.12,OTHER,606,SUBSTANTIAL,1,1045,32.74,0,1,0,0,2026-01-10
2023,AT,52.6,0,1,35,328,90.06,62.51,CC0_1_0,647,LOW,1,1982,45.78,0,0,0,1,2025-05-19
2024,CZ,60.12,1,1,80,421,60.62,79.94,EU_PSI_STANDARD,484,HIGH,1,1665,63.91,1,1,1,1,2024-12-21
2025,DE,72.59,1,1,90,386,48.65,69.8,CC_BY_4_0,682,SUBSTANTIAL,0,1586,40.74,0,0,1,1,2025-05-26
2026,LV,69.5,1,1,49,481,84.04,40.26,ODC_BY,452,LOW,0,4071,58.55,1,0,1,1,2025-12-29
2014,PL,26.0,1,1,87,404,65.29,49.95,OTHER,706,HIGH,1,1300,59.61,1,0,0,1,2024-03-05
2015,ES,30.67,0,1,71,325,79.89,90.65,CC0_1_0,374,SUBSTANTIAL,0,1719,81.57,0,1,0,0,2024-01-31
2016,HR,92.9,1,1,87,291,95.09,97.5,EU_PSI_STANDARD,650,LOW,1,1281,36.87,1,0,1,0,2024-01-10
2017,FI,90.87,1,1,93,515,42.48,74.12,CC_BY_4_0,484,HIGH,0,2958,63.64,0,1,1,0,2025-12-12
2018,IE,29.33,1,1,36,362,43.83,98.59,ODC_BY,476,SUBSTANTIAL,1,581,54.97,0,0,0,1,2024-03-18
2019,MT,46.64,1,1,75,458,76.78,74.59,OTHER,267,LOW,0,2068,44.52,0,0,1,0,2025-03-04
2020,SK,56.25,1,1,49,392,60.22,73.39,CC0_1_0,723,HIGH,0,2492,79.3,0,0,1,1,2024-01-06
2021,BE,89.34,1,0,90,413,47.85,86.55,EU_PSI_STANDARD,473,SUBSTANTIAL,1,653,66.07,1,0,1,0,2024-05-31
2022,DK,87.6,0,1,61,518,43.7,60.67,CC_BY_4_0,691,LOW,1,1319,62.74,1,1,1,1,2025-07-17
2023,GR,51.2,1,1,103,484,56.99,64.23,ODC_BY,292,HIGH,1,4217,81.46,0,1,0,1,2026-01-10
2024,LT,36.2,1,1,71,333,51.11,57.89,OTHER,489,SUBSTANTIAL,1,3193,76.93,0,1,1,1,2025-08-30
2025,PT,93.99,0,1,52,305,40.48,63.41,CC0_1_0,599,LOW,1,3816,91.95,1,0,1,1,2025-01-21
2026,SE,24.47,1,1,107,344,56.61,48.83,EU_PSI_STANDARD,595,HIGH,1,579,90.09,0,1,1,1,2025-10-13
2014,CY,31.14,0,0,40,523,51.96,93.86,CC_BY_4_0,611,SUBSTANTIAL,0,2602,63.41,1,1,0,1,2025-05-01
2015,FR,31.09,1,1,90,293,43.19,66.58,ODC_BY,361,LOW,1,956,93.11,0,1,1,0,2025-06-23
2016,IT,93.44,1,0,79,455,42.45,42.89,OTHER,444,HIGH,0,3112,66.59,1,1,1,1,2024-03-13
2017,NL,64.54,1,0,97,415,64.88,85.19,CC0_1_0,627,SUBSTANTIAL,0,2609,31.23,1,0,0,1,2026-01-14
2018,SI,20.06,0,1,40,510,70.99,47.61,EU_PSI_STANDARD,490,LOW,0,3290,28.59,1,0,0,1,2024-08-09
2019,BG,22.84,1,1,96,488,93.63,90.5,CC_BY_4_0,594,HIGH,1,540,84.72,0,1,1,1,2025-05-31
2020,EE,24.88,1,1,116,528,54.01,48.04,ODC_BY,333,SUBSTANTIAL,0,3540,89.33,0,0,1,1,2026-01-03
2021,HU,87.82,1,1,45,309,57.63,78.45,OTHER,671,LOW,0,3212,53.94,1,0,1,0,2024-09-03
2022,LU,85.74,1,1,96,511,59.61,85.78,CC0_1_0,451,HIGH,1,3037,69.2,0,1,1,0,2026-02-03
2023,RO,48.2,1,1,92,321,43.39,54.96,EU_PSI_STANDARD,423,SUBSTANTIAL,0,2119,88.81,1,0,0,1,2024-02-22
2024,AT,28.35,0,0,94,382,54.61,56.52,CC_BY_4_0,765,LOW,0,3709,52.54,0,0,0,1,2025-09-28
2025,CZ,84.17,0,1,65,471,65.89,56.21,ODC_BY,465,HIGH,0,1942,65.01,0,0,1,1,2024-03-04
2026,DE,85.39,1,1,48,325,36.72,96.82,OTHER,363,SUBSTANTIAL,1,3753,76.47,0,0,1,0,2025-03-01
2014,LV,49.87,0,1,46,517,94.07,42.27,CC0_1_0,505,LOW,0,1927,60.46,0,0,1,1,2025-06-23
2015,PL,70.04,1,0,99,482,95.0,89.77,EU_PSI_STANDARD,536,HIGH,1,1769,28.3,1,0,0,0,2025-04-11
2016,ES,29.02,1,1,49,490,62.98,91.32,CC_BY_4_0,624,SUBSTANTIAL,0,3759,29.9,1,0,0,0,2025-04-27
2017,HR,75.05,1,1,98,376,85.64,62.36,ODC_BY,636,LOW,0,3397,36.77,0,0,1,1,2025-01-08
2018,FI,62.71,1,1,85,343,81.36,72.71,OTHER,355,HIGH,1,2747,74.41,1,0,1,1,2025-04-17
2019,IE,34.56,0,1,73,468,43.89,91.14,CC0_1_0,303,SUBSTANTIAL,1,1594,79.3,1,1,0,1,2024-04-01
2020,MT,71.78,0,1,65,518,96.68,44.02,EU_PSI_STANDARD,326,LOW,0,928,64.91,0,0,0,0,2025-03-01
2021,SK,70.75,1,1,54,463,79.06,66.0,CC_BY_4_0,651,HIGH,1,853,66.32,0,1,0,1,2024-02-18
2022,BE,22.41,1,1,69,389,50.15,71.2,ODC_BY,533,SUBSTANTIAL,0,368,45.55,1,1,0,0,2024-01-18
2023,DK,91.09,1,1,111,441,71.67,86.5,OTHER,646,LOW,0,1641,55.75,1,0,0,1,2025-01-18
2024,GR,70.89,1,1,85,460,95.18,52.77,CC0_1_0,455,HIGH,1,1464,90.95,0,0,1,1,2025-07-28
2025,LT,82.02,1,1,65,523,58.84,52.27,EU_PSI_STANDARD,465,SUBSTANTIAL,1,663,44.35,1,0,1,0,2024-12-19
2026,PT,56.93,1,1,57,500,81.72,98.41,CC_BY_4_0,415,LOW,0,4063,21.46,1,0,0,0,2025-01-03
2014,SE,33.29,1,0,95,366,76.17,95.86,ODC_BY,734,HIGH,1,3401,84.13,0,1,0,1,2025-04-24
2015,CY,65.2,1,1,136,340,62.3,79.19,OTHER,311,SUBSTANTIAL,0,892,60.09,1,1,0,0,2024-11-25
2016,FR,47.04,0,1,60,524,79.31,54.41,CC0_1_0,419,LOW,0,3309,86.08,0,0,1,1,2024-07-15
2017,IT,78.07,0,1,76,342,57.57,88.05,EU_PSI_STANDARD,780,HIGH,0,3010,28.2,0,0,0,1,2024-07-18
2018,NL,27.92,0,1,107,325,40.66,43.98,CC_BY_4_0,757,SUBSTANTIAL,1,2111,30.4,0,1,0,0,2025-10-26
2019,SI,52.98,1,1,129,502,89.78,55.81,ODC_BY,621,LOW,1,4051,25.08,0,0,1,0,2025-06-02
2020,BG,70.62,0,1,101,492,82.05,93.75,OTHER,408,HIGH,0,500,24.75,1,0,0,1,2025-01-18
2021,EE,78.49,1,1,137,554,78.9,58.89,CC0_1_0,343,SUBSTANTIAL,0,3168,54.78,1,1,0,1,2024-06-22
2022,HU,31.68,1,0,117,433,49.69,45.33,EU_PSI_STANDARD,752,LOW,0,3831,46.1,0,0,0,0,2025-01-09
2023,LU,56.0,0,1,133,534,60.97,56.63,CC_BY_4_0,657,HIGH,1,2057,78.72,1,0,0,1,2026-02-02
2024,RO,22.33,0,1,68,546,80.72,50.52,ODC_BY,384,SUBSTANTIAL,0,1674,72.91,1,1,1,1,2024-10-13
2025,AT,88.85,1,1,147,459,43.6,65.81,OTHER,340,LOW,0,2961,69.84,1,0,0,0,2024-08-20
2026,CZ,31.85,1,1,98,420,66.99,63.52,CC0_1_0,644,HIGH,0,1793,66.76,0,1,1,1,2025-11-12
2014,DE,52.06,0,0,71,509,92.87,92.17,EU_PSI_STANDARD,690,SUBSTANTIAL,1,3901,70.63,1,1,1,0,2024-07-20
2015,LV,32.84,1,1,125,358,49.2,67.02,CC_BY_4_0,775,LOW,0,914,26.11,1,0,1,0,2024-10-16
2016,PL,49.18,0,1,103,396,49.69,48.0,ODC_BY,471,HIGH,1,4064,54.01,0,0,1,0,2024-11-11
2017,ES,43.14,1,1,124,328,74.66,60.21,OTHER,612,SUBSTANTIAL,1,3967,54.32,1,0,0,1,2024-08-26
2018,HR,25.39,1,1,147,450,48.42,45.94,CC0_1_0,789,LOW,0,3961,54.71,1,1,0,1,2024-03-13
2019,FI,65.48,1,1,102,352,79.19,84.49,EU_PSI_STANDARD,563,HIGH,1,2643,91.17,0,1,1,1,2026-02-07
2020,IE,34.0,1,1,91,462,75.03,54.21,CC_BY_4_0,642,SUBSTANTIAL,0,684,32.44,0,1,1,1,2024-11-11
2021,MT,48.34,1,0,110,375,89.86,88.97,ODC_BY,623,LOW,0,2071,33.94,0,0,0,0,2024-10-01
2022,SK,91.12,1,1,81,334,75.18,50.19,OTHER,332,HIGH,0,2192,70.73,1,1,1,1,2024-04-11
2023,BE,31.04,1,1,86,361,49.7,94.47,CC0_1_0,754,SUBSTANTIAL,0,1405,71.35,0,0,1,0,2024-11-29
2024,DK,34.37,0,1,142,374,79.73,50.4,EU_PSI_STANDARD,460,LOW,0,3117,77.73,0,0,1,0,2025-12-02
2025,GR,32.0,0,1,138,343,92.66,97.4,CC_BY_4_0,491,HIGH,1,479,26.57,0,0,1,1,2025-03-12
2026,LT,93.39,1,1,135,573,62.83,93.58,ODC_BY,541,SUBSTANTIAL,1,898,60.68,1,0,1,1,2024-07-13
2014,PT,24.31,1,0,147,394,72.2,55.61,OTHER,672,LOW,0,1419,93.94,1,0,1,0,2024-11-29
2015,SE,80.95,1,1,83,491,61.4,90.88,CC0_1_0,449,HIGH,1,615,82.11,0,1,1,1,2024-11-06
2016,CY,70.49,1,0,90,408,63.34,63.88,EU_PSI_STANDARD,753,SUBSTANTIAL,1,1155,68.26,1,0,1,1,2025-05-10
2017,FR,83.35,0,0,128,482,94.26,95.81,CC_BY_4_0,699,LOW,1,1578,90.1,0,0,0,1,2024-05-19
2018,IT,35.92,0,1,113,564,88.61,77.92,ODC_BY,631,HIGH,1,2761,57.27,1,0,0,1,2025-09-30
2019,NL,84.62,1,1,146,349,73.61,86.0,OTHER,576,SUBSTANTIAL,1,2261,42.51,1,1,1,0,2024-08-21
2020,SI,32.13,1,1,125,467,93.42,48.99,CC0_1_0,486,LOW,0,1203,56.01,0,0,1,1,2024-06-28
2021,BG,31.65,0,1,122,528,73.45,46.96,EU_PSI_STANDARD,508,HIGH,1,1428,50.27,1,1,0,1,2024-11-11
2022,EE,68.87,1,1,139,392,85.4,66.88,CC_BY_4_0,778,SUBSTANTIAL,0,1412,63.96,1,0,0,1,2026-02-23
2023,HU,89.02,0,0,108,572,89.63,64.37,ODC_BY,754,LOW,0,780,40.99,0,0,0,0,2024-02-06
2024,LU,67.52,1,1,113,551,45.75,88.34,OTHER,760,HIGH,0,3274,88.22,1,1,1,1,2024-05-27
2025,RO,60.7,0,0,153,367,85.72,55.51,CC0_1_0,757,SUBSTANTIAL,1,3717,75.0,0,0,1,1,2024-08-11
2026,AT,70.16,1,1,157,580,54.73,77.96,EU_PSI_STANDARD,329,LOW,0,738,80.71,0,0,1,0,2024-06-13
2014,CZ,86.37,1,0,111,511,78.02,67.19,CC_BY_4_0,817,HIGH,0,2255,94.8,0,0,0,1,2025-06-19
2015,DE,34.25,1,0,130,497,73.92,60.51,ODC_BY,825,SUBSTANTIAL,1,489,40.02,0,1,0,0,2025-09-22
2016,LV,50.89,1,1,106,434,54.06,74.8,OTHER,574,LOW,0,1254,66.3,1,0,1,1,2024-09-28
2017,PL,76.66,1,1,166,436,50.95,86.32,CC0_1_0,726,HIGH,1,1918,32.63,0,0,1,0,2025-09-10
2018,ES,43.99,0,0,122,510,69.68,63.98,EU_PSI_STANDARD,553,SUBSTANTIAL,0,3296,74.82,0,0,1,0,2024-11-04
2019,HR,71.69,1,1,169,452,73.39,56.31,CC_BY_4_0,832,LOW,0,2971,81.14,1,0,1,1,2024-03-29
2020,FI,66.73,1,1,158,397,75.15,91.5,ODC_BY,661,HIGH,0,2943,25.17,0,0,1,1,2025-12-19
2021,IE,94.51,1,1,128,418,67.98,75.35,OTHER,377,SUBSTANTIAL,1,1645,65.17,0,0,0,1,2025-01-18
2022,MT,52.39,1,1,115,515,54.07,65.21,CC0_1_0,363,LOW,0,3659,20.24,0,0,1,1,2024-02-27
2023,SK,82.0,0,1,135,467,45.97,68.36,EU_PSI_STANDARD,592,HIGH,1,757,69.34,0,1,0,1,2024-03-03
2024,BE,60.55,0,0,155,387,48.05,81.21,CC_BY_4_0,498,SUBSTANTIAL,0,1681,87.51,1,0,1,1,2025-09-08
2025,DK,32.94,0,0,110,447,76.35,61.44,ODC_BY,514,LOW,0,391,46.89,1,0,1,1,2026-02-23
2026,GR,33.43,1,0,164,463,86.01,92.82,OTHER,497,HIGH,1,1966,59.56,0,0,1,1,2024-03-24
2014,LT,63.87,0,1,151,446,58.4,93.57,CC0_1_0,720,SUBSTANTIAL,1,1580,60.33,0,0,0,1,2025-05-02
2015,PT,63.16,0,1,151,448,95.32,72.6,EU_PSI_STANDARD,745,LOW,0,1087,77.62,0,0,0,0,2024-08-05
2016,SE,49.58,1,1,179,486,57.0,50.17,CC_BY_4_0,837,HIGH,1,4256,47.8,0,1,1,0,2024-11-12
2017,CY,28.68,1,1,134,397,50.34,47.09,ODC_BY,783,SUBSTANTIAL,1,2533,82.98,1,0,1,0,2024-11-06
2018,FR,71.56,1,1,164,407,91.39,50.77,OTHER,838,LOW,0,3071,71.62,0,0,0,0,2025-09-20
2019,IT,33.93,1,1,179,577,89.7,60.37,CC0_1_0,837,HIGH,1,1238,69.83,0,0,0,1,2025-12-04
2020,NL,83.09,0,1,184,555,41.2,64.73,EU_PSI_STANDARD,705,SUBSTANTIAL,1,3280,89.73,1,0,1,1,2025-01-11
2021,SI,85.98,0,0,145,365,86.7,63.51,CC_BY_4_0,453,LOW,0,3134,66.23,0,0,1,1,2024-01-25
2022,BG,70.5,0,0,178,397,59.08,88.34,ODC_BY,546,HIGH,1,2985,45.49,1,0,0,1,2025-10-07
2023,EE,73.31,1,1,144,450,61.39,56.74,OTHER,677,SUBSTANTIAL,0,1294,70.74,1,0,1,0,2026-01-06
2024,HU,71.83,1,1,174,460,75.75,41.94,CC0_1_0,540,LOW,0,3336,56.86,0,1,1,1,2025-12-14
2025,LU,60.05,1,1,174,596,43.47,91.16,EU_PSI_STANDARD,571,HIGH,1,2930,29.26,0,0,1,0,2025-11-10
2026,RO,59.33,0,0,184,558,58.7,67.14,CC_BY_4_0,481,SUBSTANTIAL,0,2104,48.63,0,1,0,0,2024-10-15
2014,AT,83.08,0,1,165,494,35.04,70.5,ODC_BY,844,LOW,0,3678,67.77,0,0,1,0,2024-08-04
2015,CZ,44.14,1,1,125,513,88.69,54.61,OTHER,815,HIGH,0,3108,39.53,1,0,1,1,2025-09-01
2016,DE,61.76,1,1,126,547,71.79,78.43,CC0_1_0,537,SUBSTANTIAL,0,831,63.14,0,0,0,1,2025-10-02
2017,LV,29.74,1,1,184,418,84.55,67.28,EU_PSI_STANDARD,435,LOW,0,1962,79.59,0,0,0,1,2024-07-04
2018,PL,35.83,0,1,179,501,79.79,86.53,CC_BY_4_0,759,HIGH,1,3177,80.52,0,0,0,0,2025-05-24
2019,ES,73.69,0,1,176,567,73.17,69.4,ODC_BY,617,SUBSTANTIAL,0,387,82.2,0,0,0,0,2024-09-26
2020,HR,35.87,1,1,132,407,44.98,60.59,OTHER,813,LOW,0,1046,72.6,1,0,0,1,2025-05-28
2021,FI,57.54,0,1,152,524,35.32,46.8,CC0_1_0,696,HIGH,1,4064,54.56,0,0,0,1,2025-05-09
2022,IE,78.87,0,1,196,452,53.47,68.47,EU_PSI_STANDARD,598,SUBSTANTIAL,0,3707,39.21,0,0,0,0,2025-05-12
2023,MT,31.78,1,1,131,616,68.96,83.09,CC_BY_4_0,609,LOW,1,2955,40.88,0,0,1,1,2024-04-26
2024,SK,27.8,0,0,192,420,97.3,84.16,ODC_BY,622,HIGH,1,3977,65.11,1,1,1,0,2024-12-16
2025,BE,72.61,1,1,179,421,97.78,79.41,OTHER,662,SUBSTANTIAL,1,1060,21.25,1,1,0,0,2025-09-14
2026,DK,44.0,1,1,176,454,74.86,70.93,CC0_1_0,549,LOW,0,3877,19.14,0,0,0,1,2025-08-09
2014,GR,50.22,0,1,159,383,40.14,65.19,EU_PSI_STANDARD,531,HIGH,1,3022,48.13,0,0,1,1,2024-04-12
2015,LT,64.32,1,0,189,588,73.27,79.85,CC_BY_4_0,825,SUBSTANTIAL,1,1466,71.82,1,0,1,0,2024-12-08
2016,PT,61.61,0,1,177,413,89.85,89.31,ODC_BY,502,LOW,0,2359,18.27,0,1,1,1,2024-09-18
2017,SE,84.38,0,1,199,494,96.92,56.39,OTHER,493,HIGH,0,4255,25.49,0,0,0,1,2025-09-13
2018,CY,81.44,1,0,152,454,56.1,62.9,CC0_1_0,754,SUBSTANTIAL,1,3916,23.5,0,0,1,1,2025-12-21
2019,FR,73.57,1,1,217,569,56.31,79.75,EU_PSI_STANDARD,659,LOW,0,2343,60.76,0,0,1,0,2025-12-27
2020,IT,51.35,1,1,160,511,75.66,54.36,CC_BY_4_0,544,HIGH,0,3638,63.2,0,1,1,0,2026-01-26
2021,NL,71.67,1,1,190,560,56.02,81.15,ODC_BY,427,SUBSTANTIAL,0,3281,19.8,0,0,1,0,2024-11-22
2022,SI,49.12,0,1,164,506,73.61,67.63,OTHER,455,LOW,0,4039,42.05,0,0,1,1,2025-12-03
2023,BG,35.83,0,1,207,629,83.67,62.91,CC0_1_0,436,HIGH,0,892,33.96,1,0,0,0,2024-11-12
2024,EE,41.41,1,0,165,556,91.69,42.77,EU_PSI_STANDARD,477,SUBSTANTIAL,1,1767,21.96,1,0,1,0,2024-12-04
2025,HU,56.37,1,1,187,546,46.49,63.69,CC_BY_4_0,592,LOW,1,864,78.3,1,1,1,1,2024-05-12
2026,LU,86.4,0,1,154,435,52.8,63.54,ODC_BY,705,HIGH,0,3996,88.46,0,0,0,1,2025-09-01
2014,RO,25.05,0,1,197,553,68.77,60.97,OTHER,673,SUBSTANTIAL,0,1521,48.46,0,1,1,1,2024-09-05
2015,AT,53.97,1,0,211,508,79.19,86.95,CC0_1_0,420,LOW,1,2146,71.91,1,1,0,1,2024-08-26
2016,CZ,29.26,1,0,225,410,92.34,56.63,EU_PSI_STANDARD,551,HIGH,0,1435,91.58,0,1,0,0,2025-09-26
2017,DE,49.6,1,1,219,413,74.32,94.27,CC_BY_4_0,651,SUBSTANTIAL,0,4254,82.88,1,0,1,1,2024-05-14
2018,LV,63.1,0,1,184,482,56.39,60.6,ODC_BY,816,LOW,0,3191,64.16,1,1,1,1,2025-12-10
2019,PL,22.17,1,1,189,461,65.35,75.68,OTHER,641,HIGH,1,3081,65.25,1,0,1,0,2024-08-10
2020,ES,77.05,1,0,196,569,61.22,72.12,CC0_1_0,565,SUBSTANTIAL,1,2599,73.68,0,0,1,0,2025-04-10
2021,HR,76.63,1,1,206,501,77.02,86.72,EU_PSI_STANDARD,420,LOW,1,4359,63.5,0,1,1,1,2026-02-03
2022,FI,33.08,1,1,163,490,97.43,80.27,CC_BY_4_0,457,HIGH,1,1038,53.71,0,1,0,0,2024-08-27
2023,IE,30.88,1,1,208,419,64.02,51.09,ODC_BY,673,SUBSTANTIAL,1,1622,47.31,0,0,1,1,2024-02-21
2024,MT,51.49,1,1,223,601,50.52,86.11,OTHER,714,LOW,0,1665,19.31,0,0,0,1,2024-10-22
2025,SK,30.36,1,1,182,619,52.05,70.07,CC0_1_0,870,HIGH,0,3395,29.3,0,0,0,1,2025-02-03
2026,BE,82.25,0,0,222,528,91.06,59.93,EU_PSI_STANDARD,805,SUBSTANTIAL,1,1389,34.33,1,0,0,1,2024-05-02
2014,DK,31.58,1,1,233,429,67.95,68.25,CC_BY_4_0,499,LOW,0,2436,57.68,0,0,1,1,2026-01-21
2015,GR,44.67,1,0,218,589,46.2,82.86,ODC_BY,592,HIGH,0,1753,83.06,0,0,1,1,2025-01-03
2016,LT,48.32,1,1,186,501,56.07,90.53,OTHER,867,SUBSTANTIAL,1,624,33.97,1,0,1,0,2025-02-04
2017,PT,43.55,1,1,194,414,54.41,74.95,CC0_1_0,560,LOW,1,1868,54.33,0,0,1,1,2024-11-16
2018,SE,53.21,1,1,207,460,53.85,76.98,EU_PSI_STANDARD,730,HIGH,0,1551,94.55,0,0,1,1,2025-07-09
2019,CY,62.33,1,1,211,636,67.0,76.2,CC_BY_4_0,452,SUBSTANTIAL,1,3753,45.73,1,0,1,1,2025-05-17
2020,FR,94.19,1,1,227,571,77.32,40.97,ODC_BY,591,LOW,0,1368,39.79,0,0,0,1,2024-03-29
2021,IT,61.25,1,1,172,497,42.35,40.87,OTHER,716,HIGH,0,1351,74.33,1,0,0,0,2024-01-28
2022,NL,85.14,1,1,234,598,45.33,88.04,CC0_1_0,551,SUBSTANTIAL,0,2446,55.58,1,0,1,1,2025-04-26
2023,SI,24.3,0,0,226,440,89.92,59.05,EU_PSI_STANDARD,857,LOW,0,961,45.81,1,0,0,0,2024-09-23
