civ_trans_reference_year,civ_trans_register_entity_id,civ_trans_entity_type_code,civ_trans_headquarters_country_iso2,civ_trans_policy_area_code,civ_trans_declared_spend_eur,civ_trans_spend_bracket_code,civ_trans_number_of_persons_involved,civ_trans_meetings_commissioners_count,civ_trans_meetings_cabinet_count,civ_trans_meetings_meps_count,civ_trans_legislative_files_targeted_count,civ_trans_clients_count,civ_trans_consultation_participations_count,civ_trans_code_of_conduct_breach_flag,civ_trans_sanction_type_code,civ_trans_sanction_date,civ_trans_data_source,civ_trans_last_update_date,civ_trans_data_extract_date
2023,REG_2023_000140,UNIVERSITY,GR,SECURITY,7010123.94,5M_PLUS,180,5,21,55,82,23,0,0,NONE,,PUBLIC_DISCLOSURE_API,2024-12-13,2024-12-21
2024,REG_2024_000141,LAW_FIRM,MT,AGRICULTURE,2110257.18,1M_4_9M,158,0,2,25,43,248,15,0,NONE,,JOINT_SECRETARIAT,2025-06-03,2024-12-02
2025,REG_2025_000142,NGO,ES,TRANSPORT,5030615.26,5M_PLUS,159,14,13,17,9,13,20,0,NONE,,EU_TRANSPARENCY_REGISTER,2025-01-18,2024-12-01
2026,REG_2026_000143,PUBLIC_BODY,UA,ENERGY,5087146.16,5M_PLUS,179,17,32,8,39,0,49,0,NONE,,PUBLIC_DISCLOSURE_API,2026-02-05,2024-03-31
2014,REG_2014_000144,TRADE_ASSOCIATION,BG,DIGITAL,8838241.15,5M_PLUS,202,10,34,39,62,36,40,0,NONE,,JOINT_SECRETARIAT,2014-04-12,2024-01-06
2015,REG_2015_000145,COMPANY,FR,DATA_GOV,2857384.03,1M_4_9M,191,21,30,8,19,12,8,0,NONE,,EU_TRANSPARENCY_REGISTER,2015-05-02,2025-03-17
2016,REG_2016_000146,THINK_TANK,LT,CONSUMER,1449705.12,1M_4_9M,202,25,10,23,61,9,49,0,NONE,,PUBLIC_DISCLOSURE_API,2017-04-22,2025-06-09
2017,REG_2017_000147,CONSULTANCY,SK,MIGRATION,2173379.85,1M_4_9M,165,0,30,17,29,30,30,0,NONE,,JOINT_SECRETARIAT,2018-08-10,2025-08-02
2018,REG_2018_000148,UNIVERSITY,NO,FINANCE,764484.67,500000_999999,222,12,8,28,79,26,4,0,NONE,,EU_TRANSPARENCY_REGISTER,2018-11-02,2025-01-05
2019,REG_2019_000149,LAW_FIRM,AT,HEALTH,635886.63,500000_999999,223,6,22,70,8,209,45,0,NONE,,PUBLIC_DISCLOSURE_API,2020-03-12,2025-03-03
2020,REG_2020_000150,NGO,EE,CLIMATE,3883925.76,1M_4_9M,160,8,24,31,79,4,45,0,NONE,,JOINT_SECRETARIAT,2021-11-23,2025-03-29
2021,REG_2021_000151,PUBLIC_BODY,IT,SPACE,8451045.68,5M_PLUS,172,17,35,25,75,39,46,0,NONE,,EU_TRANSPARENCY_REGISTER,2022-10-24,2025-01-04
2022,REG_2022_000152,TRADE_ASSOCIATION,PT,COMPETITION,5116439.88,5M_PLUS,185,25,27,57,56,24,49,0,NONE,,PUBLIC_DISCLOSURE_API,2023-05-22,2025-08-31
2023,REG_2023_000153,COMPANY,GB,SECURITY,588587.15,500000_999999,231,22,33,2,38,22,45,1,NONE,,JOINT_SECRETARIAT,2023-04-21,2024-03-23
2024,REG_2024_000154,THINK_TANK,JP,AGRICULTURE,5426463.57,5M_PLUS,160,22,19,16,60,32,38,0,NONE,,EU_TRANSPARENCY_REGISTER,2024-10-12,2024-10-26
2025,REG_2025_000155,CONSULTANCY,CZ,TRANSPORT,3754187.14,1M_4_9M,210,20,13,28,68,226,6,0,NONE,,PUBLIC_DISCLOSURE_API,2026-01-24,2025-05-07
2026,REG_2026_000156,UNIVERSITY,HU,ENERGY,2364093.07,1M_4_9M,209,21,7,5,65,11,41,0,NONE,,JOINT_SECRETARIAT,2026-08-15,2025-01-28
2014,REG_2014_000157,LAW_FIRM,NL,DIGITAL,297290.41,100000_499999,237,16,2,60,16,62,24,0,NONE,,EU_TRANSPARENCY_REGISTER,2015-07-20,2024-06-23
2015,REG_2015_000158,NGO,SE,DATA_GOV,3686533.26,1M_4_9M,230,20,39,21,51,12,20,0,NONE,,PUBLIC_DISCLOSURE_API,2016-03-08,2024-06-06
2016,REG_2016_000159,PUBLIC_BODY,TR,CONSUMER,5125294.54,5M_PLUS,211,5,8,36,77,18,13,0,NONE,,JOINT_SECRETARIAT,2017-02-25,2025-07-04
2017,REG_2017_000160,TRADE_ASSOCIATION,HR,MIGRATION,6441413.96,5M_PLUS,228,3,8,13,49,12,41,0,NONE,,EU_TRANSPARENCY_REGISTER,2018-03-21,2024-10-15
2018,REG_2018_000161,COMPANY,DE,FINANCE,3925847.56,1M_4_9M,202,8,27,16,41,20,41,0,NONE,,PUBLIC_DISCLOSURE_API,2018-03-09,2025-11-12
2019,REG_2019_000162,THINK_TANK,LU,HEALTH,9908062.9,5M_PLUS,166,11,6,53,32,5,46,0,NONE,,JOINT_SECRETARIAT,2019-10-05,2024-10-26
2020,REG_2020_000163,CONSULTANCY,SI,CLIMATE,3453856.75,1M_4_9M,167,11,8,9,66,250,14,1,WARNING,2021-08-07,EU_TRANSPARENCY_REGISTER,2021-01-08,2024-06-14
2021,REG_2021_000164,UNIVERSITY,IS,SPACE,3733218.79,1M_4_9M,175,5,35,49,65,8,9,0,NONE,,PUBLIC_DISCLOSURE_API,2022-08-03,2025-06-02
2022,REG_2022_000165,LAW_FIRM,BE,COMPETITION,2264507.62,1M_4_9M,170,10,15,33,73,74,48,0,NONE,,JOINT_SECRETARIAT,2022-08-24,2025-01-26
2023,REG_2023_000166,NGO,FI,SECURITY,7234399.54,5M_PLUS,168,9,27,36,79,38,16,0,NONE,,EU_TRANSPARENCY_REGISTER,2023-11-02,2025-09-16
2024,REG_2024_000167,PUBLIC_BODY,LV,AGRICULTURE,3036474.05,1M_4_9M,171,12,23,40,68,17,52,0,NONE,,PUBLIC_DISCLOSURE_API,2024-04-01,2024-09-16
2025,REG_2025_000168,TRADE_ASSOCIATION,RO,TRANSPORT,7178738.8,5M_PLUS,239,15,32,40,34,23,24,0,NONE,,JOINT_SECRETARIAT,2026-02-06,2026-01-03
2026,REG_2026_000169,COMPANY,CH,ENERGY,6162596.29,5M_PLUS,172,12,21,34,33,25,48,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-10-03,2025-12-26
2014,REG_2014_000170,THINK_TANK,KR,DIGITAL,6864690.0,5M_PLUS,228,19,23,12,52,16,50,0,NONE,,PUBLIC_DISCLOSURE_API,2014-08-20,2024-12-08
2015,REG_2015_000171,CONSULTANCY,DK,DATA_GOV,4428571.83,1M_4_9M,179,1,31,4,47,27,44,0,NONE,,JOINT_SECRETARIAT,2016-04-01,2024-06-04
2016,REG_2016_000172,UNIVERSITY,IE,CONSUMER,3362117.46,1M_4_9M,177,20,15,16,6,36,47,0,NONE,,EU_TRANSPARENCY_REGISTER,2017-07-13,2025-06-24
2017,REG_2017_000173,LAW_FIRM,PL,MIGRATION,4000034.02,1M_4_9M,244,8,25,25,78,142,30,1,NONE,,PUBLIC_DISCLOSURE_API,2017-01-28,2024-12-26
2018,REG_2018_000174,NGO,US,FINANCE,2705770.85,1M_4_9M,254,2,24,28,44,35,30,0,NONE,,JOINT_SECRETARIAT,2018-04-18,2024-03-17
2019,REG_2019_000175,PUBLIC_BODY,CA,HEALTH,4168682.39,1M_4_9M,245,15,35,53,45,6,34,0,NONE,,EU_TRANSPARENCY_REGISTER,2020-07-29,2024-08-22
2020,REG_2020_000176,TRADE_ASSOCIATION,CY,CLIMATE,7133823.04,5M_PLUS,202,19,5,25,16,9,6,0,NONE,,PUBLIC_DISCLOSURE_API,2021-09-20,2024-04-02
2021,REG_2021_000177,COMPANY,GR,SPACE,3738495.61,1M_4_9M,239,19,17,28,57,37,8,0,NONE,,JOINT_SECRETARIAT,2021-05-15,2025-07-25
2022,REG_2022_000178,THINK_TANK,MT,COMPETITION,2453766.82,1M_4_9M,187,20,24,13,70,10,46,0,NONE,,EU_TRANSPARENCY_REGISTER,2023-05-21,2025-04-03
2023,REG_2023_000179,CONSULTANCY,ES,SECURITY,3060808.71,1M_4_9M,222,16,35,13,74,143,58,0,NONE,,PUBLIC_DISCLOSURE_API,2023-11-02,2025-03-16
2024,REG_2024_000180,UNIVERSITY,UA,AGRICULTURE,2405186.32,1M_4_9M,224,15,17,55,88,26,13,0,NONE,,JOINT_SECRETARIAT,2024-09-06,2025-06-17
2025,REG_2025_000181,LAW_FIRM,BG,TRANSPORT,2254117.66,1M_4_9M,240,3,34,14,65,21,2,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-09-22,2025-08-15
2026,REG_2026_000182,NGO,FR,ENERGY,5871860.62,5M_PLUS,197,9,7,10,77,36,3,0,NONE,,PUBLIC_DISCLOSURE_API,2026-06-28,2025-01-14
2014,REG_2014_000183,PUBLIC_BODY,LT,DIGITAL,8241534.12,5M_PLUS,206,21,2,30,52,37,9,1,WARNING,2015-09-26,JOINT_SECRETARIAT,2014-05-08,2024-03-25
2015,REG_2015_000184,TRADE_ASSOCIATION,SK,DATA_GOV,10929465.23,5M_PLUS,217,14,25,20,57,37,50,0,NONE,,EU_TRANSPARENCY_REGISTER,2015-04-20,2024-03-27
2016,REG_2016_000185,COMPANY,NO,CONSUMER,1127598.49,1M_4_9M,210,2,29,11,67,18,47,0,NONE,,PUBLIC_DISCLOSURE_API,2016-12-25,2025-02-01
2017,REG_2017_000186,THINK_TANK,AT,MIGRATION,1313758.71,1M_4_9M,215,10,14,38,68,36,10,0,NONE,,JOINT_SECRETARIAT,2018-12-04,2025-08-19
2018,REG_2018_000187,CONSULTANCY,EE,FINANCE,6981785.38,5M_PLUS,267,9,1,7,57,81,12,0,NONE,,EU_TRANSPARENCY_REGISTER,2019-08-02,2024-05-03
2019,REG_2019_000188,UNIVERSITY,IT,HEALTH,5521318.21,5M_PLUS,234,2,17,13,55,10,16,0,NONE,,PUBLIC_DISCLOSURE_API,2019-04-04,2025-10-18
2020,REG_2020_000189,LAW_FIRM,PT,CLIMATE,7337995.54,5M_PLUS,200,21,34,49,17,23,55,0,NONE,,JOINT_SECRETARIAT,2021-01-24,2026-01-24
2021,REG_2021_000190,NGO,GB,SPACE,5427419.93,5M_PLUS,238,14,19,51,77,20,29,0,NONE,,EU_TRANSPARENCY_REGISTER,2021-09-27,2024-12-03
2022,REG_2022_000191,PUBLIC_BODY,JP,COMPETITION,7951888.96,5M_PLUS,262,0,29,2,78,13,53,0,NONE,,PUBLIC_DISCLOSURE_API,2022-10-27,2025-12-07
2023,REG_2023_000192,TRADE_ASSOCIATION,CZ,SECURITY,3044534.41,1M_4_9M,198,25,12,2,15,26,52,0,NONE,,JOINT_SECRETARIAT,2023-09-05,2025-03-04
2024,REG_2024_000193,COMPANY,HU,AGRICULTURE,931978.21,500000_999999,228,14,29,53,20,39,35,0,NONE,,EU_TRANSPARENCY_REGISTER,2025-01-30,2024-09-03
2025,REG_2025_000194,THINK_TANK,NL,TRANSPORT,2606314.57,1M_4_9M,269,6,28,48,14,6,31,0,NONE,,PUBLIC_DISCLOSURE_API,2026-01-28,2025-04-27
2026,REG_2026_000195,CONSULTANCY,SE,ENERGY,4030872.31,1M_4_9M,238,20,32,47,53,33,32,0,NONE,,JOINT_SECRETARIAT,2026-05-01,2024-09-22
2014,REG_2014_000196,UNIVERSITY,TR,DIGITAL,5174127.79,5M_PLUS,263,16,41,34,14,27,36,0,NONE,,EU_TRANSPARENCY_REGISTER,2014-10-25,2024-09-27
2015,REG_2015_000197,LAW_FIRM,HR,DATA_GOV,1117878.58,1M_4_9M,275,4,9,65,2,23,11,1,REMOVAL,2015-10-21,PUBLIC_DISCLOSURE_API,2016-02-04,2025-10-23
2016,REG_2016_000198,NGO,DE,CONSUMER,9965723.28,5M_PLUS,257,13,17,11,42,13,29,0,NONE,,JOINT_SECRETARIAT,2017-05-03,2024-04-30
2017,REG_2017_000199,PUBLIC_BODY,LU,MIGRATION,8209794.94,5M_PLUS,206,24,26,46,38,21,24,0,NONE,,EU_TRANSPARENCY_REGISTER,2017-04-06,2024-09-05
2018,REG_2018_000200,TRADE_ASSOCIATION,SI,FINANCE,8252142.22,5M_PLUS,253,9,28,30,53,28,7,0,NONE,,PUBLIC_DISCLOSURE_API,2018-08-25,2024-10-04
2019,REG_2019_000201,COMPANY,IS,HEALTH,4249490.64,1M_4_9M,281,8,15,50,3,2,49,0,NONE,,JOINT_SECRETARIAT,2019-06-07,2024-03-28
2020,REG_2020_000202,THINK_TANK,BE,CLIMATE,5889193.43,5M_PLUS,268,7,35,23,42,31,27,0,NONE,,EU_TRANSPARENCY_REGISTER,2021-04-30,2024-03-14
2021,REG_2021_000203,CONSULTANCY,FI,SPACE,8384497.84,5M_PLUS,221,20,17,56,52,31,20,0,NONE,,PUBLIC_DISCLOSURE_API,2021-05-29,2024-10-03
2022,REG_2022_000204,UNIVERSITY,LV,COMPETITION,6367507.08,5M_PLUS,266,15,31,29,13,2,46,0,NONE,,JOINT_SECRETARIAT,2022-06-02,2025-03-04
2023,REG_2023_000205,LAW_FIRM,RO,SECURITY,11366786.44,5M_PLUS,241,15,33,17,3,216,11,0,NONE,,EU_TRANSPARENCY_REGISTER,2024-10-31,2025-04-26
2024,REG_2024_000206,NGO,CH,AGRICULTURE,3985075.78,1M_4_9M,237,17,31,55,22,11,40,0,NONE,,PUBLIC_DISCLOSURE_API,2025-03-22,2024-04-30
2025,REG_2025_000207,PUBLIC_BODY,KR,TRANSPORT,6012806.67,5M_PLUS,237,0,12,59,53,14,21,0,NONE,,JOINT_SECRETARIAT,2025-12-08,2025-11-24
2026,REG_2026_000208,TRADE_ASSOCIATION,DK,ENERGY,3563188.03,1M_4_9M,234,6,1,49,35,8,14,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-09-21,2024-07-27
2014,REG_2014_000209,COMPANY,IE,DIGITAL,8323907.96,5M_PLUS,222,24,25,12,51,26,47,0,NONE,,PUBLIC_DISCLOSURE_API,2014-10-18,2025-04-22
2015,REG_2015_000210,THINK_TANK,PL,DATA_GOV,9147738.46,5M_PLUS,253,6,22,42,16,17,45,0,NONE,,JOINT_SECRETARIAT,2016-12-02,2025-08-19
2016,REG_2016_000211,CONSULTANCY,US,CONSUMER,5287493.42,5M_PLUS,220,19,5,20,42,159,11,0,NONE,,EU_TRANSPARENCY_REGISTER,2017-01-21,2026-02-09
2017,REG_2017_000212,UNIVERSITY,CA,MIGRATION,8489033.75,5M_PLUS,242,16,19,50,36,4,41,0,NONE,,PUBLIC_DISCLOSURE_API,2017-08-13,2024-11-16
2018,REG_2018_000213,LAW_FIRM,CY,FINANCE,3996111.88,1M_4_9M,239,4,13,43,45,201,3,0,NONE,,JOINT_SECRETARIAT,2018-07-13,2024-05-12
2019,REG_2019_000214,NGO,GR,HEALTH,6591110.28,5M_PLUS,216,16,6,44,81,2,11,0,NONE,,EU_TRANSPARENCY_REGISTER,2020-07-20,2025-02-03
2020,REG_2020_000215,PUBLIC_BODY,MT,CLIMATE,6148633.71,5M_PLUS,286,11,16,34,8,34,16,1,SUSPENSION,2020-10-14,PUBLIC_DISCLOSURE_API,2020-11-04,2025-01-06
2021,REG_2021_000216,TRADE_ASSOCIATION,ES,SPACE,1325286.86,1M_4_9M,231,21,21,65,34,17,34,0,NONE,,JOINT_SECRETARIAT,2022-06-10,2024-05-27
2022,REG_2022_000217,COMPANY,UA,COMPETITION,2373109.03,1M_4_9M,252,8,5,25,75,32,32,0,NONE,,EU_TRANSPARENCY_REGISTER,2023-06-02,2025-10-15
2023,REG_2023_000218,THINK_TANK,BG,SECURITY,371432.89,100000_499999,257,5,10,55,79,25,27,0,NONE,,PUBLIC_DISCLOSURE_API,2023-12-03,2024-02-09
2024,REG_2024_000219,CONSULTANCY,FR,AGRICULTURE,6783576.14,5M_PLUS,221,9,7,21,24,124,27,0,NONE,,JOINT_SECRETARIAT,2024-07-02,2025-11-22
2025,REG_2025_000220,UNIVERSITY,LT,TRANSPORT,4348558.13,1M_4_9M,228,2,28,29,2,19,43,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-07-15,2024-03-16
2026,REG_2026_000221,LAW_FIRM,SK,ENERGY,9087147.56,5M_PLUS,282,15,21,31,60,118,46,0,NONE,,PUBLIC_DISCLOSURE_API,2026-11-25,2025-08-10
2014,REG_2014_000222,NGO,NO,DIGITAL,1464938.73,1M_4_9M,266,2,34,44,22,8,35,0,NONE,,JOINT_SECRETARIAT,2015-09-24,2025-05-29
2015,REG_2015_000223,PUBLIC_BODY,AT,DATA_GOV,6062414.45,5M_PLUS,277,22,8,3,41,4,50,0,NONE,,EU_TRANSPARENCY_REGISTER,2015-02-03,2025-10-14
2016,REG_2016_000224,TRADE_ASSOCIATION,EE,CONSUMER,6826393.23,5M_PLUS,262,9,6,17,27,38,19,0,NONE,,PUBLIC_DISCLOSURE_API,2016-12-12,2025-08-02
2017,REG_2017_000225,COMPANY,IT,MIGRATION,3474711.1,1M_4_9M,283,14,30,10,5,7,42,0,NONE,,JOINT_SECRETARIAT,2017-10-22,2025-03-07
2018,REG_2018_000226,THINK_TANK,PT,FINANCE,1486944.27,1M_4_9M,274,18,11,45,35,34,6,0,NONE,,EU_TRANSPARENCY_REGISTER,2019-03-07,2026-01-19
2019,REG_2019_000227,CONSULTANCY,GB,HEALTH,4603110.92,1M_4_9M,234,17,23,21,52,72,2,0,NONE,,PUBLIC_DISCLOSURE_API,2020-05-25,2025-04-09
2020,REG_2020_000228,UNIVERSITY,JP,CLIMATE,1870727.63,1M_4_9M,287,18,10,32,21,38,43,0,NONE,,JOINT_SECRETARIAT,2021-08-21,2025-12-09
2021,REG_2021_000229,LAW_FIRM,CZ,SPACE,8654787.84,5M_PLUS,307,6,7,10,48,22,34,0,NONE,,EU_TRANSPARENCY_REGISTER,2021-12-02,2025-04-08
2022,REG_2022_000230,NGO,HU,COMPETITION,8273469.02,5M_PLUS,230,15,14,35,84,23,26,0,NONE,,PUBLIC_DISCLOSURE_API,2023-11-10,2024-08-15
2023,REG_2023_000231,PUBLIC_BODY,NL,SECURITY,4463028.0,1M_4_9M,305,8,41,35,67,25,39,0,NONE,,JOINT_SECRETARIAT,2023-11-14,2025-10-04
2024,REG_2024_000232,TRADE_ASSOCIATION,SE,AGRICULTURE,8859314.82,5M_PLUS,257,9,27,40,35,29,0,0,NONE,,EU_TRANSPARENCY_REGISTER,2025-03-01,2025-09-27
2025,REG_2025_000233,COMPANY,TR,TRANSPORT,3388330.87,1M_4_9M,291,20,21,49,16,20,45,1,WARNING,2025-03-24,PUBLIC_DISCLOSURE_API,2025-03-04,2025-06-21
2026,REG_2026_000234,THINK_TANK,HR,ENERGY,4487698.5,1M_4_9M,280,8,8,6,27,37,42,1,FINE,2026-07-19,JOINT_SECRETARIAT,2026-12-16,2024-10-07
2014,REG_2014_000235,CONSULTANCY,DE,DIGITAL,1701741.07,1M_4_9M,282,12,31,62,84,125,38,0,NONE,,EU_TRANSPARENCY_REGISTER,2015-03-10,2025-07-14
2015,REG_2015_000236,UNIVERSITY,LU,DATA_GOV,5361155.15,5M_PLUS,274,5,18,36,51,11,25,0,NONE,,PUBLIC_DISCLOSURE_API,2015-01-27,2025-06-15
2016,REG_2016_000237,LAW_FIRM,SI,CONSUMER,3332882.64,1M_4_9M,280,15,11,37,49,23,43,0,NONE,,JOINT_SECRETARIAT,2017-04-11,2024-03-17
2017,REG_2017_000238,NGO,IS,MIGRATION,6466735.15,5M_PLUS,315,10,10,20,42,10,38,0,NONE,,EU_TRANSPARENCY_REGISTER,2017-04-30,2024-05-18
2018,REG_2018_000239,PUBLIC_BODY,BE,FINANCE,4038467.85,1M_4_9M,250,13,15,56,77,30,27,0,NONE,,PUBLIC_DISCLOSURE_API,2019-07-07,2025-07-13
2019,REG_2019_000240,TRADE_ASSOCIATION,FI,HEALTH,7515834.35,5M_PLUS,317,3,5,25,80,7,43,0,NONE,,JOINT_SECRETARIAT,2020-08-03,2024-11-30
2020,REG_2020_000241,COMPANY,LV,CLIMATE,8027459.07,5M_PLUS,315,19,34,6,15,20,3,0,NONE,,EU_TRANSPARENCY_REGISTER,2020-04-14,2025-02-13
2021,REG_2021_000242,THINK_TANK,RO,SPACE,1279826.57,1M_4_9M,247,2,2,21,4,26,20,0,NONE,,PUBLIC_DISCLOSURE_API,2021-09-23,2024-02-27
2022,REG_2022_000243,CONSULTANCY,CH,COMPETITION,6821482.52,5M_PLUS,254,20,22,59,24,80,53,0,NONE,,JOINT_SECRETARIAT,2022-10-04,2024-12-22
2023,REG_2023_000244,UNIVERSITY,KR,SECURITY,2135551.73,1M_4_9M,303,12,33,41,47,7,3,0,NONE,,EU_TRANSPARENCY_REGISTER,2023-07-21,2024-07-09
2024,REG_2024_000245,LAW_FIRM,DK,AGRICULTURE,1765827.05,1M_4_9M,298,6,32,20,21,54,51,0,NONE,,PUBLIC_DISCLOSURE_API,2025-09-15,2026-01-13
2025,REG_2025_000246,NGO,IE,TRANSPORT,2958262.39,1M_4_9M,288,24,21,56,38,32,38,0,NONE,,JOINT_SECRETARIAT,2025-07-12,2025-01-13
2026,REG_2026_000247,PUBLIC_BODY,PL,ENERGY,7545427.76,5M_PLUS,323,6,32,13,37,19,51,0,NONE,,EU_TRANSPARENCY_REGISTER,2026-03-14,2024-12-14
2014,REG_2014_000248,TRADE_ASSOCIATION,US,DIGITAL,847253.96,500000_999999,292,13,13,24,10,4,0,0,NONE,,PUBLIC_DISCLOSURE_API,2014-07-25,2025-07-02
2015,REG_2015_000249,COMPANY,CA,DATA_GOV,10788922.96,5M_PLUS,274,19,34,55,25,13,2,0,NONE,,JOINT_SECRETARIAT,2015-05-16,2024-03-24
2016,REG_2016_000250,THINK_TANK,CY,CONSUMER,3337044.42,1M_4_9M,322,14,15,44,65,6,4,0,NONE,,EU_TRANSPARENCY_REGISTER,2017-03-11,2024-04-14
2017,REG_2017_000251,CONSULTANCY,GR,MIGRATION,3120449.04,1M_4_9M,313,12,20,3,13,38,20,0,NONE,,PUBLIC_DISCLOSURE_API,2017-07-19,2025-12-14
2018,REG_2018_000252,UNIVERSITY,MT,FINANCE,1591905.69,1M_4_9M,270,19,10,59,39,19,34,0,NONE,,JOINT_SECRETARIAT,2019-04-15,2024-12-10
2019,REG_2019_000253,LAW_FIRM,ES,HEALTH,4733115.65,1M_4_9M,322,8,18,68,4,70,42,0,NONE,,EU_TRANSPARENCY_REGISTER,2019-08-04,2025-09-06
2020,REG_2020_000254,NGO,UA,CLIMATE,4388505.71,1M_4_9M,275,9,12,41,12,2,28,0,NONE,,PUBLIC_DISCLOSURE_API,2021-08-24,2024-03-09
2021,REG_2021_000255,PUBLIC_BODY,BG,SPACE,5225490.77,5M_PLUS,333,7,17,68,93,23,34,0,NONE,,JOINT_SECRETARIAT,2022-12-12,2024-10-14
2022,REG_2022_000256,TRADE_ASSOCIATION,FR,COMPETITION,1957482.2,1M_4_9M,327,9,11,53,54,39,54,0,NONE,,EU_TRANSPARENCY_REGISTER,2023-12-09,2024-01-28
2023,REG_2023_000257,COMPANY,LT,SECURITY,1524743.61,1M_4_9M,314,8,23,3,74,12,25,1,NONE,,PUBLIC_DISCLOSURE_API,2023-08-02,2025-05-31
2024,REG_2024_000258,THINK_TANK,SK,AGRICULTURE,6428440.77,5M_PLUS,326,17,0,51,11,30,23,0,NONE,,JOINT_SECRETARIAT,2025-04-07,2026-02-25
2025,REG_2025_000259,CONSULTANCY,NO,TRANSPORT,4341667.42,1M_4_9M,284,6,1,8,25,167,41,1,FINE,2026-10-09,EU_TRANSPARENCY_REGISTER,2026-09-18,2024-11-27
2026,REG_2026_000260,UNIVERSITY,AT,ENERGY,1673088.8,1M_4_9M,262,16,33,50,42,31,27,0,NONE,,PUBLIC_DISCLOSURE_API,2026-01-25,2024-05-13
2014,REG_2014_000261,LAW_FIRM,EE,DIGITAL,10636970.6,5M_PLUS,277,7,14,31,7,158,15,0,NONE,,JOINT_SECRETARIAT,2015-01-24,2024-11-08
2015,REG_2015_000262,NGO,IT,DATA_GOV,75791.52,50000_99999,280,16,13,13,23,24,26,0,NONE,,EU_TRANSPARENCY_REGISTER,2015-01-13,2024-01-30
2016,REG_2016_000263,PUBLIC_BODY,PT,CONSUMER,5243554.41,5M_PLUS,297,8,37,13,29,15,37,0,NONE,,PUBLIC_DISCLOSURE_API,2016-07-05,2025-02-16
2017,REG_2017_000264,TRADE_ASSOCIATION,GB,MIGRATION,7111743.66,5M_PLUS,293,20,1,42,49,2,14,0,NONE,,JOINT_SECRETARIAT,2017-07-15,2025-10-15
2018,REG_2018_000265,COMPANY,JP,FINANCE,5094238.08,5M_PLUS,269,10,7,25,69,4,41,0,NONE,,EU_TRANSPARENCY_REGISTER,2018-06-05,2025-01-08
2019,REG_2019_000266,THINK_TANK,CZ,HEALTH,1392219.15,1M_4_9M,316,12,31,19,55,14,12,0,NONE,,PUBLIC_DISCLOSURE_API,2020-10-17,2026-02-20
2020,REG_2020_000267,CONSULTANCY,HU,CLIMATE,4322215.78,1M_4_9M,342,4,28,26,39,2,0,0,NONE,,JOINT_SECRETARIAT,2020-04-08,2025-06-11
2021,REG_2021_000268,UNIVERSITY,NL,SPACE,1637355.77,1M_4_9M,293,10,34,37,53,38,13,0,NONE,,EU_TRANSPARENCY_REGISTER,2021-02-16,2025-11-25
2022,REG_2022_000269,LAW_FIRM,SE,COMPETITION,2606495.47,1M_4_9M,286,1,33,38,43,64,42,0,NONE,,PUBLIC_DISCLOSURE_API,2022-07-16,2024-05-19
2023,REG_2023_000270,NGO,TR,SECURITY,3009375.35,1M_4_9M,275,20,9,3,68,38,54,0,NONE,,JOINT_SECRETARIAT,2024-04-01,2024-04-03
2024,REG_2024_000271,PUBLIC_BODY,HR,AGRICULTURE,4339495.44,1M_4_9M,291,0,33,43,39,17,32,0,NONE,,EU_TRANSPARENCY_REGISTER,2025-10-15,2024-02-05
2025,REG_2025_000272,TRADE_ASSOCIATION,DE,TRANSPORT,2710363.49,1M_4_9M,325,6,21,13,56,38,24,0,NONE,,PUBLIC_DISCLOSURE_API,2025-03-01,2024-09-29
2026,REG_2026_000273,COMPANY,LU,ENERGY,10249297.45,5M_PLUS,330,19,21,22,72,14,53,0,NONE,,JOINT_SECRETARIAT,2026-09-15,2026-02-02
2014,REG_2014_000274,THINK_TANK,SI,DIGITAL,1387355.57,1M_4_9M,312,0,23,51,30,31,10,0,NONE,,EU_TRANSPARENCY_REGISTER,2015-05-29,2025-01-01
2015,REG_2015_000275,CONSULTANCY,IS,DATA_GOV,3372504.0,1M_4_9M,276,8,19,47,30,140,7,0,NONE,,PUBLIC_DISCLOSURE_API,2016-03-07,2025-06-25
2016,REG_2016_000276,UNIVERSITY,BE,CONSUMER,764312.67,500000_999999,279,7,10,18,70,6,51,0,NONE,,JOINT_SECRETARIAT,2017-12-03,2025-06-23
2017,REG_2017_000277,LAW_FIRM,FI,MIGRATION,4844.59,0_9999,317,18,33,24,5,207,50,1,REMOVAL,2017-08-05,EU_TRANSPARENCY_REGISTER,2018-08-28,2024-07-21
2018,REG_2018_000278,NGO,LV,FINANCE,9561787.21,5M_PLUS,290,13,24,37,14,28,10,0,NONE,,PUBLIC_DISCLOSURE_API,2019-07-30,2024-10-06
2019,REG_2019_000279,PUBLIC_BODY,RO,HEALTH,5998349.65,5M_PLUS,337,12,30,16,6,7,55,0,NONE,,JOINT_SECRETARIAT,2020-03-06,2024-03-14
2020,REG_2020_000280,TRADE_ASSOCIATION,CH,CLIMATE,933913.36,500000_999999,316,14,35,19,23,40,36,0,NONE,,EU_TRANSPARENCY_REGISTER,2020-01-06,2026-01-31
