env_adapt_reference_year,env_adapt_country_iso2,env_adapt_region_nuts_code,env_adapt_hazard_type_code,env_adapt_hazard_frequency_index,env_adapt_hazard_severity_index,env_adapt_population_exposed_count,env_adapt_assets_exposed_eur,env_adapt_vulnerability_index,env_adapt_adaptive_capacity_index,env_adapt_expected_annual_loss_eur,env_adapt_insurance_penetration_pct,env_adapt_national_adaptation_plan_flag,env_adapt_local_adaptation_plan_count,env_adapt_nature_based_solutions_area_ha,env_adapt_climate_services_usage_flag,env_adapt_disaster_risk_reduction_investment_eur,env_adapt_solidarity_fund_activation_flag,env_adapt_data_source,env_adapt_data_extract_date
2005,FR,SI63,FLOOD_COASTAL,0.7026,0.5267,93308,40776427326.91,0.2289,0.3773,120161115.47,84.59,0,60,39830.12,1,1142394215.13,0,NATIONAL_RISK_ASSESSMENT,2024-11-24
2006,IT,LV77,FLOOD_RIVER,0.467,0.7806,118633,14364295773.81,0.3592,0.7533,29736551.8,63.77,1,136,2496.12,1,1129593945.3,0,REGIONAL_RESILIENCE_REPORT,2026-02-08
2007,NL,AT90,HEATWAVE,0.42,0.2422,63750,47382460717.07,0.6592,0.6259,96788899.89,16.69,1,150,76657.44,0,2828666660.14,0,EEA_CLIMATE_ADAPTATION_DB,2024-06-01
2008,SI,HR98,COLD_SPELL,0.2648,0.7557,137259,23348301521.25,0.333,0.1673,75385545.75,50.72,1,108,2928.96,0,3653415713.4,0,COPERNICUS_C3S_INDICATORS,2025-05-11
2009,BG,SK367,LANDSLIDE,0.9489,0.3293,64462,36449367137.68,0.7958,0.8051,218551191.42,12.57,1,201,68890.42,1,1560046846.71,0,NATIONAL_RISK_ASSESSMENT,2025-07-20
2010,EE,LV6,STORM_WIND,0.7317,0.2139,83667,42543791631.79,0.1803,0.5942,19677812.55,62.24,1,170,36712.45,1,2314311621.13,0,REGIONAL_RESILIENCE_REPORT,2025-11-01
2011,HU,GR30,WILDFIRE,0.68,0.2718,93653,12029537678.63,0.9335,0.8073,38497091.55,74.16,1,180,10376.97,0,2069983031.63,0,EEA_CLIMATE_ADAPTATION_DB,2025-08-01
2012,LU,IE385,DROUGHT,0.6389,0.4543,101757,37674173196.77,0.8511,0.7808,486468170.39,16.03,1,125,54832.91,1,612274283.12,0,COPERNICUS_C3S_INDICATORS,2025-08-13
2013,RO,DE33,FLOOD_COASTAL,0.2341,0.2704,98308,5147787506.25,0.3391,0.7682,6234520.39,32.31,0,96,78796.67,1,478404943.19,1,NATIONAL_RISK_ASSESSMENT,2025-06-25
2014,AT,HU460,FLOOD_RIVER,0.7848,0.8189,86846,37322149975.25,0.264,0.2128,212148511.03,18.03,1,172,79854.01,0,1019858987.46,0,REGIONAL_RESILIENCE_REPORT,2024-03-18
2015,CZ,IT659,HEATWAVE,0.7315,0.3211,120747,11801309304.22,0.1459,0.7482,9944814.8,46.71,1,59,33563.79,1,2266230483.5,0,EEA_CLIMATE_ADAPTATION_DB,2025-05-03
2016,DE,IE476,COLD_SPELL,0.9398,0.2532,90723,26116563490.41,0.5857,0.8632,133365318.84,20.81,1,42,1749.17,1,2325691530.28,0,COPERNICUS_C3S_INDICATORS,2025-09-19
2017,LV,FR78,LANDSLIDE,0.1501,0.4964,99041,38613398569.89,0.6877,0.9126,110389634.52,69.13,1,42,36398.77,0,406425866.66,0,NATIONAL_RISK_ASSESSMENT,2026-02-07
2018,PL,PT14,STORM_WIND,0.2787,0.1296,81348,7129568685.59,0.6988,0.5223,3589057.78,67.64,1,165,69767.98,1,3204453275.32,1,REGIONAL_RESILIENCE_REPORT,2024-02-24
2019,ES,LV5,WILDFIRE,0.1745,0.2575,131419,44568764566.73,0.3533,0.2373,56005461.65,36.26,1,209,67444.82,1,1147996375.71,0,EEA_CLIMATE_ADAPTATION_DB,2024-03-05
2020,HR,SK8,DROUGHT,0.8645,0.6463,107678,50417032139.81,0.8733,0.2803,763189629.63,32.88,1,118,60643.12,1,1066326458.35,0,COPERNICUS_C3S_INDICATORS,2025-12-14
2021,FI,ES63,FLOOD_COASTAL,0.5766,0.1709,110698,70109073626.08,0.7218,0.5705,354145137.13,16.1,1,69,94891.97,1,1549219158.69,0,NATIONAL_RISK_ASSESSMENT,2024-09-07
2022,IE,BE385,FLOOD_RIVER,0.8682,0.6277,82124,59699149721.52,0.8891,0.3982,992349730.66,19.69,1,188,85284.34,0,2041479571.53,0,REGIONAL_RESILIENCE_REPORT,2024-11-08
2023,MT,HU4,HEATWAVE,0.8748,0.535,133464,4308443385.37,0.5483,0.8176,45764317.73,77.31,1,179,41526.23,0,214680075.84,0,EEA_CLIMATE_ADAPTATION_DB,2024-08-23
2024,SK,RO131,COLD_SPELL,0.4162,0.8268,98567,13462148301.07,0.9341,0.7795,233602839.22,70.68,1,116,34242.23,1,1466789853.73,0,COPERNICUS_C3S_INDICATORS,2025-02-17
2025,BE,MT362,LANDSLIDE,0.4414,0.8154,92681,39833572502.04,0.5097,0.7402,307165228.94,40.0,1,99,24344.37,0,161206451.74,0,NATIONAL_RISK_ASSESSMENT,2024-04-11
2005,DK,CZ6,STORM_WIND,0.787,0.3803,145568,3045675247.33,0.9351,0.7841,13340355.0,23.1,1,78,63235.36,0,995536718.6,0,REGIONAL_RESILIENCE_REPORT,2025-01-02
2006,GR,HR75,WILDFIRE,0.6422,0.1177,116441,6591234583.81,0.461,0.3359,9633218.21,40.6,1,166,18142.75,0,65660308.74,0,EEA_CLIMATE_ADAPTATION_DB,2024-04-20
2007,LT,PT841,DROUGHT,0.6013,0.8465,86136,56413268947.1,0.4057,0.7619,841241273.91,29.95,1,72,50572.16,1,740212378.4,0,COPERNICUS_C3S_INDICATORS,2024-05-09
2008,PT,AT32,FLOOD_COASTAL,0.2158,0.96,104326,3039147944.55,0.1414,0.3139,1965439.26,38.34,0,88,40361.52,1,2752551598.53,0,NATIONAL_RISK_ASSESSMENT,2024-07-28
2009,SE,LT3,FLOOD_RIVER,0.4137,0.1234,128844,29804546716.34,0.7338,0.2113,22628074.06,52.42,0,64,97038.41,0,2455274994.89,0,REGIONAL_RESILIENCE_REPORT,2024-05-24
2010,CY,LU989,HEATWAVE,0.5369,0.7335,108019,11645241349.88,0.4687,0.8597,53858649.56,72.4,1,103,30604.39,0,255359886.28,0,EEA_CLIMATE_ADAPTATION_DB,2025-04-19
2011,FR,BE629,COLD_SPELL,0.811,0.6598,111194,18010894597.3,0.7896,0.62,366048023.37,29.84,1,16,45369.56,0,1874267939.29,1,COPERNICUS_C3S_INDICATORS,2024-07-01
2012,IT,LU14,LANDSLIDE,0.704,0.3175,130208,48716645553.79,0.1905,0.1385,32197506.71,35.35,1,71,71704.17,1,1836285242.99,0,NATIONAL_RISK_ASSESSMENT,2025-04-30
2013,NL,CZ9,STORM_WIND,0.8573,0.6705,108713,31997944810.77,0.5491,0.2779,351180947.59,80.83,0,151,72200.82,1,842288286.6,0,REGIONAL_RESILIENCE_REPORT,2025-05-27
2014,SI,GR6,WILDFIRE,0.4178,0.7335,78915,19103966639.26,0.2562,0.8003,96327520.77,15.73,1,141,38914.2,1,1527468987.78,0,EEA_CLIMATE_ADAPTATION_DB,2024-05-23
2015,BG,BE29,DROUGHT,0.2361,0.2013,126673,9787413620.78,0.2451,0.6669,9109190.24,77.88,1,44,4088.01,0,1228967975.85,0,COPERNICUS_C3S_INDICATORS,2026-02-11
2016,EE,DE846,FLOOD_COASTAL,0.4663,0.8426,146813,1115640153.59,0.4087,0.4723,5164410.28,69.5,1,169,3454.15,0,832663672.53,0,NATIONAL_RISK_ASSESSMENT,2025-03-15
2017,HU,AT5,FLOOD_RIVER,0.2798,0.5304,81544,39625333591.44,0.6961,0.2282,140188211.76,68.22,1,214,85108.79,0,3520103487.86,0,REGIONAL_RESILIENCE_REPORT,2024-11-15
2018,LU,BE60,HEATWAVE,0.9303,0.7927,148347,46268495388.06,0.6752,0.4985,1466210102.49,45.39,1,17,37660.81,1,3908113617.11,0,EEA_CLIMATE_ADAPTATION_DB,2025-05-17
2019,RO,PT719,COLD_SPELL,0.103,0.6071,105753,44907755124.01,0.1051,0.8347,20059790.71,9.1,1,126,71386.94,0,1477813836.99,0,COPERNICUS_C3S_INDICATORS,2024-01-18
2020,AT,HR963,LANDSLIDE,0.7591,0.9087,151849,5421009261.19,0.2037,0.5023,13893546.68,46.0,1,168,50596.2,1,2519635401.59,0,NATIONAL_RISK_ASSESSMENT,2026-01-16
2021,CZ,LV747,STORM_WIND,0.7447,0.8112,110712,54230068415.69,0.7974,0.1611,521077761.66,36.27,0,7,55837.3,1,1404241375.85,0,REGIONAL_RESILIENCE_REPORT,2024-01-09
2022,DE,NL386,WILDFIRE,0.9383,0.4199,135857,24803107439.87,0.6149,0.1718,222012210.32,48.55,1,236,40055.06,0,69251478.58,1,EEA_CLIMATE_ADAPTATION_DB,2024-03-27
2023,LV,SE311,DROUGHT,0.5727,0.955,153842,39361505632.7,0.1968,0.3418,311328339.38,57.8,1,89,57759.28,0,2975660837.9,0,COPERNICUS_C3S_INDICATORS,2024-02-05
2024,PL,SE75,FLOOD_COASTAL,0.3536,0.8172,134725,46795509059.92,0.9097,0.8913,546820313.55,25.85,1,151,44511.0,1,1096308438.87,0,NATIONAL_RISK_ASSESSMENT,2025-06-22
2025,ES,SK605,FLOOD_RIVER,0.7737,0.8858,113196,17489039881.86,0.5462,0.6481,87385872.3,62.25,1,12,49575.16,1,929595387.16,0,REGIONAL_RESILIENCE_REPORT,2025-05-03
2005,HR,PL52,HEATWAVE,0.6667,0.3286,117255,53509651552.19,0.7777,0.1869,566846857.58,43.25,1,56,4997.33,1,758983191.92,1,EEA_CLIMATE_ADAPTATION_DB,2025-07-20
2006,FI,LV96,COLD_SPELL,0.4021,0.808,77515,52818400253.78,0.653,0.6269,643770062.71,9.31,1,184,57686.59,0,2176561301.0,0,COPERNICUS_C3S_INDICATORS,2026-01-08
2007,IE,CY953,LANDSLIDE,0.0587,0.3295,83452,18605965222.75,0.1935,0.351,3724345.02,61.83,1,30,14429.7,1,924955055.05,0,NATIONAL_RISK_ASSESSMENT,2024-07-17
2008,MT,LU5,STORM_WIND,0.2758,0.7712,128859,38745992999.17,0.75,0.2436,405158742.46,14.3,1,68,71581.54,1,1692209281.03,0,REGIONAL_RESILIENCE_REPORT,2025-08-03
2009,SK,IT18,WILDFIRE,0.1516,0.4752,91799,4145158595.58,0.5167,0.1381,10596404.37,32.24,0,21,31970.67,1,1233594612.26,1,EEA_CLIMATE_ADAPTATION_DB,2025-01-12
2010,BE,LT91,DROUGHT,0.338,0.2951,100907,27079940983.3,0.7385,0.7775,114623794.39,39.37,1,80,31712.62,0,1144256698.13,0,COPERNICUS_C3S_INDICATORS,2025-01-17
2011,DK,HU44,FLOOD_COASTAL,0.1979,0.2171,101405,57078615156.64,0.9164,0.2493,158761498.98,42.53,1,192,47765.12,0,1680643457.23,0,NATIONAL_RISK_ASSESSMENT,2025-09-13
2012,GR,LT85,FLOOD_RIVER,0.5368,0.2974,157478,35820620242.99,0.5053,0.5362,200432949.55,30.66,1,84,60993.03,1,2696930147.2,0,REGIONAL_RESILIENCE_REPORT,2024-08-05
2013,LT,IE151,HEATWAVE,0.3003,0.1385,87223,75923494639.55,0.8054,0.7925,73883273.31,15.5,0,156,44164.03,1,2237134456.72,0,EEA_CLIMATE_ADAPTATION_DB,2024-05-09
2014,PT,SE579,COLD_SPELL,0.1329,0.4918,146147,25399247942.45,0.4556,0.5883,20666942.63,30.25,1,151,19597.11,0,4064233220.82,0,COPERNICUS_C3S_INDICATORS,2024-12-08
2015,SE,IT4,LANDSLIDE,0.884,0.5348,100082,19698156103.74,0.8051,0.2277,511622344.19,59.17,0,32,72151.64,1,1733196956.27,1,NATIONAL_RISK_ASSESSMENT,2025-03-21
2016,CY,HU751,STORM_WIND,0.4998,0.7512,84420,19435897082.23,0.8579,0.7692,485179016.2,27.51,0,136,32935.18,1,1616327386.11,0,REGIONAL_RESILIENCE_REPORT,2026-02-24
2017,FR,LT690,WILDFIRE,0.1968,0.3744,91208,22727947532.84,0.8403,0.1556,66251687.62,60.01,1,91,25369.12,1,2250755540.63,0,EEA_CLIMATE_ADAPTATION_DB,2024-06-27
2018,IT,BG73,DROUGHT,0.4679,0.2528,159728,17577757390.5,0.2446,0.6422,29822375.48,53.24,1,2,15486.01,1,1032407831.71,0,COPERNICUS_C3S_INDICATORS,2025-11-23
2019,NL,SE56,FLOOD_COASTAL,0.0623,0.1154,157087,6533491296.42,0.2593,0.8015,382467.15,55.89,1,217,75629.69,0,743870611.9,0,NATIONAL_RISK_ASSESSMENT,2025-12-18
2020,SI,BG260,FLOOD_RIVER,0.5246,0.6282,106493,25503570745.1,0.4454,0.5773,263501716.8,52.3,0,120,13039.76,0,2274360329.94,0,REGIONAL_RESILIENCE_REPORT,2025-09-15
2021,BG,FI34,HEATWAVE,0.9169,0.1016,159336,52129420559.71,0.6512,0.2016,118003380.87,47.71,1,26,79066.25,1,1658976333.77,0,EEA_CLIMATE_ADAPTATION_DB,2024-12-17
2022,EE,AT166,COLD_SPELL,0.2076,0.8846,157408,36140462719.25,0.6376,0.8828,50937176.92,53.47,0,104,70885.22,1,629549077.53,0,COPERNICUS_C3S_INDICATORS,2025-05-23
2023,HU,BE6,LANDSLIDE,0.2857,0.1527,136645,21641131071.37,0.904,0.4151,33506318.5,81.7,1,89,56013.3,1,521239659.89,0,NATIONAL_RISK_ASSESSMENT,2025-10-23
2024,LU,AT17,STORM_WIND,0.2926,0.4035,115031,35616489962.43,0.8426,0.757,131337039.26,74.87,0,66,6541.25,1,275519242.39,1,REGIONAL_RESILIENCE_REPORT,2024-09-10
2025,RO,RO577,WILDFIRE,0.6493,0.8414,97984,48105942729.02,0.5364,0.7784,492232102.78,35.66,1,39,19197.22,0,1401408043.23,1,EEA_CLIMATE_ADAPTATION_DB,2025-01-26
2005,AT,PL43,DROUGHT,0.2272,0.8376,151329,32771096195.05,0.8773,0.6923,76890934.85,50.74,0,65,69498.38,0,368047140.46,0,COPERNICUS_C3S_INDICATORS,2025-10-10
2006,CZ,FR4,FLOOD_COASTAL,0.6209,0.3113,105810,6695296040.17,0.8216,0.4729,20645529.65,52.72,1,251,28988.75,0,1217581751.32,0,NATIONAL_RISK_ASSESSMENT,2025-08-28
2007,DE,LV86,FLOOD_RIVER,0.7754,0.5481,140669,5919403462.68,0.465,0.6217,27426573.77,36.7,1,220,67769.42,1,1246185346.25,0,REGIONAL_RESILIENCE_REPORT,2025-03-26
2008,LV,LU370,HEATWAVE,0.9484,0.6938,101977,7106085112.12,0.4071,0.1613,29302673.57,76.46,1,107,32465.16,0,845730246.26,0,EEA_CLIMATE_ADAPTATION_DB,2024-10-26
2009,PL,DK43,COLD_SPELL,0.6568,0.1867,112390,67155278503.5,0.2043,0.4029,22630363.35,28.42,1,163,59208.06,1,197768097.15,0,COPERNICUS_C3S_INDICATORS,2025-01-12
2010,ES,NL1,LANDSLIDE,0.155,0.2884,132554,43660296582.74,0.4293,0.3126,12329858.57,9.52,1,160,72661.89,0,1446374494.47,0,NATIONAL_RISK_ASSESSMENT,2025-04-21
2011,HR,IT94,STORM_WIND,0.7738,0.3937,154130,19169012214.0,0.1196,0.278,37879542.04,15.07,1,112,17380.15,0,3166428443.91,0,REGIONAL_RESILIENCE_REPORT,2024-08-21
2012,FI,HR78,WILDFIRE,0.7391,0.7673,134833,17391264309.72,0.2184,0.5444,93848427.06,20.89,1,52,49617.56,0,268750548.41,0,EEA_CLIMATE_ADAPTATION_DB,2024-02-25
2013,IE,BE99,DROUGHT,0.9114,0.3338,160634,2186231622.54,0.5791,0.5073,19260534.07,70.51,0,214,18421.76,1,2959809288.89,0,COPERNICUS_C3S_INDICATORS,2025-06-09
2014,MT,DK5,FLOOD_COASTAL,0.1194,0.3058,146007,33811975911.31,0.4998,0.9726,24603936.69,69.03,1,37,16339.78,1,2291438421.71,0,NATIONAL_RISK_ASSESSMENT,2024-05-02
2015,SK,DK880,FLOOD_RIVER,0.6825,0.6292,169055,39677687767.14,0.2844,0.2225,299422293.53,44.09,0,83,95289.52,0,853294994.33,1,REGIONAL_RESILIENCE_REPORT,2025-06-26
2016,BE,MT196,HEATWAVE,0.5542,0.7171,143638,4412071377.96,0.818,0.3516,28624543.12,69.7,1,10,73509.23,1,843373653.52,0,EEA_CLIMATE_ADAPTATION_DB,2024-02-27
2017,DK,FI75,COLD_SPELL,0.3348,0.4432,137077,32497315660.04,0.2074,0.1901,42324105.82,18.81,1,94,22789.58,0,3967083467.09,0,COPERNICUS_C3S_INDICATORS,2025-08-01
2018,GR,LU90,LANDSLIDE,0.2393,0.4987,158483,42074730349.97,0.5827,0.6578,68512162.09,15.81,1,15,7027.67,0,3208331418.95,0,NATIONAL_RISK_ASSESSMENT,2024-05-29
2019,LT,GR817,STORM_WIND,0.3131,0.8814,104546,2924483362.98,0.734,0.2428,36171508.22,13.74,0,106,6956.07,0,1272412826.53,0,REGIONAL_RESILIENCE_REPORT,2025-03-21
2020,PT,AT8,WILDFIRE,0.5554,0.8783,101557,19010010323.43,0.3781,0.2337,242502973.45,32.01,1,50,49567.65,1,411085340.64,0,EEA_CLIMATE_ADAPTATION_DB,2025-01-12
2021,SE,RO64,DROUGHT,0.2879,0.1941,105917,6930444833.98,0.7536,0.1983,3997569.11,17.59,1,200,71288.85,1,3543926003.44,0,COPERNICUS_C3S_INDICATORS,2026-01-25
2022,CY,SK75,FLOOD_COASTAL,0.8067,0.8618,156936,41395581756.74,0.3396,0.3131,267932334.69,68.68,0,155,86080.61,1,1813524058.89,0,NATIONAL_RISK_ASSESSMENT,2024-06-23
2023,FR,MT21,FLOOD_RIVER,0.4288,0.1377,162607,6463088911.49,0.3784,0.9763,5535679.76,29.45,1,157,58333.29,0,1670851210.27,0,REGIONAL_RESILIENCE_REPORT,2025-01-09
2024,IT,DK97,HEATWAVE,0.7153,0.5852,157007,34756543546.32,0.8471,0.8876,276253137.8,57.79,1,31,42856.0,1,378645784.18,1,EEA_CLIMATE_ADAPTATION_DB,2026-02-05
2025,NL,IE440,COLD_SPELL,0.3916,0.6619,137846,17339342277.44,0.1995,0.88,41943370.26,26.59,1,58,1825.83,0,630422364.16,0,COPERNICUS_C3S_INDICATORS,2024-01-06
2005,SI,DE787,LANDSLIDE,0.7814,0.9461,154437,1076060679.16,0.4493,0.9346,18561757.75,22.38,1,184,12888.21,0,3527837027.0,0,NATIONAL_RISK_ASSESSMENT,2025-01-02
2006,BG,FI98,STORM_WIND,0.6141,0.4546,101967,8354348548.81,0.3114,0.3307,51505374.25,11.73,0,0,32500.79,0,3537839970.15,0,REGIONAL_RESILIENCE_REPORT,2024-03-14
2007,EE,HR131,WILDFIRE,0.8546,0.4902,125409,4061408134.45,0.5569,0.144,38226751.66,27.88,0,116,19231.01,1,798136919.32,0,EEA_CLIMATE_ADAPTATION_DB,2025-02-20
2008,HU,CY3,DROUGHT,0.589,0.2671,152114,17012562756.88,0.4001,0.7029,37270542.2,6.38,1,48,36436.38,0,1482000379.74,0,COPERNICUS_C3S_INDICATORS,2025-02-15
2009,LU,PL57,FLOOD_COASTAL,0.7243,0.5683,103239,38895456043.97,0.571,0.7839,165726317.05,49.82,0,89,34711.56,1,3430694147.72,0,NATIONAL_RISK_ASSESSMENT,2026-02-18
2010,RO,CZ78,FLOOD_RIVER,0.7768,0.5749,118696,75610024278.23,0.3983,0.98,319400691.61,8.98,1,206,48770.16,0,196183020.53,0,REGIONAL_RESILIENCE_REPORT,2025-10-19
2011,AT,RO369,HEATWAVE,0.9477,0.5345,160406,53071289865.2,0.7184,0.2587,832319361.65,36.47,0,24,46361.19,1,2415816565.16,0,EEA_CLIMATE_ADAPTATION_DB,2025-09-10
2012,CZ,HR359,COLD_SPELL,0.9341,0.9432,131862,23837530449.81,0.6597,0.8407,393254212.3,14.78,1,201,69091.97,0,2187241635.61,1,COPERNICUS_C3S_INDICATORS,2024-03-25
2013,DE,IT685,LANDSLIDE,0.5706,0.3733,157462,13789583130.66,0.2321,0.1566,12262281.41,17.34,1,129,32874.88,0,713245820.0,0,NATIONAL_RISK_ASSESSMENT,2024-12-27
2014,LV,LV9,STORM_WIND,0.8481,0.9131,144502,2358835226.33,0.5441,0.6859,20098547.72,48.01,1,215,10595.32,0,2068334621.12,0,REGIONAL_RESILIENCE_REPORT,2025-04-07
2015,PL,PL788,WILDFIRE,0.1491,0.5238,178576,57262053529.43,0.6542,0.4795,40251976.76,6.06,1,50,73448.98,0,514551871.08,0,EEA_CLIMATE_ADAPTATION_DB,2025-01-03
2016,ES,RO61,DROUGHT,0.2068,0.5595,106766,42065071309.32,0.6136,0.3195,131584565.68,32.36,1,203,5149.7,0,1502588724.22,0,COPERNICUS_C3S_INDICATORS,2024-01-11
2017,HR,SI77,FLOOD_COASTAL,0.8186,0.9076,136790,44267950847.71,0.3098,0.8562,199079020.63,77.57,1,136,49769.75,0,663786141.97,0,NATIONAL_RISK_ASSESSMENT,2025-07-10
2018,FI,FR3,FLOOD_RIVER,0.2366,0.311,151669,11247541144.08,0.4382,0.2735,11608734.64,39.52,0,104,94338.59,0,1930422960.47,0,REGIONAL_RESILIENCE_REPORT,2024-02-09
2019,IE,SK83,HEATWAVE,0.6039,0.4836,109438,38229265460.37,0.7744,0.7756,515959514.45,75.3,1,137,19371.73,1,1564557443.21,0,EEA_CLIMATE_ADAPTATION_DB,2024-04-17
2020,MT,EE65,COLD_SPELL,0.5051,0.7754,170771,32734229646.43,0.6897,0.7431,128707807.81,30.42,1,156,2804.47,1,1191693186.61,0,COPERNICUS_C3S_INDICATORS,2024-05-29
2021,SK,ES7,LANDSLIDE,0.9071,0.7598,123685,16059483649.93,0.7111,0.7557,574010908.6,17.83,0,184,35932.19,0,2069248502.59,0,NATIONAL_RISK_ASSESSMENT,2025-12-14
2022,BE,PT9,STORM_WIND,0.1395,0.5945,127897,28973372003.33,0.3884,0.2937,44508363.83,20.95,1,30,51479.14,1,1557873170.8,0,REGIONAL_RESILIENCE_REPORT,2026-02-21
2023,DK,LU8,WILDFIRE,0.2508,0.9251,173153,45138771546.89,0.6002,0.4383,172276167.64,30.26,1,54,63168.74,1,1967884650.24,0,EEA_CLIMATE_ADAPTATION_DB,2025-12-17
2024,GR,HR440,DROUGHT,0.9232,0.4641,142535,43803187000.92,0.3064,0.2731,72406486.29,56.51,0,59,24474.69,1,2845745535.34,0,COPERNICUS_C3S_INDICATORS,2025-08-11
2025,LT,SE86,FLOOD_COASTAL,0.9424,0.721,138616,30929217536.08,0.8943,0.8897,1392768041.02,58.76,0,189,69065.28,0,1753702999.03,0,NATIONAL_RISK_ASSESSMENT,2024-09-09
2005,PT,BG2,FLOOD_RIVER,0.4972,0.2891,134622,26693926181.34,0.1696,0.1872,19201791.01,71.84,0,170,74177.58,0,1968764015.28,0,REGIONAL_RESILIENCE_REPORT,2025-06-15
2006,SE,HR48,HEATWAVE,0.3342,0.8034,180186,40754656370.23,0.3118,0.271,148575091.05,12.11,0,171,77492.11,1,3110326607.11,0,EEA_CLIMATE_ADAPTATION_DB,2024-03-17
2007,CY,IE137,COLD_SPELL,0.4465,0.3589,136586,9841338731.21,0.3085,0.6011,31469525.76,17.3,1,200,65668.41,0,3146830349.5,0,COPERNICUS_C3S_INDICATORS,2024-11-17
2008,FR,CY507,LANDSLIDE,0.663,0.7956,117365,4674615521.09,0.3083,0.8439,48347536.32,11.66,0,158,5190.99,0,1094014649.73,0,NATIONAL_RISK_ASSESSMENT,2025-05-02
2009,IT,HU616,STORM_WIND,0.5528,0.7238,134963,712736787.86,0.424,0.2675,8846590.05,25.1,0,120,1756.48,1,12429816.91,0,REGIONAL_RESILIENCE_REPORT,2024-02-11
2010,NL,DE514,WILDFIRE,0.1088,0.8013,115840,51592541888.35,0.5946,0.8772,166420603.73,6.42,0,14,46641.81,1,318953807.66,0,EEA_CLIMATE_ADAPTATION_DB,2024-02-18
2011,SI,PT8,DROUGHT,0.6207,0.1912,154641,25946822122.53,0.6406,0.2163,76379383.82,9.33,1,178,34484.01,1,2004690639.65,0,COPERNICUS_C3S_INDICATORS,2024-10-13
2012,BG,HU347,FLOOD_COASTAL,0.3129,0.6487,113329,4347277456.21,0.4773,0.2217,6437422.78,78.55,0,209,75622.88,0,2758622286.05,0,NATIONAL_RISK_ASSESSMENT,2024-05-08
2013,EE,SK31,FLOOD_RIVER,0.4529,0.8589,177613,5946584598.48,0.1933,0.5325,16638280.08,76.04,1,84,57255.32,0,1889061992.37,0,REGIONAL_RESILIENCE_REPORT,2024-04-05
2014,HU,LT37,HEATWAVE,0.2318,0.4008,143090,3631506228.93,0.4879,0.813,9789829.46,5.42,1,18,13327.25,0,1382746703.37,0,EEA_CLIMATE_ADAPTATION_DB,2024-03-21
2015,LU,BE39,COLD_SPELL,0.4554,0.297,111247,58441314607.76,0.3158,0.9273,96207144.88,49.57,1,63,66678.73,0,2185646318.04,1,COPERNICUS_C3S_INDICATORS,2025-10-22
2016,RO,LT12,LANDSLIDE,0.5269,0.4129,167809,31301826095.0,0.2283,0.2725,30466468.38,56.03,0,44,74400.84,1,4178205617.28,1,NATIONAL_RISK_ASSESSMENT,2025-10-15
2017,AT,IE11,STORM_WIND,0.3122,0.9553,160049,52195688379.28,0.4934,0.9734,88746247.41,29.7,1,8,33439.82,1,834014662.94,0,REGIONAL_RESILIENCE_REPORT,2026-01-04
2018,CZ,NL20,WILDFIRE,0.8997,0.8213,159456,3448278608.86,0.1425,0.2489,18377221.13,19.64,1,113,42467.0,0,4092950278.66,0,EEA_CLIMATE_ADAPTATION_DB,2025-07-18
2019,DE,SI214,DROUGHT,0.8218,0.8645,130373,53485679930.34,0.3278,0.3963,920825921.44,76.9,1,95,10772.21,1,1560342218.85,0,COPERNICUS_C3S_INDICATORS,2025-03-13
2020,LV,DE91,FLOOD_COASTAL,0.2018,0.3578,150918,37434390207.34,0.8343,0.1981,26267325.35,77.3,0,217,40001.56,1,1148079158.34,0,NATIONAL_RISK_ASSESSMENT,2025-09-04
2021,PL,FI73,FLOOD_RIVER,0.3159,0.7095,142785,27237712602.08,0.1848,0.9021,76384535.87,69.03,1,220,70488.91,0,2444550804.85,0,REGIONAL_RESILIENCE_REPORT,2024-07-30
2022,ES,IT34,HEATWAVE,0.4692,0.7986,116146,55008710828.97,0.4459,0.4365,380887898.76,72.9,1,28,29344.59,0,1797850151.06,0,EEA_CLIMATE_ADAPTATION_DB,2025-02-10
2023,HR,LV82,COLD_SPELL,0.468,0.1383,133569,40171020840.92,0.7524,0.9155,84769953.76,47.19,0,182,10875.69,1,2982260822.6,0,COPERNICUS_C3S_INDICATORS,2025-12-26
2024,FI,CZ13,LANDSLIDE,0.8484,0.763,126624,20823979802.67,0.5009,0.3059,424244306.74,67.38,1,70,12567.4,0,127894269.08,1,NATIONAL_RISK_ASSESSMENT,2026-02-05
2025,IE,BG189,STORM_WIND,0.7831,0.3637,137857,33922545736.77,0.9224,0.145,515114449.31,77.09,1,48,52724.03,0,416915440.85,0,REGIONAL_RESILIENCE_REPORT,2024-12-28
2005,MT,NL10,WILDFIRE,0.4768,0.6604,164021,11914986238.24,0.7199,0.8845,32704759.54,16.97,0,57,35051.89,1,2464629597.92,1,EEA_CLIMATE_ADAPTATION_DB,2025-09-30
2006,SK,PT7,DROUGHT,0.7634,0.9587,188344,8083587411.31,0.7648,0.6548,169841342.49,25.34,1,213,53355.3,0,3391484272.71,0,COPERNICUS_C3S_INDICATORS,2026-01-29
2007,BE,BG712,FLOOD_COASTAL,0.4254,0.7752,181601,12075017903.31,0.9079,0.8064,105179962.98,51.46,1,50,36226.11,0,3266184278.51,0,NATIONAL_RISK_ASSESSMENT,2025-02-28
