house_rent_rent_month,house_rent_building_id_hash,house_rent_unit_bedroom_count,house_rent_asking_rent_inr,house_rent_effective_rent_inr,house_rent_rent_concession_weeks,house_rent_vacancy_rate_building,house_rent_lease_term_months,house_rent_tenant_income_requirement,house_rent_rent_to_income_ratio,house_rent_utility_included_flag,house_rent_pet_fee_inr,house_rent_application_fee_inr,house_rent_security_deposit_inr,house_rent_eviction_filing_rate,house_rent_rent_control_coverage_flag,house_rent_affordability_target_ami,house_rent_subsidy_waitlist_length,house_rent_move_in_incentive_flag,house_rent_renter_turnover_rate
2025-11,BLDG-dc9ce01242a4,1,115227,102802,8,1.69,6,2.13,31.88,Y,20833,3571,178203,3.204,Y,187.5,32856,N,24.35
2019-10,BLDG-93bf58c46e6c,4,66671,63564,3,13.47,6,4.25,18.26,N,18009,2868,231938,6.64,Y,81.2,29754,N,31.48
2022-12,BLDG-0bbbeaac4e10,0,111379,105208,1,7.61,9,3.33,38.88,Y,17343,925,150408,1.971,N,155.5,41988,Y,64.91
2024-01,BLDG-324ee77ea6fc,4,137443,135650,8,17.62,6,3.46,23.06,Y,24217,632,218936,5.94,N,172.0,39675,N,49.21
2021-05,BLDG-46d362a152c8,4,156612,158349,2,14.17,24,3.64,36.5,Y,11804,2814,307321,1.465,N,143.6,18365,N,21.03
2024-11,BLDG-5cc95022a4e0,3,149161,138570,7,14.22,9,3.93,26.39,Y,13064,5110,10804,7.101,N,143.4,25387,N,37.13
2025-02,BLDG-a51a97d86cda,5,126879,120035,1,22.92,24,1.83,40.12,Y,11917,1515,314897,0.484,Y,43.0,31015,N,24.06
2022-12,BLDG-2b054232fdbf,3,118222,102807,8,18.42,3,3.45,17.51,Y,7269,5558,20058,4.484,Y,151.4,44394,N,11.44
2025-09,BLDG-34f4835a6b4b,0,86494,82786,1,8.63,11,3.33,10.19,Y,12788,2651,181067,7.421,N,60.8,18364,Y,21.94
2025-05,BLDG-539e0b9a682f,4,92833,83490,7,24.24,36,4.95,34.81,Y,12079,915,143699,2.771,Y,172.1,2179,N,4.9
2020-10,BLDG-2e4eb47fa73a,2,169729,160469,8,25.01,3,4.09,33.51,Y,6489,1188,102315,4.393,Y,98.0,975,Y,64.12
2022-11,BLDG-08eb616e0317,3,98407,86576,0,27.86,36,4.56,29.33,Y,23180,5844,116915,2.138,N,174.0,17200,N,15.62
2025-03,BLDG-dedb53b2935b,3,38107,35389,8,18.63,36,3.52,26.61,Y,16283,529,236862,0.731,N,84.0,15054,N,20.04
2021-11,BLDG-0f34e3c0ae74,5,111320,94853,8,4.6,3,4.04,51.83,Y,4179,2482,327740,5.408,Y,67.1,20983,Y,7.11
2022-07,BLDG-31ac7910bc85,0,81106,81253,3,23.25,9,2.72,20.89,N,23124,440,29495,3.107,Y,181.1,42481,Y,60.78
2023-03,BLDG-2ccaab90d54c,4,108277,95616,8,14.57,6,4.97,25.6,N,995,5947,312572,3.456,Y,179.1,18252,N,10.73
2024-02,BLDG-55232b12f24e,0,106210,94480,6,18.76,36,3.25,22.52,N,5415,5196,187770,6.172,N,102.6,32912,Y,6.94
2019-07,BLDG-b36e012c1a93,4,36852,33867,8,23.85,6,3.75,42.52,Y,8327,882,165977,2.262,Y,34.2,22354,Y,59.95
2019-08,BLDG-b3790297c1cc,5,150626,151553,2,26.17,11,1.86,43.28,N,9742,3414,253177,1.007,N,49.9,32062,N,14.39
2021-08,BLDG-51a2d7d723ef,0,14230,13516,0,9.16,24,2.39,39.21,N,6297,696,355816,5.442,N,194.0,21966,N,28.48
2020-08,BLDG-6025c55d8491,0,93053,93607,8,18.44,9,2.66,39.42,N,5835,5779,219015,6.692,N,92.8,9579,N,34.68
2020-10,BLDG-3b58cb9ba20d,3,141390,142551,5,12.53,11,4.57,45.08,Y,18591,2403,184375,3.743,N,80.2,20239,Y,32.03
2020-07,BLDG-4109ee474274,3,177968,163420,1,6.24,12,3.47,24.16,N,1953,3683,226460,0.405,Y,32.0,2364,Y,47.2
2024-08,BLDG-164ba59a99b2,3,59500,52700,7,4.72,12,2.16,11.54,N,1280,5749,277640,5.726,N,153.0,7668,N,56.03
2019-05,BLDG-f6ce614763b4,5,94066,93280,1,21.54,6,4.54,53.54,N,18180,4465,222916,2.071,N,71.3,28548,N,13.41
2025-06,BLDG-789079ce583d,0,110663,102968,5,6.34,9,2.35,31.3,N,15117,2830,37758,7.342,Y,145.5,16635,Y,7.92
2025-09,BLDG-c6c7468c8128,3,11817,11208,1,8.9,3,4.67,39.01,N,12975,1529,53516,2.803,Y,66.2,21281,Y,40.38
2022-03,BLDG-c4a4c76b5022,1,21415,20806,4,25.83,36,3.0,20.41,N,19197,2811,158794,7.86,N,70.9,2300,N,28.07
2024-05,BLDG-60daad04ffc8,5,33966,30700,3,15.79,36,4.29,26.92,Y,21812,10,217512,1.551,N,132.1,13576,Y,26.65
2021-01,BLDG-94a4f7f6a5c3,3,82337,75001,1,23.96,11,4.67,37.42,Y,22912,5079,264875,3.563,N,85.0,13120,Y,9.05
2025-07,BLDG-10756313914e,3,61984,55986,3,20.06,3,1.97,24.22,Y,5506,2905,38774,1.448,Y,98.4,35440,N,40.5
2019-08,BLDG-1a08f46812fe,4,96060,83473,5,15.21,6,3.75,17.49,Y,15483,1208,21799,1.26,N,81.1,10515,Y,60.14
2021-02,BLDG-ca33c13acdb3,0,88088,77203,3,13.28,36,2.16,40.47,Y,10201,2964,212599,7.676,Y,153.5,12211,N,28.09
2022-05,BLDG-8507c71f14af,1,113326,101095,1,0.95,12,2.12,41.98,N,1132,4730,347649,2.421,Y,99.6,25429,Y,57.02
2025-01,BLDG-b0d91a51fffb,0,143677,122627,5,3.06,6,2.98,53.59,Y,24561,1582,309786,4.834,N,105.2,35828,Y,59.67
2024-07,BLDG-9adf47f21cc9,5,91600,78534,1,0.56,11,4.92,17.9,N,6941,4786,237231,0.074,N,117.7,6806,N,63.06
2023-04,BLDG-12445a061fec,5,58761,52628,5,21.6,6,4.55,24.17,Y,14820,803,83006,6.171,Y,138.6,12084,Y,61.7
2024-10,BLDG-8d9799646291,1,6184,5476,8,24.32,3,2.54,49.18,N,6728,4971,76075,1.306,Y,66.4,41492,N,16.85
2025-03,BLDG-df087390d8aa,3,158607,156828,5,24.66,3,2.14,23.06,N,4866,2596,260154,4.303,Y,40.3,22687,Y,3.37
2021-12,BLDG-13759354d5ca,1,41861,40256,2,11.85,11,2.72,46.74,N,8106,3145,343010,3.259,Y,76.9,3436,N,54.42
2023-12,BLDG-138f28e23611,2,22847,22903,6,22.67,3,2.35,53.06,N,16273,4295,355283,2.333,N,181.5,20676,N,24.76
2023-05,BLDG-81d211e2a23a,4,121443,115169,8,9.13,24,3.74,49.62,N,22181,387,346397,2.949,N,93.4,24096,Y,62.68
2020-12,BLDG-f257873d2cf8,1,124485,125198,1,27.3,9,2.32,18.1,Y,15973,5956,10300,1.404,Y,138.0,30204,N,23.14
2023-04,BLDG-b2a5726551ed,4,129164,127313,3,2.06,24,4.15,45.63,N,15785,2778,162660,2.378,N,70.6,5209,N,52.12
2020-07,BLDG-ee38c468855c,2,144987,134305,5,26.57,11,3.32,40.36,N,21247,2941,33447,6.692,Y,160.1,10048,Y,11.99
2022-04,BLDG-b21c2eb7cebe,0,109022,93359,0,14.92,6,3.4,16.45,N,16814,2914,22479,6.399,Y,125.7,42387,N,25.65
2020-09,BLDG-0347ef3e3058,3,40949,39619,7,24.77,11,3.97,21.02,Y,24359,1262,9031,7.054,N,190.8,43142,N,2.25
2025-07,BLDG-8caeb7859114,1,22507,22754,5,6.85,9,4.67,23.94,Y,12623,3818,229837,1.008,N,90.3,20423,Y,52.0
2024-10,BLDG-dfc5be48beba,3,48537,42187,6,0.02,3,4.77,37.99,Y,17695,2921,35311,3.861,Y,93.8,11765,Y,14.27
2022-04,BLDG-8359487d2ce0,0,99681,85134,6,26.31,9,2.36,8.6,Y,2838,5255,311207,5.31,N,53.7,4266,N,40.86
2020-12,BLDG-e8c083227e10,2,22140,20444,5,10.17,11,4.84,54.05,Y,18397,3539,196528,1.621,Y,196.1,15109,Y,21.37
2024-06,BLDG-48a21b179d82,4,8159,8223,1,8.27,6,1.9,40.47,Y,5268,5614,271221,7.421,Y,180.6,39342,N,10.05
2023-12,BLDG-886f8fad2774,0,65109,62890,5,16.61,9,2.02,42.61,Y,21324,5442,68987,7.739,N,96.7,26769,Y,18.28
2020-07,BLDG-80d95f50a32c,3,49207,49261,8,20.57,3,3.62,47.44,Y,12081,2412,192188,1.959,Y,184.1,2964,N,10.51
2024-01,BLDG-c3594ae03b80,2,153337,150461,2,12.52,6,1.82,47.96,N,15117,2067,324287,1.115,N,125.6,9841,N,48.53
2020-03,BLDG-10a333306573,2,15620,13722,3,4.58,12,2.44,9.9,N,2689,1882,322794,3.188,N,36.7,30589,N,61.51
2022-05,BLDG-13e7380b91ad,5,51154,47928,3,21.77,36,4.43,24.99,N,6353,1916,198047,5.787,Y,69.1,14403,Y,23.0
2019-04,BLDG-7bd1d3209d76,4,178598,179472,0,15.5,3,3.89,37.8,N,19971,5556,25196,1.143,N,52.7,38266,N,27.92
2020-06,BLDG-ac6b42e6e55c,1,60977,57842,8,12.9,12,3.86,19.23,N,22431,756,271389,2.585,N,193.0,14530,Y,35.86
2022-01,BLDG-2d19b6cdaa10,5,138579,117932,0,24.31,11,3.84,25.99,N,1957,3868,84328,2.798,Y,124.3,23812,N,1.86
2025-10,BLDG-d8cbdec6b4b0,0,51350,47400,5,18.6,3,3.21,42.09,Y,10192,3611,351883,6.31,N,44.2,21732,Y,41.74
2024-10,BLDG-d1eace4e03b6,1,43131,43646,2,12.66,36,3.3,51.91,N,11185,2461,155698,6.801,Y,54.9,11244,Y,38.42
2025-11,BLDG-75b47bba38f7,1,142266,138584,7,14.89,24,4.41,50.32,N,12767,4655,357840,0.789,N,49.0,12462,N,32.95
2024-09,BLDG-14f0fed1f28a,1,150879,135978,3,16.72,6,1.9,39.1,N,14886,116,140441,1.289,N,49.9,8564,N,12.15
2023-09,BLDG-c56dbaf468eb,5,117099,104776,5,19.92,9,4.05,31.32,N,17189,5427,134793,0.858,N,73.9,27957,Y,31.39
2021-08,BLDG-2901bea64235,2,126476,128571,7,13.89,9,2.78,22.95,Y,2428,36,335444,4.695,N,173.9,3037,Y,57.07
2019-03,BLDG-6deadcd9826b,1,4615,4028,8,2.02,36,4.71,23.95,Y,4402,3434,114737,4.582,N,63.5,4106,N,63.55
2023-07,BLDG-8bf7cf4a15c8,0,84386,80136,3,11.21,9,4.52,34.29,N,6799,5732,24379,2.144,N,53.1,33356,Y,13.5
2020-11,BLDG-42b08a1eb9db,0,56223,51971,1,1.44,24,3.79,51.94,N,9041,5741,207291,5.254,Y,88.0,22173,Y,42.91
2024-10,BLDG-2923d3ce7ac4,4,165320,166515,4,22.0,3,2.32,22.63,Y,1120,2014,339216,4.563,Y,118.0,41448,N,39.5
2020-07,BLDG-0c3fb1999b78,5,130178,116853,0,24.47,6,4.8,11.75,N,8704,677,353983,7.698,Y,159.0,25655,Y,14.28
2021-05,BLDG-fb2635b36bdd,0,56014,55115,4,24.03,3,2.81,47.01,Y,14403,5944,255186,6.796,N,182.1,3792,N,41.97
2021-09,BLDG-0159b6bd368d,2,95639,82479,6,23.27,9,1.98,11.67,N,16876,1565,114201,4.993,N,31.6,3001,Y,53.66
2025-09,BLDG-a064aa5ad440,3,80530,81794,1,9.45,11,2.49,36.69,N,3850,1693,333308,1.173,Y,181.1,33305,N,2.6
2019-05,BLDG-46f985c7eb11,5,113065,101395,5,12.92,6,4.51,49.38,N,1213,5036,298016,0.738,N,54.5,37265,Y,13.18
2019-09,BLDG-505ca6bd0583,2,26294,22573,1,2.32,6,3.02,9.04,N,3595,4615,91709,2.885,Y,48.7,28265,N,63.5
2020-11,BLDG-a12de4bce4d1,4,117346,114975,2,27.73,11,3.71,29.29,N,7210,3728,40859,1.132,Y,122.3,41924,N,28.72
2022-07,BLDG-2fe4bbc28e22,1,47881,47141,5,18.12,9,4.95,31.81,N,1115,3639,13586,6.531,N,103.1,10717,Y,32.13
2024-05,BLDG-3f6ec55af2b0,2,120938,108911,7,18.34,11,4.13,34.68,N,7006,2396,91056,3.328,N,196.7,28267,Y,39.09
2019-11,BLDG-9d18ad82dfb8,0,124596,109102,5,12.68,6,4.45,31.61,Y,12919,3525,11152,0.834,N,41.6,21642,N,1.89
2020-05,BLDG-f92824dae6b4,4,166366,149833,8,11.99,9,4.69,38.09,N,16725,3636,247710,4.169,N,163.2,39560,Y,15.56
2025-08,BLDG-1f293b2da261,4,113663,109032,0,3.92,36,3.46,26.3,N,9672,331,358634,2.17,Y,67.8,30492,N,48.11
2025-05,BLDG-45538c2c5ef4,5,157206,150626,2,15.1,3,4.64,45.47,N,24215,5445,12270,4.032,N,57.9,38611,Y,60.71
2024-11,BLDG-a72deaa189f7,3,6559,6581,1,20.14,36,4.5,54.61,Y,4571,3948,214770,2.478,Y,88.8,34340,Y,16.02
2025-04,BLDG-e59903f5e125,1,168298,147115,6,17.69,9,4.23,35.8,N,20618,5752,319869,7.193,Y,140.2,41106,Y,28.93
2023-11,BLDG-9178e5233814,4,116082,116233,5,5.69,9,2.16,8.18,N,5519,4133,144982,4.916,Y,81.1,5342,Y,25.59
2025-04,BLDG-051ae64f9b5a,3,110206,95228,1,3.26,6,2.4,10.77,N,5799,4215,68204,3.983,Y,170.6,318,N,54.2
2023-01,BLDG-7072c2378af9,2,84287,75045,7,16.45,6,3.35,25.01,Y,2348,4850,285430,6.196,Y,48.4,22204,N,60.81
2020-11,BLDG-a07ac60a146c,5,157018,142336,0,26.27,6,4.51,50.81,Y,22610,910,198781,1.615,N,150.6,7031,N,45.74
2022-10,BLDG-f2f4a9b73e3a,4,93110,79789,4,4.49,36,2.31,45.71,N,14872,2816,56987,5.844,N,197.8,26180,Y,42.91
2020-01,BLDG-ad4f9ab00f2b,1,102117,89913,4,25.31,3,3.12,33.7,Y,1370,235,109761,6.612,N,144.0,19555,N,46.37
2022-02,BLDG-e42a918dd4a0,2,40567,37405,7,19.04,12,4.46,22.41,N,9058,5051,156466,6.129,N,34.5,27369,Y,56.23
2019-05,BLDG-7b4a0a21b8fd,4,15506,15216,5,4.38,12,4.29,31.41,Y,12712,4193,244679,1.081,Y,84.1,9335,N,4.62
2022-09,BLDG-8073785e1d9c,5,48319,46906,8,4.82,36,2.16,41.01,N,11334,2094,348427,3.15,Y,90.7,1115,Y,56.65
2023-05,BLDG-432d7190e2d9,3,6949,6070,5,2.56,6,3.51,34.37,Y,7237,4364,223105,5.716,N,87.9,42902,N,64.17
2019-08,BLDG-3bd5be27d608,4,80834,77360,7,2.29,36,2.21,43.68,N,9074,1897,332147,5.625,Y,147.2,1895,Y,49.77
2024-04,BLDG-7ec972ebc00f,5,104788,100160,0,14.74,24,4.35,29.13,N,12034,5423,321852,1.569,Y,175.3,38296,Y,57.48
2025-04,BLDG-52c26904467e,4,171017,146121,4,4.07,3,3.35,19.29,N,14311,19,234932,1.658,Y,62.7,10778,Y,19.89
2019-09,BLDG-eb880ca72261,4,111903,111619,8,3.94,11,2.81,30.54,Y,9898,3123,101728,4.641,Y,182.5,20243,N,16.18
2024-11,BLDG-d5e99dc3155b,5,108201,97417,0,18.64,3,4.6,50.04,N,6044,631,349768,0.188,N,132.0,44061,N,57.65
2025-06,BLDG-9a5bd7d36c76,2,100800,89434,7,10.46,12,4.76,31.99,Y,7526,2036,352950,6.718,Y,34.2,6891,Y,30.23
2022-01,BLDG-515dbb06ef14,4,106351,103542,8,22.79,6,4.1,11.0,N,7394,3762,300653,7.867,N,131.5,11108,Y,2.85
2019-08,BLDG-ddfaf759ce29,4,111133,103965,0,1.16,6,2.16,45.03,N,206,898,299754,7.372,N,119.8,18436,Y,9.19
2022-06,BLDG-0c9811e048c1,1,135981,129976,1,13.41,9,4.22,14.14,N,17731,4513,213255,3.217,Y,184.4,13263,N,26.47
2025-02,BLDG-44ef3e330f4f,2,38166,37970,3,18.23,36,4.83,49.82,Y,24405,5047,45167,1.466,N,153.8,11515,N,30.57
2019-10,BLDG-6f83d949dc37,1,123240,107285,3,1.73,6,3.5,54.94,Y,2125,5154,184188,3.95,Y,48.0,17399,Y,15.62
2019-12,BLDG-5fbf033ef46f,4,141306,123033,6,16.85,9,3.89,52.35,N,5105,1571,87960,6.278,Y,186.7,37246,N,51.91
2023-09,BLDG-3feebf03d397,5,166842,145968,5,4.54,12,3.68,44.03,Y,23846,715,76218,4.351,N,81.3,12200,N,7.87
2022-11,BLDG-077f18fa8f5d,4,127057,117427,3,0.33,11,3.77,33.86,N,9853,190,87130,4.534,N,139.1,43556,N,58.52
2021-03,BLDG-bc75b02abc0e,2,157886,152687,3,21.16,9,2.34,31.68,N,21669,5407,199730,6.488,N,191.5,578,N,47.2
2022-03,BLDG-bdba798b2e35,1,40030,38586,8,14.44,11,3.36,43.98,N,8092,960,132755,4.717,Y,139.5,35418,Y,5.93
2022-08,BLDG-9ea14b8df179,4,166784,164690,5,17.14,3,4.39,41.38,Y,10342,1083,201893,5.379,Y,85.1,5401,N,35.7
2019-01,BLDG-cc4fc3a82c1b,3,16202,15412,8,9.35,11,3.98,26.9,Y,15633,2725,304139,5.31,N,186.6,18371,Y,5.86
2022-11,BLDG-842d74832cf8,4,116081,113957,4,18.91,3,3.2,27.87,Y,7414,1400,279503,5.256,Y,82.2,22177,Y,62.13
2024-04,BLDG-e1e220a04f00,0,65629,62772,8,0.45,36,2.7,38.01,N,10086,1023,312810,4.283,Y,146.1,42767,Y,52.11
2024-08,BLDG-c6acab84956b,2,127847,117126,4,2.34,36,4.36,47.27,Y,12568,4438,17612,4.957,Y,47.4,7178,Y,17.56
2020-04,BLDG-f9f42388b900,0,8844,8164,5,17.22,6,3.92,43.73,N,1616,718,315162,7.554,N,36.2,8973,Y,13.14
2025-02,BLDG-0a324b7d5ead,0,64065,62568,8,12.64,12,4.59,33.6,N,4913,2334,201992,4.142,Y,81.1,376,N,52.77
2022-10,BLDG-d01389835f8b,3,53848,47678,5,16.4,3,1.94,34.04,Y,11452,2751,197167,7.718,Y,179.8,1585,N,22.7
2022-06,BLDG-b147de9a1e70,3,37237,33602,5,15.33,11,3.5,35.74,Y,21917,1521,206847,0.253,Y,154.3,29495,N,50.17
2021-07,BLDG-f7e02178e964,0,94275,80818,5,9.4,36,2.01,52.19,N,3898,1949,341319,0.984,N,167.1,32066,Y,11.05
2025-10,BLDG-4bd59b85cf2a,2,88541,86326,1,2.14,36,1.87,40.96,N,19717,2216,353648,4.806,Y,86.1,25629,Y,51.01
2021-08,BLDG-f5de3c9cb9ff,1,127835,128824,7,9.06,11,2.15,51.57,N,1043,881,103530,2.476,N,189.2,5568,N,54.72
2022-10,BLDG-ec31570bf436,1,170513,147883,4,12.8,24,4.35,21.46,Y,16276,809,61850,5.008,Y,169.4,20024,Y,45.37
2023-03,BLDG-587318972fce,5,133871,134548,5,25.56,3,3.68,51.25,Y,68,1008,184012,7.591,N,106.0,29836,N,60.46
2021-10,BLDG-e14acf761a67,4,147346,148114,8,1.55,24,2.2,18.74,N,12753,5841,288262,1.326,N,185.4,11178,Y,18.74
2025-03,BLDG-97e626a3a213,4,171918,166495,1,12.93,24,4.18,49.8,Y,16078,1103,7853,7.249,N,129.1,40744,N,18.56
2021-07,BLDG-9df5b703a0b6,2,12435,10782,3,24.11,11,4.88,38.76,N,15995,1983,329610,3.823,Y,33.9,23196,Y,5.75
2019-05,BLDG-1a85bec8fdc0,3,177609,181009,4,11.93,12,2.4,30.8,N,5630,1710,315678,4.973,Y,49.6,12296,Y,54.85
2023-09,BLDG-77f31740497e,0,111341,98791,8,4.77,11,4.63,15.37,N,9131,527,299307,4.341,Y,44.1,24888,N,57.12
2019-05,BLDG-9640e004d9b3,4,77913,75997,0,10.77,24,4.11,36.89,Y,19491,138,152715,1.72,Y,172.3,29854,N,11.45
2019-01,BLDG-62eb6c55f92d,1,60968,59551,6,24.4,11,2.59,11.0,N,12816,4289,116249,7.946,N,199.0,44131,Y,39.46
2021-09,BLDG-10d8a1f31d41,5,49030,43026,5,2.13,9,4.69,12.01,N,19936,358,255899,4.88,N,84.5,36937,N,17.56
2022-04,BLDG-215b47cf2e9d,5,153627,142006,5,13.17,3,2.19,12.42,N,108,3623,348237,2.701,Y,160.5,5984,N,61.41
2020-08,BLDG-ff85f750d8e0,5,34691,30847,8,22.4,6,2.08,11.08,Y,18929,5342,212153,3.851,Y,60.8,23809,Y,23.33
2021-11,BLDG-7b004ccd0c07,0,173143,152055,3,21.7,9,4.95,34.0,Y,12795,2906,116892,5.883,Y,83.7,2981,N,4.6
2025-07,BLDG-46ae21dad79b,0,124548,124703,4,17.36,6,2.88,12.98,Y,5961,4915,212685,3.138,Y,183.1,8915,N,52.18
2019-07,BLDG-26570c436262,2,60019,56016,1,27.54,36,3.46,14.2,Y,7865,1897,126633,6.458,Y,100.9,6832,N,42.9
2023-07,BLDG-27938962dd77,5,27594,25846,8,4.18,3,3.48,29.48,N,17217,3117,49417,0.263,N,75.4,9707,Y,28.07
2021-11,BLDG-4aa6ec629513,4,147076,125757,8,2.19,12,3.58,17.15,Y,14333,5035,137116,0.954,Y,65.4,14888,N,14.1
2023-11,BLDG-1575dca9c9a0,0,119255,112060,5,17.45,6,3.49,8.17,Y,3787,2362,65568,7.356,Y,124.3,28800,N,40.22
2022-04,BLDG-a8bee4c9292a,1,122143,119698,8,4.38,36,2.69,19.06,N,17198,3294,207198,7.551,Y,67.2,26460,Y,25.59
2022-08,BLDG-8505d3e057ff,4,12479,11435,7,21.68,6,2.13,38.32,N,3356,4513,190782,6.342,Y,161.0,1160,N,60.72
2021-05,BLDG-383b4a489e47,3,138245,139743,3,21.19,24,4.93,41.49,Y,20981,595,254363,5.83,N,155.7,36538,Y,56.27
2021-01,BLDG-308e769e33ec,1,24047,22285,3,22.61,24,2.36,47.36,Y,14036,3796,55956,5.362,Y,116.6,39342,Y,33.75
2020-04,BLDG-9e186020aa77,4,30596,28123,2,0.6,36,2.9,24.51,N,9166,3545,155319,6.777,Y,174.0,3992,N,33.66
2021-10,BLDG-4228c6702b88,3,97152,86087,5,21.99,9,2.5,42.27,N,21819,2595,76434,6.85,Y,102.8,7774,Y,48.34
2023-05,BLDG-7ab99a7ee20e,0,98727,91061,7,13.51,11,3.68,13.15,Y,9727,3798,20576,4.206,Y,42.1,20688,N,10.46
2019-05,BLDG-5cf10401fd4c,3,47293,40383,4,6.64,6,2.62,18.78,Y,20348,5660,5143,4.04,N,129.1,41319,Y,16.88
2021-08,BLDG-d95e96c13a2a,5,16097,14293,8,10.25,3,2.14,9.25,Y,23099,2793,210886,2.759,N,196.3,29670,Y,26.66
2024-07,BLDG-462765953574,3,97512,84730,6,22.24,11,2.62,28.63,Y,6648,5237,326026,0.702,Y,43.8,41201,Y,2.13
2021-01,BLDG-1b6e21bf2529,2,135921,121865,2,5.3,12,1.94,50.12,Y,15752,249,232223,7.963,Y,146.9,10219,Y,14.23
2024-09,BLDG-5537d1b7ee98,1,53500,50357,7,1.07,24,4.19,29.06,N,3085,840,100926,5.915,Y,112.0,24943,Y,48.1
2023-10,BLDG-b962692cec07,0,72804,63109,7,0.5,11,4.86,54.11,N,7357,35,62873,0.627,N,142.8,32775,Y,61.73
2022-08,BLDG-d45db240299c,0,45283,43814,0,15.04,12,3.73,28.03,Y,17209,5478,320657,3.973,Y,35.8,290,Y,40.44
2022-04,BLDG-51f3039df7a7,0,7170,6220,7,7.05,12,2.59,12.07,N,14360,4059,22309,1.774,N,100.0,38298,N,63.99
2022-11,BLDG-a6bb97a5ee43,1,97388,97174,7,12.4,3,4.17,23.35,Y,4034,4819,343576,4.236,Y,96.9,25188,Y,54.53
2019-06,BLDG-f8d05d433024,2,5426,5431,7,17.1,11,2.52,14.62,Y,16033,5067,39429,5.758,N,136.4,42234,Y,27.07
2022-04,BLDG-ace0e0dc7509,3,126653,114279,7,25.73,3,2.6,19.82,Y,13722,3782,345774,2.018,N,113.4,13272,N,37.02
2019-10,BLDG-d2cfb01d6851,3,127815,119661,7,28.0,11,3.53,43.75,N,14262,3762,95999,6.209,Y,52.3,27741,N,55.12
2021-01,BLDG-af319afb5536,5,170380,146240,3,12.42,12,4.36,47.48,Y,1074,4164,272882,5.141,N,37.2,38541,Y,20.29
2021-04,BLDG-17ba91e23d21,5,129689,123525,1,22.85,3,4.7,51.62,Y,3010,5170,120451,1.792,N,70.8,18862,Y,28.13
2022-08,BLDG-27cc138aee44,4,44470,44478,2,21.91,11,3.04,34.01,Y,5326,370,62958,1.781,N,192.8,38038,N,64.77
2020-11,BLDG-f46c58e6573c,1,68353,61259,7,16.23,9,1.93,11.74,N,526,2414,93552,1.484,N,65.9,34039,N,43.07
2023-05,BLDG-a90a2e1f9b15,2,109778,94956,4,3.06,24,2.82,23.67,N,956,3539,142888,2.101,Y,177.2,6129,N,18.28
2024-12,BLDG-69423eaa2420,3,39261,36774,0,12.16,24,3.7,40.48,N,21948,970,27956,0.371,Y,51.9,34404,Y,38.06
2021-01,BLDG-95176cc37451,3,7883,7357,8,20.7,6,2.04,36.03,N,16561,4931,131137,7.075,Y,121.5,7895,Y,57.22
2023-10,BLDG-ac3c481b7bd1,3,93474,94006,2,7.11,3,2.3,45.13,Y,22524,4829,135229,6.144,N,146.1,43086,Y,41.42
2021-05,BLDG-95c657610364,3,48104,44539,7,17.88,3,3.89,32.62,N,10440,2863,294943,4.58,Y,56.2,26048,Y,15.92
2022-01,BLDG-a8f5f1bc31c1,1,165456,165325,3,6.33,3,4.61,41.19,Y,13629,420,165421,7.557,Y,153.7,7,N,29.51
2021-07,BLDG-6d1c768c7f1b,0,87730,75418,7,12.18,36,2.45,28.0,Y,12735,4896,135763,1.225,Y,33.5,1455,Y,35.16
2019-10,BLDG-1e6c483ef003,3,52264,47495,7,0.35,9,2.87,45.23,N,6734,4826,62927,3.441,N,113.3,37272,Y,39.36
2021-01,BLDG-217c109cf979,2,75293,72224,4,9.15,12,3.07,35.48,Y,6442,4967,188027,2.721,Y,112.8,1031,Y,16.86
2020-11,BLDG-a9e978baf574,2,108416,105283,8,14.98,11,2.35,44.48,Y,12239,457,3886,1.612,N,193.7,32435,N,3.11
2025-09,BLDG-3df2bd01f771,5,111242,108902,5,15.22,9,4.82,37.27,Y,21733,1737,113571,5.786,Y,45.4,860,Y,47.38
2025-08,BLDG-76b9708384a0,5,140882,139324,3,23.16,6,2.16,52.91,Y,9223,1987,264231,4.899,Y,100.3,26559,N,30.47
2024-06,BLDG-39194d1c9579,5,95033,82002,3,24.94,24,2.02,11.5,Y,16174,5511,180346,4.684,Y,110.0,25211,N,25.19
2023-10,BLDG-70b3bf48c767,5,135163,137713,0,20.9,36,2.66,44.74,Y,16699,3252,281760,7.693,N,163.2,22086,Y,36.73
2025-11,BLDG-9de9d7a2b74a,0,42377,41232,2,4.91,12,4.03,25.1,Y,13979,3929,158283,7.016,N,31.5,25002,Y,3.63
2020-11,BLDG-3a4be2f93726,5,90903,84836,5,20.11,9,4.44,30.69,Y,24702,5596,266826,0.307,N,36.0,200,N,32.23
2023-08,BLDG-0e96f7108395,5,67496,67485,5,25.31,6,3.2,9.31,Y,7365,4922,46666,7.679,N,54.4,29630,N,7.08
2023-07,BLDG-0c8407d7cfc0,0,10665,10719,0,8.75,11,4.91,17.82,N,14184,2503,168965,2.739,Y,118.6,9098,N,51.93
2020-02,BLDG-1147242a918a,3,43288,37465,8,14.88,36,3.11,47.52,Y,1159,3320,193272,4.907,Y,71.0,42831,N,54.25
2025-03,BLDG-57992b456a6e,3,175685,168478,7,0.27,24,2.83,22.15,Y,9867,3152,178695,3.338,Y,80.2,41539,N,15.09
