care_costs_billing_year,care_costs_drg_code,care_costs_allowed_amount_avg,care_costs_paid_amount_avg,care_costs_patient_responsibility_avg,care_costs_charge_amount_avg,care_costs_cost_to_charge_ratio,care_costs_denial_rate_pct,care_costs_prior_auth_required_flag,care_costs_appeal_overturn_rate,care_costs_collection_rate_pct,care_costs_charity_care_share_pct,care_costs_bad_debt_share_pct,care_costs_price_transparency_file_flag,care_costs_shoppable_service_code,care_costs_site_of_care_shift_index,care_costs_contracted_rate_index,care_costs_out_of_network_rate_index,care_costs_surprise_bill_incidence_rate,care_costs_inflation_adjustment_base
2014,DRG00152,62377.5,55942.89,12575.51,122319.68,0.51,5.12,1,84.57,59.27,8.1,15.03,1,SHOP000152,0.1403,93.41,183.3,1.19,CPI_2012
2009,DRG00153,57236.15,46529.89,11968.12,257929.37,0.2219,2.85,1,61.58,66.96,11.55,5.09,1,SHOP000153,0.6012,73.27,216.75,6.123,PCE_2017
2012,DRG00154,65328.99,45441.27,7207.81,232352.39,0.2812,22.0,1,46.02,58.34,3.11,10.14,1,SHOP000154,0.3254,129.25,216.85,0.965,PCE_2012
2023,DRG00155,23419.65,22395.45,2913.49,111976.69,0.2091,8.43,1,38.38,58.03,2.23,0.92,1,SHOP000155,0.4845,124.37,123.85,5.22,CPI_2017
2015,DRG00156,27823.97,16270.16,3536.02,102042.72,0.2727,1.33,0,17.48,64.45,11.49,5.83,0,SHOP000156,0.2349,124.26,131.03,4.609,PCE_2022
2017,DRG00157,40504.1,27243.56,2262.4,109613.38,0.3695,7.6,0,30.61,72.31,9.66,12.45,1,SHOP000157,0.8242,137.75,100.92,3.196,CPI_2012
2023,DRG00158,17849.26,13594.97,816.85,37126.13,0.4808,17.11,1,49.38,98.15,4.24,17.78,0,SHOP000158,0.4571,94.3,95.1,3.691,PCE_2012
2024,DRG00159,67362.48,37962.99,15391.43,183407.88,0.3673,6.63,1,6.27,63.1,1.02,16.34,1,SHOP000159,0.5838,134.0,144.26,3.3,CPI_2022
2020,DRG00160,16948.15,15763.91,2849.93,47444.72,0.3572,4.17,1,26.92,67.75,9.31,7.18,1,SHOP000160,0.0022,129.02,189.17,1.634,PCE_2012
2020,DRG00161,12673.24,8404.59,964.27,48306.14,0.2624,7.64,0,24.62,47.04,3.75,14.54,1,SHOP000161,0.964,74.11,110.55,3.055,PCE_2012
2017,DRG00162,46083.19,35493.73,6394.4,107832.52,0.4274,13.7,1,21.49,64.07,7.8,13.69,0,SHOP000162,0.1625,92.24,216.54,3.143,CPI_2022
2009,DRG00163,47676.67,44518.62,6722.93,169346.69,0.2815,21.38,1,71.09,81.45,6.98,2.7,0,SHOP000163,0.6663,94.67,213.32,3.237,CPI_2017
2009,DRG00164,9108.47,6282.22,2240.43,30672.59,0.297,24.64,1,5.98,86.53,10.16,12.9,1,SHOP000164,0.2465,106.0,122.62,6.387,PCE_2012
2009,DRG00165,49505.7,38819.55,1824.37,163682.9,0.3024,7.31,0,12.72,55.45,1.84,5.66,1,SHOP000165,0.4639,79.18,99.64,0.796,PCE_2022
2011,DRG00166,12744.69,7242.34,1848.2,23443.98,0.5436,1.59,1,33.07,45.06,3.04,17.48,0,SHOP000166,0.861,126.38,133.86,2.687,PCE_2022
2010,DRG00167,21755.12,13565.7,1464.96,100807.16,0.2158,12.01,1,44.7,95.48,5.92,1.11,1,SHOP000167,0.8814,111.58,139.64,0.795,PCE_2017
2025,DRG00168,37183.17,26407.4,8018.49,69574.72,0.5344,16.41,0,81.35,91.99,11.47,11.12,0,SHOP000168,0.1387,100.02,86.49,2.692,PCE_2017
2021,DRG00169,24290.74,17123.73,6034.44,113458.91,0.2141,6.17,1,68.99,83.5,5.96,2.86,0,SHOP000169,0.3662,71.13,80.11,5.99,CPI_2012
2025,DRG00170,16467.07,13831.21,1252.95,63338.09,0.26,5.61,1,54.82,71.33,0.1,2.49,1,SHOP000170,0.9934,81.66,143.51,0.099,CPI_2017
2013,DRG00171,42088.83,34731.47,2503.76,104093.84,0.4043,23.34,0,7.36,41.44,3.08,11.99,0,SHOP000171,0.2289,127.96,147.02,1.797,PCE_2012
2015,DRG00172,65550.66,38662.86,11540.87,138319.77,0.4739,19.74,0,53.98,71.53,10.25,12.45,0,SHOP000172,0.1862,127.43,186.31,1.975,PCE_2012
2017,DRG00173,4995.57,3641.78,233.75,21199.66,0.2356,3.53,0,69.35,73.35,1.04,12.05,1,SHOP000173,0.0468,110.31,161.21,3.785,CPI_2022
2009,DRG00174,58424.71,47925.17,11494.23,149949.22,0.3896,13.49,0,79.44,50.75,8.52,9.61,1,SHOP000174,0.977,91.64,123.33,1.398,CPI_2022
2024,DRG00175,43482.99,35900.92,2985.39,102939.01,0.4224,16.64,1,36.75,47.32,0.89,1.65,0,SHOP000175,0.295,117.23,96.0,1.643,PCE_2012
2012,DRG00176,58858.39,34510.78,2145.18,164212.05,0.3584,18.68,0,30.42,99.43,2.96,14.53,1,SHOP000176,0.7242,86.54,200.5,0.829,CPI_2012
2011,DRG00177,33875.41,28105.02,5227.75,95618.64,0.3543,3.35,1,32.6,70.63,3.71,7.62,1,SHOP000177,0.8768,94.41,192.13,1.808,CPI_2012
2014,DRG00178,49870.77,30956.75,3726.28,171988.37,0.29,7.4,1,64.56,86.97,6.74,1.53,0,SHOP000178,0.2929,104.37,98.55,4.662,CPI_2012
2019,DRG00179,18569.66,15583.13,4320.84,46916.56,0.3958,10.88,1,22.24,61.67,10.22,5.15,0,SHOP000179,0.3962,87.62,98.31,5.383,PCE_2012
2012,DRG00180,53571.62,52101.96,6757.04,144587.32,0.3705,1.07,1,42.83,48.37,1.29,17.9,0,SHOP000180,0.0512,134.32,213.74,2.389,CPI_2012
2018,DRG00181,44891.78,33318.41,9999.42,115021.22,0.3903,11.3,1,62.37,77.19,2.02,4.19,1,SHOP000181,0.2632,123.86,197.55,1.461,CPI_2022
2010,DRG00182,32873.83,26693.65,3004.12,70571.8,0.4658,1.26,1,43.75,98.13,3.02,11.22,0,SHOP000182,0.6692,140.0,116.65,4.117,PCE_2017
2009,DRG00183,5621.41,5251.69,294.81,10645.52,0.5281,3.16,1,20.77,80.48,9.09,6.78,0,SHOP000183,0.1747,71.95,145.97,1.402,CPI_2022
2014,DRG00184,60011.2,38819.03,3180.31,206510.34,0.2906,16.53,1,6.98,97.99,10.96,14.34,0,SHOP000184,0.4277,100.12,167.64,5.533,PCE_2022
2019,DRG00185,63293.47,41156.13,13268.86,205737.51,0.3076,22.49,0,16.92,95.31,9.56,3.08,1,SHOP000185,0.3118,104.77,112.29,3.418,CPI_2017
2019,DRG00186,51724.58,31783.98,10815.84,132960.8,0.389,6.52,1,16.7,99.13,2.59,12.27,1,SHOP000186,0.5996,92.93,151.29,6.26,CPI_2012
2021,DRG00187,64264.73,36813.6,15327.66,248743.07,0.2584,4.93,1,55.26,83.14,11.17,10.45,0,SHOP000187,0.2598,130.67,183.17,4.219,CPI_2012
2024,DRG00188,55247.93,39016.84,4930.68,134049.62,0.4121,17.78,0,47.05,94.33,2.73,3.48,0,SHOP000188,0.2704,119.83,85.37,5.554,PCE_2012
2018,DRG00189,53735.32,42309.77,10996.48,213576.67,0.2516,0.43,1,33.03,61.53,0.04,17.81,1,SHOP000189,0.7912,132.33,155.63,1.149,PCE_2022
2010,DRG00190,43970.14,29599.18,10783.94,128769.44,0.3415,13.94,0,10.46,67.47,2.64,3.84,1,SHOP000190,0.7144,127.31,211.94,5.293,PCE_2012
2011,DRG00191,63584.78,60106.94,3544.98,290639.39,0.2188,21.44,1,11.25,86.5,0.96,15.97,0,SHOP000191,0.6136,92.9,165.69,2.16,PCE_2012
2018,DRG00192,25349.49,24797.6,1862.49,89448.1,0.2834,13.16,1,83.75,88.19,0.96,11.29,1,SHOP000192,0.4521,127.07,193.2,5.198,PCE_2017
2023,DRG00193,19490.81,12034.11,534.31,47722.57,0.4084,8.67,1,22.36,96.35,1.05,17.55,1,SHOP000193,0.4695,83.41,187.42,4.042,CPI_2017
2018,DRG00194,64487.14,40475.32,8318.8,253811.7,0.2541,9.73,0,75.24,70.45,10.76,8.81,1,SHOP000194,0.9003,93.66,204.0,1.368,CPI_2012
2024,DRG00195,63818.97,51546.13,14931.79,169564.81,0.3764,8.15,1,47.9,47.76,3.07,2.65,1,SHOP000195,0.4176,94.23,201.48,6.455,PCE_2012
2014,DRG00196,39025.04,33955.83,1389.29,102891.36,0.3793,22.24,1,57.09,85.52,0.21,6.98,1,SHOP000196,0.906,86.13,94.26,4.162,PCE_2012
2020,DRG00197,31252.4,23222.82,6160.11,72579.26,0.4306,4.35,0,77.04,47.99,2.91,13.53,1,SHOP000197,0.329,133.33,155.94,3.115,PCE_2017
2023,DRG00198,22011.34,14505.46,602.54,81253.44,0.2709,9.18,0,9.78,42.8,2.47,4.04,1,SHOP000198,0.3545,74.52,133.98,3.154,CPI_2022
2025,DRG00199,12496.72,10858.93,2508.12,44242.18,0.2825,9.86,0,72.15,97.38,6.15,15.43,1,SHOP000199,0.6069,74.42,182.48,1.115,CPI_2017
2014,DRG00200,37565.91,31830.74,4684.79,155679.97,0.2413,23.57,1,43.08,96.59,7.21,7.99,1,SHOP000200,0.0972,79.55,98.07,1.745,PCE_2022
2018,DRG00201,42638.42,39324.85,4805.65,80110.62,0.5322,9.11,0,57.11,49.88,10.67,4.19,1,SHOP000201,0.5376,138.81,136.9,6.091,CPI_2012
2010,DRG00202,41222.29,29388.13,3847.67,197464.74,0.2088,18.66,1,67.76,61.81,9.12,13.46,0,SHOP000202,0.3531,94.33,142.83,1.572,CPI_2017
2012,DRG00203,43010.54,24131.88,1267.12,95181.36,0.4519,12.59,1,36.96,54.76,6.56,16.61,1,SHOP000203,0.5895,80.17,120.37,2.443,PCE_2012
2012,DRG00204,48590.34,43819.46,6821.89,188424.32,0.2579,0.8,0,78.9,43.46,5.11,6.58,0,SHOP000204,0.4808,77.78,131.91,3.33,PCE_2012
2010,DRG00205,58276.37,55289.53,13444.77,170192.62,0.3424,18.87,0,66.24,58.63,0.04,6.08,1,SHOP000205,0.7524,71.24,110.38,2.69,PCE_2022
2019,DRG00206,42548.12,27480.17,6082.66,187948.98,0.2264,9.81,1,58.9,78.1,3.62,12.81,1,SHOP000206,0.0538,126.53,135.25,1.223,PCE_2012
2015,DRG00207,23663.02,22908.34,3632.41,91975.88,0.2573,9.35,0,46.2,46.38,7.67,13.2,1,SHOP000207,0.7025,100.1,123.0,0.337,CPI_2012
2014,DRG00208,42309.07,25263.73,8485.34,199551.14,0.212,14.68,0,43.06,71.84,4.05,2.23,1,SHOP000208,0.4282,104.27,190.7,0.578,PCE_2012
2009,DRG00209,27893.59,26771.91,6034.79,63878.53,0.4367,16.09,0,59.67,86.33,10.24,17.91,1,SHOP000209,0.5661,98.57,208.42,1.508,PCE_2017
2012,DRG00210,64106.58,39531.79,14719.54,175072.49,0.3662,20.18,1,16.54,76.05,7.45,9.31,1,SHOP000210,0.0031,132.47,125.04,1.508,CPI_2012
2020,DRG00211,19721.78,13096.67,1840.51,65603.43,0.3006,23.12,1,79.83,63.05,7.47,1.08,0,SHOP000211,0.7108,88.11,210.54,2.756,PCE_2022
2012,DRG00212,33959.07,19796.97,5283.67,110981.26,0.306,2.08,0,50.67,90.3,5.97,15.29,1,SHOP000212,0.3286,80.26,105.62,6.187,CPI_2017
2020,DRG00213,43441.2,40120.14,1550.29,155715.88,0.279,21.28,1,70.22,77.46,9.17,4.05,1,SHOP000213,0.9598,107.25,83.99,1.309,CPI_2012
2020,DRG00214,46010.25,25900.36,10488.21,117806.43,0.3906,13.23,0,13.57,64.5,4.27,11.9,1,SHOP000214,0.7151,102.58,137.57,1.495,CPI_2022
2013,DRG00215,12742.16,8161.39,803.28,56826.88,0.2242,21.6,0,40.53,79.41,9.32,11.94,1,SHOP000215,0.0833,121.22,197.33,4.302,PCE_2017
2023,DRG00216,65336.05,58546.17,13587.07,304686.78,0.2144,24.46,0,31.3,53.29,7.54,14.27,1,SHOP000216,0.2324,132.08,192.02,2.48,CPI_2022
2009,DRG00217,67665.24,58810.1,6733.79,211809.7,0.3195,16.95,1,49.8,69.93,10.76,13.8,0,SHOP000217,0.0147,84.97,169.34,5.882,CPI_2012
2017,DRG00218,7853.29,6793.47,1334.4,14261.41,0.5507,8.12,0,25.86,44.47,5.79,10.16,0,SHOP000218,0.932,93.99,125.31,4.939,PCE_2017
2012,DRG00219,48132.53,38896.89,2577.48,223065.57,0.2158,18.45,1,35.65,68.03,0.53,0.89,0,SHOP000219,0.7831,77.42,104.41,5.008,PCE_2012
2013,DRG00220,60881.41,46745.44,13920.2,266359.52,0.2286,0.22,0,50.49,85.5,8.88,11.5,1,SHOP000220,0.3071,106.8,190.44,2.913,PCE_2017
2025,DRG00221,35716.66,27613.2,2465.48,156529.0,0.2282,9.83,1,69.03,59.77,8.9,3.8,1,SHOP000221,0.1674,110.07,201.44,1.363,CPI_2017
2025,DRG00222,7953.98,5539.6,1195.51,14794.99,0.5376,7.72,0,76.82,54.82,7.44,9.34,1,SHOP000222,0.7236,139.09,91.85,4.439,PCE_2017
2009,DRG00223,49183.52,33720.67,8068.36,179696.27,0.2737,14.36,0,23.38,88.36,11.61,17.5,1,SHOP000223,0.9459,102.21,89.06,6.435,PCE_2022
2012,DRG00224,6504.91,5710.67,1452.99,21217.26,0.3066,18.33,0,58.86,45.67,8.89,10.83,1,SHOP000224,0.7246,114.97,126.86,5.31,PCE_2022
2016,DRG00225,32913.41,22446.66,3605.19,155330.41,0.2119,16.01,1,14.57,59.18,10.25,10.65,0,SHOP000225,0.0303,91.37,189.48,2.204,CPI_2012
2024,DRG00226,44690.52,25267.08,3092.26,98890.51,0.4519,24.51,1,71.9,72.12,2.32,16.54,1,SHOP000226,0.1541,76.42,132.91,2.228,CPI_2012
2023,DRG00227,47702.41,30152.43,6650.3,216533.08,0.2203,24.96,1,33.99,53.65,3.61,16.31,1,SHOP000227,0.231,113.37,203.08,0.596,CPI_2012
2016,DRG00228,31487.16,18543.09,4028.22,97701.23,0.3223,16.48,1,26.09,65.34,10.18,9.0,1,SHOP000228,0.5659,89.7,162.33,4.041,CPI_2012
2016,DRG00229,6339.78,4103.65,1126.87,23887.38,0.2654,6.38,1,41.44,92.59,7.85,4.07,0,SHOP000229,0.5153,115.08,124.93,3.139,CPI_2022
2010,DRG00230,62905.43,44954.87,4681.17,207952.09,0.3025,5.77,1,64.7,83.23,4.1,12.07,1,SHOP000230,0.5945,131.45,174.32,1.214,CPI_2017
2020,DRG00231,18761.03,14124.46,769.55,86194.77,0.2177,11.23,1,25.29,74.53,4.41,10.43,1,SHOP000231,0.1963,102.05,149.9,6.001,PCE_2022
2020,DRG00232,55802.42,35480.34,2101.45,180502.01,0.3092,17.05,1,54.69,41.01,4.7,2.6,1,SHOP000232,0.5136,133.32,85.84,1.854,CPI_2022
2019,DRG00233,40387.87,22936.86,7805.59,77547.16,0.5208,9.59,1,52.46,62.09,0.72,1.24,1,SHOP000233,0.8473,101.59,170.41,1.182,PCE_2012
2014,DRG00234,55109.6,34299.67,12397.71,201398.47,0.2736,9.72,1,81.4,97.7,0.38,15.72,1,SHOP000234,0.0944,79.21,183.93,4.03,PCE_2022
2011,DRG00235,31293.03,23226.63,4461.3,107404.03,0.2914,23.32,1,20.71,68.98,1.14,4.43,1,SHOP000235,0.3454,73.16,98.58,4.414,PCE_2022
2012,DRG00236,64318.18,44265.72,15774.75,129462.17,0.4968,1.39,1,40.47,50.85,0.68,1.18,1,SHOP000236,0.1766,117.36,98.22,5.087,PCE_2022
2018,DRG00237,41032.99,35880.23,5873.79,134433.46,0.3052,9.68,1,42.6,45.21,6.78,8.69,1,SHOP000237,0.1067,81.91,145.88,2.719,PCE_2012
2024,DRG00238,42775.83,36454.6,8146.5,114043.17,0.3751,2.05,1,62.2,59.89,3.1,2.49,1,SHOP000238,0.1451,124.45,84.98,2.706,PCE_2022
2015,DRG00239,46950.9,28977.73,7730.57,86361.63,0.5437,10.23,1,5.87,45.85,8.29,11.3,1,SHOP000239,0.9997,97.58,191.86,6.404,PCE_2017
2015,DRG00240,56878.71,40075.22,7735.18,128424.96,0.4429,16.51,1,37.01,59.8,6.63,16.01,1,SHOP000240,0.3969,93.19,198.45,0.107,PCE_2022
2019,DRG00241,48139.73,29868.69,11360.83,102261.2,0.4708,10.09,1,83.42,56.96,2.04,0.38,1,SHOP000241,0.4416,88.28,105.25,5.253,PCE_2012
2023,DRG00242,11908.33,11365.35,961.31,34722.52,0.343,13.26,1,70.13,68.86,1.19,1.31,0,SHOP000242,0.0125,77.01,211.06,6.246,CPI_2022
2016,DRG00243,25870.26,15775.49,5433.91,47112.44,0.5491,5.2,0,56.62,50.64,8.01,10.04,1,SHOP000243,0.7765,114.03,219.66,0.046,CPI_2012
2020,DRG00244,40130.53,31425.58,9115.1,148694.49,0.2699,13.38,0,11.52,79.64,10.38,10.45,1,SHOP000244,0.4042,110.2,186.51,5.031,PCE_2012
2021,DRG00245,6613.26,4614.57,516.2,30248.99,0.2186,2.79,0,18.72,41.35,4.7,0.71,0,SHOP000245,0.9014,80.65,184.02,2.336,CPI_2017
2024,DRG00246,56331.76,45272.39,7006.21,222692.55,0.253,13.2,1,67.2,51.45,0.09,10.24,0,SHOP000246,0.1335,134.74,140.82,2.488,PCE_2012
2020,DRG00247,66162.21,58880.68,15767.48,198464.38,0.3334,8.89,1,79.41,74.5,11.16,11.78,1,SHOP000247,0.3455,87.32,88.48,3.762,PCE_2017
2011,DRG00248,15791.22,14838.08,1512.57,41620.68,0.3794,17.02,1,49.47,87.52,9.44,4.01,1,SHOP000248,0.7149,71.41,132.44,6.32,PCE_2022
2025,DRG00249,61070.75,42432.93,9509.16,180367.61,0.3386,16.29,1,37.95,54.06,9.3,9.17,1,SHOP000249,0.2573,88.28,152.55,2.406,PCE_2017
2013,DRG00250,12849.83,11049.95,1777.4,28004.28,0.4589,19.04,1,10.69,70.31,5.03,1.43,1,SHOP000250,0.1858,131.64,165.01,1.133,PCE_2012
2025,DRG00251,5666.44,4303.16,1216.9,13639.75,0.4154,4.31,1,16.88,51.82,11.97,8.66,1,SHOP000251,0.3279,132.26,155.42,5.569,PCE_2017
2013,DRG00252,7774.05,7058.93,824.87,33168.5,0.2344,10.75,0,50.26,52.14,0.76,14.02,0,SHOP000252,0.534,113.47,219.94,3.285,PCE_2022
2011,DRG00253,51200.03,49510.77,5669.66,124764.55,0.4104,24.54,1,41.88,93.13,6.25,9.39,1,SHOP000253,0.8559,72.45,133.21,6.252,PCE_2017
2021,DRG00254,59038.33,49823.02,6296.44,269524.59,0.219,15.14,1,56.46,96.5,4.77,7.63,1,SHOP000254,0.5372,83.8,100.12,0.218,CPI_2012
2016,DRG00255,51768.15,47989.4,5259.45,187125.04,0.2767,3.08,0,27.29,51.44,11.89,2.41,0,SHOP000255,0.9835,99.45,189.92,4.262,PCE_2012
2019,DRG00256,35387.48,21355.63,8305.16,98619.21,0.3588,19.12,1,49.97,44.06,3.87,8.55,1,SHOP000256,0.0674,93.05,157.47,6.429,PCE_2022
2013,DRG00257,28607.26,21603.64,7141.94,70287.37,0.407,9.17,1,61.71,40.2,8.05,2.76,1,SHOP000257,0.265,128.61,194.89,2.233,PCE_2017
2013,DRG00258,63675.63,60145.88,1815.41,213223.33,0.2986,16.47,1,63.45,68.22,11.16,1.67,1,SHOP000258,0.883,130.98,110.33,2.449,PCE_2017
2021,DRG00259,23420.74,20386.29,1135.5,65968.24,0.355,7.49,1,46.99,50.03,9.83,1.65,0,SHOP000259,0.1391,76.0,129.81,3.193,CPI_2012
2013,DRG00260,18680.87,17520.45,2168.82,48405.67,0.3859,2.9,1,54.73,90.04,11.35,1.18,1,SHOP000260,0.8015,92.65,119.86,2.783,PCE_2012
2018,DRG00261,6631.14,5003.43,225.55,13578.89,0.4883,11.18,0,12.17,86.68,11.5,8.71,1,SHOP000261,0.8346,82.05,139.99,4.347,CPI_2012
2022,DRG00262,10381.22,9041.2,2379.2,45152.7,0.2299,15.97,0,68.74,89.29,3.09,3.51,1,SHOP000262,0.6555,122.52,219.29,3.265,CPI_2012
2022,DRG00263,57155.21,44491.7,13093.02,268856.9,0.2126,21.48,0,61.33,54.2,5.02,10.34,1,SHOP000263,0.4818,86.15,122.82,2.235,PCE_2017
2014,DRG00264,3242.36,2915.41,471.58,7584.89,0.4275,1.47,1,69.99,71.76,3.13,7.06,1,SHOP000264,0.7917,70.29,185.37,2.079,PCE_2012
2013,DRG00265,34097.07,29670.26,4475.64,125975.92,0.2707,18.55,0,46.27,55.58,3.44,3.14,0,SHOP000265,0.9265,114.34,165.46,5.699,PCE_2012
2013,DRG00266,24737.61,15609.53,3266.19,89190.98,0.2774,3.18,0,75.1,65.38,7.08,2.05,0,SHOP000266,0.0211,104.04,194.99,5.884,PCE_2012
2024,DRG00267,66314.34,63762.86,12763.02,128344.31,0.5167,6.78,0,82.55,72.08,10.95,11.95,1,SHOP000267,0.4139,83.74,210.05,6.346,PCE_2017
2016,DRG00268,11584.23,9039.21,957.61,21941.65,0.528,1.6,1,68.56,54.49,5.79,7.45,0,SHOP000268,0.2497,103.79,117.04,3.22,CPI_2012
2024,DRG00269,8497.99,8189.15,1607.02,35225.2,0.2412,13.7,1,27.5,44.84,10.4,4.53,0,SHOP000269,0.6784,90.13,170.2,4.353,CPI_2022
2025,DRG00270,48305.47,28511.09,1071.25,123447.77,0.3913,21.15,0,47.58,45.79,1.46,15.33,1,SHOP000270,0.5133,98.71,146.23,4.409,PCE_2012
2025,DRG00271,4579.36,2859.98,1127.71,20268.59,0.2259,7.42,1,43.97,55.67,3.23,5.15,0,SHOP000271,0.231,99.13,192.36,2.603,CPI_2022
2016,DRG00272,29377.81,18876.55,3648.55,79377.25,0.3701,21.51,1,61.47,89.25,1.32,3.17,1,SHOP000272,0.6197,135.03,201.96,4.275,PCE_2022
2019,DRG00273,46657.53,43976.05,4113.92,135921.8,0.3433,9.28,0,14.93,82.37,9.55,7.32,1,SHOP000273,0.8778,127.67,162.06,0.592,CPI_2022
2020,DRG00274,54809.36,38000.2,5263.57,136035.95,0.4029,14.72,0,67.76,73.25,7.28,11.33,1,SHOP000274,0.645,79.19,192.52,3.326,CPI_2012
2011,DRG00275,66490.74,38965.87,6281.35,198726.42,0.3346,7.75,1,21.62,41.6,1.5,13.6,0,SHOP000275,0.1633,91.3,104.12,3.763,CPI_2017
2023,DRG00276,40085.12,27790.69,4751.89,86499.22,0.4634,6.58,1,20.01,45.12,9.95,17.24,0,SHOP000276,0.1827,116.05,148.67,3.315,CPI_2017
2025,DRG00277,26661.76,24753.15,1145.27,50915.11,0.5237,10.38,0,19.48,42.41,3.03,2.27,1,SHOP000277,0.9245,119.78,107.89,4.195,PCE_2022
2023,DRG00278,18648.98,10555.12,3135.93,44528.62,0.4188,23.05,1,53.49,58.67,7.99,2.72,0,SHOP000278,0.6635,126.51,212.55,5.291,PCE_2017
2014,DRG00279,7102.31,6261.18,1598.99,33362.86,0.2129,0.74,0,34.62,47.63,2.5,11.67,1,SHOP000279,0.9046,115.25,204.79,2.414,CPI_2022
2023,DRG00280,7864.76,5653.92,1257.53,31807.22,0.2473,4.85,0,12.49,99.32,11.02,11.81,1,SHOP000280,0.2645,87.32,193.25,0.374,PCE_2012
2015,DRG00281,54052.13,29879.24,11213.04,136819.34,0.3951,21.83,1,73.2,86.5,10.99,0.5,0,SHOP000281,0.1271,112.14,134.78,3.406,PCE_2017
2012,DRG00282,57805.73,47673.92,6432.04,141004.94,0.41,21.77,0,50.75,85.94,9.86,10.08,1,SHOP000282,0.9436,106.39,198.04,0.411,CPI_2012
2009,DRG00283,16551.38,12255.09,913.51,56248.0,0.2943,22.23,1,59.75,78.77,3.75,7.41,1,SHOP000283,0.9887,112.92,147.76,0.294,PCE_2017
2025,DRG00284,64569.82,37775.87,9608.89,203146.92,0.3178,20.53,0,72.92,69.1,3.92,0.58,0,SHOP000284,0.6478,86.53,105.36,0.675,PCE_2022
2023,DRG00285,53371.16,48617.42,3717.66,196267.97,0.2719,16.77,0,45.72,90.46,6.34,10.43,1,SHOP000285,0.0796,119.24,146.24,0.37,CPI_2017
2011,DRG00286,53851.05,50886.52,12831.89,173283.0,0.3108,24.39,1,57.46,98.36,5.95,7.27,1,SHOP000286,0.4084,123.25,140.13,5.476,CPI_2017
2017,DRG00287,67372.25,59363.24,16055.71,271133.78,0.2485,12.28,1,9.14,56.97,8.82,8.24,1,SHOP000287,0.0147,115.33,219.69,3.057,PCE_2017
2018,DRG00288,41732.35,25365.81,10310.53,83492.54,0.4998,21.89,1,83.55,68.96,11.71,11.82,1,SHOP000288,0.7068,77.99,149.91,6.015,CPI_2012
2012,DRG00289,52733.94,40808.19,12681.72,193586.97,0.2724,24.35,1,50.37,68.99,7.62,1.41,0,SHOP000289,0.2095,96.1,192.46,4.835,CPI_2017
2009,DRG00290,18661.21,15474.5,636.89,50077.91,0.3726,22.07,1,10.96,74.31,2.64,1.91,0,SHOP000290,0.0182,78.72,188.22,3.022,PCE_2022
2022,DRG00291,29435.17,23268.46,1458.87,84843.82,0.3469,4.17,1,65.9,42.13,3.76,11.41,0,SHOP000291,0.2487,100.99,110.39,4.71,PCE_2017
2013,DRG00292,47578.95,28853.7,3334.53,164653.51,0.289,15.88,1,40.28,94.98,11.69,12.47,0,SHOP000292,0.741,118.23,104.91,2.007,CPI_2012
2017,DRG00293,20401.29,19949.24,1782.88,60352.9,0.338,2.32,1,60.96,63.19,7.03,0.11,0,SHOP000293,0.0105,102.11,116.23,2.511,CPI_2012
2011,DRG00294,60960.78,54156.97,12075.28,248584.18,0.2452,19.51,1,37.26,92.1,2.02,9.14,0,SHOP000294,0.395,77.64,101.59,3.745,CPI_2012
2022,DRG00295,19024.29,15994.36,1053.83,80354.25,0.2368,13.25,0,38.17,89.12,10.98,0.23,0,SHOP000295,0.4923,105.46,173.26,4.287,PCE_2012
2014,DRG00296,44758.75,28167.74,1741.75,98269.05,0.4555,15.48,1,31.12,50.73,8.04,10.52,0,SHOP000296,0.6331,99.02,186.68,2.896,PCE_2017
2010,DRG00297,22643.22,18935.06,4257.11,50858.98,0.4452,23.4,1,45.62,88.47,3.24,12.36,1,SHOP000297,0.3717,76.17,84.64,1.698,PCE_2022
2013,DRG00298,30000.64,24991.81,5526.42,129447.65,0.2318,21.88,1,75.84,54.41,10.08,0.91,1,SHOP000298,0.225,101.78,96.61,1.719,CPI_2017
2024,DRG00299,29916.34,16847.66,3551.29,109464.29,0.2733,18.78,1,19.57,40.45,9.61,11.48,1,SHOP000299,0.124,111.82,169.55,0.47,CPI_2022
2020,DRG00300,42573.2,29573.51,965.62,83873.41,0.5076,10.89,1,34.27,98.33,7.32,11.23,0,SHOP000300,0.8634,109.02,157.3,4.167,CPI_2012
2016,DRG00301,55281.64,42101.57,2858.22,221936.41,0.2491,19.81,1,24.16,80.12,2.83,13.43,0,SHOP000301,0.682,103.21,155.72,4.01,PCE_2017
2017,DRG00302,59974.91,55835.65,12074.29,253663.59,0.2364,12.07,1,9.27,95.84,4.76,15.51,1,SHOP000302,0.4267,98.8,144.72,5.7,CPI_2017
2012,DRG00303,29401.05,20845.25,3255.16,73593.28,0.3995,17.2,0,51.4,76.15,6.32,11.51,1,SHOP000303,0.2484,126.75,90.77,5.338,PCE_2012
2021,DRG00304,56173.25,54239.65,8490.53,178057.09,0.3155,22.5,1,11.77,88.83,10.98,15.45,1,SHOP000304,0.9772,131.96,108.46,6.256,PCE_2012
2011,DRG00305,58038.18,33579.63,11286.24,123697.7,0.4692,6.58,1,70.21,57.73,2.8,7.9,1,SHOP000305,0.9979,139.91,131.29,2.042,PCE_2022
