lab_wages_reference_year,lab_wages_country_iso2,lab_wages_region_nuts_code,lab_wages_nace_section,lab_wages_occupation_isco_code,lab_wages_mean_hourly_earnings_eur,lab_wages_median_hourly_earnings_eur,lab_wages_wage_growth_pct,lab_wages_gender_pay_gap_unadjusted_pct,lab_wages_gender_pay_gap_adjusted_pct,lab_wages_collective_bargaining_coverage_pct,lab_wages_minimum_wage_level_eur_month,lab_wages_low_pay_share_pct,lab_wages_bonus_share_pct,lab_wages_inwork_poverty_rate_pct,lab_wages_labor_share_gdp_pct,lab_wages_unit_labor_cost_index,lab_wages_eurostat_table_code,lab_wages_revision_round,lab_wages_data_extract_date
2008,FI,PT719,I,2_PROFESSIONALS,40.64,34.93,0.35,8.3,5.11,39.52,662.27,18.65,17.88,10.47,51.33,113.79,lfs_gpg,SECOND,2024-04-21
2009,IE,CZ7,T,6_AGRI,33.57,30.37,3.2,4.91,3.47,62.91,1787.49,21.53,2.78,11.81,62.75,112.49,nama_10_lp_ulc,FIRST,2024-02-08
2010,MT,PL2,J,1_MANAGERS,32.07,28.33,2.4,14.24,5.56,53.75,622.17,14.89,8.78,9.31,52.22,93.81,earn_ses_hourly,FLASH,2025-05-17
2011,SK,NL6,U,5_SERVICE_SALES,20.29,17.88,6.19,2.78,2.05,36.59,359.4,27.14,4.46,15.3,58.62,111.78,earn_ses_annual,BENCHMARK,2024-12-03
2012,BE,SE928,K,9_ELEMENTARY,29.36,25.18,2.35,5.24,2.46,32.13,1270.31,18.56,4.85,12.92,47.06,85.16,lfs_gpg,SECOND,2024-10-02
2013,DK,FR68,A,4_CLERICAL,18.59,17.01,-0.74,3.84,2.39,73.86,1663.28,27.24,8.66,14.17,54.63,98.27,nama_10_lp_ulc,FIRST,2025-04-05
2014,GR,FR93,L,8_PLANT_MACHINE,32.63,28.39,3.28,15.79,5.92,68.77,1589.66,17.78,9.86,13.14,52.63,84.16,earn_ses_hourly,FLASH,2024-10-23
2015,LT,LU811,B,3_TECHNICIANS,38.14,32.62,0.1,4.25,1.64,67.59,1713.49,15.96,10.59,11.5,59.66,88.42,earn_ses_annual,BENCHMARK,2024-03-24
2016,PT,DK531,M,7_CRAFT,24.95,21.25,3.27,6.0,3.39,58.6,537.86,20.94,2.32,7.19,45.83,95.25,lfs_gpg,SECOND,2025-03-10
2017,SE,EE16,C,2_PROFESSIONALS,36.08,30.5,4.79,13.28,4.85,78.87,1488.15,5.81,15.87,8.84,60.59,109.59,nama_10_lp_ulc,FIRST,2024-06-02
2018,CY,LU67,N,6_AGRI,16.66,13.79,-0.18,17.64,8.78,44.77,1341.93,13.69,9.47,3.87,49.31,90.69,earn_ses_hourly,FLASH,2025-02-09
2019,FR,RO8,D,1_MANAGERS,38.07,31.38,7.35,5.35,3.2,62.24,1230.54,20.16,1.53,7.28,55.34,94.75,earn_ses_annual,BENCHMARK,2025-07-28
2020,IT,AT722,O,5_SERVICE_SALES,15.74,13.1,-0.97,18.56,10.86,22.13,605.89,23.46,4.17,14.45,52.29,81.24,lfs_gpg,SECOND,2026-02-23
2021,NL,HR32,E,9_ELEMENTARY,34.27,29.18,1.99,12.0,7.62,66.6,2029.09,22.92,8.87,6.85,52.24,119.99,nama_10_lp_ulc,FIRST,2024-04-03
2022,SI,DK249,P,4_CLERICAL,18.6,16.82,1.29,12.33,5.2,16.88,1346.63,24.97,11.65,8.21,44.59,101.5,earn_ses_hourly,FLASH,2025-02-27
2023,BG,MT34,F,8_PLANT_MACHINE,42.12,33.41,3.39,9.65,4.84,48.71,492.04,12.97,3.47,9.9,52.05,123.58,earn_ses_annual,BENCHMARK,2025-06-11
2024,EE,NL919,Q,3_TECHNICIANS,39.94,35.4,-0.73,17.48,12.35,18.63,1339.65,22.94,2.21,3.76,53.28,123.57,lfs_gpg,SECOND,2026-02-05
2025,HU,SE476,G,7_CRAFT,11.26,10.37,7.24,3.38,1.51,72.37,1743.91,15.82,1.68,11.03,55.82,101.03,nama_10_lp_ulc,FIRST,2024-03-26
2006,LU,LU59,R,2_PROFESSIONALS,33.9,31.04,6.49,13.12,8.18,31.16,1864.34,10.46,7.19,5.53,52.34,88.1,earn_ses_hourly,FLASH,2025-04-22
2007,RO,BE169,H,6_AGRI,12.26,9.79,4.83,10.91,5.46,71.92,478.36,12.03,5.04,8.01,63.81,112.15,earn_ses_annual,BENCHMARK,2024-04-04
2008,AT,EE9,S,1_MANAGERS,51.43,45.99,-0.24,11.04,7.82,28.47,27.18,12.02,7.07,7.13,47.27,110.9,lfs_gpg,SECOND,2024-09-25
2009,CZ,FR729,I,5_SERVICE_SALES,12.66,11.41,0.31,12.9,7.7,76.42,1774.87,9.12,6.79,11.49,56.93,113.28,nama_10_lp_ulc,FIRST,2025-08-02
2010,DE,SI9,T,9_ELEMENTARY,11.56,9.2,-1.25,14.06,7.07,28.55,620.71,21.49,4.0,8.17,52.56,88.73,earn_ses_hourly,FLASH,2026-02-13
2011,LV,SE3,J,4_CLERICAL,23.32,21.16,7.28,12.98,6.23,66.48,1372.19,17.34,5.07,2.65,60.96,100.33,earn_ses_annual,BENCHMARK,2024-07-31
2012,PL,LU78,U,8_PLANT_MACHINE,31.82,25.44,-0.5,14.13,8.62,21.87,940.44,8.95,3.54,5.81,48.62,114.62,lfs_gpg,SECOND,2025-11-19
2013,ES,BE2,K,3_TECHNICIANS,39.56,35.27,5.82,14.86,8.49,55.97,818.7,13.66,5.91,4.55,46.09,93.87,nama_10_lp_ulc,FIRST,2024-06-09
2014,HR,SE4,A,7_CRAFT,35.13,27.8,4.78,3.53,1.56,71.57,1708.86,17.47,1.57,11.81,60.85,101.97,earn_ses_hourly,FLASH,2024-09-23
2015,FI,SE9,L,2_PROFESSIONALS,75.27,68.95,7.57,9.03,6.56,75.86,1526.21,10.13,0.93,7.97,64.68,110.81,earn_ses_annual,BENCHMARK,2024-06-15
2016,IE,SI88,B,6_AGRI,25.4,20.62,-0.55,11.99,6.59,80.3,295.07,26.06,1.29,4.49,62.55,95.36,lfs_gpg,SECOND,2025-05-01
2017,MT,DE541,M,1_MANAGERS,64.05,58.13,6.72,10.08,6.4,78.96,882.71,13.28,17.71,2.97,66.0,97.25,nama_10_lp_ulc,FIRST,2025-07-24
2018,SK,DK204,C,5_SERVICE_SALES,9.29,7.96,4.92,7.28,3.69,58.96,64.09,19.47,2.14,9.27,46.36,107.35,earn_ses_hourly,FLASH,2024-10-14
2019,BE,CZ6,N,9_ELEMENTARY,26.35,23.0,7.54,5.3,3.79,74.73,1654.92,19.27,8.41,2.66,62.16,108.01,earn_ses_annual,BENCHMARK,2025-04-27
2020,DK,SK426,D,4_CLERICAL,39.06,32.78,6.49,14.51,10.41,74.14,281.33,17.75,4.46,10.95,64.67,121.5,lfs_gpg,SECOND,2024-08-23
2021,GR,NL8,O,8_PLANT_MACHINE,32.74,28.36,1.47,6.3,3.0,73.82,224.46,19.91,6.01,5.66,50.13,96.41,nama_10_lp_ulc,FIRST,2024-03-16
2022,LT,CZ172,E,3_TECHNICIANS,33.93,29.73,-1.5,15.53,9.58,71.11,285.42,17.12,11.2,11.23,61.38,114.57,earn_ses_hourly,FLASH,2025-10-29
2023,PT,NL276,P,7_CRAFT,12.65,9.96,8.55,8.45,6.17,68.65,1915.01,27.72,4.06,14.88,56.48,118.35,earn_ses_annual,BENCHMARK,2024-08-31
2024,SE,MT5,F,2_PROFESSIONALS,92.23,72.31,6.45,10.08,5.39,84.25,1794.23,10.7,13.2,2.42,51.62,101.15,lfs_gpg,SECOND,2024-04-23
2025,CY,IT774,Q,6_AGRI,22.97,18.86,0.49,18.58,9.01,76.42,1101.76,8.39,5.34,9.14,61.78,95.53,nama_10_lp_ulc,FIRST,2025-08-16
2006,FR,BE87,G,1_MANAGERS,31.39,24.96,-0.46,14.95,10.15,36.47,1452.54,22.54,7.26,4.03,52.29,86.55,earn_ses_hourly,FLASH,2024-05-06
2007,IT,NL20,R,5_SERVICE_SALES,10.76,9.85,0.85,5.19,3.28,27.86,359.06,27.63,6.54,10.82,57.75,104.07,earn_ses_annual,BENCHMARK,2025-07-19
2008,NL,RO857,H,9_ELEMENTARY,24.61,19.96,4.59,19.75,7.98,36.1,2527.24,10.5,4.93,6.64,43.9,115.58,lfs_gpg,SECOND,2024-03-09
2009,SI,FI4,S,4_CLERICAL,30.2,27.51,1.5,2.87,1.07,34.83,50.15,19.53,11.25,11.77,57.26,113.89,nama_10_lp_ulc,FIRST,2024-09-22
2010,BG,PT2,I,8_PLANT_MACHINE,15.25,12.36,6.49,6.04,3.02,44.32,493.19,25.03,0.52,10.56,46.53,108.47,earn_ses_hourly,FLASH,2025-12-03
2011,EE,HU326,T,3_TECHNICIANS,13.26,11.02,6.4,12.51,7.74,24.15,855.51,19.59,8.69,13.46,44.75,117.27,earn_ses_annual,BENCHMARK,2025-12-27
2012,HU,SK1,J,7_CRAFT,21.11,18.06,4.91,14.29,6.82,75.47,1439.37,23.12,7.26,12.04,58.68,119.15,lfs_gpg,SECOND,2026-02-15
2013,LU,FI49,U,2_PROFESSIONALS,60.33,55.17,3.23,2.17,1.56,20.1,666.81,19.47,2.76,5.26,43.91,105.84,nama_10_lp_ulc,FIRST,2025-09-03
2014,RO,DK834,K,6_AGRI,22.0,18.56,3.87,14.21,5.54,58.68,1048.18,26.53,10.94,17.94,44.45,112.45,earn_ses_hourly,FLASH,2024-10-07
2015,AT,BE892,A,1_MANAGERS,71.65,66.58,3.91,3.67,2.52,62.92,669.76,16.8,1.89,2.43,65.04,103.93,earn_ses_annual,BENCHMARK,2025-06-16
2016,CZ,IT885,L,5_SERVICE_SALES,25.11,22.11,2.5,11.4,8.05,37.97,805.08,20.32,5.34,12.36,45.03,114.95,lfs_gpg,SECOND,2024-03-04
2017,DE,CY84,B,9_ELEMENTARY,14.57,11.9,1.45,18.86,7.2,44.79,458.38,7.98,6.38,4.02,48.44,79.63,nama_10_lp_ulc,FIRST,2026-02-23
2018,LV,HU7,M,4_CLERICAL,35.13,28.9,4.77,17.26,12.39,48.72,143.97,14.12,8.88,8.05,57.47,99.96,earn_ses_hourly,FLASH,2024-07-31
2019,PL,MT659,C,8_PLANT_MACHINE,41.91,34.89,-1.25,18.86,10.67,66.45,561.78,11.1,7.06,11.2,51.93,90.48,earn_ses_annual,BENCHMARK,2025-08-10
2020,ES,BG7,N,3_TECHNICIANS,30.49,23.8,7.21,15.01,10.79,68.75,340.63,13.85,9.51,4.4,57.15,86.95,lfs_gpg,SECOND,2024-03-05
2021,HR,AT662,D,7_CRAFT,32.66,30.16,4.0,6.78,4.08,40.45,1285.31,7.8,7.66,8.12,58.73,93.86,nama_10_lp_ulc,FIRST,2025-05-23
2022,FI,RO69,O,2_PROFESSIONALS,87.04,76.93,0.51,17.58,8.81,26.46,689.76,21.48,10.97,8.44,55.21,115.44,earn_ses_hourly,FLASH,2025-02-11
2023,IE,HR23,E,6_AGRI,13.6,10.62,4.22,16.01,8.78,53.03,1647.25,20.6,1.49,8.43,45.22,123.79,earn_ses_annual,BENCHMARK,2025-11-11
2024,MT,DK31,P,1_MANAGERS,59.06,50.18,7.58,10.77,4.45,21.32,1335.94,17.26,13.21,11.94,57.83,118.53,lfs_gpg,SECOND,2025-04-25
2025,SK,PT438,F,5_SERVICE_SALES,26.68,20.95,2.13,15.3,9.53,33.02,180.55,18.16,1.96,4.75,44.23,134.46,nama_10_lp_ulc,FIRST,2024-07-11
2006,BE,ES67,Q,9_ELEMENTARY,20.87,18.26,-0.66,17.58,8.2,94.55,1056.09,24.99,6.39,12.53,52.21,80.91,earn_ses_hourly,FLASH,2025-05-30
2007,DK,ES9,G,4_CLERICAL,13.08,10.21,-0.38,13.52,4.82,57.58,300.6,19.24,2.13,10.58,48.96,96.91,earn_ses_annual,BENCHMARK,2024-12-17
2008,GR,PL9,R,8_PLANT_MACHINE,30.98,27.77,2.71,2.0,0.82,56.64,627.91,14.2,10.5,5.53,55.8,101.24,lfs_gpg,SECOND,2025-06-28
2009,LT,RO24,H,3_TECHNICIANS,37.21,29.5,7.45,2.52,1.41,58.38,41.19,9.81,11.57,3.55,46.88,107.54,nama_10_lp_ulc,FIRST,2024-04-23
2010,PT,IE31,S,7_CRAFT,12.91,11.61,7.59,6.12,3.96,56.46,1156.67,17.41,9.43,2.61,55.06,109.34,earn_ses_hourly,FLASH,2024-01-10
2011,SE,HR51,I,2_PROFESSIONALS,50.57,41.79,3.95,18.96,13.21,64.38,734.25,12.85,5.01,6.58,51.49,103.57,earn_ses_annual,BENCHMARK,2025-08-20
2012,CY,BE41,T,6_AGRI,24.93,22.73,-0.56,7.68,5.48,67.48,686.89,27.72,10.12,9.9,55.04,113.38,lfs_gpg,SECOND,2025-02-22
2013,FR,BE173,J,1_MANAGERS,70.11,57.13,-0.05,17.63,8.51,57.27,2089.73,21.57,11.83,4.62,54.3,92.53,nama_10_lp_ulc,FIRST,2024-05-01
2014,IT,CZ45,U,5_SERVICE_SALES,13.61,10.78,3.01,9.51,5.44,21.3,623.29,7.09,11.81,3.83,57.16,96.38,earn_ses_hourly,FLASH,2024-10-12
2015,NL,SE5,K,9_ELEMENTARY,21.53,18.22,5.82,2.2,1.08,78.99,1568.7,18.17,7.58,4.23,65.9,90.16,earn_ses_annual,BENCHMARK,2025-04-13
2016,SI,EE6,A,4_CLERICAL,12.4,11.21,1.64,5.37,2.99,67.85,1110.28,7.93,8.39,3.05,60.66,112.75,lfs_gpg,SECOND,2024-03-14
2017,BG,DE56,L,8_PLANT_MACHINE,35.32,32.04,2.23,17.13,10.55,38.59,1740.37,8.61,2.5,3.79,56.46,107.45,nama_10_lp_ulc,FIRST,2024-11-10
2018,EE,SI205,B,3_TECHNICIANS,39.93,35.35,7.77,15.33,10.61,25.83,942.5,15.88,3.24,7.37,58.05,119.05,earn_ses_hourly,FLASH,2025-05-08
2019,HU,RO92,M,7_CRAFT,15.49,13.5,0.76,2.23,1.49,76.38,1777.29,10.51,4.87,8.88,51.21,82.26,earn_ses_annual,BENCHMARK,2025-10-21
2020,LU,HU74,C,2_PROFESSIONALS,61.01,54.97,-0.82,13.69,8.72,26.46,745.8,17.12,18.67,5.34,52.23,89.85,lfs_gpg,SECOND,2025-06-06
2021,RO,BE423,N,6_AGRI,20.96,16.94,3.09,4.8,2.37,80.34,65.64,11.84,4.57,2.62,61.88,111.51,nama_10_lp_ulc,FIRST,2025-12-17
2022,AT,DK578,D,1_MANAGERS,78.3,66.65,8.5,13.26,6.79,30.68,510.1,11.89,13.73,6.44,48.77,135.32,earn_ses_hourly,FLASH,2024-01-18
2023,CZ,AT707,O,5_SERVICE_SALES,32.15,27.51,8.44,18.8,11.96,72.57,1639.72,14.11,6.57,9.21,63.41,107.98,earn_ses_annual,BENCHMARK,2024-07-02
2024,DE,FR9,E,9_ELEMENTARY,24.97,19.98,3.25,11.88,8.34,75.47,937.47,8.16,1.77,5.8,63.25,131.12,lfs_gpg,SECOND,2024-07-28
2025,LV,PL1,P,4_CLERICAL,38.58,31.35,6.3,12.85,8.28,18.49,783.92,22.94,9.01,13.06,54.43,110.6,nama_10_lp_ulc,FIRST,2024-08-03
2006,PL,AT677,F,8_PLANT_MACHINE,30.02,24.39,6.82,17.52,9.3,67.31,1739.44,18.06,1.18,9.72,64.91,98.21,earn_ses_hourly,FLASH,2024-06-04
2007,ES,PL622,Q,3_TECHNICIANS,28.99,23.54,6.97,14.8,7.6,57.21,2516.1,24.18,1.58,2.98,51.3,108.88,earn_ses_annual,BENCHMARK,2024-04-27
2008,HR,PT37,G,7_CRAFT,21.61,17.98,0.85,10.62,4.73,34.09,247.86,27.33,4.41,6.33,53.2,80.67,lfs_gpg,SECOND,2024-08-30
2009,FI,LT62,R,2_PROFESSIONALS,54.82,50.68,5.36,16.55,6.37,21.84,78.49,22.09,1.54,4.43,48.03,118.49,nama_10_lp_ulc,FIRST,2024-11-09
2010,IE,SE669,H,6_AGRI,18.69,16.86,4.03,2.31,1.2,68.06,982.88,14.33,8.85,2.49,51.39,120.12,earn_ses_hourly,FLASH,2024-07-08
2011,MT,FI71,S,1_MANAGERS,55.93,45.25,0.02,4.53,2.2,54.92,1745.03,5.41,3.42,10.71,59.69,100.19,earn_ses_annual,BENCHMARK,2025-04-17
2012,SK,DE4,I,5_SERVICE_SALES,17.26,14.9,6.78,2.73,1.67,73.95,1499.17,23.83,6.52,9.41,61.28,107.18,lfs_gpg,SECOND,2024-07-23
2013,BE,LV2,T,9_ELEMENTARY,19.86,17.69,-1.35,3.79,2.35,37.1,766.44,13.75,2.48,4.56,57.39,98.93,nama_10_lp_ulc,FIRST,2025-09-26
2014,DK,CY6,J,4_CLERICAL,24.97,21.73,3.17,15.01,10.18,20.09,480.88,11.09,5.33,8.03,46.23,90.61,earn_ses_hourly,FLASH,2024-06-25
2015,GR,CZ776,U,8_PLANT_MACHINE,26.73,22.39,5.75,8.18,3.78,32.06,1477.11,11.09,4.06,3.52,49.57,99.08,earn_ses_annual,BENCHMARK,2025-11-01
2016,LT,BG950,K,3_TECHNICIANS,14.85,12.51,3.25,6.81,3.52,37.23,1832.64,15.82,4.73,4.53,51.65,83.29,lfs_gpg,SECOND,2025-07-15
2017,PT,IE35,A,7_CRAFT,33.02,26.75,0.36,19.6,13.89,54.08,1613.47,20.38,9.45,15.82,50.16,105.72,nama_10_lp_ulc,FIRST,2024-06-15
2018,SE,SK6,L,2_PROFESSIONALS,32.63,28.19,-0.52,21.25,13.32,77.54,137.14,11.45,5.53,4.9,61.58,80.66,earn_ses_hourly,FLASH,2025-11-24
2019,CY,DK550,B,6_AGRI,15.73,13.51,6.15,8.07,4.5,30.42,223.6,12.43,5.08,4.55,47.87,107.48,earn_ses_annual,BENCHMARK,2025-04-28
2020,FR,HR63,M,1_MANAGERS,52.55,41.58,7.01,12.33,4.38,35.07,1285.92,9.37,2.64,5.08,51.16,121.41,lfs_gpg,SECOND,2025-01-05
2021,IT,CZ23,C,5_SERVICE_SALES,14.76,11.82,-1.23,12.39,9.27,45.76,884.19,16.72,3.67,10.25,57.8,112.82,nama_10_lp_ulc,FIRST,2025-06-15
2022,NL,NL57,N,9_ELEMENTARY,13.74,11.6,1.51,2.26,1.29,36.58,2229.41,19.98,0.74,5.26,48.0,117.67,earn_ses_hourly,FLASH,2025-12-04
2023,SI,HU90,D,4_CLERICAL,22.06,18.43,10.41,13.92,4.98,29.54,1390.09,23.63,2.13,13.03,48.76,134.78,earn_ses_annual,BENCHMARK,2024-01-12
2024,BG,FI2,O,8_PLANT_MACHINE,24.38,21.15,1.13,12.08,8.57,74.14,1906.5,9.16,6.83,9.28,56.22,99.97,lfs_gpg,SECOND,2026-01-23
2025,EE,PL66,E,3_TECHNICIANS,16.53,13.61,3.37,13.65,9.12,76.48,1079.71,19.38,10.79,5.55,59.81,133.09,nama_10_lp_ulc,FIRST,2025-04-17
2006,HU,FI837,P,7_CRAFT,33.03,27.1,6.17,7.06,4.44,53.65,925.91,12.72,1.96,11.59,53.59,119.26,earn_ses_hourly,FLASH,2025-01-05
2007,LU,LT7,F,2_PROFESSIONALS,20.08,16.97,5.67,21.79,11.82,37.41,1143.49,15.15,7.19,8.98,46.2,120.62,earn_ses_annual,BENCHMARK,2024-06-17
2008,RO,BG19,Q,6_AGRI,9.75,7.96,3.71,4.92,3.48,40.51,631.5,19.14,4.48,16.44,48.0,100.35,lfs_gpg,SECOND,2025-11-03
2009,AT,MT814,G,1_MANAGERS,85.72,66.96,7.13,8.92,6.59,39.92,1021.09,22.57,7.54,5.19,50.62,90.18,nama_10_lp_ulc,FIRST,2024-01-04
2010,CZ,EE30,R,5_SERVICE_SALES,8.8,6.87,0.96,5.82,3.25,34.21,291.96,12.17,9.17,7.28,55.83,101.55,earn_ses_hourly,FLASH,2024-11-27
2011,DE,CZ3,H,9_ELEMENTARY,12.14,11.04,4.42,8.5,5.37,29.69,2471.41,10.48,8.46,6.02,46.76,107.77,earn_ses_annual,BENCHMARK,2024-05-12
2012,LV,IE1,S,4_CLERICAL,24.95,23.01,1.0,3.89,2.06,46.58,526.78,10.59,3.78,5.51,44.47,100.44,lfs_gpg,SECOND,2024-09-04
2013,PL,EE139,I,8_PLANT_MACHINE,17.52,15.31,5.17,12.17,6.38,22.59,1860.65,13.11,0.51,10.05,53.68,95.42,nama_10_lp_ulc,FIRST,2024-01-02
2014,ES,FI309,T,3_TECHNICIANS,24.88,19.42,4.1,6.55,3.57,31.64,963.01,12.12,9.07,12.25,47.52,119.54,earn_ses_hourly,FLASH,2024-06-05
2015,HR,DE128,J,7_CRAFT,29.18,25.43,-1.12,4.45,2.38,79.73,873.23,18.63,9.31,9.67,56.33,93.62,earn_ses_annual,BENCHMARK,2025-07-23
2016,FI,RO77,U,2_PROFESSIONALS,65.44,60.28,7.42,11.37,5.23,33.63,1308.95,16.38,15.46,9.78,56.17,111.94,lfs_gpg,SECOND,2024-08-19
2017,IE,CY9,K,6_AGRI,30.34,25.86,0.56,11.2,7.97,50.98,826.48,13.25,8.03,7.05,58.49,110.53,nama_10_lp_ulc,FIRST,2024-08-02
2018,MT,PT62,A,1_MANAGERS,67.57,59.08,0.76,14.21,6.52,39.35,140.46,14.8,4.05,8.67,58.8,108.57,earn_ses_hourly,FLASH,2025-05-05
2019,SK,IE937,L,5_SERVICE_SALES,22.51,20.06,4.69,16.54,8.96,20.31,1627.69,18.72,8.35,14.21,51.55,95.06,earn_ses_annual,BENCHMARK,2024-02-25
2020,BE,GR40,B,9_ELEMENTARY,33.2,30.11,5.21,6.82,3.15,75.03,404.82,10.01,0.52,6.74,51.25,115.8,lfs_gpg,SECOND,2024-11-05
2021,DK,RO9,M,4_CLERICAL,52.77,44.44,5.0,9.87,7.3,48.84,1511.91,9.54,9.01,3.4,50.46,115.93,nama_10_lp_ulc,FIRST,2026-02-07
2022,GR,PT616,C,8_PLANT_MACHINE,21.09,18.52,5.09,7.23,2.65,17.63,777.13,7.44,6.35,9.59,47.4,143.83,earn_ses_hourly,FLASH,2025-05-29
2023,LT,LV988,N,3_TECHNICIANS,50.11,41.95,7.89,15.71,8.73,19.2,1404.68,17.97,9.53,10.27,43.94,104.02,earn_ses_annual,BENCHMARK,2025-03-14
2024,PT,AT18,D,7_CRAFT,38.82,31.6,5.33,5.7,2.83,34.49,1299.03,7.81,9.19,8.79,47.55,134.67,lfs_gpg,SECOND,2025-04-06
2025,SE,CZ978,O,2_PROFESSIONALS,60.23,51.73,6.97,4.99,3.0,74.02,1918.42,10.99,7.95,7.78,64.07,118.52,nama_10_lp_ulc,FIRST,2025-01-14
2006,CY,RO534,E,6_AGRI,12.05,9.73,5.66,15.62,11.28,43.9,346.5,24.2,6.48,12.65,46.59,104.17,earn_ses_hourly,FLASH,2024-07-08
2007,FR,GR27,P,1_MANAGERS,53.12,48.84,4.53,7.93,5.95,41.49,2594.89,10.72,9.82,1.96,57.08,117.23,earn_ses_annual,BENCHMARK,2024-06-07
2008,IT,HU71,F,5_SERVICE_SALES,12.16,9.61,0.68,17.04,11.82,30.37,1040.16,15.47,0.8,3.82,48.84,90.91,lfs_gpg,SECOND,2025-05-19
2009,NL,LU74,Q,9_ELEMENTARY,14.19,11.57,6.24,7.12,5.08,25.99,1117.81,22.88,11.82,15.39,52.06,102.03,nama_10_lp_ulc,FIRST,2025-09-16
2010,SI,IE69,G,4_CLERICAL,22.75,19.42,0.71,9.88,7.01,75.71,534.81,10.3,1.32,5.19,57.84,92.32,earn_ses_hourly,FLASH,2025-12-23
2011,BG,PT76,R,8_PLANT_MACHINE,21.93,18.48,2.57,8.82,3.56,20.57,25.15,19.38,10.08,4.25,57.84,89.25,earn_ses_annual,BENCHMARK,2024-07-12
2012,EE,LV301,H,3_TECHNICIANS,37.15,31.94,3.92,3.72,2.53,73.19,109.82,15.84,2.37,3.26,50.65,108.31,lfs_gpg,SECOND,2025-12-24
2013,HU,PT6,S,7_CRAFT,13.3,11.95,2.14,6.35,2.24,80.66,1287.12,12.25,5.07,2.87,55.8,94.73,nama_10_lp_ulc,FIRST,2024-04-24
2014,LU,LV86,I,2_PROFESSIONALS,35.02,27.74,4.94,21.52,8.26,63.75,1668.29,6.05,14.37,9.92,59.27,112.38,earn_ses_hourly,FLASH,2024-08-13
2015,RO,IE668,T,6_AGRI,24.92,23.17,2.85,17.9,8.79,30.56,586.91,13.59,5.41,10.85,46.3,104.76,earn_ses_annual,BENCHMARK,2025-03-29
2016,AT,LU762,J,1_MANAGERS,103.43,92.31,4.08,5.15,1.91,56.51,929.81,21.58,1.84,13.08,48.55,93.12,lfs_gpg,SECOND,2025-09-07
2017,CZ,DK322,U,5_SERVICE_SALES,10.07,8.18,6.35,20.64,14.08,80.87,600.28,19.64,1.41,7.74,63.97,115.03,nama_10_lp_ulc,FIRST,2024-11-26
2018,DE,NL38,K,9_ELEMENTARY,28.67,24.9,3.68,20.07,9.11,70.3,1855.44,19.25,9.38,9.17,56.47,85.25,earn_ses_hourly,FLASH,2025-05-16
2019,LV,SK44,A,4_CLERICAL,16.04,13.3,-1.28,2.6,1.33,54.94,1785.09,18.12,2.32,10.34,49.47,84.03,earn_ses_annual,BENCHMARK,2025-04-11
2020,PL,BG43,L,8_PLANT_MACHINE,27.67,25.53,0.04,13.23,9.88,62.33,1149.01,17.23,8.66,5.54,54.29,115.87,lfs_gpg,SECOND,2025-11-02
2021,ES,AT3,B,3_TECHNICIANS,20.97,17.28,0.71,14.92,9.86,65.67,1622.27,28.5,11.87,14.33,53.5,124.87,nama_10_lp_ulc,FIRST,2025-09-29
2022,HR,CZ105,M,7_CRAFT,23.45,20.45,-1.73,12.5,8.56,28.31,1671.94,15.42,2.15,5.36,48.16,129.24,earn_ses_hourly,FLASH,2025-01-18
2023,FI,MT2,C,2_PROFESSIONALS,62.71,57.33,7.62,10.81,4.22,63.69,1152.25,21.94,8.51,3.04,61.47,101.97,earn_ses_annual,BENCHMARK,2025-09-28
2024,IE,BE226,N,6_AGRI,26.91,24.19,7.06,15.71,8.9,72.58,288.17,15.16,9.3,2.34,62.83,106.31,lfs_gpg,SECOND,2025-08-08
2025,MT,AT7,D,1_MANAGERS,53.0,42.48,1.39,7.47,2.97,46.47,1759.44,8.88,1.37,2.02,53.98,117.25,nama_10_lp_ulc,FIRST,2025-04-19
2006,SK,FR8,O,5_SERVICE_SALES,11.82,10.95,0.9,19.62,13.13,66.29,461.76,10.44,9.74,10.41,61.44,83.44,earn_ses_hourly,FLASH,2025-06-22
2007,BE,PT7,E,9_ELEMENTARY,30.36,27.94,0.38,5.6,2.67,19.9,1831.43,7.37,5.61,8.92,54.66,108.58,earn_ses_annual,BENCHMARK,2025-08-22
2008,DK,IT2,P,4_CLERICAL,40.34,33.33,6.45,14.9,9.14,26.26,1300.63,21.23,1.93,7.01,55.24,123.13,lfs_gpg,SECOND,2024-12-02
2009,GR,AT44,F,8_PLANT_MACHINE,28.77,24.98,2.41,8.76,4.82,30.84,726.95,7.31,11.77,10.06,55.18,96.9,nama_10_lp_ulc,FIRST,2025-03-26
2010,LT,HU8,Q,3_TECHNICIANS,40.08,32.29,-1.18,17.95,12.17,80.53,466.15,11.44,3.14,5.91,56.55,101.94,earn_ses_hourly,FLASH,2024-09-20
2011,PT,AT463,G,7_CRAFT,10.09,8.66,6.56,12.21,6.79,51.25,907.73,22.14,4.4,9.63,51.54,100.04,earn_ses_annual,BENCHMARK,2025-10-26
2012,SE,GR46,R,2_PROFESSIONALS,45.04,36.37,2.04,14.81,7.54,88.81,654.69,23.21,2.31,7.65,52.42,80.64,lfs_gpg,SECOND,2024-10-24
2013,CY,RO4,H,6_AGRI,25.34,22.46,4.7,6.04,3.62,29.87,188.55,11.09,1.3,10.88,44.67,89.6,nama_10_lp_ulc,FIRST,2026-02-19
