labor_wage_wage_survey_year,labor_wage_occupation_nco_6,labor_wage_industry_nic_3,labor_wage_pay_period_type,labor_wage_wage_p10,labor_wage_wage_p25,labor_wage_wage_median,labor_wage_wage_p75,labor_wage_wage_p90,labor_wage_annualized_wage_mean,labor_wage_overtime_share_pct,labor_wage_bonus_share_pct,labor_wage_benefits_cost_share_pct,labor_wage_union_coverage_rate_pct,labor_wage_gender_pay_gap_pct,labor_wage_race_pay_gap_pct,labor_wage_education_premium_pct,labor_wage_experience_premium_pct,labor_wage_cost_adjusted_wage_index,labor_wage_sampling_error_margin
2022,561035,883,Daily,104991.57,131809.63,158459.95,225988.23,285239.69,1822403.09,1.74,2.25,10.22,34.28,11.01,20.4,36.86,14.04,75.366,5.69
2021,763000,828,Daily,100562.72,126704.66,146850.04,162731.65,202171.48,1583532.93,15.01,4.36,2.26,9.2,17.36,6.82,34.93,26.9,74.723,1.618
2022,548613,614,Annual,28542.44,42297.65,52624.41,72964.25,90572.3,631536.59,15.94,10.97,10.66,3.59,13.14,-7.79,53.21,0.62,81.201,2.746
2023,817647,318,Daily,50312.59,66893.82,77401.91,110669.66,130634.45,870516.87,9.34,16.69,6.72,18.24,10.6,-8.42,12.89,26.36,86.574,5.268
2020,382868,573,Daily,38976.75,55320.74,67840.27,89666.22,107708.82,925813.37,12.47,24.21,23.86,2.42,-2.61,-3.53,28.95,52.27,127.486,0.765
2021,917953,686,Monthly,25865.25,35603.94,46149.25,57275.79,60636.12,638419.69,16.8,3.67,9.99,22.81,1.79,2.35,2.16,46.99,152.261,3.166
2018,149465,430,Annual,50769.6,76100.67,108440.82,129378.06,145923.36,1482013.54,12.05,8.6,25.27,33.68,-7.88,10.23,52.21,4.65,147.771,3.363
2018,557407,980,Monthly,112616.82,139818.36,178113.95,249822.66,328841.47,2424860.57,22.43,0.23,24.36,17.96,11.79,-1.27,12.85,6.14,157.996,7.075
2023,184304,518,Hourly,91384.31,152136.71,176004.37,246379.42,284393.29,1930255.76,24.78,19.9,31.88,9.85,15.21,-0.69,48.46,23.36,113.28,7.806
2017,331807,795,Daily,54571.14,73929.85,93252.0,129509.88,147769.35,1199275.34,23.69,24.25,12.51,5.76,19.59,2.04,8.12,15.09,144.2,7.658
2018,469201,201,Monthly,20584.92,32411.76,45332.9,66745.43,77354.22,548732.56,18.63,19.37,23.11,21.4,25.28,19.89,23.3,11.27,125.936,6.618
2018,136738,115,Hourly,53299.01,65049.93,74562.71,84410.19,112582.48,927417.98,14.32,13.06,22.95,9.38,8.2,-5.92,3.8,24.8,110.231,3.103
2021,552226,478,Annual,51078.91,75469.94,94786.42,135299.2,169435.87,1042655.97,8.84,17.08,20.35,37.49,34.07,24.51,19.85,27.08,125.05,6.213
2020,639798,008,Monthly,46557.27,75977.18,91153.18,130086.12,164269.37,1167109.85,0.37,10.49,23.21,26.89,27.89,-4.87,43.39,8.52,110.376,5.445
2020,789889,407,Daily,52814.59,74779.31,88818.71,103416.55,125930.53,1227948.3,23.35,20.23,33.4,32.29,20.56,-7.14,49.04,54.92,106.978,5.139
2019,587125,377,Hourly,95336.46,131708.37,154221.49,181291.87,196732.64,1626549.03,15.92,24.89,21.12,10.48,22.54,4.27,20.82,25.67,151.459,0.691
2022,353011,542,Monthly,78326.4,92637.34,104261.27,155308.53,199170.94,1143962.42,0.12,16.33,7.91,5.06,30.01,2.81,56.03,25.41,158.523,6.57
2024,426759,632,Annual,111126.71,142895.2,168879.02,234196.16,315821.26,2173490.07,15.47,0.32,13.17,39.03,-9.04,-2.52,4.65,33.5,78.346,7.389
2018,533831,347,Annual,63534.49,95817.34,114335.91,142750.61,191829.21,1454136.81,18.12,17.69,13.47,3.58,11.55,-5.34,52.83,43.41,96.331,7.652
2025,013353,331,Hourly,8058.0,12317.98,15086.05,19009.99,20617.13,164400.92,4.85,16.08,32.65,13.62,1.45,11.81,28.88,52.29,87.936,5.901
2025,717004,586,Annual,30988.57,42166.81,51141.43,58690.59,65587.26,614819.63,22.27,8.13,25.49,24.11,33.04,21.12,21.45,28.57,126.24,4.226
2017,419295,564,Hourly,36059.09,58283.81,68699.41,87880.24,109046.63,872370.66,6.78,4.23,19.55,2.81,17.77,-7.87,58.83,43.09,91.731,5.198
2023,881153,591,Monthly,59942.79,81487.54,99769.87,123402.68,166102.18,1233522.49,13.45,2.16,1.15,34.66,25.15,13.97,41.82,39.28,131.981,1.753
2017,799544,017,Monthly,72077.43,88527.38,114838.24,162384.14,184722.19,1284053.09,9.32,14.85,15.97,10.6,23.15,-0.62,38.09,46.35,151.679,5.35
2022,580196,536,Hourly,14224.18,19698.29,22076.7,32504.18,40766.09,266175.24,1.69,3.64,25.66,24.94,-6.79,16.93,3.09,51.66,139.876,2.143
2019,427234,691,Hourly,97830.42,117193.3,150132.3,173515.98,215596.79,2099515.52,14.49,20.62,10.29,15.0,15.58,26.22,56.72,26.55,110.185,5.786
2022,454628,149,Monthly,33304.8,49468.43,68021.16,96560.14,122566.2,802649.08,17.54,14.69,0.14,16.58,23.11,-3.21,45.48,6.11,99.507,4.396
2017,900906,097,Daily,51461.92,78378.82,93185.44,124526.22,147723.06,1265739.08,16.15,11.54,0.66,22.62,31.85,11.82,31.53,21.03,91.989,3.573
2022,487506,341,Hourly,20632.64,24914.61,30871.86,44685.08,58383.88,388329.63,23.41,16.79,18.95,23.56,16.73,4.15,13.84,13.51,145.103,7.066
2017,237228,939,Annual,80161.49,113865.04,135895.71,167994.63,205723.82,1451932.49,4.94,29.14,31.51,17.68,-7.37,18.37,44.48,3.5,125.421,2.819
2021,702285,408,Annual,37825.97,48357.12,67146.17,85007.93,112556.91,832537.3,1.48,26.8,17.84,21.68,-8.5,26.61,26.43,24.78,76.122,3.56
2019,296663,356,Hourly,81931.89,102280.38,145438.88,188127.98,203071.72,1865981.36,12.13,24.88,31.4,10.89,-4.0,12.83,6.66,39.21,136.654,3.897
2021,282769,737,Monthly,31964.34,48930.15,58463.62,76071.77,93178.42,811203.25,15.83,22.41,9.38,9.57,-8.29,-3.92,30.44,11.48,137.128,1.43
2021,545817,237,Daily,97019.97,128794.46,164231.1,245442.3,272561.46,2287299.53,18.24,5.98,13.05,32.25,19.15,5.18,2.03,13.43,154.747,4.327
2017,577718,405,Daily,13832.8,21907.41,30429.59,40387.19,47578.01,402882.89,1.14,28.36,8.41,4.18,33.78,14.84,36.97,30.27,139.638,0.789
2023,983839,560,Hourly,43859.42,54055.0,64076.14,79183.33,100978.18,717371.81,8.69,29.41,2.91,35.33,21.52,12.92,50.89,0.94,125.771,1.475
2016,052247,593,Daily,69712.48,87125.15,122076.31,139493.37,166739.8,1350678.92,13.27,18.49,16.17,29.79,4.02,-4.81,31.24,4.47,110.568,4.154
2017,146230,703,Monthly,47689.79,59502.74,82680.74,100882.89,108276.28,1124266.19,5.93,5.67,13.45,37.26,-1.07,-4.64,26.39,36.42,111.818,6.065
2023,440905,081,Annual,15252.75,20006.96,28548.88,42657.26,48205.5,382475.45,1.06,18.3,11.14,34.35,10.75,14.46,7.86,35.36,144.555,3.994
2021,583864,480,Annual,12205.44,15771.0,18362.96,23784.66,32063.26,243985.61,16.54,12.51,6.92,5.68,3.02,-3.92,10.88,20.07,152.586,3.671
2018,138343,996,Daily,37191.24,59234.97,75616.72,92931.42,119772.28,816712.37,1.56,8.11,16.24,23.59,24.68,25.06,10.34,41.82,124.714,2.507
2023,769105,528,Daily,88674.58,120197.5,167098.21,189254.79,234592.77,2301989.85,18.94,28.92,20.57,19.06,27.32,-6.44,0.43,52.71,159.008,4.487
2024,889114,785,Monthly,45191.32,71234.88,87471.29,111429.67,128276.58,1198300.84,7.43,10.56,21.54,20.0,27.03,23.86,22.52,26.94,102.976,5.785
2024,231683,742,Monthly,35955.25,44224.46,61466.28,77871.86,83050.23,686091.65,8.33,14.03,0.89,38.97,6.09,-7.67,1.19,1.75,133.764,2.226
2024,548507,595,Hourly,78348.42,115108.93,145748.48,193981.69,216751.1,1974366.59,14.71,11.46,14.78,1.24,3.87,19.28,3.15,13.83,109.642,7.072
2017,652988,084,Daily,71755.05,113605.55,133103.35,158260.21,183574.86,1423832.5,12.62,16.03,13.21,0.32,11.73,-4.66,22.19,27.76,136.083,4.167
2018,512198,754,Hourly,80548.66,125562.15,152020.17,224427.73,282067.76,2095371.64,0.0,10.08,11.85,9.82,-6.71,-2.2,50.57,36.06,101.859,6.747
2017,847603,124,Daily,108848.97,133582.66,164732.42,207647.4,239783.51,2149879.4,6.45,15.86,33.11,19.48,16.2,-9.79,20.97,48.13,94.131,1.09
2017,029765,407,Hourly,76193.34,117125.17,164082.42,234454.87,263047.69,1747569.75,19.09,4.29,23.07,27.33,21.91,8.43,2.32,21.12,73.925,1.736
2019,602421,822,Daily,19549.58,31956.9,35787.6,45609.57,49088.49,468167.72,13.92,15.51,16.65,19.85,-6.4,-4.31,17.83,26.64,140.479,3.436
2025,521432,243,Hourly,92335.56,114082.79,147835.73,203754.03,274473.51,1655007.65,4.93,21.64,30.91,12.8,3.51,19.78,15.78,39.67,107.594,0.85
2022,928013,403,Monthly,10138.03,15430.68,20585.09,22997.0,26706.61,287986.54,4.4,11.75,16.05,33.6,11.98,-2.07,10.17,19.52,102.101,6.955
2024,075988,071,Daily,35485.0,48076.53,66469.37,74272.02,96432.13,904601.69,17.03,25.94,13.44,37.24,4.95,18.65,31.45,13.7,149.36,7.274
2018,953684,955,Hourly,75896.41,94859.19,106029.03,116830.72,146880.16,1123150.64,16.18,19.49,3.48,26.15,-8.48,13.97,4.87,13.88,134.503,6.674
2023,884766,487,Hourly,67035.18,101082.64,133431.85,160746.16,207950.79,1413406.89,17.27,17.21,8.73,14.29,0.57,-0.04,47.45,36.55,84.717,4.834
2017,159570,923,Daily,87221.95,113519.42,145839.89,192853.96,253396.06,1878549.88,14.75,28.22,34.59,0.51,12.77,24.08,52.81,39.08,143.97,4.204
2022,333439,477,Annual,20369.74,28021.54,32625.08,48125.83,50974.16,388939.64,5.73,18.49,33.16,19.71,0.47,-4.85,10.89,31.84,128.555,3.075
2022,055966,158,Monthly,25562.6,34322.9,38431.47,47517.34,63886.22,456349.65,7.77,5.49,4.38,27.34,-5.44,26.4,34.88,8.98,86.928,3.045
2016,477209,102,Hourly,89638.79,133167.34,152514.83,212174.48,227148.75,1774352.94,2.1,1.56,20.35,4.48,30.24,29.2,33.43,17.35,71.983,3.781
2021,091279,591,Hourly,66720.41,78866.47,103765.21,127288.01,146640.11,1433107.05,7.71,26.03,24.12,29.38,22.03,-8.35,28.57,16.32,104.989,4.918
2024,021069,005,Hourly,11281.33,16156.08,19535.2,24201.38,28278.5,261287.74,20.57,18.37,2.84,8.28,26.69,18.53,15.7,9.81,113.495,3.47
2018,943379,055,Hourly,11818.64,16734.33,19833.06,25728.64,27303.07,238378.78,2.89,13.02,25.99,3.29,-4.91,6.62,7.75,30.25,124.773,5.516
2022,273910,856,Annual,12237.86,19943.37,26154.44,34010.47,38284.66,338046.75,0.9,14.14,27.56,33.55,2.63,0.52,5.82,6.65,128.764,4.049
2025,337954,913,Monthly,28776.15,46087.22,65677.91,89627.89,120991.59,701323.67,5.11,27.99,32.51,37.55,28.66,21.33,49.15,46.95,128.284,1.125
2017,676992,889,Daily,107966.67,145266.08,161480.88,234102.88,303706.9,1880840.56,13.26,15.9,25.26,19.24,-8.68,8.58,33.37,44.37,121.005,1.551
2022,006349,867,Monthly,28070.83,46137.11,63856.96,90349.13,120092.93,859572.16,21.34,0.77,10.03,37.93,2.22,23.16,55.67,23.89,79.24,2.804
2017,682489,200,Daily,54341.42,84507.88,99301.66,144482.0,164978.51,1265754.35,15.94,14.1,13.03,37.64,18.57,2.82,35.82,30.51,147.658,6.372
2016,744190,855,Annual,24722.46,40417.8,56356.9,76124.08,86526.26,762529.87,6.6,1.35,2.79,33.82,19.79,9.01,9.38,50.78,141.935,1.568
2025,888897,226,Annual,91740.91,121700.8,151386.39,195074.46,238254.17,2061380.39,6.27,3.28,24.77,34.15,31.37,4.6,54.55,10.66,86.279,6.35
2018,836640,716,Daily,50368.44,61098.58,86098.31,103440.84,128224.83,1124002.11,1.97,9.67,10.55,39.45,33.0,13.24,56.43,25.17,134.141,3.562
2016,637636,231,Monthly,39548.93,57438.54,81381.62,99798.5,115211.38,1029181.06,16.39,6.78,27.86,36.6,0.39,20.47,10.9,22.81,146.3,6.062
2016,537248,382,Monthly,87634.01,119394.24,158592.8,206439.94,275975.87,1796841.94,13.77,10.45,26.98,29.41,7.19,14.5,15.57,26.92,78.345,5.645
2023,321348,854,Annual,101662.33,123761.51,163692.89,239920.09,316633.39,2206229.06,2.43,16.64,34.57,35.32,-6.84,1.91,59.32,24.31,130.093,4.062
2022,114325,909,Annual,70483.8,97492.1,120027.05,135736.73,173692.58,1627275.46,15.33,28.4,18.18,23.34,8.34,1.28,27.52,14.03,96.266,5.516
2020,071816,465,Annual,112163.14,147006.64,171837.55,251653.11,312702.72,1921101.61,17.38,28.49,20.53,39.94,30.0,12.14,6.75,10.69,143.406,7.986
2018,092477,166,Hourly,54279.0,84284.91,114051.98,165789.23,184155.18,1454087.25,17.36,25.18,2.32,22.99,15.14,-3.89,13.61,41.01,141.42,5.691
2022,565168,649,Hourly,23425.66,36619.71,42143.22,61597.8,74355.9,504985.08,20.21,1.53,33.04,10.41,15.71,-5.78,45.6,47.61,151.371,2.381
2020,522563,345,Hourly,72027.91,89632.32,110893.68,134092.94,149935.3,1341907.41,6.39,11.84,1.66,14.4,8.0,-5.37,18.67,25.73,133.249,0.575
2024,782745,129,Hourly,87308.4,113847.32,126831.82,164637.05,184627.97,1376287.72,4.55,20.45,4.5,12.92,31.15,12.28,0.62,13.09,111.633,6.701
2018,126964,724,Monthly,84996.24,140792.22,175339.91,194756.31,220146.29,2055374.52,10.88,9.25,27.14,32.36,20.81,21.17,23.04,50.38,109.676,6.538
2017,792773,059,Daily,83315.32,103031.66,145260.45,169536.27,181349.89,1673911.82,12.02,12.03,26.76,23.64,34.34,-3.35,40.48,29.79,158.647,5.716
2019,270902,084,Annual,21254.25,34136.33,42060.73,56906.63,67419.55,521792.54,4.71,3.73,31.06,10.58,-1.01,4.63,30.98,49.44,126.312,5.011
2023,933217,304,Annual,59419.28,70866.95,97719.25,118529.78,136250.64,1053648.03,0.36,11.74,29.38,29.71,-3.27,3.07,48.11,4.49,93.391,1.492
2017,089886,767,Daily,81837.47,123788.43,138571.25,183600.21,193156.82,1773694.78,16.03,6.6,13.03,0.86,-5.39,22.74,56.99,23.6,135.119,2.804
2019,501931,219,Annual,24994.09,33847.12,40666.82,46297.47,62131.74,457839.01,6.28,23.64,34.65,18.16,-6.42,28.29,17.25,23.86,72.097,1.104
2017,224074,976,Daily,65813.11,99652.82,123388.36,168922.53,181079.75,1471638.76,10.42,11.66,16.57,36.09,29.49,29.8,34.95,46.76,95.415,6.74
2022,867391,546,Annual,47804.73,68415.56,86004.48,115589.42,128607.44,1164958.11,22.6,25.28,1.72,2.7,10.19,29.04,15.83,27.29,85.523,4.222
2024,833256,140,Monthly,95438.82,147813.62,170383.35,237417.5,263401.32,2150780.86,10.69,27.87,6.0,29.68,27.02,14.19,37.42,28.69,115.226,4.513
2017,605864,837,Daily,50564.86,84087.8,119588.88,134668.39,144736.2,1353885.01,19.4,16.38,27.44,27.76,1.72,22.73,23.95,43.29,97.269,7.95
2016,596440,589,Hourly,20566.01,26449.12,33768.87,49576.92,63524.4,401315.88,16.29,9.45,16.02,0.05,11.44,-6.95,51.74,15.15,82.616,6.662
2021,374236,870,Monthly,36186.68,50508.79,59024.74,67513.78,82867.9,775408.28,12.01,5.72,34.11,5.87,31.48,10.24,46.42,36.82,145.917,3.164
2018,982842,929,Daily,41901.91,53964.22,74401.43,105286.18,118368.6,1030843.49,17.36,26.77,10.97,12.82,32.45,-6.28,4.19,50.43,128.335,4.875
2018,695313,637,Annual,16628.46,24023.57,29589.19,42532.27,49026.09,384895.7,9.16,14.84,2.43,33.75,26.47,11.71,2.65,9.8,71.612,5.549
2016,390417,447,Hourly,33622.42,43780.8,53621.43,74444.06,98589.44,705261.47,9.93,5.35,33.47,29.04,33.27,17.81,47.0,23.39,81.556,7.049
2020,719741,822,Monthly,35138.21,49346.62,61206.18,67614.75,86471.03,748802.0,24.3,5.32,22.83,28.44,-9.82,-3.84,52.53,29.28,153.703,2.041
2021,670815,589,Annual,20597.63,25099.2,34493.71,50641.11,65315.48,476394.92,17.08,0.07,0.59,20.1,6.71,18.79,43.99,34.79,145.895,1.367
2016,524711,393,Hourly,95448.67,117602.8,144946.57,170793.59,188236.73,1871634.2,5.15,27.78,17.96,23.22,11.23,17.01,54.91,14.05,78.012,3.087
2022,534068,926,Monthly,76980.32,92104.89,127445.47,173409.0,224870.67,1520057.01,24.28,18.46,23.54,25.05,7.99,5.15,57.7,1.7,138.82,5.664
2023,650243,234,Annual,50231.0,68820.06,78589.68,97263.4,113941.18,1061219.09,14.73,24.23,23.2,2.4,-7.97,-6.36,39.33,43.09,121.076,5.37
2018,014269,527,Monthly,65093.74,95082.59,111424.65,144752.29,181253.19,1396965.12,8.44,8.58,32.03,38.46,7.35,-8.89,44.14,18.57,96.292,7.341
2021,216031,192,Annual,25434.54,36754.53,46283.73,51665.99,63829.08,596874.58,13.28,5.37,12.56,2.65,31.29,18.12,39.27,27.99,154.231,4.413
2025,126309,858,Daily,8019.68,12412.51,15253.6,22580.37,26162.41,175898.92,9.69,28.96,13.8,19.11,8.98,4.7,28.48,47.8,89.835,1.338
2018,205582,830,Hourly,17292.07,24119.9,29899.47,41109.7,54202.27,364116.82,8.55,27.0,17.16,31.33,21.71,12.73,15.41,36.54,90.232,2.009
2016,778303,198,Monthly,113071.73,135154.52,157246.79,194954.08,256679.39,2081674.53,8.92,23.77,25.46,15.35,-6.01,-5.45,44.39,2.07,123.978,0.61
2019,865032,610,Daily,49115.84,62508.74,74493.4,93768.68,108131.54,908167.73,24.95,4.27,9.14,27.94,28.41,23.31,7.27,38.58,124.693,4.028
2020,635721,175,Annual,43041.14,59440.13,75341.33,111220.27,142360.98,840641.06,7.88,1.2,19.8,0.96,-9.84,6.16,43.47,25.04,72.092,1.66
2018,559754,008,Hourly,27733.38,32662.35,37403.88,49833.09,63564.87,508545.76,23.01,16.01,31.96,24.83,-5.84,9.83,41.61,45.47,74.569,2.745
2019,031098,372,Daily,27897.06,44960.05,61102.11,77948.11,85807.57,830293.34,11.22,21.41,23.99,13.0,-8.6,23.93,22.57,33.98,130.321,5.007
2016,464576,039,Annual,12901.66,15527.58,17579.66,21006.3,27138.39,214051.6,17.96,5.36,32.5,11.75,23.31,19.95,39.62,48.27,77.115,3.848
2025,357415,633,Hourly,83760.39,116668.94,160462.55,186641.99,235320.73,1763400.57,0.01,4.94,15.96,3.3,3.85,14.71,11.24,41.11,126.726,4.6
2023,494251,769,Annual,61706.96,99430.88,139179.04,166414.33,197106.37,1775323.68,6.46,6.43,19.94,18.68,13.78,13.0,20.41,52.27,101.014,4.578
2022,209279,802,Daily,10203.4,12493.68,16957.24,20591.9,21993.19,185454.26,11.81,10.84,34.38,24.86,12.87,-2.68,28.1,35.18,107.497,1.585
2024,416527,595,Monthly,75121.73,107035.71,150504.98,165752.21,177606.13,1959861.85,6.49,15.68,13.38,2.68,29.07,-7.09,1.81,50.85,149.791,7.948
2016,310988,722,Monthly,64633.04,84387.17,114041.7,166441.84,208890.87,1341212.07,9.58,2.43,26.63,27.97,34.95,10.22,23.75,32.67,108.139,3.357
2016,884993,444,Annual,98179.76,128756.17,154844.96,176730.1,211810.97,1876535.34,21.89,2.46,18.82,34.91,3.33,1.43,58.49,41.04,92.693,5.84
2025,908608,347,Hourly,55935.61,73106.24,90817.85,105968.68,128108.19,1148689.65,11.27,20.98,0.44,5.57,30.27,0.86,57.27,32.15,149.206,7.968
2018,880367,528,Hourly,86628.55,132261.89,160097.17,224286.68,245253.94,2042512.53,3.1,27.52,9.01,31.99,23.33,16.67,18.4,36.4,111.451,2.087
2022,560378,586,Hourly,10600.68,14543.51,16258.59,18011.7,21472.3,211570.55,0.48,13.57,30.6,13.78,22.03,5.71,37.88,8.68,143.97,0.57
2023,399415,708,Daily,56597.88,93908.11,126876.93,178603.47,222840.94,1514492.75,2.02,0.02,25.03,15.33,-6.3,-9.5,7.39,8.77,88.845,6.548
2024,609903,444,Daily,45907.93,59884.48,75615.71,84784.27,105148.31,946096.39,4.41,8.23,33.65,9.41,-6.17,27.78,46.69,54.3,91.535,7.884
2024,366155,727,Monthly,60958.01,83567.08,117074.7,171379.04,189614.12,1456886.47,4.34,2.53,30.01,2.63,24.68,-9.33,28.95,31.94,110.458,5.262
2017,410179,151,Hourly,37928.88,50659.95,66464.47,94891.2,101108.82,806443.33,12.91,24.95,29.05,13.51,2.92,-8.28,34.58,20.64,133.942,7.193
2025,952736,631,Daily,95163.14,124477.18,172793.44,232121.13,264151.1,2072356.3,16.02,19.05,27.92,29.21,14.53,4.92,8.25,19.73,154.004,1.889
2023,881859,527,Annual,64034.29,81041.12,91492.61,125797.23,145652.0,999112.66,6.57,4.45,14.75,17.96,28.49,26.66,46.48,44.42,125.101,2.709
2021,200920,219,Annual,73071.34,115153.01,145028.9,213216.01,236881.92,1833585.19,15.57,10.14,25.39,21.87,1.73,19.12,7.59,38.75,125.56,4.927
2022,676311,111,Daily,31530.53,42568.07,49102.4,59020.5,68909.0,631002.32,10.82,10.74,22.3,6.78,-4.07,1.41,59.13,34.76,147.789,7.251
2021,718974,474,Monthly,23725.7,35057.46,45406.37,66305.41,81991.63,553442.42,13.88,13.33,10.69,5.63,18.6,3.88,14.05,53.48,87.223,5.043
2018,353520,674,Daily,19363.53,24843.32,35227.89,50199.24,53489.74,484628.27,20.69,22.98,13.41,36.49,24.57,29.76,30.85,44.83,111.483,6.642
2018,775570,820,Hourly,115199.42,136270.41,172510.96,208584.22,243974.89,2312932.63,15.13,24.03,16.82,27.23,27.65,-3.41,29.27,10.11,147.305,4.601
2024,000234,959,Daily,14730.9,18113.29,24430.25,33843.1,41074.88,260537.29,5.71,13.54,2.67,32.33,7.48,8.64,41.04,34.92,114.117,1.254
2022,432349,947,Annual,55267.74,65582.34,74912.81,100461.78,105547.1,912421.72,5.15,16.6,13.81,14.25,3.75,1.63,3.6,53.42,130.319,1.548
2021,277136,434,Hourly,105851.25,148874.7,176929.4,260913.4,290646.03,2473855.39,15.61,14.51,4.57,26.58,26.78,8.07,10.08,41.69,87.262,2.825
2016,228836,746,Monthly,99985.92,122871.91,136882.09,201132.86,270425.46,1661583.53,12.89,0.57,24.97,39.33,9.29,-6.02,26.85,26.37,75.29,5.434
2019,770841,761,Monthly,61164.18,79650.96,105298.54,153823.16,170144.51,1392468.93,16.35,18.79,15.28,26.58,25.33,-9.9,35.32,26.46,97.245,2.642
2025,660455,493,Daily,6936.13,10695.05,12522.66,16441.52,19721.55,154463.71,11.19,5.2,32.19,24.3,30.19,19.73,7.14,13.32,147.171,7.217
2024,319879,425,Daily,48180.37,74633.99,103114.42,145430.5,167010.14,1184877.94,14.55,25.36,8.39,39.67,-3.4,4.71,44.61,42.2,152.848,7.534
2024,636756,584,Monthly,50525.88,80179.2,102153.47,118215.66,133986.37,1281856.0,11.22,21.72,18.59,1.73,-1.74,11.7,46.32,2.51,112.418,3.562
2024,412838,578,Daily,38405.29,60869.39,69856.48,86872.74,113111.17,781801.52,9.96,3.49,10.28,23.95,10.08,11.17,32.54,43.65,75.123,7.494
2025,000742,090,Annual,17001.62,20159.91,22540.73,32424.77,39750.22,295166.52,10.02,15.73,22.71,31.84,-2.54,-8.55,12.67,20.47,121.454,7.399
2017,264987,765,Hourly,116937.42,139540.55,155551.51,173284.75,225536.76,2059768.57,17.04,12.94,32.82,22.73,3.4,16.43,5.02,0.88,77.794,6.564
2025,548609,708,Daily,45004.17,64187.51,85521.08,110390.45,144613.26,998660.37,4.02,21.78,17.76,39.29,7.71,-9.7,20.43,47.34,94.884,5.113
2021,077453,132,Hourly,82176.66,117481.67,151573.28,171476.06,214666.83,2068343.72,22.59,22.3,18.79,32.75,34.56,11.73,28.76,16.86,143.106,1.834
2020,427128,947,Hourly,12043.58,17457.69,24248.37,27199.54,28818.31,290961.11,9.3,10.28,33.0,17.52,7.35,18.76,48.93,18.19,114.254,0.959
2024,980847,320,Hourly,60817.5,76306.4,103261.58,118294.21,131151.33,1136345.54,13.85,26.42,33.88,5.72,-4.45,25.28,30.23,34.72,136.436,5.962
2022,411986,805,Hourly,10104.96,12403.64,15709.35,17503.83,18646.28,214141.57,8.25,20.88,32.73,7.78,23.92,5.42,58.06,7.19,127.389,2.321
2020,809481,649,Daily,49629.98,60727.72,78316.18,103688.66,123385.24,1010767.45,22.19,14.69,25.53,11.98,19.79,12.07,44.73,33.81,150.307,3.064
2020,519765,081,Hourly,34052.82,50923.08,69994.5,79398.75,85627.25,945252.4,5.27,6.19,10.48,21.13,28.87,-7.18,38.58,33.18,76.864,4.731
2023,314247,862,Hourly,23272.49,36498.82,50660.43,56506.8,71689.46,625862.84,5.51,18.28,5.6,18.13,30.71,23.39,13.23,20.84,148.822,2.587
2018,224022,514,Hourly,54825.54,69797.48,82793.21,103439.45,115850.91,932878.24,22.45,24.06,16.21,35.52,18.08,24.73,10.42,1.27,106.25,7.466
2021,830814,949,Daily,76537.02,109185.15,142820.64,159835.6,196241.73,1634555.8,4.79,24.3,19.89,29.67,22.6,11.65,34.92,31.27,90.676,4.018
2025,838647,636,Hourly,16574.25,21717.63,26958.49,30684.01,39209.97,294510.1,23.78,13.12,24.78,7.37,-7.09,-9.75,11.23,51.59,78.056,2.627
2017,307338,878,Monthly,65792.57,96740.12,122070.16,149862.02,161028.82,1432809.94,14.47,8.71,28.44,9.37,11.15,12.76,25.56,19.1,129.748,1.015
2020,744922,595,Monthly,12309.21,19593.94,23532.96,30195.66,38447.59,272899.18,9.25,1.26,4.06,14.13,18.89,7.56,31.84,39.83,140.772,4.022
2019,446867,527,Annual,66570.56,102066.88,129645.38,174851.67,231970.23,1413063.7,24.37,18.19,5.53,36.47,4.83,5.16,18.32,48.85,70.521,4.503
2024,619292,236,Annual,49612.79,68101.99,76342.9,95590.21,125714.85,1050919.24,2.87,3.15,18.67,38.54,4.73,-6.01,19.95,41.22,76.089,1.163
2025,208870,165,Hourly,73086.76,92110.44,127326.13,158855.06,214084.26,1481185.91,4.1,26.2,20.96,1.27,17.09,12.71,56.96,32.94,110.811,7.444
2019,557638,147,Hourly,68050.48,95685.85,130118.96,174216.15,206006.58,1654759.86,8.04,10.55,9.33,2.83,-7.66,20.32,4.87,3.0,128.876,2.483
2022,227737,466,Annual,11721.91,15642.91,19175.5,22236.2,23676.15,234629.41,1.55,11.17,21.99,33.89,-2.94,-7.42,29.39,16.23,70.859,1.72
2021,959722,452,Hourly,9525.73,11400.68,14753.84,18338.14,21896.71,206529.15,7.16,21.08,30.3,39.97,18.68,5.43,3.39,37.42,106.375,0.553
2022,615527,391,Hourly,32177.34,47959.13,66794.23,90855.85,99451.35,743204.91,23.89,2.11,15.13,34.55,-5.79,1.76,16.24,28.64,91.007,1.257
2024,713447,931,Hourly,53224.26,80314.79,90611.46,112495.92,140003.87,1234085.5,11.77,29.36,21.99,23.81,15.13,-5.46,55.04,11.33,79.05,4.45
