soc_policy_policy_effective_date,soc_policy_policy_change_id,soc_policy_eligibility_rule_area,soc_policy_income_threshold_pct_fpl,soc_policy_asset_limit_usd,soc_policy_work_requirement_flag,soc_policy_time_limit_months,soc_policy_sanction_rate_pct,soc_policy_exemption_category_code,soc_policy_expected_caseload_change_pct,soc_policy_observed_caseload_change_pct,soc_policy_expected_spending_change_usd,soc_policy_observed_spending_change_usd,soc_policy_application_volume_change_pct,soc_policy_approval_rate_change_pct,soc_policy_benefit_level_change_usd,soc_policy_disparity_impact_score,soc_policy_administrative_cost_change_usd,soc_policy_stakeholder_comment_count,soc_policy_implementation_status_code
2010-05-18,POL0000000125,SANCTIONS,113.13,101619.26,1,36,10.347,VETERAN,-9.962,-24.61,3020076586.66,1095554891.57,13.695,-4.627,215.45,-1.5108,163916789.63,14972,IMPLEMENTED
2010-05-25,POL0000000126,INCOME_TEST,187.68,75697.02,0,36,24.533,UNEMPLOYED,34.394,21.622,-2501288539.13,-897928841.48,-48.147,-11.506,198.51,-0.5149,-156958478.48,921,SUNSET
2010-06-01,POL0000000127,WORK_REQUIREMENT,507.82,39697.83,1,12,10.19,PREGNANT,-37.209,-49.056,-4354421956.71,-2687267284.13,-6.486,-2.752,364.57,1.5233,-139677463.19,2237,IMPLEMENTED
2010-06-08,POL0000000128,INCOME_TEST,582.64,179323.02,0,0,4.804,CAREGIVER,-37.84,-50.695,-4704391046.42,-4961653049.34,-25.493,-2.476,207.21,1.2271,114165149.06,12655,REVERSED
2010-06-15,POL0000000129,RECERTIFICATION,309.77,179207.09,1,48,21.337,NONE,-14.321,-7.279,3919267785.27,2340883104.05,46.767,5.645,-400.8,1.7675,-13940658.95,8477,IMPLEMENTED
2010-06-22,POL0000000130,ASSET_TEST,503.61,240514.97,1,48,15.568,CAREGIVER,10.773,11.591,4318874156.91,5873888950.77,-22.979,1.675,314.98,-0.9225,-222877078.38,13290,IMPLEMENTED
2010-06-29,POL0000000131,EXEMPTIONS,595.59,35105.07,0,12,3.385,CAREGIVER,-1.743,-15.301,634123382.64,898468187.24,5.082,21.149,-426.03,2.4692,121377172.32,5003,IN_PROGRESS
2010-07-06,POL0000000132,TIME_LIMIT,351.16,139378.54,1,60,18.419,CAREGIVER,32.643,40.627,-3367591094.89,-2467141402.51,48.43,0.395,58.59,2.9238,4981499.17,13193,IN_PROGRESS
2010-07-13,POL0000000133,INCOME_TEST,19.41,94938.26,1,0,0.097,DISABILITY,-8.319,5.695,-1283127999.03,466241737.62,40.796,1.04,-202.14,2.7506,202846878.13,9768,IMPLEMENTED
2010-07-20,POL0000000134,TIME_LIMIT,285.01,155774.36,0,24,9.557,STUDENT,-36.553,-49.972,3532594395.34,4983367931.23,-20.892,20.02,369.45,-1.0992,241255121.07,17728,IMPLEMENTED
2010-07-27,POL0000000135,EXEMPTIONS,359.54,189970.82,0,60,10.908,DISABILITY,-11.15,-10.313,-2145450528.32,-2262853102.13,-43.5,-24.059,152.13,-2.0311,-101635078.75,5552,IN_PROGRESS
2010-08-03,POL0000000136,INCOME_TEST,187.36,89355.61,0,36,17.418,UNEMPLOYED,-13.188,-10.619,-4531400064.89,-5451887448.7,-28.948,-6.534,-254.21,-2.7623,-236346081.76,13621,IN_PROGRESS
2010-08-10,POL0000000137,EXEMPTIONS,112.68,238058.23,0,0,24.966,CAREGIVER,-28.448,-28.258,1031531709.36,-710423756.76,22.832,21.994,-186.53,-0.7109,-168213142.82,8766,IMPLEMENTED
2010-08-17,POL0000000138,RECERTIFICATION,477.45,104723.75,0,0,12.117,UNEMPLOYED,-28.434,-34.245,3654221221.64,5179741539.3,8.173,16.426,-186.82,2.7158,-73748606.96,19510,PLANNED
2010-08-24,POL0000000139,SANCTIONS,374.44,198237.21,0,60,19.637,NONE,-14.463,-19.767,4728021152.4,6079960289.05,43.462,-7.186,127.71,-1.4228,-117310249.45,13462,PAUSED
2010-08-31,POL0000000140,INCOME_TEST,445.17,136312.81,0,0,9.01,CAREGIVER,-36.546,-28.762,-3329775230.7,-5021642617.36,-41.491,22.593,252.15,-2.414,47844232.83,19514,IMPLEMENTED
2010-09-07,POL0000000141,EXEMPTIONS,396.38,220720.55,1,60,9.66,OTHER,26.65,14.407,1002271280.35,1527579185.83,-22.641,-15.449,380.21,1.6671,99528848.61,12857,IN_PROGRESS
2010-09-14,POL0000000142,BENEFIT_LEVEL,178.67,6930.86,0,36,9.693,VETERAN,30.991,17.57,-4514711990.46,-4221294972.01,-26.493,-14.197,41.72,2.0196,156988810.14,2927,IMPLEMENTED
2010-09-21,POL0000000143,SANCTIONS,100.79,85056.86,1,36,16.646,CAREGIVER,-25.855,-22.841,3899555310.57,4502724131.78,29.658,8.75,416.04,1.6059,133239313.82,19701,IMPLEMENTED
2010-09-28,POL0000000144,INCOME_TEST,380.49,2006.26,1,24,21.376,OTHER,28.426,35.775,-2412140678.85,-3078206603.4,-10.294,0.169,-419.73,0.4206,47938161.06,6670,PAUSED
2010-10-05,POL0000000145,INCOME_TEST,487.97,221629.81,0,0,12.02,PREGNANT,23.709,18.752,1933971041.65,2526494262.97,29.009,-3.99,344.14,1.8362,92563977.44,9523,IMPLEMENTED
2010-10-12,POL0000000146,INCOME_TEST,455.99,89001.23,0,0,6.819,OTHER,13.447,10.69,2167592853.29,1352818286.98,26.465,-9.754,-307.79,1.0605,14515017.66,16665,SUNSET
2010-10-19,POL0000000147,EXEMPTIONS,455.19,182195.29,0,60,15.818,VETERAN,-16.471,-12.842,-1363824567.07,-107940624.84,34.211,2.765,-31.67,-2.5231,-108174114.61,16566,PAUSED
2010-10-26,POL0000000148,BENEFIT_LEVEL,379.79,138752.25,0,60,8.961,STUDENT,25.29,22.0,743710599.62,98406760.72,-29.244,1.427,148.11,-1.0132,-236783644.32,14948,IMPLEMENTED
2010-11-02,POL0000000149,RECERTIFICATION,256.11,199464.15,1,60,7.321,DISABILITY,-38.323,-47.118,3737451254.98,5260847708.62,4.648,18.072,11.89,2.1271,-109884497.1,7639,IMPLEMENTED
2010-11-09,POL0000000150,INCOME_TEST,158.14,243115.3,0,60,18.365,CAREGIVER,-1.071,-14.578,-675352261.85,-2603687349.49,35.036,-2.712,113.13,-1.177,-4452310.25,5375,IMPLEMENTED
2010-11-16,POL0000000151,BENEFIT_LEVEL,212.51,231969.48,1,24,20.244,STUDENT,-23.129,-12.857,3661646103.65,2330020628.36,38.973,6.247,-42.23,2.9816,65187559.27,11856,IN_PROGRESS
2010-11-23,POL0000000152,INCOME_TEST,61.36,26771.02,0,60,12.179,STUDENT,-33.146,-26.754,-406851948.23,-2046243936.61,30.434,20.087,-24.61,-2.0883,4164501.3,6716,IMPLEMENTED
2010-11-30,POL0000000153,BENEFIT_LEVEL,310.94,211222.83,1,36,12.837,CAREGIVER,-1.549,12.906,4947229115.86,4505861859.37,-5.817,-4.25,477.82,-0.4614,247827977.35,12989,IMPLEMENTED
2010-12-07,POL0000000154,BENEFIT_LEVEL,151.7,197516.27,1,0,11.785,PREGNANT,25.436,27.097,3650861373.12,5088172769.2,39.735,24.4,-391.4,2.0018,193800515.88,2874,IMPLEMENTED
2010-12-14,POL0000000155,SANCTIONS,150.95,233842.82,1,48,21.273,DISABILITY,21.573,34.721,2544094954.31,3501673270.93,-8.042,4.038,159.33,-0.1907,-152211759.68,11935,PAUSED
2010-12-21,POL0000000156,TIME_LIMIT,202.58,242305.52,0,24,15.732,NONE,-33.184,-42.042,-4041786897.99,-3555892282.12,-44.381,6.184,-117.13,-1.0017,-97866752.0,18377,IMPLEMENTED
2010-12-28,POL0000000157,RECERTIFICATION,289.61,143114.03,1,0,11.55,NONE,19.99,9.836,3231615893.43,1858490601.45,-23.432,-15.876,143.55,1.4285,-95927985.87,12818,IN_PROGRESS
2011-01-04,POL0000000158,ASSET_TEST,462.55,136241.59,1,60,8.44,CAREGIVER,-11.606,-16.512,1856367513.61,3586987614.56,20.594,19.623,-77.03,-1.8805,-192276843.5,4555,PAUSED
2011-01-11,POL0000000159,REPORTING,343.86,197190.9,0,36,15.911,UNEMPLOYED,22.568,37.089,-3062055015.4,-5057090350.8,18.895,-9.339,-151.7,2.5848,104320095.96,2164,PAUSED
2011-01-18,POL0000000160,TIME_LIMIT,431.61,167592.52,0,48,1.886,UNEMPLOYED,35.228,37.02,-1346503902.97,-1751808881.84,5.904,10.71,-306.02,0.4536,-232031191.54,7981,IMPLEMENTED
2011-01-25,POL0000000161,SANCTIONS,542.96,18648.87,0,60,2.393,VETERAN,19.297,5.647,4222818596.32,2348767863.35,49.639,-3.626,-301.95,0.1062,216562723.53,18636,SUNSET
2011-02-01,POL0000000162,WORK_REQUIREMENT,96.64,150412.61,0,60,21.587,OTHER,-22.54,-13.084,-316515017.17,-534705532.56,20.919,-3.202,-306.77,2.5168,72439548.7,1232,REVERSED
2011-02-08,POL0000000163,WORK_REQUIREMENT,153.58,123288.85,1,36,20.139,STUDENT,14.096,3.774,-2424896186.47,-4423567213.51,-5.902,4.539,229.16,-1.5307,-122336049.85,5124,REVERSED
2011-02-15,POL0000000164,SANCTIONS,556.17,71208.32,1,48,19.881,NONE,-38.275,-37.585,-2405422758.68,-3374414991.12,-45.156,-17.845,143.88,0.2698,-93533846.56,16730,PAUSED
2011-02-22,POL0000000165,ASSET_TEST,483.13,17214.97,0,36,16.117,STUDENT,28.323,26.771,-3363570513.53,-4363631384.75,15.253,-8.201,-59.64,2.42,97848992.01,8403,IMPLEMENTED
2011-03-01,POL0000000166,INCOME_TEST,51.28,122117.88,0,0,11.858,DISABILITY,7.8,7.399,-724610177.94,-2640705589.09,49.702,14.292,318.57,-2.9046,146660993.53,10852,IMPLEMENTED
2011-03-08,POL0000000167,WORK_REQUIREMENT,392.47,136507.16,0,36,19.045,NONE,-24.667,-37.323,-4184678199.61,-2933902439.07,31.208,1.612,-84.16,0.2351,-39743506.46,12241,IMPLEMENTED
2011-03-15,POL0000000168,WORK_REQUIREMENT,333.83,203542.03,1,24,17.005,UNEMPLOYED,37.915,49.084,8512153.41,-216383328.11,-20.475,20.951,-420.77,1.7057,-117144591.76,12444,PLANNED
2011-03-22,POL0000000169,EXEMPTIONS,529.48,241333.18,1,48,20.337,VETERAN,-8.329,-16.766,-985648351.12,-2075610518.36,-6.173,23.398,-110.91,-1.6017,-94093876.72,7078,PLANNED
2011-03-29,POL0000000170,OTHER,502.68,26843.86,0,36,23.593,STUDENT,-14.084,-10.96,251338838.96,-1134884913.47,4.483,-18.746,-29.35,2.3937,-112750199.91,14077,IMPLEMENTED
2011-04-05,POL0000000171,REPORTING,326.34,195111.05,1,36,15.525,CAREGIVER,39.364,31.202,4745055046.37,2919328768.19,17.481,16.321,100.76,-1.4096,-199493557.98,2559,PAUSED
2011-04-12,POL0000000172,BENEFIT_LEVEL,371.94,153565.33,1,60,12.423,NONE,31.061,44.584,2293788229.43,3223894820.49,5.166,19.358,316.36,0.5627,190581114.97,11052,SUNSET
2011-04-19,POL0000000173,RECERTIFICATION,115.06,188181.53,1,0,19.098,PREGNANT,28.534,26.694,2135718355.69,786573265.77,-31.58,4.57,-338.42,-0.4406,-208377672.37,620,IMPLEMENTED
2011-04-26,POL0000000174,ASSET_TEST,421.95,11499.09,1,48,18.007,UNEMPLOYED,17.108,25.338,-475016081.15,472073160.94,-40.65,-18.471,430.51,-1.4807,88156983.62,9219,IN_PROGRESS
2011-05-03,POL0000000175,RECERTIFICATION,502.13,175747.42,0,12,13.701,OTHER,-12.154,0.1,-4384627528.82,-4675579293.12,-27.443,4.497,-146.22,-2.0673,-218484672.45,16366,PLANNED
2011-05-10,POL0000000176,INCOME_TEST,245.22,151481.89,1,24,20.017,UNEMPLOYED,-7.087,-3.266,-3758587935.97,-4243162999.42,40.031,-11.28,36.46,2.8892,209664203.13,785,IMPLEMENTED
2011-05-17,POL0000000177,INCOME_TEST,529.03,96330.14,1,48,10.941,NONE,-2.59,-13.077,-977663868.31,-1922116405.95,35.52,-22.003,-438.93,-2.9472,169784592.67,9858,IN_PROGRESS
2011-05-24,POL0000000178,SANCTIONS,509.6,189900.93,0,0,19.065,OTHER,-1.482,-2.844,3636574813.07,5069880240.68,23.07,3.202,41.6,-2.2487,-62816696.27,9364,IN_PROGRESS
2011-05-31,POL0000000179,OTHER,275.63,240999.6,1,36,5.422,UNEMPLOYED,1.009,10.78,3230705396.74,2060702830.42,-48.624,17.814,-208.34,-1.4033,-231202397.79,6571,PAUSED
2011-06-07,POL0000000180,INCOME_TEST,267.18,132875.94,1,0,10.722,NONE,-19.711,-32.991,3883518588.21,3939866392.92,-35.303,14.522,-57.22,-0.7562,-143038602.2,1064,REVERSED
2011-06-14,POL0000000181,EXEMPTIONS,82.18,126900.47,0,24,20.211,CAREGIVER,-27.835,-22.585,-2967123456.88,-2859469064.27,-38.167,-23.004,420.47,2.5302,248826264.87,15693,IMPLEMENTED
2011-06-21,POL0000000182,SANCTIONS,120.48,140233.07,1,48,2.103,DISABILITY,25.759,32.802,4728382422.12,3206223824.67,42.212,13.361,369.39,-2.9044,142106106.16,15887,IMPLEMENTED
2011-06-28,POL0000000183,WORK_REQUIREMENT,385.18,101951.04,1,48,5.482,UNEMPLOYED,26.285,38.206,-3370851.98,1077277654.79,9.892,-7.17,-411.15,1.0304,154256314.63,9597,IMPLEMENTED
2011-07-05,POL0000000184,EXEMPTIONS,260.5,7245.84,0,48,8.636,PREGNANT,15.325,0.653,3961085899.14,2051158315.22,-14.605,24.861,-452.56,1.016,234961108.79,9871,IMPLEMENTED
2011-07-12,POL0000000185,TIME_LIMIT,332.62,163851.83,0,36,6.0,UNEMPLOYED,-22.228,-10.665,628268519.49,-1192579406.56,-25.774,15.449,-175.53,0.6414,-28647092.31,10671,PLANNED
2011-07-19,POL0000000186,TIME_LIMIT,251.87,53425.64,1,36,20.687,VETERAN,18.864,20.977,-268074039.84,-1696699771.43,20.907,7.668,408.17,2.8073,-68608300.83,4246,IMPLEMENTED
2011-07-26,POL0000000187,INCOME_TEST,342.57,100464.16,0,24,5.32,NONE,38.302,35.533,-4115355539.43,-5903360819.88,40.491,16.059,483.7,2.6453,110962454.05,17984,IN_PROGRESS
2011-08-02,POL0000000188,TIME_LIMIT,349.02,163702.09,1,24,16.325,PREGNANT,13.284,6.276,-3728140772.38,-4557771619.6,-2.799,18.762,460.37,-2.7173,232984820.08,13957,SUNSET
2011-08-09,POL0000000189,ASSET_TEST,246.65,197715.64,0,0,22.275,NONE,5.404,5.505,1260567167.19,897441367.47,36.13,-12.616,-445.12,2.9104,-32988916.32,2540,IMPLEMENTED
2011-08-16,POL0000000190,RECERTIFICATION,389.33,12538.06,0,36,8.001,NONE,-31.042,-25.53,-4792112331.32,-3281919835.04,-12.722,10.853,175.49,1.1434,54217915.97,10750,IMPLEMENTED
2011-08-23,POL0000000191,WORK_REQUIREMENT,448.04,77172.15,1,36,15.352,NONE,5.017,19.874,-2335057821.23,-3415009715.05,6.977,-21.117,430.98,-1.5607,220185870.31,6115,IMPLEMENTED
2011-08-30,POL0000000192,BENEFIT_LEVEL,54.85,163610.91,1,0,21.151,PREGNANT,-26.261,-22.217,3311957632.49,4446679104.06,-44.065,2.397,-306.55,-1.8531,-77960903.76,8585,IMPLEMENTED
2011-09-06,POL0000000193,SANCTIONS,548.83,39196.42,0,36,12.534,DISABILITY,19.728,25.61,2095684713.37,2714501064.77,-39.725,-8.372,-359.03,-0.328,100271642.29,17908,IMPLEMENTED
2011-09-13,POL0000000194,RECERTIFICATION,354.52,131939.95,0,0,3.334,NONE,-35.973,-36.526,-2007433077.37,-3984648002.62,-36.155,18.718,-470.82,-1.4193,-77345503.96,10563,IN_PROGRESS
2011-09-20,POL0000000195,SANCTIONS,361.08,75176.17,0,0,11.925,VETERAN,-36.993,-23.557,-3882982284.79,-4757202199.5,-33.068,-16.227,143.61,1.8511,-117411030.2,1839,PLANNED
2011-09-27,POL0000000196,REPORTING,399.01,92241.58,1,24,21.161,DISABILITY,38.408,41.497,-58590046.63,-1907124448.14,-9.476,7.567,-134.6,1.2867,42969937.13,6758,REVERSED
2011-10-04,POL0000000197,RECERTIFICATION,355.42,245679.91,0,48,8.371,NONE,20.983,25.858,143061950.17,674002576.7,21.984,-20.243,-274.07,1.5389,150644966.16,5046,IMPLEMENTED
2011-10-11,POL0000000198,BENEFIT_LEVEL,321.36,105014.82,1,0,20.372,DISABILITY,-32.543,-44.613,-2137531554.86,-942635580.14,37.12,18.54,-58.95,1.7905,-189444928.28,8478,REVERSED
2011-10-18,POL0000000199,EXEMPTIONS,569.21,132928.05,0,36,10.46,OTHER,2.716,-10.309,-3438069301.87,-4382001666.8,24.18,4.278,-295.36,0.8442,-98354984.2,14229,IMPLEMENTED
2011-10-25,POL0000000200,INCOME_TEST,474.83,197822.67,0,36,10.626,NONE,-2.837,-12.008,-725810899.55,-670492802.51,5.42,24.863,468.53,-0.8863,-38459991.97,3080,IMPLEMENTED
2011-11-01,POL0000000201,BENEFIT_LEVEL,249.41,107658.23,1,24,23.013,CAREGIVER,33.736,25.352,1766720736.56,3041697032.13,-6.393,-17.316,174.34,0.9297,27296785.87,13127,IMPLEMENTED
2011-11-08,POL0000000202,BENEFIT_LEVEL,506.53,106217.4,0,0,5.714,NONE,-15.761,-5.494,-1062572283.39,-3014360142.62,-44.111,-21.158,-152.79,2.639,71780223.72,11906,SUNSET
2011-11-15,POL0000000203,TIME_LIMIT,31.39,231189.9,1,48,12.239,VETERAN,-19.98,-34.2,-302860897.9,971113835.54,28.752,-3.041,-190.61,2.5135,-32220425.23,2778,IMPLEMENTED
2011-11-22,POL0000000204,INCOME_TEST,421.14,212720.67,0,48,19.766,OTHER,-31.85,-34.669,3397966571.96,3777357473.53,-31.901,7.778,-78.67,-2.9093,-191636540.94,18620,IMPLEMENTED
2011-11-29,POL0000000205,WORK_REQUIREMENT,337.84,44454.14,0,12,23.678,CAREGIVER,-24.69,-12.701,-760779791.93,-1765494641.36,39.96,12.946,-128.05,-0.233,-124836725.42,5869,REVERSED
2011-12-06,POL0000000206,REPORTING,558.87,215866.95,0,60,13.424,CAREGIVER,-9.237,1.862,-1965282324.22,-562510337.17,21.351,21.94,195.48,1.5061,202174299.65,280,IMPLEMENTED
2011-12-13,POL0000000207,ASSET_TEST,61.94,138764.6,0,24,17.441,NONE,29.409,39.585,4965768634.15,6707830609.21,7.448,16.918,-73.44,-0.8764,243866385.32,10417,SUNSET
2011-12-20,POL0000000208,TIME_LIMIT,406.67,181672.6,1,48,15.955,UNEMPLOYED,-13.481,-4.103,-3092893608.56,-4322701457.95,-34.214,-24.68,-197.59,-2.4367,-237281741.31,4068,REVERSED
2011-12-27,POL0000000209,TIME_LIMIT,542.5,38783.77,0,60,19.699,VETERAN,-19.667,-17.024,-3452747694.87,-2856546514.04,24.549,-11.68,460.67,2.2247,32751491.46,11479,IMPLEMENTED
2012-01-03,POL0000000210,BENEFIT_LEVEL,108.0,186490.61,0,48,12.778,STUDENT,4.469,18.687,606076087.05,-180847667.36,10.771,7.379,265.48,0.398,-145771533.68,11998,IMPLEMENTED
2012-01-10,POL0000000211,RECERTIFICATION,4.04,138462.14,1,0,6.013,NONE,26.284,18.992,1018248311.08,1881158695.53,-9.703,16.396,-257.96,1.3297,-151151703.62,6673,IMPLEMENTED
2012-01-17,POL0000000212,BENEFIT_LEVEL,503.58,91780.34,0,48,19.896,CAREGIVER,-16.438,-2.486,1440669003.43,3038958092.64,-11.389,-11.442,-488.41,-1.0057,-123373111.89,5749,PAUSED
2012-01-24,POL0000000213,WORK_REQUIREMENT,205.67,130709.37,1,36,7.55,OTHER,-15.035,-4.285,-3234997753.28,-4005007058.88,3.916,19.204,114.16,1.077,-245370221.78,14986,PAUSED
2012-01-31,POL0000000214,EXEMPTIONS,117.97,31876.06,0,12,18.684,DISABILITY,16.399,21.247,-1097670811.32,-2040649246.77,-31.068,-9.922,-418.4,-0.9822,-154084865.97,18622,IMPLEMENTED
2012-02-07,POL0000000215,REPORTING,235.27,214347.43,0,48,11.23,STUDENT,15.879,3.134,-4921220991.72,-3596401958.26,-44.148,-23.921,-456.14,0.6454,-145290622.13,6145,IN_PROGRESS
2012-02-14,POL0000000216,ASSET_TEST,552.65,166850.63,0,36,15.254,CAREGIVER,-37.707,-51.551,-3150655308.68,-1373539525.92,-27.444,9.269,194.36,-2.8197,-58233947.04,4151,PLANNED
2012-02-21,POL0000000217,TIME_LIMIT,382.41,49602.13,0,60,3.182,STUDENT,20.754,24.397,-523539984.24,-1886930207.08,1.165,-19.078,33.56,-2.1901,-85944254.56,13330,IMPLEMENTED
2012-02-28,POL0000000218,INCOME_TEST,257.59,181002.1,1,0,0.316,UNEMPLOYED,8.708,13.592,710640405.94,914455335.33,-41.611,-18.336,-184.86,1.9463,138307372.94,14179,IMPLEMENTED
2012-03-06,POL0000000219,INCOME_TEST,157.17,165440.07,0,60,20.703,VETERAN,-0.915,6.34,-4328591251.68,-5894968738.6,-33.585,24.387,402.51,1.7875,-242043047.81,7422,IMPLEMENTED
2012-03-13,POL0000000220,REPORTING,257.72,24922.68,1,24,19.443,PREGNANT,-33.132,-23.168,-3370495085.28,-3431677143.75,28.93,6.786,-19.87,-0.6756,-18193800.26,4217,IN_PROGRESS
2012-03-20,POL0000000221,RECERTIFICATION,573.01,93004.5,1,0,19.361,UNEMPLOYED,12.542,20.419,-4609517107.07,-3895905985.33,37.103,9.777,161.72,1.2317,114279444.39,6780,IMPLEMENTED
2012-03-27,POL0000000222,OTHER,429.86,103361.39,0,48,23.889,VETERAN,-0.367,-12.57,4944663596.03,6427460399.92,-34.635,18.285,-174.64,-1.5783,205782019.95,6058,REVERSED
2012-04-03,POL0000000223,BENEFIT_LEVEL,157.51,15371.41,0,36,19.969,STUDENT,22.338,15.654,-4513893837.19,-5645508798.52,-45.551,-23.325,59.93,1.7138,-58204177.36,17434,IMPLEMENTED
2012-04-10,POL0000000224,ASSET_TEST,211.21,233013.44,1,24,14.323,STUDENT,-15.143,-21.518,63981463.26,30491858.05,9.001,-20.229,-349.3,-0.1793,-245534685.16,8934,PAUSED
2012-04-17,POL0000000225,TIME_LIMIT,287.04,72074.44,0,36,13.033,DISABILITY,9.417,10.792,-2234587707.69,-3949893335.41,10.447,16.511,55.31,2.3891,151367080.89,10031,REVERSED
2012-04-24,POL0000000226,REPORTING,273.4,203810.62,1,36,21.239,STUDENT,1.618,-2.727,2493350589.9,2635437908.75,-39.65,-17.559,-447.71,-2.7788,-89178692.87,10176,IN_PROGRESS
2012-05-01,POL0000000227,EXEMPTIONS,361.0,180627.14,1,0,8.366,OTHER,-23.1,-12.683,-331720579.16,1426024449.98,-4.171,13.96,116.11,-2.6302,-117635013.07,220,IMPLEMENTED
2012-05-08,POL0000000228,ASSET_TEST,17.44,145781.88,0,48,19.021,STUDENT,-23.188,-37.445,2823806484.53,4768308241.05,36.085,-17.113,166.71,1.4033,-125265731.2,17375,REVERSED
2012-05-15,POL0000000229,WORK_REQUIREMENT,193.59,162442.18,1,36,5.546,STUDENT,25.113,23.488,-4170870037.08,-4183928500.72,-45.506,-14.101,182.11,0.1012,10466015.07,2704,IMPLEMENTED
2012-05-22,POL0000000230,RECERTIFICATION,328.57,38236.12,0,36,22.715,NONE,23.54,16.393,-3603697162.58,-3709202849.06,-47.829,-9.31,-376.51,-1.7169,67279052.29,16317,PAUSED
2012-05-29,POL0000000231,ASSET_TEST,539.78,6090.27,1,12,20.748,CAREGIVER,19.644,14.865,-1813406369.87,-3052411624.96,-5.863,22.872,24.43,-1.9045,-243357602.91,13260,IN_PROGRESS
2012-06-05,POL0000000232,SANCTIONS,226.77,205169.7,0,24,1.702,DISABILITY,18.503,10.653,3530724282.08,3291587968.18,-2.259,-23.889,227.68,-1.3145,-15438263.84,6656,REVERSED
2012-06-12,POL0000000233,OTHER,1.76,237659.28,0,60,14.446,NONE,2.544,8.031,-3669706443.8,-3413596423.9,-17.82,-18.549,-319.04,2.6364,-222516716.53,9408,IMPLEMENTED
2012-06-19,POL0000000234,WORK_REQUIREMENT,566.1,4236.79,0,24,19.498,CAREGIVER,-14.422,-21.694,4558960575.32,4453506754.53,36.752,-17.527,37.12,-0.3082,-156647949.39,7873,IMPLEMENTED
2012-06-26,POL0000000235,WORK_REQUIREMENT,273.7,95059.07,1,24,24.048,OTHER,7.829,12.737,3939685713.5,3985306254.05,-33.317,-15.02,-194.6,2.1649,219850924.86,18812,REVERSED
2012-07-03,POL0000000236,REPORTING,211.41,212240.64,0,0,9.256,PREGNANT,-12.055,-11.585,-795232481.01,88501647.19,-0.627,-0.271,-321.99,-1.8533,-184920675.98,11160,IN_PROGRESS
2012-07-10,POL0000000237,BENEFIT_LEVEL,134.38,231314.55,0,48,15.808,NONE,38.35,29.904,4473756812.14,3278765796.74,43.136,10.045,-135.21,1.7377,-131337905.8,15753,IMPLEMENTED
2012-07-17,POL0000000238,REPORTING,456.59,115422.01,0,48,9.074,NONE,28.244,31.613,-3937572794.05,-3547630861.43,10.261,-6.563,-370.24,-1.0204,86836158.85,958,IMPLEMENTED
2012-07-24,POL0000000239,SANCTIONS,475.74,83693.57,0,24,19.6,NONE,28.373,24.224,2710982562.86,3468048563.61,10.215,22.677,-58.17,1.5133,-42212221.4,9370,IMPLEMENTED
2012-07-31,POL0000000240,RECERTIFICATION,246.0,151854.64,0,60,19.042,OTHER,-3.488,-16.39,-4044846783.7,-5480519107.25,-37.876,-21.541,-477.54,-2.7073,-142711912.13,13446,IMPLEMENTED
2012-08-07,POL0000000241,INCOME_TEST,129.75,62961.62,0,48,16.857,UNEMPLOYED,-32.191,-37.794,391375772.21,-1255393982.71,11.378,4.282,-376.79,1.0329,226826314.06,1386,PAUSED
2012-08-14,POL0000000242,EXEMPTIONS,413.24,60301.57,1,0,6.511,PREGNANT,6.187,7.301,3729735588.72,2716134324.49,17.956,-8.72,229.67,-0.595,-137803043.12,3925,IMPLEMENTED
2012-08-21,POL0000000243,TIME_LIMIT,454.36,82499.04,0,48,19.166,CAREGIVER,-27.806,-20.944,1115138721.71,2515777892.65,-26.383,-21.214,-249.66,0.6243,66149625.81,16003,IMPLEMENTED
2012-08-28,POL0000000244,INCOME_TEST,162.26,190379.98,0,0,7.611,OTHER,25.234,32.205,-3048808881.83,-3440498009.34,-18.991,0.773,-176.26,2.3417,30773127.13,13152,IN_PROGRESS
2012-09-04,POL0000000245,WORK_REQUIREMENT,1.73,184449.1,1,24,18.21,CAREGIVER,-19.817,-6.444,-4156973550.62,-5744128577.46,6.882,5.712,-16.95,0.7985,107591655.63,14778,IMPLEMENTED
2012-09-11,POL0000000246,BENEFIT_LEVEL,20.38,17526.67,0,0,9.191,UNEMPLOYED,-33.693,-37.734,2836380547.34,1495967407.0,-35.217,1.411,-176.86,-2.0518,220212191.16,516,PLANNED
2012-09-18,POL0000000247,BENEFIT_LEVEL,522.42,148612.0,1,0,22.54,OTHER,-36.191,-44.35,947328456.52,2857450697.46,-5.402,-10.12,-16.51,1.4997,140826773.15,12661,IN_PROGRESS
2012-09-25,POL0000000248,BENEFIT_LEVEL,433.37,168731.32,1,24,20.811,NONE,7.416,13.305,-2608562641.74,-623691456.47,9.354,-18.021,-224.88,2.6103,110350688.51,6533,IMPLEMENTED
2012-10-02,POL0000000249,ASSET_TEST,493.58,100145.72,0,24,18.0,OTHER,28.094,35.498,4046072338.78,5988003991.42,-26.297,-19.142,-421.5,-0.4288,-81472961.65,4801,PAUSED
2012-10-09,POL0000000250,OTHER,449.96,157203.25,0,12,3.509,CAREGIVER,-5.468,-18.388,-4054157454.28,-4079911320.32,-23.378,-5.668,-464.55,-1.9025,16142155.17,14906,IMPLEMENTED
