gov_debt_reporting_year,gov_debt_issuer_id,gov_debt_debt_type_code,gov_debt_principal_outstanding_inr,gov_debt_principal_issued_inr,gov_debt_principal_retired_inr,gov_debt_interest_cost_inr,gov_debt_average_coupon_rate,gov_debt_maturity_years_weighted,gov_debt_debt_service_coverage_ratio,gov_debt_days_cash_on_hand,gov_debt_liquidity_ratio,gov_debt_net_position_change_inr,gov_debt_unfunded_pension_liability,gov_debt_opeb_liability,gov_debt_bond_rating_agency,gov_debt_bond_rating_value,gov_debt_default_event_flag,gov_debt_refinancing_savings_inr,gov_debt_fiscal_distress_flag
2016,GOV16900139,GOVDU6ML,3320921,246809,6306544,46252,53.11,val_1699_00139,0.209,414,3.086,val_1699_00139,val_1699_00139,val_1699_00139,MoRTH,917616,1,808159,1
2021,GOV16900140,GOVPEZ9M,21271409,32353,564135173,700634,9.36,val_1699_00140,2.11,939,2.044,val_1699_00140,val_1699_00140,val_1699_00140,DoPT,55745852,0,46686679,0
2017,GOV16900141,GOVYP3C7,4071907,28138,40412,7769978,74.85,val_1699_00141,1.339,3125,3.832,val_1699_00141,val_1699_00141,val_1699_00141,MoHUA,536782761,1,3226943,1
2025,GOV16900142,GOVSU26V,81005559,52617485,5175919,570526288,33.27,val_1699_00142,0.624,2148,2.475,val_1699_00142,val_1699_00142,val_1699_00142,MoRD,34729,0,4274824,0
2012,GOV16900143,GOVL3MQA,362941215,862696651,453953,516998,30.93,val_1699_00143,2.195,1430,2.669,val_1699_00143,val_1699_00143,val_1699_00143,MoRD,535923478,1,435694,1
2020,GOV16900144,GOVFMSOX,32345,890904,6399665,49098507,66.86,val_1699_00144,2.078,3088,2.056,val_1699_00144,val_1699_00144,val_1699_00144,MoHUA,54477801,1,69455139,0
2020,GOV16900145,GOV0UDFT,4950837,3285391,762803940,446037,85.46,val_1699_00145,4.82,3410,2.041,val_1699_00145,val_1699_00145,val_1699_00145,MOF,4598153,0,462976979,1
2026,GOV16900146,GOVZ5LIV,33135,378797,619485883,34148193,59.79,val_1699_00146,1.774,2810,3.587,val_1699_00146,val_1699_00146,val_1699_00146,DoPT,483894,0,983500,0
2019,GOV16900147,GOVWPTLK,529478,62451840,61874,57284,39.12,val_1699_00147,4.072,2376,1.446,val_1699_00147,val_1699_00147,val_1699_00147,MoHUA,214494,0,44914996,0
2019,GOV16900148,GOVSLAK1,14361943,61340559,31073133,62533,56.53,val_1699_00148,0.662,3447,3.405,val_1699_00148,val_1699_00148,val_1699_00148,MeitY,312044,0,960417,1
2015,GOV16900149,GOV6KOUH,33444109,5068038,139724926,508240776,1.09,val_1699_00149,4.285,829,1.329,val_1699_00149,val_1699_00149,val_1699_00149,MOF,512910773,0,46862,0
2013,GOV16900150,GOV9P2J7,57738,469977197,458330,64643,95.21,val_1699_00150,0.516,438,4.035,val_1699_00150,val_1699_00150,val_1699_00150,MOF,5780643,1,59338452,0
2022,GOV16900151,GOVC5U3J,171930727,41901,5893850,465703,23.39,val_1699_00151,2.912,411,1.599,val_1699_00151,val_1699_00151,val_1699_00151,MHA,446438,0,624632396,1
2017,GOV16900152,GOVGQB0U,62493,479637,742994495,64900,35.22,val_1699_00152,2.298,33,2.665,val_1699_00152,val_1699_00152,val_1699_00152,MHA,31963,1,351779,1
2019,GOV16900153,GOVR65J8,27740348,66147464,77835,552214,14.61,val_1699_00153,3.021,1985,1.847,val_1699_00153,val_1699_00153,val_1699_00153,MoRD,49942350,1,7432811,1
2015,GOV16900154,GOVRSMEB,61860,618785,4179187,223723,89.76,val_1699_00154,4.897,917,2.964,val_1699_00154,val_1699_00154,val_1699_00154,MeitY,572591,1,915113986,0
2026,GOV16900155,GOVW4SAP,54426,52251,540305047,70314878,90.66,val_1699_00155,2.012,312,4.937,val_1699_00155,val_1699_00155,val_1699_00155,MoRTH,4475051,0,8078936,1
2025,GOV16900156,GOVX7RHR,245755,1005579216,640517252,30124129,42.91,val_1699_00156,1.8,986,3.161,val_1699_00156,val_1699_00156,val_1699_00156,MOF,189451199,1,49617,1
2020,GOV16900157,GOVQHUDJ,74686,4612992,708335872,57508,3.56,val_1699_00157,0.545,3288,1.437,val_1699_00157,val_1699_00157,val_1699_00157,MOF,251888,0,26266949,1
2012,GOV16900158,GOVB6UZE,583970,6395525,393717,762477155,18.29,val_1699_00158,3.09,901,1.044,val_1699_00158,val_1699_00158,val_1699_00158,MNRE,6881140,0,6679989,1
2024,GOV16900159,GOVTI759,494807,57448850,51687038,1152106,6.48,val_1699_00159,0.235,1570,2.422,val_1699_00159,val_1699_00159,val_1699_00159,MoHFW,24799,0,52673,0
2016,GOV16900160,GOV362EE,3759534,53644341,4387442,47566195,95.45,val_1699_00160,0.598,370,0.972,val_1699_00160,val_1699_00160,val_1699_00160,MeitY,80020121,1,6543316,1
2022,GOV16900161,GOVO77MD,57658,40244,456874405,63439,39.48,val_1699_00161,1.0,450,4.685,val_1699_00161,val_1699_00161,val_1699_00161,DoPT,1437093,0,500851,1
2012,GOV16900162,GOV520AC,3403215,649055251,63404761,8675558,24.93,val_1699_00162,2.101,351,3.559,val_1699_00162,val_1699_00162,val_1699_00162,MeitY,498932,0,228840,0
2011,GOV16900163,GOV0QLRE,530290528,4231610,39911,47121853,95.46,val_1699_00163,2.87,1837,4.898,val_1699_00163,val_1699_00163,val_1699_00163,MOF,58611268,0,48470903,0
2011,GOV16900164,GOVXDGPA,462937,269361606,3315083,490724,23.35,val_1699_00164,1.846,2255,4.572,val_1699_00164,val_1699_00164,val_1699_00164,MOF,12580,1,286,1
2021,GOV16900165,GOVB22O6,586052,65289,60652555,248013970,99.55,val_1699_00165,3.642,2557,4.499,val_1699_00165,val_1699_00165,val_1699_00165,DoPT,4307970,0,64560754,0
2024,GOV16900166,GOVWVYDZ,32108,2664883,422802445,440835680,1.25,val_1699_00166,0.483,1615,3.601,val_1699_00166,val_1699_00166,val_1699_00166,MeitY,6366600,1,627075965,0
2022,GOV16900167,GOV631SJ,657571,895255,669870,8914331,19.41,val_1699_00167,0.419,1093,3.914,val_1699_00167,val_1699_00167,val_1699_00167,MoHUA,363032,1,553575,1
2012,GOV16900168,GOVSV4AF,453322222,66091136,3656926,526135128,61.45,val_1699_00168,1.629,1788,1.936,val_1699_00168,val_1699_00168,val_1699_00168,MoRD,7472351,1,6190004,1
2014,GOV16900169,GOV3DA5G,218485,226233,424940002,518061,9.37,val_1699_00169,1.954,795,2.139,val_1699_00169,val_1699_00169,val_1699_00169,MoRD,769846,1,40908,1
2014,GOV16900170,GOV22LAP,22866,270758316,4371383,47395821,4.64,val_1699_00170,3.614,2128,2.761,val_1699_00170,val_1699_00170,val_1699_00170,MNRE,93894,1,4740187,0
2010,GOV16900171,GOVZK92N,737436,1703758,41819,509716,11.65,val_1699_00171,4.384,2014,2.715,val_1699_00171,val_1699_00171,val_1699_00171,MHA,59036569,1,36833,0
2022,GOV16900172,GOVHKWIO,5546152,4532744,596218,34188,97.68,val_1699_00172,3.485,3597,3.071,val_1699_00172,val_1699_00172,val_1699_00172,MeitY,72695,0,26466,0
2017,GOV16900173,GOVQYLJ3,36313,3276116,113594039,50825537,62.45,val_1699_00173,0.292,149,0.858,val_1699_00173,val_1699_00173,val_1699_00173,MHA,32749,0,6863454,0
2015,GOV16900174,GOVC3Y2T,599443,3237536,730426,62049,20.5,val_1699_00174,2.893,1093,4.378,val_1699_00174,val_1699_00174,val_1699_00174,MoHFW,668168,0,374734617,1
2022,GOV16900175,GOV27FZ5,567874170,2897396,594531,788170,47.5,val_1699_00175,2.145,1496,1.518,val_1699_00175,val_1699_00175,val_1699_00175,DoPT,44444840,1,75801,1
2022,GOV16900176,GOVUHMRA,58146,29679174,39253034,36140,83.91,val_1699_00176,0.57,1112,2.536,val_1699_00176,val_1699_00176,val_1699_00176,MNRE,32624,0,51136290,0
2017,GOV16900177,GOVV761Z,8699850,26886272,85536,8175,9.07,val_1699_00177,0.954,2275,0.971,val_1699_00177,val_1699_00177,val_1699_00177,MoRTH,71363,0,616839,1
2010,GOV16900178,GOV9IHGD,3991065,38964,338357079,573381100,23.34,val_1699_00178,3.444,2425,0.631,val_1699_00178,val_1699_00178,val_1699_00178,MeitY,689718,1,43026427,1
2021,GOV16900179,GOVSMEY5,475457,5640080,5163599,63452,79.75,val_1699_00179,3.525,568,0.09,val_1699_00179,val_1699_00179,val_1699_00179,MoE,503689,0,42877,0
2017,GOV16900180,GOVEFN1Y,523687,14806,65331744,36032953,40.13,val_1699_00180,4.854,615,4.279,val_1699_00180,val_1699_00180,val_1699_00180,MoRD,845880551,0,450534113,0
2026,GOV16900181,GOVX9O0Y,461539668,6494438,443442,73952735,69.55,val_1699_00181,1.208,2904,0.119,val_1699_00181,val_1699_00181,val_1699_00181,MNRE,5421164,1,48639466,1
2014,GOV16900182,GOVP195Z,71521,62258,728401,61826,0.72,val_1699_00182,2.646,2503,3.047,val_1699_00182,val_1699_00182,val_1699_00182,MoHFW,847801790,1,561247,0
2014,GOV16900183,GOVEVD42,32651,6406447,792938,2127961,4.99,val_1699_00183,3.941,1121,1.685,val_1699_00183,val_1699_00183,val_1699_00183,MeitY,36935,1,63280,1
2016,GOV16900184,GOVP287X,4816715,34378,4605507,50881707,60.4,val_1699_00184,3.147,2501,1.855,val_1699_00184,val_1699_00184,val_1699_00184,MoRD,42466743,1,43186,1
2017,GOV16900185,GOV3WY49,79013,18832,59445,6535512,83.19,val_1699_00185,3.106,1233,2.491,val_1699_00185,val_1699_00185,val_1699_00185,MoE,381278805,1,82145,1
2019,GOV16900186,GOVONG6E,63572,37589,14659506,41450418,75.74,val_1699_00186,3.418,1,1.19,val_1699_00186,val_1699_00186,val_1699_00186,MoE,426783,0,5688437,0
2017,GOV16900187,GOVTD1SD,822852,267564457,53131046,473639360,16.75,val_1699_00187,2.468,3497,1.128,val_1699_00187,val_1699_00187,val_1699_00187,MNRE,462255571,0,740602,0
2011,GOV16900188,GOVPKAFI,466986355,52968677,5793222,64706822,50.35,val_1699_00188,1.975,1324,4.183,val_1699_00188,val_1699_00188,val_1699_00188,MNRE,91798,1,34485,1
2010,GOV16900189,GOVKGX84,533965,20137957,27981,686606,40.91,val_1699_00189,2.379,900,1.125,val_1699_00189,val_1699_00189,val_1699_00189,MHA,356023069,0,702018316,0
2025,GOV16900190,GOV4CO1O,687194586,456720,70291550,642257,95.94,val_1699_00190,2.558,2949,2.95,val_1699_00190,val_1699_00190,val_1699_00190,MHA,689046672,0,3599553,1
2017,GOV16900191,GOVS6K4Y,1034879,29664,732583,90480746,43.94,val_1699_00191,3.929,3045,0.051,val_1699_00191,val_1699_00191,val_1699_00191,MoRTH,749295345,0,445034900,0
2022,GOV16900192,GOVQL0PC,79444,70854,514868535,299335,50.15,val_1699_00192,2.684,1924,4.843,val_1699_00192,val_1699_00192,val_1699_00192,MeitY,696122899,1,61151788,0
2011,GOV16900193,GOV6CA9H,3658226,78203021,619452878,718886,25.51,val_1699_00193,4.945,3433,2.894,val_1699_00193,val_1699_00193,val_1699_00193,MoHUA,578967344,1,71714671,0
2014,GOV16900194,GOV1E93I,85583933,636240,55112749,468455,63.72,val_1699_00194,4.304,2656,0.132,val_1699_00194,val_1699_00194,val_1699_00194,MOF,377284,1,765178923,1
2012,GOV16900195,GOV2UHXW,19134,63508,373994546,6355920,81.61,val_1699_00195,3.809,2498,2.158,val_1699_00195,val_1699_00195,val_1699_00195,MoHFW,47891,0,421796,0
2026,GOV16900196,GOVBNGQ2,19065697,340175,21765986,621598,64.87,val_1699_00196,2.993,1423,3.558,val_1699_00196,val_1699_00196,val_1699_00196,MNRE,661826310,1,4495888,0
2019,GOV16900197,GOV2TDYX,49277,262647,3954868,4884048,60.27,val_1699_00197,4.329,2402,0.126,val_1699_00197,val_1699_00197,val_1699_00197,MoE,4536729,1,8122204,1
2022,GOV16900198,GOVD0HCG,9095889,2136072,86832140,473741,42.84,val_1699_00198,0.89,3490,3.063,val_1699_00198,val_1699_00198,val_1699_00198,MoE,4250610,0,1216468,0
2013,GOV16900199,GOVOJR2B,366201,431370,843897035,72315,8.59,val_1699_00199,2.446,2037,0.789,val_1699_00199,val_1699_00199,val_1699_00199,MoRD,72092,1,474477,1
2018,GOV16900200,GOVGJTV6,5801431,21791158,44050739,55976,2.68,val_1699_00200,1.785,1632,1.66,val_1699_00200,val_1699_00200,val_1699_00200,MNRE,436919,1,594332,0
2021,GOV16900201,GOVIMG2X,511556279,514196703,6233755,659790,71.5,val_1699_00201,2.414,2311,2.071,val_1699_00201,val_1699_00201,val_1699_00201,MNRE,4623887,0,597698593,0
2015,GOV16900202,GOV8M8MA,535,7219,603774716,26168782,96.76,val_1699_00202,0.335,13,1.099,val_1699_00202,val_1699_00202,val_1699_00202,MeitY,652474423,0,68807605,0
2012,GOV16900203,GOVA8J8Y,5012490,4958196,547705,47778243,45.94,val_1699_00203,4.276,3011,1.093,val_1699_00203,val_1699_00203,val_1699_00203,MoE,57854440,1,5612215,1
2011,GOV16900204,GOVCRJQ5,4308729,313415,395765,720853623,61.73,val_1699_00204,4.59,1117,4.361,val_1699_00204,val_1699_00204,val_1699_00204,MoRTH,5148190,1,134311,0
2018,GOV16900205,GOVGS4Q8,48350,5679123,501474124,440395863,42.49,val_1699_00205,4.118,2663,4.61,val_1699_00205,val_1699_00205,val_1699_00205,MOF,2407607,1,47851097,0
2016,GOV16900206,GOVGWE4R,4230273,31188941,473997239,6055255,49.32,val_1699_00206,0.865,1556,0.248,val_1699_00206,val_1699_00206,val_1699_00206,MHA,57718,0,65083,1
2013,GOV16900207,GOVQDNQ5,4052995,371086034,396475,73401,16.88,val_1699_00207,2.421,1086,3.188,val_1699_00207,val_1699_00207,val_1699_00207,MOF,49379,0,7874688,1
2015,GOV16900208,GOV2G3QZ,37710054,27839841,105924,2794172,85.17,val_1699_00208,3.155,894,0.876,val_1699_00208,val_1699_00208,val_1699_00208,DoPT,62261,1,25445,0
2014,GOV16900209,GOV6Q1SH,414333404,38924,66510,72276285,10.48,val_1699_00209,0.442,444,2.786,val_1699_00209,val_1699_00209,val_1699_00209,DoPT,2912882,1,20838016,0
2026,GOV16900210,GOVUB6UT,499380,42654140,20562,71837,45.78,val_1699_00210,2.862,2792,1.233,val_1699_00210,val_1699_00210,val_1699_00210,MOF,64836,1,44370976,0
2012,GOV16900211,GOVFCWIQ,4061102,5276315,733308383,30454101,63.93,val_1699_00211,2.762,2657,3.53,val_1699_00211,val_1699_00211,val_1699_00211,MoRTH,723913429,1,57830156,0
2026,GOV16900212,GOVESJ1G,51625931,3678180,329232,31705,61.16,val_1699_00212,2.667,2791,0.048,val_1699_00212,val_1699_00212,val_1699_00212,MoE,80162044,0,6196545,0
2015,GOV16900213,GOV8PX0U,83817125,591480598,698169118,50664096,3.06,val_1699_00213,0.85,2681,1.326,val_1699_00213,val_1699_00213,val_1699_00213,MoE,6815360,1,657807953,0
2016,GOV16900214,GOVKOFWS,49130,407338,39278,6789958,59.21,val_1699_00214,1.524,1279,0.309,val_1699_00214,val_1699_00214,val_1699_00214,MHA,31819454,0,87875,0
2022,GOV16900215,GOVTVASQ,40689550,240224,2162591,389279923,80.86,val_1699_00215,4.347,915,3.175,val_1699_00215,val_1699_00215,val_1699_00215,MoHFW,108917749,0,68272,0
2012,GOV16900216,GOV12VQ4,53679258,3913815,44720,19715476,15.16,val_1699_00216,4.315,1588,1.314,val_1699_00216,val_1699_00216,val_1699_00216,MoRD,79889,1,354627626,1
2016,GOV16900217,GOVNEE3Q,4897996,37233,530641378,10472553,66.84,val_1699_00217,3.375,2334,4.473,val_1699_00217,val_1699_00217,val_1699_00217,MHA,466014,0,52475,1
2015,GOV16900218,GOVRP83P,4977177,4960008,74438,54418,54.36,val_1699_00218,3.716,1529,1.258,val_1699_00218,val_1699_00218,val_1699_00218,MoHFW,5284361,1,43224321,0
2026,GOV16900219,GOVS9MR0,50480344,3123432,50477,430254603,36.45,val_1699_00219,0.055,3577,1.152,val_1699_00219,val_1699_00219,val_1699_00219,MOF,323383941,1,649276,0
2023,GOV16900220,GOV2MO6C,548950565,220079,306461,943562348,44.9,val_1699_00220,1.513,2868,1.322,val_1699_00220,val_1699_00220,val_1699_00220,MoRD,4517595,1,371867747,1
2022,GOV16900221,GOVEZWK0,57219782,5109975,4945455,38730,62.21,val_1699_00221,1.022,3204,1.705,val_1699_00221,val_1699_00221,val_1699_00221,MOF,321179,1,170090898,0
2010,GOV16900222,GOV9G79O,6511048,21755077,28219183,66278,58.23,val_1699_00222,0.356,876,2.809,val_1699_00222,val_1699_00222,val_1699_00222,MoRD,547227,0,60708,1
2012,GOV16900223,GOVQXE2R,418007642,848150,74848050,44928371,84.08,val_1699_00223,2.535,2846,3.345,val_1699_00223,val_1699_00223,val_1699_00223,MoE,9614595,0,58278,1
2016,GOV16900224,GOV5P77I,524070678,496230499,61678311,37413252,13.8,val_1699_00224,0.914,3256,2.758,val_1699_00224,val_1699_00224,val_1699_00224,MOF,446225483,1,75432609,0
2016,GOV16900225,GOVV5JAN,553020,23969985,72400,76549107,22.64,val_1699_00225,2.567,2823,3.597,val_1699_00225,val_1699_00225,val_1699_00225,MoRTH,44675,0,6118158,0
2014,GOV16900226,GOVQBE5I,534920155,7600724,27435,392305,66.7,val_1699_00226,3.761,1024,0.766,val_1699_00226,val_1699_00226,val_1699_00226,DoPT,66106044,1,5036983,1
2011,GOV16900227,GOVECO1Z,95210880,322513,452936149,712039,28.51,val_1699_00227,3.298,2646,3.275,val_1699_00227,val_1699_00227,val_1699_00227,MoHFW,38211308,0,5222798,1
2010,GOV16900228,GOVNJAJK,20132597,273795,5770781,56311054,61.07,val_1699_00228,3.352,1373,3.907,val_1699_00228,val_1699_00228,val_1699_00228,MOF,84208,0,4027620,0
2011,GOV16900229,GOVKOCOK,55382,48684121,1736460,479958,72.98,val_1699_00229,3.446,761,2.078,val_1699_00229,val_1699_00229,val_1699_00229,MoHFW,238967124,0,213261108,0
2022,GOV16900230,GOVEETQX,606433551,55538534,329876,338072,51.3,val_1699_00230,1.591,589,2.195,val_1699_00230,val_1699_00230,val_1699_00230,MeitY,548004,1,62433,0
2017,GOV16900231,GOVOUMOH,448000258,161384,64622382,436500462,26.6,val_1699_00231,1.191,1765,4.127,val_1699_00231,val_1699_00231,val_1699_00231,MoHUA,29971,0,44274538,0
2024,GOV16900232,GOVLY22H,313879513,52564,322712,8752362,7.44,val_1699_00232,4.832,1224,0.383,val_1699_00232,val_1699_00232,val_1699_00232,MHA,3783020,0,8401239,1
2015,GOV16900233,GOVSAVXT,8307,332600,94227254,579743637,18.97,val_1699_00233,1.069,2909,3.365,val_1699_00233,val_1699_00233,val_1699_00233,MoRD,652881805,0,8939776,1
2022,GOV16900234,GOVVDVGZ,9073,3728438,5217844,7777980,2.11,val_1699_00234,0.726,1333,3.31,val_1699_00234,val_1699_00234,val_1699_00234,MeitY,5906051,1,378017125,0
2023,GOV16900235,GOVWOGVX,45712577,31332,41523,44506700,29.84,val_1699_00235,1.772,1332,0.138,val_1699_00235,val_1699_00235,val_1699_00235,MoRTH,45805,1,545107,1
2022,GOV16900236,GOVXC9Q0,64394,54739,46940857,37427,58.37,val_1699_00236,3.414,2512,4.053,val_1699_00236,val_1699_00236,val_1699_00236,MNRE,6553971,0,63118203,0
2015,GOV16900237,GOVVZWJT,40676788,5770599,811206012,641462818,69.4,val_1699_00237,2.249,2444,0.683,val_1699_00237,val_1699_00237,val_1699_00237,MoHUA,401921,0,39032378,0
2018,GOV16900238,GOV01IIG,126302,4545614,530980,43878623,98.94,val_1699_00238,2.59,1446,4.758,val_1699_00238,val_1699_00238,val_1699_00238,MNRE,4682596,0,874326,0
2022,GOV16900239,GOVAI8GA,46079,4752795,72876237,66931500,65.18,val_1699_00239,1.621,1590,0.573,val_1699_00239,val_1699_00239,val_1699_00239,MOF,6702728,1,85241,0
2023,GOV16900240,GOV62QKE,70909291,439750863,24097507,35862,32.4,val_1699_00240,3.193,1359,4.993,val_1699_00240,val_1699_00240,val_1699_00240,MNRE,618327919,1,3615909,0
2026,GOV16900241,GOV4KA49,473204,44447829,53279,22446,91.55,val_1699_00241,4.797,842,0.989,val_1699_00241,val_1699_00241,val_1699_00241,MOF,471712,0,873141815,1
2023,GOV16900242,GOVV4UUB,680142024,93026,3971394,408592672,75.7,val_1699_00242,4.131,345,2.485,val_1699_00242,val_1699_00242,val_1699_00242,DoPT,47586,0,29370950,1
2017,GOV16900243,GOVVLHT5,4585599,42657369,456742,69178802,71.41,val_1699_00243,4.95,400,2.127,val_1699_00243,val_1699_00243,val_1699_00243,MoE,525818857,1,56127504,0
2022,GOV16900244,GOVHO0B4,3711530,825494780,53787982,44142219,56.0,val_1699_00244,4.591,2478,1.204,val_1699_00244,val_1699_00244,val_1699_00244,MoRTH,210325820,1,3635826,1
2020,GOV16900245,GOVSKYRM,46303084,273917,416316716,211307,23.42,val_1699_00245,0.432,3490,1.636,val_1699_00245,val_1699_00245,val_1699_00245,MeitY,46843,1,5030690,0
2022,GOV16900246,GOVOKN07,4010392,688078,580721634,71811289,56.46,val_1699_00246,4.715,3146,2.413,val_1699_00246,val_1699_00246,val_1699_00246,MHA,92601765,1,432571743,1
2022,GOV16900247,GOV16BJ2,50012,30670,37979,57482324,98.26,val_1699_00247,1.451,976,1.828,val_1699_00247,val_1699_00247,val_1699_00247,MoRD,465072,1,63419589,0
2020,GOV16900248,GOVV753Z,6949570,417605,45001,84140697,92.45,val_1699_00248,3.732,874,3.444,val_1699_00248,val_1699_00248,val_1699_00248,MeitY,7875338,0,34635883,0
2021,GOV16900249,GOV8CYMX,40445242,284514,52157,436907932,57.11,val_1699_00249,1.451,2477,3.985,val_1699_00249,val_1699_00249,val_1699_00249,DoPT,807524,0,769786,0
2026,GOV16900250,GOVLPD22,528231,65932239,187627,113708847,96.34,val_1699_00250,0.831,1808,3.099,val_1699_00250,val_1699_00250,val_1699_00250,DoPT,216700797,0,5554564,1
2021,GOV16900251,GOVHPCPN,594256041,623763,430,58828672,52.96,val_1699_00251,3.43,174,2.532,val_1699_00251,val_1699_00251,val_1699_00251,MHA,3523902,1,47959226,1
2026,GOV16900252,GOV5SY51,568167165,7279027,602596340,32599871,50.66,val_1699_00252,4.869,566,3.227,val_1699_00252,val_1699_00252,val_1699_00252,MOF,9693714,0,2592082,0
2020,GOV16900253,GOVTARJ4,24801023,51305,75323,372021,10.14,val_1699_00253,3.823,203,0.158,val_1699_00253,val_1699_00253,val_1699_00253,MoE,640101427,0,60260,0
2010,GOV16900254,GOV93XFK,49031,54881478,519898740,5591034,67.75,val_1699_00254,2.783,2578,1.493,val_1699_00254,val_1699_00254,val_1699_00254,MoHUA,548328,1,736737,0
2014,GOV16900255,GOVKFRHO,37632,1280426,65742,47372948,39.23,val_1699_00255,4.632,2565,3.165,val_1699_00255,val_1699_00255,val_1699_00255,MoRTH,55214,1,521397440,0
2016,GOV16900256,GOVY5081,13955742,54316,614970258,703860023,16.9,val_1699_00256,4.604,1722,1.835,val_1699_00256,val_1699_00256,val_1699_00256,MNRE,19965549,0,559426841,0
2021,GOV16900257,GOV2X91C,631277485,475669701,48238886,580718234,4.68,val_1699_00257,3.322,901,0.669,val_1699_00257,val_1699_00257,val_1699_00257,MoHFW,667300388,0,38087,0
2013,GOV16900258,GOVBT77G,67317603,13384059,493233,259464552,29.81,val_1699_00258,4.342,2223,0.398,val_1699_00258,val_1699_00258,val_1699_00258,MNRE,216564661,1,946854,1
2011,GOV16900259,GOV09J0J,255647,51364481,3993527,27297,21.92,val_1699_00259,0.729,2576,4.077,val_1699_00259,val_1699_00259,val_1699_00259,MeitY,26516,0,658932751,0
2011,GOV16900260,GOVWP34E,47645716,1477393,551467956,40193,4.14,val_1699_00260,2.929,802,1.317,val_1699_00260,val_1699_00260,val_1699_00260,DoPT,583425,0,984055497,1
2012,GOV16900261,GOV9H5YW,8102157,67832286,5006099,7076961,38.64,val_1699_00261,0.147,1183,3.073,val_1699_00261,val_1699_00261,val_1699_00261,MoRD,18693064,0,673697,0
2025,GOV16900262,GOVHDR7X,49099,883538153,549252,38349,45.2,val_1699_00262,3.41,97,4.897,val_1699_00262,val_1699_00262,val_1699_00262,MoRD,62744,1,78248707,1
2014,GOV16900263,GOVICHDF,4384768,283727,40816953,607998,77.12,val_1699_00263,0.376,3353,2.995,val_1699_00263,val_1699_00263,val_1699_00263,MoRTH,43041,1,74102906,1
2018,GOV16900264,GOVAUK0J,458505,6574551,307570420,7329,74.63,val_1699_00264,2.858,79,3.985,val_1699_00264,val_1699_00264,val_1699_00264,MNRE,52139,0,594681,0
2016,GOV16900265,GOVUXYEK,5478844,353018,9631608,65518864,47.16,val_1699_00265,0.845,481,0.053,val_1699_00265,val_1699_00265,val_1699_00265,MoRD,55414,1,6538176,0
2011,GOV16900266,GOVMJXZW,31409,441139368,394305761,62592,6.43,val_1699_00266,0.025,902,3.503,val_1699_00266,val_1699_00266,val_1699_00266,MHA,66753175,1,52868516,0
2019,GOV16900267,GOV69IXZ,161103,23740,638144,62407,72.32,val_1699_00267,2.756,3280,2.043,val_1699_00267,val_1699_00267,val_1699_00267,MoE,4863894,1,5577464,0
2026,GOV16900268,GOV34ARO,99241025,628126,44627712,657911911,24.93,val_1699_00268,3.448,3402,2.86,val_1699_00268,val_1699_00268,val_1699_00268,MoHUA,828117,1,17768818,0
2012,GOV16900269,GOV17SEC,415654,56807106,453796330,640218726,16.79,val_1699_00269,3.459,2292,2.065,val_1699_00269,val_1699_00269,val_1699_00269,MoRD,676648,0,40047,1
