house_social_reference_year,house_social_country_iso2,house_social_region_nuts_code,house_social_social_housing_stock_count,house_social_social_housing_share_pct,house_social_new_units_completed_count,house_social_renovated_units_count,house_social_waitlist_households_count,house_social_average_wait_time_months,house_social_allocation_rule_code,house_social_income_threshold_eur,house_social_rent_setting_rule_code,house_social_rent_level_eur_median,house_social_energy_efficiency_upgrade_flag,house_social_state_aid_compliance_flag,house_social_public_investment_eur,house_social_eu_funding_support_eur,house_social_data_source,house_social_last_update_date,house_social_data_extract_date
2010,SE,SE711,2138320,13.88,128259,169258,182305,51.79,MIXED_MODEL,57304.38,MARKET_DISCOUNTED,753.09,1,1,6132588617.98,231675649.2,HOUSING_AUTHORITY_ADMIN,2023-08-03,2025-04-02
2011,CY,BG32,393843,26.4,8210,19922,248346,34.54,POINTS_BASED,59511.0,COST_BASED,501.51,1,1,2826522646.68,742618132.45,MINISTRY_HOUSING_REPORT,2023-08-26,2024-09-21
2012,FR,PL931,187280,9.48,9372,7343,251436,49.84,NEEDS_BASED,33227.25,FIXED_GRID,937.29,0,1,2477190473.14,341844235.92,SOCIAL_HOUSING_REGISTER,2023-09-18,2024-09-19
2013,IT,DK4,2061698,20.59,6195,13292,336295,71.18,LOTTERY,68629.22,INCOME_RELATED,1099.33,1,1,10508893970.54,1238029031.97,AUDIT_REPORT,2023-10-11,2025-11-24
2014,NL,SE988,2764346,25.05,14164,183651,235382,45.44,LOCAL_PRIORITY,31675.46,CAPPED_RENT,1071.57,1,0,3458621729.57,1098124659.64,HOUSING_AUTHORITY_ADMIN,2023-11-03,2025-01-13
2015,SI,LT416,2150520,22.98,68299,176247,377252,16.81,MIXED_MODEL,50275.49,MARKET_DISCOUNTED,920.17,0,1,4439460717.12,1846335194.87,MINISTRY_HOUSING_REPORT,2023-11-26,2024-08-06
2016,BG,DK936,3212361,24.31,47140,160364,221315,75.13,POINTS_BASED,78871.87,COST_BASED,393.05,1,0,5194878017.57,128708812.13,SOCIAL_HOUSING_REGISTER,2023-12-19,2024-05-16
2017,EE,FR78,1176008,18.2,30390,84136,174749,34.55,NEEDS_BASED,25110.18,FIXED_GRID,841.0,0,0,4965404980.6,2239543416.33,AUDIT_REPORT,2024-01-11,2025-08-03
2018,HU,LT476,1042153,3.12,9985,52211,329279,75.26,LOTTERY,39114.72,INCOME_RELATED,575.92,0,1,3806647.68,453743197.5,HOUSING_AUTHORITY_ADMIN,2024-02-03,2024-11-01
2019,LU,PL806,976676,12.04,54429,4440,232806,75.13,LOCAL_PRIORITY,21647.59,CAPPED_RENT,360.26,0,1,4509801681.11,1481855999.17,MINISTRY_HOUSING_REPORT,2024-02-26,2025-10-14
2020,RO,EE87,2141308,19.0,5914,97563,235984,11.24,MIXED_MODEL,38668.98,MARKET_DISCOUNTED,1634.19,0,1,8395415570.33,1338233822.37,SOCIAL_HOUSING_REGISTER,2024-03-20,2024-05-29
2021,AT,BE281,2229940,23.08,108429,195202,232034,19.43,POINTS_BASED,29392.07,COST_BASED,707.53,1,1,5859282885.53,2024192836.83,AUDIT_REPORT,2024-04-12,2024-09-01
2022,CZ,FR955,3329960,7.23,70430,37034,587027,42.33,NEEDS_BASED,23622.67,FIXED_GRID,895.34,1,0,1537777600.89,1134298182.21,HOUSING_AUTHORITY_ADMIN,2024-05-05,2024-03-20
2023,DE,DK97,2148839,3.21,54472,115628,387635,76.6,LOTTERY,43292.33,INCOME_RELATED,1031.44,0,1,4908222804.31,1183900074.32,MINISTRY_HOUSING_REPORT,2024-05-28,2024-12-30
2024,LV,DK20,1686636,17.58,31461,83613,504050,63.13,LOCAL_PRIORITY,22227.82,CAPPED_RENT,1938.65,1,1,6315277996.58,2872150649.53,SOCIAL_HOUSING_REGISTER,2024-06-20,2025-04-22
2025,PL,BG919,751550,4.82,29562,4989,49593,28.66,MIXED_MODEL,12469.8,MARKET_DISCOUNTED,996.39,1,1,2598567485.38,1973342862.73,AUDIT_REPORT,2024-07-13,2025-06-27
2006,ES,AT5,1809726,14.26,26776,127810,93340,31.54,POINTS_BASED,75597.33,COST_BASED,978.53,1,1,1491951337.59,280740119.25,HOUSING_AUTHORITY_ADMIN,2024-08-05,2024-02-08
2007,HR,SK88,463512,20.8,6349,39231,39002,14.61,NEEDS_BASED,62141.0,FIXED_GRID,1203.34,1,1,3680847722.77,470680742.22,MINISTRY_HOUSING_REPORT,2024-08-28,2024-09-30
2008,FI,PT719,522510,7.66,23375,17219,509710,75.17,LOTTERY,54227.13,INCOME_RELATED,666.35,0,1,6249602512.41,244774249.82,SOCIAL_HOUSING_REGISTER,2024-09-20,2026-02-04
2009,IE,CZ7,2353784,15.89,71495,173405,67673,39.26,LOCAL_PRIORITY,42561.65,CAPPED_RENT,497.07,0,1,1985992093.15,515270768.68,AUDIT_REPORT,2024-10-13,2024-02-04
2010,MT,PL2,2085370,23.77,26568,87635,22213,61.89,MIXED_MODEL,73352.54,MARKET_DISCOUNTED,1550.2,1,1,6337103805.57,403930718.99,HOUSING_AUTHORITY_ADMIN,2024-11-05,2025-10-27
2011,SK,NL6,2385836,9.71,39028,198500,227703,32.16,POINTS_BASED,44920.01,COST_BASED,598.17,0,1,553006161.36,429743152.77,MINISTRY_HOUSING_REPORT,2024-11-28,2025-01-11
2012,BE,SE928,2514553,14.63,70787,211022,11990,53.31,NEEDS_BASED,50747.21,FIXED_GRID,772.66,0,1,8587560058.26,422534466.71,SOCIAL_HOUSING_REGISTER,2024-12-21,2025-06-25
2013,DK,FR68,1328180,22.4,69325,66444,327503,83.19,LOTTERY,75280.41,INCOME_RELATED,507.31,1,0,5866490952.85,66984154.52,AUDIT_REPORT,2025-01-13,2024-05-13
2014,GR,FR93,1522614,4.16,78891,97160,401295,43.43,LOCAL_PRIORITY,14501.66,CAPPED_RENT,1079.18,1,1,6929734304.29,3690092655.14,HOUSING_AUTHORITY_ADMIN,2025-02-05,2026-02-19
2015,LT,LU811,106393,12.73,5099,3668,265170,5.04,MIXED_MODEL,86410.72,MARKET_DISCOUNTED,1299.02,0,0,6318918057.03,933087675.9,MINISTRY_HOUSING_REPORT,2025-02-28,2024-08-10
2016,PT,DK531,2421449,18.66,60266,89030,302314,39.44,POINTS_BASED,74456.62,COST_BASED,679.29,1,1,4893341834.1,1798909331.58,SOCIAL_HOUSING_REGISTER,2025-03-23,2024-09-29
2017,SE,EE16,492506,17.94,3638,29047,146544,76.11,NEEDS_BASED,82002.62,FIXED_GRID,695.22,0,1,1601177960.63,90816197.91,AUDIT_REPORT,2025-04-15,2025-12-04
2018,CY,LU67,1900406,9.58,55730,169279,296155,38.63,LOTTERY,26090.35,INCOME_RELATED,514.56,1,1,6308484603.06,1767602854.12,HOUSING_AUTHORITY_ADMIN,2025-05-08,2025-07-08
2019,FR,RO8,2217942,18.09,46897,189214,174896,60.12,LOCAL_PRIORITY,72548.38,CAPPED_RENT,998.96,1,1,7394380976.32,1734386888.58,MINISTRY_HOUSING_REPORT,2025-05-31,2025-01-27
2020,IT,AT722,1202189,10.94,58763,64848,400613,51.89,MIXED_MODEL,95053.04,MARKET_DISCOUNTED,1693.92,1,1,5648307152.68,1403339199.2,SOCIAL_HOUSING_REGISTER,2025-06-23,2025-08-26
2021,NL,HR32,1873645,16.14,90868,86718,452652,16.88,POINTS_BASED,26490.53,COST_BASED,539.51,0,1,1595614937.53,1408768429.87,AUDIT_REPORT,2025-07-16,2024-06-04
2022,SI,DK249,1180057,6.94,26659,80155,203536,32.01,NEEDS_BASED,49063.29,FIXED_GRID,729.47,0,1,9034134385.25,1076356332.43,HOUSING_AUTHORITY_ADMIN,2025-08-08,2025-01-08
2023,BG,MT34,1191545,22.97,23593,103080,347109,36.48,LOTTERY,62787.14,INCOME_RELATED,285.74,0,0,2826387205.63,1279272432.64,MINISTRY_HOUSING_REPORT,2025-08-31,2025-01-10
2024,EE,NL919,2029971,26.99,28794,129196,291513,32.03,LOCAL_PRIORITY,49914.93,CAPPED_RENT,371.8,1,1,1280176657.7,2925309892.57,SOCIAL_HOUSING_REGISTER,2025-09-23,2025-09-04
2025,HU,SE476,907298,18.6,38406,40697,197789,63.19,MIXED_MODEL,57928.19,MARKET_DISCOUNTED,379.99,1,1,1474607597.74,598649250.94,AUDIT_REPORT,2025-10-16,2024-02-06
2006,LU,LU59,487429,23.06,5643,6687,275011,44.54,POINTS_BASED,38459.72,COST_BASED,928.86,1,1,2022522815.46,763412606.25,HOUSING_AUTHORITY_ADMIN,2025-11-08,2026-02-24
2007,RO,BE169,3065471,16.63,143243,24439,39973,17.41,NEEDS_BASED,39645.48,FIXED_GRID,998.9,1,1,8394323404.78,391768049.62,MINISTRY_HOUSING_REPORT,2025-12-01,2026-01-20
2008,AT,EE9,1911203,16.37,89889,56319,163272,15.6,LOTTERY,46598.56,INCOME_RELATED,1099.45,0,1,2601350019.0,1114973650.98,SOCIAL_HOUSING_REGISTER,2025-12-24,2025-11-23
2009,CZ,FR729,1873454,3.29,93236,97166,389724,46.03,LOCAL_PRIORITY,18682.31,CAPPED_RENT,1493.64,1,1,5935462123.75,638367327.54,AUDIT_REPORT,2026-01-16,2025-05-16
2010,DE,SI9,336309,16.79,10689,16092,59912,73.23,MIXED_MODEL,91410.37,MARKET_DISCOUNTED,1524.27,1,1,3916210772.31,913646332.74,HOUSING_AUTHORITY_ADMIN,2026-02-08,2025-03-10
2011,LV,SE3,548086,24.56,28045,6559,536908,6.64,POINTS_BASED,52834.66,COST_BASED,282.59,0,1,955451074.05,686047529.91,MINISTRY_HOUSING_REPORT,2010-01-06,2024-09-08
2012,PL,LU78,876644,1.66,38335,25091,553897,65.94,NEEDS_BASED,35423.39,FIXED_GRID,290.61,0,1,7523412.8,446196095.68,SOCIAL_HOUSING_REGISTER,2010-01-29,2026-01-03
2013,ES,BE2,1294361,5.17,24591,42331,280519,76.82,LOTTERY,22544.14,INCOME_RELATED,1125.02,0,1,2157724181.1,63580246.77,AUDIT_REPORT,2010-02-21,2024-03-01
2014,HR,SE4,1803851,20.29,81779,149235,164049,20.9,LOCAL_PRIORITY,68135.22,CAPPED_RENT,922.32,1,1,330786218.56,2353624480.78,HOUSING_AUTHORITY_ADMIN,2010-03-16,2024-12-10
2015,FI,SE9,1996276,23.55,91690,71084,380643,8.87,MIXED_MODEL,36324.22,MARKET_DISCOUNTED,555.7,0,0,1068897857.27,929041390.35,MINISTRY_HOUSING_REPORT,2010-04-08,2024-10-02
2016,IE,SI88,2636076,1.46,12026,141641,308849,37.94,POINTS_BASED,34640.34,COST_BASED,367.66,0,1,5024042308.27,2396164537.4,SOCIAL_HOUSING_REGISTER,2010-05-01,2024-02-17
2017,MT,DE541,6845,12.68,26,410,257893,77.06,NEEDS_BASED,28927.91,FIXED_GRID,331.31,1,1,3514124718.51,2649421603.35,AUDIT_REPORT,2010-05-24,2024-06-20
2018,SK,DK204,1371916,18.31,58978,55927,323464,43.9,LOTTERY,70299.12,INCOME_RELATED,1516.1,0,1,239495149.38,199081822.94,HOUSING_AUTHORITY_ADMIN,2010-06-16,2025-10-06
2019,BE,CZ6,471987,14.12,10972,13472,334154,77.6,LOCAL_PRIORITY,36181.95,CAPPED_RENT,1142.16,0,1,2489199055.12,2776307131.01,MINISTRY_HOUSING_REPORT,2010-07-09,2024-10-04
2020,DK,SK426,2402232,16.88,143146,18511,73890,65.17,MIXED_MODEL,51416.16,MARKET_DISCOUNTED,1920.4,0,1,2150469312.79,1128004354.34,SOCIAL_HOUSING_REGISTER,2010-08-01,2025-09-23
2021,GR,NL8,2361138,18.29,107276,85997,472102,7.68,POINTS_BASED,69024.18,COST_BASED,1600.19,0,1,3710677989.87,340182605.29,AUDIT_REPORT,2010-08-24,2025-03-06
2022,LT,CZ172,410389,20.8,3348,8192,234893,19.01,NEEDS_BASED,28031.26,FIXED_GRID,1648.81,1,1,2677191284.49,478639073.69,HOUSING_AUTHORITY_ADMIN,2010-09-16,2024-10-05
2023,PT,NL276,201418,1.74,2883,10863,91365,35.07,LOTTERY,49719.68,INCOME_RELATED,505.79,1,1,4561354962.2,1964170417.1,MINISTRY_HOUSING_REPORT,2010-10-09,2024-12-08
2024,SE,MT5,2049891,16.3,44760,69015,225638,5.33,LOCAL_PRIORITY,29382.28,CAPPED_RENT,1386.74,0,1,7848767949.87,762780577.81,SOCIAL_HOUSING_REGISTER,2010-11-01,2024-01-11
2025,CY,IT774,686246,19.16,25351,59950,38785,59.09,MIXED_MODEL,30332.16,MARKET_DISCOUNTED,591.36,0,1,5376812910.1,999834034.44,AUDIT_REPORT,2010-11-24,2025-06-06
2006,FR,BE87,654913,5.3,36729,52105,66047,31.87,POINTS_BASED,33014.87,COST_BASED,613.05,1,1,3056060447.04,482170705.52,HOUSING_AUTHORITY_ADMIN,2010-12-17,2025-07-16
2007,IT,NL20,2765528,18.54,127809,71784,467036,66.0,NEEDS_BASED,64230.25,FIXED_GRID,917.82,1,1,3563135712.93,474461549.7,MINISTRY_HOUSING_REPORT,2011-01-09,2025-12-21
2008,NL,RO857,2382231,20.3,65542,104313,7190,73.23,LOTTERY,48725.3,INCOME_RELATED,243.1,1,0,3174432797.28,712422052.15,SOCIAL_HOUSING_REGISTER,2011-02-01,2026-02-01
2009,SI,FI4,1853537,21.6,110087,69968,428692,82.84,LOCAL_PRIORITY,87632.44,CAPPED_RENT,1080.03,1,1,5080001494.15,87669616.0,AUDIT_REPORT,2011-02-24,2025-09-05
2010,BG,PT2,1558968,25.9,21408,115907,120134,64.36,MIXED_MODEL,82089.23,MARKET_DISCOUNTED,1931.54,1,0,5439704909.97,188336569.09,HOUSING_AUTHORITY_ADMIN,2011-03-19,2024-01-25
2011,EE,HU326,1626877,6.99,41245,60941,20271,6.4,POINTS_BASED,89374.54,COST_BASED,562.16,1,1,3387514308.98,1001718054.43,MINISTRY_HOUSING_REPORT,2011-04-11,2025-12-17
2012,HU,SK1,2775024,5.88,60565,164889,297613,15.49,NEEDS_BASED,14503.45,FIXED_GRID,427.7,0,1,5594389164.91,154921304.25,SOCIAL_HOUSING_REGISTER,2011-05-04,2025-11-13
2013,LU,FI49,227581,9.08,12097,7999,308547,14.35,LOTTERY,94761.83,INCOME_RELATED,1351.03,0,0,764567545.52,100511858.98,AUDIT_REPORT,2011-05-27,2025-06-28
2014,RO,DK834,797739,17.21,12068,66301,300798,76.74,LOCAL_PRIORITY,82252.26,CAPPED_RENT,420.46,1,1,4084019119.83,103729773.17,HOUSING_AUTHORITY_ADMIN,2011-06-19,2025-03-09
2015,AT,BE892,2084536,9.32,93037,23622,28650,55.79,MIXED_MODEL,19072.25,MARKET_DISCOUNTED,1137.57,1,1,923222629.18,1263085192.88,MINISTRY_HOUSING_REPORT,2011-07-12,2025-08-08
2016,CZ,IT885,1894966,8.0,56603,166090,299981,65.87,POINTS_BASED,79094.71,COST_BASED,477.69,1,1,4555546168.53,256874846.45,SOCIAL_HOUSING_REGISTER,2011-08-04,2026-02-15
2017,DE,CY84,716551,1.94,36287,20538,303452,35.91,NEEDS_BASED,48068.51,FIXED_GRID,679.15,1,1,10035084155.35,214626217.3,AUDIT_REPORT,2011-08-27,2024-01-13
2018,LV,HU7,3154657,19.7,166256,211624,172383,41.92,LOTTERY,91995.27,INCOME_RELATED,375.66,1,1,1335457137.3,655314752.1,HOUSING_AUTHORITY_ADMIN,2011-09-19,2026-02-17
2019,PL,MT659,656722,1.64,34896,4680,115483,54.19,LOCAL_PRIORITY,22847.86,CAPPED_RENT,535.12,0,1,1684442419.51,2023417797.82,MINISTRY_HOUSING_REPORT,2011-10-12,2024-02-12
2020,ES,BG7,3248493,18.02,89476,270985,287126,16.57,MIXED_MODEL,41771.28,MARKET_DISCOUNTED,470.41,0,0,7668459411.32,169767069.71,SOCIAL_HOUSING_REGISTER,2011-11-04,2025-04-27
2021,HR,AT662,2565915,15.61,146797,56540,137581,15.52,POINTS_BASED,66606.58,COST_BASED,1441.66,0,1,712063710.25,1707207944.7,AUDIT_REPORT,2011-11-27,2025-04-19
2022,FI,RO69,3036854,10.54,145821,238121,86503,62.23,NEEDS_BASED,35641.92,FIXED_GRID,1645.91,0,1,1390280611.39,2990830382.05,HOUSING_AUTHORITY_ADMIN,2011-12-20,2024-06-25
2023,IE,HR23,146374,12.17,2226,5339,344888,98.86,LOTTERY,70426.68,INCOME_RELATED,1451.11,0,1,5646412941.81,1045047336.12,MINISTRY_HOUSING_REPORT,2012-01-12,2024-03-29
2024,MT,DK31,1110404,23.65,63750,95319,453222,53.62,LOCAL_PRIORITY,64248.75,CAPPED_RENT,1811.82,0,0,6296680037.69,1222613951.51,SOCIAL_HOUSING_REGISTER,2012-02-04,2024-10-28
2025,SK,PT438,2893638,7.04,77657,96819,35464,64.57,MIXED_MODEL,45378.99,MARKET_DISCOUNTED,717.18,1,1,1649453380.49,940560874.08,AUDIT_REPORT,2012-02-27,2025-11-06
2006,BE,ES67,429739,5.65,16890,17782,17593,73.53,POINTS_BASED,17314.99,COST_BASED,1382.88,1,0,782160612.84,386694153.73,HOUSING_AUTHORITY_ADMIN,2012-03-21,2025-11-28
2007,DK,ES9,209701,6.56,12066,17975,540929,90.07,NEEDS_BASED,24736.9,FIXED_GRID,559.12,0,1,9728567250.78,622144801.48,MINISTRY_HOUSING_REPORT,2012-04-13,2024-08-16
2008,GR,PL9,1624353,23.31,23716,49772,49971,31.86,LOTTERY,57527.14,INCOME_RELATED,729.39,1,1,4464367537.24,62011338.36,SOCIAL_HOUSING_REGISTER,2012-05-06,2024-04-08
2009,LT,RO24,1450286,7.52,60526,52921,213914,14.8,LOCAL_PRIORITY,13216.37,CAPPED_RENT,497.93,1,0,850548885.55,389374322.13,AUDIT_REPORT,2012-05-29,2024-07-23
2010,PT,IE31,1521461,26.28,52996,116781,484365,46.03,MIXED_MODEL,75464.24,MARKET_DISCOUNTED,817.31,0,1,5276918213.66,29811587.72,HOUSING_AUTHORITY_ADMIN,2012-06-21,2024-09-24
2011,SE,HR51,1875097,26.72,105636,109727,522537,59.06,POINTS_BASED,55525.64,COST_BASED,1248.15,0,1,2071135839.4,815909976.49,MINISTRY_HOUSING_REPORT,2012-07-14,2025-01-17
2012,CY,BE41,1837034,16.12,36643,158396,556888,18.64,NEEDS_BASED,79173.4,FIXED_GRID,903.36,0,1,1560596079.78,1249626758.46,SOCIAL_HOUSING_REGISTER,2012-08-06,2025-06-24
2013,FR,BE173,202868,6.7,10063,15124,81407,41.6,LOTTERY,67730.93,INCOME_RELATED,1615.62,0,1,846379940.56,49857640.54,AUDIT_REPORT,2012-08-29,2024-04-01
2014,IT,CZ45,1472956,7.74,22799,62036,430904,78.42,LOCAL_PRIORITY,59995.24,CAPPED_RENT,1239.05,0,1,10474217709.91,3062653424.04,HOUSING_AUTHORITY_ADMIN,2012-09-21,2025-02-01
2015,NL,SE5,13562,17.15,749,690,295934,10.99,MIXED_MODEL,62020.58,MARKET_DISCOUNTED,518.65,0,0,1684158256.68,1090089706.71,MINISTRY_HOUSING_REPORT,2012-10-14,2025-12-31
2016,SI,EE6,2212669,10.09,113665,127291,247913,77.97,POINTS_BASED,49250.75,COST_BASED,278.2,1,1,2694189650.38,241125503.12,SOCIAL_HOUSING_REGISTER,2012-11-06,2024-08-05
2017,BG,DE56,1367735,5.29,80023,116381,402464,46.96,NEEDS_BASED,51174.98,FIXED_GRID,320.07,0,1,4859966572.65,409106958.03,AUDIT_REPORT,2012-11-29,2025-05-23
2018,EE,SI205,644117,22.16,19854,46551,419697,26.15,LOTTERY,46540.77,INCOME_RELATED,1238.05,0,1,189981614.49,1244305959.4,HOUSING_AUTHORITY_ADMIN,2012-12-22,2026-01-28
2019,HU,RO92,2191524,18.18,93166,157483,421014,36.66,LOCAL_PRIORITY,69829.12,CAPPED_RENT,1046.25,1,1,5404666135.83,2225862091.72,MINISTRY_HOUSING_REPORT,2013-01-14,2025-11-13
2020,LU,HU74,661163,6.36,37057,57811,105187,63.8,MIXED_MODEL,27077.08,MARKET_DISCOUNTED,1481.79,1,1,5959760646.83,3112854489.5,SOCIAL_HOUSING_REGISTER,2013-02-06,2026-01-13
2021,RO,BE423,20627,13.91,673,284,160388,59.88,POINTS_BASED,21109.97,COST_BASED,805.04,1,1,6030867373.95,80202676.24,AUDIT_REPORT,2013-03-01,2024-05-02
2022,AT,DK578,499130,19.39,17610,22533,523044,11.97,NEEDS_BASED,97122.44,FIXED_GRID,601.74,1,1,1837119630.54,800922574.87,HOUSING_AUTHORITY_ADMIN,2013-03-24,2025-11-03
2023,CZ,AT707,962716,4.52,53173,22898,434358,30.07,LOTTERY,66402.88,INCOME_RELATED,896.78,1,1,3504938411.37,2385613145.28,MINISTRY_HOUSING_REPORT,2013-04-16,2025-01-22
2024,DE,FR9,1766174,4.3,23757,94120,162999,20.06,LOCAL_PRIORITY,65832.17,CAPPED_RENT,653.04,1,1,5465965632.78,1573132264.36,SOCIAL_HOUSING_REGISTER,2013-05-09,2024-09-15
2025,LV,PL1,2797785,15.54,81626,178775,65410,55.26,MIXED_MODEL,34434.88,MARKET_DISCOUNTED,458.89,1,1,3961927068.81,1980405094.93,AUDIT_REPORT,2013-06-01,2024-07-14
2006,PL,AT677,1167620,21.23,10545,4572,21273,70.95,POINTS_BASED,45718.03,COST_BASED,587.96,0,1,451231577.15,79842100.29,HOUSING_AUTHORITY_ADMIN,2013-06-24,2024-08-27
2007,ES,PL622,1622886,3.15,19208,82660,486320,60.98,NEEDS_BASED,18637.77,FIXED_GRID,1111.47,1,1,2166033595.77,44306080.74,MINISTRY_HOUSING_REPORT,2013-07-17,2024-04-08
2008,HR,PT37,453045,12.36,5004,37696,317703,6.36,LOTTERY,94892.45,INCOME_RELATED,624.06,1,1,5857029681.03,804339808.76,SOCIAL_HOUSING_REGISTER,2013-08-09,2025-04-13
2009,FI,LT62,2774689,1.21,139630,159094,283030,10.72,LOCAL_PRIORITY,78280.95,CAPPED_RENT,1441.77,0,1,1841542230.08,827070328.46,AUDIT_REPORT,2013-09-01,2024-03-03
2010,IE,SE669,3620970,18.58,205426,75538,301910,20.38,MIXED_MODEL,52582.32,MARKET_DISCOUNTED,892.89,1,1,8278521897.92,396361411.32,HOUSING_AUTHORITY_ADMIN,2013-09-24,2024-08-24
2011,MT,FI71,2093532,17.98,70272,182520,363080,91.34,POINTS_BASED,52224.61,COST_BASED,683.42,1,1,2547642554.76,96792624.84,MINISTRY_HOUSING_REPORT,2013-10-17,2024-10-19
2012,SK,DE4,1619606,1.47,46477,126690,74770,25.04,NEEDS_BASED,81017.05,FIXED_GRID,362.64,1,1,763104503.12,452540987.44,SOCIAL_HOUSING_REGISTER,2013-11-09,2026-02-14
2013,BE,LV2,1454579,26.77,86475,45789,293868,94.66,LOTTERY,23607.34,INCOME_RELATED,783.47,1,0,1806166824.74,453395357.51,AUDIT_REPORT,2013-12-02,2024-04-03
2014,DK,CY6,386241,3.55,3111,21813,163220,26.05,LOCAL_PRIORITY,57945.43,CAPPED_RENT,404.94,0,0,6360056089.09,540544739.04,HOUSING_AUTHORITY_ADMIN,2013-12-25,2024-12-26
2015,GR,CZ776,2508233,2.25,55124,164612,386894,33.37,MIXED_MODEL,57889.54,MARKET_DISCOUNTED,548.82,0,1,2348041391.47,1222875818.63,MINISTRY_HOUSING_REPORT,2014-01-17,2024-06-29
2016,LT,BG950,2386938,20.42,17166,51625,411255,12.77,POINTS_BASED,71928.55,COST_BASED,1340.17,0,1,5576558758.47,2762884877.45,SOCIAL_HOUSING_REGISTER,2014-02-09,2025-04-14
2017,PT,IE35,680575,7.41,24898,45349,189992,70.56,NEEDS_BASED,43444.87,FIXED_GRID,1060.3,0,1,4185219376.54,1808122081.05,AUDIT_REPORT,2014-03-04,2025-11-17
2018,SE,SK6,185167,7.06,2951,5421,336404,75.85,LOTTERY,48069.22,INCOME_RELATED,1396.5,1,0,10410295154.34,392986154.91,HOUSING_AUTHORITY_ADMIN,2014-03-27,2025-12-30
2019,CY,DK550,258225,3.37,4660,8179,93958,47.99,LOCAL_PRIORITY,83209.51,CAPPED_RENT,1423.16,1,0,1396274961.33,1804126193.1,MINISTRY_HOUSING_REPORT,2014-04-19,2025-05-06
2020,FR,HR63,3638471,26.22,153806,20872,137196,19.83,MIXED_MODEL,89841.35,MARKET_DISCOUNTED,1459.0,0,1,2246358.22,2281897456.13,SOCIAL_HOUSING_REGISTER,2014-05-12,2025-09-11
2021,IT,CZ23,1416827,19.79,32064,19716,427832,47.61,POINTS_BASED,34166.72,COST_BASED,562.35,1,1,6861577871.6,986116662.68,AUDIT_REPORT,2014-06-04,2025-12-14
2022,NL,NL57,2128212,11.22,13483,107325,53220,49.12,NEEDS_BASED,91650.79,FIXED_GRID,1313.37,0,0,4763764175.06,1455237703.62,HOUSING_AUTHORITY_ADMIN,2014-06-27,2024-10-22
2023,SI,HU90,2027099,18.99,34442,106070,9133,62.18,LOTTERY,28248.99,INCOME_RELATED,895.69,1,1,926196969.05,1754454425.24,MINISTRY_HOUSING_REPORT,2014-07-20,2025-01-09
2024,BG,FI2,2576192,6.01,37683,139399,303032,85.14,LOCAL_PRIORITY,65985.27,CAPPED_RENT,1856.97,0,1,206137156.61,671366482.74,SOCIAL_HOUSING_REGISTER,2014-08-12,2025-04-14
2025,EE,PL66,1152571,15.54,28839,48511,77976,18.13,MIXED_MODEL,56036.49,MARKET_DISCOUNTED,1449.62,1,1,326629979.98,1412116302.16,AUDIT_REPORT,2014-09-04,2025-03-07
2006,HU,FI837,223255,24.85,9123,17065,24744,26.05,POINTS_BASED,14078.18,COST_BASED,435.95,0,0,3233456206.52,259862148.38,HOUSING_AUTHORITY_ADMIN,2014-09-27,2025-06-19
2007,LU,LT7,1334897,13.89,79402,18643,207666,39.85,NEEDS_BASED,43058.91,FIXED_GRID,505.53,0,1,1087736086.65,312221090.41,MINISTRY_HOUSING_REPORT,2014-10-20,2025-12-17
2008,RO,BG19,1222143,6.89,32161,45811,477666,63.22,LOTTERY,29676.3,INCOME_RELATED,857.22,0,1,3932179255.06,278941749.74,SOCIAL_HOUSING_REGISTER,2014-11-12,2024-04-15
2009,AT,MT814,2086533,21.9,46424,40068,191745,67.08,LOCAL_PRIORITY,24131.85,CAPPED_RENT,614.57,1,0,7887353037.93,298504313.27,AUDIT_REPORT,2014-12-05,2024-06-17
2010,CZ,EE30,2170603,16.16,113816,71859,156594,49.39,MIXED_MODEL,66682.54,MARKET_DISCOUNTED,312.38,1,1,6849097783.02,952089848.49,HOUSING_AUTHORITY_ADMIN,2014-12-28,2024-07-18
2011,DE,CZ3,1529907,25.53,16310,86468,483143,78.67,POINTS_BASED,39149.33,COST_BASED,986.85,0,1,4724569140.36,785321364.35,MINISTRY_HOUSING_REPORT,2015-01-20,2024-04-21
2012,LV,IE1,603060,17.35,13018,35240,225793,36.98,NEEDS_BASED,32258.55,FIXED_GRID,1280.83,1,1,6112477745.47,915726931.26,SOCIAL_HOUSING_REGISTER,2015-02-12,2025-08-24
2013,PL,EE139,2022958,7.56,41054,151744,562352,15.89,LOTTERY,79257.01,INCOME_RELATED,660.47,1,1,5179038544.38,46464881.65,AUDIT_REPORT,2015-03-07,2025-07-08
2014,ES,FI309,1380196,2.87,25104,41072,2430,11.82,LOCAL_PRIORITY,75654.15,CAPPED_RENT,783.94,0,1,6418992155.09,2290338092.47,HOUSING_AUTHORITY_ADMIN,2015-03-30,2026-02-23
2015,HR,DE128,2919653,19.34,89920,260266,194945,30.6,MIXED_MODEL,93975.91,MARKET_DISCOUNTED,1435.53,1,1,2486037202.78,1585249199.54,MINISTRY_HOUSING_REPORT,2015-04-22,2024-09-07
2016,FI,RO77,93430,15.37,5344,6870,311405,5.24,POINTS_BASED,40734.19,COST_BASED,500.6,0,0,3611750156.46,448035746.84,SOCIAL_HOUSING_REGISTER,2015-05-15,2025-02-02
