edu_k12out_school_year,edu_k12out_district_id_nces,edu_k12out_school_id_nces,edu_k12out_grade_level,edu_k12out_subject_area,edu_k12out_assessment_scale_score,edu_k12out_proficiency_level,edu_k12out_growth_percentile,edu_k12out_attendance_rate_pct,edu_k12out_chronic_absenteeism_rate,edu_k12out_graduation_cohort_year,edu_k12out_graduation_rate_pct,edu_k12out_dropout_rate_pct,edu_k12out_discipline_incident_rate,edu_k12out_special_education_share_pct,edu_k12out_ell_share_pct,edu_k12out_gifted_program_share_pct,edu_k12out_student_teacher_ratio,edu_k12out_per_pupil_spending,edu_k12out_accountability_rating_code
2022-23,1000169,20000169,6,SOCIAL_STUDIES,183.5,ADVANCED,7,98.06,7.01,2023,66.3,5.19,4.96,18.89,11.49,10.12,10.22,23083,B
2020-21,1000170,20000170,3,SOCIAL_STUDIES,246.6,BASIC,33,86.21,24.22,2023,65.37,5.48,24.92,8.22,23.77,0.14,12.21,23608,NA
2020-21,1000171,20000171,11,ELA,228.5,PROFICIENT,80,90.31,19.06,2019,79.81,7.53,18.9,9.08,3.58,5.19,13.07,21836,F
2019-20,1000172,20000172,3,MATH,343.1,BELOW_BASIC,52,93.91,3.32,2019,87.85,7.87,10.32,7.64,14.86,13.63,15.06,13056,NA
2018-19,1000173,20000173,1,MATH,162.7,BASIC,5,82.46,34.69,2020,64.72,0.4,22.6,6.38,34.2,0.77,13.56,19205,F
2024-25,1000174,20000174,9,SCIENCE,187.6,PROFICIENT,5,88.5,7.73,2017,67.76,1.52,18.81,21.11,37.09,0.86,17.18,26186,B
2017-18,1000175,20000175,12,SOCIAL_STUDIES,347.7,BASIC,71,88.11,22.92,2024,67.14,2.89,18.85,11.01,21.97,12.59,23.12,23409,B
2024-25,1000176,20000176,1,ELA,182.6,BASIC,33,98.66,23.47,2021,63.14,7.9,2.66,20.56,34.56,10.58,16.96,11766,C
2017-18,1000177,20000177,12,MATH,300.5,BELOW_BASIC,11,95.04,25.66,2023,77.67,10.17,2.73,17.52,29.65,8.12,20.27,21252,NA
2017-18,1000178,20000178,7,MATH,296.8,PROFICIENT,46,81.37,23.54,2018,90.91,9.35,0.55,17.43,7.11,4.47,10.25,12951,C
2017-18,1000179,20000179,12,SOCIAL_STUDIES,179.9,PROFICIENT,44,86.91,4.81,2018,74.13,8.71,23.09,10.95,11.54,9.09,15.46,26118,D
2019-20,1000180,20000180,6,SCIENCE,259.7,PROFICIENT,15,98.16,3.38,2022,62.5,11.67,12.61,13.31,19.67,11.1,13.55,17403,B
2020-21,1000181,20000181,8,SCIENCE,319.4,PROFICIENT,68,80.82,20.48,2019,95.49,2.58,20.66,11.92,1.58,11.77,16.43,25789,B
2024-25,1000182,20000182,4,MATH,218.0,PROFICIENT,1,98.43,14.19,2021,77.3,0.45,3.01,10.27,23.14,5.54,13.01,30923,C
2022-23,1000183,20000183,11,ELA,242.8,ADVANCED,18,96.54,20.05,2016,70.72,5.93,12.23,13.62,8.97,2.3,22.01,31891,A
2020-21,1000184,20000184,5,SCIENCE,165.2,BASIC,93,98.48,13.12,2020,60.73,2.6,16.73,19.73,5.08,13.22,18.99,22983,F
2017-18,1000185,20000185,K,MATH,305.0,BELOW_BASIC,33,91.17,10.58,2017,87.78,8.12,9.85,11.69,20.53,0.39,10.02,14916,B
2022-23,1000186,20000186,K,ELA,271.3,BASIC,56,92.35,15.64,2020,85.41,5.23,13.34,17.43,22.13,11.5,15.04,14166,C
2019-20,1000187,20000187,K,SOCIAL_STUDIES,271.6,BASIC,49,97.33,28.35,2022,75.23,11.97,3.06,17.43,1.77,0.19,16.99,18558,B
2023-24,1000188,20000188,2,MATH,269.1,ADVANCED,60,80.92,32.14,2024,85.15,3.6,16.21,16.46,27.86,6.34,20.7,11636,A
2020-21,1000189,20000189,1,MATH,293.0,BELOW_BASIC,85,87.82,23.62,2024,78.26,7.22,21.46,19.22,4.97,3.45,21.19,26611,C
2019-20,1000190,20000190,8,SCIENCE,193.4,PROFICIENT,63,83.08,8.5,2018,72.17,2.1,20.0,13.25,9.05,10.08,18.56,24446,C
2017-18,1000191,20000191,K,SCIENCE,312.6,PROFICIENT,69,83.27,7.13,2016,67.99,8.14,6.1,13.04,13.63,4.68,23.44,31167,B
2018-19,1000192,20000192,11,SOCIAL_STUDIES,311.5,PROFICIENT,98,95.65,12.05,2020,79.85,10.38,24.77,13.93,0.14,16.94,10.34,28436,D
2021-22,1000193,20000193,3,MATH,302.3,BASIC,3,80.61,18.14,2021,94.57,3.48,11.17,7.94,31.7,0.79,16.73,10098,A
2017-18,1000194,20000194,3,SCIENCE,287.1,BASIC,98,91.08,20.68,2018,87.9,5.25,3.04,10.85,33.98,1.96,23.44,26257,C
2017-18,1000195,20000195,2,SOCIAL_STUDIES,341.4,ADVANCED,70,87.22,10.79,2020,63.16,6.02,12.96,11.7,14.24,15.39,19.39,24419,A
2023-24,1000196,20000196,K,MATH,187.2,BASIC,33,97.89,7.47,2023,72.58,7.02,14.79,17.96,31.53,11.96,24.48,16755,B
2024-25,1000197,20000197,12,ELA,178.2,BASIC,87,80.45,15.64,2016,62.54,8.91,19.3,14.4,21.16,7.04,22.95,31782,B
2018-19,1000198,20000198,7,SCIENCE,282.9,BELOW_BASIC,72,88.98,6.36,2024,82.62,5.48,0.37,21.05,23.62,9.43,22.25,28299,A
2024-25,1000199,20000199,11,MATH,155.7,BASIC,30,80.43,31.08,2022,66.83,7.35,13.84,20.95,27.23,16.49,12.52,21300,D
2018-19,1000200,20000200,11,ELA,276.0,PROFICIENT,85,91.23,23.88,2021,63.29,1.1,15.48,14.2,17.78,15.82,10.01,12381,A
2018-19,1000201,20000201,8,SOCIAL_STUDIES,347.5,PROFICIENT,43,85.79,24.48,2024,88.6,10.7,1.99,9.22,3.18,0.1,15.04,7506,A
2022-23,1000202,20000202,4,ELA,224.4,BELOW_BASIC,7,87.04,31.27,2019,86.58,10.28,15.18,9.0,11.72,0.14,18.78,29292,A
2023-24,1000203,20000203,11,SOCIAL_STUDIES,306.4,PROFICIENT,72,88.07,33.24,2019,86.65,3.71,13.82,14.59,3.32,8.79,13.16,17906,NA
2021-22,1000204,20000204,4,ELA,299.9,BASIC,26,94.16,25.04,2021,77.95,11.78,21.68,20.24,7.24,5.26,17.87,12596,D
2024-25,1000205,20000205,8,SCIENCE,257.6,BASIC,14,95.81,34.83,2020,81.62,10.88,2.43,15.66,35.56,10.29,15.09,19596,B
2021-22,1000206,20000206,4,SOCIAL_STUDIES,336.3,PROFICIENT,83,82.48,26.2,2018,75.96,6.02,4.67,21.43,13.47,1.81,12.34,15931,B
2020-21,1000207,20000207,7,SCIENCE,229.1,BELOW_BASIC,36,97.01,2.21,2023,76.06,7.8,12.02,20.69,27.08,10.81,15.59,13568,B
2022-23,1000208,20000208,4,MATH,237.5,BELOW_BASIC,77,93.48,34.21,2018,69.23,4.78,2.4,19.51,13.03,0.04,12.45,16209,D
2022-23,1000209,20000209,K,SCIENCE,168.5,BASIC,9,85.08,14.0,2023,76.19,5.45,2.69,21.69,15.22,12.54,16.07,17418,F
2021-22,1000210,20000210,3,MATH,267.1,BELOW_BASIC,98,80.7,29.32,2019,65.49,1.87,1.21,21.62,10.17,2.08,13.16,8319,A
2020-21,1000211,20000211,11,SCIENCE,163.8,BASIC,3,94.22,20.64,2022,72.02,7.64,13.52,9.06,29.02,13.76,21.3,11195,B
2021-22,1000212,20000212,11,ELA,251.9,BASIC,71,95.03,17.6,2025,62.63,2.5,4.32,10.58,19.4,2.3,19.43,17365,NA
2019-20,1000213,20000213,6,SOCIAL_STUDIES,271.1,PROFICIENT,28,90.31,2.97,2023,83.37,10.38,0.63,14.02,11.81,10.98,24.75,16740,C
2018-19,1000214,20000214,11,SCIENCE,331.8,BASIC,82,96.42,22.51,2022,67.79,2.11,1.7,21.77,33.47,14.8,11.6,26910,A
2018-19,1000215,20000215,9,ELA,266.4,PROFICIENT,69,94.25,10.14,2020,67.68,11.87,8.49,6.65,28.66,0.61,22.6,13287,NA
2023-24,1000216,20000216,3,SCIENCE,261.9,PROFICIENT,98,83.63,11.99,2020,88.96,0.24,24.76,7.27,3.67,17.04,14.71,17823,F
2018-19,1000217,20000217,3,ELA,192.5,BELOW_BASIC,94,91.83,28.09,2023,68.81,8.96,19.35,20.34,6.49,16.86,13.45,25415,D
2021-22,1000218,20000218,4,MATH,179.3,BASIC,95,85.15,24.64,2024,77.56,7.64,7.41,21.15,6.2,14.0,21.97,28810,B
2022-23,1000219,20000219,2,MATH,270.1,BASIC,66,88.74,9.7,2018,77.61,8.88,9.59,17.82,19.05,15.5,20.57,19108,C
2017-18,1000220,20000220,6,SCIENCE,258.8,ADVANCED,46,99.4,7.32,2022,72.25,7.72,7.5,18.46,5.17,7.51,18.13,18314,B
2020-21,1000221,20000221,1,SOCIAL_STUDIES,258.2,BASIC,43,82.91,34.98,2016,62.34,7.84,2.09,19.61,22.61,15.64,15.23,26607,C
2017-18,1000222,20000222,2,SOCIAL_STUDIES,196.8,ADVANCED,76,95.83,16.97,2025,84.17,2.71,6.94,17.19,22.16,13.36,21.38,22079,A
2021-22,1000223,20000223,2,ELA,251.2,PROFICIENT,81,90.47,7.6,2024,64.42,10.32,0.1,6.07,31.59,7.87,21.96,27812,B
2021-22,1000224,20000224,4,SCIENCE,270.5,ADVANCED,16,87.72,7.22,2017,76.04,10.59,16.44,14.84,30.51,7.1,21.02,14841,B
2021-22,1000225,20000225,10,ELA,224.5,PROFICIENT,38,94.85,32.95,2023,60.73,4.83,9.64,15.49,8.14,16.95,20.38,20130,A
2020-21,1000226,20000226,8,SOCIAL_STUDIES,273.7,BELOW_BASIC,23,81.29,33.45,2019,74.56,8.16,23.12,19.8,4.65,1.77,12.86,30263,D
2023-24,1000227,20000227,5,ELA,151.9,BASIC,47,90.61,13.62,2021,93.81,3.79,13.73,14.87,15.67,0.35,19.97,7762,C
2023-24,1000228,20000228,3,ELA,162.1,BELOW_BASIC,53,97.75,6.58,2017,76.5,2.81,7.94,7.08,7.58,16.13,20.04,28106,C
2018-19,1000229,20000229,7,MATH,223.1,PROFICIENT,26,93.74,22.05,2024,70.85,10.57,24.18,14.18,35.5,5.02,13.09,27433,C
2024-25,1000230,20000230,3,SCIENCE,302.6,ADVANCED,54,91.61,28.79,2016,81.22,8.48,13.76,21.03,12.51,0.95,12.09,31443,A
2018-19,1000231,20000231,2,SCIENCE,182.2,ADVANCED,42,86.09,34.45,2023,77.44,11.24,5.13,20.08,13.37,17.69,21.5,12389,C
2017-18,1000232,20000232,10,ELA,225.3,BELOW_BASIC,10,83.07,11.99,2019,80.63,2.56,15.97,19.96,1.02,8.08,22.2,20857,C
2024-25,1000233,20000233,9,SOCIAL_STUDIES,191.3,PROFICIENT,81,96.13,34.74,2021,69.81,10.93,11.38,20.13,12.75,9.76,22.71,11517,B
2020-21,1000234,20000234,2,MATH,283.8,BASIC,80,98.39,5.19,2025,93.68,3.2,3.32,18.83,4.03,7.11,20.31,22559,B
2022-23,1000235,20000235,4,SCIENCE,327.0,BELOW_BASIC,37,95.56,34.49,2025,93.17,10.78,9.36,6.76,36.72,6.14,12.11,21402,NA
2023-24,1000236,20000236,12,SCIENCE,232.1,BELOW_BASIC,14,87.18,24.24,2025,92.85,1.86,24.41,18.36,13.39,2.45,13.8,29834,F
2020-21,1000237,20000237,5,SCIENCE,280.6,BASIC,89,82.47,26.76,2020,91.67,10.06,9.63,9.33,11.57,0.3,12.29,12147,C
2023-24,1000238,20000238,3,SCIENCE,235.5,BELOW_BASIC,51,85.41,12.0,2016,97.63,4.6,18.54,8.69,37.42,14.38,25.48,29378,F
2023-24,1000239,20000239,6,SOCIAL_STUDIES,154.2,PROFICIENT,67,86.58,3.38,2018,61.59,8.33,13.59,14.11,33.34,9.72,16.51,29233,D
2021-22,1000240,20000240,5,SOCIAL_STUDIES,327.4,ADVANCED,50,89.04,3.22,2020,92.84,11.3,23.27,17.76,29.34,9.7,16.49,13733,D
2023-24,1000241,20000241,4,SOCIAL_STUDIES,319.9,ADVANCED,73,95.4,3.48,2019,78.5,10.42,13.65,10.2,12.96,16.9,12.21,19067,C
2018-19,1000242,20000242,5,MATH,204.1,BASIC,27,83.09,20.44,2022,77.55,4.11,2.92,12.26,11.51,6.89,25.59,13876,A
2019-20,1000243,20000243,11,ELA,161.0,BASIC,35,96.16,9.49,2020,82.69,4.38,14.07,10.64,20.05,14.76,23.49,12624,NA
2017-18,1000244,20000244,3,SOCIAL_STUDIES,288.1,PROFICIENT,67,84.71,8.3,2018,89.04,10.74,12.07,16.69,31.29,8.22,21.03,12427,B
2022-23,1000245,20000245,5,SCIENCE,324.8,BELOW_BASIC,6,91.46,26.56,2025,89.28,0.46,4.48,7.42,34.77,10.22,20.95,28999,A
2023-24,1000246,20000246,4,SCIENCE,297.6,BASIC,59,93.26,5.64,2024,76.21,8.47,3.54,21.44,21.06,12.68,15.34,12554,A
2021-22,1000247,20000247,K,MATH,316.1,ADVANCED,36,89.9,10.88,2020,86.26,7.96,20.72,11.52,0.95,13.64,12.81,29526,B
2021-22,1000248,20000248,9,MATH,337.9,BASIC,3,91.42,11.42,2019,82.21,8.51,8.01,11.96,27.89,10.01,22.28,23134,C
2022-23,1000249,20000249,3,SCIENCE,162.5,ADVANCED,35,86.56,14.27,2025,82.13,7.82,21.31,10.05,9.28,5.08,25.35,21852,D
2024-25,1000250,20000250,7,ELA,156.1,PROFICIENT,19,82.07,22.21,2024,80.21,9.61,10.12,15.39,23.11,0.25,22.78,17286,A
2020-21,1000251,20000251,3,SCIENCE,291.0,BASIC,56,98.09,15.77,2022,90.24,4.62,7.79,7.09,22.65,0.44,20.38,21304,D
2020-21,1000252,20000252,3,SOCIAL_STUDIES,320.6,BASIC,59,86.65,7.27,2017,90.26,5.98,15.35,7.4,13.39,7.17,16.0,26378,D
2019-20,1000253,20000253,12,SCIENCE,332.1,ADVANCED,32,82.16,18.27,2019,72.98,2.61,3.13,7.93,14.89,16.75,23.78,30230,C
2022-23,1000254,20000254,7,SCIENCE,237.3,PROFICIENT,32,99.3,7.78,2019,80.75,0.89,4.69,9.07,17.98,3.23,22.33,15383,C
2018-19,1000255,20000255,11,ELA,301.1,PROFICIENT,85,98.16,17.79,2023,78.16,3.0,19.57,13.93,26.97,15.14,12.23,24368,B
2018-19,1000256,20000256,10,SOCIAL_STUDIES,223.3,ADVANCED,93,84.65,24.33,2020,91.33,0.16,15.63,14.56,28.96,16.18,15.99,27235,D
2024-25,1000257,20000257,5,SOCIAL_STUDIES,328.0,BELOW_BASIC,94,97.05,11.44,2020,62.17,2.6,11.83,17.44,16.86,11.63,16.0,16939,B
2019-20,1000258,20000258,1,MATH,190.3,BASIC,99,95.99,16.28,2018,75.64,9.82,24.71,20.71,23.58,8.06,19.19,7155,B
2021-22,1000259,20000259,4,SOCIAL_STUDIES,160.0,BASIC,24,90.03,29.99,2017,80.36,0.06,16.88,8.88,9.72,6.36,25.25,15220,A
2018-19,1000260,20000260,K,SOCIAL_STUDIES,335.4,PROFICIENT,95,83.22,2.36,2020,64.59,2.27,5.61,20.44,19.75,5.54,21.19,15225,D
2020-21,1000261,20000261,11,SOCIAL_STUDIES,299.1,BASIC,64,91.52,24.84,2024,94.51,6.65,13.49,13.17,1.47,1.79,13.69,19807,D
2023-24,1000262,20000262,5,SOCIAL_STUDIES,279.4,ADVANCED,68,96.57,31.08,2016,81.11,9.48,11.99,19.07,15.04,17.3,25.98,22270,D
2017-18,1000263,20000263,K,SCIENCE,332.4,BELOW_BASIC,30,83.61,14.56,2024,72.39,6.3,18.89,7.92,17.22,17.23,20.54,25434,B
2023-24,1000264,20000264,3,MATH,301.1,ADVANCED,82,81.38,31.29,2024,81.88,7.93,23.28,11.11,29.53,0.31,16.71,11017,A
2022-23,1000265,20000265,8,ELA,166.1,PROFICIENT,10,80.24,24.5,2025,71.53,7.29,3.75,10.14,31.43,11.46,11.33,30766,F
2022-23,1000266,20000266,11,ELA,341.9,BASIC,69,83.98,13.78,2020,69.94,10.12,15.85,8.28,12.53,10.37,19.44,11317,F
2018-19,1000267,20000267,8,MATH,225.0,BASIC,92,96.59,11.44,2025,93.68,8.24,9.54,6.21,10.92,4.18,16.24,27148,C
2024-25,1000268,20000268,K,SOCIAL_STUDIES,289.6,PROFICIENT,3,88.74,13.16,2022,86.43,5.03,10.76,6.58,34.27,13.05,16.27,10387,C
2017-18,1000269,20000269,3,MATH,205.6,PROFICIENT,64,82.27,27.22,2018,60.14,8.93,19.66,11.7,30.76,2.1,21.89,23461,B
2020-21,1000270,20000270,2,ELA,185.6,BASIC,97,88.94,17.17,2017,80.98,11.64,16.99,11.92,21.66,0.18,18.16,26529,C
2023-24,1000271,20000271,2,MATH,275.2,BASIC,2,97.83,18.93,2023,90.85,6.16,22.98,10.38,31.15,13.93,15.59,30879,C
2022-23,1000272,20000272,12,SOCIAL_STUDIES,178.3,ADVANCED,52,81.77,16.24,2017,90.71,1.3,11.51,20.2,0.12,8.12,19.84,22592,F
2017-18,1000273,20000273,1,SOCIAL_STUDIES,173.1,BASIC,14,90.25,29.38,2017,68.01,6.52,18.37,9.73,13.88,4.06,10.6,17634,D
2024-25,1000274,20000274,7,SCIENCE,282.4,PROFICIENT,5,95.41,6.51,2025,73.9,0.38,21.59,19.18,1.54,3.44,17.91,13324,B
2024-25,1000275,20000275,10,ELA,307.9,BASIC,93,92.08,33.58,2020,63.24,8.15,17.64,7.52,25.35,14.06,15.08,18341,A
2021-22,1000276,20000276,8,MATH,239.1,PROFICIENT,55,81.36,24.48,2017,87.24,7.47,17.18,18.1,6.04,16.57,19.26,20303,D
2024-25,1000277,20000277,10,SCIENCE,347.9,PROFICIENT,71,87.09,18.21,2016,95.11,6.32,24.13,13.82,8.63,0.3,16.31,23887,B
2017-18,1000278,20000278,6,ELA,325.9,BELOW_BASIC,12,82.02,22.18,2021,76.88,3.38,7.5,19.04,36.59,4.54,19.42,26586,D
2021-22,1000279,20000279,3,SCIENCE,199.7,BASIC,48,86.98,13.08,2019,86.78,1.22,23.14,10.36,3.47,17.86,12.2,9270,C
2024-25,1000280,20000280,9,SCIENCE,228.5,BASIC,38,83.48,31.75,2022,71.4,7.86,9.18,18.74,21.75,17.02,17.13,11814,NA
2024-25,1000281,20000281,4,SCIENCE,319.2,PROFICIENT,40,92.73,2.16,2024,84.26,10.82,24.83,18.67,10.65,4.46,21.78,17006,B
2017-18,1000282,20000282,4,MATH,324.4,PROFICIENT,70,84.25,18.65,2022,87.7,6.96,8.1,16.39,6.96,16.96,11.29,26757,B
2024-25,1000283,20000283,8,ELA,347.6,BELOW_BASIC,31,90.42,23.79,2020,79.48,10.65,12.77,9.5,3.53,8.85,15.15,24941,A
2020-21,1000284,20000284,8,ELA,155.8,BASIC,30,83.52,15.31,2020,98.0,3.62,7.37,21.88,33.22,7.89,15.97,7311,NA
2023-24,1000285,20000285,10,SOCIAL_STUDIES,287.0,PROFICIENT,87,89.95,31.17,2022,88.24,8.84,16.07,20.45,21.35,17.21,17.45,29182,F
2023-24,1000286,20000286,2,ELA,262.7,PROFICIENT,88,88.99,15.03,2020,79.41,4.5,4.8,10.33,35.74,6.22,16.04,24827,C
2023-24,1000287,20000287,12,SCIENCE,314.7,ADVANCED,6,83.7,17.74,2025,69.76,0.03,16.22,9.72,32.52,1.92,16.61,9391,NA
2017-18,1000288,20000288,6,ELA,263.3,ADVANCED,20,82.59,9.9,2017,67.57,10.99,4.66,17.42,5.63,13.4,12.39,11108,B
2022-23,1000289,20000289,3,SCIENCE,263.5,BASIC,21,84.45,29.04,2021,97.34,3.82,1.15,6.34,5.02,2.83,10.18,19926,A
2018-19,1000290,20000290,9,SOCIAL_STUDIES,341.0,BASIC,85,90.51,3.42,2019,72.23,2.23,21.43,21.54,8.32,3.87,12.38,24529,D
2020-21,1000291,20000291,6,SCIENCE,268.9,BASIC,63,91.35,7.14,2022,91.44,9.68,20.48,14.97,30.0,16.77,11.26,18852,B
2020-21,1000292,20000292,8,SCIENCE,314.6,ADVANCED,23,83.4,4.14,2023,82.71,0.67,7.98,11.5,14.5,10.56,14.91,28762,F
2023-24,1000293,20000293,8,ELA,166.7,BELOW_BASIC,56,97.63,18.92,2019,97.94,1.02,22.89,6.32,1.79,5.03,14.42,11060,B
2017-18,1000294,20000294,11,SOCIAL_STUDIES,228.9,PROFICIENT,65,95.18,2.38,2024,76.15,10.51,0.77,11.67,13.2,8.53,12.3,8872,C
2023-24,1000295,20000295,7,SCIENCE,249.9,BELOW_BASIC,53,97.23,2.32,2025,89.69,0.01,11.58,21.13,1.1,17.43,15.47,14859,B
2019-20,1000296,20000296,7,MATH,269.2,ADVANCED,48,91.03,28.85,2023,70.6,4.38,14.53,10.84,26.41,8.14,24.33,26733,D
2023-24,1000297,20000297,K,SOCIAL_STUDIES,196.4,PROFICIENT,84,83.29,27.45,2018,74.18,3.6,22.15,12.45,30.0,9.02,24.49,19146,D
2018-19,1000298,20000298,2,SOCIAL_STUDIES,160.1,PROFICIENT,87,87.49,34.67,2019,72.61,1.76,5.39,8.51,2.26,1.76,16.14,30627,A
2021-22,1000299,20000299,9,SCIENCE,254.3,PROFICIENT,96,85.66,10.2,2021,74.21,8.88,17.85,10.33,34.7,14.16,23.68,7976,C
2021-22,1000300,20000300,5,SOCIAL_STUDIES,150.3,BELOW_BASIC,5,83.54,25.75,2018,65.11,7.41,18.81,13.62,6.5,11.5,17.6,24416,D
2022-23,1000301,20000301,11,SOCIAL_STUDIES,221.6,BASIC,22,81.06,7.8,2020,91.69,10.27,4.45,16.89,32.41,1.37,20.31,14401,B
2022-23,1000302,20000302,2,SCIENCE,247.0,ADVANCED,12,92.87,26.5,2018,90.06,3.59,17.43,20.56,19.78,5.02,10.7,19043,C
2018-19,1000303,20000303,2,MATH,165.8,ADVANCED,38,95.34,28.33,2017,65.99,6.07,20.64,7.62,5.52,13.65,15.72,27916,NA
2017-18,1000304,20000304,K,MATH,253.1,BASIC,15,91.84,16.83,2022,78.85,4.2,6.23,7.89,37.92,2.28,18.62,12612,C
2024-25,1000305,20000305,4,SCIENCE,176.2,ADVANCED,39,96.08,15.85,2021,88.92,0.16,7.72,20.03,5.72,9.75,25.07,27390,C
2024-25,1000306,20000306,6,SCIENCE,209.6,ADVANCED,4,83.4,11.91,2016,82.56,4.01,2.42,15.25,22.52,10.17,13.49,15715,C
2017-18,1000307,20000307,1,SCIENCE,302.0,ADVANCED,78,85.28,16.17,2021,68.48,1.13,1.62,21.43,7.7,8.79,11.46,15064,A
2018-19,1000308,20000308,K,MATH,270.6,BELOW_BASIC,24,97.74,17.22,2023,90.12,11.65,15.41,9.28,34.89,5.93,10.53,13830,B
2020-21,1000309,20000309,7,SCIENCE,152.8,ADVANCED,30,81.83,9.28,2024,87.36,1.74,5.05,6.86,11.42,14.22,18.39,24013,NA
2021-22,1000310,20000310,1,MATH,184.4,BELOW_BASIC,20,98.0,14.47,2025,72.58,11.24,6.37,11.52,34.98,17.38,19.72,15696,D
2020-21,1000311,20000311,6,SOCIAL_STUDIES,212.4,PROFICIENT,88,92.34,9.36,2023,92.27,7.87,11.06,19.04,31.72,11.77,17.09,23662,A
2022-23,1000312,20000312,11,MATH,152.5,PROFICIENT,82,82.29,23.09,2022,90.56,6.3,7.0,16.71,25.72,14.11,17.39,21917,A
2020-21,1000313,20000313,4,ELA,333.8,BASIC,45,88.95,4.61,2017,97.45,11.84,20.51,9.44,21.57,0.45,23.67,9507,B
2022-23,1000314,20000314,7,SOCIAL_STUDIES,232.7,PROFICIENT,65,83.31,13.09,2017,63.38,7.12,9.13,15.92,27.09,16.92,24.48,23156,B
2022-23,1000315,20000315,7,ELA,343.8,BASIC,9,80.22,3.22,2022,69.92,8.79,6.93,15.03,29.26,16.81,14.27,14105,F
2023-24,1000316,20000316,3,SOCIAL_STUDIES,218.3,PROFICIENT,49,81.58,7.93,2018,64.61,4.32,24.48,6.39,30.95,7.11,12.63,30708,B
2019-20,1000317,20000317,7,SCIENCE,193.4,BASIC,20,90.39,2.57,2020,82.78,6.47,7.19,13.3,2.76,7.54,16.49,31683,NA
2019-20,1000318,20000318,5,ELA,184.1,PROFICIENT,48,89.39,17.02,2016,73.86,4.07,6.97,11.53,4.79,16.89,23.6,21554,C
2020-21,1000319,20000319,12,SCIENCE,276.0,BELOW_BASIC,94,87.67,26.91,2023,63.55,9.82,18.34,13.99,29.22,1.63,19.19,22756,F
2018-19,1000320,20000320,10,SCIENCE,192.5,PROFICIENT,82,82.86,10.81,2020,97.87,1.15,21.18,7.55,10.1,8.83,25.48,28687,B
2019-20,1000321,20000321,3,MATH,319.8,PROFICIENT,68,98.74,19.81,2018,65.71,4.11,9.71,20.47,23.85,2.93,18.74,27775,B
2023-24,1000322,20000322,1,MATH,165.0,BELOW_BASIC,22,83.22,27.62,2021,77.45,7.51,2.78,17.49,18.0,17.04,19.43,15769,B
2022-23,1000323,20000323,9,SCIENCE,216.6,ADVANCED,43,88.67,2.75,2024,63.67,6.92,4.75,18.33,22.49,5.51,20.24,18284,B
2024-25,1000324,20000324,5,MATH,309.4,BASIC,32,90.34,3.79,2023,61.92,5.53,8.61,8.05,30.58,10.23,16.57,8269,D
2024-25,1000325,20000325,4,SCIENCE,322.6,BASIC,68,91.03,25.18,2024,76.96,4.7,2.68,17.28,24.29,11.6,18.99,16913,B
2020-21,1000326,20000326,5,SCIENCE,151.1,BELOW_BASIC,14,98.1,13.92,2024,87.38,4.32,2.46,10.24,6.87,7.23,17.04,9255,A
2018-19,1000327,20000327,12,MATH,349.2,BASIC,4,93.51,31.92,2022,89.83,8.5,24.2,9.24,5.16,5.02,25.38,7346,F
2018-19,1000328,20000328,7,SOCIAL_STUDIES,185.3,PROFICIENT,65,89.5,17.79,2018,92.75,9.17,18.23,19.62,1.1,11.15,24.02,18504,A
2018-19,1000329,20000329,11,SCIENCE,318.2,PROFICIENT,10,87.32,27.13,2022,62.44,5.55,10.34,21.34,17.48,16.66,16.46,13613,C
2024-25,1000330,20000330,3,SOCIAL_STUDIES,182.1,BASIC,61,82.02,13.6,2025,83.92,9.28,15.86,6.03,3.9,11.95,16.63,22986,C
2018-19,1000331,20000331,2,MATH,312.6,PROFICIENT,88,92.37,15.1,2021,69.73,0.47,9.71,18.56,4.53,1.1,25.81,26044,A
2023-24,1000332,20000332,5,MATH,322.0,PROFICIENT,51,90.05,27.53,2018,89.19,8.84,21.61,20.85,33.96,1.77,22.11,14067,C
2023-24,1000333,20000333,K,SOCIAL_STUDIES,156.1,BELOW_BASIC,69,83.55,10.38,2019,75.34,0.22,14.95,14.08,35.26,7.94,11.14,22444,NA
2023-24,1000334,20000334,3,SCIENCE,174.3,PROFICIENT,88,80.29,2.24,2017,62.7,7.29,20.6,17.3,8.01,5.49,24.49,19128,B
2018-19,1000335,20000335,5,SCIENCE,248.5,BASIC,72,97.51,15.15,2022,87.33,11.09,11.39,8.92,14.08,11.05,15.2,31630,D
2021-22,1000336,20000336,1,SCIENCE,295.4,PROFICIENT,96,90.65,24.75,2023,66.76,4.39,19.31,20.91,14.8,14.03,18.92,17135,B
2019-20,1000337,20000337,6,MATH,322.8,BELOW_BASIC,2,95.75,28.28,2016,61.11,1.23,4.17,16.32,0.71,10.68,12.2,8517,C
2021-22,1000338,20000338,6,SCIENCE,294.2,ADVANCED,46,90.22,21.16,2020,89.25,10.74,24.09,18.33,3.44,0.69,13.64,10254,F
2022-23,1000339,20000339,7,SCIENCE,330.1,PROFICIENT,24,99.47,30.64,2016,80.03,4.45,1.54,16.8,34.22,17.75,16.11,15055,B
2021-22,1000340,20000340,4,ELA,176.7,BELOW_BASIC,22,89.93,24.0,2022,86.68,1.35,11.37,10.53,0.37,4.5,23.31,28223,D
