ph_disease_report_week,ph_disease_country_iso2,ph_disease_region_nuts_code,ph_disease_pathogen_code,ph_disease_case_definition_code,ph_disease_cases_count,ph_disease_hospitalisations_count,ph_disease_icu_admissions_count,ph_disease_deaths_count,ph_disease_incidence_per_100k,ph_disease_test_positivity_pct,ph_disease_variant_lineage_code,ph_disease_vaccine_breakthrough_share_pct,ph_disease_outbreak_setting_code,ph_disease_contact_tracing_coverage_pct,ph_disease_time_to_report_days_median,ph_disease_ecdc_dataset_code,ph_disease_data_quality_flag,ph_disease_revision_round,ph_disease_data_extract_date
2016-W30,IE,FR431,RSV,PROBABLE,1035,121,12,0,42.663,9.72,BA_2,6.65,FOODBORNE,57.69,7.77,ECDC_AMR,IMPUTED,BENCHMARK,2024-08-24
2016-W31,PL,SK21,NOROVIRUS,POSSIBLE,1488,205,36,1,192.237,20.74,RSV_B,0.24,UNKNOWN,17.63,11.79,ECDC_VPD,CHECK,SECOND,2025-01-04
2016-W32,AT,SI475,MEASLES,CONFIRMED,238,9,2,0,188.817,16.65,FLU_H3N2,12.52,HOUSEHOLD,63.41,1.89,ECDC_TESSy,OK,FIRST,2024-09-03
2016-W33,EE,SI64,PERTUSSIS,PROBABLE,252,24,1,0,68.674,13.87,BA_5,0.71,SCHOOL,25.9,10.6,ECDC_FOODBORNE,REVISED,FLASH,2025-06-03
2016-W34,IT,NL387,TB,POSSIBLE,359,80,24,6,0.244,14.99,OTHER,1.42,WORKPLACE,17.31,0.68,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2025-10-02
2016-W35,PT,SI9,SALMONELLA,CONFIRMED,593,41,5,0,170.054,16.29,FLU_H1N1,2.21,CARE_HOME,33.06,3.9,ECDC_AMR,IMPUTED,SECOND,2025-05-05
2016-W36,BE,BE659,LISTERIA,PROBABLE,562,36,6,0,110.612,14.2,XBB_1_5,11.96,HOSPITAL,16.88,4.01,ECDC_VPD,CHECK,FIRST,2025-01-04
2016-W37,FI,ES369,SARS_COV_2,POSSIBLE,186,41,5,0,92.337,9.68,NONE,33.06,COMMUNITY,78.73,3.49,ECDC_TESSy,OK,FLASH,2024-09-12
2016-W38,LV,HU25,INFLUENZA_A,CONFIRMED,409,55,3,0,161.127,20.3,RSV_A,8.98,TRAVEL_RELATED,77.09,12.23,ECDC_FOODBORNE,REVISED,BENCHMARK,2024-05-10
2016-W39,RO,NL291,INFLUENZA_B,PROBABLE,134,21,1,0,27.451,22.64,JN_1,7.84,FOODBORNE,57.13,8.67,ECDC_RESPIRATORY,PARTIAL,SECOND,2025-12-22
2016-W40,BG,DK89,RSV,POSSIBLE,91,13,3,0,24.712,25.27,BA_2,7.42,UNKNOWN,60.0,0.54,ECDC_AMR,IMPUTED,FIRST,2025-06-09
2016-W41,FR,HU228,NOROVIRUS,CONFIRMED,306,43,2,0,92.487,19.45,RSV_B,2.71,HOUSEHOLD,20.64,17.28,ECDC_VPD,CHECK,FLASH,2024-04-28
2016-W42,LT,HR130,MEASLES,PROBABLE,274,23,3,0,79.731,17.4,FLU_H3N2,7.28,SCHOOL,46.34,6.21,ECDC_TESSy,OK,BENCHMARK,2024-12-04
2016-W43,SK,BE1,PERTUSSIS,POSSIBLE,541,82,6,0,87.824,10.67,BA_5,10.32,WORKPLACE,22.88,17.05,ECDC_FOODBORNE,REVISED,SECOND,2025-09-28
2016-W44,HR,EE27,TB,CONFIRMED,391,60,12,1,215.004,4.68,OTHER,2.38,CARE_HOME,33.95,2.94,ECDC_RESPIRATORY,PARTIAL,FIRST,2025-12-05
2016-W45,DE,FR455,SALMONELLA,PROBABLE,372,52,7,0,33.021,14.92,FLU_H1N1,3.3,HOSPITAL,42.92,1.34,ECDC_AMR,IMPUTED,FLASH,2025-12-30
2016-W46,LU,LV233,LISTERIA,POSSIBLE,356,56,14,3,137.945,5.46,XBB_1_5,10.33,COMMUNITY,27.73,5.0,ECDC_VPD,CHECK,BENCHMARK,2025-10-21
2016-W47,SI,SE293,SARS_COV_2,CONFIRMED,520,41,12,2,56.665,10.42,NONE,2.04,TRAVEL_RELATED,59.24,6.46,ECDC_TESSy,OK,SECOND,2024-10-13
2016-W48,CY,GR982,INFLUENZA_A,PROBABLE,18,0,0,0,44.117,13.45,RSV_A,2.59,FOODBORNE,39.78,3.01,ECDC_FOODBORNE,REVISED,FIRST,2025-07-13
2016-W49,GR,BG310,INFLUENZA_B,POSSIBLE,619,89,8,1,57.008,8.8,JN_1,4.47,UNKNOWN,67.98,0.68,ECDC_RESPIRATORY,PARTIAL,FLASH,2025-05-18
2016-W50,MT,NL438,RSV,CONFIRMED,75,10,2,0,144.254,11.97,BA_2,12.08,HOUSEHOLD,54.82,10.62,ECDC_AMR,IMPUTED,BENCHMARK,2025-01-25
2016-W51,ES,FI133,NOROVIRUS,PROBABLE,664,100,25,4,8.391,4.79,RSV_B,3.2,SCHOOL,70.32,1.87,ECDC_VPD,CHECK,SECOND,2024-03-03
2016-W52,CZ,EE943,MEASLES,POSSIBLE,1249,40,9,2,46.421,8.1,FLU_H3N2,7.14,WORKPLACE,40.36,4.7,ECDC_TESSy,OK,FIRST,2025-09-01
2017-W01,HU,FR26,PERTUSSIS,CONFIRMED,1161,129,29,1,106.953,18.64,BA_5,2.42,CARE_HOME,49.94,1.51,ECDC_FOODBORNE,REVISED,FLASH,2025-05-17
2017-W02,NL,PT62,TB,PROBABLE,1527,283,32,8,293.145,10.01,OTHER,1.79,HOSPITAL,53.95,2.53,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2025-02-04
2017-W03,SE,IT42,SALMONELLA,POSSIBLE,825,132,26,4,106.599,5.99,FLU_H1N1,3.69,COMMUNITY,27.58,7.84,ECDC_AMR,IMPUTED,SECOND,2024-04-20
2017-W04,DK,CY564,LISTERIA,CONFIRMED,636,54,3,0,153.707,17.69,XBB_1_5,11.07,TRAVEL_RELATED,61.7,11.08,ECDC_VPD,CHECK,FIRST,2025-07-19
2017-W05,IE,PL9,SARS_COV_2,PROBABLE,1036,112,18,4,85.693,17.37,NONE,59.72,FOODBORNE,84.32,5.1,ECDC_TESSy,OK,FLASH,2024-03-25
2017-W06,PL,RO78,INFLUENZA_A,POSSIBLE,2064,185,34,5,117.892,16.3,RSV_A,11.68,UNKNOWN,69.86,0.82,ECDC_FOODBORNE,REVISED,BENCHMARK,2025-01-13
2017-W07,AT,CZ713,INFLUENZA_B,CONFIRMED,314,40,3,0,152.31,3.31,JN_1,3.12,HOUSEHOLD,41.11,5.7,ECDC_RESPIRATORY,PARTIAL,SECOND,2025-02-15
2017-W08,EE,FR535,RSV,PROBABLE,1721,137,19,2,123.432,11.63,BA_2,13.15,SCHOOL,36.36,5.46,ECDC_AMR,IMPUTED,FIRST,2025-01-15
2017-W09,IT,EE89,NOROVIRUS,POSSIBLE,1199,33,1,0,109.101,18.91,RSV_B,12.77,WORKPLACE,74.38,6.65,ECDC_VPD,CHECK,FLASH,2025-08-02
2017-W10,PT,AT65,MEASLES,CONFIRMED,1327,104,8,1,23.862,11.02,FLU_H3N2,2.48,CARE_HOME,69.25,9.5,ECDC_TESSy,OK,BENCHMARK,2025-05-08
2017-W11,BE,CY29,PERTUSSIS,PROBABLE,2181,108,9,0,7.949,8.89,BA_5,0.81,HOSPITAL,78.57,2.34,ECDC_FOODBORNE,REVISED,SECOND,2025-02-25
2017-W12,FI,ES713,TB,POSSIBLE,717,55,14,2,89.933,15.09,OTHER,13.03,COMMUNITY,37.13,2.67,ECDC_RESPIRATORY,PARTIAL,FIRST,2024-09-21
2017-W13,LV,FI75,SALMONELLA,CONFIRMED,64,4,0,0,77.386,7.74,FLU_H1N1,8.71,TRAVEL_RELATED,41.99,6.74,ECDC_AMR,IMPUTED,FLASH,2025-11-11
2017-W14,RO,CY27,LISTERIA,PROBABLE,497,69,9,1,20.332,3.79,XBB_1_5,5.29,FOODBORNE,12.43,3.88,ECDC_VPD,CHECK,BENCHMARK,2025-10-29
2017-W15,BG,LT72,SARS_COV_2,POSSIBLE,741,125,20,2,14.602,18.57,NONE,32.14,UNKNOWN,62.11,3.7,ECDC_TESSy,OK,SECOND,2024-04-25
2017-W16,FR,DK23,INFLUENZA_A,CONFIRMED,249,31,7,1,79.994,21.53,RSV_A,5.44,HOUSEHOLD,29.96,7.31,ECDC_FOODBORNE,REVISED,FIRST,2024-07-29
2017-W17,LT,EE980,INFLUENZA_B,PROBABLE,2472,175,42,2,18.405,23.12,JN_1,7.96,SCHOOL,66.37,12.37,ECDC_RESPIRATORY,PARTIAL,FLASH,2024-09-05
2017-W18,SK,HR4,RSV,POSSIBLE,2851,165,27,4,158.704,11.85,BA_2,2.45,WORKPLACE,72.52,11.15,ECDC_AMR,IMPUTED,BENCHMARK,2025-04-20
2017-W19,HR,LV298,NOROVIRUS,CONFIRMED,2768,420,42,4,11.674,9.01,RSV_B,5.05,CARE_HOME,78.1,5.03,ECDC_VPD,CHECK,SECOND,2025-01-07
2017-W20,DE,ES88,MEASLES,PROBABLE,295,25,5,0,20.044,8.95,FLU_H3N2,3.87,HOSPITAL,77.2,10.76,ECDC_TESSy,OK,FIRST,2025-07-17
2017-W21,LU,BG66,PERTUSSIS,POSSIBLE,2708,302,79,14,125.143,16.7,BA_5,3.85,COMMUNITY,81.93,8.76,ECDC_FOODBORNE,REVISED,FLASH,2025-04-07
2017-W22,SI,AT91,TB,CONFIRMED,573,62,19,1,49.748,20.68,OTHER,2.8,TRAVEL_RELATED,76.42,6.29,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2024-12-06
2017-W23,CY,CZ8,SALMONELLA,PROBABLE,1260,121,18,0,114.366,6.14,FLU_H1N1,7.64,FOODBORNE,53.75,5.76,ECDC_AMR,IMPUTED,SECOND,2024-02-26
2017-W24,GR,PL575,LISTERIA,POSSIBLE,2150,111,23,1,23.254,10.41,XBB_1_5,2.32,UNKNOWN,64.07,15.16,ECDC_VPD,CHECK,FIRST,2025-02-12
2017-W25,MT,CY365,SARS_COV_2,CONFIRMED,411,23,8,1,63.111,0.81,NONE,39.51,HOUSEHOLD,47.39,6.06,ECDC_TESSy,OK,FLASH,2024-12-16
2017-W26,ES,FR998,INFLUENZA_A,PROBABLE,820,44,9,1,67.989,6.59,RSV_A,10.01,SCHOOL,61.17,7.82,ECDC_FOODBORNE,REVISED,BENCHMARK,2024-11-11
2017-W27,CZ,BG205,INFLUENZA_B,POSSIBLE,79,10,1,0,246.795,9.66,JN_1,2.56,WORKPLACE,47.4,1.13,ECDC_RESPIRATORY,PARTIAL,SECOND,2025-08-26
2017-W28,HU,DE40,RSV,CONFIRMED,2252,336,69,6,41.715,12.15,BA_2,2.12,CARE_HOME,86.11,3.21,ECDC_AMR,IMPUTED,FIRST,2025-08-25
2017-W29,NL,DK542,NOROVIRUS,PROBABLE,2274,134,31,5,120.06,3.15,RSV_B,11.08,HOSPITAL,26.53,4.34,ECDC_VPD,CHECK,FLASH,2025-03-29
2017-W30,SE,LT6,MEASLES,POSSIBLE,2995,130,23,6,161.327,1.94,FLU_H3N2,12.4,COMMUNITY,16.42,10.5,ECDC_TESSy,OK,BENCHMARK,2024-06-11
2017-W31,DK,IT401,PERTUSSIS,CONFIRMED,2147,270,60,11,139.1,20.88,BA_5,10.13,TRAVEL_RELATED,72.89,3.03,ECDC_FOODBORNE,REVISED,SECOND,2025-10-15
2017-W32,IE,EE318,TB,PROBABLE,2412,384,79,13,29.739,11.45,OTHER,7.15,FOODBORNE,66.06,7.22,ECDC_RESPIRATORY,PARTIAL,FIRST,2025-11-15
2017-W33,PL,GR36,SALMONELLA,POSSIBLE,4265,628,154,7,152.324,8.66,FLU_H1N1,2.61,UNKNOWN,41.67,9.24,ECDC_AMR,IMPUTED,FLASH,2024-10-22
2017-W34,AT,ES966,LISTERIA,CONFIRMED,1704,239,54,14,187.15,17.33,XBB_1_5,5.21,HOUSEHOLD,21.49,9.75,ECDC_VPD,CHECK,BENCHMARK,2024-09-11
2017-W35,EE,AT879,SARS_COV_2,PROBABLE,1560,302,102,7,66.702,24.16,NONE,53.36,SCHOOL,98.85,10.77,ECDC_TESSy,OK,SECOND,2025-05-02
2017-W36,IT,SK9,INFLUENZA_A,POSSIBLE,3623,329,25,6,244.044,13.26,RSV_A,5.62,WORKPLACE,90.68,13.54,ECDC_FOODBORNE,REVISED,FIRST,2026-01-09
2017-W37,PT,CZ60,INFLUENZA_B,CONFIRMED,714,58,11,0,70.179,17.41,JN_1,2.04,CARE_HOME,12.21,5.93,ECDC_RESPIRATORY,PARTIAL,FLASH,2026-01-28
2017-W38,BE,RO207,RSV,PROBABLE,3791,561,72,13,142.977,2.95,BA_2,9.13,HOSPITAL,76.82,6.7,ECDC_AMR,IMPUTED,BENCHMARK,2024-02-10
2017-W39,FI,LT84,NOROVIRUS,POSSIBLE,2912,398,87,3,66.462,4.9,RSV_B,8.92,COMMUNITY,61.59,6.03,ECDC_VPD,CHECK,SECOND,2026-02-22
2017-W40,LV,CZ1,MEASLES,CONFIRMED,1818,119,14,1,184.28,14.54,FLU_H3N2,7.14,TRAVEL_RELATED,14.96,2.57,ECDC_TESSy,OK,FIRST,2024-01-09
2017-W41,RO,LT83,PERTUSSIS,PROBABLE,634,22,5,0,63.203,17.07,BA_5,1.0,FOODBORNE,40.8,8.87,ECDC_FOODBORNE,REVISED,FLASH,2025-01-27
2017-W42,BG,BG6,TB,POSSIBLE,197,27,3,0,58.338,20.8,OTHER,11.24,UNKNOWN,45.5,10.89,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2024-12-23
2017-W43,FR,HR22,SALMONELLA,CONFIRMED,1097,74,7,1,192.645,17.51,FLU_H1N1,10.22,HOUSEHOLD,34.43,5.08,ECDC_AMR,IMPUTED,SECOND,2025-03-01
2017-W44,LT,DK138,LISTERIA,PROBABLE,302,44,9,1,70.529,7.69,XBB_1_5,8.62,SCHOOL,23.5,4.06,ECDC_VPD,CHECK,FIRST,2024-02-24
2017-W45,SK,IT7,SARS_COV_2,POSSIBLE,2873,217,63,11,12.779,31.47,NONE,27.13,WORKPLACE,37.19,3.57,ECDC_TESSy,OK,FLASH,2024-03-03
2017-W46,HR,LT4,INFLUENZA_A,CONFIRMED,3331,444,36,3,154.043,31.61,RSV_A,4.17,CARE_HOME,50.93,16.25,ECDC_FOODBORNE,REVISED,BENCHMARK,2024-02-29
2017-W47,DE,RO77,INFLUENZA_B,PROBABLE,2843,228,44,11,111.595,15.41,JN_1,3.99,HOSPITAL,52.1,7.46,ECDC_RESPIRATORY,PARTIAL,SECOND,2025-12-26
2017-W48,LU,CZ64,RSV,POSSIBLE,1450,191,47,9,7.604,26.68,BA_2,7.28,COMMUNITY,44.47,10.94,ECDC_AMR,IMPUTED,FIRST,2026-01-27
2017-W49,SI,BE167,NOROVIRUS,CONFIRMED,655,72,9,1,156.756,8.35,RSV_B,7.52,TRAVEL_RELATED,19.28,4.88,ECDC_VPD,CHECK,FLASH,2025-07-29
2017-W50,CY,RO8,MEASLES,PROBABLE,1956,236,18,1,160.883,15.66,FLU_H3N2,10.46,FOODBORNE,35.69,3.03,ECDC_TESSy,OK,BENCHMARK,2024-11-15
2017-W51,GR,HU99,PERTUSSIS,POSSIBLE,2941,379,29,2,165.294,17.63,BA_5,13.74,UNKNOWN,75.46,7.04,ECDC_FOODBORNE,REVISED,SECOND,2025-08-25
2017-W52,MT,SE45,TB,CONFIRMED,3136,160,49,12,94.873,13.82,OTHER,10.38,HOUSEHOLD,58.33,8.59,ECDC_RESPIRATORY,PARTIAL,FIRST,2024-10-31
2018-W01,ES,DE4,SALMONELLA,PROBABLE,1235,39,5,1,70.259,0.99,FLU_H1N1,3.01,SCHOOL,60.75,4.35,ECDC_AMR,IMPUTED,FLASH,2025-04-20
2018-W02,CZ,IT808,LISTERIA,POSSIBLE,1404,127,11,2,141.722,3.43,XBB_1_5,0.21,WORKPLACE,58.8,2.53,ECDC_VPD,CHECK,BENCHMARK,2024-11-22
2018-W03,HU,IE107,SARS_COV_2,CONFIRMED,3833,844,150,37,222.11,1.87,NONE,54.77,CARE_HOME,43.53,4.79,ECDC_TESSy,OK,SECOND,2025-10-16
2018-W04,NL,DK29,INFLUENZA_A,PROBABLE,1725,138,7,1,44.231,2.62,RSV_A,6.93,HOSPITAL,12.84,10.72,ECDC_FOODBORNE,REVISED,FIRST,2025-11-22
2018-W05,SE,SK3,INFLUENZA_B,POSSIBLE,2354,257,49,9,125.671,0.57,JN_1,5.56,COMMUNITY,36.53,1.57,ECDC_RESPIRATORY,PARTIAL,FLASH,2024-05-03
2018-W06,DK,IE5,RSV,CONFIRMED,582,18,2,0,47.676,28.02,BA_2,8.48,TRAVEL_RELATED,64.1,4.97,ECDC_AMR,IMPUTED,BENCHMARK,2024-06-23
2018-W07,IE,DE88,NOROVIRUS,PROBABLE,4666,334,85,4,12.422,0.48,RSV_B,7.79,FOODBORNE,26.62,12.79,ECDC_VPD,CHECK,SECOND,2025-10-02
2018-W08,PL,EE32,MEASLES,POSSIBLE,1298,183,21,3,46.001,21.84,FLU_H3N2,3.28,UNKNOWN,33.33,7.32,ECDC_TESSy,OK,FIRST,2025-01-19
2018-W09,AT,CY31,PERTUSSIS,CONFIRMED,2214,222,40,2,151.806,1.82,BA_5,0.66,HOUSEHOLD,80.44,13.91,ECDC_FOODBORNE,REVISED,FLASH,2026-02-05
2018-W10,EE,PT9,TB,PROBABLE,936,208,69,3,39.22,0.68,OTHER,12.49,SCHOOL,44.89,10.29,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2025-10-21
2018-W11,IT,SE4,SALMONELLA,POSSIBLE,1230,81,10,0,148.359,12.49,FLU_H1N1,5.66,WORKPLACE,45.74,2.43,ECDC_AMR,IMPUTED,SECOND,2025-08-05
2018-W12,PT,DK13,LISTERIA,CONFIRMED,3754,227,12,1,176.24,17.75,XBB_1_5,3.66,CARE_HOME,53.41,11.39,ECDC_VPD,CHECK,FIRST,2024-10-24
2018-W13,BE,LT174,SARS_COV_2,PROBABLE,2631,250,32,2,166.778,30.63,NONE,18.08,HOSPITAL,29.14,4.52,ECDC_TESSy,OK,FLASH,2024-04-30
2018-W14,FI,CY36,INFLUENZA_A,POSSIBLE,61,5,0,0,5.364,27.23,RSV_A,1.87,COMMUNITY,14.58,6.07,ECDC_FOODBORNE,REVISED,BENCHMARK,2024-12-25
2018-W15,LV,IE457,INFLUENZA_B,CONFIRMED,121,14,2,0,298.766,14.86,JN_1,8.07,TRAVEL_RELATED,32.23,4.32,ECDC_RESPIRATORY,PARTIAL,SECOND,2025-07-24
2018-W16,RO,AT653,RSV,PROBABLE,407,45,5,1,60.178,19.83,BA_2,1.56,FOODBORNE,52.59,7.08,ECDC_AMR,IMPUTED,FIRST,2025-07-02
2018-W17,BG,FI91,NOROVIRUS,POSSIBLE,1593,104,10,2,108.474,15.37,RSV_B,6.27,UNKNOWN,57.53,16.23,ECDC_VPD,CHECK,FLASH,2025-01-08
2018-W18,FR,LU815,MEASLES,CONFIRMED,1205,184,28,4,228.64,7.38,FLU_H3N2,12.38,HOUSEHOLD,41.76,10.75,ECDC_TESSy,OK,BENCHMARK,2024-03-18
2018-W19,LT,FI152,PERTUSSIS,PROBABLE,1404,222,45,7,236.756,0.64,BA_5,0.12,SCHOOL,85.85,9.48,ECDC_FOODBORNE,REVISED,SECOND,2024-11-08
2018-W20,SK,BG68,TB,POSSIBLE,1860,305,36,4,76.031,16.05,OTHER,12.31,WORKPLACE,13.89,9.05,ECDC_RESPIRATORY,PARTIAL,FIRST,2024-04-17
2018-W21,HR,BG14,SALMONELLA,CONFIRMED,515,49,7,0,56.842,10.12,FLU_H1N1,2.95,CARE_HOME,68.4,9.33,ECDC_AMR,IMPUTED,FLASH,2025-06-15
2018-W22,DE,RO5,LISTERIA,PROBABLE,1458,95,15,4,118.106,10.63,XBB_1_5,2.44,HOSPITAL,63.32,9.16,ECDC_VPD,CHECK,BENCHMARK,2025-01-18
2018-W23,LU,HR9,SARS_COV_2,POSSIBLE,415,80,10,1,44.945,15.59,NONE,16.91,COMMUNITY,49.92,3.81,ECDC_TESSy,OK,SECOND,2025-01-12
2018-W24,SI,RO701,INFLUENZA_A,CONFIRMED,988,81,5,0,48.936,8.87,RSV_A,1.83,TRAVEL_RELATED,51.49,14.64,ECDC_FOODBORNE,REVISED,FIRST,2024-06-18
2018-W25,CY,ES781,INFLUENZA_B,PROBABLE,378,17,1,0,114.958,11.19,JN_1,3.59,FOODBORNE,16.55,11.58,ECDC_RESPIRATORY,PARTIAL,FLASH,2024-09-25
2018-W26,GR,PT49,RSV,POSSIBLE,312,18,4,0,71.111,25.92,BA_2,12.88,UNKNOWN,74.15,12.09,ECDC_AMR,IMPUTED,BENCHMARK,2025-12-13
2018-W27,MT,GR429,NOROVIRUS,CONFIRMED,442,16,0,0,52.871,7.09,RSV_B,7.58,HOUSEHOLD,26.59,9.56,ECDC_VPD,CHECK,SECOND,2025-09-13
2018-W28,ES,LV82,MEASLES,PROBABLE,417,27,3,0,85.072,14.36,FLU_H3N2,8.6,SCHOOL,90.75,3.21,ECDC_TESSy,OK,FIRST,2025-03-17
2018-W29,CZ,PT99,PERTUSSIS,POSSIBLE,107,13,1,0,151.131,7.37,BA_5,8.94,WORKPLACE,88.63,3.67,ECDC_FOODBORNE,REVISED,FLASH,2025-02-09
2018-W30,HU,NL72,TB,CONFIRMED,358,19,5,1,12.16,19.67,OTHER,9.43,CARE_HOME,39.23,2.18,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2024-07-06
2018-W31,NL,IE9,SALMONELLA,PROBABLE,738,45,6,1,40.893,13.84,FLU_H1N1,0.61,HOSPITAL,65.79,10.0,ECDC_AMR,IMPUTED,SECOND,2024-04-03
2018-W32,SE,LU675,LISTERIA,POSSIBLE,1234,157,16,1,73.28,3.51,XBB_1_5,8.19,COMMUNITY,73.06,16.74,ECDC_VPD,CHECK,FIRST,2025-12-24
2018-W33,DK,SE3,SARS_COV_2,CONFIRMED,1011,174,67,5,149.557,11.47,NONE,7.72,TRAVEL_RELATED,46.61,3.21,ECDC_TESSy,OK,FLASH,2025-02-14
2018-W34,IE,LV19,INFLUENZA_A,PROBABLE,920,49,5,0,152.97,24.03,RSV_A,12.34,FOODBORNE,48.04,7.54,ECDC_FOODBORNE,REVISED,BENCHMARK,2025-06-01
2018-W35,PL,SE97,INFLUENZA_B,POSSIBLE,400,37,9,1,39.883,24.22,JN_1,13.62,UNKNOWN,46.88,3.17,ECDC_RESPIRATORY,PARTIAL,SECOND,2026-02-14
2018-W36,AT,DK68,RSV,CONFIRMED,995,29,5,1,3.657,18.15,BA_2,12.0,HOUSEHOLD,66.09,1.67,ECDC_AMR,IMPUTED,FIRST,2025-02-23
2018-W37,EE,LU83,NOROVIRUS,PROBABLE,195,18,1,0,17.774,5.99,RSV_B,0.1,SCHOOL,39.02,11.58,ECDC_VPD,CHECK,FLASH,2025-10-07
2018-W38,IT,HU580,MEASLES,POSSIBLE,146,14,2,0,99.348,19.3,FLU_H3N2,0.71,WORKPLACE,84.52,12.28,ECDC_TESSy,OK,BENCHMARK,2024-10-12
2018-W39,PT,SK723,PERTUSSIS,CONFIRMED,362,32,2,0,223.325,9.34,BA_5,7.71,CARE_HOME,55.45,14.09,ECDC_FOODBORNE,REVISED,SECOND,2024-11-27
2018-W40,BE,LU41,TB,PROBABLE,120,10,2,0,102.36,11.41,OTHER,6.49,HOSPITAL,32.38,4.89,ECDC_RESPIRATORY,PARTIAL,FIRST,2024-03-30
2018-W41,FI,HU43,SALMONELLA,POSSIBLE,77,7,0,0,35.181,5.57,FLU_H1N1,12.22,COMMUNITY,64.9,6.07,ECDC_AMR,IMPUTED,FLASH,2026-02-04
2018-W42,LV,HR94,LISTERIA,CONFIRMED,628,94,8,2,67.413,18.4,XBB_1_5,8.83,TRAVEL_RELATED,66.05,10.84,ECDC_VPD,CHECK,BENCHMARK,2024-04-18
2018-W43,RO,DK5,SARS_COV_2,PROBABLE,85,5,1,0,74.93,22.43,NONE,57.66,FOODBORNE,31.56,9.56,ECDC_TESSy,OK,SECOND,2025-02-05
2018-W44,BG,IT2,INFLUENZA_A,POSSIBLE,263,26,2,0,143.463,16.12,RSV_A,1.16,UNKNOWN,58.85,1.58,ECDC_FOODBORNE,REVISED,FIRST,2025-10-13
2018-W45,FR,ES27,INFLUENZA_B,CONFIRMED,71,6,1,0,112.053,13.41,JN_1,0.73,HOUSEHOLD,75.04,11.9,ECDC_RESPIRATORY,PARTIAL,FLASH,2025-06-03
2018-W46,LT,CY2,RSV,PROBABLE,274,27,2,0,120.126,6.43,BA_2,11.01,SCHOOL,37.33,5.85,ECDC_AMR,IMPUTED,BENCHMARK,2024-11-01
2018-W47,SK,MT524,NOROVIRUS,POSSIBLE,207,23,4,0,232.129,20.06,RSV_B,7.71,WORKPLACE,22.9,17.16,ECDC_VPD,CHECK,SECOND,2024-02-25
2018-W48,HR,LV13,MEASLES,CONFIRMED,449,19,3,0,123.151,14.61,FLU_H3N2,7.94,CARE_HOME,25.34,3.77,ECDC_TESSy,OK,FIRST,2024-04-08
2018-W49,DE,BG77,PERTUSSIS,PROBABLE,723,93,20,2,74.115,6.31,BA_5,7.79,HOSPITAL,21.47,1.67,ECDC_FOODBORNE,REVISED,FLASH,2025-05-31
2018-W50,LU,SE205,TB,POSSIBLE,939,39,9,1,279.205,13.41,OTHER,3.02,COMMUNITY,62.52,5.05,ECDC_RESPIRATORY,PARTIAL,BENCHMARK,2025-10-27
2018-W51,SI,LU965,SALMONELLA,CONFIRMED,1195,191,18,2,20.698,22.34,FLU_H1N1,0.23,TRAVEL_RELATED,24.2,0.61,ECDC_AMR,IMPUTED,SECOND,2025-01-24
2018-W52,CY,ES39,LISTERIA,PROBABLE,643,41,4,0,34.511,18.68,XBB_1_5,7.44,FOODBORNE,23.48,0.81,ECDC_VPD,CHECK,FIRST,2025-01-27
2019-W01,GR,ES421,SARS_COV_2,POSSIBLE,316,61,11,2,183.782,19.75,NONE,22.84,UNKNOWN,44.44,8.12,ECDC_TESSy,OK,FLASH,2024-08-23
2019-W02,MT,AT559,INFLUENZA_A,CONFIRMED,1846,241,49,10,102.339,22.28,RSV_A,8.53,HOUSEHOLD,83.45,5.67,ECDC_FOODBORNE,REVISED,BENCHMARK,2024-12-23
2019-W03,ES,EE519,INFLUENZA_B,PROBABLE,297,27,1,0,105.61,29.18,JN_1,11.68,SCHOOL,87.27,1.82,ECDC_RESPIRATORY,PARTIAL,SECOND,2025-05-09
2019-W04,CZ,CZ4,RSV,POSSIBLE,760,81,12,1,171.314,4.49,BA_2,4.41,WORKPLACE,73.31,7.96,ECDC_AMR,IMPUTED,FIRST,2025-05-11
2019-W05,HU,NL67,NOROVIRUS,CONFIRMED,2128,166,26,4,233.55,13.21,RSV_B,12.9,CARE_HOME,39.4,2.96,ECDC_VPD,CHECK,FLASH,2024-12-31
2019-W06,NL,DE97,MEASLES,PROBABLE,1377,208,15,3,176.848,10.97,FLU_H3N2,4.09,HOSPITAL,15.08,3.64,ECDC_TESSy,OK,BENCHMARK,2025-05-30
2019-W07,SE,HU34,PERTUSSIS,POSSIBLE,318,20,2,0,226.261,0.49,BA_5,12.65,COMMUNITY,50.29,16.42,ECDC_FOODBORNE,REVISED,SECOND,2024-06-01
2019-W08,DK,DK113,TB,CONFIRMED,1142,186,29,1,130.543,12.33,OTHER,1.05,TRAVEL_RELATED,87.38,0.46,ECDC_RESPIRATORY,PARTIAL,FIRST,2025-01-11
2019-W09,IE,LT9,SALMONELLA,PROBABLE,1004,90,13,2,83.394,18.51,FLU_H1N1,9.66,FOODBORNE,64.85,7.66,ECDC_AMR,IMPUTED,FLASH,2024-05-26
