env_hazard_event_start_date,env_hazard_event_end_date,env_hazard_hazard_type_code,env_hazard_ndma_disaster_number,env_hazard_impact_area_polygon_id,env_hazard_fatalities_direct,env_hazard_fatalities_indirect,env_hazard_injuries_reported,env_hazard_property_damage_inr,env_hazard_crop_damage_inr,env_hazard_insured_loss_inr,env_hazard_evacuation_order_flag,env_hazard_power_outage_customers_peak,env_hazard_shelter_population_peak,env_hazard_flood_depth_max_ft,env_hazard_wind_gust_max_kmph,env_hazard_drought_severity_index,env_hazard_heat_index_max_f,env_hazard_snowfall_total_in,env_hazard_event_narrative_code
2024-11-15,2024-12-04,cloudburst,NDMA-4940-87,IN-POLY-00000154,0,0,17,929863,220920,309301,0,174027,24144,2.4,85,1.81,88,0.0,media_digest
2011-05-08,2011-05-09,flood,NDMA-1361-68,IN-POLY-00000155,0,2,12,18077366,386734,4810120,0,183752,9730,5.2,140,4.54,97,2.4,ndma_sitrep
2020-07-02,2020-07-06,drought,NDMA-5849-94,IN-POLY-00000156,1,0,15,4900058,396686,2125358,0,21369,23629,3.6,85,1.54,125,0.2,impact_brief_a
2020-09-09,2020-09-16,heatwave,NDMA-2408-73,IN-POLY-00000157,4,0,14,2586478,4542487,302816,0,110443,7160,3.7,70,0.0,93,1.1,state_relief_note
2024-02-08,2024-02-17,drought,NDMA-1962-23,IN-POLY-00000158,1,1,9,6526200,4360499,991712,0,15417,8771,3.6,88,0.6,101,1.5,rapid_assessment
2022-04-15,2022-04-22,flood,NDMA-2654-37,IN-POLY-00000159,2,2,11,2540834,794448,1037305,0,680233,10494,2.3,90,3.22,107,3.4,rapid_assessment
2014-02-18,2014-02-21,cloudburst,NDMA-1518-61,IN-POLY-00000160,2,0,17,684753,7527528,302672,0,91403,36484,7.3,29,1.02,109,0.5,state_relief_note
2014-05-16,2014-05-18,heatwave,NDMA-2758-61,IN-POLY-00000161,1,0,9,1664257,1744779,188786,0,34164,78196,2.7,74,1.08,104,7.1,state_relief_note
2010-10-05,2010-10-17,landslide,NDMA-5222-55,IN-POLY-00000162,2,0,10,10697182,280635,1110872,0,106209,5872,4.0,57,2.52,112,0.2,state_relief_note
2013-04-24,2013-04-28,heatwave,NDMA-1682-82,IN-POLY-00000163,0,0,11,4153099,702460,1802952,0,157735,20799,3.3,88,2.95,105,0.1,media_digest
2023-11-10,2023-11-21,earthquake,NDMA-3848-40,IN-POLY-00000164,1,0,16,5501969,664072,2398116,0,146509,13458,5.4,66,2.08,112,0.4,state_relief_note
2020-08-14,2020-09-01,drought,NDMA-6669-39,IN-POLY-00000165,1,0,17,68972643,2260135,26804928,0,245123,4803,0.0,121,1.45,98,0.4,state_relief_note
2012-01-29,2012-01-31,cyclone,NDMA-5351-74,IN-POLY-00000166,1,2,15,2985028,2006419,844191,0,19265,25443,0.9,75,0.7,118,2.2,impact_brief_b
2014-01-29,2014-02-11,heatwave,NDMA-9867-71,IN-POLY-00000167,1,0,14,27539615,1653800,9779986,1,33345,11084,3.7,39,0.78,106,3.9,impact_brief_a
2022-06-13,2022-07-01,landslide,NDMA-6835-33,IN-POLY-00000168,1,0,14,11628157,459533,4197858,0,62397,3917,3.5,84,1.07,114,3.1,state_relief_note
2022-02-28,2022-03-12,flood,NDMA-2023-62,IN-POLY-00000169,1,1,5,7156336,1218866,1458198,0,59115,19033,1.3,98,1.24,102,0.5,rapid_assessment
2020-08-25,2020-09-11,landslide,NDMA-8203-40,IN-POLY-00000170,1,1,14,7371231,189686,2241425,0,73680,13272,2.4,27,0.0,91,5.4,rapid_assessment
2014-05-12,2014-05-31,drought,NDMA-4462-60,IN-POLY-00000171,1,1,16,345134,5019639,146992,0,662683,8774,4.9,77,3.41,114,0.5,impact_brief_a
2019-10-09,2019-10-25,flood,NDMA-6275-74,IN-POLY-00000172,0,1,16,296695,368980,61939,0,41041,10561,5.8,192,3.97,96,2.3,ndma_sitrep
2013-03-02,2013-03-21,wildfire,NDMA-1792-18,IN-POLY-00000173,1,0,10,749273,207637,117102,0,190230,2184,2.4,50,4.22,108,1.8,impact_brief_b
2013-09-18,2013-10-01,heatwave,NDMA-3638-46,IN-POLY-00000174,3,0,8,4008497,1053527,1419845,0,719000,6161,4.5,105,0.55,103,2.3,impact_brief_a
2013-12-31,2014-01-02,cold_wave,NDMA-6463-27,IN-POLY-00000175,1,3,9,12096914,177501,5157235,0,131471,2569,0.0,114,0.71,98,0.7,state_relief_note
2015-11-15,2015-12-03,flood,NDMA-2083-40,IN-POLY-00000176,1,1,11,5073283,733993,1409328,0,73765,3265,4.1,83,0.0,89,2.1,media_digest
2010-01-01,2010-01-04,wildfire,NDMA-4663-80,IN-POLY-00000177,2,1,9,780579,1148083,237086,0,30200,19511,1.6,78,3.57,102,1.2,impact_brief_b
2017-01-09,2017-01-19,landslide,NDMA-4235-27,IN-POLY-00000178,2,0,11,556901,2265425,95055,0,37722,8113,4.3,103,1.81,107,2.9,state_relief_note
2012-08-30,2012-09-02,drought,NDMA-1838-47,IN-POLY-00000179,0,1,18,715564,385821,148846,0,71539,7956,3.3,32,3.23,102,1.4,ndma_sitrep
2012-12-26,2013-01-06,drought,NDMA-4520-45,IN-POLY-00000180,1,0,15,26253763,344094,7063678,0,16353,7591,7.1,28,2.71,103,0.1,rapid_assessment
2014-07-17,2014-08-04,drought,NDMA-6165-96,IN-POLY-00000181,4,0,5,588817,117116,235781,1,144670,7962,4.0,85,3.47,119,1.3,impact_brief_b
2016-04-14,2016-05-03,earthquake,NDMA-2452-16,IN-POLY-00000182,1,1,11,19776573,1230360,7997624,0,1314590,47228,8.9,95,0.78,117,0.2,ndma_sitrep
2022-08-30,2022-09-07,storm_surge,NDMA-7788-85,IN-POLY-00000183,1,0,20,6990718,656781,2159737,0,180646,9836,4.6,73,0.1,105,3.3,rapid_assessment
2018-08-16,2018-08-28,heatwave,NDMA-7932-58,IN-POLY-00000184,2,0,14,8580857,159384,2361307,0,36066,7239,1.2,129,0.0,108,0.7,impact_brief_a
2020-09-27,2020-10-05,heatwave,NDMA-5007-85,IN-POLY-00000185,0,0,18,3621698,304293,983488,0,126428,48454,5.6,90,1.61,103,0.5,impact_brief_b
2023-11-13,2023-11-26,flood,NDMA-3473-81,IN-POLY-00000186,2,0,7,8604796,1115019,493926,0,130285,6223,4.3,145,1.91,94,4.4,state_relief_note
2022-05-17,2022-06-02,cyclone,NDMA-4998-33,IN-POLY-00000187,1,0,13,1921660,255628,591040,0,129386,7844,0.5,68,0.0,94,2.1,impact_brief_a
2018-04-13,2018-05-02,flood,NDMA-3712-61,IN-POLY-00000188,0,1,12,1452398,2938304,208057,0,312961,8877,1.3,94,2.41,121,5.8,rapid_assessment
2025-08-12,2025-08-26,flood,NDMA-6102-44,IN-POLY-00000189,4,0,15,2587154,149873,427013,0,12158,37589,0.0,80,1.26,92,1.0,state_relief_note
2023-04-14,2023-04-29,landslide,NDMA-3115-78,IN-POLY-00000190,1,0,10,5413343,451599,2348657,0,108937,3573,4.3,80,0.0,113,0.7,state_relief_note
2025-09-23,2025-09-29,cyclone,NDMA-6444-25,IN-POLY-00000191,0,0,7,187958,1263306,29612,0,325878,5120,1.1,94,1.88,102,0.8,rapid_assessment
2010-05-02,2010-05-20,wildfire,NDMA-2502-89,IN-POLY-00000192,0,0,12,1648419,983601,693200,0,114251,6298,2.1,107,1.47,100,16.2,state_relief_note
2011-04-12,2011-05-01,heatwave,NDMA-9617-62,IN-POLY-00000193,1,1,12,4128277,2338697,1035998,0,24419,20712,4.8,56,2.2,99,4.3,rapid_assessment
2018-11-19,2018-12-06,landslide,NDMA-5397-51,IN-POLY-00000194,0,0,14,4584000,2945791,404526,1,52251,16677,4.6,85,1.39,101,3.4,ndma_sitrep
2012-12-16,2013-01-05,heatwave,NDMA-7545-26,IN-POLY-00000195,4,0,11,3132471,224524,359838,0,260962,9215,7.3,40,2.34,117,0.5,media_digest
2014-12-26,2014-12-27,earthquake,NDMA-9707-42,IN-POLY-00000196,4,0,11,1820324,5398316,214054,0,101173,12450,4.5,92,0.58,95,0.1,rapid_assessment
2013-08-20,2013-09-03,earthquake,NDMA-6531-84,IN-POLY-00000197,1,1,12,1411185,3626051,241968,0,72680,97436,5.1,66,2.08,117,1.1,state_relief_note
2017-07-11,2017-07-17,heatwave,NDMA-3929-59,IN-POLY-00000198,0,1,17,3241810,1177585,644050,0,22661,4764,4.8,96,2.26,100,7.5,state_relief_note
2013-01-15,2013-02-03,cold_wave,NDMA-3280-59,IN-POLY-00000199,0,2,9,1040341,1364729,245261,0,5121,15474,5.3,103,1.44,111,1.0,ndma_sitrep
2012-07-07,2012-07-10,flood,NDMA-8928-89,IN-POLY-00000200,2,0,9,442154,1170768,124728,0,315851,1496,4.4,130,0.21,112,3.0,impact_brief_a
2015-02-03,2015-02-18,cyclone,NDMA-4409-92,IN-POLY-00000201,1,0,15,5106966,1325817,1863374,1,43027,20022,4.3,60,0.0,117,1.3,state_relief_note
2013-09-21,2013-10-10,heatwave,NDMA-8437-85,IN-POLY-00000202,1,0,13,333606,1403689,52299,0,24177,7645,5.1,25,0.47,120,0.1,impact_brief_a
2023-04-08,2023-04-28,landslide,NDMA-2756-38,IN-POLY-00000203,2,1,13,3093967,1180116,570797,0,82689,3025,7.3,118,1.71,101,0.7,ndma_sitrep
2016-06-11,2016-06-30,cyclone,NDMA-2842-75,IN-POLY-00000204,3,0,14,7374279,163587,2637887,0,36900,11005,2.4,32,1.99,99,5.9,ndma_sitrep
2024-07-10,2024-07-19,flood,NDMA-3661-31,IN-POLY-00000205,0,0,13,1484790,409852,413531,0,623378,3672,1.7,28,1.55,86,8.7,impact_brief_b
2023-01-28,2023-02-09,flood,NDMA-4219-64,IN-POLY-00000206,0,1,17,2265699,6936088,766239,0,40279,55744,6.6,38,4.9,87,0.2,impact_brief_b
2016-09-19,2016-10-03,wildfire,NDMA-7955-75,IN-POLY-00000207,1,0,12,21131959,2990677,6706910,0,555268,12972,4.7,12,4.3,91,1.3,media_digest
2024-06-15,2024-06-29,drought,NDMA-9442-92,IN-POLY-00000208,0,0,12,13643340,304559,1680925,1,83349,12686,4.7,86,2.04,111,0.9,impact_brief_b
2020-05-05,2020-05-13,flood,NDMA-2234-38,IN-POLY-00000209,4,0,16,24252448,195639,6887588,0,276460,16503,3.8,164,1.28,99,0.3,impact_brief_b
2015-06-04,2015-06-08,cold_wave,NDMA-5491-54,IN-POLY-00000210,1,0,9,2241509,215177,868124,0,101183,5055,3.3,78,2.53,101,0.2,impact_brief_a
2017-06-21,2017-06-27,landslide,NDMA-1233-60,IN-POLY-00000211,0,0,8,22209689,143098,9898044,1,225255,49464,4.0,101,0.0,114,4.0,impact_brief_b
2019-07-15,2019-07-24,landslide,NDMA-4000-46,IN-POLY-00000212,1,0,19,3135168,1935499,253992,0,143943,9017,0.7,99,3.07,113,9.3,media_digest
2024-02-19,2024-02-24,heatwave,NDMA-1227-32,IN-POLY-00000213,1,0,14,7034071,1751611,1160530,0,248498,1828,3.8,85,1.02,107,1.3,impact_brief_b
2019-07-06,2019-07-12,landslide,NDMA-7644-95,IN-POLY-00000214,2,0,10,6120030,5057051,320166,0,222004,5939,3.2,154,0.93,84,0.9,media_digest
2024-10-18,2024-10-31,drought,NDMA-8030-91,IN-POLY-00000215,0,0,15,35916480,1159023,4358292,0,197969,13853,4.2,121,5.0,102,2.8,rapid_assessment
2018-02-06,2018-02-15,landslide,NDMA-4464-44,IN-POLY-00000216,0,1,13,7523510,9820883,2383482,0,31264,3364,0.6,82,2.31,107,1.3,media_digest
2011-12-26,2012-01-11,cyclone,NDMA-9686-44,IN-POLY-00000217,3,1,14,1964179,3882188,452577,0,19273,1884,4.0,133,2.38,106,2.7,state_relief_note
2025-12-14,2025-12-31,heatwave,NDMA-2130-94,IN-POLY-00000218,4,0,20,6521671,1096729,1795146,0,284846,14094,0.1,76,0.65,106,4.1,rapid_assessment
2023-03-05,2023-03-25,flood,NDMA-3536-56,IN-POLY-00000219,0,0,8,37849505,2386605,3117831,0,680921,21718,0.0,38,2.2,109,1.2,media_digest
2025-10-11,2025-10-16,flood,NDMA-7207-62,IN-POLY-00000220,0,1,12,7985227,2230848,1763756,0,71125,2648,4.2,130,2.0,88,0.0,impact_brief_a
2022-09-19,2022-10-02,earthquake,NDMA-1255-34,IN-POLY-00000221,0,0,11,1998345,872314,255658,0,17971,29539,4.0,103,1.78,109,2.1,state_relief_note
2020-08-14,2020-08-20,drought,NDMA-8334-17,IN-POLY-00000222,0,1,15,3182569,2616664,1035814,0,165375,83036,0.8,82,3.13,127,3.6,ndma_sitrep
2016-01-28,2016-02-17,earthquake,NDMA-3986-63,IN-POLY-00000223,1,0,16,1113901,336498,242889,0,75421,21003,2.1,104,3.21,98,2.0,impact_brief_a
2023-05-16,2023-06-05,heatwave,NDMA-1518-59,IN-POLY-00000224,0,0,18,2223717,2269640,698080,0,71665,6356,4.7,132,0.0,104,1.4,impact_brief_a
2020-11-11,2020-11-28,heatwave,NDMA-7346-96,IN-POLY-00000225,0,0,13,7553051,226190,745826,1,435944,13506,3.0,61,0.36,91,6.5,media_digest
2012-04-28,2012-05-13,landslide,NDMA-5651-38,IN-POLY-00000226,0,1,12,11161308,2598137,1069694,0,10121,39795,4.4,58,4.05,115,7.0,rapid_assessment
2018-05-15,2018-05-23,flood,NDMA-2366-73,IN-POLY-00000227,2,0,8,13288100,1557014,3779905,0,40874,17900,4.3,61,5.0,100,3.2,media_digest
2017-08-21,2017-09-10,drought,NDMA-6417-10,IN-POLY-00000228,2,0,15,3631872,1440532,1476984,0,86680,4649,4.5,76,2.58,110,2.3,ndma_sitrep
2022-06-06,2022-06-12,drought,NDMA-6758-58,IN-POLY-00000229,2,0,12,530521,5475211,184755,0,18719,13036,5.1,99,0.0,113,0.5,rapid_assessment
2013-07-04,2013-07-21,flood,NDMA-5142-25,IN-POLY-00000230,3,0,13,1437839,3270751,534707,0,269510,10700,7.1,64,3.91,101,0.7,rapid_assessment
2015-10-09,2015-10-24,cyclone,NDMA-9032-57,IN-POLY-00000231,0,1,13,1012667,386120,131430,0,187566,8913,0.0,61,1.36,116,6.6,impact_brief_a
2020-08-23,2020-08-31,heatwave,NDMA-9898-42,IN-POLY-00000232,1,0,13,2428319,882620,615727,1,411003,8789,4.1,57,2.63,98,4.2,state_relief_note
2023-07-09,2023-07-16,flood,NDMA-8170-12,IN-POLY-00000233,1,1,18,2624362,6860754,1059698,0,211796,4170,3.6,89,3.04,104,6.6,rapid_assessment
2017-12-09,2017-12-10,cyclone,NDMA-1763-41,IN-POLY-00000234,1,1,15,36022235,1399261,15294046,0,103661,17953,4.4,59,2.6,96,3.2,impact_brief_a
2011-05-19,2011-05-23,flood,NDMA-1594-69,IN-POLY-00000235,4,0,15,3622011,137786,263734,0,10898,14847,0.0,126,3.0,129,4.1,ndma_sitrep
2018-09-06,2018-09-24,flood,NDMA-6708-71,IN-POLY-00000236,2,2,17,4503952,458499,512510,0,81611,95302,9.0,77,3.52,106,3.9,impact_brief_a
2012-10-27,2012-11-16,cloudburst,NDMA-3235-94,IN-POLY-00000237,0,0,12,13377240,1182211,1221275,0,25489,2060,5.0,55,1.3,97,8.0,impact_brief_b
2019-08-05,2019-08-17,heatwave,NDMA-8278-60,IN-POLY-00000238,0,2,15,11680848,522031,1375834,1,247714,1149,0.0,120,1.62,109,2.9,impact_brief_a
2012-11-20,2012-11-30,cloudburst,NDMA-6124-67,IN-POLY-00000239,0,1,13,632799,1314543,71467,0,182519,12593,4.0,108,1.85,100,1.3,media_digest
2018-12-04,2018-12-07,landslide,NDMA-1568-60,IN-POLY-00000240,1,0,11,1708294,1860636,409699,0,146820,9507,0.9,100,5.0,103,0.2,state_relief_note
2018-12-20,2019-01-07,flood,NDMA-2939-98,IN-POLY-00000241,0,0,7,695792,496372,127913,0,16142,5122,4.3,60,1.09,105,2.4,impact_brief_a
2012-12-19,2012-12-22,cold_wave,NDMA-3270-39,IN-POLY-00000242,0,0,10,15336512,485643,1260860,0,124656,5411,3.0,107,1.11,112,4.9,impact_brief_a
2010-11-27,2010-12-06,cyclone,NDMA-8227-93,IN-POLY-00000243,0,0,13,9830688,421089,1759663,0,161202,41152,2.7,52,3.55,114,0.5,rapid_assessment
2014-05-12,2014-05-28,cyclone,NDMA-9079-53,IN-POLY-00000244,3,0,10,459033,1061599,188325,0,106877,10435,1.2,35,0.57,101,2.2,media_digest
2016-03-27,2016-03-29,cyclone,NDMA-2537-67,IN-POLY-00000245,0,2,17,1318480,101934,309897,0,11252,13906,3.3,72,2.02,97,0.2,rapid_assessment
2025-04-30,2025-05-01,heatwave,NDMA-9509-37,IN-POLY-00000246,3,2,8,920841,10836529,316868,0,14651,9862,4.0,24,3.62,126,2.3,rapid_assessment
2024-09-05,2024-09-08,flood,NDMA-5789-84,IN-POLY-00000247,2,0,14,10279068,441696,1501536,0,363950,16071,5.5,46,0.66,115,12.0,ndma_sitrep
2010-04-02,2010-04-07,landslide,NDMA-6909-22,IN-POLY-00000248,1,0,8,1929952,59649,456156,0,90107,17499,3.6,89,3.18,108,0.8,ndma_sitrep
2023-07-06,2023-07-11,flood,NDMA-5907-75,IN-POLY-00000249,0,0,18,3092899,20311988,1247763,0,543071,6124,6.2,83,4.0,114,0.6,impact_brief_b
2018-01-13,2018-01-25,heatwave,NDMA-3450-77,IN-POLY-00000250,0,0,10,1522746,78581,622192,0,166154,19263,2.8,76,1.27,110,3.4,media_digest
2013-08-04,2013-08-06,flood,NDMA-6147-77,IN-POLY-00000251,1,0,14,5127025,2554356,563723,0,36842,2432,3.4,91,0.0,119,2.0,ndma_sitrep
2020-01-03,2020-01-17,drought,NDMA-5166-94,IN-POLY-00000252,2,1,10,4817226,4754561,888092,0,124765,8059,1.8,114,2.87,91,1.7,ndma_sitrep
2014-02-15,2014-03-07,heatwave,NDMA-6150-39,IN-POLY-00000253,1,1,14,548866,2390071,102171,0,26196,1787,2.8,116,3.01,111,3.4,media_digest
2025-05-30,2025-06-10,flood,NDMA-8467-60,IN-POLY-00000254,0,1,11,12914575,215581,2151127,0,263912,22643,8.0,131,4.3,104,2.2,media_digest
2014-11-15,2014-11-23,heatwave,NDMA-8627-45,IN-POLY-00000255,2,1,10,805147,978433,173652,1,383105,24553,2.4,30,3.04,100,6.6,media_digest
2013-01-02,2013-01-09,cyclone,NDMA-2552-68,IN-POLY-00000256,0,0,15,8104371,740781,1916630,1,181864,24154,1.5,81,3.14,114,1.2,impact_brief_b
2021-05-11,2021-05-25,cold_wave,NDMA-8345-88,IN-POLY-00000257,0,1,20,2108987,208530,551719,0,45029,6914,5.3,91,2.08,105,0.9,impact_brief_a
2011-10-05,2011-10-16,drought,NDMA-4573-67,IN-POLY-00000258,1,0,14,1834822,788700,122891,0,12647,6582,1.7,75,3.01,104,3.1,state_relief_note
2017-01-05,2017-01-22,earthquake,NDMA-2615-81,IN-POLY-00000259,1,0,13,8033339,11145594,1151895,0,48139,9687,7.5,71,2.33,109,4.4,impact_brief_a
2024-07-07,2024-07-12,flood,NDMA-3744-25,IN-POLY-00000260,0,1,8,5938987,2380876,1830872,1,6294,4020,7.3,111,4.25,108,0.5,rapid_assessment
2021-06-29,2021-06-30,flood,NDMA-1568-56,IN-POLY-00000261,1,0,9,7396259,3318515,2334551,1,83494,9818,1.8,105,1.83,95,4.9,rapid_assessment
2017-02-18,2017-03-03,flood,NDMA-9397-86,IN-POLY-00000262,1,2,6,1970597,1804645,577386,0,97853,14934,1.0,99,1.36,101,2.0,media_digest
2012-01-05,2012-01-14,cloudburst,NDMA-7740-94,IN-POLY-00000263,1,1,10,757961,202290,100281,0,65926,11192,0.8,64,2.57,104,2.3,state_relief_note
2010-01-19,2010-02-04,flood,NDMA-1554-73,IN-POLY-00000264,2,0,15,13831500,1642884,3001694,0,311206,8342,5.1,26,2.93,106,1.6,media_digest
2012-07-03,2012-07-06,heatwave,NDMA-5644-32,IN-POLY-00000265,3,0,4,6036160,5272993,1569565,0,62746,4786,4.0,78,4.88,108,0.7,ndma_sitrep
2023-01-09,2023-01-26,flood,NDMA-2999-60,IN-POLY-00000266,0,0,9,10963788,700956,1307506,0,122015,26510,4.2,75,1.7,100,5.2,ndma_sitrep
2016-12-22,2016-12-31,landslide,NDMA-5811-73,IN-POLY-00000267,2,0,10,13069527,341493,5643525,0,159859,7363,2.4,155,1.07,107,7.4,media_digest
2022-12-18,2023-01-07,cyclone,NDMA-8619-62,IN-POLY-00000268,0,0,6,2714059,832537,726045,0,212501,39129,7.1,133,2.41,117,2.5,impact_brief_a
2025-08-21,2025-09-09,drought,NDMA-7328-60,IN-POLY-00000269,3,1,13,33392165,976005,2536428,0,92685,6717,0.0,79,0.71,120,0.7,rapid_assessment
2011-03-15,2011-03-19,flood,NDMA-3919-46,IN-POLY-00000270,1,1,12,3079280,1081351,1110816,0,194599,7774,6.0,89,0.0,101,4.6,ndma_sitrep
2014-04-14,2014-04-16,heatwave,NDMA-9568-87,IN-POLY-00000271,3,3,9,1806327,313612,811592,1,113400,36447,0.0,79,2.63,103,0.8,state_relief_note
2016-05-25,2016-05-28,flood,NDMA-6783-69,IN-POLY-00000272,3,0,11,4702651,579853,512997,1,400178,4547,2.0,45,3.02,98,0.4,state_relief_note
2022-06-21,2022-07-06,cyclone,NDMA-3116-58,IN-POLY-00000273,3,0,15,236580,194620,14661,0,550109,24095,2.2,106,0.35,86,1.6,media_digest
2021-12-10,2021-12-29,flood,NDMA-1792-68,IN-POLY-00000274,2,1,10,1326481,4422686,356917,0,82759,21165,8.1,59,4.13,109,3.3,media_digest
2013-11-29,2013-12-06,heatwave,NDMA-5306-74,IN-POLY-00000275,0,1,10,1273139,851816,92981,0,439501,9618,1.1,119,5.0,109,0.8,impact_brief_a
2010-05-25,2010-06-10,wildfire,NDMA-8121-62,IN-POLY-00000276,0,0,11,3249386,3166368,273215,0,163547,21001,3.7,89,1.74,102,0.2,ndma_sitrep
2024-07-16,2024-07-17,cyclone,NDMA-3189-88,IN-POLY-00000277,2,0,12,17694167,492367,4678425,0,47218,89084,3.9,133,0.3,104,6.9,impact_brief_b
2019-08-19,2019-08-21,cold_wave,NDMA-1235-18,IN-POLY-00000278,0,0,14,12415893,683396,5373446,0,102222,21172,3.1,93,5.0,118,0.3,rapid_assessment
2023-07-09,2023-07-25,landslide,NDMA-3368-73,IN-POLY-00000279,0,2,10,17754073,8311994,1451508,0,105968,16691,3.1,98,3.57,116,0.5,ndma_sitrep
2017-12-18,2018-01-01,landslide,NDMA-5637-10,IN-POLY-00000280,1,0,19,6374929,2597418,1733545,0,374569,10564,2.8,107,3.03,91,4.1,ndma_sitrep
2014-08-01,2014-08-14,landslide,NDMA-3284-52,IN-POLY-00000281,3,1,13,5235874,986467,1327166,0,34108,15424,4.7,50,3.09,101,2.6,ndma_sitrep
2024-11-29,2024-12-01,drought,NDMA-2287-49,IN-POLY-00000282,1,1,14,3018580,752637,893983,0,310010,5872,4.3,111,4.11,101,0.8,media_digest
2018-05-28,2018-05-29,flood,NDMA-5859-55,IN-POLY-00000283,0,0,7,7675928,2959791,3084371,0,80612,7463,1.2,40,1.67,98,4.4,media_digest
2011-06-07,2011-06-12,earthquake,NDMA-7967-14,IN-POLY-00000284,3,0,9,4579871,896409,1095309,0,886966,6069,4.9,80,1.27,110,1.3,ndma_sitrep
2023-10-29,2023-11-18,cyclone,NDMA-2060-35,IN-POLY-00000285,1,1,13,1255274,823845,348538,0,50516,5798,4.9,70,1.93,105,0.0,media_digest
2024-01-02,2024-01-22,flood,NDMA-2527-91,IN-POLY-00000286,0,3,9,2425960,2024027,680748,0,26594,2045,1.8,67,1.65,114,0.8,impact_brief_a
2010-02-07,2010-02-18,earthquake,NDMA-9701-40,IN-POLY-00000287,0,0,6,1911620,1295080,202820,0,326633,34342,0.0,115,0.11,118,1.6,state_relief_note
2018-07-15,2018-07-18,drought,NDMA-1392-18,IN-POLY-00000288,0,2,14,1083704,13817900,162900,0,105104,4668,2.9,58,0.22,105,2.2,state_relief_note
2011-09-29,2011-10-16,flood,NDMA-9618-49,IN-POLY-00000289,0,0,14,3994860,2510231,548529,0,39227,1685,4.2,121,2.22,100,3.6,rapid_assessment
2023-05-28,2023-06-03,wildfire,NDMA-8654-73,IN-POLY-00000290,0,0,14,10947335,131559,1969576,0,100139,8310,4.5,82,1.38,106,0.4,state_relief_note
2020-05-28,2020-06-01,heatwave,NDMA-4513-12,IN-POLY-00000291,0,0,19,12493694,33657,1781028,0,84799,11793,3.3,117,1.67,122,3.7,impact_brief_a
2021-07-11,2021-07-25,flood,NDMA-1393-57,IN-POLY-00000292,1,0,13,4184336,299468,780967,0,28477,3481,1.1,77,2.64,97,1.7,ndma_sitrep
2023-11-07,2023-11-27,heatwave,NDMA-7920-22,IN-POLY-00000293,1,0,11,2885988,718091,913690,0,76309,4312,1.2,153,2.33,116,0.1,impact_brief_b
2018-10-14,2018-10-18,cloudburst,NDMA-1748-93,IN-POLY-00000294,2,2,18,1620414,1671699,273838,1,31533,11147,3.5,60,3.19,111,1.6,rapid_assessment
2021-12-04,2021-12-13,flood,NDMA-7777-31,IN-POLY-00000295,2,0,9,1389492,12469259,341110,0,17660,14097,1.7,102,2.54,93,0.7,media_digest
2018-07-19,2018-08-06,cyclone,NDMA-2044-77,IN-POLY-00000296,2,1,11,4271634,389878,1758216,0,235139,3299,7.3,102,0.0,99,0.7,impact_brief_b
2023-12-20,2023-12-30,flood,NDMA-9183-54,IN-POLY-00000297,1,0,7,2833301,430808,1176782,0,68487,5897,2.7,50,0.87,106,1.0,ndma_sitrep
2018-08-11,2018-08-12,flood,NDMA-8743-80,IN-POLY-00000298,1,0,9,2621298,542901,1067314,0,28964,19637,3.3,85,3.19,110,2.1,impact_brief_a
2015-08-25,2015-08-29,flood,NDMA-5575-79,IN-POLY-00000299,0,0,18,11803888,1088924,2555563,0,101586,7835,1.2,0,0.91,103,2.2,ndma_sitrep
2019-05-27,2019-06-07,heatwave,NDMA-9821-87,IN-POLY-00000300,1,1,16,4511271,986925,1492571,0,72015,15680,4.2,114,3.44,96,6.6,ndma_sitrep
2014-01-06,2014-01-10,landslide,NDMA-6346-93,IN-POLY-00000301,2,0,12,20305957,950163,3426656,0,147748,12210,1.5,42,0.0,84,6.1,media_digest
2018-04-17,2018-04-19,flood,NDMA-6609-55,IN-POLY-00000302,1,0,9,10101897,6286643,3496175,0,166787,3119,4.8,144,1.13,92,2.1,impact_brief_a
2010-01-20,2010-02-09,drought,NDMA-5125-98,IN-POLY-00000303,2,0,13,1239075,355784,536330,0,261613,2857,4.6,85,2.59,107,0.3,state_relief_note
2012-01-17,2012-01-18,heatwave,NDMA-5924-21,IN-POLY-00000304,1,0,11,514262,525522,200937,0,212585,27846,1.1,102,1.59,118,0.3,rapid_assessment
2023-02-25,2023-03-06,flood,NDMA-9531-64,IN-POLY-00000305,0,1,10,6748190,146804,913290,0,138629,95262,3.4,67,0.18,118,0.2,state_relief_note
2018-01-02,2018-01-11,heatwave,NDMA-7493-85,IN-POLY-00000306,3,0,14,6842075,62209,1753147,0,57445,27940,3.9,74,1.11,110,1.7,impact_brief_b
2012-09-22,2012-10-12,heatwave,NDMA-5496-51,IN-POLY-00000307,5,1,15,2525222,785924,987626,0,59550,3896,5.6,80,2.55,103,1.6,media_digest
2012-06-27,2012-07-10,flood,NDMA-6669-17,IN-POLY-00000308,1,0,17,7190488,75163,2693723,0,203021,9759,3.6,96,2.67,90,0.8,impact_brief_a
2017-09-13,2017-09-23,flood,NDMA-7832-80,IN-POLY-00000309,0,0,7,301972,599129,56017,1,393995,24575,5.2,95,2.95,108,4.3,impact_brief_a
