gov_contract_contract_award_date,gov_contract_contracting_office_code,gov_contract_naics_code_contract,gov_contract_psc_code,gov_contract_vendor_duns_hash,gov_contract_contract_vehicle_type,gov_contract_competition_type,gov_contract_contract_value_usd,gov_contract_ceiling_value_usd,gov_contract_obligated_amount_usd,gov_contract_period_of_performance_start,gov_contract_period_of_performance_end,gov_contract_small_business_set_aside,gov_contract_socioeconomic_category,gov_contract_subcontracting_plan_flag,gov_contract_labor_standards_clause_flag,gov_contract_buy_american_clause_flag,gov_contract_performance_based_flag,gov_contract_termination_for_default_flag,gov_contract_past_performance_score
2012-05-16,OFF005,541512,J015,DUNS000000137,SEALED_BID,SMALL_BUSINESS,3897793205.98,15246070849.74,333337458.6,2012-06-16,2013-10-03,NONE,NONE,1,0,0,1,0,84.34
2012-05-17,OFF006,237310,C211,DUNS000000138,OT,HUBZONE,4387045503.15,15281887327.31,1451811468.82,2012-06-17,2018-12-30,8A,SDVOSB,0,0,1,1,0,69.15
2012-05-18,OFF003,334111,D302,DUNS000000139,OTHER,WOSB,517003696.63,1803437172.44,61274913.74,2012-06-18,2018-06-18,NONE,SDB,1,0,1,1,0,15.57
2012-05-19,OFF004,325412,D302,DUNS000000140,GSA_SCHEDULE,FULL_OPEN,2150786378.33,11627718378.63,350756074.73,2012-06-19,2018-11-20,WOSB,NONE,1,1,1,1,0,63.77
2012-05-20,OFF003,236220,S206,DUNS000000141,GWAC,FULL_OPEN,367844785.69,1725393474.8,265789762.27,2012-06-20,2013-10-03,NONE,NONE,1,1,1,1,0,25.19
2012-05-21,OFF002,541511,A301,DUNS000000142,GWAC,SMALL_BUSINESS,1921023820.83,4488203668.28,1356429801.61,2012-06-21,2012-10-05,8A,WOSB,1,0,1,1,0,89.85
2012-05-22,OFF005,541330,D399,DUNS000000143,OT,SMALL_BUSINESS,4769379791.97,4774431627.41,1442813864.91,2012-06-22,2021-01-02,8A,NONE,0,1,0,1,0,92.44
2012-05-23,OFF002,541519,S206,DUNS000000144,GSA_SCHEDULE,SMALL_BUSINESS,51579458.78,204182499.32,28739512.28,2012-06-23,2016-12-10,HUBZONE,NONE,0,1,1,1,0,42.3
2012-05-24,OFF006,334111,R408,DUNS000000145,IDIQ,FULL_OPEN,2358530281.77,3938543744.37,208128203.06,2012-06-24,2021-01-24,8A,NONE,1,0,1,0,0,39.61
2012-05-25,OFF005,611430,J015,DUNS000000146,OTHER,WOSB,2140399003.61,4783233127.79,847938677.74,2012-06-25,2015-09-28,NONE,NONE,0,1,1,0,0,50.77
2012-05-26,OFF001,237310,C211,DUNS000000147,OT,SMALL_BUSINESS,4486669433.73,15317404198.29,1692140635.18,2012-06-26,2019-02-22,SB,NONE,1,1,1,0,0,23.24
2012-05-27,OFF006,541511,D399,DUNS000000148,BPA,FULL_OPEN,4858480701.99,16624409623.17,2209861728.51,2012-06-27,2013-09-20,SB,WOSB,0,0,0,0,0,82.85
2012-05-28,OFF004,334111,S206,DUNS000000149,SEALED_BID,SOLE_SOURCE,5188021847.67,20854051280.31,4045078791.04,2012-06-28,2022-03-07,HUBZONE,NONE,0,1,0,0,0,93.21
2012-05-29,OFF004,541330,R408,DUNS000000150,BPA,FULL_OPEN,5880286434.73,12133630035.53,324984273.58,2012-06-29,2022-06-25,NONE,NONE,0,0,1,1,0,56.21
2012-05-30,OFF004,237310,R408,DUNS000000151,GSA_SCHEDULE,SMALL_BUSINESS,3185496125.12,10186700520.34,1202367178.81,2012-06-30,2015-04-22,8A,NONE,0,0,1,1,0,54.07
2012-05-31,OFF003,541519,D302,DUNS000000152,OT,SMALL_BUSINESS,3229715108.84,9209155537.74,1861003200.01,2012-07-01,2018-06-28,SDVOSB,NONE,1,1,1,0,0,74.77
2012-06-01,OFF005,334111,A301,DUNS000000153,IDIQ,8A,4496195003.71,16208730142.79,2286419332.95,2012-07-02,2020-06-08,SDVOSB,SDB,0,1,1,0,0,5.52
2012-06-02,OFF002,561210,D399,DUNS000000154,IDIQ,SDVOSB,4323489945.97,9841035629.08,2160965336.2,2012-07-03,2021-06-01,SB,SDVOSB,0,1,1,0,0,37.67
2012-06-03,OFF005,541519,F999,DUNS000000155,GWAC,SDVOSB,1649522004.98,2421456710.76,479906923.59,2012-07-04,2020-06-02,SB,NONE,1,1,1,1,0,14.57
2012-06-04,OFF004,541330,J015,DUNS000000156,OTHER,OTHER,5455233766.08,13718105643.86,1102186049.35,2012-07-05,2017-02-21,NONE,NONE,1,1,1,0,0,24.71
2012-06-05,OFF006,237310,R408,DUNS000000157,GWAC,SDVOSB,1357564599.47,7198698740.7,940923271.25,2012-07-06,2014-07-18,8A,NONE,1,1,1,0,0,32.91
2012-06-06,OFF004,236220,D302,DUNS000000158,IDIQ,OTHER,1307118978.46,4914134889.85,930198549.19,2012-07-07,2022-03-09,NONE,WOSB,1,1,0,0,0,30.37
2012-06-07,OFF005,541519,R408,DUNS000000159,IDIQ,FULL_OPEN,3017158306.71,8499469322.76,563960752.21,2012-07-08,2015-03-15,HUBZONE,SDB,0,1,0,0,0,63.67
2012-06-08,OFF004,236220,B510,DUNS000000160,IDIQ,8A,2984496526.94,5897248712.37,413358938.09,2012-07-09,2013-12-03,SDVOSB,WOSB,1,0,0,1,0,81.64
2012-06-09,OFF005,561210,K016,DUNS000000161,SEALED_BID,SMALL_BUSINESS,1173004790.75,2868105451.82,466671937.55,2012-07-10,2021-09-20,NONE,NONE,0,1,1,0,0,38.76
2012-06-10,OFF003,325412,A301,DUNS000000162,BPA,SOLE_SOURCE,5889713073.55,7378476404.15,3925193196.56,2012-07-11,2013-11-12,SB,HUBZONE,0,1,1,1,0,62.45
2012-06-11,OFF006,611430,B510,DUNS000000163,OT,SMALL_BUSINESS,5937371208.27,12634933169.81,5034440902.09,2012-07-12,2019-04-11,WOSB,8A,0,1,1,1,0,16.86
2012-06-12,OFF003,237310,S206,DUNS000000164,IDIQ,SDVOSB,5640129381.13,26314969439.55,4157965311.14,2012-07-13,2013-06-13,8A,SDB,1,1,1,1,0,72.48
2012-06-13,OFF006,334111,B510,DUNS000000165,BPA,SOLE_SOURCE,891275991.27,3762018794.46,699366157.12,2012-07-14,2019-01-19,NONE,SDVOSB,0,0,1,1,0,22.05
2012-06-14,OFF001,325412,F999,DUNS000000166,OTHER,SMALL_BUSINESS,5532738929.09,9238453112.49,3332399872.9,2012-07-15,2014-09-24,NONE,NONE,0,1,1,0,0,10.02
2012-06-15,OFF004,541511,R408,DUNS000000167,GWAC,SMALL_BUSINESS,741082042.51,3164866115.61,519423632.05,2012-07-16,2014-05-17,WOSB,NONE,1,1,0,1,0,64.97
2012-06-16,OFF002,541519,D302,DUNS000000168,IDIQ,FULL_OPEN,3940387807.24,19765604062.35,698759606.18,2012-07-17,2016-02-17,NONE,NONE,0,1,1,0,0,20.4
2012-06-17,OFF006,541330,J015,DUNS000000169,GWAC,FULL_OPEN,4096878263.54,6953840044.72,1677862445.23,2012-07-18,2018-11-04,8A,SDB,0,1,1,0,0,36.47
2012-06-18,OFF005,541330,D399,DUNS000000170,SEALED_BID,FULL_OPEN,4259732447.53,8621494525.54,1502836778.65,2012-07-19,2021-05-21,HUBZONE,NONE,1,1,0,0,0,43.42
2012-06-19,OFF004,541511,D399,DUNS000000171,SEALED_BID,WOSB,2284265929.59,10154188859.79,1143270033.36,2012-07-20,2020-04-25,SDVOSB,DBE,0,0,1,1,0,79.16
2012-06-20,OFF006,611430,J015,DUNS000000172,IDIQ,FULL_OPEN,1616131447.77,6201813584.46,92239736.79,2012-07-21,2015-08-25,NONE,NONE,1,1,0,0,0,25.65
2012-06-21,OFF004,611430,S206,DUNS000000173,OT,8A,234340409.44,413034128.58,100749360.85,2012-07-22,2013-01-17,WOSB,NONE,1,0,0,1,0,21.56
2012-06-22,OFF004,237310,B510,DUNS000000174,GSA_SCHEDULE,FULL_OPEN,2731447984.53,14292513476.79,870973934.12,2012-07-23,2021-05-07,SDVOSB,SDB,0,1,0,1,0,87.61
2012-06-23,OFF001,561210,S206,DUNS000000175,IDIQ,SMALL_BUSINESS,4743829166.0,23698560565.7,4427834862.71,2012-07-24,2018-01-05,NONE,NONE,0,1,1,1,0,18.81
2012-06-24,OFF001,541330,A301,DUNS000000176,IDIQ,OTHER,3423008650.79,8010551800.73,727256702.92,2012-07-25,2013-07-28,NONE,SDVOSB,0,0,1,0,0,99.7
2012-06-25,OFF003,334111,C211,DUNS000000177,GSA_SCHEDULE,SMALL_BUSINESS,2689585077.61,2831910001.51,2559299570.98,2012-07-26,2019-04-02,WOSB,SDVOSB,1,1,0,0,0,11.24
2012-06-26,OFF004,334111,S206,DUNS000000178,IDIQ,SMALL_BUSINESS,1284840905.89,2153602130.02,962213105.56,2012-07-27,2016-10-30,SB,HUBZONE,0,0,1,0,0,72.22
2012-06-27,OFF005,334111,S206,DUNS000000179,GSA_SCHEDULE,SOLE_SOURCE,341656814.0,791832058.54,190755318.6,2012-07-28,2014-10-23,8A,WOSB,0,1,0,0,0,40.75
2012-06-28,OFF005,541519,B510,DUNS000000180,GWAC,FULL_OPEN,891909964.0,3932771165.79,877557813.28,2012-07-29,2016-05-30,NONE,SDB,0,1,0,1,0,51.29
2012-06-29,OFF003,541519,R408,DUNS000000181,GWAC,SMALL_BUSINESS,226936794.06,391071793.38,45329241.7,2012-07-30,2018-11-14,8A,SDB,1,1,0,0,0,80.23
2012-06-30,OFF005,541330,R408,DUNS000000182,GSA_SCHEDULE,SMALL_BUSINESS,513315623.53,2580107930.81,194685560.07,2012-07-31,2018-06-20,SDVOSB,NONE,0,1,1,0,0,18.09
2012-07-01,OFF006,325412,K016,DUNS000000183,OTHER,FULL_OPEN,4086057739.92,16081529411.03,2624950810.44,2012-08-01,2021-05-11,SB,8A,1,1,0,1,0,80.78
2012-07-02,OFF006,325412,S206,DUNS000000184,GWAC,SMALL_BUSINESS,5139160332.51,11735676996.19,5101336153.82,2012-08-02,2022-05-16,NONE,NONE,1,0,0,0,0,32.42
2012-07-03,OFF002,611430,D399,DUNS000000185,SEALED_BID,FULL_OPEN,2844693311.05,8194342149.26,1278010230.62,2012-08-03,2016-03-21,SB,HUBZONE,0,1,1,0,0,96.1
2012-07-04,OFF001,334111,D399,DUNS000000186,OT,SMALL_BUSINESS,2002964190.8,9271823039.63,1590853380.26,2012-08-04,2015-08-30,NONE,WOSB,0,1,0,0,0,50.61
2012-07-05,OFF004,611430,D302,DUNS000000187,GWAC,FULL_OPEN,434082948.05,2244058605.27,54194749.76,2012-08-05,2015-12-04,8A,NONE,0,0,1,0,0,35.32
2012-07-06,OFF002,611430,R408,DUNS000000188,BPA,FULL_OPEN,4770130593.52,15179806604.44,2138770090.61,2012-08-06,2019-08-24,WOSB,SDVOSB,0,0,1,0,0,20.76
2012-07-07,OFF005,541511,D399,DUNS000000189,IDIQ,SDVOSB,1236633193.0,1939735423.4,734307652.97,2012-08-07,2017-10-20,WOSB,8A,0,1,1,0,0,4.09
2012-07-08,OFF002,236220,D302,DUNS000000190,IDIQ,FULL_OPEN,5694170056.84,29502575505.03,2018359312.39,2012-08-08,2015-12-25,SB,NONE,1,1,1,0,0,4.72
2012-07-09,OFF004,334111,C211,DUNS000000191,GWAC,SMALL_BUSINESS,5938025668.9,31679371667.21,5452653513.01,2012-08-09,2021-07-04,SDVOSB,NONE,1,1,1,1,0,33.21
2012-07-10,OFF004,561210,K016,DUNS000000192,GSA_SCHEDULE,FULL_OPEN,965285467.7,2954078377.84,62256211.79,2012-08-10,2020-01-02,SDVOSB,NONE,0,0,0,0,0,93.65
2012-07-11,OFF005,325412,S206,DUNS000000193,BPA,FULL_OPEN,2583533668.76,9640602432.72,2187809638.96,2012-08-11,2018-12-05,WOSB,WOSB,1,0,1,1,0,73.72
2012-07-12,OFF005,237310,D399,DUNS000000194,OTHER,OTHER,1208110151.27,4550094103.81,154594095.84,2012-08-12,2021-06-21,SDVOSB,SDB,1,1,1,0,0,68.63
2012-07-13,OFF003,334111,J015,DUNS000000195,OTHER,SOLE_SOURCE,1310953538.35,5839634040.41,148947267.91,2012-08-13,2017-11-18,SDVOSB,NONE,0,0,0,0,0,28.3
2012-07-14,OFF003,237310,J015,DUNS000000196,IDIQ,SDVOSB,1241655486.14,4151088478.68,893068738.63,2012-08-14,2021-06-30,NONE,NONE,1,1,0,0,0,88.93
2012-07-15,OFF003,611430,C211,DUNS000000197,OT,SMALL_BUSINESS,3235319192.02,9120751047.33,3007184567.69,2012-08-15,2018-11-17,NONE,8A,1,0,1,1,0,41.59
2012-07-16,OFF006,334111,S206,DUNS000000198,IDIQ,SDVOSB,5679794452.97,21539269036.31,538395273.73,2012-08-16,2015-02-10,SDVOSB,NONE,1,1,0,0,0,1.69
2012-07-17,OFF005,236220,R408,DUNS000000199,BPA,SOLE_SOURCE,2258669052.19,3752767912.42,804432040.21,2012-08-17,2013-06-23,NONE,DBE,1,0,1,0,0,41.88
2012-07-18,OFF006,611430,C211,DUNS000000200,IDIQ,FULL_OPEN,3625009444.16,10524524202.54,2505814401.31,2012-08-18,2018-12-30,SB,DBE,0,1,0,0,0,99.41
2012-07-19,OFF004,236220,J015,DUNS000000201,SEALED_BID,FULL_OPEN,3365201022.91,16098888647.85,1086257203.33,2012-08-19,2018-03-05,8A,HUBZONE,1,0,1,1,0,33.63
2012-07-20,OFF001,237310,C211,DUNS000000202,IDIQ,HUBZONE,4217644659.62,16204788526.12,1840233934.49,2012-08-20,2022-04-20,HUBZONE,NONE,1,0,1,0,1,44.76
2012-07-21,OFF003,541512,C211,DUNS000000203,OTHER,8A,4142459863.72,6963502340.26,2048026219.1,2012-08-21,2019-07-08,WOSB,DBE,0,1,1,1,0,29.91
2012-07-22,OFF003,334111,F999,DUNS000000204,SEALED_BID,SOLE_SOURCE,371597030.47,967822365.76,151810703.37,2012-08-22,2017-01-19,NONE,SDB,0,1,1,1,0,81.64
2012-07-23,OFF002,236220,A301,DUNS000000205,IDIQ,OTHER,5692040569.97,25167222171.43,1431986338.53,2012-08-23,2017-05-27,WOSB,NONE,0,1,1,1,0,94.42
2012-07-24,OFF003,325412,K016,DUNS000000206,IDIQ,SMALL_BUSINESS,4204585646.04,21264897917.86,2767325259.31,2012-08-24,2013-09-26,SB,8A,0,1,1,0,1,44.12
2012-07-25,OFF001,541512,A301,DUNS000000207,OTHER,SMALL_BUSINESS,3091519714.01,4818174588.97,385718518.32,2012-08-25,2018-10-20,NONE,NONE,1,1,0,0,0,73.56
2012-07-26,OFF004,611430,C211,DUNS000000208,IDIQ,FULL_OPEN,5149920716.57,25103496867.46,331727827.58,2012-08-26,2018-01-10,SB,8A,1,1,1,0,0,35.25
2012-07-27,OFF006,237310,D399,DUNS000000209,GWAC,FULL_OPEN,153277616.81,868252192.28,121634741.15,2012-08-27,2014-11-04,NONE,WOSB,0,1,1,0,0,36.13
2012-07-28,OFF001,561210,B510,DUNS000000210,SEALED_BID,OTHER,4319631171.7,19143368798.76,3058209168.07,2012-08-28,2015-02-20,NONE,NONE,0,1,1,1,0,77.27
2012-07-29,OFF002,325412,K016,DUNS000000211,OTHER,SDVOSB,4653920900.78,8350321486.8,3855523513.81,2012-08-29,2017-07-22,HUBZONE,WOSB,1,0,1,0,0,99.76
2012-07-30,OFF005,611430,C211,DUNS000000212,IDIQ,SOLE_SOURCE,882352484.24,4909794419.37,592608626.3,2012-08-30,2017-04-27,NONE,NONE,0,0,1,1,0,71.94
2012-07-31,OFF006,541511,R408,DUNS000000213,OT,SOLE_SOURCE,4130023564.25,9365928895.16,3800854648.27,2012-08-31,2019-03-19,SB,NONE,0,1,1,0,1,14.23
2012-08-01,OFF006,325412,B510,DUNS000000214,OTHER,FULL_OPEN,2400740047.36,7299215347.71,1559971647.4,2012-09-01,2016-01-14,8A,WOSB,1,0,1,0,0,0.3
2012-08-02,OFF004,325412,D399,DUNS000000215,BPA,FULL_OPEN,4749031798.68,9325077389.91,657793653.01,2012-09-02,2014-05-15,SB,DBE,0,0,1,0,0,12.07
2012-08-03,OFF004,541519,D302,DUNS000000216,BPA,SMALL_BUSINESS,624984831.43,1800265021.34,273770432.62,2012-09-03,2015-07-04,NONE,NONE,0,1,1,1,0,89.93
2012-08-04,OFF001,541512,B510,DUNS000000217,SEALED_BID,SMALL_BUSINESS,1310406976.82,5889204000.45,325775923.47,2012-09-04,2017-08-10,8A,SDVOSB,0,0,0,0,0,66.89
2012-08-05,OFF001,541511,C211,DUNS000000218,OT,FULL_OPEN,5430734324.99,15017897126.57,3123575180.64,2012-09-05,2014-01-27,HUBZONE,NONE,0,0,1,0,0,67.11
2012-08-06,OFF003,541330,A301,DUNS000000219,OTHER,FULL_OPEN,5677821882.57,29325571070.41,1652122623.58,2012-09-06,2019-05-20,WOSB,HUBZONE,0,1,1,0,0,25.36
2012-08-07,OFF003,541511,A301,DUNS000000220,GSA_SCHEDULE,SMALL_BUSINESS,3579695631.74,18411495681.5,1861985682.67,2012-09-07,2020-08-11,SB,NONE,0,1,0,1,0,71.69
2012-08-08,OFF003,237310,F999,DUNS000000221,GWAC,HUBZONE,4291591667.17,11920087871.96,3400857631.07,2012-09-08,2015-04-25,8A,WOSB,0,0,1,0,1,59.02
2012-08-09,OFF003,541330,S206,DUNS000000222,IDIQ,FULL_OPEN,4919739535.91,28736092142.04,1352799386.09,2012-09-09,2015-03-05,NONE,NONE,0,1,1,0,0,22.63
2012-08-10,OFF002,541512,R408,DUNS000000223,GWAC,SMALL_BUSINESS,1481702845.56,6034304642.44,419549253.28,2012-09-10,2021-06-29,NONE,WOSB,0,0,1,0,0,91.27
2012-08-11,OFF001,334111,S206,DUNS000000224,IDIQ,FULL_OPEN,1104727331.97,6188873168.08,1081616819.23,2012-09-11,2021-03-12,NONE,HUBZONE,1,1,1,0,0,26.92
2012-08-12,OFF005,237310,A301,DUNS000000225,OTHER,SMALL_BUSINESS,3986198312.12,17554566400.79,302457437.31,2012-09-12,2016-04-09,SB,SDVOSB,1,1,1,0,0,86.1
2012-08-13,OFF006,325412,D302,DUNS000000226,IDIQ,SOLE_SOURCE,5952476391.29,31210330534.88,880065688.66,2012-09-13,2021-07-13,NONE,NONE,1,0,1,0,0,74.8
2012-08-14,OFF003,236220,K016,DUNS000000227,BPA,FULL_OPEN,5390677546.28,14035984900.32,1960312796.61,2012-09-14,2021-01-08,8A,NONE,0,1,1,1,0,91.57
2012-08-15,OFF002,334111,K016,DUNS000000228,IDIQ,SOLE_SOURCE,4582278611.04,18750809256.02,1831330019.5,2012-09-15,2018-08-09,NONE,DBE,0,1,1,0,1,43.77
2012-08-16,OFF004,541330,D302,DUNS000000229,SEALED_BID,SMALL_BUSINESS,5897692754.88,6971163847.02,3984412789.23,2012-09-16,2013-08-28,NONE,NONE,0,1,1,0,0,73.63
2012-08-17,OFF006,541519,F999,DUNS000000230,BPA,FULL_OPEN,66802531.97,210284750.88,31060196.69,2012-09-17,2017-09-10,HUBZONE,SDB,1,1,0,0,0,47.86
2012-08-18,OFF005,541330,S206,DUNS000000231,BPA,FULL_OPEN,4592216816.97,25154984262.87,2153550068.28,2012-09-18,2013-02-20,SB,NONE,0,0,1,0,0,86.57
2012-08-19,OFF003,561210,C211,DUNS000000232,SEALED_BID,FULL_OPEN,5838116364.7,20724745733.82,2586769432.13,2012-09-19,2017-05-19,NONE,NONE,1,1,1,1,0,3.22
2012-08-20,OFF004,611430,R408,DUNS000000233,BPA,WOSB,1315549557.87,6410495529.19,347183836.86,2012-09-20,2014-08-21,WOSB,NONE,1,1,1,0,0,13.71
2012-08-21,OFF001,325412,R408,DUNS000000234,SEALED_BID,FULL_OPEN,3808122841.4,6913876317.32,484142525.05,2012-09-21,2018-01-09,NONE,DBE,0,0,1,1,0,41.45
2012-08-22,OFF002,611430,C211,DUNS000000235,OT,SOLE_SOURCE,2466684496.23,13886115785.69,798613284.86,2012-09-22,2016-06-09,NONE,SDB,0,1,0,0,0,71.78
2012-08-23,OFF002,541519,D302,DUNS000000236,OT,HUBZONE,5817681367.08,27070420320.97,1541259688.85,2012-09-23,2019-01-13,NONE,WOSB,1,1,1,1,0,68.16
2012-08-24,OFF002,541511,C211,DUNS000000237,GSA_SCHEDULE,WOSB,3132151893.12,18127823120.02,2051230029.19,2012-09-24,2015-12-09,SB,WOSB,0,1,1,1,0,62.96
2012-08-25,OFF004,611430,D302,DUNS000000238,IDIQ,SMALL_BUSINESS,794704140.85,1682802255.73,294460621.91,2012-09-25,2021-04-13,NONE,NONE,1,1,1,1,0,93.66
2012-08-26,OFF004,561210,S206,DUNS000000239,GWAC,FULL_OPEN,2926689586.83,4945032497.74,1092744123.18,2012-09-26,2020-10-26,NONE,NONE,1,1,1,1,0,22.65
2012-08-27,OFF006,611430,C211,DUNS000000240,GWAC,FULL_OPEN,2804513269.76,12814875745.66,2062777429.39,2012-09-27,2020-07-15,8A,NONE,0,1,1,0,0,58.59
2012-08-28,OFF005,541511,R408,DUNS000000241,GSA_SCHEDULE,FULL_OPEN,5214798568.71,24845977609.17,3083678555.23,2012-09-28,2022-08-23,NONE,WOSB,1,1,1,0,0,56.27
2012-08-29,OFF002,541330,D302,DUNS000000242,GWAC,HUBZONE,3991081039.39,5445102279.56,1068283048.78,2012-09-29,2013-05-20,SDVOSB,NONE,1,1,1,0,0,61.92
2012-08-30,OFF004,611430,D399,DUNS000000243,GWAC,FULL_OPEN,570817403.74,3421447340.75,507720857.69,2012-09-30,2022-04-13,NONE,DBE,0,0,1,1,0,31.88
2012-08-31,OFF006,541330,K016,DUNS000000244,IDIQ,SDVOSB,1128969452.86,3643226433.64,510267146.6,2012-10-01,2015-01-24,NONE,8A,1,1,0,0,0,77.23
2012-09-01,OFF001,237310,D302,DUNS000000245,OTHER,FULL_OPEN,2666730266.33,10772775970.72,1315871355.98,2012-10-02,2012-12-08,SDVOSB,NONE,1,0,1,0,0,58.98
2012-09-02,OFF005,561210,K016,DUNS000000246,GWAC,SMALL_BUSINESS,756187752.76,3670871222.02,373499331.19,2012-10-03,2014-11-21,SB,SDB,1,1,1,1,0,24.65
2012-09-03,OFF001,334111,D302,DUNS000000247,BPA,WOSB,472799107.41,638890970.48,105240161.81,2012-10-04,2020-12-11,SDVOSB,NONE,0,0,0,0,0,65.57
2012-09-04,OFF004,611430,B510,DUNS000000248,GSA_SCHEDULE,FULL_OPEN,3964490999.35,6193040465.43,1891112781.99,2012-10-05,2014-08-16,NONE,HUBZONE,0,0,1,1,0,20.87
2012-09-05,OFF001,325412,B510,DUNS000000249,SEALED_BID,SOLE_SOURCE,4351447362.53,11264776646.32,3413824591.67,2012-10-06,2015-11-11,SB,WOSB,0,0,1,1,0,86.94
2012-09-06,OFF006,541330,R408,DUNS000000250,IDIQ,FULL_OPEN,1388703741.21,6486183224.68,815220333.56,2012-10-07,2019-03-02,NONE,NONE,1,0,0,0,0,98.54
2012-09-07,OFF003,541512,S206,DUNS000000251,OTHER,FULL_OPEN,1623261304.43,3878589865.15,528608832.09,2012-10-08,2017-11-27,HUBZONE,SDB,0,0,1,0,0,52.16
2012-09-08,OFF001,236220,B510,DUNS000000252,GSA_SCHEDULE,FULL_OPEN,2910866189.01,3161455707.05,2727179625.88,2012-10-09,2017-12-18,NONE,SDB,1,1,0,1,0,12.44
2012-09-09,OFF001,561210,K016,DUNS000000253,BPA,SMALL_BUSINESS,3729433304.94,4138193048.66,483675787.49,2012-10-10,2022-01-31,HUBZONE,HUBZONE,0,1,1,0,0,50.65
2012-09-10,OFF002,541519,F999,DUNS000000254,GWAC,SOLE_SOURCE,2723578695.22,2822613104.33,2426432915.88,2012-10-11,2017-04-17,SDVOSB,NONE,1,1,1,1,0,78.93
2012-09-11,OFF004,541519,K016,DUNS000000255,GWAC,FULL_OPEN,4926930181.16,18806697624.6,3025739146.78,2012-10-12,2020-06-04,NONE,8A,1,0,0,0,0,85.34
2012-09-12,OFF001,541512,J015,DUNS000000256,IDIQ,FULL_OPEN,2965602773.08,14407845796.56,1848384851.42,2012-10-13,2021-06-15,HUBZONE,NONE,1,1,1,0,0,21.6
2012-09-13,OFF003,541512,D302,DUNS000000257,GSA_SCHEDULE,FULL_OPEN,1667271289.14,2830612770.93,934216410.08,2012-10-14,2021-04-29,NONE,SDVOSB,1,0,1,0,0,3.2
2012-09-14,OFF005,541519,F999,DUNS000000258,IDIQ,SMALL_BUSINESS,434845901.59,2401477164.17,79324475.88,2012-10-15,2013-01-19,NONE,NONE,0,1,1,0,0,66.13
2012-09-15,OFF004,237310,K016,DUNS000000259,IDIQ,SMALL_BUSINESS,1947376741.01,2774016421.74,651603089.95,2012-10-16,2014-01-12,SB,DBE,0,1,0,0,0,90.5
2012-09-16,OFF003,611430,J015,DUNS000000260,GSA_SCHEDULE,WOSB,1713191739.08,6378823657.85,631484932.41,2012-10-17,2021-04-26,NONE,8A,0,1,1,0,0,8.58
2012-09-17,OFF005,236220,S206,DUNS000000261,SEALED_BID,SOLE_SOURCE,4585574584.62,5166610723.71,994196832.65,2012-10-18,2020-10-03,8A,HUBZONE,1,0,1,0,0,35.17
2012-09-18,OFF001,541512,B510,DUNS000000262,GSA_SCHEDULE,SMALL_BUSINESS,1240294068.14,2020536168.32,857900593.09,2012-10-19,2019-07-23,NONE,NONE,1,1,1,1,0,66.2
2012-09-19,OFF004,325412,D302,DUNS000000263,BPA,WOSB,1326006977.55,4976601233.5,911174801.01,2012-10-20,2012-11-29,SB,NONE,0,1,1,1,0,33.11
2012-09-20,OFF002,541519,D302,DUNS000000264,GSA_SCHEDULE,FULL_OPEN,418319855.96,605126937.45,290845207.28,2012-10-21,2020-03-22,8A,NONE,0,0,1,1,0,24.88
2012-09-21,OFF004,541512,K016,DUNS000000265,GSA_SCHEDULE,SMALL_BUSINESS,5965235940.23,18950880930.86,2748261574.96,2012-10-22,2017-01-31,NONE,NONE,0,1,0,0,0,80.92
2012-09-22,OFF001,541512,A301,DUNS000000266,GSA_SCHEDULE,OTHER,926691654.66,3225812911.04,624396570.95,2012-10-23,2022-08-01,NONE,NONE,0,1,1,1,0,17.19
2012-09-23,OFF005,561210,A301,DUNS000000267,OTHER,FULL_OPEN,1491385206.95,7297411341.61,654971350.51,2012-10-24,2013-09-08,8A,NONE,1,0,0,0,0,74.57
2012-09-24,OFF004,541512,D302,DUNS000000268,IDIQ,FULL_OPEN,786787753.5,2771434118.66,609699220.67,2012-10-25,2019-01-31,SB,SDB,1,1,1,0,0,38.67
2012-09-25,OFF003,236220,D399,DUNS000000269,GWAC,FULL_OPEN,5990188176.71,15992846657.3,3671991928.42,2012-10-26,2018-05-29,SDVOSB,SDB,0,1,1,0,0,61.31
2012-09-26,OFF006,541330,K016,DUNS000000270,GWAC,OTHER,2002177151.75,2771350481.13,273184046.54,2012-10-27,2017-03-08,NONE,NONE,0,1,0,0,0,94.38
2012-09-27,OFF003,541330,D302,DUNS000000271,BPA,FULL_OPEN,1597765184.95,7650317289.34,869662706.88,2012-10-28,2013-11-09,8A,NONE,0,0,0,0,0,67.8
2012-09-28,OFF004,561210,K016,DUNS000000272,GWAC,HUBZONE,4414208835.18,15807270189.29,2404119509.64,2012-10-29,2021-06-05,8A,SDB,1,1,1,0,0,50.54
2012-09-29,OFF005,541512,D302,DUNS000000273,IDIQ,HUBZONE,4443867586.77,19147441248.54,3099532986.56,2012-10-30,2020-12-17,NONE,SDB,0,0,1,0,0,6.01
2012-09-30,OFF006,236220,D302,DUNS000000274,IDIQ,SDVOSB,4669347434.61,15572386505.15,3058118388.77,2012-10-31,2013-03-25,SB,NONE,0,0,1,0,0,68.67
2012-10-01,OFF001,541512,K016,DUNS000000275,GWAC,OTHER,2318723838.41,8468289141.4,719670443.61,2012-11-01,2013-01-13,NONE,NONE,0,1,0,0,0,45.47
