tax_incent_incentive_fiscal_year,tax_incent_incentive_program_id,tax_incent_incentive_type_code,tax_incent_eligible_industry_nic,tax_incent_eligible_activity_code,tax_incent_applications_received,tax_incent_applications_approved,tax_incent_credits_authorized_inr,tax_incent_credits_claimed_inr,tax_incent_beneficiaries_count,tax_incent_jobs_promised_count,tax_incent_jobs_created_verified,tax_incent_capital_investment_promised,tax_incent_capital_investment_verified,tax_incent_clawback_trigger_flag,tax_incent_recapture_amount_inr,tax_incent_performance_reporting_compliance,tax_incent_cost_per_job_estimate,tax_incent_equity_targeting_flag,tax_incent_sunset_date_program
2022,INC-2799,CAPEX_SUBSIDY,11,MANUF_UPGRADE,2229,820,85794910,64026019,4367,309,212,5248362288,3403106712,0,0,91.3,404692.97,0,2027-07-16
2020,INC-6064,GST_REFUND,23,MSME_FORMALIZE,3728,1068,208283039,166567039,454,2250,1244,15555013302,7818342347,0,0,75.16,167430.1,0,2033-02-05
2019,INC-6024,CAPEX_SUBSIDY,22,MANUF_UPGRADE,358,322,89176648,83761791,977,3422,2740,18321919427,14741131026,0,0,98.32,32546.22,1,2028-04-15
2023,INC-3307,GST_REFUND,49,EXPORT_PROMOTE,67,22,271430256,205754279,1764,3813,2873,15857213629,12256844854,0,0,85.89,94476.25,0,2028-05-15
2021,INC-9095,GST_REFUND,79,EXPORT_PROMOTE,1406,281,249664130,90055422,4541,2474,1526,11091389775,5239219949,0,0,94.42,163606.9,0,2030-05-31
2019,INC-1530,TAX_HOLIDAY,81,GREEN_TECH,569,128,258591595,239925609,2305,2739,365,1495021334,1417078590,0,0,99.58,708470.12,1,2028-09-08
2019,INC-6352,INTEREST_SUBVENTION,34,GREEN_TECH,3817,3424,239254700,219053413,4129,1278,513,7029561448,4493669651,0,0,79.53,466383.43,0,2027-04-26
2023,INC-3129,CAPEX_SUBSIDY,58,MANUF_UPGRADE,441,370,359394647,335339911,4190,815,208,4125032677,2556931287,0,0,92.66,1727858.88,0,2032-02-03
2018,INC-2395,TAX_HOLIDAY,64,MANUF_UPGRADE,3506,976,128089870,72425067,1249,5691,821,8424558764,6843829028,0,0,92.08,156016.89,0,2033-03-09
2024,INC-2839,EXPORT_REBATE,52,EXPORT_PROMOTE,4842,4548,116561096,43573133,2124,4593,3866,7801104356,7005045370,0,0,88.06,30150.31,0,2031-03-03
2023,INC-0773,CAPEX_SUBSIDY,73,MSME_FORMALIZE,1347,492,13539147,9183319,2782,7118,2681,16275130167,10708104290,0,0,60.11,5050.04,0,2030-07-26
2021,INC-6325,INTEREST_SUBVENTION,13,EXPORT_PROMOTE,1421,852,426478925,355055390,2150,7623,7448,13984412238,7021437130,0,0,80.98,57260.87,0,2027-06-11
2020,INC-0321,INTEREST_SUBVENTION,62,GREEN_TECH,3055,2259,217826374,196076406,2324,6588,4816,14837396022,12862729337,0,0,90.0,45229.73,0,2028-03-07
2025,INC-0001,INTEREST_SUBVENTION,46,SKILL_DEV,1946,1122,131396617,49604135,3443,2463,428,19446795558,8048322854,0,0,74.74,307001.44,0,2031-05-17
2024,INC-1638,TAX_HOLIDAY,37,MANUF_UPGRADE,4754,2870,462959922,315055259,3493,7417,2007,11673542308,5468242839,0,0,79.03,230672.61,0,2026-02-18
2023,INC-0031,CAPEX_SUBSIDY,50,SKILL_DEV,717,607,475615660,210704275,2069,6555,5335,15022527003,5535023674,0,0,83.86,89150.08,0,2028-12-07
2021,INC-4445,GST_REFUND,67,EXPORT_PROMOTE,1014,607,353339533,341199408,1806,4013,2218,2200409974,1533275883,0,0,81.31,159305.47,1,2031-08-30
2024,INC-6565,EXPORT_REBATE,64,SKILL_DEV,2120,858,260628774,160907307,1917,6969,960,1938446929,1209204900,0,0,72.31,271488.31,1,2033-12-29
2021,INC-8141,TAX_HOLIDAY,42,GREEN_TECH,2334,2029,265315011,135226696,2058,1889,867,4726235651,1889865575,0,0,91.07,306015.01,0,2029-10-08
2023,INC-6640,INTEREST_SUBVENTION,75,MANUF_UPGRADE,2263,1964,301308762,255367222,2191,7180,4831,13277027895,7039681596,0,0,85.52,62369.85,0,2027-06-16
2020,INC-6676,TAX_HOLIDAY,19,GREEN_TECH,3423,1086,222341436,208979034,2942,6900,3554,6927414963,5092193317,0,0,88.0,62560.9,0,2029-01-31
2021,INC-5011,CAPEX_SUBSIDY,62,MSME_FORMALIZE,328,79,149554015,146121299,1642,95,68,18279585235,10393127266,0,0,69.6,2199323.75,0,2033-02-09
2024,INC-4863,EXPORT_REBATE,31,MANUF_UPGRADE,4845,4422,189797059,128928773,2347,191,51,2131857601,1682805437,0,0,91.03,3721510.96,1,2031-08-22
2023,INC-9396,EXPORT_REBATE,69,MSME_FORMALIZE,4295,1619,250560910,123409682,1391,6467,3007,8898580327,7863999846,0,0,62.49,83325.88,0,2032-10-01
2024,INC-1153,TAX_HOLIDAY,53,MANUF_UPGRADE,1530,1211,237399768,117300548,3937,1988,585,6283855796,2916264982,1,18891806,73.53,405811.57,0,2028-07-18
2018,INC-9483,CAPEX_SUBSIDY,12,EXPORT_PROMOTE,3993,3439,470417036,432981052,4521,4793,2627,7019675616,3301910346,0,0,89.35,179070.06,0,2030-07-14
2024,INC-7361,TAX_HOLIDAY,11,SKILL_DEV,4326,2976,407006360,214988241,1375,7077,2168,14729791346,8006897374,0,0,81.52,187733.56,0,2027-05-14
2020,INC-1336,GST_REFUND,31,SKILL_DEV,4562,926,86811183,63312078,1620,3888,3075,10460522818,8454895361,0,0,80.59,28231.28,0,2032-11-07
2023,INC-3057,GST_REFUND,63,GREEN_TECH,4223,914,192490811,114420751,1868,5154,523,3292632984,1984849235,0,0,62.77,368051.26,0,2033-06-17
2018,INC-1022,TAX_HOLIDAY,37,MSME_FORMALIZE,3111,1528,255001447,106022370,4066,526,519,1801084454,888248319,0,0,94.87,491332.27,1,2027-08-23
2018,INC-0087,INTEREST_SUBVENTION,81,SKILL_DEV,4024,1645,483412262,189628417,4541,6850,1383,6804761418,4204535880,0,0,82.48,349538.87,0,2029-08-13
2018,INC-7091,GST_REFUND,72,EXPORT_PROMOTE,1774,465,316087145,301324556,1575,3371,2581,7287682550,3065758014,1,64938948,68.24,122466.93,0,2029-01-17
2021,INC-3612,INTEREST_SUBVENTION,57,GREEN_TECH,2840,721,141492921,60882650,1086,5922,3815,19084291019,6477091435,0,0,83.48,37088.58,1,2026-07-18
2023,INC-7626,CAPEX_SUBSIDY,36,MANUF_UPGRADE,2627,1732,220795404,181853551,3282,4352,3644,7359578916,3650893809,0,0,93.7,60591.49,1,2029-01-25
2021,INC-0248,EXPORT_REBATE,78,GREEN_TECH,63,41,445690918,425128593,1917,6627,6105,5854081091,1915452726,0,0,78.57,73004.25,1,2030-05-31
2025,INC-1543,TAX_HOLIDAY,54,GREEN_TECH,4779,3406,64379719,60230533,3665,7514,4825,1393782602,719497594,0,0,60.43,13342.95,0,2030-11-21
2021,INC-3939,TAX_HOLIDAY,79,EXPORT_PROMOTE,2665,2509,37302777,20120725,1123,2695,926,10405322253,5367380242,0,0,87.92,40283.78,0,2030-01-17
2022,INC-3239,TAX_HOLIDAY,73,R_AND_D,3040,620,223895494,137002483,4268,3231,1183,5837003456,5428097505,0,0,80.32,189260.77,1,2029-03-25
2025,INC-6458,TAX_HOLIDAY,20,MANUF_UPGRADE,2080,1082,375269629,294683744,965,6350,2890,13409116307,12931718579,0,0,92.27,129851.08,0,2033-10-09
2025,INC-9311,GST_REFUND,45,SKILL_DEV,2444,1537,377203355,297837955,3392,7121,3325,2867203370,1092141062,0,0,92.96,113444.62,0,2026-03-14
2021,INC-5300,EXPORT_REBATE,63,MSME_FORMALIZE,1662,726,160979260,77015649,3147,230,193,15695339387,9366024200,0,0,77.79,834089.43,0,2030-01-30
2025,INC-9075,TAX_HOLIDAY,48,R_AND_D,968,817,279145840,115109603,1640,1781,1635,12326749299,6058034540,0,0,60.84,170731.4,1,2033-04-06
2023,INC-8772,TAX_HOLIDAY,97,EXPORT_PROMOTE,3771,998,475714517,202292910,3341,2040,1270,5916197616,2699789597,0,0,69.53,374578.36,1,2031-12-21
2022,INC-8682,EXPORT_REBATE,56,MSME_FORMALIZE,2808,2544,136131143,69501753,706,3800,1368,14531583125,6691698843,0,0,92.77,99511.07,0,2026-07-07
2021,INC-1975,INTEREST_SUBVENTION,21,R_AND_D,3665,2766,499296435,399217502,4831,7398,4300,16343369203,15712334995,0,0,65.6,116115.45,0,2031-01-18
2021,INC-4085,GST_REFUND,57,GREEN_TECH,3659,1359,293396183,119246558,3291,6813,5042,15684002477,11564135134,1,24681529,90.55,58190.44,1,2027-08-24
2019,INC-0742,CAPEX_SUBSIDY,23,R_AND_D,2782,1091,215492170,178733961,1956,5918,5601,19676493395,17895414681,0,0,79.04,38473.87,0,2028-08-02
2023,INC-3973,CAPEX_SUBSIDY,45,MSME_FORMALIZE,414,84,479101222,202449517,445,3900,1691,14362064630,7711196511,0,0,78.99,283324.2,0,2026-11-16
2018,INC-0229,INTEREST_SUBVENTION,16,R_AND_D,828,735,385237984,194213955,2462,1468,1318,7323361673,3401664539,1,13673885,87.02,292289.82,0,2028-05-11
2022,INC-5596,CAPEX_SUBSIDY,97,EXPORT_PROMOTE,4899,2438,13349765,9191050,1670,4351,2905,1574669905,1269290555,0,0,74.42,4595.44,0,2033-01-21
2025,INC-4254,CAPEX_SUBSIDY,17,MSME_FORMALIZE,4181,1662,420257340,199033244,2760,5145,4554,13602578882,6449452760,0,0,66.07,92283.12,0,2029-04-17
2019,INC-2428,INTEREST_SUBVENTION,55,EXPORT_PROMOTE,4172,3632,112857867,108959435,3924,6041,5242,14494969955,7546593261,0,0,92.36,21529.54,0,2028-08-06
2022,INC-9704,EXPORT_REBATE,19,MANUF_UPGRADE,2532,1251,83485398,34531032,1313,3222,1147,9764927461,9193022382,0,0,61.19,72785.87,1,2033-06-24
2025,INC-0041,GST_REFUND,79,GREEN_TECH,4610,2558,154532716,101313338,2733,6767,4101,6300866000,5648994409,0,0,74.86,37681.72,0,2028-01-22
2020,INC-9204,TAX_HOLIDAY,17,SKILL_DEV,269,89,386981252,274855901,3496,7228,1630,14913239082,5628230395,0,0,87.41,237411.81,0,2026-11-21
2023,INC-7971,GST_REFUND,49,MSME_FORMALIZE,1622,1350,64948577,63187305,2743,3789,2609,5776316152,3115351807,0,0,75.68,24894.05,0,2027-06-02
2018,INC-2365,TAX_HOLIDAY,75,SKILL_DEV,3321,1190,272180287,237192585,4811,4453,1296,1919193286,1123810262,0,0,73.48,210015.65,0,2032-10-26
2021,INC-5044,INTEREST_SUBVENTION,26,MSME_FORMALIZE,378,215,247217998,148869282,27,4734,1472,5400460491,3967949860,0,0,98.38,167947.01,0,2032-07-09
2023,INC-6081,GST_REFUND,57,MSME_FORMALIZE,1702,1454,173231858,91964655,823,24,8,14698480593,4298161977,0,0,66.31,21653982.25,1,2032-07-01
2020,INC-7931,GST_REFUND,37,EXPORT_PROMOTE,542,398,433923470,316909714,1807,1712,1692,7006309101,3721660648,0,0,69.12,256455.95,0,2027-12-12
2020,INC-0149,TAX_HOLIDAY,49,EXPORT_PROMOTE,3467,2723,421312035,156487023,4772,6544,3678,4626763728,1422763239,0,0,73.59,114549.22,0,2031-07-26
2023,INC-1006,EXPORT_REBATE,43,SKILL_DEV,4562,2710,223555304,113561938,2297,2332,958,9720597240,7100834269,0,0,83.41,233356.27,1,2031-11-27
2025,INC-1580,GST_REFUND,29,MANUF_UPGRADE,1574,801,100909657,50466241,1369,7074,3872,16526738473,13993203760,0,0,94.88,26061.38,0,2031-08-04
2021,INC-0766,GST_REFUND,79,SKILL_DEV,1656,1437,362766497,267418020,4640,1815,1370,8834129341,6057542393,0,0,97.41,264793.06,1,2030-02-25
2020,INC-8263,EXPORT_REBATE,91,MANUF_UPGRADE,1991,892,212708220,176274778,3082,4472,2464,11947453007,7366023178,0,0,99.75,86326.39,0,2027-09-03
2023,INC-8065,TAX_HOLIDAY,91,R_AND_D,4888,2370,24244114,19861756,4622,706,309,9535075584,4723556245,0,0,98.69,78459.92,1,2028-11-22
2018,INC-2058,TAX_HOLIDAY,91,SKILL_DEV,2021,1393,401668140,218052037,2361,7409,3045,11319120122,7649821773,0,0,73.67,131910.72,0,2033-08-22
2022,INC-5455,CAPEX_SUBSIDY,45,MSME_FORMALIZE,1101,430,10028164,4689798,3736,2314,1177,14001972420,8586212755,0,0,61.29,8520.11,1,2030-06-10
2022,INC-6677,EXPORT_REBATE,23,MSME_FORMALIZE,2176,1351,444134526,390598917,2094,2394,560,17687916095,12990929424,0,0,63.3,793097.37,0,2029-06-15
2021,INC-9775,TAX_HOLIDAY,40,GREEN_TECH,1591,1032,109079635,57308111,134,7034,2362,7101229238,3057070370,0,0,99.69,46181.05,1,2026-07-03
2025,INC-4382,INTEREST_SUBVENTION,11,MSME_FORMALIZE,114,66,240346801,210927823,343,6217,3332,18604834749,10550857203,0,0,95.8,72132.89,0,2028-09-14
2022,INC-7120,EXPORT_REBATE,10,MSME_FORMALIZE,2234,1402,167136011,114322418,1609,216,64,5735417105,3735987787,0,0,76.86,2611500.17,0,2029-10-31
2019,INC-1287,TAX_HOLIDAY,95,R_AND_D,108,82,122587498,50421405,1734,6596,5250,18863325912,16000331049,0,0,96.08,23350.0,1,2032-01-24
2020,INC-3468,EXPORT_REBATE,89,MSME_FORMALIZE,1738,1018,387332839,189457610,1255,83,15,4566285899,4559970918,0,0,72.97,25822189.27,1,2032-06-19
2018,INC-1263,TAX_HOLIDAY,25,EXPORT_PROMOTE,106,57,216725341,80295831,605,5812,4608,2620824999,1464621673,0,0,87.43,47032.41,1,2032-05-02
2021,INC-8139,GST_REFUND,45,EXPORT_PROMOTE,2826,2534,260739220,125227943,1070,3083,2370,12031348403,8926900825,0,0,91.82,110016.55,1,2028-05-07
2018,INC-0641,CAPEX_SUBSIDY,24,MSME_FORMALIZE,3915,1469,332256403,166975380,4073,392,357,17191952075,8103130182,0,0,76.75,930690.2,0,2027-11-13
2020,INC-0458,CAPEX_SUBSIDY,65,MANUF_UPGRADE,4387,1101,445164718,193945355,334,698,348,18390071771,13635215648,0,0,85.46,1279208.96,0,2027-01-27
2024,INC-0591,EXPORT_REBATE,37,R_AND_D,246,88,59184680,42333132,1247,3634,1175,16641132339,5953374762,0,0,97.14,50369.94,0,2033-04-17
2024,INC-1203,GST_REFUND,62,R_AND_D,4108,3447,26301420,10750559,1513,7631,5374,4210255297,1853574365,0,0,95.34,4894.2,1,2031-03-25
2019,INC-0447,INTEREST_SUBVENTION,95,SKILL_DEV,3503,1376,226423630,202426702,4286,5010,4510,18578191334,11259009143,0,0,93.6,50204.8,1,2028-09-21
2018,INC-0808,EXPORT_REBATE,33,MSME_FORMALIZE,4096,1589,262170254,200595625,4406,7071,736,18288912608,8769700131,0,0,98.0,356209.58,1,2028-12-08
2021,INC-2288,CAPEX_SUBSIDY,57,R_AND_D,4605,2116,24395454,10268293,1011,7720,3510,32648816,12878220,0,0,96.0,6950.27,0,2029-09-17
2019,INC-5147,GST_REFUND,77,R_AND_D,4689,3486,21131044,8828542,4645,1360,155,4600915727,3704406591,0,0,67.87,136329.32,0,2030-12-09
2018,INC-5294,EXPORT_REBATE,78,R_AND_D,4322,1290,164229772,136000898,1787,6685,1418,3104591442,2087971317,0,0,68.74,115817.89,1,2027-06-26
2023,INC-9143,GST_REFUND,85,R_AND_D,4462,3170,402685149,141617703,3982,2089,1428,16964430758,15860270948,0,0,62.76,281992.4,0,2028-01-08
2021,INC-4901,TAX_HOLIDAY,48,GREEN_TECH,740,219,3650155,2430545,4,7112,5089,11341988927,2903032443,0,0,60.35,717.26,0,2029-06-30
2020,INC-9338,CAPEX_SUBSIDY,61,R_AND_D,3983,1095,334448879,318658239,4819,2,1,1022526865,403386922,0,0,65.72,334448879.0,0,2027-08-08
2025,INC-8068,GST_REFUND,14,SKILL_DEV,3620,1799,20884921,16707267,3977,6597,5941,5368740243,3544606016,1,5315159,77.92,3515.39,0,2031-11-12
2022,INC-9320,CAPEX_SUBSIDY,68,MSME_FORMALIZE,4552,4237,338058925,172806731,1018,5830,695,7265809963,4156645353,1,18377897,82.74,486415.72,1,2030-06-22
2020,INC-7434,GST_REFUND,18,SKILL_DEV,2160,638,122106966,96258327,4391,3271,2393,6338419873,6322774221,0,0,74.26,51026.73,1,2026-06-02
2019,INC-7318,TAX_HOLIDAY,97,R_AND_D,1976,648,432607609,414132475,4581,2628,863,17437018776,11845725964,0,0,78.88,501283.44,0,2027-12-01
2018,INC-9790,EXPORT_REBATE,85,MSME_FORMALIZE,2134,1250,371320160,144043330,2473,5889,4646,9403662855,2995712964,0,0,70.5,79922.55,0,2027-10-05
2025,INC-8796,GST_REFUND,83,MANUF_UPGRADE,3432,2523,186453992,118150248,588,598,485,4721849384,2734322975,0,0,68.09,384441.22,0,2030-01-30
2024,INC-9529,GST_REFUND,39,MSME_FORMALIZE,2685,647,438991848,317271962,2936,6521,2089,7178400788,2738335508,0,0,87.73,210144.49,0,2031-10-15
2020,INC-1259,GST_REFUND,14,R_AND_D,1112,407,471557945,294552409,1587,1423,1124,4941454218,1980526206,0,0,70.99,419535.54,0,2026-02-24
2021,INC-8276,EXPORT_REBATE,44,MSME_FORMALIZE,3944,3283,45261172,17936436,811,5913,831,13905697289,6641340395,0,0,60.47,54465.91,1,2028-10-03
2025,INC-8355,TAX_HOLIDAY,52,SKILL_DEV,376,238,421472299,190436334,762,6035,5752,5032000331,4179198033,0,0,69.54,73274.04,1,2030-06-03
2023,INC-5257,TAX_HOLIDAY,55,MANUF_UPGRADE,1285,271,366040857,303433522,1860,2739,2249,99408940,66950919,0,0,92.58,162757.16,0,2027-07-23
2021,INC-2634,CAPEX_SUBSIDY,53,R_AND_D,3861,3062,109440649,47970910,4408,7152,4033,10315015789,7580277448,0,0,78.21,27136.29,0,2029-01-18
2020,INC-4430,INTEREST_SUBVENTION,33,MANUF_UPGRADE,3589,958,205147440,146175749,175,3446,2458,9746459826,5077688864,0,0,83.27,83461.12,0,2026-07-05
2023,INC-0492,GST_REFUND,96,MSME_FORMALIZE,746,512,346803592,328435641,2920,6122,4797,8622615446,6788378631,0,0,98.09,72295.93,0,2027-02-04
2024,INC-6868,INTEREST_SUBVENTION,55,GREEN_TECH,433,254,215671452,193483715,4701,1221,706,12139465180,10076812612,1,78536714,60.07,305483.64,1,2030-03-31
2022,INC-4234,GST_REFUND,91,MANUF_UPGRADE,2556,1748,311299345,245138753,4093,6157,888,9808576827,5578191866,0,0,95.53,350562.33,1,2028-12-06
2024,INC-3891,INTEREST_SUBVENTION,91,MANUF_UPGRADE,138,92,243774313,97808951,4273,1228,940,14594035056,5316554271,0,0,86.43,259334.38,0,2026-09-16
2022,INC-0082,EXPORT_REBATE,90,R_AND_D,1770,972,485012422,257838485,3999,2115,2059,11764384553,10940167147,0,0,94.03,235557.27,1,2029-03-26
2021,INC-2699,GST_REFUND,91,R_AND_D,3913,2698,217831521,166438485,4296,2251,233,2750347551,1793838804,1,42274174,96.29,934899.23,0,2027-11-10
2019,INC-1411,TAX_HOLIDAY,49,SKILL_DEV,2814,2245,409124928,204014917,3123,1947,872,8803552975,4418639224,0,0,60.37,469179.96,0,2031-03-17
2025,INC-8466,TAX_HOLIDAY,75,EXPORT_PROMOTE,3060,2181,366765470,272583780,1077,7115,2634,10384832365,6503441822,0,0,65.89,139242.78,1,2029-12-18
2019,INC-5408,TAX_HOLIDAY,26,MSME_FORMALIZE,3771,1278,151559654,93043694,2256,1374,666,14677465760,11531139777,0,0,66.13,227567.05,0,2030-09-18
2019,INC-9458,TAX_HOLIDAY,88,MSME_FORMALIZE,2228,1929,144452282,95858577,2579,1077,672,5859277900,4807281663,0,0,88.92,214958.75,0,2026-03-06
2019,INC-3937,GST_REFUND,59,R_AND_D,4309,3368,98641886,42245575,60,4292,3490,1317170631,422317717,1,15067299,91.47,28264.15,0,2029-05-01
2022,INC-7597,GST_REFUND,32,EXPORT_PROMOTE,4482,1452,385055478,360565540,1554,1844,881,5455564796,5044522181,0,0,71.07,437066.38,0,2028-11-25
2021,INC-9005,GST_REFUND,15,EXPORT_PROMOTE,15,3,284806224,268739285,2785,1445,729,16346162451,14008256155,0,0,83.47,390680.69,0,2026-09-19
2023,INC-6785,EXPORT_REBATE,55,SKILL_DEV,1074,229,193657544,151435320,1009,7731,4408,15922753165,14071049753,0,0,88.12,43933.2,1,2026-02-18
2023,INC-2805,EXPORT_REBATE,48,MSME_FORMALIZE,4653,1616,325401177,203974270,4836,7724,7489,1522081081,1140179152,0,0,73.72,43450.55,1,2033-05-11
2021,INC-1501,GST_REFUND,38,R_AND_D,473,318,369454881,283969813,1232,4815,3375,1216207834,833118091,1,99058002,65.94,109468.11,1,2029-06-05
2024,INC-8738,INTEREST_SUBVENTION,55,R_AND_D,3364,848,59910176,45657446,3729,801,413,6266747921,1894933009,1,19863490,97.44,145060.96,0,2028-11-20
2023,INC-4585,CAPEX_SUBSIDY,45,MANUF_UPGRADE,1915,1245,486905291,340514139,4266,5682,5544,7379867271,5638856511,0,0,77.97,87825.63,0,2026-12-15
2022,INC-2680,INTEREST_SUBVENTION,43,R_AND_D,375,250,193294781,114003701,4367,2965,2905,11685931191,6002786148,0,0,62.06,66538.65,1,2028-10-20
2021,INC-1155,CAPEX_SUBSIDY,30,GREEN_TECH,869,235,197912458,171105544,1443,717,168,19234007336,15988300534,0,0,66.99,1178050.35,1,2030-12-21
2020,INC-3963,GST_REFUND,53,SKILL_DEV,975,365,445742484,394670851,2242,5460,4746,17348996763,15156905530,0,0,84.24,93919.61,0,2031-09-09
2020,INC-9563,EXPORT_REBATE,22,GREEN_TECH,1217,888,459089926,219192471,3719,4841,4494,18397365844,13441538891,0,0,77.5,102156.19,0,2030-07-26
2024,INC-2140,TAX_HOLIDAY,77,MSME_FORMALIZE,3163,1475,311450735,191931470,517,3648,3203,1606151552,1168224650,0,0,91.17,97237.19,0,2033-04-02
2023,INC-3758,TAX_HOLIDAY,38,R_AND_D,580,249,49632267,18151082,3237,3054,2688,13099153055,11980003935,0,0,79.89,18464.39,0,2029-04-04
2019,INC-2573,TAX_HOLIDAY,60,EXPORT_PROMOTE,617,406,220852582,157901717,4672,2019,1888,12226906089,11202750132,0,0,92.77,116977.0,0,2028-12-30
2019,INC-1812,GST_REFUND,98,MSME_FORMALIZE,56,19,267952798,168374737,474,1131,316,19141106920,6966680795,0,0,77.02,847951.89,0,2030-07-28
2023,INC-5215,CAPEX_SUBSIDY,68,MANUF_UPGRADE,3835,1758,431228657,340243381,1364,3103,1359,18338645369,7917226344,0,0,90.5,317313.21,0,2033-08-13
2024,INC-5015,EXPORT_REBATE,98,MANUF_UPGRADE,2981,1023,309826380,110357018,959,3194,2423,19503533061,10655482639,0,0,87.96,127868.91,1,2028-07-20
2023,INC-4942,EXPORT_REBATE,27,R_AND_D,542,410,143392524,69138502,2492,1291,364,7460236167,6996930274,0,0,74.95,393935.51,0,2033-11-03
2019,INC-3104,INTEREST_SUBVENTION,84,GREEN_TECH,4987,1032,481579834,401431759,4414,4600,1605,18526957961,16306604498,0,0,83.21,300049.74,1,2027-02-21
2023,INC-2927,EXPORT_REBATE,49,SKILL_DEV,2395,1330,123536923,73392041,4344,3826,1130,2255747628,890018682,0,0,92.6,109324.71,0,2032-04-02
2025,INC-5025,GST_REFUND,58,R_AND_D,1738,1558,252862123,173693637,1446,5726,3237,11890129707,4954389665,0,0,61.97,78116.19,0,2031-01-20
2019,INC-3791,EXPORT_REBATE,65,SKILL_DEV,2259,1589,436382083,266839537,993,1332,977,8130077612,3226656848,0,0,66.1,446655.15,1,2032-06-08
2018,INC-6681,CAPEX_SUBSIDY,53,GREEN_TECH,4050,2354,64347551,24718080,1002,620,605,13974821577,12052612692,0,0,64.39,106359.59,0,2030-05-05
2021,INC-1963,EXPORT_REBATE,63,GREEN_TECH,2179,791,357035037,136532268,4238,6421,1371,18497958835,9108863634,0,0,99.56,260419.43,0,2028-04-25
2023,INC-1680,GST_REFUND,60,GREEN_TECH,2566,1586,213318238,204532206,2223,2664,269,2529487821,2111651580,0,0,77.16,793004.6,0,2032-07-02
2018,INC-7987,EXPORT_REBATE,68,GREEN_TECH,1196,431,474172401,187579243,3230,1023,446,12902702060,3887939441,0,0,76.77,1063166.82,0,2028-12-24
2023,INC-2494,TAX_HOLIDAY,87,MSME_FORMALIZE,611,523,311029086,254861282,4804,7178,820,18314611599,17287548252,0,0,75.66,379303.76,0,2027-02-23
2020,INC-9594,CAPEX_SUBSIDY,47,SKILL_DEV,1752,1501,223137754,99108694,867,3789,1088,6326880713,2472575947,0,0,75.54,205089.85,0,2031-05-20
2020,INC-3596,TAX_HOLIDAY,92,MSME_FORMALIZE,2327,1728,492748534,251565611,2690,7724,2714,10338163737,3912919964,0,0,95.99,181558.04,0,2026-06-09
2020,INC-4022,GST_REFUND,36,MSME_FORMALIZE,3394,758,169881280,87452657,4300,2632,1161,7781967877,4610185022,0,0,78.08,146323.24,0,2032-04-22
2023,INC-0877,EXPORT_REBATE,93,R_AND_D,906,853,146704377,98531448,610,6083,1201,6578773895,5856336031,0,0,63.29,122151.85,0,2030-12-31
2018,INC-5551,GST_REFUND,51,MSME_FORMALIZE,997,639,460730164,396525427,534,1280,353,12092177839,8094026546,0,0,80.31,1305184.6,0,2030-08-04
2018,INC-4820,CAPEX_SUBSIDY,46,MANUF_UPGRADE,4502,4013,168048778,125505316,940,4691,3793,19329660829,10953542493,0,0,93.08,44304.98,0,2028-06-15
2024,INC-2520,INTEREST_SUBVENTION,27,R_AND_D,4622,3303,188316312,114430024,4631,631,581,3610200533,2034003234,0,0,84.23,324124.46,0,2026-06-06
2024,INC-1475,INTEREST_SUBVENTION,46,GREEN_TECH,336,114,375436131,189842102,47,1971,1282,671761578,331243900,0,0,74.54,292851.9,0,2030-12-05
2019,INC-0622,INTEREST_SUBVENTION,90,GREEN_TECH,2639,968,186992184,116628093,3786,4532,953,9287864213,4647856738,0,0,65.18,196214.25,0,2031-05-26
2018,INC-6144,GST_REFUND,47,GREEN_TECH,3152,995,311235978,304307860,2307,7103,3668,15453833127,11560881761,0,0,72.11,84851.68,0,2026-01-08
2019,INC-9778,CAPEX_SUBSIDY,41,R_AND_D,4838,3032,250388916,133474206,2210,7858,5031,17695831185,11081498269,0,0,79.35,49769.21,0,2029-12-10
2023,INC-8006,GST_REFUND,50,GREEN_TECH,1663,607,300194981,134140733,1824,7435,7388,19752926382,18678701054,0,0,98.26,40632.78,0,2031-01-24
2018,INC-3701,GST_REFUND,79,SKILL_DEV,614,144,157857798,112866713,2601,4617,4110,18409901422,9913585127,0,0,65.66,38408.22,1,2032-10-26
2025,INC-9846,TAX_HOLIDAY,13,MANUF_UPGRADE,1411,1308,21909567,9150491,2682,7840,7570,687068015,220527032,0,0,95.53,2894.26,1,2027-02-01
2024,INC-5968,INTEREST_SUBVENTION,27,GREEN_TECH,1485,1011,97199231,61894603,3058,2297,1875,3548373968,1807300294,0,0,82.27,51839.59,0,2026-12-16
2021,INC-9230,TAX_HOLIDAY,68,SKILL_DEV,4400,2641,38286436,13739790,900,5424,2083,16288849147,8664248643,0,0,76.85,18380.43,0,2029-10-03
2021,INC-6632,EXPORT_REBATE,58,GREEN_TECH,4721,1575,308404920,115665576,2620,3155,516,349521939,200639406,0,0,85.11,597683.95,1,2030-03-05
2022,INC-0425,CAPEX_SUBSIDY,31,SKILL_DEV,600,508,215153096,76775899,762,6694,3884,12060068669,9917701961,0,0,60.49,55394.72,1,2027-09-27
2025,INC-3374,CAPEX_SUBSIDY,20,MANUF_UPGRADE,3376,2341,192488571,92401253,539,7476,4843,9821791652,5434685058,0,0,76.01,39745.73,0,2026-01-14
