gov_unionspend_obligation_date,gov_unionspend_program_cfda_number,gov_unionspend_awarding_agency_code,gov_unionspend_funding_subagency_code,gov_unionspend_recipient_uei_hash,gov_unionspend_recipient_type_code,gov_unionspend_award_amount_inr,gov_unionspend_award_type_code,gov_unionspend_assistance_listing_title,gov_unionspend_place_of_performance_lgd_code,gov_unionspend_primary_purpose_code,gov_unionspend_covid_relief_flag,gov_unionspend_infrastructure_act_flag,gov_unionspend_competition_indicator,gov_unionspend_matching_requirement_flag,gov_unionspend_period_of_performance_days,gov_unionspend_outlay_estimate_inr,gov_unionspend_deobligation_amount_inr,gov_unionspend_reporting_period_quarter,gov_unionspend_data_source_system
2021-04-21,137070,389419,MOF,GOV85036fb3e56b,GOV4SSTI,40988,94962,Farm Support 20,GOV1ACPO,GOVPM5SR,0,1,GOVXSCZG,0,3609,653537330,4672968,2018Q2,IFMIS
2019-08-13,377870,138736,MoHUA,GOV1fec01c15d86,GOVY5ZT8,754167274,405635,Rural Roads 35,GOVGJQR9,GOV3K85T,0,0,GOVUCXWG,0,889,1013593,730179,2021Q2,GeM
2022-03-21,215190,398407,MoRD,GOVd82bf54d0fd3,GOV10R2Y,7162108,267129,Skill Training 2,GOV2PKNN,GOVFG3Y2,0,1,GOVQMAIM,1,1385,65238839,33470,2020Q3,PFMS
2023-02-19,378600,304621,MoHUA,GOV80ff4bacb775,GOVBTICW,57773,294754,Urban Transit 17,GOVAFWCG,GOVJFZKA,0,0,GOVWRA0R,0,789,783595,55443,2025Q1,CPGRAMS
2018-11-16,415440,250887,MoRTH,GOV324aba38dd48,GOV31YW4,53490,259683,Women Empowerment 95,GOVYB7U9,GOVDBRRG,1,1,GOVRE2GZ,0,2074,36967565,43641578,2018Q2,DBT
2022-06-01,152483,224549,MOF,GOV4b898fd2e16c,GOVM1BBI,4954632,395750,Clean Water 92,GOVNWG7S,GOVM1QMW,1,0,GOV2DW8G,1,823,5052756,55223625,2018Q1,IFMIS
2023-08-19,258445,182782,MoHUA,GOVe6490531ee2e,GOVQ078M,241580284,21541,Women Empowerment 51,GOVLXU6R,GOVZLFPV,1,0,GOV2NAXE,0,3016,283033,49721,2024Q3,CPGRAMS
2018-05-14,58182,480865,MoHFW,GOV5711e343b933,GOVKD9BA,85819,469337,Digital Health 34,GOVRKQY9,GOVG67ZK,1,1,GOV9X378,0,3469,477297419,7675533,2023Q3,DBT
2022-12-26,421925,420862,MHA,GOV60ee036cd070,GOVYNJW8,1942368,212763,Women Empowerment 73,GOVM5L6T,GOVPCN0E,0,0,GOVNFTZE,0,3175,5343001,64581740,2023Q1,CAG
2021-05-09,259714,485635,MHA,GOVd077a521b74b,GOVQZM0G,55816,422525,Disaster Relief 84,GOVUFE81,GOVUMLSU,1,0,GOVVZ701,1,966,542058,66513781,2026Q1,eProcure
2024-10-05,110628,54328,MoHFW,GOV0f4df9727c3b,GOVP731D,709018,457791,Urban Transit 20,GOVA7ZWD,GOVAZBZZ,1,1,GOVGEBLC,1,1969,33360,31305513,2022Q1,DBT
2022-04-05,439202,90876,DoPT,GOVaf2a02282d94,GOV5AMGT,4138483,248441,Urban Transit 51,GOVOFMD3,GOV74SJQ,0,0,GOV5P83W,0,3400,53093415,538373,2019Q3,CPGRAMS
2022-11-24,435845,109471,MHA,GOVe64d956e86f5,GOVY5YLS,5855566,184717,Rural Roads 84,GOVJE11P,GOVD7VQP,0,0,GOVYB3XU,1,2196,56579,74791357,2024Q4,CAG
2020-02-21,199324,227502,MNRE,GOV767f52e267dd,GOVB4UGC,44388078,467062,Clean Water 88,GOVA5CH7,GOVEMR7N,0,1,GOVY5QTJ,0,7,67670195,780887,2019Q1,PFMS
2023-04-04,139042,183354,MoHUA,GOVb5a752259eec,GOV56D9Y,1884864,123966,Women Empowerment 66,GOVPOVHK,GOV1IB9E,1,0,GOVUDB28,0,1545,32624,53508637,2021Q1,IFMIS
2022-11-11,388405,303157,MoRTH,GOV0487c63589f6,GOV4S40H,55819824,390210,Housing Upgrade 62,GOVRKGOJ,GOVYTLF5,1,1,GOVQD2UN,0,1265,4976157,866288,2025Q3,PFMS
2021-06-03,463109,274040,MoHUA,GOV3d2370a03783,GOVV2TN3,606399,334843,Skill Training 99,GOVQF2GA,GOV2CY8W,1,0,GOV6Q50Q,1,1700,258397582,64248463,2023Q4,DBT
2019-05-06,55271,389101,MOF,GOV24ba455242b7,GOVQSDF8,73089,453500,Rural Roads 75,GOVZEWWT,GOVJQWQ1,0,1,GOVWXEP6,1,375,29086,356814629,2025Q4,eProcure
2020-09-26,242084,290261,MNRE,GOV157ac2268237,GOVTCMZ1,58101,227527,Urban Transit 68,GOVUV6JM,GOVNMSWL,1,1,GOV5AFF9,1,3063,655218,52707512,2022Q1,GeM
2020-10-19,355984,427517,DoPT,GOV9ed74fe853b9,GOV30H9J,5406762,9750,Renewable Energy 48,GOV840TV,GOVHOFAR,0,1,GOVQSDH1,0,8,62108911,25814,2020Q2,IFMIS
2020-12-14,105413,495915,MeitY,GOV930bda1a00db,GOVTYF61,32198,141937,Clean Water 86,GOV1NMWV,GOV69XGF,1,1,GOV6DL95,0,2386,308284,455042981,2021Q3,GeM
2019-01-23,126646,366861,MoHUA,GOV76eedb057d9d,GOVC3EZQ,464435,404771,Farm Support 19,GOV411DH,GOVGMQU4,1,1,GOVV3K0Z,0,1062,47677821,4715037,2022Q3,GeM
2020-07-14,301295,122319,MOF,GOVf401c2a9ce5c,GOVHODHH,53045,224176,Women Empowerment 93,GOV9FPKY,GOVRCHZ0,1,1,GOVLSVJF,0,3424,6290030,46405261,2024Q2,CAG
2019-02-10,223567,64120,MHA,GOV4a8a2ee7f433,GOVMBXXL,572084074,274562,Rural Roads 13,GOV32JKP,GOVXF7YD,1,0,GOVEXB9A,0,1895,456934291,462940,2021Q2,CAG
2021-03-28,151644,158097,MoHFW,GOV6781ac1829d3,GOV277XI,63276096,48917,Women Empowerment 7,GOVHK76G,GOVXHU59,0,0,GOVQ5L43,1,2524,511893,445389,2020Q3,GeM
2019-09-16,268407,379537,MeitY,GOVf159df3e9839,GOVDSAYG,638008,441714,Women Empowerment 87,GOV7D8UI,GOV32F84,0,1,GOVG0VDB,1,669,27620,38578,2023Q1,CPGRAMS
2018-04-18,160637,273861,MOF,GOV29e69b5bed8d,GOVA0MFP,61530,226294,Rural Roads 38,GOVF3UOL,GOV3SMX4,0,1,GOVJEQFJ,0,1619,930076,650577023,2018Q1,DBT
2025-09-09,282466,88493,MeitY,GOV6a58912ca96a,GOVLHIDG,3866749,348823,Renewable Energy 10,GOVEXLF1,GOVNI1DY,0,0,GOV0CXD8,0,1065,5786642,229053868,2021Q2,CAG
2022-01-17,39993,464965,MoHFW,GOV2efc51a49626,GOVZX2GZ,403005,311970,Urban Transit 65,GOVDR5JG,GOV3PFVY,1,0,GOV7Y10B,1,334,9225,5870597,2019Q4,PFMS
2025-04-29,455408,357072,MoRTH,GOVf309941b8814,GOVZ3YB6,475057012,418902,Urban Transit 38,GOVUFA7F,GOVVXN6S,0,1,GOV1D2WJ,1,1257,6657726,607378538,2023Q3,DBT
2021-07-07,315849,451205,MHA,GOV7b323bb9acfc,GOVY0CC1,68414051,453403,Clean Water 62,GOV2HTZG,GOVGNF3L,1,1,GOVHIC1U,1,1352,465803,371609755,2019Q3,CAG
2024-01-27,858,280074,MOF,GOVa29ced7180a8,GOVWFL42,52925,113921,Digital Health 60,GOVXNRYZ,GOV1E7CE,0,1,GOVAH994,1,2217,47194131,325270,2018Q1,CPGRAMS
2025-11-17,205976,211734,MNRE,GOV153b26f6a3d7,GOV4XNMY,6773560,136126,Housing Upgrade 88,GOV0J3TW,GOVA94MT,1,1,GOVAXN3F,1,3492,58335,635701724,2023Q3,DBT
2019-04-06,488672,386846,MoRTH,GOV15b0187053c2,GOVM0DLA,5333309,433694,Skill Training 27,GOV16VY1,GOV76OL0,0,1,GOV9SXAY,1,1015,502590992,628811502,2023Q4,CPGRAMS
2020-06-27,426368,34286,MoRTH,GOV75d3bf067bea,GOVN596G,76256,464282,Disaster Relief 3,GOV96HD5,GOVJUAO2,1,0,GOV6FXQ2,0,3317,73518,1978949,2026Q2,DBT
2025-11-19,178709,173238,MOF,GOV1109c982c927,GOVKJJHU,869592,236761,Women Empowerment 42,GOVT4YBM,GOVVV5SF,0,0,GOVBA700,1,3008,676149212,46243736,2019Q3,CPGRAMS
2021-01-25,347697,449324,MoHUA,GOVffb8923b4427,GOV5JEUE,290281,82743,Farm Support 41,GOVG438X,GOVGWJF6,0,1,GOV895OV,1,3352,211614160,5352451,2022Q4,eProcure
2018-10-25,496118,438901,MeitY,GOVfdb5df8e047c,GOVUB9Z1,49827,326068,Clean Water 23,GOVB4JWV,GOV7OK9F,1,1,GOVRMFFK,1,3541,6126436,63132529,2020Q3,GeM
2018-04-23,143262,387631,MoE,GOVe568d3f71fe8,GOVQ940S,421760,269848,Farm Support 31,GOVEJHAL,GOV5GC24,1,0,GOVFZD7V,1,2974,81456,3823220,2018Q4,PFMS
2020-12-26,426830,102510,MoRD,GOVf9e06d793013,GOVXDLNL,363228,190834,Clean Water 23,GOVJLK7E,GOV77XKQ,1,0,GOV920B0,0,2740,701931193,426442,2019Q3,CPGRAMS
2025-05-13,216841,107729,MeitY,GOV8ca88369f528,GOVCRBG0,565488,138986,Digital Health 71,GOVX1BPT,GOVNDPHJ,0,0,GOVIHQCY,0,1065,533994,47555651,2025Q2,IFMIS
2018-03-14,228748,140476,DoPT,GOV34e75e4dd993,GOV3E78K,59854,493422,Skill Training 77,GOVL8E47,GOV2BH66,1,1,GOVDLXL8,0,788,36640,795379,2023Q3,PFMS
2021-06-22,407607,8483,MoRTH,GOVb7cb375f8b3a,GOVRQ3AY,48272,156012,Skill Training 8,GOVVXJFK,GOV8N77F,0,0,GOVXQ8ZH,1,2984,613172178,470935048,2021Q3,GeM
2018-09-02,95737,289619,MoHUA,GOV6b62de4a933d,GOVNQ28X,578509273,371200,Rural Roads 83,GOVEVE2B,GOVXE20I,1,1,GOVS2EDQ,1,1452,55719,644044891,2019Q4,CAG
2023-07-03,38418,477541,MHA,GOVa30f85d0c5da,GOVPN9F0,201268366,400220,Women Empowerment 94,GOVPUJ5Y,GOV67ALO,1,1,GOVLCH2Q,1,529,8647045,7135715,2022Q1,IFMIS
2021-12-20,72043,55778,MNRE,GOV88b1c2d74138,GOVJDT93,35248,200904,Urban Transit 83,GOVGZF6F,GOVEJ1MO,1,1,GOVPIQMV,0,2227,648145479,220665930,2020Q4,PFMS
2024-12-31,306147,480875,MoHFW,GOVfb8ea4322c83,GOV0NP82,542683,78990,Urban Transit 38,GOV2F7AW,GOVH8BK2,0,1,GOVMOXN4,1,3564,69558879,98866952,2025Q2,CPGRAMS
2021-03-06,300277,286024,MoRD,GOV27f90ddf2415,GOVCJOK4,54452213,335387,Urban Transit 80,GOV3LJ8A,GOVZDCM5,1,0,GOVGDHSO,0,296,202019,886434,2026Q2,PFMS
2019-02-25,69245,431433,MoRTH,GOV2bfa8a853fc0,GOVOOCLZ,68195018,396339,Skill Training 52,GOVA1RE0,GOV68B66,1,1,GOVOINHZ,1,3121,712127164,305137,2026Q2,IFMIS
2019-06-28,114106,196018,MoRD,GOV4a109a112de5,GOVHGBA6,125530024,281989,Disaster Relief 11,GOVHQWC7,GOV20X2O,1,0,GOVN6M6U,0,1727,497917,590655,2023Q2,IFMIS
2019-11-22,88106,461825,MeitY,GOV92b9e116dd73,GOVM815Z,44374,208852,Farm Support 3,GOVYMJCS,GOVISR4C,1,1,GOV7OWGU,0,1449,4492352,56141,2020Q2,DBT
2019-09-11,154458,306575,MOF,GOV1df3c0b01312,GOVSY8DC,334496,342221,Women Empowerment 31,GOVUD1ML,GOV1KEZ7,1,0,GOVMBBGZ,0,3616,777067,6711319,2023Q1,eProcure
2023-04-20,387671,490969,MoHFW,GOV026913695d3b,GOV984DU,700319,224302,Disaster Relief 85,GOV5TBY4,GOVI2TMG,0,1,GOVH9W7B,0,3499,3629769,5388010,2021Q3,eProcure
2022-02-03,339597,318227,MoHUA,GOVeed9a95559a8,GOVYAIK9,562745,166858,Disaster Relief 29,GOVNOT7I,GOV3WHUD,0,1,GOV9T9Y8,0,2489,688117,778755676,2026Q1,GeM
2021-07-26,481990,176142,MoHFW,GOVfb2b2594cac0,GOV27BCU,547799528,185753,Disaster Relief 12,GOV7HK54,GOVGKRON,0,0,GOV7KM4O,1,757,430109,66726781,2020Q2,PFMS
2021-05-12,171853,301001,DoPT,GOVca56bd835620,GOVLIVT5,114045155,289833,Disaster Relief 31,GOVAHOA7,GOV20631,0,0,GOV4QG2K,0,2089,17601760,4873848,2021Q3,CPGRAMS
2023-10-09,490482,451257,MHA,GOVba11f530b30f,GOVAUVMZ,80771317,442161,Housing Upgrade 91,GOVDOKE8,GOVXPAGT,0,0,GOV921AT,1,1414,33146679,9220079,2020Q2,CPGRAMS
2020-01-28,79640,73442,MoRD,GOV28479e3a9bf7,GOVFNZDK,8068944,342972,Urban Transit 30,GOV1Q5SG,GOV232H6,0,0,GOVROGPS,1,1642,351828767,602622791,2023Q2,CPGRAMS
2019-05-31,59753,299497,MeitY,GOV6a1134c1d7f2,GOV4TFQ2,39682,256787,Housing Upgrade 23,GOV691ET,GOV4SQ6E,1,0,GOVUA3SL,0,61,461443829,58363,2018Q1,CAG
2024-09-08,130358,444759,MoRTH,GOV5fd619f3de29,GOVTG9YN,79916,494422,Digital Health 64,GOVRHTLS,GOV93623,0,1,GOVYVOUH,0,1792,17042828,30834,2021Q3,eProcure
2024-12-11,57053,247102,MHA,GOVdd41276d501f,GOVTOBKC,58856,132223,Clean Water 51,GOVI57MH,GOV22GT3,0,1,GOVO7UYC,0,3581,728587042,361912,2023Q4,DBT
2019-05-22,316992,329497,MoRD,GOV2f0fe1c2a8b1,GOVDBX9I,56596,157775,Disaster Relief 99,GOVL6IIB,GOVPMGQS,0,0,GOVQI2AW,1,2384,75081951,3970986,2019Q2,GeM
2020-01-27,142585,352282,DoPT,GOV4c624d3a5f53,GOV9QTZW,41585405,124460,Renewable Energy 44,GOV5L8JN,GOVQHXMO,0,1,GOVFPYPT,0,1150,546654,939778,2026Q2,GeM
2025-11-12,237869,312401,DoPT,GOV8991daa18544,GOVM8A6Y,493672528,144128,Rural Roads 98,GOVY0QJ4,GOVHRFUG,1,1,GOVVBSJE,0,3618,338794,3693426,2025Q4,DBT
2025-08-11,50203,411774,DoPT,GOV089b290a74b8,GOVGQHPK,426705596,109996,Disaster Relief 91,GOVDH71P,GOV0AQB0,1,0,GOV8HT48,0,1108,15453827,635563591,2018Q2,IFMIS
2019-10-18,132825,16381,MoHFW,GOV8a1f7a63b29a,GOVYQRAW,231857,653,Disaster Relief 61,GOVXELTW,GOVPXL3S,1,1,GOVT0TRK,1,3099,742867697,4398639,2019Q1,eProcure
2020-11-15,220006,499463,MoHUA,GOV87da316df72d,GOVX9DKP,30535,74737,Rural Roads 90,GOVETM2X,GOVZ5DSI,1,0,GOVDKW11,1,1506,40084150,2370242,2018Q4,DBT
2024-10-09,471965,398402,DoPT,GOV4ffd1d2794f3,GOVIQNPF,611425705,191008,Housing Upgrade 76,GOVHAQOK,GOVKI9IG,1,0,GOV0ZTUZ,1,3309,51254840,1100,2018Q3,IFMIS
2021-04-25,404371,161063,MeitY,GOV9c9840eb0e1c,GOVZFFY7,399716305,365329,Clean Water 19,GOVQ25HD,GOV2W8BJ,1,0,GOV9O4K3,1,2878,1425345,26647401,2022Q3,PFMS
2018-07-18,157502,275577,MoRD,GOVceeff2063379,GOV73KG3,5983497,323307,Disaster Relief 64,GOVV4I7J,GOVK1J70,0,0,GOV2DNP1,1,3520,360311291,4753016,2018Q1,PFMS
2023-10-17,43997,37122,DoPT,GOV9089404d9f48,GOV9MN9X,508156416,53765,Digital Health 5,GOV0593W,GOVD2FZX,1,0,GOVUXK6A,1,632,316743122,640077,2021Q4,PFMS
2024-05-21,3870,206664,MoHFW,GOV9204f14676fd,GOV3ZVPB,785955,386182,Disaster Relief 92,GOVMY8PQ,GOVZDPUW,0,0,GOVTTLO5,1,3320,54557441,803317842,2023Q4,CAG
2020-10-28,219234,300241,MoHUA,GOV92d91b7cd71a,GOVMWC4E,679490,290967,Urban Transit 9,GOV6RGMS,GOVSIV7F,0,1,GOVGN9QA,1,3155,88049,237009742,2026Q4,PFMS
2022-07-29,409383,371285,DoPT,GOV6ecea7536b67,GOVGZQQB,29220,218032,Digital Health 75,GOV53CHP,GOVAE4TV,0,0,GOVCA24Y,0,2820,583350,393871067,2019Q2,eProcure
2020-07-24,201435,445621,DoPT,GOV2d8443882f0b,GOVT4XRM,796750687,163626,Clean Water 3,GOVGY3P1,GOVC5KW6,0,0,GOVUEAX0,0,3244,2760220,76630,2026Q2,IFMIS
2019-05-08,199381,331081,MoHFW,GOV1ed17d7e00f3,GOVUP1C8,823591207,24179,Digital Health 28,GOVSLOPV,GOVKK3HD,0,1,GOVKANUN,1,1596,708838215,574490143,2022Q1,CAG
2022-02-13,302329,317571,MNRE,GOV5ae826ea11f1,GOVC05CV,288483564,159676,Disaster Relief 84,GOVOEIWG,GOVREWUQ,1,1,GOVR2PNT,1,187,35759021,36160945,2025Q3,GeM
2018-02-08,259178,43449,MeitY,GOV7055df6e5d5c,GOVF73G2,30671,382159,Clean Water 81,GOVC2HCX,GOV3C250,0,0,GOV3B3Z9,1,2618,6906222,374885302,2021Q1,DBT
2019-01-12,455337,68773,MeitY,GOVd8d7cc77c3fc,GOVST7Q1,4906492,370952,Urban Transit 92,GOV6VQ06,GOVW0XEA,0,0,GOVHNKIO,0,3124,59531,291382,2020Q1,PFMS
2018-04-04,481533,262429,MOF,GOV347e72830ac2,GOVD3PKR,272701708,314001,Urban Transit 61,GOV4GDCU,GOVJBHR4,0,0,GOVEI7HF,0,2010,44011,628262,2024Q3,IFMIS
2025-12-06,431367,15168,MHA,GOVfe22c63869c7,GOV21JFY,649915619,94936,Women Empowerment 76,GOV0Y46G,GOVRVMF6,1,1,GOV29SZA,0,1020,574336054,2638646,2025Q3,IFMIS
2020-10-17,351899,374072,MoE,GOVa07426f1f2ca,GOVZDFGD,40160,189227,Digital Health 36,GOV22HZP,GOVC6O2W,0,0,GOVF7LSG,1,20,3318947,570085,2018Q4,eProcure
2020-09-15,8660,324979,MoHFW,GOV480644e51336,GOVH3V5O,509142354,82683,Skill Training 87,GOVBT67Z,GOVFKS7H,0,0,GOVXV8VF,1,3566,263350,732532,2022Q3,eProcure
2019-12-26,298541,476032,MoHUA,GOV0dfdc4e4dd53,GOV62JZK,79008,281089,Housing Upgrade 93,GOVIYULV,GOVAWW2X,1,0,GOVSNBEI,1,3128,550645401,612671357,2025Q1,PFMS
2024-06-11,486309,325096,MOF,GOVe822a91d6569,GOVJV91N,720333338,109506,Housing Upgrade 43,GOVOXM9P,GOVYJYWN,0,0,GOVMWRXS,1,596,39131,63099642,2018Q3,DBT
2025-02-25,497139,172732,MOF,GOVdc788a50b63d,GOV6T0Z3,47951,454741,Clean Water 75,GOVF7UYR,GOVTBFOT,0,1,GOVDCTZH,1,1048,578691560,409994121,2019Q3,eProcure
2022-07-28,285684,97190,MoHUA,GOVbc42c7602fd5,GOVCX3YM,56039477,235011,Women Empowerment 21,GOVH7SQI,GOV98UVL,1,0,GOVQZKZZ,0,2905,299564,28281,2022Q4,DBT
2022-09-13,162591,299658,MNRE,GOVc3f999379cb4,GOV0T9TL,38439028,357343,Renewable Energy 38,GOVCQCC9,GOV7NYKX,1,1,GOV31IPO,0,2157,392275759,560047718,2022Q2,IFMIS
2023-04-19,197711,409008,MoHFW,GOV876dd5837f21,GOVM1X07,68024,35892,Skill Training 14,GOV7RXVP,GOVM9B6X,0,0,GOVYIPVZ,0,2027,348059072,53524,2023Q3,IFMIS
2023-08-01,378909,361901,MNRE,GOVe98a855206ee,GOVVD6E6,32438,172486,Rural Roads 30,GOV618TG,GOVO606I,0,0,GOVFCB5D,0,3224,63248,152220,2022Q3,CPGRAMS
2021-03-05,320760,153581,DoPT,GOV50e2ff4734ad,GOVE0CLQ,477085643,195903,Clean Water 17,GOVGOD4V,GOVGGIWT,1,1,GOVF7OCB,1,943,9398760,63257660,2019Q2,PFMS
2021-07-16,266439,50479,MoE,GOV5a80fdef5b71,GOVYP83L,54984,55890,Skill Training 40,GOVC2ZCR,GOVMEHL3,1,0,GOVBAGCE,0,2088,642330481,418208,2025Q1,GeM
2019-05-01,141796,480791,MoHFW,GOV92be5e4e02fa,GOV88W7M,43377187,27116,Skill Training 58,GOVX6DDU,GOVOQBMW,1,0,GOV63NDN,0,3382,26875439,4352162,2024Q3,eProcure
2024-06-02,482148,296699,MoRD,GOV448f4eae94cf,GOV1OZBJ,296217,338410,Rural Roads 60,GOVAZH0S,GOVYM1GP,1,1,GOVVYYGS,0,850,288646,709669730,2023Q3,IFMIS
2018-02-08,204045,442732,MHA,GOV9692970a3df2,GOVQQ35G,356401,123073,Rural Roads 94,GOVFDI6J,GOV75QFI,1,0,GOVJHONS,0,2167,5970222,4562181,2018Q2,PFMS
2019-05-04,14666,364094,MHA,GOVce650d029181,GOVBDB80,45727,9698,Disaster Relief 19,GOVEIZI2,GOVUMZ6J,0,0,GOVVC8VZ,1,940,795091546,3772603,2023Q4,eProcure
2021-01-15,257289,72243,DoPT,GOVf1c558bedda1,GOV3A7GW,35570,88354,Renewable Energy 58,GOVJ64FA,GOVINCZX,1,0,GOVDYG2I,1,1005,60320,5866128,2021Q2,CAG
2019-07-14,400096,398725,MoRTH,GOVf904c208f8ed,GOV0G47S,682322595,167186,Disaster Relief 63,GOVJWU28,GOVIAZRS,0,0,GOVP0WKJ,1,3231,19856,4332776,2019Q2,CAG
2025-10-04,304358,261239,MoRD,GOV33de405fe440,GOVWFNFZ,387611671,160544,Women Empowerment 95,GOVFT1NT,GOVQKS77,0,0,GOVK656T,1,825,671086,5523406,2019Q2,PFMS
2023-03-18,288031,38750,DoPT,GOVa2192b9d02e3,GOVFR5WI,522756082,460410,Women Empowerment 73,GOVJ2JIF,GOVVOUE1,0,0,GOVTQ13C,0,2747,4225047,444692131,2022Q2,IFMIS
2021-12-10,271299,387047,MoRTH,GOVfe3f0ccf0f7f,GOVVAEF1,658732,439553,Disaster Relief 23,GOVZGB4T,GOVZVPED,0,1,GOVGYRZ0,1,3249,325802012,7147286,2024Q2,PFMS
2022-03-23,173068,107621,MoHFW,GOV5833cfbf7121,GOV0CMTS,191106998,275323,Housing Upgrade 54,GOVZ0LHP,GOVCE6ZP,1,1,GOVOYDQU,1,129,87561185,689401,2022Q3,eProcure
2025-03-21,320925,257391,MoHFW,GOVcaa51a88180e,GOVQF1VI,58316598,337802,Women Empowerment 86,GOVY2T5Q,GOV7I7QG,1,1,GOV6S72B,1,47,330576,56315077,2023Q1,DBT
2022-12-22,86497,91337,MeitY,GOVe0de54af1787,GOVICIO4,661827560,149717,Disaster Relief 61,GOVN4BQI,GOVU3TRU,0,0,GOVV2SE2,0,789,50894581,754876139,2024Q1,GeM
2025-06-16,464013,374733,DoPT,GOV9a70b0498a36,GOV4HH3F,353918159,357251,Clean Water 20,GOVCD5KC,GOV8JXCM,1,1,GOVHQ6XU,0,733,37988189,344915,2018Q1,PFMS
2019-01-12,420644,431433,DoPT,GOVcd7a7ac06d88,GOVUVI5I,71781666,11685,Renewable Energy 39,GOVHJFKR,GOVQMAH4,1,0,GOVJZW65,0,1995,288641,59250490,2020Q4,CPGRAMS
2024-01-01,408820,49117,DoPT,GOVe49a67622a4e,GOV9FGRB,827472,292341,Renewable Energy 80,GOV8SO59,GOV06ZET,1,1,GOVQ4YPC,0,2043,498581,61515629,2024Q4,DBT
2020-11-14,148493,149723,DoPT,GOV0712f6345fa3,GOVJHSK1,60396,317219,Skill Training 58,GOVRL8I7,GOVV16AF,1,0,GOVUIAYX,1,1941,612273,40628,2020Q1,CAG
2023-10-14,287879,466690,MOF,GOV33bc18733c44,GOVVKXD3,65113066,113978,Urban Transit 75,GOVXDV5P,GOVGWNTT,0,1,GOVMNV4O,0,2414,73288813,747568464,2024Q4,CAG
2025-05-07,239104,323903,MHA,GOVd1b6202717f2,GOVOSWI3,788594,394279,Housing Upgrade 50,GOVPS8XY,GOVMWGVQ,0,1,GOVAHQND,0,3204,49880749,4776919,2025Q2,GeM
2020-08-09,384669,284092,MeitY,GOV62a155b572af,GOV82YUY,626401,59241,Renewable Energy 19,GOVVQZ1Q,GOVMXD8P,1,1,GOV8OSAP,0,3427,478016080,11705003,2025Q1,IFMIS
2022-07-03,478718,237954,DoPT,GOV69dca207757a,GOVKNNCV,8039477,314755,Renewable Energy 25,GOVT2RTX,GOV0QVO1,1,0,GOVRVP2X,1,801,2727217,32424,2020Q3,GeM
2025-03-13,193532,277634,DoPT,GOV02e3f9c2f96d,GOVN5PAR,8978081,201725,Housing Upgrade 57,GOV8MAQ2,GOVR9OW0,1,0,GOV79MRF,0,614,53259799,774858,2020Q2,CAG
2018-10-16,375180,172374,MOF,GOVce437594d7bc,GOVP9TGZ,673712962,85917,Clean Water 87,GOVFVKIB,GOVBHKTR,1,0,GOVD6Y2Y,1,930,95565557,299826,2018Q2,PFMS
2021-07-26,177963,410717,MoRTH,GOV8ccc2b672656,GOVLDO3Y,47136,334978,Rural Roads 61,GOV97T5P,GOVQW7NR,1,1,GOVRYVWW,0,3341,37316916,31783,2020Q2,IFMIS
2025-03-02,71437,268963,MoHUA,GOVc5b5e5430f1b,GOVI5868,34901122,480574,Women Empowerment 70,GOVRUEIG,GOV88INF,1,0,GOVQX002,1,3422,142237337,76284979,2026Q4,CPGRAMS
2025-04-30,77365,76746,MeitY,GOV9487df7af2b9,GOV6WHWB,381795,370705,Digital Health 45,GOVNFGDL,GOVUAALT,1,1,GOVFL5Z5,1,376,354303,55130,2020Q4,DBT
2022-07-04,87725,41238,MHA,GOV1881c95438f0,GOVZV30K,38932196,285681,Housing Upgrade 90,GOVMRKEU,GOVRKB9I,0,0,GOVQ9FWJ,1,1404,321784,21480078,2024Q1,PFMS
2022-08-09,488197,103638,MoRTH,GOV1714ed43292e,GOVT4YPZ,5446193,195598,Urban Transit 36,GOVYP9G2,GOVY1LDQ,1,1,GOV0028K,1,1628,437149,44040,2024Q1,DBT
2020-12-15,242057,24173,MoHUA,GOV901733676362,GOVXXQUO,36978372,169874,Rural Roads 54,GOV0A6U4,GOVI9HFY,1,0,GOVCUQED,0,2179,89855,5837555,2018Q1,eProcure
2018-03-29,102523,187487,MHA,GOVe6ad42cc9dd3,GOV2YIG4,3514750,70311,Clean Water 23,GOVKXMLX,GOVDGXYQ,1,1,GOV81KRW,1,1010,57058,35338,2021Q2,DBT
2023-08-29,97032,451936,DoPT,GOV0b023da32fa8,GOVQIDDW,61463970,237246,Farm Support 95,GOVPMX8X,GOV4YV53,1,0,GOVE72PO,0,2286,28754,22033,2026Q4,PFMS
2023-06-27,76600,202271,MoHFW,GOV681cf36e9836,GOVW81XT,36054,19967,Renewable Energy 16,GOVHY69O,GOV6TIYI,0,1,GOVHVZWQ,1,536,468486284,63071,2026Q3,DBT
2023-11-30,417839,287680,MNRE,GOV174e8e3f033a,GOVJFKF4,31518607,64334,Digital Health 9,GOVVWFJ2,GOV5TNXF,0,0,GOV9YW4L,1,1008,219231,3416298,2022Q4,IFMIS
2020-11-27,253792,194514,MoE,GOVafd3938c8ead,GOVEX54D,54215310,28996,Clean Water 40,GOVR4DK4,GOVBNP1J,1,1,GOVFLW7M,1,3393,430582,75818,2023Q1,CPGRAMS
2019-04-06,36135,219413,DoPT,GOV2bd5fe12a3ee,GOVS1WA8,75118783,271784,Urban Transit 64,GOV77UDK,GOVHDS48,1,0,GOVVMHP3,1,3144,64928373,54666445,2024Q2,CPGRAMS
