energy_eff_program_year,energy_eff_program_id,energy_eff_measure_type_code,energy_eff_rebate_amount_inr,energy_eff_participant_count,energy_eff_kwh_savings_first_year,energy_eff_kw_savings_peak,energy_eff_therm_savings_first_year,energy_eff_lifetime_savings_mwh,energy_eff_cost_effectiveness_trc,energy_eff_cost_effectiveness_pac,energy_eff_net_to_gross_ratio,energy_eff_free_ridership_rate,energy_eff_spillover_rate,energy_eff_verification_method_code,energy_eff_evaluation_report_link_id,energy_eff_income_qualification_flag,energy_eff_contractor_network_size,energy_eff_market_transformation_score,energy_eff_measure_installation_time_days
2022,EFF2022-00152,ag_pump,243413.97,3365,359177.01,1686.045,555365.8,2602.944,1.008,0.499,0.785,0.16,0.121,metered_savings,RPT2022-000152,1,380,51.27,233
2022,EFF2022-00153,smart_meter,105635.44,13737,322421.92,1095.731,343070.04,2904.194,0.103,0.756,0.536,0.299,0.0,randomized,RPT2022-000153,0,188,60.31,122
2018,EFF2018-00154,motor,191361.63,35426,83899.2,4491.541,62228.81,861.52,1.647,0.793,0.769,0.145,0.03,onsite,RPT2018-000154,1,562,55.65,68
2023,EFF2023-00155,building_retrofit,160307.85,6446,76022.64,2231.274,6135.72,201.363,1.806,1.3,0.971,0.054,0.029,billing_analysis,RPT2023-000155,0,287,82.01,17
2018,EFF2018-00156,insulation,185255.52,37441,663979.33,637.447,547889.92,5123.402,1.661,0.315,0.803,0.186,0.012,billing_analysis,RPT2018-000156,1,398,55.27,194
2019,EFF2019-00157,hvac,236894.83,44528,185579.43,1130.949,476584.96,525.475,1.143,2.529,0.664,0.059,0.256,metered_savings,RPT2019-000157,1,619,65.85,237
2020,EFF2020-00158,insulation,56469.86,11252,798968.51,591.899,112818.92,1619.826,1.738,2.311,0.619,0.141,0.101,onsite,RPT2020-000158,0,408,55.73,108
2019,EFF2019-00159,smart_meter,237472.82,41009,719026.93,2486.943,415212.08,5701.641,0.897,1.388,0.696,0.108,0.153,onsite,RPT2019-000159,1,247,63.92,51
2024,EFF2024-00160,smart_meter,242977.53,14195,239035.94,822.302,366588.98,1617.62,1.261,1.046,0.923,0.172,0.087,billing_analysis,RPT2024-000160,1,585,26.48,206
2022,EFF2022-00161,insulation,71731.41,15194,42348.1,3085.909,450521.98,341.26,1.229,0.486,0.891,0.214,0.087,engineering,RPT2022-000161,1,87,36.91,32
2019,EFF2019-00162,ag_pump,5962.61,1310,27846.31,3391.688,542600.44,290.075,0.816,1.419,0.71,0.201,0.032,billing_analysis,RPT2019-000162,0,478,63.9,183
2023,EFF2023-00163,led,219925.27,8844,702686.31,3496.061,75083.11,5332.14,1.233,1.626,0.605,0.132,0.073,onsite,RPT2023-000163,0,106,74.4,164
2018,EFF2018-00164,insulation,243316.98,15033,589127.65,1822.159,26418.56,4645.914,0.855,0.103,0.722,0.254,0.102,billing_analysis,RPT2018-000164,0,413,50.0,230
2024,EFF2024-00165,hvac,226705.17,12087,114462.13,4173.741,545698.76,951.515,1.13,0.114,0.672,0.156,0.13,billing_analysis,RPT2024-000165,0,519,22.26,164
2025,EFF2025-00166,motor,91275.91,49838,661727.74,4426.388,450153.56,6157.043,0.761,1.381,0.873,0.162,0.072,onsite,RPT2025-000166,0,483,78.05,136
2022,EFF2022-00167,smart_meter,148121.65,49296,408906.25,3005.271,4612.08,2601.489,1.868,1.229,0.613,0.185,0.145,billing_analysis,RPT2022-000167,0,354,60.44,46
2025,EFF2025-00168,insulation,103484.8,40899,328051.66,176.459,224498.95,1433.098,1.792,1.239,0.702,0.038,0.164,billing_analysis,RPT2025-000168,1,143,52.15,108
2025,EFF2025-00169,hvac,96524.09,23354,186091.49,119.634,454715.61,2034.528,1.679,1.621,0.601,0.005,0.105,billing_analysis,RPT2025-000169,0,423,63.66,236
2022,EFF2022-00170,led,230680.28,5265,180383.71,2772.382,486808.87,1964.049,1.458,0.723,0.766,0.248,0.12,randomized,RPT2022-000170,0,61,72.32,57
2020,EFF2020-00171,smart_meter,207746.51,38222,321112.22,3747.361,587383.89,2391.955,0.676,0.98,0.818,0.295,0.241,randomized,RPT2020-000171,1,403,48.0,196
2019,EFF2019-00172,building_retrofit,187862.29,24146,733592.77,2473.607,66311.14,4917.348,1.308,2.509,0.832,0.245,0.059,billing_analysis,RPT2019-000172,0,139,65.84,212
2020,EFF2020-00173,ag_pump,207888.79,29993,644872.99,3592.761,489464.86,3951.47,0.741,1.914,0.69,0.264,0.143,billing_analysis,RPT2020-000173,1,196,60.37,161
2022,EFF2022-00174,ag_pump,50273.41,44544,652778.23,776.114,455999.7,6957.74,1.223,0.708,0.716,0.158,0.059,billing_analysis,RPT2022-000174,0,119,78.46,235
2022,EFF2022-00175,building_retrofit,239062.79,42404,282035.24,4296.076,377552.52,1954.916,0.671,1.359,0.771,0.118,0.116,metered_savings,RPT2022-000175,1,561,63.77,79
2019,EFF2019-00176,insulation,5836.52,22502,630063.64,3818.641,347752.78,6456.261,0.76,0.05,0.822,0.12,0.215,engineering,RPT2019-000176,0,134,26.66,13
2024,EFF2024-00177,smart_meter,108272.25,12137,372436.39,3006.911,296542.06,1695.524,0.84,1.533,0.713,0.191,0.134,billing_analysis,RPT2024-000177,0,529,68.38,208
2023,EFF2023-00178,insulation,96238.14,44727,486426.6,3414.675,583210.1,4743.111,1.049,1.428,0.755,0.283,0.055,engineering,RPT2023-000178,1,435,36.26,65
2023,EFF2023-00179,building_retrofit,33899.54,25337,119119.84,801.964,596828.05,1226.075,0.527,2.113,0.812,0.168,0.014,engineering,RPT2023-000179,0,59,33.26,42
2018,EFF2018-00180,insulation,213339.32,26488,355859.0,2654.556,534780.7,2881.022,1.596,1.879,0.728,0.179,0.121,randomized,RPT2018-000180,0,646,25.99,233
2020,EFF2020-00181,hvac,146184.76,5054,360253.52,587.021,488075.9,834.335,1.17,0.575,0.81,0.07,0.14,billing_analysis,RPT2020-000181,0,526,51.87,201
2023,EFF2023-00182,hvac,154433.76,29937,110555.39,115.639,562768.87,1107.275,1.347,1.274,0.519,0.058,0.196,metered_savings,RPT2023-000182,1,445,22.68,6
2020,EFF2020-00183,smart_meter,232321.51,38396,146448.44,3459.986,522082.47,1450.698,1.298,0.05,0.777,0.057,0.147,onsite,RPT2020-000183,1,513,43.81,10
2025,EFF2025-00184,smart_meter,226626.48,9731,123643.45,2266.771,558626.15,918.855,1.429,1.013,0.98,0.217,0.039,randomized,RPT2025-000184,1,599,66.82,8
2020,EFF2020-00185,hvac,7251.56,9099,710785.27,1579.347,205189.85,4935.014,0.929,0.537,0.782,0.038,0.154,randomized,RPT2020-000185,0,183,75.64,187
2024,EFF2024-00186,solar_rooftop,235709.57,42465,444319.25,2835.747,314054.77,3205.072,0.709,1.325,0.693,0.24,0.18,onsite,RPT2024-000186,0,122,54.61,234
2021,EFF2021-00187,motor,45505.92,47965,355648.05,1132.086,142984.02,2406.232,0.168,0.225,0.821,0.338,0.151,engineering,RPT2021-000187,1,11,65.65,92
2019,EFF2019-00188,insulation,5068.66,26891,790832.97,1520.101,25048.73,8982.882,0.525,0.891,0.693,0.121,0.079,billing_analysis,RPT2019-000188,1,178,39.76,208
2022,EFF2022-00189,smart_meter,159403.1,39140,639649.94,4174.82,594514.18,3488.198,0.984,1.214,0.883,0.247,0.124,engineering,RPT2022-000189,0,528,30.54,178
2018,EFF2018-00190,solar_rooftop,2525.84,10503,131539.15,4007.25,268502.29,1398.781,1.23,0.55,0.652,0.29,0.117,engineering,RPT2018-000190,0,251,45.76,77
2020,EFF2020-00191,solar_rooftop,135181.11,23792,573292.12,200.262,444049.55,2428.196,1.332,1.114,0.718,0.179,0.056,engineering,RPT2020-000191,1,208,58.64,107
2025,EFF2025-00192,led,53198.15,43939,370003.25,3194.331,3674.42,3734.169,1.639,1.24,0.857,0.0,0.203,metered_savings,RPT2025-000192,1,48,73.12,209
2025,EFF2025-00193,motor,31072.56,44278,525929.31,863.01,261703.74,1440.328,0.303,1.609,0.794,0.104,0.063,onsite,RPT2025-000193,1,442,54.94,23
2021,EFF2021-00194,ag_pump,213750.31,44878,697335.45,2708.827,186976.86,7667.682,1.503,2.093,0.884,0.238,0.079,onsite,RPT2021-000194,1,602,79.07,45
2022,EFF2022-00195,ag_pump,4173.29,44449,610070.04,1565.836,468725.72,1413.072,1.071,1.088,0.81,0.085,0.128,billing_analysis,RPT2022-000195,0,160,56.51,193
2023,EFF2023-00196,solar_rooftop,218099.95,10943,749142.5,2853.902,260047.19,1911.619,1.671,0.324,0.532,0.209,0.159,metered_savings,RPT2023-000196,1,70,41.9,26
2019,EFF2019-00197,led,39492.48,23115,749179.39,1589.32,375916.51,6486.114,0.801,1.876,0.793,0.167,0.09,metered_savings,RPT2019-000197,1,153,39.36,43
2025,EFF2025-00198,insulation,35984.91,16665,141255.35,1173.174,571506.36,442.547,1.017,1.558,0.782,0.16,0.044,engineering,RPT2025-000198,1,551,93.94,221
2025,EFF2025-00199,smart_meter,102665.26,42665,711192.22,4126.152,187395.8,5880.174,2.214,0.504,0.724,0.022,0.108,onsite,RPT2025-000199,0,81,57.4,31
2020,EFF2020-00200,smart_meter,127615.9,49819,453636.76,1592.07,469342.97,3069.55,1.981,0.554,0.81,0.068,0.076,randomized,RPT2020-000200,1,639,89.25,160
2025,EFF2025-00201,building_retrofit,51466.79,24516,184101.47,2746.331,487126.2,464.106,1.224,1.484,0.619,0.219,0.118,onsite,RPT2025-000201,0,279,18.43,143
2025,EFF2025-00202,led,125482.9,7360,80163.47,598.909,210932.32,601.194,0.549,0.96,0.78,0.099,0.034,randomized,RPT2025-000202,0,17,70.11,215
2025,EFF2025-00203,motor,134876.68,4954,662598.25,720.902,394634.34,7182.977,1.927,1.818,0.719,0.164,0.138,onsite,RPT2025-000203,1,517,53.81,220
2020,EFF2020-00204,ag_pump,127645.79,13723,724243.76,2138.606,264978.09,1866.512,1.052,1.147,0.795,0.212,0.218,onsite,RPT2020-000204,1,142,34.75,25
2023,EFF2023-00205,motor,42953.82,17816,664778.75,684.299,93444.71,4891.754,1.626,0.269,0.872,0.16,0.046,engineering,RPT2023-000205,0,437,31.1,9
2023,EFF2023-00206,motor,108712.81,45176,483273.32,459.078,28480.22,1361.279,1.543,1.148,0.864,0.033,0.044,billing_analysis,RPT2023-000206,0,88,39.77,134
2018,EFF2018-00207,solar_rooftop,164747.87,17824,505048.49,3340.337,64391.38,5722.926,1.807,0.863,0.881,0.259,0.158,randomized,RPT2018-000207,0,242,49.21,79
2024,EFF2024-00208,building_retrofit,81986.78,15055,381509.65,3433.496,58304.99,4563.417,0.984,1.487,0.977,0.109,0.106,randomized,RPT2024-000208,1,595,70.5,192
2018,EFF2018-00209,solar_rooftop,75493.57,33941,62926.31,231.805,235541.98,665.055,1.702,1.573,0.687,0.363,0.0,randomized,RPT2018-000209,1,408,47.58,117
2022,EFF2022-00210,led,105041.8,18370,318583.11,3173.394,283145.59,3227.877,1.223,1.817,0.796,0.177,0.084,randomized,RPT2022-000210,0,486,48.87,165
2023,EFF2023-00211,led,82570.04,12809,659546.48,3834.275,271307.01,1416.674,2.041,1.107,0.826,0.187,0.058,randomized,RPT2023-000211,1,409,38.2,57
2023,EFF2023-00212,ag_pump,135200.27,21901,190022.0,1941.255,50545.06,975.394,1.07,0.063,0.738,0.018,0.041,billing_analysis,RPT2023-000212,1,482,25.62,53
2025,EFF2025-00213,building_retrofit,224459.33,18512,728553.73,771.434,162614.14,2904.623,0.1,0.469,0.683,0.067,0.107,onsite,RPT2025-000213,1,242,53.2,80
2025,EFF2025-00214,building_retrofit,134052.77,22724,158086.11,4100.55,399866.08,1597.853,0.941,1.715,0.806,0.094,0.031,onsite,RPT2025-000214,0,9,58.97,68
2024,EFF2024-00215,solar_rooftop,150489.85,6623,164986.88,2081.425,299428.23,555.136,2.015,0.169,0.84,0.089,0.111,billing_analysis,RPT2024-000215,1,476,64.95,202
2025,EFF2025-00216,ag_pump,23382.16,5007,677845.39,3243.112,506281.84,2630.536,1.139,1.477,0.67,0.032,0.148,billing_analysis,RPT2025-000216,1,590,50.98,90
2025,EFF2025-00217,ag_pump,100004.45,33422,665118.27,202.713,437538.07,2063.845,1.044,0.716,0.952,0.093,0.0,billing_analysis,RPT2025-000217,0,644,68.96,178
2021,EFF2021-00218,hvac,28705.52,33374,431211.59,3569.462,571256.38,3356.524,0.976,1.404,0.929,0.174,0.098,onsite,RPT2021-000218,0,123,80.76,104
2024,EFF2024-00219,ag_pump,168947.24,37035,59193.91,3877.274,245870.2,141.774,2.481,2.379,0.646,0.123,0.052,billing_analysis,RPT2024-000219,1,25,70.15,172
2018,EFF2018-00220,motor,153923.81,869,169607.81,2934.149,591963.59,1949.976,1.065,0.05,0.688,0.242,0.139,onsite,RPT2018-000220,0,463,46.4,187
2025,EFF2025-00221,motor,184257.77,20214,777495.1,4297.783,43567.03,5997.574,1.279,0.267,0.656,0.283,0.08,billing_analysis,RPT2025-000221,0,21,27.21,9
2021,EFF2021-00222,insulation,161589.88,22916,734431.7,3713.224,517606.23,2772.082,0.175,0.217,0.812,0.199,0.097,engineering,RPT2021-000222,0,82,25.76,61
2025,EFF2025-00223,hvac,122952.96,47007,178540.69,3223.928,466383.49,1500.072,1.319,0.078,0.905,0.096,0.113,onsite,RPT2025-000223,1,508,100.0,98
2024,EFF2024-00224,motor,146761.89,749,738199.57,3264.978,70375.96,7520.312,0.933,2.051,0.713,0.08,0.261,onsite,RPT2024-000224,1,284,42.21,185
2021,EFF2021-00225,solar_rooftop,155319.05,16616,416555.41,4258.002,348056.41,4470.674,0.391,1.479,0.77,0.019,0.105,onsite,RPT2021-000225,0,312,38.67,218
2018,EFF2018-00226,ag_pump,171906.18,39343,646109.23,1677.407,432722.17,7395.989,1.035,1.003,0.771,0.104,0.051,onsite,RPT2018-000226,1,631,69.61,209
2021,EFF2021-00227,motor,186463.05,49715,753850.42,2365.083,244950.83,2489.248,1.218,1.024,0.681,0.241,0.031,metered_savings,RPT2021-000227,0,228,22.63,76
2023,EFF2023-00228,smart_meter,194758.97,49861,78702.95,3944.501,493834.03,185.079,1.109,2.118,0.874,0.145,0.045,engineering,RPT2023-000228,1,157,76.87,168
2018,EFF2018-00229,hvac,93574.69,2971,96307.5,2849.877,447697.18,1153.311,1.326,1.523,0.732,0.121,0.138,billing_analysis,RPT2018-000229,0,616,67.36,130
2020,EFF2020-00230,motor,244951.01,34612,667670.37,3697.762,455240.95,3504.922,1.583,0.842,0.75,0.288,0.047,billing_analysis,RPT2020-000230,1,251,57.61,5
2019,EFF2019-00231,building_retrofit,232748.38,31554,213483.11,2159.246,126004.35,1432.803,2.334,0.778,0.826,0.123,0.0,randomized,RPT2019-000231,1,460,86.99,220
2023,EFF2023-00232,motor,72807.06,23374,354730.76,3316.417,434551.12,4007.323,1.869,1.015,0.642,0.312,0.171,billing_analysis,RPT2023-000232,0,642,73.39,42
2022,EFF2022-00233,hvac,67290.4,21847,404386.07,3359.454,251660.38,3899.987,1.271,1.298,0.86,0.311,0.086,engineering,RPT2022-000233,1,12,54.62,151
2021,EFF2021-00234,solar_rooftop,204784.83,44185,722247.97,2407.086,307349.54,5981.765,0.776,1.311,0.76,0.193,0.079,onsite,RPT2021-000234,1,168,57.01,12
2024,EFF2024-00235,led,110457.53,11670,764262.73,2892.408,452445.43,2584.204,2.292,1.038,0.85,0.229,0.086,billing_analysis,RPT2024-000235,1,606,41.87,162
2024,EFF2024-00236,building_retrofit,50833.59,12531,232551.73,3188.849,467587.6,2301.247,0.477,0.05,0.98,0.0,0.049,onsite,RPT2024-000236,0,5,49.09,25
2023,EFF2023-00237,building_retrofit,65218.85,42543,449915.95,491.946,372917.11,1591.138,0.591,0.558,0.91,0.175,0.15,randomized,RPT2023-000237,0,360,82.94,148
2023,EFF2023-00238,hvac,136293.13,18359,446296.78,1618.112,174014.56,4583.582,1.395,0.567,0.862,0.116,0.054,metered_savings,RPT2023-000238,1,416,17.44,32
2021,EFF2021-00239,building_retrofit,219832.24,28891,237684.62,3041.222,71790.08,971.906,1.424,0.05,0.607,0.203,0.174,engineering,RPT2021-000239,1,75,40.55,129
2019,EFF2019-00240,solar_rooftop,180376.42,29752,58010.39,1465.969,6268.36,160.876,0.446,1.085,0.605,0.217,0.208,metered_savings,RPT2019-000240,1,401,48.62,122
2025,EFF2025-00241,insulation,182449.87,14453,224823.77,3957.149,85736.09,2395.504,0.305,1.34,0.902,0.212,0.027,billing_analysis,RPT2025-000241,1,168,57.11,110
2019,EFF2019-00242,insulation,120686.57,7698,745652.45,2047.64,382285.48,6456.008,1.135,1.74,0.696,0.164,0.11,engineering,RPT2019-000242,0,231,39.9,170
2021,EFF2021-00243,solar_rooftop,158979.0,32909,413127.24,0.287,510544.24,1335.829,0.924,0.978,0.792,0.153,0.0,engineering,RPT2021-000243,0,255,65.39,9
2022,EFF2022-00244,solar_rooftop,33373.39,36134,21556.43,2262.153,224328.14,197.107,1.384,1.079,0.973,0.08,0.178,billing_analysis,RPT2022-000244,0,404,59.14,200
2018,EFF2018-00245,smart_meter,176266.96,1558,474014.56,1841.483,101307.91,2274.919,1.061,1.2,0.48,0.267,0.065,onsite,RPT2018-000245,0,38,51.26,222
2024,EFF2024-00246,smart_meter,132458.78,28776,687303.07,2766.484,129253.16,3793.669,0.488,1.417,0.941,0.129,0.023,onsite,RPT2024-000246,1,576,56.3,16
2025,EFF2025-00247,motor,132419.7,23245,7221.23,3553.465,443671.06,45.008,1.669,1.462,0.739,0.191,0.077,onsite,RPT2025-000247,1,253,41.66,115
2023,EFF2023-00248,solar_rooftop,133778.58,22103,327761.3,1868.503,593037.21,789.597,1.829,0.282,0.825,0.128,0.077,metered_savings,RPT2023-000248,1,10,81.95,152
2021,EFF2021-00249,motor,63750.02,29113,387891.06,2403.547,346315.1,3708.104,1.85,1.058,0.958,0.0,0.11,randomized,RPT2021-000249,0,270,61.36,181
2023,EFF2023-00250,solar_rooftop,218965.38,11583,344616.11,655.968,437424.78,1175.458,0.879,1.715,0.688,0.172,0.019,onsite,RPT2023-000250,0,75,65.08,185
2018,EFF2018-00251,motor,142596.16,36136,798841.71,975.841,119049.5,4233.433,1.411,1.654,0.803,0.068,0.191,onsite,RPT2018-000251,1,304,21.97,196
2021,EFF2021-00252,insulation,7185.16,29706,79349.19,620.692,140576.79,435.315,1.325,1.021,0.633,0.196,0.08,onsite,RPT2021-000252,0,26,65.44,51
2023,EFF2023-00253,smart_meter,7322.75,43396,687434.77,3158.151,291499.26,2852.811,1.173,0.786,0.885,0.152,0.032,billing_analysis,RPT2023-000253,1,146,29.98,78
2025,EFF2025-00254,hvac,234706.02,31566,487385.06,3085.54,119529.26,5405.6,0.931,0.905,0.973,0.028,0.0,metered_savings,RPT2025-000254,1,264,90.23,198
2024,EFF2024-00255,led,92706.41,34322,586897.38,1484.175,61628.94,1948.565,0.507,0.367,0.496,0.287,0.036,engineering,RPT2024-000255,0,62,54.89,175
2025,EFF2025-00256,insulation,57546.29,39970,408464.76,3328.203,443321.01,1283.973,0.67,1.386,0.951,0.085,0.251,randomized,RPT2025-000256,0,443,69.9,141
2024,EFF2024-00257,led,45896.57,9108,575976.88,1021.149,398639.35,6216.929,0.506,0.68,0.771,0.137,0.182,metered_savings,RPT2024-000257,1,195,37.73,73
2019,EFF2019-00258,solar_rooftop,75332.26,30905,700720.42,4276.988,411686.43,7971.209,1.196,1.115,0.683,0.157,0.063,randomized,RPT2019-000258,1,220,26.68,126
2022,EFF2022-00259,smart_meter,133451.05,1172,563629.52,4233.103,166890.91,3918.357,0.894,0.05,0.832,0.022,0.006,randomized,RPT2022-000259,0,175,66.02,51
2020,EFF2020-00260,insulation,157258.07,7016,541603.19,1547.325,407502.45,4947.467,0.1,1.199,0.98,0.08,0.042,onsite,RPT2020-000260,1,347,56.14,136
2021,EFF2021-00261,motor,169071.92,3676,105174.97,3222.702,59683.17,270.328,1.161,1.095,0.911,0.079,0.173,onsite,RPT2021-000261,0,262,52.07,135
2022,EFF2022-00262,ag_pump,72967.51,35292,137455.77,4491.494,470470.01,934.197,0.907,0.925,0.817,0.287,0.029,metered_savings,RPT2022-000262,0,583,43.96,85
2022,EFF2022-00263,smart_meter,147190.35,28472,207027.59,2471.658,126877.37,1616.636,0.28,0.679,0.685,0.017,0.117,metered_savings,RPT2022-000263,1,54,43.4,69
2018,EFF2018-00264,led,187048.0,33379,493832.77,735.784,170144.31,2246.372,1.657,2.238,0.785,0.295,0.127,billing_analysis,RPT2018-000264,0,129,27.25,143
2020,EFF2020-00265,led,31775.17,11691,174786.83,963.435,485793.51,512.383,0.97,1.21,0.728,0.069,0.173,randomized,RPT2020-000265,0,69,22.0,159
2022,EFF2022-00266,solar_rooftop,130970.28,20708,358795.15,4396.405,2017.95,3336.105,0.782,2.055,0.791,0.161,0.012,metered_savings,RPT2022-000266,1,226,56.64,23
2024,EFF2024-00267,motor,113867.55,32439,308646.8,1484.395,500699.95,2820.317,1.812,0.679,0.597,0.319,0.148,engineering,RPT2024-000267,1,183,48.99,207
2021,EFF2021-00268,solar_rooftop,104621.36,43420,270983.8,3858.821,388451.1,1752.308,1.751,0.613,0.84,0.118,0.19,engineering,RPT2021-000268,0,174,49.57,162
2023,EFF2023-00269,solar_rooftop,111430.47,25519,412937.67,4389.96,173550.79,3008.189,1.419,0.77,0.939,0.119,0.003,metered_savings,RPT2023-000269,1,248,37.15,224
2022,EFF2022-00270,smart_meter,168675.08,42725,696366.22,3469.646,114834.6,5836.061,1.216,0.293,0.497,0.146,0.099,metered_savings,RPT2022-000270,1,235,77.58,190
2020,EFF2020-00271,led,83287.71,38742,435441.91,715.08,288876.34,3498.668,1.045,0.837,0.739,0.19,0.062,engineering,RPT2020-000271,1,646,72.72,10
2019,EFF2019-00272,smart_meter,142468.24,25957,417271.55,424.038,409602.85,3637.149,2.019,0.374,0.567,0.213,0.059,billing_analysis,RPT2019-000272,1,10,44.92,8
2021,EFF2021-00273,smart_meter,225742.78,45883,240777.71,908.513,349185.93,1113.242,1.595,0.05,0.795,0.097,0.087,onsite,RPT2021-000273,0,100,55.49,125
2025,EFF2025-00274,ag_pump,90208.09,23114,763785.85,3842.793,345548.1,8443.775,2.141,1.16,0.72,0.171,0.052,randomized,RPT2025-000274,0,303,50.89,142
2021,EFF2021-00275,hvac,198305.48,40881,509035.98,2180.584,280745.04,2508.805,1.72,1.022,0.69,0.169,0.08,onsite,RPT2021-000275,1,439,36.14,85
2018,EFF2018-00276,hvac,131970.95,15074,583600.48,252.515,361968.98,3910.395,1.529,1.015,0.91,0.038,0.009,engineering,RPT2018-000276,1,639,79.21,132
2024,EFF2024-00277,insulation,218017.1,8185,197856.35,190.911,362589.13,1769.538,1.126,0.434,0.98,0.161,0.142,billing_analysis,RPT2024-000277,1,250,48.93,152
2025,EFF2025-00278,led,198022.23,10838,580158.76,1922.144,402994.87,1495.791,0.1,0.108,0.728,0.19,0.073,onsite,RPT2025-000278,1,73,44.49,138
2025,EFF2025-00279,hvac,26634.18,25409,382651.2,2111.85,99620.56,4377.751,1.111,0.774,0.98,0.134,0.115,onsite,RPT2025-000279,1,368,25.95,65
2020,EFF2020-00280,building_retrofit,249236.19,42491,614018.03,1331.817,478127.44,3634.32,0.721,0.516,0.634,0.132,0.078,onsite,RPT2020-000280,0,497,78.48,98
2023,EFF2023-00281,led,228819.16,49765,501401.8,551.067,404531.96,5896.591,1.716,0.462,0.67,0.158,0.159,engineering,RPT2023-000281,0,640,26.39,40
2025,EFF2025-00282,led,101630.76,40566,119119.14,1826.059,17488.7,447.869,1.072,1.475,0.898,0.079,0.108,billing_analysis,RPT2025-000282,1,627,69.06,184
2022,EFF2022-00283,insulation,90733.4,33194,656036.89,2322.357,595530.35,4673.444,0.907,1.145,0.869,0.195,0.198,onsite,RPT2022-000283,0,534,49.81,44
2025,EFF2025-00284,solar_rooftop,33011.25,65,794067.61,3992.492,113028.2,2547.482,1.982,0.854,0.822,0.179,0.171,metered_savings,RPT2025-000284,0,459,43.99,55
2023,EFF2023-00285,hvac,169356.76,31704,648568.93,690.984,511528.99,6649.089,0.671,0.207,0.783,0.061,0.104,metered_savings,RPT2023-000285,0,187,90.9,173
2020,EFF2020-00286,smart_meter,174377.68,36614,738775.06,939.491,261495.48,3261.966,1.401,1.636,0.714,0.145,0.066,engineering,RPT2020-000286,1,609,40.93,136
2023,EFF2023-00287,motor,107010.05,26236,414428.14,1542.946,160771.55,4014.271,1.114,0.395,0.747,0.216,0.128,onsite,RPT2023-000287,0,225,50.44,3
2021,EFF2021-00288,motor,155373.16,36429,689727.81,1382.129,402962.93,3235.933,0.1,1.343,0.716,0.08,0.017,randomized,RPT2021-000288,0,477,29.7,45
2019,EFF2019-00289,hvac,199767.37,27180,741803.56,2323.697,115818.46,1653.318,1.156,0.801,0.647,0.203,0.149,onsite,RPT2019-000289,0,25,51.49,229
2024,EFF2024-00290,motor,19208.33,47243,109400.77,590.065,589688.96,406.18,0.478,1.704,0.879,0.042,0.049,metered_savings,RPT2024-000290,1,485,75.88,201
2022,EFF2022-00291,led,62623.04,15037,156308.35,2136.21,47987.47,767.363,1.536,0.739,0.848,0.184,0.166,metered_savings,RPT2022-000291,0,427,47.06,72
2021,EFF2021-00292,motor,193381.75,36925,95012.4,2312.691,586887.52,1065.445,0.638,0.927,0.98,0.075,0.098,randomized,RPT2021-000292,1,205,40.97,68
