safe_survey_survey_wave_id,safe_survey_respondent_household_id,safe_survey_perceived_safety_night_score,safe_survey_perceived_safety_day_score,safe_survey_victimization_any_flag,safe_survey_victimization_property_flag,safe_survey_victimization_violent_flag,safe_survey_reporting_to_police_flag,safe_survey_reason_not_reported_code,safe_survey_trust_in_police_score,safe_survey_fear_of_crime_index,safe_survey_neighborhood_disorder_index,safe_survey_social_cohesion_score,safe_survey_collective_efficacy_score,safe_survey_gun_heard_frequency,safe_survey_drug_activity_observed_frequency,safe_survey_lighting_adequacy_score,safe_survey_public_space_usage_score,safe_survey_survey_mode_type,safe_survey_weight_calibration_factor
WAVE001,HH000000160,10,9,1,1,0,0,NO_TRUST,0,0.7477,0.6438,0.3008,0.7844,SOMETIMES,SOMETIMES,2,0.0902,WEB,1.972905
WAVE002,HH000000161,9,10,1,0,0,0,NO_TIME,0,0.1095,0.887,0.8763,0.8167,OFTEN,RARELY,8,0.1763,WEB,2.655368
WAVE003,HH000000162,1,5,0,0,0,1,NOT_APPLICABLE,9,0.1008,0.2062,0.2069,0.8523,SOMETIMES,NEVER,1,0.3931,WEB,2.072947
WAVE004,HH000000163,2,6,1,0,0,0,NOT_APPLICABLE,7,0.5174,0.0842,0.5984,0.6434,SOMETIMES,SOMETIMES,2,0.0475,WEB,2.468012
WAVE005,HH000000164,6,6,1,1,0,1,NO_TRUST,6,0.0371,0.8598,0.7272,0.3002,RARELY,RARELY,6,0.2254,WEB,0.281039
WAVE006,HH000000165,0,4,1,0,0,1,NOT_APPLICABLE,7,0.722,0.7358,0.1294,0.3415,RARELY,NEVER,2,0.045,WEB,1.667018
WAVE007,HH000000166,8,5,0,0,0,1,NO_TRUST,0,0.0678,0.0026,0.7281,0.921,SOMETIMES,NEVER,5,0.7927,WEB,0.439508
WAVE008,HH000000167,7,1,0,1,0,1,NOT_APPLICABLE,3,0.2235,0.0368,0.8466,0.1484,RARELY,NEVER,9,0.5156,WEB,1.8072
WAVE009,HH000000168,10,9,0,1,0,1,NOT_APPLICABLE,0,0.1997,0.2377,0.2095,0.74,RARELY,OFTEN,7,0.687,MAIL,2.556925
WAVE010,HH000000169,1,7,0,1,0,0,NOT_APPLICABLE,7,0.2699,0.9889,0.4404,0.8585,NEVER,RARELY,5,0.1527,PHONE,2.112725
WAVE011,HH000000170,0,6,1,0,0,0,NOT_APPLICABLE,5,0.1497,0.0739,0.8267,0.857,SOMETIMES,NEVER,2,0.8151,PHONE,2.096339
WAVE012,HH000000171,2,9,0,0,0,1,NOT_APPLICABLE,0,0.9759,0.8709,0.798,0.6102,NEVER,NEVER,0,0.0941,PHONE,2.377596
WAVE013,HH000000172,5,7,0,0,0,1,FEAR_RETALIATION,7,0.0163,0.3248,0.5675,0.8199,OFTEN,SOMETIMES,6,0.9223,WEB,2.448142
WAVE014,HH000000173,8,8,0,0,1,0,NO_TRUST,5,0.4749,0.7999,0.0129,0.4838,RARELY,RARELY,3,0.1083,PHONE,1.68939
WAVE015,HH000000174,7,9,0,0,0,0,OTHER,8,0.7791,0.6635,0.7916,0.1351,RARELY,RARELY,2,0.9543,MAIL,2.254419
WAVE016,HH000000175,2,0,0,0,0,0,NOT_APPLICABLE,10,0.2768,0.6862,0.7247,0.7933,OFTEN,RARELY,9,0.49,WEB,0.558845
WAVE017,HH000000176,0,9,0,0,0,0,NO_TRUST,2,0.884,0.3264,0.5313,0.1837,RARELY,NEVER,8,0.4113,PHONE,1.4006
WAVE018,HH000000177,6,2,0,0,0,0,NOT_APPLICABLE,1,0.7582,0.2973,0.0355,0.5513,NEVER,NEVER,10,0.6777,PHONE,2.139859
WAVE019,HH000000178,2,0,1,0,0,1,NOT_APPLICABLE,3,0.9992,0.1001,0.3489,0.7406,NEVER,SOMETIMES,2,0.774,PHONE,2.709999
WAVE020,HH000000179,7,9,1,0,0,0,TOO_MINOR,0,0.7056,0.5373,0.8954,0.6342,SOMETIMES,NEVER,9,0.8622,WEB,0.409683
WAVE021,HH000000180,6,6,0,0,0,0,NO_TIME,6,0.28,0.2863,0.7039,0.3576,RARELY,NEVER,7,0.6345,IN_PERSON,2.87446
WAVE022,HH000000181,1,7,0,0,0,0,NOT_APPLICABLE,8,0.6534,0.9,0.7655,0.2872,RARELY,NEVER,3,0.1151,MAIL,2.955386
WAVE023,HH000000182,3,2,1,0,0,1,NOT_APPLICABLE,10,0.0864,0.8677,0.9573,0.31,RARELY,RARELY,2,0.8414,MAIL,2.871056
WAVE024,HH000000183,8,4,0,0,0,1,TOO_MINOR,3,0.4105,0.8789,0.4358,0.5272,NEVER,SOMETIMES,7,0.9646,WEB,1.226062
WAVE025,HH000000184,9,10,0,0,0,1,TOO_MINOR,6,0.8104,0.3204,0.921,0.5283,NEVER,RARELY,10,0.0883,IN_PERSON,2.015016
WAVE026,HH000000185,5,4,0,0,0,1,NOT_APPLICABLE,7,0.8052,0.3123,0.2218,0.2887,RARELY,RARELY,0,0.1713,PHONE,0.837857
WAVE027,HH000000186,9,4,0,0,0,1,NO_TIME,10,0.5468,0.98,0.5158,0.3581,NEVER,RARELY,5,0.4874,PHONE,2.526564
WAVE028,HH000000187,6,0,0,0,0,1,NO_TRUST,5,0.9718,0.4983,0.3836,0.3731,NEVER,NEVER,10,0.6175,WEB,0.686163
WAVE029,HH000000188,4,10,0,0,0,1,NOT_APPLICABLE,2,0.4115,0.7973,0.9955,0.028,RARELY,SOMETIMES,10,0.1054,MAIL,2.785669
WAVE030,HH000000189,6,3,0,0,0,0,NOT_APPLICABLE,6,0.6311,0.9039,0.341,0.5521,NEVER,NEVER,4,0.1823,MAIL,1.891799
WAVE031,HH000000190,8,1,0,1,0,0,NO_TIME,8,0.2481,0.9899,0.6132,0.9839,NEVER,NEVER,5,0.7498,MAIL,2.395771
WAVE032,HH000000191,10,0,0,0,0,1,NOT_APPLICABLE,6,0.5091,0.6316,0.0508,0.9674,RARELY,NEVER,2,0.008,PHONE,0.35312
WAVE033,HH000000192,4,9,0,1,0,0,NOT_APPLICABLE,7,0.5653,0.0233,0.5174,0.4616,NEVER,OFTEN,10,0.0661,MAIL,0.627127
WAVE034,HH000000193,9,3,0,0,0,1,NOT_APPLICABLE,4,0.003,0.947,0.587,0.6794,SOMETIMES,NEVER,6,0.3376,PHONE,0.233368
WAVE035,HH000000194,7,1,0,0,0,1,NOT_APPLICABLE,10,0.8538,0.6146,0.8325,0.6493,NEVER,RARELY,9,0.1361,WEB,2.715081
WAVE036,HH000000195,2,5,1,0,0,0,NOT_APPLICABLE,7,0.5352,0.0982,0.0387,0.0824,RARELY,NEVER,9,0.9135,PHONE,0.338185
WAVE037,HH000000196,4,10,0,1,0,0,NOT_APPLICABLE,5,0.1456,0.3893,0.017,0.3643,NEVER,RARELY,1,0.8072,PHONE,2.649229
WAVE038,HH000000197,4,10,0,0,0,1,NOT_APPLICABLE,5,0.31,0.6988,0.4839,0.4424,RARELY,RARELY,9,0.7006,PHONE,2.755092
WAVE039,HH000000198,1,6,0,0,0,0,FEAR_RETALIATION,4,0.7312,0.3509,0.6814,0.853,SOMETIMES,RARELY,5,0.0938,WEB,0.902781
WAVE040,HH000000199,2,4,1,0,1,1,NOT_APPLICABLE,1,0.2435,0.7775,0.6252,0.1222,OFTEN,SOMETIMES,10,0.3367,WEB,1.277277
WAVE001,HH000000200,3,1,0,0,0,0,FEAR_RETALIATION,8,0.3978,0.7948,0.0694,0.4593,NEVER,NEVER,0,0.6604,WEB,2.768533
WAVE002,HH000000201,3,6,0,0,1,1,NOT_APPLICABLE,10,0.3676,0.1806,0.2763,0.0129,NEVER,NEVER,5,0.9686,WEB,1.689616
WAVE003,HH000000202,6,2,0,0,0,1,NOT_APPLICABLE,7,0.8162,0.1977,0.2613,0.985,NEVER,NEVER,9,0.0434,PHONE,0.468008
WAVE004,HH000000203,6,3,0,0,1,0,FEAR_RETALIATION,5,0.3663,0.2952,0.4035,0.9506,NEVER,RARELY,10,0.7014,PHONE,2.774696
WAVE005,HH000000204,3,10,1,0,0,0,TOO_MINOR,1,0.8604,0.1195,0.3074,0.3506,NEVER,OFTEN,6,0.2323,WEB,0.986769
WAVE006,HH000000205,10,5,1,0,0,1,NOT_APPLICABLE,8,0.0566,0.0189,0.6868,0.139,NEVER,OFTEN,9,0.6691,PHONE,1.625046
WAVE007,HH000000206,1,9,0,0,0,1,TOO_MINOR,4,0.1507,0.8323,0.9621,0.2694,SOMETIMES,OFTEN,6,0.7206,MAIL,1.441441
WAVE008,HH000000207,5,6,0,1,0,1,FEAR_RETALIATION,10,0.1322,0.4302,0.3991,0.2698,NEVER,RARELY,9,0.1449,PHONE,1.61811
WAVE009,HH000000208,7,1,0,0,0,0,NOT_APPLICABLE,9,0.9184,0.3486,0.2207,0.8812,NEVER,NEVER,5,0.1312,WEB,0.705029
WAVE010,HH000000209,6,1,0,0,0,1,NOT_APPLICABLE,9,0.0671,0.0963,0.2345,0.5878,RARELY,SOMETIMES,2,0.9755,WEB,1.169334
WAVE011,HH000000210,0,6,0,0,0,0,TOO_MINOR,8,0.1608,0.8926,0.75,0.7016,RARELY,RARELY,4,0.112,WEB,1.740008
WAVE012,HH000000211,0,6,1,0,0,1,NOT_APPLICABLE,3,0.4808,0.7435,0.9377,0.7725,RARELY,SOMETIMES,2,0.5727,WEB,0.871104
WAVE013,HH000000212,10,0,1,1,0,0,NOT_APPLICABLE,4,0.4562,0.0499,0.1674,0.4437,OFTEN,NEVER,0,0.4745,MAIL,0.394111
WAVE014,HH000000213,3,3,0,0,0,0,NOT_APPLICABLE,4,0.2508,0.6257,0.772,0.0516,OFTEN,NEVER,2,0.6373,PHONE,2.597313
WAVE015,HH000000214,6,7,0,0,0,0,NOT_APPLICABLE,8,0.706,0.7504,0.3948,0.0364,SOMETIMES,NEVER,6,0.2669,PHONE,2.316217
WAVE016,HH000000215,7,8,0,1,0,1,TOO_MINOR,4,0.5412,0.76,0.9284,0.7057,NEVER,NEVER,4,0.515,PHONE,2.259831
WAVE017,HH000000216,10,6,0,0,0,1,FEAR_RETALIATION,10,0.3409,0.4324,0.6828,0.298,NEVER,RARELY,9,0.5481,PHONE,2.02518
WAVE018,HH000000217,10,8,0,0,0,0,NOT_APPLICABLE,0,0.236,0.5332,0.8335,0.4259,OFTEN,NEVER,7,0.9285,WEB,0.589674
WAVE019,HH000000218,2,7,0,0,0,0,TOO_MINOR,1,0.5551,0.6476,0.9183,0.6839,NEVER,NEVER,2,0.5293,PHONE,2.822606
WAVE020,HH000000219,7,7,0,0,0,0,NOT_APPLICABLE,8,0.0062,0.077,0.7451,0.7898,RARELY,OFTEN,9,0.0037,WEB,2.791115
WAVE021,HH000000220,0,7,0,0,0,1,NOT_APPLICABLE,8,0.5704,0.1532,0.3716,0.6476,NEVER,SOMETIMES,0,0.5449,WEB,2.847282
WAVE022,HH000000221,8,1,0,0,0,0,NO_TRUST,3,0.714,0.5941,0.2859,0.08,NEVER,NEVER,7,0.2981,MAIL,2.414892
WAVE023,HH000000222,7,6,0,0,0,0,NOT_APPLICABLE,10,0.2563,0.4744,0.6344,0.6846,SOMETIMES,SOMETIMES,3,0.3182,PHONE,1.332058
WAVE024,HH000000223,0,1,0,0,0,0,NOT_APPLICABLE,6,0.9099,0.2994,0.0282,0.9885,OFTEN,SOMETIMES,1,0.8194,MAIL,0.27922
WAVE025,HH000000224,9,8,0,0,0,1,NOT_APPLICABLE,6,0.7119,0.5478,0.9145,0.042,NEVER,RARELY,3,0.0177,IN_PERSON,1.746186
WAVE026,HH000000225,1,8,0,1,0,0,TOO_MINOR,2,0.8424,0.8253,0.8211,0.3076,SOMETIMES,NEVER,0,0.7453,PHONE,1.190658
WAVE027,HH000000226,5,5,0,0,0,1,TOO_MINOR,3,0.2141,0.2894,0.1055,0.7041,NEVER,NEVER,10,0.6542,MAIL,0.66493
WAVE028,HH000000227,8,9,0,0,0,1,NOT_APPLICABLE,1,0.5854,0.4343,0.4891,0.3113,NEVER,OFTEN,4,0.984,WEB,1.924385
WAVE029,HH000000228,10,0,0,0,0,0,NOT_APPLICABLE,2,0.3899,0.8805,0.3358,0.5819,SOMETIMES,RARELY,9,0.1554,IN_PERSON,2.647582
WAVE030,HH000000229,2,5,0,0,0,0,NOT_APPLICABLE,1,0.6017,0.8473,0.7062,0.1997,NEVER,RARELY,4,0.419,WEB,2.033978
WAVE031,HH000000230,6,7,1,0,0,0,TOO_MINOR,4,0.8205,0.7216,0.5309,0.0919,OFTEN,SOMETIMES,5,0.9922,MAIL,1.611688
WAVE032,HH000000231,5,8,1,1,0,0,NOT_APPLICABLE,7,0.476,0.1094,0.9514,0.1266,RARELY,NEVER,0,0.8412,PHONE,1.636868
WAVE033,HH000000232,8,2,0,0,0,1,NOT_APPLICABLE,9,0.6568,0.8599,0.4783,0.1876,NEVER,RARELY,2,0.7784,PHONE,1.551078
WAVE034,HH000000233,3,1,0,0,0,1,NOT_APPLICABLE,9,0.3815,0.1613,0.2601,0.1799,RARELY,NEVER,10,0.8978,MAIL,2.170801
WAVE035,HH000000234,4,3,1,1,0,1,OTHER,10,0.7242,0.7045,0.2701,0.4925,NEVER,SOMETIMES,6,0.9906,MAIL,2.594159
WAVE036,HH000000235,10,7,0,1,0,0,NOT_APPLICABLE,6,0.5112,0.3485,0.6989,0.9512,NEVER,NEVER,3,0.7351,WEB,0.480495
WAVE037,HH000000236,9,5,0,0,0,0,NO_TIME,1,0.0928,0.2982,0.2872,0.2112,NEVER,RARELY,9,0.8106,WEB,1.140827
WAVE038,HH000000237,7,8,1,0,0,0,NOT_APPLICABLE,10,0.0457,0.643,0.4176,0.0915,NEVER,SOMETIMES,8,0.7682,WEB,1.444829
WAVE039,HH000000238,4,4,1,0,0,1,NOT_APPLICABLE,4,0.5307,0.1105,0.7838,0.0179,NEVER,SOMETIMES,3,0.2783,WEB,0.301502
WAVE040,HH000000239,0,1,0,0,0,1,FEAR_RETALIATION,5,0.8628,0.1246,0.6678,0.3885,NEVER,NEVER,5,0.3048,IN_PERSON,1.173017
WAVE001,HH000000240,0,3,1,0,0,0,NOT_APPLICABLE,2,0.3943,0.3218,0.8317,0.5248,NEVER,RARELY,5,0.6182,PHONE,0.510457
WAVE002,HH000000241,9,0,0,0,0,1,NOT_APPLICABLE,3,0.7116,0.8116,0.2543,0.9242,RARELY,RARELY,9,0.1943,PHONE,2.966755
WAVE003,HH000000242,1,1,0,0,0,0,NOT_APPLICABLE,6,0.8972,0.3879,0.2756,0.1331,RARELY,NEVER,3,0.5872,PHONE,2.891482
WAVE004,HH000000243,4,2,0,0,1,1,NO_TRUST,5,0.6123,0.9068,0.7375,0.1837,NEVER,SOMETIMES,9,0.9627,PHONE,0.792525
WAVE005,HH000000244,10,8,0,0,0,0,TOO_MINOR,9,0.1819,0.6356,0.5009,0.0246,RARELY,SOMETIMES,3,0.2122,WEB,0.931891
WAVE006,HH000000245,1,3,1,1,0,1,TOO_MINOR,1,0.2666,0.6748,0.6308,0.3051,NEVER,SOMETIMES,8,0.2694,MAIL,1.260678
WAVE007,HH000000246,5,7,0,0,0,0,TOO_MINOR,8,0.4985,0.8981,0.9922,0.762,NEVER,RARELY,4,0.2184,WEB,1.488273
WAVE008,HH000000247,4,10,0,0,1,0,NO_TIME,9,0.6723,0.8858,0.0417,0.0143,NEVER,SOMETIMES,4,0.8152,PHONE,2.36746
WAVE009,HH000000248,0,1,1,0,0,0,NOT_APPLICABLE,3,0.7113,0.0522,0.2122,0.8987,SOMETIMES,RARELY,3,0.2289,MAIL,0.535877
WAVE010,HH000000249,4,4,0,0,0,1,NO_TRUST,3,0.3765,0.1239,0.364,0.6519,NEVER,RARELY,0,0.2423,WEB,1.152665
WAVE011,HH000000250,10,2,1,0,0,1,NOT_APPLICABLE,5,0.2258,0.7747,0.0225,0.9495,RARELY,NEVER,2,0.6931,PHONE,1.197533
WAVE012,HH000000251,7,6,0,0,0,0,NOT_APPLICABLE,6,0.068,0.1463,0.0329,0.7405,RARELY,NEVER,5,0.5678,WEB,2.010053
WAVE013,HH000000252,0,10,0,0,0,0,TOO_MINOR,4,0.7698,0.0249,0.9443,0.952,NEVER,NEVER,9,0.0443,PHONE,1.785533
WAVE014,HH000000253,4,6,0,1,0,1,NOT_APPLICABLE,8,0.7021,0.6069,0.7411,0.8581,SOMETIMES,NEVER,5,0.4313,PHONE,2.02226
WAVE015,HH000000254,2,4,1,0,1,1,NOT_APPLICABLE,9,0.4489,0.1012,0.1687,0.3853,NEVER,NEVER,9,0.1376,PHONE,1.929432
WAVE016,HH000000255,1,3,0,1,0,1,NO_TRUST,5,0.5695,0.7189,0.0139,0.024,RARELY,NEVER,6,0.8482,PHONE,2.166518
WAVE017,HH000000256,3,10,0,0,0,1,TOO_MINOR,10,0.644,0.9337,0.1731,0.6473,RARELY,SOMETIMES,8,0.9953,MAIL,1.146167
WAVE018,HH000000257,0,8,1,0,1,1,NOT_APPLICABLE,0,0.3002,0.6014,0.862,0.5137,OFTEN,RARELY,8,0.8003,WEB,0.380614
WAVE019,HH000000258,0,1,1,1,0,1,NO_TRUST,9,0.997,0.9284,0.8569,0.6622,OFTEN,NEVER,2,0.0724,PHONE,1.130941
WAVE020,HH000000259,7,10,0,0,0,1,NO_TIME,1,0.4165,0.0184,0.5812,0.9002,NEVER,NEVER,2,0.1388,WEB,0.701479
WAVE021,HH000000260,10,4,0,0,0,1,NOT_APPLICABLE,2,0.4617,0.869,0.4552,0.215,OFTEN,RARELY,10,0.3386,PHONE,1.120617
WAVE022,HH000000261,7,3,0,0,0,0,NOT_APPLICABLE,2,0.2693,0.679,0.9765,0.6758,RARELY,NEVER,3,0.2122,PHONE,0.618275
WAVE023,HH000000262,2,9,0,0,1,1,NO_TRUST,10,0.9353,0.4413,0.1326,0.4392,NEVER,NEVER,3,0.4608,PHONE,1.682476
WAVE024,HH000000263,10,3,1,0,0,0,NOT_APPLICABLE,1,0.4762,0.5875,0.4468,0.3892,NEVER,NEVER,3,0.6843,WEB,1.950807
WAVE025,HH000000264,7,8,0,0,0,1,NOT_APPLICABLE,3,0.9976,0.5496,0.1376,0.6441,SOMETIMES,RARELY,0,0.7314,WEB,2.641882
WAVE026,HH000000265,5,5,0,0,0,0,FEAR_RETALIATION,4,0.3009,0.5276,0.8605,0.6412,RARELY,RARELY,0,0.649,MAIL,2.592994
WAVE027,HH000000266,6,9,0,0,0,1,OTHER,10,0.2671,0.0063,0.855,0.7505,SOMETIMES,RARELY,3,0.1134,WEB,0.470287
WAVE028,HH000000267,3,3,1,1,0,1,TOO_MINOR,0,0.0997,0.9072,0.3022,0.6494,NEVER,SOMETIMES,8,0.5494,WEB,0.944555
WAVE029,HH000000268,1,0,1,0,1,0,FEAR_RETALIATION,4,0.1352,0.6571,0.3818,0.7505,SOMETIMES,NEVER,8,0.377,IN_PERSON,2.248721
WAVE030,HH000000269,0,10,1,1,0,0,NOT_APPLICABLE,4,0.9924,0.7968,0.1449,0.1138,SOMETIMES,NEVER,7,0.4256,WEB,1.061988
WAVE031,HH000000270,7,9,0,1,0,1,NOT_APPLICABLE,5,0.6716,0.5571,0.9164,0.513,RARELY,SOMETIMES,9,0.4115,PHONE,2.990533
WAVE032,HH000000271,9,9,0,0,0,0,NO_TRUST,3,0.368,0.464,0.7614,0.9674,NEVER,NEVER,9,0.1986,PHONE,2.46379
WAVE033,HH000000272,10,7,0,0,0,1,NOT_APPLICABLE,5,0.1297,0.5718,0.0912,0.9331,RARELY,OFTEN,7,0.1298,PHONE,2.971303
WAVE034,HH000000273,10,3,0,0,0,1,FEAR_RETALIATION,1,0.9357,0.053,0.8566,0.8715,OFTEN,RARELY,3,0.3124,WEB,0.802995
WAVE035,HH000000274,1,7,0,0,0,1,NOT_APPLICABLE,6,0.2391,0.8954,0.5556,0.2,NEVER,RARELY,3,0.6836,MAIL,2.880193
WAVE036,HH000000275,5,10,0,0,0,1,NOT_APPLICABLE,10,0.9111,0.2653,0.1875,0.6327,RARELY,RARELY,3,0.537,WEB,2.465839
WAVE037,HH000000276,1,3,0,1,0,0,NOT_APPLICABLE,6,0.5754,0.3716,0.2654,0.1801,NEVER,NEVER,2,0.028,WEB,1.903829
WAVE038,HH000000277,5,9,0,1,0,0,FEAR_RETALIATION,4,0.2517,0.4162,0.9944,0.3588,RARELY,RARELY,10,0.4351,WEB,2.595393
WAVE039,HH000000278,5,10,0,1,0,1,NOT_APPLICABLE,0,0.6685,0.9691,0.8897,0.602,NEVER,RARELY,6,0.3125,WEB,2.130192
WAVE040,HH000000279,9,3,0,0,0,1,TOO_MINOR,3,0.9566,0.9571,0.8031,0.2477,NEVER,OFTEN,9,0.831,WEB,0.468823
WAVE001,HH000000280,0,1,0,1,0,0,NOT_APPLICABLE,7,0.645,0.8593,0.4262,0.3043,NEVER,RARELY,10,0.8354,MAIL,1.211214
WAVE002,HH000000281,9,2,0,0,0,1,NOT_APPLICABLE,7,0.7925,0.8562,0.8163,0.6765,RARELY,OFTEN,8,0.3233,MAIL,1.082523
WAVE003,HH000000282,5,5,0,0,0,1,NOT_APPLICABLE,2,0.117,0.0794,0.6647,0.0133,OFTEN,NEVER,9,0.4784,WEB,0.896519
WAVE004,HH000000283,7,3,0,0,0,0,NOT_APPLICABLE,1,0.8244,0.6894,0.1318,0.7941,RARELY,OFTEN,3,0.699,IN_PERSON,1.826145
WAVE005,HH000000284,8,0,0,0,0,0,NOT_APPLICABLE,9,0.9117,0.0531,0.0718,0.7632,SOMETIMES,RARELY,0,0.6804,PHONE,0.953562
WAVE006,HH000000285,10,3,1,1,0,0,NOT_APPLICABLE,10,0.6894,0.5616,0.6712,0.6756,RARELY,SOMETIMES,10,0.3636,WEB,2.555201
WAVE007,HH000000286,1,1,1,0,0,0,NOT_APPLICABLE,8,0.8997,0.8683,0.867,0.2196,RARELY,SOMETIMES,6,0.3345,MAIL,1.476226
WAVE008,HH000000287,8,4,1,0,1,0,NOT_APPLICABLE,8,0.8912,0.0429,0.5798,0.4688,NEVER,RARELY,9,0.326,WEB,0.504683
WAVE009,HH000000288,2,6,0,0,0,1,TOO_MINOR,9,0.1169,0.704,0.0135,0.1805,NEVER,NEVER,4,0.7973,WEB,1.700938
WAVE010,HH000000289,0,8,1,0,0,0,TOO_MINOR,5,0.6837,0.677,0.2065,0.2061,NEVER,NEVER,6,0.1746,MAIL,0.677968
WAVE011,HH000000290,9,10,1,0,0,0,OTHER,5,0.5164,0.1524,0.255,0.2887,OFTEN,RARELY,0,0.347,WEB,1.844745
WAVE012,HH000000291,8,10,0,0,0,1,FEAR_RETALIATION,2,0.0196,0.9587,0.0178,0.2841,NEVER,SOMETIMES,6,0.8752,MAIL,1.793617
WAVE013,HH000000292,3,1,1,0,0,0,NOT_APPLICABLE,3,0.4637,0.7284,0.2791,0.6241,NEVER,RARELY,0,0.9078,WEB,2.712987
WAVE014,HH000000293,10,2,0,0,0,0,NOT_APPLICABLE,0,0.7124,0.9778,0.9646,0.8264,NEVER,SOMETIMES,9,0.3647,WEB,0.513641
WAVE015,HH000000294,9,2,0,0,0,1,NOT_APPLICABLE,8,0.8619,0.2257,0.6364,0.6631,RARELY,NEVER,0,0.9909,PHONE,1.819312
WAVE016,HH000000295,4,3,0,0,0,1,NOT_APPLICABLE,10,0.5445,0.0351,0.547,0.794,NEVER,NEVER,7,0.4424,MAIL,2.723987
WAVE017,HH000000296,6,7,1,0,0,0,NOT_APPLICABLE,5,0.6622,0.123,0.0549,0.1947,SOMETIMES,RARELY,5,0.6624,WEB,1.230032
WAVE018,HH000000297,9,4,0,0,0,1,FEAR_RETALIATION,7,0.2833,0.2664,0.1192,0.2699,RARELY,NEVER,0,0.7287,WEB,1.62085
WAVE019,HH000000298,8,6,0,0,0,1,NO_TRUST,0,0.3395,0.6875,0.8294,0.3106,NEVER,NEVER,7,0.2278,WEB,2.151189
WAVE020,HH000000299,1,9,0,0,0,0,NOT_APPLICABLE,1,0.5891,0.6615,0.7837,0.3137,RARELY,NEVER,4,0.7238,WEB,2.126024
WAVE021,HH000000300,9,6,0,0,0,1,TOO_MINOR,8,0.4652,0.2086,0.5364,0.1044,RARELY,RARELY,4,0.9595,MAIL,0.239015
WAVE022,HH000000301,6,0,0,0,0,1,NOT_APPLICABLE,8,0.641,0.358,0.7197,0.6481,RARELY,NEVER,0,0.4982,PHONE,1.983133
WAVE023,HH000000302,5,7,0,0,0,1,NO_TRUST,3,0.6096,0.3528,0.2014,0.1267,SOMETIMES,RARELY,7,0.5035,WEB,1.701269
WAVE024,HH000000303,0,6,1,0,0,1,NOT_APPLICABLE,9,0.7722,0.1414,0.0929,0.7383,NEVER,NEVER,5,0.7992,PHONE,1.807445
WAVE025,HH000000304,2,9,1,0,0,1,NO_TRUST,6,0.5665,0.3894,0.962,0.6241,NEVER,NEVER,1,0.4076,PHONE,1.479697
WAVE026,HH000000305,0,10,0,0,0,1,FEAR_RETALIATION,3,0.0314,0.3328,0.55,0.4301,SOMETIMES,RARELY,10,0.3875,WEB,1.860429
WAVE027,HH000000306,7,3,0,0,0,1,NOT_APPLICABLE,2,0.0663,0.3833,0.2432,0.3677,NEVER,RARELY,8,0.3331,WEB,0.980559
WAVE028,HH000000307,5,2,0,0,0,0,NOT_APPLICABLE,4,0.3633,0.4389,0.5115,0.3458,RARELY,NEVER,10,0.2393,IN_PERSON,0.576225
WAVE029,HH000000308,7,2,0,1,0,0,NOT_APPLICABLE,7,0.238,0.1241,0.8969,0.103,SOMETIMES,SOMETIMES,5,0.9937,MAIL,1.102676
WAVE030,HH000000309,2,2,0,0,0,0,NOT_APPLICABLE,8,0.3074,0.3037,0.0969,0.3916,SOMETIMES,SOMETIMES,8,0.3123,IN_PERSON,2.012139
WAVE031,HH000000310,6,5,0,0,0,1,FEAR_RETALIATION,0,0.3374,0.7523,0.8267,0.0633,RARELY,SOMETIMES,2,0.4538,PHONE,1.448223
WAVE032,HH000000311,6,4,1,1,0,0,TOO_MINOR,10,0.1107,0.9834,0.7494,0.2482,NEVER,SOMETIMES,1,0.6388,WEB,1.101313
WAVE033,HH000000312,6,2,1,0,0,1,NOT_APPLICABLE,1,0.9901,0.2349,0.7147,0.0849,NEVER,NEVER,0,0.9621,IN_PERSON,1.013493
WAVE034,HH000000313,8,6,1,1,0,0,FEAR_RETALIATION,5,0.4701,0.0175,0.0798,0.2996,OFTEN,SOMETIMES,1,0.4694,IN_PERSON,1.383946
WAVE035,HH000000314,5,0,0,0,0,0,NOT_APPLICABLE,1,0.0486,0.9761,0.5638,0.2375,NEVER,NEVER,8,0.5788,PHONE,2.32374
WAVE036,HH000000315,1,2,1,0,0,0,TOO_MINOR,2,0.0819,0.606,0.8254,0.4292,NEVER,RARELY,6,0.2275,IN_PERSON,0.829966
WAVE037,HH000000316,8,1,1,1,0,0,NOT_APPLICABLE,10,0.844,0.6054,0.349,0.1984,NEVER,SOMETIMES,6,0.1258,WEB,1.810024
WAVE038,HH000000317,3,5,0,0,0,1,NOT_APPLICABLE,5,0.4665,0.9175,0.7484,0.2169,RARELY,NEVER,2,0.117,WEB,2.170803
WAVE039,HH000000318,1,10,0,0,0,0,NO_TRUST,7,0.4638,0.3155,0.555,0.3411,RARELY,SOMETIMES,4,0.2296,PHONE,0.25622
WAVE040,HH000000319,10,1,0,1,1,1,NOT_APPLICABLE,6,0.6233,0.7609,0.3733,0.2846,NEVER,NEVER,4,0.3698,PHONE,2.27963
WAVE001,HH000000320,6,10,0,0,0,0,NOT_APPLICABLE,2,0.9778,0.9054,0.3237,0.4485,RARELY,NEVER,8,0.4369,WEB,1.292
WAVE002,HH000000321,0,5,1,1,0,0,FEAR_RETALIATION,5,0.7508,0.7849,0.6508,0.7808,SOMETIMES,SOMETIMES,6,0.4072,WEB,1.163901
