ph_env_reference_year,ph_env_country_iso2,ph_env_region_nuts_code,ph_env_heatwave_days_count,ph_env_heat_related_mortality_count,ph_env_cold_spell_days_count,ph_env_air_pollution_attributable_deaths_count,ph_env_noise_exposure_l_den_share_pct,ph_env_urban_heat_island_index,ph_env_green_space_access_pct,ph_env_water_quality_compliance_pct,ph_env_bathing_water_quality_code,ph_env_chemical_exposure_indicator,ph_env_endocrine_disruptor_risk_index,ph_env_climate_adaptation_measures_count,ph_env_health_alert_system_flag,ph_env_data_source,ph_env_methodology_version,ph_env_revision_round,ph_env_data_extract_date
2014,GR,DK170,17,2238,20,13555,28.6,3.26,56.64,91.4,POOR,39.06,68.79,62,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-10-09
2015,LT,PL311,20,2703,15,13046,33.78,2.31,31.99,86.94,UNKNOWN,56.37,69.23,40,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-12-29
2016,PT,IE107,23,3631,4,18185,23.18,6.12,55.19,80.24,EXCELLENT,59.64,50.24,47,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-04-07
2017,SE,AT2,19,1412,5,14139,18.12,2.62,31.45,83.24,GOOD,38.91,42.4,72,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-08-28
2018,CY,LT243,10,512,13,9236,32.18,3.14,48.79,93.1,SUFFICIENT,66.13,6.65,34,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-05-14
2019,FR,BE2,15,946,14,7118,16.55,0.73,23.62,73.94,POOR,43.53,25.05,13,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-03-25
2020,IT,BG153,16,1067,1,17767,13.56,5.77,19.35,87.45,UNKNOWN,65.89,28.39,29,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-10-02
2021,NL,PT9,23,48,10,33049,24.16,1.14,54.85,90.94,EXCELLENT,13.01,17.06,74,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-07-10
2022,SI,IE617,10,152,14,34451,24.97,3.24,46.65,91.83,GOOD,38.74,20.32,51,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-10-25
2023,BG,IE56,22,424,10,10624,34.66,7.9,22.92,78.82,SUFFICIENT,30.25,48.92,74,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-03-05
2024,EE,EE6,13,2128,8,15713,26.87,7.3,55.89,90.12,POOR,53.75,20.15,34,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-03-01
2025,HU,SK118,34,3442,8,9430,25.45,6.29,69.96,74.45,UNKNOWN,66.96,22.07,92,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-10-21
2006,LU,FI91,12,1396,16,31373,35.97,5.39,81.28,75.98,EXCELLENT,66.88,86.32,40,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-06-05
2007,RO,DK6,13,137,14,15706,19.92,3.67,77.46,85.08,GOOD,70.28,52.64,37,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-12-26
2008,AT,IE21,3,34,11,25951,17.47,6.54,36.08,84.53,SUFFICIENT,15.25,41.0,41,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-01-03
2009,CZ,FI41,7,967,4,10051,22.52,4.05,50.6,92.82,POOR,36.28,8.52,29,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-08-26
2010,DE,BE92,14,3668,18,14988,14.7,2.82,78.19,87.72,UNKNOWN,26.06,13.66,36,1,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-02-29
2011,LV,RO701,8,868,10,22392,37.38,6.99,39.73,85.41,EXCELLENT,31.71,54.18,32,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-07-16
2012,PL,SI402,13,2558,10,10888,18.28,1.47,57.96,76.77,GOOD,39.68,44.58,29,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-07-15
2013,ES,LV12,9,659,22,13377,17.51,6.28,66.71,89.29,SUFFICIENT,62.95,55.17,55,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2026-01-01
2014,HR,DK14,13,1684,22,20913,37.59,3.46,77.14,76.14,POOR,31.98,53.63,37,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-02-18
2015,FI,NL69,6,282,6,29691,17.84,4.32,63.06,96.29,UNKNOWN,56.41,24.22,48,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-09-28
2016,IE,IE9,8,129,12,9727,20.07,4.67,79.48,93.24,EXCELLENT,45.7,48.5,39,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-05-13
2017,MT,ES1,18,1417,10,2277,32.68,1.63,24.6,92.06,GOOD,47.12,86.09,7,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-05-29
2018,SK,CY8,15,856,0,10926,21.12,2.54,23.12,70.99,SUFFICIENT,10.33,51.56,47,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-04-27
2019,BE,SI34,3,573,17,27884,8.67,0.5,70.75,97.71,POOR,39.21,36.36,36,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-05-15
2020,DK,HR33,15,1644,0,27183,6.36,1.79,72.75,78.89,UNKNOWN,11.49,71.51,59,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-06-20
2021,GR,HU580,17,4389,7,23891,18.27,1.01,68.05,82.74,EXCELLENT,43.7,22.45,50,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-01-18
2022,LT,RO357,8,267,4,17617,30.58,2.1,80.46,81.77,GOOD,69.84,78.47,35,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-09-12
2023,PT,GR25,11,1099,0,18564,31.88,6.87,80.24,89.69,SUFFICIENT,11.26,73.78,94,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-09-18
2024,SE,HU84,29,3503,18,31160,34.76,5.53,65.97,86.77,POOR,51.38,21.42,66,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-02-18
2025,CY,BE32,20,3367,2,27549,17.0,0.79,55.09,83.42,UNKNOWN,45.71,81.92,77,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-10-13
2006,FR,ES27,1,133,27,10712,44.57,7.56,52.31,82.62,EXCELLENT,8.36,12.93,40,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-06-16
2007,IT,ES764,5,946,13,25731,28.81,0.91,60.75,88.71,GOOD,57.63,84.86,56,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2026-01-23
2008,NL,DE17,13,1782,18,36809,11.01,4.12,48.26,84.71,SUFFICIENT,49.87,66.05,40,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-10-25
2009,SI,LT99,18,2834,22,4256,8.94,5.62,22.7,92.69,POOR,34.57,39.66,9,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-05-15
2010,BG,CY10,18,1113,10,24589,30.45,1.43,29.44,95.67,UNKNOWN,53.55,20.33,58,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-03-27
2011,EE,ES39,12,1089,19,19668,14.64,5.73,48.23,83.3,EXCELLENT,43.03,45.2,63,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-07-19
2012,HU,LU16,22,3270,19,3949,35.84,2.75,44.42,87.32,GOOD,72.2,46.72,52,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-07-14
2013,LU,IE3,16,378,4,15993,14.13,4.43,20.42,70.94,SUFFICIENT,21.7,22.38,61,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2026-01-10
2014,RO,ES3,19,3262,6,10304,16.64,4.72,40.57,70.42,POOR,63.21,78.57,22,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-06-02
2015,AT,LT751,9,719,10,29539,8.92,6.62,19.3,92.35,UNKNOWN,18.88,61.02,69,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-12-24
2016,CZ,HU34,11,40,13,34052,29.26,6.13,45.46,84.56,EXCELLENT,27.02,5.99,12,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-11-22
2017,DE,MT830,14,136,20,5599,10.08,3.36,45.31,72.14,GOOD,82.86,15.82,72,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-04-22
2018,LV,ES99,12,362,10,9587,30.86,3.33,74.55,72.33,SUFFICIENT,66.35,59.53,92,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-09-28
2019,PL,PT32,23,1586,19,8501,26.35,7.75,37.12,88.18,POOR,46.61,41.02,48,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-01-09
2020,ES,CZ62,27,3903,5,18417,41.11,2.48,19.2,90.66,UNKNOWN,31.54,29.42,18,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-01-09
2021,HR,FI92,24,3815,17,7819,31.37,1.83,80.3,91.59,EXCELLENT,63.77,15.09,84,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2026-01-23
2022,FI,IE787,17,1521,19,18628,11.59,2.03,26.84,88.01,GOOD,20.57,57.22,56,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-12-14
2023,IE,PL81,16,1373,17,12505,26.11,6.32,33.93,88.91,SUFFICIENT,37.63,73.79,85,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-08-10
2024,MT,BE207,21,231,13,8827,17.37,4.58,59.77,95.46,POOR,11.22,9.76,84,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-11-10
2025,SK,LV536,12,2206,10,16369,27.56,2.45,29.43,89.72,UNKNOWN,65.61,72.75,75,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-10-22
2006,BE,PL15,9,1614,3,13494,36.37,5.58,62.88,85.51,EXCELLENT,50.93,23.99,40,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-05-04
2007,DK,SK42,18,1160,6,1369,28.82,5.39,94.43,87.28,GOOD,69.31,66.85,29,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-03-23
2008,GR,ES2,11,945,14,29700,36.59,7.81,45.57,88.2,SUFFICIENT,11.6,29.56,47,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-06-01
2009,LT,AT5,13,1498,19,26432,8.34,1.86,36.14,86.59,POOR,62.71,16.66,53,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-08-22
2010,PT,NL85,12,1902,20,19118,17.62,2.16,59.16,73.94,UNKNOWN,64.47,22.04,37,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2026-02-19
2011,SE,HU677,21,3290,19,22847,14.03,2.84,38.84,79.97,EXCELLENT,39.34,17.54,16,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-11-19
2012,CY,DK191,15,865,17,37180,20.41,1.04,64.75,81.84,GOOD,18.0,20.32,45,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-09-10
2013,FR,FR997,20,2225,13,931,40.04,4.36,35.98,87.95,SUFFICIENT,7.61,42.74,64,1,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-07-02
2014,IT,SK56,17,949,20,33473,18.9,1.42,77.42,92.58,POOR,64.34,44.91,37,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-03-11
2015,NL,SI606,16,1473,5,3451,35.77,3.02,60.49,79.52,UNKNOWN,48.76,27.29,31,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-07-11
2016,SI,CZ46,9,1285,10,5478,25.82,1.34,64.39,77.28,EXCELLENT,34.95,46.4,43,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-09-28
2017,BG,BE625,13,2625,8,14709,5.65,5.12,74.1,88.0,GOOD,48.45,57.34,69,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-03-09
2018,EE,CY17,17,305,5,16537,35.11,4.08,50.26,88.87,SUFFICIENT,33.82,66.87,48,1,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-01-26
2019,HU,SE995,16,281,10,13015,19.62,1.28,32.75,80.25,POOR,63.53,7.56,69,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-01-13
2020,LU,PL406,24,1704,17,29418,7.51,4.75,74.22,77.87,UNKNOWN,36.94,53.38,23,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-12-28
2021,RO,BE28,15,1107,9,33491,30.59,4.77,69.96,84.64,EXCELLENT,45.8,27.65,27,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-10-26
2022,AT,HR694,0,0,2,30487,22.53,0.86,56.98,90.06,GOOD,25.31,17.04,32,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-08-05
2023,CZ,AT6,7,314,7,26716,30.04,5.18,48.84,70.91,SUFFICIENT,28.7,70.7,85,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-06-04
2024,DE,GR564,30,578,1,2662,32.43,6.1,29.97,84.23,POOR,30.01,33.77,17,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-09-11
2025,LV,LU4,16,905,3,10888,21.06,0.64,25.39,86.61,UNKNOWN,29.15,55.23,14,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-05-08
2006,PL,DK413,16,310,6,1316,15.27,6.81,80.01,81.44,EXCELLENT,48.04,37.92,24,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-07-01
2007,ES,RO97,4,613,7,34469,34.81,6.6,79.09,85.91,GOOD,51.15,32.05,4,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-03-04
2008,HR,SI1,13,1202,14,6261,13.89,1.46,48.83,84.09,SUFFICIENT,26.74,22.49,12,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-01-13
2009,FI,FR865,15,1236,19,26864,16.25,4.31,67.12,84.68,POOR,10.36,29.58,13,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-06-11
2010,IE,BG10,3,109,8,23687,21.4,5.14,20.45,98.06,UNKNOWN,62.75,30.23,61,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-07-19
2011,MT,LT85,4,574,5,29972,17.33,5.12,65.9,93.33,EXCELLENT,47.51,45.4,29,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-04-30
2012,SK,NL669,19,2408,14,19078,14.05,5.1,63.64,91.05,GOOD,41.71,41.62,51,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-02-21
2013,BE,PL38,17,892,10,38210,13.11,4.18,34.81,83.08,SUFFICIENT,56.24,44.28,25,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-09-11
2014,DK,ES8,24,5395,17,15740,14.57,1.46,26.99,95.78,POOR,63.15,8.54,24,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-11-12
2015,GR,SE6,8,659,23,2397,13.68,0.94,19.75,74.3,UNKNOWN,13.38,28.32,64,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-05-07
2016,LT,ES674,6,1257,18,29471,18.71,1.98,54.6,77.01,EXCELLENT,61.31,62.76,80,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-09-23
2017,PT,GR777,10,1963,16,32325,18.3,1.46,83.18,93.08,GOOD,23.13,64.81,43,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-03-08
2018,SE,HU574,25,1844,9,21617,32.56,1.16,71.08,69.33,SUFFICIENT,62.3,76.29,50,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-09-03
2019,CY,PL60,17,1720,18,11748,30.19,7.74,21.78,85.21,POOR,59.95,62.34,78,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-10-14
2020,FR,RO647,13,3056,4,16837,8.39,3.58,53.75,75.47,UNKNOWN,49.07,20.84,56,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-02-10
2021,IT,BE659,3,469,14,4726,33.73,2.59,27.16,79.76,EXCELLENT,59.16,28.23,29,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-01-04
2022,NL,BE157,18,1906,19,10810,45.88,6.15,42.83,83.6,GOOD,27.65,56.27,60,1,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-05-04
2023,SI,FR256,13,546,9,20479,12.98,2.25,56.49,87.47,SUFFICIENT,64.39,77.0,50,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-12-29
2024,BG,IT254,22,725,16,39707,29.51,3.08,81.56,92.13,POOR,27.23,25.28,65,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-08-04
2025,EE,CY944,31,711,18,18162,17.34,4.78,70.23,100.0,UNKNOWN,12.72,48.85,51,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-05-19
2006,HU,BE1,16,286,7,9265,8.62,2.6,26.03,86.33,EXCELLENT,53.88,67.78,3,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-11-07
2007,LU,GR3,15,1018,15,23520,28.58,3.77,83.16,83.97,GOOD,42.98,66.28,24,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-04-06
2008,RO,DK1,6,451,7,24287,7.52,3.75,57.6,88.1,SUFFICIENT,38.84,17.7,45,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-05-30
2009,AT,FR3,15,1988,4,17726,30.95,7.79,48.84,78.61,POOR,52.64,41.97,25,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-03-25
2010,CZ,LV8,9,1705,17,11673,12.58,2.2,19.4,76.89,UNKNOWN,70.09,64.85,25,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-01-29
2011,DE,NL438,10,508,17,19627,37.51,6.86,21.88,72.04,EXCELLENT,67.23,23.67,47,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-07-18
2012,LV,LV4,13,1963,5,8537,8.7,1.04,21.0,81.16,GOOD,18.57,43.21,59,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-11-09
2013,PL,IT67,7,1122,14,34932,17.68,6.74,37.31,77.72,SUFFICIENT,69.17,24.43,37,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-03-23
2014,ES,IE93,16,523,19,10190,14.28,1.24,39.98,81.37,POOR,7.68,26.51,49,0,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-04-23
2015,HR,EE28,18,1273,4,34627,35.29,1.17,62.24,93.55,UNKNOWN,35.65,66.3,70,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2024-10-22
2016,FI,PL9,2,402,17,29093,30.65,6.07,46.4,73.39,EXCELLENT,9.17,42.8,36,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-10-07
2017,IE,AT89,19,4231,15,19177,16.41,1.98,39.2,98.35,GOOD,42.55,51.44,26,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-04-24
2018,MT,PT78,7,235,12,4128,33.95,5.56,75.95,79.7,SUFFICIENT,19.19,57.84,65,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-03-09
2019,SK,LV1,21,180,1,13901,28.61,1.48,74.55,98.41,POOR,13.52,55.3,34,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-04-28
2020,BE,PT690,14,1802,12,24045,16.66,2.44,37.13,86.47,UNKNOWN,62.89,39.89,63,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2026-01-24
2021,DK,ES713,24,930,6,15187,22.6,4.14,58.48,94.78,EXCELLENT,31.55,44.12,60,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-02-01
2022,GR,HR36,26,2577,17,30044,36.3,6.33,23.96,86.8,GOOD,46.24,59.69,23,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2024-06-24
2023,LT,BG12,9,523,2,40188,25.34,5.48,40.28,75.85,SUFFICIENT,52.66,58.18,83,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-01-23
2024,PT,NL57,32,2984,18,18189,35.86,6.46,81.64,74.9,POOR,32.16,44.74,30,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-12-18
2025,SE,AT446,25,3367,12,9107,26.58,4.56,86.62,96.27,UNKNOWN,21.82,72.88,23,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-03-15
2006,CY,LV298,1,41,28,45788,14.87,1.55,81.7,81.94,EXCELLENT,57.85,22.05,22,1,EEA_ENV_HEALTH,ENVH_V2,FLASH,2026-01-26
2007,FR,PL915,17,802,27,7727,39.3,4.33,32.34,85.84,GOOD,47.18,56.59,6,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-04-23
2008,IT,CZ49,15,2970,7,16259,31.3,1.52,49.31,92.73,SUFFICIENT,70.88,71.0,5,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-12-23
2009,NL,HR853,19,2141,14,2876,35.1,4.19,29.13,89.36,POOR,57.85,47.01,5,0,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-09-29
2010,SI,DK54,12,2748,1,20728,21.84,3.24,79.93,98.42,UNKNOWN,52.99,77.58,24,1,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-02-23
2011,BG,FR998,3,4,1,18630,35.02,0.89,61.38,80.36,EXCELLENT,72.0,74.9,11,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-01-16
2012,EE,FI27,22,2948,17,24730,15.73,5.62,38.11,72.43,GOOD,42.44,60.1,24,0,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-03-12
2013,HU,CZ871,20,2686,10,30850,15.37,1.23,75.3,81.39,SUFFICIENT,9.27,16.05,68,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2025-11-09
2014,LU,BE250,14,2576,4,2363,22.24,3.82,28.99,90.55,POOR,8.82,38.66,67,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-04-23
2015,RO,SE27,10,580,0,32391,35.34,4.51,43.12,93.32,UNKNOWN,60.58,25.01,36,1,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-01-24
2016,AT,GR36,26,3966,1,16522,26.19,1.91,19.26,86.8,EXCELLENT,9.61,57.75,79,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-05-08
2017,CZ,FI98,24,520,13,5129,31.62,7.71,72.56,92.73,GOOD,52.63,76.48,23,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2026-02-20
2018,DE,RO212,5,337,3,33928,35.15,7.55,63.22,96.97,SUFFICIENT,14.5,8.09,68,1,EEA_ENV_HEALTH,ENVH_V2,FLASH,2024-12-15
2019,LV,EE392,13,1376,10,23919,35.86,5.59,59.35,83.33,POOR,69.17,89.52,83,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2026-01-19
2020,PL,PL42,14,100,1,10346,24.66,4.17,23.4,83.69,UNKNOWN,19.1,67.95,30,1,COPERNICUS_DERIVED,ENVH_V3,SECOND,2026-01-13
2021,ES,CZ1,24,1455,7,14873,25.63,4.65,32.28,79.7,EXCELLENT,8.86,70.49,29,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2025-01-28
2022,HR,CZ3,19,1073,9,40632,19.88,4.09,76.53,92.44,GOOD,36.0,43.0,66,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2024-06-28
2023,FI,IT649,8,255,2,6746,17.33,5.0,81.94,95.81,SUFFICIENT,23.49,71.66,27,1,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2024-01-22
2024,IE,PL617,28,757,11,30358,23.58,2.27,71.56,83.78,POOR,42.62,29.21,79,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2025-03-18
2025,MT,MT745,22,2858,5,8912,32.55,3.35,35.76,96.28,UNKNOWN,28.57,27.66,114,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2024-09-24
2006,SK,RO77,6,274,13,6832,36.93,2.45,39.65,88.17,EXCELLENT,42.04,11.99,27,0,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-11-02
2007,BE,CZ17,6,808,14,33833,17.61,4.82,33.22,86.64,GOOD,81.32,89.63,10,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2024-10-12
2008,DK,GR201,8,1583,16,7627,17.9,2.36,47.14,92.15,SUFFICIENT,35.81,37.62,15,0,COPERNICUS_DERIVED,ENVH_V1,SECOND,2024-07-09
2009,GR,PL7,9,501,13,20845,18.59,4.81,38.83,83.05,POOR,22.73,35.5,10,0,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2024-07-10
2010,LT,AT92,14,799,13,3094,20.69,0.85,35.98,91.25,UNKNOWN,11.34,46.44,34,1,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-10-16
2011,PT,IT808,8,257,1,14669,8.78,1.62,74.2,99.11,EXCELLENT,55.81,29.42,18,0,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-04-24
2012,SE,IE210,14,1689,4,15705,36.43,4.43,39.67,81.99,GOOD,51.93,83.42,62,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2025-04-01
2013,CY,PL984,16,1287,15,45519,10.34,0.58,39.92,84.78,SUFFICIENT,13.28,13.11,33,1,CITY_MONITORING_NETWORK,ENVH_V2,FIRST,2024-02-25
2014,FR,DK48,16,1991,3,20712,30.19,4.34,40.48,98.88,POOR,42.15,63.33,33,0,EEA_ENV_HEALTH,ENVH_V1,FLASH,2025-10-28
2015,IT,SE64,8,942,21,9864,14.1,5.63,56.07,91.58,UNKNOWN,50.96,54.05,40,0,NATIONAL_ENV_AGENCY,ENVH_V3,BENCHMARK,2025-08-15
2016,NL,CY31,15,512,0,13015,33.15,7.51,72.48,85.27,EXCELLENT,14.6,12.02,46,1,COPERNICUS_DERIVED,ENVH_V2,SECOND,2024-05-03
2017,SI,CY5,24,3504,20,27622,8.86,5.08,49.86,88.09,GOOD,55.64,89.98,75,0,CITY_MONITORING_NETWORK,ENVH_V1,FIRST,2026-01-22
2018,BG,PT4,27,926,11,2184,7.99,5.74,38.19,98.59,SUFFICIENT,66.01,24.5,31,1,EEA_ENV_HEALTH,ENVH_V3,FLASH,2025-11-05
2019,EE,MT349,11,1099,3,383,20.85,1.87,23.43,79.22,POOR,60.69,72.28,26,0,NATIONAL_ENV_AGENCY,ENVH_V2,BENCHMARK,2025-02-04
2020,HU,DE2,7,660,5,11556,30.9,1.06,56.86,84.49,UNKNOWN,20.03,55.97,79,1,COPERNICUS_DERIVED,ENVH_V1,SECOND,2025-06-09
2021,LU,AT653,16,3506,11,10631,26.35,5.41,30.95,80.38,EXCELLENT,19.29,22.79,30,1,CITY_MONITORING_NETWORK,ENVH_V3,FIRST,2025-12-25
2022,RO,SK63,19,294,19,2027,32.46,2.49,28.01,80.46,GOOD,70.75,10.69,92,1,EEA_ENV_HEALTH,ENVH_V2,FLASH,2025-12-13
2023,AT,MT67,18,602,10,1489,28.25,5.04,34.84,86.56,SUFFICIENT,42.52,37.17,77,1,NATIONAL_ENV_AGENCY,ENVH_V1,BENCHMARK,2025-03-13
2024,CZ,SK2,26,878,1,43538,19.14,4.56,71.71,73.01,POOR,27.52,73.68,44,0,COPERNICUS_DERIVED,ENVH_V3,SECOND,2024-07-01
