demo_migflow_move_year,demo_migflow_origin_nuts_code,demo_migflow_destination_nuts_code,demo_migflow_movement_scope_code,demo_migflow_schengen_flag,demo_migflow_residence_permit_type,demo_migflow_citizenship_iso2,demo_migflow_age_at_move,demo_migflow_sex,demo_migflow_household_size_at_move,demo_migflow_primary_reason_for_move,demo_migflow_employment_status_before_move,demo_migflow_employment_status_after_move,demo_migflow_commute_change_minutes,demo_migflow_distance_km_estimate,demo_migflow_cross_border_worker_flag,demo_migflow_inflow_count,demo_migflow_outflow_count,demo_migflow_survey_weight,demo_migflow_data_collection_wave
2019,MT7,ES15,INTRA_EU,1,WORK,BG,66,F,5,FAMILY,EMPLOYED,EMPLOYED,40,24,0,183,30,1.6495,2024Q1
2020,PT502,GR21,EXTRA_EU,1,WORK,IE,69,T,6,STUDY,INACTIVE,INACTIVE,-31,455,0,191,69,0.3156,2026Q2
2021,AT3,MT179,INTERNAL,0,WORK,SI,72,M,1,WORK,STUDENT,STUDENT,-115,2699,0,219,38,1.2973,2023Q3
2022,SK118,NL92,CROSS_BORDER,1,WORK,FI,75,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,106,270,1,214,73,1.1474,2025Q4
2023,DE6,RO9,INTRA_EU,1,WORK,NL,78,T,3,RETIREMENT,EMPLOYED,EMPLOYED,52,957,0,217,77,3.0471,2023Q1
2024,BG3,LT355,EXTRA_EU,1,WORK,HR,81,M,4,PROTECTION,INACTIVE,INACTIVE,-72,327,0,193,48,0.7552,2025Q2
2025,IT779,PT151,INTERNAL,1,WORK,IT,84,F,5,FAMILY,STUDENT,STUDENT,27,124,0,198,69,1.4455,2022Q3
2026,SI256,PT54,CROSS_BORDER,0,WORK,ES,87,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,89,1087,1,216,71,3.1996,2024Q4
2015,HU103,MT354,INTRA_EU,0,WORK,FR,0,M,1,WORK,EMPLOYED,EMPLOYED,-32,459,0,223,73,1.8869,2022Q1
2016,SI55,LU62,EXTRA_EU,1,WORK,PL,3,F,2,OTHER,INACTIVE,INACTIVE,21,2777,0,209,74,3.3546,2024Q2
2017,SK32,LT15,INTERNAL,1,WORK,CY,6,T,3,RETIREMENT,STUDENT,STUDENT,73,1771,0,230,96,0.5586,2026Q3
2018,SE616,DE43,CROSS_BORDER,1,WORK,LV,9,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-96,326,1,212,81,2.9522,2023Q4
2019,AT25,FR9,INTRA_EU,1,WORK,SE,12,F,5,FAMILY,EMPLOYED,EMPLOYED,55,905,0,196,88,0.7343,2026Q1
2020,AT39,SI396,EXTRA_EU,1,WORK,DE,15,T,6,STUDY,INACTIVE,INACTIVE,96,445,0,207,80,1.7152,2023Q2
2021,MT91,SE370,INTERNAL,1,WORK,PT,18,M,1,WORK,STUDENT,STUDENT,95,580,0,216,98,1.4986,2025Q3
2022,LT288,NL83,CROSS_BORDER,1,WORK,CZ,21,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,64,688,0,203,82,2.7104,2022Q4
2023,NL2,ES45,INTRA_EU,1,WORK,LT,24,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-55,2158,0,226,99,0.8113,2025Q1
2024,SI899,SI98,EXTRA_EU,1,WORK,AT,27,M,4,PROTECTION,INACTIVE,INACTIVE,118,247,0,213,82,2.2312,2022Q2
2025,BG84,PL68,INTERNAL,1,WORK,GR,30,F,5,FAMILY,STUDENT,STUDENT,-115,967,0,238,101,3.3394,2024Q3
2026,IT10,BG5,CROSS_BORDER,1,WORK,RO,33,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,6,247,1,203,104,2.6075,2026Q4
2015,NL967,EE60,INTRA_EU,0,WORK,DK,36,M,1,WORK,EMPLOYED,EMPLOYED,18,590,0,210,112,1.7103,2024Q1
2016,PL6,LT46,EXTRA_EU,1,WORK,LU,39,F,2,OTHER,INACTIVE,INACTIVE,-95,714,0,216,106,2.8013,2026Q2
2017,BE25,ES3,INTERNAL,0,WORK,BE,42,T,3,RETIREMENT,STUDENT,STUDENT,15,2282,0,206,111,1.9067,2023Q3
2018,EE878,SI879,CROSS_BORDER,0,WORK,HU,45,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-97,2698,1,214,98,0.7648,2025Q4
2019,FR75,LU961,INTRA_EU,1,WORK,SK,48,F,5,FAMILY,EMPLOYED,EMPLOYED,-58,1646,0,208,107,2.0695,2023Q1
2020,DE9,HR4,EXTRA_EU,0,WORK,EE,51,T,6,STUDY,INACTIVE,INACTIVE,-60,443,0,215,131,1.4578,2025Q2
2021,SK351,SE90,INTERNAL,1,WORK,MT,54,M,1,WORK,STUDENT,STUDENT,-24,1916,0,247,108,0.6526,2022Q3
2022,PL729,LT28,CROSS_BORDER,1,WORK,BG,57,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,31,104,0,221,112,1.9683,2024Q4
2023,PT916,HU16,INTRA_EU,1,WORK,IE,60,T,3,RETIREMENT,EMPLOYED,EMPLOYED,45,1230,0,249,133,1.0201,2022Q1
2024,FR4,ES6,EXTRA_EU,0,WORK,SI,63,M,4,PROTECTION,INACTIVE,INACTIVE,106,161,0,221,150,1.8482,2024Q2
2025,CY2,RO32,INTERNAL,1,WORK,FI,66,F,5,FAMILY,STUDENT,STUDENT,44,444,0,238,125,2.4866,2026Q3
2026,SI905,DK4,CROSS_BORDER,1,WORK,NL,69,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,52,1920,0,234,123,3.211,2023Q4
2015,CY3,HU840,INTRA_EU,1,WORK,HR,72,M,1,WORK,EMPLOYED,EMPLOYED,-79,2090,0,241,131,2.493,2026Q1
2016,IE47,SI6,EXTRA_EU,1,WORK,IT,75,F,2,OTHER,INACTIVE,INACTIVE,-107,2067,0,254,134,0.8015,2023Q2
2017,LU5,IE86,INTERNAL,1,WORK,ES,78,T,3,RETIREMENT,STUDENT,STUDENT,-57,1631,0,220,148,1.7165,2025Q3
2018,PT874,RO68,CROSS_BORDER,1,WORK,FR,81,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-9,1987,1,218,153,0.7381,2022Q4
2019,ES340,BG38,INTRA_EU,1,WORK,PL,84,F,5,FAMILY,EMPLOYED,EMPLOYED,-5,2001,1,236,156,3.0214,2025Q1
2020,HR914,NL727,EXTRA_EU,1,WORK,CY,87,T,6,STUDY,INACTIVE,INACTIVE,95,336,0,231,140,1.1137,2022Q2
2021,IT361,BG758,INTERNAL,1,WORK,LV,0,M,1,WORK,STUDENT,STUDENT,-118,732,1,244,173,1.0809,2024Q3
2022,IE7,NL802,CROSS_BORDER,1,WORK,SE,3,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,36,145,0,240,183,1.4079,2026Q4
2023,BG40,CY855,INTRA_EU,1,WORK,DE,6,T,3,RETIREMENT,EMPLOYED,EMPLOYED,32,1300,0,250,171,0.4511,2024Q1
2024,BE82,PL41,EXTRA_EU,1,WORK,PT,9,M,4,PROTECTION,INACTIVE,INACTIVE,-108,1119,1,236,166,1.6059,2026Q2
2025,AT1,HU244,INTERNAL,1,WORK,CZ,12,F,5,FAMILY,STUDENT,STUDENT,53,1430,0,228,186,2.5751,2023Q3
2026,SI44,FR831,CROSS_BORDER,1,WORK,LT,15,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,81,1741,1,231,157,0.5417,2025Q4
2015,IE811,CZ815,INTRA_EU,1,WORK,AT,18,M,1,WORK,EMPLOYED,EMPLOYED,20,2728,0,237,162,0.4551,2023Q1
2016,EE721,LU52,EXTRA_EU,1,WORK,GR,21,F,2,OTHER,INACTIVE,INACTIVE,-95,1003,0,251,164,0.6218,2025Q2
2017,LU980,ES4,INTERNAL,1,WORK,RO,24,T,3,RETIREMENT,STUDENT,STUDENT,-82,16,0,262,199,0.841,2022Q3
2018,GR15,CY214,CROSS_BORDER,0,WORK,DK,27,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-76,134,0,233,191,1.9735,2024Q4
2019,EE295,SI22,INTRA_EU,1,WORK,LU,30,F,5,FAMILY,EMPLOYED,EMPLOYED,43,1688,0,230,185,2.0199,2022Q1
2020,BG804,PT628,EXTRA_EU,1,WORK,BE,33,T,6,STUDY,INACTIVE,INACTIVE,54,357,0,261,188,2.6625,2024Q2
2021,BE58,CZ6,INTERNAL,1,WORK,HU,36,M,1,WORK,STUDENT,STUDENT,-1,2095,0,251,207,1.6709,2026Q3
2022,SI445,LT24,CROSS_BORDER,1,WORK,SK,39,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-110,99,1,238,195,2.536,2023Q4
2023,FI6,PL91,INTRA_EU,1,WORK,EE,42,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-108,1946,0,263,189,1.6878,2026Q1
2024,DE8,SE101,EXTRA_EU,1,WORK,MT,45,M,4,PROTECTION,INACTIVE,INACTIVE,-27,117,0,269,223,1.3261,2023Q2
2025,FI7,IE178,INTERNAL,1,WORK,BG,48,F,5,FAMILY,STUDENT,STUDENT,-3,31,0,241,195,3.1229,2025Q3
2026,DE547,ES747,CROSS_BORDER,1,WORK,IE,51,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-100,2553,1,256,214,1.1305,2022Q4
2015,NL50,DE355,INTRA_EU,1,WORK,SI,54,M,1,WORK,EMPLOYED,EMPLOYED,35,1940,0,263,216,1.383,2025Q1
2016,ES302,HR47,EXTRA_EU,0,WORK,FI,57,F,2,OTHER,INACTIVE,INACTIVE,33,767,0,270,202,1.0562,2022Q2
2017,GR19,FR73,INTERNAL,1,WORK,NL,60,T,3,RETIREMENT,STUDENT,STUDENT,55,481,0,272,232,1.6289,2024Q3
2018,IT3,LT84,CROSS_BORDER,1,WORK,HR,63,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-12,990,1,266,209,0.7303,2026Q4
2019,AT378,FR84,INTRA_EU,1,WORK,IT,66,F,5,FAMILY,EMPLOYED,EMPLOYED,92,1568,0,270,240,1.0,2024Q1
2020,RO49,SK75,EXTRA_EU,1,WORK,ES,69,T,6,STUDY,INACTIVE,INACTIVE,-27,2030,0,249,221,2.0423,2026Q2
2021,CY8,LU6,INTERNAL,0,WORK,FR,72,M,1,WORK,STUDENT,STUDENT,2,1178,0,246,222,2.6342,2023Q3
2022,PT28,LT94,CROSS_BORDER,1,WORK,PL,75,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,47,1187,0,264,234,2.8199,2025Q4
2023,RO358,HU68,INTRA_EU,0,WORK,CY,78,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-75,2029,0,259,218,1.2499,2023Q1
2024,LU678,NL780,EXTRA_EU,1,WORK,LV,81,M,4,PROTECTION,INACTIVE,INACTIVE,-102,1877,0,253,240,0.8572,2025Q2
2025,HU886,RO88,INTERNAL,1,WORK,SE,84,F,5,FAMILY,STUDENT,STUDENT,-25,765,0,262,231,2.2231,2022Q3
2026,DE277,HU595,CROSS_BORDER,0,WORK,DE,87,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,68,1731,1,275,243,1.8334,2024Q4
2015,PL326,DE269,INTRA_EU,0,WORK,PT,0,M,1,WORK,EMPLOYED,EMPLOYED,-21,1287,0,286,254,2.1981,2022Q1
2016,RO6,FI409,EXTRA_EU,0,WORK,CZ,3,F,2,OTHER,INACTIVE,INACTIVE,117,94,0,286,268,2.7941,2024Q2
2017,DK942,BE230,INTERNAL,1,WORK,LT,6,T,3,RETIREMENT,STUDENT,STUDENT,-113,1144,0,283,274,3.2457,2026Q3
2018,LT399,IE468,CROSS_BORDER,1,WORK,AT,9,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,66,934,1,275,275,3.4217,2023Q4
2019,BE539,LT9,INTRA_EU,1,WORK,GR,12,F,5,FAMILY,EMPLOYED,EMPLOYED,-83,2437,0,264,272,3.2921,2026Q1
2020,FR573,LU95,EXTRA_EU,1,WORK,RO,15,T,6,STUDY,INACTIVE,INACTIVE,33,918,0,257,261,0.4596,2023Q2
2021,BG127,DK5,INTERNAL,1,WORK,DK,18,M,1,WORK,STUDENT,STUDENT,55,599,0,261,282,1.7453,2025Q3
2022,SK72,SI47,CROSS_BORDER,1,WORK,LU,21,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-80,1155,1,290,263,0.3654,2022Q4
2023,HR83,ES541,INTRA_EU,1,WORK,BE,24,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-6,2394,0,283,257,3.0135,2025Q1
2024,CZ63,SE34,EXTRA_EU,1,WORK,HU,27,M,4,PROTECTION,INACTIVE,INACTIVE,53,1840,0,292,273,2.9644,2022Q2
2025,HU833,DK584,INTERNAL,1,WORK,SK,30,F,5,FAMILY,STUDENT,STUDENT,-48,2387,0,49,48,0.482,2024Q3
2026,IE5,EE401,CROSS_BORDER,1,WORK,EE,33,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,102,557,1,18,20,1.1933,2026Q4
2015,BE19,PT1,INTRA_EU,0,WORK,MT,36,M,1,WORK,EMPLOYED,EMPLOYED,82,1380,0,34,49,2.6609,2024Q1
2016,LU26,SI64,EXTRA_EU,1,WORK,BG,39,F,2,OTHER,INACTIVE,INACTIVE,16,2720,0,13,46,0.5463,2026Q2
2017,SE221,PL480,INTERNAL,1,WORK,IE,42,T,3,RETIREMENT,STUDENT,STUDENT,85,1288,0,29,28,3.4781,2023Q3
2018,GR4,SE82,CROSS_BORDER,1,WORK,SI,45,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-96,693,1,38,47,1.7356,2025Q4
2019,BE3,FR254,INTRA_EU,1,WORK,FI,48,F,5,FAMILY,EMPLOYED,EMPLOYED,101,1702,0,54,47,2.2482,2023Q1
2020,CY62,CY843,EXTRA_EU,1,WORK,NL,51,T,6,STUDY,INACTIVE,INACTIVE,113,2301,0,22,67,2.9854,2025Q2
2021,LT979,AT649,INTERNAL,1,WORK,HR,54,M,1,WORK,STUDENT,STUDENT,98,2421,0,55,37,1.5543,2022Q3
2022,FR197,DE7,CROSS_BORDER,0,WORK,IT,57,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-78,198,1,32,37,1.8987,2024Q4
2023,PL723,AT73,INTRA_EU,1,WORK,ES,60,T,3,RETIREMENT,EMPLOYED,EMPLOYED,6,1430,0,30,47,1.5449,2022Q1
2024,IT72,MT145,EXTRA_EU,0,WORK,FR,63,M,4,PROTECTION,INACTIVE,INACTIVE,56,801,0,28,58,0.546,2024Q2
2025,SI802,PT514,INTERNAL,1,WORK,PL,66,F,5,FAMILY,STUDENT,STUDENT,14,1354,0,24,48,1.2935,2026Q3
2026,DE886,SK668,CROSS_BORDER,1,WORK,CY,69,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-106,998,1,33,87,1.4432,2023Q4
2015,PT597,IT619,INTRA_EU,1,WORK,LV,72,M,1,WORK,EMPLOYED,EMPLOYED,12,1368,0,45,78,3.1922,2026Q1
2016,LU44,LT23,EXTRA_EU,0,WORK,SE,75,F,2,OTHER,INACTIVE,INACTIVE,-60,2790,0,62,90,2.7272,2023Q2
2017,DE68,CY779,INTERNAL,1,WORK,DE,78,T,3,RETIREMENT,STUDENT,STUDENT,3,1145,0,39,96,2.3228,2025Q3
2018,MT966,HU13,CROSS_BORDER,1,WORK,PT,81,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-38,1405,1,44,65,2.9676,2022Q4
2019,IT573,IE28,INTRA_EU,1,WORK,CZ,84,F,5,FAMILY,EMPLOYED,EMPLOYED,-73,1326,0,32,104,2.665,2025Q1
2020,CY4,SI7,EXTRA_EU,0,WORK,LT,87,T,6,STUDY,INACTIVE,INACTIVE,92,1045,0,55,78,3.1947,2022Q2
2021,IE81,HU9,INTERNAL,1,WORK,AT,0,M,1,WORK,STUDENT,STUDENT,60,751,0,55,72,0.6888,2024Q3
2022,PL83,LU92,CROSS_BORDER,1,WORK,GR,3,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-61,2345,1,53,89,0.6125,2026Q4
2023,PL2,SI5,INTRA_EU,1,WORK,RO,6,T,3,RETIREMENT,EMPLOYED,EMPLOYED,77,2277,0,46,82,1.3046,2024Q1
2024,CZ30,IT34,EXTRA_EU,1,WORK,DK,9,M,4,PROTECTION,INACTIVE,INACTIVE,-107,2475,0,63,117,1.5798,2026Q2
2025,SK10,DK2,INTERNAL,1,WORK,LU,12,F,5,FAMILY,STUDENT,STUDENT,-34,2551,1,71,109,2.5264,2023Q3
2026,IT987,NL130,CROSS_BORDER,1,WORK,BE,15,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,105,2377,1,43,125,1.1882,2025Q4
2015,CZ842,LT49,INTRA_EU,1,WORK,HU,18,M,1,WORK,EMPLOYED,EMPLOYED,23,2508,0,47,94,1.7749,2023Q1
2016,NL768,CY936,EXTRA_EU,1,WORK,SK,21,F,2,OTHER,INACTIVE,INACTIVE,108,775,0,42,117,1.5815,2025Q2
2017,CY63,MT368,INTERNAL,1,WORK,EE,24,T,3,RETIREMENT,STUDENT,STUDENT,104,849,0,77,124,0.9148,2022Q3
2018,IT64,RO72,CROSS_BORDER,1,WORK,MT,27,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-113,1963,0,53,115,3.4188,2024Q4
2019,RO1,LV4,INTRA_EU,1,WORK,BG,30,F,5,FAMILY,EMPLOYED,EMPLOYED,-74,1256,0,50,110,2.6519,2022Q1
2020,GR432,LU78,EXTRA_EU,0,WORK,IE,33,T,6,STUDY,INACTIVE,INACTIVE,-96,2531,0,55,106,1.6177,2024Q2
2021,LV439,PL8,INTERNAL,0,WORK,SI,36,M,1,WORK,STUDENT,STUDENT,-73,966,0,61,106,0.6013,2026Q3
2022,HR9,FI11,CROSS_BORDER,1,WORK,FI,39,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,46,1274,1,53,127,2.7345,2023Q4
2023,RO818,DK50,INTRA_EU,1,WORK,NL,42,T,3,RETIREMENT,EMPLOYED,EMPLOYED,98,1113,0,45,122,2.518,2026Q1
2024,BE840,EE646,EXTRA_EU,1,WORK,HR,45,M,4,PROTECTION,INACTIVE,INACTIVE,94,1511,1,83,134,1.7055,2023Q2
2025,MT1,GR871,INTERNAL,1,WORK,IT,48,F,5,FAMILY,STUDENT,STUDENT,108,377,0,78,145,2.4036,2025Q3
2026,BE72,GR70,CROSS_BORDER,0,WORK,ES,51,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-14,1127,1,83,139,0.6298,2022Q4
2015,GR86,AT99,INTRA_EU,1,WORK,FR,54,M,1,WORK,EMPLOYED,EMPLOYED,-71,2548,0,52,136,1.7959,2025Q1
2016,CY612,DK46,EXTRA_EU,1,WORK,PL,57,F,2,OTHER,INACTIVE,INACTIVE,92,2611,0,69,132,2.49,2022Q2
2017,SK1,LU647,INTERNAL,1,WORK,CY,60,T,3,RETIREMENT,STUDENT,STUDENT,10,738,0,54,134,0.3869,2024Q3
2018,IT968,SK828,CROSS_BORDER,1,WORK,LV,63,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-22,1313,0,87,170,3.4682,2026Q4
2019,DK206,BE1,INTRA_EU,1,WORK,SE,66,F,5,FAMILY,EMPLOYED,EMPLOYED,-76,995,0,76,163,2.1659,2024Q1
2020,NL8,AT9,EXTRA_EU,0,WORK,DE,69,T,6,STUDY,INACTIVE,INACTIVE,-12,2462,0,63,175,1.4103,2026Q2
2021,HU48,AT960,INTERNAL,1,WORK,PT,72,M,1,WORK,STUDENT,STUDENT,-22,387,0,59,146,2.3004,2023Q3
2022,DE634,AT721,CROSS_BORDER,1,WORK,CZ,75,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,73,790,1,94,159,2.807,2025Q4
2023,FR18,NL554,INTRA_EU,1,WORK,LT,78,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-49,2682,0,65,166,0.307,2023Q1
2024,PL785,HU43,EXTRA_EU,1,WORK,AT,81,M,4,PROTECTION,INACTIVE,INACTIVE,-75,2103,0,74,177,0.9122,2025Q2
2025,FR38,HU78,INTERNAL,0,WORK,GR,84,F,5,FAMILY,STUDENT,STUDENT,52,2124,0,72,169,1.1235,2022Q3
2026,FR370,RO2,CROSS_BORDER,1,WORK,RO,87,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-94,2162,1,98,173,2.6413,2024Q4
2015,EE45,HR133,INTRA_EU,1,WORK,DK,0,M,1,WORK,EMPLOYED,EMPLOYED,78,1487,0,71,178,1.0971,2022Q1
2016,GR9,BG589,EXTRA_EU,1,WORK,LU,3,F,2,OTHER,INACTIVE,INACTIVE,-22,2545,0,96,184,1.3993,2024Q2
2017,DK937,BG39,INTERNAL,1,WORK,BE,6,T,3,RETIREMENT,STUDENT,STUDENT,-68,1397,0,63,202,3.0583,2026Q3
2018,SK49,HU318,CROSS_BORDER,1,WORK,HU,9,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,74,2296,0,102,192,2.2481,2023Q4
2019,IT644,DE750,INTRA_EU,0,WORK,SK,12,F,5,FAMILY,EMPLOYED,EMPLOYED,115,1969,0,64,187,2.1218,2026Q1
2020,ES853,EE96,EXTRA_EU,0,WORK,EE,15,T,6,STUDY,INACTIVE,INACTIVE,34,1733,0,78,195,2.223,2023Q2
2021,MT3,BG36,INTERNAL,0,WORK,MT,18,M,1,WORK,STUDENT,STUDENT,0,1663,0,82,207,0.6987,2025Q3
2022,MT742,GR2,CROSS_BORDER,1,WORK,BG,21,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-69,23,1,104,218,1.3887,2022Q4
2023,MT8,BG7,INTRA_EU,1,WORK,IE,24,T,3,RETIREMENT,EMPLOYED,EMPLOYED,10,1870,0,85,202,2.6666,2025Q1
2024,SK872,HR2,EXTRA_EU,1,WORK,SI,27,M,4,PROTECTION,INACTIVE,INACTIVE,-18,2736,0,96,214,1.7399,2022Q2
2025,PL9,ES70,INTERNAL,1,WORK,FI,30,F,5,FAMILY,STUDENT,STUDENT,28,1062,0,96,196,1.7642,2024Q3
2026,CY412,SK498,CROSS_BORDER,0,WORK,NL,33,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,44,96,0,98,230,0.4648,2026Q4
2015,IT19,FI57,INTRA_EU,0,WORK,HR,36,M,1,WORK,EMPLOYED,EMPLOYED,39,1808,0,77,197,3.3828,2024Q1
2016,AT584,NL471,EXTRA_EU,1,WORK,IT,39,F,2,OTHER,INACTIVE,INACTIVE,14,1072,0,101,205,1.3775,2026Q2
2017,HR333,DE757,INTERNAL,1,WORK,ES,42,T,3,RETIREMENT,STUDENT,STUDENT,-29,1720,0,94,202,2.3884,2023Q3
2018,ES25,DE475,CROSS_BORDER,1,WORK,FR,45,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,66,2074,1,76,211,1.53,2025Q4
2019,FR201,SK893,INTRA_EU,1,WORK,PL,48,F,5,FAMILY,EMPLOYED,EMPLOYED,-54,2310,0,87,221,1.2091,2023Q1
2020,LV1,MT380,EXTRA_EU,1,WORK,CY,51,T,6,STUDY,INACTIVE,INACTIVE,-26,2506,0,104,247,1.9548,2025Q2
2021,LV69,ES26,INTERNAL,1,WORK,LV,54,M,1,WORK,STUDENT,STUDENT,117,1144,0,79,235,2.8009,2022Q3
2022,RO840,EE36,CROSS_BORDER,1,WORK,SE,57,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,61,2366,0,100,236,0.4458,2024Q4
2023,DE4,NL78,INTRA_EU,0,WORK,DE,60,T,3,RETIREMENT,EMPLOYED,EMPLOYED,71,1087,0,115,247,0.5307,2022Q1
2024,EE785,ES99,EXTRA_EU,0,WORK,PT,63,M,4,PROTECTION,INACTIVE,INACTIVE,17,2412,0,102,251,0.698,2024Q2
2025,SK11,SI71,INTERNAL,0,WORK,CZ,66,F,5,FAMILY,STUDENT,STUDENT,96,537,0,97,260,1.3359,2026Q3
2026,PL87,EE989,CROSS_BORDER,1,WORK,LT,69,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,5,1757,0,102,261,3.4767,2023Q4
2015,BG531,HU92,INTRA_EU,1,WORK,AT,72,M,1,WORK,EMPLOYED,EMPLOYED,-15,1026,0,102,268,1.0824,2026Q1
2016,RO365,HR71,EXTRA_EU,1,WORK,GR,75,F,2,OTHER,INACTIVE,INACTIVE,100,2295,0,109,247,1.3338,2023Q2
2017,AT85,DE48,INTERNAL,1,WORK,RO,78,T,3,RETIREMENT,STUDENT,STUDENT,-116,351,1,91,247,1.7057,2025Q3
2018,IT986,IT851,CROSS_BORDER,1,WORK,DK,81,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,33,1370,1,126,254,0.3049,2022Q4
2019,GR299,AT22,INTRA_EU,1,WORK,LU,84,F,5,FAMILY,EMPLOYED,EMPLOYED,115,2068,0,97,275,1.7709,2025Q1
2020,FR71,CZ358,EXTRA_EU,1,WORK,BE,87,T,6,STUDY,INACTIVE,INACTIVE,74,1949,1,102,271,1.3482,2022Q2
2021,CZ722,HU193,INTERNAL,1,WORK,HU,0,M,1,WORK,STUDENT,STUDENT,-71,1735,0,109,268,0.9761,2024Q3
2022,IE74,RO434,CROSS_BORDER,1,WORK,SK,3,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,-17,2088,0,106,267,0.6358,2026Q4
2023,CY16,ES925,INTRA_EU,1,WORK,EE,6,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-82,808,0,120,282,0.5841,2024Q1
2024,DE34,FI885,EXTRA_EU,1,WORK,MT,9,M,4,PROTECTION,INACTIVE,INACTIVE,70,200,0,107,266,3.1349,2026Q2
2025,CZ64,MT255,INTERNAL,1,WORK,BG,12,F,5,FAMILY,STUDENT,STUDENT,101,1468,0,121,23,2.4606,2023Q3
2026,DE56,MT225,CROSS_BORDER,0,WORK,IE,15,T,6,STUDY,UNEMPLOYED,UNEMPLOYED,-21,1008,0,115,17,1.9302,2025Q4
2015,SK47,CZ628,INTRA_EU,0,WORK,SI,18,M,1,WORK,EMPLOYED,EMPLOYED,21,2484,0,127,34,2.8074,2023Q1
2016,PT34,MT762,EXTRA_EU,0,WORK,FI,21,F,2,OTHER,INACTIVE,INACTIVE,99,1538,0,115,36,3.311,2025Q2
2017,ES27,CZ679,INTERNAL,0,WORK,NL,24,T,3,RETIREMENT,STUDENT,STUDENT,62,1374,0,120,36,1.7276,2022Q3
2018,LT780,CY468,CROSS_BORDER,1,WORK,HR,27,M,4,PROTECTION,UNEMPLOYED,UNEMPLOYED,-56,117,0,129,51,1.7903,2024Q4
2019,CZ196,IE872,INTRA_EU,1,WORK,IT,30,F,5,FAMILY,EMPLOYED,EMPLOYED,-48,107,0,109,31,3.3666,2022Q1
2020,AT5,BE538,EXTRA_EU,1,WORK,ES,33,T,6,STUDY,INACTIVE,INACTIVE,-1,1457,0,139,61,1.4223,2024Q2
2021,RO475,SK888,INTERNAL,1,WORK,FR,36,M,1,WORK,STUDENT,STUDENT,-101,1303,0,115,49,0.4901,2026Q3
2022,GR8,SE680,CROSS_BORDER,1,WORK,PL,39,F,2,OTHER,UNEMPLOYED,UNEMPLOYED,81,137,1,120,41,2.8482,2023Q4
2023,HR354,IE234,INTRA_EU,1,WORK,CY,42,T,3,RETIREMENT,EMPLOYED,EMPLOYED,-29,2078,0,122,58,1.3989,2026Q1
2024,LV81,SE271,EXTRA_EU,1,WORK,LV,45,M,4,PROTECTION,INACTIVE,INACTIVE,84,1371,0,132,68,1.0872,2023Q2
2025,FR2,RO696,INTERNAL,0,WORK,SE,48,F,5,FAMILY,STUDENT,STUDENT,113,825,0,114,74,1.6755,2025Q3
