demo_household_survey_year,demo_household_household_id_sample,demo_household_relationship_to_householder,demo_household_family_type_code,demo_household_marital_status,demo_household_number_of_children_u18,demo_household_multigenerational_flag,demo_household_single_parent_flag,demo_household_cohabiting_partner_flag,demo_household_household_income_ratio_poverty,demo_household_housing_cost_burden_pct,demo_household_crowding_persons_per_room,demo_household_vehicle_count_household,demo_household_internet_access_type,demo_household_language_spoken_at_home,demo_household_disability_status_household,demo_household_caregiving_hours_week,demo_household_childcare_cost_monthly,demo_household_eldercare_responsibility_flag,demo_household_sampling_stratum
2020,HH00000139,PARENT,MALE_HH_NO_SPOUSE,DIVORCED,3,0,0,0,2.86,15.8,2.4,4,FIBER,CHINESE,NONE,19,2856,1,URBAN_CORE
2023,HH00000140,CHILD,MALE_HH_NO_SPOUSE,SEPARATED,3,1,0,1,1.69,10.6,1.26,1,DSL,OTHER,ONE_MEMBER,51,119,1,URBAN_CORE
2023,HH00000141,PARENT,NONFAMILY,WIDOWED,5,1,1,1,3.71,58.1,0.36,0,FIXED_WIRELESS,SPANISH,ONE_MEMBER,40,1350,1,RURAL
2022,HH00000142,HOUSEHOLDER,MALE_HH_NO_SPOUSE,NEVER_MARRIED,3,1,1,0,2.72,6.0,1.18,3,CABLE,FRENCH,ONE_MEMBER,33,192,0,SMALL_TOWN
2020,HH00000143,OTHER_REL,MALE_HH_NO_SPOUSE,MARRIED,3,1,0,0,0.77,54.6,1.33,3,NONE,ENGLISH,ONE_MEMBER,11,459,0,SUBURBAN
2019,HH00000144,SIBLING,MARRIED_COUPLE,NEVER_MARRIED,0,0,0,0,2.79,17.2,1.93,4,DSL,KOREAN,ONE_MEMBER,7,2104,0,RURAL
2022,HH00000145,HOUSEHOLDER,MALE_HH_NO_SPOUSE,WIDOWED,0,1,0,1,4.23,29.0,0.8,5,FIXED_WIRELESS,TAGALOG,MULTIPLE_MEMBERS,35,475,1,URBAN_CORE
2021,HH00000146,OTHER_REL,MARRIED_COUPLE,MARRIED,4,1,1,1,2.86,5.5,1.58,0,NONE,SPANISH,MULTIPLE_MEMBERS,29,47,1,URBAN_CORE
2025,HH00000147,CHILD,MALE_HH_NO_SPOUSE,NEVER_MARRIED,5,0,0,1,3.51,63.3,0.68,2,FIXED_WIRELESS,KOREAN,NONE,36,128,1,SMALL_TOWN
2021,HH00000148,PARENT,FEMALE_HH_NO_SPOUSE,WIDOWED,0,0,1,1,4.32,31.6,1.66,2,SATELLITE,ARABIC,ONE_MEMBER,24,2141,0,SMALL_TOWN
2021,HH00000149,SIBLING,FEMALE_HH_NO_SPOUSE,WIDOWED,0,0,1,0,3.15,31.0,1.45,1,MOBILE_ONLY,KOREAN,NONE,13,1893,1,SUBURBAN
2019,HH00000150,SPOUSE,FEMALE_HH_NO_SPOUSE,SEPARATED,5,1,0,0,0.76,6.4,2.19,4,FIXED_WIRELESS,VIETNAMESE,ONE_MEMBER,32,2064,1,URBAN_CORE
2019,HH00000151,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,DIVORCED,1,0,0,0,4.21,16.2,1.32,5,DSL,ENGLISH,ONE_MEMBER,32,3154,1,SMALL_TOWN
2022,HH00000152,SIBLING,MARRIED_COUPLE,SEPARATED,2,0,1,1,1.33,16.7,0.93,5,MOBILE_ONLY,VIETNAMESE,ONE_MEMBER,17,428,0,SMALL_TOWN
2021,HH00000153,SPOUSE,MALE_HH_NO_SPOUSE,SEPARATED,4,0,0,0,4.35,5.7,1.47,4,FIXED_WIRELESS,VIETNAMESE,MULTIPLE_MEMBERS,27,2378,0,SMALL_TOWN
2023,HH00000154,OTHER_REL,MARRIED_COUPLE,NEVER_MARRIED,4,1,1,1,1.98,15.2,1.53,3,NONE,ENGLISH,MULTIPLE_MEMBERS,5,2604,0,SUBURBAN
2018,HH00000155,CHILD,MARRIED_COUPLE,WIDOWED,1,0,1,0,3.31,61.4,0.5,3,MOBILE_ONLY,CHINESE,ONE_MEMBER,58,765,0,RURAL
2020,HH00000156,OTHER_REL,MARRIED_COUPLE,DIVORCED,2,1,0,1,0.57,40.0,1.55,3,SATELLITE,FRENCH,NONE,33,990,0,SMALL_TOWN
2024,HH00000157,SPOUSE,NONFAMILY,WIDOWED,0,1,0,1,1.86,6.1,1.83,3,SATELLITE,FRENCH,ONE_MEMBER,30,179,0,SUBURBAN
2023,HH00000158,OTHER_REL,MALE_HH_NO_SPOUSE,MARRIED,4,0,0,1,5.56,17.9,2.25,0,CABLE,OTHER,NONE,23,1404,1,SMALL_TOWN
2021,HH00000159,NONREL,NONFAMILY,NEVER_MARRIED,2,1,1,1,3.25,29.8,0.77,0,MOBILE_ONLY,VIETNAMESE,MULTIPLE_MEMBERS,23,900,0,SUBURBAN
2024,HH00000160,NONREL,FEMALE_HH_NO_SPOUSE,SEPARATED,5,0,1,0,5.46,15.3,1.3,1,MOBILE_ONLY,KOREAN,MULTIPLE_MEMBERS,15,538,1,RURAL
2021,HH00000161,NONREL,FEMALE_HH_NO_SPOUSE,DIVORCED,3,0,0,0,5.65,14.4,0.43,2,DSL,KOREAN,ONE_MEMBER,51,1706,0,RURAL
2021,HH00000162,CHILD,NONFAMILY,DIVORCED,4,0,1,0,1.81,62.5,0.66,1,MOBILE_ONLY,KOREAN,NONE,60,1251,1,URBAN_CORE
2024,HH00000163,NONREL,MARRIED_COUPLE,DIVORCED,2,1,1,0,5.45,64.6,2.34,3,DSL,OTHER,ONE_MEMBER,50,619,0,SMALL_TOWN
2021,HH00000164,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,MARRIED,3,0,0,1,4.01,42.4,2.36,4,CABLE,SPANISH,NONE,4,1704,0,URBAN_CORE
2023,HH00000165,NONREL,FEMALE_HH_NO_SPOUSE,SEPARATED,3,1,0,0,3.36,57.0,0.39,0,DSL,ARABIC,MULTIPLE_MEMBERS,5,322,0,SUBURBAN
2022,HH00000166,SPOUSE,MALE_HH_NO_SPOUSE,DIVORCED,5,1,0,0,2.55,31.1,1.48,0,FIBER,OTHER,MULTIPLE_MEMBERS,40,1749,1,SMALL_TOWN
2020,HH00000167,PARENT,MARRIED_COUPLE,WIDOWED,0,0,1,1,1.66,5.4,0.6,5,SATELLITE,ENGLISH,ONE_MEMBER,46,2195,0,RURAL
2021,HH00000168,OTHER_REL,NONFAMILY,DIVORCED,5,0,1,0,2.52,40.0,1.85,5,MOBILE_ONLY,CHINESE,ONE_MEMBER,45,2874,0,SUBURBAN
2022,HH00000169,OTHER_REL,MARRIED_COUPLE,DIVORCED,2,0,1,0,3.99,15.0,1.67,0,MOBILE_ONLY,VIETNAMESE,MULTIPLE_MEMBERS,9,1431,1,URBAN_CORE
2024,HH00000170,PARENT,MARRIED_COUPLE,DIVORCED,4,1,0,1,2.3,39.6,1.44,5,FIBER,FRENCH,ONE_MEMBER,22,2125,1,RURAL
2023,HH00000171,PARENT,MARRIED_COUPLE,MARRIED,4,0,1,0,2.24,58.5,1.44,0,FIXED_WIRELESS,TAGALOG,ONE_MEMBER,58,2673,1,SUBURBAN
2021,HH00000172,CHILD,FEMALE_HH_NO_SPOUSE,SEPARATED,2,1,1,1,3.36,50.0,1.66,4,CABLE,TAGALOG,ONE_MEMBER,34,260,0,RURAL
2023,HH00000173,OTHER_REL,FEMALE_HH_NO_SPOUSE,WIDOWED,1,1,1,1,0.46,20.5,1.27,5,NONE,FRENCH,ONE_MEMBER,8,153,1,SUBURBAN
2018,HH00000174,NONREL,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,1,0,1,1,3.75,53.6,1.91,1,MOBILE_ONLY,OTHER,MULTIPLE_MEMBERS,59,559,1,URBAN_CORE
2025,HH00000175,SPOUSE,NONFAMILY,DIVORCED,0,0,1,0,1.9,47.7,1.87,0,FIBER,KOREAN,MULTIPLE_MEMBERS,37,287,0,RURAL
2023,HH00000176,SIBLING,NONFAMILY,SEPARATED,0,0,1,1,3.05,61.1,1.04,3,FIXED_WIRELESS,CHINESE,NONE,42,747,1,RURAL
2022,HH00000177,NONREL,NONFAMILY,MARRIED,5,1,0,1,5.01,42.3,1.88,3,DSL,TAGALOG,ONE_MEMBER,49,1852,1,SMALL_TOWN
2025,HH00000178,SPOUSE,MARRIED_COUPLE,WIDOWED,1,0,0,1,4.8,63.8,1.05,1,DSL,ENGLISH,ONE_MEMBER,33,1059,1,RURAL
2025,HH00000179,SPOUSE,NONFAMILY,SEPARATED,5,0,1,1,1.89,36.7,1.59,1,FIXED_WIRELESS,ARABIC,MULTIPLE_MEMBERS,4,238,0,RURAL
2018,HH00000180,OTHER_REL,MALE_HH_NO_SPOUSE,DIVORCED,3,0,0,1,0.49,36.5,0.77,5,FIXED_WIRELESS,KOREAN,MULTIPLE_MEMBERS,17,760,0,SUBURBAN
2021,HH00000181,OTHER_REL,FEMALE_HH_NO_SPOUSE,SEPARATED,5,1,0,1,2.39,6.1,0.99,1,FIXED_WIRELESS,ENGLISH,ONE_MEMBER,0,2646,0,SUBURBAN
2020,HH00000182,HOUSEHOLDER,MARRIED_COUPLE,MARRIED,3,1,1,0,0.88,61.2,0.78,1,FIXED_WIRELESS,ARABIC,NONE,39,1381,1,SMALL_TOWN
2022,HH00000183,SIBLING,MARRIED_COUPLE,NEVER_MARRIED,1,1,0,0,2.71,30.9,2.48,4,FIXED_WIRELESS,FRENCH,MULTIPLE_MEMBERS,37,295,0,SMALL_TOWN
2018,HH00000184,PARENT,NONFAMILY,MARRIED,4,0,0,0,5.0,57.1,1.65,5,NONE,CHINESE,NONE,17,402,0,URBAN_CORE
2023,HH00000185,CHILD,MARRIED_COUPLE,NEVER_MARRIED,1,0,1,0,2.08,28.1,1.78,0,MOBILE_ONLY,VIETNAMESE,ONE_MEMBER,41,386,1,SUBURBAN
2018,HH00000186,SIBLING,FEMALE_HH_NO_SPOUSE,DIVORCED,4,0,0,0,4.91,60.6,1.7,4,CABLE,ARABIC,NONE,40,110,1,URBAN_CORE
2020,HH00000187,PARENT,MARRIED_COUPLE,WIDOWED,5,1,0,1,5.82,62.0,0.36,5,FIXED_WIRELESS,FRENCH,MULTIPLE_MEMBERS,27,2492,1,SUBURBAN
2022,HH00000188,CHILD,NONFAMILY,MARRIED,4,1,1,0,4.13,6.3,1.88,4,DSL,TAGALOG,ONE_MEMBER,42,271,0,SMALL_TOWN
2025,HH00000189,NONREL,NONFAMILY,WIDOWED,3,1,1,1,5.13,47.5,2.01,0,DSL,ARABIC,ONE_MEMBER,24,2162,1,SMALL_TOWN
2019,HH00000190,SIBLING,MALE_HH_NO_SPOUSE,MARRIED,5,0,0,1,5.09,6.9,1.05,4,CABLE,OTHER,ONE_MEMBER,11,394,1,RURAL
2018,HH00000191,CHILD,FEMALE_HH_NO_SPOUSE,WIDOWED,3,1,1,1,0.32,10.9,1.59,1,FIXED_WIRELESS,VIETNAMESE,NONE,15,32,0,RURAL
2022,HH00000192,CHILD,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,5,1,0,0,4.04,7.4,0.36,2,SATELLITE,SPANISH,NONE,55,966,1,SUBURBAN
2019,HH00000193,PARENT,MARRIED_COUPLE,SEPARATED,3,0,1,0,4.67,6.8,0.77,3,DSL,OTHER,ONE_MEMBER,6,1935,0,SMALL_TOWN
2022,HH00000194,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,SEPARATED,4,0,0,0,2.78,29.7,0.72,1,NONE,ARABIC,MULTIPLE_MEMBERS,48,2162,0,SUBURBAN
2021,HH00000195,PARENT,MARRIED_COUPLE,NEVER_MARRIED,4,1,1,1,5.11,32.1,0.86,5,FIXED_WIRELESS,VIETNAMESE,ONE_MEMBER,24,444,1,SMALL_TOWN
2025,HH00000196,SIBLING,MARRIED_COUPLE,NEVER_MARRIED,0,1,0,0,4.05,33.1,1.14,1,SATELLITE,ENGLISH,NONE,60,2585,0,SUBURBAN
2018,HH00000197,PARENT,MARRIED_COUPLE,DIVORCED,1,1,0,1,4.17,14.3,0.78,0,SATELLITE,ARABIC,ONE_MEMBER,58,1526,0,SMALL_TOWN
2019,HH00000198,PARENT,NONFAMILY,MARRIED,3,0,1,0,2.57,21.1,0.8,5,FIBER,KOREAN,MULTIPLE_MEMBERS,50,1551,1,RURAL
2020,HH00000199,PARENT,FEMALE_HH_NO_SPOUSE,WIDOWED,2,1,1,0,5.33,50.2,2.4,2,NONE,FRENCH,NONE,12,1645,0,SMALL_TOWN
2024,HH00000200,OTHER_REL,MARRIED_COUPLE,NEVER_MARRIED,2,1,1,1,2.4,26.0,0.86,0,SATELLITE,VIETNAMESE,NONE,18,1718,1,SUBURBAN
2024,HH00000201,OTHER_REL,MALE_HH_NO_SPOUSE,WIDOWED,4,1,1,0,1.05,20.6,1.55,1,SATELLITE,VIETNAMESE,ONE_MEMBER,42,2073,0,RURAL
2020,HH00000202,OTHER_REL,MARRIED_COUPLE,MARRIED,0,1,0,1,2.02,25.3,1.71,5,DSL,SPANISH,ONE_MEMBER,49,3174,1,SMALL_TOWN
2021,HH00000203,SIBLING,MARRIED_COUPLE,WIDOWED,1,0,0,1,2.53,58.7,0.98,4,SATELLITE,KOREAN,NONE,53,2563,0,SUBURBAN
2025,HH00000204,NONREL,FEMALE_HH_NO_SPOUSE,SEPARATED,4,1,0,0,4.56,58.5,0.45,5,SATELLITE,FRENCH,MULTIPLE_MEMBERS,24,3036,0,SMALL_TOWN
2024,HH00000205,SIBLING,MARRIED_COUPLE,DIVORCED,1,1,0,1,0.7,31.3,1.34,3,DSL,ENGLISH,ONE_MEMBER,23,3188,1,SMALL_TOWN
2021,HH00000206,NONREL,FEMALE_HH_NO_SPOUSE,MARRIED,4,1,1,1,4.02,56.5,2.48,5,FIBER,FRENCH,ONE_MEMBER,34,883,0,SUBURBAN
2024,HH00000207,CHILD,NONFAMILY,MARRIED,3,1,1,1,3.17,27.0,0.93,3,FIBER,TAGALOG,NONE,35,479,0,SUBURBAN
2023,HH00000208,CHILD,FEMALE_HH_NO_SPOUSE,DIVORCED,0,1,1,0,2.04,9.7,0.31,1,MOBILE_ONLY,ARABIC,MULTIPLE_MEMBERS,44,2161,0,URBAN_CORE
2019,HH00000209,SIBLING,FEMALE_HH_NO_SPOUSE,MARRIED,3,0,1,1,2.49,32.2,2.05,0,FIXED_WIRELESS,FRENCH,NONE,39,2777,0,URBAN_CORE
2018,HH00000210,OTHER_REL,MALE_HH_NO_SPOUSE,DIVORCED,5,0,0,1,4.25,59.3,0.85,2,FIXED_WIRELESS,ARABIC,MULTIPLE_MEMBERS,50,3067,1,SMALL_TOWN
2018,HH00000211,CHILD,MALE_HH_NO_SPOUSE,NEVER_MARRIED,3,0,0,0,3.69,9.1,2.17,2,SATELLITE,ARABIC,NONE,3,2129,1,RURAL
2023,HH00000212,PARENT,MALE_HH_NO_SPOUSE,NEVER_MARRIED,2,0,0,1,0.61,19.9,0.86,1,SATELLITE,VIETNAMESE,NONE,40,1069,0,URBAN_CORE
2020,HH00000213,SPOUSE,MALE_HH_NO_SPOUSE,WIDOWED,2,1,1,0,0.78,8.0,2.22,2,FIXED_WIRELESS,TAGALOG,MULTIPLE_MEMBERS,8,2164,0,SMALL_TOWN
2024,HH00000214,OTHER_REL,FEMALE_HH_NO_SPOUSE,SEPARATED,2,0,1,1,4.28,50.6,2.31,5,FIXED_WIRELESS,SPANISH,NONE,13,2818,0,URBAN_CORE
2021,HH00000215,OTHER_REL,MALE_HH_NO_SPOUSE,SEPARATED,2,0,1,0,5.3,53.7,1.58,0,SATELLITE,ENGLISH,ONE_MEMBER,24,1073,1,URBAN_CORE
2023,HH00000216,OTHER_REL,FEMALE_HH_NO_SPOUSE,MARRIED,5,1,0,1,1.13,58.6,2.13,2,NONE,TAGALOG,ONE_MEMBER,13,1722,1,SUBURBAN
2024,HH00000217,SPOUSE,MALE_HH_NO_SPOUSE,MARRIED,4,1,0,1,3.65,9.9,2.21,0,MOBILE_ONLY,ENGLISH,ONE_MEMBER,42,1188,0,SMALL_TOWN
2020,HH00000218,CHILD,NONFAMILY,WIDOWED,4,1,0,1,1.39,44.2,1.07,1,MOBILE_ONLY,OTHER,ONE_MEMBER,46,193,0,SUBURBAN
2019,HH00000219,NONREL,MALE_HH_NO_SPOUSE,SEPARATED,0,1,1,1,5.91,36.6,1.75,5,NONE,ENGLISH,MULTIPLE_MEMBERS,9,1373,0,SUBURBAN
2020,HH00000220,CHILD,MALE_HH_NO_SPOUSE,NEVER_MARRIED,2,0,1,1,3.84,20.5,1.63,2,DSL,VIETNAMESE,NONE,22,601,1,URBAN_CORE
2020,HH00000221,HOUSEHOLDER,MARRIED_COUPLE,NEVER_MARRIED,2,1,1,1,4.94,45.7,1.24,0,DSL,SPANISH,MULTIPLE_MEMBERS,10,1506,0,SUBURBAN
2021,HH00000222,PARENT,MARRIED_COUPLE,DIVORCED,4,1,1,0,1.88,6.0,1.96,4,DSL,ARABIC,ONE_MEMBER,17,760,0,URBAN_CORE
2021,HH00000223,PARENT,MARRIED_COUPLE,NEVER_MARRIED,1,1,1,0,2.16,12.5,1.34,2,FIXED_WIRELESS,KOREAN,NONE,20,902,0,URBAN_CORE
2018,HH00000224,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,SEPARATED,5,1,0,0,1.05,59.8,0.89,5,FIBER,SPANISH,NONE,29,555,1,RURAL
2025,HH00000225,HOUSEHOLDER,MALE_HH_NO_SPOUSE,DIVORCED,3,1,1,1,4.14,43.3,0.91,3,NONE,FRENCH,MULTIPLE_MEMBERS,25,659,1,SMALL_TOWN
2018,HH00000226,SPOUSE,NONFAMILY,MARRIED,0,1,0,0,5.89,11.5,0.3,2,FIXED_WIRELESS,TAGALOG,MULTIPLE_MEMBERS,22,2201,1,SMALL_TOWN
2024,HH00000227,PARENT,MARRIED_COUPLE,WIDOWED,4,1,1,1,3.04,44.4,0.47,2,DSL,TAGALOG,MULTIPLE_MEMBERS,35,1853,0,SMALL_TOWN
2023,HH00000228,PARENT,FEMALE_HH_NO_SPOUSE,SEPARATED,4,1,0,0,0.76,20.4,0.61,4,CABLE,ARABIC,ONE_MEMBER,15,505,0,SUBURBAN
2018,HH00000229,NONREL,NONFAMILY,NEVER_MARRIED,3,0,0,1,0.28,25.2,1.86,2,MOBILE_ONLY,KOREAN,NONE,29,181,1,SMALL_TOWN
2020,HH00000230,OTHER_REL,MARRIED_COUPLE,DIVORCED,0,0,1,1,4.31,11.6,0.56,5,DSL,FRENCH,MULTIPLE_MEMBERS,8,1504,1,RURAL
2020,HH00000231,SIBLING,NONFAMILY,NEVER_MARRIED,4,1,0,0,1.24,48.6,0.78,2,CABLE,ARABIC,MULTIPLE_MEMBERS,10,2562,1,SUBURBAN
2022,HH00000232,PARENT,FEMALE_HH_NO_SPOUSE,MARRIED,2,1,0,1,5.62,22.4,1.35,1,NONE,VIETNAMESE,MULTIPLE_MEMBERS,23,381,1,SMALL_TOWN
2019,HH00000233,SPOUSE,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,2,0,0,1,4.46,14.3,1.04,1,DSL,ARABIC,ONE_MEMBER,7,3077,1,URBAN_CORE
2025,HH00000234,SPOUSE,NONFAMILY,NEVER_MARRIED,4,1,0,1,1.28,63.7,2.02,0,DSL,FRENCH,ONE_MEMBER,57,1001,1,RURAL
2022,HH00000235,OTHER_REL,MARRIED_COUPLE,WIDOWED,1,1,1,0,5.43,15.1,0.52,3,CABLE,OTHER,NONE,24,606,1,RURAL
2019,HH00000236,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,1,0,0,0,1.48,42.4,2.46,2,DSL,SPANISH,ONE_MEMBER,8,1415,1,RURAL
2023,HH00000237,SPOUSE,NONFAMILY,WIDOWED,1,0,0,1,5.74,12.8,2.12,1,CABLE,SPANISH,ONE_MEMBER,1,224,1,SUBURBAN
2025,HH00000238,NONREL,MARRIED_COUPLE,DIVORCED,5,0,1,0,1.87,62.4,1.4,0,CABLE,OTHER,MULTIPLE_MEMBERS,52,1149,0,SMALL_TOWN
2021,HH00000239,SPOUSE,MALE_HH_NO_SPOUSE,MARRIED,2,0,1,0,0.93,32.5,0.58,4,FIXED_WIRELESS,ARABIC,NONE,32,425,0,RURAL
2023,HH00000240,OTHER_REL,MALE_HH_NO_SPOUSE,WIDOWED,5,0,0,1,3.51,41.4,0.51,5,FIBER,OTHER,NONE,36,275,0,SMALL_TOWN
2020,HH00000241,SIBLING,NONFAMILY,NEVER_MARRIED,2,0,0,1,3.65,8.3,0.65,3,FIXED_WIRELESS,KOREAN,MULTIPLE_MEMBERS,39,1234,0,SUBURBAN
2022,HH00000242,SPOUSE,FEMALE_HH_NO_SPOUSE,DIVORCED,3,1,1,0,3.84,61.7,0.7,4,FIBER,KOREAN,NONE,6,704,1,URBAN_CORE
2023,HH00000243,CHILD,NONFAMILY,WIDOWED,1,1,0,0,1.77,44.8,1.96,0,FIBER,VIETNAMESE,MULTIPLE_MEMBERS,7,1887,0,SUBURBAN
2025,HH00000244,CHILD,MARRIED_COUPLE,WIDOWED,3,0,1,0,2.35,13.5,2.44,4,MOBILE_ONLY,OTHER,NONE,46,2913,0,SMALL_TOWN
2020,HH00000245,HOUSEHOLDER,MALE_HH_NO_SPOUSE,DIVORCED,4,1,0,1,5.95,36.6,1.96,2,DSL,SPANISH,MULTIPLE_MEMBERS,7,880,1,SMALL_TOWN
2022,HH00000246,PARENT,FEMALE_HH_NO_SPOUSE,MARRIED,5,1,0,0,2.52,55.0,1.99,4,CABLE,OTHER,MULTIPLE_MEMBERS,52,2323,0,SMALL_TOWN
2018,HH00000247,PARENT,MALE_HH_NO_SPOUSE,DIVORCED,5,0,1,1,0.79,49.9,2.38,1,FIBER,OTHER,NONE,21,1726,1,RURAL
2019,HH00000248,SIBLING,MARRIED_COUPLE,MARRIED,4,1,1,0,2.67,60.0,0.52,1,MOBILE_ONLY,CHINESE,ONE_MEMBER,42,2359,1,URBAN_CORE
2018,HH00000249,SPOUSE,NONFAMILY,MARRIED,0,1,0,0,1.31,61.9,0.52,5,FIBER,OTHER,MULTIPLE_MEMBERS,1,2610,0,SMALL_TOWN
2023,HH00000250,OTHER_REL,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,0,1,1,1,1.06,7.0,2.27,4,FIBER,ARABIC,ONE_MEMBER,59,762,0,SUBURBAN
2020,HH00000251,SPOUSE,NONFAMILY,WIDOWED,0,0,0,0,2.42,43.4,1.51,3,CABLE,CHINESE,MULTIPLE_MEMBERS,3,2661,0,SMALL_TOWN
2025,HH00000252,OTHER_REL,FEMALE_HH_NO_SPOUSE,DIVORCED,0,0,0,1,2.19,8.4,0.85,1,SATELLITE,SPANISH,ONE_MEMBER,18,359,1,RURAL
2021,HH00000253,SPOUSE,NONFAMILY,MARRIED,5,1,1,0,0.88,5.3,0.74,4,FIBER,VIETNAMESE,ONE_MEMBER,41,1627,1,URBAN_CORE
2021,HH00000254,SPOUSE,NONFAMILY,DIVORCED,5,1,1,1,0.3,9.9,1.64,2,CABLE,SPANISH,NONE,4,2992,1,URBAN_CORE
2018,HH00000255,SPOUSE,FEMALE_HH_NO_SPOUSE,WIDOWED,2,0,1,0,3.87,64.5,1.7,5,CABLE,KOREAN,MULTIPLE_MEMBERS,52,1671,0,SUBURBAN
2022,HH00000256,CHILD,NONFAMILY,DIVORCED,3,0,0,0,1.59,5.1,1.97,1,MOBILE_ONLY,KOREAN,NONE,60,1185,0,SMALL_TOWN
2025,HH00000257,NONREL,FEMALE_HH_NO_SPOUSE,SEPARATED,5,1,1,0,5.17,44.6,1.72,1,SATELLITE,FRENCH,MULTIPLE_MEMBERS,59,658,1,SMALL_TOWN
2025,HH00000258,SIBLING,FEMALE_HH_NO_SPOUSE,DIVORCED,2,1,1,0,1.99,41.8,1.89,5,NONE,OTHER,MULTIPLE_MEMBERS,43,2312,1,RURAL
2025,HH00000259,HOUSEHOLDER,MALE_HH_NO_SPOUSE,MARRIED,4,0,0,0,3.36,52.4,1.87,4,MOBILE_ONLY,VIETNAMESE,ONE_MEMBER,59,1015,0,RURAL
2018,HH00000260,HOUSEHOLDER,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,5,0,0,0,1.48,45.3,0.41,4,FIXED_WIRELESS,ENGLISH,MULTIPLE_MEMBERS,40,2113,0,RURAL
2021,HH00000261,OTHER_REL,NONFAMILY,SEPARATED,1,1,1,0,1.27,61.4,1.87,4,FIBER,SPANISH,NONE,58,767,1,RURAL
2018,HH00000262,CHILD,NONFAMILY,NEVER_MARRIED,1,1,1,0,5.68,56.3,0.65,3,SATELLITE,OTHER,ONE_MEMBER,59,545,1,RURAL
2019,HH00000263,SPOUSE,MALE_HH_NO_SPOUSE,NEVER_MARRIED,3,0,0,1,4.13,21.9,1.4,1,SATELLITE,SPANISH,ONE_MEMBER,14,1792,0,RURAL
2018,HH00000264,SPOUSE,MALE_HH_NO_SPOUSE,WIDOWED,3,1,1,0,5.71,57.6,0.85,2,FIXED_WIRELESS,CHINESE,ONE_MEMBER,6,3166,0,URBAN_CORE
2022,HH00000265,NONREL,FEMALE_HH_NO_SPOUSE,NEVER_MARRIED,4,0,0,0,1.36,21.8,1.8,2,FIBER,VIETNAMESE,MULTIPLE_MEMBERS,48,2113,1,URBAN_CORE
2020,HH00000266,PARENT,NONFAMILY,NEVER_MARRIED,2,0,0,1,4.54,44.6,0.96,0,MOBILE_ONLY,KOREAN,ONE_MEMBER,11,1223,1,RURAL
2018,HH00000267,OTHER_REL,FEMALE_HH_NO_SPOUSE,DIVORCED,1,0,0,0,1.5,19.7,2.31,4,SATELLITE,FRENCH,MULTIPLE_MEMBERS,38,2276,1,SUBURBAN
2019,HH00000268,HOUSEHOLDER,MARRIED_COUPLE,SEPARATED,2,0,1,0,4.55,61.3,0.41,0,SATELLITE,CHINESE,MULTIPLE_MEMBERS,48,1251,0,SUBURBAN
2023,HH00000269,PARENT,NONFAMILY,SEPARATED,4,1,1,0,5.02,47.3,1.34,0,FIXED_WIRELESS,VIETNAMESE,NONE,45,490,0,SMALL_TOWN
2022,HH00000270,OTHER_REL,MARRIED_COUPLE,DIVORCED,2,1,0,1,1.44,33.8,1.24,3,SATELLITE,ENGLISH,MULTIPLE_MEMBERS,11,1523,1,RURAL
2019,HH00000271,NONREL,NONFAMILY,MARRIED,1,1,0,1,2.33,53.2,0.72,5,DSL,OTHER,ONE_MEMBER,24,1710,0,SUBURBAN
2022,HH00000272,HOUSEHOLDER,MARRIED_COUPLE,SEPARATED,5,0,0,1,3.71,6.6,0.45,3,FIBER,FRENCH,NONE,6,1282,1,RURAL
2023,HH00000273,PARENT,MALE_HH_NO_SPOUSE,SEPARATED,4,1,0,1,5.48,43.2,0.8,4,FIBER,CHINESE,NONE,39,34,0,SUBURBAN
2021,HH00000274,SPOUSE,MARRIED_COUPLE,SEPARATED,2,1,0,0,0.36,6.9,0.59,4,FIXED_WIRELESS,CHINESE,MULTIPLE_MEMBERS,8,1482,1,URBAN_CORE
2021,HH00000275,SPOUSE,NONFAMILY,WIDOWED,2,0,1,1,3.44,18.7,0.71,5,NONE,SPANISH,MULTIPLE_MEMBERS,49,1955,0,URBAN_CORE
2020,HH00000276,SPOUSE,MALE_HH_NO_SPOUSE,SEPARATED,2,1,0,1,1.0,23.8,2.19,4,SATELLITE,ENGLISH,MULTIPLE_MEMBERS,3,244,1,RURAL
2020,HH00000277,SIBLING,NONFAMILY,MARRIED,2,1,1,0,2.66,50.0,1.89,2,DSL,TAGALOG,MULTIPLE_MEMBERS,13,2025,1,URBAN_CORE
2022,HH00000278,PARENT,MALE_HH_NO_SPOUSE,SEPARATED,3,0,1,0,3.3,60.1,0.61,4,MOBILE_ONLY,OTHER,MULTIPLE_MEMBERS,42,151,0,SUBURBAN
