trans_air_flight_date,trans_air_airport_iata_code,trans_air_carrier_code,trans_air_flight_number_hash,trans_air_scheduled_departure_local,trans_air_actual_departure_local,trans_air_departure_delay_minutes,trans_air_scheduled_arrival_local,trans_air_actual_arrival_local,trans_air_arrival_delay_minutes,trans_air_cancellation_flag,trans_air_diversion_flag,trans_air_taxi_out_minutes,trans_air_taxi_in_minutes,trans_air_airborne_time_minutes,trans_air_seat_capacity,trans_air_passengers_enplaned,trans_air_baggage_mishandled_rate,trans_air_cisf_security_wait_time_minutes,trans_air_gate_utilization_pct
2022-08-10,HYD,G8,FLE9848BF827A5,2022-08-10 21:55,2022-08-10 21:45,-10,2022-08-11 01:11,2022-08-11 00:47,-24,N,N,12,13,171,179,169,4.1,28,86.36
2020-11-13,HYD,G8,FL32E1387A6AE8,2020-11-13 08:00,2020-11-13 07:51,-9,2020-11-13 09:30,2020-11-13 09:32,2,N,N,21,12,57,357,353,4.59,13,100.0
2023-01-17,IXB,AI,FL9863680C37FC,2023-01-17 17:58,2023-01-17 17:54,-4,2023-01-17 19:31,2023-01-17 19:01,-30,N,N,13,5,75,123,114,0.54,35,86.66
2022-11-29,GAU,SG,FL907A5CAB3C0B,2022-11-29 10:13,2022-11-29 10:29,16,2022-11-29 13:02,2022-11-29 13:45,43,N,N,15,7,147,144,142,0.98,23,68.55
2023-03-23,BOM,6E,FLCCDDA1CBFE8E,2023-03-23 17:56,2023-03-23 18:14,18,2023-03-23 21:11,2023-03-23 21:59,48,N,N,6,7,182,142,135,2.48,24,81.17
2022-01-06,IXC,UK,FL52E78E4FC18B,2022-01-06 09:37,2022-01-06 09:30,-7,2022-01-06 11:54,2022-01-06 11:24,-30,N,N,16,2,119,234,189,2.29,21,70.59
2021-06-16,PNQ,6E,FLD2438235F7C9,2021-06-16 18:47,2021-06-16 18:37,-10,2021-06-16 21:31,2021-06-16 21:07,-24,N,N,30,12,122,311,247,1.83,2,71.38
2022-05-23,BLR,S5,FLB3A84C4CBABA,2022-05-23 17:51,2022-05-23 17:48,-3,2022-05-23 19:01,2022-05-23 18:49,-12,N,N,15,10,45,156,119,5.81,18,87.5
2024-02-22,BOM,QP,FL1FE9EDA02704,2024-02-22 14:48,2024-02-22 14:58,10,2024-02-22 16:21,2024-02-22 16:12,-9,N,N,22,4,67,168,145,4.89,15,72.7
2023-06-18,CCU,I5,FL6E3E7932C4E0,2023-06-18 13:19,2023-06-18 13:40,21,2023-06-18 16:59,2023-06-18 17:06,7,N,N,17,12,191,196,115,3.76,5,99.23
2023-08-28,BOM,AI,FL1B619C1F24B4,2023-08-28 17:04,2023-08-28 17:04,0,2023-08-28 19:52,2023-08-28 19:36,-16,N,N,10,12,146,360,277,3.97,14,51.61
2021-10-30,CCU,QP,FLEEADA26FD052,2021-10-30 06:24,2021-10-30 06:23,-1,2021-10-30 10:15,2021-10-30 10:13,-2,N,N,12,10,209,255,252,4.28,10,57.92
2019-09-30,PNQ,6E,FLE40DF5406397,2019-09-30 09:44,2019-09-30 09:59,15,2019-09-30 12:37,2019-09-30 13:14,37,N,N,22,8,143,243,200,2.78,17,66.19
2024-07-30,LKO,QP,FLF5D1432A6611,2024-07-30 18:14,2024-07-30 18:31,17,2024-07-30 20:56,2024-07-30 21:35,39,N,N,23,8,131,337,310,0.79,16,63.31
2024-01-01,JAI,6E,FL9AD0CFD3CD72,2024-01-01 11:51,2024-01-01 11:57,6,2024-01-01 13:17,2024-01-01 13:36,19,N,N,22,2,62,349,337,6.44,11,67.39
2019-02-13,CCU,UK,FLAAE5502074DC,2019-02-13 21:50,2019-02-13 21:43,-7,2019-02-14 00:55,2019-02-14 00:56,1,N,N,15,10,160,359,313,6.4,27,55.89
2019-04-10,TRV,I5,FL2E189ED48329,2019-04-10 05:44,2019-04-10 05:48,4,2019-04-10 09:12,2019-04-10 09:17,5,N,N,4,7,197,106,85,5.57,8,40.87
2019-10-25,COK,I5,FLB14588E381CA,2019-10-25 13:32,2019-10-25 13:36,4,2019-10-25 17:07,2019-10-25 17:20,13,N,N,9,9,197,222,202,3.16,15,58.25
2023-07-05,AMD,S5,FLE539972024E9,2023-07-05 10:29,2023-07-05 10:39,10,2023-07-05 13:51,2023-07-05 14:02,11,N,N,14,10,178,333,244,8.35,17,90.4
2022-02-21,PNQ,UK,FLD1880B1C4498,2022-02-21 10:34,2022-02-21 11:04,30,2022-02-21 13:18,2022-02-21 13:57,39,N,N,5,16,143,215,180,4.45,2,72.62
2023-04-11,HYD,I5,FL3CAD5D3B06D1,2023-04-11 21:02,2023-04-11 21:27,25,2023-04-11 23:55,2023-04-12 00:48,53,N,N,13,9,151,155,137,1.84,3,71.86
2025-02-11,COK,AI,FL3DFD2766F0C9,2025-02-11 07:46,2025-02-11 07:47,1,2025-02-11 09:28,2025-02-11 09:44,16,N,N,21,8,73,236,207,3.11,37,51.7
2024-07-12,LKO,6E,FL6F810130D7F7,2024-07-12 05:22,2024-07-12 05:46,24,2024-07-12 07:06,2024-07-12 07:54,48,N,N,14,3,87,218,211,3.45,19,53.14
2022-10-30,PNQ,UK,FLAFD9D7422A51,2022-10-30 14:47,2022-10-30 14:45,-2,2022-10-30 17:51,2022-10-30 17:58,7,N,N,14,17,153,215,178,3.14,22,59.99
2023-02-20,GAU,SG,FL8F369BA28ABB,2023-02-20 09:29,2023-02-20 09:32,3,2023-02-20 12:19,2023-02-20 12:13,-6,N,N,6,11,153,150,148,0.63,26,93.17
2021-06-10,AMD,S5,FL1FEC41A3EF6F,2021-06-10 06:20,2021-06-10 06:42,22,2021-06-10 09:30,2021-06-10 10:19,49,N,N,10,7,173,288,281,0.96,25,79.29
2019-04-30,MAA,QP,FLAC2D35EF6AD8,2019-04-30 13:59,2019-04-30 13:48,-11,2019-04-30 16:18,2019-04-30 16:00,-18,N,N,11,10,118,75,60,3.07,12,52.18
2024-03-27,CCU,UK,FLD4385EE4605E,2024-03-27 12:57,2024-03-27 13:02,5,2024-03-27 15:14,2024-03-27 15:13,-1,N,N,18,14,105,324,230,5.2,28,47.06
2020-10-15,GOI,SG,FLE70BEF9D31D3,2020-10-15 05:58,2020-10-15 05:39,-19,2020-10-15 08:01,2020-10-15 07:51,-10,N,N,15,9,99,306,274,1.8,25,92.58
2024-04-03,IXB,UK,FLE2204AD5B213,2024-04-03 21:54,2024-04-03 22:04,10,2024-04-04 00:07,2024-04-04 00:15,8,N,N,14,15,104,356,350,4.73,13,66.32
2019-06-24,HYD,QP,FL02A082CBB327,2019-06-24 18:16,2019-06-24 19:01,45,2019-06-24 20:55,2019-06-24 21:50,55,N,N,12,13,134,272,269,1.28,18,82.79
2024-05-18,JAI,G8,FLE72568C4E5E7,2024-05-18 05:36,2024-05-18 06:14,38,2024-05-18 09:11,2024-05-18 09:40,29,N,N,16,3,196,135,117,1.33,40,55.35
2025-09-24,IXC,AI,FLF71E5AEA594F,2025-09-24 16:41,2025-09-24 16:49,8,2025-09-24 19:42,2025-09-24 19:30,-12,N,N,4,3,174,110,107,1.82,17,68.31
2025-03-25,TRV,UK,FL08FA860B92AB,2025-03-25 12:01,2025-03-25 11:41,-20,2025-03-25 14:32,2025-03-25 14:44,12,N,N,12,7,132,99,78,7.2,32,74.33
2025-10-05,MAA,I5,FL9214CAC518A2,2025-10-05 09:01,2025-10-05 09:10,9,2025-10-05 10:59,2025-10-05 11:14,15,N,N,14,5,99,262,205,3.74,24,65.85
2024-04-06,JAI,SG,FLC5900D657754,2024-04-06 11:54,2024-04-06 12:41,47,2024-04-06 13:57,2024-04-06 14:32,35,N,N,15,11,97,251,175,0.0,19,84.69
2019-09-03,GAU,6E,FL33AF0AE7370C,2019-09-03 18:46,2019-09-03 18:43,-3,2019-09-03 22:16,2019-09-03 22:11,-5,N,N,7,5,198,215,213,0.64,2,58.19
2019-01-07,JAI,UK,FL6DFA17E4CF13,2019-01-07 20:39,2019-01-07 20:53,14,2019-01-08 00:11,2019-01-08 00:36,25,N,N,8,8,196,197,168,4.41,13,72.14
2021-08-04,COK,SG,FL09297ABB5708,2021-08-04 11:34,2021-08-04 12:03,29,2021-08-04 14:09,2021-08-04 14:42,33,N,N,17,11,127,239,237,0.52,0,42.92
2019-11-23,GOI,I5,FLC08A9FF47A95,2019-11-23 11:51,2019-11-23 11:57,6,2019-11-23 13:59,2019-11-23 13:40,-19,N,N,14,5,109,88,75,5.2,32,61.22
2025-06-01,BLR,I5,FL4D64A0C61F7D,2025-06-01 21:43,2025-06-01 21:42,-1,2025-06-02 00:25,2025-06-02 00:23,-2,N,N,11,9,142,93,74,4.55,9,62.98
2024-07-12,GOI,I5,FL510A0970FE81,2024-07-12 05:30,2024-07-12 05:16,-14,2024-07-12 07:03,2024-07-12 07:12,9,N,N,4,9,80,216,153,3.83,16,52.67
2022-01-13,MAA,AI,FL4BE7634F89E2,2022-01-13 07:29,2022-01-13 07:45,16,2022-01-13 10:13,2022-01-13 09:43,-30,N,N,13,2,149,90,84,1.28,16,75.77
2022-09-25,IXC,QP,FL95702076B812,2022-09-25 07:44,2022-09-25 07:54,10,2022-09-25 11:15,2022-09-25 11:26,11,N,N,12,14,185,211,199,1.59,8,84.86
2019-04-04,AMD,G8,FLD4BFA3468159,2019-04-04 13:01,2019-04-04 12:41,-20,2019-04-04 15:31,2019-04-04 15:01,-30,N,N,7,9,134,99,66,5.85,2,90.5
2023-10-01,JAI,SG,FLE1B37C4E839A,2023-10-01 06:56,2023-10-01 07:09,13,2023-10-01 09:21,2023-10-01 09:28,7,N,N,17,11,117,209,158,4.78,20,95.81
2019-09-26,BLR,AI,FL35E22E0D5ECC,2019-09-26 07:54,2019-09-26 08:12,18,2019-09-26 11:17,2019-09-26 11:20,3,N,N,19,8,176,96,86,1.7,28,64.65
2025-03-05,BOM,6E,FL7749293D65DC,2025-03-05 11:59,2025-03-05 11:47,-12,2025-03-05 14:35,2025-03-05 14:10,-25,N,N,13,16,127,334,331,5.42,19,67.77
2024-08-27,PNQ,UK,FL820E682FCC94,2024-08-27 19:21,2024-08-27 19:13,-8,2024-08-27 22:12,2024-08-27 22:11,-1,N,N,14,7,150,110,96,3.86,23,81.22
2022-01-28,JAI,S5,FL7A4EEDC69B5F,2022-01-28 13:58,2022-01-28 14:18,20,2022-01-28 17:09,2022-01-28 17:44,35,N,N,24,2,165,365,312,6.4,26,80.76
2019-09-25,TRV,QP,FL9A18E2209A41,2019-09-25 16:53,2019-09-25 16:53,0,2019-09-25 19:43,2019-09-25 19:23,-20,N,N,14,2,154,310,307,3.42,33,69.59
2019-02-28,AMD,G8,FL0416DC7B9299,2019-02-28 12:48,2019-02-28 13:35,47,2019-02-28 16:12,2019-02-28 16:54,42,N,N,8,11,185,284,223,1.03,12,83.61
2019-12-11,GOI,I5,FL2399F7B9F2FB,2019-12-11 17:20,2019-12-11 17:00,-20,2019-12-11 19:29,2019-12-11 19:25,-4,N,N,16,8,105,119,98,1.59,18,79.48
2025-04-16,IXC,I5,FL0ADABBD4ACE3,2025-04-16 06:11,2025-04-16 06:52,41,2025-04-16 08:17,2025-04-16 09:07,50,N,N,8,5,113,190,164,4.57,12,69.12
2022-09-26,MAA,SG,FL9B70825A4FC8,2022-09-26 16:10,2022-09-26 16:10,0,2022-09-26 18:04,2022-09-26 18:28,24,N,N,23,7,84,204,181,3.73,35,45.56
2021-10-05,LKO,AI,FL45A6581CDF0F,2021-10-05 18:24,2021-10-05 18:13,-11,2021-10-05 20:48,2021-10-05 20:44,-4,N,N,12,10,122,116,108,0.57,33,62.01
2020-06-04,MAA,UK,FL0E9C5878B7C4,2020-06-04 08:45,2020-06-04 08:54,9,2020-06-04 10:02,2020-06-04 10:28,26,N,N,24,7,46,323,279,2.77,31,89.99
2019-12-09,DEL,S5,FL6A66B208AF23,2019-12-09 07:42,2019-12-09 08:23,41,2019-12-09 08:54,2019-12-09 09:25,31,N,N,4,5,63,125,93,0.13,19,99.24
2021-06-23,GOI,SG,FL4C6019029DF5,2021-06-23 05:21,2021-06-23 05:02,-19,2021-06-23 06:26,2021-06-23 06:04,-22,N,N,12,7,46,337,334,3.26,32,59.56
2019-12-23,CCU,I5,FLA2FCE9CABB60,2019-12-23 05:01,2019-12-23 04:41,-20,2019-12-23 06:33,2019-12-23 06:11,-22,N,N,4,9,79,187,168,0.32,41,73.5
2024-05-18,BLR,I5,FLF95CECCDD908,2024-05-18 13:36,2024-05-18 13:16,-20,2024-05-18 15:04,2024-05-18 14:52,-12,N,N,12,4,72,271,209,0.84,40,61.35
2024-04-12,COK,UK,FL5CCEDD2B48B7,2024-04-12 17:04,2024-04-12 16:56,-8,2024-04-12 20:38,2024-04-12 20:51,13,N,N,17,10,187,211,209,2.85,13,57.73
2024-11-18,IXB,I5,FLC2630B71B6A3,2024-11-18 13:39,2024-11-18 13:39,0,2024-11-18 16:27,2024-11-18 16:27,0,Y,N,24,14,130,98,0,6.25,36,68.19
2020-01-01,MAA,6E,FL273A7A8E23A8,2020-01-01 07:25,2020-01-01 07:09,-16,2020-01-01 10:25,2020-01-01 10:33,8,N,N,20,11,149,179,116,2.11,15,56.69
2025-02-03,BOM,G8,FLBC4B238B4BB7,2025-02-03 11:55,2025-02-03 11:38,-17,2025-02-03 13:20,2025-02-03 12:50,-30,N,N,27,13,45,171,169,2.63,21,80.67
2023-09-06,BOM,SG,FLB89E0AA92F1C,2023-09-06 06:27,2023-09-06 06:39,12,2023-09-06 08:46,2023-09-06 08:59,13,N,N,19,9,111,114,113,5.49,28,83.97
2020-02-15,LKO,AI,FLD14021BBF22A,2020-02-15 12:58,2020-02-15 13:12,14,2020-02-15 15:46,2020-02-15 15:45,-1,N,N,22,10,136,246,200,7.18,31,52.95
2024-05-27,GAU,I5,FLFE34C28EEEE2,2024-05-27 17:09,2024-05-27 17:39,30,2024-05-27 20:35,2024-05-27 20:50,15,N,N,24,7,175,268,204,2.33,23,81.03
2020-11-12,DEL,6E,FLCAE366AEA12E,2020-11-12 19:16,2020-11-12 19:07,-9,2020-11-12 20:41,2020-11-12 20:18,-23,N,N,11,11,63,153,125,2.26,19,81.14
2023-12-22,AMD,SG,FL6739248C666A,2023-12-22 05:20,2023-12-22 05:21,1,2023-12-22 06:34,2023-12-22 07:02,28,N,N,9,11,54,191,161,4.69,18,76.47
2022-02-07,GAU,S5,FL47939BC8D7FA,2022-02-07 15:38,2022-02-07 15:18,-20,2022-02-07 19:20,2022-02-07 18:50,-30,N,N,15,13,194,82,56,2.57,23,61.42
2024-12-24,TRV,6E,FLCEC851CFD067,2024-12-24 13:17,2024-12-24 13:15,-2,2024-12-24 16:12,2024-12-24 16:26,14,N,N,23,12,140,73,51,3.5,0,63.91
2023-07-09,BOM,SG,FLD55439D2FD51,2023-07-09 12:24,2023-07-09 12:20,-4,2023-07-09 13:47,2023-07-09 13:51,4,N,N,14,8,61,313,291,1.68,31,66.04
2022-12-27,IXC,6E,FLF8768BBAB955,2022-12-27 16:55,2022-12-27 17:14,19,2022-12-27 18:35,2022-12-27 18:41,6,N,N,16,2,82,333,320,5.74,28,69.11
2025-03-17,TRV,6E,FLAB2A400D62DE,2025-03-17 05:58,2025-03-17 06:37,39,2025-03-17 08:58,2025-03-17 09:55,57,N,N,9,10,161,270,267,1.95,21,62.16
2019-08-08,LKO,S5,FL697F5BC414F3,2019-08-08 08:18,2019-08-08 08:12,-6,2019-08-08 11:52,2019-08-08 11:23,-29,N,N,15,6,193,281,271,1.81,28,45.46
2019-04-02,IXB,6E,FL836415EFBA67,2019-04-02 10:08,2019-04-02 10:36,28,2019-04-02 11:14,2019-04-02 11:26,12,N,N,8,11,47,322,294,3.14,22,52.79
2025-08-28,TRV,UK,FL41D80D6E6A54,2025-08-28 05:19,2025-08-28 04:59,-20,2025-08-28 07:37,2025-08-28 07:21,-16,N,N,11,16,111,165,143,2.56,8,93.4
2022-10-28,IXB,AI,FL1FE1C7FCEDCE,2022-10-28 09:51,2022-10-28 09:31,-20,2022-10-28 12:29,2022-10-28 12:06,-23,N,N,7,2,149,258,229,3.61,8,75.64
2020-12-02,LKO,G8,FL31222B0D3146,2020-12-02 15:05,2020-12-02 14:52,-13,2020-12-02 18:21,2020-12-02 18:17,-4,N,N,17,18,161,209,174,1.56,27,91.37
2024-10-09,IXB,UK,FL2111982801AE,2024-10-09 08:34,2024-10-09 09:21,47,2024-10-09 11:54,2024-10-09 12:59,65,N,N,22,7,171,111,93,5.03,18,73.91
2022-06-30,CCU,SG,FL7C7D28A399DD,2022-06-30 15:42,2022-06-30 15:22,-20,2022-06-30 17:01,2022-06-30 16:59,-2,N,N,18,9,52,277,252,1.05,4,66.04
2020-07-24,IXC,I5,FL6AEE80CC277C,2020-07-24 12:09,2020-07-24 11:49,-20,2020-07-24 14:40,2020-07-24 14:45,5,N,N,17,11,123,191,183,2.84,29,56.03
2025-04-10,GAU,QP,FLE5A720843DB2,2025-04-10 18:19,2025-04-10 18:19,0,2025-04-10 21:58,2025-04-10 21:58,0,Y,N,11,7,201,142,0,1.14,16,77.39
2019-06-02,CCU,UK,FL69E733F12CEC,2019-06-02 20:01,2019-06-02 20:45,44,2019-06-02 22:29,2019-06-02 23:44,75,N,N,17,6,125,291,288,2.79,18,50.28
2024-12-27,BLR,G8,FL331C0B9B61B9,2024-12-27 12:19,2024-12-27 12:41,22,2024-12-27 15:51,2024-12-27 16:11,20,N,N,20,14,178,247,165,0.71,14,78.3
2023-08-14,COK,SG,FL44634E2C8582,2023-08-14 20:54,2023-08-14 20:43,-11,2023-08-14 23:39,2023-08-14 23:13,-26,N,N,6,16,143,82,59,2.85,23,45.79
2022-10-27,LKO,SG,FLD9836DAEF310,2022-10-27 16:14,2022-10-27 16:31,17,2022-10-27 19:48,2022-10-27 20:08,20,N,N,27,11,176,326,273,4.74,11,45.93
2020-12-16,IXB,S5,FLB768D60355A1,2020-12-16 07:42,2020-12-16 07:59,17,2020-12-16 11:29,2020-12-16 11:47,18,N,N,17,7,203,368,310,3.91,15,69.88
2021-04-01,PNQ,G8,FLE1DB7A49E2E2,2021-04-01 05:28,2021-04-01 05:08,-20,2021-04-01 07:22,2021-04-01 07:10,-12,N,N,19,15,80,344,285,0.0,0,87.65
2021-10-14,MAA,QP,FL4CE9405B24DC,2021-10-14 20:14,2021-10-14 20:33,19,2021-10-14 22:43,2021-10-14 22:38,-5,N,N,29,10,110,157,106,0.37,28,77.03
2023-10-26,PNQ,G8,FLA1C8ADB0CBCC,2023-10-26 09:01,2023-10-26 08:58,-3,2023-10-26 12:59,2023-10-26 13:01,2,N,N,16,14,208,91,59,0.0,18,83.39
2019-05-20,BOM,G8,FL127E290AD824,2019-05-20 13:40,2019-05-20 13:40,0,2019-05-20 17:48,2019-05-20 17:48,0,N,N,33,10,205,284,281,3.95,24,65.21
2025-07-11,COK,UK,FL60506747CE45,2025-07-11 16:33,2025-07-11 16:43,10,2025-07-11 18:03,2025-07-11 18:27,24,N,N,17,10,63,259,210,5.02,0,78.73
2022-08-04,COK,6E,FL46AB290755C9,2022-08-04 21:23,2022-08-04 21:45,22,2022-08-05 01:06,2022-08-05 01:18,12,N,N,9,7,207,269,223,6.69,0,57.25
2019-09-10,BLR,I5,FL712943EA5A6C,2019-09-10 16:39,2019-09-10 17:13,34,2019-09-10 18:10,2019-09-10 19:13,63,N,N,17,10,64,192,160,3.23,32,88.62
2020-04-30,IXB,G8,FL5E88992E2502,2020-04-30 21:54,2020-04-30 22:11,17,2020-05-01 00:20,2020-05-01 00:39,19,N,N,21,10,115,115,112,4.2,3,67.77
2019-09-13,HYD,SG,FL7EC8DAF728EE,2019-09-13 09:05,2019-09-13 10:24,79,2019-09-13 12:41,2019-09-13 14:21,100,N,N,4,10,202,86,85,0.51,23,60.26
2024-11-26,PNQ,UK,FLC3329013BF47,2024-11-26 12:07,2024-11-26 12:29,22,2024-11-26 15:59,2024-11-26 17:05,66,N,N,22,12,198,74,67,2.71,7,74.91
2020-09-04,LKO,SG,FL991F2547697B,2020-09-04 19:30,2020-09-04 19:40,10,2020-09-04 21:18,2020-09-04 21:40,22,N,N,14,14,80,306,166,5.67,17,60.88
2025-11-02,HYD,SG,FL315AA4E0C54C,2025-11-02 21:50,2025-11-02 22:18,28,2025-11-02 23:59,2025-11-03 00:34,35,N,N,16,9,104,270,237,3.39,15,61.77
2025-12-31,TRV,S5,FL238A3D5F9FF2,2025-12-31 08:05,2025-12-31 08:38,33,2025-12-31 10:22,2025-12-31 11:04,42,N,N,17,15,105,312,260,6.76,40,69.13
2020-11-20,CCU,I5,FLA22643B0FFF4,2020-11-20 13:53,2020-11-20 14:29,36,2020-11-20 16:42,2020-11-20 17:57,75,N,N,20,9,140,355,216,4.27,16,68.5
2022-02-17,BOM,G8,FL53B69BDA7171,2022-02-17 10:12,2022-02-17 11:25,73,2022-02-17 13:57,2022-02-17 15:02,65,N,N,17,11,197,122,102,2.62,21,72.11
2020-06-04,TRV,I5,FL5EC09232770E,2020-06-04 07:18,2020-06-04 07:11,-7,2020-06-04 09:53,2020-06-04 09:42,-11,N,N,16,12,127,137,108,1.33,13,52.49
2022-07-19,GAU,QP,FL9964DE964218,2022-07-19 15:34,2022-07-19 16:09,35,2022-07-19 17:57,2022-07-19 19:00,63,N,N,13,11,119,364,345,1.79,1,68.97
2022-09-26,MAA,SG,FL535BD370C078,2022-09-26 18:06,2022-09-26 17:46,-20,2022-09-26 19:22,2022-09-26 19:05,-17,N,N,16,4,56,179,130,0.13,0,73.55
2024-06-13,IXB,G8,FL1409BEAA1261,2024-06-13 08:42,2024-06-13 09:07,25,2024-06-13 11:15,2024-06-13 11:21,6,N,N,19,11,123,90,78,5.55,9,57.19
2023-06-01,TRV,AI,FLD5DD9613512E,2023-06-01 11:52,2023-06-01 11:45,-7,2023-06-01 14:31,2023-06-01 14:18,-13,N,N,12,4,143,175,143,4.29,18,72.17
2022-12-19,JAI,SG,FL0616214F77C8,2022-12-19 07:48,2022-12-19 07:45,-3,2022-12-19 09:23,2022-12-19 09:23,0,N,N,9,9,77,203,175,4.91,16,82.86
2021-08-04,COK,UK,FL64CFFD07067B,2021-08-04 16:42,2021-08-04 17:07,25,2021-08-04 19:27,2021-08-04 20:01,34,N,N,9,12,144,286,253,0.05,0,58.44
2024-03-25,LKO,UK,FLA9C87454F896,2024-03-25 21:45,2024-03-25 21:42,-3,2024-03-25 23:10,2024-03-25 22:58,-12,N,N,22,12,51,83,64,2.87,25,60.28
2022-02-17,BLR,QP,FL45B527BB78DA,2022-02-17 18:47,2022-02-17 19:15,28,2022-02-17 22:05,2022-02-17 22:16,11,N,N,26,4,168,238,187,4.13,10,55.25
2019-08-28,IXB,UK,FL1216206F26FB,2019-08-28 20:37,2019-08-28 20:46,9,2019-08-28 23:27,2019-08-28 23:44,17,N,Y,8,5,157,365,356,2.72,6,74.6
2023-08-22,GOI,6E,FL2F19EE741260,2023-08-22 06:48,2023-08-22 07:26,38,2023-08-22 08:04,2023-08-22 08:43,39,N,N,8,11,57,279,276,2.54,11,75.84
2025-12-21,AMD,G8,FLAE6232E14C0E,2025-12-21 09:10,2025-12-21 09:22,12,2025-12-21 12:04,2025-12-21 12:17,13,N,N,16,2,156,220,160,5.34,23,61.14
2020-07-31,GOI,S5,FLDED685C7D695,2020-07-31 21:45,2020-07-31 21:29,-16,2020-08-01 00:32,2020-08-01 00:18,-14,N,N,20,4,143,152,130,4.08,45,62.28
2021-09-21,BLR,UK,FLDAE4A9318542,2021-09-21 17:13,2021-09-21 17:14,1,2021-09-21 20:44,2021-09-21 20:35,-9,N,N,18,10,183,260,249,3.34,24,100.0
2023-03-05,MAA,SG,FL7CDC44F2F66B,2023-03-05 13:45,2023-03-05 13:52,7,2023-03-05 16:09,2023-03-05 17:10,61,N,N,21,10,113,358,275,1.9,9,71.71
2025-04-08,MAA,AI,FLD2D70891CFA6,2025-04-08 06:25,2025-04-08 06:05,-20,2025-04-08 10:18,2025-04-08 09:49,-29,N,N,23,3,207,76,71,7.02,47,56.35
2022-06-03,BOM,AI,FL747ED58D198E,2022-06-03 14:35,2022-06-03 15:03,28,2022-06-03 17:01,2022-06-03 17:46,45,N,N,4,13,129,200,198,2.96,9,85.78
2021-04-22,PNQ,S5,FLAF7B74577CAE,2021-04-22 15:56,2021-04-22 16:22,26,2021-04-22 17:48,2021-04-22 18:36,48,N,N,4,11,97,268,227,3.13,3,76.38
2022-06-11,LKO,SG,FLA9688FB224F9,2022-06-11 21:29,2022-06-11 21:32,3,2022-06-11 22:54,2022-06-11 23:01,7,N,N,30,4,51,264,230,5.13,12,74.77
2023-08-14,AMD,SG,FL783714E3649B,2023-08-14 09:25,2023-08-14 10:34,69,2023-08-14 12:45,2023-08-14 13:43,58,N,N,9,23,168,194,192,2.33,23,78.63
2023-06-16,LKO,S5,FLF37925F182BB,2023-06-16 20:52,2023-06-16 20:38,-14,2023-06-17 00:12,2023-06-17 00:12,0,N,N,5,3,192,290,193,3.61,24,55.73
2020-03-01,GOI,S5,FLB03BFB3A7DB1,2020-03-01 19:36,2020-03-01 20:03,27,2020-03-01 22:48,2020-03-01 23:12,24,N,N,19,10,163,204,183,4.2,33,54.57
2023-07-07,BLR,AI,FL29A4A20832EC,2023-07-07 05:55,2023-07-07 06:23,28,2023-07-07 07:13,2023-07-07 07:45,32,N,N,20,10,48,303,263,1.79,27,86.05
2021-09-07,TRV,I5,FL0E3246E2D5D4,2021-09-07 19:55,2021-09-07 20:08,13,2021-09-07 22:30,2021-09-07 23:03,33,N,N,13,11,131,325,272,0.0,15,83.76
2024-08-14,GOI,6E,FL975341C11107,2024-08-14 05:48,2024-08-14 06:06,18,2024-08-14 08:52,2024-08-14 09:11,19,N,N,33,7,144,189,139,3.78,23,61.54
2022-02-09,GOI,AI,FL2F6480BCBC10,2022-02-09 21:37,2022-02-09 21:29,-8,2022-02-09 22:55,2022-02-09 22:42,-13,N,N,16,2,60,94,92,2.29,17,48.83
2024-06-11,HYD,6E,FL57935E021196,2024-06-11 09:00,2024-06-11 09:13,13,2024-06-11 10:44,2024-06-11 10:48,4,N,N,7,18,79,196,132,2.27,5,66.54
2025-04-27,PNQ,I5,FL21162FB92049,2025-04-27 08:38,2025-04-27 09:09,31,2025-04-27 09:34,2025-04-27 10:35,61,N,N,4,4,48,260,257,0.0,18,86.26
2020-08-04,JAI,I5,FL2E7BCCEBFF29,2020-08-04 08:12,2020-08-04 09:00,48,2020-08-04 11:16,2020-08-04 11:49,33,N,N,15,6,163,154,132,3.54,11,68.28
2021-03-20,AMD,S5,FLF6CFDBE39B6C,2021-03-20 09:28,2021-03-20 09:48,20,2021-03-20 11:55,2021-03-20 12:03,8,N,N,17,5,125,109,85,2.47,40,72.23
2022-02-27,IXC,G8,FL2B7D112DBD2F,2022-02-27 14:28,2022-02-27 14:28,0,2022-02-27 15:59,2022-02-27 15:59,0,Y,N,11,12,68,287,0,3.93,24,72.82
2025-12-08,HYD,G8,FLEBC45B64DA0F,2025-12-08 08:59,2025-12-08 09:27,28,2025-12-08 10:22,2025-12-08 11:07,45,N,N,18,9,56,202,181,0.95,8,98.01
2021-11-04,BOM,QP,FL2CE051DD51D6,2021-11-04 19:56,2021-11-04 20:13,17,2021-11-04 23:01,2021-11-04 23:02,1,N,N,19,15,151,258,216,3.57,25,88.38
2019-11-29,BLR,AI,FL4296CCD8AA82,2019-11-29 06:50,2019-11-29 06:46,-4,2019-11-29 08:10,2019-11-29 07:52,-18,N,N,26,7,47,232,230,4.95,33,69.45
2024-12-26,GAU,SG,FL220BDECAE608,2024-12-26 09:26,2024-12-26 09:13,-13,2024-12-26 11:44,2024-12-26 11:48,4,N,N,24,13,101,369,321,5.86,27,55.05
