agri_nutrition_reference_year,agri_nutrition_country_iso2,agri_nutrition_region_nuts_code,agri_nutrition_age_group,agri_nutrition_sex,agri_nutrition_bmi_category,agri_nutrition_obesity_rate_pct,agri_nutrition_fruit_veg_intake_servings_day,agri_nutrition_ultra_processed_food_share_pct,agri_nutrition_food_desert_index,agri_nutrition_school_meal_program_flag,agri_nutrition_front_of_pack_label_scheme_code,agri_nutrition_sugar_sweetened_tax_flag,agri_nutrition_salt_reduction_policy_flag,agri_nutrition_breastfeeding_rate_pct,agri_nutrition_household_food_insecurity_rate_pct,agri_nutrition_nutri_score_distribution,agri_nutrition_ehis_table_code,agri_nutrition_data_source,agri_nutrition_data_extract_date
2012,EE,MT259,0-4,F,UNDERWEIGHT,25.5,2.5,41.66,0.2629,1,TRAFFIC_LIGHTS,0,0,26.74,10.13,A:0.25;B:0.28;C:0.32;D:0.06;E:0.09,hlth_ehis_sk1e,WHO_EURO,2024-04-26
2013,HU,EE95,65+,M,NORMAL,34.6,4.4,51.78,0.8494,0,BATTERY_LABEL,0,1,53.94,3.89,A:0.18;B:0.14;C:0.31;D:0.06;E:0.31,hlth_ehis_bm1e,EHIS,2025-01-28
2014,LU,AT5,50-64,T,OVERWEIGHT,17.4,6.25,14.32,0.3533,0,NORDIC_KEYHOLE,0,0,39.53,5.42,A:0.14;B:0.3;C:0.15;D:0.05;E:0.36,hlth_ehis_dn1e,ECDC_NUTRITION,2024-06-22
2015,RO,LV470,35-49,F,OBESE,31.73,5.56,10.52,0.7924,1,KEYHOLE,0,1,51.01,3.73,A:0.11;B:0.3;C:0.16;D:0.1;E:0.33,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-03-18
2016,AT,NL149,20-34,M,UNDERWEIGHT,15.2,4.13,23.77,0.1893,1,NUTRI_SCORE,1,0,24.09,17.99,A:0.28;B:0.19;C:0.24;D:0.21;E:0.08,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-07-10
2017,CZ,SI33,15-19,T,NORMAL,28.38,5.49,46.96,0.5093,0,NONE,0,0,35.79,1.65,A:0.33;B:0.13;C:0.26;D:0.08;E:0.2,hlth_ehis_sk1e,WHO_EURO,2024-11-27
2018,DE,HU581,10-14,F,OVERWEIGHT,31.34,4.82,42.9,0.1451,1,TRAFFIC_LIGHTS,1,1,30.58,5.45,A:0.31;B:0.23;C:0.26;D:0.13;E:0.07,hlth_ehis_bm1e,EHIS,2024-07-17
2019,LV,BG8,5-9,M,OBESE,29.21,2.2,55.55,0.8381,1,BATTERY_LABEL,0,0,28.47,16.29,A:0.14;B:0.24;C:0.18;D:0.08;E:0.36,hlth_ehis_dn1e,ECDC_NUTRITION,2025-09-30
2020,PL,RO7,0-4,T,UNDERWEIGHT,6.48,5.21,54.21,0.8314,1,NORDIC_KEYHOLE,0,0,38.03,16.3,A:0.16;B:0.15;C:0.26;D:0.07;E:0.36,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-02-11
2021,ES,EE540,65+,F,NORMAL,8.9,5.7,46.16,0.5854,0,KEYHOLE,0,1,44.25,13.14,A:0.12;B:0.18;C:0.29;D:0.17;E:0.24,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-06-21
2022,HR,SI1,50-64,M,OVERWEIGHT,7.12,6.3,41.06,0.7125,0,NUTRI_SCORE,1,0,23.05,16.81,A:0.31;B:0.21;C:0.16;D:0.07;E:0.25,hlth_ehis_sk1e,WHO_EURO,2025-11-12
2023,FI,BE432,35-49,T,OBESE,12.66,6.43,51.53,0.8301,1,NONE,0,1,32.81,7.64,A:0.16;B:0.26;C:0.25;D:0.09;E:0.24,hlth_ehis_bm1e,EHIS,2024-04-17
2024,IE,IE291,20-34,F,UNDERWEIGHT,24.05,2.38,38.27,0.7331,1,TRAFFIC_LIGHTS,1,0,46.14,11.39,A:0.21;B:0.18;C:0.11;D:0.14;E:0.36,hlth_ehis_dn1e,ECDC_NUTRITION,2025-07-22
2025,MT,ES35,15-19,M,NORMAL,12.24,3.29,54.81,0.3498,1,BATTERY_LABEL,0,1,20.47,5.45,A:0.23;B:0.18;C:0.15;D:0.12;E:0.32,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-09-09
2026,SK,SE5,10-14,T,OVERWEIGHT,34.03,3.27,42.13,0.3813,1,NORDIC_KEYHOLE,0,1,49.36,5.95,A:0.33;B:0.11;C:0.16;D:0.25;E:0.15,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-07-16
2010,BE,CZ48,5-9,F,OBESE,6.62,1.22,8.38,0.7399,1,KEYHOLE,1,1,59.85,10.18,A:0.12;B:0.26;C:0.16;D:0.15;E:0.31,hlth_ehis_sk1e,WHO_EURO,2024-12-17
2011,DK,CY30,0-4,M,UNDERWEIGHT,6.51,2.04,11.33,0.2892,1,NUTRI_SCORE,0,0,57.69,14.59,A:0.24;B:0.14;C:0.16;D:0.13;E:0.33,hlth_ehis_bm1e,EHIS,2025-11-17
2012,GR,LU68,65+,T,NORMAL,15.07,1.46,35.53,0.0991,1,NONE,1,1,25.12,8.1,A:0.11;B:0.35;C:0.33;D:0.2;E:0.01,hlth_ehis_dn1e,ECDC_NUTRITION,2024-11-01
2013,LT,PT841,50-64,F,OVERWEIGHT,12.21,1.98,52.67,0.4916,1,TRAFFIC_LIGHTS,0,0,44.33,17.94,A:0.11;B:0.17;C:0.32;D:0.11;E:0.29,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-05-01
2014,PT,LV3,35-49,M,OBESE,31.78,6.48,14.77,0.6937,1,BATTERY_LABEL,0,1,28.11,6.62,A:0.3;B:0.2;C:0.17;D:0.09;E:0.24,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-07-09
2015,SE,LV56,20-34,T,UNDERWEIGHT,5.83,1.41,32.98,0.8479,0,NORDIC_KEYHOLE,1,0,59.09,3.96,A:0.23;B:0.26;C:0.32;D:0.18;E:0.01,hlth_ehis_sk1e,WHO_EURO,2024-06-25
2016,CY,BE4,15-19,F,NORMAL,17.34,5.67,23.25,0.3951,1,KEYHOLE,0,0,20.51,11.86,A:0.25;B:0.3;C:0.11;D:0.16;E:0.18,hlth_ehis_bm1e,EHIS,2025-02-14
2017,FR,DE126,10-14,M,OVERWEIGHT,16.73,1.52,30.21,0.3098,1,NUTRI_SCORE,1,1,33.51,11.4,A:0.29;B:0.15;C:0.19;D:0.09;E:0.28,hlth_ehis_dn1e,ECDC_NUTRITION,2024-01-31
2018,IT,LU25,5-9,T,OBESE,33.97,5.9,14.63,0.6912,1,NONE,0,1,33.1,13.68,A:0.26;B:0.14;C:0.19;D:0.25;E:0.16,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-12-25
2019,NL,SK318,0-4,F,UNDERWEIGHT,12.08,3.6,8.05,0.6398,1,TRAFFIC_LIGHTS,1,1,53.5,12.02,A:0.11;B:0.24;C:0.25;D:0.16;E:0.24,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-03-16
2020,SI,BE2,65+,M,NORMAL,27.27,2.81,48.57,0.0752,0,BATTERY_LABEL,0,0,20.89,2.35,A:0.11;B:0.2;C:0.3;D:0.14;E:0.25,hlth_ehis_sk1e,WHO_EURO,2025-01-26
2021,BG,EE8,50-64,T,OVERWEIGHT,15.98,1.67,48.25,0.2196,1,NORDIC_KEYHOLE,0,0,35.4,10.34,A:0.33;B:0.18;C:0.3;D:0.18;E:0.01,hlth_ehis_bm1e,EHIS,2025-09-12
2022,EE,NL79,35-49,F,OBESE,8.57,5.54,34.79,0.5745,1,KEYHOLE,0,1,61.73,9.25,A:0.1;B:0.22;C:0.15;D:0.06;E:0.47,hlth_ehis_dn1e,ECDC_NUTRITION,2025-02-18
2023,HU,AT4,20-34,M,UNDERWEIGHT,24.22,4.29,25.41,0.5814,1,NUTRI_SCORE,0,1,64.63,15.7,A:0.2;B:0.34;C:0.16;D:0.12;E:0.18,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-01-21
2024,LU,PT24,15-19,T,NORMAL,6.9,5.92,28.99,0.6242,1,NONE,0,1,19.68,16.45,A:0.14;B:0.14;C:0.15;D:0.21;E:0.36,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-04-27
2025,RO,PT66,10-14,F,OVERWEIGHT,25.03,3.36,33.41,0.2314,1,TRAFFIC_LIGHTS,0,1,62.94,6.01,A:0.19;B:0.15;C:0.17;D:0.14;E:0.35,hlth_ehis_sk1e,WHO_EURO,2026-02-11
2026,AT,MT12,5-9,M,OBESE,24.36,2.91,60.29,0.7459,1,BATTERY_LABEL,0,1,21.14,1.28,A:0.1;B:0.11;C:0.19;D:0.07;E:0.53,hlth_ehis_bm1e,EHIS,2024-02-29
2010,CZ,LU91,0-4,T,UNDERWEIGHT,24.33,4.2,25.52,0.7524,0,NORDIC_KEYHOLE,0,1,39.48,3.64,A:0.13;B:0.2;C:0.18;D:0.16;E:0.33,hlth_ehis_dn1e,ECDC_NUTRITION,2025-05-08
2011,DE,CZ602,65+,F,NORMAL,8.66,3.01,14.53,0.3292,1,KEYHOLE,0,1,29.7,8.4,A:0.21;B:0.2;C:0.13;D:0.06;E:0.4,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-10-22
2012,LV,IE2,50-64,M,OVERWEIGHT,15.07,6.58,9.47,0.1497,1,NUTRI_SCORE,0,1,57.09,15.3,A:0.19;B:0.22;C:0.31;D:0.07;E:0.21,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-11-17
2013,PL,HU2,35-49,T,OBESE,10.41,1.47,29.57,0.1503,0,NONE,1,1,52.28,10.76,A:0.27;B:0.27;C:0.12;D:0.14;E:0.2,hlth_ehis_sk1e,WHO_EURO,2024-08-02
2014,ES,DK85,20-34,F,UNDERWEIGHT,4.54,6.23,18.9,0.4027,1,TRAFFIC_LIGHTS,0,0,47.13,15.47,A:0.11;B:0.2;C:0.12;D:0.18;E:0.39,hlth_ehis_bm1e,EHIS,2025-04-04
2015,HR,SE58,15-19,M,NORMAL,10.41,1.47,59.67,0.1648,1,BATTERY_LABEL,0,0,28.4,13.96,A:0.13;B:0.1;C:0.3;D:0.07;E:0.4,hlth_ehis_dn1e,ECDC_NUTRITION,2025-09-26
2016,FI,LT346,10-14,T,OVERWEIGHT,13.68,3.77,57.04,0.1846,1,NORDIC_KEYHOLE,1,1,45.16,12.77,A:0.2;B:0.14;C:0.29;D:0.17;E:0.2,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-06-15
2017,IE,HR3,5-9,F,OBESE,10.72,4.0,12.95,0.722,1,KEYHOLE,0,1,66.88,11.06,A:0.32;B:0.23;C:0.1;D:0.16;E:0.19,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2026-02-06
2018,MT,PT9,0-4,M,UNDERWEIGHT,32.1,6.19,38.82,0.9029,1,NUTRI_SCORE,0,0,30.25,4.65,A:0.18;B:0.24;C:0.1;D:0.17;E:0.31,hlth_ehis_sk1e,WHO_EURO,2025-10-29
2019,SK,AT91,65+,T,NORMAL,32.75,4.78,31.83,0.8995,0,NONE,0,0,39.32,14.18,A:0.14;B:0.32;C:0.26;D:0.11;E:0.17,hlth_ehis_bm1e,EHIS,2024-01-03
2020,BE,HU974,50-64,F,OVERWEIGHT,12.46,4.56,10.48,0.282,1,TRAFFIC_LIGHTS,0,0,24.86,15.85,A:0.24;B:0.23;C:0.17;D:0.19;E:0.17,hlth_ehis_dn1e,ECDC_NUTRITION,2024-05-04
2021,DK,DE71,35-49,M,OBESE,34.89,2.61,51.64,0.7208,0,BATTERY_LABEL,1,1,45.14,16.61,A:0.33;B:0.31;C:0.23;D:0.11;E:0.02,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-12-31
2022,GR,AT94,20-34,T,UNDERWEIGHT,18.49,3.13,29.37,0.4939,0,NORDIC_KEYHOLE,0,0,51.45,15.51,A:0.27;B:0.26;C:0.34;D:0.06;E:0.07,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-12-28
2023,LT,LT16,15-19,F,NORMAL,19.1,2.96,30.73,0.0923,1,KEYHOLE,0,0,22.3,2.44,A:0.3;B:0.31;C:0.17;D:0.22;E:0.0,hlth_ehis_sk1e,WHO_EURO,2026-01-08
2024,PT,IT5,10-14,M,OVERWEIGHT,10.43,2.89,9.12,0.3966,1,NUTRI_SCORE,0,0,71.83,5.3,A:0.34;B:0.29;C:0.12;D:0.14;E:0.11,hlth_ehis_bm1e,EHIS,2024-05-10
2025,SE,EE9,5-9,T,OBESE,8.47,3.31,25.41,0.8846,0,NONE,0,1,67.34,10.27,A:0.29;B:0.25;C:0.16;D:0.19;E:0.11,hlth_ehis_dn1e,ECDC_NUTRITION,2026-02-08
2026,CY,SI77,0-4,F,UNDERWEIGHT,15.72,2.79,52.55,0.0806,1,TRAFFIC_LIGHTS,0,1,67.74,3.69,A:0.24;B:0.23;C:0.26;D:0.13;E:0.14,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-04-19
2010,FR,ES3,65+,M,NORMAL,25.29,5.25,31.35,0.3171,0,BATTERY_LABEL,0,1,33.25,3.95,A:0.16;B:0.12;C:0.21;D:0.16;E:0.35,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-10-25
2011,IT,IE63,50-64,T,OVERWEIGHT,19.7,3.24,21.58,0.1323,0,NORDIC_KEYHOLE,0,1,35.46,2.15,A:0.29;B:0.13;C:0.15;D:0.2;E:0.23,hlth_ehis_sk1e,WHO_EURO,2024-05-24
2012,NL,LU87,35-49,F,OBESE,16.32,5.72,52.25,0.3027,1,KEYHOLE,1,1,60.08,1.33,A:0.1;B:0.24;C:0.16;D:0.09;E:0.41,hlth_ehis_bm1e,EHIS,2025-01-10
2013,SI,PL14,20-34,M,UNDERWEIGHT,31.75,5.29,48.92,0.5765,1,NUTRI_SCORE,0,0,27.25,16.58,A:0.19;B:0.33;C:0.18;D:0.07;E:0.23,hlth_ehis_dn1e,ECDC_NUTRITION,2026-02-04
2014,BG,SK6,15-19,T,NORMAL,12.41,6.58,28.61,0.9471,0,NONE,1,0,39.66,15.1,A:0.14;B:0.33;C:0.18;D:0.1;E:0.25,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-12-20
2015,EE,DK32,10-14,F,OVERWEIGHT,13.68,4.21,28.57,0.2081,0,TRAFFIC_LIGHTS,1,0,61.06,13.03,A:0.22;B:0.31;C:0.26;D:0.1;E:0.11,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-10-14
2016,HU,AT972,5-9,M,OBESE,30.82,4.62,41.97,0.152,1,BATTERY_LABEL,0,1,58.26,7.95,A:0.28;B:0.15;C:0.25;D:0.14;E:0.18,hlth_ehis_sk1e,WHO_EURO,2025-11-23
2017,LU,IE55,0-4,T,UNDERWEIGHT,22.88,3.76,9.97,0.2592,1,NORDIC_KEYHOLE,0,0,32.88,16.17,A:0.27;B:0.14;C:0.17;D:0.1;E:0.32,hlth_ehis_bm1e,EHIS,2024-11-22
2018,RO,LT67,65+,F,NORMAL,24.54,5.42,52.78,0.6104,0,KEYHOLE,1,0,60.13,13.58,A:0.26;B:0.1;C:0.19;D:0.15;E:0.3,hlth_ehis_dn1e,ECDC_NUTRITION,2025-05-31
2019,AT,NL49,50-64,M,OVERWEIGHT,16.07,2.32,37.99,0.324,0,NUTRI_SCORE,1,0,27.34,14.0,A:0.13;B:0.32;C:0.26;D:0.18;E:0.11,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-02-18
2020,CZ,SI96,35-49,T,OBESE,22.06,1.89,47.79,0.1663,1,NONE,0,1,24.09,8.21,A:0.19;B:0.16;C:0.3;D:0.14;E:0.21,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-03-02
2021,DE,AT469,20-34,F,UNDERWEIGHT,29.1,2.48,57.72,0.4824,0,TRAFFIC_LIGHTS,0,1,36.23,10.22,A:0.3;B:0.13;C:0.12;D:0.21;E:0.24,hlth_ehis_sk1e,WHO_EURO,2025-08-24
2022,LV,SE62,15-19,M,NORMAL,32.24,4.75,14.84,0.2169,1,BATTERY_LABEL,0,0,30.34,12.16,A:0.28;B:0.13;C:0.26;D:0.23;E:0.1,hlth_ehis_bm1e,EHIS,2024-08-17
2023,PL,MT28,10-14,T,OVERWEIGHT,32.33,3.12,54.25,0.2166,1,NORDIC_KEYHOLE,0,0,43.06,2.56,A:0.23;B:0.27;C:0.13;D:0.08;E:0.29,hlth_ehis_dn1e,ECDC_NUTRITION,2026-01-03
2024,ES,MT25,5-9,F,OBESE,27.95,4.63,35.6,0.1474,0,KEYHOLE,1,0,43.33,10.27,A:0.25;B:0.22;C:0.33;D:0.2;E:0.0,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-10-29
2025,HR,DK2,0-4,M,UNDERWEIGHT,20.91,4.87,53.05,0.3568,1,NUTRI_SCORE,0,1,47.19,4.97,A:0.24;B:0.28;C:0.14;D:0.08;E:0.26,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-10-14
2026,FI,IE20,65+,T,NORMAL,7.62,4.76,13.83,0.0691,1,NONE,0,0,34.73,4.19,A:0.18;B:0.16;C:0.33;D:0.15;E:0.18,hlth_ehis_sk1e,WHO_EURO,2025-06-07
2010,IE,LV147,50-64,F,OVERWEIGHT,25.62,1.83,13.38,0.479,1,TRAFFIC_LIGHTS,0,1,30.08,6.36,A:0.26;B:0.2;C:0.29;D:0.11;E:0.14,hlth_ehis_bm1e,EHIS,2025-03-14
2011,MT,BE894,35-49,M,OBESE,15.58,6.39,54.86,0.6313,1,BATTERY_LABEL,0,1,61.82,10.81,A:0.15;B:0.18;C:0.19;D:0.2;E:0.28,hlth_ehis_dn1e,ECDC_NUTRITION,2024-10-24
2012,SK,EE4,20-34,T,UNDERWEIGHT,23.09,4.04,45.99,0.4567,1,NORDIC_KEYHOLE,0,0,18.51,3.93,A:0.2;B:0.33;C:0.26;D:0.18;E:0.03,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-01-07
2013,BE,CY75,15-19,F,NORMAL,4.82,5.88,48.05,0.2308,1,KEYHOLE,0,0,44.67,3.46,A:0.25;B:0.23;C:0.28;D:0.24;E:0.0,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-01-27
2014,DK,DE937,10-14,M,OVERWEIGHT,12.43,6.77,45.29,0.1023,0,NUTRI_SCORE,0,1,18.5,2.24,A:0.17;B:0.21;C:0.14;D:0.09;E:0.39,hlth_ehis_sk1e,WHO_EURO,2024-04-30
2015,GR,NL6,5-9,T,OBESE,8.78,6.36,35.42,0.1324,1,NONE,0,1,27.51,9.58,A:0.11;B:0.23;C:0.19;D:0.24;E:0.23,hlth_ehis_bm1e,EHIS,2024-06-03
2016,LT,HR55,0-4,F,UNDERWEIGHT,29.91,6.23,54.62,0.8762,0,TRAFFIC_LIGHTS,0,0,43.25,9.8,A:0.24;B:0.18;C:0.23;D:0.2;E:0.15,hlth_ehis_dn1e,ECDC_NUTRITION,2024-05-09
2017,PT,LT50,65+,M,NORMAL,19.49,2.02,43.65,0.8151,0,BATTERY_LABEL,0,1,37.42,10.18,A:0.11;B:0.34;C:0.22;D:0.09;E:0.24,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-10-12
2018,SE,DE382,50-64,T,OVERWEIGHT,13.54,4.14,56.32,0.8839,0,NORDIC_KEYHOLE,0,1,32.43,15.43,A:0.29;B:0.11;C:0.15;D:0.24;E:0.21,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-02-20
2019,CY,BE500,35-49,F,OBESE,24.89,3.3,48.33,0.3715,1,KEYHOLE,0,1,60.85,13.83,A:0.18;B:0.2;C:0.22;D:0.16;E:0.24,hlth_ehis_sk1e,WHO_EURO,2024-03-04
2020,FR,LV496,20-34,M,UNDERWEIGHT,11.82,5.7,50.13,0.0813,1,NUTRI_SCORE,0,1,54.2,7.91,A:0.29;B:0.22;C:0.27;D:0.16;E:0.06,hlth_ehis_bm1e,EHIS,2025-04-24
2021,IT,RO3,15-19,T,NORMAL,4.16,4.36,24.35,0.2722,1,NONE,0,1,62.84,17.0,A:0.11;B:0.2;C:0.19;D:0.15;E:0.35,hlth_ehis_dn1e,ECDC_NUTRITION,2024-08-10
2022,NL,PL216,10-14,F,OVERWEIGHT,19.91,2.56,30.18,0.2313,1,TRAFFIC_LIGHTS,0,1,71.57,11.75,A:0.23;B:0.21;C:0.27;D:0.2;E:0.09,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-06-11
2023,SI,NL752,5-9,M,OBESE,14.16,6.01,14.75,0.4329,1,BATTERY_LABEL,0,1,44.03,9.9,A:0.24;B:0.33;C:0.28;D:0.1;E:0.05,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-03-19
2024,BG,PT29,0-4,T,UNDERWEIGHT,18.68,2.47,8.36,0.7588,0,NORDIC_KEYHOLE,0,0,37.25,12.46,A:0.15;B:0.34;C:0.14;D:0.12;E:0.25,hlth_ehis_sk1e,WHO_EURO,2024-11-10
2025,EE,DK30,65+,F,NORMAL,13.26,6.22,36.09,0.4938,1,KEYHOLE,1,0,65.32,16.6,A:0.1;B:0.23;C:0.27;D:0.07;E:0.33,hlth_ehis_bm1e,EHIS,2024-09-26
2026,HU,LV28,50-64,M,OVERWEIGHT,8.96,3.85,56.03,0.0932,1,NUTRI_SCORE,0,0,57.45,7.03,A:0.19;B:0.18;C:0.17;D:0.24;E:0.22,hlth_ehis_dn1e,ECDC_NUTRITION,2024-06-29
2010,LU,ES1,35-49,T,OBESE,20.61,4.17,16.7,0.0603,0,NONE,0,1,63.17,12.77,A:0.15;B:0.28;C:0.33;D:0.21;E:0.03,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-09-22
2011,RO,AT684,20-34,F,UNDERWEIGHT,16.2,3.79,39.11,0.0619,1,TRAFFIC_LIGHTS,0,1,69.65,8.88,A:0.15;B:0.28;C:0.22;D:0.23;E:0.12,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-07-03
2012,AT,MT3,15-19,M,NORMAL,31.82,6.74,58.85,0.1289,1,BATTERY_LABEL,0,0,45.94,11.28,A:0.34;B:0.26;C:0.12;D:0.25;E:0.03,hlth_ehis_sk1e,WHO_EURO,2025-09-16
2013,CZ,CZ269,10-14,T,OVERWEIGHT,15.44,6.36,18.64,0.2423,1,NORDIC_KEYHOLE,0,1,30.3,8.72,A:0.17;B:0.11;C:0.19;D:0.16;E:0.37,hlth_ehis_bm1e,EHIS,2025-02-12
2014,DE,GR90,5-9,F,OBESE,8.93,5.54,51.03,0.0731,1,KEYHOLE,0,0,68.57,6.21,A:0.14;B:0.15;C:0.13;D:0.2;E:0.38,hlth_ehis_dn1e,ECDC_NUTRITION,2024-01-14
2015,LV,RO9,0-4,M,UNDERWEIGHT,4.07,6.62,8.63,0.4743,1,NUTRI_SCORE,1,0,30.87,5.51,A:0.11;B:0.23;C:0.28;D:0.2;E:0.18,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-10-13
2016,PL,GR450,65+,T,NORMAL,17.98,5.38,48.58,0.1056,1,NONE,0,1,51.35,17.99,A:0.22;B:0.27;C:0.16;D:0.06;E:0.29,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-07-27
2017,ES,RO885,50-64,F,OVERWEIGHT,23.29,2.04,34.93,0.6181,1,TRAFFIC_LIGHTS,1,1,22.13,10.3,A:0.11;B:0.22;C:0.34;D:0.16;E:0.17,hlth_ehis_sk1e,WHO_EURO,2025-05-05
2018,HR,RO84,35-49,M,OBESE,27.97,2.06,58.82,0.4774,1,BATTERY_LABEL,0,0,43.96,8.17,A:0.25;B:0.14;C:0.18;D:0.18;E:0.25,hlth_ehis_bm1e,EHIS,2024-01-10
2019,FI,SE33,20-34,T,UNDERWEIGHT,15.1,6.74,61.21,0.7804,1,NORDIC_KEYHOLE,0,1,59.08,12.32,A:0.34;B:0.15;C:0.18;D:0.15;E:0.18,hlth_ehis_dn1e,ECDC_NUTRITION,2025-12-25
2020,IE,AT2,15-19,F,NORMAL,12.92,3.15,37.11,0.3668,1,KEYHOLE,0,1,44.67,6.29,A:0.21;B:0.17;C:0.18;D:0.24;E:0.2,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2024-12-07
2021,MT,SK912,10-14,M,OVERWEIGHT,10.43,2.52,30.54,0.8442,0,NUTRI_SCORE,0,0,69.05,14.5,A:0.18;B:0.29;C:0.33;D:0.17;E:0.03,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-09-17
2022,SK,LU813,5-9,T,OBESE,4.24,3.5,17.68,0.3756,0,NONE,1,1,44.37,2.87,A:0.29;B:0.22;C:0.31;D:0.18;E:0.0,hlth_ehis_sk1e,WHO_EURO,2024-09-25
2023,BE,CY18,0-4,F,UNDERWEIGHT,5.57,6.66,39.53,0.3152,0,TRAFFIC_LIGHTS,1,0,36.45,17.93,A:0.1;B:0.13;C:0.18;D:0.16;E:0.43,hlth_ehis_bm1e,EHIS,2024-07-01
2024,DK,RO15,65+,M,NORMAL,16.69,2.19,16.35,0.312,0,BATTERY_LABEL,1,1,52.55,14.57,A:0.13;B:0.14;C:0.12;D:0.09;E:0.52,hlth_ehis_dn1e,ECDC_NUTRITION,2026-01-05
2025,GR,BG3,50-64,T,OVERWEIGHT,27.89,2.21,14.88,0.7064,0,NORDIC_KEYHOLE,0,1,35.68,6.7,A:0.32;B:0.26;C:0.24;D:0.18;E:0.0,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-05-12
2026,LT,HR4,35-49,F,OBESE,20.46,5.38,24.42,0.1485,1,KEYHOLE,0,0,61.11,4.45,A:0.19;B:0.29;C:0.15;D:0.12;E:0.25,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2024-01-27
2010,PT,AT30,20-34,M,UNDERWEIGHT,11.79,2.49,60.39,0.3044,1,NUTRI_SCORE,1,1,68.63,8.89,A:0.25;B:0.2;C:0.27;D:0.2;E:0.08,hlth_ehis_sk1e,WHO_EURO,2024-08-31
2011,SE,MT86,15-19,T,NORMAL,5.77,3.2,13.23,0.8673,1,NONE,0,1,40.82,11.08,A:0.15;B:0.26;C:0.34;D:0.1;E:0.15,hlth_ehis_bm1e,EHIS,2025-10-11
2012,CY,PT466,10-14,F,OVERWEIGHT,8.29,5.03,26.15,0.6786,1,TRAFFIC_LIGHTS,0,1,24.0,12.67,A:0.25;B:0.27;C:0.26;D:0.21;E:0.0,hlth_ehis_dn1e,ECDC_NUTRITION,2026-02-09
2013,FR,HU19,5-9,M,OBESE,27.68,5.05,51.57,0.6873,1,BATTERY_LABEL,0,1,55.29,7.47,A:0.18;B:0.11;C:0.22;D:0.17;E:0.32,hlth_ehis_fv1e,NATIONAL_HEALTH_SURVEY,2025-01-16
2014,IT,GR486,0-4,T,UNDERWEIGHT,33.53,5.9,24.28,0.3045,0,NORDIC_KEYHOLE,0,0,24.99,6.24,A:0.3;B:0.17;C:0.13;D:0.17;E:0.23,hlth_ehis_pe1e,ACADEMIC_STUDY_META,2025-04-24
2015,NL,LU975,65+,F,NORMAL,6.7,4.09,45.75,0.801,1,KEYHOLE,0,1,67.24,16.47,A:0.11;B:0.3;C:0.17;D:0.09;E:0.33,hlth_ehis_sk1e,WHO_EURO,2025-02-24
2016,SI,LV851,50-64,M,OVERWEIGHT,4.22,6.59,21.47,0.7426,0,NUTRI_SCORE,0,1,38.67,14.9,A:0.24;B:0.12;C:0.13;D:0.12;E:0.39,hlth_ehis_bm1e,EHIS,2025-10-10
