gov_debt_reporting_year,gov_debt_issuer_id,gov_debt_debt_type_code,gov_debt_principal_outstanding_usd,gov_debt_principal_issued_usd,gov_debt_principal_retired_usd,gov_debt_interest_cost_usd,gov_debt_average_coupon_rate,gov_debt_maturity_years_weighted,gov_debt_debt_service_coverage_ratio,gov_debt_days_cash_on_hand,gov_debt_liquidity_ratio,gov_debt_net_position_change_usd,gov_debt_unfunded_pension_liability,gov_debt_opeb_liability,gov_debt_bond_rating_agency,gov_debt_bond_rating_value,gov_debt_default_event_flag,gov_debt_refinancing_savings_usd,gov_debt_fiscal_distress_flag
2020,ISSUER0000124,GO_BOND,87634332268.72,15606042682.06,32723225263.43,6294562155.3,6.889,0.656,4.433,484.61,1.025,46026010.82,119876206349.22,17156784887.63,NONE,A,0,543480695.17,1
2023,ISSUER0000125,REVENUE_BOND,120738920004.05,19444888500.17,1401996585.16,9043291977.86,5.26,19.322,2.502,124.46,1.437,7946016037.47,135390491239.31,64008262778.42,S&P,AA+,0,1700889819.42,0
2000,ISSUER0000126,NOTES,65177508419.38,1121181753.87,9277558971.51,2435190909.33,0.946,17.067,3.721,259.72,1.047,3806064530.21,76357805464.76,72238465854.93,MOODYS,A,0,634869013.82,0
2004,ISSUER0000127,REVENUE_BOND,120218221309.62,27368830777.72,12257145771.74,5516420455.38,5.571,4.429,2.719,90.71,1.255,-5509766297.25,112038453202.94,32743303495.54,S&P,AA+,0,2113405855.03,0
2004,ISSUER0000128,NOTES,107140394730.93,31409624926.75,8827126319.57,3847637612.61,2.466,1.764,3.604,52.67,1.705,-4733339658.3,86546042874.1,47611659038.57,NONE,BBB-,0,531890119.0,0
2021,ISSUER0000129,PENSION_OBLIGATION,137922480602.14,2435263057.37,21706362338.27,6195179702.25,4.953,12.573,1.555,290.48,0.552,-1593968011.39,48136129877.67,8952705078.6,KBRA,A-,0,1201321832.76,0
2015,ISSUER0000130,REVENUE_BOND,213997228680.72,37822161699.77,19524323773.62,14870271185.83,7.145,8.975,1.053,419.37,1.026,7002055818.68,139107346178.7,49195981491.75,FITCH,A+,0,542087772.58,0
2002,ISSUER0000131,CERT_PARTICIPATION,151691548950.32,18364946057.33,20427741559.15,6306294571.11,1.555,14.44,0.467,95.36,0.323,-4936567669.89,87291709492.63,12497590016.85,FITCH,AA-,0,864158791.25,0
2010,ISSUER0000132,REVENUE_BOND,31784453886.3,5550410765.6,4702437152.25,641606902.62,6.987,25.254,3.981,29.42,0.551,2491541153.29,28473869096.44,11883879564.92,MOODYS,AA,0,1760213288.36,0
2017,ISSUER0000133,GO_BOND,8701334974.83,37655713724.58,22172411186.92,670534251.67,5.937,17.012,4.067,485.74,1.636,-6022120974.46,130687629230.83,29298741975.18,S&P,AA,0,1566421825.31,0
2014,ISSUER0000134,REVENUE_BOND,105558845679.42,19017712955.37,36638910768.82,2222527595.42,7.131,13.12,1.512,32.59,2.931,3040612678.84,4850808444.42,452844501.95,NONE,BBB,0,1075205248.31,0
2003,ISSUER0000135,REVENUE_BOND,132202425697.26,41031414154.62,12201641911.35,3215187936.71,7.273,29.481,3.32,49.89,2.19,1038746919.53,98403767659.21,66288096292.48,FITCH,A+,0,2049134594.29,0
2011,ISSUER0000136,PENSION_OBLIGATION,123750226141.5,28931704112.48,11593168522.85,7700816662.49,7.003,28.808,3.489,315.17,0.592,-5251045923.98,65229127811.92,4373958385.95,MOODYS,AA,0,850038336.29,1
2004,ISSUER0000137,GO_BOND,205142514510.54,31514745090.29,25776931102.39,6742950237.43,1.507,3.851,3.442,20.45,1.634,2877408424.24,98161977788.87,14973768498.06,MOODYS,A+,0,412933770.19,0
2013,ISSUER0000138,REVENUE_BOND,27366568375.43,22610189209.02,13199851459.02,1446858969.75,7.316,3.412,1.017,308.09,2.087,-2630387434.68,130896730654.74,61068062073.98,S&P,AA-,0,1514532533.79,1
2004,ISSUER0000139,REVENUE_BOND,21434686932.83,36546121700.97,24676350252.63,240341744.16,4.123,20.402,2.752,72.88,0.208,4083448197.09,109104006403.22,24162402587.6,KBRA,NR,0,562602428.73,0
2001,ISSUER0000140,GO_BOND,176779983620.29,15512078991.14,27329100276.26,8729144671.69,7.981,1.503,0.82,158.89,1.723,6588850856.13,59756932439.85,73050996728.55,FITCH,A-,0,1361649142.2,0
2012,ISSUER0000141,REVENUE_BOND,178413648044.41,27669067320.53,13806734205.53,10182586656.28,5.473,11.389,1.607,435.68,1.466,-3298856970.67,25590488430.17,76617415411.93,S&P,NR,0,371140909.68,0
2020,ISSUER0000142,NOTES,189637797368.91,43913567966.9,19658091865.18,13580433430.36,4.387,22.137,2.818,113.87,2.896,5992754891.91,149263374667.27,53907453306.03,MOODYS,BB,0,1189176291.8,0
2011,ISSUER0000143,REVENUE_BOND,42998307918.12,19434818519.78,2622968505.94,1236252863.56,7.097,2.568,2.778,252.63,1.992,2216418319.62,55531795079.87,17532688188.85,NONE,A-,0,1547942087.98,0
2019,ISSUER0000144,REVENUE_BOND,25855710245.62,27302590740.62,13875793280.61,1638560939.86,6.888,11.545,2.487,364.76,2.195,-4656350663.57,82632244523.7,43731080201.11,S&P,BBB+,0,1338935387.94,0
2015,ISSUER0000145,REVENUE_BOND,178708552043.25,7123510307.18,32039164597.58,5202988426.6,2.635,12.486,1.886,98.91,0.887,-2623832022.42,66696355842.5,33176169575.41,FITCH,A,0,649588588.45,1
2016,ISSUER0000146,REVENUE_BOND,193391519775.69,18431009500.4,33747610600.84,4194507784.29,8.265,4.065,1.42,45.85,1.614,-2930300653.97,68492552206.27,68493101492.06,NONE,A,0,1406625603.74,0
2006,ISSUER0000147,REVENUE_BOND,2278104563.08,37959483416.43,1545549581.6,127345305.03,7.451,28.994,1.548,410.33,1.215,3968733281.56,101582847813.09,67331032281.6,MOODYS,AA-,0,29454829.23,0
2015,ISSUER0000148,GO_BOND,47119330991.17,10511546245.45,28461522193.87,1084824080.85,5.404,1.757,3.43,258.7,0.38,4116989976.89,75833959891.9,4830042252.62,KBRA,AA-,0,1721477575.35,0
2014,ISSUER0000149,REVENUE_BOND,7103993068.06,5194457766.77,832622004.21,499478409.01,1.582,29.209,0.528,44.68,1.697,-2719538188.2,81967816145.1,4305878362.29,S&P,AA,0,1430044200.14,0
2001,ISSUER0000150,REVENUE_BOND,124869876324.56,8011313938.36,1627228210.13,7026170922.01,4.41,3.947,2.591,320.39,0.408,1738394682.31,143344251447.95,30224436007.29,MOODYS,AA,0,1433560220.34,0
2020,ISSUER0000151,NOTES,168770217744.75,13115824521.38,27355280876.29,12548866727.78,0.798,15.287,3.905,402.2,0.986,-1088503142.26,50577887291.33,76733410298.83,MOODYS,AA-,0,1984704588.66,0
2005,ISSUER0000152,REVENUE_BOND,196703399583.55,36192842962.51,24909480449.36,12612039254.02,3.653,3.253,3.323,163.74,1.235,-1445317214.67,118192987048.57,66338582513.84,MOODYS,BB,0,61853150.62,1
2011,ISSUER0000153,PENSION_OBLIGATION,155699244291.81,16795572947.87,2584782581.47,8121345321.64,2.198,14.104,2.89,219.04,1.695,-1916350543.5,6228731122.41,43169811183.46,NONE,AA-,0,2100474527.09,0
2001,ISSUER0000154,LEASE,95939388235.9,229944071.86,30393896000.51,2433181743.24,5.571,21.189,3.099,425.77,1.676,-6645984322.48,17490778407.74,26288969180.06,S&P,AA+,0,757995994.34,0
2016,ISSUER0000155,REVENUE_BOND,249648904529.25,25960645857.23,10265325873.74,8360855674.48,5.159,27.456,1.336,404.37,2.876,-213233017.32,126158420777.55,29241092918.24,KBRA,BBB+,0,711431929.17,0
2018,ISSUER0000156,GO_BOND,28328809168.23,2748691618.13,34499311724.45,1898369599.34,6.671,10.002,4.179,304.95,0.558,-6942165361.04,69738281172.36,48963282754.02,MOODYS,BBB,0,1788921118.62,0
2015,ISSUER0000157,CERT_PARTICIPATION,173402341271.14,6420541587.34,20126265581.89,10890444102.34,7.036,17.065,2.529,126.13,0.342,-2412511474.01,7289230089.58,75084429650.06,KBRA,AAA,0,759782798.23,0
2023,ISSUER0000158,GO_BOND,209282021028.95,32098966381.11,22900134699.38,12786705114.48,3.15,27.618,3.682,258.54,1.071,-3093755587.05,69565838305.33,66744820796.76,NONE,BB,0,2158539728.17,0
2001,ISSUER0000159,LEASE,216029614186.79,37159673558.42,32060204304.22,12444230703.91,7.025,14.917,1.778,413.6,1.041,377328189.78,44002431481.41,4075741723.16,MOODYS,BBB-,0,997895354.26,0
2013,ISSUER0000160,CERT_PARTICIPATION,212964595588.27,23062010993.19,15476276993.94,5702597973.78,1.526,4.88,3.582,376.87,1.056,-4612309827.82,63872237530.59,67552001332.19,MOODYS,A,0,280397103.6,0
2001,ISSUER0000161,REVENUE_BOND,44270485638.33,13695554930.55,33860250481.19,1244309038.26,8.116,27.872,3.258,306.87,0.329,3110004192.74,40143844746.57,24118824689.87,KBRA,A-,0,1103665008.34,0
2025,ISSUER0000162,REVENUE_BOND,41564771877.91,23207436822.66,22954738593.29,1304945978.02,6.928,2.642,4.142,132.81,0.652,1508833752.11,17564446167.63,14759593245.68,MOODYS,BBB+,0,1268297065.73,0
2018,ISSUER0000163,GO_BOND,44152035267.3,38845644.98,23368147084.13,2461721234.23,6.017,5.136,0.587,352.01,0.303,-4362465743.39,18900582412.55,8747064120.77,S&P,BBB+,0,1459922761.0,0
2001,ISSUER0000164,CERT_PARTICIPATION,14867951841.63,7591645433.26,37396588972.51,783689317.36,7.21,2.334,3.413,226.51,2.15,3661285635.9,155162456568.49,2129219286.77,FITCH,BBB,0,1893961479.45,0
2002,ISSUER0000165,GO_BOND,14874887193.01,38154815333.68,36220640019.91,599250691.97,4.657,15.692,4.461,243.58,2.389,-677453907.27,111223554761.24,23219555858.34,S&P,BBB+,0,181847623.93,0
2006,ISSUER0000166,GO_BOND,207755154122.28,12597527299.27,37143738474.2,10996903835.67,8.247,3.854,0.729,444.88,1.843,-5193790082.8,40134565751.12,54493355392.68,S&P,BB+,0,1012546337.12,0
2004,ISSUER0000167,PENSION_OBLIGATION,246077612479.12,20197002806.36,959676885.04,9007392149.45,0.746,26.41,0.368,128.48,1.133,-7538131247.95,43171411401.37,1154080167.85,KBRA,AA+,0,896241911.57,0
2019,ISSUER0000168,REVENUE_BOND,132135471302.92,13719316894.23,28288709137.6,3835120900.6,4.013,8.958,2.258,207.91,0.628,7603511027.82,5451139749.49,1780171086.52,S&P,AA,0,314176156.4,0
2025,ISSUER0000169,GO_BOND,52574284600.36,16839964396.79,23769687972.3,3169035581.16,7.654,11.381,3.849,381.39,1.749,-1383418186.39,105191025610.52,1679301182.3,MOODYS,BBB-,0,1473835430.64,0
2001,ISSUER0000170,REVENUE_BOND,79786757240.07,26135217432.98,29087463506.68,5200797054.57,6.665,7.201,1.065,26.13,0.616,-3698493216.42,126701883301.9,53871087029.33,FITCH,AA+,0,509729358.0,0
2023,ISSUER0000171,GO_BOND,106782702659.93,37907418161.96,25786781995.38,4056241874.08,5.653,28.39,3.994,67.52,0.042,-6895757830.32,142797525552.23,67671265420.18,FITCH,BBB+,0,1041587271.6,0
2014,ISSUER0000172,REVENUE_BOND,143272065426.34,34614154368.7,770387116.19,6156584909.87,8.181,16.953,0.534,406.34,1.512,-6283242779.18,128669939462.37,2261253235.52,S&P,BB+,0,2035776330.11,0
2022,ISSUER0000173,REVENUE_BOND,176637855346.17,5124016221.3,16231653035.33,13392256812.01,5.786,19.578,1.348,466.09,0.175,-6876781018.27,59915790653.0,1423863363.66,S&P,A,0,1256663547.08,0
2024,ISSUER0000174,REVENUE_BOND,233371315165.24,3841894536.83,22465729940.67,12712976002.48,5.151,16.855,4.339,374.1,1.068,6376150058.85,123810764358.6,37413606175.87,MOODYS,A+,0,218097609.84,0
2025,ISSUER0000175,CERT_PARTICIPATION,228230361878.47,42642842494.2,32878771495.8,2531740911.69,7.478,11.573,1.671,357.73,1.71,5474628644.82,53368069311.3,18641942214.14,FITCH,BB+,0,1111779504.9,0
2010,ISSUER0000176,NOTES,244684809299.37,35142839657.17,9582124928.96,14132121979.52,7.381,4.436,0.434,414.28,1.661,-5874892530.74,54724376915.57,45724017179.85,S&P,AAA,0,2400027633.56,0
2012,ISSUER0000177,GO_BOND,177388297970.38,23211796384.45,15024490270.41,3456267966.55,5.528,8.184,2.301,450.95,0.743,-3503886084.5,69745260658.46,20957487017.9,MOODYS,BBB-,0,558776083.77,0
2017,ISSUER0000178,PENSION_OBLIGATION,56468523769.29,40086008773.01,2539018479.2,3310289996.79,1.693,19.874,4.144,91.55,1.635,4112198061.85,131943247741.92,74498676379.47,S&P,BBB,0,1963671944.97,0
2012,ISSUER0000179,LEASE,208628371332.46,35060998322.72,21041042873.23,12832403233.29,3.102,2.211,2.171,442.69,1.827,3399590425.74,128203774877.03,4345100719.8,S&P,BBB,0,748893576.52,0
2007,ISSUER0000180,CERT_PARTICIPATION,185771824648.55,23547299488.22,35966648704.09,4481574402.15,4.052,3.217,1.296,422.1,0.687,-1959965320.27,102959630394.16,46917057393.66,S&P,A+,0,1862277486.62,0
2014,ISSUER0000181,NOTES,17172593124.63,38987486611.74,13614502156.06,1106614876.24,8.467,10.822,0.757,227.33,2.712,1150856831.95,115040773640.23,53797596702.43,S&P,AA-,0,1166783665.96,0
2001,ISSUER0000182,NOTES,145631994030.45,2374491525.45,35968811165.36,6018311340.15,7.439,7.79,3.779,306.39,0.932,-3814732315.25,60428851829.59,23176996256.25,FITCH,AA-,0,2177383873.79,0
2013,ISSUER0000183,REVENUE_BOND,110199045553.8,1811067228.0,8975151756.08,3818816023.7,8.332,1.395,1.051,151.39,1.347,2648803153.29,155120744170.85,70280918398.82,MOODYS,BBB,0,356411324.88,0
2012,ISSUER0000184,GO_BOND,239485094162.08,12732994649.53,21713195313.42,11946274346.34,4.696,3.103,3.743,517.7,1.172,3286042735.15,71562248230.41,72676176047.25,S&P,A,0,80564457.9,0
2001,ISSUER0000185,LEASE,195589634976.51,37544173016.44,13771945575.4,15104787258.66,4.676,12.388,1.013,184.66,2.147,483369265.17,155905423096.33,6059881517.31,S&P,BBB,0,138978186.66,0
2017,ISSUER0000186,PENSION_OBLIGATION,230467934398.02,32347525837.08,13559508212.13,15221288131.29,7.755,19.774,2.138,246.0,0.193,6666160427.67,118600645983.98,79756722974.07,NONE,AAA,0,1518557813.7,1
2020,ISSUER0000187,GO_BOND,51435810441.62,19426267566.32,17300097449.86,1152522797.61,5.763,6.956,3.485,370.15,1.082,4517665008.65,68258897664.59,41005647178.65,S&P,A,0,1473271969.86,0
2008,ISSUER0000188,NOTES,94497800168.98,39896980723.81,22614877866.54,4775158487.44,6.504,5.543,1.974,50.09,1.206,-4774016282.01,120026565536.49,17624698351.8,S&P,A,0,701980302.17,0
2024,ISSUER0000189,PENSION_OBLIGATION,168881979679.29,31063104023.19,25022883032.64,7743639257.17,3.168,12.872,1.275,41.61,1.108,-1820095966.89,130123763470.03,75530862671.28,S&P,BBB-,0,2189792308.61,0
2008,ISSUER0000190,REVENUE_BOND,221439958040.97,37212459276.3,14064713131.2,5698639303.92,0.58,10.897,1.952,149.99,2.811,-1214805132.24,128327257537.94,20580979835.35,S&P,A+,0,633753569.96,0
2006,ISSUER0000191,REVENUE_BOND,184130271291.94,36240897558.34,17384165364.17,6636011273.54,2.202,23.461,3.862,511.49,0.565,-5438047214.73,68399917001.47,45451158466.73,MOODYS,BBB,0,2375771005.15,0
2023,ISSUER0000192,GO_BOND,94485441209.86,28214645507.19,39516731409.81,2759405315.26,2.186,14.701,3.117,292.09,2.909,-2141631824.86,117300760832.07,2855386438.5,NONE,AA+,0,331918197.5,0
2003,ISSUER0000193,REVENUE_BOND,17503812544.48,9734338123.86,39837931714.28,1028049408.54,7.555,23.139,2.364,130.46,2.862,-1905768715.72,32291399383.85,5295011631.0,MOODYS,A,0,427611957.87,0
2024,ISSUER0000194,REVENUE_BOND,141926727104.22,19529590989.88,6876732351.04,10444269170.42,0.98,3.543,3.068,459.6,1.162,7840274904.35,101909149397.09,3574291827.05,MOODYS,A,0,1028718094.39,0
2022,ISSUER0000195,REVENUE_BOND,225046713844.51,31919080857.83,38466997743.79,14261584299.79,8.11,2.662,3.11,23.63,1.342,3151930211.28,103050417417.34,64720374597.41,S&P,A,0,1723096060.04,0
2009,ISSUER0000196,LEASE,8322278065.89,16696681406.57,18009649336.9,188067569.46,2.661,27.09,3.93,339.89,0.362,5970670194.4,103331294189.27,61354832860.91,MOODYS,AA-,0,2159331761.59,0
2017,ISSUER0000197,REVENUE_BOND,237728903191.86,23278067263.6,26297364781.99,3746705500.85,5.503,15.887,1.433,496.37,0.698,1214223324.27,122875212374.38,41960215661.21,FITCH,A+,0,133884307.36,0
2022,ISSUER0000198,LEASE,14439424625.28,13581689268.29,9740491013.83,216208779.11,8.12,23.598,1.285,417.68,2.704,-5930016874.49,79676167716.11,50878994844.14,MOODYS,NR,0,1964997834.29,0
2025,ISSUER0000199,NOTES,95216545053.02,21411450070.13,15029594299.17,4233709021.46,6.863,18.169,3.969,62.35,2.114,-5446667749.88,159174410025.59,60342655786.38,S&P,BB,0,727002470.17,0
2021,ISSUER0000200,REVENUE_BOND,79225835840.44,15338930633.95,37231727439.36,3028193345.34,7.731,17.219,1.845,320.91,0.97,6428104653.68,50129981550.38,61443100579.67,NONE,AA+,0,1044201819.31,0
2006,ISSUER0000201,LEASE,100956406732.91,36681293265.14,28374400027.89,7256372411.75,7.603,10.0,0.429,417.56,2.63,1782325519.42,23690202210.74,42925330779.63,MOODYS,BBB,0,2289970434.86,0
2016,ISSUER0000202,LEASE,131567734667.14,5559845538.61,32731717200.66,5996061672.44,5.701,11.797,3.974,160.49,2.272,-5791246481.57,44120605978.41,21691802871.55,FITCH,BBB,0,3798706.65,0
2024,ISSUER0000203,PENSION_OBLIGATION,195887243330.87,14693723443.35,24115708789.13,3467308616.86,1.017,8.254,0.803,137.36,0.446,-7735767149.71,33753322773.05,74328042518.91,S&P,A,0,226414927.99,0
2010,ISSUER0000204,LEASE,83962938850.73,18166572989.72,19493408340.31,5038793987.63,0.522,25.511,2.791,407.02,1.784,7571815671.25,46880280948.05,5785691361.0,MOODYS,A,1,1188739360.3,0
2004,ISSUER0000205,GO_BOND,66108834949.73,24808537606.45,25591217726.57,2423948400.13,2.877,15.416,4.335,454.35,2.372,-3512229203.15,145833920960.99,39794100196.14,NONE,BBB,0,1729756677.64,0
2023,ISSUER0000206,REVENUE_BOND,177261462801.12,15615398834.72,21379133346.58,11162539794.48,5.208,14.127,0.914,379.65,2.863,-4460082560.43,136062865604.03,39428242135.41,S&P,BBB-,0,1941443088.26,0
2010,ISSUER0000207,REVENUE_BOND,68766360732.46,35781298967.09,26945507364.93,4443922791.43,4.324,8.005,3.94,173.72,2.784,3252829572.32,116356500346.3,58113836583.98,NONE,AA-,0,77852970.74,0
2019,ISSUER0000208,GO_BOND,84443592668.76,20072425973.2,20662018866.13,1169592068.79,2.281,12.518,0.39,376.7,2.9,5536133082.24,127420372588.65,8008064914.8,FITCH,AA+,0,787048801.01,0
2021,ISSUER0000209,LEASE,139660635905.06,24723246397.45,7397686011.66,4295367450.55,3.152,16.215,1.75,491.62,1.367,-7374793439.84,54573422753.83,42230414547.84,MOODYS,A,0,1557793423.23,0
2007,ISSUER0000210,REVENUE_BOND,78689045543.9,35244169359.91,25961875410.1,3262468581.82,1.772,28.875,3.688,117.37,1.943,4516966016.67,65274409574.11,8060330723.12,MOODYS,A+,0,685964063.6,0
2005,ISSUER0000211,GO_BOND,98561408746.12,26313697670.66,3807708302.74,7207980130.49,7.694,24.07,1.53,152.98,2.986,-1464607826.8,9748475595.28,22349917192.28,FITCH,BB,0,866235158.21,0
2009,ISSUER0000212,GO_BOND,131348169490.36,3123547878.82,34162952082.55,4017170748.41,1.339,20.758,1.002,263.22,1.072,-5504278925.86,79134909220.06,31124386619.43,FITCH,AA-,0,1022252001.26,0
2020,ISSUER0000213,REVENUE_BOND,19740273939.54,36374013745.89,17904779091.37,312538723.28,7.219,21.692,2.862,32.2,0.317,2475796826.68,67805462487.14,69459742688.93,S&P,A-,0,2128371376.92,0
2021,ISSUER0000214,REVENUE_BOND,65566331100.31,38066313238.23,37517044541.74,2323962405.88,6.151,27.622,2.979,481.35,1.977,4785858617.32,107742647861.39,56795990106.02,MOODYS,A-,0,1762174191.28,0
2004,ISSUER0000215,REVENUE_BOND,103120784543.7,32887141640.78,32738350696.56,1257386957.13,6.365,21.348,1.794,111.02,0.266,5995479393.19,109602676585.84,46991149246.11,FITCH,AA+,0,1842113499.7,0
2002,ISSUER0000216,REVENUE_BOND,204217829528.16,13928121482.59,4503863450.88,9582153599.79,7.466,11.069,0.644,261.72,2.268,-340523160.43,22008551921.0,58445264706.34,FITCH,A-,0,566022738.03,0
2008,ISSUER0000217,GO_BOND,232997816519.99,2798231650.95,18357037430.42,9719022044.59,4.458,14.523,1.436,202.77,0.602,-4045629499.42,12106204104.53,7293370984.65,NONE,BBB,0,497465840.76,0
2018,ISSUER0000218,REVENUE_BOND,211995043356.04,33227923979.26,27451621709.98,8777039824.54,4.291,15.526,3.468,163.34,2.592,4478397572.26,150150739300.77,64757302761.15,S&P,AA-,0,1465730059.49,0
2023,ISSUER0000219,GO_BOND,243524733900.72,25297397543.32,5941650115.68,7643022835.18,5.953,11.233,0.341,201.5,2.304,6430625860.79,149279205019.08,27067949178.44,S&P,BBB+,0,1973224833.65,1
2017,ISSUER0000220,CERT_PARTICIPATION,163322673405.06,9525652141.0,8123718872.95,8183323524.81,1.759,17.551,3.834,381.7,2.935,5014979326.8,3955083309.1,74944800547.58,MOODYS,A,0,1965398486.11,0
2021,ISSUER0000221,REVENUE_BOND,196113961869.56,13586053886.65,36766756793.17,3534495779.01,3.131,28.987,3.632,11.71,0.134,5079361658.4,78876026270.67,17524788682.94,NONE,AA,0,2032174445.56,0
2008,ISSUER0000222,REVENUE_BOND,198925635746.49,42849603549.28,25397042000.9,11137552172.91,0.587,28.88,3.723,514.58,1.076,-7684302225.81,30336106009.57,57683332484.58,NONE,BBB,0,1149822506.79,0
2020,ISSUER0000223,PENSION_OBLIGATION,16048127696.19,6030981805.59,23797132862.29,653977918.99,7.818,11.141,2.074,53.98,2.03,-6909044147.99,137693292490.01,52361557901.58,NONE,A-,0,1827408835.39,0
2002,ISSUER0000224,GO_BOND,126976456252.45,1481093900.36,25366934840.54,9423071865.25,4.028,23.553,1.79,382.87,2.816,4249669796.03,19343075620.9,30583610609.25,FITCH,AA,0,903769636.23,1
2008,ISSUER0000225,REVENUE_BOND,96925177239.45,41552228787.09,4076829497.61,1383660668.39,2.648,1.31,4.487,518.32,0.885,6999877863.19,151250585490.93,59192377389.12,NONE,NR,0,1713638516.8,0
2003,ISSUER0000226,CERT_PARTICIPATION,237283907750.98,18137374916.76,32216891005.34,6191113947.06,6.933,17.923,2.571,452.58,2.756,3357460133.03,117122289642.75,77462851443.28,KBRA,BB,0,276854105.81,0
2009,ISSUER0000227,GO_BOND,17393457581.98,5858546902.6,14904024298.75,219943990.12,0.913,21.283,4.197,415.07,1.919,-5191669418.4,89306109378.72,69679251167.58,MOODYS,A+,0,894187251.63,0
2020,ISSUER0000228,REVENUE_BOND,200694292696.96,35462970152.37,329660683.05,10701521364.36,0.995,10.412,3.286,373.19,1.111,6096135956.98,24435404302.61,966089380.06,FITCH,AA+,0,2436158003.92,0
2004,ISSUER0000229,REVENUE_BOND,131451570025.69,5388102814.42,896337461.13,7061432223.58,1.646,22.045,1.917,92.59,2.148,6718936335.16,116323976199.66,10236257427.78,MOODYS,AA+,0,2317443647.7,0
2004,ISSUER0000230,NOTES,159121896612.86,39349015843.51,23379690672.79,3357327267.18,5.259,5.398,1.498,462.38,0.522,5798451297.88,99011269751.06,57517223779.19,S&P,AA-,0,1137876138.52,0
2009,ISSUER0000231,NOTES,196441058716.22,29952977549.77,10653984417.2,7274575197.59,4.233,1.869,3.018,160.17,0.647,2531665147.08,85723770167.16,24866288186.41,S&P,BBB+,0,1102171750.47,0
2002,ISSUER0000232,NOTES,28761625988.11,27198301181.12,15065883988.69,1292342549.38,7.691,27.268,4.41,12.41,1.683,1895219286.62,1249442769.61,78157184001.28,FITCH,AAA,0,2330090528.77,0
2021,ISSUER0000233,GO_BOND,95686256532.17,10649701374.78,3978790899.5,7576283141.04,2.582,18.603,3.751,448.03,0.078,4218466097.51,147300676326.41,59275216637.62,FITCH,AA,0,793179185.9,0
2023,ISSUER0000234,NOTES,51061451847.05,39878275146.33,6586640578.35,3700989745.49,1.891,22.114,4.185,155.41,0.281,2948477157.43,33936211603.29,42335584551.36,KBRA,AA,0,1031395622.48,0
