house_insecure_point_in_time_date,house_insecure_service_region_id,house_insecure_unsheltered_count,house_insecure_sheltered_count,house_insecure_family_households_count,house_insecure_youth_count,house_insecure_veteran_count,house_insecure_chronic_homeless_count,house_insecure_length_of_stay_median_days,house_insecure_returns_to_homelessness_rate,house_insecure_hm_is_system_coverage_pct,house_insecure_encampment_clearance_count,house_insecure_outreach_contacts_count,house_insecure_bed_utilization_rate,house_insecure_housing_placement_rate,house_insecure_rrh_program_enrollments,house_insecure_psh_program_enrollments,house_insecure_eviction_prevention_assistance,house_insecure_street_medicine_visits,house_insecure_barrier_assessment_score
2013-11-18,SR000200,1176,2677,2267,143,476,2777,324,24.17,54.26,151,13960,61.26,6.12,1939,1804,23061,3905,0.4226
2013-11-25,SR000201,3228,738,1289,744,1037,825,131,25.08,72.17,16,3937,93.36,30.03,3582,5508,24203,7573,0.5338
2013-12-02,SR000202,309,9677,1921,836,1161,2113,213,27.68,87.84,117,17578,45.06,23.0,3126,3770,9865,9850,0.9594
2013-12-09,SR000203,5283,5814,3752,256,814,1174,370,10.36,53.59,163,17070,88.02,12.08,1566,619,3033,3970,0.7188
2013-12-16,SR000204,5353,16246,2035,1836,1288,1257,398,29.38,59.96,88,6780,38.8,28.16,4301,5903,16726,5166,0.5789
2013-12-23,SR000205,592,951,1417,1642,617,2045,259,3.92,70.3,50,6238,86.58,28.27,4915,5459,5032,8680,0.4267
2013-12-30,SR000206,3608,10363,1933,2038,871,1906,329,5.15,70.76,2,6944,50.95,60.27,3342,4509,6082,7409,0.553
2014-01-06,SR000207,3418,13190,272,854,1168,1782,61,23.47,62.1,215,7796,44.14,64.55,2528,7044,17841,8392,0.6303
2014-01-13,SR000208,3726,3138,1645,817,1195,38,179,14.6,60.8,228,469,73.48,45.52,2086,831,9443,5772,0.5266
2014-01-20,SR000209,5119,16945,2885,1425,844,2202,40,24.06,92.11,130,6934,42.28,27.75,1731,1438,3046,6808,0.3169
2014-01-27,SR000210,5385,1983,2768,583,1034,2685,97,30.57,56.34,245,16251,37.69,54.34,3545,2697,10779,5055,0.2628
2014-02-03,SR000211,3361,15060,2415,1933,604,2712,218,30.29,85.76,138,15027,94.29,55.99,2603,3532,1187,1726,0.7845
2014-02-10,SR000212,2223,8502,1312,1452,1006,1541,367,2.54,77.53,51,4425,60.91,30.16,4892,4140,5011,7453,0.6117
2014-02-17,SR000213,5286,2941,3195,1423,571,797,322,6.05,54.5,141,14739,84.88,37.11,3764,6853,12046,5651,0.0664
2014-02-24,SR000214,989,11517,1591,1151,766,2738,360,8.09,81.27,124,1410,69.29,36.2,56,3211,2820,6244,0.4924
2014-03-03,SR000215,5810,10824,1015,311,691,1595,115,4.51,45.42,245,17449,65.3,32.93,2160,6824,140,2048,0.1841
2014-03-10,SR000216,3467,9227,369,2117,723,1074,181,29.74,70.8,122,11956,46.39,6.43,4131,6084,15157,9144,0.9616
2014-03-17,SR000217,3718,3454,2235,2053,646,1409,411,24.16,50.49,38,8184,45.24,26.25,4037,3025,16891,9177,0.0109
2014-03-24,SR000218,1545,14788,3686,175,1082,1831,249,31.57,93.61,165,15758,54.34,14.97,1700,7133,19486,5650,0.6481
2014-03-31,SR000219,2904,11071,3182,1668,578,768,135,12.99,88.16,122,12254,35.72,64.08,876,3538,4234,2420,0.5162
2014-04-07,SR000220,4213,13149,2362,1337,915,1647,345,7.91,95.56,241,13986,83.05,30.68,4002,1095,1775,212,0.5044
2014-04-14,SR000221,2104,4618,2054,1693,750,646,304,1.45,80.35,86,11472,37.22,22.73,478,391,18387,10369,0.9933
2014-04-21,SR000222,4761,4392,1640,2012,377,789,365,32.26,54.69,105,11541,88.15,27.47,1795,2328,21928,8318,0.2288
2014-04-28,SR000223,4228,5762,2325,162,1292,607,363,3.1,72.92,207,6980,46.15,10.88,3482,5357,3918,7411,0.0197
2014-05-05,SR000224,3896,7675,1832,61,308,467,241,30.57,70.62,102,5900,87.64,59.33,4184,1767,11163,8799,0.6269
2014-05-12,SR000225,5985,14759,2763,1451,123,1597,2,27.45,54.57,180,14236,58.14,43.78,955,6381,12289,7152,0.7086
2014-05-19,SR000226,5512,12376,2053,1747,192,1017,146,18.72,70.68,230,8867,31.05,48.56,4340,1562,13580,4298,0.5547
2014-05-26,SR000227,5912,2938,1300,1580,1245,2439,161,2.31,84.45,65,14589,42.77,40.95,655,4647,3772,5077,0.3786
2014-06-02,SR000228,533,9462,1746,1665,967,604,64,10.95,52.88,210,2644,65.17,31.52,2343,4630,23144,2327,0.5315
2014-06-09,SR000229,1373,1804,1152,1782,1243,2121,418,32.26,67.72,234,6211,49.96,18.28,1765,5659,16720,7787,0.3073
2014-06-16,SR000230,5016,7350,2085,223,566,1059,178,27.74,75.22,83,8180,45.48,27.09,2547,2742,22432,1153,0.0932
2014-06-23,SR000231,1569,6226,4143,954,591,370,52,4.44,85.97,172,7874,97.53,63.57,2310,4273,24858,1028,0.5459
2014-06-30,SR000232,4600,7880,785,1304,562,834,154,12.36,87.18,46,4688,83.14,8.02,1193,5668,13730,5134,0.3195
2014-07-07,SR000233,5976,2139,2170,1259,855,2740,26,25.84,91.32,63,4870,78.88,35.03,3222,2311,14360,5089,0.8417
2014-07-14,SR000234,5399,14604,534,682,580,170,304,1.25,81.08,85,6656,75.33,59.32,363,4872,22298,3477,0.4484
2014-07-21,SR000235,2087,15949,2026,1478,713,2499,160,29.78,70.73,117,6552,42.23,63.7,5137,3257,8598,2403,0.3727
2014-07-28,SR000236,2012,15432,1898,452,926,1503,377,34.69,55.41,143,2361,66.7,60.55,4776,1650,15050,1114,0.1796
2014-08-04,SR000237,3878,10949,4011,136,402,1441,7,13.51,56.87,204,11652,84.72,46.77,2763,988,18057,8661,0.143
2014-08-11,SR000238,4598,247,2075,2185,889,1598,65,7.2,88.98,140,1642,40.29,20.29,2484,5069,304,1527,0.348
2014-08-18,SR000239,5614,10639,1771,676,605,1911,184,21.06,87.1,147,3095,50.71,32.77,1986,2470,20046,6485,0.893
2014-08-25,SR000240,4204,15160,215,169,151,1962,410,1.52,70.21,117,11315,51.03,5.33,1253,2507,19882,9884,0.15
2014-09-01,SR000241,3373,442,3759,316,1221,307,305,31.64,57.77,12,11728,64.5,31.13,4115,1944,6125,10825,0.4574
2014-09-08,SR000242,1505,14688,126,484,656,973,29,21.87,61.99,74,3409,90.94,18.26,541,1457,13699,1065,0.0128
2014-09-15,SR000243,5999,5296,3096,1897,1284,2213,383,16.09,74.88,256,1685,60.3,50.39,4307,6722,2560,3308,0.1326
2014-09-22,SR000244,1919,4163,1252,1045,71,2241,24,1.47,64.65,118,15151,88.13,11.27,3581,7068,19166,10401,0.4387
2014-09-29,SR000245,4222,622,2808,805,67,202,145,10.48,53.18,235,13538,98.72,23.02,3869,1216,12471,6115,0.3655
2014-10-06,SR000246,5679,12345,2469,57,1256,972,202,18.75,75.51,60,4785,39.05,63.47,4743,505,4757,1195,0.9293
2014-10-13,SR000247,1701,4304,3571,2006,671,1395,331,15.89,89.15,201,2458,47.35,31.69,4205,1449,12101,3321,0.0211
2014-10-20,SR000248,3166,12650,2320,825,129,1653,125,23.83,76.5,54,15640,47.12,44.13,470,4069,3550,1226,0.4716
2014-10-27,SR000249,1571,2304,765,1826,629,142,13,22.55,57.07,199,17642,44.37,23.57,4660,4951,16615,3951,0.7462
2014-11-03,SR000250,2459,1200,2785,1299,453,2556,33,15.07,73.36,96,5828,53.53,52.12,281,4423,11264,8050,0.5155
2014-11-10,SR000251,699,5320,3804,1614,346,1824,219,7.57,60.39,238,5941,52.54,58.6,159,1551,5825,10687,0.9295
2014-11-17,SR000252,3250,16314,2423,1154,218,2798,40,28.66,50.08,172,17319,64.66,15.09,306,6526,18049,5761,0.918
2014-11-24,SR000253,5092,1612,642,79,1122,399,99,24.72,64.44,110,336,35.21,63.89,4072,2735,23193,3329,0.1201
2014-12-01,SR000254,1861,343,99,1094,1030,1042,350,32.63,63.68,259,5093,52.32,31.4,1515,5889,12688,8289,0.6851
2014-12-08,SR000255,5944,4048,2114,934,1070,936,397,11.05,79.17,9,9267,30.23,47.74,180,4676,4893,57,0.8979
2014-12-15,SR000256,652,16876,2469,1676,476,1404,401,16.22,98.21,118,14480,89.85,12.18,3857,1468,8522,3487,0.2925
2014-12-22,SR000257,3244,3848,2577,1306,37,2195,156,4.04,95.15,14,2595,98.11,5.7,4486,4247,11122,1378,0.924
2014-12-29,SR000258,1253,7126,2570,1578,580,2173,250,12.11,54.08,178,15287,37.73,61.39,236,3308,15614,1648,0.8723
2015-01-05,SR000259,1359,5905,1653,1178,111,2159,71,21.33,90.49,54,7128,46.3,42.89,2406,1412,15609,1565,0.5654
2015-01-12,SR000260,1783,12207,3702,0,472,156,122,18.61,79.24,83,5262,74.87,58.82,1005,3835,9916,4321,0.1532
2015-01-19,SR000261,5359,12939,332,1070,297,2358,167,32.44,77.35,218,7019,56.1,62.9,58,5833,4873,52,0.3309
2015-01-26,SR000262,6210,13285,844,1067,517,1025,136,29.1,45.8,66,15521,59.92,9.31,3526,167,1198,5360,0.2415
2015-02-02,SR000263,5779,1106,283,1532,688,2680,59,24.6,74.95,57,16097,73.0,27.95,3147,4403,11364,4038,0.2694
2015-02-09,SR000264,5351,2674,1716,1454,1179,236,252,6.72,90.08,54,557,38.08,46.72,1174,6978,1040,5372,0.8792
2015-02-16,SR000265,1557,11533,2612,699,849,1716,72,34.84,61.51,14,11037,34.54,54.57,3046,6691,18387,9465,0.9048
2015-02-23,SR000266,1510,8581,391,266,1052,941,308,2.06,70.8,41,17620,58.73,23.86,23,4502,10563,3308,0.0129
2015-03-02,SR000267,2105,1065,2548,1284,1123,2630,67,9.24,62.56,212,8422,51.55,17.44,969,4544,23501,582,0.0162
2015-03-09,SR000268,2054,5234,1136,2102,818,858,338,3.05,77.72,46,9510,67.17,55.53,3912,3322,10530,619,0.8101
2015-03-16,SR000269,1195,289,1841,1037,362,261,60,27.3,47.12,89,13499,68.29,11.49,426,4779,1882,262,0.7605
2015-03-23,SR000270,6186,8601,2921,1646,7,2356,239,33.94,65.54,160,3557,71.93,54.9,4745,2403,4143,8423,0.6253
2015-03-30,SR000271,4482,13768,3401,202,56,421,242,20.56,91.58,6,11959,39.06,49.42,635,829,17197,2873,0.9475
2015-04-06,SR000272,701,14176,22,1579,232,578,109,7.42,63.64,60,17127,35.07,62.07,180,6848,4569,7147,0.3019
2015-04-13,SR000273,5534,8866,2218,886,917,153,43,34.27,77.73,21,4229,78.75,22.21,265,1776,19185,5863,0.2487
2015-04-20,SR000274,6092,2866,3185,1685,748,2197,171,28.59,75.39,145,16552,97.0,30.76,2957,3245,709,8358,0.4152
2015-04-27,SR000275,3893,14892,2204,1393,1049,2402,153,20.15,65.81,184,6612,69.73,37.9,127,6210,3472,8776,0.8539
2015-05-04,SR000276,2453,935,100,636,1102,1939,179,24.8,80.13,71,15097,37.57,17.02,3087,3021,15539,2348,0.1049
2015-05-11,SR000277,5399,5628,4110,2196,512,1192,147,6.95,74.39,138,6845,49.85,25.59,450,5348,9217,6557,0.4517
2015-05-18,SR000278,6358,12310,1552,662,581,599,313,24.99,83.84,15,3661,91.24,18.7,2263,6740,15690,476,0.4602
2015-05-25,SR000279,5111,16504,666,1920,130,1259,246,19.08,56.32,206,12824,62.94,54.37,1187,700,1673,4591,0.3538
2015-06-01,SR000280,4553,462,2437,65,704,276,316,18.86,68.75,221,981,74.7,16.55,4749,3272,5728,6034,0.53
2015-06-08,SR000281,4331,6895,840,1300,177,2015,96,22.0,84.59,0,9002,91.72,59.28,3982,1787,12506,208,0.2963
2015-06-15,SR000282,1016,1999,2626,546,1211,1757,142,8.64,68.36,82,4020,73.34,36.42,664,463,13684,58,0.8422
2015-06-22,SR000283,2771,5083,2273,803,850,57,257,15.82,83.94,45,10385,41.74,19.79,4961,2767,8086,6338,0.7232
2015-06-29,SR000284,2617,16581,3071,1445,597,1430,343,32.92,47.96,254,11303,98.29,11.01,3106,2833,24380,5702,0.006
2015-07-06,SR000285,6225,3506,3276,826,962,89,161,25.41,59.98,199,6031,57.74,55.78,2707,2444,8220,10758,0.6556
2015-07-13,SR000286,5086,4946,2285,532,160,2063,255,31.41,73.91,213,10379,36.46,58.84,4610,6171,2169,8670,0.5365
2015-07-20,SR000287,4105,17845,360,646,2,2260,37,27.65,91.43,123,14033,80.67,62.32,2247,6244,1099,10212,0.1872
2015-07-27,SR000288,3816,762,1125,1751,1152,1968,370,30.34,50.72,250,3965,60.2,45.34,3749,6718,17919,4193,0.8044
2015-08-03,SR000289,3883,7923,572,1775,455,956,215,34.25,98.21,258,10149,49.5,22.84,279,2589,19693,8824,0.5546
2015-08-10,SR000290,673,834,999,1884,12,211,379,0.69,72.68,139,7245,91.58,22.49,890,2808,19352,3398,0.1602
2015-08-17,SR000291,814,1517,624,271,26,1760,196,5.73,68.78,98,5284,74.93,58.79,334,825,23209,513,0.8124
2015-08-24,SR000292,135,4904,3285,1676,954,2522,1,19.43,71.84,25,8694,89.21,46.46,2318,627,8088,2133,0.7604
2015-08-31,SR000293,2313,758,1927,552,850,1329,207,25.86,82.63,166,4893,47.63,24.89,2616,2884,22699,7682,0.781
2015-09-07,SR000294,2163,10188,2317,580,539,2428,354,31.43,63.98,105,9776,74.51,13.1,4129,3528,17672,343,0.4256
2015-09-14,SR000295,1519,14256,1495,564,659,2004,413,12.2,72.96,195,8154,66.03,18.75,37,1976,17298,2068,0.8269
2015-09-21,SR000296,3970,851,943,833,309,2489,294,4.44,80.35,149,15773,37.38,45.31,3239,714,18102,3014,0.646
2015-09-28,SR000297,913,4040,2165,91,621,2694,393,4.25,60.82,117,11734,50.43,61.37,4025,5765,15197,7176,0.6502
2015-10-05,SR000298,5922,12392,3124,854,956,1717,411,19.68,86.31,144,290,65.4,55.16,3116,6250,639,7265,0.7016
2015-10-12,SR000299,2119,13086,1142,1538,259,1180,100,29.46,92.05,143,4968,95.46,45.04,2125,5478,22582,10154,0.428
2015-10-19,SR000300,3022,7165,3627,1035,820,1835,152,29.36,46.53,165,7115,86.92,55.39,4117,5981,7785,3524,0.3773
2015-10-26,SR000301,3325,7216,2087,206,133,1431,365,24.55,57.65,26,14846,36.06,29.66,939,5748,21663,7798,0.7384
2015-11-02,SR000302,2395,5167,3043,357,480,2372,64,28.77,67.98,162,7868,38.53,27.42,1046,4034,22323,3216,0.0042
2015-11-09,SR000303,903,10999,3306,2006,773,2274,32,7.66,97.54,67,8006,97.66,46.78,1243,5184,17640,2914,0.1434
2015-11-16,SR000304,1778,17647,1677,1970,666,2780,350,34.42,50.75,196,2330,94.68,23.85,90,3943,11238,6015,0.0355
2015-11-23,SR000305,1351,11045,121,1240,912,540,304,13.11,57.57,66,15255,52.74,15.61,3384,266,15173,881,0.0175
2015-11-30,SR000306,3283,14464,263,1964,960,2740,348,2.07,56.3,103,14085,74.3,18.34,254,4415,19282,2738,0.7015
2015-12-07,SR000307,2745,8259,753,2148,253,874,39,26.92,76.76,12,11918,43.02,10.92,4805,5926,20923,7844,0.7656
2015-12-14,SR000308,886,15767,2417,2143,699,166,25,15.93,88.37,205,1278,83.24,40.7,4944,6532,23563,2818,0.9629
2015-12-21,SR000309,2094,11404,1939,882,799,2748,257,31.23,84.15,243,9694,38.14,47.31,4047,177,10171,6869,0.7184
2015-12-28,SR000310,4264,597,4198,876,606,2648,288,27.72,50.47,117,10405,92.9,12.89,99,4904,10367,1665,0.6912
2016-01-04,SR000311,5834,1572,3473,405,129,160,101,31.21,90.32,198,9995,45.45,33.29,4991,544,10526,7625,0.1768
2016-01-11,SR000312,1210,872,3439,1287,18,1968,23,33.85,74.82,126,9782,76.09,21.24,5058,2469,17251,2891,0.2147
2016-01-18,SR000313,1046,14145,1755,1899,347,1907,107,16.26,99.31,197,8328,35.94,21.3,851,2292,8248,8564,0.9325
2016-01-25,SR000314,635,14770,1684,2016,1151,676,101,2.58,68.56,109,15731,89.89,22.24,3994,5531,15844,1909,0.6065
2016-02-01,SR000315,317,16714,459,1240,10,979,403,31.18,64.7,74,7468,67.6,5.48,3255,4272,11955,3247,0.2911
2016-02-08,SR000316,6441,13727,3486,1686,1089,1820,260,31.95,64.7,167,8,81.81,38.17,3741,5619,14157,7244,0.3884
2016-02-15,SR000317,5270,3333,4174,347,1145,93,149,4.2,51.85,98,10450,51.08,26.94,3001,1265,24546,3757,0.6394
2016-02-22,SR000318,3149,4832,2938,1156,696,1151,231,10.57,62.18,1,508,63.06,33.96,736,4532,515,8564,0.1932
2016-02-29,SR000319,4319,10685,3909,1664,479,2006,400,7.45,80.11,76,13682,89.77,48.1,2042,6580,3847,2019,0.3944
2016-03-07,SR000320,5975,13457,1144,1696,1031,1102,197,32.83,71.86,139,5107,90.76,22.62,2357,127,24875,5092,0.5563
2016-03-14,SR000321,1124,9413,4109,809,826,629,394,6.56,88.14,28,14628,71.84,61.86,3333,5262,19541,3829,0.3384
2016-03-21,SR000322,1763,16644,3323,550,28,473,235,27.46,68.28,101,6292,57.34,27.23,729,5011,4367,2643,0.3258
2016-03-28,SR000323,3646,1586,3207,1725,708,1409,337,29.4,54.07,122,15898,44.29,50.34,4231,1189,9519,1661,0.9036
2016-04-04,SR000324,5222,2874,3120,1383,745,1859,382,7.78,50.88,3,736,94.35,41.08,4288,5262,17432,5835,0.0214
2016-04-11,SR000325,4429,11652,2564,29,810,1552,222,14.18,85.43,126,8435,39.99,52.35,1612,1889,12430,7424,0.8353
2016-04-18,SR000326,4363,11715,218,1678,882,117,293,18.19,88.23,156,7461,40.0,63.04,5044,7137,20458,693,0.8206
2016-04-25,SR000327,3596,467,1751,508,436,1326,129,9.62,70.75,136,15795,83.8,52.56,4503,6009,7227,10153,0.678
2016-05-02,SR000328,3323,12295,2369,471,664,1510,193,2.83,87.93,149,3695,43.96,59.56,2256,5993,11281,2992,0.6864
2016-05-09,SR000329,430,3422,2060,990,53,1142,380,28.32,53.17,97,4910,91.45,11.76,2992,4150,23772,5312,0.3637
2016-05-16,SR000330,3126,1215,2939,1338,86,1013,34,13.53,78.85,58,3510,68.95,24.77,3349,6149,5383,4004,0.0025
2016-05-23,SR000331,4650,15737,1362,1751,1115,131,306,22.89,68.58,50,5101,75.27,10.82,2074,351,14253,7230,0.5656
2016-05-30,SR000332,4377,5214,304,1818,472,1764,419,16.4,89.94,85,5546,80.41,33.34,5012,2671,8884,7909,0.2352
2016-06-06,SR000333,2573,11104,1852,1842,264,2096,65,20.18,66.38,132,7618,68.22,34.7,4805,42,18238,10236,0.4897
2016-06-13,SR000334,1861,1406,2309,1579,825,1953,72,26.13,54.5,122,12886,64.48,62.09,1914,5365,14436,8935,0.3017
2016-06-20,SR000335,2242,7685,3737,2151,85,2712,394,15.55,79.52,146,128,32.84,63.95,3555,3391,12661,7232,0.5738
2016-06-27,SR000336,3445,12833,2791,212,855,2789,92,30.4,58.29,192,4986,60.32,61.42,3210,6526,22213,648,0.6937
2016-07-04,SR000337,5778,6682,4114,1549,962,2133,98,5.94,70.91,80,13229,78.78,61.73,2460,6957,11731,6975,0.5158
2016-07-11,SR000338,2438,4058,603,1527,671,2670,111,27.63,98.95,174,8580,56.99,33.24,4264,1885,9072,10313,0.281
2016-07-18,SR000339,2055,11044,164,2016,662,268,17,23.88,82.77,207,17838,87.7,42.27,691,3429,9029,3372,0.9568
2016-07-25,SR000340,1921,5057,818,102,1275,2117,410,27.4,59.57,67,5548,35.74,28.48,3713,4095,23205,619,0.6944
2016-08-01,SR000341,818,17429,1262,413,1226,995,256,3.75,57.62,94,10178,85.41,7.23,4183,3571,15102,8269,0.9447
2016-08-08,SR000342,5559,8638,2366,1007,1032,1993,119,34.22,75.88,75,4460,33.74,14.34,2764,6650,21527,7559,0.0596
2016-08-15,SR000343,634,11558,2508,1524,1268,1766,173,15.56,47.76,194,15180,87.54,35.17,5196,143,2507,7810,0.9733
2016-08-22,SR000344,6313,8933,317,2059,9,286,229,29.22,81.87,220,2041,47.25,52.08,1201,5490,23159,5940,0.3316
2016-08-29,SR000345,3606,9925,3760,1978,799,1672,353,0.42,89.88,138,12661,82.27,10.88,4708,6973,1837,10567,0.1397
2016-09-05,SR000346,6448,14405,1204,1958,1177,1084,23,5.62,67.78,88,5244,58.86,60.45,3785,5607,14583,6702,0.5091
2016-09-12,SR000347,4989,12491,3306,1140,396,1112,319,19.03,46.18,120,5517,74.92,5.69,2879,4502,3573,2865,0.2374
2016-09-19,SR000348,6347,15928,1627,1788,1254,2185,174,28.06,92.13,154,2769,75.34,33.37,3012,3996,15988,9370,0.776
2016-09-26,SR000349,1935,7069,341,1505,347,928,398,31.31,54.49,199,3753,39.47,22.89,3454,6938,21325,6100,0.5021
2016-10-03,SR000350,211,12107,1063,1672,356,1068,266,1.6,62.51,242,2154,66.29,26.56,4928,2619,23980,10356,0.4789
2016-10-10,SR000351,5036,4079,196,1583,767,2139,239,20.7,51.04,85,6165,93.24,29.36,2768,2760,17123,6750,0.4493
2016-10-17,SR000352,1196,4487,414,85,147,97,64,18.44,58.78,234,5167,68.11,48.78,4941,2248,20626,3568,0.9395
2016-10-24,SR000353,4120,800,1327,1265,1154,2578,82,30.75,63.49,89,6886,91.79,46.35,471,6301,20866,148,0.9411
2016-10-31,SR000354,4154,16411,43,157,125,1464,50,22.32,71.52,35,13582,50.36,18.13,5132,1364,12400,7078,0.6044
2016-11-07,SR000355,3233,477,1393,1412,1250,1337,225,31.65,70.17,148,15751,96.56,14.88,4775,4241,19873,6966,0.1179
2016-11-14,SR000356,1535,7700,3152,1679,637,1787,299,18.43,91.79,222,11075,47.55,33.59,3457,2678,9072,1033,0.4228
2016-11-21,SR000357,2337,5896,741,938,152,1048,286,22.79,70.0,193,4654,96.56,30.85,3648,4303,9086,10034,0.3724
2016-11-28,SR000358,337,875,825,747,1274,2211,92,22.8,83.0,142,6326,30.88,12.6,1125,5903,24708,8792,0.564
2016-12-05,SR000359,2245,831,3683,2067,821,352,110,7.61,85.03,49,15079,79.79,48.26,2555,5191,23658,2456,0.0413
2016-12-12,SR000360,6190,12466,998,922,545,1478,281,26.56,53.26,196,12799,48.2,30.57,4355,6671,6604,5202,0.4411
2016-12-19,SR000361,3320,16652,364,145,1212,2304,16,17.45,63.8,49,7635,83.79,11.64,645,4880,10820,134,0.0432
2016-12-26,SR000362,4125,9563,645,1606,713,1292,157,14.61,68.92,156,5212,42.13,60.21,2948,4638,13859,3750,0.4921
2017-01-02,SR000363,3662,1152,3371,360,575,236,183,0.19,78.91,93,1599,50.36,53.02,2801,5236,8929,3211,0.5433
2017-01-09,SR000364,1513,5358,3449,202,1197,273,401,8.26,51.68,96,6331,57.21,37.78,1645,2690,24168,2293,0.6456
2017-01-16,SR000365,500,13099,843,1242,624,927,27,26.02,90.05,108,6537,83.38,17.09,4175,376,16700,5096,0.6939
2017-01-23,SR000366,4919,11169,1361,507,1069,2771,192,25.39,45.58,186,12974,95.55,8.97,2110,2109,5481,10572,0.5601
2017-01-30,SR000367,3828,16477,2230,1192,1054,1879,341,17.72,88.75,0,17941,59.42,30.46,1600,1767,35,1888,0.6275
2017-02-06,SR000368,211,14012,2142,1772,171,1696,376,32.67,46.89,124,16520,58.64,36.46,3538,4353,22969,4792,0.7591
2017-02-13,SR000369,3390,10086,1493,1590,912,2050,221,8.12,54.92,68,2459,77.06,53.76,1747,4644,21148,2036,0.7277
2017-02-20,SR000370,193,4502,2699,1045,541,1715,273,9.99,75.56,174,12550,97.38,47.54,3863,2086,17624,10165,0.5311
2017-02-27,SR000371,517,10857,3306,1331,1074,1805,192,4.4,71.25,17,1318,35.62,34.01,4415,3133,11143,3774,0.3465
2017-03-06,SR000372,4716,7273,110,1800,1242,2048,19,23.67,51.52,65,17081,35.28,11.12,3634,4820,16147,3896,0.767
2017-03-13,SR000373,4894,3161,2465,1230,341,2290,305,28.38,63.91,206,13778,65.84,37.26,5131,5296,4394,9292,0.6944
2017-03-20,SR000374,6109,4104,833,714,1295,1658,311,22.73,93.5,47,6333,53.56,26.14,4990,4799,19121,2393,0.9067
2017-03-27,SR000375,2377,10664,1020,1587,463,1202,221,12.99,60.41,237,2998,54.17,59.08,1808,5157,15587,4100,0.3262
2017-04-03,SR000376,5618,4746,736,593,1217,1440,275,11.55,55.47,217,2544,84.3,52.83,1532,6580,6978,940,0.9221
2017-04-10,SR000377,100,14836,118,1165,852,2144,358,10.89,77.44,78,9704,96.47,53.41,3643,5027,6931,4120,0.9783
2017-04-17,SR000378,353,12917,2652,1007,218,1484,190,24.86,75.79,259,11533,92.55,51.51,2228,3494,19259,5006,0.065
2017-04-24,SR000379,3155,13189,1332,2112,150,1334,90,7.04,62.9,180,16017,44.69,63.94,1807,3917,14879,10401,0.0176
2017-05-01,SR000380,2944,10336,3417,662,496,1185,37,6.96,59.82,143,8064,95.3,23.7,786,2021,14176,4748,0.6272
2017-05-08,SR000381,2203,15587,1038,1516,1151,146,169,12.67,85.6,197,2017,38.79,21.96,183,5687,14380,3530,0.5129
2017-05-15,SR000382,4630,8529,2299,1019,1269,1465,104,4.25,57.27,58,7255,79.35,26.42,3356,2345,6089,5316,0.3608
2017-05-22,SR000383,2726,17768,17,1415,727,2589,185,19.22,94.98,137,15029,72.27,29.92,4663,55,16418,5753,0.6252
2017-05-29,SR000384,3844,5770,181,1496,616,180,217,15.14,45.23,53,15683,82.16,12.78,402,939,23807,8971,0.3003
2017-06-05,SR000385,4055,13424,2705,1825,122,211,368,11.4,60.69,209,2716,82.63,61.64,975,1230,19588,6210,0.1143
2017-06-12,SR000386,4714,14374,2316,696,645,1832,335,16.48,62.11,144,10732,41.6,9.51,626,3137,3250,2188,0.3931
2017-06-19,SR000387,3994,9824,3589,1536,1128,2550,341,19.04,58.25,127,14114,59.33,29.61,3854,946,2052,8889,0.5705
2017-06-26,SR000388,1289,1130,655,165,1207,740,275,21.69,51.78,81,1988,97.15,28.1,3398,6070,21819,7654,0.2013
2017-07-03,SR000389,5501,11228,2615,402,431,1070,325,6.41,57.18,185,1708,82.19,7.47,3384,3026,17119,10494,0.5309
2017-07-10,SR000390,4019,3687,2012,1365,1190,1240,383,11.57,63.56,70,11784,66.54,49.42,4241,2267,12465,2609,0.6288
2017-07-17,SR000391,1244,1357,2674,888,642,2057,325,32.46,57.35,145,11858,47.1,12.85,3011,5035,5275,5915,0.2552
2017-07-24,SR000392,5515,10930,1266,1504,1255,98,59,27.59,77.47,5,6046,97.24,21.4,2204,4300,3596,166,0.6141
2017-07-31,SR000393,3586,1552,2746,806,565,1376,330,13.26,56.33,183,11560,91.52,19.69,1911,127,12108,4470,0.7338
2017-08-07,SR000394,2498,7376,658,413,122,1689,5,16.74,88.76,172,6559,92.61,32.14,2026,2293,3158,10603,0.7843
2017-08-14,SR000395,5389,499,2629,1015,233,1150,368,7.41,88.91,180,8202,84.56,23.78,4506,6118,4662,7787,0.7944
2017-08-21,SR000396,2995,12443,165,682,1285,137,245,34.09,81.58,100,15364,33.42,27.24,3198,4530,3086,1086,0.6575
2017-08-28,SR000397,3801,8905,3063,2113,1200,1347,169,8.52,46.42,233,6904,77.89,33.19,1666,3368,21793,10500,0.1928
2017-09-04,SR000398,5931,5316,957,135,22,927,222,8.39,56.31,246,14111,46.08,17.89,2396,7092,1554,2080,0.3059
2017-09-11,SR000399,2387,1130,405,1864,101,976,86,24.82,69.91,192,10431,65.94,52.54,1762,2264,23141,9331,0.098
