qol_amen_inventory_year,qol_amen_service_area_id,qol_amen_park_acres_per_1k,qol_amen_playground_count,qol_amen_trail_miles_total,qol_amen_library_branches_count,qol_amen_library_visits_per_capita,qol_amen_public_pool_count,qol_amen_recreation_program_participation,qol_amen_arts_venue_count,qol_amen_community_center_count,qol_amen_clinic_access_points_count,qol_amen_childcare_slots_per_1k,qol_amen_senior_center_count,qol_amen_public_restroom_count,qol_amen_tree_canopy_acres,qol_amen_streetlight_density,qol_amen_sidewalk_coverage_pct,qol_amen_accessibility_score_ada,qol_amen_amenity_equity_index
2019,SVC000000193,49.6072,55,380.66,36,8.241,38,0.1218,142,58,112,36.3,37,655,42571.43,219.153,62.21,93.02,0.9562
2018,SVC000000194,6.4513,452,511.7,33,9.19,31,0.5828,24,68,190,14.68,26,113,11263.0,51.71,47.71,8.25,0.3299
2016,SVC000000195,101.0614,433,647.89,22,30.667,23,0.4667,148,54,180,58.2,53,297,23106.52,126.82,6.46,12.79,0.1031
2013,SVC000000196,11.6495,357,54.43,64,28.473,45,0.9997,113,22,95,91.06,54,286,17011.8,235.399,35.65,55.31,0.0526
2009,SVC000000197,107.8596,259,105.19,88,19.412,27,0.8001,8,42,91,25.32,20,382,22477.58,6.193,56.6,79.41,0.2942
2024,SVC000000198,97.2157,386,96.75,4,11.553,45,0.434,15,0,154,97.16,2,464,6489.53,184.23,93.41,11.85,0.0225
2020,SVC000000199,42.6738,498,565.95,31,27.286,11,0.3185,65,34,180,60.48,44,571,47519.97,163.708,42.41,0.38,0.2316
2010,SVC000000200,86.2919,480,48.96,4,17.733,49,0.2865,17,64,73,39.06,15,72,21918.53,241.144,46.67,46.07,0.1563
2011,SVC000000201,59.736,261,853.85,16,23.235,24,0.6907,19,50,195,32.78,44,31,32295.44,156.982,97.57,81.7,0.7
2023,SVC000000202,81.2971,201,562.4,44,32.552,12,0.6619,9,76,158,93.49,21,149,35078.56,197.25,10.52,76.26,0.1373
2022,SVC000000203,98.7802,123,714.26,63,36.531,23,0.7025,37,22,139,49.23,27,191,42999.51,14.289,1.2,45.56,0.1203
2010,SVC000000204,43.9923,53,128.57,11,17.036,18,0.7516,101,75,149,104.2,0,540,13618.82,36.671,13.9,43.6,0.1926
2022,SVC000000205,89.0764,251,186.48,94,13.499,13,0.5787,63,1,102,43.75,2,528,1260.08,200.938,69.71,83.95,0.9415
2021,SVC000000206,36.4115,336,46.53,62,4.811,47,0.1841,148,53,105,76.64,42,255,30680.27,36.38,22.72,1.81,0.1447
2025,SVC000000207,15.3276,129,836.89,80,22.203,38,0.533,109,35,106,42.96,13,391,38830.16,162.005,9.85,95.21,0.6695
2014,SVC000000208,74.2847,466,330.54,5,22.109,34,0.7067,15,46,120,69.52,36,678,47209.46,234.064,66.78,45.58,0.2623
2022,SVC000000209,43.7078,267,450.35,42,33.938,25,0.8795,133,27,139,41.94,55,79,8201.27,112.607,62.91,77.55,0.6019
2018,SVC000000210,41.9119,258,808.99,14,34.218,11,0.5466,87,42,144,77.07,31,46,33610.13,122.715,35.86,83.34,0.4337
2013,SVC000000211,6.22,149,34.06,60,0.927,12,0.7099,11,80,86,92.08,36,343,49498.27,93.073,99.79,83.72,0.6914
2012,SVC000000212,98.8531,65,202.01,26,27.263,21,0.2779,38,67,199,32.98,44,596,34374.38,39.625,60.6,35.39,0.7811
2019,SVC000000213,116.4802,326,325.27,70,19.948,19,0.9599,82,34,40,81.67,12,502,30505.05,61.39,2.37,82.83,0.668
2020,SVC000000214,110.8063,415,500.84,73,2.405,38,0.8068,58,44,127,58.48,47,270,13630.73,57.686,21.86,15.09,0.2078
2019,SVC000000215,45.1874,350,102.42,18,20.142,28,0.1314,75,10,184,113.68,2,92,307.21,28.191,48.3,25.9,0.2209
2011,SVC000000216,80.9365,384,795.69,94,12.837,0,0.9142,142,64,172,13.1,54,632,40010.16,124.744,3.19,93.2,0.0204
2023,SVC000000217,97.8486,279,707.23,21,12.384,25,0.9483,41,71,2,107.77,25,180,20587.95,203.203,36.56,41.85,0.0699
2021,SVC000000218,109.8367,482,396.91,3,25.161,19,0.1845,76,78,17,70.58,22,62,41795.54,83.567,14.56,91.02,0.3807
2015,SVC000000219,119.9298,265,879.34,25,35.486,27,0.974,54,66,138,105.41,24,135,8028.98,239.106,28.25,13.29,0.9409
2014,SVC000000220,68.5469,72,17.27,31,38.45,27,0.512,90,75,60,35.65,10,557,20011.91,19.728,69.78,19.05,0.9555
2013,SVC000000221,52.474,361,162.93,54,21.163,1,0.6513,56,37,199,41.57,16,67,49227.45,92.783,32.09,45.25,0.1328
2013,SVC000000222,78.9671,144,387.44,100,25.745,11,0.1225,99,39,187,50.23,13,92,38943.33,91.935,73.22,53.4,0.0479
2013,SVC000000223,51.0052,497,529.24,20,30.282,15,0.1936,124,22,151,41.16,20,268,8280.29,178.023,82.3,57.8,0.5951
2017,SVC000000224,3.6023,67,517.23,59,15.814,3,0.7077,16,37,17,102.21,36,649,37313.13,76.849,63.34,44.79,0.2797
2016,SVC000000225,3.1594,275,301.98,40,20.244,49,0.3295,35,46,31,19.21,24,421,42530.86,131.328,66.96,3.39,0.2438
2022,SVC000000226,12.6165,103,464.17,56,39.929,21,0.3337,108,71,137,16.56,35,244,29592.72,96.2,24.38,93.91,0.2412
2021,SVC000000227,97.3986,93,468.64,93,3.771,11,0.4134,101,0,19,6.08,23,622,5616.96,51.651,27.6,39.21,0.4384
2023,SVC000000228,44.9937,331,284.62,99,14.944,35,0.4866,145,1,41,31.04,30,465,34572.87,32.793,55.97,15.55,0.4993
2025,SVC000000229,24.8598,481,556.37,83,31.825,39,0.8093,123,36,55,16.35,23,406,30057.17,94.254,72.24,34.85,0.2854
2013,SVC000000230,23.7859,219,267.66,50,38.581,35,0.3621,56,12,62,52.07,36,661,35182.44,187.595,12.46,5.97,0.1959
2015,SVC000000231,25.647,483,283.12,45,20.283,47,0.6107,24,3,147,70.13,59,4,6860.19,70.414,97.86,39.14,0.7435
2017,SVC000000232,102.0641,162,553.83,72,16.543,9,0.8426,40,74,110,117.07,41,633,41590.57,243.22,20.87,73.11,0.636
2010,SVC000000233,62.2612,101,682.25,22,35.9,14,0.7714,38,44,82,14.05,18,114,9515.53,1.871,56.32,83.55,0.5403
2009,SVC000000234,35.3923,86,612.43,16,2.491,43,0.7387,131,20,168,72.98,14,200,19495.19,135.685,70.45,9.58,0.0053
2019,SVC000000235,48.0684,180,410.26,29,29.165,39,0.6243,100,75,50,36.31,56,217,27218.3,12.275,16.3,69.92,0.5559
2015,SVC000000236,12.8715,377,723.98,18,38.258,45,0.0161,1,30,79,110.86,27,478,42044.43,160.293,28.06,28.25,0.9209
2012,SVC000000237,75.5636,183,672.54,46,29.784,14,0.3566,54,8,44,103.1,19,354,19806.95,140.714,59.43,51.82,0.7584
2022,SVC000000238,110.4117,90,328.49,78,23.542,0,0.0955,6,30,172,101.87,39,236,4094.43,170.4,0.51,45.82,0.019
2014,SVC000000239,84.5078,451,741.98,9,25.538,21,0.5352,26,8,126,83.99,17,515,17761.07,112.706,36.85,80.74,0.8047
2018,SVC000000240,115.7929,271,156.2,26,4.003,14,0.4321,81,66,58,14.66,9,197,11638.89,124.011,62.89,64.02,0.2299
2014,SVC000000241,118.866,178,454.18,49,38.442,4,0.4004,143,34,193,43.61,48,481,2765.89,192.803,52.04,11.52,0.18
2020,SVC000000242,12.1051,69,689.29,15,21.225,46,0.1047,112,26,175,18.87,43,34,36375.58,124.106,63.79,35.96,0.8133
2021,SVC000000243,31.4922,122,475.67,36,34.869,2,0.0018,5,32,79,118.1,6,62,47362.58,190.903,7.51,68.92,0.1066
2022,SVC000000244,57.0393,23,686.28,31,14.444,6,0.0263,77,32,107,51.66,29,291,5109.42,83.279,3.43,5.66,0.3427
2013,SVC000000245,34.5964,166,329.47,97,10.463,32,0.5118,119,25,13,99.62,49,63,31641.77,95.783,2.76,40.76,0.2955
2022,SVC000000246,40.3985,498,192.33,79,33.863,22,0.5938,108,19,183,73.62,47,165,38622.7,191.378,14.5,1.96,0.5087
2018,SVC000000247,16.1346,390,412.04,54,1.19,36,0.3045,143,69,79,35.13,21,665,33873.43,136.959,39.23,35.11,0.2793
2009,SVC000000248,118.9777,79,460.52,64,17.503,40,0.4398,106,40,171,30.54,56,189,11623.69,72.701,26.77,16.59,0.4141
2017,SVC000000249,118.8108,85,787.61,67,26.987,16,0.7715,8,74,19,67.51,58,281,25995.35,75.749,92.13,85.73,0.4698
2018,SVC000000250,62.0509,244,276.08,76,5.501,48,0.4301,70,49,7,21.16,53,474,16843.78,244.791,99.22,87.3,0.5021
2019,SVC000000251,35.641,411,229.15,18,36.623,1,0.4491,50,45,154,30.72,58,98,47608.78,153.401,83.68,33.61,0.4969
2022,SVC000000252,40.2431,111,897.72,73,22.121,4,0.0672,147,4,159,24.8,49,690,28010.66,44.113,89.99,78.6,0.0464
2017,SVC000000253,24.1082,85,582.08,66,34.995,19,0.624,4,35,81,98.7,18,433,38438.0,142.124,85.48,90.19,0.0237
2017,SVC000000254,56.1513,23,772.64,98,24.883,39,0.322,128,28,197,52.91,17,433,48921.99,139.661,97.69,24.71,0.4275
2009,SVC000000255,93.6794,438,858.14,20,15.936,10,0.4264,36,35,7,1.65,59,400,33443.66,174.805,1.42,72.25,0.3315
2023,SVC000000256,4.8515,297,146.81,62,24.775,25,0.2357,65,76,104,49.25,46,342,9631.97,67.02,54.15,84.16,0.2562
2021,SVC000000257,82.9106,19,753.01,86,34.39,2,0.8838,11,64,41,50.31,56,331,4170.84,126.437,71.01,42.17,0.9525
2012,SVC000000258,30.9627,351,279.31,21,31.334,38,0.732,13,50,189,90.19,8,212,31143.65,231.854,5.01,55.67,0.4279
2020,SVC000000259,28.0268,296,409.31,63,3.47,18,0.4393,22,6,151,85.34,39,608,20893.17,80.661,35.14,92.02,0.3674
2009,SVC000000260,99.2049,190,361.72,2,33.718,42,0.7184,132,44,115,21.34,2,563,3525.99,246.833,49.94,34.17,0.5499
2015,SVC000000261,54.342,339,864.11,90,13.717,40,0.7509,16,31,163,37.24,0,555,17157.66,67.318,57.14,56.64,0.213
2020,SVC000000262,36.2801,344,190.48,7,24.517,14,0.3464,95,63,184,113.7,57,588,36382.77,95.653,20.46,78.76,0.6681
2025,SVC000000263,83.2292,202,411.27,4,23.448,31,0.0455,24,25,162,52.93,30,634,6477.44,136.775,67.3,71.8,0.5997
2018,SVC000000264,38.1733,106,1.04,91,31.94,47,0.8753,93,19,168,68.31,9,137,30935.9,50.308,91.43,2.1,0.3903
2018,SVC000000265,50.7164,168,477.1,46,10.624,5,0.8221,84,3,169,108.59,51,287,15197.89,155.212,45.41,14.02,0.8335
2025,SVC000000266,34.2145,288,6.83,99,7.713,37,0.5497,46,78,41,109.97,41,658,931.63,65.002,9.58,40.53,0.6743
2022,SVC000000267,64.4146,44,653.96,48,21.509,1,0.5098,51,23,32,105.06,41,438,20900.73,135.126,99.09,90.3,0.488
2013,SVC000000268,76.2107,365,156.18,51,9.173,43,0.3059,106,46,112,95.43,24,309,811.78,1.977,8.22,70.32,0.8478
2025,SVC000000269,116.9978,429,889.73,20,3.352,50,0.171,112,28,131,2.76,36,584,4471.51,176.274,6.49,1.85,0.4375
2020,SVC000000270,36.6999,361,843.86,11,26.846,26,0.7432,30,34,77,86.38,37,268,45863.61,218.415,62.65,28.67,0.8383
2011,SVC000000271,69.998,468,467.42,80,27.877,5,0.5148,93,56,93,39.35,34,389,30239.85,246.689,33.41,18.0,0.9439
2018,SVC000000272,25.6941,338,189.8,83,3.977,28,0.0255,33,8,197,52.87,5,266,38527.94,158.619,30.99,91.71,0.5393
2018,SVC000000273,98.2522,362,359.86,49,4.733,50,0.5192,65,1,37,10.7,12,293,35524.6,216.377,14.13,79.39,0.5325
2009,SVC000000274,85.3113,413,112.88,60,16.504,17,0.2754,7,69,53,90.29,24,243,26406.01,248.066,91.53,18.51,0.464
2021,SVC000000275,22.7514,346,365.9,69,24.757,13,0.5565,62,73,14,59.89,29,3,22096.73,147.326,99.55,24.84,0.2586
2010,SVC000000276,90.5755,117,781.57,68,7.934,23,0.0753,79,39,157,60.51,51,124,45613.63,76.97,37.23,77.58,0.9245
2015,SVC000000277,56.1706,317,204.74,99,11.548,44,0.9688,53,29,64,24.93,2,151,24049.49,213.288,79.86,56.7,0.3817
2023,SVC000000278,14.0597,331,318.5,59,34.208,37,0.8415,0,3,65,3.21,46,322,26279.58,77.116,83.08,92.14,0.4698
2010,SVC000000279,12.9358,421,245.53,37,14.828,23,0.9866,141,14,14,63.12,8,498,47308.91,63.098,54.49,11.11,0.9108
2014,SVC000000280,53.7849,307,866.8,44,34.547,48,0.5087,23,9,109,102.93,2,110,47236.97,241.436,80.08,6.24,0.0265
2018,SVC000000281,16.533,459,252.28,99,33.63,50,0.3154,80,33,59,102.69,24,158,46295.54,169.85,98.19,23.76,0.4042
2010,SVC000000282,34.9671,400,23.63,56,6.755,26,0.0991,95,23,137,109.42,49,585,20165.02,182.251,39.02,3.37,0.841
2014,SVC000000283,96.7542,57,377.88,0,32.265,38,0.2495,54,26,93,61.77,5,5,46211.55,25.588,30.32,45.44,0.9726
2016,SVC000000284,36.6703,112,451.35,54,20.965,44,0.3823,27,64,188,42.58,24,569,10020.26,107.132,57.88,85.75,0.2411
2023,SVC000000285,70.2844,282,712.71,46,21.561,27,0.6286,71,60,59,12.68,26,205,2111.31,58.161,2.75,13.8,0.3367
2009,SVC000000286,47.6045,257,621.29,33,4.032,1,0.6389,91,56,44,86.2,44,464,31691.54,140.924,39.14,8.69,0.7475
2021,SVC000000287,11.4126,276,464.92,79,27.5,4,0.391,111,65,51,24.34,6,577,27467.62,222.896,60.4,14.29,0.9086
2019,SVC000000288,9.6117,206,103.06,98,20.961,1,0.2862,38,65,169,39.59,28,153,5090.68,127.122,52.27,45.91,0.4631
2024,SVC000000289,31.6548,42,740.85,51,36.047,7,0.0014,111,4,119,101.15,32,544,11287.28,224.597,8.56,19.66,0.5602
2021,SVC000000290,106.0809,47,220.25,12,9.0,6,0.4113,36,62,122,16.95,26,41,8002.93,77.414,61.0,76.16,0.2414
2022,SVC000000291,114.046,372,24.62,8,37.067,47,0.0253,94,6,78,43.31,29,265,40825.23,48.152,69.79,35.85,0.3894
2013,SVC000000292,40.3761,293,26.29,64,38.126,15,0.4511,61,23,154,62.27,37,668,21378.31,248.94,13.48,11.12,0.9119
2012,SVC000000293,75.2362,372,856.02,15,12.9,3,0.0001,27,11,180,11.68,1,104,6768.93,151.684,42.52,31.13,0.9146
2016,SVC000000294,48.2353,219,165.52,20,37.437,38,0.4151,73,30,90,100.7,15,661,33990.42,111.232,23.21,57.47,0.1544
2010,SVC000000295,54.1724,77,109.22,21,38.226,28,0.773,121,30,8,66.0,59,95,33900.47,236.283,43.28,73.52,0.2883
2016,SVC000000296,115.7125,492,566.61,58,8.937,21,0.5888,141,20,124,93.51,27,148,16396.15,227.331,40.68,57.17,0.8168
2010,SVC000000297,1.6546,432,496.32,98,5.96,2,0.1743,76,19,170,102.11,34,585,26246.43,99.923,6.29,28.91,0.1956
2023,SVC000000298,99.2087,50,801.87,39,28.049,42,0.5304,11,8,177,15.84,27,158,49522.67,212.1,42.38,69.23,0.2051
2023,SVC000000299,73.5988,494,450.33,3,1.365,23,0.9285,18,57,170,69.42,44,456,14260.04,117.12,65.45,90.59,0.219
2019,SVC000000300,4.4519,360,208.77,76,10.127,26,0.1406,45,73,55,84.02,1,80,39629.01,134.621,32.09,14.01,0.7425
2009,SVC000000301,65.616,262,703.39,84,8.478,42,0.1308,45,47,74,22.87,31,585,45855.0,160.468,85.77,97.97,0.5967
2023,SVC000000302,4.6811,24,340.6,67,36.859,5,0.7082,42,49,48,12.49,1,358,2393.27,194.252,82.06,69.09,0.7691
2023,SVC000000303,72.3822,104,297.99,50,2.545,21,0.7028,126,62,29,29.38,13,468,30587.55,12.579,89.74,96.72,0.8837
2023,SVC000000304,29.7763,77,860.45,55,9.031,48,0.4132,29,1,121,22.21,23,416,13163.4,230.122,22.13,97.04,0.5648
2022,SVC000000305,76.6734,348,326.64,70,11.633,0,0.6159,119,74,123,83.24,54,581,33449.59,234.256,84.91,2.13,0.3065
2010,SVC000000306,117.1795,337,265.19,17,7.933,7,0.1136,60,37,132,75.97,42,616,16850.68,102.889,16.62,37.3,0.4604
2025,SVC000000307,57.2166,310,320.7,10,23.066,13,0.2368,55,4,20,33.89,56,499,43565.16,77.949,13.43,35.88,0.1304
2024,SVC000000308,10.2197,81,68.82,86,11.241,15,0.5311,91,10,45,13.59,39,3,26781.36,122.037,50.82,46.21,0.1941
2025,SVC000000309,65.0018,256,837.21,38,27.627,23,0.4767,118,2,50,21.0,3,256,1968.63,234.204,61.89,20.76,0.89
2025,SVC000000310,104.5419,328,634.16,100,4.63,4,0.9869,27,33,137,54.01,59,438,33843.39,225.418,3.24,29.54,0.4967
2017,SVC000000311,53.619,225,670.05,32,15.596,27,0.1747,125,35,81,10.72,27,629,25048.67,72.551,71.71,99.33,0.3544
2020,SVC000000312,69.8851,367,240.38,90,38.095,7,0.8581,51,46,21,81.83,34,10,44858.8,46.442,47.95,66.17,0.6462
2010,SVC000000313,63.3342,27,577.27,79,33.809,34,0.7659,44,77,127,47.49,56,138,49304.87,124.344,19.06,15.57,0.2893
2020,SVC000000314,56.9203,116,806.55,3,6.486,26,0.2583,147,10,175,19.91,11,411,39548.84,57.343,93.56,53.12,0.5654
2012,SVC000000315,0.8654,320,6.44,67,23.915,18,0.9203,44,37,31,21.58,10,338,34788.53,233.121,95.12,45.47,0.4086
2019,SVC000000316,91.2855,72,483.01,53,39.628,32,0.5331,19,28,67,115.36,4,98,32725.28,248.618,20.07,82.32,0.2717
2023,SVC000000317,119.4596,432,891.8,54,35.343,9,0.3347,137,76,76,55.66,15,48,24765.8,112.437,49.93,33.1,0.7667
2016,SVC000000318,65.5107,36,612.28,9,20.13,42,0.5125,71,30,3,8.06,36,110,18382.28,18.699,34.44,91.36,0.7811
2009,SVC000000319,7.3288,250,571.31,12,33.963,17,0.545,61,12,132,67.66,58,563,2919.98,11.782,74.43,43.73,0.8817
2012,SVC000000320,39.8259,180,848.26,79,38.762,49,0.8327,64,59,21,99.15,9,163,39145.45,164.129,48.8,39.07,0.1801
2024,SVC000000321,116.21,118,391.67,14,18.876,42,0.9234,35,39,127,28.58,35,660,29549.72,243.223,68.61,28.22,0.6747
2017,SVC000000322,5.7431,425,775.65,34,21.57,35,0.7643,68,55,17,9.81,45,103,36488.28,55.881,64.02,40.87,0.4165
2016,SVC000000323,99.3022,201,247.56,16,32.616,17,0.5658,118,29,1,81.48,41,607,46216.75,83.206,50.38,39.34,0.8117
2025,SVC000000324,34.2293,354,164.37,51,11.483,9,0.9905,84,43,123,59.3,19,320,47864.71,189.596,26.57,66.81,0.7643
2009,SVC000000325,13.3314,252,801.27,13,31.904,9,0.4167,62,46,192,79.03,59,252,9285.54,142.194,52.51,58.93,0.3477
2023,SVC000000326,19.7155,73,233.23,66,18.795,46,0.4306,149,67,14,73.2,38,384,10910.29,109.398,19.02,74.89,0.9663
2022,SVC000000327,33.2086,496,258.61,39,26.354,15,0.5407,122,74,75,43.63,39,590,4203.72,147.777,73.51,17.43,0.3582
2015,SVC000000328,68.1187,463,691.06,53,6.581,3,0.9415,81,59,186,80.12,52,586,38801.02,23.126,38.71,73.92,0.7801
2017,SVC000000329,71.6158,176,727.08,26,32.566,2,0.2988,17,30,177,12.15,51,303,32649.3,38.449,84.21,86.19,0.68
2019,SVC000000330,74.7189,127,872.75,13,10.676,48,0.5354,82,11,123,6.29,29,531,19855.41,135.29,14.35,85.96,0.6241
2023,SVC000000331,76.007,33,777.13,88,16.625,30,0.5111,115,79,77,32.22,47,542,20081.18,65.079,59.3,48.66,0.9417
2021,SVC000000332,48.5681,232,846.62,43,25.113,27,0.713,36,21,75,15.96,37,450,4044.18,47.865,3.17,9.1,0.2832
2015,SVC000000333,113.5972,219,247.13,68,35.946,48,0.3548,98,8,154,107.5,7,634,47622.12,224.91,5.5,13.24,0.7558
2021,SVC000000334,15.8273,187,408.06,34,6.039,11,0.4931,24,46,153,3.02,0,662,14449.96,103.134,85.09,25.16,0.445
2017,SVC000000335,65.2354,26,204.08,60,21.461,37,0.3095,144,22,58,0.11,7,165,20975.15,206.283,80.52,49.24,0.3929
2012,SVC000000336,65.2625,379,114.59,1,33.353,37,0.9041,28,41,84,29.59,58,38,35376.58,218.97,68.67,75.32,0.5109
2023,SVC000000337,108.6996,166,349.83,28,28.563,45,0.2658,49,7,33,108.16,17,358,19471.0,151.301,93.26,24.28,0.67
2011,SVC000000338,57.0287,216,528.38,21,15.928,22,0.7359,77,19,52,60.51,36,4,19910.02,186.71,60.12,98.66,0.5412
2011,SVC000000339,117.9348,190,436.88,23,7.198,19,0.2555,64,64,48,11.75,24,322,20579.79,174.288,9.75,53.04,0.8162
2011,SVC000000340,21.3309,480,605.34,3,32.314,42,0.8321,11,33,51,65.69,28,631,5494.9,210.187,38.72,89.47,0.9295
2015,SVC000000341,34.096,202,780.94,44,35.694,3,0.4817,17,49,71,67.57,40,335,48865.48,156.204,34.91,72.83,0.8821
2024,SVC000000342,14.9581,118,778.86,59,15.53,25,0.569,125,20,152,112.74,38,189,5269.2,249.734,26.65,97.59,0.7079
2024,SVC000000343,106.1392,100,189.33,1,18.193,10,0.6475,15,75,98,84.39,9,208,30782.81,70.768,34.53,93.55,0.7622
2011,SVC000000344,48.5673,106,262.44,6,37.607,48,0.0588,86,32,188,118.72,42,335,24788.25,10.858,33.86,2.74,0.6727
2013,SVC000000345,7.9354,66,426.74,38,0.398,40,0.9355,67,17,172,89.2,54,53,36998.77,200.825,67.01,94.15,0.9402
2012,SVC000000346,22.8885,263,187.8,26,16.775,32,0.8026,56,35,153,47.01,48,649,15046.32,233.094,93.71,37.71,0.3068
2024,SVC000000347,9.7726,324,474.81,26,24.239,46,0.6194,57,61,170,87.26,0,270,8719.48,37.971,69.08,37.91,0.0699
2014,SVC000000348,98.4557,337,422.46,84,15.53,33,0.5934,30,3,172,97.51,30,169,15056.86,169.265,51.2,57.4,0.3126
2020,SVC000000349,0.3998,296,501.04,62,26.172,37,0.2496,141,24,145,56.95,54,433,26033.81,43.463,44.74,82.32,0.6455
2023,SVC000000350,7.2339,76,747.19,33,9.872,12,0.2989,81,36,86,5.24,11,266,41727.11,80.386,14.57,13.01,0.5921
2009,SVC000000351,103.547,477,146.01,70,13.627,8,0.0876,129,3,179,30.55,44,52,44244.8,199.21,47.85,76.72,0.6443
2019,SVC000000352,59.1271,259,230.98,38,34.923,31,0.8998,8,80,24,15.69,6,427,15690.65,157.206,19.38,67.05,0.1925
2010,SVC000000353,77.9212,136,263.39,97,20.682,18,0.0561,56,24,113,113.23,47,569,17274.86,140.953,89.43,10.22,0.606
2021,SVC000000354,87.1433,252,365.62,64,15.167,49,0.4357,69,80,132,64.09,16,226,32573.97,177.585,6.63,30.95,0.7482
2023,SVC000000355,99.6224,131,369.24,63,14.147,44,0.1842,77,5,30,15.31,2,44,16380.74,221.515,49.59,72.71,0.155
2019,SVC000000356,4.5395,399,33.84,27,31.204,11,0.8409,76,4,127,57.43,12,489,11429.82,208.244,73.35,93.93,0.7618
2024,SVC000000357,19.2276,77,689.61,98,30.555,29,0.6639,5,78,129,12.76,40,430,45738.82,36.433,39.91,3.86,0.7455
2023,SVC000000358,54.6987,383,804.45,46,14.85,19,0.1503,80,9,98,85.72,34,680,23919.27,28.075,11.94,20.93,0.7951
2014,SVC000000359,48.9588,228,475.54,19,12.629,23,0.5701,73,37,18,106.52,9,24,3900.91,152.481,86.01,30.03,0.6433
2017,SVC000000360,75.9099,414,311.55,64,5.644,47,0.3152,26,16,177,113.15,48,164,13242.41,56.857,90.61,36.9,0.6535
2013,SVC000000361,68.828,307,157.73,93,10.333,26,0.8407,39,48,181,94.92,6,483,15957.32,126.312,23.77,36.21,0.802
2013,SVC000000362,70.8041,108,476.85,83,24.857,33,0.2806,128,77,14,25.4,44,55,15511.83,42.055,0.32,70.05,0.2436
2014,SVC000000363,33.1832,167,327.96,30,15.282,38,0.6033,2,1,183,0.1,7,190,4574.23,141.563,8.37,56.72,0.9347
2022,SVC000000364,71.6533,126,30.82,99,37.292,25,0.1621,67,43,92,29.53,12,289,9572.42,146.704,3.24,78.83,0.2901
2010,SVC000000365,49.0494,194,700.22,23,33.163,34,0.7285,38,35,89,19.08,15,372,34018.7,81.856,33.35,61.02,0.6646
2023,SVC000000366,116.4195,429,652.84,28,33.605,20,0.1808,107,51,46,13.58,8,445,28527.15,166.639,25.97,56.72,0.3905
2020,SVC000000367,45.5266,457,461.67,14,21.436,35,0.4813,94,56,64,28.7,38,66,22023.9,140.404,80.77,6.52,0.0166
2021,SVC000000368,94.0747,383,639.98,39,16.436,38,0.1835,79,72,162,109.48,4,69,30149.14,195.709,45.22,37.12,0.0069
2019,SVC000000369,84.6658,448,493.76,97,14.64,48,0.0806,114,0,175,58.71,24,475,33464.87,240.818,39.68,32.37,0.6253
2009,SVC000000370,7.5699,416,592.35,54,38.488,50,0.2889,144,64,192,41.27,25,111,18742.33,112.905,60.09,61.91,0.1578
2015,SVC000000371,96.569,340,591.23,97,10.401,38,0.4075,26,74,106,29.6,59,110,15316.22,108.785,81.05,59.47,0.6698
2018,SVC000000372,3.9011,136,249.07,20,29.155,34,0.3959,126,23,171,105.94,55,65,11936.7,84.287,36.2,54.81,0.5062
2023,SVC000000373,43.4532,81,197.48,25,30.902,12,0.8485,132,52,102,42.58,60,201,18258.82,26.059,24.09,10.24,0.1487
2024,SVC000000374,22.7403,335,546.52,59,37.963,27,0.4581,50,58,121,7.39,18,529,20763.35,226.098,56.4,64.13,0.5423
2014,SVC000000375,8.5334,256,639.23,8,10.214,10,0.3977,2,65,56,48.65,35,10,11794.5,90.536,62.15,82.46,0.9307
2020,SVC000000376,95.3795,126,574.84,89,0.776,32,0.1042,43,56,29,77.91,33,179,30363.14,138.214,48.04,71.77,0.9985
2016,SVC000000377,94.0826,378,773.06,13,18.212,43,0.5705,32,46,184,13.94,0,584,29142.78,34.394,76.43,0.28,0.7644
2020,SVC000000378,4.9357,4,347.79,92,17.108,6,0.7986,50,56,119,19.95,53,453,12514.46,112.851,69.1,50.85,0.0879
2011,SVC000000379,75.6388,35,588.33,72,28.071,34,0.908,115,56,79,116.33,37,289,18504.14,227.15,90.35,52.17,0.6194
2021,SVC000000380,46.9119,289,347.24,73,22.931,1,0.7654,115,34,80,65.37,12,233,30902.08,238.117,63.2,54.26,0.53
2016,SVC000000381,53.366,1,310.58,97,3.735,39,0.2438,44,23,48,97.8,33,698,25057.72,244.587,36.46,60.73,0.3355
2018,SVC000000382,107.3051,226,592.18,80,17.297,17,0.4709,80,26,159,53.31,12,455,4199.37,28.248,56.38,66.85,0.3981
2023,SVC000000383,81.4182,83,872.28,68,37.34,32,0.2597,55,45,95,65.3,34,193,29040.65,109.795,81.69,57.29,0.4096
2009,SVC000000384,25.8003,463,767.61,23,19.003,38,0.7257,129,15,30,44.5,38,393,6842.98,18.079,65.38,9.61,0.1604
2014,SVC000000385,91.9114,429,654.4,22,20.871,38,0.1616,3,21,156,26.47,9,134,41655.44,8.52,22.45,60.8,0.7305
2014,SVC000000386,48.5405,302,578.68,37,26.077,36,0.0822,10,44,158,100.2,57,130,44048.05,26.472,70.13,33.11,0.5139
2024,SVC000000387,51.0386,476,252.87,20,1.797,30,0.7695,36,32,138,5.97,58,45,47206.77,104.378,84.65,68.88,0.1066
2020,SVC000000388,94.4947,340,620.16,40,0.686,31,0.0827,80,19,167,112.81,49,176,27236.04,97.341,51.28,60.99,0.1583
