edu_att_reference_year,edu_att_country_iso2,edu_att_region_nuts_code,edu_att_age_group,edu_att_sex,edu_att_isc_level,edu_att_early_school_leavers_rate_pct,edu_att_tertiary_attainment_rate_pct,edu_att_vet_participation_rate_pct,edu_att_adult_learning_rate_pct,edu_att_neet_rate_pct,edu_att_pisa_reading_score,edu_att_pisa_math_score,edu_att_pisa_science_score,edu_att_digital_skills_students_pct,edu_att_teacher_shortage_index,edu_att_education_expenditure_pct_gdp,edu_att_eurostat_table_code,edu_att_survey_weight,edu_att_data_extract_date
2025,DK,HR99,55_64,F,ISCED_0_2,13.55,47.49,10.94,7.54,8.67,443,476,444,38.48,45.56,4.61,edat_lfse_03,2.2587,2024-01-26
2006,IE,GR935,15_24,M,ISCED_5_8,7.89,55.8,10.47,18.09,9.79,448,453,474,75.96,31.46,5.37,edat_lfse_14,1.2934,2025-09-12
2007,PL,CZ90,25_34,X,ISCED_3_4,14.41,39.99,24.03,14.39,10.97,476,504,506,28.68,13.5,3.46,edat_lfse_29,4.2465,2024-01-26
2008,AT,RO325,35_44,F,ISCED_0_2,13.7,55.54,25.07,11.67,18.38,422,404,424,58.65,34.32,4.35,edat_lfs_9912,3.1811,2024-02-04
2009,EE,RO431,45_54,M,ISCED_5_8,13.22,43.83,23.37,19.64,5.01,519,488,507,62.72,61.07,7.26,edat_lfse_03,3.1914,2025-03-16
2010,IT,SE136,55_64,X,ISCED_3_4,13.38,45.45,14.77,4.54,11.29,494,509,539,28.65,11.08,4.67,edat_lfse_14,3.2532,2025-10-23
2011,PT,CY261,15_24,F,ISCED_0_2,6.08,57.36,47.0,10.19,20.73,511,483,523,59.77,20.47,5.52,edat_lfse_29,2.8567,2024-09-14
2012,BE,PT82,25_34,M,ISCED_5_8,5.8,26.06,27.09,8.95,15.26,474,509,481,60.91,42.21,3.67,edat_lfs_9912,2.2039,2025-05-02
2013,FI,IT64,35_44,X,ISCED_3_4,13.78,21.03,48.37,3.59,17.01,526,494,470,60.31,60.9,4.91,edat_lfse_03,2.486,2024-09-28
2014,LV,AT789,45_54,F,ISCED_0_2,6.14,28.3,25.05,7.29,4.37,435,465,471,51.2,46.42,3.51,edat_lfse_14,1.1925,2025-07-13
2015,RO,GR74,55_64,M,ISCED_5_8,18.22,32.63,50.82,11.58,16.08,420,410,426,48.13,24.95,5.06,edat_lfse_29,2.3871,2025-06-05
2016,BG,IE120,15_24,X,ISCED_3_4,13.0,36.04,48.36,14.01,15.58,497,491,506,23.01,8.08,4.22,edat_lfs_9912,2.6097,2025-01-02
2017,FR,ES32,25_34,F,ISCED_0_2,7.06,54.24,34.14,4.99,14.45,447,440,410,31.07,24.63,4.18,edat_lfse_03,3.3716,2025-10-15
2018,LT,NL58,35_44,M,ISCED_5_8,9.04,48.33,25.29,8.24,12.32,510,492,497,34.29,42.77,7.37,edat_lfse_14,0.3121,2026-01-18
2019,SK,HR567,45_54,X,ISCED_3_4,11.54,26.75,53.53,13.7,14.35,522,528,470,37.12,30.99,4.65,edat_lfse_29,0.8239,2025-01-25
2020,HR,FR395,55_64,F,ISCED_0_2,7.17,35.74,50.22,19.38,9.03,480,435,466,30.54,11.51,6.28,edat_lfs_9912,1.1328,2024-08-17
2021,DE,FR423,15_24,M,ISCED_5_8,6.43,44.95,42.35,8.36,18.34,479,518,487,77.5,49.06,4.47,edat_lfse_03,1.6127,2025-05-06
2022,LU,IE251,25_34,X,ISCED_3_4,7.02,41.88,51.14,5.12,15.03,466,475,440,75.1,27.42,3.7,edat_lfse_14,4.7015,2024-07-22
2023,SI,IT33,35_44,F,ISCED_0_2,8.84,47.3,54.86,5.33,8.17,472,427,470,53.09,50.93,6.97,edat_lfse_29,2.5226,2024-03-07
2024,CY,HU35,45_54,M,ISCED_5_8,7.28,20.17,43.04,7.85,16.78,521,523,510,73.21,43.93,6.94,edat_lfs_9912,0.74,2024-04-30
2025,GR,LU1,55_64,X,ISCED_3_4,8.04,38.09,17.77,8.93,13.12,396,440,429,75.56,58.39,6.14,edat_lfse_03,1.8585,2024-04-27
2006,MT,BG252,15_24,F,ISCED_0_2,17.92,44.65,44.25,13.91,12.34,474,470,429,35.59,20.74,4.54,edat_lfse_14,3.5141,2025-07-04
2007,ES,LU72,25_34,M,ISCED_5_8,6.01,39.61,30.29,18.09,6.71,525,466,533,32.07,65.41,7.09,edat_lfse_29,4.0306,2024-06-28
2008,CZ,DE892,35_44,X,ISCED_3_4,9.47,52.38,45.04,11.09,5.06,435,479,436,45.57,68.09,6.77,edat_lfs_9912,4.0954,2024-12-13
2009,HU,DE818,45_54,F,ISCED_0_2,6.15,34.39,18.35,10.62,7.54,455,464,447,48.47,10.45,3.24,edat_lfse_03,0.7081,2025-01-01
2010,NL,BE663,55_64,M,ISCED_5_8,6.64,25.36,13.44,19.68,15.75,540,500,505,75.63,35.38,6.47,edat_lfse_14,0.5279,2025-02-16
2011,SE,CZ67,15_24,X,ISCED_3_4,4.52,35.67,18.18,13.02,16.25,430,452,468,46.01,9.01,4.11,edat_lfse_29,2.6448,2024-05-10
2012,DK,GR553,25_34,F,ISCED_0_2,4.79,57.81,44.87,15.76,14.6,478,465,460,78.39,14.4,8.16,edat_lfs_9912,0.4672,2025-01-20
2013,IE,IT55,35_44,M,ISCED_5_8,9.62,26.29,44.32,11.36,16.99,557,513,495,61.01,55.07,5.82,edat_lfse_03,2.0323,2025-01-15
2014,PL,ES494,45_54,X,ISCED_3_4,14.93,25.02,37.5,11.49,15.29,478,489,513,41.64,45.39,4.5,edat_lfse_14,3.8264,2025-10-03
2015,AT,EE399,55_64,F,ISCED_0_2,10.46,20.29,11.4,6.88,16.71,414,417,471,33.75,13.46,3.79,edat_lfse_29,0.2382,2024-08-26
2016,EE,PT975,15_24,M,ISCED_5_8,9.0,30.73,31.3,8.05,13.54,557,552,564,31.54,56.7,7.07,edat_lfs_9912,3.2556,2024-01-30
2017,IT,ES716,25_34,X,ISCED_3_4,3.93,49.44,42.77,4.09,8.37,397,442,391,37.98,52.36,4.46,edat_lfse_03,0.4026,2025-08-29
2018,PT,IT1,35_44,F,ISCED_0_2,17.72,55.08,42.91,6.07,8.91,407,455,448,60.79,8.63,4.13,edat_lfse_14,2.3757,2025-12-26
2019,BE,SE37,45_54,M,ISCED_5_8,12.75,25.63,34.41,3.61,18.47,403,389,434,76.74,25.49,6.69,edat_lfse_29,3.6033,2025-01-16
2020,FI,LU18,55_64,X,ISCED_3_4,6.08,41.89,50.01,5.66,10.57,555,521,546,39.48,75.01,5.36,edat_lfs_9912,4.2598,2025-10-28
2021,LV,DE749,15_24,F,ISCED_0_2,15.14,48.13,35.18,4.12,9.14,434,453,472,40.79,76.94,5.99,edat_lfse_03,2.0768,2024-12-05
2022,RO,GR54,25_34,M,ISCED_5_8,6.78,62.84,27.04,8.73,18.51,413,412,409,86.95,67.44,7.07,edat_lfse_14,0.2407,2024-04-19
2023,BG,EE84,35_44,X,ISCED_3_4,17.46,42.94,27.46,7.15,10.09,475,422,471,43.04,26.5,5.55,edat_lfse_29,2.1705,2026-01-27
2024,FR,CZ81,45_54,F,ISCED_0_2,7.11,37.43,11.51,4.99,12.05,464,465,462,61.33,47.66,7.22,edat_lfs_9912,2.1119,2025-11-30
2025,LT,LU6,55_64,M,ISCED_5_8,11.08,37.97,50.08,12.96,17.57,424,453,419,64.34,31.81,3.34,edat_lfse_03,1.3966,2026-02-01
2006,SK,FR3,15_24,X,ISCED_3_4,4.44,46.99,53.38,8.0,17.0,470,487,476,77.32,54.18,6.41,edat_lfse_14,0.5961,2025-09-30
2007,HR,LT317,25_34,F,ISCED_0_2,5.59,27.16,37.22,5.67,6.72,425,419,448,50.97,30.59,5.51,edat_lfse_29,0.3707,2025-10-03
2008,DE,BG4,35_44,M,ISCED_5_8,12.32,65.71,54.94,17.17,14.08,430,431,435,54.47,22.49,6.94,edat_lfs_9912,3.0054,2025-10-02
2009,LU,HU1,45_54,X,ISCED_3_4,7.17,50.21,27.02,16.97,15.91,481,480,486,34.9,52.38,7.05,edat_lfse_03,4.2451,2024-03-11
2010,SI,HU4,55_64,F,ISCED_0_2,15.09,38.49,39.98,11.92,13.16,450,415,422,63.18,46.86,3.72,edat_lfse_14,2.2502,2025-05-19
2011,CY,RO29,15_24,M,ISCED_5_8,17.67,49.31,20.69,15.0,10.62,500,527,492,64.24,63.17,7.18,edat_lfse_29,0.7789,2024-10-26
2012,GR,AT986,25_34,X,ISCED_3_4,7.75,51.06,36.89,12.59,16.52,498,502,477,67.93,19.73,6.96,edat_lfs_9912,3.0733,2024-01-25
2013,MT,IT2,35_44,F,ISCED_0_2,6.78,34.01,31.38,6.48,13.69,501,448,494,56.68,21.47,3.26,edat_lfse_03,0.5371,2024-05-10
2014,ES,AT569,45_54,M,ISCED_5_8,11.61,17.84,12.34,5.44,8.82,424,450,433,31.66,60.47,4.77,edat_lfse_14,0.3978,2024-07-25
2015,CZ,MT7,55_64,X,ISCED_3_4,10.11,48.36,31.84,5.28,11.62,451,418,410,72.4,50.66,6.68,edat_lfse_29,0.8475,2024-11-06
2016,HU,SE539,15_24,F,ISCED_0_2,11.98,51.38,31.37,15.58,18.5,540,479,490,62.69,17.92,5.88,edat_lfs_9912,1.2372,2025-09-20
2017,NL,SI69,25_34,M,ISCED_5_8,10.94,42.15,41.44,5.4,18.16,555,590,527,39.3,50.99,6.97,edat_lfse_03,4.3768,2025-06-24
2018,SE,LT14,35_44,X,ISCED_3_4,5.04,41.29,51.84,14.21,10.22,514,505,494,59.58,14.51,8.12,edat_lfse_14,1.6128,2024-06-07
2019,DK,FI82,45_54,F,ISCED_0_2,15.34,31.75,10.27,14.36,11.0,531,566,583,72.25,62.52,4.13,edat_lfse_29,3.4076,2025-03-08
2020,IE,DE150,55_64,M,ISCED_5_8,13.03,32.46,18.59,11.73,6.94,443,458,435,53.95,63.69,4.32,edat_lfs_9912,2.8469,2024-07-27
2021,PL,CZ188,15_24,X,ISCED_3_4,6.01,38.69,40.56,18.78,18.78,484,433,464,36.19,57.66,5.83,edat_lfse_03,1.683,2024-05-06
2022,AT,DK68,25_34,F,ISCED_0_2,12.46,34.0,59.42,18.18,5.99,461,418,458,43.76,64.84,5.21,edat_lfse_14,0.2547,2025-09-13
2023,EE,SK31,35_44,M,ISCED_5_8,5.54,30.31,17.73,15.2,15.67,547,564,494,88.53,14.23,5.44,edat_lfse_29,4.478,2025-09-08
2024,IT,AT9,45_54,X,ISCED_3_4,3.84,28.89,19.58,3.9,17.23,506,453,501,51.13,56.56,7.17,edat_lfs_9912,1.0946,2025-06-26
2025,PT,BE868,55_64,F,ISCED_0_2,7.96,47.07,18.93,9.46,7.65,476,452,498,27.89,12.1,3.93,edat_lfse_03,1.8266,2025-06-03
2006,BE,PL522,15_24,M,ISCED_5_8,16.7,28.79,36.98,10.9,9.12,485,444,495,74.04,61.69,5.89,edat_lfse_14,4.6747,2026-02-04
2007,FI,RO8,25_34,X,ISCED_3_4,3.48,62.15,14.77,16.88,7.67,532,537,518,33.54,12.67,6.95,edat_lfse_29,4.7794,2024-08-31
2008,LV,SI794,35_44,F,ISCED_0_2,8.35,23.6,16.87,11.83,15.83,453,479,447,32.3,26.03,6.44,edat_lfs_9912,2.1486,2025-03-05
2009,RO,LT4,45_54,M,ISCED_5_8,6.92,56.79,34.08,18.47,5.08,514,509,519,54.87,49.79,5.52,edat_lfse_03,1.1574,2025-03-17
2010,BG,LU691,55_64,X,ISCED_3_4,6.89,20.74,12.4,12.8,14.59,471,449,470,52.5,67.85,4.18,edat_lfse_14,2.1202,2025-11-12
2011,FR,ES17,15_24,F,ISCED_0_2,4.21,22.78,38.46,12.68,16.78,453,479,480,32.05,50.14,3.44,edat_lfse_29,2.3434,2024-12-05
2012,LT,PL4,25_34,M,ISCED_5_8,5.71,41.19,28.55,7.54,16.23,396,432,432,55.84,23.66,4.63,edat_lfs_9912,2.2064,2025-03-28
2013,SK,NL71,35_44,X,ISCED_3_4,10.84,48.64,44.45,18.86,8.39,517,453,466,27.38,43.1,6.36,edat_lfse_03,4.4575,2025-11-23
2014,HR,DK835,45_54,F,ISCED_0_2,9.77,37.5,44.56,3.23,15.04,449,455,453,36.57,37.64,4.54,edat_lfse_14,3.9589,2024-10-22
2015,DE,LV6,55_64,M,ISCED_5_8,4.35,29.58,21.2,6.21,5.53,467,502,482,63.47,63.57,3.14,edat_lfse_29,3.8045,2024-10-25
2016,LU,PT218,15_24,X,ISCED_3_4,13.05,27.86,43.96,5.46,19.5,481,468,508,39.05,17.44,6.53,edat_lfs_9912,2.9798,2024-05-27
2017,SI,RO731,25_34,F,ISCED_0_2,8.24,44.68,53.93,11.56,8.82,442,481,468,67.09,25.93,3.51,edat_lfse_03,0.7128,2024-03-21
2018,CY,SI546,35_44,M,ISCED_5_8,12.68,37.61,31.59,12.32,6.42,437,413,440,38.57,9.93,4.86,edat_lfse_14,1.7473,2024-11-08
2019,GR,LV250,45_54,X,ISCED_3_4,12.01,45.22,22.02,4.48,10.56,492,471,482,25.8,10.79,3.26,edat_lfse_29,4.7291,2025-03-05
2020,MT,MT336,55_64,F,ISCED_0_2,3.66,47.71,39.0,13.92,15.87,458,474,456,54.49,14.32,6.45,edat_lfs_9912,2.8854,2024-09-11
2021,ES,SK22,15_24,M,ISCED_5_8,9.65,47.97,28.29,7.27,25.74,415,453,426,73.12,78.16,7.12,edat_lfse_03,1.6386,2025-09-21
2022,CZ,BE34,25_34,X,ISCED_3_4,8.86,49.75,18.95,18.4,16.84,458,458,427,80.63,16.45,5.86,edat_lfse_14,1.6955,2025-01-05
2023,HU,SK194,35_44,F,ISCED_0_2,13.85,41.36,45.97,16.38,14.94,454,455,399,48.47,26.73,6.98,edat_lfse_29,4.0838,2024-06-15
2024,NL,BE5,45_54,M,ISCED_5_8,14.69,52.49,23.27,4.65,6.55,471,481,432,79.7,69.67,5.85,edat_lfs_9912,4.1905,2025-01-12
2025,SE,LV57,55_64,X,ISCED_3_4,14.93,33.86,10.41,15.55,17.63,470,432,465,62.23,36.95,6.3,edat_lfse_03,1.1699,2025-05-22
2006,DK,MT41,15_24,F,ISCED_0_2,7.91,39.81,44.22,8.43,9.25,446,450,482,59.79,14.23,6.88,edat_lfse_14,2.7034,2024-09-21
2007,IE,GR26,25_34,M,ISCED_5_8,6.35,28.27,36.16,13.57,18.45,537,503,485,21.17,14.39,3.52,edat_lfse_29,4.4584,2025-09-17
2008,PL,ES81,35_44,X,ISCED_3_4,4.77,50.8,26.22,17.87,16.53,426,420,401,78.54,44.63,6.38,edat_lfs_9912,3.9469,2025-08-09
2009,AT,HU51,45_54,F,ISCED_0_2,12.92,56.35,44.93,9.64,15.33,435,475,483,70.37,33.51,5.92,edat_lfse_03,4.0345,2025-08-28
2010,EE,HU579,55_64,M,ISCED_5_8,11.61,55.58,17.42,12.36,16.42,500,553,543,62.27,22.15,7.22,edat_lfse_14,4.0395,2024-06-25
2011,IT,LT118,15_24,X,ISCED_3_4,6.88,21.53,13.12,8.83,18.98,508,472,538,57.81,57.85,4.67,edat_lfse_29,1.6358,2024-12-09
2012,PT,HR985,25_34,F,ISCED_0_2,18.2,33.79,12.58,5.75,13.0,456,485,442,39.79,36.84,4.69,edat_lfs_9912,1.1503,2025-07-19
2013,BE,IT32,35_44,M,ISCED_5_8,11.93,54.25,21.83,15.88,5.85,486,430,458,62.36,22.97,4.75,edat_lfse_03,3.7408,2024-02-03
2014,FI,PT61,45_54,X,ISCED_3_4,9.56,38.35,27.02,17.29,15.42,462,445,439,74.88,45.63,6.47,edat_lfse_14,0.333,2025-05-27
2015,LV,HR87,55_64,F,ISCED_0_2,4.3,30.52,20.46,13.77,9.37,517,472,521,68.21,52.66,5.22,edat_lfse_29,2.31,2024-06-19
2016,RO,IT144,15_24,M,ISCED_5_8,20.56,38.99,45.72,6.87,21.41,514,528,509,38.96,17.34,3.51,edat_lfs_9912,1.5259,2025-07-01
2017,BG,GR4,25_34,X,ISCED_3_4,4.99,42.46,49.09,14.52,7.85,401,416,437,30.46,36.46,3.97,edat_lfse_03,3.6113,2025-12-16
2018,FR,HU85,35_44,F,ISCED_0_2,7.37,44.54,38.86,18.45,17.48,475,478,488,57.4,8.05,7.18,edat_lfse_14,1.9327,2025-08-02
2019,LT,AT355,45_54,M,ISCED_5_8,12.91,45.76,25.4,5.29,5.05,452,433,484,84.3,13.96,6.76,edat_lfse_29,1.0405,2024-04-13
2020,SK,DK157,55_64,X,ISCED_3_4,11.85,20.42,44.42,13.41,11.92,440,480,463,69.16,75.94,4.93,edat_lfs_9912,3.2554,2024-05-01
2021,HR,DK887,15_24,F,ISCED_0_2,17.48,44.0,25.72,9.81,14.42,475,432,454,44.38,44.24,5.68,edat_lfse_03,3.9437,2025-07-06
2022,DE,IE6,25_34,M,ISCED_5_8,5.41,42.07,54.23,5.54,9.6,427,425,458,49.88,53.54,5.66,edat_lfse_14,2.6132,2024-11-27
2023,LU,IT963,35_44,X,ISCED_3_4,13.61,58.49,43.37,9.31,15.07,419,424,391,89.58,64.52,5.72,edat_lfse_29,3.991,2024-01-02
2024,SI,BG867,45_54,F,ISCED_0_2,5.23,36.28,41.92,8.83,16.88,479,451,488,43.36,42.38,3.36,edat_lfs_9912,2.094,2024-03-02
2025,CY,LT70,55_64,M,ISCED_5_8,9.79,56.95,30.75,7.34,18.78,428,437,392,68.17,26.91,7.29,edat_lfse_03,4.6131,2025-03-15
2006,GR,FI828,15_24,X,ISCED_3_4,4.94,48.08,10.34,12.17,18.85,444,458,429,67.85,45.54,5.58,edat_lfse_14,1.2557,2024-09-19
2007,MT,DK868,25_34,F,ISCED_0_2,5.73,50.23,14.97,14.25,5.94,482,507,463,79.4,37.51,6.97,edat_lfse_29,3.7194,2024-09-18
2008,ES,PL602,35_44,M,ISCED_5_8,17.03,45.1,32.95,15.54,6.04,467,486,442,49.67,24.19,4.71,edat_lfs_9912,2.6134,2024-04-27
2009,CZ,MT673,45_54,X,ISCED_3_4,3.57,28.7,41.74,14.68,16.24,471,467,508,41.87,7.87,3.33,edat_lfse_03,2.7427,2024-12-04
2010,HU,HR38,55_64,F,ISCED_0_2,6.35,43.36,34.92,14.38,12.49,531,524,501,22.85,54.51,5.08,edat_lfse_14,4.2666,2025-06-08
2011,NL,SI17,15_24,M,ISCED_5_8,9.71,21.26,40.79,19.21,20.26,539,590,541,45.41,37.77,5.32,edat_lfse_29,2.482,2025-04-16
2012,SE,RO98,25_34,X,ISCED_3_4,7.02,32.92,43.17,3.84,10.16,507,497,513,64.95,60.19,4.96,edat_lfs_9912,0.2592,2024-10-10
2013,DK,FI32,35_44,F,ISCED_0_2,12.16,53.79,19.57,5.35,6.06,510,548,485,52.52,65.7,6.22,edat_lfse_03,2.8983,2025-07-17
2014,IE,AT5,45_54,M,ISCED_5_8,4.74,39.75,16.52,10.5,6.34,518,455,470,58.8,38.81,3.63,edat_lfse_14,1.9569,2025-10-25
2015,PL,IE728,55_64,X,ISCED_3_4,15.01,25.45,23.03,13.35,18.03,450,441,450,66.26,48.21,4.56,edat_lfse_29,2.5228,2025-03-18
2016,AT,CZ4,15_24,F,ISCED_0_2,17.06,24.25,18.29,9.34,19.12,488,453,483,63.29,48.97,5.17,edat_lfs_9912,3.1499,2024-02-03
2017,EE,BE1,25_34,M,ISCED_5_8,6.35,58.48,48.7,4.08,4.92,443,499,457,56.64,47.15,6.47,edat_lfse_03,1.3896,2024-11-01
2018,IT,IE874,35_44,X,ISCED_3_4,10.74,41.97,49.09,8.14,4.43,516,521,502,43.73,50.82,5.03,edat_lfse_14,1.6614,2025-12-20
2019,PT,GR49,45_54,F,ISCED_0_2,11.76,31.15,40.66,13.47,14.93,491,451,519,68.83,29.06,4.37,edat_lfse_29,1.0362,2025-06-04
2020,BE,HR925,55_64,M,ISCED_5_8,9.31,46.29,40.12,13.23,8.72,445,420,423,63.51,34.2,3.39,edat_lfs_9912,2.8203,2024-03-02
2021,FI,CZ857,15_24,X,ISCED_3_4,15.84,25.36,13.79,14.62,16.63,465,420,455,94.04,53.29,6.91,edat_lfse_03,1.8166,2024-09-06
2022,LV,DK54,25_34,F,ISCED_0_2,5.49,24.03,32.25,9.55,5.67,478,509,524,67.56,52.55,3.61,edat_lfse_14,4.7059,2026-01-09
2023,RO,HU152,35_44,M,ISCED_5_8,7.82,28.18,36.13,8.52,11.46,455,480,431,51.79,16.21,6.74,edat_lfse_29,3.2551,2024-11-21
2024,BG,LV62,45_54,X,ISCED_3_4,12.36,24.57,21.43,14.13,5.07,447,448,455,67.38,21.69,3.44,edat_lfs_9912,3.1259,2024-10-25
2025,FR,BG89,55_64,F,ISCED_0_2,4.78,26.9,42.23,14.21,15.56,498,532,472,53.85,32.79,5.45,edat_lfse_03,1.342,2025-02-22
2006,LT,HU2,15_24,M,ISCED_5_8,10.17,45.21,31.87,15.87,12.23,418,401,435,26.68,55.1,3.74,edat_lfse_14,0.632,2026-01-31
2007,SK,DK777,25_34,X,ISCED_3_4,12.99,55.34,50.2,3.02,8.19,439,378,422,43.34,24.44,4.57,edat_lfse_29,0.9343,2024-05-09
2008,HR,MT771,35_44,F,ISCED_0_2,11.92,32.37,28.92,3.43,15.49,444,454,477,28.35,49.4,6.99,edat_lfs_9912,2.2027,2025-01-28
2009,DE,DK1,45_54,M,ISCED_5_8,4.33,22.87,25.85,6.68,5.62,454,424,452,27.72,57.26,4.57,edat_lfse_03,0.7945,2025-10-27
2010,LU,LU28,55_64,X,ISCED_3_4,3.95,27.1,49.19,2.76,16.54,439,408,459,47.73,29.29,3.49,edat_lfse_14,2.3892,2024-05-07
2011,SI,DE528,15_24,F,ISCED_0_2,16.86,19.76,47.72,9.35,11.38,480,464,487,37.49,13.9,3.18,edat_lfse_29,0.4843,2024-09-28
2012,CY,HR438,25_34,M,ISCED_5_8,14.88,60.42,34.38,6.63,13.89,505,474,444,62.46,13.81,5.42,edat_lfs_9912,4.2633,2025-07-03
2013,GR,SI53,35_44,X,ISCED_3_4,14.16,53.9,24.88,11.59,10.98,471,493,454,73.62,64.99,6.76,edat_lfse_03,1.03,2024-02-16
2014,MT,SK393,45_54,F,ISCED_0_2,10.93,51.31,45.86,15.31,8.03,507,469,522,57.47,34.03,6.56,edat_lfse_14,3.869,2025-02-01
2015,ES,LT356,55_64,M,ISCED_5_8,16.02,22.18,10.72,4.09,5.65,411,387,432,47.23,12.43,4.08,edat_lfse_29,4.3654,2024-12-02
2016,CZ,EE96,15_24,X,ISCED_3_4,16.65,42.76,18.27,14.76,21.03,402,417,395,52.17,46.51,4.09,edat_lfs_9912,1.217,2024-07-30
2017,HU,DE833,25_34,F,ISCED_0_2,14.0,56.76,40.97,15.08,6.4,448,418,445,50.92,35.25,6.69,edat_lfse_03,1.8582,2024-03-18
2018,NL,RO95,35_44,M,ISCED_5_8,8.18,38.88,32.14,15.56,12.4,516,476,503,44.22,18.93,3.86,edat_lfse_14,4.3907,2024-06-22
2019,SE,LV149,45_54,X,ISCED_3_4,14.14,26.15,14.46,3.9,4.89,496,441,501,76.15,44.93,6.52,edat_lfse_29,1.5442,2026-02-02
2020,DK,SI8,55_64,F,ISCED_0_2,4.57,24.89,39.3,13.79,11.71,573,517,590,35.9,16.69,7.54,edat_lfs_9912,1.3289,2024-05-05
2021,IE,FR714,15_24,M,ISCED_5_8,6.66,17.62,21.46,3.34,8.14,546,531,590,29.71,39.21,5.01,edat_lfse_03,1.5308,2025-09-28
2022,PL,SK367,25_34,X,ISCED_3_4,14.62,28.69,24.81,4.07,4.64,415,442,398,53.37,59.16,6.38,edat_lfse_14,0.637,2025-07-31
2023,AT,BG5,35_44,F,ISCED_0_2,6.7,27.45,61.49,13.92,6.86,429,473,481,71.12,18.68,5.39,edat_lfse_29,1.8775,2024-06-19
2024,EE,LU87,45_54,M,ISCED_5_8,8.7,42.38,49.47,16.73,10.83,564,564,506,82.91,74.78,6.03,edat_lfs_9912,0.8293,2025-03-20
2025,IT,MT374,55_64,X,ISCED_3_4,11.84,31.51,9.73,12.17,5.96,479,485,423,63.1,31.77,4.68,edat_lfse_03,4.5526,2024-11-09
2006,PT,LV1,15_24,F,ISCED_0_2,20.57,55.78,13.46,5.47,15.33,530,515,487,29.23,12.34,7.0,edat_lfse_14,4.4295,2026-01-30
2007,BE,MT725,25_34,M,ISCED_5_8,11.58,46.51,23.28,5.56,14.49,519,527,474,76.88,33.0,6.62,edat_lfse_29,1.0757,2025-04-16
2008,FI,LT2,35_44,X,ISCED_3_4,6.14,56.2,51.34,14.7,7.31,474,485,504,76.28,34.56,6.52,edat_lfs_9912,3.5779,2024-01-06
2009,LV,ES63,45_54,F,ISCED_0_2,13.64,52.92,13.16,15.18,6.77,471,477,469,63.01,30.72,6.05,edat_lfse_03,3.8904,2025-01-01
2010,RO,ES34,55_64,M,ISCED_5_8,13.62,49.77,42.4,3.96,5.38,433,413,431,21.45,32.15,4.36,edat_lfse_14,1.1184,2025-05-02
2011,BG,FR43,15_24,X,ISCED_3_4,4.95,39.61,24.46,11.4,7.38,406,400,408,54.49,20.57,4.79,edat_lfse_29,1.7274,2025-12-25
2012,FR,EE472,25_34,F,ISCED_0_2,14.44,21.69,49.31,11.08,18.44,452,490,469,41.25,17.27,4.52,edat_lfs_9912,1.5336,2024-04-22
2013,LT,ES85,35_44,M,ISCED_5_8,8.59,26.49,49.91,11.3,16.7,484,495,460,39.76,68.15,3.32,edat_lfse_03,4.1537,2025-07-08
2014,SK,NL54,45_54,X,ISCED_3_4,8.08,25.26,24.69,11.2,12.96,509,487,468,33.18,14.63,5.63,edat_lfse_14,3.9252,2025-06-15
2015,HR,FR6,55_64,F,ISCED_0_2,4.28,41.47,30.89,18.83,9.68,439,455,430,51.5,24.87,5.08,edat_lfse_29,3.2394,2025-12-14
2016,DE,GR39,15_24,M,ISCED_5_8,17.01,21.76,43.05,7.84,7.72,464,470,431,67.39,34.9,5.18,edat_lfs_9912,4.0095,2025-03-13
2017,LU,PL43,25_34,X,ISCED_3_4,3.65,53.16,27.6,5.57,10.13,499,478,444,51.23,57.76,4.13,edat_lfse_03,2.7567,2025-07-31
2018,SI,LU3,35_44,F,ISCED_0_2,9.96,28.74,12.69,14.77,5.75,490,470,504,45.38,35.58,4.21,edat_lfse_14,4.7331,2025-01-22
2019,CY,CY21,45_54,M,ISCED_5_8,6.55,30.31,11.51,13.26,17.56,480,536,513,27.05,30.88,4.83,edat_lfse_29,0.9921,2026-02-02
2020,GR,IT910,55_64,X,ISCED_3_4,12.94,32.87,47.53,15.26,20.05,504,472,466,58.67,53.28,4.82,edat_lfs_9912,4.0855,2025-01-05
2021,MT,GR87,15_24,F,ISCED_0_2,9.05,48.4,19.13,6.59,10.57,458,456,431,69.84,39.97,3.71,edat_lfse_03,4.1512,2024-10-16
2022,ES,FR444,25_34,M,ISCED_5_8,9.23,35.13,25.25,18.84,9.71,496,446,492,52.43,74.2,5.34,edat_lfse_14,3.8267,2025-12-11
2023,CZ,BG985,35_44,X,ISCED_3_4,6.87,65.63,49.62,8.1,11.77,472,460,454,87.78,32.16,6.48,edat_lfse_29,2.7842,2024-07-12
2024,HU,DE651,45_54,F,ISCED_0_2,3.67,51.33,30.11,9.14,9.48,411,433,415,73.86,59.2,6.2,edat_lfs_9912,1.4317,2025-10-10
2025,NL,HR288,55_64,M,ISCED_5_8,7.86,36.84,29.0,14.3,6.63,536,500,549,93.09,71.21,6.37,edat_lfse_03,1.8555,2025-09-07
2006,SE,IE84,15_24,X,ISCED_3_4,7.28,38.12,18.15,14.02,10.65,476,472,457,43.51,32.94,4.42,edat_lfse_14,3.8618,2025-03-12
