imm_refugee_arrival_month,imm_refugee_resettlement_agency_id,imm_refugee_case_size,imm_refugee_nationality_code,imm_refugee_refugee_category_code,imm_refugee_special_immigrant_visa_flag,imm_refugee_screening_completed_flag,imm_refugee_medical_clearance_flag,imm_refugee_travel_loan_amount_inr,imm_refugee_initial_cash_assistance_inr,imm_refugee_housing_placement_days,imm_refugee_school_enrollment_within_30d,imm_refugee_employment_within_90d,imm_refugee_english_training_enrollment,imm_refugee_healthcare_linkage_within_30d,imm_refugee_trauma_services_referral_flag,imm_refugee_secondary_migration_within_1yr,imm_refugee_public_benefit_uptake_rate,imm_refugee_self_sufficiency_score,imm_refugee_followup_contact_count
2025-08,RA016,7,PAK,FAMILY_REUN,0,0,0,218655,101409,127,0,0,0,1,1,0,0.84,50.9,19
2024-02,RA005,8,UKR,HUMANITARIAN_PAROLE,0,1,0,63894,44265,148,0,1,1,0,1,0,9.44,1.7,28
2025-10,RA024,8,IRQ,TEMP_PROTECTION,0,0,1,202928,51055,176,1,0,1,0,0,1,93.26,6.8,22
2021-03,RA043,3,SOM,UNHCR,0,0,1,122355,3361,33,0,1,1,0,1,0,79.24,86.0,6
2019-07,RA001,7,PAK,ASYLUM,1,0,0,124900,28626,121,1,1,1,1,1,1,67.27,28.4,3
2021-03,RA010,1,LKA,SIV,1,1,0,246973,28388,86,1,1,1,1,1,1,83.02,31.8,0
2025-02,RA043,3,SYR,HUMANITARIAN_PAROLE,1,1,1,172645,84918,161,0,1,0,0,1,0,25.01,14.0,8
2019-10,RA047,6,PAK,TEMP_PROTECTION,1,1,0,79820,17725,167,1,1,1,0,0,0,72.56,22.3,6
2025-03,RA058,9,AFG,UNHCR,1,0,0,128078,100165,134,0,0,1,0,1,1,61.56,24.7,21
2023-09,RA059,5,SDN,UNHCR,1,0,1,94529,133527,89,0,1,1,0,1,1,84.86,41.2,4
2021-06,RA035,5,SSD,SIV,0,1,1,315530,3792,51,1,1,0,0,0,0,28.27,62.3,24
2019-03,RA031,9,BGD,HUMANITARIAN_PAROLE,1,0,0,335183,81733,48,0,1,1,0,1,0,76.37,35.3,29
2021-05,RA056,9,MMR,ASYLUM,0,0,1,340539,132380,118,1,0,1,0,0,0,85.27,45.0,28
2020-02,RA015,6,AFG,ASYLUM,1,1,1,273159,106435,80,1,0,1,0,0,0,54.9,18.2,8
2025-05,RA011,5,MMR,HUMANITARIAN_PAROLE,0,1,0,235055,147387,94,0,1,0,0,0,0,41.38,5.6,25
2025-11,RA009,2,ERI,FAMILY_REUN,0,1,0,346704,40857,88,0,0,0,0,0,1,94.87,34.8,26
2021-01,RA002,8,IRN,TEMP_PROTECTION,1,1,1,287706,89717,36,0,1,0,1,1,1,16.9,6.2,5
2019-10,RA044,8,SYR,ASYLUM,0,1,0,341882,140965,142,0,0,1,1,1,1,3.63,30.0,23
2025-07,RA052,7,IRN,FAMILY_REUN,1,1,1,187228,127293,1,0,1,1,1,1,0,17.91,83.8,22
2023-01,RA030,8,MMR,HUMANITARIAN_PAROLE,0,1,1,25848,78233,138,1,0,0,0,1,0,68.35,36.7,11
2022-02,RA016,3,IRQ,TEMP_PROTECTION,1,1,0,198387,8438,95,1,0,0,0,0,0,78.89,19.3,12
2024-11,RA056,3,ERI,UNHCR,0,1,1,48548,34992,16,0,0,1,1,1,0,71.68,90.2,0
2020-02,RA048,2,SDN,HUMANITARIAN_PAROLE,1,1,0,319295,75651,172,0,0,0,1,0,1,41.99,63.9,14
2021-06,RA053,1,PAK,UNHCR,1,1,0,143608,83253,119,0,0,0,1,1,1,96.76,98.8,15
2022-04,RA001,3,IRN,HUMANITARIAN_PAROLE,1,1,0,257150,96283,173,1,0,0,0,1,1,44.43,30.0,1
2019-12,RA048,3,NPL,FAMILY_REUN,0,0,0,200591,50950,31,1,0,1,0,0,1,98.13,20.0,8
2020-02,RA006,7,SOM,TEMP_PROTECTION,1,1,1,112409,68901,18,1,0,0,1,1,0,91.81,29.8,9
2019-01,RA046,9,UKR,FAMILY_REUN,1,0,1,238591,130526,3,0,1,0,0,1,1,40.71,81.2,19
2024-08,RA057,1,SYR,TEMP_PROTECTION,1,0,1,342261,125815,24,1,1,0,1,0,0,16.1,15.2,26
2023-01,RA057,8,UKR,HUMANITARIAN_PAROLE,1,0,0,310174,61986,20,0,1,1,1,1,1,8.98,24.1,15
2020-06,RA011,1,IRN,UNHCR,0,1,1,212378,94853,92,0,1,1,1,1,1,53.15,70.2,14
2021-12,RA033,3,LKA,HUMANITARIAN_PAROLE,0,1,1,7385,127648,88,0,1,0,0,1,0,76.32,73.8,2
2024-04,RA052,4,UKR,UNHCR,0,1,0,56746,45427,112,1,1,0,1,0,0,17.6,95.9,1
2021-04,RA017,8,LKA,FAMILY_REUN,1,1,0,284686,112237,97,1,0,0,0,1,0,31.82,98.0,7
2021-08,RA055,1,BGD,SIV,0,0,1,115513,116837,141,0,0,0,1,0,0,63.05,66.4,29
2024-12,RA051,2,PAK,ASYLUM,0,0,1,183630,36194,149,0,0,0,1,0,1,46.09,36.3,15
2021-01,RA034,5,IRQ,FAMILY_REUN,0,1,0,53784,16863,47,0,1,1,0,1,0,60.39,45.3,22
2022-11,RA046,6,SYR,HUMANITARIAN_PAROLE,0,1,0,272195,85650,50,1,0,0,0,1,1,67.64,43.9,8
2020-08,RA040,5,ERI,HUMANITARIAN_PAROLE,0,1,0,174371,55511,10,1,0,0,1,0,1,38.07,38.7,2
2021-09,RA025,3,SDN,UNHCR,0,1,1,156239,89062,13,0,0,1,0,1,1,78.6,33.8,16
2021-06,RA055,7,SDN,ASYLUM,1,0,1,318183,116038,6,0,0,1,1,1,1,70.29,16.8,12
2022-01,RA022,1,ERI,TEMP_PROTECTION,1,1,0,198100,35415,39,0,1,0,1,0,0,68.76,36.6,15
2025-08,RA026,2,SOM,FAMILY_REUN,0,0,0,369587,21750,80,0,0,1,0,1,0,14.95,96.9,24
2023-05,RA027,9,SSD,ASYLUM,1,1,1,353831,37876,152,1,0,1,1,1,1,47.42,88.2,29
2025-02,RA038,4,MMR,ASYLUM,1,1,0,131754,34489,122,1,1,0,1,0,1,57.72,61.7,4
2024-09,RA009,8,SYR,FAMILY_REUN,1,1,0,156276,82253,169,1,1,0,1,0,0,22.64,19.3,4
2019-08,RA037,9,AFG,UNHCR,1,1,0,389712,139927,85,0,1,1,1,1,0,75.86,87.9,2
2019-01,RA005,7,SOM,TEMP_PROTECTION,1,1,1,151938,90890,43,1,0,0,1,1,1,12.11,31.2,12
2019-07,RA018,1,IRQ,UNHCR,0,1,1,308806,66759,4,1,0,0,1,0,1,14.99,54.6,7
2024-02,RA022,5,SSD,UNHCR,0,0,0,21131,44459,103,1,0,1,1,1,1,41.33,91.2,7
2023-10,RA046,6,SSD,SIV,1,0,1,182464,46414,27,0,1,0,0,0,0,13.53,33.5,16
2025-06,RA012,8,BGD,ASYLUM,0,1,0,175786,120565,120,1,0,1,0,1,0,1.16,91.3,14
2025-01,RA060,8,SOM,SIV,0,0,1,132165,27073,148,1,1,1,1,1,1,41.14,23.5,3
2019-08,RA044,9,SSD,UNHCR,0,1,1,79021,100937,95,0,1,1,1,0,1,64.86,92.9,21
2024-04,RA022,9,IRN,TEMP_PROTECTION,0,0,0,10683,23199,48,0,1,1,0,1,1,49.51,35.9,24
2019-08,RA006,4,BGD,FAMILY_REUN,0,1,0,85692,54526,56,0,0,1,1,0,1,5.22,37.5,17
2019-03,RA036,6,BGD,ASYLUM,0,0,1,136406,32272,84,0,1,0,0,1,1,23.25,55.3,6
2023-10,RA027,3,SDN,FAMILY_REUN,0,1,1,229912,110217,100,1,1,1,0,1,1,52.43,34.7,9
2021-08,RA047,1,AFG,HUMANITARIAN_PAROLE,1,0,0,377432,63957,37,0,0,0,0,0,0,73.81,45.0,0
2024-08,RA055,6,SYR,ASYLUM,1,0,0,108162,5,129,1,1,0,1,0,0,79.39,50.1,25
2023-01,RA015,1,NPL,FAMILY_REUN,1,1,0,363203,43226,130,0,1,1,1,0,0,51.94,49.1,3
2022-02,RA057,9,IRQ,UNHCR,0,1,0,336190,102291,170,0,0,0,0,0,0,64.61,96.1,25
2019-02,RA017,6,SDN,SIV,1,1,0,212253,30208,73,1,0,1,0,1,0,90.34,28.2,10
2019-09,RA003,1,IRN,FAMILY_REUN,0,1,1,194784,118480,34,0,1,1,1,0,1,6.52,28.5,14
2022-10,RA010,3,PAK,TEMP_PROTECTION,1,1,0,154972,74240,167,0,1,0,1,0,0,9.92,83.8,30
2024-05,RA025,1,SDN,HUMANITARIAN_PAROLE,1,0,0,318804,119652,124,1,0,1,0,0,1,45.79,39.2,14
2023-01,RA021,2,SSD,UNHCR,0,1,0,42822,11452,84,1,1,0,0,0,0,60.97,7.3,27
2025-03,RA054,6,SYR,HUMANITARIAN_PAROLE,1,1,1,230903,99278,57,0,1,0,0,1,1,0.46,48.1,22
2021-05,RA040,7,UKR,TEMP_PROTECTION,0,0,1,286790,13558,33,0,1,0,1,0,1,45.25,55.0,2
2021-05,RA009,1,IRQ,TEMP_PROTECTION,1,0,1,54400,142080,24,0,1,1,1,0,1,17.28,61.8,18
2021-09,RA024,5,AFG,SIV,1,0,0,328123,41936,31,1,0,0,0,1,1,64.51,23.5,30
2021-04,RA032,6,PAK,HUMANITARIAN_PAROLE,0,1,0,310561,66156,109,1,1,1,1,1,0,26.77,97.3,19
2025-11,RA003,4,SYR,TEMP_PROTECTION,1,1,1,325649,45610,100,0,1,0,1,0,0,90.19,73.7,23
2021-02,RA058,6,SYR,FAMILY_REUN,1,0,1,71210,138667,149,1,0,0,0,1,0,6.38,72.0,13
2021-05,RA033,5,ERI,TEMP_PROTECTION,1,0,0,103499,110337,126,1,1,1,1,1,1,80.92,87.3,2
2019-11,RA043,7,SSD,TEMP_PROTECTION,1,1,1,395085,8785,88,0,1,0,1,0,1,39.23,2.6,7
2021-10,RA045,4,IRQ,FAMILY_REUN,1,0,1,53800,107915,108,0,1,0,0,0,0,85.72,61.3,9
2022-12,RA012,1,IRQ,UNHCR,0,1,0,305115,71388,99,0,1,0,0,0,1,81.51,81.8,8
2021-03,RA029,2,BGD,SIV,0,0,1,158569,10134,20,0,0,1,1,0,0,23.93,3.4,27
2024-12,RA021,6,MMR,SIV,0,0,0,226668,8814,20,1,0,1,1,0,1,5.06,75.6,23
2022-04,RA039,2,SSD,ASYLUM,0,1,1,175383,77576,116,0,1,0,0,1,1,69.55,99.0,14
2021-07,RA034,5,BGD,ASYLUM,0,0,1,213271,4529,155,0,0,0,1,0,1,20.44,59.3,23
2024-05,RA033,4,SOM,FAMILY_REUN,0,0,0,770,36687,146,1,0,1,0,1,1,93.05,42.5,8
2022-03,RA032,7,MMR,TEMP_PROTECTION,1,1,1,87482,106813,13,1,0,1,0,1,0,6.72,45.4,3
2020-12,RA020,4,SOM,HUMANITARIAN_PAROLE,0,1,0,312249,117270,23,1,1,1,0,1,1,32.4,67.9,11
2024-08,RA003,7,IRQ,TEMP_PROTECTION,0,0,1,263703,114012,19,1,1,0,1,0,0,1.26,57.0,18
2025-10,RA004,8,ERI,TEMP_PROTECTION,1,1,1,354753,63627,159,1,0,0,0,1,1,31.7,78.8,23
2020-11,RA017,7,IRN,HUMANITARIAN_PAROLE,1,1,0,52598,114621,179,1,0,1,1,0,0,54.13,42.2,0
2024-01,RA050,2,IRQ,UNHCR,0,1,0,355803,8819,64,1,0,1,0,0,0,65.49,41.7,13
2021-03,RA017,1,NPL,SIV,1,0,1,6982,87243,51,0,0,0,0,0,0,72.64,74.6,30
2020-04,RA019,5,SDN,FAMILY_REUN,1,0,0,149896,62793,100,0,0,0,1,1,1,83.35,64.6,9
2022-09,RA004,7,ERI,HUMANITARIAN_PAROLE,1,0,0,360556,60115,103,1,0,1,0,1,0,11.08,77.8,0
2021-03,RA029,1,IRQ,ASYLUM,1,0,0,119142,131624,94,0,0,1,0,1,0,76.19,88.7,3
2025-01,RA017,8,IRN,FAMILY_REUN,0,0,0,9147,79718,91,1,1,0,1,0,1,27.84,26.3,9
2019-05,RA022,3,BGD,UNHCR,0,0,1,347424,110086,9,0,1,1,1,1,0,13.82,31.5,2
2023-11,RA002,7,MMR,FAMILY_REUN,1,0,1,85409,144221,69,1,1,0,0,1,1,26.57,52.7,25
2024-12,RA042,3,IRN,HUMANITARIAN_PAROLE,1,1,0,65853,97139,14,1,1,0,0,0,0,85.8,93.0,15
2025-10,RA012,4,UKR,UNHCR,1,1,1,360788,95848,174,1,0,0,1,0,0,62.74,83.5,17
2021-11,RA045,8,AFG,TEMP_PROTECTION,0,0,1,243004,15155,9,1,1,1,0,0,0,59.74,46.8,24
2024-10,RA011,2,AFG,ASYLUM,1,0,1,168284,130092,148,1,0,0,0,1,1,58.46,57.3,11
2022-10,RA053,6,IRN,ASYLUM,0,1,1,346138,75813,18,1,1,1,0,0,0,40.86,71.2,27
2023-08,RA040,9,SYR,HUMANITARIAN_PAROLE,0,0,1,123517,106064,67,0,1,1,1,1,0,41.7,52.3,27
2020-12,RA060,9,AFG,UNHCR,1,0,1,45456,80212,21,0,0,0,1,0,1,14.83,9.8,20
2019-10,RA029,5,SSD,ASYLUM,1,0,0,194875,9785,62,0,0,1,1,1,1,33.26,35.3,18
2025-07,RA020,3,NPL,UNHCR,1,1,1,284206,11970,37,0,1,0,1,1,1,51.2,4.8,8
2022-02,RA005,6,NPL,FAMILY_REUN,1,1,1,45423,68800,14,0,1,1,0,1,1,60.6,67.0,23
2025-12,RA025,9,SYR,SIV,1,1,0,371030,103297,69,0,1,0,1,1,1,7.16,33.7,19
2024-10,RA034,6,IRQ,SIV,1,0,0,391860,74343,113,1,1,0,1,0,1,33.38,73.8,25
2022-12,RA012,4,SYR,SIV,1,1,1,120172,26207,43,1,1,0,1,1,1,33.94,43.0,4
2019-09,RA028,5,NPL,ASYLUM,0,1,1,339860,9136,157,0,0,0,1,1,0,51.51,4.6,26
2023-02,RA034,7,SDN,HUMANITARIAN_PAROLE,0,0,1,242567,4980,103,1,0,0,0,0,0,71.0,38.0,27
2024-09,RA006,3,AFG,SIV,0,0,1,144456,111898,23,0,0,1,1,0,0,63.52,21.9,4
2022-12,RA054,9,SYR,TEMP_PROTECTION,1,0,0,12128,126356,85,0,0,1,1,0,1,57.09,21.4,7
2022-03,RA019,1,SOM,HUMANITARIAN_PAROLE,0,0,0,274617,103970,93,1,0,0,0,1,0,29.14,37.8,6
2025-11,RA012,8,SSD,SIV,0,1,0,236355,98135,173,1,0,1,0,1,1,83.91,97.8,18
2019-05,RA025,5,SYR,FAMILY_REUN,1,1,0,2366,51107,131,0,1,1,1,0,0,78.53,96.0,21
2025-12,RA013,9,IRN,SIV,0,0,0,27578,133468,5,1,0,0,1,0,0,18.36,80.3,21
2019-11,RA017,2,ERI,HUMANITARIAN_PAROLE,1,0,0,277471,110402,37,1,1,0,1,0,1,65.51,24.5,17
2023-12,RA012,1,AFG,ASYLUM,0,0,1,364152,133162,25,0,1,0,0,1,0,90.67,76.4,14
2021-03,RA003,7,ERI,TEMP_PROTECTION,1,0,1,388919,51975,146,0,1,0,1,1,1,43.56,1.5,28
2019-07,RA024,9,BGD,FAMILY_REUN,1,0,1,373153,84449,1,0,1,0,0,0,0,92.48,5.6,0
2023-12,RA008,5,LKA,HUMANITARIAN_PAROLE,1,1,0,339889,89464,67,0,1,1,0,1,1,2.2,83.6,6
2023-02,RA048,4,PAK,UNHCR,0,0,1,275073,9251,68,1,1,1,0,1,1,51.62,56.4,18
2024-07,RA036,4,MMR,SIV,1,1,0,141516,32126,46,0,1,1,0,0,1,25.63,37.3,4
2024-09,RA056,8,MMR,FAMILY_REUN,0,0,0,396669,79021,98,1,1,0,1,1,1,26.22,74.0,7
2023-07,RA059,1,ERI,ASYLUM,0,1,1,179496,107142,156,1,0,1,0,1,0,87.75,11.4,4
2025-05,RA026,1,MMR,UNHCR,1,0,1,47292,9545,63,0,0,0,1,0,1,31.15,28.7,26
2020-04,RA045,8,ERI,SIV,0,0,1,26326,27275,79,1,1,0,0,0,0,2.33,72.8,4
2019-12,RA008,2,SSD,FAMILY_REUN,0,1,1,351681,140027,139,0,1,0,1,0,0,53.97,20.7,4
2021-03,RA032,6,IRQ,TEMP_PROTECTION,0,1,0,164097,123571,72,1,0,0,1,0,0,97.09,60.1,10
2021-09,RA032,2,IRQ,HUMANITARIAN_PAROLE,1,1,1,276932,114379,138,1,1,1,1,0,1,7.91,44.8,6
2025-07,RA001,5,NPL,SIV,0,1,0,190011,48702,7,1,0,0,0,1,1,28.63,20.2,1
2025-09,RA003,3,ERI,FAMILY_REUN,0,1,0,186445,112070,59,0,1,1,0,1,1,46.95,88.8,29
2023-07,RA001,7,NPL,SIV,0,1,1,263190,140082,153,1,1,0,1,1,1,83.05,43.6,16
2023-04,RA015,9,IRQ,TEMP_PROTECTION,0,1,0,137718,6073,159,0,1,1,0,0,0,26.89,59.9,10
2022-01,RA050,2,SOM,FAMILY_REUN,0,1,1,313528,61594,166,1,1,1,1,0,1,34.37,25.3,19
2020-03,RA020,7,ERI,HUMANITARIAN_PAROLE,0,0,0,59938,90630,131,0,1,0,0,1,1,38.45,34.7,4
2025-12,RA003,8,SYR,SIV,1,0,0,53229,119158,91,1,0,1,0,1,0,37.96,4.9,6
2025-11,RA015,8,IRQ,FAMILY_REUN,1,0,0,224768,90454,117,1,1,1,0,0,0,20.03,48.3,0
2024-05,RA059,7,MMR,UNHCR,1,1,1,344112,88107,125,1,1,0,1,0,1,91.57,34.5,8
2024-08,RA054,4,UKR,ASYLUM,1,1,1,221351,73144,118,0,0,1,1,1,0,79.29,32.9,10
2019-03,RA060,4,MMR,TEMP_PROTECTION,0,0,1,100157,13408,171,1,1,1,0,1,1,97.56,89.0,27
2024-12,RA060,9,SYR,FAMILY_REUN,0,1,1,165908,22692,82,0,0,1,1,1,1,37.1,70.4,11
2019-05,RA037,9,UKR,FAMILY_REUN,0,0,0,125830,27369,162,1,0,0,0,0,0,4.53,45.7,9
2019-09,RA021,5,PAK,FAMILY_REUN,0,1,1,111720,109670,178,0,0,0,1,1,1,11.55,19.5,19
2019-01,RA042,7,AFG,SIV,1,1,0,236833,145854,178,1,1,1,1,1,0,35.75,97.3,21
2021-06,RA039,7,SDN,TEMP_PROTECTION,1,1,1,259704,5126,156,1,0,1,1,0,0,91.11,7.5,10
2024-11,RA023,9,SSD,ASYLUM,0,1,0,71359,3704,84,1,1,1,0,1,0,98.11,13.6,0
2020-08,RA057,7,BGD,TEMP_PROTECTION,0,0,0,360799,17940,163,0,1,1,1,0,1,82.2,27.0,24
2021-03,RA040,8,PAK,SIV,0,0,0,151493,24673,103,0,1,0,0,1,1,23.84,95.5,19
2024-03,RA035,7,SDN,FAMILY_REUN,1,0,0,24809,82964,113,1,0,1,0,0,1,65.97,27.9,4
2025-03,RA018,4,SYR,TEMP_PROTECTION,1,1,0,57609,79079,14,0,0,1,0,0,0,59.66,49.1,14
2025-09,RA017,2,UKR,FAMILY_REUN,1,0,0,148313,8659,50,0,1,1,1,0,1,82.33,76.1,23
2021-07,RA031,3,IRN,ASYLUM,0,0,1,385522,139617,49,1,1,0,1,0,1,50.97,92.9,21
2025-10,RA048,7,SYR,UNHCR,0,0,0,271212,49223,110,1,0,1,0,0,0,31.81,60.5,30
2020-07,RA026,9,IRN,SIV,0,0,1,326873,9567,54,1,1,1,1,1,0,1.93,38.4,9
2025-07,RA022,2,NPL,UNHCR,1,0,1,26834,66611,11,1,0,0,0,0,0,79.5,98.6,11
2024-02,RA045,7,AFG,TEMP_PROTECTION,1,0,1,69730,9437,177,0,1,1,0,1,1,53.02,2.6,13
2019-07,RA036,4,SYR,FAMILY_REUN,1,1,0,91756,140287,132,0,0,1,0,0,0,53.42,83.2,18
2022-01,RA035,7,LKA,FAMILY_REUN,0,1,0,341379,108316,154,1,0,1,1,1,0,95.71,27.7,9
2024-11,RA011,5,ERI,HUMANITARIAN_PAROLE,1,1,0,51544,32068,78,0,0,0,1,1,0,48.62,81.7,23
2025-04,RA027,7,IRN,HUMANITARIAN_PAROLE,0,1,0,331004,123869,89,0,0,0,1,1,1,31.58,16.2,21
2019-08,RA034,6,NPL,UNHCR,0,0,0,43911,53707,8,0,1,1,0,0,1,33.98,34.7,11
2023-09,RA018,2,LKA,HUMANITARIAN_PAROLE,0,0,1,193035,87206,103,1,0,1,1,1,0,1.17,5.6,17
2025-10,RA027,7,ERI,TEMP_PROTECTION,1,1,0,301173,62746,103,1,1,0,0,1,0,12.24,20.0,20
2021-04,RA004,5,AFG,ASYLUM,1,0,1,125527,111308,162,1,0,0,0,0,1,4.38,60.3,18
2025-10,RA017,9,NPL,TEMP_PROTECTION,1,0,0,1432,135534,140,1,0,1,1,1,1,24.33,76.2,3
2020-05,RA006,1,LKA,UNHCR,1,0,0,262624,102025,43,1,1,1,1,1,1,6.47,91.1,24
2019-11,RA042,1,SOM,TEMP_PROTECTION,1,1,1,122879,3107,173,0,0,1,0,0,0,33.11,12.0,18
2020-03,RA011,2,NPL,HUMANITARIAN_PAROLE,1,0,1,330650,115436,96,1,1,0,0,0,1,12.61,14.1,20
2021-06,RA005,8,IRN,HUMANITARIAN_PAROLE,0,1,0,165505,149155,97,1,1,0,1,0,0,91.79,93.9,13
2019-06,RA058,9,IRN,ASYLUM,1,1,0,377160,48723,118,0,0,0,1,0,1,93.84,76.6,7
2019-12,RA057,7,BGD,TEMP_PROTECTION,1,0,1,314550,41214,67,1,1,0,0,1,1,60.35,54.0,28
2024-01,RA018,1,SDN,ASYLUM,0,1,0,145337,142241,52,0,1,0,1,1,0,80.55,47.7,24
2021-12,RA057,7,NPL,UNHCR,1,1,0,74144,117412,108,0,0,1,1,0,1,67.72,15.8,22
2021-11,RA025,8,BGD,SIV,1,1,0,203858,54471,0,1,1,1,0,1,0,81.11,37.9,26
2024-07,RA010,7,SYR,TEMP_PROTECTION,0,1,0,116989,82755,10,0,1,1,1,1,1,63.98,37.3,3
2025-07,RA041,5,SYR,TEMP_PROTECTION,1,1,0,944,132922,177,0,0,0,0,0,0,43.02,64.8,24
2025-05,RA016,7,SSD,ASYLUM,0,0,0,296964,53916,136,0,1,1,1,1,1,87.38,59.9,15
2024-03,RA010,2,IRN,HUMANITARIAN_PAROLE,0,0,1,73239,52254,37,1,0,0,0,1,0,43.81,6.0,30
2025-11,RA010,9,IRQ,UNHCR,0,1,0,222840,88664,140,0,1,0,0,0,0,39.62,84.8,11
2022-04,RA036,2,PAK,SIV,1,1,1,322142,35074,132,0,0,1,1,1,0,62.44,93.8,17
2025-10,RA021,2,IRN,TEMP_PROTECTION,0,1,0,230827,66029,24,0,1,1,1,0,0,93.79,78.0,11
2021-07,RA056,5,ERI,UNHCR,1,1,1,43743,60649,125,0,1,1,1,1,0,44.22,17.8,17
2022-01,RA014,8,BGD,HUMANITARIAN_PAROLE,0,1,0,237294,58474,9,0,0,1,1,1,0,57.49,17.2,3
2019-05,RA008,6,SYR,SIV,1,1,1,13965,87620,132,1,1,1,0,0,1,49.23,72.6,15
2025-09,RA001,9,SDN,SIV,0,1,1,282531,143695,21,0,0,0,1,1,1,90.97,44.1,17
2025-11,RA016,6,LKA,ASYLUM,1,0,0,296498,28360,41,0,1,0,1,0,0,67.67,77.9,18
2019-04,RA026,5,SDN,FAMILY_REUN,1,1,1,49541,10292,100,1,0,0,0,0,0,41.96,7.5,15
2021-02,RA049,1,LKA,HUMANITARIAN_PAROLE,1,0,1,265872,12207,147,0,0,1,0,0,1,60.69,71.6,30
2020-12,RA042,8,IRQ,FAMILY_REUN,1,0,0,58193,100080,27,0,1,1,0,1,0,15.61,42.4,20
2022-03,RA006,3,NPL,HUMANITARIAN_PAROLE,1,1,0,352071,31785,20,0,0,1,1,1,1,34.19,3.1,2
2023-08,RA039,2,BGD,UNHCR,1,0,1,25394,68867,138,1,0,1,0,0,1,73.62,54.5,16
2023-06,RA050,7,LKA,FAMILY_REUN,1,1,0,118323,49361,68,1,1,0,1,0,0,56.24,69.9,26
2022-02,RA002,2,SDN,TEMP_PROTECTION,1,0,1,77835,32209,36,1,1,1,0,0,0,31.43,52.8,2
2023-06,RA053,1,LKA,TEMP_PROTECTION,1,0,0,137552,24490,176,0,0,1,1,1,0,36.23,12.3,12
2020-07,RA009,2,SOM,TEMP_PROTECTION,0,1,1,47232,12261,116,0,0,1,0,0,0,80.98,81.6,5
2021-02,RA005,6,NPL,SIV,0,0,1,346383,31568,32,1,0,1,0,1,1,54.09,31.7,18
2023-04,RA040,2,SYR,ASYLUM,0,0,1,76656,36968,44,1,1,1,1,0,1,23.88,92.1,8
2025-03,RA056,1,MMR,HUMANITARIAN_PAROLE,0,0,1,38920,127678,135,1,0,0,1,1,0,29.68,90.7,18
2024-01,RA005,1,SSD,ASYLUM,0,0,0,84854,74875,115,1,0,1,1,1,0,46.79,20.0,10
2024-07,RA056,4,UKR,HUMANITARIAN_PAROLE,1,1,1,91258,31842,133,1,0,1,0,1,1,76.28,47.6,2
2020-10,RA047,8,IRQ,TEMP_PROTECTION,0,0,0,248583,121631,142,0,1,1,1,1,0,99.74,13.7,14
2020-05,RA008,6,IRN,SIV,0,1,0,330185,52266,142,0,0,0,0,1,1,18.58,67.8,15
2019-11,RA005,4,AFG,SIV,0,1,1,220071,110374,136,0,0,1,1,1,0,75.49,85.2,2
2022-03,RA005,6,IRN,SIV,0,1,1,342466,43331,60,0,1,0,1,0,1,61.72,64.8,4
2024-01,RA052,6,SDN,SIV,1,1,1,335478,136256,55,0,0,0,0,0,1,53.12,26.0,6
2023-01,RA017,9,LKA,SIV,1,0,1,64918,15366,132,0,1,1,0,0,1,96.65,7.6,20
2024-01,RA009,4,SDN,TEMP_PROTECTION,0,0,0,155325,60245,125,0,0,1,1,1,1,32.28,6.9,8
2019-12,RA034,6,IRQ,ASYLUM,0,0,1,367382,42447,153,0,1,1,0,1,0,17.7,61.1,21
2020-01,RA033,1,NPL,UNHCR,0,0,1,140075,140231,125,0,1,1,1,1,0,87.76,95.3,0
2023-10,RA022,7,AFG,FAMILY_REUN,0,1,0,213047,134084,122,1,0,0,1,0,1,6.87,69.5,24
2019-11,RA021,7,MMR,ASYLUM,1,1,0,205507,18736,34,0,0,0,1,1,1,81.71,73.1,29
2024-04,RA043,1,AFG,TEMP_PROTECTION,1,0,1,14714,69945,9,0,1,0,1,0,1,58.92,32.9,18
2021-07,RA015,8,LKA,FAMILY_REUN,1,1,1,146933,23005,90,0,1,0,1,0,0,16.4,58.6,23
2019-11,RA001,5,AFG,UNHCR,0,1,1,115697,32154,20,1,0,1,1,0,0,22.74,31.7,13
2022-07,RA007,9,BGD,HUMANITARIAN_PAROLE,1,1,1,356104,77156,139,1,0,1,1,1,0,15.58,90.2,27
2021-12,RA023,8,NPL,UNHCR,0,1,1,265460,55366,8,0,1,0,1,0,0,71.83,13.3,14
2019-02,RA051,3,LKA,UNHCR,1,1,1,209667,34673,143,0,0,0,1,0,0,14.73,63.2,2
2024-01,RA056,1,AFG,TEMP_PROTECTION,1,1,1,20710,14741,119,0,0,0,1,1,1,68.14,73.1,23
2021-12,RA047,3,UKR,HUMANITARIAN_PAROLE,0,1,1,381137,96202,126,0,0,0,1,0,0,12.82,69.8,3
2025-06,RA006,2,PAK,FAMILY_REUN,1,1,1,107896,89109,22,1,0,1,0,0,0,80.23,25.7,16
2023-01,RA020,2,NPL,SIV,1,1,1,279721,149454,38,1,1,0,0,0,0,91.95,48.6,26
2021-03,RA058,4,SDN,HUMANITARIAN_PAROLE,0,0,0,201602,97150,127,0,0,0,1,1,0,55.93,66.3,13
2019-12,RA026,2,IRN,HUMANITARIAN_PAROLE,1,0,0,319265,83252,21,1,0,0,1,1,1,96.62,93.1,21
