mig_permits_reference_year,mig_permits_host_country_iso2,mig_permits_nuts_code,mig_permits_applicant_citizenship_iso2,mig_permits_permit_type_code,mig_permits_permit_reason_code,mig_permits_duration_months,mig_permits_first_permit_flag,mig_permits_renewal_flag,mig_permits_blue_card_flag,mig_permits_family_reunification_flag,mig_permits_student_permit_flag,mig_permits_seasonal_worker_flag,mig_permits_biometrics_collected_flag,mig_permits_processing_time_days_median,mig_permits_decision_outcome_code,mig_permits_appeal_lodged_flag,mig_permits_residence_permit_count,mig_permits_eurostat_table_code,mig_permits_data_extract_date
2015,LV,NL9,SI,D_VISA,INVESTOR,1,0,1,0,0,0,0,1,37,PARTIALLY_GRANTED,0,208,migr_reslt,2024-01-15
2016,PL,SK696,GE,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,33,REFUSED,0,222,migr_asyappctza,2026-02-02
2017,ES,SI4,MK,D_VISA,FAMILY,36,1,1,0,1,0,0,1,31,PENDING,0,208,migr_resfirst,2025-07-29
2018,HR,IT24,VN,D_VISA,STUDY,1,1,0,0,0,1,0,1,47,GRANTED,0,203,migr_resvalid,2024-09-04
2019,FI,DE51,DE,D_VISA,WORK,9,0,1,1,0,0,0,1,27,WITHDRAWN,0,223,migr_resbc,2024-07-30
2020,IE,LV894,PT,D_VISA,OTHER,36,1,0,0,0,0,0,1,48,PARTIALLY_GRANTED,0,209,migr_reslt,2025-04-05
2021,MT,DE965,DZ,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,25,REFUSED,0,211,migr_asyappctza,2024-05-02
2022,SK,FI3,MA,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,44,PENDING,0,203,migr_resfirst,2025-09-01
2023,BE,HR98,TR,D_VISA,PROTECTION,36,0,1,0,0,0,0,1,32,GRANTED,0,10,migr_resvalid,2024-09-12
2024,DK,SK28,EE,D_VISA,FAMILY,1,1,0,0,1,0,0,1,30,WITHDRAWN,0,8,migr_resbc,2024-06-03
2025,GR,RO296,MT,D_VISA,STUDY,9,1,0,0,0,1,0,1,54,PARTIALLY_GRANTED,0,18,migr_reslt,2024-08-12
2026,LT,GR5,BY,D_VISA,WORK,36,1,0,0,0,0,0,1,56,REFUSED,0,19,migr_asyappctza,2025-07-05
2010,PT,CY11,IS,D_VISA,OTHER,1,0,1,0,0,0,0,1,58,PENDING,0,29,migr_resfirst,2025-10-22
2011,SE,ES586,RU,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,36,GRANTED,0,32,migr_resvalid,2025-01-10
2012,CY,LT7,CY,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,44,WITHDRAWN,0,35,migr_resbc,2025-06-22
2013,FR,IE7,LV,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,44,PARTIALLY_GRANTED,0,22,migr_reslt,2025-01-01
2014,IT,CZ99,SE,D_VISA,FAMILY,9,0,0,0,1,0,0,1,56,REFUSED,1,27,migr_asyappctza,2024-01-16
2015,NL,SE5,IN,D_VISA,STUDY,36,1,0,0,0,1,0,1,40,PENDING,0,33,migr_resfirst,2025-04-03
2016,SI,IE258,NO,D_VISA,WORK,1,1,0,0,0,0,0,1,46,GRANTED,0,40,migr_resvalid,2025-02-09
2017,BG,AT35,BE,D_VISA,OTHER,9,1,1,0,0,0,0,0,53,WITHDRAWN,0,31,migr_resbc,2024-04-30
2018,EE,BE945,HU,D_VISA,RESEARCH,36,0,1,0,0,0,0,1,55,PARTIALLY_GRANTED,0,25,migr_reslt,2025-06-09
2019,HU,AT96,SK,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,44,REFUSED,0,15,migr_asyappctza,2025-02-08
2020,LU,FI19,GB,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,41,PENDING,0,21,migr_resfirst,2024-02-18
2021,RO,GR48,ME,D_VISA,FAMILY,36,1,0,0,1,0,0,1,50,GRANTED,0,41,migr_resvalid,2025-07-08
2022,AT,CZ78,US,D_VISA,STUDY,1,0,0,0,0,1,0,1,55,WITHDRAWN,0,33,migr_resbc,2025-03-05
2023,CZ,CY244,FR,D_VISA,WORK,9,1,0,0,0,0,0,1,55,PARTIALLY_GRANTED,0,21,migr_reslt,2025-06-14
2024,DE,SI2,PL,D_VISA,OTHER,36,1,0,0,0,0,0,1,62,REFUSED,0,44,migr_asyappctza,2024-08-10
2025,LV,CZ937,CN,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,64,PENDING,0,41,migr_resfirst,2024-10-11
2026,PL,LV288,KE,D_VISA,INVESTOR,9,0,1,0,0,0,0,1,60,GRANTED,0,37,migr_resvalid,2024-07-23
2010,ES,LU656,TN,D_VISA,PROTECTION,36,1,0,0,0,0,0,0,53,WITHDRAWN,0,48,migr_resbc,2025-12-23
2011,HR,GR276,DK,D_VISA,FAMILY,1,1,0,0,0,0,0,1,76,PARTIALLY_GRANTED,0,45,migr_reslt,2024-09-07
2012,FI,PL889,LU,D_VISA,STUDY,9,1,0,0,0,1,0,1,67,REFUSED,0,53,migr_asyappctza,2025-10-16
2013,IE,LV2,BA,D_VISA,WORK,36,0,1,0,0,0,0,1,79,PENDING,0,54,migr_resfirst,2025-04-27
2014,MT,HU897,IR,D_VISA,OTHER,1,1,0,0,0,0,0,1,80,GRANTED,0,30,migr_resvalid,2024-07-04
2015,SK,IT2,RS,D_VISA,RESEARCH,9,1,0,0,0,0,0,0,80,WITHDRAWN,0,46,migr_resbc,2025-06-07
2016,BE,BG376,HR,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,56,PARTIALLY_GRANTED,0,54,migr_reslt,2024-11-04
2017,DK,SE137,IT,D_VISA,PROTECTION,1,0,0,0,0,0,0,1,63,REFUSED,1,36,migr_asyappctza,2025-06-01
2018,GR,BE7,ES,D_VISA,FAMILY,9,1,0,0,1,0,0,1,66,PENDING,0,43,migr_resfirst,2024-01-03
2019,LT,DE619,GH,D_VISA,STUDY,36,1,1,0,0,0,0,1,57,GRANTED,0,51,migr_resvalid,2024-03-20
2020,PT,CY9,NG,D_VISA,WORK,1,1,0,0,0,0,0,1,62,WITHDRAWN,0,50,migr_resbc,2025-07-09
2021,SE,SK774,AT,D_VISA,OTHER,9,0,1,0,0,0,0,1,83,PARTIALLY_GRANTED,0,34,migr_reslt,2024-07-31
2022,CY,PT376,GR,D_VISA,RESEARCH,36,1,0,0,1,0,0,1,80,REFUSED,1,47,migr_asyappctza,2025-09-08
2023,FR,CZ77,RO,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,83,PENDING,0,59,migr_resfirst,2025-10-01
2024,IT,PL21,EG,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,83,GRANTED,0,58,migr_resvalid,2025-02-13
2025,NL,HR30,MD,D_VISA,FAMILY,36,0,0,0,0,0,0,1,68,WITHDRAWN,0,45,migr_resbc,2026-02-20
2026,SI,SE544,UA,D_VISA,STUDY,1,1,0,0,0,1,0,1,90,PARTIALLY_GRANTED,0,49,migr_reslt,2024-07-28
2010,BG,GR80,FI,D_VISA,WORK,9,1,0,0,0,0,0,1,70,REFUSED,0,45,migr_asyappctza,2024-09-22
2011,EE,IE2,NL,D_VISA,OTHER,36,1,0,0,0,0,0,1,68,PENDING,0,59,migr_resfirst,2026-01-08
2012,HU,SK99,CH,D_VISA,RESEARCH,1,0,0,0,0,0,0,1,68,GRANTED,0,60,migr_resvalid,2024-07-28
2013,LU,RO8,JP,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,72,WITHDRAWN,0,56,migr_resbc,2024-07-17
2014,RO,DK24,SY,D_VISA,PROTECTION,36,1,0,0,0,0,0,1,80,PARTIALLY_GRANTED,0,45,migr_reslt,2025-06-04
2015,AT,BE653,CZ,D_VISA,FAMILY,1,1,0,0,1,0,0,0,89,REFUSED,0,64,migr_asyappctza,2024-04-28
2016,CZ,BE975,LT,D_VISA,STUDY,9,0,1,0,0,1,0,1,76,PENDING,0,50,migr_resfirst,2025-08-01
2017,DE,IT4,AL,D_VISA,WORK,36,1,0,0,0,0,0,1,85,GRANTED,0,70,migr_resvalid,2024-07-08
2018,LV,CZ574,IQ,D_VISA,OTHER,1,1,0,0,0,0,0,1,100,WITHDRAWN,0,64,migr_resbc,2024-01-30
2019,PL,SI373,PK,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,101,PARTIALLY_GRANTED,0,75,migr_reslt,2025-03-14
2020,ES,BG81,BG,D_VISA,INVESTOR,36,0,1,0,0,0,0,1,103,REFUSED,0,55,migr_asyappctza,2025-03-10
2021,HR,AT775,IE,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,99,PENDING,0,74,migr_resfirst,2025-06-27
2022,FI,ES1,SI,D_VISA,FAMILY,9,1,0,0,0,0,0,1,92,GRANTED,0,79,migr_resvalid,2025-03-03
2023,IE,HR90,GE,D_VISA,STUDY,36,1,0,0,0,1,0,1,104,WITHDRAWN,0,80,migr_resbc,2025-07-25
2024,MT,HU795,MK,D_VISA,WORK,1,0,1,0,0,0,0,1,87,PARTIALLY_GRANTED,0,76,migr_reslt,2026-01-12
2025,SK,HU1,VN,D_VISA,OTHER,9,1,0,0,1,0,0,1,86,REFUSED,0,65,migr_asyappctza,2024-01-29
2026,BE,CZ9,DE,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,109,PENDING,0,55,migr_resfirst,2026-01-06
2010,DK,NL844,PT,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,108,GRANTED,0,74,migr_resvalid,2026-01-01
2011,GR,AT744,DZ,D_VISA,PROTECTION,9,0,1,0,0,0,0,1,83,WITHDRAWN,0,71,migr_resbc,2025-05-24
2012,LT,MT976,MA,D_VISA,FAMILY,36,1,0,0,0,0,0,1,109,PARTIALLY_GRANTED,0,75,migr_reslt,2025-09-17
2013,PT,CZ416,TR,D_VISA,STUDY,1,1,0,0,0,1,0,1,106,REFUSED,0,86,migr_asyappctza,2025-12-20
2014,SE,CZ571,EE,D_VISA,WORK,9,1,0,0,0,0,0,1,114,PENDING,0,77,migr_resfirst,2024-04-30
2015,CY,GR560,MT,D_VISA,OTHER,36,0,1,0,1,0,0,1,101,GRANTED,0,67,migr_resvalid,2025-11-16
2016,FR,MT644,BY,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,91,WITHDRAWN,0,62,migr_resbc,2025-03-30
2017,IT,LV436,IS,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,87,PARTIALLY_GRANTED,0,71,migr_reslt,2026-02-01
2018,NL,AT661,RU,D_VISA,PROTECTION,36,1,0,0,0,0,0,1,89,REFUSED,1,90,migr_asyappctza,2025-02-28
2019,SI,PL280,CY,D_VISA,FAMILY,1,0,1,0,1,0,0,1,116,PENDING,0,82,migr_resfirst,2024-09-26
2020,BG,RO76,LV,D_VISA,STUDY,9,1,0,0,0,1,0,1,109,GRANTED,0,93,migr_resvalid,2024-11-06
2021,EE,NL95,SE,D_VISA,WORK,36,1,0,0,0,0,0,1,104,WITHDRAWN,0,77,migr_resbc,2025-12-29
2022,HU,CY2,IN,D_VISA,OTHER,1,1,1,0,0,0,0,1,105,PARTIALLY_GRANTED,0,86,migr_reslt,2025-04-19
2023,LU,DE478,NO,D_VISA,RESEARCH,9,0,1,0,0,0,0,1,123,REFUSED,0,88,migr_asyappctza,2024-09-16
2024,RO,LT5,BE,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,117,PENDING,0,71,migr_resfirst,2025-11-30
2025,AT,SE683,HU,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,115,GRANTED,0,85,migr_resvalid,2025-01-10
2026,CZ,HU649,SK,D_VISA,FAMILY,9,1,0,0,1,0,0,1,100,WITHDRAWN,0,85,migr_resbc,2025-12-17
2010,DE,NL270,GB,D_VISA,STUDY,36,0,0,0,0,1,0,1,117,PARTIALLY_GRANTED,0,73,migr_reslt,2024-12-04
2011,LV,LU37,ME,D_VISA,WORK,1,1,0,0,0,0,0,1,123,REFUSED,0,79,migr_asyappctza,2025-12-28
2012,PL,HU676,US,D_VISA,OTHER,9,1,0,0,0,0,0,1,120,PENDING,0,82,migr_resfirst,2025-04-20
2013,ES,IT476,FR,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,130,GRANTED,0,82,migr_resvalid,2025-03-05
2014,HR,HR92,PL,D_VISA,INVESTOR,1,0,0,0,0,0,0,1,129,WITHDRAWN,0,104,migr_resbc,2025-08-03
2015,FI,HR57,CN,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,115,PARTIALLY_GRANTED,0,96,migr_reslt,2024-07-18
2016,IE,SE479,KE,D_VISA,FAMILY,36,1,0,0,1,0,0,1,108,REFUSED,0,103,migr_asyappctza,2024-12-29
2017,MT,FR18,TN,D_VISA,STUDY,1,1,0,0,0,1,0,1,112,PENDING,0,80,migr_resfirst,2025-10-21
2018,SK,AT535,DK,D_VISA,WORK,9,0,1,0,0,0,1,1,123,GRANTED,0,109,migr_resvalid,2025-05-27
2019,BE,FR978,LU,D_VISA,OTHER,36,1,0,0,0,0,0,1,109,WITHDRAWN,0,88,migr_resbc,2025-04-20
2020,DK,IT10,BA,D_VISA,RESEARCH,1,1,0,0,0,0,0,0,114,PARTIALLY_GRANTED,0,87,migr_reslt,2025-10-19
2021,GR,GR349,IR,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,113,REFUSED,0,90,migr_asyappctza,2025-10-06
2022,LT,CZ5,RS,D_VISA,PROTECTION,36,0,1,0,0,0,0,1,119,PENDING,0,89,migr_resfirst,2024-11-04
2023,PT,HR667,HR,D_VISA,FAMILY,1,1,0,0,1,0,0,1,121,GRANTED,0,92,migr_resvalid,2024-07-31
2024,SE,AT28,IT,D_VISA,STUDY,9,1,0,0,0,1,0,1,137,WITHDRAWN,0,113,migr_resbc,2025-08-08
2025,CY,IT40,ES,D_VISA,WORK,36,1,0,0,1,0,0,1,127,PARTIALLY_GRANTED,0,107,migr_reslt,2024-02-03
2026,FR,HR795,GH,D_VISA,OTHER,1,0,1,0,0,0,0,1,131,REFUSED,0,105,migr_asyappctza,2024-04-29
2010,IT,BE403,NG,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,127,PENDING,0,100,migr_resfirst,2026-01-01
2011,NL,CY185,AT,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,122,GRANTED,0,110,migr_resvalid,2025-04-25
2012,SI,PL63,GR,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,137,WITHDRAWN,0,96,migr_resbc,2024-05-05
2013,BG,NL9,RO,D_VISA,FAMILY,9,0,1,0,1,0,0,1,131,PARTIALLY_GRANTED,0,99,migr_reslt,2026-01-08
2014,EE,SK696,EG,D_VISA,STUDY,36,1,0,0,0,0,0,1,131,REFUSED,1,102,migr_asyappctza,2025-07-04
2015,HU,SI4,MD,D_VISA,WORK,1,1,0,0,0,0,0,1,123,PENDING,0,98,migr_resfirst,2025-02-25
2016,LU,IT24,UA,D_VISA,OTHER,9,1,0,0,0,0,0,1,139,GRANTED,0,97,migr_resvalid,2024-01-28
2017,RO,DE51,FI,D_VISA,RESEARCH,36,0,0,0,1,0,0,1,123,WITHDRAWN,0,122,migr_resbc,2025-06-02
2018,AT,LV894,NL,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,151,PARTIALLY_GRANTED,0,109,migr_reslt,2024-11-23
2019,CZ,DE965,CH,D_VISA,PROTECTION,9,1,1,0,0,0,0,1,149,REFUSED,0,105,migr_asyappctza,2024-11-06
2020,DE,FI3,JP,D_VISA,FAMILY,36,1,0,0,1,0,0,1,124,PENDING,0,115,migr_resfirst,2024-04-01
2021,LV,HR98,SY,D_VISA,STUDY,1,0,1,0,1,0,0,1,151,GRANTED,0,117,migr_resvalid,2024-03-18
2022,PL,SK28,CZ,D_VISA,WORK,9,1,0,0,0,0,0,1,132,WITHDRAWN,0,125,migr_resbc,2025-10-17
2023,ES,RO296,LT,D_VISA,OTHER,36,1,0,0,0,0,0,1,134,PARTIALLY_GRANTED,0,125,migr_reslt,2024-11-11
2024,HR,GR5,AL,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,152,REFUSED,0,119,migr_asyappctza,2025-10-19
2025,FI,CY11,IQ,D_VISA,INVESTOR,9,0,0,0,0,0,0,1,141,PENDING,0,110,migr_resfirst,2024-10-04
2026,IE,ES586,PK,D_VISA,PROTECTION,36,1,0,0,0,0,0,1,135,GRANTED,0,133,migr_resvalid,2024-02-16
2010,MT,LT7,BG,D_VISA,FAMILY,1,1,0,0,1,0,0,1,156,WITHDRAWN,0,124,migr_resbc,2024-11-27
2011,SK,IE7,IE,D_VISA,STUDY,9,1,0,0,0,1,0,1,155,PARTIALLY_GRANTED,0,121,migr_reslt,2024-06-25
2012,BE,CZ99,SI,D_VISA,WORK,36,0,1,0,0,0,1,1,144,REFUSED,1,117,migr_asyappctza,2024-06-24
2013,DK,SE5,GE,D_VISA,OTHER,1,1,0,0,0,0,0,0,153,PENDING,0,137,migr_resfirst,2024-11-02
2014,GR,IE258,MK,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,162,GRANTED,0,112,migr_resvalid,2025-05-20
2015,LT,AT35,VN,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,161,WITHDRAWN,0,132,migr_resbc,2024-08-04
2016,PT,BE945,DE,D_VISA,PROTECTION,1,0,1,0,0,0,0,1,160,PARTIALLY_GRANTED,0,122,migr_reslt,2025-01-20
2017,SE,AT96,PT,D_VISA,FAMILY,9,1,0,0,1,0,0,1,154,REFUSED,0,116,migr_asyappctza,2025-03-05
2018,CY,FI19,DZ,D_VISA,STUDY,36,1,1,0,0,1,0,1,140,PENDING,0,122,migr_resfirst,2025-03-03
2019,FR,GR48,MA,D_VISA,WORK,1,1,0,0,0,0,1,1,165,GRANTED,0,144,migr_resvalid,2024-03-22
2020,IT,CZ78,TR,D_VISA,OTHER,9,0,1,0,0,0,0,1,145,WITHDRAWN,0,136,migr_resbc,2025-09-21
2021,NL,CY244,EE,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,150,PARTIALLY_GRANTED,0,140,migr_reslt,2025-11-03
2022,SI,SI2,MT,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,144,REFUSED,1,142,migr_asyappctza,2024-05-19
2023,BG,CZ937,BY,D_VISA,PROTECTION,9,1,1,0,0,0,0,1,155,PENDING,0,142,migr_resfirst,2026-01-12
2024,EE,LV288,IS,D_VISA,FAMILY,36,0,1,0,1,0,0,1,170,GRANTED,0,151,migr_resvalid,2025-12-10
2025,HU,LU656,RU,D_VISA,STUDY,1,1,0,0,0,1,0,1,148,WITHDRAWN,0,152,migr_resbc,2024-12-23
2026,LU,GR276,CY,D_VISA,WORK,9,1,0,0,0,0,1,1,150,PARTIALLY_GRANTED,0,127,migr_reslt,2024-01-29
2010,RO,PL889,LV,D_VISA,OTHER,36,1,0,0,1,0,0,1,169,REFUSED,1,133,migr_asyappctza,2026-02-25
2011,AT,LV2,SE,D_VISA,RESEARCH,1,0,1,0,0,0,0,0,170,PENDING,0,127,migr_resfirst,2025-07-16
2012,CZ,HU897,IN,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,171,GRANTED,0,154,migr_resvalid,2024-11-03
2013,DE,IT2,NO,D_VISA,PROTECTION,36,1,0,0,0,0,0,1,173,WITHDRAWN,0,127,migr_resbc,2025-02-27
2014,LV,BG376,BE,D_VISA,FAMILY,1,1,0,0,1,0,0,1,152,PARTIALLY_GRANTED,0,132,migr_reslt,2024-09-11
2015,PL,SE137,HU,D_VISA,STUDY,9,0,1,0,0,1,0,1,170,REFUSED,1,133,migr_asyappctza,2025-11-14
2016,ES,BE7,SK,D_VISA,WORK,36,1,0,0,0,0,0,1,154,PENDING,0,134,migr_resfirst,2024-12-01
2017,HR,DE619,GB,D_VISA,OTHER,1,1,0,0,0,0,0,1,163,GRANTED,0,150,migr_resvalid,2025-04-28
2018,FI,CY9,ME,D_VISA,RESEARCH,9,1,1,0,0,0,0,1,159,WITHDRAWN,0,160,migr_resbc,2025-03-28
2019,IE,SK774,US,D_VISA,INVESTOR,36,0,1,0,0,0,0,1,162,PARTIALLY_GRANTED,0,154,migr_reslt,2024-12-28
2020,MT,PT376,FR,D_VISA,PROTECTION,1,1,1,0,0,0,0,1,186,REFUSED,0,141,migr_asyappctza,2025-08-17
2021,SK,CZ77,PL,D_VISA,FAMILY,9,1,0,0,1,0,0,1,163,PENDING,0,160,migr_resfirst,2025-08-09
2022,BE,PL21,CN,D_VISA,STUDY,36,1,0,0,0,1,0,1,178,GRANTED,0,154,migr_resvalid,2024-11-17
2023,DK,HR30,KE,D_VISA,WORK,1,0,0,0,0,0,0,1,179,WITHDRAWN,0,144,migr_resbc,2025-04-29
2024,GR,SE544,TN,D_VISA,OTHER,9,1,0,0,0,0,0,1,187,PARTIALLY_GRANTED,0,149,migr_reslt,2025-11-20
2025,LT,GR80,DK,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,172,REFUSED,1,163,migr_asyappctza,2025-04-03
2026,PT,IE2,LU,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,183,PENDING,0,167,migr_resfirst,2025-10-04
2010,SE,SK99,BA,D_VISA,PROTECTION,9,0,1,0,0,0,0,1,193,GRANTED,0,166,migr_resvalid,2025-09-12
2011,CY,RO8,IR,D_VISA,FAMILY,36,1,0,0,0,0,0,1,181,WITHDRAWN,0,159,migr_resbc,2024-03-11
2012,FR,DK24,RS,D_VISA,STUDY,1,1,0,0,0,1,0,1,184,PARTIALLY_GRANTED,0,156,migr_reslt,2025-10-12
2013,IT,BE653,HR,D_VISA,WORK,9,1,0,0,0,0,0,1,184,REFUSED,0,152,migr_asyappctza,2024-07-08
2014,NL,BE975,IT,D_VISA,OTHER,36,0,1,0,0,0,0,1,179,PENDING,0,158,migr_resfirst,2025-01-24
2015,SI,IT4,ES,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,172,GRANTED,0,156,migr_resvalid,2024-12-18
2016,BG,CZ574,GH,D_VISA,INVESTOR,9,1,0,0,0,0,0,1,189,WITHDRAWN,0,165,migr_resbc,2025-07-02
2017,EE,SI373,NG,D_VISA,PROTECTION,36,1,1,0,0,0,0,0,180,PARTIALLY_GRANTED,0,175,migr_reslt,2025-04-27
2018,HU,BG81,AT,D_VISA,FAMILY,1,0,1,0,0,0,0,1,183,REFUSED,0,178,migr_asyappctza,2025-04-29
2019,LU,AT775,GR,D_VISA,STUDY,9,1,0,0,0,1,0,1,179,PENDING,0,156,migr_resfirst,2025-01-22
2020,RO,ES1,RO,D_VISA,WORK,36,1,0,1,0,0,0,1,190,GRANTED,0,174,migr_resvalid,2024-11-01
2021,AT,HR90,EG,D_VISA,OTHER,1,1,1,0,0,0,0,1,187,WITHDRAWN,0,175,migr_resbc,2026-02-17
2022,CZ,HU795,MD,D_VISA,RESEARCH,9,0,1,0,0,0,0,1,182,PARTIALLY_GRANTED,0,173,migr_reslt,2025-12-10
2023,DE,HU1,UA,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,208,REFUSED,0,167,migr_asyappctza,2025-10-01
2024,LV,CZ9,FI,D_VISA,PROTECTION,1,1,0,0,0,0,0,1,205,PENDING,0,157,migr_resfirst,2025-05-28
2025,PL,NL844,NL,D_VISA,FAMILY,9,1,0,0,1,0,0,1,197,GRANTED,0,169,migr_resvalid,2024-03-11
2026,ES,AT744,CH,D_VISA,STUDY,36,0,1,0,0,1,0,1,182,WITHDRAWN,0,165,migr_resbc,2024-11-04
2010,HR,MT976,JP,D_VISA,WORK,1,1,0,0,0,0,0,1,190,PARTIALLY_GRANTED,0,180,migr_reslt,2025-11-10
2011,FI,CZ416,SY,D_VISA,OTHER,9,1,0,0,0,0,0,1,195,REFUSED,0,180,migr_asyappctza,2024-08-26
2012,IE,CZ571,CZ,D_VISA,RESEARCH,36,1,0,0,0,0,0,1,193,PENDING,0,163,migr_resfirst,2025-11-05
2013,MT,GR560,LT,D_VISA,INVESTOR,1,0,1,0,0,0,0,1,24,GRANTED,0,191,migr_resvalid,2025-11-28
2014,SK,MT644,AL,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,22,WITHDRAWN,0,177,migr_resbc,2025-01-16
2015,BE,LV436,IQ,D_VISA,FAMILY,36,1,0,0,1,0,0,1,16,PARTIALLY_GRANTED,0,167,migr_reslt,2025-12-21
2016,DK,AT661,PK,D_VISA,STUDY,1,1,0,0,0,1,0,1,13,REFUSED,0,165,migr_asyappctza,2025-01-03
2017,GR,PL280,BG,D_VISA,WORK,9,0,1,0,0,0,0,1,36,PENDING,0,189,migr_resfirst,2025-12-25
2018,LT,RO76,IE,D_VISA,OTHER,36,1,1,0,0,0,0,1,30,GRANTED,0,173,migr_resvalid,2024-08-13
2019,PT,NL95,SI,D_VISA,RESEARCH,1,1,0,0,1,0,0,1,23,WITHDRAWN,0,176,migr_resbc,2024-07-13
2020,SE,CY2,GE,D_VISA,INVESTOR,9,1,1,0,0,0,0,1,32,PARTIALLY_GRANTED,0,174,migr_reslt,2025-06-29
2021,CY,DE478,MK,D_VISA,PROTECTION,36,0,1,0,0,0,0,1,32,REFUSED,1,176,migr_asyappctza,2024-01-30
2022,FR,LT5,VN,D_VISA,FAMILY,1,1,0,0,1,0,0,1,37,PENDING,0,186,migr_resfirst,2024-04-07
2023,IT,SE683,DE,D_VISA,STUDY,9,1,0,0,0,1,0,1,19,GRANTED,0,178,migr_resvalid,2025-10-26
2024,NL,HU649,PT,D_VISA,WORK,36,1,0,0,0,0,0,1,24,WITHDRAWN,0,180,migr_resbc,2024-08-03
2025,SI,NL270,DZ,D_VISA,OTHER,1,0,1,0,0,0,0,1,26,PARTIALLY_GRANTED,0,202,migr_reslt,2025-05-08
2026,BG,LU37,MA,D_VISA,RESEARCH,9,1,0,0,0,0,0,1,22,REFUSED,0,203,migr_asyappctza,2025-06-28
2010,EE,HU676,TR,D_VISA,INVESTOR,36,1,0,0,0,0,0,1,34,PENDING,0,197,migr_resfirst,2025-11-20
2011,HU,IT476,EE,D_VISA,PROTECTION,1,1,0,0,0,0,0,0,23,GRANTED,0,179,migr_resvalid,2024-07-20
2012,LU,HR92,MT,D_VISA,FAMILY,9,0,1,0,1,0,0,1,46,WITHDRAWN,0,183,migr_resbc,2024-03-28
2013,RO,HR57,BY,D_VISA,STUDY,36,1,0,0,0,1,0,1,40,PARTIALLY_GRANTED,0,187,migr_reslt,2025-05-18
2014,AT,SE479,IS,D_VISA,WORK,1,1,0,1,0,0,1,1,24,REFUSED,0,186,migr_asyappctza,2025-10-23
2015,CZ,FR18,RU,D_VISA,OTHER,9,1,0,0,0,0,0,1,39,PENDING,0,189,migr_resfirst,2025-03-21
2016,DE,AT535,CY,D_VISA,RESEARCH,36,0,1,0,0,0,0,1,34,GRANTED,0,189,migr_resvalid,2024-09-09
2017,LV,FR978,LV,D_VISA,INVESTOR,1,1,0,0,0,0,0,1,26,WITHDRAWN,0,206,migr_resbc,2025-02-27
2018,PL,IT10,SE,D_VISA,PROTECTION,9,1,0,0,0,0,0,1,42,PARTIALLY_GRANTED,0,191,migr_reslt,2025-12-05
2019,ES,GR349,IN,D_VISA,FAMILY,36,1,0,0,1,0,0,1,39,REFUSED,1,202,migr_asyappctza,2025-06-12
2020,HR,CZ5,NO,D_VISA,STUDY,1,0,1,0,0,1,0,1,29,PENDING,0,200,migr_resfirst,2024-06-10
2021,FI,HR667,BE,D_VISA,WORK,9,1,0,0,0,0,0,1,34,GRANTED,0,186,migr_resvalid,2024-08-03
2022,IE,AT28,HU,D_VISA,OTHER,36,1,0,0,0,0,0,1,32,WITHDRAWN,0,209,migr_resbc,2025-04-25
2023,MT,IT40,SK,D_VISA,RESEARCH,1,1,0,0,0,0,0,1,42,PARTIALLY_GRANTED,0,198,migr_reslt,2024-05-21
