safe_traffic_reference_year,safe_traffic_country_iso2,safe_traffic_region_nuts_code,safe_traffic_enforcement_type_code,safe_traffic_checks_count,safe_traffic_speed_cameras_count,safe_traffic_speeding_tickets_count,safe_traffic_dui_tickets_count,safe_traffic_phone_use_tickets_count,safe_traffic_seatbelt_tickets_count,safe_traffic_penalty_points_total,safe_traffic_fines_total_eur,safe_traffic_license_suspensions_count,safe_traffic_roadside_drug_tests_count,safe_traffic_vehicle_inspections_count,safe_traffic_tachograph_violations_count,safe_traffic_cross_border_enforcement_directive_flag,safe_traffic_data_source,safe_traffic_revision_round,safe_traffic_data_extract_date
2020,RO,HU26,COMMERCIAL_VEHICLE_CHECKS,374825,1364,44940,3715,1386,9933,178176,11973228.93,2177,32809,31662,814,1,TRANSPORT_INSPECTORATE,SECOND,2025-05-30
2021,AT,PL969,DISTRACTED_DRIVING,813934,493,23692,11020,55979,19465,293726,31286096.85,6076,20295,8616,1142,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-12-06
2022,CZ,SE93,SEATBELT_ENFORCEMENT,1911867,1173,203137,37373,6930,160096,892004,98017170.48,20777,36866,101576,5319,0,ROAD_POLICING_AGENCY,FLASH,2025-05-26
2023,DE,BE40,DUI_ENFORCEMENT,2019886,1279,102561,63879,39953,21077,764689,66269334.13,38381,112031,25187,2365,0,INTERIOR_MINISTRY_STATS,FIRST,2026-01-13
2024,LV,LT4,SPEED_ENFORCEMENT,336906,3292,34423,1570,3998,5597,94580,7790343.79,1964,9999,19181,0,0,TRANSPORT_INSPECTORATE,SECOND,2024-09-27
2025,PL,AT54,ROADWORTHINESS_INSPECTIONS,1342426,562,98624,26780,19868,40107,604590,70317290.0,10855,30667,196566,4980,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2026-02-08
2006,ES,LU5,COMMERCIAL_VEHICLE_CHECKS,786091,777,46873,13446,15193,21271,306774,17229223.57,4729,86268,72350,8983,1,ROAD_POLICING_AGENCY,FLASH,2024-06-25
2007,HR,HU795,DISTRACTED_DRIVING,1070035,1183,74112,3806,64282,6763,327355,20037332.94,2171,12190,32566,2294,0,INTERIOR_MINISTRY_STATS,FIRST,2026-02-11
2008,FI,IE7,SEATBELT_ENFORCEMENT,1123049,925,14672,16604,1210,43569,175785,37265387.55,3880,15097,15714,2213,1,TRANSPORT_INSPECTORATE,SECOND,2025-09-24
2009,IE,EE28,DUI_ENFORCEMENT,783214,1392,19381,10726,2040,14134,161205,12812157.77,7111,43715,36316,3491,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-08-27
2010,MT,LV19,SPEED_ENFORCEMENT,300692,3027,35473,3753,3583,2320,153606,10243435.23,1012,4243,11183,1625,1,ROAD_POLICING_AGENCY,FLASH,2024-09-06
2011,SK,FI6,ROADWORTHINESS_INSPECTIONS,1187605,807,44885,1735,7432,5536,147742,6875265.23,1040,8299,78619,1820,0,INTERIOR_MINISTRY_STATS,FIRST,2024-01-05
2012,BE,LV1,COMMERCIAL_VEHICLE_CHECKS,937425,1356,65715,10433,17544,14516,280738,24409088.7,4881,13865,191616,19178,0,TRANSPORT_INSPECTORATE,SECOND,2024-03-08
2013,DK,BE51,DISTRACTED_DRIVING,1765184,141,360417,26548,73418,22671,684746,104311301.72,23208,14179,39094,2790,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-02-02
2014,GR,LU600,SEATBELT_ENFORCEMENT,335445,950,6038,1825,3508,16245,74309,6188374.95,802,7913,16896,556,0,ROAD_POLICING_AGENCY,FLASH,2024-06-27
2015,LT,DE912,DUI_ENFORCEMENT,2323852,971,239266,27643,43785,62782,1115694,84073629.42,19942,276668,33494,869,0,INTERIOR_MINISTRY_STATS,FIRST,2025-12-12
2016,PT,GR92,SPEED_ENFORCEMENT,819435,2293,19961,15457,14639,12524,240652,35505770.6,7331,1711,16630,3288,1,TRANSPORT_INSPECTORATE,SECOND,2025-08-11
2017,SE,AT82,ROADWORTHINESS_INSPECTIONS,2001489,940,174802,35201,30700,41522,758351,68562283.25,14051,14330,73171,932,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-06-01
2018,CY,EE70,COMMERCIAL_VEHICLE_CHECKS,760074,298,77878,4447,5123,10353,156075,16688568.2,4481,73003,18572,17568,0,ROAD_POLICING_AGENCY,FLASH,2024-06-10
2019,FR,ES6,DISTRACTED_DRIVING,858218,370,125362,7584,54759,11851,511500,40569589.08,7758,17910,21121,1860,0,INTERIOR_MINISTRY_STATS,FIRST,2025-10-07
2020,IT,SK854,SEATBELT_ENFORCEMENT,1263457,88,131873,15353,20495,66808,669057,35197660.82,12147,32509,34739,2892,1,TRANSPORT_INSPECTORATE,SECOND,2025-06-25
2021,NL,GR82,DUI_ENFORCEMENT,346933,554,6952,15963,5141,766,177623,10555945.36,10476,27347,4252,1176,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-02-08
2022,SI,LV932,SPEED_ENFORCEMENT,1435656,2284,391617,2853,21554,14740,782120,37414104.45,2483,14693,11139,526,0,ROAD_POLICING_AGENCY,FLASH,2024-08-01
2023,BG,SI74,ROADWORTHINESS_INSPECTIONS,1152480,600,12156,13599,10582,5513,150156,15638218.22,6315,18534,217069,1755,1,INTERIOR_MINISTRY_STATS,FIRST,2024-01-20
2024,EE,SE268,COMMERCIAL_VEHICLE_CHECKS,47744,815,1321,102,319,1406,4682,420739.88,79,438,7666,633,0,TRANSPORT_INSPECTORATE,SECOND,2024-10-29
2025,HU,RO4,DISTRACTED_DRIVING,2770368,637,117017,41894,114004,29157,795636,123396909.17,17615,26151,10218,11219,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-12-17
2006,LU,NL6,SEATBELT_ENFORCEMENT,533351,536,5993,5055,5030,44525,168439,9770766.8,2681,13350,13131,1900,0,ROAD_POLICING_AGENCY,FLASH,2026-02-04
2007,RO,RO5,DUI_ENFORCEMENT,2055250,779,246422,64594,14672,44489,754105,143744901.59,40585,147164,36040,5124,1,INTERIOR_MINISTRY_STATS,FIRST,2024-03-30
2008,AT,LT7,SPEED_ENFORCEMENT,2315246,4977,260505,41012,3637,20890,720827,87223200.62,17814,52027,36881,38,0,TRANSPORT_INSPECTORATE,SECOND,2025-01-07
2009,CZ,IT671,ROADWORTHINESS_INSPECTIONS,2728967,944,30602,17994,34717,47866,442791,42954803.28,8915,15813,527694,14709,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-05-29
2010,DE,LT2,COMMERCIAL_VEHICLE_CHECKS,2379934,548,249811,23146,46448,29958,1114069,60598699.09,17462,28603,163806,45893,1,ROAD_POLICING_AGENCY,FLASH,2024-09-21
2011,LV,SI7,DISTRACTED_DRIVING,1862105,94,407210,9793,50547,34656,704422,92818123.91,5524,53883,106385,3875,0,INTERIOR_MINISTRY_STATS,FIRST,2025-12-17
2012,PL,PL995,SEATBELT_ENFORCEMENT,697057,676,83019,697,12684,36945,296746,15204546.52,2000,9225,6553,2224,0,TRANSPORT_INSPECTORATE,SECOND,2024-09-05
2013,ES,FR376,DUI_ENFORCEMENT,2087037,1257,207373,52060,41102,21454,907878,77315915.83,19372,151347,114295,4186,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-12-08
2014,HR,DK5,SPEED_ENFORCEMENT,1130900,758,302774,10904,14890,2973,803600,53300831.62,9609,6140,57773,1573,0,ROAD_POLICING_AGENCY,FLASH,2024-11-04
2015,FI,LT33,ROADWORTHINESS_INSPECTIONS,155258,1381,11318,433,2448,3474,43018,2678241.8,399,971,26386,497,0,INTERIOR_MINISTRY_STATS,FIRST,2024-01-02
2016,IE,HR5,COMMERCIAL_VEHICLE_CHECKS,1098861,766,86766,7457,5031,31115,232893,19095248.47,4195,113353,162645,28572,1,TRANSPORT_INSPECTORATE,SECOND,2024-01-12
2017,MT,LT41,DISTRACTED_DRIVING,1128150,87,181262,17547,50239,19252,419975,46311641.47,15688,10345,65999,469,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-11-19
2018,SK,SE282,SEATBELT_ENFORCEMENT,2502470,1395,179199,30941,35254,26617,792207,64658928.79,9663,63531,95409,14675,1,ROAD_POLICING_AGENCY,FLASH,2025-03-21
2019,BE,LV925,DUI_ENFORCEMENT,2243048,132,66614,127893,41682,25059,1279462,248985853.59,23676,29794,132847,6172,1,INTERIOR_MINISTRY_STATS,FIRST,2025-03-11
2020,DK,FI369,SPEED_ENFORCEMENT,637370,3156,120874,4701,3922,15079,335667,30809467.44,3132,15215,23406,2723,0,TRANSPORT_INSPECTORATE,SECOND,2024-10-09
2021,GR,SE18,ROADWORTHINESS_INSPECTIONS,1708926,349,129861,32664,26335,20850,765429,28441933.74,10796,24443,60129,4423,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-09-13
2022,LT,BG11,COMMERCIAL_VEHICLE_CHECKS,2511755,869,294863,29110,37287,60310,1432312,77032538.34,20946,198014,124584,62681,1,ROAD_POLICING_AGENCY,FLASH,2025-08-16
2023,PT,PL99,DISTRACTED_DRIVING,1203933,543,304605,15201,70071,28020,1372376,37658167.49,12392,32710,51775,558,1,INTERIOR_MINISTRY_STATS,FIRST,2025-02-27
2024,SE,AT23,SEATBELT_ENFORCEMENT,2203959,1155,212136,22942,25308,167080,906342,57805918.15,10375,29544,117723,10754,0,TRANSPORT_INSPECTORATE,SECOND,2024-10-21
2025,CY,BG137,DUI_ENFORCEMENT,57412,1096,2255,2914,1023,1056,36293,6989790.73,1365,6163,1130,183,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-03-13
2006,FR,ES88,SPEED_ENFORCEMENT,2364994,4689,326427,22460,34261,56964,1471146,92247658.52,11852,64378,104531,517,0,ROAD_POLICING_AGENCY,FLASH,2024-04-09
2007,IT,IT943,ROADWORTHINESS_INSPECTIONS,93008,114,2806,283,227,1443,12560,926177.94,98,1521,11779,293,0,INTERIOR_MINISTRY_STATS,FIRST,2025-05-07
2008,NL,IE615,COMMERCIAL_VEHICLE_CHECKS,1501879,688,126187,7431,25967,13129,264668,19867644.12,4469,45065,251189,4007,0,TRANSPORT_INSPECTORATE,SECOND,2025-12-21
2009,SI,CZ6,DISTRACTED_DRIVING,2708427,491,371061,32925,124297,6472,1543932,82979310.8,27349,78757,140241,6618,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-03-02
2010,BG,FI97,SEATBELT_ENFORCEMENT,1426332,232,148682,21895,14497,17882,378356,51086453.72,17013,17615,25978,4382,0,ROAD_POLICING_AGENCY,FLASH,2025-01-23
2011,EE,IE428,DUI_ENFORCEMENT,1544692,773,33239,72313,2357,34650,548661,35252858.02,20474,47058,78335,75,1,INTERIOR_MINISTRY_STATS,FIRST,2024-12-17
2012,HU,SK684,SPEED_ENFORCEMENT,1751531,2181,122808,27403,24325,51602,648280,65059294.35,16185,44428,96509,5867,0,TRANSPORT_INSPECTORATE,SECOND,2025-01-31
2013,LU,DK534,ROADWORTHINESS_INSPECTIONS,1252863,167,117631,19241,23543,26606,422912,53191284.07,12327,17366,211305,1655,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-03-14
2014,RO,SI65,COMMERCIAL_VEHICLE_CHECKS,297276,1371,13526,4494,3957,4170,52986,9033981.51,2440,29764,50054,5498,0,ROAD_POLICING_AGENCY,FLASH,2024-08-02
2015,AT,FI16,DISTRACTED_DRIVING,654063,210,44984,9778,51681,4096,328582,32757488.88,2692,17424,26798,1974,0,INTERIOR_MINISTRY_STATS,FIRST,2024-10-30
2016,CZ,GR9,SEATBELT_ENFORCEMENT,1702528,833,173083,24987,3491,51996,559827,52154470.63,13405,40869,84314,1640,0,TRANSPORT_INSPECTORATE,SECOND,2025-10-29
2017,DE,FR2,DUI_ENFORCEMENT,132493,714,10931,3931,2140,2058,56463,5568554.39,1776,6237,2087,683,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2026-01-12
2018,LV,FI29,SPEED_ENFORCEMENT,52511,1622,8590,174,881,1143,30202,2020148.77,175,1184,1918,314,1,ROAD_POLICING_AGENCY,FLASH,2024-01-20
2019,PL,DK11,ROADWORTHINESS_INSPECTIONS,247512,941,11162,3654,2446,465,37575,9125041.59,2614,5793,16668,815,0,INTERIOR_MINISTRY_STATS,FIRST,2024-06-09
2020,ES,FI18,COMMERCIAL_VEHICLE_CHECKS,546864,312,31975,9513,5219,16047,174010,12628653.78,5361,39231,86445,14319,1,TRANSPORT_INSPECTORATE,SECOND,2024-09-12
2021,HR,IE537,DISTRACTED_DRIVING,1035647,108,115476,4821,62842,8458,447906,27592125.07,1996,20069,23706,2204,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-03-08
2022,FI,SE46,SEATBELT_ENFORCEMENT,2245719,403,226037,35828,33720,108578,1329568,69036790.76,12777,28794,30770,9865,1,ROAD_POLICING_AGENCY,FLASH,2025-07-20
2023,IE,LU603,DUI_ENFORCEMENT,557449,1184,66314,4017,6428,7833,168986,11572339.79,2036,65950,25797,1263,1,INTERIOR_MINISTRY_STATS,FIRST,2024-11-09
2024,MT,BE633,SPEED_ENFORCEMENT,1343002,2242,211033,23033,6212,21877,510534,57137148.07,16055,29286,17748,7500,1,TRANSPORT_INSPECTORATE,SECOND,2025-06-25
2025,SK,DE173,ROADWORTHINESS_INSPECTIONS,471748,952,19335,6759,3110,3718,90617,14153260.24,2054,6619,58956,2740,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-11-24
2006,BE,PL71,COMMERCIAL_VEHICLE_CHECKS,1630113,936,89929,4384,15836,30272,386283,20158521.78,2877,175362,74187,26570,1,ROAD_POLICING_AGENCY,FLASH,2025-01-13
2007,DK,PL72,DISTRACTED_DRIVING,1183011,1189,136089,6541,68986,26807,655758,42767620.6,4854,22121,19703,5710,1,INTERIOR_MINISTRY_STATS,FIRST,2025-01-29
2008,GR,MT28,SEATBELT_ENFORCEMENT,249531,916,28001,2573,1421,11355,97635,9470069.63,1578,2734,13454,85,0,TRANSPORT_INSPECTORATE,SECOND,2025-12-02
2009,LT,CZ71,DUI_ENFORCEMENT,1287743,530,105525,16814,13983,36615,496688,25229734.2,7313,38189,29675,5777,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-11-04
2010,PT,HU8,SPEED_ENFORCEMENT,235796,575,51772,3532,2398,3046,219828,16621843.46,1047,5803,2476,782,0,ROAD_POLICING_AGENCY,FLASH,2025-08-21
2011,SE,EE69,ROADWORTHINESS_INSPECTIONS,814062,1100,67993,2812,11002,19868,193019,15401065.09,1907,22409,118545,4485,0,INTERIOR_MINISTRY_STATS,FIRST,2025-08-31
2012,CY,BE485,COMMERCIAL_VEHICLE_CHECKS,998802,198,36680,14137,13857,24616,266649,38357615.58,5216,87304,181723,16318,0,TRANSPORT_INSPECTORATE,SECOND,2025-11-13
2013,FR,ES2,DISTRACTED_DRIVING,876880,1359,207770,10402,11000,15916,756726,43885507.01,5236,6798,12645,2950,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-09-11
2014,IT,BE1,SEATBELT_ENFORCEMENT,207354,1170,19929,527,2537,8027,45260,3486361.75,623,6141,2179,468,1,ROAD_POLICING_AGENCY,FLASH,2025-08-02
2015,NL,FR6,DUI_ENFORCEMENT,146892,218,7598,1733,2355,383,35974,1927954.28,927,2678,2363,341,0,INTERIOR_MINISTRY_STATS,FIRST,2026-02-07
2016,SI,FR939,SPEED_ENFORCEMENT,1747277,2474,204519,14823,18462,5257,509725,56572738.35,9696,47233,46707,2899,1,TRANSPORT_INSPECTORATE,SECOND,2024-05-31
2017,BG,LV48,ROADWORTHINESS_INSPECTIONS,828899,971,24768,5665,9493,22327,182409,12869006.88,3234,2059,149460,4188,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-03-12
2018,EE,RO470,COMMERCIAL_VEHICLE_CHECKS,2872800,153,314132,38742,25261,57437,1042391,114789061.23,29557,134336,51512,26557,0,ROAD_POLICING_AGENCY,FLASH,2025-03-10
2019,HU,HU68,DISTRACTED_DRIVING,763279,271,182053,7638,59812,4447,714369,50318848.92,8354,10513,41295,3832,1,INTERIOR_MINISTRY_STATS,FIRST,2025-11-19
2020,LU,IT52,SEATBELT_ENFORCEMENT,1944087,251,181304,27800,38845,17243,882965,47070379.42,6166,44456,36164,4841,0,TRANSPORT_INSPECTORATE,SECOND,2025-10-09
2021,RO,MT528,DUI_ENFORCEMENT,30670,809,408,106,337,502,2776,294537.5,54,1511,169,24,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-01-26
2022,AT,MT11,SPEED_ENFORCEMENT,457703,3044,73454,1995,8829,13298,166152,17764884.4,2420,9620,17221,2532,1,ROAD_POLICING_AGENCY,FLASH,2026-01-16
2023,CZ,LU998,ROADWORTHINESS_INSPECTIONS,724298,639,28585,9154,8528,13820,153708,14390783.06,5133,12547,33470,209,0,INTERIOR_MINISTRY_STATS,FIRST,2025-01-24
2024,DE,BE373,COMMERCIAL_VEHICLE_CHECKS,664008,849,14646,3902,5065,11917,104540,6569854.18,1249,12545,110342,14752,0,TRANSPORT_INSPECTORATE,SECOND,2024-02-01
2025,LV,BG5,DISTRACTED_DRIVING,348799,489,49589,3714,24523,7382,244336,14317149.79,1987,7644,4616,1423,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-04-24
2006,PL,SI490,SEATBELT_ENFORCEMENT,1550481,651,100359,25669,4915,107451,571920,68709104.98,15701,27090,48581,525,0,ROAD_POLICING_AGENCY,FLASH,2024-10-03
2007,ES,CY132,DUI_ENFORCEMENT,2362286,715,79615,67547,13769,45751,523380,150845481.22,19564,98509,36606,6627,1,INTERIOR_MINISTRY_STATS,FIRST,2024-05-07
2008,HR,FR1,SPEED_ENFORCEMENT,919684,3977,122225,4959,17684,14376,391642,18821393.59,4995,18062,48994,1820,1,TRANSPORT_INSPECTORATE,SECOND,2026-01-22
2009,FI,IE2,ROADWORTHINESS_INSPECTIONS,438154,777,5474,5745,1010,12248,75183,11677505.04,3072,6542,37942,461,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-04-12
2010,IE,SK586,COMMERCIAL_VEHICLE_CHECKS,2574235,1299,205719,15173,34765,70288,805857,45631324.15,12657,9049,29106,30046,0,ROAD_POLICING_AGENCY,FLASH,2025-02-09
2011,MT,CZ572,DISTRACTED_DRIVING,490874,982,74239,6931,29749,2259,266978,24535021.62,2531,1023,15171,1485,1,INTERIOR_MINISTRY_STATS,FIRST,2025-03-14
2012,SK,PL97,SEATBELT_ENFORCEMENT,1440643,740,55490,17850,5426,76188,405545,42625664.35,10099,38104,15497,6476,1,TRANSPORT_INSPECTORATE,SECOND,2024-07-20
2013,BE,EE43,DUI_ENFORCEMENT,634336,658,22652,8920,11950,6507,142003,20001471.63,6012,17664,14696,1374,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-07-17
2014,DK,NL5,SPEED_ENFORCEMENT,2466766,609,118563,47839,39517,46728,667659,94064172.64,8986,22254,57047,13583,0,ROAD_POLICING_AGENCY,FLASH,2024-07-08
2015,GR,FR941,ROADWORTHINESS_INSPECTIONS,2373456,952,54739,32728,13899,28866,405324,28951950.43,9766,58498,147486,9534,0,INTERIOR_MINISTRY_STATS,FIRST,2024-07-01
2016,LT,HR269,COMMERCIAL_VEHICLE_CHECKS,697143,541,73720,2327,1840,14734,282748,11139529.76,2008,66896,53149,1796,0,TRANSPORT_INSPECTORATE,SECOND,2025-01-30
2017,PT,ES33,DISTRACTED_DRIVING,998651,101,235014,6271,57009,16697,548609,60473541.61,7243,11799,11036,3851,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-09-30
2018,SE,LV71,SEATBELT_ENFORCEMENT,1017079,1262,81660,7675,3367,7717,284613,23922514.18,4402,851,42083,235,0,ROAD_POLICING_AGENCY,FLASH,2025-08-12
2019,CY,SE7,DUI_ENFORCEMENT,168039,666,8185,8886,3355,3840,82152,15989155.83,3771,19106,7019,346,0,INTERIOR_MINISTRY_STATS,FIRST,2024-01-14
2020,FR,MT65,SPEED_ENFORCEMENT,2172091,4300,434790,36262,33086,35168,1676669,113896566.89,15898,49475,10140,12817,1,TRANSPORT_INSPECTORATE,SECOND,2026-02-21
2021,IT,DE6,ROADWORTHINESS_INSPECTIONS,639221,1391,37862,4301,9794,3694,149270,11762691.27,2695,3076,93613,674,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-12-20
2022,NL,RO943,COMMERCIAL_VEHICLE_CHECKS,2355791,534,45859,4264,24995,51504,356449,16037255.6,1884,81982,307346,50956,0,ROAD_POLICING_AGENCY,FLASH,2025-07-03
2023,SI,NL18,DISTRACTED_DRIVING,2384888,276,356624,22372,148692,20641,1218609,103529232.31,14023,22097,39065,319,1,INTERIOR_MINISTRY_STATS,FIRST,2024-06-11
2024,BG,FR97,SEATBELT_ENFORCEMENT,94025,1356,2917,1405,1071,6566,29017,2619098.21,540,353,2328,322,1,TRANSPORT_INSPECTORATE,SECOND,2024-06-29
2025,EE,SE3,DUI_ENFORCEMENT,2262236,50,265952,83654,36153,49735,1463278,177179309.25,53420,214794,120955,9966,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-05-01
2006,HU,PL69,SPEED_ENFORCEMENT,906660,2210,104934,5859,7425,21297,219245,25345298.92,2042,20351,48731,5125,0,ROAD_POLICING_AGENCY,FLASH,2024-03-21
2007,LU,BG34,ROADWORTHINESS_INSPECTIONS,1377325,698,64377,18574,11450,11579,294971,48162821.69,8643,32762,250851,4505,0,INTERIOR_MINISTRY_STATS,FIRST,2025-05-25
2008,RO,SI38,COMMERCIAL_VEHICLE_CHECKS,2649908,366,128177,50821,34001,55187,733609,47315330.41,34356,247998,348037,16329,0,TRANSPORT_INSPECTORATE,SECOND,2025-08-14
2009,AT,DK69,DISTRACTED_DRIVING,2514546,440,557549,28530,176799,11152,2336637,154795728.53,29633,43583,70813,12041,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-06-19
2010,CZ,LV162,SEATBELT_ENFORCEMENT,2110000,724,160052,7044,30774,59961,701049,37248318.37,6985,50683,18794,798,1,ROAD_POLICING_AGENCY,FLASH,2025-06-02
2011,DE,EE64,DUI_ENFORCEMENT,1177672,1181,55220,13395,2866,6263,300919,37086033.33,9396,47600,56045,6688,1,INTERIOR_MINISTRY_STATS,FIRST,2026-01-09
2012,LV,IE783,SPEED_ENFORCEMENT,2290289,4295,619541,41059,10203,56920,1087899,123858223.86,31427,41394,128963,12082,0,TRANSPORT_INSPECTORATE,SECOND,2024-06-22
2013,PL,FR938,ROADWORTHINESS_INSPECTIONS,1643114,354,72441,13359,18931,14341,370117,29760448.32,5662,42041,212284,5335,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-08-25
2014,ES,FR22,COMMERCIAL_VEHICLE_CHECKS,2670092,758,307882,17785,28717,37677,1097305,55824502.18,8051,146810,518461,39552,0,ROAD_POLICING_AGENCY,FLASH,2024-12-07
2015,HR,SK69,DISTRACTED_DRIVING,1601250,546,421202,22697,66998,2551,1021169,85524173.38,16344,11121,67420,5783,1,INTERIOR_MINISTRY_STATS,FIRST,2024-11-24
2016,FI,EE55,SEATBELT_ENFORCEMENT,844000,1240,78890,4284,3082,5812,234892,22236516.8,2857,18429,41292,2236,1,TRANSPORT_INSPECTORATE,SECOND,2024-03-23
2017,IE,HU47,DUI_ENFORCEMENT,155437,885,15928,4054,245,1441,81714,10133627.56,957,9201,5118,342,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-10-11
2018,MT,SK548,SPEED_ENFORCEMENT,3046184,3106,365967,23155,7361,90543,1429860,81567064.52,18930,40588,166896,17335,1,ROAD_POLICING_AGENCY,FLASH,2024-11-21
2019,SK,AT18,ROADWORTHINESS_INSPECTIONS,1961484,1300,128420,22323,10233,7353,428039,54553255.19,16705,1208,82602,8843,1,INTERIOR_MINISTRY_STATS,FIRST,2026-01-16
2020,BE,LT82,COMMERCIAL_VEHICLE_CHECKS,811767,907,42538,13939,1416,16078,202532,16706199.87,7205,70329,171200,18973,1,TRANSPORT_INSPECTORATE,SECOND,2024-04-11
2021,DK,AT239,DISTRACTED_DRIVING,2259653,364,232886,38232,74620,37947,856903,124619041.22,7265,1557,17309,12188,1,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-10-05
2022,GR,HR4,SEATBELT_ENFORCEMENT,568370,716,55899,3965,4280,38043,162676,17091843.22,2975,3492,20041,927,1,ROAD_POLICING_AGENCY,FLASH,2025-10-03
2023,LT,CY836,DUI_ENFORCEMENT,2334973,519,194846,91456,10807,12772,1127558,143421931.67,16770,152441,82158,5690,0,INTERIOR_MINISTRY_STATS,FIRST,2024-12-04
2024,PT,MT899,SPEED_ENFORCEMENT,1017361,2246,260836,11211,6631,15703,857587,50698408.26,12196,24995,38798,2820,0,TRANSPORT_INSPECTORATE,SECOND,2025-05-04
2025,SE,MT873,ROADWORTHINESS_INSPECTIONS,1139246,94,37187,15928,1266,14742,244613,22545773.55,7048,643,11494,1173,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2024-07-11
2006,CY,PT213,COMMERCIAL_VEHICLE_CHECKS,1294371,770,95292,16510,3341,26482,411146,38835317.33,9423,62559,18178,22318,0,ROAD_POLICING_AGENCY,FLASH,2024-12-08
2007,FR,HU178,DISTRACTED_DRIVING,1896652,480,531000,11587,141380,35359,1301746,104010406.25,6407,48784,95619,5869,0,INTERIOR_MINISTRY_STATS,FIRST,2025-03-18
2008,IT,EE3,SEATBELT_ENFORCEMENT,2513306,1335,116416,43317,14603,167841,696295,61554825.46,17098,39903,141491,12118,0,TRANSPORT_INSPECTORATE,SECOND,2025-07-01
2009,NL,RO765,DUI_ENFORCEMENT,1439164,387,142038,53930,7365,21691,786238,108898272.74,7755,31016,54145,6626,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-08-07
2010,SI,HU333,SPEED_ENFORCEMENT,694521,1560,18172,10341,6905,14703,142666,13914345.05,2191,4086,16367,1580,0,ROAD_POLICING_AGENCY,FLASH,2024-10-09
2011,BG,BG3,ROADWORTHINESS_INSPECTIONS,1513923,136,146187,5261,23538,18003,584106,24672310.89,5808,28423,144429,8193,1,INTERIOR_MINISTRY_STATS,FIRST,2024-11-06
2012,EE,BG738,COMMERCIAL_VEHICLE_CHECKS,2288093,765,32672,24967,43183,25758,333185,63657731.66,9166,163074,224886,50107,1,TRANSPORT_INSPECTORATE,SECOND,2026-01-13
2013,HU,DE351,DISTRACTED_DRIVING,788503,52,100378,7723,22883,9034,382508,31759109.9,1851,7856,34157,43,0,AUTOMATED_ENFORCEMENT_SYSTEM,BENCHMARK,2025-04-09
2014,LU,MT25,SEATBELT_ENFORCEMENT,737668,1375,28710,1556,7497,38662,152626,12662542.69,1629,8896,12871,3627,1,ROAD_POLICING_AGENCY,FLASH,2025-05-06
2015,RO,RO56,DUI_ENFORCEMENT,1755595,1071,96336,82728,29207,25806,1026036,183717721.13,24757,106380,8552,3070,1,INTERIOR_MINISTRY_STATS,FIRST,2024-08-06
2016,AT,CY91,SPEED_ENFORCEMENT,368316,3414,97087,2146,2397,6696,302878,17340220.0,1972,9713,12206,1910,1,TRANSPORT_INSPECTORATE,SECOND,2024-11-17
