care_coverage_coverage_year,care_coverage_state_ut_code,care_coverage_district_lgd_code,care_coverage_scheme_type_code,care_coverage_pmjay_beneficiary_count,care_coverage_abha_id_linked_share_pct,care_coverage_premium_benchmark_inr,care_coverage_deductible_individual_inr,care_coverage_oop_max_individual_inr,care_coverage_network_tier_type,care_coverage_covered_lives_count,care_coverage_uninsured_rate_estimate,care_coverage_esic_enrollment,care_coverage_cghs_enrollment,care_coverage_employer_covered_share_pct,care_coverage_subsidy_eligible_share_pct,care_coverage_plan_switch_rate_pct,care_coverage_special_enrollment_count,care_coverage_rate_review_status,care_coverage_data_source_agency
2019,IN-PB,LGD-D-4413177,CGHS,2276971,78.95,22215.71,20008.67,61756.22,Preferred,11483972,12.87,3012795,327605,46.03,39.76,17.46,156920,Rejected,ESIC
2017,IN-ML,LGD-D-3036423,PMJAY,2409463,59.31,13260.75,19628.89,147511.71,Tiered,11691826,15.91,447181,511415,1.09,80.65,23.26,238394,UnderReview,StateHealthDept
2024,IN-MN,LGD-D-2305813,CommunityBased,355694,35.42,2262.91,7222.08,96548.31,Restricted,113557,15.72,5094585,338963,18.89,55.42,11.6,140202,NotApplicable,NHA
2017,IN-CG,LGD-D-8923119,ESIC,921048,47.29,21029.26,20584.54,111717.16,Tiered,5755808,10.13,986443,252094,13.05,42.45,12.22,248336,NotApplicable,IRDAI
2023,IN-AR,LGD-D-1984530,PMJAY,3130461,25.55,7410.36,5893.88,101569.61,Tiered,9264203,23.18,1872570,436718,20.29,30.09,0.79,78256,NotApplicable,MoHFW
2017,IN-UK,LGD-D-7306410,CommunityBased,851825,72.65,25082.41,23310.59,8363.23,EHS_Network,4541104,17.83,5404160,417782,33.85,40.25,4.07,51207,Rejected,StateHealthDept
2024,IN-DL,LGD-D-4706195,StateScheme,2859087,46.29,7718.51,14874.19,69040.74,EHS_Network,6051394,10.77,2906518,531512,5.08,81.96,16.33,227423,Rejected,IRDAI
2025,IN-PY,LGD-D-5833488,PMJAY,2345022,23.3,10565.75,20640.05,9413.0,Tiered,5990754,22.69,2943380,93494,44.01,20.78,11.29,90455,Approved,NIC
2020,IN-BR,LGD-D-6644468,StateScheme,1860462,68.42,29373.73,11833.47,135572.69,Tiered,11480128,21.32,2366676,524725,34.45,6.64,10.52,195437,Approved,ESIC
2023,IN-TR,LGD-D-3101256,Mixed,2616133,95.63,16543.86,14370.83,15561.54,Tiered,9102138,33.29,1437218,400514,47.19,62.18,21.07,126475,Rejected,ESIC
2020,IN-AN,LGD-D-7756083,PMJAY,168079,62.04,18503.79,8880.67,78936.82,EHS_Network,2613222,31.31,1550980,297582,19.18,31.24,6.38,247912,Rejected,MoHFW
2020,IN-ML,LGD-D-7275904,PMJAY,2111175,37.76,18957.07,12360.15,47954.01,Restricted,2250826,26.51,1687772,542469,44.8,41.4,31.15,247522,UnderReview,MoHFW
2019,IN-ML,LGD-D-6927195,ESIC,344193,18.11,22302.6,16722.89,28966.7,Tiered,6765901,10.71,355661,293805,48.25,57.92,21.99,116153,Approved,NIC
2022,IN-MZ,LGD-D-6598567,PrivateGroup,571011,83.65,19804.96,2873.01,145097.11,Restricted,3534462,23.9,2340180,349615,3.49,72.07,13.8,225782,NotApplicable,MoHFW
2018,IN-KA,LGD-D-7312253,Mixed,861740,53.54,20985.73,18107.83,104350.68,Open,10778871,4.5,452793,121751,34.6,52.6,17.48,174488,PendingDocs,ESIC
2024,IN-UK,LGD-D-5694908,PMJAY,826252,94.2,15098.35,20289.48,101126.47,EHS_Network,2241190,33.29,3812074,175488,12.28,8.39,14.63,90854,PendingDocs,MoHFW
2021,IN-TR,LGD-D-5994976,CGHS,3079476,19.17,4406.03,17990.32,127384.34,EHS_Network,4824657,24.08,2245710,302033,33.28,56.86,31.32,210562,PendingDocs,NIC
2018,IN-NL,LGD-D-5124511,StateScheme,3279323,8.64,1632.06,6914.7,54488.97,Restricted,5877765,25.36,1542252,185785,43.22,64.33,11.86,164346,Approved,StateHealthDept
2022,IN-NL,LGD-D-6524803,CGHS,2522509,49.67,33045.45,6726.95,64618.49,Tiered,5440057,6.74,3355322,160673,4.72,57.0,26.3,98649,Approved,StateHealthDept
2020,IN-CH,LGD-D-8566894,StateScheme,1452197,25.02,12763.09,14122.57,57386.52,Preferred,677107,22.67,4046534,366778,12.69,33.53,16.04,204201,Approved,CGHS
2019,IN-PB,LGD-D-5009519,PMJAY,1274446,22.43,22334.91,13681.42,90784.47,Open,7394718,10.03,1340435,369882,40.54,60.96,11.77,210142,NotApplicable,NHA
2025,IN-DL,LGD-D-9036176,CGHS,1355057,66.12,10183.26,18192.9,149807.91,Open,7484175,4.06,5237686,28267,23.19,17.71,8.29,177417,NotApplicable,IRDAI
2022,IN-MH,LGD-D-4167181,ESIC,1108314,32.11,11333.05,24918.69,18596.75,EHS_Network,9675432,7.92,1157264,671014,36.48,77.3,3.84,123318,Rejected,IRDAI
2020,IN-LD,LGD-D-1577395,CGHS,2840024,31.22,33318.0,23945.22,42337.41,Tiered,7914341,12.39,5336392,558619,40.33,64.56,15.46,180917,Approved,NHA
2018,IN-UP,LGD-D-9833998,PrivateGroup,1234780,72.22,27782.27,20027.3,98014.62,EHS_Network,3577248,18.93,4030934,529514,37.34,42.16,20.69,29524,Rejected,NHA
2025,IN-AN,LGD-D-6584567,Mixed,2667178,3.21,11614.09,15664.76,78130.94,EHS_Network,3574375,13.95,358559,624298,2.35,14.73,21.14,13489,PendingDocs,NIC
2017,IN-ML,LGD-D-4955466,StateScheme,1985251,81.34,6579.46,2356.87,54894.19,Restricted,1069490,31.58,624427,16642,2.66,81.8,2.71,56338,NotApplicable,NIC
2024,IN-LD,LGD-D-5425084,ESIC,2985295,93.11,20059.69,2493.92,84665.53,EHS_Network,1488678,30.25,1299588,145202,50.96,17.93,9.61,72461,PendingDocs,IRDAI
2024,IN-BR,LGD-D-2402970,CGHS,3253935,91.6,30040.22,987.18,109885.19,Open,182501,32.96,4044409,78461,5.8,57.44,10.98,74281,Rejected,CGHS
2020,IN-BR,LGD-D-2042358,StateScheme,2002497,15.78,6077.6,6093.03,25740.8,Restricted,10314448,14.49,3212347,195427,35.21,54.25,1.87,89469,PendingDocs,StateHealthDept
2024,IN-JK,LGD-D-7464851,CommunityBased,1679506,94.33,28634.89,6328.1,95703.24,Preferred,2568147,18.78,4551240,389186,19.04,39.35,16.45,16951,PendingDocs,StateHealthDept
2022,IN-BR,LGD-D-6562972,PMJAY,1598299,91.9,18169.41,12383.18,116327.82,Open,2939187,9.82,2232416,591537,41.65,70.78,13.46,243652,PendingDocs,StateHealthDept
2023,IN-TR,LGD-D-7169625,ESIC,1795298,64.73,9834.18,12811.06,81493.58,Preferred,8624362,7.51,3947800,268589,16.07,79.94,28.25,183469,Approved,IRDAI
2019,IN-MP,LGD-D-5847240,Mixed,897521,22.06,19481.41,4733.32,91512.05,EHS_Network,5748220,10.54,1157170,170655,44.21,6.89,27.05,243562,Rejected,ESIC
2016,IN-ML,LGD-D-9144400,CGHS,1590376,34.51,18409.8,24698.26,35040.56,Open,9872398,23.4,3156568,344317,14.58,24.31,2.58,106809,UnderReview,MoHFW
2019,IN-CG,LGD-D-7127179,StateScheme,184704,96.17,5185.19,12313.62,134749.14,Preferred,3587166,7.26,4879090,205808,18.76,63.21,20.95,47366,NotApplicable,ESIC
2020,IN-AN,LGD-D-8438455,StateScheme,2977056,41.91,2003.7,18158.0,122292.85,Restricted,5010503,11.75,803198,149944,50.28,42.76,5.05,173040,UnderReview,StateHealthDept
2017,IN-LA,LGD-D-9862170,PrivateGroup,826964,41.86,6096.97,14743.51,14022.99,Preferred,4742385,21.97,5501774,506865,45.41,10.9,26.13,191060,UnderReview,ESIC
2022,IN-DL,LGD-D-3122353,CommunityBased,3068363,88.97,22896.99,6864.11,36732.8,Open,493903,8.83,5066696,291674,4.22,15.47,24.9,110468,NotApplicable,StateHealthDept
2023,IN-RJ,LGD-D-6781205,Mixed,2759950,53.53,20235.51,7189.67,56105.59,Preferred,5547286,1.8,149403,407700,4.38,65.19,4.84,191090,Rejected,NIC
2021,IN-PY,LGD-D-7017856,PMJAY,264157,47.28,21496.23,21871.8,30978.39,Open,5925169,15.35,205793,689458,0.41,11.38,28.21,180204,PendingDocs,IRDAI
2018,IN-MN,LGD-D-3698142,StateScheme,2142954,60.23,17042.26,22911.7,85465.06,Preferred,10057833,12.59,914244,22839,24.13,2.84,20.94,9051,UnderReview,NHA
2024,IN-CG,LGD-D-8354685,CommunityBased,60718,58.73,10150.77,12211.34,69390.2,Restricted,8281825,29.0,1829104,292745,5.59,60.13,17.09,228404,Approved,IRDAI
2020,IN-AN,LGD-D-7271867,PMJAY,1752392,50.39,12014.34,15192.26,133450.44,Restricted,9031209,20.29,201225,541090,38.85,83.2,10.21,150494,Rejected,CGHS
2020,IN-JK,LGD-D-1113152,CommunityBased,677499,91.07,18694.23,856.27,115250.7,Open,8789092,26.93,1667505,149453,46.03,25.75,22.36,22505,Approved,ESIC
2020,IN-OD,LGD-D-3993336,ESIC,358059,0.24,16785.04,13951.88,17839.7,Restricted,10683472,32.71,3665669,599611,34.24,28.91,21.31,21595,PendingDocs,NIC
2022,IN-NL,LGD-D-4982350,PMJAY,1375091,57.14,2749.87,17042.95,139242.43,Preferred,9114342,27.38,4661285,61621,52.23,9.96,25.99,27973,PendingDocs,CGHS
2023,IN-CH,LGD-D-7610408,CommunityBased,3192305,42.31,13143.92,7701.75,18576.79,Open,11181625,21.28,235738,152966,48.46,69.83,24.7,234588,NotApplicable,StateHealthDept
2020,IN-AP,LGD-D-9852382,PMJAY,3075771,55.6,21778.13,12504.37,53033.11,Tiered,3638038,8.22,3591529,349618,31.24,75.55,15.17,2984,Rejected,ESIC
2025,IN-RJ,LGD-D-7459248,CommunityBased,953227,89.27,32220.8,19266.28,115709.38,Restricted,1201638,17.35,3356112,234586,46.31,70.63,7.22,180977,Rejected,StateHealthDept
2024,IN-JK,LGD-D-4300822,StateScheme,760280,47.46,25388.54,2706.13,46536.04,EHS_Network,1091269,33.23,116058,247306,49.23,32.32,27.22,118416,NotApplicable,IRDAI
2020,IN-PY,LGD-D-6965167,StateScheme,1839434,85.27,28479.95,19977.17,1266.11,Preferred,9989189,1.64,1808191,594127,29.0,38.19,31.85,26985,Rejected,NHA
2020,IN-BR,LGD-D-5125411,PMJAY,2232230,59.41,9339.39,6803.95,119436.17,Restricted,7415664,14.94,5546827,43661,31.65,55.07,5.07,224233,PendingDocs,NIC
2023,IN-HP,LGD-D-2415891,StateScheme,1298267,38.79,25348.74,4690.87,35805.76,Tiered,5249771,16.34,3094090,541760,46.37,66.14,19.4,13600,Rejected,NIC
2024,IN-ML,LGD-D-5656499,CGHS,783024,4.3,20156.54,11694.39,97212.92,Preferred,9619747,1.12,1268981,681027,23.47,23.11,8.8,70086,NotApplicable,NHA
2021,IN-AS,LGD-D-1510270,PMJAY,812430,78.6,9454.63,10658.14,65995.08,Tiered,7407734,5.08,2017099,517676,9.22,48.13,29.26,180149,UnderReview,CGHS
2022,IN-UP,LGD-D-3044419,ESIC,562181,39.08,31743.63,6976.94,130763.71,Open,5039948,17.1,179566,488567,6.44,9.05,17.95,243824,Approved,NHA
2024,IN-PY,LGD-D-2617160,CommunityBased,2062509,42.81,8463.99,16106.44,114066.36,Restricted,9677898,25.94,1575267,429009,33.04,46.25,6.3,239327,Approved,MoHFW
2016,IN-RJ,LGD-D-5471412,StateScheme,1149372,79.59,9780.47,13785.59,77665.64,Tiered,3243375,29.3,4024736,19117,31.5,60.71,10.26,3699,Approved,NIC
2024,IN-CG,LGD-D-3923616,StateScheme,287737,15.54,4517.78,4082.5,62745.16,EHS_Network,2468538,4.77,1936271,172247,37.55,80.64,4.65,47915,PendingDocs,NHA
2024,IN-DH,LGD-D-6256475,StateScheme,2380533,69.71,7215.15,21199.81,88860.04,Open,11305999,1.16,248413,83360,18.2,30.42,21.85,217410,PendingDocs,NIC
2023,IN-TS,LGD-D-7691735,CGHS,2844135,48.63,30774.07,5584.6,94266.31,Restricted,9258564,29.07,598414,414418,12.85,54.92,9.28,116995,UnderReview,ESIC
2025,IN-MZ,LGD-D-3463292,PMJAY,2555205,50.26,9311.9,24780.76,55380.76,Preferred,10781579,3.84,1217622,101638,3.14,3.02,12.81,33094,Rejected,MoHFW
2025,IN-PB,LGD-D-3286959,ESIC,1987579,25.87,30032.59,13345.29,86814.54,EHS_Network,4373591,0.72,1815584,585472,32.5,61.4,29.23,104167,Rejected,StateHealthDept
2020,IN-PY,LGD-D-3428834,CGHS,2443384,74.66,11770.46,2787.27,51861.21,Tiered,3327749,5.23,4861389,193770,30.55,62.52,4.36,219635,Approved,NHA
2022,IN-JK,LGD-D-7693188,PMJAY,2047513,85.77,32706.21,8727.9,75527.88,Open,8873219,15.51,299823,95768,41.23,1.15,32.42,220747,PendingDocs,IRDAI
2020,IN-UK,LGD-D-3214313,PrivateGroup,3352040,64.88,33143.85,14560.92,130910.83,Restricted,6939153,17.48,5982211,219515,2.35,60.32,19.45,37185,NotApplicable,NHA
2018,IN-ML,LGD-D-2240253,CGHS,778694,20.1,9824.6,1189.37,142859.67,Preferred,8707018,2.08,3412968,290707,4.38,42.01,34.57,205327,Rejected,CGHS
2025,IN-OD,LGD-D-5491610,CGHS,2121209,58.3,16430.26,13612.54,5025.85,Preferred,5423056,16.28,2661150,581315,24.1,69.21,4.41,140846,NotApplicable,NHA
2017,IN-AR,LGD-D-9398614,StateScheme,1122000,70.37,12490.2,19251.16,11318.54,Preferred,7335429,17.93,2221787,387758,15.12,14.02,3.19,136163,PendingDocs,MoHFW
2025,IN-MZ,LGD-D-1880734,CGHS,1908624,50.08,9984.71,15812.26,113812.89,Open,10476867,16.43,1788821,614098,54.74,37.92,3.83,38100,PendingDocs,IRDAI
2017,IN-AN,LGD-D-2304861,PrivateGroup,2878095,31.05,31022.22,22409.77,59558.75,Tiered,11424024,22.57,4062797,656051,34.19,30.39,4.95,248911,Rejected,ESIC
2018,IN-MN,LGD-D-8469712,StateScheme,1212344,59.21,18790.34,23449.14,9593.07,Tiered,8992475,15.59,603026,27513,8.67,63.28,1.7,243950,UnderReview,ESIC
2020,IN-JK,LGD-D-2934538,ESIC,991797,69.38,28269.14,17989.28,90530.89,Tiered,2920291,19.34,5321277,642356,29.62,57.56,1.11,138273,Rejected,NHA
2021,IN-MZ,LGD-D-7688725,Mixed,3353940,42.81,5329.19,20400.96,77653.16,Tiered,298549,27.86,3847672,558758,53.77,72.29,14.82,129201,Approved,CGHS
2017,IN-WB,LGD-D-3444836,ESIC,1666469,91.01,22057.67,12186.55,137086.41,Restricted,8983977,13.18,511599,54191,43.07,44.0,15.82,160461,NotApplicable,CGHS
2017,IN-HP,LGD-D-9597053,PMJAY,2831434,26.13,27912.12,19197.62,125132.54,Open,6564514,19.11,3693553,694300,49.86,13.54,9.06,20510,Rejected,MoHFW
2019,IN-HR,LGD-D-4774117,StateScheme,1744176,88.12,3459.73,4768.4,106677.01,Restricted,11677473,1.97,5500786,685459,46.9,9.3,11.89,133535,Rejected,CGHS
2018,IN-WB,LGD-D-8669537,CGHS,1079255,14.85,26514.49,19062.75,81104.73,Tiered,5845262,21.13,2203654,688386,43.44,67.89,18.85,149256,PendingDocs,ESIC
2019,IN-UK,LGD-D-7284448,CommunityBased,3268216,4.94,3342.25,16192.1,44515.07,EHS_Network,4467885,18.39,2911934,119049,18.96,82.75,32.46,123124,UnderReview,ESIC
2023,IN-DH,LGD-D-5205351,Mixed,1309219,7.8,1677.12,17672.11,21306.58,Open,997173,21.26,2918395,676998,1.93,5.89,24.21,150472,Approved,MoHFW
2017,IN-HR,LGD-D-1485583,CommunityBased,3341221,77.47,26600.8,22701.17,94348.18,Preferred,8646606,3.05,55608,449058,9.86,53.58,23.51,10985,UnderReview,MoHFW
2024,IN-CG,LGD-D-6208783,ESIC,3390199,78.72,15309.16,2597.34,130485.72,Restricted,9309210,12.77,5771148,60634,5.13,32.34,1.18,202831,Approved,IRDAI
2016,IN-DH,LGD-D-5720577,PMJAY,2545340,89.28,25644.95,6651.98,89229.62,Tiered,3870033,9.4,1414129,107284,42.13,70.47,2.05,67412,UnderReview,StateHealthDept
2016,IN-UP,LGD-D-4531705,Mixed,3438852,78.86,6111.69,19686.17,96627.39,Open,2238406,2.59,643296,192707,13.25,60.04,4.98,186663,Rejected,IRDAI
2024,IN-TS,LGD-D-6233779,PrivateGroup,1971943,22.35,18155.75,9883.47,104043.3,EHS_Network,3026522,3.81,3389654,218675,13.26,1.92,26.31,90147,Approved,NIC
2016,IN-PB,LGD-D-4538083,CommunityBased,1108647,86.98,10772.8,18351.28,112940.38,Preferred,10702690,13.17,5788741,156619,50.16,40.44,26.44,92608,UnderReview,NIC
2016,IN-LA,LGD-D-4405752,Mixed,2174379,40.21,6813.11,2951.54,127393.57,Open,360570,32.9,3101715,149370,44.34,74.26,21.35,41638,PendingDocs,IRDAI
2025,IN-TN,LGD-D-2180615,PMJAY,819245,96.28,31256.4,11202.03,38755.81,Preferred,7381658,18.38,5442167,680130,50.74,51.71,21.51,124122,PendingDocs,NHA
2021,IN-LD,LGD-D-8832323,Mixed,2598409,40.88,11161.81,23666.61,114514.35,Tiered,9728456,5.6,350273,675208,22.28,39.14,26.49,11013,NotApplicable,StateHealthDept
2016,IN-WB,LGD-D-9790281,CGHS,1459185,15.76,17840.78,1659.78,130328.37,Open,6633006,18.63,2722439,630216,6.73,10.76,12.27,247448,NotApplicable,IRDAI
2016,IN-MH,LGD-D-8865268,PMJAY,862113,8.51,3004.52,23941.1,123732.45,Open,5960308,26.82,3848015,583974,2.03,59.72,14.48,46671,Approved,MoHFW
2019,IN-PY,LGD-D-9403068,PMJAY,943145,39.74,21742.29,24317.4,59451.0,Open,1838749,10.83,5969587,647074,42.67,15.75,23.04,76679,Rejected,NIC
2020,IN-AP,LGD-D-7337080,PrivateGroup,2485850,86.59,1994.05,23640.98,21490.28,Tiered,10260103,6.7,2202066,97519,20.8,62.52,16.75,58864,NotApplicable,CGHS
2017,IN-CH,LGD-D-1099360,CGHS,2842628,78.15,14760.69,20069.9,67164.17,Restricted,10521167,27.74,531487,635328,49.38,29.47,2.75,198181,Approved,ESIC
2019,IN-AS,LGD-D-4018378,ESIC,2421590,65.52,34109.25,2906.35,97048.54,Open,5184367,25.94,719045,168608,24.87,17.85,31.02,246950,NotApplicable,MoHFW
2023,IN-KA,LGD-D-3473970,ESIC,1352141,32.76,21899.6,448.73,143344.52,Preferred,2723328,13.67,316078,642918,52.35,42.51,30.02,235493,PendingDocs,NIC
2016,IN-MN,LGD-D-9982708,StateScheme,1143479,50.93,14069.75,5512.1,86794.34,Open,9072117,22.2,2957950,638963,41.94,40.56,31.51,189471,Approved,CGHS
2018,IN-OD,LGD-D-7775385,ESIC,911350,63.93,26070.47,12235.19,89222.69,Tiered,3644715,20.63,4566119,211230,34.71,56.57,23.96,224149,UnderReview,IRDAI
2025,IN-KL,LGD-D-4942321,ESIC,946302,31.02,14347.42,22998.91,25255.84,Preferred,8467592,26.01,1324479,472535,43.39,48.65,14.69,210209,UnderReview,StateHealthDept
2018,IN-KL,LGD-D-9387014,ESIC,2634013,96.15,3870.34,10280.7,116399.03,Open,6076767,20.86,1941917,221826,35.17,83.21,9.46,115906,PendingDocs,NIC
2025,IN-OD,LGD-D-3153030,PMJAY,107931,34.19,3958.49,1674.42,46491.3,Open,4049883,20.28,3316079,458286,20.62,66.15,14.68,248563,PendingDocs,CGHS
2021,IN-RJ,LGD-D-9787144,PrivateGroup,2122516,76.79,13436.83,19130.66,138006.91,Restricted,8476424,28.17,4794832,377654,31.83,83.89,11.07,90867,PendingDocs,ESIC
2021,IN-NL,LGD-D-4931003,PrivateGroup,3340515,59.88,2196.73,20429.24,5110.39,Restricted,7364315,27.73,644416,350537,3.55,77.0,8.73,150023,UnderReview,MoHFW
2024,IN-DH,LGD-D-7376808,Mixed,1162416,83.42,17503.11,10180.01,113337.96,Preferred,2482464,33.78,1874899,498192,48.01,46.65,4.7,186140,Approved,ESIC
2021,IN-GA,LGD-D-1532836,PrivateGroup,1559715,47.99,14769.22,13189.81,74501.86,Restricted,3838259,20.61,1688482,98232,36.4,76.32,34.72,168694,UnderReview,CGHS
2016,IN-SK,LGD-D-6543815,StateScheme,2193246,16.25,13172.21,2964.43,73528.75,EHS_Network,10919543,13.9,4603596,461726,3.18,62.41,7.48,121345,UnderReview,CGHS
2023,IN-TS,LGD-D-6695456,CGHS,3139460,61.16,18655.26,22356.49,147277.47,Restricted,5481279,30.29,1967879,630317,54.66,12.45,31.07,182386,Approved,NHA
2019,IN-CH,LGD-D-6536290,CommunityBased,1847126,37.33,14967.9,11022.88,30682.1,Restricted,6592705,25.95,3564152,165893,32.14,61.46,0.25,123638,NotApplicable,IRDAI
2025,IN-MH,LGD-D-8702638,PMJAY,2723993,42.75,1276.48,3393.03,91648.66,Tiered,3493795,14.71,3084386,451245,29.69,67.04,5.31,216683,PendingDocs,IRDAI
2023,IN-LA,LGD-D-1688772,CommunityBased,3049555,52.6,4872.07,10931.22,74912.6,Restricted,2216757,1.78,5406767,650580,35.16,15.96,10.01,211630,UnderReview,CGHS
2018,IN-MZ,LGD-D-9439818,Mixed,1481390,30.49,29707.62,21636.63,120300.43,EHS_Network,11433919,3.21,5967113,85051,45.67,0.21,27.29,174353,UnderReview,CGHS
2025,IN-JH,LGD-D-5395803,ESIC,2580205,49.72,1209.49,7553.93,44043.99,EHS_Network,5873011,6.59,533241,470451,19.47,56.93,11.1,31936,Rejected,NHA
2017,IN-CG,LGD-D-9198002,PMJAY,2651342,69.15,27171.86,16101.19,41501.08,Tiered,8349747,25.54,3421530,73768,53.07,34.25,8.05,35368,Approved,StateHealthDept
2020,IN-BR,LGD-D-4117673,PMJAY,1250180,6.73,33007.0,3120.26,21388.22,EHS_Network,3529546,25.2,1088406,402226,1.21,26.31,26.94,211067,UnderReview,StateHealthDept
2021,IN-LA,LGD-D-4049942,Mixed,1437506,26.47,34082.35,21270.19,43835.3,Tiered,7168349,27.97,3548821,451995,20.83,17.76,13.82,115556,PendingDocs,StateHealthDept
2018,IN-PB,LGD-D-3373706,Mixed,446584,32.27,14763.18,6014.85,65079.82,Open,5544491,21.14,1604349,187193,21.69,6.51,23.52,156813,NotApplicable,NHA
2020,IN-KA,LGD-D-1895037,PrivateGroup,187632,76.95,15079.0,13047.38,118007.38,Restricted,10679464,5.06,1644245,280838,31.96,28.55,9.93,16656,Approved,CGHS
2024,IN-TR,LGD-D-8394314,CommunityBased,1330670,62.96,16373.64,20259.9,119128.61,Preferred,4545578,14.66,5202151,403411,31.48,59.89,6.19,116367,NotApplicable,NIC
2017,IN-OD,LGD-D-4707689,PMJAY,1183502,8.49,25659.8,8931.15,61752.94,Open,6576957,28.7,180190,646551,27.56,61.24,2.44,70888,NotApplicable,IRDAI
2025,IN-TS,LGD-D-5671034,Mixed,2461615,44.5,31497.7,20278.95,115681.57,Restricted,8755579,26.51,1646560,243678,12.02,1.38,33.68,48704,Approved,NHA
2023,IN-AN,LGD-D-9869569,Mixed,1207264,49.74,31500.0,21245.22,124108.04,Open,2126433,13.16,3497029,672394,12.14,67.98,19.26,60720,UnderReview,ESIC
2023,IN-HR,LGD-D-9487019,PrivateGroup,825665,59.26,34322.91,21710.14,134858.76,Restricted,426426,7.43,1063178,84354,50.93,53.14,18.02,126083,Rejected,NHA
2025,IN-WB,LGD-D-6248378,StateScheme,825337,55.3,12678.23,1054.64,27796.2,Tiered,5437706,3.42,4161370,527152,5.59,84.35,33.75,159029,NotApplicable,StateHealthDept
2021,IN-JH,LGD-D-4484321,ESIC,2247519,83.59,24687.31,18909.43,70495.9,Restricted,1668879,10.6,2539147,438953,45.27,38.25,5.09,105744,Rejected,NIC
2019,IN-TR,LGD-D-2767313,ESIC,3121127,7.18,5959.35,16242.67,66147.95,EHS_Network,1756073,11.95,4298061,664587,53.2,47.6,10.92,49490,NotApplicable,StateHealthDept
2024,IN-GA,LGD-D-2882353,PrivateGroup,3451259,91.21,15273.2,21771.05,28632.18,Open,4806094,8.61,4597297,155102,17.06,27.94,0.03,85631,NotApplicable,NHA
2019,IN-GJ,LGD-D-9409849,PMJAY,2152863,22.54,14541.19,3091.07,49395.34,Open,9263849,3.49,4509291,104821,41.41,28.84,2.49,181985,UnderReview,NHA
2025,IN-TS,LGD-D-6632111,PMJAY,2757548,55.87,19502.59,17796.67,18662.16,EHS_Network,8195454,20.43,5177352,470394,42.61,29.01,5.75,168862,PendingDocs,NIC
2023,IN-AR,LGD-D-2441283,CGHS,2514899,38.52,2496.74,15654.7,125626.32,Preferred,9721533,9.58,5899881,430218,36.24,77.73,1.29,154842,Rejected,IRDAI
2019,IN-GA,LGD-D-1068847,Mixed,3134520,83.08,4415.62,17417.62,95080.15,Open,11279898,15.12,1318543,627991,41.15,30.28,2.24,4360,PendingDocs,NIC
2019,IN-HR,LGD-D-8902748,Mixed,1318465,65.11,6677.21,23427.13,84361.89,Tiered,8419526,25.97,5689113,284154,28.73,47.84,5.6,60209,Rejected,ESIC
2016,IN-GJ,LGD-D-6274461,CommunityBased,2546277,1.06,7174.37,15385.89,36110.93,Preferred,1889876,19.15,5801660,448223,33.9,5.97,34.62,18394,Rejected,StateHealthDept
2018,IN-TN,LGD-D-6487656,PrivateGroup,2342643,4.34,2960.94,4727.14,89598.23,Restricted,2185095,10.97,5319593,488174,36.31,15.94,14.92,18248,UnderReview,ESIC
2021,IN-GA,LGD-D-4811835,PMJAY,2933563,58.77,8567.48,14779.75,26909.91,EHS_Network,4017902,34.58,1296731,48995,51.63,78.11,13.39,73539,UnderReview,MoHFW
2022,IN-AR,LGD-D-1072948,Mixed,1173001,12.01,17988.41,19799.0,30935.56,Restricted,9178436,30.99,3616184,490711,30.76,25.1,13.11,232526,PendingDocs,NIC
2025,IN-WB,LGD-D-1878245,PrivateGroup,2296462,51.18,16373.43,7898.35,122096.13,Preferred,2625455,19.55,463026,239673,39.25,15.4,13.65,144309,Rejected,NHA
2025,IN-TN,LGD-D-1338634,CommunityBased,2752076,33.63,19236.02,13603.37,63955.49,Restricted,8287374,30.26,5270767,62764,34.71,32.57,17.85,206871,UnderReview,MoHFW
2024,IN-TN,LGD-D-2391978,CommunityBased,2269057,51.17,32223.12,20188.64,31972.78,Open,1331323,31.78,1829914,458788,3.13,72.24,11.11,94139,Approved,StateHealthDept
2023,IN-LD,LGD-D-7527763,PrivateGroup,2367170,68.51,15904.39,15078.32,32256.26,Restricted,6500112,27.48,1776640,153068,24.85,26.16,11.99,130695,UnderReview,CGHS
2022,IN-MZ,LGD-D-2779923,PMJAY,687742,66.54,29213.74,2335.43,27983.71,Open,4710942,11.61,675481,688360,10.74,74.51,14.96,128509,Approved,ESIC
2018,IN-KL,LGD-D-9009957,CommunityBased,3163885,90.11,29319.3,17861.77,3767.67,EHS_Network,7859415,23.64,4043736,550936,14.85,79.15,34.05,241824,Approved,StateHealthDept
2024,IN-SK,LGD-D-2634279,ESIC,1626052,70.36,28013.87,14341.31,16372.7,Tiered,558784,22.55,989569,197473,3.63,30.67,9.81,59814,Approved,NHA
2019,IN-HR,LGD-D-9102737,ESIC,2815331,43.82,31363.24,3317.32,12554.36,Preferred,11056004,13.39,5053317,522447,40.21,3.07,9.55,84242,NotApplicable,NHA
2023,IN-CH,LGD-D-6727235,PMJAY,3295432,0.87,13247.54,17645.17,95564.54,EHS_Network,1709368,23.29,4191859,330264,1.41,10.1,11.89,62546,UnderReview,CGHS
2020,IN-JH,LGD-D-1608115,StateScheme,655850,5.48,34632.92,6133.4,97881.54,Restricted,7584874,24.55,5597912,523342,42.98,82.26,34.0,66017,UnderReview,StateHealthDept
