safe_terror_reference_year,safe_terror_country_iso2,safe_terror_attack_type_code,safe_terror_attack_count,safe_terror_fatalities_count,safe_terror_injuries_count,safe_terror_arrests_count,safe_terror_plot_disrupted_count,safe_terror_radicalisation_channel_code,safe_terror_online_propaganda_takedowns_count,safe_terror_foreign_fighter_returnees_count,safe_terror_financing_case_count,safe_terror_ct_policy_measure_code,safe_terror_public_alert_level_code,safe_terror_critical_infrastructure_threat_flag,safe_terror_cross_border_cooperation_flag,safe_terror_eu_agency_dataset,safe_terror_data_source,safe_terror_revision_round,safe_terror_data_extract_date
2006,DK,ATTACK_ATTEMPTED,1,1,4,55,10,ONLINE,2457,19,29,FINANCIAL_SANCTIONS,LOW,0,1,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2025-05-15
2007,GR,STABBING,0,0,0,70,29,PRISON,3660,9,43,INTELLIGENCE_SHARING,SEVERE,0,1,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-01-01
2008,LT,FIREARM,7,10,58,58,19,IN_PERSON_NETWORK,238,55,42,ONLINE_CONTENT_ACTION,HIGH,0,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-04-05
2009,PT,ATTACK_COMPLETED,2,2,16,40,3,FAMILY_PEER,2512,61,12,DERADICALISATION_PROGRAM,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2024-10-09
2010,SE,VEHICLE_ATTACK,5,0,16,220,21,TRAVEL_RELATED,2358,62,2,BORDER_SCREENING,GUARDED,1,1,FRA_DATA,EUROPOL_TE_SAT,FLASH,2026-02-12
2011,CY,SABOTAGE,9,1,17,140,25,UNKNOWN,2638,29,63,CRITICAL_INFRA_PROTECTION,LOW,0,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-01-26
2012,FR,ARSON,4,8,9,248,20,ONLINE,13032,73,21,CT_STRATEGY_UPDATE,SEVERE,0,1,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-11-02
2013,IT,EXPLOSIVE_DEVICE,6,17,39,1,23,PRISON,821,7,59,FINANCIAL_SANCTIONS,HIGH,0,1,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2024-05-03
2014,NL,ATTACK_ATTEMPTED,11,18,15,79,21,IN_PERSON_NETWORK,3338,7,43,INTELLIGENCE_SHARING,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2024-12-22
2015,SI,STABBING,8,13,62,150,24,FAMILY_PEER,145,15,20,ONLINE_CONTENT_ACTION,GUARDED,0,0,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2026-01-13
2016,BG,FIREARM,0,0,0,123,37,TRAVEL_RELATED,1212,37,64,DERADICALISATION_PROGRAM,LOW,1,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-07-30
2017,EE,ATTACK_COMPLETED,2,3,1,94,11,UNKNOWN,2637,52,27,BORDER_SCREENING,SEVERE,0,1,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2025-03-18
2018,HU,VEHICLE_ATTACK,0,0,0,144,11,ONLINE,6140,17,37,CRITICAL_INFRA_PROTECTION,HIGH,1,0,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2024-01-21
2019,LU,SABOTAGE,7,2,44,7,0,PRISON,387,37,43,CT_STRATEGY_UPDATE,ELEVATED,1,0,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-12-05
2020,RO,ARSON,9,5,11,67,24,IN_PERSON_NETWORK,1603,58,52,FINANCIAL_SANCTIONS,GUARDED,1,1,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-01-24
2021,AT,EXPLOSIVE_DEVICE,6,3,84,103,11,FAMILY_PEER,2287,2,52,INTELLIGENCE_SHARING,LOW,0,1,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2025-08-15
2022,CZ,ATTACK_ATTEMPTED,1,1,3,102,7,TRAVEL_RELATED,2969,7,15,ONLINE_CONTENT_ACTION,SEVERE,1,0,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2024-05-09
2023,DE,STABBING,0,0,0,131,32,UNKNOWN,2483,32,25,DERADICALISATION_PROGRAM,HIGH,0,1,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-01-27
2024,LV,FIREARM,1,4,0,98,18,ONLINE,13990,36,47,BORDER_SCREENING,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-09-04
2025,PL,ATTACK_COMPLETED,9,6,39,35,27,PRISON,13,42,5,CRITICAL_INFRA_PROTECTION,GUARDED,0,0,FRA_DATA,COURT_CASES_REGISTER,FIRST,2025-04-17
2006,ES,VEHICLE_ATTACK,0,0,0,74,3,IN_PERSON_NETWORK,2084,38,87,CT_STRATEGY_UPDATE,LOW,1,0,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2025-01-14
2007,HR,SABOTAGE,1,2,6,215,38,FAMILY_PEER,352,70,61,FINANCIAL_SANCTIONS,SEVERE,0,1,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-07-01
2008,FI,ARSON,11,2,28,184,40,TRAVEL_RELATED,3062,60,51,INTELLIGENCE_SHARING,HIGH,0,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-02-06
2009,IE,EXPLOSIVE_DEVICE,5,12,48,107,34,UNKNOWN,3296,12,38,ONLINE_CONTENT_ACTION,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2025-08-19
2010,MT,ATTACK_ATTEMPTED,8,3,8,121,26,ONLINE,160,10,51,DERADICALISATION_PROGRAM,GUARDED,0,1,FRA_DATA,EUROPOL_TE_SAT,FLASH,2025-02-20
2011,SK,STABBING,1,2,6,187,0,PRISON,1474,48,47,BORDER_SCREENING,LOW,1,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-10-02
2012,BE,FIREARM,1,2,4,225,4,IN_PERSON_NETWORK,3986,12,6,CRITICAL_INFRA_PROTECTION,SEVERE,0,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-12-25
2013,DK,ATTACK_COMPLETED,7,0,33,21,26,FAMILY_PEER,3498,4,62,CT_STRATEGY_UPDATE,HIGH,0,1,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2025-04-15
2014,GR,VEHICLE_ATTACK,1,0,6,127,1,TRAVEL_RELATED,1288,3,30,FINANCIAL_SANCTIONS,ELEVATED,1,1,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2024-02-03
2015,LT,SABOTAGE,5,8,6,215,30,UNKNOWN,2760,38,47,INTELLIGENCE_SHARING,GUARDED,0,0,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-01-30
2016,PT,ARSON,4,6,1,174,7,ONLINE,739,54,14,ONLINE_CONTENT_ACTION,LOW,0,1,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-04-07
2017,SE,EXPLOSIVE_DEVICE,7,29,56,86,30,PRISON,2360,23,24,DERADICALISATION_PROGRAM,SEVERE,0,0,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2024-06-05
2018,CY,ATTACK_ATTEMPTED,9,6,21,236,36,IN_PERSON_NETWORK,2212,37,9,BORDER_SCREENING,HIGH,0,0,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2025-01-28
2019,FR,STABBING,2,2,9,195,15,FAMILY_PEER,671,9,29,CRITICAL_INFRA_PROTECTION,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-01-07
2020,IT,FIREARM,6,13,18,13,8,TRAVEL_RELATED,802,45,95,CT_STRATEGY_UPDATE,GUARDED,1,0,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-06-29
2021,NL,ATTACK_COMPLETED,7,0,15,16,13,UNKNOWN,2565,25,9,FINANCIAL_SANCTIONS,LOW,0,0,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2024-10-19
2022,SI,VEHICLE_ATTACK,11,35,120,46,5,ONLINE,10067,41,1,INTELLIGENCE_SHARING,SEVERE,0,1,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2025-11-14
2023,BG,SABOTAGE,5,3,12,72,25,PRISON,128,26,48,ONLINE_CONTENT_ACTION,HIGH,1,0,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-05-14
2024,EE,ARSON,1,2,6,121,33,IN_PERSON_NETWORK,2490,46,11,DERADICALISATION_PROGRAM,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-11-06
2025,HU,EXPLOSIVE_DEVICE,5,14,31,235,31,FAMILY_PEER,3567,43,33,BORDER_SCREENING,GUARDED,0,0,FRA_DATA,COURT_CASES_REGISTER,FIRST,2025-06-28
2006,LU,ATTACK_ATTEMPTED,4,0,34,83,15,TRAVEL_RELATED,3029,59,22,CRITICAL_INFRA_PROTECTION,LOW,1,0,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2025-08-31
2007,RO,STABBING,5,3,14,4,1,UNKNOWN,3142,53,13,CT_STRATEGY_UPDATE,SEVERE,0,0,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-08-22
2008,AT,FIREARM,10,31,56,64,29,ONLINE,993,12,49,FINANCIAL_SANCTIONS,HIGH,0,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-12-29
2009,CZ,ATTACK_COMPLETED,2,1,11,27,2,PRISON,1524,1,0,INTELLIGENCE_SHARING,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2024-09-12
2010,DE,VEHICLE_ATTACK,7,27,44,43,7,IN_PERSON_NETWORK,648,2,7,ONLINE_CONTENT_ACTION,GUARDED,1,0,FRA_DATA,EUROPOL_TE_SAT,FLASH,2024-10-26
2011,LV,SABOTAGE,10,8,7,139,10,FAMILY_PEER,3869,0,59,DERADICALISATION_PROGRAM,LOW,1,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-12-06
2012,PL,ARSON,10,17,95,219,37,TRAVEL_RELATED,504,49,3,BORDER_SCREENING,SEVERE,0,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2026-02-12
2013,ES,EXPLOSIVE_DEVICE,5,3,71,57,2,UNKNOWN,1988,6,98,CRITICAL_INFRA_PROTECTION,HIGH,0,0,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2024-03-17
2014,HR,ATTACK_ATTEMPTED,4,2,12,53,19,ONLINE,12387,54,34,CT_STRATEGY_UPDATE,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2026-01-11
2015,FI,STABBING,2,3,11,239,38,PRISON,2013,9,21,FINANCIAL_SANCTIONS,GUARDED,0,1,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-04-25
2016,IE,FIREARM,6,20,19,190,4,IN_PERSON_NETWORK,144,33,14,INTELLIGENCE_SHARING,LOW,1,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-10-23
2017,MT,ATTACK_COMPLETED,1,0,7,34,7,FAMILY_PEER,2446,69,34,ONLINE_CONTENT_ACTION,SEVERE,1,0,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2024-05-10
2018,SK,VEHICLE_ATTACK,4,7,20,200,0,TRAVEL_RELATED,2342,34,6,DERADICALISATION_PROGRAM,HIGH,0,1,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2026-02-15
2019,BE,SABOTAGE,7,7,55,157,29,UNKNOWN,2572,47,80,BORDER_SCREENING,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-01-14
2020,DK,ARSON,10,11,30,219,16,ONLINE,6772,31,3,CRITICAL_INFRA_PROTECTION,GUARDED,0,0,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-02-28
2021,GR,EXPLOSIVE_DEVICE,1,0,9,211,22,PRISON,3526,40,62,CT_STRATEGY_UPDATE,LOW,0,0,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2025-10-21
2022,LT,ATTACK_ATTEMPTED,7,10,65,55,22,IN_PERSON_NETWORK,1271,3,7,FINANCIAL_SANCTIONS,SEVERE,1,0,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2025-02-10
2023,PT,STABBING,7,2,6,219,34,FAMILY_PEER,530,48,31,INTELLIGENCE_SHARING,HIGH,1,1,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-09-21
2024,SE,FIREARM,4,17,12,169,10,TRAVEL_RELATED,339,11,89,ONLINE_CONTENT_ACTION,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-02-06
2025,CY,ATTACK_COMPLETED,0,0,0,77,41,UNKNOWN,3946,4,56,DERADICALISATION_PROGRAM,GUARDED,0,1,FRA_DATA,COURT_CASES_REGISTER,FIRST,2024-12-27
2006,FR,VEHICLE_ATTACK,5,6,37,105,40,ONLINE,6281,61,1,BORDER_SCREENING,LOW,0,0,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2024-10-11
2007,IT,SABOTAGE,7,1,2,135,10,PRISON,1044,16,89,CRITICAL_INFRA_PROTECTION,SEVERE,0,0,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-09-26
2008,NL,ARSON,4,4,9,135,34,IN_PERSON_NETWORK,2706,55,32,CT_STRATEGY_UPDATE,HIGH,0,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2026-02-04
2009,SI,EXPLOSIVE_DEVICE,11,41,86,77,33,FAMILY_PEER,2175,64,38,FINANCIAL_SANCTIONS,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2025-01-11
2010,BG,ATTACK_ATTEMPTED,9,13,76,201,17,TRAVEL_RELATED,1007,67,69,INTELLIGENCE_SHARING,GUARDED,0,0,FRA_DATA,EUROPOL_TE_SAT,FLASH,2024-03-10
2011,EE,STABBING,6,4,29,124,22,UNKNOWN,2640,61,44,ONLINE_CONTENT_ACTION,LOW,0,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-02-17
2012,HU,FIREARM,9,7,58,25,24,ONLINE,12148,41,28,DERADICALISATION_PROGRAM,SEVERE,0,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-09-15
2013,LU,ATTACK_COMPLETED,3,5,21,205,34,PRISON,3930,23,25,BORDER_SCREENING,HIGH,1,0,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2024-02-22
2014,RO,VEHICLE_ATTACK,8,31,108,114,42,IN_PERSON_NETWORK,970,30,19,CRITICAL_INFRA_PROTECTION,ELEVATED,1,1,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2025-05-22
2015,AT,SABOTAGE,11,11,96,201,8,FAMILY_PEER,2904,47,64,CT_STRATEGY_UPDATE,GUARDED,0,0,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-12-18
2016,CZ,ARSON,6,12,26,70,14,TRAVEL_RELATED,3810,76,82,FINANCIAL_SANCTIONS,LOW,0,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2026-02-16
2017,DE,EXPLOSIVE_DEVICE,10,12,28,213,36,UNKNOWN,3672,21,51,INTELLIGENCE_SHARING,SEVERE,0,1,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2025-10-31
2018,LV,ATTACK_ATTEMPTED,5,2,40,238,33,ONLINE,5562,3,3,ONLINE_CONTENT_ACTION,HIGH,1,0,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2024-10-19
2019,PL,STABBING,4,1,11,141,37,PRISON,2607,77,20,DERADICALISATION_PROGRAM,ELEVATED,1,1,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-09-09
2020,ES,FIREARM,7,29,9,191,12,IN_PERSON_NETWORK,3215,74,27,BORDER_SCREENING,GUARDED,0,1,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-10-05
2021,HR,ATTACK_COMPLETED,5,3,37,127,12,FAMILY_PEER,959,4,45,CRITICAL_INFRA_PROTECTION,LOW,1,0,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2024-09-30
2022,FI,VEHICLE_ATTACK,3,9,26,164,2,TRAVEL_RELATED,249,16,62,CT_STRATEGY_UPDATE,SEVERE,0,1,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2025-03-12
2023,IE,SABOTAGE,7,6,47,250,40,UNKNOWN,3006,26,29,FINANCIAL_SANCTIONS,HIGH,0,0,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-02-18
2024,MT,ARSON,8,16,4,169,28,ONLINE,6327,30,27,INTELLIGENCE_SHARING,ELEVATED,1,0,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-08-29
2025,SK,EXPLOSIVE_DEVICE,5,2,35,37,16,PRISON,2961,11,48,ONLINE_CONTENT_ACTION,GUARDED,0,0,FRA_DATA,COURT_CASES_REGISTER,FIRST,2025-06-22
2006,BE,ATTACK_ATTEMPTED,3,1,12,209,38,IN_PERSON_NETWORK,2323,41,45,DERADICALISATION_PROGRAM,LOW,0,1,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2025-03-04
2007,DK,STABBING,11,7,82,103,16,FAMILY_PEER,2680,75,18,BORDER_SCREENING,SEVERE,0,0,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-05-28
2008,GR,FIREARM,0,0,0,117,38,TRAVEL_RELATED,231,61,39,CRITICAL_INFRA_PROTECTION,HIGH,0,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-06-02
2009,LT,ATTACK_COMPLETED,8,2,40,80,1,UNKNOWN,1233,63,6,CT_STRATEGY_UPDATE,ELEVATED,1,1,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2024-01-26
2010,PT,VEHICLE_ATTACK,8,1,36,25,21,ONLINE,3381,62,5,FINANCIAL_SANCTIONS,GUARDED,0,0,FRA_DATA,EUROPOL_TE_SAT,FLASH,2024-07-24
2011,SE,SABOTAGE,0,0,0,153,35,PRISON,3432,61,48,INTELLIGENCE_SHARING,LOW,0,0,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-02-14
2012,CY,ARSON,3,6,0,252,37,IN_PERSON_NETWORK,2367,51,96,ONLINE_CONTENT_ACTION,SEVERE,0,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-02-19
2013,FR,EXPLOSIVE_DEVICE,8,3,38,183,2,FAMILY_PEER,2872,50,16,DERADICALISATION_PROGRAM,HIGH,0,1,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2025-09-24
2014,IT,ATTACK_ATTEMPTED,2,1,2,151,25,TRAVEL_RELATED,1989,20,22,BORDER_SCREENING,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2025-11-28
2015,NL,STABBING,6,12,14,70,7,UNKNOWN,2144,45,11,CRITICAL_INFRA_PROTECTION,GUARDED,0,1,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-12-15
2016,SI,FIREARM,11,32,100,80,2,ONLINE,5357,5,35,CT_STRATEGY_UPDATE,LOW,1,0,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-02-26
2017,BG,ATTACK_COMPLETED,8,13,39,200,39,PRISON,3833,50,35,FINANCIAL_SANCTIONS,SEVERE,1,0,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2025-05-26
2018,EE,VEHICLE_ATTACK,6,21,20,130,8,IN_PERSON_NETWORK,2197,18,15,INTELLIGENCE_SHARING,HIGH,0,0,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2025-12-07
2019,HU,SABOTAGE,8,17,31,72,23,FAMILY_PEER,239,18,1,ONLINE_CONTENT_ACTION,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-06-21
2020,LU,ARSON,4,6,37,110,16,TRAVEL_RELATED,3728,62,52,DERADICALISATION_PROGRAM,GUARDED,0,1,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2026-02-15
2021,RO,EXPLOSIVE_DEVICE,9,6,133,166,7,UNKNOWN,3978,47,42,BORDER_SCREENING,LOW,0,1,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2025-05-13
2022,AT,ATTACK_ATTEMPTED,7,8,50,30,11,ONLINE,8852,45,63,CRITICAL_INFRA_PROTECTION,SEVERE,0,1,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2024-09-02
2023,CZ,STABBING,3,1,6,48,4,PRISON,3626,40,59,CT_STRATEGY_UPDATE,HIGH,0,1,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-06-03
2024,DE,FIREARM,1,1,6,219,22,IN_PERSON_NETWORK,3845,28,99,FINANCIAL_SANCTIONS,ELEVATED,1,0,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-12-13
2025,LV,ATTACK_COMPLETED,1,2,8,167,4,FAMILY_PEER,4048,31,15,INTELLIGENCE_SHARING,GUARDED,0,1,FRA_DATA,COURT_CASES_REGISTER,FIRST,2025-12-26
2006,PL,VEHICLE_ATTACK,10,27,100,158,22,TRAVEL_RELATED,80,5,14,ONLINE_CONTENT_ACTION,LOW,0,0,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2024-01-28
2007,ES,SABOTAGE,8,3,64,249,8,UNKNOWN,58,0,19,DERADICALISATION_PROGRAM,SEVERE,0,1,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2026-01-07
2008,HR,ARSON,7,4,7,228,2,ONLINE,8958,73,14,BORDER_SCREENING,HIGH,1,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-11-20
2009,FI,EXPLOSIVE_DEVICE,7,3,53,13,22,PRISON,2670,10,61,CRITICAL_INFRA_PROTECTION,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,COURT_CASES_REGISTER,FIRST,2024-06-09
2010,IE,ATTACK_ATTEMPTED,7,1,57,57,1,IN_PERSON_NETWORK,3183,77,20,CT_STRATEGY_UPDATE,GUARDED,0,0,FRA_DATA,EUROPOL_TE_SAT,FLASH,2024-04-18
2011,MT,STABBING,5,2,30,213,6,FAMILY_PEER,3714,44,8,FINANCIAL_SANCTIONS,LOW,0,1,EUROPOL_TE_SAT,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-10-14
2012,SK,FIREARM,5,3,31,57,5,TRAVEL_RELATED,3589,36,67,INTELLIGENCE_SHARING,SEVERE,0,0,ENISA_SECTOR_NOTE,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-10-17
2013,BE,ATTACK_COMPLETED,7,11,26,51,21,UNKNOWN,37,73,19,ONLINE_CONTENT_ACTION,HIGH,0,1,EU_INTEL_SITCEN,COURT_CASES_REGISTER,FIRST,2024-04-26
2014,DK,VEHICLE_ATTACK,11,41,42,105,8,ONLINE,7328,49,4,DERADICALISATION_PROGRAM,ELEVATED,0,1,FRONTEX_RISK_ANALYSIS,EUROPOL_TE_SAT,FLASH,2025-04-23
2015,GR,SABOTAGE,4,6,20,70,26,PRISON,3008,13,61,BORDER_SCREENING,GUARDED,1,0,FRA_DATA,NATIONAL_SECURITY_SERVICE,BENCHMARK,2025-11-16
2016,LT,ARSON,6,9,24,165,2,IN_PERSON_NETWORK,3542,58,62,CRITICAL_INFRA_PROTECTION,LOW,0,1,EUROPOL_TE_SAT,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-12-15
2017,PT,EXPLOSIVE_DEVICE,11,42,41,203,25,FAMILY_PEER,654,1,52,CT_STRATEGY_UPDATE,SEVERE,0,0,ENISA_SECTOR_NOTE,COURT_CASES_REGISTER,FIRST,2025-09-09
2018,SE,ATTACK_ATTEMPTED,10,10,6,214,11,TRAVEL_RELATED,1537,45,43,FINANCIAL_SANCTIONS,HIGH,1,0,EU_INTEL_SITCEN,EUROPOL_TE_SAT,FLASH,2024-06-06
2019,CY,STABBING,4,7,4,137,24,UNKNOWN,2506,49,78,INTELLIGENCE_SHARING,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-08-13
2020,FR,FIREARM,3,12,0,96,40,ONLINE,9341,17,35,ONLINE_CONTENT_ACTION,GUARDED,1,0,FRA_DATA,INTERIOR_MINISTRY_BRIEFING,SECOND,2024-04-24
2021,IT,ATTACK_COMPLETED,3,6,20,150,42,PRISON,3734,40,74,DERADICALISATION_PROGRAM,LOW,0,0,EUROPOL_TE_SAT,COURT_CASES_REGISTER,FIRST,2024-04-01
2022,NL,VEHICLE_ATTACK,10,25,47,65,34,IN_PERSON_NETWORK,2788,28,1,BORDER_SCREENING,SEVERE,1,0,ENISA_SECTOR_NOTE,EUROPOL_TE_SAT,FLASH,2024-04-29
2023,SI,SABOTAGE,9,19,51,0,18,FAMILY_PEER,3861,5,56,CRITICAL_INFRA_PROTECTION,HIGH,0,0,EU_INTEL_SITCEN,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-06-27
2024,BG,ARSON,2,1,0,171,40,TRAVEL_RELATED,3513,7,67,CT_STRATEGY_UPDATE,ELEVATED,0,0,FRONTEX_RISK_ANALYSIS,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-01-24
2025,EE,EXPLOSIVE_DEVICE,4,0,48,177,0,UNKNOWN,1839,22,38,FINANCIAL_SANCTIONS,GUARDED,0,0,FRA_DATA,COURT_CASES_REGISTER,FIRST,2025-06-08
2006,HU,ATTACK_ATTEMPTED,10,5,59,231,28,ONLINE,9539,45,86,INTELLIGENCE_SHARING,LOW,0,1,EUROPOL_TE_SAT,EUROPOL_TE_SAT,FLASH,2024-12-18
2007,LU,STABBING,11,19,40,172,39,PRISON,2062,18,57,ONLINE_CONTENT_ACTION,SEVERE,0,1,ENISA_SECTOR_NOTE,NATIONAL_SECURITY_SERVICE,BENCHMARK,2024-09-04
2008,RO,FIREARM,8,28,4,39,14,IN_PERSON_NETWORK,3832,10,18,DERADICALISATION_PROGRAM,HIGH,1,0,EU_INTEL_SITCEN,INTERIOR_MINISTRY_BRIEFING,SECOND,2025-06-22
