tax_env_reference_year,tax_env_country_iso2,tax_env_tax_type_code,tax_env_tax_base_unit,tax_env_tax_rate_value,tax_env_tax_revenue_eur,tax_env_tax_revenue_pct_gdp,tax_env_ets_auction_revenue_eur,tax_env_ets_allowances_auctioned_count,tax_env_cbam_revenue_eur,tax_env_energy_tax_revenue_eur,tax_env_transport_tax_revenue_eur,tax_env_pollution_tax_revenue_eur,tax_env_resource_tax_revenue_eur,tax_env_revenue_recycled_to_households_flag,tax_env_green_budget_tagging_flag,tax_env_fossil_fuel_subsidy_eur,tax_env_policy_reference_fit55_flag,tax_env_data_source,tax_env_data_extract_date
2023,FI,ENERGY,EUR_PER_TCO2,135.687,217195185.67,0.0606,1784389024.57,4852573,367057542.6,113687262.36,13720872.36,26214614.88,63572436.07,0,0,6148500192.47,1,BUDGET_REPORTING,2025-01-23
2024,IE,POLLUTION,EUR_PER_MWH,141.0441,119305473.02,0.033,2318942902.99,4885451,26263528.67,17449873.52,12939782.48,36268394.69,52647422.33,1,1,786426468.26,1,EUROSTAT_ENV_TAX,2025-05-14
2025,MT,CARBON,EUR_PER_LITRE,161.2934,191786803.98,0.0526,2961288454.87,4959617,385838722.02,113963703.72,12202665.05,15863011.35,49757423.86,0,1,1477158610.68,0,ETS_AUCTION_PLATFORM,2025-01-19
2026,SK,TRANSPORT,EUR_PER_TONNE,28.471,12132113.2,0.0033,1896306198.38,4830754,392717744.56,944536.71,1352415.58,1201125.32,8634035.59,0,1,5602237269.66,1,NATIONAL_ENV_MINISTRY,2026-01-24
2010,BE,RESOURCE,EUR_PER_VEHICLE,44.666,97051885.3,0.0262,2237751277.09,4955892,3178531.48,18590722.47,6325865.96,2784650.62,69350646.25,1,1,940780308.66,0,BUDGET_REPORTING,2025-07-10
2011,DK,ENERGY,EUR_PER_TCO2,27.4902,55892617.32,0.015,1049101477.47,5075077,211735316.19,22280249.22,7061002.82,7300346.39,19251018.89,1,1,1268725736.96,0,EUROSTAT_ENV_TAX,2025-01-13
2012,GR,POLLUTION,EUR_PER_MWH,59.0311,31111220.94,0.0083,2344476988.67,5004308,89691076.45,5196767.5,2299025.05,5846252.47,17769175.92,1,0,4010684669.3,0,ETS_AUCTION_PLATFORM,2025-01-21
2013,LT,CARBON,EUR_PER_LITRE,144.7651,121279515.76,0.0322,385546564.03,5005356,131138285.01,57101354.34,22026328.44,14117143.88,28034689.1,0,1,4336468646.72,0,NATIONAL_ENV_MINISTRY,2024-01-10
2014,PT,TRANSPORT,EUR_PER_TONNE,25.8568,30165215.26,0.0079,57862439.14,5195424,165464080.16,2848569.4,12226882.99,2472172.87,12617590.0,1,1,3578330718.99,0,BUDGET_REPORTING,2026-01-18
2015,SE,RESOURCE,EUR_PER_VEHICLE,70.2203,31706734.31,0.0083,1688427481.87,5172411,125065214.24,7133532.43,5931103.48,4044342.46,14597755.94,0,0,5242042998.83,0,EUROSTAT_ENV_TAX,2025-09-20
2016,CY,ENERGY,EUR_PER_TCO2,177.925,293559999.83,0.0764,1909349587.35,5150308,45467760.07,151363438.75,25257262.94,41183799.38,75755498.76,1,0,2996701471.63,0,ETS_AUCTION_PLATFORM,2024-05-28
2017,FR,POLLUTION,EUR_PER_MWH,72.1029,27973396.02,0.0072,5001279131.94,5305092,171212644.62,6772042.15,3008948.47,3128485.91,15063919.49,1,1,5843016015.75,0,NATIONAL_ENV_MINISTRY,2025-07-04
2018,IT,CARBON,EUR_PER_LITRE,129.9252,57804593.27,0.0148,10504970.01,5379890,18322450.29,30144042.38,10156803.14,6547260.2,10956487.55,1,0,5534347220.51,0,BUDGET_REPORTING,2024-05-24
2019,NL,TRANSPORT,EUR_PER_TONNE,133.4146,163836163.36,0.0417,503774484.45,5397872,115110194.61,13832380.38,71088436.27,4175912.58,74739434.13,1,1,3946330195.45,0,EUROSTAT_ENV_TAX,2026-01-22
2020,SI,RESOURCE,EUR_PER_VEHICLE,23.8532,20668021.5,0.0052,221358437.8,5334718,42474436.19,3038849.33,3731672.86,813691.63,13083807.68,0,0,2341344206.33,1,ETS_AUCTION_PLATFORM,2024-01-01
2021,BG,ENERGY,EUR_PER_TCO2,166.0025,17827113.06,0.0045,1061954700.26,5419424,32846048.8,6922597.01,3128319.98,2200138.23,5576057.84,1,1,1323482636.19,1,NATIONAL_ENV_MINISTRY,2025-06-15
2022,EE,POLLUTION,EUR_PER_MWH,148.0944,98760052.61,0.0247,1488863526.07,5393890,112865652.58,9951874.5,16021271.25,17648623.94,55138282.92,1,1,340904350.48,0,BUDGET_REPORTING,2025-09-01
2023,HU,CARBON,EUR_PER_LITRE,44.0792,21642924.37,0.0054,2791921446.15,5520109,797379366.12,10642727.96,2206027.31,846603.29,7947565.81,1,1,169041856.0,1,EUROSTAT_ENV_TAX,2024-01-19
2024,LU,TRANSPORT,EUR_PER_TONNE,17.0842,14685294.82,0.0036,755722275.67,5507253,239987871.18,2772348.29,1793913.02,1272598.11,8846435.4,0,1,994428124.33,1,ETS_AUCTION_PLATFORM,2024-06-27
2025,RO,RESOURCE,EUR_PER_VEHICLE,102.0912,69264951.37,0.017,1310138555.5,5498653,357045347.55,11552615.52,8071086.1,5938822.32,43702427.43,0,0,6059266305.04,1,NATIONAL_ENV_MINISTRY,2024-06-18
2026,AT,ENERGY,EUR_PER_TCO2,120.8634,220368421.46,0.0537,2854508125.98,5668937,341136084.33,134389984.15,24236479.87,15285345.55,46456611.89,1,1,1554743590.85,1,BUDGET_REPORTING,2025-02-19
2010,CZ,POLLUTION,EUR_PER_MWH,0.5304,692530.4,0.0002,593195783.53,5551182,210036881.92,72409.07,73921.5,157080.26,389119.57,0,1,73854790.79,0,EUROSTAT_ENV_TAX,2024-08-29
2011,DE,CARBON,EUR_PER_LITRE,63.3511,62850118.88,0.0151,714539058.69,5632190,48377304.31,35161898.08,10018739.64,6690236.31,10979244.85,1,1,4923360557.15,0,ETS_AUCTION_PLATFORM,2024-12-30
2012,LV,TRANSPORT,EUR_PER_TONNE,98.7315,2450675.05,0.0006,1870487442.51,5687094,191242417.81,432864.29,323045.66,76103.3,1618661.8,1,1,666288545.67,0,NATIONAL_ENV_MINISTRY,2024-09-22
2013,PL,RESOURCE,EUR_PER_VEHICLE,138.3215,57294192.62,0.0136,1725102449.68,5823736,50316690.84,9793752.57,9174064.31,7493863.39,30832512.35,0,1,3826907990.48,0,BUDGET_REPORTING,2024-12-02
2014,ES,ENERGY,EUR_PER_TCO2,99.4507,22385792.72,0.0053,2529586827.58,5748029,51445648.44,5782916.34,3979929.63,3150528.32,9472418.43,1,1,1421924404.16,0,EUROSTAT_ENV_TAX,2025-09-24
2015,HR,POLLUTION,EUR_PER_MWH,178.6658,176385483.03,0.0413,1701742145.1,5796158,48896677.63,11602887.47,14800170.68,49804636.95,100177787.93,1,1,2327963393.71,0,ETS_AUCTION_PLATFORM,2024-08-15
2016,FI,CARBON,EUR_PER_LITRE,32.8903,8814644.4,0.0021,2363825659.4,5925714,52078268.09,5310722.13,1482097.04,851117.14,1170708.09,0,1,2084022771.52,0,NATIONAL_ENV_MINISTRY,2024-04-27
2017,IE,TRANSPORT,EUR_PER_TONNE,145.9241,27908598.73,0.0065,2685651548.18,5902493,20773866.37,5550311.43,4009603.2,1090004.03,17258680.07,1,1,2671573965.2,0,BUDGET_REPORTING,2025-11-25
2018,MT,RESOURCE,EUR_PER_VEHICLE,78.8462,53889409.35,0.0124,891323918.51,5971192,18164243.4,4589963.48,8943655.51,2458812.09,37896978.27,0,0,562714937.65,0,EUROSTAT_ENV_TAX,2025-02-12
2019,SK,ENERGY,EUR_PER_TCO2,2.4959,107003.39,0.0,2766523112.2,6022435,98230918.25,42411.57,18330.54,7179.23,39082.05,0,1,3760201447.91,1,ETS_AUCTION_PLATFORM,2024-09-26
2020,BE,POLLUTION,EUR_PER_MWH,127.895,54463649.38,0.0124,400173678.94,6105190,73157867.69,13229689.06,2870632.39,11981386.24,26381941.69,0,1,4129403889.23,0,NATIONAL_ENV_MINISTRY,2024-07-10
2021,DK,CARBON,EUR_PER_LITRE,142.5832,19525178.16,0.0044,724614198.51,6148607,39862466.68,7047049.09,2136327.61,808644.72,9533156.74,1,1,183798331.06,1,BUDGET_REPORTING,2025-09-11
2022,GR,TRANSPORT,EUR_PER_TONNE,8.4474,14461236.99,0.0032,1284905399.0,6038425,206316995.76,2171823.03,4181070.9,852772.01,7255571.05,0,1,4344489376.61,1,EUROSTAT_ENV_TAX,2024-01-26
2023,LT,RESOURCE,EUR_PER_VEHICLE,95.8218,40974831.88,0.0092,2135311900.8,6181429,513692452.27,2936910.73,2694567.43,5749793.79,29593559.93,1,1,3251522643.2,1,ETS_AUCTION_PLATFORM,2025-08-16
2024,PT,ENERGY,EUR_PER_TCO2,137.9991,140672948.47,0.0313,2350344554.55,6145516,326054079.32,42907373.38,11281235.54,7611700.97,78872638.58,0,0,4036312134.36,1,NATIONAL_ENV_MINISTRY,2026-01-31
2025,SE,POLLUTION,EUR_PER_MWH,26.1686,16947320.6,0.0037,1921072023.94,6182669,238480158.6,3392172.88,1700703.45,2248227.77,9606216.5,0,1,965267453.26,1,BUDGET_REPORTING,2024-06-25
2026,CY,CARBON,EUR_PER_LITRE,143.7646,251352573.89,0.0552,2688439595.3,6249877,658148924.99,69218802.89,33362494.03,7488758.47,141282518.5,1,1,1508247683.8,1,EUROSTAT_ENV_TAX,2026-02-01
2010,FR,TRANSPORT,EUR_PER_TONNE,25.8367,38657946.31,0.0084,363328538.75,6336095,130696123.08,7796625.08,9688435.38,4160015.24,17012870.61,0,0,3434998710.43,0,ETS_AUCTION_PLATFORM,2024-04-03
2011,IT,RESOURCE,EUR_PER_VEHICLE,40.3584,10210726.95,0.0022,1087005616.9,6374290,211006397.34,1387838.48,1965174.85,394027.29,6463686.33,1,0,2260297713.34,0,NATIONAL_ENV_MINISTRY,2025-10-25
2012,NL,ENERGY,EUR_PER_TCO2,167.9449,106828079.42,0.0231,177930332.03,6475164,195463831.12,31380668.28,9547071.82,3233185.06,62667154.26,1,1,2994838936.95,1,BUDGET_REPORTING,2025-03-11
2013,SI,POLLUTION,EUR_PER_MWH,138.9325,169610036.52,0.0365,653528817.45,6475292,134089290.72,10017978.02,14500342.26,56306269.02,88785447.22,0,1,5192085007.16,0,EUROSTAT_ENV_TAX,2025-03-04
2014,BG,CARBON,EUR_PER_LITRE,143.1544,63452700.53,0.0135,871820695.46,6541382,210850781.22,31567892.87,8665025.55,2980108.04,20239674.07,1,0,3231533823.25,0,ETS_AUCTION_PLATFORM,2026-02-13
2015,EE,TRANSPORT,EUR_PER_TONNE,126.0048,139999603.0,0.0297,3450727746.0,6474575,163043472.4,16184698.66,40037007.67,16571546.46,67206350.21,1,1,3167777366.63,0,NATIONAL_ENV_MINISTRY,2026-01-31
2016,HU,RESOURCE,EUR_PER_VEHICLE,146.0572,158825979.5,0.0336,1682833770.99,6571342,167318486.14,12451733.08,24456153.59,13126313.62,108791779.21,0,1,707597669.1,0,BUDGET_REPORTING,2024-11-01
2017,LU,ENERGY,EUR_PER_TCO2,171.3712,301571911.57,0.0634,1009750941.78,6679728,147980248.54,109967588.48,23051317.86,10217714.1,158335291.13,1,0,6053911581.37,0,EUROSTAT_ENV_TAX,2026-01-20
2018,RO,POLLUTION,EUR_PER_MWH,48.0104,15858018.43,0.0033,1617678505.54,6653686,172386034.9,1167157.65,3137020.8,1612314.22,9941525.76,1,0,238365553.15,0,ETS_AUCTION_PLATFORM,2024-10-24
2019,AT,CARBON,EUR_PER_LITRE,12.607,13868719.73,0.0029,3357774704.78,6770730,3629267.02,3688994.36,1696566.71,824729.67,7658428.99,1,1,4144656628.87,0,NATIONAL_ENV_MINISTRY,2024-12-10
2020,CZ,TRANSPORT,EUR_PER_TONNE,72.1373,9668699.76,0.002,2638353098.14,6721758,36814704.47,977916.85,1923643.48,1078156.29,5688983.14,0,1,5602015584.06,1,BUDGET_REPORTING,2024-10-27
2021,DE,RESOURCE,EUR_PER_VEHICLE,152.323,33382542.78,0.0069,1690462403.36,6834781,59295770.92,4325970.53,2255427.55,4035832.06,22765312.64,1,1,1651490005.22,1,EUROSTAT_ENV_TAX,2025-05-03
2022,LV,ENERGY,EUR_PER_TCO2,32.6705,59252041.67,0.0121,4006809622.47,6829609,136221667.65,25736419.07,6479456.05,4646037.49,22390129.06,0,1,2739607638.69,1,ETS_AUCTION_PLATFORM,2025-10-19
2023,PL,POLLUTION,EUR_PER_MWH,175.9643,24926842.96,0.0051,4357019164.74,6897497,516332554.65,5942625.09,4361482.94,7519813.08,7102921.85,1,1,2776299159.9,1,NATIONAL_ENV_MINISTRY,2025-12-09
2024,ES,CARBON,EUR_PER_LITRE,4.718,682056.5,0.0001,1021501147.92,6804881,300202108.06,375020.17,54072.04,52932.2,200032.09,1,1,905460871.03,1,BUDGET_REPORTING,2025-07-02
2025,HR,TRANSPORT,EUR_PER_TONNE,43.9285,29957032.9,0.006,1728774495.97,6856865,218104453.45,6481719.67,11366675.98,989075.57,11119561.68,1,0,3850334271.71,1,EUROSTAT_ENV_TAX,2025-01-20
2026,FI,RESOURCE,EUR_PER_VEHICLE,34.4527,11592781.72,0.0023,3686032046.06,7005002,659168603.45,898398.9,1526762.84,1324163.95,7843456.03,1,1,452552857.54,0,ETS_AUCTION_PLATFORM,2024-08-13
2010,IE,ENERGY,EUR_PER_TCO2,80.7374,57801220.8,0.0115,360801498.32,7024482,70652827.32,27347501.5,6850804.21,2825908.2,20777006.89,0,0,7320225037.87,0,NATIONAL_ENV_MINISTRY,2024-06-20
2011,MT,POLLUTION,EUR_PER_MWH,84.6746,34627170.38,0.0069,1870523123.7,7097767,95395207.12,7682630.32,2341731.77,8161796.51,16441011.78,0,1,2826804560.58,0,BUDGET_REPORTING,2024-12-08
2012,SK,CARBON,EUR_PER_LITRE,74.9107,44683241.25,0.0088,3429524962.29,7049661,52062800.29,23302696.9,7773343.17,5730317.17,7876884.01,1,1,2298916201.51,1,EUROSTAT_ENV_TAX,2025-02-09
2013,BE,TRANSPORT,EUR_PER_TONNE,136.4982,279385728.81,0.0549,1769493427.43,7052487,104333649.32,58406443.68,85467221.01,41036816.71,94475247.41,0,0,1923861868.0,0,ETS_AUCTION_PLATFORM,2025-01-15
2014,DK,RESOURCE,EUR_PER_VEHICLE,128.6729,147898317.81,0.0289,894529988.55,7157927,55129204.5,29374744.29,16032154.79,15040231.61,87451187.12,1,0,2027455304.75,0,NATIONAL_ENV_MINISTRY,2024-11-15
2015,GR,ENERGY,EUR_PER_TCO2,9.9475,2029382.41,0.0004,1214048153.91,7292301,101106898.39,983641.25,245132.31,223238.85,577370.0,1,1,438895065.35,0,BUDGET_REPORTING,2025-08-18
2016,LT,POLLUTION,EUR_PER_MWH,173.2296,80216238.65,0.0155,2642113073.37,7151671,111409080.62,7669546.32,10221937.84,10349441.8,51975312.69,0,1,1438558129.69,0,EUROSTAT_ENV_TAX,2025-08-21
2017,PT,CARBON,EUR_PER_LITRE,87.1764,8882251.8,0.0017,4187352640.28,7266472,187732276.42,2793201.29,1725108.58,310710.88,4053231.05,0,0,4643706717.58,0,ETS_AUCTION_PLATFORM,2025-12-22
2018,SE,TRANSPORT,EUR_PER_TONNE,110.8694,138266403.64,0.0265,3683296038.73,7405991,168483159.14,7214226.94,59871295.83,9884902.4,61295978.47,1,0,2735016827.13,0,NATIONAL_ENV_MINISTRY,2024-09-09
2019,CY,RESOURCE,EUR_PER_VEHICLE,150.3852,116009436.77,0.0221,3673902965.75,7269583,35576083.44,11015969.1,12975245.18,7109279.14,84908943.35,1,1,1793457716.17,1,BUDGET_REPORTING,2024-01-19
2020,FR,ENERGY,EUR_PER_TCO2,114.5619,121492055.76,0.023,2456443300.69,7397741,181775812.67,46315126.85,18119681.78,12376066.87,44681180.26,0,1,5509564907.08,1,EUROSTAT_ENV_TAX,2025-07-31
2021,IT,POLLUTION,EUR_PER_MWH,142.0636,166388084.23,0.0313,2341810173.75,7507576,162477761.67,36437898.34,12200545.27,22173013.0,95576627.62,0,1,4961451103.49,0,ETS_AUCTION_PLATFORM,2024-08-06
2022,NL,CARBON,EUR_PER_LITRE,50.0447,29240253.33,0.0055,1806599662.62,7401886,53346200.16,16788618.66,2233662.42,2857574.89,7360397.36,0,1,970371066.11,1,NATIONAL_ENV_MINISTRY,2025-01-01
2023,SI,TRANSPORT,EUR_PER_TONNE,174.1748,292371731.31,0.0545,3370997759.4,7584184,217804631.74,69977507.82,64925197.5,30315154.45,127153871.54,1,0,7119326316.26,1,BUDGET_REPORTING,2024-06-08
2024,BG,RESOURCE,EUR_PER_VEHICLE,138.2159,261357008.25,0.0485,56047707.88,7489916,295150980.78,18079869.64,48896448.52,38186811.27,156193878.82,0,1,4445969278.7,1,EUROSTAT_ENV_TAX,2025-03-01
2025,EE,ENERGY,EUR_PER_TCO2,78.9091,45716514.7,0.0084,979083863.5,7659296,529899125.29,18450443.81,6257569.98,1268678.83,19739822.08,1,0,2547503884.09,1,ETS_AUCTION_PLATFORM,2024-01-03
2026,HU,POLLUTION,EUR_PER_MWH,68.5651,25493198.66,0.0047,1279388709.42,7553539,392123070.92,2227301.26,3206996.55,3859555.16,16199345.69,1,1,2099993938.37,1,NATIONAL_ENV_MINISTRY,2024-06-17
2010,LU,CARBON,EUR_PER_LITRE,3.3767,5518154.22,0.001,2586059940.06,7778370,45356509.94,2749604.65,654386.1,412409.15,1701754.32,0,1,3319185505.56,0,BUDGET_REPORTING,2025-12-09
2011,RO,TRANSPORT,EUR_PER_TONNE,105.2443,46006937.13,0.0084,319289653.6,7628797,12998529.64,2849763.21,10723900.86,4013734.85,28419538.21,1,0,84176792.51,0,EUROSTAT_ENV_TAX,2025-01-05
2012,AT,RESOURCE,EUR_PER_VEHICLE,155.989,111838905.08,0.0203,482307362.06,7754474,120953991.67,24868450.5,7202073.35,11106504.72,68661876.51,1,1,688070729.0,0,ETS_AUCTION_PLATFORM,2024-06-14
2013,CZ,ENERGY,EUR_PER_TCO2,134.3906,180326987.23,0.0326,2040063821.34,7864672,144885536.87,60147734.29,25670496.58,10081359.18,84427397.18,1,1,4406057884.68,0,NATIONAL_ENV_MINISTRY,2025-09-22
2014,DE,POLLUTION,EUR_PER_MWH,128.8847,45732818.72,0.0082,2994172305.87,7775575,4422345.39,7440949.63,5793277.9,15265340.46,17233250.73,1,0,5279599750.23,0,BUDGET_REPORTING,2025-12-03
2015,LV,CARBON,EUR_PER_LITRE,89.6591,27348447.35,0.0049,1562218727.89,7937084,193688379.75,11225764.0,2428500.8,3196100.54,10498082.01,1,0,4867719898.24,0,EUROSTAT_ENV_TAX,2025-07-12
2016,PL,TRANSPORT,EUR_PER_TONNE,99.9905,31576498.3,0.0056,2358508831.88,7997829,52494101.39,2313501.01,13648437.37,2583559.46,13031000.46,1,1,4829572584.27,0,ETS_AUCTION_PLATFORM,2024-05-08
2017,ES,RESOURCE,EUR_PER_VEHICLE,118.6976,75448034.38,0.0134,402241485.72,7882320,134208045.93,14099346.8,10176555.68,11040819.29,40131312.61,1,0,4322052132.9,1,NATIONAL_ENV_MINISTRY,2025-12-18
2018,HR,ENERGY,EUR_PER_TCO2,18.5216,10186028.94,0.0018,271377975.54,7980293,55246340.65,4591391.02,1865049.0,339634.88,3389954.04,1,1,7187455642.29,0,BUDGET_REPORTING,2024-11-29
2019,FI,POLLUTION,EUR_PER_MWH,135.4752,57424090.82,0.0101,3316763777.22,7945192,195542563.84,11943744.44,7687718.07,7920437.37,29872190.94,0,1,7269333699.46,0,EUROSTAT_ENV_TAX,2025-07-03
2020,IE,CARBON,EUR_PER_LITRE,58.9919,20663183.76,0.0036,1615689600.01,8052391,187526056.46,9277815.11,1044822.43,2666455.7,7674090.52,0,0,3962821341.23,1,ETS_AUCTION_PLATFORM,2024-10-25
2021,MT,TRANSPORT,EUR_PER_TONNE,124.267,5836879.2,0.001,2296163727.34,8117224,139867394.45,1171644.27,2229189.91,278340.0,2157705.02,1,0,3841888264.96,1,NATIONAL_ENV_MINISTRY,2025-09-25
2022,SK,RESOURCE,EUR_PER_VEHICLE,15.8613,8820190.83,0.0015,230201912.3,8180414,103964310.66,1323112.17,585376.93,1293407.49,5618294.24,0,1,709356144.48,1,BUDGET_REPORTING,2025-05-02
2023,BE,ENERGY,EUR_PER_TCO2,101.5979,106450260.48,0.0183,5029091023.43,8249012,472273308.54,67457844.8,16322064.95,15926400.28,6743950.45,0,0,2940675360.82,1,EUROSTAT_ENV_TAX,2024-05-16
2024,DK,POLLUTION,EUR_PER_MWH,92.0256,6750273.28,0.0012,1888267431.18,8156383,81132210.66,936506.04,1244315.53,860427.75,3709023.96,1,0,3316107210.77,0,ETS_AUCTION_PLATFORM,2024-09-21
2025,GR,CARBON,EUR_PER_LITRE,53.8719,44663131.54,0.0076,1094524067.1,8231922,560569643.2,21241189.13,7742146.28,1858763.87,13821032.26,0,0,4323110099.74,1,NATIONAL_ENV_MINISTRY,2025-06-14
2026,LT,TRANSPORT,EUR_PER_TONNE,142.6129,27320805.9,0.0046,838802065.8,8415835,670771036.59,1589651.6,4049939.7,3481699.43,18199515.17,1,1,2943046842.24,1,BUDGET_REPORTING,2024-05-19
2010,PT,RESOURCE,EUR_PER_VEHICLE,109.9159,246200489.82,0.0418,4832462779.12,8450672,65750265.08,13029782.23,48300162.01,36713367.14,148157178.44,1,0,5099359648.93,1,EUROSTAT_ENV_TAX,2024-07-05
2011,SE,ENERGY,EUR_PER_TCO2,162.1393,162221216.38,0.0274,1341059196.22,8362211,71032294.08,98404686.61,23251550.75,14758656.55,25806322.47,1,1,5515218586.61,0,ETS_AUCTION_PLATFORM,2025-05-02
2012,CY,POLLUTION,EUR_PER_MWH,82.7806,136541466.32,0.0229,4403994979.28,8353110,121074476.73,16604501.38,21971411.32,23492283.67,74473269.95,0,1,634810805.46,0,NATIONAL_ENV_MINISTRY,2025-04-01
2013,FR,CARBON,EUR_PER_LITRE,129.6811,192982427.45,0.0322,1634276951.9,8544264,67629850.07,121579410.09,31453649.81,5830845.12,34118522.43,1,0,6676394011.75,1,BUDGET_REPORTING,2024-01-24
2014,IT,TRANSPORT,EUR_PER_TONNE,90.3989,12870839.43,0.0021,495527098.17,8525270,122763789.82,901022.37,1676164.82,652431.94,9641220.3,0,1,3412740341.27,0,EUROSTAT_ENV_TAX,2025-02-10
2015,NL,RESOURCE,EUR_PER_VEHICLE,89.4559,192864850.55,0.032,2479577769.99,8624852,181362765.28,30415002.1,11072013.33,10881482.01,140496353.11,0,0,1437150934.78,0,ETS_AUCTION_PLATFORM,2024-10-12
2016,SI,ENERGY,EUR_PER_TCO2,19.7696,28751791.81,0.0047,1242112934.85,8645978,29452268.83,8618634.56,2994144.28,1564365.18,15574647.79,0,0,885045953.7,0,NATIONAL_ENV_MINISTRY,2026-01-26
2017,BG,POLLUTION,EUR_PER_MWH,89.4443,200290249.32,0.0329,3504674859.34,8682818,93552806.75,38532424.27,18317429.79,30556529.76,112883865.5,1,0,2105868430.54,0,BUDGET_REPORTING,2026-01-27
2018,EE,CARBON,EUR_PER_LITRE,91.5287,158143089.06,0.0259,987374536.78,8705314,157385529.75,96875007.84,11015087.41,18010195.38,32242798.43,1,1,5646130205.52,0,EUROSTAT_ENV_TAX,2025-03-16
2019,HU,TRANSPORT,EUR_PER_TONNE,52.4761,40162620.43,0.0065,2734303383.77,8803630,156484196.07,2933594.43,12191130.43,4721919.64,20315975.93,0,1,702132412.73,0,ETS_AUCTION_PLATFORM,2024-04-19
2020,LU,RESOURCE,EUR_PER_VEHICLE,56.9414,831255.17,0.0001,681835000.62,8710523,201991681.71,200483.99,162718.45,74326.46,393726.27,0,1,3055050120.05,0,NATIONAL_ENV_MINISTRY,2026-02-05
2021,RO,ENERGY,EUR_PER_TCO2,58.6188,34119307.88,0.0055,2001276751.26,8896085,60914009.48,13953941.1,2501132.52,3375943.49,14288290.77,1,1,3702114686.44,1,BUDGET_REPORTING,2024-08-03
2022,AT,POLLUTION,EUR_PER_MWH,39.2517,35460759.72,0.0057,3658875722.08,8881942,201277855.68,6202747.06,3439494.69,4738774.5,21079743.47,0,0,3633176364.52,1,EUROSTAT_ENV_TAX,2024-11-06
2023,CZ,CARBON,EUR_PER_LITRE,80.8157,39825075.5,0.0064,224868034.92,8971177,304673251.05,13297733.56,2798516.33,2067491.02,21661334.59,1,1,3281253165.26,1,ETS_AUCTION_PLATFORM,2025-02-10
2024,DE,TRANSPORT,EUR_PER_TONNE,176.6327,377561474.1,0.0602,3412643258.18,8997627,670847057.73,67493419.6,93876994.18,55697695.29,160493365.03,1,1,770891584.98,1,NATIONAL_ENV_MINISTRY,2025-05-06
2025,LV,RESOURCE,EUR_PER_VEHICLE,59.5996,18636718.36,0.003,547483788.45,8969983,291138973.92,4295604.78,2539129.68,671988.84,11129995.06,0,1,2288507813.26,1,BUDGET_REPORTING,2025-07-10
2026,PL,ENERGY,EUR_PER_TCO2,66.0908,406116.37,0.0001,769579419.07,8994761,285040634.52,208019.91,38947.51,34539.47,124609.48,1,0,2896052553.83,1,EUROSTAT_ENV_TAX,2026-02-25
2010,ES,POLLUTION,EUR_PER_MWH,117.5158,96277609.62,0.0152,2339874131.61,9084921,195025912.4,18777197.82,8339395.06,29663576.79,39497439.95,1,1,2082477024.69,0,ETS_AUCTION_PLATFORM,2024-10-18
2011,HR,CARBON,EUR_PER_LITRE,14.1661,3755621.61,0.0006,2249016954.52,9148272,88468468.45,1135586.73,321596.68,433216.9,1865221.3,1,1,239533776.03,0,NATIONAL_ENV_MINISTRY,2025-03-02
2012,FI,TRANSPORT,EUR_PER_TONNE,38.8787,31311518.32,0.0049,86753184.8,9207562,191705015.67,2477302.15,7094912.48,2562069.98,19177233.71,1,1,2110120395.37,0,BUDGET_REPORTING,2026-02-01
2013,IE,RESOURCE,EUR_PER_VEHICLE,59.2146,50176796.88,0.0078,2737268909.26,9202278,179130041.25,9219412.7,8765247.2,4621703.45,27570433.53,0,1,830324452.88,0,EUROSTAT_ENV_TAX,2024-10-24
2014,MT,ENERGY,EUR_PER_TCO2,170.2184,243099192.49,0.0377,2275690703.72,9213933,161044977.26,100939585.35,33129521.42,9466249.54,99563836.18,0,1,3890865906.27,1,ETS_AUCTION_PLATFORM,2026-02-06
2015,SK,POLLUTION,EUR_PER_MWH,103.1503,34242357.29,0.0053,3395721228.37,9169854,114917534.6,6947639.81,3741054.03,10838633.96,12715029.49,1,0,735262272.0,0,NATIONAL_ENV_MINISTRY,2024-08-04
2016,BE,CARBON,EUR_PER_LITRE,69.7235,49980946.01,0.0077,186506438.2,9287195,170797876.28,19398791.82,9806561.74,4129580.83,16646011.62,1,0,3500744457.77,0,BUDGET_REPORTING,2024-12-12
2017,DK,TRANSPORT,EUR_PER_TONNE,80.1447,68481679.3,0.0105,2295145376.53,9271172,124551519.16,10615351.38,22915037.89,1963902.41,32987387.62,0,1,1917335813.69,0,EUROSTAT_ENV_TAX,2024-04-11
2018,GR,RESOURCE,EUR_PER_VEHICLE,91.9784,31427824.2,0.0048,828924810.0,9374383,74956308.43,2143413.48,3753117.82,2078694.53,23452598.37,1,1,6444098292.81,0,ETS_AUCTION_PLATFORM,2025-08-14
2019,LT,ENERGY,EUR_PER_TCO2,52.8803,37565555.72,0.0057,2994754823.84,9344963,139104144.12,19071346.23,5464900.43,2385022.95,10644286.11,1,0,1900778481.3,0,NATIONAL_ENV_MINISTRY,2025-10-13
2020,PT,POLLUTION,EUR_PER_MWH,177.4226,316664855.99,0.048,3097263382.5,9385315,33039938.85,52842626.47,34243261.32,43385576.47,186193391.73,0,1,2047143543.0,1,BUDGET_REPORTING,2025-01-26
