tax_property_assessment_year,tax_property_parcel_geocode,tax_property_property_class_code,tax_property_assessed_value_total,tax_property_market_value_estimate,tax_property_tax_rate_millage,tax_property_tax_bill_amount_usd,tax_property_homestead_exemption_flag,tax_property_senior_exemption_flag,tax_property_disabled_exemption_flag,tax_property_appeal_filed_flag,tax_property_appeal_outcome_code,tax_property_assessment_ratio,tax_property_equalization_factor,tax_property_delinquency_rate_pct,tax_property_foreclosure_initiation_flag,tax_property_tax_increment_district_flag,tax_property_school_levy_share_pct,tax_property_municipal_levy_share_pct,tax_property_payment_plan_enrolled_flag
2018,PARCEL0000000161,RES_SF,61714279.15,83066254.1,8.5435,487935.3,1,0,0,0,UPHELD,0.6225,1.0857,13.37,0,0,0.435,0.4407,0
2010,PARCEL0000000162,RES_SF,60817048.96,52933405.34,5.4595,333061.78,0,0,0,1,REDUCED,0.6337,0.8605,13.67,0,1,0.6923,0.1575,0
2016,PARCEL0000000163,COMM,17259131.32,20074700.34,14.1484,256512.07,1,1,0,0,WITHDRAWN,0.6973,1.0183,5.37,0,1,0.4971,0.4684,1
2017,PARCEL0000000164,RES_SF,208871941.08,279519843.53,17.3993,3528043.19,0,0,0,0,REDUCED,0.7919,1.1698,16.18,0,0,0.3491,0.6083,1
2016,PARCEL0000000165,COMM,206298272.96,176246892.89,12.3134,2405923.18,1,1,0,0,NONE,1.1068,0.9181,3.99,0,0,0.2993,0.5335,0
2010,PARCEL0000000166,COMM,68168795.71,66024159.51,24.2585,1686071.31,1,0,0,1,UPHELD,1.1616,1.0295,7.35,0,1,0.2265,0.6581,0
2006,PARCEL0000000167,RES_SF,159628297.97,156952774.09,19.7369,3248013.66,0,0,0,0,PENDING,1.0746,1.2227,6.11,0,0,0.6386,0.2959,0
2011,PARCEL0000000168,RES_SF,108023877.06,95577595.41,1.0543,107551.52,0,0,0,0,REDUCED,0.5391,0.9801,15.12,0,0,0.6136,0.2933,1
2018,PARCEL0000000169,COMM,30378060.65,33844646.07,35.0013,981192.5,1,0,0,0,NONE,0.797,0.955,6.85,0,0,0.4187,0.4341,0
2006,PARCEL0000000170,AG,24857377.01,22360571.75,7.1727,187630.5,1,0,0,1,NONE,0.8993,1.2457,2.55,0,0,0.5311,0.3674,0
2010,PARCEL0000000171,RES_SF,189379692.94,203435010.9,31.5064,6407462.55,0,0,0,0,NONE,0.6947,0.8774,13.71,0,1,0.5838,0.3653,0
2008,PARCEL0000000172,RES_SF,46017159.84,53731701.01,30.1908,1381778.74,1,0,1,1,NONE,0.8066,1.1874,5.89,0,0,0.6049,0.1733,0
2013,PARCEL0000000173,VACANT,85654648.51,94880052.66,2.4534,218048.78,1,0,0,1,NONE,1.1571,1.1034,1.8,0,0,0.2717,0.5,0
2022,PARCEL0000000174,MIXED,199761624.67,193103247.02,40.6679,7999430.45,1,0,0,1,UPHELD,1.1248,0.9312,9.49,0,0,0.1926,0.3347,0
2014,PARCEL0000000175,IND,3651855.05,3478598.77,34.138,123842.04,1,0,0,0,NONE,0.758,1.2403,14.03,0,0,0.4042,0.4876,0
2019,PARCEL0000000176,RES_SF,66890735.2,56899111.16,39.5495,2749789.52,1,0,0,0,REDUCED,0.5479,0.8648,2.31,0,0,0.3414,0.5748,0
2007,PARCEL0000000177,RES_MF,199941811.35,223411134.63,39.759,7485309.45,1,0,0,0,NONE,0.8106,1.2096,10.91,0,0,0.3279,0.3275,0
2018,PARCEL0000000178,AG,168382576.99,220522873.76,31.5565,5273876.01,1,0,0,1,NONE,0.9107,0.9402,1.06,0,0,0.3933,0.3953,0
2012,PARCEL0000000179,AG,48991429.61,47040188.19,20.0328,1013796.63,1,0,0,0,UPHELD,0.9088,0.9841,10.91,0,0,0.5148,0.4399,0
2022,PARCEL0000000180,IND,42219841.88,55874540.3,20.3205,830284.53,0,0,0,1,NONE,1.1736,1.1026,11.49,0,1,0.4066,0.3616,0
2015,PARCEL0000000181,RES_SF,142112431.93,136482616.49,34.5246,4571099.8,1,0,0,1,NONE,1.183,1.0819,11.97,0,0,0.5539,0.1799,0
2021,PARCEL0000000182,RES_SF,149800623.83,156660175.86,44.9125,6940176.56,0,0,0,1,UPHELD,0.6586,1.0352,0.66,0,0,0.5043,0.3205,0
2024,PARCEL0000000183,RES_SF,248180185.62,311375566.35,25.4396,6654756.13,1,0,0,1,PENDING,0.7251,1.2462,6.54,0,0,0.2659,0.5078,0
2012,PARCEL0000000184,RES_MF,133384526.96,170003322.38,33.6227,4794300.87,0,1,0,0,PENDING,0.7969,0.8715,4.03,0,0,0.5069,0.3068,0
2010,PARCEL0000000185,VACANT,164922909.94,182905327.64,40.2668,6310871.89,1,0,0,1,NONE,0.9005,1.0678,15.15,0,0,0.3928,0.3155,0
2011,PARCEL0000000186,RES_SF,151578216.66,172301820.22,38.3072,5738547.35,0,0,0,0,REDUCED,1.055,1.0213,4.3,0,0,0.5469,0.3361,0
2008,PARCEL0000000187,RES_SF,135579852.36,160781311.09,0.7194,93589.03,0,1,0,0,REDUCED,0.8891,1.0615,10.95,0,0,0.4533,0.4266,0
2022,PARCEL0000000188,COMM,245996974.85,225044234.94,28.3521,7294657.11,0,0,1,0,UPHELD,0.9078,0.9218,17.17,0,0,0.2909,0.4205,0
2011,PARCEL0000000189,IND,7039184.53,6088106.9,35.3054,247701.35,1,0,0,1,UPHELD,0.6954,1.184,0.08,0,1,0.5097,0.3681,0
2015,PARCEL0000000190,RES_SF,208620501.69,274493098.86,4.322,895033.68,1,0,0,0,UPHELD,0.7499,1.0508,4.9,0,0,0.2972,0.5127,0
2009,PARCEL0000000191,MIXED,64865449.11,60053909.97,40.0731,2774216.64,0,0,0,0,NONE,0.9033,0.9239,1.52,0,0,0.421,0.4204,0
2015,PARCEL0000000192,RES_SF,106946081.13,91499561.76,16.3596,1729108.89,0,0,1,0,WITHDRAWN,1.0155,1.1956,8.43,0,0,0.6815,0.2668,0
2011,PARCEL0000000193,RES_SF,7364412.33,7032588.73,5.363,40491.95,1,0,0,0,REDUCED,1.0048,1.2424,13.11,0,0,0.3143,0.4511,0
2017,PARCEL0000000194,AG,78235109.84,80397725.96,2.2284,181707.26,0,0,0,0,UPHELD,0.5932,1.0434,16.59,0,1,0.2382,0.3527,0
2013,PARCEL0000000195,RES_SF,28299003.54,27447227.9,2.3881,65154.19,1,0,0,0,NONE,0.832,1.1623,2.0,0,0,0.5015,0.2002,0
2011,PARCEL0000000196,RES_SF,228666423.23,204786927.06,6.1972,1439616.54,1,0,0,0,NONE,0.8087,1.0192,6.94,0,0,0.6666,0.2005,0
2007,PARCEL0000000197,RES_MF,25146941.16,24740452.01,30.732,736353.88,1,0,0,0,PENDING,0.6657,1.185,10.69,0,0,0.7155,0.2495,0
2008,PARCEL0000000198,COMM,210745439.68,191524237.02,0.4955,103699.02,1,0,0,0,REDUCED,0.522,0.8607,13.08,0,0,0.3408,0.3099,1
2021,PARCEL0000000199,VACANT,209931471.86,266664338.59,5.2266,1062711.56,0,0,0,0,REDUCED,0.9851,1.0282,7.27,0,0,0.3236,0.6113,0
2017,PARCEL0000000200,COMM,229757253.97,202525848.17,40.9779,8996034.75,1,0,0,0,UPHELD,0.6847,1.1259,1.37,0,0,0.5976,0.2562,0
2007,PARCEL0000000201,AG,150180314.94,132245352.54,44.5219,6384773.14,1,0,0,0,PENDING,0.8606,1.1247,16.52,0,0,0.363,0.5819,0
2024,PARCEL0000000202,RES_MF,118689841.91,130409755.96,13.1181,1512437.69,1,0,0,0,UPHELD,0.9574,1.0191,4.53,0,0,0.385,0.5336,0
2016,PARCEL0000000203,RES_MF,141324238.87,131896742.88,14.5004,2174914.89,0,0,0,0,REDUCED,0.7799,1.1957,9.85,0,0,0.3772,0.5404,0
2018,PARCEL0000000204,COMM,153095261.24,147023894.87,6.0231,901060.26,0,0,0,1,UPHELD,0.703,0.9427,16.81,0,0,0.2867,0.6217,0
2022,PARCEL0000000205,COMM,184050274.51,173510775.3,26.4549,4583988.45,1,0,0,0,NONE,0.9177,0.9579,11.76,0,0,0.2395,0.3671,0
2008,PARCEL0000000206,VACANT,51826003.68,48086785.13,15.6539,866778.01,1,0,1,0,NONE,0.7117,1.1937,3.11,0,1,0.5926,0.3018,0
2015,PARCEL0000000207,COMM,10491179.91,11336321.5,24.5672,242749.81,1,0,0,0,UPHELD,0.6062,0.956,8.98,0,0,0.5683,0.3051,0
2007,PARCEL0000000208,AG,132039597.5,142509930.82,16.1389,2132517.88,1,0,0,0,NONE,0.5391,0.8821,9.7,0,0,0.427,0.4284,0
2011,PARCEL0000000209,RES_SF,75403454.34,65407827.04,33.8298,2381863.01,1,0,0,0,NONE,0.9743,0.9296,12.86,0,0,0.2778,0.2972,0
2020,PARCEL0000000210,VACANT,112781053.61,138034809.98,0.6583,75669.25,1,0,0,0,UPHELD,0.5076,1.0076,5.15,1,0,0.3442,0.4173,0
2016,PARCEL0000000211,RES_MF,244344406.87,278277718.47,34.29,8628305.87,1,0,0,0,PENDING,0.7649,1.1105,0.9,0,0,0.4462,0.405,0
2016,PARCEL0000000212,IND,27270646.59,25225454.45,37.1331,1006601.35,1,1,0,0,PENDING,0.9618,1.2246,12.12,0,0,0.6179,0.1971,0
2009,PARCEL0000000213,RES_SF,66528467.3,60643890.39,37.0289,2453070.8,0,0,0,1,PENDING,0.9581,1.0075,8.94,0,0,0.6858,0.2072,0
2024,PARCEL0000000214,IND,142776052.46,161219911.96,6.6419,884834.15,0,0,0,1,UPHELD,1.1591,1.0707,4.23,1,0,0.6691,0.2364,0
2019,PARCEL0000000215,VACANT,157720486.28,166505446.42,3.4606,534000.48,0,1,0,0,UPHELD,0.9133,1.0829,7.24,0,0,0.5042,0.4576,0
2008,PARCEL0000000216,RES_SF,37069191.16,36444448.55,12.7171,441856.33,0,0,0,0,UPHELD,1.1726,1.1153,15.59,0,0,0.3772,0.5702,0
2016,PARCEL0000000217,COMM,185215751.29,192278404.19,20.758,4137047.11,1,1,0,0,NONE,1.1577,0.9887,9.48,0,0,0.6299,0.2712,1
2019,PARCEL0000000218,AG,35382004.77,33671641.15,2.9792,106665.36,0,0,0,1,PENDING,1.1377,0.9939,14.69,0,0,0.6234,0.2785,1
2015,PARCEL0000000219,COMM,163798204.51,156479472.06,25.2226,4436124.14,0,0,0,0,NONE,0.5495,1.0156,0.99,0,1,0.4561,0.2214,0
2006,PARCEL0000000220,COMM,59177975.12,56784999.24,24.1447,1355754.52,1,0,0,0,NONE,1.16,0.9613,6.47,0,0,0.5597,0.3913,0
2006,PARCEL0000000221,MIXED,118312945.75,130627657.51,2.3507,257055.95,0,0,0,0,INCREASED,0.6142,0.8835,5.53,0,0,0.7258,0.1464,0
2013,PARCEL0000000222,RES_SF,88289023.55,88036344.75,10.2262,932385.88,1,0,0,0,PENDING,1.1602,1.1408,9.87,0,0,0.5528,0.21,0
2023,PARCEL0000000223,COMM,205439478.73,176588133.06,38.3019,8282437.87,1,0,0,1,UPHELD,0.5524,1.1353,11.95,0,0,0.3316,0.5563,0
2008,PARCEL0000000224,RES_SF,167755641.95,156210061.16,31.8905,5575348.77,1,1,0,0,NONE,0.5569,1.2117,15.85,0,0,0.1693,0.7138,0
2022,PARCEL0000000225,RES_SF,17473886.52,19318215.87,37.8028,639490.68,0,0,0,0,NONE,1.142,0.936,11.97,0,0,0.553,0.3701,0
2014,PARCEL0000000226,COMM,34964808.02,45032732.38,19.0051,713140.32,1,0,0,0,UPHELD,1.159,1.1318,0.01,0,0,0.1716,0.6487,0
2022,PARCEL0000000227,MIXED,72502269.6,83911849.87,28.3941,2062372.24,1,0,0,1,REDUCED,1.1188,1.0194,1.5,0,0,0.3374,0.5162,0
2023,PARCEL0000000228,COMM,2810047.12,2785887.87,34.3131,101115.97,1,0,0,0,NONE,0.8217,1.1518,8.11,0,0,0.3248,0.3789,0
2022,PARCEL0000000229,RES_SF,244261286.08,310537950.5,25.3303,5853879.96,0,1,1,0,NONE,0.6007,1.1847,10.45,0,0,0.4658,0.4923,1
2013,PARCEL0000000230,COMM,83586665.03,97064286.23,5.4659,443813.03,0,1,0,0,NONE,1.0984,1.0604,3.37,0,0,0.1696,0.59,0
2014,PARCEL0000000231,RES_SF,187890847.86,196053558.37,34.136,6115280.52,0,0,0,0,UPHELD,0.7647,1.2354,12.35,0,1,0.5763,0.2034,0
2025,PARCEL0000000232,RES_MF,61630184.15,68142994.33,28.3838,1685891.38,1,1,0,0,NONE,0.6368,1.1689,16.67,0,0,0.4972,0.2672,0
2023,PARCEL0000000233,COMM,241561611.66,223457834.3,42.2526,10801640.11,0,0,0,0,NONE,1.1558,0.8628,14.99,0,0,0.1564,0.4712,0
2020,PARCEL0000000234,RES_MF,244580767.45,238331645.54,38.1183,8663528.81,1,0,0,1,PENDING,1.0691,1.0689,9.74,0,0,0.2456,0.4573,0
2010,PARCEL0000000235,RES_SF,7828657.59,6748749.14,17.1459,132417.59,1,0,0,0,PENDING,0.6676,1.1669,3.67,0,0,0.5758,0.1699,0
2011,PARCEL0000000236,COMM,7423013.71,9059467.69,42.3563,316298.84,1,1,0,0,NONE,0.74,1.124,1.84,0,0,0.1995,0.6343,0
2017,PARCEL0000000237,RES_SF,94990563.3,110999006.73,6.0028,583662.85,1,1,0,1,NONE,1.0222,1.1682,3.29,0,0,0.5344,0.3146,0
2018,PARCEL0000000238,RES_SF,248238223.0,272739138.84,20.9389,5169688.43,0,0,0,0,UPHELD,0.605,1.1564,17.77,0,0,0.4275,0.4998,0
2025,PARCEL0000000239,RES_SF,88649436.85,87943806.82,5.5441,479607.96,1,0,1,0,NONE,1.0543,1.0577,6.02,0,0,0.5244,0.4238,0
2008,PARCEL0000000240,RES_SF,210453649.92,258972859.09,27.4725,6094225.53,1,0,0,0,REDUCED,0.679,1.0212,15.23,0,0,0.4323,0.2643,0
2006,PARCEL0000000241,RES_SF,15965509.18,16639678.29,41.7581,649186.95,0,0,0,1,NONE,0.8679,1.1027,3.96,0,1,0.6311,0.2152,0
2011,PARCEL0000000242,RES_SF,68258714.36,74896086.96,43.678,3104475.89,0,0,0,1,NONE,0.5453,1.0313,10.51,0,0,0.5285,0.3015,0
2023,PARCEL0000000243,AG,148988649.37,167894766.76,37.5312,5745077.24,0,0,0,1,REDUCED,1.113,1.2196,13.84,0,1,0.4024,0.3176,1
2010,PARCEL0000000244,RES_SF,176354234.34,227606986.92,24.9421,4256715.95,0,0,0,0,UPHELD,0.9247,1.0371,2.61,0,0,0.4035,0.2691,0
2023,PARCEL0000000245,RES_SF,236235213.19,296997380.96,35.4691,8772850.44,1,0,0,0,PENDING,0.9391,1.0956,9.68,0,0,0.3405,0.426,0
2007,PARCEL0000000246,AG,108498544.03,108978393.52,31.3473,3338109.54,1,0,0,1,NONE,0.6422,1.011,16.85,0,0,0.493,0.4146,0
2015,PARCEL0000000247,VACANT,46938955.3,63151082.39,6.5613,317958.24,1,1,0,0,NONE,0.8683,0.9756,5.03,0,0,0.3754,0.4656,0
2007,PARCEL0000000248,COMM,104760676.6,130043877.54,1.3853,153372.17,0,0,0,0,REDUCED,1.1483,1.1906,8.65,1,0,0.473,0.3085,0
2010,PARCEL0000000249,COMM,225074521.84,198471561.06,44.1141,9701384.46,1,0,0,0,PENDING,0.5239,1.0934,11.4,0,0,0.4172,0.2475,1
2021,PARCEL0000000250,RES_SF,214981860.04,184412694.61,25.3597,5886901.31,1,1,0,1,REDUCED,0.6223,0.8529,8.95,0,0,0.2011,0.4887,1
2021,PARCEL0000000251,RES_MF,228496198.41,296885161.35,2.3194,546804.7,0,0,0,1,UPHELD,0.7237,0.9255,13.39,0,0,0.6106,0.3139,0
2024,PARCEL0000000252,IND,223084232.01,196174823.47,44.4186,9389633.29,1,0,0,0,REDUCED,1.0005,1.0887,3.97,0,0,0.2672,0.6729,0
2015,PARCEL0000000253,COMM,186727241.35,224885226.71,6.2019,1228996.48,1,0,0,1,UPHELD,0.5976,1.1673,14.77,0,0,0.6013,0.3007,0
2018,PARCEL0000000254,RES_MF,2813459.38,2626651.46,25.2875,73430.01,0,1,0,0,NONE,0.5794,0.9979,12.59,0,0,0.2828,0.6789,0
2014,PARCEL0000000255,RES_SF,60175439.98,69786547.53,14.9832,922608.29,1,0,0,0,REDUCED,1.0303,1.2154,8.26,0,0,0.3087,0.4755,0
2010,PARCEL0000000256,COMM,47163996.04,41838821.06,18.2242,842408.28,1,0,0,0,UPHELD,0.5602,1.1444,9.85,0,0,0.7421,0.2136,0
2017,PARCEL0000000257,RES_SF,248634200.38,310899946.84,11.0194,2769509.1,1,0,0,1,NONE,1.1293,0.8832,7.25,0,0,0.6589,0.3191,0
2010,PARCEL0000000258,RES_SF,152964561.56,138779930.28,32.0462,4522781.29,0,0,1,0,REDUCED,0.5859,0.8683,8.32,1,0,0.1843,0.5904,0
2016,PARCEL0000000259,AG,141903832.4,140943866.02,0.8122,113633.53,0,0,0,0,NONE,1.1775,1.2151,12.78,0,0,0.5306,0.2581,0
2024,PARCEL0000000260,COMM,205011657.21,176813489.82,43.8492,9447412.52,0,0,1,1,NONE,0.9022,0.933,1.37,0,0,0.2798,0.6375,0
2020,PARCEL0000000261,MIXED,123943791.85,139260234.27,18.9873,2176869.95,1,0,0,0,NONE,0.8983,0.925,3.83,0,1,0.6876,0.2846,0
2006,PARCEL0000000262,COMM,22258509.18,19274019.75,13.4957,302226.69,1,0,0,1,REDUCED,0.689,0.9919,15.69,0,0,0.3864,0.2783,0
2017,PARCEL0000000263,RES_SF,128941159.77,137331836.15,42.0555,5448244.39,1,0,0,0,NONE,0.8005,1.0971,8.75,1,1,0.5553,0.2033,0
2021,PARCEL0000000264,RES_SF,47517965.26,43275077.59,2.2857,110897.81,1,0,0,0,NONE,0.5446,1.1872,8.72,1,0,0.2717,0.6114,0
2015,PARCEL0000000265,RES_SF,120295752.27,146551839.43,3.6724,475428.2,1,0,0,0,REDUCED,0.5071,1.0926,10.19,0,0,0.621,0.2662,0
2012,PARCEL0000000266,COMM,215558216.78,238413162.09,14.1656,2932226.56,0,0,0,0,REDUCED,0.5612,0.982,10.38,0,1,0.5366,0.4161,0
2013,PARCEL0000000267,RES_SF,212709888.47,224277654.23,42.6901,9356891.97,0,0,0,0,NONE,0.6259,0.8864,4.76,0,1,0.7437,0.104,0
2025,PARCEL0000000268,RES_SF,16278770.41,16568252.08,19.6865,306513.04,1,1,0,0,INCREASED,0.9164,1.2125,4.59,0,0,0.528,0.2519,0
2019,PARCEL0000000269,RES_SF,122038263.61,114077122.66,22.422,2816860.78,1,0,1,0,UPHELD,0.7413,0.9628,1.92,0,0,0.6569,0.2974,0
2016,PARCEL0000000270,RES_MF,123193247.8,106210009.72,8.9751,1185066.14,1,1,0,0,WITHDRAWN,0.7415,0.9108,5.08,0,0,0.5538,0.1931,0
2023,PARCEL0000000271,AG,208361864.55,237963683.58,16.8078,3405601.91,1,0,0,0,NONE,1.1046,0.9567,5.41,0,0,0.3142,0.5804,0
2014,PARCEL0000000272,RES_SF,11572008.4,13145740.69,7.5648,94295.9,1,0,0,0,UPHELD,0.9612,1.0691,10.31,0,0,0.1568,0.4755,0
2017,PARCEL0000000273,RES_SF,110308770.75,137705323.47,41.7742,4806006.18,1,0,0,0,PENDING,0.6869,0.9324,12.5,0,0,0.5666,0.2138,0
2023,PARCEL0000000274,RES_SF,98499343.8,117260791.61,10.7467,1075785.19,1,0,0,0,REDUCED,0.7936,0.8994,2.8,0,0,0.1864,0.3598,0
2023,PARCEL0000000275,RES_MF,37971145.14,48321782.36,37.5428,1535825.38,1,0,0,0,UPHELD,0.6335,0.8994,13.45,0,0,0.6728,0.2867,0
2020,PARCEL0000000276,COMM,55737827.14,62587672.05,12.2869,630659.45,1,0,0,0,NONE,0.9157,1.042,5.22,0,0,0.1724,0.4669,0
2021,PARCEL0000000277,RES_SF,45167735.93,56017899.73,5.0549,215062.23,1,0,0,0,WITHDRAWN,0.6884,0.8547,16.45,0,0,0.6458,0.2391,0
2009,PARCEL0000000278,RES_MF,216054166.07,196566025.2,31.7021,7070559.53,0,0,0,0,UPHELD,0.6324,1.1429,0.68,0,0,0.2598,0.3324,0
2010,PARCEL0000000279,RES_SF,8436591.98,9432693.15,27.7011,236468.68,1,0,0,0,REDUCED,0.5097,1.2077,3.45,0,1,0.5161,0.3714,0
2024,PARCEL0000000280,RES_MF,1345202.73,1361174.09,29.0005,39930.6,1,0,0,1,NONE,0.6929,1.0003,14.61,0,0,0.5076,0.4181,1
2022,PARCEL0000000281,RES_SF,24096320.31,27276868.7,23.6307,572478.11,1,0,0,0,UPHELD,0.7307,1.0259,17.66,0,0,0.7026,0.2309,0
2013,PARCEL0000000282,RES_MF,47952519.3,46989445.44,41.1783,1870569.85,0,0,1,1,REDUCED,0.8342,0.9755,16.15,0,1,0.4893,0.2913,0
2012,PARCEL0000000283,RES_SF,121288822.43,160808516.93,31.8416,3913081.0,1,0,0,0,UPHELD,0.7031,1.0225,5.39,0,0,0.6311,0.3277,0
2021,PARCEL0000000284,RES_SF,239739265.53,219096530.5,29.8271,7171377.75,0,0,0,0,NONE,1.1249,1.2094,5.27,0,0,0.6055,0.2877,0
2017,PARCEL0000000285,COMM,139724747.99,148455965.15,0.6719,90279.86,1,1,0,0,REDUCED,0.8375,1.2145,7.81,0,0,0.3796,0.365,0
2010,PARCEL0000000286,RES_SF,114908827.62,153859183.35,11.3275,1356482.94,0,0,0,1,REDUCED,1.1628,0.9605,2.78,0,0,0.2665,0.5103,1
2020,PARCEL0000000287,RES_SF,123459899.79,150591294.04,4.1295,492951.6,1,1,0,1,NONE,0.7599,1.1949,7.62,0,0,0.202,0.7535,1
2009,PARCEL0000000288,RES_SF,145328060.23,161796138.94,15.2604,2316758.56,0,0,0,1,PENDING,1.1054,0.8644,14.31,0,0,0.742,0.1221,0
2007,PARCEL0000000289,RES_SF,245971662.49,227225137.96,43.8176,10737860.01,0,0,0,0,NONE,0.5776,1.1029,13.01,0,0,0.5963,0.1818,0
2025,PARCEL0000000290,RES_SF,196736688.22,243169986.53,12.468,2363533.44,0,0,0,0,NONE,1.0645,0.9492,7.12,0,0,0.2415,0.7098,0
2018,PARCEL0000000291,RES_SF,122270246.7,138225923.64,42.6115,5375450.65,0,0,0,0,REDUCED,1.0652,1.2029,5.92,0,0,0.5282,0.1941,0
2009,PARCEL0000000292,AG,55700436.76,49271091.23,19.0053,1018904.76,1,0,1,1,PENDING,0.7419,1.0054,6.45,0,0,0.4727,0.481,0
2022,PARCEL0000000293,RES_SF,216234259.46,290726038.59,4.1712,869165.89,1,0,0,0,UPHELD,0.964,0.9042,12.93,0,0,0.7306,0.2283,0
2011,PARCEL0000000294,RES_MF,139570999.45,128803881.45,1.0826,140930.55,1,0,0,0,REDUCED,0.677,0.8933,9.39,0,1,0.416,0.3437,0
2015,PARCEL0000000295,RES_SF,244761344.81,246958071.4,25.4659,6290212.5,1,0,0,0,UPHELD,1.1954,1.2293,9.01,0,0,0.1557,0.7496,0
2009,PARCEL0000000296,AG,131344296.76,125456467.89,20.4816,2724672.1,1,0,0,0,UPHELD,0.7851,1.1417,10.0,0,0,0.2499,0.4164,0
2025,PARCEL0000000297,AG,93885277.56,122175897.37,19.7499,1890351.3,1,0,1,0,REDUCED,0.8526,1.1656,8.03,0,1,0.5611,0.383,1
2013,PARCEL0000000298,RES_MF,247995983.86,215966653.11,7.1607,1779259.73,1,1,0,0,UPHELD,0.6176,1.1669,2.13,0,0,0.4354,0.2931,0
2024,PARCEL0000000299,IND,83085169.25,73744612.84,1.6901,145026.42,0,0,0,0,REDUCED,1.1513,0.9653,1.29,0,0,0.2824,0.3507,0
2014,PARCEL0000000300,VACANT,440101.76,484450.32,15.9223,6802.32,1,0,0,0,NONE,0.8317,0.9941,5.52,0,0,0.5448,0.2736,0
2024,PARCEL0000000301,VACANT,55979058.05,71481852.32,14.5902,785224.7,0,0,0,0,NONE,1.0361,1.0418,4.8,0,1,0.3372,0.488,0
2016,PARCEL0000000302,RES_SF,45598378.62,52760589.06,20.5134,966983.01,1,0,0,1,NONE,1.1666,1.001,8.96,0,0,0.1805,0.402,1
2006,PARCEL0000000303,MIXED,73663673.53,91966023.76,28.7561,2181251.47,1,0,0,0,REDUCED,1.0423,0.9534,6.1,0,0,0.5988,0.1901,0
2013,PARCEL0000000304,RES_MF,67406246.44,60942589.38,44.2322,2814220.07,0,0,0,0,REDUCED,0.9902,1.0033,11.61,0,0,0.5453,0.3583,0
2024,PARCEL0000000305,COMM,150381625.7,180159735.94,33.9532,5120628.27,0,0,0,1,NONE,0.9456,0.9493,11.81,0,0,0.3107,0.4928,0
2018,PARCEL0000000306,RES_MF,11743767.65,13793491.52,33.2209,360843.9,0,0,0,1,NONE,0.5519,0.9919,9.07,0,0,0.5088,0.3112,0
2017,PARCEL0000000307,AG,17438449.29,15495836.14,17.8959,290615.35,1,0,0,0,NONE,0.9805,1.2002,14.05,0,0,0.5766,0.2892,1
2019,PARCEL0000000308,RES_SF,191803342.59,168919337.07,29.1711,5854025.79,1,1,0,0,REDUCED,0.5163,1.079,12.07,0,0,0.6819,0.2067,0
2014,PARCEL0000000309,IND,184675899.14,194318994.2,34.7333,6265050.16,1,0,0,0,PENDING,1.1203,1.1189,9.48,0,1,0.3107,0.6003,0
2019,PARCEL0000000310,RES_MF,203300412.02,180350329.31,39.5286,8163328.65,0,0,0,0,UPHELD,1.0292,0.8935,2.75,0,0,0.7392,0.178,0
2020,PARCEL0000000311,RES_SF,25813836.88,25383496.82,9.6454,232500.76,0,0,0,0,UPHELD,0.5743,1.0359,4.13,0,0,0.5745,0.1797,0
2012,PARCEL0000000312,COMM,39878353.9,44513523.79,7.9388,332172.62,1,1,0,0,NONE,0.6453,0.8898,7.58,0,0,0.6992,0.1635,0
2008,PARCEL0000000313,AG,24671937.6,24741122.8,42.6599,975597.98,1,1,0,1,PENDING,1.0032,0.8607,10.59,0,0,0.6447,0.2315,0
2022,PARCEL0000000314,COMM,247913482.71,268199434.12,19.151,4642440.82,1,0,0,0,UPHELD,0.8497,0.9986,1.88,0,0,0.675,0.2055,0
2007,PARCEL0000000315,RES_MF,191714187.94,215991937.68,39.3079,7711190.7,1,0,0,0,PENDING,0.5504,0.9009,9.35,0,0,0.338,0.4034,1
2020,PARCEL0000000316,IND,44398459.88,54242699.43,43.225,2050397.1,0,0,0,0,NONE,0.8461,1.1886,16.65,0,0,0.2439,0.3229,0
2021,PARCEL0000000317,VACANT,248550184.35,217180117.25,24.5346,6184513.06,1,0,0,0,UPHELD,1.0424,1.1541,1.31,0,0,0.4245,0.3719,0
2007,PARCEL0000000318,VACANT,197644166.5,239527696.89,27.229,5734638.3,1,0,0,0,NONE,0.8297,1.2392,15.8,0,0,0.1668,0.4231,0
2024,PARCEL0000000319,RES_SF,129280961.61,147083495.65,24.7492,3076283.28,1,0,0,0,NONE,0.6136,0.8655,13.35,0,0,0.3395,0.6098,0
2007,PARCEL0000000320,RES_MF,198491969.24,226231875.41,40.5116,7651390.32,1,0,0,0,REDUCED,1.0742,0.8856,8.11,0,0,0.153,0.5908,0
2020,PARCEL0000000321,MIXED,129718734.58,153262978.88,19.5638,2725415.43,1,0,0,1,WITHDRAWN,1.1324,0.9593,2.11,0,0,0.175,0.5005,0
2017,PARCEL0000000322,RES_SF,52676522.53,63753346.77,4.1349,201308.64,1,0,0,1,WITHDRAWN,0.6288,1.1751,3.4,0,0,0.5938,0.3101,0
2014,PARCEL0000000323,RES_MF,245018652.52,267699189.08,14.3535,3507129.08,1,1,0,1,REDUCED,0.5622,1.2132,14.96,0,0,0.2341,0.3515,0
2018,PARCEL0000000324,IND,171986635.9,193052882.54,23.6111,4291752.6,1,0,1,0,REDUCED,1.1568,0.8739,17.44,0,0,0.3433,0.4843,0
