biz_output_reporting_quarter,biz_output_industry_cluster_code,biz_output_shipment_value_usd,biz_output_new_orders_value_usd,biz_output_capacity_utilization_pct,biz_output_unit_labor_cost_index,biz_output_export_share_pct,biz_output_import_penetration_pct,biz_output_domestic_market_share_pct,biz_output_price_competitiveness_index,biz_output_innovation_intensity_score,biz_output_capital_investment_usd,biz_output_r_and_d_spend_usd,biz_output_automation_adoption_index,biz_output_supply_chain_concentration_index,biz_output_supplier_risk_score,biz_output_customer_concentration_index,biz_output_energy_intensity_btu_output,biz_output_carbon_intensity_tons_output,biz_output_benchmark_peer_group
2044Q4,CL000132,269237005577.12,277831667216.13,92.64,110.56,10.4,55.04,56.63,139.56,84.41,97877941201.39,13516895582.42,0.0824,0.1122,65.39,0.5777,37007.36,109.8131,PEER_A
2045Q1,CL000133,192771002265.01,125641010882.51,70.44,113.11,14.2,35.41,71.22,127.63,60.94,72828155996.43,8415594686.27,0.8671,0.9167,16.71,0.2252,18679.42,95.2813,PEER_A
2045Q2,CL000134,77890140937.0,65518289202.6,92.91,131.64,75.15,39.83,70.75,65.29,86.61,61423489807.46,56639118812.63,0.5688,0.1223,13.41,0.3523,29999.45,7.4907,PEER_F
2045Q3,CL000135,82180316396.97,56745190532.64,46.0,88.76,28.68,8.22,92.8,98.83,17.81,99239105740.43,42187976805.11,0.3683,0.039,77.29,0.9526,33489.11,75.2397,PEER_A
2045Q4,CL000136,325530564939.75,283220572732.02,95.14,87.44,65.3,59.46,77.32,125.62,0.73,33943598337.04,20876021614.78,0.2481,0.0742,68.33,0.728,4276.13,237.3061,PEER_B
2046Q1,CL000137,185351008635.68,193233607161.57,28.69,75.11,39.13,6.55,95.08,91.26,83.4,94037201828.6,27550085336.82,0.8954,0.4875,38.14,0.0713,39927.4,81.0213,PEER_A
2046Q2,CL000138,87534304146.58,68718565297.73,52.29,69.08,34.99,16.16,89.14,139.66,52.92,37547701926.93,2592970465.97,0.3744,0.8749,20.63,0.1356,32643.3,20.6897,PEER_E
2046Q3,CL000139,49056547666.08,36427843472.96,71.17,110.07,81.74,34.83,77.68,89.88,30.32,22420649544.71,27962627499.05,0.6388,0.7234,47.36,0.0044,3584.25,105.186,PEER_B
2046Q4,CL000140,409524634951.84,337369710824.39,92.57,65.37,8.3,43.01,72.42,77.44,8.73,7379748463.62,49064670127.7,0.5652,0.7953,83.91,0.0992,48987.24,212.4997,PEER_C
2047Q1,CL000141,261309380344.83,287993333971.36,63.76,63.21,17.65,80.9,40.01,76.56,64.83,86386491302.78,50961765115.8,0.49,0.9284,24.97,0.0548,39824.06,162.9812,PEER_F
2047Q2,CL000142,62482667707.28,51136373018.68,77.48,82.24,54.63,21.75,93.26,108.36,33.3,17432975791.22,37702373665.2,0.4701,0.5634,10.57,0.03,33173.05,177.5986,PEER_D
2047Q3,CL000143,53270663943.21,52071280403.57,72.09,129.13,33.54,72.49,65.13,73.52,34.66,26128874032.42,46710432132.34,0.947,0.754,74.23,0.5385,5522.14,219.9623,PEER_A
2047Q4,CL000144,183675261537.33,195471933671.54,87.7,115.09,0.02,50.96,60.15,85.8,61.47,24782098126.05,38662149783.24,0.1581,0.7299,13.52,0.4634,11447.99,184.6328,PEER_F
2048Q1,CL000145,418188582189.48,436924753478.33,23.19,153.54,60.2,74.12,42.66,67.93,14.04,58820489958.67,41627828925.78,0.5012,0.577,73.79,0.634,23719.79,198.9113,PEER_C
2048Q2,CL000146,338653838298.0,233794643217.64,27.04,80.85,48.12,15.11,92.28,88.83,30.35,34509291232.03,11378748366.4,0.9274,0.6275,69.23,0.0237,3890.13,63.6647,PEER_A
2048Q3,CL000147,358392790092.74,346183254413.59,39.36,129.14,4.56,89.39,47.93,97.69,4.26,117277207314.36,31325660616.47,0.1016,0.1591,18.14,0.3568,9765.6,10.6714,PEER_C
2048Q4,CL000148,72916285971.24,59736868128.29,39.72,107.74,14.76,34.97,69.87,64.27,88.93,83752182357.46,45703571365.9,0.5475,0.9245,84.36,0.3632,19179.07,6.844,PEER_B
2049Q1,CL000149,96406175255.75,81852630689.74,51.3,118.3,15.67,2.1,98.26,129.56,64.8,53504363994.02,9235509646.21,0.2584,0.0943,31.46,0.2515,32094.18,188.7714,PEER_B
2049Q2,CL000150,147830426457.69,103865842396.8,73.1,79.49,4.27,13.18,95.56,90.52,92.9,38074501569.79,3862284515.65,0.4204,0.0802,99.54,0.6044,9772.59,196.4702,PEER_E
2049Q3,CL000151,91917544657.32,88552939651.98,41.9,159.3,0.54,79.75,36.29,114.52,64.18,21627951230.34,41604457090.53,0.1148,0.1269,88.1,0.1732,27924.19,243.2714,PEER_F
2049Q4,CL000152,104829576564.95,120155250871.28,34.18,150.15,18.57,3.23,98.93,128.44,4.47,96678840051.12,6269306827.35,0.8538,0.243,72.52,0.6543,14517.55,31.9575,PEER_D
2050Q1,CL000153,417803837035.83,391399035834.96,74.03,138.56,75.5,56.86,55.39,114.18,7.63,102787229337.95,36563787629.08,0.9719,0.084,89.29,0.3417,42842.92,67.8543,PEER_A
2050Q2,CL000154,29588122602.78,29780867273.46,39.33,94.28,21.71,78.44,33.04,127.37,6.53,92156031360.88,20466454603.2,0.4358,0.8801,25.84,0.7395,14357.9,116.217,PEER_B
2050Q3,CL000155,149865220380.01,123088257563.64,91.19,151.85,9.93,88.07,28.46,98.9,17.74,10584406849.79,29589772855.25,0.3288,0.9979,6.62,0.6613,20071.53,154.2819,PEER_B
2050Q4,CL000156,340501142310.49,265783741495.19,73.52,61.27,44.74,37.61,82.19,95.61,33.57,79089772230.61,20834037456.42,0.736,0.137,1.59,0.7396,5405.01,211.353,PEER_D
2051Q1,CL000157,207677411655.63,139895456744.02,39.92,66.61,16.61,65.11,78.57,125.2,36.98,27677975442.08,55932794797.36,0.8438,0.54,96.52,0.8902,41877.17,204.3482,PEER_E
2051Q2,CL000158,419739872244.97,438485702979.63,95.68,134.93,11.19,44.63,85.12,95.9,93.53,41104444954.27,8102222415.4,0.5492,0.6194,20.19,0.8107,14387.16,234.7199,PEER_A
2051Q3,CL000159,379108946925.83,422188971311.74,44.84,142.16,21.45,19.6,92.64,73.47,48.64,69748544642.5,16897564258.01,0.5948,0.4528,52.59,0.481,14603.95,223.7386,PEER_D
2051Q4,CL000160,200567235805.11,224365469096.14,66.13,110.14,16.76,79.45,53.1,91.06,73.46,55347621622.7,9158939082.69,0.6265,0.9664,46.4,0.4367,4810.63,153.6166,PEER_B
2052Q1,CL000161,262216481582.94,272782825908.64,36.47,97.12,15.36,27.3,75.78,91.12,25.56,3573749020.15,50041202437.39,0.3291,0.1831,47.65,0.5745,23852.37,49.866,PEER_F
2052Q2,CL000162,220129845741.44,238731604630.18,20.65,150.81,51.76,58.18,65.26,125.06,87.96,8899667670.87,9549234663.82,0.09,0.0553,7.37,0.4529,32058.33,164.5295,PEER_E
2052Q3,CL000163,367663861045.06,388879667568.33,27.69,110.36,31.58,89.44,64.47,77.25,5.8,306521403.82,2387289630.27,0.3415,0.1924,84.91,0.4981,18092.31,60.6553,PEER_B
2052Q4,CL000164,262059673053.2,272328551058.9,72.14,84.0,83.37,61.88,61.84,126.21,27.78,93203749859.21,25797334930.2,0.8582,0.9004,82.96,0.8294,22737.71,31.3727,PEER_B
2053Q1,CL000165,35456764064.41,30449690902.65,95.24,76.35,41.87,68.72,42.07,63.41,23.46,114120180938.11,15475951269.37,0.5963,0.5262,76.67,0.5125,25017.53,191.1267,PEER_C
2053Q2,CL000166,271899252834.46,281750309499.96,92.1,63.18,37.49,60.31,67.08,82.96,88.89,83502046438.2,30441324382.88,0.9038,0.5347,97.99,0.8642,17870.33,222.2469,PEER_F
2053Q3,CL000167,369061499213.45,303277688978.88,75.01,103.45,56.11,27.48,88.66,94.03,34.37,90809261668.74,51410710169.12,0.1151,0.4783,58.49,0.819,48794.49,27.9965,PEER_D
2053Q4,CL000168,164105944996.96,177244401634.8,29.0,148.25,24.65,75.02,57.41,116.03,90.33,81231645519.18,56060613775.4,0.0031,0.4651,40.34,0.4182,23978.12,98.5371,PEER_F
2054Q1,CL000169,67289663006.57,65336536673.92,78.22,70.89,14.6,54.04,62.47,99.24,22.57,109879986877.61,57790685873.85,0.7106,0.292,65.74,0.5631,48142.27,3.8723,PEER_C
2054Q2,CL000170,73530951335.77,83744123533.74,52.09,113.32,66.45,69.66,74.74,107.63,39.28,57893077235.26,6378046896.41,0.0329,0.8845,51.52,0.9336,22674.32,75.0169,PEER_B
2054Q3,CL000171,318972277498.96,256288879889.96,87.53,153.72,16.07,74.92,66.93,91.44,38.03,117582928791.36,49004419734.34,0.7974,0.2273,29.38,0.0462,31256.22,108.6446,PEER_E
2054Q4,CL000172,233539338207.59,185730524453.01,94.77,124.96,35.4,30.05,77.55,94.54,89.06,102600600940.49,6569170310.46,0.9203,0.9059,87.49,0.0706,2305.01,128.4291,PEER_B
2055Q1,CL000173,263293869517.41,286962053581.73,21.35,65.23,53.43,39.29,70.33,99.99,79.75,10493051384.78,35769675289.51,0.3457,0.0209,11.59,0.8687,5990.55,1.3611,PEER_C
2055Q2,CL000174,352641813490.53,328517222116.05,76.87,69.08,62.14,40.0,85.8,103.45,60.92,27020515624.27,10041678728.47,0.7033,0.607,68.74,0.0359,3905.35,0.4144,PEER_D
2055Q3,CL000175,445376247383.85,441417471419.89,47.61,147.62,65.5,19.77,90.27,71.89,56.76,39112980751.21,32578062904.47,0.4112,0.639,25.53,0.4457,17715.48,100.5761,PEER_C
2055Q4,CL000176,412217419894.17,271362224899.09,54.15,133.38,63.54,34.28,81.93,133.06,5.45,90967582600.31,2768972673.14,0.7783,0.1409,66.1,0.0731,26653.88,20.2927,PEER_F
2056Q1,CL000177,156226350561.16,118831152209.29,86.91,109.62,16.95,62.23,76.14,83.12,86.67,74140094113.1,47598629779.43,0.3751,0.7105,87.42,0.5414,22173.98,90.5864,PEER_B
2056Q2,CL000178,162937169189.03,127355911940.32,69.35,66.44,53.96,2.48,98.04,135.03,89.64,23914960716.3,1882587335.85,0.4097,0.7059,71.28,0.7661,16941.89,35.8542,PEER_C
2056Q3,CL000179,401222608366.83,285702873722.23,43.3,107.38,39.6,38.22,69.82,104.41,85.76,111366628285.94,11407532841.38,0.6238,0.8334,40.16,0.4734,5074.59,48.8449,PEER_A
2056Q4,CL000180,336677444703.59,227373156359.03,56.64,103.28,77.64,38.2,80.02,124.96,25.37,78479606950.51,57478631294.77,0.942,0.427,96.33,0.041,29381.79,208.3143,PEER_B
2057Q1,CL000181,104930149423.6,81193494176.2,24.74,144.75,59.17,74.78,76.15,125.61,32.93,61499471851.29,22091162643.73,0.4806,0.0343,65.18,0.6431,44130.34,246.8841,PEER_F
2057Q2,CL000182,324117776402.65,217148146669.87,53.82,148.1,27.38,21.33,89.92,128.81,25.54,61201567025.32,36345537289.71,0.7744,0.6059,82.57,0.5293,24273.76,192.0346,PEER_E
2057Q3,CL000183,404223726220.63,307200866563.18,43.8,69.01,2.49,80.65,69.62,137.64,98.29,90988746975.26,38320121729.24,0.5072,0.3292,63.64,0.0744,2477.36,248.0538,PEER_E
2057Q4,CL000184,302741375380.48,300268988348.92,89.28,119.82,43.07,36.48,78.29,130.3,82.03,8739906062.37,8971610326.92,0.5148,0.4094,14.38,0.1546,11749.71,203.7157,PEER_E
2058Q1,CL000185,424074297751.88,310957974489.28,47.82,80.11,24.53,79.46,43.63,61.4,2.22,46159492417.58,28456298606.37,0.3955,0.7464,56.8,0.7438,21471.43,59.6896,PEER_E
2058Q2,CL000186,11679085191.77,11533434183.8,66.87,72.96,24.62,32.8,81.46,108.31,61.77,49703660337.99,59669242419.63,0.4593,0.2037,91.4,0.6657,24858.2,235.1894,PEER_B
2058Q3,CL000187,351222371318.42,350826712866.14,40.41,98.71,9.01,75.85,57.13,108.25,34.83,1743948252.1,17020496163.54,0.6005,0.4569,77.71,0.2612,9070.78,172.2605,PEER_F
2058Q4,CL000188,365187934950.61,271248325747.35,77.21,92.04,42.92,71.41,45.11,132.55,10.57,115343543356.27,10803426589.49,0.9183,0.2514,80.18,0.7923,16452.19,33.0469,PEER_E
2059Q1,CL000189,432501782549.39,429974286035.09,60.89,90.01,84.04,87.14,45.43,84.97,5.72,88873963214.76,24973127985.41,0.2797,0.5342,82.75,0.2867,44761.53,92.8491,PEER_D
2059Q2,CL000190,402287198694.75,344615173210.9,61.08,77.44,66.57,14.94,89.73,100.23,39.42,29864493432.14,23468557477.14,0.2835,0.6894,71.87,0.0101,34319.86,246.0122,PEER_A
2059Q3,CL000191,195233342411.6,157789890837.66,23.83,151.18,69.42,44.59,78.2,123.49,63.33,72876810908.93,45308261952.67,0.4678,0.9449,99.76,0.7438,16546.22,155.0579,PEER_C
2059Q4,CL000192,319502044290.07,237057353971.45,36.63,88.18,67.64,39.75,67.04,126.75,80.44,34125081155.92,24244820493.76,0.5638,0.0409,33.4,0.8633,38797.8,159.8823,PEER_D
2060Q1,CL000193,161201419430.59,147689614313.64,94.51,132.17,84.39,80.51,29.72,124.74,81.74,74623057228.6,25956652013.76,0.7114,0.3517,65.03,0.1674,40482.19,134.3703,PEER_F
2060Q2,CL000194,361438623650.79,267652487476.69,82.86,86.53,30.7,57.62,59.39,118.21,55.54,4626556152.05,25900919819.87,0.5051,0.1054,79.55,0.1857,10823.96,161.1213,PEER_F
2060Q3,CL000195,104736604139.4,75474296478.98,33.52,81.34,69.75,60.39,73.77,72.54,52.02,19998464693.17,44174735030.05,0.1037,0.6421,57.55,0.4779,19956.46,62.4122,PEER_B
2060Q4,CL000196,266784251328.8,210009554106.17,20.36,127.26,23.11,22.51,81.27,135.7,91.64,44300424462.03,50570073315.29,0.766,0.2301,84.7,0.4671,35649.92,103.9074,PEER_E
2061Q1,CL000197,48782460881.06,48979151076.71,59.79,75.13,32.49,61.37,48.79,85.99,35.2,66999580982.41,17791445977.69,0.5094,0.5017,74.81,0.2541,1549.2,185.2673,PEER_A
2061Q2,CL000198,197373760390.31,212296096766.84,76.54,111.16,79.98,37.1,87.22,107.27,30.6,33298490026.92,7135980482.99,0.6089,0.3344,66.52,0.4174,30175.94,99.297,PEER_D
2061Q3,CL000199,264818071102.92,179806218984.34,55.84,133.07,28.21,52.92,72.69,126.8,91.28,8965906390.22,31653721618.47,0.0674,0.5534,0.83,0.9949,31322.46,114.9397,PEER_F
2061Q4,CL000200,215191186347.8,223173140107.62,61.81,124.85,38.23,75.11,61.43,110.89,41.67,52697834323.78,39226656392.13,0.4111,0.5802,39.86,0.0392,4502.32,23.2202,PEER_A
2062Q1,CL000201,421926542066.75,385863198216.15,62.77,89.86,46.62,0.93,99.41,135.41,82.22,92307938796.54,37285979823.17,0.5082,0.4279,99.39,0.8931,42411.92,121.0693,PEER_D
2062Q2,CL000202,175386689922.9,114299956115.49,32.63,152.53,35.71,32.5,74.76,66.68,6.09,5411371883.95,43486203738.73,0.7668,0.8938,1.41,0.9726,10683.2,195.6268,PEER_B
2062Q3,CL000203,250862258495.96,168749209907.07,52.34,61.11,79.44,52.95,64.82,117.27,13.95,97430536076.98,52437048951.12,0.2588,0.5485,65.51,0.2368,22959.24,241.7476,PEER_A
2062Q4,CL000204,409810913161.91,375825511956.52,70.82,72.38,21.42,87.47,72.59,88.11,62.08,52716916124.42,40272385023.93,0.148,0.2829,77.88,0.9854,13890.39,127.3442,PEER_C
2063Q1,CL000205,312671478936.84,264612881559.64,83.69,134.65,41.05,16.16,93.84,127.48,84.29,77381021324.99,44891287846.6,0.8105,0.2261,24.67,0.455,48968.68,67.5991,PEER_C
2063Q2,CL000206,84431018935.52,73551094935.09,88.26,142.82,43.22,25.41,85.68,118.04,61.64,62175122566.38,40180535494.17,0.1527,0.9429,91.42,0.9409,44442.1,58.2855,PEER_C
2063Q3,CL000207,306991890052.24,262902066009.93,28.87,154.04,47.49,55.01,64.85,106.72,84.84,20225245792.34,28791456517.81,0.4403,0.1114,52.71,0.9745,25960.4,21.5454,PEER_C
2063Q4,CL000208,409757061232.01,366897536121.21,60.66,93.76,45.8,39.31,79.28,135.48,38.94,24691158843.05,51996806681.27,0.2542,0.4451,49.19,0.6337,259.3,86.0066,PEER_B
2064Q1,CL000209,122100215137.68,117908812081.09,57.65,142.75,66.73,77.93,46.62,133.3,7.77,107248572591.71,18779762009.89,0.9761,0.3134,9.93,0.3856,21012.95,56.6537,PEER_C
2064Q2,CL000210,24209130977.69,21891074399.32,85.18,130.43,79.02,43.76,74.89,101.01,66.97,2530267338.9,16956379786.6,0.6458,0.6765,88.4,0.2552,13333.24,236.3368,PEER_A
2064Q3,CL000211,231924983063.13,181511424469.24,78.87,125.63,10.16,83.14,40.18,93.27,85.55,74492989264.44,12774406329.27,0.2923,0.7568,48.18,0.4832,46506.17,86.0292,PEER_A
2064Q4,CL000212,88101849555.16,88632209283.93,23.44,94.65,50.82,63.7,58.73,68.27,50.05,88020915753.32,14597446208.2,0.6902,0.2077,72.27,0.0068,20212.96,214.8971,PEER_B
2065Q1,CL000213,119840706922.0,103661596114.78,71.36,133.66,46.64,17.47,87.99,112.09,31.52,115309292863.39,30905351937.47,0.6444,0.1238,90.31,0.0632,44814.04,198.5529,PEER_D
2065Q2,CL000214,384670661372.57,324038420427.62,94.54,152.68,4.09,81.96,46.08,64.91,43.75,91591149134.67,33036033463.67,0.9602,0.6706,42.45,0.7995,21955.84,237.6525,PEER_D
2065Q3,CL000215,386129452998.61,421761551673.15,88.52,104.01,30.5,21.19,83.13,138.78,33.44,71979102988.04,33862739007.6,0.8449,0.5633,56.48,0.452,17395.46,21.0365,PEER_A
2065Q4,CL000216,112863134238.85,74350656379.04,61.83,62.22,59.53,63.81,80.04,67.4,95.14,98053743336.76,28198100258.43,0.2471,0.967,42.23,0.1836,11113.61,57.2223,PEER_F
2066Q1,CL000217,274036701242.31,238938146292.05,91.83,96.91,37.39,6.59,94.22,111.51,74.63,59601938536.93,41372022502.04,0.697,0.5147,56.02,0.5381,42165.53,125.6353,PEER_A
2066Q2,CL000218,129222788072.66,97568550272.59,47.35,140.26,19.58,1.21,99.05,63.78,27.6,112995127666.69,2883172633.34,0.9699,0.5232,23.48,0.3736,12217.62,30.9,PEER_A
2066Q3,CL000219,6832683087.6,6882744682.91,49.75,114.66,7.78,70.11,45.51,89.5,57.12,21146032597.71,22283472339.27,0.8128,0.9978,36.4,0.9539,7246.18,10.977,PEER_C
2066Q4,CL000220,109165845574.34,114456093799.2,42.59,122.74,45.9,19.57,89.09,139.97,94.25,68599984798.97,2211172448.83,0.4568,0.3346,18.49,0.3706,1355.2,68.501,PEER_F
2067Q1,CL000221,235444767075.34,201655798014.18,42.5,76.75,17.48,47.49,70.3,75.67,29.89,68975518335.86,35566240101.47,0.7447,0.8744,95.71,0.8851,22305.13,115.293,PEER_E
2067Q2,CL000222,176416355614.23,130020323094.05,84.49,125.34,70.94,30.85,74.66,73.39,82.9,53254047357.38,5199456375.07,0.0976,0.6226,45.48,0.1636,9847.66,163.9603,PEER_A
2067Q3,CL000223,343697537981.72,389170563819.91,63.79,83.31,49.02,35.51,73.52,80.78,61.23,23484990184.58,55652469270.84,0.2052,0.1077,3.19,0.424,41823.48,192.8965,PEER_C
2067Q4,CL000224,237564039596.72,193446341242.85,65.06,157.96,30.85,27.06,88.07,82.23,44.1,34029831447.28,50542403172.74,0.4788,0.6523,25.45,0.7518,25358.54,202.9906,PEER_E
2068Q1,CL000225,53485780882.79,38188448423.6,66.09,73.89,60.4,75.63,65.44,93.44,4.56,8445809875.73,4941900314.52,0.8686,0.2707,1.28,0.4894,13421.81,158.4839,PEER_D
2068Q2,CL000226,61068875248.81,52249792318.34,88.47,114.14,37.16,35.52,84.29,97.36,46.91,102040921142.59,28002241350.98,0.8348,0.1379,62.52,0.9298,31724.55,61.8128,PEER_B
2068Q3,CL000227,385135332460.48,269519992870.81,85.69,129.67,59.15,16.58,89.29,90.21,75.44,76938282123.83,27427788874.95,0.2363,0.1497,34.3,0.4453,4799.97,218.1267,PEER_C
2068Q4,CL000228,287752573654.21,252670158346.79,20.8,73.63,50.39,30.3,88.69,139.55,31.99,35721145279.42,22709828489.23,0.2064,0.3425,80.51,0.7489,29269.93,84.4783,PEER_B
2069Q1,CL000229,261965224112.42,203518748697.02,47.26,106.29,41.55,36.69,70.32,106.5,7.52,98351626332.54,11529842006.59,0.2793,0.1997,54.01,0.4936,26804.28,66.2704,PEER_B
2069Q2,CL000230,219670444826.8,199013329124.65,58.54,98.98,27.69,84.3,40.35,71.5,53.26,32698802349.5,5583134767.36,0.3772,0.9589,91.36,0.1927,42054.0,101.569,PEER_C
2069Q3,CL000231,269650882636.65,246542448669.03,78.03,117.2,0.09,49.93,70.43,129.26,98.94,73369609055.73,49317289335.53,0.7371,0.1255,77.3,0.8509,33463.5,64.7768,PEER_A
2069Q4,CL000232,422743374265.75,439872668222.7,65.56,126.25,16.9,70.53,61.93,139.04,95.99,104119839048.87,19866367590.43,0.1828,0.8284,13.06,0.3359,38569.54,70.0413,PEER_A
2070Q1,CL000233,355411047808.62,370387050991.89,36.53,111.83,59.32,76.03,63.45,76.62,25.93,66295202499.34,14969027872.05,0.3027,0.1121,95.14,0.1666,4123.42,18.8404,PEER_A
2070Q2,CL000234,448691961322.2,397737226742.08,26.29,85.38,3.47,0.14,99.89,83.47,99.86,101492743604.71,42263718329.31,0.4425,0.3478,28.38,0.7447,12656.78,245.6262,PEER_F
2070Q3,CL000235,413204954720.44,290191401681.2,70.05,156.49,75.09,6.54,97.09,134.4,27.23,50569595190.02,40926138890.58,0.9808,0.9651,71.11,0.4764,32280.27,191.0889,PEER_E
2070Q4,CL000236,105875594739.15,104604704972.02,36.64,115.24,43.76,66.68,55.6,97.42,57.63,93509936660.12,54966328783.73,0.3103,0.1337,40.98,0.4108,47981.52,78.1584,PEER_D
2071Q1,CL000237,45188582365.73,45776647955.61,77.07,138.31,65.24,50.51,67.66,119.73,46.85,33272804247.15,15701344560.32,0.0797,0.7868,40.25,0.7487,33393.91,64.987,PEER_A
2071Q2,CL000238,225826406807.54,208648124576.39,66.54,105.54,34.36,46.91,85.64,93.46,8.64,67066475929.54,40794413981.43,0.2048,0.9479,9.17,0.2862,11241.1,171.3298,PEER_E
2071Q3,CL000239,381049904221.33,272545329783.2,23.46,86.49,5.36,24.97,79.45,69.27,21.77,87218272297.84,7941534719.83,0.2525,0.5554,74.49,0.2672,8435.88,194.5994,PEER_D
2071Q4,CL000240,14181347985.95,9919891367.39,36.23,133.48,48.55,63.78,80.3,92.81,57.67,105627387055.14,9923252685.66,0.9555,0.9985,94.12,0.346,12188.25,209.4801,PEER_C
2072Q1,CL000241,332373049247.86,218768416297.27,69.47,123.49,35.35,70.92,51.43,62.57,84.82,34596133026.75,52013441120.0,0.524,0.5232,1.24,0.8509,3232.85,246.5534,PEER_E
2072Q2,CL000242,212025001172.05,154552262396.58,22.7,132.32,39.43,80.5,57.46,75.72,53.89,5482071655.08,16365585281.85,0.1023,0.2858,29.51,0.7642,9088.46,164.45,PEER_F
2072Q3,CL000243,136154204404.13,105718523651.87,70.18,130.74,79.56,46.83,61.71,138.85,82.38,119007626278.98,30131764854.48,0.0891,0.493,49.53,0.2505,8055.86,108.0372,PEER_D
2072Q4,CL000244,276991977494.31,306212686752.3,84.19,144.17,3.17,71.54,41.0,65.73,45.65,76452447872.97,37125552580.99,0.8021,0.8683,38.98,0.4896,2241.73,73.5542,PEER_B
2073Q1,CL000245,330442578916.31,309820962213.84,21.85,61.7,11.28,21.31,82.91,99.96,83.32,16115293001.05,9750495255.55,0.65,0.5027,60.32,0.2416,37946.14,192.6382,PEER_C
2073Q2,CL000246,320778860745.71,226968627935.37,20.85,62.11,75.84,60.65,67.1,110.22,96.32,57008499999.51,43127381661.09,0.3482,0.2433,45.9,0.0522,8843.37,50.6707,PEER_F
2073Q3,CL000247,308326641647.5,316693537988.73,60.53,158.56,45.15,28.69,80.64,130.38,90.55,18045260871.58,11159953791.27,0.7795,0.1086,72.37,0.6816,36869.74,160.4281,PEER_B
2073Q4,CL000248,292860409378.13,273989363085.22,88.57,89.95,34.09,42.53,84.82,113.91,65.76,17798759681.94,53029879315.95,0.218,0.4923,91.79,0.639,48526.94,239.0995,PEER_B
2074Q1,CL000249,136307977354.56,130766915482.35,68.4,93.65,41.09,73.82,60.64,78.69,53.17,116348012509.92,22694131988.97,0.1154,0.8573,91.45,0.3919,16156.48,186.8823,PEER_A
2074Q2,CL000250,430180606957.39,396851236169.58,26.89,128.5,66.81,25.01,80.14,101.82,42.13,41211165198.46,51849708661.25,0.2535,0.3335,9.98,0.7216,19603.16,24.7623,PEER_A
2074Q3,CL000251,28207730625.92,28001363500.99,86.74,110.9,70.92,85.39,29.73,84.91,7.68,81923782172.86,43039856495.04,0.33,0.3206,74.0,0.4339,29400.19,68.3591,PEER_D
2074Q4,CL000252,211708890664.64,160571456041.25,85.19,151.53,7.49,15.0,87.49,136.63,93.8,87257850671.57,21023654454.75,0.9451,0.7687,55.98,0.4362,32546.0,12.8652,PEER_B
2075Q1,CL000253,285876731164.98,247609494798.05,41.31,69.71,4.38,83.64,60.26,60.18,88.35,29243917061.96,1876745650.71,0.9151,0.0371,39.17,0.3351,42834.36,160.8296,PEER_E
2075Q2,CL000254,373257774954.61,410595964766.57,47.18,68.03,24.02,13.98,89.83,74.82,0.87,113733244003.04,44661307084.84,0.9557,0.7315,55.29,0.314,13303.93,249.9884,PEER_B
2075Q3,CL000255,434431836469.03,287084653297.25,43.4,105.63,82.01,24.39,90.36,67.59,45.03,117300189922.67,27557338314.74,0.5373,0.4753,50.19,0.1819,3856.21,180.8294,PEER_B
2075Q4,CL000256,164746178453.59,113109408268.62,72.71,136.03,40.73,48.93,63.11,72.77,3.82,84675704132.41,43049640443.56,0.7641,0.7986,65.74,0.9389,3797.76,24.377,PEER_A
2076Q1,CL000257,237633645576.1,187749493862.82,67.87,131.46,72.92,85.17,56.31,101.89,97.16,47337814038.4,20717340843.01,0.2304,0.7575,92.6,0.5765,40871.97,144.1243,PEER_B
2076Q2,CL000258,400780612354.05,275528715045.89,31.83,91.73,53.72,79.3,61.27,88.18,32.57,19083658167.63,55339117357.6,0.8619,0.8664,40.12,0.5564,48829.32,95.0644,PEER_F
2076Q3,CL000259,243044585236.98,249031300333.43,90.86,155.72,55.59,52.07,83.3,72.31,12.24,9356989754.97,39021016669.74,0.3582,0.1924,15.24,0.2892,42451.51,67.1602,PEER_F
2076Q4,CL000260,74509037928.82,67173912049.26,66.12,155.54,69.06,66.57,63.05,82.11,88.71,109743589432.36,57883758720.8,0.9242,0.9921,70.13,0.0043,40111.03,199.4018,PEER_B
2077Q1,CL000261,22415740714.91,23909574516.59,94.96,107.34,6.6,26.35,77.93,80.38,3.62,22593006643.65,1024870305.21,0.6236,0.1153,50.2,0.4182,49275.79,239.3358,PEER_C
2077Q2,CL000262,254331529530.8,175040756219.48,44.93,159.07,26.13,22.23,83.4,93.89,79.93,10816111693.98,40261586695.62,0.1581,0.1061,98.04,0.6562,46687.32,175.1331,PEER_A
