energy_renew_reference_year,energy_renew_country_iso2,energy_renew_sector_code,energy_renew_share_pct,energy_renew_target_2030_pct,energy_renew_fit55_alignment_flag,energy_renew_installed_capacity_mw,energy_renew_new_installations_mw,energy_renew_permitting_time_months_median,energy_renew_grid_connection_queue_count,energy_renew_curtailment_rate_pct,energy_renew_storage_capacity_mwh,energy_renew_hydrogen_production_tonnes,energy_renew_rfnsbo_compliance_flag,energy_renew_renewable_guarantees_of_origin_count,energy_renew_support_scheme_code,energy_renew_support_amount_eur,energy_renew_repower_eu_flag,energy_renew_data_source,energy_renew_data_extract_date
2021,IT,HEATING_COOLING,51.13,54.95,0,135277.09,2981.77,11.13,9079,12.04,327430.98,150567.86,0,13071763,TAX_CREDIT,4190863672.57,0,GO_REGISTRY,2025-12-22
2022,NL,ELECTRICITY,44.09,39.25,0,180763.64,14046.3,12.23,4653,0.57,68352.72,166180.99,0,14640998,FEED_IN_PREMIUM,2650909134.76,1,NATIONAL_ENERGY_STAT,2025-02-28
2023,SI,INDUSTRY,15.52,40.76,0,71526.86,3460.26,15.07,11781,8.02,230045.56,65943.46,0,5260201,NET_METERING,7170089362.17,1,ENTSOE_RENEWABLES,2024-12-28
2024,BG,TRANSPORT,81.36,34.03,1,135999.67,10425.24,27.52,11955,7.05,164133.83,196260.05,0,12905803,AUCTION_CFD,1621827834.26,1,COMMISSION_PROGRESS_REPORT,2024-09-09
2025,EE,HEATING_COOLING,76.51,41.98,1,116276.88,7796.12,34.11,3090,11.65,456209.4,20494.92,1,7609968,CONTRACTS_FOR_DIFFERENCE,8899653001.59,0,GO_REGISTRY,2025-12-23
2004,HU,ELECTRICITY,48.48,58.98,1,267242.12,19079.11,42.44,8948,3.25,478869.05,74608.22,0,27729375,CAPEX_GRANT,47587982.03,1,NATIONAL_ENERGY_STAT,2025-06-18
2005,LU,INDUSTRY,63.08,36.24,0,217172.28,10971.58,35.76,5079,5.86,222138.14,57399.41,0,9133986,FEED_IN_TARIFF,7347059082.74,0,ENTSOE_RENEWABLES,2025-11-09
2006,RO,TRANSPORT,48.44,46.76,1,170388.48,12617.13,34.97,633,10.92,358141.18,87047.55,0,3372668,TAX_CREDIT,6460459706.54,0,COMMISSION_PROGRESS_REPORT,2024-02-25
2007,AT,HEATING_COOLING,23.51,46.82,1,30147.9,783.36,52.11,4940,6.34,450188.91,18869.9,0,3741429,FEED_IN_PREMIUM,8119196917.68,0,GO_REGISTRY,2024-03-28
2008,CZ,ELECTRICITY,74.27,53.85,1,232317.46,13116.72,40.4,10994,12.44,738167.5,10316.15,0,22375496,NET_METERING,3459491485.97,1,NATIONAL_ENERGY_STAT,2025-01-31
2009,DE,INDUSTRY,29.36,44.79,0,102170.95,5783.17,20.66,2187,7.29,275578.34,78859.84,0,13370717,AUCTION_CFD,8192777994.56,0,ENTSOE_RENEWABLES,2024-03-01
2010,LV,TRANSPORT,59.08,45.66,1,257795.39,18887.94,48.97,7067,11.04,305417.34,71150.65,0,10075424,CONTRACTS_FOR_DIFFERENCE,7849116481.8,0,COMMISSION_PROGRESS_REPORT,2024-08-02
2011,PL,HEATING_COOLING,57.89,49.94,1,79095.98,4225.38,13.87,9296,0.5,107844.97,22896.49,0,13344979,CAPEX_GRANT,471260098.49,0,GO_REGISTRY,2025-05-10
2012,ES,ELECTRICITY,54.6,38.94,1,245271.6,19513.58,4.32,8017,5.14,541217.08,104272.77,0,22385364,FEED_IN_TARIFF,1396858113.22,0,NATIONAL_ENERGY_STAT,2024-12-22
2013,HR,INDUSTRY,78.22,51.57,1,73070.69,3826.38,17.76,10076,6.75,188905.4,3909.9,0,1138861,TAX_CREDIT,8326392912.88,0,ENTSOE_RENEWABLES,2024-01-08
2014,FI,TRANSPORT,4.92,44.61,0,264924.38,16194.28,17.39,62,11.48,453892.83,84938.67,0,7961877,FEED_IN_PREMIUM,8324149942.38,0,COMMISSION_PROGRESS_REPORT,2024-12-25
2015,IE,HEATING_COOLING,46.14,52.86,0,303896.11,18190.14,12.73,10917,3.69,265654.8,106887.31,0,3798333,NET_METERING,3468887337.5,0,GO_REGISTRY,2025-04-17
2016,MT,ELECTRICITY,38.15,32.78,1,101688.67,4511.95,28.48,12777,8.03,40811.54,96695.44,0,18634157,AUCTION_CFD,4256869093.16,0,NATIONAL_ENERGY_STAT,2025-03-25
2017,SK,INDUSTRY,39.04,47.12,1,165365.5,7333.66,41.7,10291,11.79,459144.16,4124.83,0,13160665,CONTRACTS_FOR_DIFFERENCE,2789834776.78,0,ENTSOE_RENEWABLES,2025-05-22
2018,BE,TRANSPORT,66.69,47.86,1,254553.23,18370.7,21.62,9781,11.09,518510.84,82415.94,0,10416250,CAPEX_GRANT,8864688427.02,0,COMMISSION_PROGRESS_REPORT,2025-06-12
2019,DK,HEATING_COOLING,64.75,48.56,0,125174.65,4175.59,6.65,4277,2.09,5865.14,44266.38,0,2976568,FEED_IN_TARIFF,2540336193.99,0,GO_REGISTRY,2024-01-17
2020,GR,ELECTRICITY,45.2,42.32,1,69997.44,3745.89,17.96,6959,8.12,398705.84,62596.54,0,20322155,TAX_CREDIT,1338941538.61,0,NATIONAL_ENERGY_STAT,2024-12-23
2021,LT,INDUSTRY,25.95,37.41,0,103204.48,574.15,5.88,2654,8.82,141322.05,147861.23,0,6394481,FEED_IN_PREMIUM,241950039.8,0,ENTSOE_RENEWABLES,2025-03-12
2022,PT,TRANSPORT,55.84,43.41,1,280984.61,13348.91,33.06,2323,9.59,94892.0,163636.18,0,9521902,NET_METERING,2855884465.03,0,COMMISSION_PROGRESS_REPORT,2024-03-24
2023,SE,HEATING_COOLING,30.19,39.24,1,28386.79,481.97,15.22,1470,9.93,209345.69,199190.08,1,8977895,AUCTION_CFD,299011896.04,1,GO_REGISTRY,2025-06-02
2024,CY,ELECTRICITY,70.78,42.35,1,171621.63,14287.11,33.19,9429,4.19,398846.35,94464.14,1,27424891,CONTRACTS_FOR_DIFFERENCE,5536409865.42,1,NATIONAL_ENERGY_STAT,2024-09-09
2025,FR,INDUSTRY,73.64,37.04,1,228745.08,1657.19,10.77,10560,0.99,299642.85,218962.17,0,3367891,CAPEX_GRANT,699530980.18,1,ENTSOE_RENEWABLES,2024-10-02
2004,IT,TRANSPORT,20.56,50.35,0,57550.32,4561.04,32.07,4783,1.6,383379.97,104620.29,0,4020143,FEED_IN_TARIFF,3824331994.56,0,COMMISSION_PROGRESS_REPORT,2025-01-31
2005,NL,HEATING_COOLING,6.94,38.34,0,184582.41,6314.55,48.81,415,4.64,434083.02,55383.79,0,1462406,TAX_CREDIT,5308250852.49,1,GO_REGISTRY,2025-08-01
2006,SI,ELECTRICITY,19.93,49.68,0,110428.8,6070.03,12.75,9441,7.26,667016.04,98737.62,0,28470518,FEED_IN_PREMIUM,953403538.31,0,NATIONAL_ENERGY_STAT,2026-02-04
2007,BG,INDUSTRY,60.3,58.35,1,87994.18,1526.01,4.91,7276,3.72,243880.55,24108.04,0,9621326,NET_METERING,3666412108.52,0,ENTSOE_RENEWABLES,2024-11-24
2008,EE,TRANSPORT,41.29,39.07,1,81753.97,5774.66,13.84,3513,2.96,348059.87,8069.59,0,517080,AUCTION_CFD,3154008166.98,0,COMMISSION_PROGRESS_REPORT,2025-12-31
2009,HU,HEATING_COOLING,83.16,50.45,1,118773.78,5563.86,30.13,3690,4.63,227024.63,1495.4,0,7984758,CONTRACTS_FOR_DIFFERENCE,2572334553.27,0,GO_REGISTRY,2024-04-25
2010,LU,ELECTRICITY,12.73,45.58,0,259800.43,22334.25,41.17,10611,6.28,530573.37,66860.5,0,2425411,CAPEX_GRANT,2067368855.64,0,NATIONAL_ENERGY_STAT,2024-08-06
2011,RO,INDUSTRY,53.68,57.24,0,130128.3,6580.83,22.28,612,0.42,185498.27,73799.27,0,63573,FEED_IN_TARIFF,1373085015.15,0,ENTSOE_RENEWABLES,2025-12-23
2012,AT,TRANSPORT,40.35,57.98,0,159322.08,4477.57,49.11,7982,12.14,129089.2,43025.08,0,13555380,TAX_CREDIT,3145839522.61,0,COMMISSION_PROGRESS_REPORT,2025-11-26
2013,CZ,HEATING_COOLING,36.62,57.6,0,10461.31,319.45,55.09,199,10.73,129474.0,9764.36,0,7281713,FEED_IN_PREMIUM,4805675954.57,0,GO_REGISTRY,2025-10-28
2014,DE,ELECTRICITY,53.52,55.07,1,8406.25,339.29,35.67,7651,11.92,586350.39,73986.23,0,30963036,NET_METERING,9429594841.41,0,NATIONAL_ENERGY_STAT,2025-10-19
2015,LV,INDUSTRY,14.32,34.46,1,32078.19,1724.09,53.99,1164,9.91,364722.51,104533.4,0,8289669,AUCTION_CFD,1547660940.86,0,ENTSOE_RENEWABLES,2025-05-24
2016,PL,TRANSPORT,41.45,47.86,1,32636.29,2481.71,45.73,8220,9.3,487018.59,66968.12,0,1437529,CONTRACTS_FOR_DIFFERENCE,5908232858.91,0,COMMISSION_PROGRESS_REPORT,2025-10-18
2017,ES,HEATING_COOLING,28.87,32.05,1,47067.45,2442.85,14.32,9388,4.31,214228.58,68671.13,0,10041559,CAPEX_GRANT,6659535552.5,0,GO_REGISTRY,2025-11-11
2018,HR,ELECTRICITY,54.68,45.28,1,27619.71,2292.55,7.04,3790,6.32,588737.35,86068.06,0,6298348,FEED_IN_TARIFF,4755776608.98,0,NATIONAL_ENERGY_STAT,2024-10-21
2019,FI,INDUSTRY,58.5,34.11,1,90337.11,6191.66,30.84,3032,8.23,243807.52,19228.37,0,272422,TAX_CREDIT,6001330021.25,0,ENTSOE_RENEWABLES,2025-04-09
2020,IE,TRANSPORT,71.94,40.48,1,63934.78,4500.31,36.41,2237,6.32,270877.02,15953.94,0,10494314,FEED_IN_PREMIUM,143536591.48,0,COMMISSION_PROGRESS_REPORT,2024-07-05
2021,MT,HEATING_COOLING,63.57,43.06,0,387447.55,33776.45,28.19,7969,6.2,324305.21,270045.71,0,6182686,NET_METERING,2545869172.72,0,GO_REGISTRY,2025-03-15
2022,SK,ELECTRICITY,71.46,37.97,1,7921.9,461.28,9.45,8562,0.8,440743.59,201457.8,0,15403228,AUCTION_CFD,6946979854.98,1,NATIONAL_ENERGY_STAT,2025-04-03
2023,BE,INDUSTRY,35.59,52.18,1,244941.5,16312.07,7.03,9825,5.86,355185.61,152405.41,0,11567540,CONTRACTS_FOR_DIFFERENCE,2959816159.79,0,ENTSOE_RENEWABLES,2024-01-26
2024,DK,TRANSPORT,14.88,54.41,0,200633.87,6694.73,32.31,4981,6.23,308789.57,108306.44,1,12482386,CAPEX_GRANT,2498536280.56,0,COMMISSION_PROGRESS_REPORT,2024-04-10
2025,GR,HEATING_COOLING,10.31,49.37,0,306879.79,21428.42,21.86,10742,8.83,152572.15,144924.5,1,590925,FEED_IN_TARIFF,8733660076.55,1,GO_REGISTRY,2025-04-06
2004,LT,ELECTRICITY,35.72,45.09,1,40632.54,324.88,49.55,2771,11.95,847447.99,5322.51,0,27472825,TAX_CREDIT,4085670115.49,0,NATIONAL_ENERGY_STAT,2025-04-20
2005,PT,INDUSTRY,78.79,42.43,1,100601.54,4908.17,53.44,9259,8.0,6591.88,30329.95,0,2023034,FEED_IN_PREMIUM,4309678397.27,0,ENTSOE_RENEWABLES,2024-12-19
2006,SE,TRANSPORT,23.31,40.72,0,107484.3,7690.02,9.94,10938,9.74,340054.98,46053.84,0,3145572,NET_METERING,1143130068.37,0,COMMISSION_PROGRESS_REPORT,2024-06-02
2007,CY,HEATING_COOLING,26.77,48.14,0,4953.5,64.55,5.26,8967,11.52,61589.16,98335.69,0,13477325,AUCTION_CFD,9089550911.13,0,GO_REGISTRY,2024-06-05
2008,FR,ELECTRICITY,10.51,40.02,0,147088.97,9904.79,37.78,6850,3.68,471221.97,51001.67,0,10109892,CONTRACTS_FOR_DIFFERENCE,5689903783.61,0,NATIONAL_ENERGY_STAT,2025-03-25
2009,IT,INDUSTRY,81.74,34.8,1,278171.42,2131.99,10.51,3475,7.48,388836.29,36388.6,0,3765996,CAPEX_GRANT,6481804202.83,0,ENTSOE_RENEWABLES,2024-05-18
2010,NL,TRANSPORT,16.74,48.98,0,276735.46,19984.43,56.77,5448,3.33,237131.31,61148.48,0,1115321,FEED_IN_TARIFF,234816249.57,0,COMMISSION_PROGRESS_REPORT,2024-10-07
2011,SI,HEATING_COOLING,60.8,35.94,1,117129.64,6492.65,53.92,3937,4.68,401148.48,80379.88,0,7313497,TAX_CREDIT,5070319510.28,0,GO_REGISTRY,2025-03-24
2012,BG,ELECTRICITY,37.85,38.37,1,264457.64,17669.45,12.56,12815,4.72,352208.21,25461.26,0,5955277,FEED_IN_PREMIUM,5804370840.79,0,NATIONAL_ENERGY_STAT,2024-09-25
2013,EE,INDUSTRY,47.14,53.0,1,183764.83,3214.82,14.9,11178,12.42,256780.57,18059.31,0,11465849,NET_METERING,4556293040.47,0,ENTSOE_RENEWABLES,2025-11-23
2014,HU,TRANSPORT,82.83,59.94,1,222200.61,13662.36,11.03,1550,5.62,269129.62,21914.31,0,12517676,AUCTION_CFD,8773983754.05,0,COMMISSION_PROGRESS_REPORT,2025-10-25
2015,LU,HEATING_COOLING,40.95,44.32,1,291248.74,12351.12,57.39,8858,2.74,294870.53,87426.02,0,2456604,CONTRACTS_FOR_DIFFERENCE,646329892.29,0,GO_REGISTRY,2025-06-04
2016,RO,ELECTRICITY,76.95,41.15,1,167479.39,3113.06,32.47,7335,6.73,846277.83,25150.29,0,26790650,CAPEX_GRANT,769616174.44,0,NATIONAL_ENERGY_STAT,2024-02-13
2017,AT,INDUSTRY,19.27,34.14,0,392164.3,20678.53,8.01,7212,5.51,137262.58,97724.78,0,12699573,FEED_IN_TARIFF,1349360572.33,0,ENTSOE_RENEWABLES,2025-08-12
2018,CZ,TRANSPORT,40.11,56.34,1,194404.65,11041.86,42.04,4189,2.52,54833.1,43780.29,0,7624817,TAX_CREDIT,1742743666.56,1,COMMISSION_PROGRESS_REPORT,2025-05-12
2019,DE,HEATING_COOLING,66.54,42.52,1,335833.1,24227.29,42.11,5757,4.07,391948.24,49254.34,0,8829846,FEED_IN_PREMIUM,1715474800.04,0,GO_REGISTRY,2025-06-09
2020,LV,ELECTRICITY,26.99,48.97,0,235358.28,19721.27,13.65,5639,6.38,257367.88,164644.48,0,10662644,NET_METERING,1460387264.6,1,NATIONAL_ENERGY_STAT,2024-09-23
2021,PL,INDUSTRY,12.2,51.1,0,20236.58,1574.24,32.99,935,3.44,481255.68,57635.78,0,4143978,AUCTION_CFD,4396372484.76,0,ENTSOE_RENEWABLES,2024-10-27
2022,ES,TRANSPORT,8.79,58.73,0,543.25,48.51,29.72,3913,8.51,144389.35,307468.89,0,8126155,CONTRACTS_FOR_DIFFERENCE,9179556356.81,1,COMMISSION_PROGRESS_REPORT,2025-09-01
2023,HR,HEATING_COOLING,71.99,51.91,1,114465.02,2273.95,32.04,10927,1.13,508530.97,282385.5,0,12844212,CAPEX_GRANT,8437716607.88,1,GO_REGISTRY,2024-11-04
2024,FI,ELECTRICITY,70.95,42.72,0,237719.25,19464.72,40.15,6109,4.26,782204.22,33517.6,0,27833857,FEED_IN_TARIFF,902473613.1,0,NATIONAL_ENERGY_STAT,2025-10-15
2025,IE,INDUSTRY,63.07,40.14,1,22196.3,99.81,7.35,9398,9.34,446426.53,157912.86,1,5199331,TAX_CREDIT,1540846099.99,1,ENTSOE_RENEWABLES,2024-03-14
2004,MT,TRANSPORT,30.61,34.94,1,214750.4,17333.57,17.49,4128,6.31,400707.36,79181.13,0,4052893,FEED_IN_PREMIUM,6260661584.51,0,COMMISSION_PROGRESS_REPORT,2025-04-24
2005,SK,HEATING_COOLING,59.75,57.77,1,99129.67,4109.26,46.0,3010,7.07,435726.14,102587.92,0,11955294,NET_METERING,2023349758.73,0,GO_REGISTRY,2026-02-25
2006,BE,ELECTRICITY,50.16,57.29,1,14140.11,297.2,12.9,4665,8.17,145367.63,59986.15,0,13803047,AUCTION_CFD,676334179.9,1,NATIONAL_ENERGY_STAT,2025-08-12
2007,DK,INDUSTRY,24.55,34.56,1,163787.19,2086.91,10.83,11533,10.43,494795.21,106249.31,0,11960039,CONTRACTS_FOR_DIFFERENCE,7491834813.78,0,ENTSOE_RENEWABLES,2025-03-27
2008,GR,TRANSPORT,41.55,39.65,1,15538.06,1041.84,6.39,10539,3.83,414799.07,39165.75,0,5771201,CAPEX_GRANT,4886530893.15,0,COMMISSION_PROGRESS_REPORT,2024-01-25
2009,LT,HEATING_COOLING,58.3,43.11,1,253139.67,4762.61,6.27,11951,1.11,441481.54,63506.1,0,4225860,FEED_IN_TARIFF,1468375174.01,0,GO_REGISTRY,2025-04-08
2010,PT,ELECTRICITY,28.55,50.38,0,46184.89,748.68,53.5,9758,8.8,8622.18,9798.26,0,27003242,TAX_CREDIT,6767570695.51,0,NATIONAL_ENERGY_STAT,2025-11-30
2011,SE,INDUSTRY,6.03,50.11,0,44120.49,3841.52,24.94,2712,10.22,222742.29,9878.87,0,6947922,FEED_IN_PREMIUM,4502912367.15,1,ENTSOE_RENEWABLES,2024-05-13
2012,CY,TRANSPORT,44.79,59.16,1,208509.5,16406.7,25.63,11291,4.89,29382.78,2412.84,0,10530180,NET_METERING,2168658645.0,0,COMMISSION_PROGRESS_REPORT,2025-11-20
2013,FR,HEATING_COOLING,45.52,54.76,1,343629.3,30737.51,10.5,6648,8.1,507621.42,105990.49,0,6292231,AUCTION_CFD,3465586589.89,0,GO_REGISTRY,2024-01-01
2014,IT,ELECTRICITY,65.17,33.65,0,146069.75,8126.1,24.86,10075,3.86,372756.48,95874.32,0,22880360,CONTRACTS_FOR_DIFFERENCE,1943051512.32,0,NATIONAL_ENERGY_STAT,2025-05-09
2015,NL,INDUSTRY,47.43,58.14,1,121253.2,9857.23,38.68,11364,9.37,20443.92,24721.82,0,6193229,CAPEX_GRANT,3139643430.91,0,ENTSOE_RENEWABLES,2025-06-24
2016,SI,TRANSPORT,63.82,45.6,1,171276.93,12636.27,31.67,10246,9.73,172594.51,5386.51,0,8820704,FEED_IN_TARIFF,3660017288.78,0,COMMISSION_PROGRESS_REPORT,2024-11-24
2017,BG,HEATING_COOLING,28.68,52.2,0,142566.56,3224.07,53.6,11136,8.62,59928.68,92978.16,0,5479180,TAX_CREDIT,5757511838.11,1,GO_REGISTRY,2026-01-21
2018,EE,ELECTRICITY,64.83,38.26,1,203857.64,10179.53,54.23,8246,7.08,871867.7,42446.09,0,2141727,FEED_IN_PREMIUM,10142664046.29,0,NATIONAL_ENERGY_STAT,2025-01-16
2019,HU,INDUSTRY,76.63,48.89,1,189885.96,15381.1,25.0,1562,3.29,179127.7,76316.77,0,3254180,NET_METERING,5679699381.27,0,ENTSOE_RENEWABLES,2025-09-23
2020,LU,TRANSPORT,83.92,46.48,1,382729.0,10149.85,13.26,4156,12.35,99625.52,343890.93,0,243610,AUCTION_CFD,2545142619.26,0,COMMISSION_PROGRESS_REPORT,2024-10-20
2021,RO,HEATING_COOLING,21.76,57.27,0,215366.9,5836.82,28.57,447,11.77,70755.31,83652.67,0,6345363,CONTRACTS_FOR_DIFFERENCE,7409030560.34,0,GO_REGISTRY,2025-01-13
2022,AT,ELECTRICITY,83.32,46.37,1,274123.95,5870.3,14.52,11925,5.76,848956.43,277417.16,0,29989613,CAPEX_GRANT,7595165705.24,1,NATIONAL_ENERGY_STAT,2024-08-12
2023,CZ,INDUSTRY,30.31,41.03,0,130982.18,2720.68,31.88,7382,6.04,26531.68,323410.76,1,2071315,FEED_IN_TARIFF,570584788.15,0,ENTSOE_RENEWABLES,2024-06-13
2024,DE,TRANSPORT,72.55,52.59,1,175865.41,12071.98,36.47,3723,6.44,96892.17,111474.94,1,13230075,TAX_CREDIT,281074044.63,0,COMMISSION_PROGRESS_REPORT,2024-01-18
2025,LV,HEATING_COOLING,64.46,52.06,1,77275.58,3659.7,39.07,265,4.79,155251.86,275708.38,1,5928074,FEED_IN_PREMIUM,4355289459.48,1,GO_REGISTRY,2025-08-21
2004,PL,ELECTRICITY,81.72,56.74,1,27480.23,317.25,3.96,8828,0.34,186257.24,74691.85,0,25549676,NET_METERING,8232221304.42,0,NATIONAL_ENERGY_STAT,2026-01-22
2005,ES,INDUSTRY,15.19,49.46,1,205436.68,17197.34,12.39,5405,4.22,390069.2,109543.69,0,1193191,AUCTION_CFD,4551526950.21,0,ENTSOE_RENEWABLES,2025-12-10
2006,HR,TRANSPORT,57.52,58.97,0,199350.52,2703.05,29.61,4980,11.5,347711.23,66711.67,0,156050,CONTRACTS_FOR_DIFFERENCE,2295073717.97,0,COMMISSION_PROGRESS_REPORT,2025-02-27
2007,FI,HEATING_COOLING,6.46,46.05,0,170984.91,14580.74,14.96,7202,11.56,478091.98,27833.27,0,13489036,CAPEX_GRANT,3036727836.12,0,GO_REGISTRY,2025-10-19
2008,IE,ELECTRICITY,58.96,43.64,1,187597.49,1836.13,53.81,6044,4.14,388948.37,93141.38,0,7945830,FEED_IN_TARIFF,1648390340.97,0,NATIONAL_ENERGY_STAT,2025-03-22
2009,MT,INDUSTRY,4.83,50.08,0,260499.21,23006.83,23.13,474,5.9,47305.67,26537.4,0,3857339,TAX_CREDIT,3862605343.13,0,ENTSOE_RENEWABLES,2024-01-19
2010,SK,TRANSPORT,82.11,41.51,0,15366.78,250.42,30.57,4185,9.43,220402.86,41191.44,0,6945026,FEED_IN_PREMIUM,5385844682.18,0,COMMISSION_PROGRESS_REPORT,2025-12-15
2011,BE,HEATING_COOLING,12.02,33.7,0,151568.47,13603.23,37.4,7221,7.86,196771.63,59326.42,0,5222104,NET_METERING,1607565473.91,0,GO_REGISTRY,2025-12-17
2012,DK,ELECTRICITY,8.16,45.41,0,258343.22,9688.95,35.41,5356,10.76,1062770.54,74768.17,0,22211295,AUCTION_CFD,7859997190.51,0,NATIONAL_ENERGY_STAT,2024-05-10
2013,GR,INDUSTRY,12.56,54.51,1,129154.96,11365.91,47.17,3024,9.69,132817.42,64065.72,0,11377406,CONTRACTS_FOR_DIFFERENCE,4999750240.71,0,ENTSOE_RENEWABLES,2025-08-20
2014,LT,TRANSPORT,17.38,50.18,1,204442.19,9561.58,47.85,9756,6.89,122332.55,105555.61,0,10329012,CAPEX_GRANT,765368702.21,0,COMMISSION_PROGRESS_REPORT,2024-12-14
2015,PT,HEATING_COOLING,59.47,35.71,1,55080.01,2003.84,20.98,7727,11.82,440714.54,69496.32,0,4200743,FEED_IN_TARIFF,10325162378.36,0,GO_REGISTRY,2024-05-17
2016,SE,ELECTRICITY,12.73,41.11,0,242608.73,18594.62,9.61,5847,7.1,279853.98,23619.44,0,16822051,TAX_CREDIT,1071863125.7,0,NATIONAL_ENERGY_STAT,2025-02-07
2017,CY,INDUSTRY,78.29,43.58,1,67596.13,2018.91,12.56,10117,6.73,374003.1,57135.67,0,4991771,FEED_IN_PREMIUM,437780698.96,0,ENTSOE_RENEWABLES,2024-08-29
2018,FR,TRANSPORT,76.41,40.84,1,91381.25,4790.13,41.34,8018,6.59,233569.99,96038.15,0,3451510,NET_METERING,922209554.49,0,COMMISSION_PROGRESS_REPORT,2024-02-27
2019,IT,HEATING_COOLING,35.69,52.3,0,88545.09,2929.99,21.88,3368,5.14,35147.25,21364.84,0,2180344,AUCTION_CFD,11042893670.16,0,GO_REGISTRY,2025-09-30
2020,NL,ELECTRICITY,51.65,57.94,1,267308.33,21451.05,26.42,13974,0.2,966720.08,250950.78,0,6110317,CONTRACTS_FOR_DIFFERENCE,10914538925.68,0,NATIONAL_ENERGY_STAT,2024-04-05
2021,SI,INDUSTRY,37.18,33.17,1,67666.91,1027.51,22.52,875,3.93,497776.34,24795.99,0,6837964,CAPEX_GRANT,5803628548.14,1,ENTSOE_RENEWABLES,2025-10-13
2022,BG,TRANSPORT,9.3,52.16,0,356144.39,25106.09,37.75,9304,12.48,473474.11,243232.8,0,11858059,FEED_IN_TARIFF,4986331762.24,1,COMMISSION_PROGRESS_REPORT,2024-10-25
2023,EE,HEATING_COOLING,74.38,48.08,1,313312.67,20219.87,15.97,10729,9.18,520278.64,309415.01,0,7450059,TAX_CREDIT,6576345022.33,1,GO_REGISTRY,2024-03-07
2024,HU,ELECTRICITY,76.91,38.88,1,121809.88,10624.18,37.05,9299,8.59,609593.27,73485.29,1,27051595,FEED_IN_PREMIUM,11576510105.23,1,NATIONAL_ENERGY_STAT,2025-05-03
2025,LU,INDUSTRY,26.82,41.69,1,299481.15,19597.54,33.1,1459,5.79,300494.6,295132.64,1,4655729,NET_METERING,677279412.73,1,ENTSOE_RENEWABLES,2025-04-14
2004,RO,TRANSPORT,52.01,56.31,1,198379.14,13133.82,30.28,2899,5.15,468965.35,85301.21,0,13355890,AUCTION_CFD,3365186898.89,1,COMMISSION_PROGRESS_REPORT,2025-11-21
2005,AT,HEATING_COOLING,6.12,50.39,1,95515.44,3782.54,29.97,5537,11.38,388722.72,20925.92,0,2058379,CONTRACTS_FOR_DIFFERENCE,2585272957.04,0,GO_REGISTRY,2024-12-20
2006,CZ,ELECTRICITY,6.03,40.53,0,58005.36,4465.37,19.05,11704,2.24,860593.7,63614.09,0,8452413,CAPEX_GRANT,5085808988.39,0,NATIONAL_ENERGY_STAT,2025-05-24
2007,DE,INDUSTRY,25.4,45.75,1,225668.63,11126.03,29.33,4656,8.78,303098.68,290.68,0,12402159,FEED_IN_TARIFF,207499468.55,0,ENTSOE_RENEWABLES,2025-12-23
2008,LV,TRANSPORT,36.94,52.84,0,120886.95,4553.5,5.52,7631,10.67,253748.44,18021.95,0,12287162,TAX_CREDIT,4365242176.81,1,COMMISSION_PROGRESS_REPORT,2024-07-24
2009,PL,HEATING_COOLING,17.44,46.99,0,341305.73,7392.92,37.98,5291,11.97,56211.97,95194.94,0,5792954,FEED_IN_PREMIUM,340579003.63,0,GO_REGISTRY,2024-09-23
2010,ES,ELECTRICITY,37.7,49.56,0,40069.84,202.49,24.77,6973,12.44,379252.37,16260.63,0,27468327,NET_METERING,2853056588.91,0,NATIONAL_ENERGY_STAT,2024-11-23
2011,HR,INDUSTRY,14.06,52.63,1,101642.08,8859.07,49.23,10654,10.99,356269.68,55960.62,0,5684748,AUCTION_CFD,7703000148.23,0,ENTSOE_RENEWABLES,2024-05-30
2012,FI,TRANSPORT,46.81,52.54,0,88186.93,2795.8,48.35,6137,1.65,96169.5,29221.52,0,11911914,CONTRACTS_FOR_DIFFERENCE,677364527.76,0,COMMISSION_PROGRESS_REPORT,2024-12-13
2013,IE,HEATING_COOLING,69.31,54.18,1,39367.62,971.28,33.1,7837,7.31,403543.56,95968.06,0,142714,CAPEX_GRANT,5288786638.62,0,GO_REGISTRY,2025-03-10
2014,MT,ELECTRICITY,68.69,36.33,1,286933.55,13843.73,18.3,8530,12.17,470356.84,107447.82,0,17292877,FEED_IN_TARIFF,5090989168.51,0,NATIONAL_ENERGY_STAT,2025-10-01
2015,SK,INDUSTRY,28.6,33.94,0,57646.8,4967.35,41.86,1150,8.3,426320.27,90560.2,0,4872932,TAX_CREDIT,4104228544.31,0,ENTSOE_RENEWABLES,2025-11-30
2016,BE,TRANSPORT,32.29,50.98,0,121259.04,1660.26,52.14,3795,1.47,19785.69,65399.86,0,7362451,FEED_IN_PREMIUM,2754403011.18,0,COMMISSION_PROGRESS_REPORT,2024-12-05
2017,DK,HEATING_COOLING,77.51,39.05,0,140246.54,4979.86,6.63,3071,5.56,338095.21,105692.19,0,9116429,NET_METERING,4814312389.26,0,GO_REGISTRY,2024-10-26
2018,GR,ELECTRICITY,62.42,33.16,1,266547.13,20975.74,30.84,5124,11.94,352311.88,110292.6,0,3427651,AUCTION_CFD,1447590838.12,0,NATIONAL_ENERGY_STAT,2024-10-08
