qol_cult_reference_year,qol_cult_country_iso2,qol_cult_region_nuts_code,qol_cult_cultural_venue_type_code,qol_cult_visits_per_capita,qol_cult_participation_rate_pct,qol_cult_public_spend_culture_eur_per_capita,qol_cult_employment_cultural_sector_pct,qol_cult_creative_industries_turnover_eur,qol_cult_libraries_per_100k,qol_cult_museums_per_100k,qol_cult_cinema_admissions_per_capita,qol_cult_festival_events_count,qol_cult_european_capital_of_culture_flag,qol_cult_cross_border_cultural_projects_count,qol_cult_digital_culture_consumption_pct,qol_cult_copyright_collecting_society_revenues_eur,qol_cult_data_source,qol_cult_methodology_version,qol_cult_data_extract_date
2018,DK,CY42,CONCERT_HALL,4.24,46.1,57.77,1.97,8816934236.59,16.49,10.57,5.12,110,0,18,23.94,101786877.47,CULTURE_STATS_SURVEY,CULT_V1,2024-12-31
2019,IE,LT8,HERITAGE_SITE,1.35,66.23,222.97,2.32,1844767336.28,10.39,14.43,2.73,235,0,131,88.96,649578038.96,CREATIVE_ECON_ACCOUNTS,CULT_V3,2024-01-17
2020,PL,IT72,CINEMA,1.09,62.08,130.83,2.3,3013978582.84,25.01,5.6,2.31,187,0,46,64.92,826430136.45,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-03-23
2021,AT,IT665,CULTURAL_CENTRE,4.45,66.08,94.8,2.09,21348620974.9,15.36,10.03,1.47,422,0,67,39.47,934783192.0,EUROSTAT_CULT,CULT_V1,2024-06-06
2022,EE,LV980,MUSEUM,8.34,40.68,165.59,1.68,22991130684.51,8.53,4.42,6.41,368,0,86,78.18,820397144.55,CULTURE_STATS_SURVEY,CULT_V3,2024-02-27
2023,IT,BG96,LIBRARY,7.61,78.14,223.95,3.62,38984581682.48,24.9,11.16,1.1,108,0,105,72.88,964093349.24,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-05-13
2024,PT,GR22,FESTIVAL_SITE,3.5,59.04,246.13,1.46,26908359831.17,25.96,9.89,6.13,230,1,77,58.79,247234454.45,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-08-28
2025,BE,IE424,THEATRE,7.08,77.67,179.27,4.11,6809495664.19,17.37,4.03,3.72,275,0,15,24.48,44419665.23,EUROSTAT_CULT,CULT_V3,2024-08-19
2006,FI,CZ49,CONCERT_HALL,10.04,30.56,69.25,3.58,960876956.45,11.68,11.05,5.26,291,0,96,39.88,68133464.03,CULTURE_STATS_SURVEY,CULT_V2,2024-01-27
2007,LV,FI66,HERITAGE_SITE,9.46,62.85,156.61,1.5,14390601200.09,26.28,9.01,2.1,255,0,123,36.56,96652738.48,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-04-23
2008,RO,SI43,CINEMA,1.06,52.4,101.18,1.31,3776293346.9,12.81,11.21,2.62,366,0,21,36.04,435878742.27,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-06-25
2009,BG,SE488,CULTURAL_CENTRE,3.72,50.84,181.66,3.83,6677912390.1,28.78,8.61,6.17,306,0,15,45.15,900304788.89,EUROSTAT_CULT,CULT_V2,2024-01-24
2010,FR,LT11,MUSEUM,11.02,77.66,189.72,2.75,410573103.96,17.56,5.24,3.34,59,0,137,26.16,374599230.18,CULTURE_STATS_SURVEY,CULT_V1,2026-01-07
2011,LT,AT127,LIBRARY,9.39,73.63,193.34,1.2,11028730965.08,8.43,16.53,5.2,76,0,0,41.79,101679660.86,CREATIVE_ECON_ACCOUNTS,CULT_V3,2024-05-03
2012,SK,SE826,FESTIVAL_SITE,6.65,44.25,188.84,2.41,2626300497.41,24.16,16.26,1.31,172,1,4,57.25,241379700.95,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-09-20
2013,HR,PT355,THEATRE,9.68,35.68,140.73,2.19,21535676540.13,18.77,4.31,5.65,16,0,89,61.74,270814061.83,EUROSTAT_CULT,CULT_V1,2024-04-15
2014,DE,AT86,CONCERT_HALL,11.11,75.59,284.46,2.94,27784858759.24,23.52,10.23,1.81,137,0,130,43.87,1133398860.16,CULTURE_STATS_SURVEY,CULT_V3,2024-12-29
2015,LU,LU70,HERITAGE_SITE,10.83,51.75,241.43,3.59,10892983889.26,23.98,2.93,5.38,20,0,53,27.65,115349474.13,CREATIVE_ECON_ACCOUNTS,CULT_V2,2026-01-24
2016,SI,LU66,CINEMA,1.18,41.41,55.01,1.37,21661389389.04,12.78,1.95,4.76,111,0,105,84.19,753054997.96,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-01-28
2017,CY,ES41,CULTURAL_CENTRE,6.44,62.77,92.92,3.29,5166956560.4,18.87,14.6,1.98,288,0,89,84.99,474140561.92,EUROSTAT_CULT,CULT_V3,2024-03-16
2018,GR,HR882,MUSEUM,5.02,29.82,115.81,1.64,15404475620.1,10.8,7.67,4.63,174,0,59,72.68,216928490.09,CULTURE_STATS_SURVEY,CULT_V2,2024-08-27
2019,MT,FR592,LIBRARY,8.56,63.99,121.91,1.53,2362286016.24,13.74,6.01,1.89,316,0,12,83.24,549493839.2,CREATIVE_ECON_ACCOUNTS,CULT_V1,2024-03-09
2020,ES,CY12,FESTIVAL_SITE,3.83,36.39,65.16,2.78,1308875021.09,20.82,12.23,1.25,22,0,134,42.81,1208963070.69,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-07-29
2021,CZ,LT5,THEATRE,10.58,34.06,83.77,3.07,16852311489.71,23.1,3.59,3.64,35,0,60,28.8,189059549.21,EUROSTAT_CULT,CULT_V2,2024-10-29
2022,HU,PL54,CONCERT_HALL,1.23,46.7,194.96,1.28,22145916290.86,10.56,2.08,5.37,249,0,5,32.02,293337474.53,CULTURE_STATS_SURVEY,CULT_V1,2025-08-11
2023,NL,FI6,HERITAGE_SITE,4.89,46.49,297.96,3.66,22753578577.07,13.54,4.16,4.47,369,0,45,80.35,345528260.28,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-04-19
2024,SE,IT769,CINEMA,5.18,59.84,213.2,3.41,1049564549.39,16.27,17.03,5.53,334,0,114,69.87,17494233.77,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-06-25
2025,DK,HR717,CULTURAL_CENTRE,3.61,71.32,222.96,3.45,16058194173.63,18.45,14.22,4.58,334,0,118,79.0,708275948.47,EUROSTAT_CULT,CULT_V1,2024-06-17
2006,IE,CZ118,MUSEUM,9.65,56.85,186.71,2.63,9890577649.13,15.03,14.9,3.81,369,0,78,38.47,696643552.29,CULTURE_STATS_SURVEY,CULT_V3,2025-08-06
2007,PL,BG638,LIBRARY,10.03,56.08,161.38,1.93,12880471563.75,11.51,3.13,5.34,110,0,122,63.73,591043184.46,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-11-08
2008,AT,SK55,FESTIVAL_SITE,6.11,53.82,171.53,2.44,13586239087.87,10.24,8.03,4.35,223,0,150,48.03,472774076.25,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-02-28
2009,EE,SI377,THEATRE,7.86,53.78,226.1,3.09,14337283892.29,11.52,15.03,2.53,68,0,109,47.59,577620064.06,EUROSTAT_CULT,CULT_V3,2024-07-21
2010,IT,IT546,CONCERT_HALL,7.76,68.16,179.58,2.33,19567841479.29,9.57,18.1,4.85,191,0,12,33.85,508153171.25,CULTURE_STATS_SURVEY,CULT_V2,2025-08-25
2011,PT,LU47,HERITAGE_SITE,2.52,55.17,90.24,3.04,2360101292.39,18.07,14.76,4.81,8,0,56,66.46,303149675.02,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-03-16
2012,BE,CZ17,CINEMA,6.02,62.39,157.49,3.53,12799327718.29,22.53,12.85,3.22,356,0,53,19.71,221588874.76,NATIONAL_CULTURE_MINISTRY,CULT_V3,2025-07-02
2013,FI,GR354,CULTURAL_CENTRE,9.13,44.19,230.97,2.89,21563936180.47,35.15,8.35,3.56,298,0,15,38.07,9433816.32,EUROSTAT_CULT,CULT_V2,2026-01-11
2014,LV,GR8,MUSEUM,7.2,51.71,128.52,3.69,17405176853.28,29.83,4.4,1.48,293,0,135,50.98,334862970.38,CULTURE_STATS_SURVEY,CULT_V1,2024-07-24
2015,RO,FR71,LIBRARY,3.07,66.43,225.66,2.26,21523431368.21,19.18,3.96,6.46,153,0,5,56.6,268357531.91,CREATIVE_ECON_ACCOUNTS,CULT_V3,2024-05-25
2016,BG,CY742,FESTIVAL_SITE,9.96,54.5,108.34,2.44,5867630601.44,27.31,12.7,2.11,12,0,13,68.19,79762011.12,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-01-27
2017,FR,GR73,THEATRE,7.72,68.31,237.03,1.78,21171756318.66,28.04,7.76,5.55,216,0,64,56.09,628497422.25,EUROSTAT_CULT,CULT_V1,2025-03-11
2018,LT,AT4,CONCERT_HALL,5.06,56.67,90.45,3.61,11596680483.22,22.36,13.3,3.54,98,0,89,79.5,943646315.68,CULTURE_STATS_SURVEY,CULT_V3,2024-11-18
2019,SK,HR312,HERITAGE_SITE,6.17,24.53,119.02,3.76,16827034929.57,28.47,7.53,1.94,139,0,59,47.91,457075629.29,CREATIVE_ECON_ACCOUNTS,CULT_V2,2024-07-15
2020,HR,SE61,CINEMA,10.07,62.93,67.78,3.37,4593512142.79,26.02,7.07,1.6,158,0,75,39.17,637036631.31,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-01-20
2021,DE,HU75,CULTURAL_CENTRE,1.81,60.73,202.14,4.14,19491993550.25,24.45,13.11,1.39,256,0,87,52.58,1515347446.76,EUROSTAT_CULT,CULT_V3,2025-10-26
2022,LU,BG50,MUSEUM,2.88,73.25,96.4,2.24,16110254018.08,8.47,13.06,3.13,78,0,102,75.95,173389799.93,CULTURE_STATS_SURVEY,CULT_V2,2025-06-05
2023,SI,HR406,LIBRARY,4.36,59.94,225.37,1.4,20682224196.49,17.91,16.63,4.68,281,0,46,67.35,306510075.84,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-10-07
2024,CY,CY993,FESTIVAL_SITE,5.58,48.03,130.5,2.83,5029305587.15,22.73,14.93,6.03,200,0,21,40.9,543960310.51,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-12-14
2025,GR,EE264,THEATRE,3.04,26.07,173.27,3.42,14279686940.42,22.27,5.58,2.88,284,0,114,65.85,764818248.74,EUROSTAT_CULT,CULT_V2,2025-04-12
2006,MT,FI81,CONCERT_HALL,5.63,68.69,232.41,3.33,8510556839.67,11.83,11.9,3.54,277,0,7,42.84,90548049.63,CULTURE_STATS_SURVEY,CULT_V1,2024-07-11
2007,ES,IE612,HERITAGE_SITE,4.45,66.72,251.54,1.69,19781347610.61,15.55,11.6,1.31,48,0,87,40.82,1133321810.6,CREATIVE_ECON_ACCOUNTS,CULT_V3,2024-09-17
2008,CZ,NL2,CINEMA,6.72,28.67,130.08,1.18,6552989918.36,13.0,15.81,3.74,96,0,38,49.27,358830100.9,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-10-01
2009,HU,MT93,CULTURAL_CENTRE,9.99,41.98,89.4,2.03,17229164193.91,14.11,12.26,5.08,300,0,1,41.3,480687713.73,EUROSTAT_CULT,CULT_V1,2025-04-16
2010,NL,IT558,MUSEUM,5.08,65.25,154.89,1.94,4300398288.13,32.85,3.35,5.12,393,0,20,66.74,608733602.78,CULTURE_STATS_SURVEY,CULT_V3,2025-05-05
2011,SE,SI512,LIBRARY,2.65,50.24,56.69,2.54,4481944384.51,29.02,5.63,2.25,270,0,70,28.53,835814722.01,CREATIVE_ECON_ACCOUNTS,CULT_V2,2024-12-04
2012,DK,SK38,FESTIVAL_SITE,9.7,71.74,139.62,3.57,4784384719.37,16.52,10.53,5.68,106,0,102,48.54,636932738.63,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-12-12
2013,IE,MT369,THEATRE,8.98,41.86,147.71,3.89,11835114337.25,25.59,7.01,1.39,52,0,33,44.32,104550073.78,EUROSTAT_CULT,CULT_V3,2024-12-11
2014,PL,SE881,CONCERT_HALL,5.57,50.41,66.32,2.36,15727895505.19,20.75,15.37,1.21,220,0,40,20.95,911105329.93,CULTURE_STATS_SURVEY,CULT_V2,2024-08-06
2015,AT,RO8,HERITAGE_SITE,13.43,35.07,127.52,2.63,18724866450.69,21.37,8.08,6.18,139,0,27,45.85,589841708.3,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-05-29
2016,EE,FI431,CINEMA,3.64,49.2,124.36,3.26,15488928255.89,25.19,9.71,5.27,152,0,26,46.63,586828156.23,NATIONAL_CULTURE_MINISTRY,CULT_V3,2025-08-10
2017,IT,RO966,CULTURAL_CENTRE,11.82,83.47,208.47,4.33,28764659212.95,16.48,4.83,2.51,100,0,13,92.0,932354999.18,EUROSTAT_CULT,CULT_V2,2024-08-11
2018,PT,DE933,MUSEUM,9.24,52.26,152.42,1.22,16696709537.52,9.21,3.94,4.07,88,0,13,67.82,901223030.52,CULTURE_STATS_SURVEY,CULT_V1,2025-09-16
2019,BE,FR736,LIBRARY,4.15,31.63,288.44,2.29,20122182472.67,17.89,15.45,2.39,297,0,27,91.62,506964900.1,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-09-23
2020,FI,HR336,FESTIVAL_SITE,5.8,70.36,122.39,2.0,8855185757.16,22.78,15.14,2.76,160,0,9,56.73,843755058.77,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-06-07
2021,LV,SE73,THEATRE,2.92,68.76,90.42,2.6,28176175087.3,15.77,4.15,4.87,137,0,79,85.24,884254415.51,EUROSTAT_CULT,CULT_V1,2024-01-03
2022,RO,DE8,CONCERT_HALL,2.52,42.48,132.98,2.44,12141314083.27,24.15,16.86,4.86,79,0,93,87.56,930971750.08,CULTURE_STATS_SURVEY,CULT_V3,2025-05-06
2023,BG,SI8,HERITAGE_SITE,2.59,31.34,231.82,1.94,2178529957.51,23.44,12.38,4.43,197,0,55,23.33,137848054.57,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-04-14
2024,FR,HR666,CINEMA,7.74,35.98,229.57,4.22,7535606451.11,10.06,6.65,2.98,187,0,168,76.05,102191052.37,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-02-09
2025,LT,HR642,CULTURAL_CENTRE,2.63,55.71,235.85,1.21,3618604506.68,30.02,10.76,1.26,111,1,54,33.27,910106699.58,EUROSTAT_CULT,CULT_V3,2025-12-03
2006,SK,HU80,MUSEUM,2.98,54.79,90.51,2.5,6918829165.09,18.87,2.37,2.89,59,1,37,57.65,220047106.91,CULTURE_STATS_SURVEY,CULT_V2,2025-10-12
2007,HR,EE245,LIBRARY,1.0,51.85,124.55,2.69,4831523487.5,21.79,3.28,1.71,114,0,45,43.88,36645865.31,CREATIVE_ECON_ACCOUNTS,CULT_V1,2024-11-05
2008,DE,RO605,FESTIVAL_SITE,10.25,55.13,276.25,1.88,27572119379.93,17.16,17.53,4.72,431,0,20,26.64,1504510789.81,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-09-28
2009,LU,EE701,THEATRE,4.08,57.21,163.1,1.15,7830386395.79,22.64,10.03,3.82,334,0,52,49.14,654199997.06,EUROSTAT_CULT,CULT_V2,2025-05-02
2010,SI,HU3,CONCERT_HALL,6.28,30.26,195.47,2.96,3756724919.84,12.61,14.24,3.45,322,0,29,25.53,610508538.2,CULTURE_STATS_SURVEY,CULT_V1,2024-09-20
2011,CY,MT17,HERITAGE_SITE,11.08,68.71,61.18,3.69,13177113908.98,11.72,9.95,5.22,8,0,41,48.01,457563115.61,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-08-30
2012,GR,HU5,CINEMA,5.24,56.77,227.84,1.89,21163250454.61,14.18,9.51,4.35,354,0,29,59.85,626388357.19,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-01-10
2013,MT,BG54,CULTURAL_CENTRE,6.27,53.31,196.4,2.16,21307202153.87,27.98,6.18,1.82,104,0,46,29.66,696587334.57,EUROSTAT_CULT,CULT_V1,2025-02-27
2014,ES,EE41,MUSEUM,11.91,63.97,151.42,2.84,28252361047.06,13.63,18.45,4.8,174,0,59,47.31,1584974425.17,CULTURE_STATS_SURVEY,CULT_V3,2025-01-03
2015,CZ,RO20,LIBRARY,7.6,66.84,240.75,2.23,8561383544.54,7.67,4.84,4.86,255,1,85,66.99,388637808.83,CREATIVE_ECON_ACCOUNTS,CULT_V2,2024-02-26
2016,HU,DE390,FESTIVAL_SITE,7.12,73.6,92.25,3.15,7460624758.48,16.6,11.89,1.72,41,0,84,53.19,128766376.09,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-01-09
2017,NL,SE9,THEATRE,4.33,70.79,105.16,3.77,38119624729.72,34.14,5.76,1.56,47,0,79,70.37,1297891058.95,EUROSTAT_CULT,CULT_V3,2025-07-06
2018,SE,IE909,CONCERT_HALL,10.35,55.17,112.58,3.17,3128658333.89,21.35,8.27,2.88,150,0,103,85.46,975349323.72,CULTURE_STATS_SURVEY,CULT_V2,2024-08-10
2019,DK,EE4,HERITAGE_SITE,2.95,37.83,100.02,2.12,11138303322.77,29.44,4.33,2.13,130,0,40,57.23,646506034.77,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-08-29
2020,IE,CZ782,CINEMA,10.67,55.17,71.32,3.89,10764252312.85,11.48,7.23,1.24,34,0,26,95.54,278551251.69,NATIONAL_CULTURE_MINISTRY,CULT_V3,2026-01-14
2021,PL,BG24,CULTURAL_CENTRE,7.53,63.95,214.87,3.37,24248449680.33,10.26,12.35,2.35,304,0,0,48.86,323799382.63,EUROSTAT_CULT,CULT_V2,2024-12-06
2022,AT,PL2,MUSEUM,4.49,81.95,76.77,1.62,25605276121.15,18.66,19.19,4.51,384,0,34,79.52,268037010.97,CULTURE_STATS_SURVEY,CULT_V1,2025-01-30
2023,EE,FI96,LIBRARY,6.73,41.42,243.5,2.86,2322942120.45,25.62,10.33,1.47,241,0,21,73.67,189295768.44,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-04-24
2024,IT,HR548,FESTIVAL_SITE,4.66,31.9,184.29,2.35,23119004012.48,17.91,7.46,5.21,438,0,107,38.18,225910031.53,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-05-19
2025,PT,SI317,THEATRE,4.67,32.77,199.2,1.81,22008403503.47,19.74,15.02,2.49,354,0,52,55.25,890877455.9,EUROSTAT_CULT,CULT_V1,2025-01-29
2006,BE,SK232,CONCERT_HALL,8.31,33.65,128.32,2.36,6693551268.88,17.12,3.65,3.46,9,0,83,29.96,630777383.93,CULTURE_STATS_SURVEY,CULT_V3,2025-02-03
2007,FI,AT535,HERITAGE_SITE,7.63,39.0,179.0,1.34,7912099327.25,12.0,9.7,1.1,10,0,115,28.05,230188423.1,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-10-29
2008,LV,IE175,CINEMA,9.77,30.22,148.0,1.25,6824933005.45,7.7,15.07,1.04,171,0,26,53.16,926937540.49,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-08-17
2009,RO,ES6,CULTURAL_CENTRE,6.51,32.58,180.57,1.15,4368900494.44,14.3,2.34,2.42,16,0,46,48.59,28303307.9,EUROSTAT_CULT,CULT_V3,2025-11-27
2010,BG,CY300,MUSEUM,4.29,42.72,54.83,2.86,10578549489.49,13.02,6.73,2.45,138,0,86,51.82,685183928.38,CULTURE_STATS_SURVEY,CULT_V2,2024-09-02
2011,FR,HU1,LIBRARY,4.91,30.98,122.32,2.43,21802364343.79,21.05,8.47,6.26,227,1,124,18.6,1514137854.2,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-12-22
2012,LT,GR9,FESTIVAL_SITE,4.37,71.54,120.22,2.25,2222266669.48,19.03,13.2,4.27,367,0,34,56.7,358378739.25,NATIONAL_CULTURE_MINISTRY,CULT_V3,2025-12-27
2013,SK,LV4,THEATRE,8.27,42.48,144.25,3.54,3747242949.19,8.07,9.3,5.08,326,1,2,38.03,796945533.54,EUROSTAT_CULT,CULT_V2,2025-04-01
2014,HR,LU8,CONCERT_HALL,1.96,32.34,56.36,1.54,12448626263.77,19.15,6.04,6.36,321,0,4,61.01,22587529.3,CULTURE_STATS_SURVEY,CULT_V1,2025-06-02
2015,DE,BE7,HERITAGE_SITE,10.56,57.63,88.04,2.91,17951497320.46,26.02,6.45,5.91,277,0,58,64.04,797883274.1,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-03-15
2016,LU,LT7,CINEMA,2.08,25.72,160.99,2.61,20605758364.99,7.88,5.83,3.91,169,0,124,24.52,712421084.28,NATIONAL_CULTURE_MINISTRY,CULT_V2,2025-01-09
2017,SI,DE63,CULTURAL_CENTRE,8.41,35.43,104.54,3.09,19503678238.87,13.34,9.08,5.16,64,0,114,88.39,295319698.38,EUROSTAT_CULT,CULT_V1,2025-09-18
2018,CY,HR75,MUSEUM,2.02,32.2,80.17,3.57,3017482790.43,13.82,5.83,2.12,333,0,61,74.14,922066319.47,CULTURE_STATS_SURVEY,CULT_V3,2024-01-26
2019,GR,DE5,LIBRARY,10.1,61.97,238.6,2.82,25985160444.61,14.76,15.61,1.77,259,0,123,53.42,416549697.25,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-08-11
2020,MT,RO699,FESTIVAL_SITE,5.41,30.91,243.59,3.71,26791484266.76,29.62,15.02,4.06,119,0,85,61.38,235563118.94,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-12-18
2021,ES,BE106,THEATRE,6.2,37.38,67.89,3.22,15490977751.19,20.31,14.84,2.45,183,0,7,93.24,1173022485.75,EUROSTAT_CULT,CULT_V3,2026-02-18
2022,CZ,CY80,CONCERT_HALL,6.95,64.83,88.77,3.87,2920774648.25,15.16,9.5,6.39,84,0,132,56.94,500216460.52,CULTURE_STATS_SURVEY,CULT_V2,2024-01-30
2023,HU,AT5,HERITAGE_SITE,6.21,68.42,148.63,2.07,10390207559.41,15.09,17.09,2.3,228,0,68,46.79,384885040.92,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-08-19
2024,NL,HU483,CINEMA,2.34,37.58,145.09,1.49,22973792520.67,33.87,13.33,2.72,117,0,17,46.64,1547868750.76,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-04-09
2025,SE,SE14,CULTURAL_CENTRE,5.7,61.64,79.5,3.33,24914871396.02,26.39,7.05,6.05,262,0,79,83.54,1038653835.68,EUROSTAT_CULT,CULT_V2,2025-04-03
2006,DK,PT7,MUSEUM,7.31,47.57,225.29,3.45,11926332780.29,12.83,2.33,1.31,196,0,10,55.52,484303586.36,CULTURE_STATS_SURVEY,CULT_V1,2025-02-06
2007,IE,HR480,LIBRARY,6.88,59.22,126.86,1.71,6152435156.08,12.22,7.1,2.01,202,0,11,66.95,679832213.85,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-08-21
2008,PL,IE964,FESTIVAL_SITE,3.6,31.37,56.09,1.18,18546988960.04,20.9,13.74,4.82,206,0,74,64.99,3750430.24,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-12-22
2009,AT,NL82,THEATRE,3.62,66.16,177.83,2.42,5628225162.22,27.54,19.65,3.9,395,0,121,20.62,290233624.96,EUROSTAT_CULT,CULT_V1,2024-03-11
2010,EE,IE4,CONCERT_HALL,4.17,42.18,236.86,3.88,20282089800.4,22.77,8.03,1.46,358,0,21,31.87,474532079.52,CULTURE_STATS_SURVEY,CULT_V3,2024-05-28
2011,IT,PT53,HERITAGE_SITE,13.93,62.12,75.8,2.8,19045917033.85,20.04,6.68,2.59,152,0,35,31.06,70647703.69,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-10-21
2012,PT,LU771,CINEMA,10.01,65.05,197.04,2.51,13603923128.44,11.84,14.21,5.28,81,0,26,61.17,342176054.9,NATIONAL_CULTURE_MINISTRY,CULT_V1,2025-07-07
2013,BE,LU993,CULTURAL_CENTRE,6.35,83.19,72.59,3.49,622171286.84,16.27,19.46,2.67,446,0,31,62.72,207019748.82,EUROSTAT_CULT,CULT_V3,2025-01-28
2014,FI,SE398,MUSEUM,3.72,33.15,212.83,2.54,11348191734.24,29.41,17.02,2.94,164,0,97,21.09,825809226.43,CULTURE_STATS_SURVEY,CULT_V2,2024-10-13
2015,LV,SI76,LIBRARY,7.58,28.79,145.03,3.21,15493490670.51,8.17,6.06,4.55,326,0,27,54.68,382865911.65,CREATIVE_ECON_ACCOUNTS,CULT_V1,2025-08-23
2016,RO,IE2,FESTIVAL_SITE,6.54,31.99,141.03,2.89,10425171368.51,24.1,8.82,5.33,25,0,128,75.66,543040707.59,NATIONAL_CULTURE_MINISTRY,CULT_V3,2024-08-29
2017,BG,EE13,THEATRE,8.62,57.83,83.38,3.48,1309739676.73,10.89,10.58,5.47,36,0,109,57.56,661218928.36,EUROSTAT_CULT,CULT_V2,2024-12-13
2018,FR,FR89,CONCERT_HALL,7.38,51.84,165.58,3.92,34974520336.56,16.92,10.43,2.8,77,0,11,70.29,1109273183.63,CULTURE_STATS_SURVEY,CULT_V1,2024-05-02
2019,LT,DE9,HERITAGE_SITE,2.93,58.47,165.66,3.81,3407382754.51,26.68,4.78,3.96,8,0,55,74.44,681648494.42,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-06-16
2020,SK,LV96,CINEMA,3.01,63.7,99.93,3.18,20303299179.11,16.08,2.25,2.13,167,0,174,85.19,59445178.82,NATIONAL_CULTURE_MINISTRY,CULT_V2,2024-07-11
2021,HR,PL334,CULTURAL_CENTRE,5.22,48.35,52.62,3.85,14204509819.72,11.84,7.92,1.54,296,0,102,56.75,343435383.6,EUROSTAT_CULT,CULT_V1,2024-09-13
2022,DE,EE9,MUSEUM,8.83,47.2,132.35,2.27,41229416150.76,21.12,13.26,3.17,127,0,3,74.2,660471338.19,CULTURE_STATS_SURVEY,CULT_V3,2024-04-27
2023,LU,BE804,LIBRARY,10.17,42.72,64.63,2.66,3242369111.7,13.26,14.58,6.28,92,0,64,49.87,916492940.35,CREATIVE_ECON_ACCOUNTS,CULT_V2,2025-01-12
2024,SI,BG296,FESTIVAL_SITE,1.88,24.0,72.6,3.76,20958362781.9,22.95,3.62,5.37,260,0,59,67.53,289351317.56,NATIONAL_CULTURE_MINISTRY,CULT_V1,2024-07-17
2025,CY,CY239,THEATRE,7.51,44.34,174.32,2.58,21144483594.1,21.85,8.63,1.3,204,1,32,45.46,801131662.78,EUROSTAT_CULT,CULT_V3,2025-11-26
2006,GR,ES66,CONCERT_HALL,9.85,47.61,164.38,2.06,255712996.16,22.79,8.34,1.45,103,0,9,30.0,44136418.4,CULTURE_STATS_SURVEY,CULT_V2,2025-05-19
2007,MT,MT8,HERITAGE_SITE,4.68,60.3,63.0,1.61,14392650284.1,20.49,12.02,1.97,322,0,3,66.73,659285874.28,CREATIVE_ECON_ACCOUNTS,CULT_V1,2024-01-08
2008,ES,AT29,CINEMA,11.16,74.07,189.78,4.44,814488674.01,13.28,10.15,5.53,197,0,15,34.65,310841255.91,NATIONAL_CULTURE_MINISTRY,CULT_V3,2025-05-27
2009,CZ,LV540,CULTURAL_CENTRE,5.52,61.98,88.72,1.42,2074498623.17,27.59,3.26,1.66,229,0,72,37.18,366304638.78,EUROSTAT_CULT,CULT_V2,2025-10-07
2010,HU,LU6,MUSEUM,2.79,51.73,126.97,2.76,6342900959.93,17.16,6.34,1.73,231,0,130,36.64,76997086.49,CULTURE_STATS_SURVEY,CULT_V1,2024-09-19
2011,NL,LV636,LIBRARY,6.61,49.84,249.91,2.69,6967275746.56,11.02,5.34,4.61,306,0,156,26.82,1619615894.75,CREATIVE_ECON_ACCOUNTS,CULT_V3,2025-06-24
2012,SE,BG62,FESTIVAL_SITE,10.32,73.67,219.45,2.16,8416128224.74,28.39,5.33,1.96,214,0,18,67.42,1582488490.0,NATIONAL_CULTURE_MINISTRY,CULT_V2,2026-01-20
