trans_port_arrival_date,trans_port_port_un_locode,trans_port_vessel_imo_hash,trans_port_vessel_type_code,trans_port_cargo_category_code,trans_port_container_teu_count,trans_port_cargo_tonnage_metric,trans_port_origin_country_code,trans_port_destination_country_code,trans_port_berth_assignment_id,trans_port_berth_time_hours,trans_port_dwell_time_hours,trans_port_customs_hold_flag,trans_port_rail_intermodal_flag,trans_port_truck_gate_turn_time_minutes,trans_port_emissions_at_berth_kg,trans_port_harbor_congestion_index,trans_port_pilotage_required_flag,trans_port_weather_delay_flag,trans_port_security_level_code
2017-05-25,USMIA,IMO000000145,CONTAINER,INDUSTRIAL,18417,44256.77,SG,MX,BERTH0000145,1.41,131.52,1,0,104.48,61150.42,0.9406,0,0,LEVEL_3
2017-05-26,USCHS,IMO000000146,RORO,ENERGY,13557,135152.25,JP,MX,BERTH0000146,59.3,105.97,0,1,168.36,63664.08,0.2988,0,0,LEVEL_1
2017-05-27,USHOU,IMO000000147,TANKER,INDUSTRIAL,1866,357259.52,CN,US,BERTH0000147,64.37,23.91,0,0,120.92,54125.11,0.4307,0,0,LEVEL_1
2017-05-28,USSAV,IMO000000148,BULK,ENERGY,20846,85734.24,CN,US,BERTH0000148,23.98,48.8,0,1,146.08,59860.22,0.4182,0,0,LEVEL_1
2017-05-29,USLGB,IMO000000149,CONTAINER,CONSUMER_GOODS,21371,113666.71,MX,MX,BERTH0000149,15.59,56.59,0,0,127.27,25126.12,0.8616,0,0,LEVEL_1
2017-05-30,USLGB,IMO000000150,RORO,CONSUMER_GOODS,1764,262781.11,JP,US,BERTH0000150,8.17,191.16,0,0,66.14,49259.62,0.9322,0,0,LEVEL_2
2017-05-31,USNYC,IMO000000151,CONTAINER,AUTOMOTIVE,2574,341830.87,MX,CA,BERTH0000151,77.32,33.44,0,0,144.42,81004.14,0.8447,0,0,LEVEL_1
2017-06-01,USOAK,IMO000000152,TANKER,AGRI_FOOD,16687,113672.0,CA,US,BERTH0000152,40.34,199.5,0,0,107.8,73003.25,0.0207,0,0,LEVEL_1
2017-06-02,USMIA,IMO000000153,RORO,AGRI_FOOD,1310,232230.36,BR,US,BERTH0000153,14.42,18.26,0,1,40.04,28041.25,0.0159,0,0,LEVEL_1
2017-06-03,USCHS,IMO000000154,CONTAINER,OTHER,12850,164459.52,DE,US,BERTH0000154,3.37,19.88,0,1,128.57,40887.87,0.741,0,1,LEVEL_1
2017-06-04,USOAK,IMO000000155,REEFER,AGRI_FOOD,15897,57430.73,GB,US,BERTH0000155,70.41,204.11,0,0,17.13,64293.49,0.7591,0,0,LEVEL_2
2017-06-05,USNYC,IMO000000156,REEFER,AGRI_FOOD,9570,276560.39,DE,CA,BERTH0000156,77.2,40.15,0,1,110.15,70072.32,0.0879,1,0,LEVEL_1
2017-06-06,USNYC,IMO000000157,CONTAINER,INDUSTRIAL,14075,75141.72,MX,US,BERTH0000157,14.31,128.07,0,0,144.35,63551.8,0.3823,0,0,LEVEL_2
2017-06-07,USLGB,IMO000000158,TANKER,INDUSTRIAL,15324,247118.0,VN,US,BERTH0000158,35.23,90.0,0,1,136.58,55604.94,0.9161,0,0,LEVEL_2
2017-06-08,USHOU,IMO000000159,BULK,OTHER,4454,23866.98,MX,US,BERTH0000159,85.46,164.31,1,1,161.16,9319.76,0.3264,1,0,LEVEL_1
2017-06-09,USSEA,IMO000000160,BULK,ENERGY,1813,200289.14,JP,US,BERTH0000160,41.43,90.61,0,0,103.61,94533.49,0.4355,1,0,LEVEL_1
2017-06-10,USOAK,IMO000000161,TANKER,CONSUMER_GOODS,9061,232683.27,GB,US,BERTH0000161,37.8,141.41,0,1,114.22,89026.92,0.084,0,0,LEVEL_1
2017-06-11,USSAV,IMO000000162,BULK,AGRI_FOOD,3232,283777.08,IN,US,BERTH0000162,56.99,64.65,0,0,110.78,72292.61,0.107,0,0,LEVEL_1
2017-06-12,USSEA,IMO000000163,TANKER,CONSUMER_GOODS,16016,145595.14,MX,US,BERTH0000163,31.53,23.4,0,0,5.41,28046.82,0.4373,0,0,LEVEL_3
2017-06-13,USOAK,IMO000000164,GENERAL_CARGO,ENERGY,18787,370338.18,KR,US,BERTH0000164,9.89,169.49,0,0,83.05,85503.65,0.4419,0,0,LEVEL_2
2017-06-14,USLAX,IMO000000165,BULK,AGRI_FOOD,5918,123004.77,IN,US,BERTH0000165,70.11,15.4,1,1,48.7,46621.66,0.8014,0,0,LEVEL_2
2017-06-15,USHOU,IMO000000166,TANKER,AGRI_FOOD,5946,318983.0,KR,US,BERTH0000166,87.57,30.26,0,0,159.69,65288.4,0.1771,0,0,LEVEL_1
2017-06-16,USOAK,IMO000000167,CONTAINER,CONSUMER_GOODS,14395,117877.45,NL,MX,BERTH0000167,69.87,159.83,0,1,15.52,58775.96,0.1194,0,0,LEVEL_3
2017-06-17,USLGB,IMO000000168,CONTAINER,AGRI_FOOD,17903,87926.83,VN,US,BERTH0000168,76.57,205.99,0,0,10.09,24939.42,0.4523,0,0,LEVEL_1
2017-06-18,USOAK,IMO000000169,TANKER,CHEMICALS,9379,67423.24,CN,MX,BERTH0000169,21.72,63.83,0,0,137.36,93375.98,0.4589,0,0,LEVEL_1
2017-06-19,USOAK,IMO000000170,TANKER,CONSUMER_GOODS,5399,95883.85,GB,MX,BERTH0000170,79.79,190.59,0,1,54.87,4950.07,0.4105,0,0,LEVEL_3
2017-06-20,USMIA,IMO000000171,TANKER,OTHER,14854,202444.29,JP,MX,BERTH0000171,62.56,217.91,0,1,8.01,31895.98,0.271,0,1,LEVEL_1
2017-06-21,USCHS,IMO000000172,RORO,OTHER,5020,225711.38,CN,US,BERTH0000172,87.27,139.44,0,0,75.03,6882.24,0.1735,0,0,LEVEL_2
2017-06-22,USMIA,IMO000000173,CONTAINER,CONSUMER_GOODS,13119,335748.42,CN,US,BERTH0000173,29.91,102.04,0,0,79.44,4114.96,0.5166,0,0,LEVEL_2
2017-06-23,USNYC,IMO000000174,CONTAINER,AGRI_FOOD,2519,102604.85,KR,US,BERTH0000174,30.03,8.04,0,0,178.37,85474.16,0.7957,0,0,LEVEL_1
2017-06-24,USCHS,IMO000000175,BULK,AGRI_FOOD,15192,8398.82,GB,US,BERTH0000175,42.19,51.66,0,0,99.0,61362.82,0.0396,0,0,LEVEL_2
2017-06-25,USNYC,IMO000000176,BULK,CHEMICALS,6313,273058.09,CN,US,BERTH0000176,9.62,209.32,0,1,163.96,59221.43,0.1269,0,0,LEVEL_1
2017-06-26,USMIA,IMO000000177,CONTAINER,ENERGY,12236,206277.28,KR,US,BERTH0000177,43.25,110.1,0,0,58.81,92934.01,0.9195,1,0,LEVEL_2
2017-06-27,USCHS,IMO000000178,CONTAINER,INDUSTRIAL,20459,125158.94,SG,US,BERTH0000178,68.42,11.89,1,1,93.87,12166.21,0.984,0,0,LEVEL_2
2017-06-28,USSEA,IMO000000179,BULK,OTHER,20694,198272.14,BR,US,BERTH0000179,84.28,181.74,0,1,103.32,25263.91,0.5246,0,0,LEVEL_2
2017-06-29,USLAX,IMO000000180,BULK,AUTOMOTIVE,2564,330965.74,VN,US,BERTH0000180,28.47,191.27,0,1,49.12,91154.8,0.0258,0,0,LEVEL_1
2017-06-30,USLGB,IMO000000181,TANKER,OTHER,10688,212533.07,KR,US,BERTH0000181,63.93,29.02,0,1,141.5,52735.93,0.046,0,0,LEVEL_2
2017-07-01,USOAK,IMO000000182,BULK,ENERGY,10427,345926.87,DE,US,BERTH0000182,26.7,139.89,0,0,39.71,2685.37,0.0168,0,0,LEVEL_1
2017-07-02,USLAX,IMO000000183,CONTAINER,OTHER,10856,8171.51,GB,US,BERTH0000183,37.43,120.0,0,0,173.22,82578.26,0.2192,0,1,LEVEL_1
2017-07-03,USSEA,IMO000000184,RORO,ENERGY,9786,186412.36,SG,US,BERTH0000184,16.72,76.92,0,1,131.98,39362.93,0.8772,1,0,LEVEL_2
2017-07-04,USOAK,IMO000000185,CONTAINER,AGRI_FOOD,17545,226008.3,CN,US,BERTH0000185,11.09,122.51,0,0,58.56,65097.69,0.472,1,0,LEVEL_2
2017-07-05,USNYC,IMO000000186,CONTAINER,OTHER,19291,310107.7,GB,US,BERTH0000186,66.55,85.34,0,1,113.62,73198.17,0.4533,0,0,LEVEL_1
2017-07-06,USLAX,IMO000000187,CONTAINER,CHEMICALS,21954,70942.34,JP,MX,BERTH0000187,45.82,150.74,0,0,92.87,5886.59,0.4924,0,0,LEVEL_1
2017-07-07,USSEA,IMO000000188,TANKER,CHEMICALS,9147,114907.47,CN,US,BERTH0000188,62.33,107.63,0,1,104.78,58289.74,0.3358,0,0,LEVEL_1
2017-07-08,USLGB,IMO000000189,BULK,CONSUMER_GOODS,16718,33593.06,SG,MX,BERTH0000189,49.42,33.49,0,1,119.26,39435.78,0.0161,0,0,LEVEL_2
2017-07-09,USLGB,IMO000000190,TANKER,AUTOMOTIVE,7883,207366.65,IN,CA,BERTH0000190,23.94,219.92,1,1,104.64,27638.05,0.926,1,0,LEVEL_1
2017-07-10,USSEA,IMO000000191,TANKER,AUTOMOTIVE,9530,254960.19,BR,US,BERTH0000191,16.02,122.86,0,1,123.75,55125.18,0.3266,0,0,LEVEL_1
2017-07-11,USNYC,IMO000000192,BULK,CONSUMER_GOODS,18315,201005.25,CN,MX,BERTH0000192,39.87,130.68,0,0,170.51,1795.49,0.0551,1,0,LEVEL_1
2017-07-12,USNYC,IMO000000193,CONTAINER,CONSUMER_GOODS,17983,296885.89,SG,CA,BERTH0000193,40.01,197.51,0,0,121.94,5989.36,0.4904,0,0,LEVEL_1
2017-07-13,USSAV,IMO000000194,REEFER,AUTOMOTIVE,18953,366437.54,GB,US,BERTH0000194,6.37,98.1,1,1,29.29,37167.41,0.8707,1,0,LEVEL_1
2017-07-14,USMIA,IMO000000195,BULK,ENERGY,13412,116777.7,NL,US,BERTH0000195,79.19,111.74,0,1,133.6,11219.8,0.5961,0,0,LEVEL_3
2017-07-15,USTAC,IMO000000196,CONTAINER,AUTOMOTIVE,14664,290880.92,VN,US,BERTH0000196,8.89,135.36,0,0,121.67,60312.17,0.3898,0,0,LEVEL_2
2017-07-16,USTAC,IMO000000197,CONTAINER,INDUSTRIAL,12468,331473.03,IN,CA,BERTH0000197,93.78,181.75,0,1,91.08,49349.08,0.2185,1,0,LEVEL_1
2017-07-17,USSEA,IMO000000198,CONTAINER,INDUSTRIAL,11326,335150.71,DE,US,BERTH0000198,74.45,33.68,0,1,140.65,77273.37,0.6837,0,0,LEVEL_1
2017-07-18,USSAV,IMO000000199,CONTAINER,AGRI_FOOD,5636,299621.79,DE,US,BERTH0000199,3.75,150.66,0,1,13.25,14186.92,0.84,0,0,LEVEL_1
2017-07-19,USOAK,IMO000000200,TANKER,AUTOMOTIVE,13798,361123.0,DE,US,BERTH0000200,79.9,19.63,0,0,94.7,5180.48,0.985,1,0,LEVEL_2
2017-07-20,USSAV,IMO000000201,BULK,AGRI_FOOD,3164,212234.96,VN,US,BERTH0000201,22.28,70.75,0,0,97.46,12838.55,0.9031,0,0,LEVEL_1
2017-07-21,USSEA,IMO000000202,CONTAINER,INDUSTRIAL,16836,288111.32,DE,US,BERTH0000202,64.12,208.7,1,0,176.06,59509.13,0.4024,1,0,LEVEL_2
2017-07-22,USSAV,IMO000000203,CONTAINER,AUTOMOTIVE,14896,251503.43,IN,US,BERTH0000203,20.48,193.57,0,0,46.78,27209.13,0.8582,0,0,LEVEL_2
2017-07-23,USNYC,IMO000000204,TANKER,ENERGY,1914,366129.15,JP,MX,BERTH0000204,26.89,179.53,0,0,172.68,1960.44,0.7214,0,0,LEVEL_1
2017-07-24,USCHS,IMO000000205,BULK,AUTOMOTIVE,9444,100911.84,GB,US,BERTH0000205,56.52,66.61,0,0,81.76,8533.92,0.1343,1,0,LEVEL_2
2017-07-25,USCHS,IMO000000206,CONTAINER,OTHER,21529,213039.53,BR,US,BERTH0000206,67.54,212.77,0,1,55.51,71082.09,0.0419,0,0,LEVEL_1
2017-07-26,USSAV,IMO000000207,CONTAINER,INDUSTRIAL,13279,364137.69,KR,CA,BERTH0000207,70.02,175.7,0,0,72.21,697.61,0.8589,0,1,LEVEL_2
2017-07-27,USNYC,IMO000000208,TANKER,AUTOMOTIVE,6039,161160.48,CA,US,BERTH0000208,8.75,13.52,0,1,115.69,44376.03,0.6359,1,0,LEVEL_1
2017-07-28,USCHS,IMO000000209,CONTAINER,AUTOMOTIVE,17721,31126.92,CN,US,BERTH0000209,74.04,197.11,0,0,54.37,69452.85,0.3404,1,0,LEVEL_2
2017-07-29,USLAX,IMO000000210,BULK,OTHER,2998,313528.4,CA,US,BERTH0000210,69.33,28.63,0,1,28.42,49538.55,0.1108,0,0,LEVEL_2
2017-07-30,USCHS,IMO000000211,RORO,CONSUMER_GOODS,20098,31435.11,KR,MX,BERTH0000211,70.03,3.32,1,0,172.48,5110.58,0.8844,0,0,LEVEL_1
2017-07-31,USMIA,IMO000000212,RORO,INDUSTRIAL,5600,152329.67,VN,US,BERTH0000212,47.6,130.32,0,0,131.2,29352.79,0.6761,0,0,LEVEL_2
2017-08-01,USHOU,IMO000000213,REEFER,CONSUMER_GOODS,14511,311553.4,SG,CA,BERTH0000213,2.86,39.58,1,1,174.8,20753.6,0.0134,1,0,LEVEL_1
2017-08-02,USLAX,IMO000000214,TANKER,INDUSTRIAL,4712,30317.16,KR,US,BERTH0000214,12.88,200.64,0,0,9.91,13510.01,0.6848,0,0,LEVEL_1
2017-08-03,USCHS,IMO000000215,TANKER,CONSUMER_GOODS,140,207509.13,CA,US,BERTH0000215,46.08,56.45,0,0,99.58,25324.07,0.0982,0,0,LEVEL_1
2017-08-04,USCHS,IMO000000216,CONTAINER,AUTOMOTIVE,14013,258470.51,IN,MX,BERTH0000216,16.47,59.66,0,1,94.02,4595.78,0.7461,0,0,LEVEL_3
2017-08-05,USOAK,IMO000000217,CONTAINER,INDUSTRIAL,12669,341915.95,KR,US,BERTH0000217,33.58,12.73,0,0,34.99,15189.3,0.1912,0,0,LEVEL_1
2017-08-06,USLAX,IMO000000218,CONTAINER,OTHER,11057,297410.13,GB,US,BERTH0000218,11.15,184.76,0,1,90.46,35601.44,0.6889,0,0,LEVEL_1
2017-08-07,USHOU,IMO000000219,CONTAINER,OTHER,21707,184452.04,GB,CA,BERTH0000219,28.89,132.65,0,0,166.43,65893.17,0.9186,1,0,LEVEL_1
2017-08-08,USSAV,IMO000000220,CONTAINER,OTHER,17517,21623.11,CN,US,BERTH0000220,8.62,153.05,0,0,159.95,85451.21,0.3172,1,0,LEVEL_1
2017-08-09,USCHS,IMO000000221,CONTAINER,ENERGY,14507,198732.25,JP,CA,BERTH0000221,83.71,7.98,1,0,112.7,6041.89,0.4036,0,0,LEVEL_1
2017-08-10,USNYC,IMO000000222,TANKER,CHEMICALS,4445,220531.81,KR,US,BERTH0000222,53.63,219.01,0,1,62.26,75047.51,0.9107,0,0,LEVEL_1
2017-08-11,USSAV,IMO000000223,BULK,INDUSTRIAL,10127,376786.61,CN,MX,BERTH0000223,77.13,40.79,0,0,38.37,26710.22,0.8905,0,0,LEVEL_1
2017-08-12,USNYC,IMO000000224,BULK,INDUSTRIAL,4912,1129.09,MX,US,BERTH0000224,17.2,80.52,0,0,78.96,48337.18,0.0482,1,0,LEVEL_2
2017-08-13,USMIA,IMO000000225,BULK,CHEMICALS,8409,306382.87,JP,US,BERTH0000225,53.11,208.89,0,0,177.51,70000.89,0.6262,0,0,LEVEL_1
2017-08-14,USNYC,IMO000000226,BULK,AUTOMOTIVE,13170,101848.38,MX,US,BERTH0000226,47.67,2.37,0,1,69.83,2742.92,0.4356,0,0,LEVEL_1
2017-08-15,USLGB,IMO000000227,GENERAL_CARGO,CHEMICALS,21349,223210.88,KR,CA,BERTH0000227,62.47,50.92,0,0,119.99,71892.17,0.3534,0,0,LEVEL_1
2017-08-16,USOAK,IMO000000228,CONTAINER,AUTOMOTIVE,13066,340899.19,NL,US,BERTH0000228,95.39,82.91,0,0,170.21,16570.29,0.5402,0,0,LEVEL_1
2017-08-17,USOAK,IMO000000229,TANKER,OTHER,15708,257061.13,DE,US,BERTH0000229,76.84,7.52,0,1,101.23,85180.4,0.5402,1,1,LEVEL_2
2017-08-18,USTAC,IMO000000230,REEFER,CHEMICALS,16821,265195.76,CN,US,BERTH0000230,12.29,85.49,0,0,49.2,25801.07,0.0645,0,0,LEVEL_1
2017-08-19,USSAV,IMO000000231,CONTAINER,AGRI_FOOD,679,200634.24,MX,US,BERTH0000231,24.29,146.96,1,0,11.27,13155.04,0.4098,0,0,LEVEL_3
2017-08-20,USCHS,IMO000000232,RORO,INDUSTRIAL,13813,370672.51,CA,US,BERTH0000232,76.34,199.72,0,0,155.47,1316.47,0.5671,0,0,LEVEL_1
2017-08-21,USTAC,IMO000000233,CONTAINER,CHEMICALS,17318,17457.24,CA,CA,BERTH0000233,44.26,116.28,0,0,113.31,76353.61,0.4838,0,0,LEVEL_3
2017-08-22,USCHS,IMO000000234,CONTAINER,CONSUMER_GOODS,3454,234765.97,GB,CA,BERTH0000234,44.0,98.35,0,1,171.23,50721.77,0.0744,0,0,LEVEL_2
2017-08-23,USOAK,IMO000000235,CONTAINER,CHEMICALS,4290,27996.51,JP,US,BERTH0000235,69.18,22.75,0,0,175.24,7540.29,0.1597,1,0,LEVEL_2
2017-08-24,USCHS,IMO000000236,REEFER,CONSUMER_GOODS,13512,323293.1,MX,US,BERTH0000236,31.5,55.2,0,1,67.71,84962.38,0.801,1,0,LEVEL_1
2017-08-25,USHOU,IMO000000237,CONTAINER,CONSUMER_GOODS,1168,214100.46,CA,US,BERTH0000237,2.3,189.14,0,0,35.85,90417.87,0.617,0,0,LEVEL_1
2017-08-26,USCHS,IMO000000238,GENERAL_CARGO,OTHER,5249,174080.97,MX,CA,BERTH0000238,35.66,3.06,1,1,179.97,63821.87,0.1356,0,0,LEVEL_1
2017-08-27,USSAV,IMO000000239,RORO,CONSUMER_GOODS,19008,304957.88,JP,US,BERTH0000239,52.86,130.78,0,1,61.02,89597.47,0.833,0,0,LEVEL_1
2017-08-28,USHOU,IMO000000240,CONTAINER,AUTOMOTIVE,2291,333743.6,VN,US,BERTH0000240,81.38,106.75,0,0,179.11,8157.81,0.5719,1,0,LEVEL_1
2017-08-29,USLGB,IMO000000241,CONTAINER,INDUSTRIAL,21588,292463.75,BR,US,BERTH0000241,75.3,142.2,0,1,136.54,6175.99,0.9109,0,0,LEVEL_1
2017-08-30,USTAC,IMO000000242,CONTAINER,CHEMICALS,6052,269997.97,CN,US,BERTH0000242,80.45,29.14,0,0,169.79,50262.54,0.7354,0,0,LEVEL_3
2017-08-31,USLGB,IMO000000243,GENERAL_CARGO,OTHER,4383,52823.07,NL,US,BERTH0000243,90.25,39.87,0,1,46.75,22078.44,0.6839,0,0,LEVEL_1
2017-09-01,USLGB,IMO000000244,TANKER,AUTOMOTIVE,2730,233827.51,JP,US,BERTH0000244,60.66,100.75,0,1,156.19,92863.16,0.3063,1,0,LEVEL_2
2017-09-02,USTAC,IMO000000245,CONTAINER,ENERGY,5765,358354.0,KR,US,BERTH0000245,52.61,138.22,0,0,76.91,78311.39,0.1029,0,1,LEVEL_2
2017-09-03,USLAX,IMO000000246,BULK,OTHER,9036,165581.97,BR,US,BERTH0000246,9.55,44.28,0,0,69.66,40478.28,0.9507,0,0,LEVEL_1
2017-09-04,USLAX,IMO000000247,CONTAINER,CONSUMER_GOODS,25,41647.63,MX,US,BERTH0000247,35.16,103.6,0,0,173.4,78306.62,0.9731,0,0,LEVEL_1
2017-09-05,USNYC,IMO000000248,TANKER,INDUSTRIAL,21385,367485.05,CN,US,BERTH0000248,81.4,67.11,0,0,57.96,31863.43,0.6764,1,0,LEVEL_1
2017-09-06,USNYC,IMO000000249,BULK,CHEMICALS,8339,352863.2,BR,US,BERTH0000249,8.67,126.91,0,1,147.81,15409.68,0.3555,0,0,LEVEL_1
2017-09-07,USSEA,IMO000000250,TANKER,ENERGY,21167,290900.94,IN,US,BERTH0000250,38.54,71.07,0,1,59.89,39618.77,0.1651,1,1,LEVEL_2
2017-09-08,USNYC,IMO000000251,BULK,CHEMICALS,15483,75347.0,VN,US,BERTH0000251,54.23,69.02,0,0,12.71,92241.77,0.6761,0,0,LEVEL_1
2017-09-09,USSEA,IMO000000252,CONTAINER,AGRI_FOOD,2365,99260.74,IN,US,BERTH0000252,65.96,2.43,0,0,145.17,19056.3,0.3766,0,0,LEVEL_2
2017-09-10,USCHS,IMO000000253,CONTAINER,INDUSTRIAL,13521,39300.16,BR,MX,BERTH0000253,72.64,32.49,0,0,148.61,2367.63,0.1326,1,0,LEVEL_3
2017-09-11,USSEA,IMO000000254,TANKER,CONSUMER_GOODS,10563,125792.91,CN,MX,BERTH0000254,27.57,161.58,0,0,159.46,69623.08,0.4394,0,0,LEVEL_2
2017-09-12,USNYC,IMO000000255,TANKER,ENERGY,13656,2241.91,VN,US,BERTH0000255,5.89,162.18,0,0,52.04,26403.59,0.9452,0,0,LEVEL_1
2017-09-13,USLAX,IMO000000256,CONTAINER,INDUSTRIAL,16813,134530.29,VN,CA,BERTH0000256,12.43,87.91,0,1,27.82,48059.19,0.7521,0,0,LEVEL_2
2017-09-14,USHOU,IMO000000257,TANKER,INDUSTRIAL,2803,261605.58,IN,CA,BERTH0000257,16.21,57.8,0,1,28.16,12693.93,0.9172,1,0,LEVEL_2
2017-09-15,USHOU,IMO000000258,CONTAINER,AGRI_FOOD,5777,142893.36,IN,US,BERTH0000258,30.98,44.31,0,0,147.96,87738.04,0.9111,1,0,LEVEL_1
2017-09-16,USOAK,IMO000000259,BULK,OTHER,6600,59722.43,CN,US,BERTH0000259,40.63,13.92,0,0,158.99,49479.82,0.869,1,0,LEVEL_1
2017-09-17,USLGB,IMO000000260,TANKER,OTHER,18863,355094.95,GB,US,BERTH0000260,32.46,150.65,0,1,96.11,28889.23,0.2174,0,0,LEVEL_1
2017-09-18,USSAV,IMO000000261,BULK,INDUSTRIAL,14278,284060.34,JP,US,BERTH0000261,50.75,215.29,0,0,77.38,79184.96,0.1396,0,0,LEVEL_2
2017-09-19,USLGB,IMO000000262,BULK,CONSUMER_GOODS,431,195873.36,KR,US,BERTH0000262,28.91,25.91,0,0,34.77,18643.5,0.6668,0,0,LEVEL_1
2017-09-20,USOAK,IMO000000263,CONTAINER,AGRI_FOOD,8332,306272.31,GB,US,BERTH0000263,59.11,76.71,0,0,173.24,86529.15,0.9356,0,0,LEVEL_3
2017-09-21,USNYC,IMO000000264,CONTAINER,CONSUMER_GOODS,15316,118772.35,KR,US,BERTH0000264,4.99,214.25,0,1,143.22,16259.76,0.43,1,0,LEVEL_1
2017-09-22,USSAV,IMO000000265,TANKER,ENERGY,16062,9209.13,GB,US,BERTH0000265,21.33,127.71,0,0,89.17,48253.9,0.7714,0,0,LEVEL_3
2017-09-23,USSEA,IMO000000266,REEFER,CHEMICALS,6451,89365.82,BR,US,BERTH0000266,93.31,22.3,0,0,65.1,13362.27,0.6301,0,0,LEVEL_1
2017-09-24,USLGB,IMO000000267,BULK,INDUSTRIAL,17617,253790.25,KR,US,BERTH0000267,14.45,160.54,0,0,41.36,44795.95,0.9967,0,1,LEVEL_1
2017-09-25,USMIA,IMO000000268,TANKER,ENERGY,9136,144528.96,JP,US,BERTH0000268,25.1,197.5,0,1,31.05,897.65,0.7423,1,0,LEVEL_1
2017-09-26,USCHS,IMO000000269,BULK,ENERGY,15104,141015.74,VN,US,BERTH0000269,16.06,8.99,0,1,165.54,60138.78,0.4513,0,0,LEVEL_1
2017-09-27,USCHS,IMO000000270,BULK,CHEMICALS,9498,245571.91,JP,US,BERTH0000270,71.43,53.79,0,0,62.52,76364.9,0.0961,1,0,LEVEL_3
2017-09-28,USLGB,IMO000000271,TANKER,CHEMICALS,20606,196980.27,CN,US,BERTH0000271,8.83,156.07,0,0,134.64,73640.35,0.877,1,0,LEVEL_1
2017-09-29,USCHS,IMO000000272,CONTAINER,CHEMICALS,3276,46367.94,CA,US,BERTH0000272,47.35,40.0,0,1,30.1,44740.27,0.278,0,0,LEVEL_1
2017-09-30,USMIA,IMO000000273,TANKER,INDUSTRIAL,16869,79978.8,SG,US,BERTH0000273,57.8,66.01,0,1,40.84,78276.12,0.9869,1,0,LEVEL_1
2017-10-01,USHOU,IMO000000274,CONTAINER,AUTOMOTIVE,12583,202941.02,MX,US,BERTH0000274,47.87,140.97,0,1,158.21,43223.91,0.1574,0,0,LEVEL_3
2017-10-02,USMIA,IMO000000275,CONTAINER,AGRI_FOOD,9866,154371.49,SG,US,BERTH0000275,31.94,137.68,0,1,114.2,50943.49,0.6592,0,0,LEVEL_1
2017-10-03,USNYC,IMO000000276,TANKER,ENERGY,6493,145062.0,BR,US,BERTH0000276,63.15,57.76,1,0,45.62,27733.95,0.4135,0,0,LEVEL_1
2017-10-04,USLGB,IMO000000277,CONTAINER,CONSUMER_GOODS,21850,308721.0,IN,US,BERTH0000277,57.37,131.95,0,0,114.65,79020.41,0.6787,0,0,LEVEL_2
2017-10-05,USHOU,IMO000000278,CONTAINER,AGRI_FOOD,13876,256078.9,DE,US,BERTH0000278,13.0,46.07,0,1,68.97,58577.97,0.0902,0,1,LEVEL_1
2017-10-06,USLGB,IMO000000279,TANKER,OTHER,2025,316632.32,JP,US,BERTH0000279,12.25,124.2,0,0,92.71,54554.03,0.7685,0,0,LEVEL_1
2017-10-07,USMIA,IMO000000280,TANKER,CHEMICALS,9467,121160.11,SG,US,BERTH0000280,24.78,69.79,0,1,81.65,20211.62,0.2576,0,0,LEVEL_2
2017-10-08,USLAX,IMO000000281,GENERAL_CARGO,AGRI_FOOD,14662,35759.76,SG,US,BERTH0000281,45.87,51.65,0,0,84.28,23704.83,0.2335,1,0,LEVEL_3
2017-10-09,USLGB,IMO000000282,CONTAINER,AUTOMOTIVE,5570,85527.67,CA,US,BERTH0000282,51.04,158.72,0,1,178.02,68332.0,0.2028,0,0,LEVEL_1
2017-10-10,USOAK,IMO000000283,TANKER,INDUSTRIAL,15958,302970.85,MX,US,BERTH0000283,60.03,171.92,1,1,13.97,52537.16,0.8641,0,1,LEVEL_1
2017-10-11,USNYC,IMO000000284,REEFER,OTHER,4311,95129.69,DE,US,BERTH0000284,36.37,198.79,0,1,51.63,31043.71,0.7474,0,0,LEVEL_1
2017-10-12,USLAX,IMO000000285,GENERAL_CARGO,ENERGY,14036,349200.04,MX,US,BERTH0000285,60.97,143.57,1,0,5.79,12817.78,0.7815,0,0,LEVEL_2
2017-10-13,USHOU,IMO000000286,CONTAINER,CONSUMER_GOODS,18356,20112.58,CN,US,BERTH0000286,30.55,38.8,0,0,44.47,63735.69,0.3195,0,0,LEVEL_1
2017-10-14,USSEA,IMO000000287,CONTAINER,AGRI_FOOD,13943,47868.35,KR,US,BERTH0000287,25.96,141.33,0,1,8.1,90207.82,0.9001,1,0,LEVEL_1
2017-10-15,USLAX,IMO000000288,CONTAINER,AUTOMOTIVE,17324,282329.63,KR,US,BERTH0000288,47.48,150.21,0,0,50.48,93429.19,0.0414,1,1,LEVEL_1
2017-10-16,USLGB,IMO000000289,BULK,CONSUMER_GOODS,80,369857.1,CN,US,BERTH0000289,7.39,87.05,0,0,100.43,49477.02,0.9273,0,0,LEVEL_1
2017-10-17,USMIA,IMO000000290,CONTAINER,ENERGY,15096,315719.15,DE,US,BERTH0000290,12.12,120.07,0,0,47.09,86089.09,0.088,0,0,LEVEL_1
2017-10-18,USMIA,IMO000000291,CONTAINER,INDUSTRIAL,20855,45887.45,KR,US,BERTH0000291,12.37,62.69,0,1,145.83,7342.64,0.853,0,1,LEVEL_1
