edu_credential_reporting_quarter,edu_credential_training_provider_id,edu_credential_credential_type,edu_credential_credential_framework_level,edu_credential_program_duration_hours,edu_credential_tuition_cost_usd,edu_credential_completion_count,edu_credential_completion_rate_pct,edu_credential_employment_placement_rate,edu_credential_median_wage_post_training,edu_credential_industry_alignment_naics,edu_credential_occupation_alignment_soc,edu_credential_work_based_learning_flag,edu_credential_apprenticeship_registered_flag,edu_credential_license_required_flag,edu_credential_exam_pass_rate_pct,edu_credential_recredentialing_interval_months,edu_credential_stackable_credential_flag,edu_credential_online_delivery_flag,edu_credential_equity_access_index
2019Q2,TP100185,MICROCREDENTIAL,LEVEL_7,1891,21675,1486,45.68,71.5,20614,522,201185,1,0,0,76.05,7,0,0,0.6196
2017Q4,TP100186,BOOTCAMP_BADGE,LEVEL_5,1778,676,695,87.58,92.94,133174,211,211186,0,0,0,90.93,25,1,0,0.7875
2015Q2,TP100187,BOOTCAMP_BADGE,LEVEL_4,1133,25353,831,59.45,45.33,63273,484,221187,0,0,0,85.08,70,1,0,0.078
2017Q2,TP100188,CEU,LEVEL_4,2083,30332,1657,97.44,85.5,125750,236,231188,0,0,1,85.05,60,0,1,0.4978
2018Q1,TP100189,LICENSE,LEVEL_2,1736,28385,1592,45.87,82.17,76256,511,241189,0,0,0,77.29,37,1,0,0.9984
2025Q2,TP100190,LICENSE,LEVEL_1,278,18510,1788,65.34,43.84,26038,517,251190,0,0,0,48.79,44,1,0,0.3309
2019Q2,TP100191,MICROCREDENTIAL,LEVEL_3,1582,20172,2310,43.83,77.66,63067,236,261191,1,0,1,82.05,106,1,0,0.8858
2015Q3,TP100192,BOOTCAMP_BADGE,LEVEL_5,12,13707,540,86.72,33.7,43077,621,271192,0,0,1,85.31,93,0,1,0.639
2015Q3,TP100193,MICROCREDENTIAL,LEVEL_1,2028,31633,1670,71.15,73.86,106954,112,281193,0,0,0,77.0,79,0,1,0.2726
2018Q2,TP100194,CEU,LEVEL_4,2118,8904,886,73.81,73.72,31760,561,291194,0,0,0,79.09,120,1,0,0.3542
2025Q3,TP100195,BOOTCAMP_BADGE,LEVEL_5,903,11542,823,45.95,87.98,54629,111,301195,1,0,1,53.46,89,1,0,0.3865
2021Q2,TP100196,CERTIFICATE,LEVEL_7,261,18366,570,60.47,42.59,56565,517,311196,0,0,1,80.24,19,0,0,0.8343
2015Q3,TP100197,BOOTCAMP_BADGE,LEVEL_1,757,11001,2011,71.98,62.02,85845,622,321197,0,0,0,84.17,0,1,0,0.6338
2016Q1,TP100198,ASSOCIATE,LEVEL_5,1684,23796,300,44.54,60.16,48238,611,331198,0,0,0,42.27,120,0,0,0.2436
2025Q4,TP100199,BOOTCAMP_BADGE,LEVEL_2,528,27568,2070,60.05,26.29,39242,236,341199,1,0,0,64.27,18,1,1,0.4525
2024Q1,TP100200,APPRENTICESHIP,LEVEL_6,2160,17510,385,43.59,33.25,112205,722,351200,1,0,0,61.84,74,1,0,0.0343
2016Q1,TP100201,APPRENTICESHIP,LEVEL_2,248,674,2068,84.07,84.28,74548,111,361201,1,0,0,81.17,56,0,1,0.9304
2021Q3,TP100202,ASSOCIATE,LEVEL_1,240,9832,1524,70.66,86.49,60702,517,371202,1,0,1,91.31,5,1,0,0.335
2022Q3,TP100203,BOOTCAMP_BADGE,LEVEL_5,440,27501,336,84.44,31.21,44413,112,381203,0,1,0,63.35,87,1,1,0.1959
2023Q3,TP100204,ASSOCIATE,LEVEL_3,1595,15832,1623,88.87,48.52,73518,811,391204,0,0,0,48.11,4,1,0,0.0319
2019Q2,TP100205,ASSOCIATE,LEVEL_6,991,7134,254,54.03,30.63,93262,484,401205,0,0,0,67.08,41,0,0,0.6923
2023Q2,TP100206,BOOTCAMP_BADGE,LEVEL_1,1097,17038,1596,53.77,29.86,127846,722,411206,0,0,0,65.88,44,0,1,0.0091
2014Q2,TP100207,CEU,LEVEL_3,760,19092,394,96.42,50.2,133117,511,421207,0,0,0,98.75,54,1,1,0.4055
2021Q2,TP100208,LICENSE,LEVEL_3,2069,13244,1573,66.72,38.91,47070,111,431208,0,0,0,87.0,80,1,1,0.7905
2016Q3,TP100209,CERTIFICATE,LEVEL_7,629,16292,1625,85.73,52.3,96767,423,441209,0,0,0,73.5,114,0,1,0.4761
2017Q3,TP100210,CERTIFICATE,LEVEL_4,1885,22944,206,47.56,87.21,78587,921,451210,1,0,1,55.58,76,0,1,0.9988
2020Q2,TP100211,ASSOCIATE,LEVEL_6,1063,26469,572,57.25,76.61,85296,541,461211,0,0,0,40.66,92,0,1,0.7658
2025Q2,TP100212,CERTIFICATE,LEVEL_5,1079,24231,229,87.37,80.32,128423,211,471212,1,0,0,85.58,112,0,0,0.7836
2022Q4,TP100213,LICENSE,LEVEL_5,77,8315,1715,48.63,68.07,75983,621,481213,1,0,0,56.12,61,0,0,0.6616
2017Q4,TP100214,CERTIFICATE,LEVEL_4,1989,18631,626,81.76,83.25,131238,611,491214,1,0,1,66.19,63,1,0,0.5002
2017Q2,TP100215,BOOTCAMP_BADGE,LEVEL_6,1224,21003,41,56.51,45.65,73465,445,501215,0,1,1,72.92,37,0,0,0.3498
2015Q2,TP100216,MICROCREDENTIAL,LEVEL_3,993,12600,639,58.13,56.31,125790,311,511216,0,0,0,48.68,107,0,0,0.5725
2022Q2,TP100217,MICROCREDENTIAL,LEVEL_6,1484,1285,1459,70.67,58.26,80080,811,521217,0,1,0,42.58,29,1,1,0.8538
2016Q3,TP100218,MICROCREDENTIAL,LEVEL_7,1314,7097,2082,39.96,72.17,46817,311,531218,0,0,1,41.16,119,1,0,0.4296
2015Q4,TP100219,ASSOCIATE,LEVEL_5,1855,246,1950,61.43,59.23,69318,621,541219,1,0,1,66.51,27,1,0,0.9795
2017Q2,TP100220,CERTIFICATE,LEVEL_1,2143,12753,881,84.33,67.34,103955,541,111220,0,0,0,78.85,49,1,1,0.1451
2017Q4,TP100221,MICROCREDENTIAL,LEVEL_1,160,15681,84,63.19,79.04,135590,112,121221,1,0,0,59.36,42,1,0,0.7374
2016Q1,TP100222,APPRENTICESHIP,LEVEL_6,1229,26765,1416,68.05,70.84,60817,423,131222,1,0,0,59.95,40,0,1,0.9779
2015Q1,TP100223,APPRENTICESHIP,LEVEL_6,1814,7034,2208,37.61,81.03,90616,522,141223,1,0,0,95.04,56,0,0,0.3402
2024Q2,TP100224,LICENSE,LEVEL_1,1128,31201,199,62.62,68.64,83555,522,151224,1,0,0,75.59,4,1,0,0.1803
2020Q3,TP100225,ASSOCIATE,LEVEL_4,446,28724,1388,88.04,45.57,112464,112,161225,0,0,0,85.0,61,1,0,0.5226
2020Q4,TP100226,MICROCREDENTIAL,LEVEL_2,1377,21301,1191,75.84,57.08,119252,561,171226,1,0,1,75.79,45,0,1,0.8834
2019Q3,TP100227,APPRENTICESHIP,LEVEL_1,479,31089,2248,49.51,52.47,137217,722,181227,1,0,0,79.32,70,0,0,0.8789
2018Q3,TP100228,CERTIFICATE,LEVEL_3,741,26711,1132,54.92,85.84,93487,623,191228,0,0,0,98.22,93,0,1,0.197
2015Q2,TP100229,APPRENTICESHIP,LEVEL_1,774,11744,250,50.99,83.35,72729,531,201229,0,1,0,57.58,22,0,1,0.936
2023Q2,TP100230,APPRENTICESHIP,LEVEL_2,1875,131,2068,64.03,77.42,90183,621,211230,0,0,1,74.33,69,1,1,0.1614
2015Q1,TP100231,CEU,LEVEL_4,1955,27567,1119,39.55,80.15,93574,484,221231,0,1,0,93.67,84,1,0,0.3098
2024Q4,TP100232,ASSOCIATE,LEVEL_5,99,23111,1920,86.5,31.78,103450,445,231232,1,0,0,89.72,57,0,1,0.7669
2016Q2,TP100233,APPRENTICESHIP,LEVEL_3,343,29830,1131,78.14,55.31,53552,623,241233,0,0,0,70.94,45,0,1,0.7711
2022Q3,TP100234,LICENSE,LEVEL_1,1399,20319,520,64.95,84.14,73328,236,251234,0,0,0,96.92,75,1,0,0.7228
2016Q3,TP100235,ASSOCIATE,LEVEL_5,1652,2035,2263,45.07,37.34,36870,811,261235,1,0,0,90.56,112,1,0,0.404
2021Q4,TP100236,CERTIFICATE,LEVEL_5,933,15514,750,56.91,87.76,73179,811,271236,0,1,0,45.3,53,0,1,0.3599
2019Q4,TP100237,BOOTCAMP_BADGE,LEVEL_4,921,5817,190,37.79,37.51,83452,112,281237,1,0,0,54.41,59,1,0,0.9555
2024Q3,TP100238,MICROCREDENTIAL,LEVEL_5,1948,22080,1722,60.95,34.16,134044,211,291238,0,1,0,93.69,109,0,1,0.1613
2025Q3,TP100239,CEU,LEVEL_5,946,14708,652,40.03,75.52,83195,561,301239,0,0,1,57.4,28,0,1,0.8411
2025Q2,TP100240,CEU,LEVEL_7,1112,3423,1241,74.49,32.07,100961,511,311240,0,1,0,48.3,94,0,1,0.4019
2014Q3,TP100241,APPRENTICESHIP,LEVEL_1,1100,8542,1107,82.92,32.8,128810,517,321241,1,0,0,71.16,0,1,0,0.9572
2015Q4,TP100242,APPRENTICESHIP,LEVEL_7,1181,15156,142,77.44,25.84,23432,517,331242,1,0,0,80.44,1,0,0,0.7938
2020Q3,TP100243,CERTIFICATE,LEVEL_7,2088,27155,2345,81.9,75.55,86344,445,341243,0,0,0,94.76,91,1,0,0.5789
2017Q1,TP100244,CERTIFICATE,LEVEL_6,2166,15883,2197,83.42,28.37,110731,811,351244,1,0,1,84.33,65,0,0,0.6788
2020Q4,TP100245,MICROCREDENTIAL,LEVEL_5,1939,331,161,48.8,80.8,38880,236,361245,0,0,0,64.8,43,0,0,0.9529
2020Q1,TP100246,MICROCREDENTIAL,LEVEL_2,2191,1447,2099,38.88,54.99,58720,623,371246,0,1,1,41.22,95,1,1,0.3741
2025Q1,TP100247,CEU,LEVEL_2,1662,18298,1717,46.01,42.51,26041,522,381247,0,0,0,78.95,58,0,0,0.3026
2023Q1,TP100248,APPRENTICESHIP,LEVEL_3,798,25654,1796,68.23,74.78,66400,921,391248,0,0,0,55.44,70,1,0,0.8959
2019Q1,TP100249,MICROCREDENTIAL,LEVEL_4,1042,18339,1736,59.49,37.38,70987,484,401249,1,0,0,61.58,72,1,0,0.5482
2016Q2,TP100250,APPRENTICESHIP,LEVEL_2,1850,6294,1431,83.15,78.32,115411,522,411250,0,0,0,99.1,107,0,0,0.7064
2017Q2,TP100251,BOOTCAMP_BADGE,LEVEL_5,688,14816,186,95.75,57.29,84565,445,421251,0,0,0,63.65,25,0,0,0.7508
2014Q2,TP100252,CERTIFICATE,LEVEL_6,1636,21703,553,64.29,38.74,28904,722,431252,1,0,0,94.99,15,1,1,0.1926
2019Q2,TP100253,BOOTCAMP_BADGE,LEVEL_7,1926,11720,323,63.58,81.15,72974,112,441253,1,1,0,47.2,12,1,1,0.7883
2024Q1,TP100254,ASSOCIATE,LEVEL_4,1515,28390,2342,49.7,68.77,75113,611,451254,1,0,0,73.53,39,0,1,0.2378
2020Q3,TP100255,CEU,LEVEL_6,837,19044,673,91.53,92.0,97854,622,461255,1,0,0,56.84,113,1,1,0.4512
2019Q4,TP100256,MICROCREDENTIAL,LEVEL_7,1156,15811,23,69.5,33.19,20615,211,471256,1,0,0,70.53,27,0,1,0.7677
2019Q4,TP100257,CERTIFICATE,LEVEL_7,1479,3186,257,91.11,34.98,95989,484,481257,1,0,1,72.24,103,1,0,0.046
2015Q3,TP100258,MICROCREDENTIAL,LEVEL_4,2172,12672,1459,87.71,87.19,48488,236,491258,1,1,0,64.75,59,1,0,0.0439
2018Q1,TP100259,LICENSE,LEVEL_5,2159,29702,114,97.43,93.88,59142,311,501259,0,1,1,75.07,16,1,1,0.5787
2018Q3,TP100260,LICENSE,LEVEL_7,1242,21769,2224,64.02,59.45,64900,621,511260,1,0,0,63.02,78,0,1,0.006
2016Q2,TP100261,MICROCREDENTIAL,LEVEL_6,931,16078,1952,92.01,76.64,30187,611,521261,1,0,0,81.43,14,0,0,0.2788
2022Q4,TP100262,ASSOCIATE,LEVEL_2,1174,11750,45,45.62,53.51,41617,211,531262,0,0,0,62.02,90,1,1,0.9548
2018Q4,TP100263,LICENSE,LEVEL_1,758,12787,2120,35.74,29.85,40014,112,541263,1,0,0,95.96,105,1,0,0.1979
2016Q3,TP100264,APPRENTICESHIP,LEVEL_4,828,5773,1238,58.76,45.86,31968,531,111264,1,0,0,41.22,43,0,0,0.8924
2020Q3,TP100265,LICENSE,LEVEL_2,775,21294,1776,44.57,25.71,85556,517,121265,0,0,1,48.35,109,1,1,0.1324
2021Q4,TP100266,MICROCREDENTIAL,LEVEL_1,2078,27738,875,63.36,75.86,96237,921,131266,1,0,0,62.29,66,0,0,0.5204
2021Q4,TP100267,APPRENTICESHIP,LEVEL_2,1628,9570,1169,52.71,86.65,83198,221,141267,0,1,1,98.71,82,0,1,0.4368
2022Q3,TP100268,MICROCREDENTIAL,LEVEL_2,1508,1149,317,50.67,86.47,61582,311,151268,0,0,1,73.67,41,0,1,0.649
2015Q2,TP100269,ASSOCIATE,LEVEL_3,520,31607,1627,52.49,28.73,100681,531,161269,0,0,0,82.51,58,0,1,0.5748
2023Q4,TP100270,BOOTCAMP_BADGE,LEVEL_7,1664,2235,1061,43.48,59.52,37913,311,171270,0,0,0,76.73,5,0,1,0.6234
2017Q2,TP100271,LICENSE,LEVEL_7,1259,24672,2135,44.32,72.04,78365,311,181271,1,0,0,66.66,31,0,0,0.3693
2015Q2,TP100272,CERTIFICATE,LEVEL_3,168,6359,1157,68.59,90.63,43342,921,191272,1,0,0,86.37,46,0,1,0.708
2020Q3,TP100273,LICENSE,LEVEL_6,296,29718,1288,87.61,56.14,133855,623,201273,1,0,1,45.51,87,1,0,0.6009
2020Q2,TP100274,LICENSE,LEVEL_2,840,4600,661,58.96,30.22,104095,522,211274,0,0,0,57.62,12,1,0,0.5343
2024Q4,TP100275,ASSOCIATE,LEVEL_7,1283,12255,343,83.96,47.33,82813,517,221275,1,0,0,64.75,5,0,0,0.1208
2020Q1,TP100276,APPRENTICESHIP,LEVEL_1,415,14115,1359,75.4,88.36,103045,112,231276,0,0,0,55.07,82,0,1,0.0415
2021Q1,TP100277,MICROCREDENTIAL,LEVEL_4,745,6292,1814,59.5,59.27,36678,423,241277,1,0,0,55.52,70,1,1,0.8487
2018Q3,TP100278,MICROCREDENTIAL,LEVEL_1,246,13913,1209,48.2,90.44,92908,722,251278,1,0,1,68.89,112,0,0,0.2145
2024Q3,TP100279,ASSOCIATE,LEVEL_1,117,25275,400,86.56,30.53,127226,722,261279,0,0,1,51.06,59,1,1,0.6388
2014Q4,TP100280,LICENSE,LEVEL_2,1383,24698,1241,66.18,90.33,60034,921,271280,1,0,0,73.2,33,0,0,0.7328
2019Q1,TP100281,MICROCREDENTIAL,LEVEL_1,190,8955,1034,67.05,80.92,78588,236,281281,0,0,1,42.64,95,0,0,0.5317
2023Q4,TP100282,APPRENTICESHIP,LEVEL_2,1396,25142,639,92.93,72.77,138039,517,291282,1,1,0,98.59,59,1,0,0.7063
2024Q3,TP100283,BOOTCAMP_BADGE,LEVEL_1,1817,30351,978,80.63,74.41,110993,112,301283,0,0,1,96.3,87,0,0,0.5697
2021Q3,TP100284,CERTIFICATE,LEVEL_7,664,24759,796,43.55,41.66,58172,531,311284,0,1,1,63.23,11,1,1,0.5727
2023Q2,TP100285,CERTIFICATE,LEVEL_5,2100,11784,69,70.5,74.15,71898,623,321285,0,0,0,66.72,103,0,0,0.0498
2016Q3,TP100286,ASSOCIATE,LEVEL_5,1925,17616,165,37.73,80.27,64500,611,331286,0,0,0,91.33,24,1,0,0.2055
2025Q4,TP100287,BOOTCAMP_BADGE,LEVEL_5,1511,15295,1818,67.06,62.58,61743,622,341287,0,0,0,73.21,4,1,0,0.232
2021Q2,TP100288,MICROCREDENTIAL,LEVEL_2,1975,2698,172,68.6,51.1,124575,112,351288,0,0,0,98.47,42,1,1,0.723
2016Q4,TP100289,MICROCREDENTIAL,LEVEL_7,407,7103,275,64.36,53.83,131965,541,361289,1,0,0,69.79,54,1,1,0.0238
2018Q1,TP100290,CEU,LEVEL_5,749,5339,282,56.19,39.37,93577,111,371290,0,0,0,87.35,6,1,0,0.1764
2025Q3,TP100291,CEU,LEVEL_6,888,14684,1788,97.18,87.75,59665,561,381291,0,0,0,81.1,70,0,0,0.7637
2020Q1,TP100292,CEU,LEVEL_5,691,29632,1972,75.43,72.41,124127,921,391292,1,1,0,85.57,120,0,1,0.8646
2015Q4,TP100293,BOOTCAMP_BADGE,LEVEL_7,247,19819,1874,43.97,69.48,102671,112,401293,0,0,0,80.3,22,1,0,0.2341
2017Q3,TP100294,LICENSE,LEVEL_3,621,19376,2397,75.99,60.18,114752,484,411294,0,0,0,70.45,91,1,1,0.7085
2021Q4,TP100295,LICENSE,LEVEL_4,721,4472,17,38.27,93.05,43062,541,421295,0,1,1,66.35,60,0,1,0.72
2016Q2,TP100296,APPRENTICESHIP,LEVEL_1,1299,23117,2069,54.52,61.99,18041,111,431296,0,0,0,64.1,117,1,1,0.9222
2025Q4,TP100297,BOOTCAMP_BADGE,LEVEL_4,375,13495,363,47.22,66.96,106913,423,441297,0,0,0,82.84,93,0,1,0.0904
2025Q4,TP100298,ASSOCIATE,LEVEL_7,1620,29254,587,74.77,56.3,52466,484,451298,0,0,0,96.73,20,0,1,0.0564
2020Q3,TP100299,CEU,LEVEL_3,1669,26370,1,58.66,82.21,83781,623,461299,1,0,0,79.52,31,0,1,0.3251
2015Q1,TP100300,CEU,LEVEL_7,432,10541,58,47.95,27.59,88430,221,471300,1,0,0,71.1,5,1,1,0.6384
2022Q3,TP100301,APPRENTICESHIP,LEVEL_3,1366,8888,2370,85.69,54.97,127600,511,481301,1,0,0,82.96,71,1,1,0.567
2022Q3,TP100302,CEU,LEVEL_1,1648,16628,722,83.05,47.07,135226,522,491302,1,0,0,65.22,17,1,1,0.1195
2017Q4,TP100303,CERTIFICATE,LEVEL_2,1025,18998,2232,64.36,69.73,128936,722,501303,0,0,0,59.44,32,0,0,0.3881
2021Q2,TP100304,CERTIFICATE,LEVEL_5,309,12530,1273,37.13,87.73,123203,445,511304,0,1,0,96.58,76,1,0,0.7803
2023Q2,TP100305,CERTIFICATE,LEVEL_6,1542,22397,1523,69.81,85.65,125115,423,521305,1,0,0,42.35,94,1,1,0.3914
2025Q2,TP100306,CERTIFICATE,LEVEL_1,1152,20556,2028,68.34,89.43,54949,622,531306,1,0,0,47.35,38,0,1,0.5923
2017Q2,TP100307,MICROCREDENTIAL,LEVEL_7,161,7913,512,57.71,69.43,29358,111,541307,1,0,1,50.18,49,0,1,0.7226
2017Q3,TP100308,LICENSE,LEVEL_6,2119,20417,1209,66.45,57.15,99859,531,111308,0,0,0,68.99,44,0,1,0.2689
2022Q2,TP100309,MICROCREDENTIAL,LEVEL_5,25,18857,2009,62.36,30.55,96753,541,121309,0,0,0,94.49,44,1,0,0.7336
2022Q3,TP100310,APPRENTICESHIP,LEVEL_7,2174,19446,1916,68.47,28.0,111923,921,131310,0,0,1,47.2,22,0,1,0.0696
2022Q1,TP100311,CERTIFICATE,LEVEL_6,1443,6979,2162,68.66,85.06,109325,111,141311,0,0,1,89.4,28,1,0,0.5812
2019Q4,TP100312,MICROCREDENTIAL,LEVEL_7,2100,2593,1382,80.55,76.72,133508,722,151312,0,0,0,62.14,12,1,1,0.0674
2021Q4,TP100313,ASSOCIATE,LEVEL_1,1295,5620,1436,46.53,47.67,97923,621,161313,0,0,0,46.27,90,0,1,0.8987
2021Q1,TP100314,ASSOCIATE,LEVEL_5,1697,4246,1010,68.79,76.18,80169,445,171314,0,0,1,69.04,60,0,1,0.6735
2017Q3,TP100315,APPRENTICESHIP,LEVEL_5,1220,2265,1993,41.16,59.6,76699,445,181315,1,0,0,65.74,36,0,0,0.4324
2014Q1,TP100316,ASSOCIATE,LEVEL_4,2142,30012,700,81.62,75.81,129455,112,191316,0,1,0,97.73,85,1,0,0.9585
2017Q2,TP100317,CEU,LEVEL_4,2110,11520,1686,48.51,55.34,77033,611,201317,0,0,0,94.07,19,0,1,0.96
2025Q4,TP100318,APPRENTICESHIP,LEVEL_1,20,25777,872,97.5,32.81,62720,622,211318,1,0,0,66.29,109,0,1,0.1062
2017Q3,TP100319,MICROCREDENTIAL,LEVEL_3,494,24765,883,68.06,78.59,24422,511,221319,0,0,0,79.38,24,0,0,0.9015
2018Q4,TP100320,MICROCREDENTIAL,LEVEL_4,1948,24611,671,92.54,38.15,47112,622,231320,0,0,1,50.58,93,0,0,0.2946
2023Q3,TP100321,BOOTCAMP_BADGE,LEVEL_6,240,1019,188,93.68,62.91,108110,511,241321,0,0,0,91.16,69,1,1,0.0102
2021Q3,TP100322,ASSOCIATE,LEVEL_4,233,3206,1723,52.4,89.6,61177,722,251322,0,0,0,47.12,67,1,0,0.9136
2022Q4,TP100323,BOOTCAMP_BADGE,LEVEL_3,1950,27251,226,39.25,70.39,55025,311,261323,1,1,1,92.75,105,0,1,0.1235
2023Q2,TP100324,CERTIFICATE,LEVEL_6,471,21750,960,74.48,87.11,60382,511,271324,0,0,0,91.75,107,0,1,0.9955
2014Q1,TP100325,MICROCREDENTIAL,LEVEL_4,890,6237,1609,79.0,89.0,119066,423,281325,0,0,0,68.85,64,0,1,0.3208
2019Q4,TP100326,APPRENTICESHIP,LEVEL_6,822,5978,2380,96.04,79.36,40081,522,291326,1,0,0,59.1,80,0,1,0.7982
2014Q3,TP100327,BOOTCAMP_BADGE,LEVEL_1,69,11167,1007,70.95,54.46,102784,921,301327,1,0,0,57.54,19,1,1,0.0556
2014Q1,TP100328,LICENSE,LEVEL_1,52,22054,2066,88.28,38.97,39966,112,311328,0,0,0,66.8,88,0,1,0.1499
2016Q3,TP100329,LICENSE,LEVEL_5,2086,7158,2270,71.62,59.13,126524,522,321329,0,0,0,53.36,5,1,1,0.4545
2019Q1,TP100330,CEU,LEVEL_6,1578,5770,975,59.98,40.17,106596,611,331330,0,0,0,94.08,64,0,1,0.6608
2025Q3,TP100331,BOOTCAMP_BADGE,LEVEL_1,627,17629,3,92.71,42.49,113193,722,341331,0,0,0,60.97,44,0,1,0.0946
2020Q4,TP100332,CERTIFICATE,LEVEL_5,821,16438,1260,97.87,26.81,101735,445,351332,1,1,0,51.85,43,1,0,0.9026
2017Q3,TP100333,APPRENTICESHIP,LEVEL_3,1926,23257,502,63.91,81.6,129572,112,361333,1,0,0,66.81,36,0,1,0.0482
2016Q2,TP100334,MICROCREDENTIAL,LEVEL_2,1454,24781,2118,56.54,27.87,23538,522,371334,1,0,0,68.04,111,0,1,0.0897
2017Q1,TP100335,CERTIFICATE,LEVEL_1,692,24798,409,71.62,89.93,92747,561,381335,0,0,1,83.57,82,1,1,0.6632
2018Q2,TP100336,LICENSE,LEVEL_1,139,11064,876,79.94,78.79,15469,511,391336,1,0,0,78.54,113,1,1,0.4464
2017Q1,TP100337,BOOTCAMP_BADGE,LEVEL_1,738,8728,2155,44.84,34.49,41893,622,401337,1,0,0,44.39,115,0,1,0.8429
2021Q2,TP100338,CEU,LEVEL_3,767,31266,599,35.65,41.92,34704,221,411338,1,0,0,91.32,106,1,1,0.1268
2018Q1,TP100339,LICENSE,LEVEL_5,2168,15402,2296,35.8,84.8,44717,211,421339,0,0,1,80.78,51,1,1,0.6877
2014Q3,TP100340,MICROCREDENTIAL,LEVEL_5,690,16863,2196,49.74,38.63,83138,722,431340,0,0,0,46.43,68,1,0,0.7403
2016Q4,TP100341,ASSOCIATE,LEVEL_3,1080,12986,1369,78.16,32.22,95714,111,441341,0,0,0,54.8,98,0,0,0.9061
2024Q3,TP100342,LICENSE,LEVEL_4,1871,7645,1448,75.95,48.0,29460,611,451342,1,1,0,61.54,85,0,1,0.8667
2018Q4,TP100343,ASSOCIATE,LEVEL_7,1231,1973,1612,49.89,77.84,81123,621,461343,0,0,0,55.48,31,0,0,0.5677
2016Q2,TP100344,MICROCREDENTIAL,LEVEL_7,1821,29449,686,82.94,66.66,119386,623,471344,1,0,0,53.18,7,1,0,0.6814
2018Q3,TP100345,CEU,LEVEL_7,497,9194,723,78.91,82.72,92644,531,481345,0,1,0,77.81,33,1,0,0.2968
2025Q4,TP100346,MICROCREDENTIAL,LEVEL_5,50,20276,1529,73.92,86.82,97775,511,491346,0,0,1,63.19,116,0,0,0.5534
2025Q2,TP100347,CERTIFICATE,LEVEL_6,1709,16594,1780,79.26,45.6,57902,221,501347,0,0,0,52.89,15,0,1,0.5584
2023Q2,TP100348,BOOTCAMP_BADGE,LEVEL_3,1372,2574,1277,37.94,41.29,15365,561,511348,0,0,0,63.8,61,1,0,0.6966
2020Q1,TP100349,BOOTCAMP_BADGE,LEVEL_6,2060,10711,1895,85.58,81.83,24406,423,521349,1,0,0,59.0,76,1,0,0.9861
2024Q2,TP100350,ASSOCIATE,LEVEL_5,31,10406,450,67.41,37.97,17342,221,531350,1,1,0,40.48,44,1,0,0.2385
2016Q3,TP100351,APPRENTICESHIP,LEVEL_5,847,28864,2220,72.32,53.97,93400,531,541351,1,0,0,62.53,62,0,0,0.0106
2020Q3,TP100352,APPRENTICESHIP,LEVEL_7,2195,20187,515,72.17,43.01,38560,236,111352,1,0,0,80.77,71,0,0,0.4431
2022Q2,TP100353,CERTIFICATE,LEVEL_3,1096,23986,243,50.18,27.03,116112,236,121353,0,0,0,42.05,52,1,0,0.5849
2015Q1,TP100354,BOOTCAMP_BADGE,LEVEL_6,1455,28542,654,63.95,62.23,139354,111,131354,1,0,0,95.14,118,1,1,0.7426
2023Q3,TP100355,APPRENTICESHIP,LEVEL_3,1295,21013,1884,55.83,46.41,23963,511,141355,0,0,0,46.13,33,1,0,0.7576
2022Q4,TP100356,CEU,LEVEL_1,155,28611,1845,50.77,34.68,85002,236,151356,1,0,0,61.41,19,1,1,0.1643
2014Q3,TP100357,APPRENTICESHIP,LEVEL_4,2047,23158,1804,90.04,39.21,103881,423,161357,1,0,0,94.48,63,0,1,0.0078
2024Q4,TP100358,CEU,LEVEL_5,65,7906,2036,74.65,68.64,33921,921,171358,1,0,1,82.07,104,1,0,0.733
2014Q4,TP100359,BOOTCAMP_BADGE,LEVEL_4,77,25764,1988,70.74,76.27,58765,621,181359,0,0,0,71.19,75,1,0,0.4286
2014Q4,TP100360,APPRENTICESHIP,LEVEL_6,446,28065,1313,65.16,60.85,78071,111,191360,1,1,1,80.62,69,0,1,0.8854
2015Q4,TP100361,BOOTCAMP_BADGE,LEVEL_1,2134,21183,1399,50.48,77.16,52104,621,201361,0,0,0,46.55,84,1,1,0.6313
2023Q2,TP100362,BOOTCAMP_BADGE,LEVEL_7,331,14388,2266,86.67,50.07,126139,722,211362,0,0,0,69.23,40,0,0,0.4794
2021Q1,TP100363,BOOTCAMP_BADGE,LEVEL_7,938,2239,1294,69.34,52.44,84305,111,221363,0,0,0,81.86,12,0,1,0.3209
2020Q1,TP100364,LICENSE,LEVEL_5,114,1413,1019,36.25,81.8,22393,111,231364,0,0,0,73.93,88,1,0,0.3468
2020Q4,TP100365,CEU,LEVEL_6,2185,10419,1306,37.69,87.95,69463,311,241365,1,0,0,99.16,91,0,1,0.8765
2020Q3,TP100366,LICENSE,LEVEL_3,826,2174,2366,59.48,76.1,31559,921,251366,0,1,0,90.47,95,1,0,0.2372
2022Q3,TP100367,MICROCREDENTIAL,LEVEL_7,1949,22115,1826,95.35,87.2,45886,484,261367,0,0,0,42.78,104,1,0,0.3062
2015Q4,TP100368,ASSOCIATE,LEVEL_4,1766,30326,955,73.36,32.05,138727,621,271368,0,0,0,98.82,78,0,1,0.4971
2015Q1,TP100369,LICENSE,LEVEL_3,1841,24434,2271,84.07,50.52,43096,445,281369,0,0,0,66.59,3,1,0,0.8249
